-0.06628-0.060901j -0.12565-0.106493j -0.00331218+0.114884j 0.0152507-0.0185705j 0.0249297+0.0397084j -0.0190841-0.0115928j -0.00652156+0.00684072j 0.0296614-0.0244126j 0.0145888-0.0218136j 0.0374826+0.0199665j 0.0147243-0.0103952j 0.0254792-0.062409j 0.00132569-0.0173558j 0.00153686+0.0149382j -0.00812313-0.00249385j -0.0111876+0.00160992j -0.00560136-0.0200693j -0.00949269+0.0349786j 0.00373634+0.0120987j 0.0167669-0.0174958j -0.0239189+0.00442898j -0.0204134+0.0320287j 0.00808874+0.0661964j -0.0522831-0.0108551j -0.00556959+0.00755842j -0.00332929+0.0073725j 0.00750043+0.00285215j -0.0210518-0.0128176j -0.0268255-0.0638466j 0.0365789-0.0203594j -0.0269245-0.00627388j 0.00326244+0.0158515j -0.00527684+0.00141953j 0.000974574-0.00943264j -0.0180863+0.0326935j 0.01006-0.0161518j -0.0475848-0.0695915j -0.000918887+0.00694028j -0.0252255-0.0292648j 0.012206+0.01571j 0.0148658-0.030484j 0.0114694-0.00600981j 0.000981829+0.0254713j -0.00151824-0.0485922j -0.0377344+0.0339111j -0.0074413+0.00552542j -0.00690147+0.00801763j 0.0210118-0.0027538j -0.0330595+0.0133888j -0.0164111-0.0183959j 0.0138738+0.00267451j 0.0196708-0.00526246j 0.0109097-0.00253033j 0.00377135-0.00406692j -0.0166038-0.00546248j -0.0108305+0.0280401j 0.0131901+0.0292676j -0.000257963-0.0278779j -0.0368921+0.00658315j 0.0259399+0.047858j 0.0197986+0.00826472j -0.0140276-0.0023162j 0.0247066+0.0330275j -0.0143791-0.000205124j 0.0272668-0.00602681j -0.0025489+0.000268952j 0.000724241+0.0068509j -0.0331018-0.0311204j -0.0167784+0.00278898j 0.00637816+0.0100336j -0.00171349+0.00745397j 0.00247507-0.0128705j -0.0124353+0.00210681j 0.06825-0.0266272j -0.0041979+0.00260698j 0.0302514-0.00138084j -0.0112115-0.0165289j -0.010956+0.0142009j -0.000405463-0.0311378j 0.0230513+0.0286325j -0.0233905-0.0276598j 0.0751807+0.00731536j 0.00635319+0.028036j 0.0221942+0.0160917j -0.0265257+0.0605468j -0.0307864-0.00624832j 0.0802812-0.0559475j -0.0125878+0.0285719j -0.0614394-0.0952784j -0.143568-0.0470002j 0.005457+0.0690327j -0.349272-0.167881j -0.0375381+0.283509j 0.0296314+0.0458724j 0.186064-0.115268j 
-0.0051589+0.0224235j -0.0125778-0.0288331j 0.00331966+0.0436455j 0.0520461-0.038686j 0.00991622-0.0323709j 0.0483653+0.0443986j -0.00762068-0.0213678j 0.0349704+0.0973934j -0.0278025+0.00840213j 0.0169233+0.030083j -0.0746144-0.103483j -0.0708663-0.00663041j -0.0906186+0.145788j 0.00958938+0.0103341j -0.00225301-0.0492476j -0.1552+0.0346923j 0.077637-0.0193133j -0.0754772+0.0190578j 0.165852+0.0877011j 0.0515725+0.0485783j -0.048465+0.0277314j -0.0328526+0.0233822j 0.0474717-0.0644027j -0.117293-0.161216j -0.0486807-0.0385504j 0.0341401+0.00801802j -0.0646279-0.0255685j -0.051547-0.0922504j 0.0140255-0.0917831j -0.00652304-0.0445433j 0.0980641+0.0284724j -0.047819-0.0472692j -0.0792191+0.102455j -0.134969-0.0838666j 0.0135945-0.0213425j 0.00933791+0.0538768j -0.0107111-0.01279j 0.0407992+0.0291286j -0.0585117-0.0154913j -0.0661658+0.0869979j 0.068137-0.0961002j -0.0282792+0.0268423j 0.0340274+0.0840629j -0.0622078+0.0517186j -0.0246762-0.0184801j -0.011282-0.0278569j -0.0120935-0.0832172j -0.0210532-0.0419134j 0.0653854-0.0443339j -0.0107213+0.0249022j 0.0670533-0.01774j 0.0996473-0.0365787j 0.0566604-0.0117765j 0.00732934-0.0213408j 0.0228705-0.014973j 0.0385264+0.00604348j -0.00451154-0.0402835j 0.0895247-0.0325736j 0.00746043+0.0379802j 0.0202554+0.0154593j 0.0557942-0.00396492j 0.00399874-0.01068j 0.0273497-0.000287064j -0.0124935+0.00173082j -0.0327715-0.0245364j 0.0120556+0.0309535j 0.0173371+0.00765513j -0.0591856+0.00879766j 0.0292738-0.00379224j 0.00890523+0.0472867j 0.0750519-0.00215896j 0.0016866+0.02675j 0.00903491-0.0150544j -0.0106369+0.0356046j 0.0230794-0.0439854j -0.0317411-0.0163198j 0.0130214+0.0185222j 0.00835107+0.0418363j 0.0923399+0.0107988j 0.0720985+9.4754e-05j -0.00470757-0.0448848j -0.0151568+0.0413763j 0.0347639+0.0135147j 0.0478726+0.0282541j -0.0260686-0.0445867j -0.0229242+0.0222716j 0.0972408-0.0208656j -0.00854903-0.0447024j -0.0659886+0.05925j 0.0248936-0.0068318j 0.00946638-0.0303291j 0.0655295-0.00215989j -0.0426575+0.0370411j -0.016126-0.0101519j -0.0294973+0.00076675j 
0.00574634-0.000760909j 0.0106705-0.00391688j 0.0543869-0.0333176j -0.0279692-0.0174725j -0.0377517+0.186979j 0.0349624-0.125372j 0.030117+0.176207j 0.0782707-0.0580722j -0.0804014+0.055702j -0.0439997-0.00778613j 0.0653361+0.0608004j 0.03704-0.102637j 0.0735631-0.110826j -0.154463+0.0177601j -0.0499938-0.0494787j -0.158574+0.0191932j -0.0253905+0.0424653j 0.0216796-0.0251068j 0.0678626+0.00189517j -0.00208775-0.0172649j 0.115231+0.0254764j 0.0299199+0.00311257j 0.0998849-0.0282667j 0.0575715+0.0538341j -0.0184532+0.0300674j 0.0293412-0.0439766j 0.00637199+0.0494428j 0.0119585-0.0234999j 0.00224632+0.0463783j 0.0697818+0.00752113j -0.0128051+0.0617137j 0.0419613-0.00248196j 0.050202-0.0631877j -0.0474332-0.0729541j -0.151846-0.0142887j 0.0505678-0.0480015j -0.017303-0.0201359j -0.0472868-0.0355581j -0.0443501+0.0144802j 0.0860434+0.101893j 0.0357074+0.00482746j 0.0516344+0.00118993j 0.00746543+0.0323237j 0.0329254-0.0242169j -0.0450239+0.062726j 0.0281276-0.0521914j -0.0155336+0.0195844j -0.0441836-0.0184736j -0.0390838-0.046592j 0.0408855+0.0214825j -0.00121772+0.0121515j -0.00740455+0.00355303j -0.00226695-0.00239381j -0.00161824+0.0129507j 0.00337195+0.170228j 0.0127208+0.0493803j -0.0153101+0.00242357j 0.00376841+0.0895731j 0.0290306-0.00211236j 0.0153545+0.000159085j -0.0148454-0.00792037j 0.0147049-0.00722993j 0.0140002+0.0162001j 0.0206035-0.0185937j -0.0255998-0.035968j -0.00439222-0.00303484j 0.0158013-0.0414808j 0.0247303+0.00687396j 0.00868341+0.00550564j -0.00990876+0.0258505j -0.0448522+0.0536714j -0.00941179-0.0251918j -0.0048326+0.0210898j -0.0814158-0.0132095j -0.00539751+0.0174422j 0.00423018-0.00994054j -0.038327-0.0465617j 0.00848643+0.00772078j 0.0063727+0.0044016j 0.0471409-0.02501j -8.17062e-05-0.0415114j 0.0131077+0.0152837j 0.0271394+0.0141744j -0.00422843-0.00164212j -0.0586925+0.00374424j 0.00543428-0.0240881j 0.0294699-0.0546322j -0.036874-0.0312153j 0.00224541+0.0561805j 0.0308919-0.0069974j -0.0346105+0.00186715j -0.00951499-0.0136908j -0.00231858-0.0208935j -0.0145619+0.0159238j 0.00858722+0.0165079j 
0.0145654+0.039262j -0.0182397+0.00286921j -0.0129185+0.0546609j 0.00371871-0.0763055j 0.0867913-0.025652j -0.0070074-0.00779069j 0.0330742+0.0184177j -0.0724537+0.0186534j -0.0177633+0.0448673j 0.113486-0.0161014j 0.00722132+0.0158077j 0.0949242+0.0532017j 0.016646-0.0527331j 0.0680074-0.00710929j 0.0551168+0.0594461j 0.112523-0.109327j 0.0855437-0.0111003j -0.0389521+0.026943j -0.0812187-0.0799236j 0.0834119+0.0568432j 0.0211682-0.0100666j 0.129535-0.0197874j 0.0630557+0.0182613j 0.0348677+0.00402322j -0.0912281+0.0268012j 0.0828957-0.0612422j 0.0450448+0.0762542j 0.0756129-0.0522399j 0.0842279-0.0529474j -0.0136205+0.0555852j 0.0429417+0.0800214j -0.105178-0.108914j 0.00983709-0.0585828j -0.0696705-0.0961754j -0.0184535+0.0480286j 0.140806-0.0525395j -0.0465139-0.00270286j 0.00979435-0.00650396j 0.111012-0.00567365j 0.0226587+0.0769023j -0.0195893+0.0189273j 0.0179441+0.0110612j 0.013341+0.0171591j 0.00188027+0.0708509j 0.0270695+0.0955068j 0.00888935+0.0372162j 0.0713267-0.0084787j 0.0110814-0.111512j -0.0145688-0.119123j -0.0356756+0.158825j -0.00627728+0.0294578j -0.0365984-0.0188241j 0.00660491+0.00391327j -0.00135922-0.0382346j 0.0394666+0.116454j 0.0249911+0.0506701j -0.00892397-0.00937846j 0.0373752+0.0637797j -0.0185755+0.0128835j 0.0210554+0.0684551j -0.0273161-0.0138645j 0.0196813+0.00279195j -0.00372716+0.00150445j 0.00995027-0.027552j 0.0135131+0.0420501j 0.00768479+0.0522276j -0.039164-0.027142j 0.0130855+0.00324572j -0.00570606-0.0294308j -0.00159536+0.0170831j 0.0113775+0.000550994j -0.0023719-0.0311562j -0.00424399-0.0203574j -0.0351198+0.0161533j 0.0447195+0.0148051j 0.0234642+0.0107527j 0.0181988+0.00875325j 0.029275-0.00460887j -0.0324378-0.0144381j -0.0196146+0.00810308j 0.0334558+0.0034627j 0.0402125+0.0383059j 0.0104553+0.0116226j -0.0495134-0.0138815j -0.0606761+0.0203962j 0.0652283-0.0227059j 0.0454089-0.0133486j -0.0273658-0.0452132j -0.0349996+0.053482j 0.00982519+0.0126055j -0.0137208+0.00576738j 0.0396782-0.00612792j -0.0120928-0.0223083j -0.0413402+0.025003j 0.0153326+0.0220254j 
0.00463858+0.0259289j 0.00471008-0.0016318j 0.0583526+0.0515075j -0.056482-0.00914579j 0.0700218+0.0104492j -0.000304591-0.0683418j 0.0237593+0.103741j -0.00605838-0.0452733j -0.0651695+0.0102951j 0.0492288+0.0108267j -0.00648464-0.00537669j 0.0278661+0.00829971j 0.0418309-0.0773327j -0.0212519+0.0468431j -0.0555062-0.0286731j 0.0560824+0.0302976j -0.0443553+0.00549653j -0.0611286+0.0776314j -0.00136056-0.0369544j -0.00888687+0.0915062j 0.0469-0.0138357j 0.122406+0.00290702j -0.0319089-0.0437399j 0.109219-0.0628976j 0.0406277-0.0480027j -0.0457471-0.0325927j 0.0772468-0.02521j -0.00594741+0.0174487j 0.0752106+0.108697j 0.0355497+0.0382836j -0.0536759+0.0276179j -0.000708418+0.00201775j -0.0241538+0.0976578j 0.0442373-0.0263012j -0.0109573-0.0122963j 0.0241195-0.057724j 0.0388141+0.0285061j 0.0170727-0.0572185j 0.010038-0.0184768j -0.00564706-0.0496087j 0.0621129-0.0109991j -0.0143609-0.0277893j -0.0433574+0.0839709j 0.057418-0.0297209j 0.104708+0.0156658j -0.0248314-0.0101975j 0.07295-0.0301975j -0.0222764-0.0191761j -0.000143246+0.0256234j -0.0123253-0.0455355j -0.0413498+0.0139298j -0.0864997+0.0557821j -0.0122233+0.00169464j 0.0571199+0.00993189j -0.0203257-0.0830424j 0.0434281+0.0152968j 0.0363025-0.0550853j 0.0677384+0.00892717j -0.00377882-0.0560899j -0.103657+0.0268377j -0.00604454-0.0527905j -0.0549742-0.0496332j -0.00663995-0.014352j 0.0317792-0.0599627j 0.0263333+0.0369652j -0.046893+0.0251602j -0.0190327-0.0432812j -0.0293997-1.12679e-05j 0.0166228+0.0306149j 0.0101222-0.0185008j 0.0960502+0.0649337j 0.0668457+0.0605701j 0.062602-0.0255597j 0.0990294-0.0572479j -0.0868956-0.00264727j -0.0339316-0.0112965j 0.0704861+0.00913088j -0.00946199-0.0206194j -0.00579377+0.0309046j -0.0586644-0.0258065j 0.000429363+0.138176j -0.0844928-0.0262319j 0.0275872+0.0580909j -0.0347551+0.0244287j 0.0216627+0.0108231j 0.05828+0.104025j 0.0222593+0.0151827j 0.0368645-0.0288287j 0.0515527-0.0682883j -0.0503216+0.0176524j 0.0400872-0.0211234j 0.0339326-0.0288759j -0.013286-0.0201719j 0.0227372+0.011962j 0.00242011-0.0463401j 
0.013162+0.0151919j 0.00862055+0.02355j 0.0045521+0.00939822j -0.0389525+0.00898408j -0.0211236+0.0489099j -0.033353-0.178229j 0.00195614+0.00185252j -0.0179787-0.0392513j 0.0140156+0.0325826j -0.0770751-0.00744386j 0.0119848-0.126714j -0.0247032+0.0297811j -0.047821-0.0266128j -0.0996174-0.0222211j -0.107435+0.0276508j -0.0134477-0.000173569j -0.00850045+0.039039j -0.0255081-0.00230034j 0.0471149+0.00735773j -0.0504491+0.153865j -0.0840207-0.0220264j 0.0574707+0.0295012j -0.0141033-0.0372305j -0.00881288+0.014172j 0.15445+0.0476655j 0.00561737-0.0124006j -0.00708862-0.0752019j -0.0159616+0.0490714j -0.087152-0.00858323j 0.115889-0.00290672j -0.121804-0.0194009j -0.0276429-0.00205188j 0.021799-0.0288063j -0.0104345+0.0630684j -0.00348226-0.0456113j -0.0402966-0.05002j 0.0282506-0.0251355j 0.0261491-0.00229944j -0.0255808+0.0166864j 0.00144209-0.0488022j -0.0305165+0.0414136j 0.0191821-0.0129075j 0.0177771+0.000910965j 0.0299751-0.0993129j 0.0214807+0.0108286j -0.0266452-0.0169681j -0.000424284+0.0619403j 0.0223271+0.0439227j 0.0272548+0.0505992j 0.000747101-0.0581376j 0.00241365+0.0309928j 0.0125718+0.0262227j -0.021472+0.0237355j 0.0106854+0.0118761j 0.0571555+0.0550051j -0.024823+0.0112935j -0.0374923+0.018576j -0.0150381+0.00927237j 0.00371571-0.0226739j -0.0551394-0.0211801j 0.003175+0.0342211j 0.0131322+0.0153736j -0.0249493+0.00205395j 0.00662963+0.0124911j -0.0372489-0.0288721j -0.0321585-0.0233403j -0.00718886-0.0182137j -0.0145979-0.00972488j -0.00565101-0.00545809j -0.00649581-0.0020353j -0.02701+0.0238146j 0.00193844+0.00674795j -0.0295892+0.0259164j -0.0155002-0.0285174j 0.0117402+0.0328864j -0.0174702-0.014345j -0.0424716-0.031276j -0.00792495+0.00406905j 0.0129805+0.0117081j 0.00178066-0.00257901j 0.0165151-0.0459398j -0.0209998-0.0189143j -0.00260714+0.0154414j 0.0203405-0.00275688j 0.00369826+0.00334925j -0.0196452-0.0208874j -0.0290724-0.00620471j 0.00565317+0.031568j 0.0614887+0.00768377j -0.000355214+0.0013436j -0.00764609-0.0194404j -0.016945+0.0176495j 0.0103619-0.00721648j -0.0136151+0.0193802j 0.0282829-0.0139772j 
-0.0424883+0.00146571j -0.00564198-0.0557347j -0.086684-0.0280235j 0.0131156-0.0201422j 0.0383894+0.00676736j 0.0133907-0.00430677j 0.083356+0.0855694j 0.0144466-0.000479789j -0.0691238+0.0214253j 0.0878998-0.0862293j -0.0281251+0.0876783j 0.0339825-0.0921348j -0.0874171-0.0372953j 0.0314967+0.0442612j -0.051569+0.04416j 0.0842835-0.0736154j -0.0386988-0.0286984j 0.0520633+0.0563257j -0.0923485-0.118983j 0.036655-0.0497516j 0.0677975+0.02638j -0.102619-0.019237j 0.146943+0.0750412j 0.0187186+0.0699348j -0.0028283+0.158452j 0.0384464+0.00194557j -0.0522154+0.0316199j -0.122873-0.00462351j -0.0194152-0.0261131j 0.0300625-0.0997523j 0.0519147+0.0202113j 0.00568758+0.0376736j -0.0516672+0.0901101j -0.0598602-0.0900557j -0.0473444+0.0269282j -0.0503073+0.0998371j 0.0509654-0.0364207j -0.110964-0.0235929j 0.00487554-0.00127297j -0.0977632-0.0936239j 0.0687702-0.0556896j 0.0189511-0.00471021j -0.0154412-0.0155348j -0.032938-0.0506175j -0.0353978+0.0408245j 0.00720825-0.0196654j 0.0174704+0.0780337j -0.0311288+0.0208535j -0.0109449+0.023254j 0.018863-0.0544965j 0.0144083-0.0148843j 0.0625229+0.0164346j 0.0304184-0.00190244j -0.0211454-0.062903j -0.0455358-0.178913j -0.0143164-0.169393j -0.0486077-0.00372952j -0.00698072-0.000626394j -0.0701808+0.0642444j 0.0300627-0.027473j -0.0265586-0.00522177j -0.012216-0.00858003j 0.0687796+0.0565299j -0.0392688+0.0140982j 0.0347756-0.0434697j 0.0465504-0.0245507j -0.00818557+0.017485j -0.0180682-0.0467331j -0.00136046+0.00603388j -0.0211454-0.0417511j 0.0476444-0.0316729j 0.00144969-0.00207973j 0.0220042+0.0153589j 0.0303847-0.00947788j 0.0643012-0.0110239j -0.0309747+0.00981246j 0.0168396-0.00992223j 0.00355805+0.0296302j 0.0494585-0.0145237j 0.0680767+0.0110161j 0.00995138-0.0430229j 0.0331086-0.0149845j -0.0361072+0.00828975j 0.00667917-0.0163372j -0.0381289-0.022677j 0.0111742-0.0431972j 0.00350429+0.0508911j 0.0737602+0.0118424j 0.0539303+0.0576668j 0.00480058-0.00502699j -0.0085331+0.0198268j -0.0554733-0.0116693j 0.0176365-0.00914705j -0.0123052-0.0337014j -0.0415527+0.00476726j 
-0.034099+0.0031559j -0.0242274-0.0152858j 0.0576892-0.0638444j 0.0176048+0.0713362j -0.016419-0.013284j -0.0575012-0.0416187j -0.0131684+0.0604544j -0.0105691-0.00233606j -0.0570501+0.0373665j -0.166667-0.0473147j -0.0202709-0.0505245j -0.0228664-0.0994658j 0.0548883+0.0671619j -0.0718139+0.0235697j -0.0432989-0.0429521j -0.103328+0.0768208j -0.0285805-0.0716618j -0.069147+0.0845592j 0.0931929-0.00271422j 0.0282157-0.102741j -0.078623-0.00169355j 0.0174648-0.0145838j 0.022336-0.00251575j 0.0350189-0.0433782j 0.0529769+0.0901659j 0.00458834+0.0532028j 0.0217266+0.0511965j 0.074443-0.0591742j 0.105661+0.0753498j -0.0764886-0.0592924j -0.0615394+0.0733347j -0.0590757-0.0171952j -0.0725654-0.057532j 0.151298-0.023687j -0.0413764+0.0356755j 0.0995108+0.0864497j -0.023121-0.00273701j 0.0444691-0.0276142j 0.0193567+0.0570391j -0.00495643+0.049407j 0.0105406-0.0177806j 0.021971+0.0602277j 0.00762124+0.0231153j 0.0401027+0.0837708j 0.0175137-0.0274688j 0.0882406-0.0867443j 0.00204368-0.0475582j -0.00145896-0.001729j -0.0279959+0.00608918j 0.048861+0.0590366j -0.0574392+0.0259804j -0.0463873-0.0128484j 0.00185998-0.0131863j -0.0825489-0.00109745j -0.060667-0.173021j -0.0232285-0.0899379j -0.0161656-0.0056408j 0.0316869-0.0799363j -0.0688925+0.0761745j 0.0097293+0.00891765j 0.00824547+0.00250889j 0.00389556-0.0156333j 0.0338461+0.0147591j -0.046121+0.0156361j 0.0988356+0.0688634j 0.00348366+0.0458262j -0.0113189+0.0517099j -0.0196519-0.0365511j 0.00347649-2.61839e-05j 0.0122136-0.0230113j -0.00668049-0.037215j 0.00572452-0.0421149j -0.0127507+0.00771971j 0.0478711+0.0243838j -0.0116842+0.0538352j -0.00582394-0.0271702j 0.00126613-0.0127039j 0.0511996-0.0705245j -0.0243019-0.0457517j -0.0920081+0.0234189j 0.0461179-0.0375307j 0.0324018+0.0138542j -0.0703938-0.0292909j -0.0425823-0.00751152j 0.0414593+0.0369049j 0.0535194-0.019049j -0.0368059+0.042022j 0.0145851+0.0762378j 0.0556982-0.023456j -0.0108788-0.053814j 0.0583625+0.0191962j -0.0924333+0.0169464j 0.00635185-0.0257471j 0.0201179-0.0366679j 0.00242928-0.0432445j 
0.0186119+0.0143946j -0.0164265-0.00223201j 0.0648332+0.0299536j -0.00257468-0.066289j -0.102029-0.0474252j 0.0169505+0.0511202j 0.00574788-0.0644199j -0.0945587+0.0398423j 0.10707+0.0105342j -0.0859565+0.0671686j -0.0158438+0.00870341j -0.0319158+0.0113364j 0.0564784+0.0452269j 0.0340973-0.0271274j 0.0520704-1.12545e-05j -0.0106644+0.0807171j 0.0277519-0.0175729j 0.0853747-0.0766537j -0.0293173-0.0323128j 0.131011+0.00402608j -0.0751403-0.00549547j 0.00268059+0.00880767j 0.0246428+0.0666381j 0.0289263+0.0107875j 0.14394+0.0832999j -0.0484305+0.0235684j 0.0188713+0.0195494j 0.152054+0.033527j 0.11754-0.103908j 0.0427504+0.043163j -0.0985836+0.0102823j -0.0227423-0.000360416j -0.0333947-0.0664826j 0.0897578+0.0311929j 0.0267504+0.0529058j 0.00274229+0.0356906j 0.0549132+0.0138928j -0.0311925+0.00736961j 0.0323636+0.025862j -0.0109417-0.0439877j -0.0154692+0.0371852j -0.0142136-0.046962j 0.0693708-0.042623j 0.101491-0.00695326j 0.0857944+0.00646796j -0.0170348+0.0375686j 0.0724567+0.0275305j -0.0632287-0.069699j 0.033104-0.0417543j 0.0327555+0.0841629j -0.0648382-0.0682681j -0.0559692+0.0162238j -0.0342653+0.0444322j 0.0792821-0.0497482j -0.00217928+0.0497683j 0.0341123-0.037829j -0.0452863+0.0209689j 0.0185+0.00548511j -0.0714078-0.0254476j -0.0719846-0.0170894j 0.0812848-0.0127638j 0.0557784+0.0274131j -0.0391702+0.0317046j -0.0410045-0.0240458j -0.0840899-0.0591183j -0.00147597+0.0659252j 0.0279053+0.00629919j 0.00232064+0.0160918j -0.0147135+0.0177645j 0.0216456+0.0475112j 0.0365369+0.00317789j -0.021498+0.0676451j 0.0376196+0.0289696j 0.0468891+0.02203j 0.0435269-0.00162475j -1.50202e-05-0.0330096j -0.0116897-0.0335853j 0.0105783+0.0705599j 0.00758702+0.0651498j 0.115942-0.0179151j 0.0441541-0.0258169j -0.0164072-0.0307821j -0.00527741-0.00491419j 0.0795067+0.0267713j -0.0205511-0.00321217j 0.0221368-0.0137317j -0.0823043+0.0481842j 0.0645249+0.0146162j 0.0865196-0.0045859j -0.0460708+0.05222j -0.0771328-0.0918904j 0.0660324-0.00220744j 0.0490826+0.0206121j -0.0207034+0.0396416j 0.0111264-0.00388272j 
0.00494453+0.0262126j 0.0142909-0.01251j 0.0813355+0.0821957j -0.0738627-0.0754701j -0.0561503-0.054067j 0.00531965+0.114826j 0.0334358-0.0349616j -0.0130161+0.0688917j -0.00811703+0.00915167j 0.0338949+0.0236927j -0.0113973-0.0566321j -0.057502+0.0324755j 0.0147266-0.0110635j 0.13554-0.015928j 0.0756613-0.0726946j -0.0792164+0.0608538j 0.00826914+0.0324946j -0.0112202-0.038931j -0.0105126+0.0326966j 0.115309+0.124627j -0.084032+0.0162077j -0.0107006+0.0688458j 0.00828894-0.00785246j 0.045066-0.0443734j 0.0868928-0.0308993j -0.0894386-0.0593594j -0.0205303-0.0403111j -0.0110699+0.0271888j 0.00911202+0.0540262j 0.0735882+0.0201262j 0.00486872+0.0365247j 0.0197254+0.0026083j -0.0781328+0.0547434j -0.077829+0.0184701j -0.112753-0.0400205j -0.0258954-0.0556034j 0.0740039-0.000998543j 0.00373727-0.0578961j -0.0237897+0.0291144j -0.0810941-0.0212481j 0.0665759-0.0197539j 0.0576417-0.0181075j -0.0110871+0.0198996j -0.00324087-0.169102j 0.0294213+0.0295922j 0.0076359-0.0530055j -0.0172188-0.00651571j 0.0332018+0.021047j 0.0107326+0.0238367j -0.0548804-0.0487887j -0.000315986+0.0697346j 0.0295415-0.030374j -0.0316137+0.00480975j -0.0352237-0.00960115j 0.0127804+0.0116034j -0.0129284+0.0463687j -0.0447399-0.00348516j 0.0223963+0.0204742j -0.0314866-0.0180968j -0.0701826+0.00346486j -0.0389379+0.0277208j 0.0177567-0.000658298j 0.0720734-0.00332281j -0.00283412-0.00176122j 0.0159868+0.0366421j -0.0143658+0.0174918j -0.0352269-0.0477745j 0.0342287-0.0317194j 0.010133+0.0233151j -0.0202795-0.0548077j -0.00266186+0.0400589j -0.00203308-0.0326684j 0.0282284+0.0393974j 0.0117596-0.0303607j 0.0383767+0.128954j -0.0230216-0.0329319j 0.00507973+0.00348924j 0.0526151-0.0355584j 0.00281329-0.038681j -0.0692249+0.0123965j 0.0623566-0.0399942j -0.00679107+0.0209337j -0.0730561+0.0177545j -0.0572911-0.0184217j 0.0140746+0.0326618j 0.0449492-0.0374687j -0.0182185+0.0319012j 0.0113057+0.0415812j 0.0775276+0.0321191j 0.0269571-0.0344833j 0.0327798+0.0697828j -0.0677471+0.0409533j -0.0255255-0.0603372j 0.00754241+0.0075817j 0.00368105-0.0536627j 
0.0147661+0.0143655j 0.0275608+0.0228495j 0.0668305-0.00051033j 0.0204082+0.072581j 0.0855705-0.0125138j 0.0101812-0.0608568j -0.00265076+0.00512612j 0.0133697-0.028453j -0.0459006+0.00302657j -0.00149579+0.0156482j -0.00837741-0.00462033j 0.0477451+0.0353039j -0.0136179+0.0400271j -0.0491283-0.00738666j -0.0137328-0.0222133j -0.0322046+0.00294305j -0.033323+0.031275j -0.0688566+0.04489j 0.0279634+0.0384492j -0.0117747+0.00380047j -0.0249727-0.0176213j 0.0405242-0.0468639j -0.0370621-0.00350583j 0.0701681+0.0403677j -0.118504-0.0635422j -0.00909606-0.00210724j 0.110235-0.0540127j 0.0303397+0.0362092j -0.0552426-0.0129771j 0.00303041+0.073286j 0.00336088-0.052685j 0.0188774+0.00889188j -0.026078+0.0433953j 0.0624979-0.0348152j 0.155689-0.000140402j -0.108676-0.108161j 0.0102178-0.0259682j -0.0686804-0.014394j 0.0078-0.0239547j 0.0977123-0.0256445j -0.0366626-0.0247104j -0.0269887-0.0104987j 0.0946847+0.0591818j -0.0121498-0.0472503j 0.0578695-0.0118897j -0.0608009-0.0386985j 0.00875747-0.0431822j 0.0320622-0.0566858j -0.0923943+0.0162797j -0.0328788+0.0219764j 0.0577921+0.092008j -0.066688-0.0488303j -0.0364441-0.0391273j -0.0448527-0.0328901j -0.0421015-0.00490428j 0.0168267+0.010948j 0.0489716-0.02268j -0.0441089+0.0546183j 0.0184703-0.0155111j 0.0209377+0.00487108j 0.062842+0.0394776j 0.0846524-0.00320642j -0.0516193-0.0542634j -0.0313524+0.0111893j 0.0579665+0.0640341j 0.0244641-0.0110832j -0.0271501-0.0638998j 0.00908392+0.0247983j -0.00529297+0.0207377j 0.046039+0.0347008j 0.0501526+0.0115532j -0.00595971-0.00856063j 0.0207381+0.0316696j 0.0464015-0.0206975j 0.0678966+0.0519011j 0.0978091-0.0397032j 0.035638+0.0510916j 0.080032+0.0434218j -0.0557138-0.0526034j -0.00786966+0.0272362j 0.0756488+0.014777j 0.0231496+0.0595662j -0.0322389-0.0142373j -0.031227-0.011333j -0.0842381+0.0141463j 0.0858563-0.0696973j 0.0308643+0.0696533j 0.0674818-0.0650991j -0.101754+0.0420615j 0.0241376+0.0704166j -0.030364+0.0520353j 0.105472-0.0494137j -0.0413073+0.0351616j 0.0159083+0.0423132j -0.00205538-0.00103151j 
