-0.0397362-0.00289061j -0.00259852+0.00735555j -0.00040876-0.00205102j 0.0566576+0.00131912j -0.0414634+0.00145501j -0.0446165+0.0057511j 0.0261899+0.00342359j 0.0201619-0.00201149j 0.038678-0.00955592j 0.0116345-0.00125384j 0.00456662-0.00467431j -0.0602457+0.00218396j -0.00295535+0.00361506j -0.0387391+0.00285393j 0.0313105+0.00121805j -0.00487429-0.00646996j -0.0161318+0.00478748j 0.034936-0.000174012j 0.0157807+0.000878269j -0.0209955+0.00723446j -0.0531757-0.00180124j -0.0157008-0.00429464j 0.0143511-0.000679437j -0.0667113+0.00388791j 0.0148051+0.00656001j 0.0167458+0.00842005j -0.010145-0.00559062j -0.0390496+0.00310193j -0.00552471-0.00239751j 0.0019926-9.48869e-05j -0.0327251+0.00201701j 0.0164616+0.000663801j -0.0309686-0.00453912j -0.0174999-0.00220839j -0.0217796-0.00643606j -0.0213895-0.00100343j 0.00636584+0.00106657j 0.026826+0.00191453j 0.0156904+0.0132846j 0.0104168-0.00545379j -0.0400753-0.00186341j -0.0125222-0.00174104j -0.0030484-0.00344494j 0.057925+0.00159235j -0.0592701-0.0125009j -0.00192075+0.00156566j 0.00250822-0.00453131j 0.0140487+0.00601547j -0.0270058-0.00547467j 0.0299235-0.00155825j -0.0479314-0.0119933j 0.00243719+0.00460255j -0.036839-0.0148957j 0.0416564+0.00112519j -0.0224382-0.00635667j -0.00548466+0.000401375j 0.0314068-0.0300565j -0.0159634-0.00877177j 0.00267856-0.00457528j -0.0138167-0.00138948j 0.0346959+0.00770254j -0.00454173+0.00879546j 0.0048877+0.0042553j -0.00511106+0.000470111j -0.0288089-0.00937456j 0.00948529-0.0111975j 0.0181782-0.00588058j 0.0214265-0.00187616j -0.00794997-0.00652588j 0.0114882+0.0100803j -0.00158125-0.00655832j -0.00889871+0.00735651j 0.00609797-0.0032632j -0.00430576+0.0136438j -0.0274533-0.00748049j -0.0139053-0.00482679j -0.00409628-0.00544283j 0.0203194+0.00788941j -0.00910235-0.000739573j 0.0198032-0.00755341j 0.00331859+0.0121077j -0.0143298-0.0128294j 0.012644+0.003974j 0.0011495-0.0161641j 0.0149837-0.00611441j 0.017507+0.0182243j 0.00519476-0.00113707j 0.0260643-0.0110762j 0.0185256+0.0416798j 0.157058-0.100872j 0.0422199+0.188007j 0.0434893-0.091607j 0.0844686+0.0186188j -0.0261703-0.246891j -0.255093+0.0259985j 
-0.0387207-0.00630563j 0.018924+0.0374872j -0.00188554+0.0374622j 0.038682-0.0166411j -0.0647495+0.0116887j 0.143685+0.0371863j 0.1717+0.0431732j 0.0302164-0.0860163j 0.180163+0.0262174j -0.0606263-0.0543853j -0.0868535+0.0884666j -0.00468332+0.0296969j -0.0558175-0.173179j -0.0506476-0.0283373j 0.0822883+0.0680112j -0.0655744-0.0195918j -0.175355+0.0589017j -0.00859863+0.00469187j -0.0120645+0.0446672j -0.0159101+0.00711861j 0.213747+0.00370677j -0.175768+0.0581828j -0.0180456-0.128473j -0.133315-0.0735627j 0.080139+0.0307584j 0.106064+0.0536415j -0.0113868-0.0124953j -0.108466+0.0214439j -0.0937911+0.0154827j -0.0223211-0.0131775j -0.0153401+0.0277053j -0.00227057-0.000991331j -0.116865+0.0275559j -0.0281152-0.028132j -0.056479+0.0425319j -0.0779346+0.0587692j -0.0215368-0.0705457j 0.0510118-0.0799805j 0.00288476-0.00432093j -0.0193058+0.0254228j -0.0347498+0.0203507j -0.0344547+0.00902969j 0.0222636-0.0334718j 0.000560683-0.0610496j -0.0472326+0.0237422j -0.00578529+0.0551643j -0.0523291-0.030208j -0.000272146+0.0321317j -0.017147-0.0189591j 0.00773297-0.00555833j -0.0296482+0.00468262j 0.0458858+0.0352872j -0.0400439+0.0416731j 0.0988782+0.0154042j -0.0119789+0.0519078j 0.0208652+0.0527162j -0.0367865+0.0307473j -0.0423228-0.014703j 0.00734283+0.00784193j -0.00669422-0.0193092j 0.103558+0.00126528j -0.0104001-0.00450514j -0.00170827-0.0376053j -0.0228183+0.0228738j 0.0229567+0.020926j -0.00888502-0.0136531j 0.0329565-0.0197813j 0.00068064-0.0187223j 0.0150366+0.00727771j 0.0456184-0.0344272j -0.0105073-0.0190195j 0.00375293+0.0562476j -0.0313969+0.044875j -0.0111023+0.0513014j -0.0446372-0.0439029j -0.0910129+0.00901917j 0.0193894+0.0176635j 0.0921349+0.0155787j -0.0491783-0.0124896j 0.0780295-0.0136554j -0.0993347-0.0608535j 0.036636-0.0436015j -0.00192212+0.0381778j 0.0231814-0.0146059j -0.0211187-0.057108j 0.017297+0.0171304j 0.00758526-0.0689402j 0.0235446-0.0720703j -0.000483906-0.137829j 0.0074934-0.043533j -0.0451355+0.0020527j -0.000356908-0.00357551j 0.011987-0.0437632j 0.00471062+0.0553379j -0.0409262-0.0215533j 
-0.0109068+0.00820452j 0.00540272-0.0112953j -0.00133762-0.0360761j 0.0112427+0.0336123j 0.123055-0.0219575j 0.0172748+0.040689j 0.129819-0.00970621j 0.0292113+0.0841785j 0.0731412-0.0651313j -0.115201-0.0902318j -0.0959478+0.0563276j 0.105378-0.0100778j -0.118552-0.135723j -0.0581786+0.0134654j -0.0336641-0.0954422j 0.118094-0.0130856j -0.036047-0.0925512j 0.0371782+0.0323732j -0.0433017-0.0872699j -0.033895+0.175913j -0.103941+0.0025268j -0.0352668-0.185926j -0.0953377+0.126545j 0.0390349+0.0418854j 0.0873937+0.073287j 0.0885219-0.062225j -0.0242223+0.0180404j -0.0507038-0.0343227j -0.14905+0.0836606j 0.00228268+0.0188914j -0.045788+0.00830646j 0.00954077-0.0125218j 0.00281791-0.0500602j -0.0192256-0.00632993j 0.00274148-0.07053j -0.0597798+0.0378082j -0.0245212-0.0430379j -0.0124622+0.0297201j -0.0442644-0.00409579j -0.000590803-0.0485991j -0.00760603-0.0236454j 0.0241978+0.00765428j 0.023126-0.0233665j -0.0326471+0.0130618j -0.0301088-0.0275208j 0.0953296-0.00685537j -0.0377268+0.0233452j -0.00221775-0.0161691j 0.0305537-0.0030629j -0.00713012-0.0131428j -0.0382829-0.00535475j -0.00866231-0.00533158j -0.0177744-0.0131101j 0.0808974-0.0342129j -0.0388579-0.053224j 0.0183614+0.00190197j -0.0829972+0.0181785j -0.0181324-0.0347071j -0.0365316-0.00594207j -0.0206038-0.00220686j 0.0199921+0.00205102j 0.00653947+0.00978907j 0.0101073+0.0248688j 0.00756958-0.00536242j -0.0172116-0.00303592j -0.019403+0.0135362j 0.0200636-0.0280796j -0.027565+0.00394501j -0.0323343-0.000900012j 0.0229937-0.036962j -0.0492359-0.0428737j -0.00856149+0.00574562j -0.0203104+0.0498173j 0.0257906-0.00340816j -0.0139765-0.0588276j 0.0544342+0.0746855j -0.0130436-0.0189417j -0.0292541-0.0433642j -0.0110082-0.0431481j -0.0753868+0.0539157j 0.113548-0.00225544j 0.0387247+0.0533139j -0.0249163-0.034545j -0.018457+0.0193101j 0.00629816-0.00571204j -0.00292203+0.029922j -0.0221197+0.0245801j 0.0240947+0.0144949j -0.00954229+0.149836j 0.00496715+0.00424654j -0.0136-0.00212517j 0.00186655+0.0310363j 0.00757907+0.00839075j 0.0197565+0.00296761j -0.0150895-0.00382422j 
-0.011066+0.00632801j 0.00343568-0.00327605j 0.00760153-0.0202122j 0.0246568-0.0447073j -0.010265+0.028744j 0.0227045-0.0547663j 0.0688707+0.0368565j -0.00715495-0.106263j -0.0118301+0.011942j 0.0246859+0.0476248j -0.00545585-0.12226j 0.0325107-0.0705312j -0.102161+0.239261j -0.00751027-0.0199494j 0.0483272+0.117504j -0.0115948-0.106463j -0.0109134+0.0881235j 0.0355753+0.0234795j -0.0023843+0.0488495j -0.0931705+0.0914679j -0.0281143+0.00406787j -0.0380134+0.140563j -0.0358885+0.0650769j 0.00926506-0.135112j 0.00550143+0.151032j 0.0579348+0.0853508j -0.02568-0.0346507j -0.00894309+0.0761009j -0.0108505+0.0449968j -0.00502695+0.0132868j -0.0214395-0.0444784j 0.0371907-0.00136937j 0.0223905+0.000190898j -0.0271589-0.00747008j -0.0384479+0.0844949j -0.0143359-0.015842j -0.0147853-0.033458j -0.0075195+0.027555j 0.0185139-0.0378486j -0.0452307+0.160933j 0.0174588-0.0555861j 0.0119564-0.0996594j -0.0198444-0.122669j -0.0306152+0.13687j -0.0451476+0.0509203j -0.0137149+0.000862358j 0.0180578+0.0466116j 0.0314242-0.0251794j -0.0388518+0.0415874j 0.0133532+0.0227481j -0.0153633-0.0864429j 0.00161707-0.0124123j 0.0209214-0.0509774j -0.0310129+0.00576967j 0.0143801+0.0178821j -0.0195155+0.0197788j 0.0379663+0.0824857j -0.0293801-0.0150967j 0.00662792-0.0306228j -0.0197474-0.0469797j -0.045386+0.025837j 0.0270038+0.0102066j -0.0192638+0.0365996j -0.0128482+0.0273874j -0.0371873-0.00563584j -0.00633367-0.0151995j -0.00947306-0.00129622j -0.0196999+0.0366481j 0.0250071-0.0205739j 0.0334526+0.0142082j -0.00315916+0.0297778j 0.0216349-0.00915946j -0.0243739+0.0141263j -0.0271713-0.0377403j -0.0229546-0.00824935j 0.00629204+0.033699j -0.0273535-0.00223823j -0.0127956+0.00867421j 0.0489063+0.0173126j -0.0844702+0.0472711j 0.00551665-0.0471711j 0.0502157-0.0181842j -0.0556653+0.00814739j -0.032212-0.00536969j -0.0585162+0.00274597j 0.0640244+0.0809004j -0.000529503-0.0214138j 0.00356969+0.107732j 0.00398172+0.068929j -0.0243833+0.039286j 0.00548204+0.0780841j -0.0280447+0.0529431j 0.0127361-0.0425755j 0.0169415+0.0254525j -0.00603336+0.0112312j 
-0.0161917+0.0332562j -0.0053039+0.0184544j -0.0108625-0.0368397j 0.0318205-0.0291892j 0.0618232+0.00788284j -0.0974732+0.0382687j 0.0622866+0.00448451j 0.0191697-0.103522j 0.0304081+0.0805513j 0.0400669+0.0586551j 0.00663046+0.0683948j 0.0703683+0.111521j -0.125368-0.104719j 0.0247777+0.00413924j -0.193181+0.0509597j 0.249875+0.0577785j -0.0179484+0.126991j 0.0870394-0.0412596j -0.0792505+0.125396j -0.109467-0.0764401j -0.0534263+0.0417299j 0.0280272-0.00262555j -0.010861-0.0747146j 0.0390753-0.0964269j -0.0951101-0.0875434j -0.0472014+0.0792461j 0.030722-0.00131714j -0.0663412+0.0942688j 0.027893-0.0219169j -0.00554684-0.00772884j 0.0618742+0.107005j 0.0743253-0.0245727j 0.0757779+0.00843128j -0.0112586-0.0175657j -0.0223085+0.0900847j 0.0138262+0.0476946j 0.00533634+0.00568409j -0.000356041+0.0097457j 0.0489362+0.0471748j -0.0718735-0.0516916j 0.00859931+0.0753533j 0.0467034+0.00128177j 0.0880409-0.0497576j -0.0649093-0.0293137j 0.00346744+0.102707j 0.0279653+0.012514j 0.0160936+0.0268901j 0.0152644-0.00444587j -0.0281492-0.0271902j -0.0125817-0.00348182j 0.0451727+0.00297067j -0.0319764-0.0239735j 0.0303911-0.0619066j 0.00378091-0.0256688j -0.00153914+0.0444337j -0.06962-0.0134677j -0.0583167-0.000865064j -0.0130226-0.0285912j -0.0325062+0.0317094j -0.00126268+0.0115659j -0.10523-0.0637699j 0.0268731+0.00298893j -0.0349134-0.0116103j -0.0138392-0.0178598j 0.0395293-0.0140839j -0.00176132-0.0338221j 0.0183043-0.00423212j -0.0247891-0.0115279j -0.0131458+0.0465248j -0.0215767+0.0132221j -0.0039063-0.0341105j -0.00727412-0.000532194j 0.0315901-0.0316209j 0.0105819-0.0249845j -0.00867414-0.0135708j 0.0165199-0.0104581j -0.00739715-0.0275096j 0.0477626-0.00463019j 0.042287+0.00667397j -0.00879235-0.0183754j 0.0908183+0.0448735j -0.0348098+0.0157044j 0.0246918-0.117144j -0.00905365-0.00685792j 0.0496563+0.0338707j -0.0337927+0.00105201j 0.00361758-0.05894j -0.0190194-0.0222604j -0.0508579+0.0483378j -0.00235986-0.0466093j -0.0644308+0.0157322j 0.000989492-0.0697922j 0.00312057-5.51869e-05j -0.0171521-0.0190256j -0.0141581-0.0293299j 
-0.0127415-0.0309858j -0.00850278-0.0192106j -0.0244373+0.0459569j 0.0120755+0.0879436j 0.10805+0.0481029j 0.0131257-0.0196676j 0.0318823-0.0180732j -0.0425693-0.0328708j 0.0794381+0.00538734j -0.103363-0.0142104j -0.019601-0.0539709j 0.0943795-0.000929025j -0.131559+0.086965j -0.0218174+0.0052232j 0.136589+0.024258j 0.135114-0.00190179j -0.0586385+0.0120627j 0.019664-0.00851812j 0.0370312-0.0242488j -0.117953-0.276304j 0.0459289-0.0269669j 0.00846071+0.0555441j -0.152351-0.0950463j 0.0563273+0.0922472j -0.000114661+0.00270307j 0.0490692-0.0138928j -0.0248906-0.0196204j -0.0155025+0.00938123j -0.071419-0.0801118j 0.0104854-0.0125571j -0.0682435-0.132256j -0.0360663+0.0224902j 0.0588336+0.0937529j -0.0460382-0.0160885j 0.0375368-0.0192881j -0.0219521-0.154291j -0.022747+0.0272685j 0.00528133+0.0302972j -0.00902139-0.0412927j -0.0383076+0.0359435j -0.00629153-0.0474366j 0.0147259+0.0131482j 0.054174+0.0806755j -0.0446964+0.00236565j 0.0149758-0.138288j 0.0223234-0.056683j 0.00184534+0.0211654j -0.00375835+0.0481757j -0.020675-0.00825817j 0.0149639+0.0585262j 0.0445617+0.0183376j -0.010062-0.0339213j -0.0104471+0.0546216j 0.0466979-0.0122076j 0.00940081-0.042306j -0.0010273-0.0206815j -0.0609724+0.0232034j -0.00248047-0.0175143j -0.0225049+0.0285343j 0.0108785+0.0176047j 0.0560245+0.0262144j -0.015754-0.0102062j 0.0153595-0.0359621j 0.0266451+0.0224427j 0.0546724-0.0725856j -0.0193743-0.00234556j -0.0168733+0.0103537j 0.0169269+0.0135292j 0.0223657-0.00321386j 0.0123324-0.00938297j -0.0337661-0.00095022j 0.0135985+0.0320402j 0.0232851-0.0271986j 0.0370717+0.0576189j 0.00644894-0.0797948j -0.0140154-0.0184702j 0.0257237+0.0564691j -0.0012025+0.0104678j -0.023853+0.0210591j -0.0325514-0.0136284j -0.0271801+0.0138195j -0.097349+0.0180227j 0.0536283+0.0532512j 0.00331799+0.0290684j 0.00781771+0.0457325j 0.0268815-0.0470232j -0.00502991+0.0615441j -0.0111444+0.00365589j 0.040193-0.00127095j 0.00951823+0.0672848j 0.0115828-0.0457144j -0.0113417-0.0397526j 0.007738-0.021239j -0.0157793-0.01023j 0.0108661+0.0208369j 
-0.0176798+0.0232983j 0.0122039+0.0117538j -0.00550375-0.0398549j -0.0197354-0.0197409j -0.0731991+0.00114135j -0.0446693-0.00870914j 0.110558+0.000273656j -0.00772004+0.00466959j 0.0407117+0.0290404j -0.0440118+0.0786638j 0.144136-0.0454162j 0.0809512+0.0285101j -0.0992199+0.102057j -0.00731507+0.0156414j 0.0614628-0.00547159j -0.112536+0.0302314j -0.0900434+0.045229j -0.0607462-0.032805j -0.0502923+0.0508137j 0.312611+0.0284007j 0.091347+0.0101712j -0.0928949-0.000996656j -0.0167933+0.0767057j 0.0258224-0.0361197j 0.112348-0.073233j 0.126204-0.00699576j -0.0606463+0.00263913j -0.0867131+0.0415936j 0.0261422-0.000267289j 0.0321003+0.00925508j 0.0517067+0.060609j -0.273337-0.0200169j 0.0724075-0.0151265j -0.0244296+0.00232394j 0.102336+0.0307126j 0.0499014-0.0134981j -0.0759352+0.035663j 0.0274352+0.0342825j 0.0533565+0.0173354j 0.0379542+0.0237259j -0.026167+0.0218569j -0.0106184-0.000101914j -0.0837014-0.00357245j 0.026352+0.0239586j 0.0531425+0.0154938j 0.0777789-0.0697744j 0.01405+0.0170319j -0.026207-0.0168597j 0.019559-0.0248009j -0.0431146+0.0269859j 0.0132689+0.0197031j -0.022217-0.00873715j -0.025198-0.0628906j 0.0608077-0.0189409j 0.0230484-0.0112698j -0.0310919-0.0319952j 0.0320999+0.0120391j -0.0442077-0.0208599j -0.0593118+0.0379159j -0.0339886+0.0398588j -0.0375418-0.00780217j -0.00285559-0.00180612j 0.0209503+0.00601499j 0.0100095-0.00108092j 0.0605969-0.0255969j 0.0210628-0.0167563j 0.0264148-0.0255045j -0.0392235+0.00284971j -0.00991957+0.0291474j -0.0127641-0.0169257j -0.0240426-0.00178096j 0.00144591+0.0322475j 0.0788759+0.0235042j 0.0343904+0.00228259j -0.00183686-0.00947422j 0.0830102-0.0624363j -0.0282893+0.0286322j 0.0227929-0.0422843j 0.0133739-0.0139419j 0.00751339+0.0634042j 0.00230826-0.0131682j -0.0268153-0.0454156j -0.0122763-0.0459647j 0.0156125+0.0308109j 0.0280757+0.0598276j -0.00587815+0.00114539j -0.0306693-0.026435j 0.0278469-0.0315644j 0.0240033+0.0360012j -0.020827-0.0137548j -0.0176799-0.00105349j 0.0195345-0.0303469j 0.00766071+0.0326133j -0.00621524+0.0082558j 0.00544762-0.0237457j 
0.00189161+0.0318266j 0.0258067+0.00668932j -0.0121455-0.00229685j 0.0215014-0.0345786j -0.00227634+0.0118236j 0.129448-0.0377367j 0.161242-0.0249868j -0.013123+0.125632j 0.00311375-0.0271849j 0.03899+0.112447j -0.11159-0.10311j -0.0322311-0.0203769j -0.0584621+0.222775j -0.0503311+0.0329469j -0.220734-0.0599715j 0.123802+0.0284071j -0.0586271-0.0177783j 0.00978066-0.0401547j -0.113235-0.00134997j -0.0584144+0.0459346j 0.113346+0.00635008j -0.0753987-0.0277808j 0.0411303+0.156753j -0.0764043-0.00443305j 0.0464916-0.0920855j 0.0244195-0.0651641j -0.0207125+0.00633067j 0.0360441-0.0245864j 0.0232235+0.000828839j -0.0519578-0.0183034j 0.171044-0.00924648j 0.479771+0.002473j -0.0449832-0.019541j -0.0164088+0.0558966j -0.0348898-0.0221317j -0.0939757-0.0526823j 0.0776015+0.0416981j 0.0536208-0.00243973j 0.000209297+0.0351452j -0.0403417+0.0422j 0.0224366+0.0621528j -0.00760682+0.0133446j 0.0349453+0.0406906j -0.0221046+0.0256216j -0.0819544-0.0251001j 0.0226359-0.0464857j -0.04644-0.00761216j 0.0338813+0.00548234j 0.0430568+0.0117043j -0.00834061-0.00675716j -0.0468718+0.0298819j -0.0166501-0.0259036j 0.00206772+0.0314675j 0.0346981-0.0400294j -0.081428-0.0125066j -0.0349743+0.0130897j 0.0136567+0.00948475j -0.0173534+0.012475j 0.0273783+0.0234663j 0.0326029+0.0290412j 0.056287-0.0385081j -0.00559603+0.00807024j 0.0320789+0.00715834j 0.00278341-0.00634372j 0.00751092-0.0259247j -0.0290284+0.0227025j -0.0229579-9.95974e-05j 0.0199904-0.00166407j 0.0123723-0.00345665j 0.00368412-0.0588163j 0.00870013+0.0367426j 0.00120558+0.0403648j 0.0264029+0.0012857j 0.022128+0.0306329j -0.0770354+0.0322551j -0.0311785+0.00378374j 0.00147323-0.00337308j 0.0348909-0.0298499j -0.0106767+0.0195037j 0.068788+0.00742453j -0.0666803+0.00911405j -0.00403821-0.00192476j 0.0218871-0.00124295j 0.0383544-0.00642206j 0.0248617+0.0143231j -0.0267121-0.0318916j -0.00122662-0.0124197j 0.00771746-0.0717436j -0.0086395-0.0939293j -0.00668448-0.00300419j 0.00253168-0.00807226j -0.00278425-0.0418531j -0.00926125+0.0197502j 0.00629949+0.0179617j 0.00104502+0.0221667j 
0.00195428-0.0266751j 0.00713767-0.00499306j 0.000834353-0.0110539j -0.0889182+0.0714854j -0.0596734+0.0066846j 0.0337711+0.0122337j 0.0255986+0.0195507j 0.0300063-0.112533j 0.00879809+0.0284015j -0.00396036-0.065386j -0.119594+0.0324963j 0.0230893+0.00500888j 0.0284483-0.0954963j -0.0465727-0.0367599j -0.124216+0.0739464j -0.0239306-0.0382955j 0.0146644+0.035077j 0.013294+0.0332891j -0.078145-0.000751425j 0.193127-0.101437j -0.0833709-0.00110719j 0.0408057+0.0460508j 0.141064-0.106691j 0.00711333-0.00548328j 0.110355+0.114792j 0.0486737+0.0329639j -0.012934-0.0190249j -0.0437353+0.0395751j 0.192266+0.0312704j -0.0530033+0.000680347j 0.0860755-0.0486906j 0.484581-0.011714j 0.0658759+0.0167412j 0.0293586-0.0629298j 0.0374069-0.00106249j 0.00305702+0.0116284j 0.0682196-0.0194163j 0.00575476+0.0345611j 0.0289663-0.0664269j 0.00584907-0.0464487j -0.0264094-0.0855862j 0.024015+0.00307785j 0.0369077+0.0319763j 0.011371-0.00402494j 0.0429558-0.064483j 0.0314022+0.00378452j 0.0430585-0.00650773j 0.000842632+0.0138521j 0.0638693-0.0554946j -0.0178758+0.0552787j 0.0143076-0.00200824j 0.0115393+0.0060387j 0.030067-0.0278575j -0.0107708+0.0286661j -0.0128369-0.0183613j -0.048817-0.00487228j 0.0183431+0.0117671j -0.0437944-0.0406375j -0.029304-0.0232132j -0.0271901-0.00781108j 0.00309317+0.0485875j 0.0312985-0.0145142j 0.0207891-0.020525j 0.0204946+0.0200842j 0.0585157-0.0310532j -0.00155798-0.0171027j -0.00904693+0.00747316j -0.00130326+0.00314921j -0.00684435+0.0235534j -0.0414396-0.0215314j 7.77875e-05-0.0425625j -0.0137853+0.00930517j 0.061513+0.0325342j -0.0161531+0.00342199j 0.0458809-0.0412107j 0.0490056-0.0134031j 0.0154731+0.0482331j -0.0429763+0.0175151j 0.00728772-0.0427177j -0.00587885+0.0149014j 0.0389471+0.0168698j 0.012668-0.0688165j -0.0267181+0.00280601j -0.0307386+0.0152532j -0.0263139+0.0136866j 0.0713352+0.00189232j -0.0655636+0.0595476j 0.0120841-0.050303j 0.0227783+0.105474j -0.00664939+0.0780024j 0.0457631-0.0381892j 0.00510362+0.0742911j 0.00545622-0.0386629j 0.026405-0.00264581j 0.0464668-0.00627046j 
0.0185182-0.0312572j 0.0111323+0.00181215j -0.0558241+0.0493961j -0.0302523-0.0485309j -0.0974369-0.0219184j -0.000795833+0.00325569j 0.0845483+0.00100706j -0.039595+0.00798551j -0.0359555-0.00808059j -0.00569181-0.0478604j -0.00265328+0.0581721j 0.0788784-0.054374j -0.25146-0.123295j -0.0468366-0.020134j 0.104187-0.029628j 0.0796936+0.0144923j 0.163315-0.0899067j 0.00577342+0.0556005j 0.176012-0.0231714j -0.0550825+0.139887j 0.04125-0.0407092j -0.0384791+0.0746435j 0.0426118-0.0955572j 0.0985478+0.0781962j -0.0597839-0.00986415j 0.0721839+0.00984443j -0.0401979-0.0128225j 0.0351388-0.108751j 0.149588-0.0631359j -0.0182354+0.00854037j 0.121631+0.00470061j 0.188786+0.0255846j 0.109726+0.0366533j 0.0260561+0.0272307j 0.148778-0.023634j -0.00205627+0.0100726j 0.0398677+0.0102862j 0.0732349-0.0247234j 0.0364105-0.0320718j -0.0737281+0.0216398j -0.029087-0.0446233j 0.031271-0.0179202j 0.0627021-0.0679955j -0.0556958+0.0244384j 0.114907+0.0202859j 0.0335661+0.0540071j 0.0755364-0.0553463j 0.0057883-0.0212045j 0.0294344+0.0405506j -0.00938581-0.041697j 0.0603198-0.00201218j 0.0067183+0.0163051j -0.0187206-0.00331406j -0.0191276+0.0439328j -0.0529982+0.032868j -0.0448512+0.00366043j 0.0896822+0.0202979j 0.0268538+0.0342653j 0.0128302-0.0535729j 0.0202312+0.0150923j -0.0477337+0.0321709j -0.00276032-0.0190083j 0.0250362+0.00356869j -0.0269415-0.0574709j 0.0185904+0.0376768j 0.0128074+0.0245764j -0.0178069+0.00200892j -0.0271037-0.0553533j 0.0339011+0.00795259j -0.00256452+0.0366405j 0.000560001+0.0419516j 0.0030182-0.0174472j -0.0321881+0.0190632j -0.00461724-0.0370038j 0.0470733+0.0327752j 0.00883883-0.0534485j -0.0385908-0.0069682j -0.0246486-0.0258347j 0.0358859-0.00830524j -0.0687646-0.0127256j -0.0893644-0.00784339j -0.00100084+0.0294907j -0.0495951+0.00275207j 0.0157475-0.00061564j 0.00544772-0.0241378j -0.0466001+0.0207562j 0.0152531-0.0156421j -0.00128026+0.0844751j 0.0135614-0.091331j 0.00686246-0.025792j 0.0152311+0.0355038j 0.00255439+0.00355658j -0.0139339+0.00808716j -0.027064-0.041589j 0.00794436-0.00437457j 
-0.00964053+0.0190898j -0.0161642+0.0118731j -0.0298733-0.0132132j -0.0389021-0.0190104j 0.112275+0.00600619j 0.0913122+0.0105344j -0.0755072-0.00270953j -0.162078-0.0255652j 0.0646321+0.0195937j -0.178739+0.0276563j -0.103773+0.01233j -0.0386594+0.0216757j -0.0177044+0.00230418j -0.0777765+0.00964867j 0.146028-0.00103863j -0.0284581+0.0123724j -0.0030379+0.0465737j 0.150039-0.0199796j 0.0129668+0.0415428j -0.0475658+0.0265957j 0.0044176+0.0164724j 0.19377-0.0306831j -0.0577574+0.029937j -0.12478-0.0380956j 0.221609-0.0299459j -0.00449496+0.020219j 0.0299089-0.00873937j 0.0539475+0.0257913j 0.163611+0.00160804j 0.0102053+0.0143849j -0.0675489+0.0585581j 0.257299-0.0195685j 0.00100642-0.0086515j -0.0165028+0.0374682j 0.113335+0.0691079j 0.0340896-0.0157666j -0.0770374-0.00998035j -0.0381157-0.0213775j -0.0786185+0.0202772j 0.0123097-0.0200497j -0.0229071+0.0511918j -0.0345572+0.020591j 0.0414475-0.0181806j -0.0545107-0.0354598j 0.0349171+0.0446538j 0.0359828-0.00323771j 0.056248+0.0225092j 0.0155883-0.0185033j 0.0368515+0.0286746j 0.0515682-0.0290024j -0.051574+0.0351018j -0.0376467-0.0164394j 0.0365288-0.0106526j -0.048753-0.00934267j -0.0286697+0.000441708j 0.0352154-0.0279261j 0.0828093-0.0845216j 0.0363533+0.037535j -0.0229347+0.00206687j -0.012384+0.0572208j -0.0205027-0.0401521j -0.00248495+0.00934312j -0.0101397+0.05346j 4.46947e-06-0.032795j -0.0391231+0.0175109j -0.000837053-0.0218681j 0.0012901+0.0166656j 0.0315294-0.0134056j -0.00731603-0.0114592j -0.0129899+0.0388263j -0.00191333-0.000900833j -0.0318418-0.0470788j 0.0100432+0.00157693j -0.00643325+0.00350417j -0.00411368-0.00258106j 0.00542232+0.0383837j -0.00098777-0.0352759j 0.0483022+0.0292223j -0.0105729+0.0111755j -0.0272444-0.0260943j 0.0188841-0.036671j -0.0198582+0.00761269j 0.0468801-0.0202481j -0.0256615+0.0271118j -0.00604172+0.0239694j -0.0231394-0.0482001j 0.0419593-0.0094281j -0.0057817+0.0479864j 0.0216746+0.0407805j -0.0147451-0.0644639j -0.0440403+0.00450248j 0.0144984-0.0438972j 0.00223979+0.0350907j -0.0259967+0.01805j -0.0325579-0.0126435j 
