0.00511467+0.000446011j -0.000347958+0.00580535j 0.0016184+0.00654466j -0.0057534-0.00040534j 0.00133419+0.00157596j -0.00338268+0.00328449j -0.00593628-0.00192752j -0.000901328-0.00349512j -0.0022862+5.26843e-05j -0.00035147+0.00239341j 0.00428183-0.00100224j 0.00322883+0.000511774j -0.0012748+0.00328036j 0.000690925-0.00369598j -0.00126685-0.00075989j -0.00227124-0.000197162j -0.000154988+0.00143506j 0.00187932+4.81128e-07j 0.0021091-0.00133761j -0.0018018+0.000289182j 0.00120489-0.00138399j -0.00216033-0.0035875j 0.000409622+0.000866676j 0.00112218+0.000878837j 0.000939913-0.00104857j 0.000929594-0.00269184j 0.000576176+0.00189723j -0.00130185+7.09509e-05j 0.000564029-0.000359292j -0.00188361-0.000168577j -0.00015078+3.30181e-05j -0.000353881-0.000303199j 0.000609687-0.000154804j -0.000159192+0.00100375j 0.00096236-0.00220239j -0.000391534-0.000483042j -0.0011628-0.0024656j 0.00262428+0.00223568j -0.00091518-0.00219561j 0.00118959-0.00201257j -0.00262264+0.00194913j -0.000355739+0.00314585j -0.00106183-0.00272094j -0.00124471+0.00129321j 0.00357702+0.00128028j 0.000109279+0.000127689j 0.00168673+0.00376665j -0.000146385+0.00221115j 0.00356917-0.000324553j -0.000873184+0.00147306j 0.00199293-0.00108902j -0.000219956+0.000134377j -0.000499608-0.00304805j -0.00368452-0.00289941j -0.0158673+0.000828124j 0.00137237+0.0170419j 
-0.000972411-0.000734245j -0.00033061-0.00212103j 0.00222351+0.00159573j 0.00254538+0.000854535j -8.48199e-05+0.000738452j -0.00339922-0.00327519j 0.00259068+0.000757238j 0.00573043+0.00164964j -0.00205456+0.000169082j -0.00384864+0.00157115j -0.00116381+0.00129311j 0.00222611-0.00218437j 0.0064435-5.57715e-05j -0.000508503+0.00494561j 0.00245215+0.00689695j -0.00344279-0.00085591j -0.0033476-0.000166403j 0.00366859-0.00163865j 0.00216653+0.00268491j -0.00342481+0.00078582j -0.00747919-0.000467672j -0.00271125-0.00111483j -0.00182646+0.000242523j 0.00181157+0.00482094j 0.00119326-0.00194633j 0.00128114+0.00114482j -0.00557506-0.00388155j 0.00194307-0.00203676j -0.00169703+0.00176288j -0.000315729+0.000363908j -0.00282238-0.000986709j 0.000255059+0.00553283j -0.00032663-0.00103838j 0.00116435-0.000786567j 0.0013427-0.00101735j -0.00314185-0.00139961j 0.00260255+0.00360383j 0.00150943+0.000988534j -0.00235018+0.00255276j -0.00102592-0.000606958j 0.00112227-0.00043202j -0.000162275+0.002072j 0.00155729+0.00202368j -0.00333191-0.000348167j -0.00351233+0.00104639j 0.00124851+0.00386495j 0.00344497+0.000320807j -0.00180573-0.00176597j 0.00117243-0.00244883j -0.000819035-0.00230613j 0.00166789-0.00105531j 0.00118661+0.00112132j -4.76802e-05-0.000483727j 0.00137149+0.000747534j -0.000157097+0.000563633j 0.000522028-0.000941764j 
-0.000245594-7.8303e-06j 0.00183483+0.00259079j 0.000537373+0.00275931j -0.000285922+0.00453999j 0.00275603+0.00124165j 0.000436137+0.00268959j 0.000635216+9.75096e-05j -0.00143644+0.00422605j 0.00901592-0.00162874j 9.05981e-05+0.00131964j -0.00158057+0.00546266j -0.00253209+0.0049546j -0.00152424+0.000631619j 0.00278293+0.00294428j 0.00169353-0.00243608j -0.00362306-0.00207394j -0.00125992+0.00125158j -0.00370887+0.00288007j 0.00477628-0.00126555j 0.00060311-0.00143594j 0.00332858-0.000439723j 0.00347782-0.0011497j 0.00135729+0.00025755j -0.00205338+0.000936754j -0.00447626+0.00202311j 0.00172785-0.00250342j 0.00886229+0.000717903j -0.00141166+0.00135938j 0.000971554-0.00108829j -0.000480397-0.00124835j -0.00122015-0.00160423j 0.00643077+0.00251141j -0.00334278-0.00130004j 0.00405434+0.000744641j -0.0053266-0.000500894j 0.00111322+0.00209057j 0.00225686+0.00101124j -0.00548027+0.0037691j 0.00317596-0.00304395j 0.00181655+0.000379013j 0.000884806-0.000756668j 0.00234216-0.000544638j 0.00290809-0.0032063j -0.00153356-0.000831583j -0.000404454+0.00424765j 0.00136694+0.000724489j -0.00269254-0.00310294j 0.00237715-0.00161482j -0.00467654-0.00234802j -0.00162692+0.00283873j -0.00025773+0.00107626j -0.00257309+0.00292784j -0.000167774+0.000205644j 0.000645617+0.00370027j 0.00120873+0.00110949j -0.00136336+0.000672956j 
0.0010374+0.00245122j -0.00133223+0.00182614j 0.000596668-0.00202647j -0.000615158-0.000303664j -0.000391927+0.00159497j -0.00421656+0.000250673j 0.00044785+0.00129674j 0.00120946-0.000889707j 0.00351693-0.00119356j 0.00385108+0.000910012j 0.00299514-0.00170132j 0.00390048+0.00186602j 0.0013887-0.000513347j -0.00115951+0.00370563j 0.00058246+0.00114122j 0.00102588+0.00488448j 0.00258891-0.000549597j -0.00510769+0.000485927j 0.000608962+0.000809702j -0.000902269+0.0021618j 0.00260414+5.60835e-05j -8.51497e-05+0.000883755j -0.00236143+0.00149058j 0.00229374+0.00100941j 0.000236219+0.000639453j -0.00371456-0.00014066j -0.000420484-0.00102326j 0.000845426-4.72347e-05j -0.000487789+0.00196864j 0.00148834+0.00150617j -0.00039322+0.00291064j 0.00283927+0.00181888j -0.00047767-0.00255043j -0.00217705-0.00170996j 0.000137642-0.00162282j 0.00389534+0.00234069j -0.00120982-0.000869808j 0.00298158-0.0020156j -0.00219296-0.000114301j -0.000323367+0.000359495j -0.000197234+0.000415689j 0.000427224-0.00130801j -0.0009277-0.00111026j 0.000770514+0.00209816j 0.0019252+0.00192073j 0.00122906-0.000150705j 0.000203254-0.000452389j -0.00119484-0.00260506j -0.000991199-0.00180542j -4.49776e-05-0.000801663j 5.87311e-05-0.00065825j -0.00020415-0.000625671j -0.00104231-0.000658417j -0.00181249+0.000275746j -0.000697371-0.000422998j 0.000357959+0.000602565j 
0.00191449+0.000763274j -0.000337245+2.44335e-05j -0.00252504+0.00119345j -0.000760776-0.0004908j 0.00170856+0.00310885j -0.00573147+0.00104193j 0.0020288-0.00360432j 0.00210315+0.00396253j 0.00249385-0.000486254j 0.00114161-0.00345794j -0.00210881-0.00342862j 0.00458895+0.000173778j 0.00172219+0.00476013j -0.0019915-0.0020198j -0.00128117-8.294e-05j -0.000195715-0.00257309j 0.000497906-0.00436653j -0.00320603-0.00092078j 0.00317857+0.000424001j 0.000140124+6.66802e-05j 0.00110187-0.00343905j 0.000471868+0.00115409j -0.003224-0.00234162j 0.000529649+0.00152166j -0.000449306+0.00249666j -0.00178429-0.000340407j 5.7616e-05-0.00107046j 0.00256396+0.00116282j 0.00183642+0.00033696j 0.00243126-0.00100588j 0.000402454-0.00201283j 0.00149794+0.00140082j -0.00087974+0.000511318j -0.00227163+0.00107512j -0.000766202+0.00185165j 0.00440286-0.000119819j -0.00188371+0.00480638j -0.000622955+0.00310071j -0.000195539-0.00221759j 0.00117096-0.00154727j 0.0011956-0.00206774j -0.00140312+0.000739218j -0.0015724+0.000201323j -0.0001912-0.000604244j 0.00239388-0.00199551j -0.00203438+0.00108264j 0.000892208+0.00291613j -0.000587663-0.00119339j -0.000534377-0.00228044j -0.00295853-0.00117166j -0.00118035+0.00137557j -0.000178563+0.000769504j 0.000778236-0.000176641j 0.000250115+0.000718707j -0.000954475-0.00130314j -0.000368373+0.000235612j 
0.00025302-0.000140261j -0.000199187+0.00229821j -0.00399986-0.00210801j -0.00338567+0.000282312j 0.000306531+0.000172248j -0.00176504+0.00473402j -0.00567166+0.00130245j -0.00465828-0.00275604j 0.00582653-0.00264372j -0.000959489-0.00082826j -0.00530855+0.00395412j -0.00417592-0.000238871j 0.0045703-0.00232322j -0.006197+0.00458059j -0.00475547-0.00200834j -0.00340896+7.46121e-05j 0.000340668+0.002055j -0.00555869+0.00325297j 0.00111041-0.00123921j 0.00107312+0.00195102j 0.00127843-0.00292353j 0.00073711-0.00322113j -0.00563562+0.00216967j -0.0029408-0.00325656j -0.000824727-0.0027781j -0.00394279-0.000727183j 0.00375247+2.65035e-05j 0.00171974+0.000906941j 0.00168225-0.00288139j 0.00052481+0.000935912j -0.00175421-0.00016553j -0.000344543-0.0010231j 0.000973159-0.000355352j 0.00287358+0.00242113j 0.00129614-0.00282376j -0.00109517-0.000858299j 0.00368071-0.000344768j 0.00290129-0.00250847j -0.000722747+0.00136722j -0.00218668-0.00107395j -0.00222474+0.000498666j 0.00224553+0.00114612j 0.00132451+0.00222234j -0.000556003-0.000795721j -0.00215887-0.00074389j 0.000209228-0.000752711j 0.0042165-4.75182e-05j 0.00100392+0.00294068j -0.00104438+0.0019681j 6.62261e-05-7.79889e-05j 0.000397967+0.000686787j -0.000878329-0.00139164j -0.000890972+0.0017207j -0.0019367+5.15264e-05j -0.00164062+0.000860188j 0.000337406+0.000976354j 
-0.000976076-0.00105479j 0.000147143-0.00063794j -0.00214935+0.00297516j -0.00169828-4.30528e-05j 0.000953146+0.00126504j 0.00317846-0.00163512j -0.00530829-0.000813329j -0.00251812+0.00175832j 0.00257778+0.00339792j 0.000436752-5.14327e-05j 0.00290101-0.00180607j 0.00233304+0.00305449j -0.00323805+0.00612257j -0.00224861-0.00347715j -0.00171102+0.000855903j -0.00243671-0.00592531j 0.000286184-0.0014646j 0.000230182-0.00177989j -0.00184386+0.00239607j -0.00256937-0.00395167j 0.00140688-0.000999961j 0.00398882+0.00104587j 0.00288136-0.00162518j -0.00152581+0.00257643j 0.00144395+0.000580868j -0.00333115-0.00180256j 0.00263155+0.00211632j -5.62048e-05+0.000999567j -0.0050013-0.00122511j 0.000880265-0.0015751j 0.0025332-0.00303246j -0.00240665+0.00263099j 0.000899314-0.0012283j 0.000979922+0.00341645j 0.00159786+0.00185139j 0.00219+0.000278668j -0.00312163+0.0054168j -0.00127344+0.00300648j -0.0016771-0.00400803j 0.00276091+0.000650811j 1.07468e-06-0.000772362j -0.00207195-0.00113695j -0.00111566-0.00124996j 0.000957469-0.00279881j 0.000929154-6.75179e-05j -0.00312547+0.000417595j -0.00321748+0.000143843j 0.00328399-0.000672078j 0.00193479-0.000868323j 0.00168991+0.00288524j 0.00309487+0.0040294j -0.000919481-0.00132158j 0.000943574-0.000971402j 7.95014e-05+0.00024271j 6.67128e-05-0.000852097j -0.00115362-0.000391507j 
0.00340903+0.00150013j 0.00192176+0.000630563j 0.00276843+0.00300764j 0.00272052-0.00133624j 0.000692617-0.000413623j 0.00622753-0.000176144j -0.000932832-0.0034235j 0.00640551-0.00312823j -0.00584495+0.00236161j -0.0051824+0.00258577j 0.00548064+0.00141943j 0.00449527+1.08564e-05j -0.0015872+0.00134059j 0.00451132-0.00345389j 0.00153337+0.00340604j 0.00212299-0.000287261j -0.00291512-0.00248013j 0.00435908-0.00322403j -0.00392947+0.00120441j 0.00225276-0.00366662j -0.00262899+0.00557707j 0.001898+0.00701107j 0.00386311+0.000780904j 0.00244353+0.00294976j 0.00456054+0.00363498j 4.42302e-05+0.00153966j -0.00348506+0.00159146j -0.00186678-0.0020138j -0.00301921-0.00136823j -0.00216341-0.00328469j 0.00115937+0.000266424j -0.000944774+0.000863559j 0.00205135+0.00106512j -0.00166256+0.000329603j 0.00234514+0.00291313j -0.00063701+0.000950244j -0.00293712-0.000423485j 0.00293877+0.00358558j -0.003412-0.00449972j -0.000320672+0.00173198j 0.000782341-0.002089j 0.00132189-0.00167579j -0.00176092-0.00176466j 0.000688963-0.00133505j -0.0008268+0.00116323j 0.0014994+0.000789544j -0.0030895-0.0016488j 0.00034822-0.00127494j 7.73901e-05+0.00209154j 0.00127926+0.00391984j 0.000503475+0.0017163j 0.00218043+0.00103706j 0.00271072-0.00227508j 0.000978435-0.00105223j 0.00107403-0.00228979j -0.000445966+0.00278615j 
0.00153665+0.00156645j -0.00315179-0.00226933j 0.00158107+0.00188154j -0.00172638+0.000459133j -0.00101116-0.00283955j 0.00362516+0.00145735j 0.00608668-0.00059065j 0.000681737+0.00585742j -0.00514368-0.000127449j -0.000805844-0.000173348j -0.00368395+0.00533784j -0.00747931+0.00120085j -0.00170205-0.00412446j 0.00085674+0.000389665j -0.00113709+0.00215519j 0.00429571+0.00240535j 0.00132371+0.00107682j 0.000304738-0.00112896j 0.000870506-0.00516057j 0.00378448+0.00132446j 0.000721954+0.00148385j -0.00334601+0.0028909j -0.000974152+0.00304546j -0.00581871-0.000496361j -0.00222974+0.00228601j 0.00315401-0.00352367j -0.000735291-0.00312845j 0.000549426-0.00116399j 0.00231258-0.00341032j 0.000735861+0.000447341j -0.0013322+0.00239283j -0.0042676-0.00309491j 8.49409e-05+0.00112965j -0.000100862-0.00374287j -0.0038894+0.0027481j -0.00321346-0.000674385j -0.000553071-0.00497784j -0.004042-0.00191769j 0.00604717+0.00126562j -0.00239668+0.000596746j 0.000236053+0.00026131j 0.00188235-0.000601425j 0.00137825-0.00145049j 0.000824665+0.00337138j -0.00307868-0.00136082j 5.1238e-05+0.00042923j 0.00362846-0.00340959j 0.00289122+0.00165214j 0.00189219-2.80573e-05j -0.00222274-0.000693965j -0.00486475-0.00283736j 0.00058314+0.000566461j 0.000679783-0.000390698j -0.000455544-4.49726e-05j 0.00132788+0.000710004j 0.00217966-0.00258638j 
-0.00165284+0.000274049j 0.00225074+0.0034463j -0.00385426-0.003749j 0.00181876+0.00198845j -0.00293618+0.0018262j 0.00018468-0.000835394j 0.00119201+0.000692763j -0.00570586+0.00190445j -0.00217074+0.0011675j -0.00279568-0.00356556j -0.000540427+0.00658321j -0.00424571+0.00842018j -0.00507667-0.00146481j 0.00256522+0.00152052j -0.00320943-0.00123493j -0.000207377-0.00224583j 0.00361881+0.000588856j 0.00302367+0.00283162j -0.00544786+0.000278136j 0.00106912-0.000369737j -0.00283797-0.000955862j -0.0044926-0.00103456j -9.24121e-05-0.000233211j -0.00406839-8.4078e-05j -0.00540813+0.000616201j 0.00109113-0.00298957j 0.000469059-0.0017927j 4.30186e-05+0.000488382j 0.000913881-0.00246336j 0.00126799+0.00247948j 0.00278707+0.0010212j -0.00419462+0.0030195j 0.00184968+0.000638182j -0.000213985-0.00103345j -0.00214842+0.00129904j -0.00248715+0.00477246j -0.00337838-0.0034424j -0.00515359+0.00294277j 0.00457801-0.00364585j 0.000448633+0.00208978j 0.00136882+0.000909583j 0.000631072+0.000548263j 0.00194865-0.000376002j 0.000612206-0.00177144j -0.00288318+0.00289415j -0.00136145-0.000988881j -4.22619e-05-0.00277667j 0.00405811+0.00223678j 0.0010073+0.00105407j -0.00186666-0.000977047j -0.00227502+0.0023369j -0.000552472+2.22521e-05j 0.00131999+0.00283393j -0.00098879+0.000122765j 0.00271902+0.00147537j -0.00108724-0.000497967j 
-0.0019071+0.00114637j -0.0012233+0.00062301j -0.00060329+0.00107285j -0.00222295+0.00143361j 0.0018357+0.00192543j -0.00137137+0.000312052j -0.00457894+0.00231428j -0.00547326+0.00230339j 0.0035347-0.00147293j 0.00282792-0.00629833j -0.00135699-0.00533518j 0.00118621+0.000945643j -0.00111852+0.00661998j -0.00494636-0.000940424j -0.00421345-0.000803573j -0.00447585-0.00395867j 0.00278008-0.00372079j -0.00110055+0.00182315j -2.66828e-05+0.0024341j -0.00325391+6.94823e-05j 0.00355692-0.00488355j 0.00120654-0.0032163j 0.000378757-0.00131623j -0.00154353+0.00035046j -0.000752381-0.000389345j -0.00154262+0.00159083j 0.00650324-0.000687325j 0.000492592+0.000790117j -0.000204257+0.00136304j 0.000603632-0.001363j 0.000146195-0.00423136j -0.00195843+0.000863602j 0.000734383-9.34214e-07j 0.00160738+0.0034315j -0.000329443-0.000408497j 0.00387573-0.00271935j -0.00101866+0.00581811j 1.11179e-05-0.000156853j -0.00195119-0.000227222j 0.0022615-0.000890999j 0.000519599-0.000487659j -0.00389086+0.00226006j -0.00196933+0.00155667j 0.00113263-0.00328551j 0.00191751-0.00352803j -0.00443842+0.00130056j -0.00121749+0.00286737j 0.00116439+0.000120678j 0.00126354+0.000636823j 0.0023698-0.000268417j 0.00226782+0.000596293j -0.00114486-0.000188119j -0.00134159+0.000134711j -0.000305841+0.000147914j -0.00256307+0.000389389j -0.000356092+0.00264479j 
-0.000799407-0.0017361j 0.00227538+0.000185501j -0.00302703-0.00122905j 0.000239868-0.000509995j -0.000506534+0.00263596j -0.00436146+0.00069494j -0.00249798-0.00178285j -0.000666295-0.00417103j 0.00515169+0.00165627j 0.00195966+0.00830098j 0.0069596+0.00407177j 0.00306286+0.00294528j -0.000238076-0.00558967j 0.00225262+0.00145341j 0.00177372-0.00141486j -0.000134398+0.00146381j 0.00178504+0.00444375j -0.00365162+0.00093841j -0.000909248+0.00201153j -0.000532573-0.00220324j 0.000481032+0.00522179j 0.00130799-0.000687532j -0.00219792+0.00259093j 0.00302232+0.000316911j -0.000535415-0.000489862j -0.00386649-5.68735e-05j -0.00227672+0.00493214j 0.000669555+0.000477245j -0.0017224+0.000450756j 0.00109893+0.00255146j 0.00139405+0.00189254j 0.00422125+0.00225179j -0.000239182-0.00328428j -0.00161486-0.000986417j 0.00231531-0.00257143j 0.0021289+0.00708199j 3.94299e-05-0.00262531j 0.00348775-8.41198e-05j -0.00193495-0.00147997j -0.000501323+0.000701923j -0.00150832+0.00138523j 0.00141199-0.00417285j 0.00152152-0.00123136j -0.000891003+0.00165858j 0.00155706+0.00732477j 0.00255788-0.00295256j -0.00153488-0.00315197j 0.000231767-0.00166625j -0.00129005-0.000159464j -0.00165158+0.000645391j 0.000712982+0.00248188j -3.58088e-05-0.000941385j 4.57194e-05-0.000155926j -0.000835219+0.0011687j 0.000828461-0.00131008j -0.00156477-0.000550365j 
-0.000881084-0.00214071j 0.00127215-0.000420933j -0.0028179-0.00124055j -0.000203708-0.00269561j -0.00172917+0.000281505j 0.00100105-0.00200719j -0.00163675-0.00325509j -0.00155286-0.00184104j -0.00346722+0.00586878j -0.00682834-0.00135087j -0.00543916+0.00243579j -0.00424984-0.000482366j 0.00170249+0.00284433j -0.00188635-0.0029336j -0.00237377-0.00153858j -0.00200212-0.00537177j -0.00364402+0.000300571j 0.00384725-0.00505609j -0.0012927+0.000951376j 0.00122827-0.00244987j -0.00410843-0.000100359j -0.000875022+0.00219676j 0.000507208-0.00308839j -0.00181825-0.000818254j 0.000128568-0.000533724j 0.00233921-0.00452252j -0.00215157+0.000995088j -0.000742168+0.00169122j 2.1764e-05-0.00402718j -0.00126051+0.000267145j -0.00051838-0.00261092j -0.00522193+0.000565386j 0.00322935+0.00221606j 0.00158014+0.00321j 0.00174495+0.00173655j -0.00569499-0.000877843j 0.000597006+0.00334494j -0.00226559+0.00287652j 0.0028327-0.00158601j 1.58868e-05-0.000550184j 0.00092488-0.00210968j 0.00169793+0.00260606j 0.00233887+0.00235267j -0.000757868-0.00213759j -0.00467486-0.00208022j -0.000640976+0.00116705j 0.00251815+0.000828896j 0.00207543+0.00458935j 0.00188093+0.00117466j -0.00136068-0.000176083j -0.00171309+0.00220608j 0.00123059-0.000323743j 0.00148735+0.000724518j 0.000125801-0.00193282j 0.00171137+0.00130324j 0.000864113-0.00122098j 
0.00043298+0.00232255j -0.00494718-0.00400239j -0.000316309-0.002136j -0.000175925-0.00015038j 0.00413852-0.0015855j 0.00216129+0.00528619j -0.00240529+0.000101855j -0.000871177+0.00354492j 0.00604084+0.00168427j 0.00504216+0.00385386j 0.0047555-0.00335399j 0.00125323-0.000146602j -0.00272581-0.00165925j -0.00248705-0.00159651j 0.00100357+0.000613137j 0.000997263+0.00176757j 0.00218163-0.00031071j -0.00414529+0.000683018j 0.00233065-0.000112687j -0.000578039+0.00212148j 0.00815793+0.000652612j 0.00437055+0.000297242j 0.000684544+0.00219986j -0.00145354-0.00201543j 0.00203503+0.000830067j -0.0014556-9.81602e-05j 0.00277219+0.00142789j 7.49786e-05+0.000509487j -0.000583862-0.000916071j 0.00154935+0.000774722j -0.000973776+0.00012464j 0.00299826-0.00132426j -0.00254181-0.00494691j -0.000635643-0.000498539j -0.000512718-0.000385945j 0.00506844-0.000457797j -0.000496258-0.000744431j 0.00191931-0.00400252j -0.00186751+0.00219952j 0.000352116-0.000628735j -0.00287462+0.00157878j -0.00125028-0.00148772j -0.00135814-0.00270431j 0.00013595+0.000929496j 0.00405576-1.5724e-05j -0.000910622-0.00171665j -0.00279643-0.000996876j -0.000418873-0.00292628j 0.00155145-0.000805928j 0.00137326+0.00310445j 0.0018708+0.000858695j 0.00014894-0.00294796j -0.00413728+0.000334611j 0.000220519+0.00475311j -0.00184128-0.00404122j -0.000482866-0.00204498j 
0.00253548+0.00494013j 0.0010172+0.000241532j -0.00219997-0.00495964j 0.00437054-0.00258878j 0.00287527-0.000750685j 0.00449111+0.00335204j -0.00294986+0.00174632j -0.000950599-0.000867782j -0.0024222+0.0037332j -0.00873563+0.00093816j -0.000321468+0.00195539j 0.00189979+0.000931361j 0.00259027+0.000288598j 0.00146152+8.28117e-05j -0.000284906+0.00234703j -0.00267104+0.00325874j -0.00326908-0.00190025j 0.00271567-0.00322256j -0.00237575+0.00290908j 0.0010119+0.00240523j -0.00329754+0.00454135j -4.01439e-05+0.00337973j 0.00030194-0.000901692j 0.00160256-0.0018879j 0.00106862+0.00133615j 0.000455201+0.000303371j -0.00165948-0.00126834j -0.00111075+0.000635528j -0.000251048-0.00216461j -0.00206608+0.000346626j -0.000834308+8.65125e-06j 0.000388623+0.00196205j 0.00233268-0.00311981j 0.00235587-0.000774455j 0.00150449+0.00208462j -0.0023928+0.00171598j 0.0020016-0.000251018j 0.002997+0.000509275j -0.00313497-0.0007499j -0.000264893-0.000876494j -0.00155007-0.00165997j 0.00383898+0.00137283j 0.000319118-9.94193e-05j -0.0034596-0.00283586j -0.00301068+0.000509882j 0.00137821+0.00160048j 0.000146348-0.000473677j 0.0019361+0.00105343j 0.00188184+0.00251914j 0.00199587+0.00157682j 0.00225162+0.0004087j 0.00157278-0.00142509j 0.000102494+0.00100784j -0.00112228+0.00159476j 0.00188478-0.00186096j 0.00142796+0.00160042j 
0.0056224+0.00103136j 0.000371287+0.00299937j 0.00539637+0.00649624j -0.00682643+0.00262817j 0.000784879+0.00467882j -0.00282957-0.00195941j 0.000147768+0.00325161j -0.00624651-0.00360759j -0.00220378+9.90258e-05j 0.00104647+0.00187938j 0.000572234+0.00101234j -0.00200849-0.000319988j 0.00209281-0.00285853j -0.000582997+0.00282525j -0.000201294+0.00301474j 0.0010571+0.00162855j 0.000422874+0.000514236j -0.00640834-0.00113491j 0.00116856+0.000282156j -0.000992049-0.00317899j 0.00442468+0.00376823j 0.00466018+0.0029112j -0.00219131+0.00316051j -0.000249646+0.00144008j -0.000318898-0.00136841j 0.000797051+0.00645281j 0.00376892+0.00239625j -0.000261097-0.00188349j -0.000426216+0.00330933j -0.00203403-0.0010386j -0.000482419-0.000866203j -0.0013802+0.00247012j 0.00331201-0.00071581j 0.00133759-0.00112584j -0.0004998-0.00397153j 0.00196683+0.00328497j 0.000374335+0.0010105j 0.00262137-0.00360983j -0.00233401+0.00211923j 0.000730673+0.00375035j -0.00141551-0.00361659j -0.00179217-0.00346423j 0.000674122-8.90819e-05j 0.000708794-0.000290195j -0.000633671+0.00206781j 0.000386551+0.000197293j 0.0012092-0.00266819j 0.00328359-0.000431634j 0.00125521+0.00130668j 0.000208107-0.00257319j -0.00182424-0.00126514j 0.000589591+0.00177248j -0.00114583-0.00586002j -0.00425273-0.000572757j -0.00305291-0.0014446j 0.00130535+0.00453406j 
0.000820926-0.000118127j -0.00102587-0.000714201j 0.00509763-0.0019794j 0.0017423-0.00267008j 0.000254152-0.00239256j 0.00489451-0.00272881j -0.000733698+0.00137909j -0.00256792-0.00675094j -0.00893135+0.00526353j 0.000306088+0.000493277j 4.41418e-05-0.00516775j -0.00326752-0.00540685j -0.00324755-0.000990793j 0.00427929-0.00517662j 0.00506073-0.0014819j 0.00222758-0.00135479j -0.00198345+0.00104524j 0.0040854-0.00626796j -0.00255147-0.000278095j -0.00178801-0.000416771j -0.000388821+0.00427585j 0.00146076+0.0029958j 0.00496972-0.00342737j 0.00378758-0.00258773j 0.000604108-0.00314878j 0.00804626+0.00143864j -0.00066073+0.00327207j -0.00355558-0.000777259j 0.00118357+0.00255391j -0.00464993-0.000533012j 0.00229484+0.0011592j -0.00323693-0.00110238j 0.00164122+0.00150723j -0.000344626-0.00065003j -0.000136278-0.00142766j -0.00235527-0.000148735j -0.000519642-0.00174217j -0.00169357-0.0032881j 0.000791186+0.00302437j 0.000631433+0.00230732j 4.85044e-05-0.00115743j -0.00278476-8.5954e-05j -0.00052123-0.000530177j 0.000704648-0.00142357j -0.000560098-0.0025328j -0.000697977-0.0011414j -0.0017865+0.00068388j 0.000260046+0.00342031j 0.00280039+0.00151452j 0.00295749-0.000756416j -0.000146506-0.00262492j 0.00164419-0.00133206j -0.000997529-0.000812936j 0.000972936-0.00254703j -0.000937737+0.000454099j 0.00198852+0.00199864j 
0.00176765+0.00333995j -0.0010401+0.00158224j 0.000551868-0.000608207j -9.60714e-05+0.00149942j 0.00368544-0.000181504j 0.0043478+0.00497229j -0.00523679+0.00247657j -0.0027146+0.00031403j 0.00203358-0.00125846j -0.0010423-0.000476074j 0.000788914+0.000273702j 0.000101515+0.00172698j 0.000773513-0.000796408j -0.0013242+0.00273316j -0.00191711+0.00235555j -0.00318986+0.0029125j -0.00241532-0.00067673j -0.00267411+0.00122109j 0.000353042+0.000146073j -0.00156895+7.7656e-05j 0.000896907-0.00078027j 0.00395307+0.000691969j -1.14141e-05+0.00198127j -0.000464399-0.000164288j 0.00117966+0.000947012j -0.00138572+0.000689218j 0.00439766-0.000357591j -4.15239e-06-0.000699938j -0.0032394-0.00132617j -0.0016884-0.00131302j -0.00134313+0.00182655j 0.000861186+0.000556135j 0.000758012-0.00198598j 0.00338018+0.000756222j -0.00097187-0.000355868j 0.00154594-0.000657487j 0.00179245+0.000924312j 0.0018159-0.00168259j -0.00295157-0.000488058j 0.000321111+0.000454097j -0.00200479-0.00066473j 0.000639482+3.73137e-05j -0.0003097-0.00136028j -0.000443722-0.0019997j -0.000679763-0.00122166j -0.000516389+0.000776117j 7.07592e-05-0.00107983j 0.00135331+0.000624718j 0.000433892+0.0018098j 0.0019486+0.0039961j 0.0035941+0.00195063j 0.000823451-0.00160313j -0.00184589+0.000371155j -0.000980514+0.00217115j -0.00184994-0.0010244j 0.000198377+0.0032155j 
0.00331087+0.000819898j -0.00575409-0.00124694j 0.00426621-0.000645532j -0.00558402+0.000735832j 0.00292139-0.00204041j -0.000118294+0.000491921j 0.00176427-0.00331152j -0.00183864+0.00563887j 0.0039142+0.0116876j -0.00138379+0.00130702j -0.00628122-0.00024302j -0.00537521-0.00053354j -4.20848e-05+0.00209734j -0.0072071-0.00580511j 0.00189097-0.00171353j 0.00146419-0.00172925j -0.00170916+0.000244195j -0.0100656-0.00451099j -0.000520113-0.00138511j 0.001668+0.00126328j 0.00733552+0.00309122j 0.00907191+0.00264906j -0.0041364-0.00289883j -0.0020515-0.00253587j -0.000160673+0.0021449j 0.00399458-0.00563359j 0.0033786+0.00244634j -0.00207184+0.000707872j 0.0041116-0.00102653j -0.00159688+0.00096793j -0.00127453-0.00208219j 0.000657134+0.00189109j 0.00234124-0.00350258j -0.00159917+0.000376367j -0.000746113+0.00215366j 0.00185372-0.000217008j 0.000354677+0.000933577j -0.00101736+0.00141359j 0.00175707-0.0002804j 0.0033676-0.00120229j -0.00579457-0.00223096j -4.29318e-05+0.00237696j -0.00267244-0.0013209j -0.000889215-0.000216112j -0.00340201-0.00253296j -0.000165315+0.00276894j 0.000884215-0.000941444j 0.00351793-0.00290747j 0.00016742-0.00399152j -0.00126669+0.00103801j -0.00287731-0.000358965j -0.000680135-0.002072j -0.00335728-0.0031444j -0.00386268+0.00107498j -0.00219711-0.00295147j 0.000852497-0.00171828j 
