-0.00586012+0.0038608j 0.00334055+0.00652344j 0.00601402+0.00411797j -0.00229499+0.00666134j 0.00455891+0.000159008j 0.00203298+0.0039525j 0.0032376-0.00464629j -0.00536233-0.00316255j 0.000332385+0.000287884j -0.0021912-0.00111819j 0.00205199-0.00294233j -0.00342494+0.00280773j 0.0032506+0.0028204j -0.00132975+0.00143177j 0.00115885-0.000708375j 0.000371495-0.000520767j 0.000680507+0.00131501j -0.000623704+0.00148248j 9.71247e-05+0.000165882j -0.000396435-0.00119879j -0.00129031+0.00164726j -0.000670983-0.00325574j 0.00355399-0.00025656j 0.000226157-0.00254457j 0.000511231-0.00242692j 0.000851712+0.000376767j 0.00250829-0.00129566j -0.00180231-0.00105069j -0.000249574+0.00112355j 0.00169935-0.000249397j 0.00172228-0.000152712j 0.00197365+0.00168182j -1.26822e-07-0.000917789j -0.00118286-0.000130077j -0.00205976-0.000363945j 5.04507e-05-0.000308512j -0.000439387-0.0016509j -0.00144657-0.000792184j -0.000538082+0.00042381j 0.00106369+0.00117875j 0.000191003+0.000193821j 0.000581385+0.00160764j -0.000261605+0.000809681j 0.000670246+0.000669827j -0.00253754-0.00206368j -0.000679421+0.00029277j 0.000185118+0.000107819j 0.000589769+0.00190866j -0.00127536+0.00283487j -0.00130977-0.00249714j -0.00127157+0.00175709j 0.00236023-0.000591902j -0.000281891-0.0012426j -0.0019883-0.000587427j 0.00243773-0.0011545j -0.00126499+4.04834e-05j 0.00269174-0.00253594j -0.000462631-0.003931j -0.0026992-0.00190229j -0.000634913-0.00196452j 0.00138214+0.00188613j -0.000668633+0.00185128j -0.000861816-0.0037078j 0.00322428+0.000461004j -0.000113384+0.00270968j 6.6947e-05-0.00232459j -0.00103742-0.00133023j 0.000611645-0.00295536j 0.00235811-0.000137404j -0.00237136-0.00161432j -0.00133447-0.000303696j -0.00120566+0.00038839j 0.00227278-0.00142229j -0.00416207-0.00122839j 0.000943341+0.00559802j 0.000406098+0.0151565j -0.0138171+0.00108059j 
0.000587368-0.00311285j 0.0027554+0.000959499j -0.00163589+0.00359732j 0.00173034-0.0009031j -0.00463294+0.000981207j 0.00141063-0.0011j -0.00285731-0.00494427j -0.00127919-0.00123032j -0.00279765+0.00058207j 0.00101194-0.00272356j 0.00070166-0.00316841j 0.00339153+5.89468e-05j -0.00326194+0.000330996j 0.00041492+0.000623087j -0.00103567+0.00395144j 0.0037652+0.00147366j 0.00370794-0.000405005j -0.00615205+0.00275174j -0.00207363-0.00696542j 0.00238835-0.00159791j -0.000133011+0.00349092j 0.00139128+0.00194491j 0.00146929+0.00367666j -0.00340555-0.0039681j -0.00606862-0.00187659j 0.000477849+9.31836e-05j -0.00436911+0.00200396j 0.00199512-0.00342536j -0.0011057-0.00182557j 0.00119922-0.00145708j 0.000846255+0.00214019j -0.00397622+0.00319211j -0.00276518-0.00363847j -0.00141305-0.00184597j -0.0010139-0.000863569j 0.00153204-0.0015448j 0.00184383-0.00121347j -0.00468031-0.00551828j 0.00178406+0.00281097j 0.000377821+0.00333352j -0.000757192+0.00244198j 0.000627941+0.00199886j -0.00537099+0.00367755j 0.00289236+0.00502887j -0.00176814+0.00327417j -0.00279624-0.00262774j 0.0027603+0.00134369j -0.00233952-0.00155702j -0.00458981-0.00304315j -0.00711234+0.000114351j 0.00111581+0.00160108j -0.000627333+0.000866482j -0.0026836+0.00106907j -0.00398979+0.00392611j 0.00143669+0.00115829j -0.00117326-0.0042039j 0.000916873+0.00347404j -0.0061307-0.000255542j -0.00541508-0.00598597j -0.00195894-0.00295275j 0.00785608-0.00362707j 0.00177068+0.0039114j 0.00055575+0.00599394j 0.000338716+0.00730001j 0.00481663-0.00206866j -0.00488492-0.000701478j 0.00157726-5.68443e-05j 0.00197353+0.00261189j 0.00115032+0.00362144j 0.000654059-0.00685081j -0.00461161-0.00537318j -0.00421767+0.00805524j 0.000493252+5.02481e-05j -0.00824951-0.00477438j -0.00311116+0.00205994j -0.00214086-2.58977e-05j -0.000498985+0.000548813j 
0.00297087-0.000499732j 0.000105763-0.000136314j -0.00259836-9.13515e-05j 9.54789e-05-0.00108545j 0.000826146-0.00118191j 0.00048953+0.00265949j 0.00651132+0.000341222j -0.000222171-0.00494443j -0.00352636-0.00135016j 0.000373528+0.0028043j 0.00232274-0.000807221j -8.78114e-05+0.000241751j -0.000120333+0.00481766j -0.00260464+0.00162068j 0.00351355-0.00137199j -0.00152064-0.00035784j -0.000961359+0.00217179j 0.00132416+0.0025349j 0.00374035+0.00370133j 0.00235445+0.0025939j -0.00471281+0.00138611j 0.000342701-0.00438173j -0.00156294-0.000251718j 0.00412938+0.000582829j -0.000379532+0.00456747j 0.003515-0.00289362j 7.30356e-05-0.000380386j -0.000387411+0.0028583j 0.00801633+0.000226479j 0.00125052+0.00118078j -0.00149057-0.00264994j 0.00104938+0.000136484j -0.00284395+0.0020547j 0.000531257+0.00461287j 0.00254895-0.00147018j 0.00562391+0.000316019j -0.0014655+0.000227959j 0.00325436-0.00229429j -0.00387729+0.004981j -0.00418408-0.000564916j 0.000342313-0.000464329j 0.00135416-0.00232449j -0.00458596+0.00115292j 0.00183503-0.00336283j -0.000526097-0.0001429j -0.000310712+0.00367704j 0.000365976+0.00221641j -0.000893587+0.000207262j -0.00357156-0.00322683j -0.00093577+0.0017425j 0.000433504-0.00119685j -0.000929724-9.49598e-05j -0.00227909-0.00359466j -0.00112866-0.00389849j -0.000768262+0.00147103j 0.00839497-0.000952724j -0.00195359+0.00137104j -0.00616359-0.00206885j -0.00197376-0.0032923j -0.0028837-0.000883083j 0.00230465+0.0052879j 0.00167666-0.00194531j -0.00134604-0.00260257j 0.00421356+0.00270859j -0.000506775+0.00321878j 0.00180466-0.00202086j 0.00263428-0.00499976j -0.00371759-0.00541722j 0.00530911+0.00403516j 0.0046735-0.00294428j -0.000506067-0.00113809j 0.00113018-0.00549713j 0.00365838+0.00609794j -0.00246355-0.00608153j -0.00147351+0.00139839j 0.0014147+0.00317229j -0.00482554-0.000520657j 
-0.00338382-0.000322036j 0.00040296+0.00160794j -0.0012096-0.00400679j 0.00212579-0.00119435j 0.0010894-0.000434975j 0.000122924-0.000483925j -0.00141004+0.00375565j 0.00290124-0.000237425j -0.00133823-0.0040042j -0.0061021+0.00234481j 0.000361982-0.00405231j 0.000681721-0.00495033j -0.00488243+0.00285436j -0.000276588+0.00421537j 0.00504522+0.00198474j -0.00203159-0.000781925j -7.56024e-07-0.000116909j -0.000824873+0.00824127j -0.0073866+0.00393661j -0.00198181+0.00223999j 0.000618342+0.00191843j 0.00908003-0.000491507j 0.00331298-0.00206999j -0.0031579+0.00314734j -0.00525929+0.00543883j 0.00459944+0.00206918j -0.00120395+0.000792802j -0.00606975+0.00138629j 0.000949054+0.00255873j -0.00125751-0.00067997j 0.00221407-0.00159395j 0.00350999+0.00152458j -0.00318027+0.00470307j -0.00544795+0.00517343j -6.62832e-05+0.000826286j -0.00113361-0.00115002j -0.00370822+0.000647563j -0.00134194+0.00597605j -0.00437853-0.00288498j 9.44121e-05-0.00269337j 0.00363432+0.0035902j 0.00152707-0.00305653j -0.00142479+0.00503299j 0.00778309-0.00136431j 0.00156307+0.0011634j -0.00327183+0.001674j 0.00281507+0.000841384j 0.00022854+0.0018646j 0.00079077-0.00206684j -0.00242331+0.0028273j 0.0039392-0.00248627j 0.0016537+0.00223418j 0.00323138-0.00237638j 0.00424674+0.000590524j -0.0022485-0.00187372j 0.000588018+0.00202854j 0.000531421-0.00144912j -0.00314074+0.00210236j -0.00246608+0.00238134j -0.0046611-0.00191863j -0.00385915-0.00314034j 0.00491919-0.00404405j 0.00544647+0.00111831j 0.00386044+0.00421971j -0.00484336-0.00453886j -0.00220259+0.00317846j 0.00501259+0.000461596j 0.00223915-0.00261052j 0.000763656+0.00516118j 0.00161478-0.000881528j -0.00477452+0.00111963j 0.0071528+0.00302091j -0.0032415+0.00694982j 0.00354486+0.0052659j 0.00387736-0.00308678j -0.000791767+0.00120551j -0.00255354-0.0032441j 
0.0024664+0.00505484j 0.00107294-0.00441276j 0.00278805+0.00166158j 0.000645222+0.000800075j 0.00123178+0.0025021j 0.0009605-0.00205397j 0.00135881-0.000254866j 0.000967113+0.00308859j 0.0016255+0.0043129j -0.000867087-0.00207769j 0.00327672+0.00532962j 0.00138492+0.000287242j -0.00310649-0.00357555j -0.00370612-0.00391639j 0.0033195+0.00148665j 0.00170383-0.0020441j 0.00186357-0.00585493j -0.00418995-0.00125103j -0.00105533-0.00152577j 0.00186909-0.00159383j -0.00732941-0.00018218j -0.000178685+0.00281561j 0.00307708-0.00199381j 0.000468375+0.00292501j -0.00421294-0.000182163j 0.000218045-0.00222285j 0.0043322+0.000819086j -0.00335324-0.00184399j 0.00544007-0.000230658j 0.00136492-7.08379e-05j 0.00475366-0.00214809j 0.00074361+0.00185755j -0.004352-6.55157e-06j -0.00698865-0.00677061j -0.000911491+0.00570912j 0.00609251-0.000798221j -0.00431886-0.00108361j -0.00517228+0.00154418j -0.00149931-0.00497056j 0.00276325-0.00179353j -0.00127168-0.000687454j 0.0080066+0.00158922j 0.000448774-0.00597769j 0.0020937+0.00132607j 0.00327574+0.00249205j 0.000484062+0.00130428j -0.000695486-0.00227498j -0.00307667-0.000454123j -0.00233613+0.00127078j 0.00202819-0.00464763j 0.00239109-0.000401118j -0.00380518+0.000923479j 0.00599824+0.00193433j 0.00815381-0.00246354j 0.00172508-0.000419573j 0.000487383+0.00561686j 0.00637283-0.00213718j 0.00126581-0.00443156j -0.00202457-0.00277801j 0.0010291+0.000747507j -0.00219958+0.00124218j 0.00336039+0.00223921j 0.000496604+0.00227994j -0.000654887+0.00804633j -0.00461585-0.00286328j 0.00125136+0.000967931j -0.00170869-0.000249074j 0.000701535+0.00296352j -0.00185339+0.00218968j -0.00339383+0.00380783j -0.00406888+0.00213061j 0.00417681-6.86527e-06j -0.000710351+0.00182806j -0.000789402-0.00454847j -0.00454687+0.00249212j 0.000163389-0.00154632j 0.00364022-0.00099137j 
-0.00429078-0.00064043j 0.00128614+0.000963609j -0.00117162+0.00198873j -0.00163718-0.00120414j -0.000186953+0.00400853j -0.000892443-0.00126034j 0.00249892+0.000682117j -0.00384275-0.00222188j -0.00407097+0.00262536j 0.001891+0.00150259j -0.00288576+0.000546817j -0.000391021-0.00181998j 0.00565213+0.00297541j 0.000394303+0.00281533j 0.000690121-0.00134176j -0.000455693-0.0040365j 0.00114322+0.00149313j 0.00358058+0.00448549j 0.00495961+0.00175722j 0.00319302-0.000492598j -0.00130751+0.000817161j -0.00475037-0.00161232j 0.00205725-0.00197075j 0.00092598+0.00395497j 0.00381854+0.00513296j 0.000529659-0.00177033j -0.000926316+0.000323854j 0.000341409-0.00183044j 0.00373735+0.000599945j 0.00209768+0.00150334j 0.0028806+0.000876451j -0.0010528-0.000242932j -0.00198679+0.00472916j 0.00747735+0.00272428j -0.00693512-0.00191614j 0.00416572+0.000315535j -0.000236435+0.000787399j -0.00408218-0.00162159j 0.00561577+0.00302746j 0.00233305+0.000804345j -0.00104278-0.00246377j 0.00162954-0.000839808j 0.0041105+0.00242548j -0.00206819-0.00461825j -0.000222941-0.00240327j 0.00106253+0.00622247j 0.0021226-0.000706853j -0.00239544+0.00263355j -0.00422287-0.00445561j 0.00524196+0.00425256j 0.00119803-0.000254487j -0.0030827+0.00134646j -0.00124317-0.00136467j 0.00438674+0.00203343j 0.00215639+0.000381216j -0.00151147-0.00743249j 0.00387859+0.00638002j 0.00251668+0.0025872j -0.00103349+0.00147897j 0.00172103+0.000897318j -0.00293427-0.000780822j 0.00217729-0.00351214j -0.000630318-0.00160533j -0.00183671-0.00394096j 0.00161432-0.00188439j 0.00137228-0.00325812j -0.00354134-0.00389097j -0.00308781-0.00167443j 0.00239137-0.00146214j -0.00327231-0.00519974j -0.00436971+0.00162402j 0.00317981+0.000556491j 0.00012734+0.00279137j -0.00206831+0.000725376j -0.0017589+0.0025445j -0.00236726-0.00338036j 0.00383625-0.00355267j 
-0.00188305-0.00261479j -0.000883301+0.000350082j 0.00234946+0.00128408j 0.00022564-0.00193275j 0.000145836-0.00120175j 0.00277081+0.000782777j -0.00220943-0.00075793j 0.00106642-0.00278834j 0.00370557-0.000865698j -0.000500628-0.00271569j -0.00149722+5.29513e-05j -0.00164168+0.00259314j -0.000469275+0.00441593j -0.00215088-0.00228555j -0.00120847-0.000415282j 0.00749463-0.00181275j -0.00406577-0.00232758j -0.00190225+0.00239887j -0.000772714+0.000147232j -0.00317117-0.00177336j 0.0041814+0.00441602j -0.00367309+0.000140732j 0.0021646+0.000543568j -0.00462484-0.00250256j -0.00162054+0.00276546j -0.00177749-0.000432815j 0.000827487-0.00128248j 0.000580971-0.000869745j -0.00349113-0.00282868j -0.00164035-0.00105858j 1.06718e-06-0.00326679j 0.000881938+0.00323831j -0.00293157-0.00292559j -0.0035575+0.00503076j 0.00353002-0.00220673j -0.00284216-0.00498609j -0.000297229-0.00103387j -0.00023207+0.00171611j 0.00125142+0.00389579j 0.00127747+0.000392117j 0.00469356+0.00284221j 0.00271998-0.00486878j 0.000174487+0.00221983j 0.0027527+0.000915562j -0.00111664-0.00332697j -0.00308489-0.00122263j -0.00328852+0.00201706j -0.000194979+0.00221798j 0.00110078+0.00394746j -0.00137865+0.00407369j 4.15999e-05+0.000345327j 0.000833846+0.00346647j 0.00325712+0.00122187j -0.000563243-0.000627941j 0.000327085-0.00217925j 0.00390036-0.00121643j -0.000693902-0.00424604j -0.00188009+0.00136386j -0.00237153+0.000950462j 0.00209799-0.000482621j 2.81913e-05-0.00341149j -0.00126526+0.000522596j -0.000190431-0.00228317j 0.00532859-0.00102436j 0.00358712+0.00712508j 0.00630319+0.000894624j 0.00118472-0.00055765j 0.00342444-0.00203001j -0.00044015-0.00382156j -0.000676102+0.00489102j 0.00491893+0.00468078j 0.00183966-0.00091823j 0.000472015-0.00309506j -0.00136106+0.00383848j 0.000482179+0.00356469j 0.000493927+0.00148204j 0.00152791+9.79899e-05j 
0.00342219+0.00310114j 0.00152465-0.00309986j -0.00356149-0.000952773j 0.00311121-0.00233438j 0.0016077-0.000442508j -0.00300772-0.000572429j 0.000883583+0.000258098j 0.00489764+0.00193263j 0.00139344+0.000874505j 0.00079318+0.000449836j -0.0032697-0.00178224j -0.00371263-0.00169584j -0.00019313-0.00136519j 0.00366164-0.00171909j -0.0025921+0.00130493j -0.00272781+0.00413557j -0.000680534-0.00548167j 0.00190634+0.00368122j 0.00319718-0.000193105j -0.00203836-0.00424821j -0.00213243+0.00516948j -0.00367321-0.000502446j -0.00608486-0.000993719j 0.00631811-0.00095486j 0.00277688+0.00270843j 0.00230643-0.00162204j -0.00385785+0.00304861j 0.00332431+0.00110428j 0.00329268-0.00147889j 0.00315113-0.00213655j 0.0011391-0.005558j -0.00490995+0.00549825j 0.00685115+0.00117895j 0.0025234+0.00275917j -0.00085807+0.00668238j 0.00526885-0.00407395j 0.00638738+0.00187934j -0.00021064+0.00502505j -0.00170401-0.000596876j -0.000245275-0.00251451j -0.00796149+0.00193737j 0.00365248-0.00280765j -0.00456811+0.00132851j -0.00523512-0.000210175j -0.00223769-0.00186215j 0.00190233-0.000563419j -0.00218499-0.00306346j -0.00123331+0.0026849j -0.00521187+0.00291677j -0.00276883+0.00310655j 0.00287889-0.00126873j -0.00412826+0.0012605j -0.00529739-0.00392662j 0.00022097-0.00464128j 0.00146839-0.00121696j -0.00240327+0.00212305j 0.00720317-0.0026318j -0.00251549-2.87224e-05j 0.00452416+0.00284859j 0.00239109-0.00121451j 0.00201179+0.000331233j -0.000571778-0.00333063j 0.000720885-0.00194396j -0.00498674-0.000195476j -0.00390262+0.00365263j -0.00228377+0.00472231j 0.00299281+0.00422023j 0.00248683-0.000710037j 0.000948078-0.00179747j -0.00495286+0.00358551j -0.00277315+0.00687825j -0.0001267+0.00237628j -0.00199989-0.000582531j 0.000421834+0.00368947j 0.00075695-0.000586168j -0.00183226+0.00182325j -0.00296548+0.00027106j 
0.00222412-0.0011418j -0.00348038-0.00400666j -0.00127336+0.00591303j -0.00312344-0.00304533j 6.37868e-05+0.000189212j 0.000197872-0.00204947j 0.000330891-0.00380928j 0.00221337-0.0029048j 0.00128571+0.0022163j -0.0017711+0.000839098j 0.00149287+0.00108109j 0.00132553-0.0012582j -0.0027869-0.000191495j 0.00020728+0.00228635j 0.000804729+0.00157642j -0.00454308+5.60224e-05j -0.00120439-1.51184e-05j 0.00230576+0.000349525j -0.00194632-0.00556705j -0.00284304-0.00131965j 0.000952255+0.00675589j 0.00404288+0.00111643j -0.000569844+0.00293065j -0.00120953-0.00308252j 0.00184044+0.00152327j -0.00521255-0.00415793j 0.00111829+0.0015818j -0.00278609-0.000428583j 0.00218065-0.010584j -0.000296542-0.00292584j -0.00329376-0.00184005j 0.00178441+0.00479961j 0.00126613+0.00492955j -0.000271302-0.0046762j 0.00317028+0.00291435j -0.00169366-0.00792747j -0.0023718-0.00129054j -0.000864537+0.000797086j -0.00120991+0.00113205j -0.00399615+0.00199942j 0.00159862+0.00278683j -0.00544295-0.00360445j -0.00156394+0.00445442j 0.00227717-0.000871604j 0.000753246+0.00194551j 0.00422938+0.00214059j 0.00173868-0.000559698j 0.00436032+0.00365968j -0.00168472+0.00736652j 0.00606967-0.00176701j -0.000175922-0.00236634j -0.000526369+0.00470562j 0.00226086+0.00354157j 0.00154189-0.00021806j -0.00144959-0.00291477j -0.000860234-0.00650772j -8.04156e-05-0.00387326j 0.000779466+0.00512676j 0.000553406+0.00135004j -0.00199226-0.00131294j -0.0013196-0.00306793j -0.00177346-0.00411853j 0.00270218+0.00148951j -0.0014628+0.00048544j -0.00225633-0.00316905j -0.00252225-0.000398838j 0.000282092-0.00134434j -0.00204396+0.00130189j 0.00166845-0.00600433j 0.00185555+0.00160953j 0.0024962+0.0031635j -0.00155385-0.000748786j 0.00355318-0.0012101j 0.00573489+0.00195343j -0.000609518-0.00112211j -0.0029133-0.00165911j -0.000631433+0.000381952j 
-0.00187034+0.000247742j 0.00017016-0.000454291j -0.00227048-0.000884937j -0.000895176-0.00138939j -2.01131e-05-0.00123789j 0.000816531+0.00240366j 0.00367182+0.000106529j -0.00350258+0.00138163j -0.00374572-0.000535586j -0.000527495-0.00269487j -0.000973272+0.00262786j -0.00105389+0.00329515j 0.00512766-0.00531444j -0.000202363-0.00269954j 0.0024511+0.00431652j -0.000728505-0.000331428j -5.39407e-05+0.00134634j 0.00331836-0.000567811j 0.00222398-0.00292909j -0.00056767+0.00129183j 0.00287078-0.00142176j 0.000524453+0.00928192j 0.00276231+0.00326293j 0.00202752-0.00232989j 0.00472735-0.0014733j 0.00633139-0.000556933j 0.00046735+0.00293566j 0.000161531-0.00463087j 0.0019284+0.000198836j -0.000244867-0.00242691j -0.00363829-0.00179528j 0.00774187+0.00415727j 0.000919316-6.39717e-05j 0.00860208-0.00397848j -0.00236498+0.00159528j 0.00100899-0.00508964j -0.000907552-0.00511836j 0.000326253-0.000134869j 0.00457923-0.00503674j -5.56151e-05-0.00198675j 0.000211342+0.00433812j 0.000401344-0.00261732j 0.00268385+0.0014706j -0.00143514+0.00422312j -0.00537187+0.00485141j 0.00121311+0.00111849j 0.00292169+0.00551228j 0.00028471+0.000741237j 0.000101154+0.00195905j 0.00684458+0.00140468j 0.00243902-0.00121466j 0.00378279+0.00295168j -0.00635471+0.000133764j -0.00201744-0.0006966j 0.00118916-0.000772331j -0.00316051-0.000119265j 0.00565895-0.00202373j -0.00236361+0.00129427j -1.20313e-05-0.00285055j -0.00376854-0.00452043j 9.55118e-05+0.00132261j -0.00225609+0.000857716j -0.00533718+0.00507634j -0.00360551+0.00811645j 0.0061135-0.00378976j 0.000481557-0.00235794j 0.0018749-0.00201568j -0.00551693-0.000939315j -0.00366787+0.00483358j -0.00127203+0.00120361j 0.00112782-0.00167086j 0.00304093-0.000979927j -0.00145198+0.00646328j 0.00010843+0.000156972j 0.00374787-0.000772983j 0.00131017+0.0010845j -0.00257766-0.00293453j 
-0.000532031-0.00258339j 0.000421814-0.000824739j 0.00375514+3.09614e-05j -0.000449742-0.000413753j 0.0013988+0.00177381j -0.00329328+0.00287756j -0.00268707+0.0030088j -0.00321582-0.00304138j -0.00180874+0.000512251j 0.0030343+0.00298465j -0.00526992+0.00084765j -0.00298463-0.00279322j 0.00171288+0.00356336j 0.00319181-0.0020249j 0.00442241+0.00192079j 0.00291555+0.00584113j -0.000690298+0.0014772j 0.00530142+0.00026895j -0.00260392+0.00176716j -0.00100814+0.00373461j 0.00371542-8.72588e-05j -0.00319372-0.00290792j 0.00249324+0.0042066j -0.00256474+0.000368229j 0.000782907+0.00182742j -0.000976215+0.00280375j 0.00200866+0.00412936j -0.00088207+6.51674e-05j -0.000632473-0.000854951j -0.00151099+0.000865605j 0.00109075+0.00145738j 0.00514159+0.00447669j 5.46629e-05-0.00404128j 0.0012826-0.000275198j 0.00203976-0.00173649j 0.000626461+0.00155134j -0.000124508-0.00223519j 0.000381913+3.54645e-05j 0.00256794+0.00388431j 0.00213666+0.0023254j 0.00170445+0.00380386j 0.00142824+0.00515785j 0.00606689+0.00700776j -0.000353111+0.000799649j 0.000155156+0.000138303j 0.000364193-0.00210561j -0.00368726-0.000935088j 0.00210927-0.00129443j 0.00312452-0.000927125j 0.00194673+0.00257999j 0.000635845+0.000387468j -0.00195863+0.00338021j -0.000773735+0.00172334j 0.00380848+0.00205606j -0.00260979+0.00123212j -0.00164547+0.00188852j -0.00153264+0.0039036j 0.00205799+0.00016881j 0.00118588-0.00323546j -0.00273865+0.000279339j -0.00502455-0.00199915j -0.000867715-0.00149077j -0.0025028-0.00422392j -0.00349184+0.00550828j -0.00125752+0.00252186j 0.00317459+0.00573199j 0.00249023-0.00249579j -0.00347087-0.00381974j -0.00378186-0.00193292j -0.000719999-0.00323372j -0.00113521+0.00149037j 0.00880857+0.00508944j -0.00529455+0.00348309j 0.00255817-0.0024128j -0.000773117+0.000866125j 0.00497637+0.0012309j 0.0046467+0.00305158j 
0.00297043+0.00315342j -0.00645732-0.00118452j 0.00187532+0.000602799j -0.00764111+0.00139334j 0.00221169-0.00100629j -0.00755171-0.00239895j -0.000676007+0.000574428j 0.00309406+0.00214346j 0.00362171-0.000194494j -0.00120828+0.00252826j 0.002678+0.00134323j -0.00387142+0.00167707j -0.000581276+3.091e-05j -0.00277633-0.0003043j 0.00465829-0.00240663j -0.00193113+0.00180516j -0.00733697-0.00277833j 0.00400526-0.00219182j -0.00362572+0.00198148j -0.00229105+0.00155113j -0.000823409-0.00128948j 0.00402658-0.0012541j -0.0013498-0.000289511j 0.00632793+0.00124375j 0.00484345-0.00261281j -0.00171048-0.000404427j 0.00391858+0.00143608j -0.00393877-0.00138261j -0.00030461+0.00247358j -0.00189314-0.00214256j -0.00133983+0.00174701j 0.00416134-0.00162022j 0.00161673-0.00686044j 0.00100915+0.000389428j 0.00599537+0.00275472j -0.00237291+0.00334534j 0.00344014-0.00177096j 0.00223969-0.00110411j -0.00281247+0.00182874j -0.00149578-0.000370366j -0.00189702+0.00184267j -0.00242286+0.00330565j -0.000498781-0.00108432j -0.000136557+0.00365292j -0.000609644+0.000434178j 0.000865071+0.00196151j -0.00239226-0.000841504j 0.00121131-0.00233386j 0.00130828-0.00592986j 0.000471576+0.00462038j -0.0019209-0.000720448j 0.00237388+0.00244455j -0.00529546+0.00316494j -0.00401274+0.00414918j -0.000734219+0.001527j 0.000786293-0.000280491j -0.00334448-0.000308802j -5.56781e-05-0.00222364j 0.00285307-0.0030983j -0.00254374+0.000376584j 0.00118239-0.00200882j 0.000801651-0.00116337j 0.00213077+0.00286943j 0.00623918+0.00524797j -0.00400733+0.00274685j -0.00101987+0.000248043j 0.00484483+0.000659565j -0.0029858+0.00288186j -0.000104465+0.00275194j 0.00198932-0.00263085j -0.00200354+0.00619697j -1.31513e-05+0.00120423j -0.00127184+0.00314339j -0.000379182-0.00532293j 0.00379589+0.00162497j 0.000897067-0.00702227j -0.00552288+0.00137145j 
-0.00111772+0.00366723j -0.000564132-0.0035579j 0.00337607-0.00266822j -0.00238205-0.00244007j 0.000216435-0.00129877j 0.000968837-0.00780128j -0.00262093+0.00025193j -0.00431492+0.00246391j 0.00237928-0.00248283j -0.00230525-0.000865345j 0.00289308+0.000304874j -9.36384e-05-0.0020801j 0.00371255+0.00097973j -0.000864237+0.000369206j -0.000563816+0.0020899j -0.00148666-0.00523272j 0.000283985-0.00486254j 0.000126036+0.00210321j -0.00328215+0.000169834j -0.000520105-0.00134908j 0.00433297+0.000141674j 0.000526691+0.00488147j 6.91447e-05-0.00131271j -0.000635821+0.00678016j 0.00315129+0.00575098j -0.00169322+0.00418816j -0.000230744-0.000755248j 0.00149082+0.00124636j -0.00566997-0.000345487j 0.00184445-0.00066296j -0.00276891-0.00411484j 0.00187578+0.00369519j 0.000703991+0.00681236j -0.00031349+0.0073196j -0.0029426+0.000193639j -0.00364145-0.0010155j 0.000611596+0.00537258j 0.000907281+0.00130615j 0.00208327-0.00161681j 0.0021171-0.000344017j -0.000841054-0.00681452j -0.00391015-0.00194006j 0.00114821-0.0030882j -0.00120869-0.00340774j -0.00232507-0.000596054j -0.00220038+0.00103153j 0.000262209+0.00297709j 0.0025986-0.00221444j 0.00332781+0.00183916j -0.00309086-0.00126297j -0.00115417+0.000661509j 0.00328117+0.00204002j 0.00279569-0.0122321j -0.00186694-0.00745752j -0.00135283+0.00204261j -0.00137821-0.00439738j -0.0011817+0.000768517j 0.0011871-0.00159095j 0.000770383+0.00237675j 0.00105639-0.00314141j -0.00108629+0.00265053j 0.00069041+0.00183293j -0.00374431+0.00282574j -0.00209971+0.00144141j 0.00214071-0.000888919j -0.00137656-0.0048151j -0.00194011+0.00409418j -0.0010968-0.000700576j -0.00737432+0.00158492j 0.00318875-0.00105132j 1.53058e-05-0.0047253j -0.00337787-0.00205836j -0.00295891-0.00307696j 0.0021885-0.00574701j 0.00146204+0.00379703j 0.00259202-0.00114802j -0.000731929-0.00580836j 
