0.00889254-1.29899e-15j -0.0207406-2.80625e-16j 0.00606105-6.53064e-17j -0.00787991+6.52148e-17j 0.00814609+1.09141e-18j -0.004158+2.38549e-17j -0.00728726+7.09588e-18j 0.00495662+6.63881e-18j -0.00334534-4.08686e-18j 0.00935719-1.392e-17j 0.00153877+5.79905e-18j 0.000862615-9.04705e-18j -0.0133097+3.92058e-17j -0.00759461+6.54885e-17j -0.00320286-8.46095e-17j -0.0142237+1.6846e-16j -0.00809799-3.59242e-16j 0.000442243-9.89106e-20j 0.00139647+1.55838e-17j -0.0101301-3.61071e-17j 0.00959449+5.13277e-17j 0.00472299+1.23251e-16j 0.0115098+4.00311e-17j -0.000242356+3.09901e-17j 0.0119075-2.87671e-17j 0.00688649-1.15398e-17j -0.000698783+3.86818e-17j -0.00307254-2.20047e-16j 0.0104113-2.87282e-16j -0.000441843+1.3737e-17j 0.0151243+1.97947e-16j 0.00494478+9.75473e-17j -0.00445313+7.06577e-18j -9.69345e-05-1.12844e-18j -0.015572+1.16102e-16j -0.000552176+3.06358e-17j 0.0031823-6.5555e-18j -0.00393424+5.4458e-17j 0.00500442+1.05276e-16j -0.00974953-5.88115e-17j -0.00857088+1.21437e-16j -0.00382526+1.34239e-16j -0.0061001-6.39972e-17j -0.0120108+4.26063e-18j 0.00857787+2.87989e-17j -0.00171737+1.48951e-17j 0.00166513+4.53924e-18j 0.00181556+7.77091e-19j 0.00468523+8.38645e-18j -0.00821691+4.65009e-18j 0.00550766-8.16404e-18j -0.000548805+3.61148e-18j -0.00218924-3.53349e-17j 0.0143055-4.15432e-17j -0.0196089+9.49862e-16j 0.006681-4.37045e-15j 
0.00163078+2.04141e-17j -0.00724341-5.94536e-18j 0.000489406+1.1294e-17j -0.00394846+9.68057e-18j 0.00211315-3.56843e-17j 0.00223937-1.00371e-16j 0.000419376-3.1372e-17j 0.00263558+2.49428e-17j 8.35154e-05-7.17246e-17j 0.00940398-1.12548e-16j -0.00595691+2.20066e-16j -0.000102544-3.31375e-17j -0.00848265+6.09475e-17j 0.00281976-1.91801e-16j 0.00552536-2.35102e-16j -0.002781+6.46969e-17j -0.0023044-1.08887e-16j 0.00468722+2.55534e-17j -0.00632695+2.06105e-16j -0.00700977+7.07108e-17j 0.00199659+8.01534e-17j 0.0035137-1.20993e-17j 0.0124866-1.55519e-16j 0.00585787-9.08665e-17j 0.00311518+2.78562e-17j 0.00304923-4.18946e-17j 0.0111261-2.41865e-16j 0.00244182+1.36447e-17j -0.00092048+2.3364e-18j -0.00647726+1.87639e-16j 0.00344487+1.09785e-16j 0.00465826-4.06696e-17j 0.000256875-6.99171e-17j 0.00701211-2.28654e-16j -0.00245544-5.91877e-17j -0.00360499+7.86202e-17j -0.00198099+9.64463e-17j 0.0108257-1.75583e-16j 0.00240465+1.71125e-16j -0.00575889-1.88058e-17j -0.00295286+5.33896e-17j 0.00166272-5.49908e-17j -0.00988003+1.12394e-16j -0.00423293-7.747e-17j 0.00470894+1.96636e-17j 0.00753279-1.64152e-16j 0.00246142+2.99087e-17j -0.00417511+8.62952e-17j 0.00533194-5.12214e-17j -0.00153691+1.66302e-17j -0.000265403+6.85886e-17j -0.00381233+6.50164e-17j -0.00447442+5.76663e-17j 0.00337023+3.60653e-17j -0.00646278+1.2947e-16j 0.000256457-6.2328e-16j 
0.0024145+3.85617e-16j -0.0162291+7.71112e-17j -0.00157246+5.65112e-17j -0.00616526-1.40447e-17j 0.00111042+1.77775e-17j 8.79376e-05-1.57411e-17j -0.00264175+4.77814e-17j 0.00456071+2.04424e-17j -0.00317132-2.63344e-17j 0.00912665+7.65679e-17j 0.00197762-2.14348e-17j -0.00378084+4.6367e-17j -0.0153121-1.75886e-17j -0.00873536+7.10949e-17j 0.00150031-5.8619e-17j -0.00796203+1.24587e-16j 0.000622595-1.43896e-17j -0.000536498+3.98024e-17j 0.00134061+1.82959e-17j -0.00494667-5.90633e-17j 0.00526401+5.59473e-17j 0.00632748+5.66378e-17j 0.00391738+1.16491e-16j 0.00358966+3.58069e-17j 0.00880921+1.04226e-17j 0.0016575+1.08746e-16j 0.00190073+9.94713e-17j -0.00105732-8.36027e-17j 0.00424633-1.48923e-16j 0.00357051-2.12733e-18j 0.00137293+1.05549e-16j 0.00748208+1.06428e-18j -0.00496032-3.83791e-17j -0.00367772+1.00701e-16j -0.00846877+4.81666e-17j -0.00336452+2.32859e-17j 0.00473872-1.46465e-16j -0.00107332+2.96326e-17j 0.000787966+6.62246e-17j -0.0029711-1.23568e-16j -0.00674244+1.58582e-16j -0.00360668+6.24939e-17j -0.00737086-1.28079e-16j -0.0153969-1.00708e-18j 0.00513146+8.63687e-17j -4.10364e-05+5.07635e-17j 0.00842591-6.0905e-18j -0.00191752-2.12248e-17j 0.00427696+4.0818e-17j -0.00263894+2.95972e-17j 0.00199043+2.6628e-17j 0.000173048-7.23107e-17j -0.00509702-1.39658e-18j 0.00473355+7.54283e-17j -0.0161008+3.31421e-16j 0.000108575-1.39132e-15j 
-0.00258694+1.05131e-15j -0.00585429+2.57684e-16j -0.00515007-9.86186e-17j -0.000872603-7.29509e-18j -5.96411e-05-1.38147e-17j 0.002269+7.21966e-17j -0.00350977-5.16242e-17j 0.00233847+4.97414e-17j 0.00107993+6.29098e-17j -2.03058e-05-3.1564e-17j -0.00115177-9.91822e-17j -0.00255098-1.46924e-17j -0.00159396+1.10304e-16j -0.000415583+1.33714e-16j 0.00119202+1.66862e-17j -0.00298736+4.71939e-17j 0.00356332+2.65768e-16j -0.00124654+6.3455e-19j -0.00131194-6.04026e-17j -0.00135039-3.09414e-17j 0.000335546-3.82792e-17j 0.00529077+1.05313e-16j 0.00108982+9.9055e-17j 0.00135647+4.17321e-17j 0.000803758-5.64939e-17j -0.00683188-1.60278e-16j -0.00020195+9.96706e-17j 0.000366627+1.15306e-17j 0.0030444-1.24435e-16j -0.00136268-1.17234e-16j -0.00139355-2.34138e-17j 0.00367093+2.33249e-17j 0.000811688+7.8669e-17j -0.00423941-1.97969e-17j -0.00118719+7.45305e-17j -0.00371961-1.09659e-16j 0.00349466-6.78285e-17j 0.00191998+1.50874e-16j -0.000396192+2.47585e-17j 0.00274149+6.23161e-17j -0.00511907-1.79383e-17j 0.00160902+1.15718e-16j -0.00178241-3.81127e-17j -0.00179187+1.45593e-16j -0.000706669-4.04585e-17j 0.000826288+8.57216e-17j 0.0025117-1.11878e-17j -0.00117073-4.9924e-17j 0.0026174+8.59876e-17j -0.00328174-6.03335e-17j -0.00158558-7.30448e-17j 0.00290191+3.68828e-17j -0.0030587-4.96112e-17j -0.00242664-8.59432e-17j -0.00623346-1.61157e-16j -0.00326597+6.69849e-16j 
-0.00394653+3.87053e-16j 0.011932+9.94902e-17j -0.00235955-1.15551e-17j -0.000815304-4.04698e-17j -0.00117021-6.37738e-18j 0.00618799-7.17698e-18j -0.000126087-3.12396e-17j 0.0053409+7.13418e-17j 0.0044765+2.13487e-17j 0.000195488+3.65732e-18j -0.0107323-2.6903e-17j 0.00325392-1.48414e-17j 0.0187103+4.61636e-17j 0.0190885-2.26053e-17j 0.0064308-1.46943e-17j 0.00587814-4.16019e-17j 0.00240553+8.41604e-17j 0.00796845+1.93866e-16j -0.00413676-7.09744e-17j -0.00350399-7.60205e-17j -0.00225604+1.2613e-17j -0.000691432-7.43228e-17j 0.0144372+1.9241e-16j 0.0035589+3.63085e-17j -0.00937087-1.36959e-17j -0.00994853-9.86768e-17j 0.011098+1.27434e-16j 0.0141056+3.28454e-16j -0.0112154-8.14081e-17j -0.0134054-2.1989e-16j 0.00498077+2.17022e-16j -0.00263092+1.37164e-17j 0.00791339+1.06869e-16j 0.00522495-2.72834e-17j 0.00924652-6.97146e-17j -0.00577537-6.83396e-17j -0.00463016-1.10287e-17j 0.0229084+2.70639e-16j -0.00187987+2.78734e-16j -0.00200034-7.21069e-17j 0.00173665-1.11277e-16j 0.00802221+3.5032e-17j 0.000638951+5.03029e-17j 0.0236641+7.9257e-17j -0.00307144-7.80769e-20j 0.0102525+8.29079e-17j -0.0044884-1.26279e-17j -0.00475802-3.56792e-17j 0.00924126+8.38696e-17j -0.00219802-3.59966e-17j -0.0034884-1.78493e-17j -0.00382645-7.29432e-18j -0.00521624-1.65227e-17j -0.00537648+1.89767e-17j 0.0122832-5.16955e-16j -0.00344779+2.42266e-15j 
-0.00423336+2.04181e-15j -0.012052+4.44562e-16j -0.00942082+5.05493e-17j -0.00248773-5.04592e-17j -0.00266693+1.4693e-17j 0.00311043-7.02054e-18j -0.00380236-1.91692e-18j 0.00393637+3.38491e-17j -0.000751611+1.61348e-18j 0.00192824+3.47292e-17j 0.00242318-4.23058e-17j -0.00674212+4.97241e-17j -0.00906596+3.69853e-17j -0.00751499+8.24692e-17j 0.0017863-4.68708e-17j -0.00482082+5.51213e-17j 0.0081388+4.02166e-16j -0.00390721-5.06475e-17j 0.00157732+3.99661e-17j 7.52936e-05-2.86765e-17j 0.00119971+1.0823e-17j 0.00885398+5.65917e-17j -0.00407821+7.18106e-17j 0.00283568+8.96023e-19j 0.00407754+1.5802e-17j -0.00912368+5.5641e-17j -0.00234146+7.52217e-17j -0.000816718-8.12087e-17j 0.00424757-1.20115e-16j 0.00467876-3.83881e-18j -0.0071171-2.05602e-17j 0.00776042-4.87106e-17j -0.00250216-2.30965e-17j -0.0106115+5.26021e-17j -0.0030592+2.64905e-17j -0.00560481-3.72371e-17j 0.00794817-2.02011e-16j -0.0019529-4.64286e-17j -0.00226168-2.90149e-17j 0.00580569-2.14387e-17j -0.00787522+1.1323e-16j -0.00106519+3.96873e-17j -0.00333199-6.30051e-17j -0.0114497+7.51694e-17j -0.000577054+2.9257e-17j -0.00141647+2.33909e-17j 0.00937198-2.0905e-17j -0.00216209-1.71401e-17j 0.0030253+5.66453e-17j -0.0024751-1.34178e-17j -0.00167405-7.13061e-19j 0.00497647-2.84629e-17j -0.00562864+1.50497e-17j -0.00439594+5.93749e-17j -0.0130373-2.52614e-16j -0.00588522+1.22728e-15j 
0.000696794-5.55378e-16j 0.00595763-1.27654e-16j 0.00425678+6.91536e-17j 0.011011-5.34217e-17j 0.00169386+2.22163e-17j -0.00639621+2.0344e-17j 0.00411194-1.68998e-17j -0.015084-1.07348e-17j 0.000990901-1.94543e-17j -0.0117627+4.14946e-17j 0.00584146+7.39206e-19j 0.00146848+1.65342e-17j -0.00549752+5.43111e-17j -0.00845716+5.27939e-17j -0.00742231+1.06597e-16j 0.00358356-9.81814e-17j -0.00534502-2.69369e-16j -0.00793432-8.19683e-17j -0.00425077+7.7894e-17j 0.00882578+4.37538e-17j -0.00623885-5.82366e-18j -0.00586985-3.47777e-17j -0.0188926-8.26808e-17j -0.00707018-3.67182e-17j -0.00115131+1.66692e-17j 0.0107488+5.2964e-17j -0.0111403-1.34795e-16j -0.0182322-1.02611e-16j 0.0102194+1.48965e-16j 0.00574405+1.8003e-16j -0.0087727-1.7948e-16j -0.00540896-5.72986e-17j -0.000531469-6.80519e-17j 0.00437703+5.89363e-18j 0.000912549-2.03656e-17j 0.010839+2.65468e-17j -0.00293725+1.72035e-16j -0.0225374-7.07866e-17j 0.00366853-3.18512e-16j 0.00620175+4.58644e-17j 0.00580882-5.22353e-17j -0.00177094-1.25401e-16j 0.00423371+4.07275e-17j -0.00908312+4.8646e-17j -0.0024114-1.22621e-17j -0.00820922-5.1438e-17j -0.00793823-2.20511e-18j 0.00709515+3.16076e-17j -0.0177729-1.53676e-17j 0.00560356-2.37581e-17j -0.000391223+4.12395e-17j 0.0041258-1.94722e-17j 0.0136029-4.31089e-17j -0.000346436+3.01087e-18j 0.00563219+1.84147e-16j 0.00330656-7.93772e-16j 
-0.00604177+1.4797e-15j 0.00540576+2.87425e-16j -0.00554824+1.28464e-16j 0.0102254-3.25152e-17j 0.00383235+5.70649e-17j -5.77814e-05-4.18306e-17j -0.00854373-5.96765e-18j -0.00627573-9.93606e-17j 0.00764877+4.726e-18j -0.0195879+1.04783e-17j -0.00219725-9.93342e-19j 0.0016646+1.77189e-17j 0.0167557-8.40871e-17j 0.00668401-6.30096e-17j -0.00671729+1.02146e-17j -0.000611305-9.64483e-17j 0.00131329+6.02333e-18j -0.00694891-1.2032e-16j -0.00586679-2.4611e-17j 0.00442542+1.69127e-17j -0.00602926-5.39897e-17j 0.00244383-8.38441e-17j -0.00791586-6.09978e-17j -0.00827238-4.31798e-17j -0.00827426+8.74522e-17j -0.0142973+2.21327e-16j -0.0128463+1.47888e-17j -0.00779233-2.97123e-16j 0.0127185-1.74756e-16j -0.00750112+6.41218e-17j -0.000420787-3.80566e-17j -0.00461436-2.78542e-17j 0.0090112+1.2751e-18j -0.00472708+8.60304e-17j 0.00343405-7.07476e-17j 0.0013925+2.76587e-17j 0.0020171-2.38469e-17j -0.00789995-1.2056e-16j 0.00197292-4.36176e-17j 0.0111348+5.40503e-17j -0.00412608-4.03724e-17j 0.00810818-8.27371e-17j 0.00986242+7.45284e-17j 0.0146402-4.41826e-17j -0.00855187-1.76647e-17j -0.00435372-5.41524e-17j -0.0129868-6.20024e-17j 0.00611718+5.32912e-17j -0.00695911-1.01639e-16j -0.00741215-1.39569e-17j -0.00476009+1.06867e-18j 0.0105534+7.77063e-18j 0.0071461+7.01336e-17j -0.00723265+5.92309e-17j 0.00452996-3.99074e-16j -0.00340146+1.80272e-15j 
-0.00527743+1.23089e-15j 0.00150579+3.72806e-16j -0.00724015-2.95527e-16j 0.000339347-4.61128e-17j -0.00347814-2.06074e-16j 0.00330645+1.31078e-16j -0.00250558-6.03339e-17j 0.00314967+1.56916e-16j 0.00129907+1.72782e-17j -0.00390443-1.08438e-16j 0.000449453+6.39029e-17j -0.00291115-1.46144e-16j 0.00661315+1.8129e-16j 0.00150824-3.50678e-17j 0.000789711+5.00019e-17j 0.0011031+3.69275e-17j 0.00750513+7.43872e-16j -0.00178536-1.45229e-16j 0.00280675+2.00554e-16j 0.00262417+1.52543e-16j -0.00137704-7.09788e-17j 0.00328813+1.12436e-16j -0.00374243-2.40893e-16j 6.85595e-05+1.43344e-17j -0.00307338-7.24953e-17j -0.0114834-4.19395e-16j -0.00300956-8.62596e-17j 0.0039416+1.80037e-16j -0.00159783-1.74723e-16j 0.00114511+1.36379e-16j -0.00462802-3.25414e-16j 0.00122509+4.64635e-17j 0.00149766+1.99229e-18j -0.00840574-3.95618e-16j 0.00339608+1.28172e-16j -0.00389298-1.99826e-16j 0.00416821+8.17303e-17j 0.00219642-1.26678e-17j -0.0036038-2.21467e-16j 0.00611666+3.03142e-16j -0.00247961-6.75052e-17j 0.00167244-3.23589e-18j 0.00361886+1.70844e-16j 0.00476837+1.09712e-16j -0.00428338-1.92087e-16j -0.000829599-7.17722e-17j 0.00280381+2.11852e-16j -0.00106461-7.15095e-17j 0.00267955+1.25098e-16j -0.00142224-1.3685e-18j -0.00238612-9.85069e-17j 0.00363372+1.38553e-16j -0.00321181-1.34189e-16j -0.00699731-2.85389e-16j 0.000583167-4.63224e-16j -0.00534309+1.93575e-15j 
0.00109128+2.83514e-16j -0.00967158+6.30842e-17j -0.00310174-5.81764e-17j -0.0125643+6.07072e-17j -0.00717192-1.28414e-17j 0.00404769-1.76325e-17j 0.00444025+2.24935e-17j 0.0121757+1.37998e-17j -0.00726091+8.85761e-18j 0.0189471-3.72234e-17j 0.00290683-6.62405e-18j -0.00610659+2.25653e-17j -0.0141061-3.04246e-17j -0.00730289+1.07022e-17j 0.00841506-8.03564e-17j -0.00124535+9.24196e-17j 0.00728879+3.5761e-16j 0.00527997+2.1315e-17j 0.00955397-3.0628e-17j -0.0038746-1.21143e-17j 0.00671701+1.89859e-17j 0.00368831+7.8297e-17j 0.00647719+1.92689e-17j 0.00986073+7.78023e-18j 0.00792268-3.93202e-17j 0.00152075-7.22582e-17j 0.0107521+2.22903e-17j 0.0127998+1.23238e-16j -0.01341+1.70754e-16j 0.00937062-9.53154e-17j -0.00332722+3.8018e-18j 0.00874124-8.37395e-18j -0.0088778-7.25836e-18j -0.00594993+9.37059e-18j -0.00273973+3.8355e-17j -0.00743478+2.12169e-18j 0.00431792-1.81974e-16j 0.0112984-7.71935e-17j -0.00576589+1.0414e-16j -0.0058606-3.61032e-17j -0.0013447+1.09894e-16j -0.00726567+9.66067e-17j -0.00855756-1.05223e-16j -0.0137837-3.81487e-17j 0.00572966+3.12394e-17j 0.00391324+2.66848e-17j 0.0191156-1.1747e-18j -0.00825519-2.52689e-17j 0.0124289+1.90442e-17j 0.00438463+2.85114e-17j 0.00284956-1.19356e-17j -0.00667921+4.41151e-18j -0.0131318+4.59863e-17j 0.00130416+1.71232e-17j -0.00972876-3.9211e-17j -0.0025376+1.48955e-16j 
0.00239932-9.08471e-16j 0.00380894-2.12774e-16j 0.00410527+3.31805e-17j -0.00142703-1.32111e-17j 0.00269493+8.77932e-17j -0.000271984-6.32949e-18j -0.00148292-1.02079e-16j 0.00228536+7.00346e-17j 0.00101841+3.76469e-17j 0.000497214-2.1717e-17j -0.00358149-6.79802e-17j 0.00402902+5.51478e-17j 0.00884878+1.76019e-16j 0.0076857+1.15786e-16j -0.00019579-3.33666e-17j -0.000115271-7.04206e-17j -0.00389447-2.81342e-16j 0.00390918+1.22158e-16j -0.000218442-4.82106e-17j -0.00347123-1.24077e-16j 0.00154422+6.44689e-17j -0.00245886-2.74781e-17j 0.00887592+2.44536e-16j -0.000865317-1.98673e-17j -0.00209947-2.91064e-17j 0.000224336-8.11957e-17j 0.00277438+4.82405e-17j 0.00502689+1.42318e-16j -0.00262203-5.11387e-17j -0.00608667-2.19327e-16j 0.00916006+3.76011e-16j -0.0031588+9.23849e-18j 0.00271236+1.12273e-16j 0.00404244+2.2476e-17j 0.000249597-5.28896e-17j -6.66235e-05-1.57942e-17j -0.00308024+2.87192e-17j 0.00692888+2.17056e-16j 0.00104341+1.60969e-16j -0.00489988-1.20519e-16j 0.00109585-8.98734e-17j 0.00215507+8.48969e-17j 0.00170514+7.31685e-17j 0.0112696+2.15778e-16j 0.000698509+8.36558e-18j 0.00259907+5.13766e-17j -0.00508924-1.1547e-16j 0.000236815+1.99764e-17j 0.00357158+8.8661e-17j -0.00269787-1.23386e-16j 0.0010366+1.43519e-17j -0.00265683-6.48832e-18j -0.000202982-2.35642e-17j 0.00330005+6.63603e-17j 0.0045024+1.56905e-16j 0.00271574-6.4465e-16j 
0.00134379+1.33157e-16j -0.00749936-1.79994e-17j -0.000424156+5.81933e-17j -0.00177793+3.41245e-17j 0.00485091+1.47519e-16j -0.000720347-3.47884e-17j -0.00849729-1.51655e-16j 0.00353853-4.41608e-18j 0.00145137+6.75162e-17j -0.00250572-1.0995e-16j -0.000883965-7.06651e-17j 0.00105794+8.55607e-17j 0.00476583+1.91635e-16j 0.00160082+1.33631e-16j -0.00349458-1.28036e-16j -0.0075174-5.76506e-17j -0.00166733-1.78433e-16j -0.00120211-3.86795e-17j 0.000637706-5.33845e-17j -0.00425686-1.07009e-16j 0.0034756+4.0528e-17j 0.00402417+3.86918e-17j 0.00553272+1.66919e-16j -0.00295925-8.51761e-17j 0.00168602-8.86653e-18j -0.00641464-1.69189e-17j -0.00479635-1.13153e-17j 0.000175361-1.93323e-16j 0.00756079-1.26709e-16j -0.00416532-1.82843e-16j 0.0095386+3.75114e-16j 0.000693852-6.4289e-18j 0.00202574+1.17864e-16j -0.00441315+4.44736e-17j -0.00572913-3.86458e-17j -0.00195201+1.45562e-17j 0.00337096-6.2244e-17j -0.000664297+1.46436e-17j 0.00180711+1.43769e-16j -0.000848159-5.44924e-17j -0.00679615-3.53487e-17j 0.00195172+1.35479e-16j 0.00228509+9.00803e-17j 0.00479943+2.28837e-16j 0.000215281-1.16331e-17j -0.00174473-1.50876e-17j -0.0034517-2.02811e-16j 0.00238823+8.1506e-17j 0.00341138+9.67516e-18j -0.00856816-1.70189e-16j 0.000854329-2.93494e-18j 0.00367196+5.61066e-17j -0.000880472+5.48834e-17j 0.00343457+8.40494e-17j -0.00734607+2.00471e-16j 0.000992825-9.68855e-16j 
0.00302366-1.09378e-15j 0.00136756-1.86455e-16j 0.00444369-1.55323e-16j 0.00113694+2.11528e-17j 0.0028778-8.84182e-17j -0.00364171+1.27981e-16j -0.00226416+6.67035e-17j -0.00150974+7.28101e-18j -0.000239413+2.57365e-17j -0.00427211+6.75196e-17j 0.00269536-8.28954e-17j 0.00277233-7.88359e-17j 0.00473151-6.68065e-17j -0.000897664+6.18845e-17j -0.0052626+1.83636e-16j -0.00181296+6.19957e-17j -0.00409922-5.1566e-17j -0.00164826-1.74408e-17j 0.00288982-8.13036e-17j 0.000652288+2.09963e-17j 0.00129232-6.90785e-17j -0.00301285+6.23371e-17j -0.00203822-2.17603e-17j -0.00493219+1.16862e-16j 0.000246178-4.75679e-17j 0.0023624-8.37552e-17j -0.00659179+1.52363e-16j -0.00265544-1.51163e-17j 0.00370781-1.77908e-16j 0.0010488-1.33565e-17j 0.00575177-1.62793e-16j -0.00384667+1.22708e-16j 1.91762e-05+2.56732e-17j -0.000741098+1.61921e-17j -0.00264949+1.37539e-16j 0.00369902-8.03762e-17j -0.000306623+5.9475e-17j -0.00710407+1.75266e-16j 0.00131616-1.24683e-16j -0.00119377+8.9964e-17j 0.000904002-2.45877e-17j -0.0010899+4.42526e-17j 0.00529371-6.77016e-17j 0.00350521-3.87446e-17j -0.000201178-5.53048e-17j -0.00453863+9.79916e-17j -0.00506722+1.18773e-16j 0.0041267-9.72226e-17j -0.00280162+3.70345e-17j -0.00187497+5.93365e-17j 0.00216065-7.93611e-17j 0.0011417-1.2511e-17j 0.00412589-1.16652e-16j 0.00388377-1.77554e-16j 0.00158517+3.15134e-16j 0.00379374-1.4969e-15j 
0.00273277-1.75575e-15j 0.0151595-3.88799e-16j 0.00836017+1.50964e-17j 0.00519572-8.53781e-18j 0.000162385+2.427e-17j -0.00393246-6.34556e-19j 0.00635341-5.039e-17j -0.00716792+1.99778e-17j 0.000121473-4.96062e-18j -0.00506005-1.92473e-17j 0.00107409+2.23942e-17j 0.00536349+3.77131e-18j 0.00745182+7.74854e-17j 0.00337059-9.17124e-18j -0.00304955+6.51979e-17j 0.0076542-1.39746e-16j -0.00616525-3.38153e-16j 0.00106671+2.6275e-17j 3.41451e-05+3.05013e-17j 0.00465369+7.49838e-18j -0.0034562+2.17302e-17j -0.0104499-8.45053e-17j -0.00490303-2.24245e-17j -0.00409146-4.62603e-17j -0.00482024-1.08921e-17j 0.0102724-6.47779e-17j -0.00147352-1.30296e-16j -0.00262213+1.46726e-16j -0.00429459+2.20228e-16j 0.000515001+1.19558e-17j 0.000492042+4.24672e-17j -0.00868232-1.81197e-17j 0.00106566+8.46664e-18j 0.00849693-5.68466e-17j 0.00509923-6.90946e-17j 0.0078308+2.78669e-17j -0.00734082+2.03795e-16j -0.0047104+1.99712e-17j 0.00100409-1.08799e-16j -0.00197039-1.3225e-18j 0.01036-1.35497e-16j -0.000684608-8.0621e-17j 0.00553818+1.18677e-16j 0.00756161+6.02637e-17j -0.0012608-3.16465e-17j -0.00178436-4.73208e-17j -0.00820566-2.02519e-17j 0.00323504+3.67285e-17j -0.0076141+5.28168e-19j 0.006107-4.66981e-17j 0.00122178+3.71707e-17j -0.00359804+9.68589e-18j 0.00807326-2.91436e-17j 0.00154133+3.37388e-18j 0.015637+1.31489e-16j 0.00494055-5.838e-16j 
0.009258-2.1685e-15j -0.00772224-4.74683e-16j 0.00642133-1.75786e-17j -0.0175269+3.82956e-17j -0.00210406+1.44099e-17j -0.00350912-1.72578e-17j -0.00637805-3.84476e-18j 0.0202596+1.03436e-16j -0.0104204-3.98812e-17j 0.0111395+2.36894e-17j 0.0123937+2.71616e-17j 0.000210456+7.59537e-17j 0.00888795+5.16441e-17j -0.00766904+1.49859e-17j -0.0054659-3.65521e-17j -0.00895987-7.78247e-18j 0.00183016+1.00013e-16j 0.00339251-1.23161e-16j 0.029423+1.48216e-16j -0.00447572-6.24138e-17j 0.016117+1.25011e-16j -0.00260153-1.47495e-17j 0.00670734+2.43144e-17j -0.00305475-4.77726e-17j 0.00934886+1.15817e-17j -0.00222688+2.47357e-17j -0.00865901+4.90697e-17j 0.0193809+4.086e-17j -0.0107835-2.18756e-16j 0.0152688-8.71097e-17j 0.0192682+4.06566e-16j -0.000707947+9.04171e-17j -0.0105437-1.99407e-17j -0.0194388-2.42479e-17j -0.0114286+4.49629e-17j -0.00322593+4.40954e-17j 0.00880642-1.84443e-16j -0.000143125-1.65846e-16j -0.00746458-7.31937e-17j -0.0112362-1.15722e-16j -0.00195357+1.33539e-16j -0.0122225+7.50467e-17j 0.0110605+1.40022e-16j 0.00470425+7.0743e-17j 0.0046031-2.80301e-17j -0.00957172-9.21626e-17j 0.0114258+1.81272e-17j 0.00107135+1.26406e-17j 0.0163365+7.82725e-17j -0.00477698+2.87408e-18j 0.0110076+5.05048e-17j -0.00418429-4.12379e-17j -0.0102128-1.28492e-17j 0.0119577+7.864e-17j -0.00746994+6.98786e-16j 0.00622362-3.06858e-15j 
-0.00452567+1.77511e-15j -0.0069762+3.78389e-16j -0.00807639+2.86971e-17j -0.000151093-1.94651e-18j -0.00533184+1.82331e-17j 0.0024733+3.65877e-18j 0.00233676+2.51743e-17j -0.000362159-4.38376e-17j -0.00180006+2.46938e-17j 0.00256862+1.71341e-17j 0.00387485-6.98241e-17j -0.00713303+3.56682e-17j -0.0137324-5.41577e-17j -0.0100787+7.20113e-17j 0.003018+1.22415e-17j 0.000197463+3.41305e-17j 0.0080107+3.80213e-16j -0.00405985-5.94186e-17j 0.000603588-6.31126e-17j 0.00367962+7.55055e-18j -0.00156151-4.69861e-17j 0.00538214+6.45069e-17j -0.00979827+2.89776e-18j 0.00388837+1.18561e-17j 0.00333832-2.61822e-18j -0.00268054+5.41036e-17j -0.000504237+4.05148e-17j -0.00356631-8.81284e-17j 0.000869187+1.43752e-16j 0.00826208-2.10427e-18j -0.0140211-2.17802e-16j 0.00670148-6.31979e-17j -0.0041918-2.79478e-17j -0.00678359+1.08253e-16j 0.000250844+2.59109e-17j -0.00272358-1.85931e-17j 0.00525422-1.62176e-16j -0.00472456-9.18768e-17j -0.00271457-8.18802e-17j 0.006615+3.34685e-17j -0.00270386+7.6897e-17j -0.00285732+2.20774e-17j -0.00464193-1.38511e-16j -0.0165162-1.50526e-17j -0.0005735+2.88341e-17j -0.00138073+4.71235e-17j 0.0106543-3.09903e-17j -0.00273614-2.24971e-17j -0.00154848-1.27307e-17j 0.0038437+1.11172e-17j -0.00199726-2.33995e-17j 0.00287002-1.40555e-17j -0.00320893+4.31482e-17j -0.0059876+2.37308e-17j -0.00803546-3.44802e-16j -0.00567616+1.55714e-15j 
