-0.0295462-1.77517e-14j 0.025253-3.94248e-15j 0.0146833+1.48563e-16j -0.0217251-1.50391e-16j 0.0111665-1.33552e-18j -0.00928279+3.99682e-18j -0.00652489+7.16063e-18j -0.00400888-4.24412e-18j -0.010577+4.86903e-17j 0.01585+2.58982e-17j 0.00327232-1.5724e-17j -0.00569929+1.00842e-17j -0.0178729-1.34719e-17j -0.0172016+8.69094e-17j -0.000157672+2.68085e-17j -0.0103744-4.48972e-16j 0.0113155-2.54939e-17j 0.0110481-1.15624e-15j -0.0253471+4.94984e-16j 0.00382908-1.87853e-16j 0.0198163+6.72434e-17j -0.00626078-8.53884e-18j 0.0180783-3.16741e-18j 0.0128064-5.85012e-16j 0.0169276+3.8458e-16j 0.0111139-1.36355e-16j -0.00934188+4.5482e-16j 0.0168684-4.50745e-16j -0.0067521+1.57304e-16j -0.0145251+7.12792e-17j -0.00984352+2.11319e-16j 0.00422774+7.27344e-16j 0.0246687+1.40136e-17j 0.00144156-3.49526e-16j -0.0280168+5.20282e-17j -0.00121421-8.83196e-17j 0.000500098-1.73626e-17j -0.00386812-2.51407e-15j 0.00222989+3.05941e-15j -0.00225588-5.42834e-15j -0.00788039-3.76122e-17j 0.0136597+4.31115e-16j 0.0110866+5.99814e-17j 0.010755-2.06955e-16j 0.0234267-6.33848e-17j -0.00374849-1.05577e-16j 0.00201263-2.26989e-17j 0.0182904-5.43192e-17j 0.0342413+7.21232e-17j -0.00991629-1.08662e-16j -0.0142304-1.00044e-16j 0.00489341+2.27666e-17j -0.0115944-2.57707e-17j 0.000223283-6.60217e-17j 0.0057491+6.8009e-17j -0.00225681-1.15838e-17j -0.00993502+1.81631e-17j 0.00181268-3.87122e-17j -0.00978793-3.26991e-17j 0.00914641+8.94923e-17j 0.0119478+7.7785e-17j 0.00494776+5.58074e-17j 0.00647979-2.15129e-17j -0.00667749+5.32547e-17j -0.00897549+1.25633e-17j 0.0215985-2.43822e-18j 0.00182153-1.7095e-17j -0.00288851+5.48209e-18j 0.00930637-5.49918e-17j 0.0107659-8.90882e-18j -0.0010957-4.21662e-17j 0.0120414-2.13436e-17j -0.00274342+3.9581e-17j -0.00454534-1.72674e-17j 0.0320133-2.45402e-17j -0.0273249-1.33053e-14j 0.0198003+5.98493e-14j 
0.0139008+1.09468e-14j 0.000911637+2.36441e-15j -0.0137563-7.30574e-17j -0.0107177+1.56587e-16j -0.00558123+3.55622e-16j 0.0177543+8.38237e-16j 0.0124743+9.21591e-16j 0.01971+5.54526e-16j 0.014586+9.28573e-16j 0.0106606+2.04828e-16j -0.0050169-5.64445e-16j 0.00649432+1.42176e-16j -0.0178426-1.62256e-15j 0.0130668+1.24063e-15j -0.00387515-3.89944e-16j 0.0234619+2.39217e-15j 0.003819+2.99925e-16j -0.00395742+7.71761e-16j -0.00523046+3.11536e-17j 0.0133074+4.00817e-16j -0.0021576-5.25734e-16j -4.83277e-05-1.65961e-16j 0.00578056+1.26213e-15j -0.0101614-3.26977e-16j 0.000850506+8.39846e-16j 0.0142253+5.15483e-16j 0.00166236-9.64054e-16j -0.00447367-3.19788e-16j 0.0166373+1.12195e-15j -0.00158192-1.66763e-17j 0.0362123+1.99345e-15j 0.00270062+1.87373e-16j -0.010435+2.5818e-16j 0.011105+7.22114e-17j -0.00625233-7.51384e-16j 0.00537458+7.49397e-16j -0.00615793+5.89542e-16j -0.0236534-7.17114e-15j -0.00371501+1.86587e-15j 0.00839225+1.02927e-14j -0.0215446-1.22894e-15j -0.0248743-2.13741e-15j -0.00603385+7.91736e-17j 0.0139398+9.52449e-16j -0.00214297-1.66976e-16j 0.0111543+1.17592e-16j -0.0252502-1.95625e-15j 0.011191+6.6063e-16j -0.019364-5.19581e-16j 0.0262943+1.39102e-15j 0.00182088+5.85774e-16j 0.0195306+1.82078e-15j -0.00331753-2.07705e-16j -0.00614532-2.40736e-16j -0.0153072-6.61947e-16j -0.0101797-9.35097e-16j -0.0178587-8.63552e-16j -0.0103929-1.51367e-15j 0.0161451+1.03633e-17j -0.0111546-8.42886e-16j 0.00356288+2.44772e-16j -0.00165057-3.87169e-16j 0.00536198+5.44461e-16j -0.0200204-6.66065e-16j 0.00782242+6.10285e-16j -0.0124266-5.09969e-16j 0.00747224+2.86604e-16j 0.0156227+5.41302e-17j -0.022894-1.20713e-15j 0.0031771-3.13035e-16j -0.0087671-4.71378e-16j -0.00993642-6.50374e-16j -0.0120444-5.7996e-16j -0.0234322-3.14526e-16j -0.00663195-1.55636e-16j 0.00225406+9.68704e-15j -0.0180762-4.35257e-14j 
0.0270723+2.00822e-14j 0.00452906+4.86313e-15j -0.0490447+7.21237e-16j -0.0258462+4.37075e-16j -0.0204066+3.44155e-16j 0.00940286-4.76809e-16j -0.0350401+1.92527e-16j 0.0315334-7.96632e-16j -0.0061867-2.85558e-16j -0.00311557-2.5231e-17j 0.0077409+1.69773e-16j 0.00795281-4.35103e-17j 0.0490067-3.82262e-16j -0.0150918-3.27524e-16j 0.00755141+6.88652e-17j -0.00114009-5.04819e-16j -0.00345597+1.27762e-16j -0.0197579+2.47137e-15j 0.00481747-8.44221e-17j -0.00523473-8.0098e-17j 0.00477756+2.25061e-16j 0.0115598-1.70043e-16j -0.0485597+5.11555e-16j 0.00212181+3.45345e-16j -0.0437562-4.19883e-16j 0.0189553-3.71759e-16j 0.0562398-1.7346e-15j 0.00165844+1.07308e-15j 0.0148279-6.49669e-16j -0.0184969+2.46378e-16j -0.048058+8.85389e-16j 0.0391481+1.14319e-14j -0.0596314+2.83045e-16j -0.039455+3.6161e-15j 0.0392048-9.52837e-16j -0.0168808+1.98079e-16j -0.0341481-1.06548e-16j -0.00675952-5.02289e-15j -0.0162306+1.69707e-14j -0.038251-4.96613e-14j 0.014349+7.99172e-17j -0.00314511+3.49841e-16j -0.0457748+3.06456e-16j -0.0189147+3.07244e-16j -0.0230524+6.03662e-16j 0.0429973+1.96284e-16j 0.0218895+1.07716e-15j -0.00921135-1.09124e-16j -0.0239198+6.27209e-16j 0.0174745-4.83159e-16j -0.00528278+2.59605e-16j 0.0218102+7.30898e-16j 0.023843-2.89639e-16j 0.0277524-2.54568e-15j 0.0083711+1.78433e-16j 0.0241149+3.00451e-17j 0.00989641-1.62936e-16j 0.0386358+1.76135e-16j 0.0589672-2.69651e-16j -0.00668127+5.69958e-16j 0.000719331+2.47745e-17j 0.0100831+3.63435e-16j -0.0206924+2.22324e-16j 0.0113535+3.92931e-17j -0.0115815-2.44223e-16j -0.0227762+7.20688e-16j -0.00227242-8.07987e-17j 0.0272-4.63252e-16j 0.00837396+3.78551e-16j 0.0252258-3.67126e-16j -0.0149003+4.19001e-16j 0.00234775+3.62601e-16j 0.01848+7.7897e-17j -0.044823+9.18781e-16j -0.0231372+6.1678e-16j -0.00438165+1.64322e-14j -0.0335528-7.45861e-14j 
0.00410122-1.78477e-15j -0.0290171-3.89186e-16j 0.0160327-8.37976e-18j 0.0281078+2.01363e-17j 0.00506313-2.17357e-17j -0.000850477-4.45028e-17j 0.00412476-4.85831e-18j -0.016379+3.87444e-18j -0.0071053-1.12348e-17j -0.00579203-7.92061e-18j -0.0210706+7.30536e-17j -0.0129033-1.98053e-17j 0.017912-6.60293e-17j 0.0196307-4.75764e-17j -0.00124553+9.22795e-17j -0.0241019-1.32068e-15j -0.0242689+1.33965e-16j -0.00382738+3.88338e-16j 0.0239317-4.91787e-16j -0.026758-1.93151e-17j -0.00431891+1.2518e-16j 0.00744202+9.15026e-18j -0.00187014+1.35377e-17j -0.0186907+6.7913e-16j 0.00694771+2.25005e-16j -0.00748209-8.63276e-18j 0.000113436-9.54298e-17j -0.00748178+1.68443e-16j -0.0124686-1.63383e-16j 0.00700767-1.255e-16j -0.00653301+8.08791e-17j -0.013535-3.9474e-15j 0.0138101+3.33721e-16j 0.017994-1.50349e-15j 0.00680549+1.1033e-17j -0.0101509-2.20322e-16j -0.00834909-5.60557e-17j 0.00457281+1.45952e-16j 0.00999961-1.73352e-15j 0.00662078+5.72864e-15j 0.0346406+3.89657e-16j 0.00190746+1.96693e-16j 0.0138054+9.59706e-17j 0.00438152-1.65221e-16j -0.000444922+1.89587e-17j -0.0104966-8.14168e-17j 0.0215114+3.38558e-16j -0.0289926+3.30627e-16j -0.00854462-4.43418e-17j -0.00649108+3.20125e-18j 0.0241414+2.56029e-17j -0.023742-1.02347e-15j -0.00181043+4.00495e-17j -0.00587017+4.4883e-16j -0.00876279+4.8935e-17j 0.00105932+5.38276e-18j 0.0370798+2.91214e-17j 4.8874e-05-6.5723e-17j -0.0123364-2.7375e-16j -0.0108936-3.41736e-16j -8.9411e-05+7.47209e-18j 0.0234738+7.73918e-16j -0.00346859-8.98613e-17j 0.0198483-1.71213e-16j 0.00532457-8.27188e-17j -0.00444696-4.6497e-18j 0.00904638-7.08254e-17j -0.0270355+3.89173e-17j 0.0105925-3.03027e-17j -0.00719356+3.82667e-17j 0.00802807+6.08038e-17j -0.00628016+2.4707e-17j -0.00224447-2.53124e-17j 0.0279061+3.94486e-18j -0.0114961+1.6456e-17j 0.030523-1.41093e-15j 0.00951673+6.36563e-15j 
-0.00287411+9.29516e-15j 0.0686099+2.03148e-15j -0.026612-1.61466e-16j -0.0073288+1.42026e-16j 0.0106351-3.87489e-17j -0.00414733+1.45689e-16j -0.00936188+1.98357e-16j -0.0116733+3.35522e-17j -0.00160661+9.56596e-17j -0.00240838+7.17598e-17j 0.0118916-1.07337e-16j 0.0324897+1.40955e-16j -0.0191615-1.02206e-16j -0.0409045+2.93584e-16j 0.0135468+7.2571e-17j -0.0253554-1.17744e-15j 0.0242987-1.47498e-16j -0.00895572+8.38747e-16j 0.00490052+9.93005e-17j 0.00359938-7.29661e-17j 0.0358947+2.58515e-16j -0.00658404+7.7119e-17j 0.0254709+1.01107e-16j 0.027785-1.35906e-15j -0.0060809-7.07499e-17j -0.00782118+2.25001e-16j 0.0109623-5.88352e-16j -0.0116998+5.19529e-16j 0.0349495+3.27825e-17j -0.0346585-4.08871e-17j -0.0331813+1.28301e-15j -0.0114794-2.88769e-15j -0.00842728+3.42729e-16j -0.0203391+1.97343e-15j 0.00181387-5.97596e-17j 0.0282471+6.57221e-16j -0.0023982-4.53627e-16j 0.0316292+9.52959e-15j 0.000768665-4.47345e-15j -0.00827486-5.97148e-15j 0.0126524+8.72361e-17j 0.0366617+8.15512e-16j -0.0261764+8.98963e-17j -0.00413801+2.99265e-17j -0.0179461-1.93274e-16j -0.0120196-5.23301e-16j -0.00228958-2.65896e-16j 0.0259802-1.44515e-16j 0.0297182+9.5061e-17j -0.0103375-1.26813e-17j 0.00126618+1.7927e-17j -0.00627361-3.92919e-16j 0.0173757-1.06716e-16j 0.0346791-3.27294e-15j 0.0472017-2.18146e-16j 0.0189975-7.93719e-17j -0.0303798-1.85011e-16j 0.0194971+3.69211e-17j 0.0120158+3.269e-16j 0.00431179+7.63551e-17j 0.0235418+1.88401e-16j -0.0211976-6.40264e-16j 0.00307031+1.61034e-16j -0.0263832+1.50065e-16j -0.042049+5.8303e-17j 0.0255339-2.47779e-17j 0.00404303+9.00998e-17j 0.00810657+6.31521e-17j 0.00832062-2.13167e-16j -0.0114215-8.00419e-17j 0.000335795+1.70091e-17j -0.000989919-2.85248e-17j 0.0246718-3.80859e-17j -0.0109883-6.03667e-17j 0.00708577-1.13159e-16j -0.0692288+7.24933e-16j -0.0167384-3.26375e-15j 
-0.00735147-1.24068e-14j -0.039491-2.77662e-15j 0.0220976+5.32499e-16j -0.00810082-3.93154e-16j -0.0222059-2.61103e-16j 0.00246992-2.75352e-16j 0.0279508+2.26257e-16j 0.00438972-1.66306e-16j -0.00664176-3.11243e-16j 0.0244679+3.86664e-16j -0.00162581+2.29389e-16j -0.0163271-2.07182e-16j -0.0100597-2.61821e-16j 0.00730596-4.55101e-16j -0.00453636-1.92407e-17j 0.025543+1.45916e-15j -0.00912466+2.38192e-16j 0.0080361-5.21757e-16j -0.0124902-7.86467e-17j 0.00728439+1.26509e-17j -0.000169561+2.52231e-16j 0.00848141+5.24377e-17j -0.0102209-2.08095e-17j -0.0233451+9.47979e-16j 0.00691241+2.42609e-16j 0.0138551-1.0134e-17j -0.0197909+2.83077e-16j 0.0178913-3.41821e-16j -0.028669-2.52079e-16j 0.0188278+7.65196e-17j 0.031707-9.38024e-16j -0.00307145-1.34246e-15j 0.010953+2.52563e-16j 0.0208971-2.0195e-15j -0.012912-1.42487e-16j -0.0201445-5.58193e-16j -0.0174841-2.40233e-16j -0.0324908+1.17582e-16j -0.0138155-1.65668e-14j 0.0402934+6.13854e-14j -0.0325027-6.62938e-16j -0.0241577-5.45406e-16j 0.0182119+3.88026e-17j 0.00120093-3.08297e-16j 0.0199405+3.48916e-16j -0.00433005-2.08612e-16j 0.00801701+5.55848e-16j -0.010664+1.12625e-16j -0.015714+2.28069e-16j 0.0110339+1.2398e-17j 0.00439868+7.90191e-17j 0.0119729+8.55442e-16j -0.0178592-9.05927e-17j -0.0313456+2.5043e-15j -0.0303853+2.2154e-16j -0.0207063-1.99153e-16j -0.00302345-1.65641e-16j -0.00677498-6.68386e-18j -0.00874982-3.75946e-16j 6.28762e-05+9.81316e-17j -0.00881273-7.90292e-17j 0.024239+9.69628e-16j 0.00549529-3.06702e-17j -0.00215919+1.35243e-17j 0.0105973-2.641e-16j -0.00520748+2.62589e-16j 0.00365539-9.40353e-17j 0.0125053+2.08683e-16j -0.0111211+1.76356e-16j 0.00705866+1.08499e-16j 0.0210244+4.80762e-16j 0.00437971+9.35674e-17j -0.036315-4.37129e-16j -0.00152277+6.98204e-17j 0.00341964+3.40354e-16j 0.0395294-2.65712e-15j 0.0140691+1.26313e-14j 
-0.00129657-3.96329e-15j -0.018335-8.06076e-16j 0.0135951+7.63999e-17j 0.00815443+6.59959e-17j 0.00391317+2.59558e-16j 0.00202635+7.00917e-17j 0.00658174-3.95346e-17j -0.0013293+5.39852e-17j 0.00333731+2.05617e-16j 0.000326071-1.33368e-16j -0.00887411-1.03931e-16j -0.00990972-4.41519e-17j -0.00148665-2.00886e-16j 0.0177207+2.32984e-16j -0.00584565-1.14055e-16j 0.00296535+1.88525e-16j -0.00856528+7.98074e-17j 0.00311463-2.61276e-16j 0.00037522-8.28064e-17j -0.00199791+8.12152e-17j -0.011008-2.72948e-16j -0.000771826-1.4184e-16j 0.00324046+2.77197e-16j -0.00833206+3.73043e-16j 0.00996225+4.19098e-16j -0.000643212-9.07477e-17j -0.0083621+1.08139e-16j -0.000682694-3.14387e-16j -0.00858301+1.93992e-16j 0.0107724-2.47529e-18j 0.0172256-1.13782e-16j -0.00290918-1.12554e-15j 0.0121889+1.67143e-16j 0.0148939-1.14408e-15j -0.00682702-6.29071e-17j -0.0033561+2.87707e-17j 0.00571709+5.18576e-16j -0.00603549-2.57986e-15j 0.00421944+1.13969e-15j 0.00410316+2.43989e-15j 1.1259e-05+1.90247e-17j -0.0100464-3.38748e-16j 0.0150604+1.6583e-16j 0.00870096+1.5281e-16j 0.00829276+1.42244e-17j -0.00159031+5.76885e-17j -0.00575423-5.23551e-16j -0.00685287+2.32791e-16j -0.00592539+7.88678e-19j 0.00160395+6.0975e-17j 0.00216602-9.30147e-17j -0.00380614-1.88407e-16j -0.0089632-1.73897e-17j -0.0111215+9.96614e-16j -0.0159136-4.42268e-17j -0.00796243-9.32563e-17j 0.0104445+4.22134e-17j -0.0115601-3.79399e-16j -0.0109617-3.14211e-16j -0.0028787-1.82744e-16j -0.00448001-2.07667e-17j 0.00528771-5.81058e-17j 0.00230084+3.05813e-17j 0.00480913-1.14455e-16j 0.0154666+2.25104e-16j -0.00455611-6.99762e-17j 0.0023393-1.1994e-17j -0.0104143-1.91144e-16j -0.00387114-1.1526e-16j -0.00117399-5.22089e-17j -0.00159486-2.53476e-16j -0.00291392-1.18527e-16j -0.00821425+4.85099e-17j 0.010117+6.15234e-17j 0.000562812+4.92839e-17j 0.0192407-1.96195e-15j 0.00798479+8.57347e-15j 
0.00779286+4.29039e-15j -0.0107813+1.02514e-15j -0.00239159-2.09326e-16j -0.000535483+2.15664e-16j -0.00383239+4.2071e-16j 0.00735756+1.87881e-16j 0.00599455-2.51158e-16j 0.00894233+2.33815e-16j 0.00676434+4.47716e-16j 0.00158949-4.57552e-16j -0.00312358-1.16362e-16j -0.00159024+4.31972e-17j -0.00294705-6.60513e-17j 0.0122076+5.18039e-16j -0.00318067-1.97151e-16j 0.0137447+9.0121e-16j -0.0018932+1.1246e-16j -6.40886e-05+7.17086e-17j -0.000456053+5.60038e-17j 0.00370637+1.22914e-16j -0.00845413-6.49959e-16j 0.00123882-2.17949e-16j -0.00240596+2.50428e-16j -0.00848061+4.76236e-16j 6.82043e-05+9.51493e-17j 0.00477061-1.08474e-16j -0.00146132+4.69152e-17j -0.00124303-3.71616e-16j 0.0023192+5.23059e-16j 0.00549921+4.28896e-17j 0.019122+5.0519e-17j 0.00178588+5.8204e-16j -0.00433187-1.78348e-16j 0.00581946-5.18743e-16j -0.000271318+5.10828e-17j -0.0014847+3.08547e-16j 5.3755e-06+7.72531e-16j -0.0130396-3.78464e-15j -0.000302812+1.85683e-15j 0.00416784+3.05908e-15j -0.00924504-3.30364e-17j -0.0151628-7.22618e-16j 0.000138796-1.04861e-16j 0.00411079+2.43243e-16j -0.00110369-2.22354e-16j 0.00534397+3.69554e-16j -0.00929707-8.23091e-16j 4.07121e-05+2.18057e-16j -0.0130609-1.51717e-16j 0.0114308+2.81776e-16j 0.00151581-7.6529e-17j 0.00784817+5.4987e-16j -0.00189166+1.23569e-16j -0.00777127+7.89296e-16j -0.0114371-3.78587e-17j -0.00636208-4.61423e-17j -0.00200718+2.61952e-17j -0.00817092-5.22016e-16j 0.00408631-2.49144e-18j -0.00534138-2.08656e-16j -0.00333184-1.11105e-16j 0.000426766-5.10003e-16j 0.00109534-3.30188e-18j -0.00229614+6.52918e-17j 0.00927181+4.5636e-16j -0.00993151-2.97981e-16j 0.000772227-1.22006e-16j 0.00457465-2.42556e-16j -0.0103646-2.05823e-16j 0.00138961-1.01859e-16j -0.00346806-5.97069e-16j -0.00420679-2.23485e-16j -0.00652148+3.25738e-16j -0.00586199+1.73799e-17j -0.00605779-1.33208e-16j 0.0120602+4.25318e-15j -0.00577646-1.98182e-14j 
-0.0190052-2.10414e-14j -0.0422716-4.60131e-15j 0.0406913+1.44249e-16j 0.00565919-5.27185e-17j -0.00334441+1.35888e-16j -0.00422364-8.3017e-17j 0.0201569-1.43833e-16j -0.0106314-1.80073e-17j -0.00957509+1.45335e-16j 0.0190326-2.0187e-16j -0.013642+8.53415e-17j -0.0262548-3.07662e-18j -0.00199365-1.78643e-17j 0.0160428+2.56939e-17j -0.0092596-3.36906e-17j -0.00138623-8.29979e-17j -0.0212368+2.09977e-16j 0.00705453-6.87481e-16j -0.00897262+2.02456e-16j -0.00189918-3.70036e-17j -0.00346372-2.31762e-16j 0.00215895-1.23472e-16j 0.000237828+5.37581e-17j -0.01596+7.9732e-16j 0.0205142+4.75533e-16j 0.00372246-3.8815e-16j -0.0192412+7.01083e-16j 0.0123652-7.85056e-16j -0.0390732+1.56563e-16j 0.0222696+6.69637e-17j 0.0195294-7.06388e-16j -0.00570252-2.29862e-15j 0.0332256+5.58448e-17j 0.0333219-3.12462e-15j -0.0203708+2.454e-16j -0.0182062-2.9336e-16j -0.00772567+3.28328e-16j -0.0108805+3.19324e-15j -0.00638722-1.2049e-14j 0.0249586+3.81737e-14j -0.00696865+1.55761e-16j -0.0111897-7.33013e-17j 0.0393415+6.5606e-17j 0.0128509-2.61947e-16j 0.0334755-8.6943e-17j -0.00889212+2.01598e-17j 0.00855172-1.27915e-16j -0.0217975+2.93219e-16j -0.00377469-3.91585e-17j -0.00555893-1.34657e-16j 0.00239786-2.03655e-16j -0.0103764-6.30458e-16j -0.027786+1.66209e-16j -0.0247372+2.35791e-15j -0.0353178+2.48758e-16j -0.0167887+5.18476e-17j 0.0210299+1.24775e-16j -0.00651623-2.3758e-16j -0.0266035-4.13463e-16j 0.00347319-1.09625e-16j -0.00735704-1.20103e-16j 0.0290626+5.5537e-16j 0.00532863-1.52138e-16j 0.00758288-5.19796e-17j 0.0218654+6.61363e-17j 0.00369982-5.37556e-17j 0.0094337-1.54414e-16j -0.0157123-8.95126e-17j 0.00202029+3.38793e-18j 0.00369088-5.70234e-17j 0.0152234-1.35792e-16j 0.00363445-1.63253e-16j -0.0314924+1.09355e-16j 0.0209083+9.51552e-17j 0.0136892-2.49708e-17j 0.0423598-1.1424e-14j 0.0314682+5.1016e-14j 
0.00293227+3.80392e-16j -0.00934554-1.80662e-16j 0.00657181+1.56272e-16j 0.0148611-5.33919e-16j 0.00849305-5.74796e-16j -0.00497184+1.69959e-16j -0.00364484+5.15169e-16j -0.002052+7.36682e-17j 0.0140139-7.10316e-16j -0.0224986+1.06474e-15j 0.00863695-4.31718e-16j -0.00107698-3.31361e-16j 0.00316199-2.35925e-16j 0.0138568-3.90353e-16j -0.006229+1.25545e-16j 0.0135476+5.33857e-16j 0.00314897-3.24399e-16j 0.00512789-5.19565e-16j 0.000172261-2.45573e-16j 0.0114253-3.33004e-16j -0.0314439+8.75656e-16j -0.00999231+5.52543e-16j -0.00115707-9.40037e-17j 0.01251-1.36864e-15j 0.00053202+1.24084e-16j -0.0203773+9.51973e-16j -0.0104225+3.6276e-17j -0.00825688+5.89676e-16j -0.00309651-4.16961e-16j 0.0215283-5.02436e-16j 0.013101-4.05107e-16j 0.00160123+2.29168e-16j 0.000926398+1.35953e-16j -0.0050985+1.12955e-15j 0.00534618-3.88947e-16j 0.0106947-8.17165e-16j 0.0368661-1.03236e-15j 0.0181695+6.26634e-16j 0.00497779+4.61038e-15j -0.0156724-2.1164e-14j -0.00649571-2.38341e-16j -0.0028143-2.70224e-16j 0.00940052+4.95558e-17j -0.00617942+4.82144e-16j -0.0034154+3.98845e-16j -0.00047409-2.90452e-16j -0.0226104+6.46948e-16j 0.00173681-2.33727e-16j -0.00329+3.08873e-17j -0.00998097+2.62534e-16j -0.016198+5.58439e-16j -0.00675837-1.39506e-16j -0.000497654-1.73808e-16j -0.00226644-2.43745e-16j -0.00324221-3.09998e-16j -0.002137-2.51028e-16j 0.00021805+1.21745e-16j -0.0179587+3.28833e-16j -0.0173805+1.66168e-16j 0.0104856-2.5734e-16j -0.0183508+4.40846e-16j -0.0296474+5.489e-16j -0.000548632+2.03214e-16j 0.00822308-2.73153e-16j 0.0230358-7.31452e-16j -0.00562139+1.21313e-16j -0.015072+5.77826e-16j -0.00780119+3.0634e-16j -0.00485229+9.65277e-17j -0.0101262+4.77416e-16j -0.0105616+6.97243e-16j -0.000969627+1.88144e-16j 0.00962737-8.10556e-16j 0.0165628-4.98631e-16j -0.00276982+1.47977e-16j 0.00821985-7.08653e-16j 0.00390484+4.96097e-15j 
-0.0118313-3.48609e-15j 0.0375303-1.64969e-16j 0.000185357+1.13292e-15j 0.00604197+8.28064e-16j 0.0143657+1.73879e-16j -0.00906218-4.01384e-16j -0.00324437+1.17245e-15j -0.021481-1.67542e-15j -0.00475803-8.46753e-16j -0.00194332+8.21375e-16j 0.00233428-6.34862e-16j 0.0143404+1.00536e-16j -0.0108226-9.82124e-16j -0.0240824-6.48146e-16j 0.00615616+4.34948e-16j -0.0308462-3.25301e-15j 0.00741001-4.12034e-16j -0.00538799+4.95511e-16j 0.00523824+6.39897e-16j -0.000808758-9.54813e-16j 0.0227548+1.91663e-15j -0.00752999+2.86582e-16j 0.023009+1.34825e-15j 0.0214318-1.40003e-15j 0.00556452+1.12555e-15j -0.0142087-2.47328e-16j 0.00115301-1.10408e-15j -0.00950741+2.93601e-16j 0.00969857-5.9719e-16j -0.0152624-5.51658e-16j -0.0257724+2.01444e-16j -0.0139968-5.62175e-15j 0.0119443+2.05379e-15j -0.00206112+1.47093e-15j -0.004633-7.14335e-16j 0.0189446+4.09962e-16j 0.00342283-1.23308e-15j 0.035651+1.2371e-14j 0.00116101-7.47102e-15j -0.00433577+2.29425e-15j 0.0185797+1.23963e-15j 0.0324187+2.15388e-15j 0.000767158+1.03096e-15j 0.00178928+2.30224e-16j -0.000496911+3.54034e-16j -0.0166855-2.28271e-15j 0.00110044+1.11164e-15j 0.00715127-4.56081e-16j 0.0260154+1.18922e-15j -0.0197423-1.04704e-15j 0.000767276+1.15031e-15j -0.0205663-2.53064e-15j 0.00216738-4.0173e-16j 0.0225601-2.20711e-15j 0.0257889+4.94563e-16j 0.0119729-7.47842e-17j -0.00731866+2.0986e-16j 0.0129345+4.42272e-16j -0.00925577-1.15033e-15j 0.00792014-3.60641e-17j 0.0138132+9.8922e-16j -0.0094807+8.81977e-16j 0.00350945+4.98645e-16j -0.0129784-3.44806e-16j -0.0209947-1.32934e-15j 0.024943+1.33613e-15j 0.00624955+8.58874e-16j -0.0107534-8.3829e-16j 0.0130099+5.45986e-16j -0.0126416-7.53042e-16j 0.00454413+1.49717e-15j -6.22977e-05-1.32442e-17j 0.0129641-5.99223e-16j 0.0115521+1.29752e-15j 0.0118134+4.84749e-16j -0.0382777-6.88944e-15j 0.00411787+3.01002e-14j 
0.00401242+7.00014e-15j 0.0120246+9.42752e-17j -0.0124392-2.70898e-15j -0.00680158-1.92969e-15j 0.00430762-4.62246e-16j 0.000221786+9.89882e-16j -0.0146885-2.67712e-15j 0.00908792+3.94698e-15j 0.00666244+1.88569e-15j -0.00939793-1.78453e-15j 0.00771893+1.34595e-15j 0.00509375-2.18406e-16j 0.00665171+2.34956e-15j -0.00217132+1.8522e-15j -0.000963251-7.95255e-16j 0.00431318+4.12123e-15j 0.00708251+7.23517e-16j -0.00195292+2.84008e-16j -0.0052565-1.45694e-15j 0.00838818+1.91454e-15j -0.00863691-4.0475e-15j -0.0056607-4.61316e-16j -0.00503118-3.18863e-15j 0.0137521+2.88185e-16j -0.00792633-2.37273e-15j -0.00222051+9.04626e-16j 0.0105274+1.84606e-15j -0.00308298+4.29726e-16j 0.00890829+9.87848e-16j -0.00165081+1.15004e-15j -0.00720836+1.2412e-15j 0.0132+7.90858e-15j -0.0126827-4.07123e-15j -0.0144131-1.44044e-15j 0.00605126+1.61061e-15j 0.00611786-3.79765e-16j 0.0116727+2.2103e-15j 0.00848417-3.1696e-15j -0.00061528+9.55493e-15j -0.0233922-3.73816e-14j -0.00178992-2.26654e-15j 0.00153214-2.81262e-15j -0.00877006-1.94647e-15j -0.00299131-5.79507e-16j -0.00498547-1.02328e-15j 0.0126502+4.38066e-15j -0.0123072-2.89503e-15j 0.00844075+9.92313e-16j 0.000907922-2.34544e-15j -0.000277878+1.8218e-15j -0.0148151-3.15882e-15j 0.00559673+3.29829e-15j 0.00507261+8.52874e-16j 0.011158-7.49423e-16j 0.00504985-1.47586e-15j 0.00633+1.86386e-16j -0.00500145-4.49226e-16j 0.00138219-9.29177e-16j 0.0087498+2.86194e-15j 0.00481973+3.97921e-16j -0.00348442-2.03017e-15j -0.0165757-3.1017e-15j -0.00350914-9.61089e-16j 0.000150351+1.15795e-15j 0.00511837+3.05176e-15j -0.00344653-3.09967e-15j -0.00690636-1.96882e-15j 0.00449922+1.97351e-15j -0.000528498-1.42046e-15j 0.00354155+1.87181e-15j -0.0144017-3.4624e-15j 0.000939843+2.18015e-16j 0.012628+1.43361e-15j -0.00965641-3.14115e-15j 8.01297e-05-1.15711e-15j -0.0125907+3.41979e-15j -0.007551-1.30548e-14j 
