-0.0187916+3.66923e-17j 0.0406673+6.91633e-18j -0.00385486-2.87956e-18j 0.00239797+1.77273e-17j 0.013692-5.06348e-18j -0.00260461+1.8323e-17j -0.0237847+5.19488e-18j 0.021128+1.9724e-17j 0.00229339+3.57502e-18j -0.00770498-1.54001e-17j -0.00179823+4.19277e-18j 0.00145588+1.07264e-17j 0.0141249-9.38727e-18j -0.0142736+5.80355e-18j -0.00385729+1.06894e-17j -0.000990698-3.08609e-17j -0.00632393-2.97824e-17j -0.0143512+3.08672e-16j -0.00835948+1.06407e-16j 0.00118845+1.46997e-16j 0.0277356-3.18282e-17j 0.00471787+2.24501e-16j -0.00150342+1.81769e-17j -0.000867689+5.51169e-17j 0.013015-3.1292e-17j 0.00226451-1.61232e-18j -6.61154e-05-5.08958e-17j -0.0124036+3.86346e-16j -0.0103726+3.49088e-16j 0.0121444-2.91243e-16j 0.0147588+5.20503e-16j 0.00106464-7.64281e-17j -0.00131544+6.63042e-17j -0.00111892-1.14857e-16j 0.00190721+1.34508e-15j -0.00132002-1.09914e-16j 0.0053429+2.12553e-16j 0.00609185+1.33726e-16j -0.00561622-1.14852e-16j 0.0144814+1.20163e-15j -0.000258801+1.90308e-15j -0.00339832-2.45711e-16j -0.0253795-1.54966e-16j -0.0130143+4.46161e-16j -0.0116228+2.04704e-15j 0.000239028+1.10234e-16j 0.0169451+4.72464e-16j 0.0125223+3.51274e-16j 0.0216428-2.07785e-15j -0.00634918-1.41343e-16j -0.00394651+5.23663e-17j -0.0165489+3.93408e-17j -0.00178696+3.8742e-17j 0.0107416+1.23763e-15j -0.00268913-1.94413e-16j 0.00327574+2.28093e-15j -0.0142597-4.40173e-17j 0.0198641-8.23276e-17j -0.0097061+5.94381e-17j 0.00803216+1.18382e-17j -0.00703232-2.15746e-17j 0.0155815-3.50318e-17j 0.0127221-1.59748e-18j 0.00488195-1.57439e-18j -0.0165116-1.79e-17j 0.0283389-1.14751e-17j 0.00810936+4.15851e-19j -0.00133976-2.78166e-18j -0.00652234-2.26511e-17j -0.0126047-5.98081e-18j 0.0429617-2.90325e-16j 0.00819436+6.59293e-16j 
-0.0186627-3.89179e-16j 0.0512342-1.10159e-16j -0.00700735+5.18625e-17j -0.0154774-2.09052e-17j 0.0288241-3.70109e-17j 0.000430005+2.52778e-17j -0.0437198-4.1862e-17j 0.0132789+3.94009e-17j -0.0115754+7.16256e-18j -0.0320994-1.92757e-17j 0.00330305-2.34324e-18j -0.0175072-6.81704e-17j 0.000706692-2.56614e-18j 0.0085991-4.29122e-17j -0.00121586+3.20627e-17j 0.00498974-5.68552e-17j -0.0205202+1.15224e-17j 0.00500583+8.06339e-17j -0.0215267+8.37701e-17j -0.0117623-5.01397e-17j 0.0510325-9.56771e-17j -0.019336-4.11143e-16j -0.0135615+1.43139e-16j -0.0170548+3.08377e-16j 0.0203381-5.54094e-17j -0.00468726-1.85279e-17j -0.0057773+1.09092e-16j -0.0116247+1.32879e-16j 0.0039802+2.04008e-16j 0.0146536-3.28903e-17j 0.0115903+3.66429e-16j 0.0136626+1.58613e-16j -0.0346723+3.35769e-16j -0.0210531-2.01101e-16j 0.0426425+2.98528e-14j -0.00898908-8.98812e-16j 0.0259403+9.09968e-16j -0.0238366-3.76978e-16j -0.0108644+8.75067e-17j 0.0287446+2.40644e-15j 0.00180338+3.86797e-15j 0.00853528-4.33839e-16j -0.0318435-1.77189e-16j -0.0128927-5.47594e-16j 0.0216831-2.84457e-15j -0.010138+5.77122e-17j 0.0288333+6.16138e-16j 0.0019236+3.24634e-16j 0.0250709-2.29978e-15j -0.0205484-7.06064e-17j 0.0233581-1.55983e-16j -0.0225412-3.16077e-17j -0.00103891+1.34554e-18j 0.00508323+5.86615e-16j -0.00781278-3.76735e-16j -0.0172743-1.22431e-14j -0.00196515-8.24908e-17j 0.0127941-8.99495e-17j -0.0414959+1.42957e-16j 0.00778863+6.8741e-17j 0.00621403-1.20142e-16j 0.0180535-7.57253e-17j 0.0143673+2.4586e-17j -0.00864767+3.5697e-17j -0.00339664-6.80607e-17j 0.0449673-6.61329e-19j 0.00471548-1.59674e-17j -0.0169652-1.72624e-17j -0.0199617-1.85004e-17j -0.00455291-3.44976e-18j 0.0513028-2.22318e-16j 0.0119011+6.92963e-16j 
0.0175981+8.13355e-16j -0.0452066-1.28414e-15j -0.00378316-9.6181e-17j -0.00541138-2.32906e-16j -0.00433197-1.39037e-16j -0.00117695-2.26804e-17j 0.022939+6.71827e-16j -0.0271236-9.03203e-16j -0.00887485-3.11203e-16j 0.00588755+1.28412e-16j 0.00643905+1.85093e-16j -0.00844158-3.29257e-16j -0.0194719-6.4719e-16j 0.0254637+8.11654e-16j 0.00124707+1.05854e-16j 0.00634602+1.95905e-16j 0.00461388+1.6628e-16j 0.0244526+3.701e-16j 0.00654691+3.71533e-18j -0.00200912-2.84188e-16j -0.0199267-5.68707e-16j -0.0107259-7.38045e-16j -0.00459146-1.06315e-16j 0.00136432-7.33969e-17j -0.00967645-2.81269e-16j -0.00833788-3.94992e-16j 0.00143889+1.98824e-16j 0.016856+2.04051e-17j 0.0166773+1.73247e-16j -0.00791137+1.79772e-16j -0.0135456-9.35564e-16j 0.00590235+3.90399e-16j -0.00479246-2.69986e-16j -0.0090164-1.86707e-16j 0.0132828+9.77606e-15j -0.00159559-2.41959e-16j 0.000800296+7.95743e-17j -0.0167362-9.19771e-16j 0.00545914+3.57611e-16j -0.013047-7.00702e-16j 0.0068718-2.83698e-16j 0.0066436+3.72079e-16j 0.0255327+9.79142e-16j 0.00970757-4.39743e-16j 0.02267-2.76851e-15j -0.00190921-2.41061e-16j -0.0163545-9.82911e-16j -0.0157601-9.48369e-16j -0.0187523+1.18201e-15j 0.0092489+4.06529e-16j 0.0183859+4.76459e-16j 0.0156458+4.20004e-16j 0.00794409+1.76168e-16j -0.00279378-3.95733e-16j -0.0044016-3.1398e-16j -0.00901959-6.66682e-15j 0.0194641+6.93791e-16j -0.0245535-7.3885e-16j -0.00211701-1.52777e-16j -0.0100028-2.94135e-16j 0.0143878+4.68232e-16j -0.0195697-5.80707e-16j -0.0184046-5.53293e-16j -0.0117352-3.73897e-16j 0.029827+9.59183e-16j -0.0243887-7.48845e-16j -0.00575264-2.17332e-16j 0.00133709+5.11638e-19j -0.00215497-7.05573e-17j 0.00961841+3.41202e-16j -0.0468289-1.27197e-15j -0.0133022-8.32361e-16j 
0.0104245-3.10517e-16j -0.015373+3.23086e-17j 0.0112774+9.30866e-17j 0.00188411-4.37606e-17j -0.0160298-2.66625e-17j 0.00477886+4.29216e-17j 0.0137432-1.05002e-16j -0.0112208+3.16409e-17j 0.00455879+3.04226e-17j 0.0229225-3.02809e-18j 0.00289838-1.44894e-17j 0.00802904+5.97846e-17j -0.000191624+5.74797e-17j -0.00571989-7.98831e-17j -0.0106053+6.07465e-18j -0.000730052-8.30852e-17j 0.0119892-2.83638e-17j -0.00981062-1.80677e-17j 0.00894746+6.02958e-18j -0.000200052-4.23006e-17j -0.0230902+5.06491e-17j 0.0124181+3.14862e-16j 0.00840078-4.08267e-17j 0.010425-2.3433e-16j -0.00939504+1.55365e-17j 0.0078073+6.09273e-17j 0.00961681-1.06417e-16j -0.00238665-9.51962e-17j 0.00369672-1.1539e-16j -0.010671+1.70469e-17j -0.00845881-3.0941e-16j -0.00932477-1.06369e-16j 0.0215887-1.30149e-16j 0.0159873+2.63254e-16j -0.0127245-8.9258e-15j 0.0111418+4.83176e-16j -0.01126-4.36262e-16j 0.0129014+2.84801e-16j -0.00167334-9.62974e-17j -0.0147804-2.67838e-15j -0.012396-4.45269e-15j 0.00157509+3.60207e-16j 0.00815833-2.47912e-17j 0.00503089+4.33574e-16j -0.0152747+1.99327e-15j -0.00194035-5.44023e-17j -0.00901123-9.69233e-17j 0.00581784+7.01004e-17j -0.00550369+5.42943e-16j 0.00917551-6.20929e-17j -0.00499565-1.19094e-17j 0.00463381-6.94302e-17j 0.00273402-4.82489e-17j -0.00548171-7.86547e-16j 0.0126975+6.89117e-16j -0.000478086-3.67352e-16j -0.00619335-7.34336e-17j 0.00790696+1.65594e-16j 0.019956+1.41252e-17j -0.00701556+8.06668e-18j 0.00314943+1.67218e-17j -0.0105323+8.10203e-17j -0.0107225+4.95176e-17j 1.418e-05+2.16123e-17j 0.000435634-1.10454e-16j -0.0163734+7.7855e-17j -0.00643914-2.28965e-17j -0.000394084-7.46792e-17j 0.0110288+7.21636e-17j 0.00727239+6.03065e-17j -0.016501+3.76589e-16j 0.000856672-4.18832e-16j 
-0.00148152-1.70567e-15j 0.047742-8.15572e-16j 0.0220234+3.47607e-17j -0.0208486-6.42787e-17j -0.00263855-2.57632e-18j 0.0176943-4.97851e-17j -0.0405011-8.01594e-19j 0.00632557-1.4573e-17j -0.00199412-5.87844e-18j -0.025608+3.98224e-18j -0.00435792+1.72069e-17j -0.00294521-1.17056e-17j -0.00098672-2.4763e-17j -0.00551797+6.98595e-17j 0.00340329-3.18317e-19j -0.0022466+3.06823e-17j -0.012126+8.97152e-18j -0.013277+3.64225e-16j -0.0222611+2.49273e-16j -0.0211344-1.12673e-16j 0.0209644-1.72189e-16j -0.0122941-4.4884e-16j 0.00697136-8.17479e-18j -0.0219446+3.77857e-16j 0.00383749-3.30523e-17j 0.00928111+2.0173e-16j -0.00499778-1.6739e-16j -0.027867+2.62953e-16j 0.00271599+8.86606e-17j -0.00737978-1.00068e-16j -0.00686714-4.09109e-16j 0.00340675+1.50708e-16j -0.0239658+2.23345e-16j 0.00134114-1.85078e-16j 0.0179196+1.25135e-14j 0.00187335-3.38416e-16j 0.0152367+4.3693e-16j -0.0122414-2.23695e-16j -0.0136326+1.19994e-16j 0.0201445-2.13097e-15j -0.0290571-3.28289e-15j 0.00535335+7.23298e-17j -0.0212033-7.57181e-17j 0.00471038-1.35653e-16j 0.00642604-1.12478e-15j -0.017678+7.84088e-17j 0.0249338+4.40719e-16j 0.000736119+2.75871e-16j 0.0132581-1.11371e-15j -0.0279727+1.45458e-17j 0.000224856-4.32039e-17j -0.0128354+7.38254e-17j -0.0154007+2.2311e-17j -0.0265259-3.23669e-15j 0.0186994+9.82215e-16j -0.0190299-1.34806e-14j -0.00557609-7.49598e-18j 0.0207815-7.95281e-17j -0.0154409+9.12921e-17j 0.0060669+1.66499e-17j 0.00255501-6.00684e-17j 0.0196364-9.03276e-17j 0.0183958-3.45118e-17j -0.00210398-2.18577e-18j -0.0255016+1.01118e-17j 0.0249928-3.31443e-17j -0.0116049+3.13487e-17j -0.0296303+6.27575e-18j 0.00405949+3.15652e-17j 0.0197041+2.97359e-17j 0.0426599+2.0124e-16j 0.0269641-5.64818e-16j 
0.031545-2.86771e-15j 0.0024064-1.23744e-15j 0.044939-1.76308e-17j -0.0446145-3.74418e-17j -0.0262323+6.56339e-17j 0.0313146-1.65808e-16j -0.0293961+3.16167e-17j -0.0590286+1.08216e-16j -0.0177086+5.18992e-17j 0.0100045-2.85177e-17j 0.00735369-7.19369e-18j 0.00992419-4.5818e-18j -0.0361151+1.17179e-16j 0.0182794-8.66046e-18j -0.0124148+2.71896e-16j 0.0258031-3.73272e-16j 0.0217788-1.01681e-16j -0.0132878+4.95369e-16j -0.0393571+5.91665e-16j -0.0446264-1.94617e-16j -0.0149633-1.89661e-16j -0.0103033-6.07357e-16j 0.0410547-3.36025e-16j -0.00839037+1.37794e-16j -0.0221957+2.16104e-16j 0.000915256-1.38421e-16j 0.0244063-1.34991e-16j -0.059251+5.23019e-16j 0.0353055-1.54025e-16j -0.0345147+8.06689e-16j -0.0454861-2.11809e-15j 0.0354267+3.842e-16j 0.0023637-4.78986e-16j -0.00419445+4.39956e-16j 0.0284102+1.98313e-14j 0.0193779-2.11388e-16j 0.0178249+2.64901e-16j -0.0406365-5.90732e-16j -0.0211869+6.9902e-16j -0.00506307-1.0415e-14j -0.0784-1.60999e-14j -0.000810019+1.25252e-15j 0.011094-5.2517e-17j 0.0215081-2.69505e-16j 0.00811524-1.91654e-15j -0.0510958-6.04224e-19j 0.0139846-1.01349e-16j -0.0164877+3.14481e-17j 0.0222641-2.25549e-15j -0.00170826+2.37971e-17j 0.0277228-3.47762e-16j 0.0129359-1.60073e-16j -0.00273713-6.60207e-17j -0.031425-3.90847e-15j 0.0422784+1.91388e-15j -0.05468-3.8554e-14j 0.0105037-3.1677e-17j 0.0261814-7.6397e-17j -0.0110958+2.1804e-16j -0.013488+1.41832e-16j 0.0471234-3.16013e-16j -0.00722145-1.38718e-16j -0.0231873+5.98955e-17j -0.0298003+1.46566e-16j 0.00635749-2.05163e-17j -0.00686021+1.70386e-17j -0.0320353+1.1054e-16j -0.0532438+1.40296e-16j 0.0103355+6.70009e-17j 0.0517407-7.55749e-17j -0.00846296+8.60361e-16j 0.0258098-1.93596e-15j 
-0.0161137+5.38998e-17j 0.0333018+2.7702e-17j -0.000732791-7.10797e-17j 0.0139617+5.68242e-17j -0.00258368+4.78101e-17j -0.000898354-3.0024e-17j -0.0126015-1.76994e-18j 0.0430428+4.26465e-17j 0.0161647+1.39141e-19j -0.0327404+9.64438e-18j -0.0233654+7.75024e-18j 0.012893+1.10692e-16j 0.0201775-1.71949e-17j -0.02941+6.74459e-17j 0.0326233-2.03621e-16j -0.0170909+3.30511e-16j -0.0130262+1.66168e-17j -0.0146795+1.78132e-16j -0.00665458-8.89309e-18j 0.00976011+1.82589e-16j 0.0105173+2.4082e-17j 0.00122603+6.80398e-18j 0.00647083+1.29678e-17j -0.0166302+3.88171e-16j 0.00435247+2.14882e-17j 0.00286168+3.37263e-16j -0.0233456-1.532e-16j -0.00577826+2.80477e-16j -0.0331291+2.77584e-16j 0.00776396-6.03986e-16j 0.0139859+5.41159e-16j -0.00552059-1.42025e-16j -0.0130541+1.17869e-16j 0.00398387-4.77661e-16j -0.0395736-2.77847e-14j -0.0128352+2.7532e-16j -0.00484885-8.55464e-17j 0.0165179+2.36759e-16j 0.00887347-1.92976e-16j 0.0187067+2.69246e-15j 0.00761219+4.19211e-15j -0.0199813-4.50269e-16j -0.00916403-1.39566e-16j 0.00149556+3.83913e-16j -0.0132176+1.86419e-15j 0.0150341+1.38957e-16j 0.00842106+2.58626e-16j -0.00159228+5.12899e-17j -0.00276882+4.40688e-16j -0.0203737-1.57249e-17j -0.0461745+2.27432e-16j -0.000112733+2.07187e-16j -0.024977+6.52369e-17j -0.0103525-1.10681e-15j -0.00494595-1.52687e-16j 0.0290328+2.05505e-14j -0.00405048+3.91806e-17j -0.00565929+1.51633e-17j 0.00891952-1.34137e-16j 0.0205875-7.92516e-17j -0.034905+7.2189e-17j 0.0315186+5.49407e-17j 0.0379846-3.01517e-17j 0.0268417-6.31753e-17j -0.0442281-4.10226e-18j 0.00985027+1.87442e-17j 0.00788713+5.89447e-17j 0.00996798+2.50021e-17j 0.0093785-3.06251e-17j -0.00932461-4.38662e-17j 0.0345854-1.54411e-16j 0.00911908+3.28656e-16j 
0.00973586-3.09195e-15j 0.0601238-1.55147e-15j 0.0574431+7.0293e-17j -0.018363-1.14725e-16j -0.0472967-4.00013e-18j 0.0368792-7.8634e-17j -0.0469913+4.79032e-17j 0.0170083+5.52281e-19j 0.0184537+3.1455e-17j -0.0388547-1.11742e-17j -0.0375235+6.76927e-17j 0.0422142+1.21462e-16j 0.00313918-2.72656e-17j -0.0457465+2.63935e-16j 0.0444125-1.77003e-16j -0.00973921+1.81551e-16j 0.00464265-1.38402e-16j -0.0525125+1.03523e-15j -0.0473335+7.11057e-16j -0.0286186-6.47971e-18j -0.0133259-3.32034e-16j 0.000887758-5.40354e-16j 0.062476-4.43289e-16j -0.0360304+6.73605e-16j -0.0221754+1.75415e-16j 0.0151932+7.07084e-16j -0.0148418-5.8668e-16j -0.0761362+1.15994e-15j -0.0267118+4.85263e-16j -0.0306171-5.63234e-16j -0.0271221-1.58941e-15j 0.015969-1.03587e-16j -0.00846812-4.66169e-16j 0.0186755-2.33501e-16j -0.0596443-4.17767e-14j 0.00398296+7.76225e-16j -4.04955e-05-2.33742e-16j 0.00189911+1.49398e-18j -0.00662826+2.20071e-16j 0.0214135-7.89954e-15j -0.0786052-1.23402e-14j -0.038093+9.19252e-16j -0.00157481-2.09006e-16j 0.0308019+9.83661e-16j -0.0300876+3.49555e-15j -0.0253069+1.77056e-16j 0.0254934+2.76266e-16j -0.0151729+1.39729e-16j 0.0118947-1.13398e-15j -0.0386676-1.44026e-16j -0.0692202+2.45776e-16j 0.0158936+2.51181e-16j -0.0528628+1.7742e-17j -0.0624868-7.76762e-15j 0.046962+2.5242e-15j -1.2177e-05-5.24384e-17j -0.00309103+8.42351e-17j 0.0236586-2.36524e-17j 0.0230676-7.87861e-18j 0.0219275-1.19298e-16j -0.019434-5.76921e-17j 0.0485923-1.24309e-16j 0.0456449-5.23899e-17j 0.0235258-5.9227e-17j -0.0850241+2.05579e-17j 0.00010048-6.8924e-17j -0.0244929+4.78906e-17j -0.038197-9.18855e-18j 0.0402954+1.54496e-16j 0.0436885+1.4131e-16j 0.0498171+6.25015e-16j 0.04866-1.76456e-15j 
-0.0297156+9.37225e-16j 0.0396829+4.78233e-16j -0.0393367-1.05412e-16j -0.00512178+9.64382e-17j 0.0488416+3.35265e-17j -0.0148243-2.8508e-17j -0.0387961+2.01064e-18j 0.0458517+1.05035e-16j -0.0125014-1.31341e-17j -0.101655+2.51876e-18j -0.0195841+5.79056e-18j -0.0317684-1.09781e-16j -0.00297892-2.9087e-17j 0.0240099+2.70715e-18j 0.0596036-2.60958e-16j -0.00739098+4.41149e-16j -0.0519159+1.1776e-16j 0.047716-6.0864e-16j -0.0276413-2.75404e-16j 0.00292411-6.22771e-17j 0.0705506+2.93613e-18j -0.0559565-1.40201e-15j -0.0339474+3.12667e-16j -0.0514299+1.01594e-15j 0.0280024+4.69972e-18j -0.0284298+2.08562e-16j -0.0511887+4.08832e-16j 0.022904-3.34914e-16j -0.0182593+5.62053e-17j 0.0330482-1.40601e-16j 0.025735+1.05968e-15j 0.0272882+2.77479e-16j -0.0957583+7.02576e-16j -0.0577178-9.40588e-16j 0.0357752+2.4984e-14j -0.0485509-1.61729e-15j 0.0380201+1.51939e-15j -0.0486074-9.27654e-16j 0.0147639+1.91404e-16j 0.0546028+1.11211e-14j 0.0545762+1.78055e-14j -0.00605196-1.43973e-15j -0.0146634-1.5622e-16j -0.00581209-2.1358e-15j 0.0695431-9.92054e-15j 0.0150794+6.59178e-17j 0.0242852+3.49713e-16j -0.0343227-3.20602e-16j -0.00462812+7.5615e-16j -0.0449576+1.89295e-16j 0.00400896-1.04932e-16j -0.0058041+9.95059e-17j -0.0218347+3.56135e-17j 0.000815934+5.27472e-16j -0.0483202-2.20859e-15j 0.0104093+7.46535e-15j 0.0353367+3.64857e-17j -0.0529535-8.47794e-17j -0.0664896-9.79114e-17j 0.0290443-8.21743e-18j -0.023096-1.00495e-16j 0.0411726-2.21491e-17j 0.0500282+6.32001e-18j 0.00766116-1.85739e-17j -0.00727129-1.1983e-17j 0.0436974+1.4605e-17j 0.0194159+4.09061e-17j 0.00510461+7.7979e-17j -0.0322488-1.36021e-16j -0.0184259-1.50362e-16j 0.0418479-5.87128e-16j -0.00466279+1.41109e-15j 
0.0502252+2.61136e-16j -0.11448-1.53321e-17j 0.0303268+1.6536e-16j 0.0200619-8.3782e-17j -0.0679959-1.63979e-16j 0.00610484+8.49798e-17j 0.0908471+2.38706e-18j -0.066761-1.80073e-16j 0.0155609+3.98381e-17j 0.11735-3.84103e-17j 0.0133057-1.31678e-16j 0.0440145+3.43459e-16j -0.0109208-2.14126e-17j -0.0133771-7.4734e-17j -0.0399691+3.80313e-16j 0.00947245-2.90417e-16j 0.0698545+1.52915e-19j -0.0285115+4.90066e-17j 0.0425085-1.0674e-16j 0.0113724-8.40435e-18j -0.118796-7.70058e-18j 0.0597491+1.39745e-15j 0.0445284-1.45217e-16j 0.0622126-1.23637e-15j -0.0497103+8.1731e-19j 0.0152052-3.22673e-16j 0.0484819-2.76315e-16j -0.000954938-2.54508e-16j 0.0163236-4.02532e-16j -0.0422762+3.17983e-16j -0.0388267-1.65785e-15j -0.0210087-1.29071e-16j 0.113126-1.07433e-15j 0.0546373+1.05967e-15j -0.0721795-5.07263e-14j 0.0436915+2.14886e-15j -0.0561392-2.13944e-15j 0.0497505+8.3058e-16j 0.00621035-4.41419e-17j -0.0804543-1.12784e-14j -0.0401013-1.82773e-14j -0.0106159+1.5114e-15j 0.0636569+4.78813e-16j 0.0218897+2.02466e-15j -0.0668845+9.07397e-15j -0.00238116-2.99066e-16j -0.0597548-1.24405e-15j 0.0114376-5.1851e-16j -0.0270788+2.17334e-15j 0.069178-4.95991e-17j -0.0192544-3.83068e-17j 0.0426929+5.30267e-17j 0.024101-1.9972e-16j 0.00240992-1.15995e-16j 0.0379485+1.81303e-15j 0.0082452+5.81462e-15j -0.0105932+1.55555e-16j 0.0104716+1.79391e-16j 0.0926748+2.1254e-18j -0.0346711-3.55701e-18j 0.021028+1.64795e-16j -0.0609122+1.96027e-16j -0.0667089+4.62344e-17j -0.00355247+4.1471e-17j 0.0287235-9.07816e-17j -0.0964996-1.21403e-16j -0.0192122-9.63538e-17j 0.0191687-1.07334e-16j 0.0418044+2.37389e-16j 0.0194085+2.37068e-16j -0.115877+6.75979e-16j -0.0213309-1.76072e-15j 
-0.033999+1.76061e-15j -0.0165226+1.25351e-15j -0.0614738-3.10629e-15j 0.0475876+2.24822e-15j 0.0447643+2.35624e-15j -0.0405749-1.81148e-15j 0.0438119+1.6225e-15j 0.0563124+2.79596e-15j 0.0115126+3.7649e-16j 0.00506233-3.26629e-16j 0.0134981+4.55795e-16j -0.0387213-1.97687e-15j 0.038734+1.69346e-15j 0.000986911+1.04681e-17j -0.0167161-6.15671e-16j -0.0302648-1.04422e-15j -0.0335236-1.60621e-15j 0.0347894+8.31819e-16j 0.0683765+1.94449e-15j 0.0528972+2.56815e-15j 0.0232472+1.92217e-15j 0.00715844+8.46325e-16j -0.0803901-3.20476e-15j 0.0187332+2.00365e-16j 0.0358087+1.44862e-15j 0.00488371-3.96575e-17j -0.0200391-9.14885e-16j 0.0996343+3.32801e-15j -0.0184329-1.28316e-15j 0.0440103+1.65878e-15j 0.0575215+5.82503e-15j -0.0614812-2.8858e-15j -0.00688889+2.2484e-16j 0.00812186-4.45235e-16j 0.0120813+9.19705e-15j -0.0163594-1.29121e-15j -0.0171376-6.82064e-16j 0.046352+2.54092e-15j 0.017366-3.37929e-17j -0.00210421+1.41435e-14j 0.112245+2.68816e-14j 0.0353772-3.06546e-16j -0.0216148-9.42804e-16j -0.0343927-1.97507e-15j 0.00881136+5.08977e-16j 0.0621248+2.88377e-15j -0.0205897-5.98766e-16j 0.0327045+1.40308e-15j -0.0347906+2.15985e-15j 0.00581247+1.67423e-16j 0.00755227+5.63958e-16j -0.03236-1.46147e-15j 0.0241646+1.06498e-15j 0.0439767+7.7118e-15j -0.0540681-5.33865e-15j 0.0483678+3.64216e-14j -0.0178207-6.69531e-16j -0.027438-1.41289e-15j 0.00142853-5.68809e-16j 0.00123126+1.87631e-16j -0.0407878-1.63661e-15j -0.0149943-1.63578e-16j 0.00751043+6.0868e-16j 0.0191812+8.1459e-16j 0.0258299+1.10938e-15j 0.0135223+9.99428e-16j 0.0367842+1.75223e-15j 0.0616559+2.74263e-15j -0.024358-1.48121e-15j -0.0638264-3.10644e-15j -0.00298317-7.26153e-16j -0.0378747+6.32796e-16j 
0.0234031-1.32097e-15j -0.00825939-4.91606e-16j 0.0254768+5.56923e-16j -0.0238799-7.62295e-16j -0.00805793+2.87484e-17j 0.0189141+3.7162e-16j 0.00430937-3.74805e-16j -0.0334778-6.81398e-16j -0.00865533-3.25845e-16j 0.0400034+4.21367e-16j 0.0371475+6.69332e-16j -0.0369677-9.78546e-16j -0.00762669-2.21003e-16j 0.0240297+4.94675e-16j -0.0646555-9.47418e-16j -0.0066066-2.67956e-16j -0.00727601-1.90718e-16j 0.0065073-1.76622e-17j 0.0350048+2.51412e-16j -0.0184633-9.14613e-16j -0.0131259+1.30661e-16j -0.00113027-1.63441e-16j -0.036588-4.99167e-16j 0.00933345-4.40142e-16j 0.00333631-1.26977e-16j 0.0332935+4.89124e-16j 0.0225197+1.73538e-16j 0.0261274-6.17812e-16j 0.0473177+1.00046e-16j -0.0204492+1.14384e-16j -0.0144557-3.86033e-16j -0.0505096-5.82844e-16j 0.00312456+4.99806e-16j 0.0353673+7.56537e-16j 0.0712651+5.15718e-14j 0.0302066+1.14561e-16j 0.000498838+2.01213e-16j 0.00909699+5.08253e-17j -0.0267772-7.65533e-16j -0.0200575-3.56151e-15j -0.0106171-5.87933e-15j 0.0682086+1.47279e-15j -0.0180811-1.98939e-16j -2.38996e-05-5.32902e-16j 0.0146072-1.68675e-15j -0.0136872-4.71537e-16j -0.0011844+3.36857e-16j 0.0315879+9.32505e-16j -0.0184652+1.90925e-15j -0.00738566-1.06078e-16j 0.0573305+1.03671e-15j -0.0321207-8.44646e-16j 0.0235297+3.73584e-16j -0.0271451-3.86579e-15j 0.0313528+2.12622e-15j -0.0436038-3.18859e-14j -0.023178-4.49926e-16j 0.0335195+6.74245e-16j 0.00158473-1.95369e-16j -0.0307501-4.10165e-16j 0.0293658+7.10905e-16j -0.0394843-5.54114e-16j -0.0320283-4.98388e-16j -0.0269897-5.64554e-16j 0.0324085+6.02563e-16j 0.00150885+3.62886e-16j -0.0243121-4.67327e-16j -0.0289288-7.93783e-16j 0.00371692-3.02562e-17j 0.0273419+6.25233e-16j -0.0140549+6.75787e-16j 0.0136569-8.55448e-16j 
-0.00651736+9.06465e-16j -0.0199979-6.52501e-16j -0.0321628-2.07311e-15j 0.0339847+2.488e-15j 0.0209438+1.26044e-15j -0.0121553-7.28084e-16j 0.0571498+3.97714e-15j 0.0848144+5.87969e-15j 0.0259484+1.85211e-15j -0.0404006-2.30707e-15j 0.0182535+1.30069e-15j -0.0993821-7.13618e-15j 0.0454889+3.25527e-15j 0.0164615+7.74166e-16j -0.0153699-1.96653e-15j -0.091518-5.53596e-15j -0.097391-6.20812e-15j 0.0709477+2.65705e-15j 0.127946+7.65616e-15j 0.0462786+2.7428e-15j 0.00118057+2.25459e-16j -0.0323654-2.21925e-15j -0.154785-9.69356e-15j -0.0309315-1.79246e-15j 0.0413455+1.97459e-15j 0.0556113+5.10221e-15j -0.0669698-4.70652e-15j 0.183807+9.53535e-15j -0.00170583-2.08865e-15j 0.0184955+3.12225e-16j 0.0507222+7.30246e-15j -0.164974-1.22698e-14j -0.0840858-2.37512e-15j 0.0580416+3.30769e-15j 0.0608679+4.64446e-14j -0.0166486-1.75489e-15j -0.0221069-1.99241e-15j 0.0701291+6.381e-15j 0.0118415-7.32061e-16j 0.00399415+1.87466e-14j 0.151135+3.91312e-14j 0.120985+5.76151e-15j -0.0307038-1.51675e-15j -0.00630826-2.87398e-15j 0.0675139-5.34413e-15j 0.0878608+6.22947e-15j -0.0288775-1.98189e-15j 0.0438935+3.48804e-15j -0.132824+4.7073e-15j -0.0703171-4.00117e-15j 0.0086713+6.50195e-16j -0.0612774-4.14506e-15j -0.00159645+5.00157e-17j -0.0555803-9.92012e-15j -0.0314583-2.78878e-15j 0.0427791+3.3349e-14j -0.0218459-1.85653e-15j -0.0552179-3.27536e-15j 0.0144311+1.00544e-15j -0.0067063-7.25062e-16j -0.0751217-4.70316e-15j -0.0234678-1.30662e-15j 0.0433538+2.84512e-15j 0.0319441+2.12975e-15j 0.00909373+5.27131e-16j 0.000927708+5.82832e-17j 0.00563979+3.25882e-16j 0.043395+2.925e-15j 0.00285853+3.15761e-16j -0.0219082-1.50306e-15j -0.0172087-1.21166e-15j -0.0127816-4.25599e-16j 
