0.00493483-0.0533914j 0.0167649+0.00972139j 0.0318479-0.0572372j -0.0147095-0.0319772j 0.0382554+0.0111504j -0.0284153-0.00154844j -0.0495614+0.0170542j 0.000777244+0.00161158j -0.0159994+0.00174594j 0.00484609-0.0122167j 0.0174603-0.0245687j 0.00442195-0.00415563j 0.00171136+0.00313532j 0.0121233-0.0471826j -0.026045-0.0116391j -0.0352919+0.0412424j 0.0236386-0.0359761j -0.01322+0.0118207j 0.0261164-0.00479053j 0.00274047-0.0118312j 0.00032959-0.00877603j -0.0079694-0.00133997j 0.00177106+0.00653124j 0.00278351-0.000329032j 0.00241054+0.00411883j -0.00505695+0.00333731j -0.00149196-0.00202785j 0.00134611-0.00655955j -0.00225622+0.000953479j 0.00253851-0.00368224j -0.006488+0.00945801j -0.000975205+0.00130102j 0.00292767-0.00268969j -0.00306854+0.00448498j 0.00362653+0.00391179j -0.0384964+0.0268225j -0.000488682-4.88514e-05j 0.00655749-0.00731435j 0.00475023+0.00953643j 0.00341239-0.00652555j -0.0132868+0.021202j -0.00431708+0.0180157j -0.00341946+0.00639663j 0.0127081-0.00750453j -0.0090153+0.00962294j 0.0035924+0.0079967j -0.00936138+0.014229j -0.00230736+0.0115523j -0.00844406-0.0029657j 0.0088913-0.00892823j -0.00238674+0.00313925j -0.00753541-0.00554914j -0.002393-0.008376j -0.00380394-0.00511595j 0.00546099+0.0059082j -0.00449243+0.00353952j -0.0113673+0.00337576j 0.00456218+0.000926003j -0.00407269+0.000807311j -0.000801501+0.00408054j -0.00143536-0.00317565j 0.000646674-0.00302514j 4.8165e-05-0.00288242j 0.0086953+0.00387958j -0.00316623-0.00403187j 0.00173302-0.000635032j 0.00243667-0.00420017j 0.00136713+0.00378013j 0.00354275+0.000699059j -0.00422787+0.00176293j -0.00135118+0.00461316j -0.00506093-0.00292752j 0.00506629-0.00129403j 0.00032219+0.00371204j -0.00593211-0.000378679j 0.000351961-0.000553717j -0.00533511-0.0052631j -0.00159837-0.000169814j -0.00334786-0.00232735j 0.00289993-0.00213218j 0.000845888+0.00978952j 0.0156404+0.00163315j -0.00553877+8.29621e-05j -0.00668464-0.000435271j 0.00403904+0.00195212j 0.00749522-0.00288611j 0.00942127-0.00285211j 0.0198415+0.0217276j -0.00576599-0.00289422j -0.00313045+0.00965143j -0.00319795+0.00101121j -0.00605942+0.0235729j -0.0441071-0.0445202j -0.0149852-0.00130425j -0.00413252-0.00870001j 0.0176021-0.0237776j -0.00186422+0.0190987j 
0.0421451+0.0183735j -0.00884535-0.00302664j 0.106355+0.0743592j -0.169502-0.0570408j 0.0306563-0.158108j 0.117203+0.0530424j 0.00314671-0.109102j -0.162518+0.156977j 0.0886379+0.170738j 0.155431-0.00457531j -0.103517+0.116259j 0.299437-0.0223635j -0.0450939-0.0514975j 0.0855856+0.0368675j -0.0475389-0.0661264j -0.00972333-0.0565174j 0.0965924+0.0140436j 0.0944289+0.000419967j -0.0493655-0.042076j 0.0487199-0.00141273j -0.00425437+0.0188939j -0.0215477+0.00635713j 0.0201316-0.000503522j -0.00725228-0.00382631j -0.0103114+0.0342233j -0.0181825-0.000352533j 0.00636777-0.0180725j 0.00664193+0.00886732j 0.0153337+0.00365092j 0.0164992+0.0175175j 0.00125797-0.00101416j 0.0204676+0.00676182j 0.0147491+0.00847794j -0.00441601-0.0189286j 0.00854337-0.0135244j -0.0128441+0.00461684j -0.00661066-0.0152528j -0.016983+0.000668522j 0.00337963+0.00718976j -0.0294789-0.00443932j -0.0212947+0.0217468j 0.00540526-0.00206808j -0.000839876-0.00565891j 0.00411621-0.00143337j -0.0174287+0.0105558j 0.0123295+0.0120776j -0.00533679-0.00725564j 0.00934771-0.00456759j 0.0051765+0.0184456j 0.00763068+0.0234483j -0.00147627-0.00252026j 0.0210311-0.00745323j -0.00391778+0.0110833j -0.00353023+0.00345879j -0.00429925+0.0128648j 0.0161727-0.0173894j -0.00243181+0.00364124j 0.00692919-0.0165089j 0.00107575-0.00887878j 0.00788564-0.0112152j -0.00269278+0.0134872j -0.017413+0.0103026j 0.0110386-0.00944104j 0.0129829-0.00584493j -0.00599666-0.0135965j -0.0030977+0.00628325j -0.0134084+0.00758646j 0.000254461+0.00587167j -0.000795501+0.00142488j 0.00411913+0.00316628j 0.00337514+0.0109954j -0.000593945+0.000300466j 0.0114649-0.00168325j 0.00747935+0.00023398j 0.0201664-0.00277721j -0.00221568-0.00255849j 0.00597461+0.00419629j 0.000907662-0.00284267j 0.0069111+0.000480699j 0.00268676+0.00691792j -0.00679979+0.00359761j 0.00270724-0.0036493j 0.00777835+0.0193612j -0.0024868+0.00306228j -0.000464285+0.000841202j -0.00218095-0.00534975j -0.00876659-0.00697236j 0.0112656+0.00689229j -0.00696075-0.00931657j -0.00400799-0.00644909j 0.00532768+0.00381245j -0.00476308+0.00276531j -0.000193066+0.00604621j -0.0144817-0.00323207j -0.0148212+0.00360398j -0.00353934+0.00767721j 0.000250972-0.00315134j 
-0.0062433-0.0985777j 0.116501-0.0548205j -0.0573958+0.0753711j 0.0707922-0.173484j -0.0392422-0.158132j -0.0164986-0.0526599j -0.222267+0.15906j 0.0489792-0.0605063j -0.0814368-0.0922855j 0.00929443+0.143163j 0.0685412+0.0582291j -0.09025-0.0549525j 0.133112-0.167309j -0.0634164-0.123365j -0.0246158+0.0275105j 0.0913952-0.0788121j -0.0464626-0.119548j -0.012619+0.059075j 0.0295728-0.0340426j -0.00125093+0.0284547j -0.0196478+0.0169809j -0.0276154+0.00472697j 0.00542211+0.0308443j 0.00105775+0.0428736j -0.0100995-3.2655e-05j 0.0470947+0.0245361j 0.021866-0.00498997j -0.00209914+0.0156255j -0.00479411-0.0205039j -0.00385654-0.00372719j 0.000315768+0.0194094j 0.0155404+0.00870227j 0.0227619-0.00809268j 0.00295781+0.00308763j 0.0161283+0.0213838j 0.0158251-0.000502555j -0.00388919+0.0364051j 0.0222794+0.0119348j -0.00261043-0.0153161j -0.0193678+0.0036002j 0.00260837+0.016636j 0.00243632+0.00974581j 0.00169278-0.000151668j 0.0105506+0.00807875j -0.00616709-0.0157146j -0.00967906+0.0108924j -0.0120493-0.00188992j -7.024e-05+0.0088042j -0.0116119+0.00592089j -0.00400669-0.00636569j 0.000836065+0.00764436j -0.00647532+0.00404501j -0.0082124-0.0160749j -0.0042319+0.00316523j 0.0221396-0.0109753j 0.0127496+0.0257924j -0.00278292+0.00929315j -0.00881278+0.00226202j -0.00361169+0.0103345j -0.00900996-0.00230517j 0.00504378+0.0184311j 0.0117029-0.0111747j 0.00517794-0.00961017j -0.00710058+0.00640807j -0.0185033+0.00609833j 0.0122717+0.00446923j -0.00701918-0.00295516j -0.00106242+0.0037077j -0.00649772-0.00276531j -0.00249101+0.00284329j -0.00509474+0.00589921j -0.0090663+0.00194253j 0.00497554+0.0030354j 0.00202584-0.00494541j -0.0133069-0.00584117j -0.00520343-0.00157977j 0.00169394+0.00541978j -0.00269456+0.0091349j -0.0125808+0.00316999j 0.0140689+0.00143798j 0.00115982-0.00482853j -0.00394205-0.00983389j -0.00457398+0.00926584j -0.00336985+0.0100829j -0.00443802+0.00349161j -0.00139334-0.00488454j 0.00941304+0.001244j -0.00667618+0.00718784j 0.00959501+0.00251691j 0.00236627-0.00563187j -0.0066894-0.000175505j -0.000511154-0.00544128j -0.00502718+0.00649505j 0.00512494+0.000919008j 0.00115811-0.00708031j 0.00185493-0.00880546j 0.00653561-0.00495221j 
-0.00979163+0.03788j -0.00985568+0.0601126j -0.238829+0.0276095j -0.0333392-0.201705j 0.0599682+0.0718124j 0.0847363-0.091954j 0.0404174-0.177377j 0.250982+0.0930399j 0.0627247-0.0354189j -0.054858-0.150071j 0.0125487-0.0994919j -0.0268854+0.0123564j 0.164454-0.00691192j -0.0760456+0.0587931j 0.139777+6.00558e-05j 0.0424218+0.0293625j 0.0589716+0.034411j 0.0280647+0.0880103j -0.0299751+0.0344718j -0.0107467-0.0212512j -0.0219337+0.0156882j -0.00843948-0.0227075j -0.0287981-0.00389225j 0.00182369-0.0133647j -0.0295008-0.00869164j -0.00832553+0.00299457j 0.0147292+0.00729664j -0.00442308+0.00761712j -0.00537002+0.0247875j 0.0108705+0.0103875j 0.00321823-0.0037066j -0.00680658-0.0105741j 0.00434429-0.000215224j -0.00641895+0.00415022j -0.00468247-0.0113061j 0.00240507-0.00474832j -0.000749971-0.00672571j -0.00552319-0.000974946j -0.00983527+0.0155212j -0.0182226+0.00108146j -0.00207973+0.00868317j 0.0159378+0.020232j 0.0103337+0.0204812j 0.00437558-0.00400895j 0.0174573+0.00754697j 0.00981609-0.00807217j 0.0119212-0.000615959j 0.00651465+0.00449448j 0.0118008+0.010993j 0.00558365+0.00107271j -0.000494591+0.00487224j 0.0175324+0.00117737j 0.0116818+0.00648233j -0.00656804+0.000249021j 0.00856646+0.00281678j -0.00530866-0.00273959j -0.00617892+0.0075827j -0.0070868-0.00847277j 0.00644847-0.00937475j 0.00151718+0.00125589j -0.0167098+0.00175771j -0.00527253-0.000376201j 0.00288446-0.00423841j -0.00792372-0.0127827j -0.0101056+0.00359797j 0.00643478+0.00724336j 0.00680706+0.00850707j 0.0046685+0.00407844j 0.0014787+0.00127458j 0.00453975-0.0018607j 0.00969673+0.00757534j 0.00481774-0.00974945j 6.20374e-05+0.00464036j 0.000871287+0.00134167j 0.00394353-0.0108531j 0.000346585+0.000760937j -0.00377174-0.0147438j 5.94605e-05+0.00389194j -0.000498377-0.00544147j -0.00365561+0.0108592j 0.00429525-0.00855207j -0.00310832-0.00923745j -0.00280466+0.00319723j -0.00606756+0.00216799j -0.00643509-0.00465229j 0.00818897-0.0151294j 0.00663033-0.0107087j -0.0104629+0.00872953j 0.00187575-0.00518672j 0.0119279+0.00257593j 0.000552847+0.00717443j -0.000350891-0.0129749j -0.0107953-0.00185761j 0.00516802-0.00323338j 0.00684332-0.00107889j -0.0077752-0.0128333j 0.0131836+0.000319381j 
0.0486728-0.0369174j 0.0269147-0.0684984j 0.0775083+0.0438336j -0.113952+0.0418133j -0.0688701+0.117967j -0.0981741+0.00530037j -0.0250855+0.0995242j -0.00107377+0.0194223j 0.0537016+0.104366j -0.0438676-0.112392j 0.0649185-0.0229305j -0.0425221+0.059714j 0.0111-0.0258203j -0.0292898-0.0312032j -0.058618+0.0583344j -0.0367531-0.0199788j 0.104116-0.0172874j 0.0309944-0.0408215j 0.0202008+0.0142338j -0.00515599-0.0186804j -0.0344965-0.0157271j 0.00825153-0.0280124j 0.0190186-0.0129421j -0.0133059-0.0191362j 9.83889e-05+0.00521941j -0.0086376+0.00545669j 0.00738773+0.00333831j 0.0047363-0.0190856j 0.00714989+0.000951766j 0.00276843+0.0116123j -0.00438886+0.00438203j -0.0107405+0.00364745j 0.00912943-0.00215505j -0.00765043-0.0107991j -0.00365957-0.00140919j -0.0124175+0.0117079j -0.00305688+0.015095j -0.000894765-0.0089751j -0.012925-0.0106024j -0.0285971+0.029055j 0.0101303+0.0295121j 0.0258105-0.000918364j -0.021756+0.00228519j -0.0140781-0.00510322j 0.00462478+0.000767845j 0.012478-0.00972125j 0.0107887+0.0103263j 0.00712113+0.00501803j 0.0055708+0.00181567j 0.00720042-0.00959494j 0.00445071+0.00659562j 0.0281809+0.0080522j 0.00858432-0.00995641j -0.00249716-0.00176098j 0.014785-0.0053151j -0.018497+0.0160171j -0.00715348+0.00164221j -0.0108847+0.00798124j -0.00354102-0.00453714j 0.0150264+0.000737133j -0.012033-0.0180428j -0.000223532+0.00921279j 0.00654664+0.00288091j 0.000180612-0.00208252j 0.00396191+0.00711353j 0.00526938-0.00677216j 0.00279981-0.00477507j 0.00373684-0.00801605j -0.00567782-0.000353566j -0.00998839+0.00885211j -0.00327837-0.00723972j 0.0122507-0.00770831j -0.00302239-0.0107457j -0.00976266+0.00358045j -0.00406555+0.00610546j 0.00660159+0.0116051j -0.00317968-0.00416765j -0.00182063-0.000498173j -0.0106295+0.00865401j 0.00664474+0.000921003j -0.00602592+0.000485881j 0.0072624+0.00127277j -0.00865162+0.00890781j -0.00206503-0.00196261j 0.00438611-0.00461259j 0.00230737-0.00687927j 0.00506844-0.00307984j -0.000492406-0.0014771j -0.00266346+0.00103645j 0.0048651-0.000613346j -0.0097223+0.00024781j 0.00903581-0.00133269j -0.00767414-0.0123103j -0.00361286+0.00298632j -0.00479068-0.000322335j 0.007642-0.00953126j 0.0136827+0.00615743j 
0.0332984+0.0406009j 0.00996565-0.142764j -0.0940475-0.0118896j -0.0433328-0.0300605j -0.0118811-0.0834756j 0.151493-0.0147068j -0.00707017-0.0343788j 0.0674875+0.0883604j 0.00433155+0.0354558j 0.00280179+0.162771j 0.0502184-0.116726j 0.0890771+0.0712526j -0.0332518+0.00204371j -0.041438-0.0143428j 0.0181877+0.127118j 0.0332514-0.134234j 0.0830811+0.0298748j 0.032457-0.000693513j -0.0447197-0.0049957j 0.037449+0.00715036j 0.0255304-0.0227204j 0.0218894+0.00971803j 0.0199882+0.0125845j -0.00211514-0.00214348j 0.0175649-0.0103294j 3.28775e-05-0.00129804j -0.0153276+0.00487252j -0.00240148+0.0126354j -0.00626534+0.00357113j -0.0120977-0.00505168j 0.00339358+0.00442959j -0.00299875+0.0128241j 0.00577671-0.0101772j 0.0124035-0.00928387j 0.0076701+0.01391j 0.00678545-0.00996332j 0.00353469+0.00273309j -0.0257195-0.0241945j -0.00106285+0.000505397j 0.0181906+0.0291172j 0.0116655-0.0427797j -0.000356164-0.0100273j 0.0198172-0.00708837j -0.00235928+0.0063059j 0.00562789+0.00376222j -0.00164412+0.00736748j -0.00194018+0.00513328j -0.00105541-0.0168607j 0.0223386-0.00715881j 0.0161011+0.0184385j -0.00317659+0.00109548j -0.0153019+0.0117902j -0.00663274+0.00913806j -0.00235642-0.00536794j 0.00360831+0.0336169j -0.00542446-0.0128321j -0.00604281-0.00649137j 0.00360798-0.00349627j 0.00868819+0.0070013j -0.0130306+0.0154642j -0.0107592+0.00164473j -0.00357298+0.000758597j -0.0119252+0.0174601j -0.0021718-0.014105j -0.0163921+0.0135195j -0.00796092+0.00839178j -0.00305133+0.000443689j 0.0043204-0.00775906j 0.0085762-0.00940652j 0.00554846-0.0151929j 0.00658855-0.00445768j 0.00117631+0.00640749j 0.00482189+0.0144043j -0.00191732-0.00396597j -0.0114072-1.17544e-05j -0.00380581+0.000279923j -0.0031909-0.00642537j 0.00785315-0.00358109j 0.00430432-0.00463032j -0.0112702+0.00506886j 0.00448913-0.00606792j -0.00323017+0.000218465j -0.00298534-0.00489568j 0.0110408-0.00171214j 0.00773574-0.00566613j 0.00749663-0.00377832j 0.00551743+0.00702228j 0.00306614-0.0103585j 0.00847272+0.00608659j -0.000993068-0.00031085j 0.000949287+0.00248183j -0.00577316+0.00521994j -0.00593897-0.0046624j -0.00235449+0.0100621j -0.00740971+0.0177683j -0.0082738+0.0103807j 0.0055397-0.00505193j 
-0.00870373+0.078796j 0.0576009-0.0167059j 0.0247599-0.156718j 0.250502+0.0450899j 0.0232495-0.0945258j 0.0756037+0.0660099j -0.104599+0.00968284j 0.00421718+0.0457561j -0.0700427-0.0107058j 0.0999217+0.0385218j 0.0415998-0.0440965j 0.043466-0.0617078j 0.0330256+0.0032633j -0.042761+0.0532006j 0.0122887+0.0313363j 0.0521546-0.0110934j -0.0440098+0.0441644j -0.0992+0.0138522j 0.027667-0.0596879j 0.012364+0.0167363j -0.0372897-0.00637827j 0.00360518-0.0371485j 0.0173711-0.0206169j -0.00892677+0.00832364j -0.0110674-0.00484856j 0.0035172+0.00380893j 0.0136552+0.00878929j -0.0103606+0.0141659j 0.0125118+0.00711766j 0.00136239-0.00111947j -0.00610487+0.00331309j -0.00447249+0.00137508j 0.00528366+0.010906j -0.00746017-0.000235671j 0.0104912+0.00904491j 0.00500971-0.00717745j 0.000122771+0.0054875j 0.00531409-0.00966292j 0.00512322-0.00781151j -0.0189046-0.00215707j 0.0210627+0.00940124j -0.00243248-0.00838821j -0.00391058+0.00963229j 0.01757+0.0170875j -0.00645923-0.00457427j 0.00048607+0.00970609j 0.00693583-0.00135156j -0.011803+0.0110655j -0.0277273+0.025912j -0.0134292+0.0191162j -0.00896458+0.0109799j 0.00566766+0.0138728j 0.00516538+0.00267906j 0.00970255-8.3677e-05j 0.014868+0.0010685j 0.0122291+0.00303527j -0.0119472-0.001854j -0.0117121-0.00478416j -0.019761-0.00648376j 0.0197111+0.00609418j -0.0132336-0.00974765j 0.0026515-0.0101163j 0.0090472+0.00122559j -0.000775663+0.00809968j -0.00202803-0.00263199j -0.00351304+0.000468485j -0.000140761-0.00531271j -0.00323096-0.00502583j -0.014555-0.00552643j 0.00159371-0.00821821j -0.0134799-0.00821867j -0.00292881+0.0123267j -0.0147557+0.000806773j 4.27832e-05-0.00393069j 0.00258357+0.00521816j 0.00641013+0.00631958j 0.00873541+0.0102287j -0.00268664-0.00650192j 0.00568627+0.00371289j 0.00351179-0.000428873j 0.00983168+0.00415068j 0.00142059+0.0116078j 0.00100448-0.000808917j -0.00278962-0.00808586j 0.000438768+0.00393156j 0.00283073+0.0148929j 0.0054003+0.00845656j -0.0078657-0.00359211j 0.00781297-0.00273154j -0.00246182+0.00113165j -0.00136159-0.00408026j 0.00315923-0.00398837j 0.00260321+0.00253373j 0.00462448+0.00117727j 0.0024809-0.00333975j 0.000469721-0.00323947j -0.00198741-0.00733308j 
-0.131496-0.106948j -0.0731819+0.00159863j 0.0448501+0.0685325j -0.0800244-0.00260355j -0.0472367-0.0200338j -0.00782293-0.189342j -0.173731+0.0443112j -0.0182016+0.116172j 0.0163011+0.183963j 0.0098621+0.120437j 0.0794453+0.0243621j 0.11264+0.0585765j 0.0748494+0.00810012j -0.158598-0.0271376j 0.120088-0.0641148j -0.0528613-0.00558944j -0.128724-0.0879415j 0.00641733-0.00643288j -0.00503071+0.0103207j 0.00297281-0.01541j -0.00706183-0.025921j 0.0118191-0.0100081j 0.00215783-0.00919415j 0.00131255-0.0100041j -0.00754227-0.0112556j 0.00691029+0.0113165j 0.0156735+0.0172985j 0.0246858-0.00944328j 0.00729435-0.00760818j -0.0133434+0.000307749j 0.0135413+0.0098453j -0.00582474+0.00603122j 0.00171173+0.00767156j 0.0201952+0.00274206j 0.00419844+0.0118134j 0.00608484-0.00862856j 0.0284493+0.00472427j 0.0104416+0.000724544j -0.0119229-0.00758772j 0.0180574+0.0422142j 0.0437531+0.00873428j -0.00139006-0.0169047j 0.0128844-0.00290142j 0.0192189+0.0121033j -0.0173826-0.0099186j 0.00469175+0.020244j 0.0029653+0.0112796j -0.0183682-0.0132057j -0.0143424-0.00783234j 0.00640991-0.000672981j -0.00807153-0.0056798j 0.00047313+0.0229162j 0.00788679+0.0120043j -0.00303291-0.00412281j 0.0274976-0.00916593j -0.0299225+0.0119258j -0.00407284-0.00577588j -0.0177676-0.00246675j 0.00670754+0.00093019j 0.000804726+0.00527691j 0.00604465-0.0118648j -0.00501185-0.0154259j 0.00257518+0.00291919j -0.0201719-0.00427234j 0.00080888+0.00334385j 0.006104-0.00280822j 0.00722271-0.0100958j -0.0110688-0.0154418j -0.00427134-0.00638872j -0.00760646-0.00194218j 0.00945209-0.00847863j 0.011327+0.00207313j -0.00519639+0.00382207j -0.000742823-0.005134j -0.00256185+0.00249468j 0.000442903+0.00719414j -0.00489721+0.000850675j -0.00364346-0.00817492j -0.00440819-0.00430873j 0.00195959+0.00487563j -0.00495919-0.00545762j -0.00606665+0.0100295j -0.00930924-0.00525745j 0.00264033-0.00622274j 0.0087261+0.00647714j -0.00742266-0.00180223j -0.00527384+0.00864716j 0.000473729+0.00889795j 0.0128903+0.00285413j 0.00122832+0.00210124j 0.00374062-0.00914026j 0.00394729+0.00283923j -0.00369694+0.0176839j 0.00496926+0.00949709j 0.00932671-0.00636066j 0.00190574+0.00220896j -0.0017016-0.0179989j 
0.0473458-0.0948247j -0.127706-0.00756769j -0.0535382+0.0177114j -0.0810265-0.0480911j 0.0014914+0.115869j -0.0393579+0.0211339j 0.111132-0.00302008j -0.0699557-0.096308j 0.0516988-0.036052j -0.0953119+0.0349615j -0.0933225+0.0504723j -0.00981254-0.0625456j -0.105927+0.0528681j 0.0596182-0.140434j 0.0551817-0.00430361j -0.0834311-0.00961839j 0.025365-0.0346987j 0.00756397+0.0223438j -0.0595243-0.00232813j 0.0294331-0.0256566j 0.0230464+0.00359067j 0.00974765+0.00488969j -0.0179489+0.000563896j -0.00314387+0.000363911j -0.00643504-0.00458624j -0.00267504+0.00458864j 0.00458458-0.00518453j -0.0114025+0.00123512j 8.39731e-05+0.00416017j 0.0076307-0.00592219j -0.00196785+0.0022593j -0.00268505-0.00123047j 0.00572252+0.0054164j 0.00501893-0.0027548j 0.0175737+0.00527152j -0.0157616+0.00849682j 0.00425392+0.000114554j -0.0132125+0.0197211j 0.00223444-0.0134587j 0.00867931-0.00846485j -0.017117-0.00274514j -0.015315-0.00507137j -0.0160789+0.0042717j -0.00736814+0.0035959j -0.0112222-0.0178294j 0.0179696-0.013175j -0.00148334-0.0112648j 0.0127893-0.00769781j 0.0364474-0.00196218j 0.0220795+0.000524274j 0.00938249-0.00241077j 0.0174728+0.00783853j -0.00615812+0.00160306j 0.0091772+0.00374545j -0.00620505+0.0109833j 0.0144471+0.00817123j 0.00669368-0.00750886j 0.00771805-0.00444524j -0.00646563-0.00193405j -0.00247737+0.0028917j 0.00097391-0.00522786j 0.010298-0.00300152j -0.00568795+0.00418141j 0.00893246+0.0132498j 0.000814932-0.00420833j -0.005894-0.000483084j -0.00261095-0.00515315j 0.00166641+0.00855657j -0.00137242+0.000947264j 0.00764343+0.00417466j -0.00443341-0.00382363j -0.000751085+0.000583966j 0.000473976-0.00608608j -0.00874365-0.00278267j 0.00141606+0.00266734j 0.000409862+0.0038094j 0.00114142+0.0026302j -0.00162014+0.00122957j 0.00317599+0.00542733j -6.2143e-05-0.00206147j -0.00278999+0.000755147j 0.00629803+0.00139938j 0.0120601+0.0049917j -0.00134738+0.00559437j 0.00187443+0.00254342j 0.00151533+0.0031029j 0.000756348+0.0065129j -0.00166539+0.00286387j -0.00192522+0.00399557j -0.00852717-0.00416357j -0.000296281-0.00677154j -0.000111921+0.0167386j -0.000750532+0.0012504j -0.00327899+0.00343267j -0.000996314+0.00165464j 0.000987317+0.0149797j -0.00534061+0.00382913j 
-0.0488484+0.066111j 0.0461734-0.0502429j 0.15787-0.0521447j 0.0939903+0.23738j 0.0970206+0.0672586j -0.0971364+0.076742j -0.0567357+0.00195895j -0.0868769-0.00833602j -0.00766153-0.0485889j -0.0480805-0.00847906j -0.0202972+0.00117622j -0.0325168-0.0216733j 0.0156513-0.064214j -0.0701959+0.07059j 0.0424697-0.00275161j 0.0690465-0.0594315j -0.0231748+0.0223474j -0.00762896-0.042027j 0.0257471+0.0416009j -0.0492998-0.0181999j -0.0155149+0.00273281j 0.00227587+0.0114511j -0.0136802-0.00749672j 0.00552293+0.0055028j -0.0135828-0.0131887j 0.00395585-0.0128543j 0.0232051+0.00965839j -0.00276945+0.00346245j 0.00757114-0.00708953j -0.00773122-0.00709156j 0.0072598-0.00304736j -0.00137722-0.00745739j 0.00611846+0.00215078j 0.00758644-0.00179789j 0.00478158+0.00249662j 0.0123039-0.00552711j -0.00549904-0.000494506j -0.0137508-0.0123384j 0.00976471-8.39122e-05j -9.42774e-05+0.00831894j 0.0197878-0.033062j -0.00958921-0.00984628j 0.00912903+0.0267768j 0.0230156+0.0158232j -0.0328878-0.00214694j 0.0159453-0.0293006j -0.00424894+0.00206498j -0.00262205-0.0195382j 0.00161613-0.0261251j -0.00338031-0.021694j -0.00505249-0.00753144j -0.0131998+0.00183473j -0.00785858+0.0182196j 0.00816851+0.00494846j 0.00642701-0.0318744j 0.0142698-0.00299477j 0.000823718+0.00229803j -0.00383402+0.00265479j -0.00981282-0.0151048j -0.000595914-0.00385403j -0.00429752+0.00639129j 0.00185369-0.00520638j -0.0015816-0.0136672j 0.00665447+0.00508934j -0.0100446-0.00406733j 0.000216514-0.00798822j -0.00396325-0.000548667j -0.000672658+0.00143697j -0.0075884-0.000897996j 0.00767727-0.00486319j 0.000811769-0.00429145j -0.00661671+0.0122983j -0.00306434+0.00512481j 0.00274626-0.00967641j 0.00999902-0.00804365j 0.000537726+0.0016653j -0.00102724+0.0083316j -0.00205863-0.00196935j -0.000563231-0.000387357j 0.00229697+0.00100012j 0.00371697-0.00271771j 0.00647817+0.00548334j 0.00801183-0.00357941j -0.00479574-0.00253529j 0.00295313+0.0114876j 0.00616274+0.0095326j 0.00821005+0.00330454j -0.000168209+0.00586323j 0.00868746+0.00243614j -0.000978067-0.00481866j -0.0112449-0.00182643j 1.80487e-05-0.00152618j -0.00916022+0.0154428j 0.00948066+0.00360468j 0.000215972+0.000545284j -0.00337346+0.00533756j 0.00596419-0.0208737j 
-0.053761+0.0860094j 0.0314947+0.0976219j 0.026198+0.154638j -0.227756+0.111359j 0.0149703+0.0621975j 0.0367484-0.143875j 0.0626658-0.0722739j 0.0298488+0.0516449j 0.0125596-0.0274773j -0.00781998+0.0385498j -0.0381782+0.00104143j -0.0364732-0.0355832j 0.0173116+0.0701234j 0.0610884+0.0708358j -0.0314666-0.0270781j 0.0546909+0.0320142j -0.0332394+0.0967959j 0.0471244-0.0262132j -0.0459115+0.0295883j 0.0178958-0.022159j 0.0122566+0.00345586j 0.0229409-0.0233687j -0.00207591-0.0202109j -0.00094207+0.00808392j 0.0108931+0.000700873j -0.000441887+0.008491j -0.0103387-0.00183254j -0.00292218+0.00320667j -0.00375062-0.00244739j -0.00769781-0.0026926j 0.0125231-0.0104201j -0.00162189-0.00469856j -0.0146495-0.00101869j -0.00377333+0.00806896j 0.00352927-0.00703764j 0.00300079-0.002499j -0.0260572-0.0198384j 0.0190403-0.00212144j 0.0183134+0.0161124j 0.0114676-0.034916j 0.0040322-0.00850156j -0.00862425-0.00804012j -0.00906399-0.0159349j -0.0221531+0.0212667j 0.0135616-0.0268112j 0.0184325+0.0190962j 0.00550371-0.0131772j 0.0154715-0.00602409j 0.011313+0.00145873j 0.0152918+0.00391005j 0.0266376-0.00728683j 0.0104565+0.00327593j -0.0274984+0.00860754j 0.00572204-0.00631445j -0.00179808+0.00744689j 0.000254026-0.0040497j 0.00678085-0.0126183j 0.0104686+0.00494198j 0.0129944+0.0101164j -0.00755885+0.00106099j 0.00907672-0.0157477j 0.00799005-0.00302934j 0.000466949+0.00588189j -0.0026172+0.012999j 0.0100086-0.0045103j 0.00378751-0.000231155j 0.00264068-0.00177482j -0.000951961+0.00248895j 0.00816184+0.00773147j -0.00158302+0.00278871j 0.000464006+0.00128083j -0.00710268-0.00562759j -0.00834996-0.00108563j 0.00287967+0.000122456j -0.00182414-0.00214825j 8.71478e-05-0.00339945j -0.00577274-0.00271328j -0.00509879+0.00327828j 0.002697+0.00116974j -0.000699494-0.00438119j 0.0037341-0.00109354j -0.00397893+0.00464749j 0.000901431-0.00463199j -0.00846847-0.00179134j -0.0176594-0.00126286j -0.0114691+0.00590234j 0.00173121+0.00377316j -0.00535786-0.00757988j -0.00796375-0.00143416j 0.00463438+0.00129385j 0.00412317-0.00256036j -0.013598+0.0084953j 0.0041856-0.0012779j 0.00481182-0.00283551j 0.000136395+0.00764868j -0.0112811+0.0169081j -0.00503489+0.00778434j 
