-0.179287+1.66533e-16j 0.0199559+0.0174296j 0.0243351+0.0378513j 0.0660939+0.120135j -0.0266191+0.0127516j 0.00667148-0.0126557j 0.0156126+0.113282j -0.0147529-0.029349j -0.00128225+0.0557769j -0.0306017+0.0354001j -0.0102005-0.0427972j 0.00413576+0.0334862j 0.0145851-0.00767905j -0.00970694+0.0617618j 0.0154617-0.02698j 0.00254174-0.0393102j 0.0100088+0.00171902j -0.000891544+0.0104371j -0.019356-0.00826122j 0.0343672-0.00155334j 0.0159924-0.00159585j -0.00648304+0.0250737j 0.0154616-0.0171683j 0.0116339+0.00599856j 0.071532+0.00896631j 0.00633591+0.0254627j 0.0126619-0.00219023j 0.0129961-0.0200398j 0.0270184+0.0085878j 0.0380056-0.0248276j -0.036695-0.0452644j 0.0497883-0.00239573j 0.0669723-0.0565033j 0.0339535+0.0898511j 0.192489+0.0480723j 0.0411464-0.158764j 0.0362357+0.117771j 0.100503-0.0352296j 0.0519374+0.0342864j 0.0489793+0.048421j 0.118865+0.0345323j -0.0397026+0.0203669j -0.0516924-0.0701432j 0.0241516+0.0289913j -0.010387+0.027747j 0.0141694-0.0010204j 0.0262101+0.0188359j -0.00842004-0.0495495j -0.0136052+0.0322406j -0.0254698+0.0198293j -0.00902717-0.00430952j 0.0107251+0.0399988j -0.00881232+0.00188659j -0.00329924+0.00414723j 0.0153665+0.00671266j 0.0122623+0.000921389j 0.0146189-0.00493004j 0.00382487-0.0226699j 0.00693413-0.0101252j 0.000316899-0.0249761j -0.00126054-0.0185124j 0.0204812-0.019156j 0.00075607+0.00387176j -0.0144029+0.0255012j -0.00195695+0.00983636j -0.000132643-0.0253961j 0.0355836-0.00611299j 0.00178612+0.00704137j 0.0129473-0.0106095j 0.0215489-0.0106291j 0.00204624-0.0224334j 0.00865801-0.00248754j 0.0279871+0.0356425j -0.056992-0.00610434j 0.00614119+0.0178782j -0.0115008-0.0018198j 0.00894608+8.45505e-05j -0.0087761-0.0301126j -0.0226376+0.0114141j -0.0189504+0.0501523j 0.00941083+0.0276847j -0.00900168+0.0122552j 0.00930327-0.0508508j -0.0070358+0.0401225j 0.0709257-0.183593j -0.0963767-0.112575j -0.300256-0.0458218j 0.034886+0.133797j 0.0399352-0.139961j 0.0594011+0.0484974j -0.0146127-0.0158397j -0.142168-0.0168879j 
0.192489-0.0480723j -0.0253658+0.181027j 0.0631081+0.0816321j -0.115132-0.0306259j -0.144682+0.00983185j 0.0332505-0.131024j 0.0693548-0.071565j 0.0218787-0.0257548j 0.080817-0.00954414j -0.135739+0.034713j -0.0142136+0.0500747j 0.216512+0.107986j 0.0427155+0.0474674j 0.0528287-0.0673401j -0.0604047-0.0137267j -0.095155-0.04852j -0.054309+0.0473228j -0.1131+0.0664603j -0.0974482+0.0477954j 0.0154933-0.0602952j -0.0877559+0.027998j -0.0326423-0.0803266j -0.0273232+0.0809655j 0.102581-0.0488239j 0.0465383-0.0766039j -0.0331078-0.0173121j 0.0194213-0.0423833j 0.0292604+0.0284652j -0.00712943+0.00487045j -0.036658-0.0671874j -0.0555251+0.049721j 0.0430811+0.035286j 0.0476291-0.0233781j 0.066916-0.00324724j -0.0138926-2.47025e-15j -0.0217984-0.011716j -0.00374864+0.0915123j -0.15188-0.0419368j -0.059754+0.114699j -0.0991451+0.00485553j 0.0314717+0.0171677j 0.00898141-0.0891642j -0.0953543-0.0291291j -0.0216114+0.0529014j 0.0848456-0.00328822j -0.0220157+0.0645225j -0.031831-0.0216122j -0.00247893-0.0227661j -0.015742+0.00441012j 0.00903292-0.0199956j -0.0146609-0.00809806j -0.0105564-0.0118176j -0.0112211+0.00241624j -0.0130738-0.0088675j -0.0233701+0.0161087j 0.0147417+0.00711906j -0.00924762+0.00382024j 0.017511+0.025907j 0.0135353-0.0118961j 0.0122442+0.00340942j -0.00564008+0.000659685j 0.0059228+0.000914604j -0.0108849-0.00148638j 0.0113608+0.00302467j -0.00227911+0.00629966j 0.00631987+0.0049937j 0.0119806+0.00296222j -0.0121141-0.00294077j -0.00975953-0.00449751j -0.0112115+0.010115j 0.0058798+0.00226349j 0.00434227-0.00121187j 0.00287981+0.00392302j 0.0146795+9.8037e-05j -0.00119122-0.00877671j 0.00984427-0.00281817j 0.00675157+0.0194873j -0.00575298-0.0093587j 0.0034613-0.00120565j 0.0151326-0.00786846j -0.0139739+0.00722302j 0.00347691-0.00285481j -0.00860831+0.00346421j -0.0194288+0.00715362j -0.0164395+0.0233902j -0.00483679+0.0027381j 0.0387886+0.00536021j 0.0210878+0.00473191j -0.00735691+0.00294654j -0.00246594+0.00960991j 0.00959832-0.0262396j 0.00948378-0.00487493j 
0.0411464+0.158764j -0.123292+0.0750174j -0.0882562-0.0621986j -0.0119749+0.0266895j -0.000285368+0.158014j -0.0394461+0.108899j 0.188059+0.133083j -0.255239+0.0689782j 0.0982223-0.21073j 0.00955121-0.0831088j -0.139905-0.0873065j -0.0407701-0.114757j 0.0247577+0.0537562j -0.159212+0.00102255j -0.0125973+0.223742j -0.0741178-0.00339343j -0.0578085+0.071827j -0.00479403+0.00576326j 0.0616104+0.00774755j 0.0434175-0.0746111j -0.000880575+0.0232242j -0.0192699-0.0931463j 0.022689+0.0146455j 0.0217537+0.0409167j 0.0286416+0.0552281j -0.00521734+0.0191483j 0.0441477-0.00401886j -0.0905943+0.0123815j 0.0366116+0.0252237j -0.0440133+0.0258232j -0.0498131-0.0189174j -0.0263948+0.0843727j -0.0204915+0.0805927j 0.0464817+0.00453559j -0.0217984+0.011716j 0.160729-1.41553e-15j -0.134875-0.00216391j -0.0559102-0.0856849j -0.0663432+0.0483286j -0.00867928-0.156401j 0.0076638+0.0360814j 0.0482377-0.000462694j 0.0346572-0.0270024j -0.112227-0.0102614j -0.0063093-0.0951737j 0.00667591-0.0177105j -0.0683355+0.00863889j -0.0200864+0.0727233j -0.0198802+0.0258164j -0.0297719+0.039895j -0.00113143+0.0197486j -0.0280251-0.00570081j -0.00389581+0.00293862j -0.00391615+0.0186081j 0.00156803+0.00851324j -0.00835403+0.00533078j 0.00189539+0.0020695j 0.0210842+0.000116008j -0.00376382-0.00576195j -0.0042967+0.0128907j 0.00135299-0.00177028j 0.0044049-0.0195172j -0.0121256+0.0160822j 0.00123907+0.000678521j 0.00322976-0.0105945j 0.0142427+0.00957958j -0.0216717-0.00355034j -0.00277915-0.00971506j -0.00739385-0.00391363j -0.000866925-0.010073j 8.60684e-05-0.00270919j 0.00217771-0.00802979j -0.0004382-0.00778505j 0.00766879+0.0101016j 0.00285801+0.00199137j 0.00130836+0.00744902j 0.0166315-0.00571213j 0.000270925-0.00351643j 0.00496224-0.0131662j -0.00958857-0.00807433j -0.00058361-0.00171177j 0.0175403+0.00234683j 0.00110077+0.0185283j 0.00786387-0.00642434j 0.0215739-0.00782902j -0.00810596-0.00579528j 0.0244792+0.019425j 0.00378785+0.00533217j 0.00222842-0.00155088j 0.00596418+0.0148741j 0.00852915+0.0214952j 0.00678831+0.000387748j 
0.0362357-0.117771j 0.0896114+0.0523828j 0.0616065+0.00660976j 0.0252761-0.121029j 0.118005+0.0162792j -0.122693+0.00493961j 0.00296787+0.161102j 0.038416-0.122206j -0.0529861-0.0283153j -0.157463-0.248995j -0.0306788+0.139444j -0.17055-0.163625j -0.0218947-0.0438456j 0.0491136-0.0894324j -0.0607112-0.0720025j 0.0688956-0.035259j -0.0622632-0.0443938j -0.0147282-0.0371605j 0.029617+0.0570917j -0.0410274-0.100621j 0.0210539-0.0144111j -0.0314448-0.0145114j -0.00444421-0.00395668j 0.0232108+0.0169018j 0.0673974-0.107763j -0.054653-0.0731276j -0.00186888+0.0140612j 0.0151213-0.0426653j 0.0233966-0.0257873j -0.026025-0.0921792j 0.0164505+0.0431061j 0.0177837-0.0765075j -0.0309495-0.0229684j 0.00156722+0.00479228j -0.00374864-0.0915123j -0.134875+0.00216391j 0.161361-1.46383e-13j 0.0713896+0.0394615j 0.117693+0.0919019j -0.0418007+0.171917j 0.111851-0.0183526j -0.0178952-0.0502438j -0.0605329-0.10419j 0.034285-0.065724j -0.053359-0.0122424j 0.053025-0.0247235j 0.000261648-0.0475939j 0.00911299-0.00317878j -0.0276958-0.0243606j 0.0069247+0.0170847j -0.000788379+0.0192752j 0.00828264+0.033658j 0.00160564+0.029991j -0.0193721-0.0424619j 0.0191612+0.00504074j 0.00323348-0.0484474j 0.00709321+0.014629j 0.00261709-0.0304103j 0.0138344-0.0154809j 0.00844076-0.0101042j 0.00669231-0.00741146j -0.0036636+0.00334989j -0.00271912-0.0142186j -0.00916937-0.00514447j -0.00237305+0.00119309j -0.0108421-0.0151185j 0.00785567+0.00892626j 0.00535744-0.00305491j 0.0103275+0.00573928j -0.00211065+0.0234347j -0.0174269+0.00408029j -0.00293911-0.00950772j 0.00889234-0.0113351j -0.00770079+0.0122192j -0.0184394-0.0018248j -0.0106413-0.0190087j -0.0137405+0.0184982j -0.00142331+0.0145538j -0.000322859+0.0178998j -0.00455715+0.000793608j 0.012747-0.000222126j -0.0112191-0.0088497j -5.23922e-05-0.0166187j 0.00996736+0.00473455j 0.0295191+0.0341917j 0.0370718-0.00365151j -0.0127833-0.0734571j -0.0358191-0.0105843j 0.0287238-0.0125241j 0.0012993-0.0148773j -0.0473123-0.0266837j -0.0134404-0.00841005j 
0.100503+0.0352296j -0.020294+0.125555j -0.123031-0.147804j -0.0282637-0.0994459j 0.130003-0.0412005j 0.153515-0.0153329j -0.0377368-0.0921555j -0.210049-0.299566j -0.0996567+0.00748304j -0.125473+0.105795j 0.121329+0.0418399j -0.0942027-0.0126723j -0.0409326+0.0138038j -0.0696548-0.176193j -0.00854954+0.139838j -0.038678+0.037227j -0.000646079+0.0360809j -0.0770623+0.00827497j -0.0237432+0.0177191j 0.0146889+0.197827j -0.0664077+0.0520307j -0.0456169-0.0176313j 0.020106+0.059416j -0.00196885-0.0638409j -0.0304048-0.0296293j -0.00599334-0.0223236j 0.0474264+0.0261707j 0.033374+0.0405923j -0.0478962+0.0244594j 0.0061594-0.0112742j 0.0916549-0.074557j 0.00610602-0.00481002j 0.0379542-0.0980541j 0.000882922-0.0855926j -0.15188+0.0419368j -0.0559102+0.0856849j 0.0713896-0.0394615j -0.153833+4.72469e-14j 0.0159606+0.180653j -0.142238-0.10419j 0.0131874+0.00625685j 0.124262-0.0285272j -0.0106624+0.0403428j -0.0943659-0.121997j -0.0590152+0.0358567j -0.0552212-0.00691506j 0.0202442+0.0192056j -0.0178683-0.0857758j 0.00920227+0.0337857j 0.0109624-0.0180619j -0.019758-0.010174j 0.0273758+0.0281856j 0.014535-2.15132e-06j -0.0217062+0.0246301j 0.00466358-0.0119185j -0.0198719-0.00924792j 0.000619798-0.00433703j -0.0152265-0.0297965j -0.0131876-0.0112088j 0.000611557-0.0244602j -0.0149566-0.0238303j -0.00728295-0.00830003j -0.00296995-0.0064992j -0.000159785-0.00367301j 0.00675344+0.00375364j -0.0180378+0.00165099j 0.0165849-0.0341035j 0.000439856+0.00827068j 0.00429731-0.0166467j 0.0109131-0.00721098j 0.0115983+0.0112405j -0.00167583-0.0078744j -0.00732261+0.0058905j 0.00122069+0.00429798j 0.0187288+0.0155973j -0.00146178+0.000696416j 0.00992252+0.0150224j 0.00338412-0.0093876j 0.00203457+0.0198366j 0.0173237+0.00162538j -0.0131859-0.0132171j -0.0206724+0.0102698j -0.00607637-0.000986781j -0.00624308+0.0216586j 0.0224577-0.0386452j -0.0137448-0.0594114j -0.0850496-0.0356474j -0.00448101+0.0436604j 0.00441065-0.0411295j -0.0304279+0.00997085j 0.0155332-0.00567147j -0.0662315-0.0448273j 
0.0519374-0.0342864j 0.0662052-0.013044j 0.0696415+0.0761216j -0.0653233+0.0477883j 0.0727763-0.025159j -0.207365+0.157147j -0.146263-0.178904j -0.0665672+0.0824555j 0.0245041-0.101114j 0.0867901+0.0118339j 0.0391654-0.104584j 0.050066-0.0634353j -0.0261119-0.0485559j 0.0417331-0.0462534j 0.0609527-0.0036604j -0.0542132-0.0306862j 0.0197009+0.0551944j -0.0135549-0.0152524j 0.0266945+0.0272709j 0.012985+0.0385785j -0.0287601-0.0371983j -0.0301528-0.0525979j 0.0130305-0.015126j -0.0151273+0.0258304j 0.0468452-0.113726j 0.00434187+0.000529556j 0.0469945+0.0120501j 0.00216078+0.0354437j 0.0221545-0.0869656j -0.0291141+0.0244715j 0.0266978+0.0727059j 0.0593914-0.023569j -0.00144397+0.113747j 0.0734968+0.0102074j -0.059754-0.114699j -0.0663432-0.0483286j 0.117693-0.0919019j 0.0159606-0.180653j 0.154043-3.81639e-16j -0.0489587+0.0542071j 0.0575455-0.0998135j 0.0863396+0.0417131j -0.0614486-0.0249822j 0.0301856+0.0750034j 0.00944737+0.0018559j 0.0932422+0.00703803j -0.0143408+0.0319387j -0.0361606-0.056565j -0.000761634+0.0537193j -0.0561594+0.0261767j 0.0194673+0.0154553j 0.0153592+0.0315346j -0.0147456+0.0285487j 0.0278037-0.00244766j 0.00876063+0.021227j 0.0077354-0.00498706j 0.00918627+0.000400511j 0.035566-0.0203977j 0.0169786+0.00615671j -0.00341938+0.00466611j -0.00381836-0.00411709j -0.00368022-0.0233077j -0.001013-0.0120258j -0.000758379-0.0111387j 0.00622709+0.0022599j 0.00708545-0.0265259j 0.00429324-0.0306019j 0.00353623+0.0209174j -0.00380305+0.0229881j -0.00158999-0.00541803j -0.0112126-0.0193678j 0.0128966-0.000981642j 0.031277-0.0249665j -0.0147409-0.0021267j -0.027147+0.0288122j -0.013104-0.0104181j 0.000772012-0.00718792j 0.00232142+0.0046841j -0.00303262-0.0143463j -0.017231-0.000805499j 0.0498042-0.01522j -0.00159202+0.0282589j 0.00883127-0.035012j 0.0265806+0.038065j 0.118531-0.0267713j 0.0743213-0.0488316j -0.0645055-0.148462j -0.0787365-0.0254656j 0.0350872-0.0514815j 0.0278812-0.0420932j -0.106236+0.020316j -0.0345543+0.00394378j 
0.0489793-0.048421j -0.0723157+0.0294401j -0.052535+0.00247395j 0.00786254-0.09791j 0.0511647-0.0961032j 0.0785595+0.0778467j -0.113898+0.051345j 0.167905+0.245972j 0.00873622+0.0381742j 0.0219704-0.173477j -0.0582416+0.0581899j 0.0490557-0.0326476j 0.0229098+0.0472767j -0.0609269-0.0716898j -0.0328818-0.0260403j -0.00289433+0.052165j -0.00908855-0.0220314j -0.0272604+0.00693341j -0.00920387-0.00418179j -0.0905725-0.0521188j 0.00280839+0.0455708j -0.0375588-0.00350929j -0.0145585-0.0102116j 0.0627467+0.0544291j -0.0712374+0.00274651j -0.036344-0.0556541j -0.00975766-0.0364468j -0.0128203+0.00731173j -0.0373881-0.00271963j -0.0168108+0.049403j -0.0160533+0.00839707j -0.0593338-0.00305119j 0.0124745+0.0515811j -0.0379165+0.000897843j -0.0991451-0.00485553j -0.00867928+0.156401j -0.0418007-0.171917j -0.142238+0.10419j -0.0489587-0.0542071j -0.123627-2.60972e-14j -0.117239-0.0719489j 0.0501446-0.126572j 0.0105486-0.0628583j -0.0359545-0.0497421j -0.026136+0.0272579j 0.017471-0.0185836j 0.0645875+0.0835168j 0.0065782+0.0402973j 0.0237222-0.0153336j -0.00707064+0.0617802j -0.0260154-0.0180082j -0.00822003+0.0432252j 0.0110364+0.000241601j 0.0139699+0.00329189j 0.00194344-0.0263733j 0.00159879+0.00918517j -0.00305032-0.0128611j 0.00266607-0.0349459j 0.00524155-0.00429318j 0.0206656-0.0285778j -0.00802189-0.0225764j -0.00102575+0.00279941j 0.0120544+0.0163039j -0.0172626+0.0168611j -0.00137794-0.00549885j -0.00752921-0.00346559j 0.0132674+0.0050811j 0.0139254-0.0105784j 0.02485-0.0106086j 0.0180835-0.0115565j 0.00837778+0.00508797j 0.00723766+0.00572533j -0.0226812+0.0152481j -0.0376646-0.00586565j 0.0478511+0.0097841j 0.00912478+0.000859103j -0.00711919-0.0211207j 0.0176759-0.0170298j -0.0300695+0.0126994j -0.0203662+0.0416485j -0.0135475+0.00633389j -0.0175514-0.0241838j -0.0109761+0.0141023j 0.00194955-0.00175404j 0.00180257-0.116984j -0.104006-0.0276518j -0.145878+0.0323978j 0.0410009+0.104333j 0.0221053-0.091407j 0.00232312+0.0420058j 0.0326483-0.0177884j -0.107921+0.00984901j 
0.118865-0.0345323j 0.0308771+0.00828477j 0.00996251+0.0678632j -0.0412528-0.147171j 0.00585239-0.184627j 0.279971+0.00665696j -0.147286+0.151772j 0.0483624+0.155558j -0.00699113+0.0446878j -0.0157772-0.0106404j 0.0477619-0.0165913j 0.0167316-0.018774j 0.0250369+0.0168678j -0.0512757-0.0501412j 0.0325739+0.0138789j 0.00871162-0.0231869j 0.00243416-0.0232365j -0.0424149-0.0324357j -0.0205518-0.0227954j -0.0327848+0.0073766j 0.00114342+0.0127494j -0.0499836-0.00373417j 0.0358626+0.0334544j 0.0137463+0.00163784j 0.0552915+0.0383256j -0.0210612-0.0096706j 0.0617047+0.020256j 0.0164689-0.0205435j 0.0204743+0.0114107j -0.0439602+0.00345518j -0.00471435-0.0498824j 0.0492034-0.0277056j 0.0627997-0.0467553j 0.0198359+0.105328j 0.0314717-0.0171677j 0.0076638-0.0360814j 0.111851+0.0183526j 0.0131874-0.00625685j 0.0575455+0.0998135j -0.117239+0.0719489j -0.0129518+3.76088e-15j 0.0558049-0.0439547j -0.0161036-0.0872653j 0.0109032+0.00952962j -0.0228328+0.079478j -0.0834082+0.00633406j 0.0651744-0.0630868j 0.00449345+0.0483564j 0.0414413-0.0138103j 0.0124027+0.0125979j -0.0318422+0.0318276j 0.0147768-0.0262739j -0.0234908+0.00430201j 0.0296447-0.0115834j 0.00714014-0.0107369j 0.0141415-0.0283497j -0.0151409+0.00593659j 0.021853-0.000879633j -0.0111229-0.00427657j 0.00244933+0.000123828j -0.011753+0.0152303j -0.0283142+0.0115663j 0.000280858-0.00858277j 0.0150284+0.00116736j 0.00345347-0.00356161j -0.00729999+0.0143303j -0.011828-0.00604514j -0.0038196-0.00750803j -0.0242077-0.00206349j -0.0386984+0.0122116j -0.000807509+0.0042904j -0.00753705+0.005986j 0.00603709-0.00855296j 0.0393545+0.00594272j -0.0320464+0.0263146j 0.000717889+0.0154201j 0.0161155+0.0103099j -0.0353275+0.038972j 0.00468152-0.0192919j 0.00137527+0.00109335j -0.0184442-0.0277194j 0.00416001+0.0129881j 0.0226834-0.0464512j 0.000336477-0.0654434j -0.0255432+0.0979258j 0.0980412+0.0184868j 0.0743812-0.0516781j -0.067954-0.0757531j -0.0101328+0.0578233j -0.0278966-0.0245931j 0.00902259+0.0335309j 0.0623401+0.0272968j 
-0.0397026-0.0203669j 0.126164-0.00825044j 0.0700354+0.0895125j 0.0275376+0.0499445j 0.103271-0.0651892j -0.0958007+0.256545j -0.225158-0.027599j -0.113918-0.0351312j -0.0218251-0.0253649j -0.0903732-0.0172795j 0.0897499-0.0318835j -0.0657858-0.0074341j -0.00147541+0.0054292j 0.016025-0.00729353j 0.0069015+0.0122751j 0.0750824-0.0272872j -0.0295225+0.0149271j 0.0228211-0.0260841j 0.0435177-0.0104047j -0.00163033+0.0115104j 0.00278164-0.0128612j -0.0020731-0.0253864j -0.0292835-0.00340003j -0.00730822+0.0290224j -0.0169683-0.00445707j -0.00217208+0.00123181j -0.0330167+0.0482747j 0.011875+0.0273554j -0.00281915-0.0115857j 0.0190473-0.0268863j 0.0490718-0.0200436j 0.0169281+0.0309918j 0.0153237+0.0933331j -0.0663109+0.0367382j 0.00898141+0.0891642j 0.0482377+0.000462694j -0.0178952+0.0502438j 0.124262+0.0285272j 0.0863396-0.0417131j 0.0501446+0.126572j 0.0558049+0.0439547j -0.0105168+3.01842e-15j 0.0340269+0.0164619j 0.0322314+0.0548393j -0.0596691-0.0158875j 0.0237071-0.119769j 0.0328034+0.01943j -0.0836146+0.0565442j -0.00945423+0.0272985j -0.00562199+0.00476143j -0.00747075-0.0244342j 0.0403849-0.0429244j 0.0266121-0.0258832j -0.0287484+0.0295297j 0.0200482-0.00212839j 0.0103219+0.0110869j 0.00859054-0.0223615j -0.0406618+0.0696428j 0.0069168+0.0110549j -0.0123575+0.0171649j -0.015768+1.71979e-05j -0.00253958-0.00877598j -0.0088334+0.00761857j -0.0167549+0.00733033j 0.000872778-0.000346362j -0.0221342+0.00263578j -0.00776679+0.0247953j 0.00717216-0.0121665j 0.0040286-0.00625484j 0.00458129-0.0189396j -0.00707882+0.0143803j -0.0395939+0.0172424j -0.0146603+0.000890808j -0.00356835-0.00483535j -0.0181115-0.00891606j -0.0100062+0.0236412j -0.0108086+0.0171212j -0.0294238-0.0440577j 0.0116854-0.0353262j -0.0253212+0.00472879j -0.0088856-0.00599099j -0.00423301-0.0577182j 0.0254008+0.0636123j 0.0359857-0.0628546j -0.107108-0.0116635j -0.0594775+0.0989899j 0.122667+0.127967j 0.0954778-0.00843093j 0.0142636+0.0402204j -0.00580102+0.00878527j 0.0573632-0.00944713j -0.013363-0.00293983j 
-0.0516924+0.0701432j 0.000883396+0.0202664j -0.0291762-0.00787403j -0.015407+0.022091j -0.0193357+0.0134755j -0.0345306+0.0295508j 0.00491102-0.0857075j -0.0238231-0.0562951j -0.0262223-0.0561874j 0.00619481-0.00478501j -0.0215076-0.0101671j 0.00319596-0.0494751j 0.00160547+0.0033352j -0.0367721+0.00188274j 0.0194842+0.0311927j -0.0221572+0.0272134j -0.00121059-0.0234996j -0.0159184+0.000535596j 0.0137978-0.000145748j 0.0371729-0.0537988j -0.013123-0.028219j -0.0132128+0.0171628j 0.017849+0.00697772j -0.00713015-0.0465657j 0.00735175-0.0025104j -0.0145309+0.0166447j 0.00910193-0.005291j -0.0024594+0.0399176j 0.00106998-0.0124242j -0.0651437-0.0387225j 0.00529506-0.0194302j -0.0274609-0.0978251j 0.110807-0.149172j 0.064845+0.0293971j -0.0953543+0.0291291j 0.0346572+0.0270024j -0.0605329+0.10419j -0.0106624-0.0403428j -0.0614486+0.0249822j 0.0105486+0.0628583j -0.0161036+0.0872653j 0.0340269-0.0164619j -5.959e-06+1.80411e-16j -0.00854066-0.00874451j -0.0449881-0.0150486j -0.0361599-0.0541597j 0.016793+0.0373097j -0.043976-0.112684j 0.0388146+0.00142595j 0.00399577+0.0421192j -0.0179188-0.0616053j 0.00685973+0.00314091j -0.0310256+0.0645857j 0.00558689-0.101365j 0.0183383+0.0112595j 0.0106555-0.00397632j -0.000317992+0.00766257j -0.0177979-0.103564j -0.0327794-0.0455114j 0.0158108-0.0190776j 0.0260193+0.0103487j -0.0234536+0.00518362j -0.0226427+0.0171085j -0.00485011+0.0369669j 0.0221154-0.025441j -0.0184153-0.0262226j -0.0429515+0.0649371j 0.0335187-0.0278282j 0.0064645-0.00374561j -0.0011034+0.00352082j -0.01077-0.0174674j -0.0213557+0.0194847j -0.00333502+0.0744969j 0.019647-0.0801788j -0.0293675+0.0441577j -0.0342975+0.0201066j -0.0164983-0.0887294j 0.0100937+0.00599313j 0.0357511+0.0288581j -0.104084+0.154615j -0.128059-0.0928932j -0.0735914-0.046063j -0.0131238-0.164401j -0.0176133-0.169097j -0.174766+0.186867j 0.034555+0.0437566j -0.149636+0.028404j -0.00413744+0.00169114j 0.0233834+0.0382664j 0.0538809-0.0613096j -0.0285551-0.0572844j -0.0170785+0.140124j 
0.0241516-0.0289913j -0.0432016+0.086561j 0.0188406-0.0295049j -0.0300726+0.0203248j -0.010249+0.0234435j 0.0381321-0.0800349j 0.0522464+0.0089183j -0.0538768-0.0347237j 0.00436757+0.0176053j 0.0034272-0.00302823j 0.0294016+0.0206353j 0.0360829+0.0251636j 0.00700121+0.0326044j 0.0186056-0.0255215j -0.0401355-0.0292509j -7.17519e-05+0.0316145j -0.000650301-0.0429084j -0.00313999-0.00692042j 0.0053422+0.0133423j -0.00354101-0.0084432j 0.00545642+0.0315933j -0.0238505-0.00711369j -0.00260674+0.00341863j 0.0103722+0.0189509j 0.0149219+0.00603173j 0.00600919-0.0370931j -0.011004-0.0313503j -0.0423943-0.0137091j 0.0196606+0.00481124j -0.012853-0.0499433j 0.018761-0.0366773j 0.0587093-0.0607887j 0.0840314+0.0731619j -0.0447782+0.0950602j -0.0216114-0.0529014j -0.112227+0.0102614j 0.034285+0.065724j -0.0943659+0.121997j 0.0301856-0.0750034j -0.0359545+0.0497421j 0.0109032-0.00952962j 0.0322314-0.0548393j -0.00854066+0.00874451j 0.0865298+2.63678e-16j -0.0591-0.0415913j 0.0470471+0.0766994j -0.031804-0.00436124j 0.00656304+0.0381726j -0.074436-0.0372127j -0.0681776-0.0440593j -0.0240222-0.0252125j 0.0108636+0.0195908j -0.00992923+0.0111849j 0.0141366+0.0322542j 0.00131174-0.0240127j 0.0154701+0.0301994j 0.00444049-0.0167791j 0.00912766-0.0317124j 0.012421+0.0394634j -0.0204702-0.0235096j 0.0146881-0.0451597j -0.00468142+0.00955677j -0.024154+0.0262337j 0.00654014-0.0243609j 0.00613029-0.0308301j 0.0202279+0.0115645j -0.0481956-0.0250837j 0.00306474+0.00543076j -0.0201932-0.0024536j -0.00198873-0.036218j -0.0361291-0.0112425j -0.0303647+0.0277834j 0.024563+0.0105888j 0.0339827-0.0320175j -0.0694805+0.0819565j -0.0234785+0.0341226j 0.0302707-0.0652459j 0.00753396+0.0394196j -0.0387361-0.0350105j -0.140063-0.0330112j 0.150832-0.134038j -0.0518945-0.109703j 0.150751-0.00533635j 0.095832-0.170233j -0.0139646-0.205114j 0.0409522+0.0984595j -0.00437975-0.0213659j -0.0336229-0.00947105j 0.0705308+0.0679942j 0.00615353+0.0415317j -0.0240086+0.0952876j -0.0147589+0.102769j 
