-0.0605891+1.8735e-16j -0.042386-0.000103526j 0.0328142+0.000486312j -0.041278+0.00175133j 0.0205961-0.000678199j -0.0381033-0.000597218j -0.0321688+0.00223314j 0.00587183+0.00112991j -0.0271634+0.00133226j -0.00955226+0.00140243j 0.0253027-0.00122918j 0.0272979-0.000313495j -0.00015935+0.00139862j 0.0173891-0.000345991j -0.00486374-0.000782512j -0.0243624+6.19635e-05j -0.0178514+0.00163004j 0.0105151+2.88019e-05j -0.0228296-0.00102029j -0.00370328-0.00120797j 0.0121327-0.00103717j -0.0295474+0.00151633j 0.0558748+0.0018851j 0.0282799-0.0023528j 0.00705112-0.000160286j -0.10016-0.000126245j 0.0243469-0.00638681j -0.432518-0.00476434j 0.509525-0.0115551j 0.184394-0.00426491j 0.0329202+0.0109471j -0.0493418-0.00652045j -0.056581+0.00293866j 0.0107242+0.00300619j 0.0270689+0.00351485j -0.0481521+0.00406522j -0.0313828-0.0044112j 0.00898538+0.00104393j -0.00229143+0.000313651j 0.0133104-0.00450785j 0.0484271+0.00134195j 0.0210856-0.000699084j -0.00662492-0.000350785j 0.0065684-0.00117459j 0.0317236-0.00186826j 0.0162902+0.0034479j 0.00289139+0.000184938j 0.0239407-0.00130561j -0.00337097-0.000992416j -0.00473549+0.00130718j -0.000657653-0.0041425j 0.0006203+0.00170211j -0.0276236+0.00197679j 0.0054546+0.00064008j 0.00647869-6.89849e-05j 0.00427313+0.00260397j -0.00069367+0.00365899j -0.0170079-0.00137814j 0.00986426-0.00468588j 0.00659316-0.00384599j 0.0234768+0.00296383j -0.0225998+0.000248838j -0.00950013+0.00775535j -0.0397994+0.00034317j 0.0325707-0.00847912j -0.000563256+0.0166637j -0.105365-0.00197628j -0.00653047-0.023067j -0.110171-0.00837589j 
0.0054546-0.00064008j -0.00107929-0.000479795j -0.0232603-0.000821521j -0.00102395-0.000366386j 0.0224731+0.00650672j 0.0609055+0.00299195j -0.00207784+0.00918821j -0.0441927+4.69236e-07j -0.105536-0.0032477j -0.0705979+0.00237152j 0.0191283-0.00224748j -0.000564194-0.00108451j -0.122801+0.00980641j 0.0370766-0.00292143j -0.00536693-0.00393815j -0.000260463-0.00188227j -0.00871128+0.00436512j 0.00347234-0.00259758j -0.00133067-0.000599133j -0.00620198-0.00388858j -0.00165845-0.000353175j 0.00357806-0.0021448j 0.00795197-0.00420463j -0.00397761-0.00262514j 0.00507118-0.00130025j 0.00160401+0.00028282j -0.00943843+0.00358082j -0.00136301+0.00248895j -0.00789538+0.00130673j -0.0100789+0.00035998j 0.00523383+0.000186921j 0.0128529-0.000192943j -0.00180529-0.000626969j 0.00635366+0.000604333j -0.0135895-0.00048746j -3.42351e-05+0.000700545j 0.00344159+0.000234594j 0.00411002+0.000196341j -0.00725451+8.49595e-05j 0.00240692-0.000207533j 0.00352737-0.000219068j -0.000406674+1.12786e-05j 0.00184472-0.000111571j 0.00572563+0.000107688j -0.0196288-7.28068e-05j -0.000418859-0.000319196j -0.000497648-0.000124053j -0.00100661+8.77999e-05j 0.000103657-3.85763e-05j 0.00183974-0.000104659j -0.00180023+7.47903e-05j -0.00170712-0.000114484j 0.000317413-0.000262184j -0.00512901+8.5305e-16j -0.00253268+0.000193406j -0.00311028-2.95808e-05j 0.000901595-0.000293669j -0.00454266+0.000246074j -0.0017839+0.00046458j 0.00293291-8.5692e-05j -0.00415694-3.97387e-05j 0.00165128-0.000129115j 0.00654587-0.000334263j 0.00328392-0.000239531j -0.000475063+0.000552226j -0.00190124-0.000250482j 0.00697275+9.55675e-05j -0.00298901+0.000270683j 0.00321845-8.50908e-05j 
0.00647869+6.89849e-05j -0.00163418-8.26202e-05j -0.0232828-0.00650243j 0.013888+0.000558942j -0.0177083+0.00761799j 0.023446+0.00301592j 0.0364661-0.00266031j -0.0884176-0.00464084j 0.0267825+0.00099892j 0.105844+0.00393722j 0.0694179-0.00222044j -0.0219228-0.000219034j -0.0656095+0.00214443j 0.0522338-0.00221313j 0.022529+0.00793336j -0.0110032+0.00835426j -0.0105862+0.0105148j 0.000443263+0.00837534j -0.00469562+0.00430811j -0.00468601-0.00371044j 0.00673962-0.0052194j 0.000370848-0.00130917j 0.00187875+0.00301392j -0.00209338-0.00147983j -0.00602207+0.00377535j -0.00512604+0.00308846j 0.00314991-0.00200911j -0.00333996+0.00153884j -0.00107435+0.00106434j -0.00698814-0.000174867j 0.00552805+0.000205869j 0.00951331+0.00173606j 0.00522806+1.14952e-05j -0.00285757+0.000261962j -0.00214636-0.000219992j 0.00109147+6.23108e-05j 0.0150041+0.00105005j 0.000879372-0.000345644j 0.00126366+0.000595332j -3.38032e-05+7.72701e-05j 0.000401201-0.000682378j 0.000548346-7.96683e-05j 0.000761842-0.000248974j -0.0194184-8.07592e-06j -0.00617615-0.000279519j 0.00163824-0.000578939j -0.000279023-7.75638e-05j -0.000170961-0.000163824j 0.000745972+4.00722e-05j 0.00230674-0.000728919j -0.000212232-0.000243669j 7.11311e-05+6.09295e-05j 0.00349484+5.96584e-05j -0.00253268-0.000193406j -0.00303742+6.3488e-15j 0.000221311+0.000243333j 0.00128082+3.11241e-05j -0.00159291-0.00035487j -0.00154417-2.92535e-05j 0.000535492+0.000231382j -0.00047271-1.72408e-06j 0.00238924+0.000195832j 0.000922267-0.000530187j 0.00239168+0.000181778j -0.00493164-0.000435845j 6.12051e-05-0.000151436j -0.00138263-0.00109319j -0.00124212-0.000213233j 0.000143412-0.000345504j 
0.00427313-0.00260397j -0.0160151+0.00102051j -0.0199354+0.00784085j 0.0285994+0.00231725j -0.00370917-0.00607855j 0.0426804+0.00965669j -0.0187416-0.00382728j -0.0445029-0.00181463j -0.0492527+0.00509647j 0.0456914-0.00687899j -0.0655879-0.000115831j 0.016422-0.00375057j -0.0665512+9.76003e-05j -0.0980328+0.00556141j 0.00389575+0.00220772j 0.00329141-0.00323743j -0.00979369+0.000999457j 0.00606905+0.00394197j -0.00475862-0.00463255j 0.0059778-0.00249984j 0.00133517+0.000513775j 0.00271701+0.00225043j 0.00553182-0.000600165j 0.00461774-0.00296293j 0.00172351+0.00439114j -0.00764762+0.000238586j 0.000953121-0.00136882j -0.000683564+0.000337234j 0.00378371-0.000175197j -0.00206169+0.000485374j 0.018617-0.00093797j 0.0108657-0.00200326j 0.00851309+0.000763817j 0.000779078-0.00165399j -0.0054965-0.001185j -0.00266495+8.90027e-05j 0.00508044+0.00044839j 0.00304826+2.42197e-05j -0.00345716-0.000243741j -0.00262876+0.000140862j -0.000140261-0.00017338j -0.00126842-0.000234681j -0.0204566-7.137e-05j -0.000464601+0.000231349j -0.00242296+0.000155884j -7.77789e-05-0.000265789j -0.00263688-0.000272343j 0.00213337+0.000139612j 0.000266641-8.28593e-05j 0.00101542+0.000196099j -0.00256378-0.000126873j 0.0027054-0.000266765j -0.00204057-5.83756e-05j -0.00311028+2.95808e-05j 0.000221311-0.000243333j 0.00148584-7.01045e-16j 0.000213464-3.13552e-05j -0.00375196+0.000253116j -0.0022966-9.29087e-05j 0.00282997-0.000411214j -0.000890208+0.000135714j -0.00470421+0.000759432j 0.00316037-0.000312432j 0.00298474-0.000457188j 0.0012828-0.000636276j -0.00324698+0.000527666j -0.00167334+0.000173557j -0.000813251-0.000158479j -0.0014006+6.02843e-05j 
-0.00069367-0.00365899j -0.0190765-0.00094589j 0.0094491+0.00442215j 0.000390694-0.000763476j 0.0327704+0.00384064j 0.0240559+0.00205477j 0.0531518+0.00967803j -0.00151323-0.00426621j -0.034606+0.00411789j -0.0078875-0.00321106j -0.0526849+0.00238807j -0.0376539+0.0110008j -0.0319957-0.00108785j -0.00222216+0.00718482j -0.0187805-0.0016761j -0.00346637-0.00206029j 0.000805118+0.00546276j 0.00104049-0.00368747j -0.0023853+0.000107667j 0.00490733-0.00167464j -0.000790749-0.00141543j 0.000244616-0.00110192j -0.000386484+0.000751938j 0.00221376-0.00127452j 0.00236296-0.00194039j -0.00393598-0.000889913j 0.00334867+0.00027042j 0.00348211-0.000555957j 0.00671274-0.000948802j 0.00605569+0.00198344j 0.0159225+0.000504225j -0.00479621-0.00155007j 0.000590473-0.000350405j 0.00600043+0.000474132j -0.00137465-0.000191744j 0.00713396+0.000713458j 0.000501835+2.59999e-05j 0.00200099-0.00056302j -0.000993613-0.000219001j -0.000993081-0.000477704j -0.0027746+0.000207793j 0.0204896+6.3713e-05j -0.00109658-0.000252198j 0.000602504-1.60207e-06j -0.000389127+5.42035e-05j -0.000573959+0.000181131j -0.000107392-6.55542e-05j 0.00205456-5.31103e-06j -0.000868859-1.65354e-05j 0.00103025+0.000251281j -0.00112559+5.04413e-05j -8.8437e-05-0.00022613j -0.00223632+7.52827e-05j 0.000901595+0.000293669j 0.00128082-3.11241e-05j 0.000213464+3.13552e-05j -0.000176035+1.49457e-16j -0.00019225+0.00019386j 0.000743272+0.000351883j -0.000430423-0.000373378j 0.00122645+0.000125745j -0.00327127+0.000186011j 0.000594457-0.000102393j -0.00345872-0.000281841j 0.00156303+0.000132418j -0.000738767+9.6353e-05j -0.00225534+0.000229765j 0.00135796+0.000175013j -0.00202522+0.000261955j 
-0.0170079+0.00137814j 0.0164928+0.00622978j -0.0525907-0.0069608j -0.00117374-6.48727e-05j 0.0106758+0.00143245j -0.0118371-0.00989408j -0.080763-0.00728668j -0.0453045-0.00248513j -0.0982724+0.0131357j -0.00171632-0.00156954j 0.0759679+0.0030447j 0.0571052-0.0016428j 0.0249203-0.00294612j 0.0125898+0.00263879j -0.00902052+0.00115738j -0.00504326+0.00148183j 0.00101324-0.00208809j -0.000873692+0.00549183j 0.0053355-0.000281258j -0.0111042+0.00093161j -0.00124987-0.00320581j 0.00285386+0.000793739j 0.00186215+0.00117264j -0.0088549+0.000977031j 0.00139722+0.00210982j 0.00699689+0.00135756j -0.00906801+0.000903139j 0.00502078+0.00131228j -0.018781+0.00361271j 0.0039006-0.000871059j -0.0169021-0.00399623j 0.0229207+0.00223438j -0.00434041-0.000779204j 0.00408519-4.4205e-05j -0.00390244+0.000536649j -0.0114644-0.000418517j 0.000392426+0.000668813j 0.00261766-0.000279188j -0.0026765+0.000257839j 0.00127721+0.000882073j -0.0213907-0.000141205j -0.00419197+0.000235141j 0.000868346+8.28176e-05j -0.000530605+0.000503285j -0.00414613+0.000377915j -0.00301363-0.000380974j -0.00059494-0.000151615j -0.00203159-0.000336961j 0.00262216+4.61618e-05j -0.00208886-0.000577631j 0.00419874+0.000217996j -0.00196461+5.3588e-05j 0.00223153-0.000247503j -0.00454266-0.000246074j -0.00159291+0.00035487j -0.00375196-0.000253116j -0.00019225-0.00019386j -0.00363076-1.15142e-16j 0.00109253-0.000326817j 0.00381634+0.000615432j -0.00736942+7.62627e-05j 0.00401755+6.76737e-05j 0.00332042-0.000460416j 0.00578555+0.000676827j -0.000408374+5.42207e-05j -0.000745843+2.31022e-05j 0.00747923+0.000251729j -0.00112035-0.000364324j 0.00710018+0.000137811j 
0.00986426+0.00468588j 0.0200778-0.00419332j 0.0130993-0.00275j 0.0049112+0.00977754j 0.0136855-0.00432669j 0.0592783-0.0017083j -0.0331094-0.00656206j 0.0158469+0.00469346j 0.0189654+0.00244054j -0.0902283-0.00103039j 0.0956005-0.0136368j -0.0519996+0.00615184j -0.00824324-0.00206093j -0.0085787-0.0047103j -0.0103308-0.00254546j -0.00251918+0.00182235j -0.00188015+0.00223644j 0.00547866-0.00487114j -0.00558029-0.00265419j 0.00215014+0.00542706j -0.00625319+0.00148815j 0.0051123+0.00521502j 0.00335346-0.00486329j -0.00176972+0.0014339j -0.000753088-0.00423502j 0.00518425-0.00113758j -0.00753519+0.00397626j -0.0106247+0.00321223j -0.00706842-0.000232782j -0.0153156-0.00210438j -0.0112318+0.00247493j -0.00342282+0.00131059j 0.00132188+0.00178347j 0.00132369-0.000243314j -0.010447+0.000101417j 0.000394199+2.79668e-05j -0.000581763-0.00130879j -0.00130815-0.000667926j -0.000625261-0.000755791j -0.0209241-0.000117062j -0.000836437-0.000837801j -0.000868503-0.000587124j 0.00227279+5.9753e-05j 0.000711048-0.000149815j -0.00283238+6.48573e-05j 0.000866339+0.000412785j 0.000153453-0.000159748j -0.00375373+8.12721e-05j 0.000328436-3.63371e-05j 0.00545262+0.000195941j -0.000995086-6.02346e-05j -0.00202321+0.00033996j 0.00052929-0.000290963j -0.0017839-0.00046458j -0.00154417+2.92535e-05j -0.0022966+9.29087e-05j 0.000743272-0.000351883j 0.00109253+0.000326817j -0.00447187-4.52709e-16j -0.00294513+5.68696e-05j -0.000823625-0.000135709j 0.00311941-0.000973217j 0.00174458+5.99553e-05j 0.00102745+1.70829e-05j -0.00224993+0.000670626j 0.000354806-0.000660137j 0.00447397-0.000190533j -0.00468925+0.000238565j 0.00141634-0.000533278j 
0.00659316+0.00384599j 0.019179-0.00335209j 0.0347032-0.00098937j -0.0239003-0.0049518j -0.0723847-0.00266959j -0.0684315+0.00158535j 0.00687125+0.00842554j 0.0290469-0.0157314j 0.111397-0.00111927j -0.0195004+0.00581161j 0.0174917-0.00290655j 0.0167913+0.00212674j -0.00716586-0.00323487j -0.00380496-0.00303265j -0.00134642+0.00256147j 0.00277362+0.00517033j 0.0031928-0.000375752j -0.000600029-0.00124647j 0.00340594+0.00461847j 0.00373634-0.00209662j -0.00049651+0.00679087j 0.000374588-0.00208478j -0.00296859-0.00102345j 0.000382465+0.00359497j -0.00409279-0.000618359j 0.00280738-0.000259325j 0.00168137+0.000265478j -0.00551012-0.000335515j 0.00200764-0.000810377j -0.00782796-0.00202967j -0.0156024+0.00233001j -0.013564+0.000420581j -0.00381972-0.000423924j -0.0125314+0.000266753j 0.00882576+0.00086565j 7.18205e-05-0.000310355j -0.00156348+0.00105922j 0.0198576-0.000119824j -0.00664865-0.000740393j -0.00194425-0.000471336j 0.00410224-0.000253987j -0.00192378+0.000343911j 0.00329514+0.000195909j -0.000806033-0.000485868j 0.00627418-2.71731e-06j 1.27262e-05+0.000295375j -0.000133532-0.000336314j -0.00174658+1.62961e-05j -0.00170826+4.18607e-05j 0.00116023-4.99489e-05j 0.000173562+2.68633e-05j -0.000230155+0.000127022j 0.000376567+3.02012e-05j 0.00293291+8.5692e-05j 0.000535492-0.000231382j 0.00282997+0.000411214j -0.000430423+0.000373378j 0.00381634-0.000615432j -0.00294513-5.68696e-05j -0.00278495+1.5683e-16j 0.00443421-0.000331129j 0.00114741-0.000175933j -0.00441514+0.000512374j 0.000814615+0.000234185j -0.00122343+0.000124554j 0.00256177-0.000482203j -0.00136561-0.000434235j -0.00031971-1.87669e-05j -0.00112661-0.000447101j 
0.0234768-0.00296383j 0.0025822-0.00356978j -0.0522248+0.00201478j -0.0345887-0.00026295j 0.0260377+0.000805819j 0.0424749-0.00890357j -0.0271055-0.00445925j -0.113487-0.00228433j 0.02424-0.00667377j -0.0833476+0.0133583j -0.0365634-0.00160376j 0.021423+0.00354362j -0.00380686+0.00267187j -0.00174909-5.64662e-05j -0.00154445+0.00421821j 0.000354347+0.00281167j 0.00362982+0.00186901j 0.00294094-0.00158468j -0.00150155-0.000438226j -0.00655193-0.00148089j -0.0011894+0.00342313j 0.0018026-0.000900224j 0.00804216-0.00117143j -0.00501141-0.000896385j 0.00713638-0.000449024j -0.00281488+0.00521968j -0.0121652-0.00114052j -0.00911332+0.000665983j 0.000970965-0.000763959j -0.0214134+0.00175012j 0.00729052+0.000870405j 0.0192372-0.000163513j -0.0112902-9.43045e-05j 0.00813254+3.04762e-05j -0.00645717+0.000994293j -0.00347539-0.00110391j 0.00205682+0.00102543j 0.00713423+0.000713957j 0.020225-5.80436e-05j 7.70819e-05-0.000959725j -0.00186557+0.000162006j 2.17361e-06+0.000336702j -0.00188292-0.000185747j 0.00192376+0.000371556j -0.0051353+0.000199832j -0.00136134-0.000452667j -0.00335297-0.000313241j -0.00206003-0.000225357j 0.00110498-0.000310656j -0.00179085-0.000322983j -0.00306474+0.000102962j -0.00183651-0.000187317j -0.00215215-6.54949e-05j -0.00415694+3.97387e-05j -0.00047271+1.72408e-06j -0.000890208-0.000135714j 0.00122645-0.000125745j -0.00736942-7.62627e-05j -0.000823625+0.000135709j 0.00443421+0.000331129j -0.00456448+2.45328e-16j -0.00285734+0.000138325j 0.00727674-0.000154867j 0.00364796+0.000225323j 0.00460497-9.12059e-05j -0.00801445+0.000377258j 0.00609904-0.000273514j -0.00406914+0.000506023j -0.00105142+0.000558726j 
-0.0225998-0.000248838j 0.0215019+0.000213876j 0.0296463+0.0129297j -0.125393-0.00279823j 0.0651099+0.0117693j -0.0350997+0.00740349j -0.0481961-0.00519731j 0.0813362-0.00411216j 0.00331175-0.00576529j -0.0206535-0.0069729j -0.0171647+9.8818e-05j -0.000729145+0.00251272j -0.00389622-0.00447471j -0.00340225+0.000189426j -0.00295429-0.00148601j 0.0036986-0.0022589j 0.00207392-0.00246715j 0.00224383-0.0022433j 0.00423054+0.00259141j -0.00236041-0.00063613j -0.00322094+0.00432137j 0.00477046-0.00290571j -0.00279981+6.16293e-05j -0.00595126+0.00145309j 0.00935832-0.00364556j 0.0117812+0.00083707j -0.0108976+0.00257579j 0.00904032-0.000291004j -0.0122098+0.00229334j 0.00890215+0.000781609j -0.0268025-0.000972091j -0.0111023-0.00204741j -0.0290344-0.00130625j 0.00674769+0.00235749j 0.00196039-0.000868259j -0.0037062-0.00180033j 0.0230704-0.000242916j 0.00202913-0.00112373j -0.00138967-0.0009954j -0.000613861-0.00100248j 4.02392e-05+0.00070165j -0.000325043+0.000115453j 0.00420147+0.0001975j 0.00926985+0.000667058j 0.00486162+0.000500135j -0.00610205-0.000181582j 0.00350745+0.000681605j -0.00432247-9.37461e-05j -0.00147066-0.000428222j -0.0041139-0.000594749j 0.000215519-6.2198e-05j -0.00272819-0.000405506j -0.00288226-0.000442525j 0.00165128+0.000129115j 0.00238924-0.000195832j -0.00470421-0.000759432j -0.00327127-0.000186011j 0.00401755-6.76737e-05j 0.00311941+0.000973217j 0.00114741+0.000175933j -0.00285734-0.000138325j -0.0013962-1.25496e-17j -0.00065589+0.00055918j 0.00120884-0.000535044j 0.00628498+0.000962069j -0.00174944-0.000565552j 0.00772987+0.00149971j 0.00135785+0.000186675j 0.00539128+0.000670435j 
-0.00950013-0.00775535j -0.0461617-0.0028258j 0.0685053-0.002951j 0.0393208+0.0160233j 0.0234755+0.00897654j 0.0473534-0.0154679j 0.132561-0.0094248j 0.0110897+0.00242092j 0.00412425+0.00330367j -0.00917522+0.00185466j 0.00144107-0.00449896j 0.00302778+0.0048145j -0.00308767+0.00361432j 0.000387719-0.00271177j 0.00423247-0.00181458j 0.000775889+0.000770176j -0.00620917-0.000554842j -0.000826469-0.00262936j 0.00277551-0.0011774j 0.00828514+0.00213898j 0.00617167+0.00254126j -0.00555479+0.00183342j -0.00317939+0.000851221j 0.0117388+0.00150116j -0.00120077-0.00146647j -0.00457447-0.0010146j 0.0125336-0.00112196j 0.0104505-0.00280453j 0.0161373-0.00174008j 0.0214367+0.0048198j 0.0275018+0.0013229j -0.0212072+6.31264e-05j 0.0110119+0.001932j 0.00023449+0.00105094j 0.000601405+0.00229687j -0.022025-0.000120482j -0.00408029-0.00220671j -0.00119505-0.000599019j -0.00408099-0.000605285j 0.000827112-2.25977e-05j 0.0104841+0.00016432j 0.00726256+0.000554816j 0.000599514+2.59199e-05j -0.000606273-1.06119e-05j 0.00297955-0.000522224j 0.00163165+9.14723e-05j 0.000851404-4.24062e-05j 0.00408836-2.06549e-05j -7.64236e-05-0.000424312j 0.00293773-0.000214773j 0.000707418-0.000302291j 0.000572744+0.00026085j -0.00136834-0.000156267j 0.00654587+0.000334263j 0.000922267+0.000530187j 0.00316037+0.000312432j 0.000594457+0.000102393j 0.00332042+0.000460416j 0.00174458-5.99553e-05j -0.00441514-0.000512374j 0.00727674+0.000154867j -0.00065589-0.00055918j -0.00575595+4.2826e-17j -0.00678181-0.000270383j 0.00046883-0.000115363j 0.0032293+0.000410602j -0.00733455-0.000226317j 0.00566617+7.04135e-05j -0.00434713+8.67797e-05j 
-0.0397994-0.00034317j 0.0167509+0.0125169j 0.066685-0.00120537j 0.00229148+0.00614717j -0.00218578-0.0116125j -0.142918+0.00568121j 0.027585-0.00821476j -0.0133355-0.00565083j -0.00176122-0.00582657j 0.00468844+0.00208546j -0.00572934+0.00409602j 0.000391902-0.00057823j -0.00587329-0.00488452j -0.0051491+0.000788529j 0.00063175+0.000405321j 0.00332765-0.000645811j -0.00232022-0.00434985j -0.00487972+0.00182422j 0.00614567+0.000222405j 0.00321772-0.0020347j 0.00272902+0.00214607j 0.000179366-0.00223435j -0.0109668+0.00104524j -0.00220602-0.000240512j -0.00309721+0.00435875j 0.00593547-0.00412841j 0.00703802+0.000119688j 0.0154453-0.00202267j -0.00881539+0.00280835j 0.0246501-0.00106834j -0.0251293-0.00592673j -0.0171461+0.00130379j 0.000899929+0.00103842j -0.00228535-0.00239171j -0.0233592-0.000604347j 7.40324e-05-0.00210159j 0.00361133-0.000369414j 0.00430056+0.000921565j -0.00921649+0.000173289j 0.00700997-2.5752e-06j 0.00224243-0.00025788j -0.00111423-0.000298709j 0.00286473+0.000839414j -0.000345042+0.000123345j 0.00969296+0.000678145j -0.0030282-6.58927e-06j -0.00090591-0.000369614j 0.00125478+0.000592821j -0.00155863+0.000543015j -0.00316042-0.000390675j 0.00418621+0.000331232j 0.00158245-0.000353365j 0.000287223-0.000233334j 0.00328392+0.000239531j 0.00239168-0.000181778j 0.00298474+0.000457188j -0.00345872+0.000281841j 0.00578555-0.000676827j 0.00102745-1.70829e-05j 0.000814615-0.000234185j 0.00364796-0.000225323j 0.00120884+0.000535044j -0.00678181+0.000270383j 0.00340974-4.19912e-16j -0.00192877-0.000152758j 0.00659936-0.000210906j -0.00218544+0.000774286j 0.00518589-0.000777609j 0.00482008-0.000384019j 
0.0325707+0.00847912j 0.0117977-0.00635744j 0.095031-0.00895264j -0.03474+0.0217305j -0.155282+0.0118011j -0.00063862+0.00913883j -0.00959264+0.00260578j -0.00478405-0.000329544j -0.005935-0.00195857j 0.000605694-0.00218435j -0.000503133-0.000806415j 0.00508002-0.00108345j -0.00118097-0.000689287j -0.000860701+0.000964207j -0.00121499-0.00034964j -0.00134579-0.00137992j 0.00140694+0.000664723j -0.00286692-0.00195296j -0.00338066-0.000320994j 0.00440846-0.00073586j -0.000841576-0.000456106j 0.000834484-0.000223136j 0.00117988-0.00207873j 0.00253651-0.000829175j -0.00868128-0.00164847j 0.00139956-0.0022287j 0.00347388+0.00234743j -0.00413233+0.000838551j 0.0053279-0.000116938j -0.0228411-0.00322757j -0.00404895+0.00532566j -0.0213843+0.00135445j 0.000261386+0.00339708j 0.0216967+0.000343243j -0.00011412-0.00209883j 0.00269145+0.00147951j -0.00561838-0.00167275j 0.00638061-0.000231206j -0.00724661+1.36202e-05j -0.00164883-0.000171292j 0.00450879-0.000194207j -0.00290215-0.000398329j 0.00147246-0.001221j -0.00255412-5.03518e-05j 0.00264382+9.65725e-05j 0.00541432-5.56747e-05j 0.000606175-0.000786547j 0.0019213+0.00036784j -0.00127709+0.000168034j 0.00749025+0.000415677j 0.00147249-0.000370958j 0.00151516+0.000397935j 0.00455926-0.000356627j -0.000475063-0.000552226j -0.00493164+0.000435845j 0.0012828+0.000636276j 0.00156303-0.000132418j -0.000408374-5.42207e-05j -0.00224993-0.000670626j -0.00122343-0.000124554j 0.00460497+9.12059e-05j 0.00628498-0.000962069j 0.00046883+0.000115363j -0.00192877+0.000152758j -0.00640305+5.00901e-17j 0.00456553-0.000251696j -0.00113104-0.00102838j -0.000477586+0.000343876j -0.0012026-0.000930598j 
-0.000563256-0.0166637j 0.0959112-0.00277444j -0.000517508-0.02197j -0.128254+0.0138614j 0.00921038+0.00757194j 0.00105355+0.000916777j 0.011373-0.00393365j 0.00194944-0.005984j -5.55717e-05-0.00494493j 0.00677409+0.00157048j -0.00704913+0.000507416j -0.000539298+0.0024278j 0.00086774-0.00247234j -0.00389656-0.00186865j -0.00532777+2.54516e-05j 0.00220139+0.00151519j 0.00607921-0.000422685j 0.0029528+0.000907268j -0.002387-0.000272321j -0.00516572+0.00300756j -0.00656064-0.00102801j 0.00824437+0.000902147j 0.00341733+0.000231602j -0.012106+0.00121504j 0.00988316+0.00216073j 0.0027904+0.00187493j -0.0152079-0.000222102j -0.0131953+0.00240697j -0.0146496-0.00111812j -0.020104+0.00701652j -0.0488094-0.00101463j 0.00477289+0.00875163j 0.0257248-0.000221681j -0.00190251-0.00152202j -0.000357021+0.000555881j 0.0084575+0.000615866j 0.0194125+0.00128407j 0.00390149+0.000261226j 0.00614244+6.57723e-05j -0.000739395+0.00136274j -0.00462649-0.000655931j -0.00184315+0.000156945j 0.00368077+0.000369559j 0.00246945-3.99899e-05j -0.00123749-0.00049178j -0.00324907-0.000632599j 0.00142328+0.000191129j -0.00540115-3.83275e-05j 0.00214566+5.77258e-05j -0.00234994-0.000832615j -0.00012335+0.000514978j -0.0022497-0.000246941j 0.000822179+8.15326e-05j -0.00190124+0.000250482j 6.12051e-05+0.000151436j -0.00324698-0.000527666j -0.000738767-9.6353e-05j -0.000745843-2.31022e-05j 0.000354806+0.000660137j 0.00256177+0.000482203j -0.00801445-0.000377258j -0.00174944+0.000565552j 0.0032293-0.000410602j 0.00659936+0.000210906j 0.00456553+0.000251696j -0.00625421+8.1532e-17j 0.00695323+0.000632874j -0.00573316-0.000359547j 0.00332177+0.000734581j 
-0.105365+0.00197628j -0.00354448-0.0157272j 0.142659-0.0149957j -0.00143333-0.0117284j -0.00428764+0.00862964j 0.0126271+8.93254e-05j -0.00106341-0.00575511j -0.0113809-0.00148805j -0.00443109-0.0052286j -0.00101528-0.00334029j -0.00356776-0.000454274j -0.00048622+0.00440445j -0.0078225-0.00142207j -0.00620659-7.50436e-06j 0.001756-0.000750879j 0.00606851-0.00151352j -0.00328434-0.00161481j -0.00726537-0.00284816j 0.0072994-0.000252773j 0.0101005+0.0018739j 0.00366189+0.0028503j 0.00398009-0.00165125j -0.0122209-5.89279e-06j 0.00349961+0.00270936j -0.00320231-0.00314661j 0.0172113-0.00108428j 0.000168997+0.00219356j 0.0181413+0.000840399j -0.0152991+0.00331201j 0.0543922+0.00170847j -0.0205849+0.00482774j 0.0265917+0.000920405j -0.00351124-0.00761233j 0.0127498+0.00106261j -0.0140755+0.000496552j -0.0135444-0.000877902j 0.00641571+0.000910666j 0.00170213-9.12873e-05j -0.0136009+3.36482e-05j -0.00120094+0.000619851j 0.0080669+0.00130867j 0.00230408+0.00102782j 0.00468258-0.00119135j 0.00199806+0.000992269j 0.00755064+0.000279005j -0.00134386-0.000730393j 0.0033893-0.000328008j 0.00147356+0.000293807j -0.00228296-0.000806898j 0.00256816-0.000507427j 0.0054018-0.000543419j -0.000497671+9.67415e-05j 0.00263542-0.00126898j 0.00697275-9.55675e-05j -0.00138263+0.00109319j -0.00167334-0.000173557j -0.00225534-0.000229765j 0.00747923-0.000251729j 0.00447397+0.000190533j -0.00136561+0.000434235j 0.00609904+0.000273514j 0.00772987-0.00149971j -0.00733455+0.000226317j -0.00218544-0.000774286j -0.00113104+0.00102838j 0.00695323-0.000632874j 0.00429758-1.92121e-16j 0.00497216+0.000618579j 0.00669629+0.00016757j 
