0.160638+4.85723e-17j 0.120901+0.0121603j 0.0980345+0.0985895j -0.060485-0.0998387j 0.0382915-0.018797j 0.0173313+0.0243958j 0.0258333+0.0935417j -0.022096-0.103076j 0.0220508-0.0728758j -0.02118+0.0124539j -0.00682429-0.0418132j 0.0161944-0.0175587j 0.000169255+0.0626946j 0.00231774+0.0142155j 0.0283322+0.0207312j -0.00277216-0.022122j 0.0845003-0.0136869j -0.0149559-0.00971579j -0.0536947+0.0312503j 0.0357927+0.0555046j -0.096697+0.00664179j -0.0490505+0.0199943j -0.0730514+0.06662j 0.226415+0.0836838j 0.0565932-0.239116j -0.0810058+0.0924487j 0.0667096+0.108927j 0.0554201+0.0236066j -0.135619-0.107127j 0.09165+0.0260642j -0.0629278-0.0137874j 0.0358729+0.0535246j 0.0213377+0.0526365j 0.010972-0.0422404j -0.00242752-0.00109523j 0.0194068+0.0453292j -0.00458291-0.0173088j -0.00686689+0.00159471j 0.0117761-0.0384896j -0.0176729-0.00540877j -0.00369715-0.0319229j -0.00626857-0.00757121j -0.0195877+0.0163544j 0.00972396-0.0274291j -0.00585761+0.0342249j -0.015378+0.00589891j -0.00677678+0.0174599j 0.0138378+0.00182839j 0.00505815+0.0208084j -0.0443092-0.00644291j 0.0106826-0.0218599j -0.010474+0.0207007j 0.0155099+0.015277j 0.0092435+0.00402107j 0.0135791-0.0166914j 0.00555915-0.0247591j 0.00673905-0.00798281j 0.00546804-0.00271902j -0.0228125+0.0312292j -0.0119206-0.0127726j -0.00386315+0.0586374j -0.0454347+0.109343j 0.0483098+0.109356j 0.236719+0.0533501j 0.0218149-0.127351j -0.0228279+0.129263j -0.0284119-0.0169885j 0.0227156+0.00613301j -0.133191-0.0480002j 
-0.0176729+0.00540877j -0.00377456-0.00990379j -0.0194484+0.0170493j -0.00264134-0.0172941j 0.0196063+0.00996506j -0.00232024+0.00318454j -0.0299096-0.0160747j -0.00711802-0.0220271j 0.0245384-0.0164054j 0.00868317+0.0230089j -0.00799878+0.00238124j 0.00785464+0.00692579j 0.0210493-0.0073423j 0.00706955+0.00985555j -0.00993239-0.0017298j -0.0239601-0.022112j -0.0514952+0.0101238j -0.0323401-0.0114417j -0.0393125-0.00838342j 0.0117269+0.0460387j -0.020587+0.0158337j 0.0288191-0.00419378j -0.000170271+0.0175016j -0.00522047-0.00346112j 3.17355e-05+0.00750788j 0.000192409+0.0175701j 0.016275+0.0125731j -0.00260551+0.0179738j -0.0377043-0.00669375j -0.0111198+0.048596j -0.00625686+0.000749679j 0.0410919-0.0578401j -0.0359596+0.0490423j 0.0782701-0.0234986j 0.00341439+0.0339361j 0.0106478-0.0322289j 0.0762291+0.0526153j -0.0782743-0.0204682j -0.0882887-0.0164187j 0.0893787+2.48412e-15j 0.0467325+0.00207804j 0.0267053+0.0510404j 0.0224367+0.0565106j -0.0126072+0.0790461j 0.0901046+0.0127089j 0.0596629-0.0639661j -0.078638-0.0340061j -0.150865+0.0589436j 0.0325447+0.0189328j -0.190823-0.00994082j -0.0778827-0.156337j 0.126713+0.0108553j -0.0909169-0.0625659j 0.0276541-0.0970988j 0.102295-0.169932j 0.099641+0.0881134j 0.126464-0.0965086j -0.00248551-0.050523j -0.0725208+0.250346j -0.0551198-0.0721911j -0.0631772-0.0953638j -0.238488+0.0474121j -0.00588714-0.0385556j -0.0123333+0.03139j 0.0780878-0.0864851j 0.133563+0.115637j -0.0850499+0.0705358j 0.0288933+0.0422824j 0.0524681-0.0289457j 
-0.00369715+0.0319229j -0.00992268+0.0346353j 0.0026557-0.00821724j 0.0234944+0.00421155j 0.0011002-0.00907324j -0.0256012-0.0149121j -0.00489449+0.0174647j -0.0216583+0.0047626j 0.00447466+0.0152705j 0.00681772-0.00407463j 0.0159454+0.00981013j 0.0230119+0.0149871j 0.0162247+0.0103503j 0.00121472-0.0136683j -0.0113611+0.00673902j -0.0160895-0.0117174j -0.00803254+0.0217072j -0.00566059+0.00515192j 0.0248215-0.00859728j 0.0132687-0.0136501j 0.0055683+0.00375575j 0.0132212-0.0185988j 0.00246881-0.00251989j 0.00545716+0.00479759j -0.0158108+0.00379186j -0.0230111-0.0102771j 0.00607839-0.022117j -0.0189107+0.0178613j -0.0115146+0.0053656j 0.00245794+0.0204889j 0.0235794+0.0964351j -0.02927+0.0539966j 0.00118435+0.0380182j -0.0679708-0.0402981j -0.016359+0.0410276j -0.00588569+0.0289771j 0.0131261-0.094757j 0.0307424-0.00318715j -0.0400334+0.0080989j 0.0467325-0.00207804j 0.0298649+3.19189e-15j -0.0193692-0.0228925j 0.0699827-0.0647037j -0.0278525+0.049936j -0.0419049-0.0353415j -0.0740995+0.07337j -0.0622624-0.0910656j 0.0663276-0.036157j 0.13794+0.0894779j 0.0523358-0.0252077j -0.0066466+0.0172327j 0.171111-0.0959008j -0.0125176-0.0951981j -0.220335-0.00301792j 0.0449466+0.141588j 0.206393+0.0110812j -0.0707943-0.243975j 0.0494031-0.424307j 0.00356429+0.0738054j 0.0395434+0.0582271j -0.00958103+0.0379173j 0.106341+0.0626613j -0.100219+0.11712j 0.0653544-0.0773622j -0.0101472+0.162495j -0.115187+0.131463j -0.169944-0.0254362j 0.0879727-0.0823817j 0.0312192+0.00232098j 
-0.00626857+0.00757121j 0.00562146+0.0150975j 0.011999+0.0160935j 0.0110079+0.0160745j -0.00623911+0.00105157j -0.00264515-0.0284453j -0.0112643+0.00956363j -0.00655933+0.00692518j 0.0157078+0.0112067j 0.0081397-0.00460456j 0.00478646+0.00686015j 0.0188185-0.00257103j -0.00640907+0.0129796j 0.00616919+0.00666744j -0.0107874-0.01911j -0.0321221+0.0112748j -0.0173908-0.013271j -0.0121896+0.0420254j -0.0147507-0.00426303j 0.0022333+0.00941267j 0.000393993-0.00923371j -0.0240683+0.0031255j 0.0113799+0.0251368j -0.0278239+0.00682552j -0.0108911-0.0275448j -0.00189702+0.00799563j -0.008668-0.0130892j -0.0147038+0.0117873j -0.0131124-0.00650463j -0.00781261-0.00827589j -0.00184999+0.0393152j -0.0143919-0.00427202j -0.000398878-0.0388917j -0.0606639+0.0203581j 0.00316938+0.021497j -0.0527935+0.0106919j 0.0018238-0.0533157j -0.0256909-0.00573115j -0.0198844+0.0321923j 0.0267053-0.0510404j -0.0193692+0.0228925j -0.0531509+5.31519e-15j 0.0231661+0.00344648j 0.0820924+0.111911j -0.0782264-0.00773724j 0.00834793+0.00584478j 0.016906-0.0754176j -0.172328-0.0943175j -0.0505622+0.10214j -0.00400366+0.056155j -0.0076777-0.0485861j -0.145164-0.0521941j 0.0783799+0.140602j 0.0241852-0.258882j -0.0401043-0.156341j 0.0821527+0.0599244j -0.156248+0.270225j 0.113286+0.132517j 0.123698-0.0691936j 0.0447473+0.17144j -0.0112342+0.0562239j 0.0360491-0.0131791j -0.0393244+0.255424j 0.00665583-0.0564649j 0.0123078-0.0549691j -0.0366979+0.048712j -0.0768614-0.0287442j 0.0181645-0.00933153j -0.0167428+0.024511j 
-0.0195877-0.0163544j -0.00325196+0.0218468j 0.00550009+0.0218519j 0.0198037+0.0061313j 0.0186222+0.00870139j -0.00797611+0.0286972j -0.00961749+0.00302311j -0.00761687-0.00480428j 0.00754114+0.0129534j 0.00932508+0.025335j 0.0129679-0.0315126j -0.00926696-0.00911704j -0.00267236+0.0197616j 0.0350239-0.0152038j -0.002033-0.00211242j -0.036557-0.00555924j -0.00616419+0.0223417j 0.00884114+0.0168171j 0.0148684-0.0162947j -0.0245568-0.00389697j 0.0140815+0.0187552j -0.00972526+0.0157315j -0.0262257-0.00377007j -0.00608061-0.0432749j 0.0196388+0.0126198j 0.0110694-0.00617779j 0.0112241+0.0126447j -0.0239557+0.00995564j -0.00767974-0.0287475j 0.000786036-0.019188j -0.00339908-0.00628139j 0.0140736-0.0107704j -0.0184458-0.0191411j 0.0307855+0.00355422j 0.0186948-0.0571063j 0.00782259-0.0550442j -0.0668098+0.0298892j 0.138761-0.0399757j -0.00423498+0.0453426j 0.0224367-0.0565106j 0.0699827+0.0647037j 0.0231661-0.00344648j 0.11196-5.34295e-15j 0.0057114+0.0320115j -0.122217+0.00200848j 0.0587466+0.0213614j -0.0172567+0.00406282j 0.019871-0.00202445j -0.0421183+0.0329923j 0.0418004+0.00141j 0.0818457-0.0706874j -0.116567-0.0752555j -0.057672+0.0116609j 0.0297153-0.0998045j 0.0634761-0.0808588j 0.00713963+0.066644j 0.0392768+0.0884971j -0.241771-0.0137174j 0.0976095+0.106523j -0.18364+0.0101708j 0.203594-0.124188j -0.0630811+0.0683801j -0.10711-0.0802098j 0.0257644-0.183595j 0.160809+0.0666194j -0.0121549-0.0775364j -0.0198104-0.0264298j -0.000652763+0.021368j -0.029489+0.0342104j 
0.00972396+0.0274291j -0.0164374+0.00247046j 0.0194649-0.00599163j 0.0211662+0.0179108j -0.00706025+0.00404465j 0.00561055+0.0104048j 0.0310856+0.0152714j -0.00967908-0.0298102j -0.0138158+0.00486195j -0.000733593+0.0115446j -0.0128389-0.0162589j 0.00213355+0.00331835j -0.00745874-0.00730532j 0.0176949-0.0171319j 0.00602091+0.0269328j -0.00952202-0.00200584j -0.01724+0.0266522j -0.0368921-0.00365208j 0.00531456-0.0120501j 0.00957105-0.0244953j -0.0123618+0.00745809j 0.0170664+0.00961211j -0.00906638-0.00375739j -0.0164516+0.0156794j -0.0145242+0.002714j 0.00825792+0.00248089j -0.0031096+0.0201317j -0.000761172+0.00776251j -0.00488526+0.00715324j 0.0302252+0.0211708j -0.0208571+0.0128745j -0.0340584+0.0104619j -0.0453608-0.0525519j -0.0446428+0.0158002j -0.0646722-0.0482434j 0.0555011+0.0428877j -0.0393297+0.121999j 0.0298166+0.0306846j -0.0334608+0.0237835j -0.0126072-0.0790461j -0.0278525-0.049936j 0.0820924-0.111911j 0.0057114-0.0320115j 0.00834833-6.93889e-18j 0.00932313-0.100271j -0.0514066+0.146196j -0.103577-0.0690704j -0.00956805+0.0736213j 0.116572+0.0413657j 0.0311484-0.0121691j -0.0044565+0.117422j -0.127017-0.0757628j 0.00898286+0.0924393j 0.135706+0.0767007j -0.304161-0.0865671j -0.0476861+0.0550022j 0.0615693+0.10541j 0.0993607+0.126878j -0.102742+0.131286j -0.095265+0.140442j -0.0486262+0.149564j 0.13154-0.0197485j -0.0737707+0.0373022j -0.00372641+0.0243642j -0.0111527+0.189468j 0.0681304-0.0574213j 0.0361902+0.0321953j 0.0124187-0.0342692j 0.0170829-0.0384703j 
-0.00585761-0.0342249j 0.00776506-0.017642j 0.0108361+0.00855293j -0.00654672+0.0156788j 0.00403187+0.011612j 0.0197882+0.0140667j 0.000613047-0.0154215j -0.000847905+0.00903375j 0.0161045-0.00472312j 0.00711077+0.00424096j 0.00357082-0.025607j 0.0164965-0.00023372j -0.00310174+0.0072234j -0.0216493-0.0133974j 0.0154937+0.0128892j 0.0082328+0.00257467j 0.0115576-0.00108561j 0.0171566+0.00196103j -0.000838335+0.0178983j 0.00266713+0.0123234j -0.0101304+0.0198669j 0.00341413+0.0215714j -0.0205092+0.0235632j -0.015667-0.0103834j 0.0134298+0.00433107j 0.0214282-0.00788438j 0.000335657+0.0058345j -0.0106299-0.0136028j 0.0114422-0.0185178j 0.00025341-0.0594587j -0.0323367-0.0762967j 0.0244788-0.0121j 0.0163834-0.100151j 0.00942245+0.0473032j 0.0803423-0.0739196j -0.0104269-0.0910483j 0.0174459+0.00170922j -0.0392395-0.0223633j 0.0204423+0.0328543j 0.0901046-0.0127089j -0.0419049+0.0353415j -0.0782264+0.00773724j -0.122217-0.00200848j 0.00932313+0.100271j -0.0438805-5.02376e-15j -0.0955249-0.0262986j -0.0619109-0.0120984j 0.0413689-0.0869274j 0.0777646-0.0688333j 0.0683899-0.0855494j 0.0846208-0.172231j 0.00285271+0.157378j -0.207692-0.0253156j -0.0552732+0.275968j -0.0740563+0.0167404j 0.0326315-0.0868891j 0.0506131-0.280598j 0.169631+0.0492789j 0.0566658-0.142754j -0.0667113+0.208102j -0.0915166-0.0970725j -0.031344+0.0720112j 0.0227468+0.155503j -0.13735-0.0123644j -0.0176636-0.110314j 0.0486195-0.00749076j 0.0587882-0.0624195j -0.0918321+0.0519165j -0.074534+0.00829529j 
-0.015378-0.00589891j -0.0069332+0.00829704j -0.0254048-0.0435916j -0.0151483-0.0138283j 0.00319844+0.0160664j -0.0222682+0.030887j -0.0103223-0.00886845j 0.00719702+0.0159867j -0.0172493-0.0186634j -0.00218257-0.0115558j -0.000254779-0.00137136j 0.0326329+0.0127707j -0.00484598+0.00630741j 0.0250139-0.0350661j -0.0583109+0.0192829j 0.00140057+0.0133303j -0.018918+0.0167261j 0.0336767-0.0504409j -0.00309644-0.00681982j 0.0213954-6.39657e-06j 0.00398255-0.00360133j 0.00308905+0.00384658j 0.0158336+0.00741243j -0.00794065-0.00535586j 0.00930582+0.0136065j -0.0126953-0.0118813j 0.00986372-0.0245035j -0.00831644-0.0132484j 0.0163082+0.000747969j -0.0135232-0.0181869j 0.00953108+0.0128132j 0.036715+0.0505383j 0.0252414+0.060946j 0.0318436-0.00257995j 0.081982-0.0152198j 0.0232538-0.0479775j 0.0419841-0.040011j -0.021546-0.0312437j 0.00532831-0.0220051j 0.0596629+0.0639661j -0.0740995-0.07337j 0.00834793-0.00584478j 0.0587466-0.0213614j -0.0514066-0.146196j -0.0955249+0.0262986j -0.177168+1.52378e-14j -0.0950391-0.0210175j -0.0571229+0.0746122j 0.128115+0.164498j -0.030188-0.211001j -0.148507-0.0397666j -0.0544188-0.135523j 0.136084+0.136322j -0.21225+0.0129966j -0.0441668-0.0772549j -0.0674989+0.00683806j 0.0852986+0.142151j -0.0153021+0.0590017j -0.0668744-0.0665322j 0.0412126+0.0317828j -0.0312572-0.0781681j -0.0206775+0.11717j 0.0826543-0.0704377j -0.0749985-0.0663173j -0.0824904-0.0731862j -0.0640429+0.0594593j -0.0206061+0.0417067j 0.0278617+0.0306105j -0.0150744-0.0155121j 
-0.00677678-0.0174599j -0.000184044-0.000619735j -0.00112058+0.0179083j 0.00825021+0.0104271j 0.00921303+0.01368j 0.0141504-0.0117674j -0.015711-0.0122453j -0.0139621-0.0284545j 0.0087179+0.0221381j -0.0148987-0.00987816j -0.00590407+0.00303432j -0.0197698+0.00316371j -0.0185643+0.0210542j -0.0292838-0.0189606j 0.0212665-0.00636807j 0.0342669+0.0119015j -0.00753031-0.0172362j 0.0239102+0.0302142j -0.0123903+0.0204795j -0.015307-0.00450148j -0.0154765+0.00285156j 0.0134103+0.0204988j -0.00501955-0.0112718j 0.0212305+0.00700154j -0.0122581-0.00297736j 0.0111221-0.00328516j 0.00562937+0.0123281j -0.0118886-0.000212839j -0.00305836-0.0164576j -0.0105302-0.0102652j 0.000451293-0.00864458j 0.00941743-0.0263232j -0.00368507-0.020964j 0.0157093+0.0269517j -0.015011+0.0827578j -0.0416949-0.0303614j 0.00385103+0.0423336j -0.0127577-0.050086j 0.0148185-0.0922513j -0.078638+0.0340061j -0.0622624+0.0910656j 0.016906+0.0754176j -0.0172567-0.00406282j -0.103577+0.0690704j -0.0619109+0.0120984j -0.0950391+0.0210175j -0.403109+1.55972e-13j -0.0413724-0.0556442j 0.00486979-0.0757236j 0.0939531+0.0238951j 0.0866657-0.0884641j -0.161017-0.133014j 0.0607981+0.129515j 0.0121595-0.131796j -0.119462-0.106972j 0.120531+0.0648984j 0.180054+0.0373952j 0.132991-0.120583j -0.118916-0.00139695j 0.0670147-0.100337j 0.0578373-0.0515515j -0.0283782+0.020453j -0.0196413-0.0412392j 0.113397+0.0432609j 0.0370042+0.00837815j 0.00110163-0.0248873j 0.00819962-0.0214452j -0.00632561+0.0191128j -0.024+0.031893j 
0.0138378-0.00182839j -0.0174129-0.00606431j -0.00458362+0.0207506j 0.0129367-0.00617459j -0.00586893-0.0279966j 0.0118148-0.00903632j 0.0205004+0.0270181j 8.28063e-06+0.020145j 0.0261394+0.00391723j -0.0324267-0.00728467j -0.0311483+0.00100362j -0.0030653-0.0308897j 0.0175412+0.0386714j -0.0326001+0.00253731j 0.010305-0.00894509j -0.0144954+0.0285834j -0.0199898+0.0101245j -0.0132351+0.00279227j -0.000940704+0.0149861j 0.00918475-0.0228441j 0.0169983-0.00854851j -0.00957303+0.00756098j 0.00174259-0.00915027j -0.000559892-0.00195224j 0.010021-0.000631395j 0.0136203-0.000942192j -0.0141453+0.0173607j 0.0157192-0.0110109j 0.0192775+0.0115023j 0.0254479+0.0013136j -0.0179283-0.0324074j -0.000668083+0.00875937j 0.0112695+0.00871535j -0.0443911-0.0649555j -0.00366207-0.0727567j 0.0110816+0.0621468j -0.0509459-0.0530644j -0.0724413+0.00749434j -0.013739+0.0159241j -0.150865-0.0589436j 0.0663276+0.036157j -0.172328+0.0943175j 0.019871+0.00202445j -0.00956805-0.0736213j 0.0413689+0.0869274j -0.0571229-0.0746122j -0.0413724+0.0556442j -0.0845866-2.03657e-14j 0.245911-0.133273j -0.164935+0.152908j -0.203206-0.0756909j 0.0779067-0.0690157j 0.146807+0.0199574j -0.0440567+0.141148j -0.0181241+0.175267j -0.0971326+0.0828626j 0.0019365+0.0413358j -0.0023259+0.0339832j 0.0739334+0.150061j 0.0541682-0.0593359j -0.0454606-0.157711j 0.0650088-0.0437723j 0.0207818-0.0027431j -0.119198-0.0293135j 0.0715416-0.0215794j -0.00659628-0.0195371j 0.0103722-0.0111631j -0.045036-0.00150131j 0.0176902-0.0406066j 
0.00505815-0.0208084j -0.0032471-0.0170046j -0.0099192+0.00230786j -0.0157205-0.00713767j -0.00444015-0.00085862j 0.0306635+0.0120992j -0.0246802-0.0295355j 0.0320191-0.00755375j 0.00896374-0.0504819j -0.0126737-0.0106957j -0.00882472-0.0269888j -0.0106121+0.0145177j 0.00516984-0.0107867j -0.00933727-0.00712039j 0.0216892-0.00649748j -0.00235153+0.0107j 0.00504042+0.00627996j 0.00869537+0.00587728j 0.0058726+0.0293248j 0.0222334-0.00198439j 0.0129032+0.0296375j 0.0145807-0.00540243j -0.00954981+0.0086159j 0.00740387+0.00327107j 0.0127377-0.0075333j 0.00134108+0.00431959j -0.0115618-0.00239386j 0.00678696-0.0218766j 0.0102361+0.00627419j 0.00134868-0.000924146j 0.00272053-0.0167333j 0.0400378-0.0430329j 0.0207152-0.00704486j -0.010222+0.00505553j -0.0880322+0.0392663j -0.0764814-0.0668256j -0.0254407+0.0596343j -0.0480383+0.0437824j 0.0746893-0.0886325j 0.0325447-0.0189328j 0.13794-0.0894779j -0.0505622-0.10214j -0.0421183-0.0329923j 0.116572-0.0413657j 0.0777646+0.0688333j 0.128115-0.164498j 0.00486979+0.0757236j 0.245911+0.133273j -0.0674484-8.0275e-13j -0.0460275-0.0128169j -0.259108+0.12261j -0.0113913+0.0766713j 0.118693+0.176061j 0.126959-0.0489451j -0.0765546-0.0571648j -0.0261777+0.0227649j -0.0730449+0.0902472j -0.109173-0.114099j 0.022677+0.0296243j 0.071853+0.0825215j -0.0604655-0.0716521j 0.033689+0.0508652j -0.076043+0.065443j 0.0900068+0.0357618j 0.00994961-0.000799157j -0.0247932+0.000954178j 0.036488+0.0298164j -0.00219219+0.0310753j -0.0121195-0.0184195j 
-0.0443092+0.00644291j 0.016286-0.0191799j -1.108e-05-0.0656964j -0.0337927-0.0541004j -0.0160127+0.0311019j -0.00145083+0.0171014j -0.00371243-0.0199906j 0.0195325-0.0191077j 0.00692679+0.00398822j -0.0116808+0.00798407j -0.00785806-0.0258205j -0.0151189-0.013706j 0.0160959-0.00229835j -0.00384382-0.0089141j 0.0155748+0.0121981j -0.00264416-0.0115056j 0.00463852-0.0250423j -0.00321531-0.0241896j 0.011471+9.62005e-05j 0.0112003-0.0144698j 0.00166421-0.00257167j 0.00220507+0.00290821j 0.00841354+0.00105638j 0.00148708-0.00787094j 0.00208012+0.00360521j -0.00496337-0.0161679j 0.0152071+0.00478861j 0.00138079-0.01033j 0.00623238+0.00248526j -0.04004+0.000582577j -0.00317467-0.0450252j 0.0395249+0.13042j 0.0575105+0.111943j -0.0282315+0.0699243j 0.0220197-0.00351169j 0.00979456-0.0205484j -0.0840208+0.120739j 0.00132406+0.114357j 0.13504+0.0745393j -0.190823+0.00994082j 0.0523358+0.0252077j -0.00400366-0.056155j 0.0418004-0.00141j 0.0311484+0.0121691j 0.0683899+0.0855494j -0.030188+0.211001j 0.0939531-0.0238951j -0.164935-0.152908j -0.0460275+0.0128169j -0.282176-2.0605e-14j 0.164962-0.150971j -0.0918324-0.0144665j -0.0369617-0.217638j 0.0658439-0.0852347j -0.011267-0.0316029j 0.0528638-0.0112125j -0.00700262+0.0550359j -0.060148+0.0236598j -0.199435-0.0138421j 0.054139+0.0853642j -0.126951+0.1044j 0.0740258+0.138601j 0.00853645+0.0373347j -0.0162247-0.0228036j 0.0265897+0.0943214j -0.0761106+0.134196j 0.0230751-0.134843j 0.0137008+0.0442567j 0.0579306+0.00309138j 
0.0106826+0.0218599j 0.0295803-0.00453597j 0.00370644-0.0160955j -0.0201879-0.0123534j 0.0143587+0.0110963j 0.0339442-0.0201767j 0.00125554-0.00539653j -0.0012876+0.0018047j -0.0174392-0.0215988j -0.00547925+0.0523673j -0.0106226+0.0154604j -0.0201688+0.00853855j 0.0246632+0.0155256j 0.0184569+0.0146312j -0.0200939+0.0162265j 0.0179158+0.00572854j -0.00878789+0.0388665j 0.00475604+0.0224309j 0.00338379+0.021341j -0.00749739+0.00465702j -0.0100401+0.00580493j 0.00618796+0.00974713j -0.00476387-0.000502439j -0.0033038+0.00146616j 1.80158e-05-0.00554909j -0.0119376+0.00343831j -0.00427945-0.00262335j 0.0142295+0.00478235j -0.0131824+0.00923814j 0.0141716+0.0292143j 0.017586+0.00325921j 0.000631839-0.0074418j -0.011766+0.0218841j 0.0713314+0.0171914j -0.112539+0.0227593j -0.0128827-0.00340657j 0.0740001+0.0458342j 0.0443908+0.103119j -0.0607551+0.141081j -0.0778827+0.156337j -0.0066466-0.0172327j -0.0076777+0.0485861j 0.0818457+0.0706874j -0.0044565-0.117422j 0.0846208+0.172231j -0.148507+0.0397666j 0.0866657+0.0884641j -0.203206+0.0756909j -0.259108-0.12261j 0.164962+0.150971j -0.0758406-2.55906e-14j -0.0468619-0.0442148j 0.0585697-0.0871725j -0.0199522+0.0509439j -0.015093+0.0905339j -0.028074+0.00827575j 0.166724+0.0890092j 0.0398205-0.0498935j 0.14485-0.0595455j -0.0767149+0.0142169j -0.0484484-0.0183559j -0.0431744+0.0600101j -0.019762+0.0766136j -0.00838756+0.0619048j -0.041421+0.0783733j 0.00652725-0.0192454j 0.00211184-0.015212j 0.0245525-0.022314j 0.0363017+0.000533475j 
-0.010474-0.0207007j -0.00092346+0.011039j -0.00360197+0.0132848j 0.00445859-0.00567602j 0.012214-0.00504592j -0.0429282+0.028554j -0.015255-0.0163753j -0.0136388+0.0148507j 0.011569-0.00536326j 0.00713539+0.023303j 0.0225088+0.0187776j 0.0217681-0.0335715j 0.00166976-0.0108184j -0.0366101+0.0300613j -0.0109469+0.0135762j 0.0167616-0.0171881j 0.00881729+0.0193572j -0.0185722-0.0104739j 0.00102471+0.00589188j -0.015192+0.00810121j -0.000642442+0.0100319j 0.00760656-0.0166815j 0.00954295+0.00733551j -0.00527599-0.00309135j -0.00897736+0.00170803j -0.000125846-0.00800189j 0.0103376+0.000395651j -0.00486128+0.0101494j -0.00746708-0.00909195j -0.0261774-0.0124678j 0.0135949+0.00755815j -0.0166394-0.00909479j 0.0113023+0.0233789j 0.0268818-0.00780851j 0.100987-0.0454575j 0.0173566-0.0342694j -0.0377356-0.0224064j 0.091153+0.110712j 0.02543-0.00132048j 0.126713-0.0108553j 0.171111+0.0959008j -0.145164+0.0521941j -0.116567+0.0752555j -0.127017+0.0757628j 0.00285271-0.157378j -0.0544188+0.135523j -0.161017+0.133014j 0.0779067+0.0690157j -0.0113913-0.0766713j -0.0918324+0.0144665j -0.0468619+0.0442148j -0.410834+1.01863e-14j 0.0891479+0.0200065j 0.0886691+0.0295986j -0.073036-0.0580334j 0.03715-0.0129999j -0.0264728+0.0611345j -0.0666843-0.0976842j 0.0752489+0.0352291j -0.0181791+0.0204826j 0.0110579+0.104824j 0.00288549-0.0458059j 0.0396503-0.0386427j -0.0129026-0.0833069j 0.0190971-0.0294459j -0.0126284+0.0326575j -0.0146005-0.0282124j 0.00379224-0.00589498j -0.0106575+0.026988j 
0.0155099-0.015277j 0.0151024-0.0210686j -0.00494078+0.0110366j -0.0314232-0.0135981j 0.00432806-0.0293056j -0.019+0.0237849j 0.0226194+0.00556868j -0.000578556-0.0347525j 0.00911668-0.000664857j -0.0158265+0.0104041j -0.0136855-0.000196588j -0.0310029-0.015397j -0.0297977-0.011744j 0.011541-0.0109657j -0.0372363-0.0141685j 0.00624346+0.0212811j -0.000436716-0.00107847j -0.020811+0.00716867j -0.0130685+0.000864907j 0.00849423-0.00132926j -0.00204682+0.000173247j 0.00948658-0.00281132j -0.00298974+0.00363573j 0.000842353+0.00237314j -0.000164196+0.00356895j -0.0123223-0.0139028j 0.000613083+0.00482342j 0.0254979+0.000591764j 0.000348218+0.014226j -0.0121964-0.00306224j 0.0142463-0.0308446j -0.0136583-0.0256779j 0.0622498+0.0391461j 0.0746144-0.0714271j 0.0744564-0.0620844j 0.0906341+0.079867j 0.00477695+0.105889j -0.013093+0.0229267j 0.0431798-0.0883384j -0.0909169+0.0625659j -0.0125176+0.0951981j 0.0783799-0.140602j -0.057672-0.0116609j 0.00898286-0.0924393j -0.207692+0.0253156j 0.136084-0.136322j 0.0607981-0.129515j 0.146807-0.0199574j 0.118693-0.176061j -0.0369617+0.217638j 0.0585697+0.0871725j 0.0891479-0.0200065j -0.173408+1.56541e-14j -0.105708+0.026205j 0.00435166-0.139474j 0.0452873+0.0183948j 0.0340291+0.00952926j 0.073949-0.0921698j 0.0562109-0.0596714j 0.0118025-0.00401209j 0.00233747-0.043056j -0.0395969-0.0403109j 0.0222334+0.0418074j -0.0847284-0.0280732j -0.0302718+0.00651704j -0.0322419+0.0693871j 0.0416223-0.0762983j -0.00930533-0.0148114j 0.0207248-0.0132556j 
