0.0103867+0.00208436j 0.0035264-0.00918419j 0.00379596+0.0160585j -0.00921367+0.00596853j -0.00101534-0.00962231j -0.00633006-0.00651673j -0.0050955-0.0045561j 0.00221407-0.00617502j 0.0011616+0.00164403j 0.00532197-0.00756568j 0.001871+0.00770657j -0.00142225-0.00383689j -0.00158661-0.000747261j 0.00379454-0.0138545j 0.0224674-0.00650877j 0.00676576+0.014892j 0.00235606+0.000888125j 0.00290839+0.000300693j 0.00316841-0.00321174j -0.00339115-0.000343582j 0.00299699-0.0067592j 0.00822674+0.00849365j -0.00728117+0.000823063j -0.000556751-0.00126361j 0.00477883-0.00101601j -0.00600747-0.00198618j -0.00383247-9.51224e-05j 0.000578743-0.00114792j -0.00182822-0.000375724j 0.000820781+0.00642345j -0.00296094-0.00810491j -0.00853612-0.00147215j -0.001027-0.00997472j -0.00106728+0.0010309j 0.00293553-0.00813299j -0.00563872+0.00452468j 0.00541562+0.00209953j -0.0037227+0.00827689j -0.00431295+0.00138351j -0.00707357+0.00350647j -0.0110738-0.00999393j 0.00675486-0.00827987j -0.00366154+0.00664378j -0.00537016-0.00509242j -0.00486868+0.00388416j -0.0103646+0.00557369j 0.000995375+4.49168e-05j -0.00484644-0.000121846j 0.00814262+0.00227599j -2.55949e-05+0.000381766j 0.0011509+0.00165523j 0.00118622-0.000447603j -0.00125992-0.0022943j -0.00376474+0.00025005j -0.001767-0.0126675j -0.00129151+0.00368438j 0.00231066-0.00179628j -0.000552123+0.000500832j -0.00467601-0.00585857j -0.00283116+0.00235718j -0.00392457+0.00708158j 0.000437726-0.0017702j -0.00898058+0.000468866j 0.002599+0.0064251j -0.00375392-0.00422195j 0.00865316+0.0107623j -0.0118199+0.0126704j -0.0212392-0.00796099j 0.00771246-0.0218843j 
-0.00363667+0.00119458j 0.00385652+0.00265193j 0.000574425+0.00313328j 0.00104362-0.00418547j 0.000658914-0.00268473j -0.0105771-0.00509775j 0.0123494-0.00181506j 0.00462139-0.00237064j -0.00096269+0.00103894j -0.00249223-0.00679602j -0.00241508-0.00931964j -0.0140073-0.00828335j -0.00529263-0.000428585j -0.00860321+0.00307374j -0.0152083-0.00486934j 0.00336273-0.00575475j -0.00244648+0.00326993j -0.00753161-0.00296754j -0.000311068-0.00548094j -0.00557654-0.00138654j -0.00358273+0.00945623j -0.00484157-0.00965877j 0.0133643+0.00440993j 0.00288762-0.0059546j -0.00413785-0.0103929j -0.000523397+0.00478982j -0.000931753+0.00532082j -0.00459649+0.00457376j 0.00254897+0.00301657j -0.0024976+0.000957402j 0.00803223+0.0010503j 0.00502416-0.00344534j 0.000119111-0.00081551j -0.0010959-0.00334278j -0.00125732+0.00519398j -0.00957063-0.00134721j 0.000554926+0.00245965j -0.000675708+0.0115079j 0.00210555+0.00423174j -0.00571828-0.00641499j -0.00909715+0.00401921j -0.000946381-0.0132508j 0.0149865+0.00419996j 0.00107356+0.00672875j -0.00209756-0.00560655j -0.00461031+0.00845453j -0.00321421+0.00564019j -0.000282534-0.00105215j -0.0107503+0.00421066j 0.00179971+0.00595536j -0.000793749-0.00167618j -0.000233592-0.00202268j 0.00256751+0.00386862j 0.00407779-0.00315657j 0.00193985-0.00142841j -0.000398713+0.00211318j 0.00207158-0.000150064j 0.00496075-0.00822056j 0.0039638+0.00255803j -0.00475988-0.00400785j 0.00596461-0.0125456j 0.00497919+0.000758536j -0.00839294-0.00624339j -0.00680757+0.00339212j 0.00625576-0.000216259j -0.0108842+0.00498065j -0.00457681-0.00607356j -0.00701257+0.00204074j -0.00750447-0.00113708j 
-0.00403442+0.00485676j -0.000496611-0.00343718j -0.00746865+0.00149045j 0.00190757+0.000133892j -0.000226003+0.00421829j 0.0042036-0.00409258j 0.00623061+0.00648336j 0.0153018-0.00725957j -0.0179573+0.00768561j -0.00373014+0.00680836j 0.00179313-0.00597739j 0.0095459+0.00309119j 0.00573109+0.00137667j -0.00641609-0.00140403j -0.00624555-0.0151639j -0.00771871-0.0148708j 0.00243767-0.000279802j 0.00690042-0.00550495j 0.00598984-0.00179658j 0.00225869-0.00166414j -0.00300935-0.00514188j -0.00469262+0.00562481j 0.000688833+0.00365271j 0.00473146+0.00243056j 0.00721876+0.00297017j -0.000877826-0.000187783j 0.00560116-0.00367209j -0.00267537-0.00173566j 0.00117306+0.000257535j -0.00153276-0.00244041j 0.00212522+0.00120352j 0.0114084+9.03935e-05j -0.00645505-0.00235159j -0.00335534-0.00714125j 0.000262185-0.00548243j 0.00172833+0.00154341j 0.00830258+0.00353575j -0.00992841-0.00652218j 0.0085382-0.00117732j -0.00665489-0.014935j -0.00261505+0.00690463j -0.00272058+0.00356956j -0.00215661+0.00211854j -0.00379366+0.00341705j -0.00266817+0.00141998j 0.001578+5.55529e-05j 0.00474447+0.00302112j -7.65411e-05-0.00157443j 0.000393051-0.00391689j -0.000204851-0.00392208j -0.0013527+0.000229379j -0.00104382-0.000271916j 0.00237435-0.00282101j -0.000276276+0.00158037j 0.000897119+0.000200097j -0.00602703+0.000674507j 0.00314014+0.00402478j 0.00234967+0.00633007j 0.00375604+0.00335564j 0.000178997-0.000810627j 0.000369028+0.00682478j 0.00493444+0.00248377j 0.000443165-0.00193865j -0.00173663-0.00220309j -0.00159463+0.000121488j 0.000177944-0.00377325j -0.00369228-0.00357077j -0.000796085-0.000516848j 0.00442023-0.00119792j 
-0.00413751+0.00231427j -0.00155258-0.00253489j -0.00285608+0.00246055j -0.0116448+0.000739092j 0.000927547-0.00287653j -0.00106092-0.00108244j -0.00663866+0.00236944j 0.0107492-0.0102349j 0.00376102+0.00671707j -0.0073548-0.00333784j -0.0140941-0.00783285j 0.00561731+0.00749159j -0.00496764+0.0135976j -0.00036357+0.0128592j -0.00226726+0.00434179j -0.00127031+0.00242316j 0.00384489+0.00131954j 0.00186814+0.00170635j 0.00369033+0.00189207j 0.00428646+0.00364299j -0.0035281+0.00206451j 0.00471271-0.00240023j 0.00338944-0.00346888j -0.00771505-0.00140764j 0.00717678-0.00508117j 0.0106627+0.00358333j -0.0077409+0.00144674j 0.00218362+0.000215658j 0.00347838-0.00384737j -0.00546313+0.000674311j -0.004222+0.00233855j -0.0150266+0.00113683j 0.00621967+0.00351365j -0.0025081+0.00296897j 0.00321896+0.00924928j 0.00253018-0.00753865j -0.0146084-0.000873388j -0.000203685+0.00131797j -0.0101369-0.0054443j 0.00192433-0.00195453j -0.00281297-0.00276458j 0.00506435+0.00220417j 0.00457652+0.00554848j 0.00953515+0.00312387j -0.00322623-0.0107435j -0.00139689-0.00136788j 0.00274499+0.00103351j -0.00170181+0.00232807j 0.00230763+0.00324298j -0.0018077+0.00960274j 0.000951377-0.00413922j 0.00135664-0.0013871j -0.000241237+0.00633385j 0.00410289+0.00331103j 0.00140623-0.00334008j 4.58714e-05-0.0030931j -0.00754367+0.00176574j -0.00570108-0.00528202j -0.00405786-0.00114386j -0.000453969-0.00178573j -0.00627007-0.00154577j -0.00787561+0.00869949j -0.00684182-0.00417046j -0.00362082+0.00183526j 0.00640771+0.00188132j -0.00775061+0.00238385j -0.00411337-0.00525303j -0.00199145+0.0110866j -0.00268802-0.00314275j 
-0.00543095+0.000952174j 0.00595579-0.00225197j 0.00400902-0.000643544j 0.00301672+0.00837538j -0.0137308+0.00844574j 0.00622942+0.00460533j -0.00202475+0.00155117j -0.0116624-0.00133183j 0.0105638-0.00580684j -0.0153234-0.000883462j -0.0193632-0.00188118j 0.00125649+0.0066294j 0.00271218-0.00164904j 0.0145331-0.00091425j 0.00601873+0.00986284j -0.00237411-0.00345058j 0.00574412-0.00486176j -0.00810637-0.00289327j -0.00124889-0.00506514j 0.00422796+0.00200383j 0.00864321-0.00127102j -0.00289911+0.00128774j -0.00758311-0.00604162j 0.000547086+0.00412706j -0.00457423-0.00144754j -0.00399413-0.00714292j 0.0059662+0.00317763j 0.00509351-0.00122631j -0.0073662-0.00287597j 0.00131701+0.00399145j 0.00769809+0.00237988j 0.00231059+0.00225479j -0.00376845-0.00785343j 0.00151279+0.000924488j 0.00952479+0.000667073j -0.000910322+0.0037514j -0.000846035+0.0109043j 0.00196487+0.00214802j 0.00337848+0.000678522j 0.00172171-4.37214e-06j 0.00175632+0.0132823j -0.00807012-0.0114056j 0.00223625-0.00383756j 0.00177448-0.00333075j 0.00603538+0.00276956j -0.000583294+0.00511329j 0.00445793+0.00427914j 0.00380684-7.34533e-05j -0.00831251-0.00212443j -0.0031338-0.0100984j -0.00132564+0.0027714j -0.00117951+0.00336341j -0.000998961-0.00300631j 0.000543162+0.00198818j -0.0034765+0.00619297j -0.00502543-0.00913625j 0.00677481+0.00152924j -0.00285651+0.00513713j -0.0040216-0.000334259j 0.000150683-0.00199423j -0.00137013+0.0025262j 0.000980943-0.00201041j -0.00601249-0.00404389j -0.00427759+0.00189003j -0.000488792-0.0014835j 0.00289915+0.00373474j -0.00357456-0.00134099j -0.00242072-0.00518064j -0.00025259+0.000683784j 
0.00634761-0.00116969j -0.00683423+0.00134095j 0.00384848-0.000206568j -0.00212733-0.000222991j -0.0162296+0.00017853j 0.00375903-0.00547734j 0.0135288+0.00186041j -0.0067665+0.00346293j 0.00129246-0.000734613j -0.00270115-0.00250509j -0.00874325-0.00491566j -0.00527723-0.00484206j -0.0054779-0.00254666j -0.00809308-0.00409423j 0.0118338+0.00204513j 0.00179087-0.00255697j 0.011252-0.000620954j 0.000792319+0.000479722j 0.0069935+0.000539143j -0.00502029+0.00355862j -0.0128813-0.00494843j -0.00839602+0.00806105j 0.00432857-0.00177833j 0.00153879+0.00434048j 0.000207545+0.00587952j -0.00693719+0.00584267j -0.00144343-0.00306972j -0.00937365+0.00405577j 0.00525507+0.000488186j -0.000563184+0.00170249j -0.00441383-0.00915878j 0.00644121+0.00563623j -0.0150091+0.00331047j -0.0110793+0.00386156j 0.00835369+0.00753488j -0.0102863+0.00308368j 0.0115485+0.00310596j -0.0034467+0.00129431j -0.00603977-0.0070686j -0.002348-0.00217002j 0.00677953-0.00499158j 0.00348735+0.00254619j -0.00058791+0.00652915j -0.000275605-0.00520316j 0.00127977-0.00397038j -4.83488e-05-0.0069032j 0.00170065-0.00700905j -0.00466187+0.00490667j 0.00784364-0.00360553j -0.00143681+0.00832857j 0.000939404-0.00410931j -3.02996e-05-0.00266688j -0.0032881+0.00358452j 0.000426913+0.00120624j 0.000586533+0.00184058j 0.00314708+0.00289985j 0.00212202+0.000244884j -0.00400803-0.00250544j -0.00662491+0.00206846j -0.00386269+0.000510537j 0.00652381+0.00384773j -0.000237565+0.00770157j 0.00180777+0.00479859j 0.0015023-0.000262386j 0.00139554+0.000383318j 0.000678232+0.00066097j 0.00058881+0.00335556j 0.00656548-0.00161161j 0.0036141-0.0014745j 
-0.00137873-0.000134596j 0.00117524-0.000703765j 0.00356647-0.00114824j -0.00217441+0.00149098j -0.00475486+0.00160916j 0.00490022-3.91413e-05j 0.000505121-0.00154082j -0.0103409-0.000869175j -0.0132632-0.00019758j 0.00746632+0.0019185j -0.00741987-0.00309211j 0.000793733-0.000338411j -0.000922012+0.000626954j 0.000849053-0.000540454j 0.00074559+0.00114689j 0.00309274+0.000279699j 0.00331825-0.00058659j -0.00368399-0.00275737j -0.00353007-0.00129609j -0.0075489-0.00595245j 0.000630855-0.00715858j 0.000569186-9.13205e-08j 0.00356338+0.00600565j -0.0111792-0.0126758j 0.00484608+0.00330817j 5.83456e-06-0.00951233j -0.00196+0.000918332j 0.00452589-0.0142787j -0.000754911+0.0162005j -0.000854447-0.00677505j 0.00321857-0.00605628j -0.000106624-0.00966154j 0.00190855-0.000459121j 0.00196766-0.0101531j -0.00274837+0.0143513j 0.00145487-0.00814419j 0.000297468-0.00960098j -0.00115359+0.00543896j -0.0010198-0.00774441j 0.000341292+0.00208493j 0.00218455+0.00140666j -0.00166336-0.00126668j 0.00327488+0.00182577j 0.0012571+0.00372078j -0.0106543-0.00325294j -0.00188502-0.000490229j -0.00144838+0.00288561j 0.00623184-0.00231387j 0.00452191-0.0018676j 0.0168198-0.00380268j -0.0108725+0.00273701j -0.00796256+0.00212121j 0.00750875+0.000503159j -7.00417e-05+0.000587973j 0.00337509+0.000636515j 0.00656143-0.00224219j 0.00157942-0.000355409j -0.00154074-0.000436123j 0.00909223+0.00319889j 0.0118254+0.00427561j -0.00447716-0.000253108j 0.00740141+0.00469308j 0.0017077+0.000218587j 0.00434209+0.00342354j -0.00298567-0.00160514j 0.00674712+0.00361102j -5.3555e-05-0.000125315j -0.00150413+0.000117612j -0.000501136-0.000222014j 
-0.000954187-0.000814935j 0.00144027-8.10722e-05j 0.00635683-0.00261804j 0.00446644+0.00179965j -0.00262895+6.35772e-05j 0.00574747+0.00423302j 0.00125852-0.00250412j -0.0119302-0.000884421j -0.0212143+0.0046123j 0.010756+0.00657763j -0.00320092-0.00214113j -0.000215986-0.00104037j 0.00088887-0.00476242j 0.000192544-0.00198516j -0.000799657+3.47794e-05j -0.000693341+0.000238126j 0.0020493-0.00191118j -0.00976897-0.00248277j -0.00887924-0.00152639j -0.00443223-0.00089307j 0.00652585+0.00123596j 0.0051471+0.00241025j 0.000151389-0.00251711j -0.0100314-0.00483089j 0.00271818+0.00297615j -0.000294411-0.00185046j 0.00192024-0.00121351j 0.00099539+0.0130458j 0.00646786-0.0100464j -0.00376983+0.00732899j -0.00359707+0.00573042j -0.0159055+0.00694357j 0.0100353-0.00192748j 0.00279786+0.00116058j 0.000694883-0.00260642j 0.00355091+0.00119693j -0.0114599+0.00443306j 0.00672785+0.000840471j -0.00743023+0.000645537j 0.00235981-0.00215809j 0.00347696+0.00530446j -0.00331464-0.00516361j -0.00224449-0.000698898j -1.24029e-05+0.00125561j -0.00492284+0.000907778j 0.00269295-0.00210671j 0.00376045+0.000180741j -0.00273543+0.00655445j -0.0070072+0.00132453j -0.00922861+0.00797783j 0.00733028-0.00541878j 0.00577845-0.00517229j -0.00159831+0.00155411j 0.00199208+0.00076363j -0.00308371+0.00637248j -0.0107328+0.00380162j -0.00890777+0.000868964j -0.0020898+0.00321374j -0.00406511+0.00526024j -0.00665461+0.0044648j 0.000870614-0.000309616j 0.00075881+0.0014782j -0.000832261-0.000228121j -0.000780174+0.00211063j 0.00171037-0.00203704j -0.000762654+0.00350946j -0.00156645+0.000702552j -6.57152e-05-0.00333461j 0.00019418-0.00148509j 
0.000796547+0.000332974j -0.000560522-0.000874445j 0.00160887+1.06812e-05j 0.000814856+0.00319538j -0.00654084+0.00489774j -0.00160965-0.00182321j 0.0068801+0.000997674j 0.00497163+0.00166963j 0.00834998+0.00130825j -0.00980437-0.0022775j -0.0052154+0.00194719j -0.00559258+0.00163185j -0.00169705-0.00143374j -0.00129186+0.00108015j 0.00141953-0.000390611j -0.00597277+0.00126674j 0.000544073-0.00170645j 0.00117474-0.0024645j -0.000457939+0.000819865j 0.012676+0.00217918j 0.00140199+8.58783e-05j -0.00114561+0.00142151j -0.00333109+0.0032178j 0.0110501-0.00835534j -0.00743927+0.000205038j 0.00366193+0.000716249j 0.00502379-0.00039776j -0.0123791-0.0021595j 0.0141902+0.000761525j -0.0104711-0.00401431j -0.0101438-0.00332877j -0.0136062-0.00252273j 0.0173593+0.00446156j 0.0101616-0.00296152j -0.00945258+0.00183668j 0.00985034+6.89561e-05j 0.000176314-0.00363361j 0.00260018+0.00513626j -0.00408024-0.00371908j -0.00351711-0.00612679j -0.000786377-0.00338463j -0.00336932-0.00271737j -0.00562545-0.00448683j -0.00269853+0.00580815j -0.00254494+0.0171799j -0.000889465-0.00392586j 0.00157241+0.00277391j 0.00312841+0.0021286j -4.28384e-05+0.00108342j 0.00408019+0.00265797j 0.000818552-0.00907525j 0.000821103-0.00655174j 0.00158245-0.00307471j -0.000641155-0.00660893j -0.000428074+0.000473897j -0.00318516+0.0142201j -0.00818707+0.0144769j 0.000671318+0.00180417j 0.00549749-0.0029691j -0.000665278+0.000721832j 5.85728e-05-0.0032046j 0.00684273-0.0064822j 0.00411498-0.00292888j 0.00592345-0.00231674j -0.00142312+0.000822593j 0.000452887-0.0029296j 0.000708388-0.000639522j -0.000897458-0.00192049j 0.000481298-0.000817055j 
0.00116983+0.00153962j -0.00109837-0.000247392j 0.00123581-0.000951963j -0.00662181-0.00289236j -0.00717909+8.58405e-05j 0.00226335-0.00406884j 0.00184716-0.00233503j -0.00195604-0.00113045j -0.00212918-0.00144183j 0.0016487-0.000934941j -0.00596834+0.000776861j -0.00319302-0.000186634j -0.00432973+0.00697331j -0.00334545+0.0039212j 0.00194301-0.00101584j -0.00198056-0.00156554j 0.000573986+0.00443656j 0.00293367-0.00152384j 0.00481228-2.46012e-05j 0.00134118-0.00389847j -0.00241011-0.00188468j 0.00394903-0.00138071j -0.00397279+0.00490851j 0.0073833-0.0119659j 0.00165192+0.0041494j 0.00640767-0.00381451j -0.00725221-0.00477036j 0.0125651+0.0160451j -0.00800235-0.00945051j 0.00397495+0.00845975j 0.00097623+0.00448552j 0.00810553+0.00721098j -0.000727765-0.00367671j 0.01074+0.00150988j -0.00891041+0.00777155j 0.00644738-0.00418567j 0.00799033+7.50992e-06j -0.00599697-0.00237909j 0.00543521+0.00243359j -0.00295817-8.25432e-05j -0.00212147-0.00890594j 0.00598546+0.00477249j 0.00764652+0.00184773j -0.00345883+0.00219449j -0.00834991+0.00964728j 0.00229985-0.00111226j -0.00478902+0.00310759j -0.00551497-0.00598964j -0.00176432+0.00160256j -0.00525864-0.0094847j 0.00921849+0.00786937j 0.00737022+0.0044875j -0.00024292-0.00466903j 0.00334811-0.00209068j 0.000942904-0.00902847j -0.00724421-0.00326478j -0.0116831-0.00588134j 0.0018024-0.00496191j 0.00902838-0.00923444j 0.00201833-0.00910149j 0.0032029-0.000669581j 0.00575267-0.00278127j 0.00254358-0.000817982j 0.00110166-0.00404831j -0.00164438+0.0025311j -0.00075775-0.00428859j 0.00193484-0.00205775j 0.00067033+0.00778587j -0.00340614+0.00120638j 
0.00148795+0.00116424j -0.00249622+0.000129054j 0.00404054+0.000255576j 0.00114025-0.00205514j -0.00754607+0.000956634j 0.00457787-0.00273194j 0.00441506-0.00421242j -0.00552013-0.00176328j -0.0201375+0.000988193j 0.00758177+0.00430399j -0.00374667-0.000668649j -0.0028467-0.00371432j -0.00357762+0.00192463j -0.00477994+0.00176453j -0.00103674-0.00169263j -0.00441968-0.00292501j 0.00144073+0.000916913j -0.00394788-0.000143394j 0.00181744+0.00182795j 0.00654692+0.00792618j 0.0023933+0.000517476j 0.00608852-0.0018336j -0.00734008-0.00350088j 0.00321328+0.0120348j 0.00140181-0.00838143j 0.0100933+0.00521245j -0.00171227+0.00134913j 0.00999963-0.00791006j -0.0035446+0.0139595j 0.00272185-0.00879753j -0.000626843-0.00482504j -0.00605324-0.0026737j 0.00880723+0.0083069j 0.0125531+0.0155925j -0.00328379-0.00858926j 0.00291488+0.0115016j 0.00150002+0.00771081j 0.00152777-0.00093164j -0.00449941+0.00392966j -0.00456648-0.00255925j -0.00538629-0.00507875j 0.00266413-0.000283913j -0.000656842-0.000549455j 0.00224155-0.00434607j 0.0157358+0.00297869j -0.00284913+0.0026968j 8.75009e-05-0.000525314j -0.00126216-0.00300298j 0.00162018+0.00133127j -0.00136106-0.00612972j -0.00348739+0.00126938j -0.0035162-0.00106737j -0.00535075-0.00331184j -0.00261909-0.00245627j 0.00202764-0.00415126j 0.0132147+0.00388894j 0.0117819-0.000617485j 0.00222148-0.00140825j -0.00386003-0.00831538j 0.0028748-0.00517652j 0.000312063-0.00150363j -0.00437187-0.00402434j -0.00391045-0.00154053j -0.00279212-0.00268933j 0.00204914+0.00261886j -0.00523389-0.00365302j -0.00109292-0.00191066j 0.000180942+0.00521215j -0.00169518+0.000456218j 
0.000809856+0.000350648j 0.00753234-0.00505427j 0.004789+0.000684732j -0.00147528+0.00140024j 0.00656048-0.00438564j 0.0058459-0.00170402j -0.0193653+0.00345373j -0.00692448+0.00526022j -0.00746111-0.00280865j 0.00810965-0.00231197j -0.00693754-0.000353792j 0.00206945+0.000818065j -0.00130393+0.00326316j 0.00640446-0.000842614j 0.00426819-0.000185621j 0.00355191-0.000138308j -0.000750186+0.00410971j 0.00726131-0.00280519j 0.00973447-0.00479269j 0.00137595+0.000995717j -0.0179685+0.00310205j -0.00769811-0.00388748j -0.00240894-0.000457707j 0.00786254+0.000762337j -0.00477741-0.00622756j -0.00355634-0.00741637j 0.00662192+0.00180032j -0.0181665+0.000764751j 0.00931235-0.000523115j -0.00672485-0.000199871j 0.0076754+0.00301427j 0.0121833-0.00667654j -0.00878475-0.000773823j -0.0019746+0.00327793j 0.00671698-0.00594934j -0.00579759-0.000350157j 0.010742+0.00456555j -0.00767355-0.00239393j 0.00959388-0.00439557j 0.00703525+0.00210412j -0.00234245-0.00178067j 0.000631169+0.0032916j 0.00403732-0.00818971j 0.000297698+4.79239e-05j 0.005056+0.00458712j -0.00345249+0.00119719j -0.00491691+0.00260994j 0.000945015+0.000413988j -0.00132742+0.0103457j 0.00082165+0.00448264j -0.000624962-0.0052613j -0.000646795-0.00522872j -0.00126278-0.00115246j 0.00106816+0.000209698j 0.00362157-0.00120195j -0.000866395+0.00679284j 0.0015531+0.00561012j -0.000347969+0.00122608j 0.0033012-0.00225916j 0.00266556+0.00308156j -0.0018562-0.00160352j -0.00620202-0.00084156j -0.00249781+0.000721677j 0.00137116-7.7627e-05j 0.000915257-0.000160547j -0.00101582+1.48748e-05j 0.00231944-0.00220724j -0.00589655+0.000711778j 0.000590962+0.00389201j 
0.00352538-0.00282215j 0.00463995-0.00536193j -0.00633437+0.00320169j 0.00476745-0.00297018j -0.00437524-0.0015268j 0.00339805-0.00402326j 0.00865902+0.00147285j -0.00114529+0.00240292j 0.00136244+0.00243943j -0.0081529+0.00279532j 0.00190663+0.00372987j -0.00184093-0.00412442j -0.00383034-0.00193001j -0.00814757+0.00225023j 0.00502445-0.00374419j -0.00314885+0.00324098j 0.00157032+0.0021057j 0.000879602-0.00819504j 0.00224478-0.0107415j -0.00341363+0.00102792j 0.00685037+0.00296874j 0.00496479-0.00580001j -0.0012876+0.00970601j -0.00610966+0.00981916j 0.00593404-0.00482082j 0.00200748-0.0118832j -0.00486679+0.00319261j 0.00284033+0.00151238j 0.000644899-0.0041236j 0.000542552+0.0019999j -0.00437393-0.000376989j -0.00138497-0.00652723j 0.0121708-0.0113749j 0.00126981-0.0068045j 0.00703926-0.00503169j 0.000504179+0.00451157j -0.00639547+0.00242845j 0.00330975-0.00397825j -0.000321113-0.0117363j 0.00556108-0.00459194j 0.00291197+0.000972012j -6.12374e-06+0.00901404j -0.00149356-0.00861239j -0.00116734+0.00185569j 0.00057815-0.00478616j -0.00424412+0.0054024j -0.0073435-0.00025574j 0.000386759-0.00147961j -0.00561818+0.00866995j -0.000826977+0.00125683j 0.000543319+0.00163377j 0.000756778+0.00201084j 0.00036953-0.000306496j 0.00142491+0.00404683j 0.0100658-0.0029819j -0.00454706-0.000278959j -4.73919e-05-0.00442596j -0.00111958+0.00188165j 0.00558734+0.00111723j -0.000592494+0.0012718j 0.00130238-0.00152881j -0.011921+0.00288155j 0.00170616+0.00786528j 0.0027271-0.00131255j -0.000351213+0.000168479j 0.0011814-0.00324437j 0.00865596-0.00127272j -0.0126147-0.00549913j 0.0056329+0.00741348j 
-0.000134924+0.00772879j 0.000660545-0.00257081j 0.00146927-0.00451963j 0.00119014-0.00464625j -0.00251315+0.00833583j 0.00410276+0.00866583j -0.00107854-0.00522739j 0.000714767+0.00536386j 0.00346613-0.00484167j -0.00907872+0.0106813j -0.00647199-9.84966e-05j 0.000414467+0.000678443j 0.00551317-0.00193983j 0.00237008-0.0108787j 0.00698284-0.00616894j 0.00245576-0.00464389j -0.0118941-0.00247185j -0.00131256-0.00232259j 0.0017264+0.00284897j -0.00255164-0.0034188j -0.00276403-0.00194516j 0.00939966+0.000358717j -0.0101547+0.0022368j -0.00907636+0.00464724j 0.0101066+0.00701125j 0.00366686+0.00338024j 0.00705729+0.00213929j -0.0010908+0.00328301j 0.00373791+0.0010107j -0.0034095-0.00275881j -0.0065034-0.00165194j 0.00340182+0.00203692j 0.0068875-0.00167286j 0.00412219+0.00190583j 0.0139128+0.00249682j -0.00709648-0.00554182j -0.00940247-0.00128679j 0.0082682-0.00521656j 0.00724706+0.0105386j -0.00404542-0.00242231j -0.013199-0.00132782j -0.00409055+0.00349227j 0.0149618+0.00597986j -0.00692096-0.00494606j 0.000731828-0.00304778j 0.00336159+0.00308818j 0.00354847+0.003776j 0.00210357-0.0034906j 0.00109562+0.0130196j 0.00106026+0.000156696j -0.000566617-0.00219721j -0.000481114-0.0027097j -0.00237071-0.00306756j -0.00119767-0.00376215j -0.00490293+0.000307734j -0.00342462+0.00456226j 0.00620529+0.000808645j 0.00335792+0.00236372j -0.00250191-0.000838788j -0.00591298+0.0102387j -0.000218916+0.00297487j 0.00380809+0.00540764j -0.00230242+0.0109447j -0.000655795+0.00261942j -0.0054808-0.0040725j 0.0115924+0.00379939j 0.000301792+0.00449508j 0.00921395+0.00989925j -0.00318251+0.00868814j 
-0.00197685+0.00103694j -0.000979859-0.00200289j 0.00124712+0.00147525j -0.000145135+0.00779527j 0.00778402+0.00668174j -0.0141659-0.00230171j 0.0122527+0.00453042j -0.0113394+0.00285463j -0.0160627-0.014357j -0.0206226-0.0157236j 0.00835399+0.00607266j 0.00859324+0.00873449j 0.0145214+0.00851165j 0.0114508+0.000497189j 0.0072023+0.0148357j 0.00182751+0.00677673j -0.00137443-0.000172289j 0.00748707+0.00566347j 0.00109611-0.00255182j -0.000440968+0.000463943j -0.00820281-5.2676e-05j -0.00616062-0.00513264j 0.000474112+0.00211743j 0.000574521-0.00162801j -0.00481421-0.000180856j -0.00287435-0.00131144j 0.00297444+0.000233927j -0.0044975-0.00487274j 0.000122381+0.00238191j 0.00129203+0.0026461j 0.00178434-0.000870617j -0.00147722+0.0109148j -0.000149587-0.00169761j -0.00355044-0.00209115j 0.00124487+0.00365938j -0.00397173-0.000175177j 0.000110696+0.0054652j 0.00377325+0.000641592j 0.000183737+0.00464765j 0.00790887+0.00467659j -0.0088571-0.0098828j -0.00177677-0.00651501j -0.0029572-0.00311523j 0.000119757-0.00627674j -0.00310322-0.000985544j -0.00138743+0.000298181j 0.00241768+0.00507031j 0.00281649-0.000349813j 0.00112346+0.00175067j 0.00143267-0.000564504j -0.00128638-0.00119989j 0.00184756-7.60396e-05j 0.00251692+0.00297897j -0.00415073-0.00523566j -0.00721406-0.00491274j -0.00403644-0.00696747j -0.00238367+0.00428451j -0.00534628-0.00303617j -0.0046412-0.0033141j 0.000558687-0.00350246j -0.0074293-0.00780423j -0.00289608+0.000117919j -0.00278178+2.51045e-05j 0.00320907+0.00483081j -0.000336413-0.00208892j 0.00381517+0.00575421j -0.0018315+0.00018364j -0.000692433-0.000383362j 0.000709005+0.0016718j 
