0.0255555+0.252869j -0.252938+0.025559j -0.0546331-0.269516j -0.279946+0.0582229j 0.0985645+0.173262j -0.105748+0.117543j -0.065628+0.0700977j -0.174152+0.0134358j 0.0843584+0.167522j -0.0293729+0.113028j 0.0665753-0.100316j -0.0566208+0.00852274j 0.0382442+0.00476662j 0.0889166-0.0826018j 0.0889964-0.078684j -0.0408079-0.000720769j -0.0228333-0.0124403j 0.0735343-0.0484739j 0.00728864+0.0238436j 0.0776622+0.0128492j -0.0571774-0.0548136j 0.0356232+0.0185388j 0.00223762+0.0510749j -0.00651318+0.00413197j 0.0280411+0.00539244j 0.0612336-0.0143507j 0.0218582+0.0170071j -0.160302-0.0241516j -0.00230903-0.001286j -0.0160178+0.00672432j -0.0405704-0.0327675j 0.0181446+0.00242789j 0.00620249+0.00392916j 0.026987-0.0441028j -0.0461646+0.00665095j -0.0741908+0.034804j -0.0798212-0.0144199j -0.0442917-0.0292719j -0.0444312-0.0746787j -0.0190823+0.00676147j -0.0361051-0.0838061j 0.0615913+0.0640277j -0.0532388-0.102333j 0.0423934+0.01719j 0.0586029+0.0501246j 0.0156877+0.11392j -0.000424262-0.10899j -0.117624+0.146247j -0.175718-0.0234113j -0.0685279-0.0688626j -0.0971935-0.120412j 0.101592-0.167177j 0.273476+0.0641988j -0.0596708+0.261691j -0.24872-0.0275373j -0.0275158+0.248557j 
0.000778963+0.000847491j -0.000939961+0.000566308j 0.00120549-0.00045814j -0.00106276-0.00138658j 0.000813337+0.000983088j -0.000973784+0.00312453j -0.00553869-0.0019793j 0.00225993-0.0049299j -0.00383532-0.00647007j 0.00747607-0.00344031j -0.00264087-0.00305051j -0.00373865+0.000920129j 0.00115239+0.00195671j -0.0028522+0.00282335j -0.000646275-0.00529067j 0.000318426+0.00119883j -0.00198297+0.000334985j -6.51217e-05-0.00024105j 0.00452318+0.00229522j -0.00132784+0.00251099j 9.62447e-05+0.00141453j -0.00211999+6.23082e-05j -0.000259031+0.00349083j -0.00478947+0.00218978j -0.00101926+0.00433677j 0.00312934-0.00162392j -0.000898766-0.00284494j 0.000264388+0.00135754j 0.000208147+0.0014045j -0.00480351-0.00122843j 0.00353492+0.00221999j 0.000839659+0.00456684j -0.00180962-0.00094264j -0.00145773+0.00128061j -0.00458537-0.000264316j 0.000124824+0.000269661j 0.00181915-0.00369287j 0.00372561+0.000107399j -0.00178055+0.00075895j 0.00178152+0.00210598j -0.00101933+0.000878084j 0.00425723-0.00269034j -0.0031573-0.00425091j -0.00432236+0.00201465j -0.00370017-0.00753147j 0.00397754+0.000216845j -0.00369147-0.00452045j -0.00502291+0.00676273j 0.000974033-0.003137j 0.00154852+0.0026343j 0.000538606+0.00163916j 0.000291038+0.00448229j 5.9971e-05+0.00238861j -0.00274503+0.000915424j 0.00105576+0.0017436j 0.00158579-0.00137157j 
0.00140771+0.000396382j -0.000408122+0.00128125j -0.00376551+0.0001134j 3.84488e-05+0.00384018j 0.00316165-0.000880985j 0.00326202+0.00136521j 0.000939462+0.00373247j -0.00124042+0.00148483j 0.00209205-0.00536733j 0.00478968-0.00194783j -0.00435133-0.00207357j 0.00157815+5.66101e-05j 0.00261779+0.00142022j 0.00564431-0.00656732j 0.000112153+0.00435448j 0.00129064-0.00272972j -0.00240777+0.000233902j -0.00184737-0.00548667j -0.00644165-0.00141169j 0.00396728+0.00105237j 0.00653565-0.00690828j 1.9681e-05+0.00157768j -0.00476244+0.0110452j -0.000690887+0.00183551j -0.000923468+0.000633036j 0.000312231+0.00160508j -0.00537449+0.00683322j -0.00655137+0.00225273j 0.0015367+0.00183191j 0.00117215-0.00212044j -8.24573e-05-0.00745432j 0.000307359-0.000578832j 0.000634013+0.00209504j 0.00253026+0.00513776j 0.00727884-0.00822456j -0.00310256-0.00857089j -0.000295217-0.00552665j 0.00782355+0.00169006j 0.00764676-0.00250734j 0.000366271-0.00388746j 0.0011521+0.00169976j 0.00137781-0.000266747j -0.00168359-0.00116376j -0.00140402+0.00268201j -0.00441298+0.00249991j -0.004719+0.000479469j 0.0029934+0.000977081j -0.00710719+0.00185419j -0.000934683-0.000100222j -0.00323331-0.000455576j -0.000893643-0.000420539j -0.00407458-0.000736557j 0.00099666+1.55383e-05j -0.00114739+0.000255728j 0.0014625-0.00217492j -0.00206977-0.00156293j 
0.00107158+0.00190779j -0.00195305+0.00118842j 0.000208824-0.000873618j -0.00107466+0.000958638j 0.00192406+0.00179119j -0.00221926+0.00042809j 0.00178072-0.0018442j 0.00219779+0.0015946j -0.00244221-0.00254359j -0.00552326+0.00132268j 0.005633+0.00486183j 0.00128669-0.00812926j -0.00342462-0.00230181j -0.0016122-0.00306613j -0.00321589-0.00128883j -0.000651572-4.2835e-07j 0.00109821+0.00219992j 0.000427667+0.002366j 0.00184295-0.00539773j -0.00156623-0.00187271j -0.00333383-0.00093848j 0.000551412+0.000395017j -0.00284744-0.00260685j -0.00369191+0.00257401j 0.00231565-0.0034594j 0.00407864+0.000385378j 0.00736965-0.0031226j -0.00298922-0.00612507j 0.00398103-0.00344608j -0.0052714-0.00393383j -0.00365764-0.000988889j 0.000508677-0.00012469j 0.00407414+0.00447155j 0.000920554+0.00226657j 0.000421054-0.0057322j 0.00415679+0.000233951j 0.00344467+0.00104472j -0.00454176+0.000844015j 0.00410309+0.00607681j -0.00114153-0.00117484j 0.000158136-0.00177986j -0.00140653+0.000730259j 0.00448992-0.00058044j 0.000508895+0.00223624j 0.00115444+0.00159197j 0.000937024+0.000852289j -3.12286e-05+0.000259081j 0.008681-0.0011334j 0.00272747+0.00140108j 0.00200713+0.00263604j 0.00101789-0.000155957j 0.00444775+0.00265513j -0.00088754-0.000591335j 0.00157403+0.000575598j -0.00251926+0.00219451j 0.00199865+0.00259604j 
0.00151864+0.000514034j -0.000503343+0.00160901j 0.000581249-0.000417641j -0.000722435-0.000272446j -0.000203495+0.00148629j 0.000267149-0.000737992j 0.000332314+0.00217317j -0.000985476-0.000907486j -0.00183805-0.00475628j 0.003149-0.00235795j -0.00155234-0.00127189j -0.00268561+0.00250948j 0.00351471+0.00313018j -0.000985338-0.000763837j -0.00139202-0.0002781j 0.00236739+0.00146143j -0.00149907+0.000956679j 0.000832065-0.00150792j -0.000253595+0.000710506j -9.21147e-06+0.00245763j 0.00169058-0.00251095j -0.00202543-0.00016946j -1.7721e-05+0.00185322j -0.000699734+0.000713391j -0.00106669+0.0021814j 0.00317698+0.00021523j -0.00408894+0.00151892j -0.00158563+0.00132206j 0.00105066+0.000865811j -2.48895e-05+0.000725744j -0.00038851-0.000197991j -1.45033e-05+0.00176993j -0.00182271-0.000747905j 0.000532702+0.00413577j 0.000629347-0.00270048j -0.000302304-0.00103085j 0.000911571-0.00263503j 0.00324795+1.69027e-05j -0.000471761-0.000884565j 0.000503383-0.000722309j -0.00086814+0.00270529j -5.18087e-06-0.000979187j -0.00107151-0.00219998j 0.000636475-0.00057721j -0.00163207+0.000403542j 0.000434021-0.000856502j -0.00284682-0.0021212j -0.00306292+0.0033482j -0.00184047-0.00184565j 0.00289852-0.00157635j 0.00101259+0.00317096j -0.00200255+6.65928e-05j 0.000238509+0.000809694j -0.00102893+0.000296872j 0.000650921-0.000182065j -0.000161708-0.00056646j 
0.00202692-0.00162359j 0.00143269+0.0020741j -0.00220632+0.00134886j 3.83699e-05+0.00203733j 0.00070939+0.00235505j -0.00159725+0.00223441j -0.00114752+0.000855672j -0.00113222+0.00315688j 0.0104947-0.00110253j -0.00163126+0.00241939j 0.00139363+0.00312836j 0.00505965-0.00659361j -0.00468396-0.00163708j 0.00582457-0.00445799j -0.00129248+0.0020714j -0.003718-0.0018206j 0.00141353+0.00148768j -0.00572865-0.00296048j -0.0070154-0.00124668j 0.00276494-0.00515435j -0.00282753+9.69105e-05j -0.00172558+0.0022437j -0.0050401+0.00378201j 0.00181943-0.000878299j -0.000140622-0.00274035j -0.00177544+0.00108636j -0.00116579+0.00184225j -0.00340181-0.00742673j 0.00146747-0.00684221j 0.0045487+0.000672294j 0.000930634-0.00108026j -0.000636116-0.00305915j 0.00150314+0.00151008j -0.000613098-0.00547462j 0.00284536-0.00739377j 0.00703911-0.00109559j -0.000973329+0.00201759j 0.00257116+0.00289852j 0.0042595-0.00156615j -0.0050558-0.000170629j -0.00156223-0.000732868j 0.00214133-0.00272689j -0.000103316+0.000770088j 0.00253036+0.000985257j -0.00124348+0.00990486j -0.00677658+0.00407665j 0.00815838+0.000638225j 0.000189013-0.00129169j -0.00060552+0.00108006j -0.00257639+0.000220232j 0.00106042-0.00317806j 0.0040253+0.00254265j -0.0021753-0.000212601j -7.40473e-05-0.00142504j -0.00074557+0.000575129j 0.00033091+0.000694376j 
-0.00180287+0.000264906j -0.000133718-0.00200679j -0.000256638+0.00177752j 0.00268144+0.000277939j 0.00685272-0.00217143j -0.00123929+0.00716829j -0.00265077-0.00415287j 0.00246398+0.000298712j -0.00238479+0.0031593j -0.00012543+1.17402e-06j -0.000148379-0.00133012j 0.00392876-0.000378163j -0.0029967-0.00792255j 0.000655535+0.00315774j 0.0013864-0.000808272j -0.00471153-0.0069956j -0.00121543-0.00178687j -0.0023623+0.00228618j 0.00148306-0.000370088j 0.00226736-0.00109156j 0.000781238+0.00259776j 0.00302986+0.000943459j -0.00284669+0.0055546j -0.00143115+0.000210089j 0.00221306-0.00018212j -0.00443079-0.00254087j 0.00599694-0.000904172j -7.64602e-05+0.00168894j -0.000386924+0.00131763j -0.0029394-0.00523999j 0.005024-6.26688e-05j 0.00209349+0.000518987j 0.00114059+0.000929665j 0.000229022-0.00483981j -0.00329373+0.000623519j -0.00144026-0.00261008j -0.00159931-0.00206389j 0.000127288+5.74523e-05j 0.00193175+0.00377712j -0.000696125+0.00115383j 0.00645383-0.0038872j 0.00523565-0.000624159j -0.00232008+0.0026249j -0.00822194+0.0044698j -0.00125346-0.00598945j 0.00316477+0.000755772j 0.000580814+0.00223082j 0.000239621+0.000659129j 0.00211425+0.00126369j -0.00682649+0.00228216j -0.0013841-0.00896987j 0.0048229+0.00146232j -0.00183176-0.000446361j 0.000677334-0.00179457j -0.000528044-3.09603e-05j 0.000101041+0.00031916j 
0.00115819-0.000355644j 0.000230358+0.00144329j 0.00410695+0.00243195j 0.0017481-0.00408225j 0.00108323+0.00221976j -0.00308451+0.00429693j -0.00449673+0.000184663j -0.00121667-0.00115968j 0.00219907-0.000588622j 0.00158837-0.00240804j -0.000531945-0.000467793j -0.000467002+0.00316321j -0.00158444-0.00259543j -0.00148638+0.00533633j -0.00234586-0.0041832j -0.00308132-0.000861346j -0.00224898+0.000342183j -0.0020138+0.0023178j 0.00195639+0.00164631j 0.00116387+0.000348895j -0.00258359+0.00418529j -0.00267026-0.000239955j 0.000855244-1.00636e-05j 0.00145395-0.00100508j 0.000547591+0.00262206j -0.00213051-0.00159676j -0.0023183-0.00267557j 0.00271032-0.00254796j 0.000528488-0.000957334j 0.00178357+0.0027827j 0.00507347+0.00499469j 0.000881911+0.00227934j -0.00359371-0.00375018j -0.003085-0.00566449j -0.00404189+0.00128567j 0.00474039+0.0047075j -0.00242695+0.000712351j 0.00174155+0.000316419j -0.00557629+0.000851526j -0.00317432+0.00229101j 0.000857232+0.000295546j 0.00468915-0.00556574j -0.00304271+0.000897104j -0.000584969+0.00163973j -0.00402761+0.00244546j 0.0025723-0.000264789j -0.00178327-0.00319627j -0.00125186+0.0040162j -0.00254295-0.00307556j 0.00249752-0.000792726j 0.000913892-0.00215557j 0.00523638+0.00145385j -0.00348886+0.000419175j -0.000223286-0.00274034j 5.32791e-05+0.0014099j 0.00125956+0.000175003j 
0.00270941+0.001194j -0.00120945+0.00286391j -0.000221525-0.00245946j -0.0023474+0.00142176j 0.0012002+0.00224809j -0.00110115-0.000169374j -8.26668e-05+0.000433904j 0.00031499-0.00276303j -0.00896112-0.00317816j -0.00109711-0.00316621j 0.00181418+0.000497241j -0.00410214-0.000167453j 0.00187197+0.000411756j -0.00341067+0.000388476j -0.00506665-0.00108313j 0.00496617+0.000353268j 0.000613034+0.00267024j 0.00280974-8.02724e-05j 0.00201459-0.00654216j 9.99864e-05+0.00354833j -0.00178597-0.000625088j -0.0013773+0.00175569j -0.0011287-0.0012536j -0.00233293+0.00654305j 0.00161199+3.40736e-05j 0.00478845-0.0041233j 0.000587381-0.00226035j -0.00314105-0.00160384j 0.0025798-0.00160243j -0.00617356+0.0018737j -0.00207475+0.000218308j 0.00290761+0.00252226j 0.0028507+0.00149585j 0.00415858+0.00507444j -0.00140792-0.00261108j 0.00190366-0.000601882j 0.00169825-0.00336449j -0.00131883+4.50177e-05j 0.00349194+0.00410711j 0.000970418-0.00238396j -7.01803e-05+0.0021361j -0.00166595+6.36855e-05j -0.000399646-0.0032868j 0.00018646+0.00192657j -0.00300694-0.00102525j 0.00223292-0.00221203j -0.00516777+0.000250601j 0.00488617+0.00141528j -0.000241395-0.00166373j 0.00490599-0.00152429j 0.00336989+0.00230045j 0.0019374+0.00175152j 0.00116284+0.000446304j 0.000489136+0.00194483j 0.000776725+0.00190231j 0.00179055-0.000593443j 
0.000914864+0.003255j -0.00309561+0.00124103j 0.00209579+0.00247151j 0.00303634-0.000703504j 0.00685631-0.000134584j -1.2707e-05+0.00560974j 0.00106578+0.00107695j 0.00145327+0.00213731j -0.0027943-0.00386275j -0.000832851-0.000677572j 0.00337811+0.000198079j -0.000339604-0.00143851j -0.00156863-0.00322386j -0.000186662-0.00150042j -0.00222478+0.000185985j -0.00375418-0.00351844j -0.00355713+0.000464507j 0.000734509+0.00236312j -0.00146893-0.00354918j 0.000644825+0.00106997j 0.00291895-0.00382347j 0.00176764-0.00202168j -0.00289963+0.00593136j -0.000355402+0.00103809j 0.000450097-0.000735346j 0.000675369+0.00197651j 0.00150615-0.00133025j -0.00454575+0.000903181j 0.00376962+0.00105334j -0.00498402-0.00439788j -0.000625851-0.00242409j 0.0010788+0.00144957j 0.00117118-0.000683925j 0.000406436+0.00277772j 0.000894984-0.00713081j -0.00112898-0.00459029j 0.00026468-0.00345925j 0.00172773+0.00262029j 0.00371245+0.00334647j -0.00223683-0.00145048j 0.00400275-0.00235625j 0.0038389-0.00204823j 0.0018836+0.000910199j -0.00194541+0.00511353j -0.00206006+0.00107185j 0.00402133-0.00141194j -0.00342944-0.00236859j -0.00065476+0.00182981j -0.000309004-0.00283363j 0.00188084+0.000673914j -0.00238668-0.00355874j 0.00381992-0.00263217j -0.0030872-0.00115627j 0.00177226-0.00297204j -0.00103134+0.000240831j 0.000407805+0.00145016j 
0.00028211+0.00144941j -0.00166741+0.000576711j 0.00146186+0.00415586j 0.00374684-0.00104508j 0.00196896+0.00255755j -0.00377415+0.00273448j -0.00207376-2.96573e-05j -0.000852626+7.70103e-05j 0.00143616-0.000772302j 0.000954165-0.000929101j 0.00127333+0.000758919j -0.00123722+0.000961119j -0.000232172-0.00278411j -0.00203304+0.00149588j -0.000740724-0.00312435j -0.00239317-0.00355908j -0.00238217-0.00114569j -0.00190284+0.00170091j 0.000149275-0.000103533j 0.000335913+0.00100838j -0.000139152+0.000250323j 0.00069853-0.00170918j -0.00123387+0.00158957j 0.00184057-0.000103073j -0.000566775+0.00121813j -0.00154592-4.24175e-05j -5.60596e-05-0.00278376j 0.000461553-0.000684361j 0.00154368+0.00104404j -0.000803532+0.000123742j 0.000735367+0.00286707j -0.000326447+0.0017358j -0.000111505-0.00363627j -0.000381063-0.0031835j -0.000139789-0.00235756j 0.00104805+0.00166103j -0.00112469-0.00134558j 0.000624093+0.00241704j -0.00245442-0.000228698j -0.00318382-0.00120852j 0.00158237+0.000126199j 0.00581493-0.00131183j -0.00113669+0.000742921j -0.00190786+0.00218398j -0.00384214+0.00089668j 0.00285086+0.000972083j -0.000587232-0.00403185j -0.00278844+0.00167903j 0.000311821-0.0039566j 0.00279883+0.00141282j 0.000527784-0.00225945j 0.00415743+0.00152529j -0.00286173-0.00244888j 0.0025325-0.00236882j -0.000883768+0.000312698j 9.77293e-05+0.00120731j 
0.00136226-8.85738e-05j -9.80513e-05+0.00113673j -0.00169284-0.00173588j -0.00236596+0.00176785j 0.00209986-0.000406572j 0.000928783+0.00482114j -0.00570999-0.00126258j 0.00220674-0.00367236j -0.00306103-0.00291195j 0.00191088-0.00320343j -0.000236309+0.000774713j 0.00019953-0.00601637j -0.0040665-0.00152031j 0.000998274-0.000273797j -0.00259344-0.00245722j -0.00128247+2.1456e-05j 0.00157273+0.00178803j -0.00128457-0.000327685j 0.00213881-0.00325103j 0.000937898-0.000725573j -0.00174943+0.000389919j 0.000282224+0.00258895j -5.60865e-05+0.00406788j -0.00300166+0.00517858j 0.00171728-0.000243009j 0.00027732-0.00267975j 0.0026141-0.00210293j -0.00165856-0.00219394j -0.00041411-0.00306137j -0.00658953-0.000623063j 0.00262513-0.00358504j 0.00222365+0.000403601j 0.00380045+0.00284887j 0.000938301-0.00025387j -0.00248537+0.000214726j 0.000172424-0.00293105j -0.000896202-0.0017931j 3.82669e-05-0.000372655j 0.00463941+0.00122086j 0.00142376+0.00107293j -0.0013783-0.00130664j 0.000710486-0.00211453j -0.00141125-0.00075957j -0.00244393+0.00506052j -0.00355514-0.00226616j -0.00144667+0.00172172j 0.00159864+0.00102531j 0.00212326+0.00310793j 0.00252944+0.000321356j -0.00247868+0.00381589j -7.64718e-05-0.00194489j 0.00197406+0.0040706j 0.00183195+0.00208545j -0.00242699+0.00273758j 0.000660066+0.00141957j 0.00117423-0.000967826j 
-2.38275e-05+0.00201808j -0.00183664+9.79673e-06j 1.79429e-05-0.000318984j 0.000445492+0.000497849j 0.000179425+9.16856e-05j 0.000125228-0.00397064j 0.00558053+0.000366696j 1.83276e-05+0.0021666j -0.00224939-0.000394686j -0.00135052+0.00189764j 0.000889506-0.000528911j -0.00140268+0.00292357j 0.00429403+0.00139152j -0.00146073-0.00192059j 0.00130419+0.00201718j 0.00358339-0.000612381j -0.00189861-0.000433224j 0.00262916-0.00066583j -0.00116395-0.00120615j -0.00130607+0.0023901j 0.00221896-0.00317184j 0.000254341-0.00166826j -0.0018537-0.00124728j -0.000542813+2.18394e-05j -0.000330719-0.00073872j 0.00332158+0.00175482j -1.17147e-07+0.00174244j -0.000843513+0.00235663j 0.00258543+0.002663j 0.000284633-0.00191939j -0.00411488+0.000616856j -0.000545808+0.000695604j -8.34663e-05+0.000486339j 0.00214479+0.00503985j 0.00295962-0.00323174j -0.00185047-0.000141291j 0.00269232-0.00114456j -0.000559283+0.000187933j 0.000418369+0.00159162j 0.000309424-0.00291921j 0.00167028+0.000593822j -0.00129078+0.00342819j 0.00218584-0.00133873j 0.000851743-0.00213163j 0.00158914-0.000525031j 0.00172903-0.00217488j -0.00227007-0.000144533j -2.00267e-05-0.00241428j -0.000425785-0.000139535j 0.00239982-0.00187434j 0.000375953+0.00260021j -0.00216177-0.00204159j -0.00013091-0.0016453j 0.00213182-0.000621144j -0.00113981-0.00091844j -0.000740119+0.00126642j 
0.00459197+0.00033943j -0.000434352+0.00491014j -0.00135354-0.00184603j -0.00362103+0.00239439j -0.00162854+0.00676337j -0.00241289-0.00114482j 0.000533576+0.00252197j -1.77002e-05+5.39589e-05j 0.000885226-0.00849698j -0.000605785-0.00245085j 0.00240061+0.00284211j -0.00423789-0.00445761j 0.00160761+0.00270619j -0.00074017-0.00474584j -0.00381763-0.000476824j 0.00488225+0.00181231j 0.00131061+0.00236875j -0.00130737-0.00312538j -0.00280146-0.00342673j 0.000198858+0.000494349j -0.0051644-0.00171095j -0.00412884+0.00375226j -0.00288556+0.000530343j -0.000274228+0.00426875j -0.000380632-0.000798074j 0.00646068-0.00193492j -0.00195547+0.00205228j -0.00445626-0.00634441j 0.00148859-0.00658397j -0.00029592+0.00156062j -0.00179272+0.000303933j -0.000114749+0.00082538j 0.00275926+0.000184742j 0.00400474+0.00384522j -0.000198907-0.00832091j 0.00529933-0.000211346j 0.0012835-0.00120618j 0.000444262+0.00107065j 0.00175918+9.37645e-05j -0.00146217-0.00150949j -0.00237903+0.00428678j -0.000502966-0.000618646j 0.000228872-0.00354139j 0.00409758-0.000868844j -0.00165573+0.00747288j -0.0029721+0.00237104j 0.00111806-0.00285617j 0.00193753+0.00270207j -0.00175942-0.00131961j 0.00390358-0.00206355j 0.00427101+0.00268728j 0.00107537+0.00372227j 0.000575709+0.00115082j -0.00122195+0.00193563j -0.000470101+0.00163061j 0.00142088+0.000691784j 
-0.00126476+0.00079416j -0.000835912-0.00170088j -0.00317888-0.00204788j -0.00114987+0.00311096j 0.00120264-0.0034994j 0.00236662-0.000806253j 9.49731e-05-0.00289997j 0.0030173-0.00202522j -0.00553855+0.00153043j 0.000581827-0.000113776j -0.000726655-0.00113452j -0.000238516-0.00225392j -0.000146082-0.000981442j 0.00017727-0.00145185j 0.00233756+0.000415846j 0.00212404-0.00117922j 0.000749752-0.000674456j 0.00102977-0.000702768j 0.00155393-0.00207324j -0.000939539+0.000758782j 0.00143287-0.00128084j 0.00272451+0.000706593j -8.70702e-05+0.00177402j -0.00255972+0.00383787j 0.000864799-0.000870221j 0.000683433-0.00119616j 0.0044268-0.000225496j -0.000424297+0.00312292j -0.000528453+0.00202335j -0.00551644-0.00295314j -0.00161078-0.00307217j 0.00100149+2.89759e-05j 0.0038998+0.00257793j 0.00294582+0.0024789j -0.00021741+0.00148806j -0.00485973-0.00289954j 0.000990887-0.00231542j -0.00172778-0.00109554j 0.00422161+0.000758977j 0.00339507-0.00147561j 0.0012872-0.00204517j -0.000806095+0.00342207j 0.000433076-0.000729615j -0.00281276+0.00144841j -0.0002815-0.00662454j 0.000452516-0.000621483j 0.000464082+0.00256494j 0.00142141-0.00155866j 0.00309693+0.00172786j -0.00321293+0.0027886j -0.00126785-0.000523713j -0.00188951+0.000486271j 0.00296775+0.000293025j -0.000369893+0.00251442j 0.000430216-0.000395825j -0.000420879-0.000781671j 
0.00279256-0.00399701j 0.00366012+0.00283169j -0.000605102-0.00140266j -0.0028861-0.00102305j -0.00688474+0.00141538j -0.00240071-0.000634409j -0.00537316-0.00177206j 0.000275914-0.00194825j 0.00661008+0.000809302j 0.00242877-0.00207026j -0.00267788+0.000712761j -0.000347848-0.00393826j -0.00195556+0.000595635j 0.000333087+0.000598829j 0.000320717-0.00234363j 0.000393806+0.0029029j 0.00374069+0.00083586j -0.0034436-0.00337157j -0.000594104+0.00387006j 0.00227809-0.00195575j -0.00778116+0.00316962j -0.00498498+0.00386642j 0.00193682-0.00105993j 0.00147519+0.000421272j -0.00178767+0.001009j 0.000315395-0.0049301j -0.00163655+9.72394e-05j 0.00288021-0.00506234j -0.00310207-0.00642473j 0.00245744+0.00501706j 0.00360752+0.00326548j -0.000917045-0.00141939j 0.000139389-0.00225488j 0.00154364-0.0044945j -0.00448952+0.000439338j 0.00405334+0.00466403j -0.00291092+0.000842914j 7.2487e-05-0.000148892j -0.00147535-0.00472984j -0.000539868+0.00271903j -0.00380512+0.00242277j 0.00171146-0.00181293j -0.0029929-0.00115917j 0.0023407-0.0018198j -0.00183783+0.00276237j -0.00492061+0.00218963j 0.00434123+0.00040546j -0.00102252+0.00228381j -0.000847548+0.000744741j -0.00161824-0.0010439j 0.00329754+0.00047036j -0.00118196+0.003966j 0.00034714+0.00221172j -0.00338801+0.000693406j 0.00115557+0.00175316j 0.00148598-0.0012925j 
-0.00161423-0.00372462j 0.00337536-0.00157119j -0.00246496-0.00196811j -0.00281006+0.0012947j -0.00479404+0.000119822j -0.000889918+0.000294321j -0.00550688-0.000436038j 0.000236622-0.00193898j 0.0035198-0.000206216j 0.0025872-0.00192338j -0.00348547+0.000750638j -0.000114557-0.00403312j -0.00185004+0.000443683j 0.00120471-0.00037778j 0.000162399-0.000699492j 0.00209332+0.00200082j 0.00324986-0.00152171j -0.00236483-0.000687481j 0.00385867+0.00142415j 0.000982651-0.00225361j -0.00142193+0.00376552j 0.000462898+0.00468366j 0.00102554-0.00122549j -0.00207822+0.000665275j -0.000501311+0.00145683j -0.0033691-0.00321094j 0.000759867+0.000236145j -0.000538673-0.00199722j -0.00457502+0.000550972j 0.00132989+0.000369749j 0.00257624-0.00250564j -0.00104298-0.000335471j 0.000327721+0.000974229j -0.000857051-0.00180817j -0.00057891+0.00350363j 0.00189325-0.000881155j -0.000800165+0.000524188j -0.000387694-0.000497003j -0.000490976-0.00159121j 0.00325656+0.0010404j -0.00072546+0.00201557j -0.00046169-0.000264924j -0.00153646+0.000776685j -0.00166029-0.00093523j -0.000641683-0.0022404j -0.00200189+0.00218413j 0.00257732+0.000501947j 0.000180152+0.000717329j 0.00202626+0.00213434j -0.00311383+0.00200396j 0.000965925-0.000932601j -0.00139085+0.00171437j 0.00246976+0.00107506j -0.00193619+0.0024991j 0.00207022+0.000304861j 4.40401e-05-0.00213649j 
