0.0414244-1.3219e-14j 0.0154125-2.87824e-15j -0.0148459-1.75901e-17j -0.0183989+1.49504e-17j 0.0210119-9.70626e-18j -0.00030887-1.92788e-17j 0.0144451-6.55154e-18j -0.0147696-5.87201e-19j -0.0236923+6.39755e-18j -0.0214946+1.97793e-17j 0.0085321-1.38533e-17j -0.0201411+3.59694e-17j -0.00557338-6.37533e-17j 0.0343145-7.69265e-17j -0.00670622+1.89722e-16j 0.0110822-1.84436e-16j 0.0109397+4.13907e-16j 0.0263269+3.59219e-16j -0.000904963-2.07549e-16j -0.00159741-1.97918e-17j 0.00138294-1.06863e-16j -0.0168348-1.91764e-16j -0.00524844-2.23633e-17j -0.00104726-5.52891e-17j 0.00159398+8.69879e-17j -0.0250811+1.05594e-17j -0.0104447-1.37828e-17j -0.0207598+2.01147e-16j -0.00242662+4.99442e-16j -0.000195745+1.04405e-16j -0.0172956-2.42125e-16j -0.00253141-7.2613e-17j 0.00650055-8.11776e-17j -0.0134943+1.5955e-17j 0.00670751-7.51906e-17j 2.70777e-05-4.88063e-17j -0.016893+2.42138e-16j 0.00759827+1.81659e-16j 0.00177989+2.62048e-17j 0.00317653-4.62692e-17j 0.00656672-1.60324e-16j 0.0148332-1.70412e-16j -0.0168829-1.17807e-16j -0.00438277-2.80705e-17j -0.00800869-1.86813e-17j -0.0109417-9.6142e-17j 0.00608086-1.13995e-17j 0.0160797+3.11349e-17j 0.0259241+5.20041e-17j 0.005581+1.96356e-17j 0.000157224-5.73758e-18j -0.016915+2.0247e-18j 0.00998352-1.15903e-16j 0.0259568-9.80552e-17j -0.0332444+1.16074e-15j 0.00599659-5.27802e-15j 
-0.0529071+1.35216e-14j 0.0317195+3.04172e-15j -0.00721841-1.69708e-16j -0.0178454-2.23057e-17j -0.0266716-2.46738e-17j 0.0112425-2.29681e-17j -0.0300696-4.86925e-17j 0.00734653-2.3122e-17j -0.0134387-1.59711e-18j -0.00931374+1.15045e-17j 0.0303748-7.3967e-18j -0.0141881+8.6498e-17j 0.00684067-6.45501e-20j 0.000711262+1.21246e-16j 0.0277723-5.03332e-16j -0.0243847+5.068e-16j 0.00104897+7.73549e-17j 0.0294106+8.46155e-16j -0.0598147-2.30326e-16j -0.0107266-1.09256e-16j 0.0318976+3.70509e-16j 0.0770266+7.67226e-16j -0.0289014-7.94381e-17j 0.00664435+3.5141e-17j -0.00535779+5.46522e-17j 0.0162085+2.17178e-16j -0.005002-2.98377e-16j -0.0378346+1.06936e-15j -0.0454243+1.82218e-15j -0.0139451+1.06844e-16j 0.0178353+3.83705e-16j -0.00974829+2.38985e-16j -0.0139233+1.57108e-16j 0.0386938+1.89801e-16j -0.0317656+1.19804e-16j -0.00208235+4.66141e-17j 0.0358323-4.71791e-16j -0.0326165-6.77455e-16j -0.00999143-6.36409e-16j -0.0114363+1.14082e-16j -0.0220513+4.28666e-16j -0.0377551+2.73607e-16j 0.0296779+2.65592e-16j -0.00308978+3.23671e-17j 0.00254702+7.21696e-17j 0.0157823+1.04751e-16j -0.00752023+2.47473e-17j -0.0195112-1.66038e-17j -0.00538385-3.59136e-17j -0.0203247+1.40937e-17j 0.0208745+4.0297e-17j -0.0091708-4.55422e-17j -0.0269297+3.57509e-17j -0.00413893+1.98855e-16j 0.0452069+2.1963e-15j 0.0343338-9.69338e-15j 
-0.0906978+3.19812e-14j -0.0834895+6.4345e-15j 0.0634882+2.95357e-16j 0.0694708+2.77556e-16j -0.0417952-1.38131e-16j 0.0364293+9.50574e-17j -0.0462059+8.90529e-18j 0.0631292+4.60725e-16j 0.0859247+2.35422e-16j 0.0717268+1.14741e-16j -0.0396696-2.32934e-16j 0.0659139+2.05926e-16j 0.00235497+1.24162e-16j -0.108914-1.45245e-16j -0.01792-3.18945e-16j -0.0148114+4.33721e-17j -0.023534-7.23886e-16j -0.126658-2.50425e-15j 0.0318658+1.06106e-15j 0.00773399+3.31057e-16j -0.0294097-3.71225e-19j -0.0212047-3.43841e-16j 0.0114172+1.37303e-16j 0.0142147+2.09503e-16j -0.0238027-4.38588e-16j 0.0744885-3.55008e-17j 0.0488095+2.79166e-16j 0.104679-4.30256e-16j 0.00454225-2.11432e-15j 0.0193226-4.57937e-16j 0.0457237+8.92949e-16j 0.00445881+1.03141e-16j 0.00383854+2.64839e-16j 0.0152025-2.24504e-16j 0.016995+2.16814e-16j 0.00584438+1.93914e-16j 0.0336897-3.01364e-16j -0.0102188+7.98326e-17j 0.0149962+4.82447e-16j -0.0101641+5.57615e-17j -0.00650826+2.71108e-16j -0.0325704+3.13018e-16j 0.00548123+1.68837e-17j 0.0192989+1.17907e-16j 0.0221385+3.0263e-16j 0.0321482+4.62146e-16j -0.0299863-2.04629e-16j -0.03633-2.0975e-16j -0.0928624-6.37464e-16j -0.0410954-2.21603e-16j 0.0123156-7.53093e-17j 0.068183+3.45296e-16j -0.00267209+2.95923e-16j -0.0753451+1.29736e-17j 0.0687452-5.29481e-15j -0.0476118+2.45176e-14j 
-0.0946606+2.44905e-14j 0.0531355+5.55516e-15j -0.0150622-6.07533e-17j 0.0105887-2.46372e-16j -0.0404019+4.23238e-17j -0.0704423+2.85317e-16j -0.0419231+8.25513e-17j -0.050739-2.1715e-16j 0.0462193-1.1575e-16j 0.0353628-4.44735e-17j 0.0204728+3.572e-17j 0.0026844-5.98782e-18j 0.0469649+4.03547e-17j -0.0535118+2.8674e-16j 0.109467-1.76029e-15j -0.0655491+1.80938e-15j -0.0424099-2.02643e-15j 0.0350305+8.90314e-16j -0.011251-9.93542e-17j -0.00243816-1.64391e-16j 0.00188654+4.20307e-16j 0.118168+1.16404e-15j 0.0225902-1.50939e-17j -0.0367559+1.64041e-16j 0.0270157+4.84432e-17j 0.0452957+1.78248e-16j -0.0123673-9.15095e-17j 0.00712864-5.02189e-16j 0.00752246-3.9192e-16j -0.0244077-1.532e-16j 0.000874535-2.81277e-17j 0.0245818-2.45448e-17j -0.0285111+1.0381e-16j 0.0632604+3.77674e-17j -0.0628901+2.23856e-16j -0.0267916-1.2875e-18j 0.0256239-2.46022e-16j -0.0240091-3.23553e-16j 0.00813389-4.79861e-17j -0.00136754+9.44048e-17j -0.0274462+4.59987e-16j -0.0248851+2.60714e-16j 0.072885+6.04127e-16j -0.00820848+1.52816e-16j -0.0267586-1.97851e-16j -0.0177075-2.26317e-16j 0.0217002+1.58861e-16j -0.0212622-5.68716e-17j 0.0106774+1.47794e-16j 0.0306237+1.65266e-16j 0.0105452-1.48471e-17j -0.0114778-1.27561e-16j -0.044549+2.13592e-16j -0.0474826+3.86666e-16j 0.0649942+3.18424e-15j 0.0502862-1.42417e-14j 
0.032163-6.86571e-15j -0.0419114-1.49773e-15j -0.0010831+5.61942e-17j 0.0258826-1.12668e-16j 0.0011857-3.3637e-17j -0.0261152+1.09261e-16j 0.0328867-2.60314e-17j 0.00503809+3.79156e-17j -0.0246962+6.74596e-17j -0.0308863+5.43461e-17j -0.0257312-2.23257e-17j 0.02669-1.13873e-16j 0.0124519+1.33625e-16j -0.0295711-4.12484e-17j -0.0369837+7.71182e-16j 0.024957-6.67361e-16j 0.00982651+5.34011e-16j -0.0139191-3.45926e-16j 0.0217612+1.54765e-17j 0.0281567-2.24733e-17j 0.0227825+6.14877e-17j -0.0319623-6.54993e-17j 0.0611578+2.45208e-16j -0.00547387-1.77283e-17j 0.0187832+2.20903e-17j -0.0107214-4.99255e-17j 0.00620113+1.967e-16j -0.0211384-7.94525e-16j 0.0413177-6.34941e-16j 0.0149302+1.99513e-16j 0.0133921+2.29724e-19j -0.0144847+2.27709e-16j -0.0487874-2.65663e-16j -0.0139497+4.17941e-17j 0.0594567-2.64628e-16j 0.0345694+4.00856e-16j -0.0136415+1.32433e-17j 0.0418822+4.73606e-16j 0.00912574+7.73019e-16j 0.00253262-3.99454e-16j 0.0129263-5.06367e-16j 0.0582983-2.47544e-16j 0.0312451+3.70651e-16j -0.0108617-1.06097e-16j 0.034626+1.01602e-16j 0.0126011+2.63557e-16j 0.00995894+3.10005e-17j -0.00751983-7.69973e-17j 0.0202729+4.11404e-17j 0.0455062+1.74382e-17j -0.0296594+2.41013e-17j 0.0183504+1.58293e-17j 0.00261146-1.54963e-17j -0.0184385+4.45116e-17j -0.0224739-3.86321e-15j -0.0500786+1.79704e-14j 
0.0155158-4.61175e-15j -0.000615896-9.78629e-16j -0.0637602+3.34359e-17j -0.0248276-2.02981e-16j 0.00951081-6.22254e-17j 0.0585722-2.10674e-16j -0.0643212-2.21469e-16j 0.0229835+1.15108e-16j 0.0278569+1.21308e-16j -0.0250164+4.95887e-17j 0.0299074+9.15145e-18j -0.0514872+8.16399e-17j 0.0188444+3.76643e-17j -0.00301145+1.17037e-17j 0.0218917-3.88829e-16j -0.0181037+2.76975e-16j 0.0302403+1.51216e-15j 0.0291007+5.39845e-16j -0.0264116-2.55251e-16j 0.000117164-1.0606e-17j 0.0210081+2.13221e-16j -0.000580147+1.68184e-16j -0.0275716-1.80091e-16j -0.00684005+1.62306e-16j -0.0465631-1.82559e-16j 0.0380615+1.7396e-16j -0.0184002-5.8016e-16j -0.0300268+2.44705e-15j -0.105887+3.19206e-15j -0.00868244-1.79301e-16j -0.00607962+4.87489e-16j -0.000931366+2.72813e-16j 0.0477915+2.89981e-16j 0.0438017+1.46417e-16j 0.0319896-2.01808e-16j 0.0104436+3.31198e-17j -0.0195643+7.22181e-16j -0.0305868+3.12541e-16j 0.0299462+1.62019e-16j -0.00595439+1.73452e-16j 0.000567891+7.7499e-18j -0.0179062-1.57597e-16j -0.00237429-1.12104e-16j -0.0342659-2.5987e-17j -0.0163867-7.5231e-17j 0.00104252-1.04802e-16j -0.0231463-1.33685e-16j -0.00309621-7.04712e-17j -0.00197087-1.69888e-16j -0.044716-2.53207e-17j 0.091944+2.26034e-16j 0.0016581-4.89621e-17j -0.0133567-1.75541e-16j 0.0609386-3.92985e-17j -0.0126693-1.03777e-15j -0.0153056+4.98529e-15j 
-0.0161188+2.73088e-15j 0.0317715+5.63824e-16j 0.0813871-2.41114e-16j 0.0176054+2.89527e-16j 0.0133876+8.33657e-17j -0.0558183+3.06222e-16j -0.0163848-8.93209e-17j -0.0224408-2.22296e-17j 0.00360374+7.36831e-17j 0.0211766-6.28661e-17j 0.0466507-1.84237e-16j -0.0429723+2.43452e-16j 0.0398561+4.87798e-17j -0.020704-9.23102e-17j 0.0127749-3.78656e-16j -0.033832+3.72659e-16j -0.0155087-5.55649e-16j -0.0277809-5.09198e-16j 0.0191542+2.58e-16j -0.0203533-2.87113e-18j -0.0216203+6.0025e-17j 0.0124063+7.38786e-17j 0.0211919+3.32359e-16j 0.0618496-5.76415e-17j -0.0250993-1.77482e-16j 0.00752149+6.50608e-17j 0.0264875+2.17413e-16j 0.0379968-1.03539e-15j 0.0377867-1.77069e-15j 0.0257865-1.8656e-18j -0.00177346-8.5808e-17j 0.0181164-1.20112e-16j -0.0316112-1.19149e-16j -0.0209216-2.47155e-17j 0.0049818+2.04283e-17j -0.0192315+3.52898e-17j 0.000466495+3.48912e-16j 0.00852126+1.60705e-15j 0.0996813+2.91694e-15j 0.00484708-9.39279e-17j -0.00260899-1.22649e-16j 0.0243416-1.35217e-16j -0.0411464-2.3948e-16j 0.00561298-7.16378e-17j -0.0716927-2.4244e-16j -0.0324031-4.28086e-16j 0.00526555+1.24559e-16j -0.0266639-8.24204e-17j 0.016831+5.56831e-17j 0.0135337+1.16531e-17j 0.00455517+1.52969e-16j -0.0170404+2.50998e-17j 0.0347254+1.87385e-16j -0.0914546+1.21486e-16j -0.0204742+4.15681e-15j 0.0438978-1.92982e-14j 
-0.0235205+6.91633e-15j -0.000261696+1.49672e-15j 0.0368759+1.00872e-16j 0.0517345-1.58652e-16j -0.00161036-1.81319e-17j -0.0394225+3.32786e-16j -0.0272023+1.37801e-16j -0.0692615+4.2223e-17j 0.026725-8.78652e-17j 0.0563592-3.42914e-17j 0.0126904-8.21416e-17j 0.00985245+6.85897e-17j -0.00799578-5.57232e-17j -0.0832825+4.64526e-16j 0.0450422-4.46206e-16j 0.0166322+4.53888e-16j -0.0815808-3.79482e-15j -0.0559557-5.69587e-16j 0.0133592+2.90783e-16j -0.005666+7.70381e-17j -0.0560154-1.85914e-16j 0.0041298-2.32911e-16j 0.0351882-1.71284e-17j -0.0399243+1.97503e-16j 0.000228156+2.4739e-18j 0.00117158-1.64102e-16j 0.0208653+4.85939e-16j 0.100072-1.65264e-15j 0.0532068-3.27973e-15j -0.012905-5.09829e-16j 0.0010441-6.25056e-16j -0.0454901-4.22431e-16j -0.0448577+1.71092e-16j -0.0131161-2.24034e-16j 0.0178795-3.75239e-16j -0.0438284-1.71032e-16j 0.0540803-5.63197e-16j 0.0206198+6.76551e-16j 0.0521873+1.87165e-15j -0.00999628-3.8886e-16j 0.0366734-3.97254e-16j 0.0258526-5.1189e-16j -0.0129321-1.43626e-16j 0.0218677-8.28145e-18j -0.0223891-2.31926e-16j -0.0474655-2.92612e-16j 0.0242347+5.74967e-17j 0.00699747-1.47223e-17j 0.0377694-6.65422e-17j 0.0132981-5.10597e-17j 0.0114473-1.31638e-16j 0.0131977+9.37054e-18j 0.00907075+2.40464e-16j -0.0845873+3.39484e-16j -0.0107377+1.13703e-15j 0.00959041-4.74261e-15j 
0.0123554-2.98875e-15j -0.0099264-8.51592e-16j 0.0397542+2.20052e-17j -0.00320351+2.00421e-16j 0.0204745-4.96756e-17j 0.0801847-2.58332e-16j -0.0173173-4.4843e-17j 0.0179514+3.69872e-16j -0.0325297+8.37928e-17j -0.0389575+9.24263e-17j -0.0409014+3.57389e-18j 0.0486718-1.95583e-16j -0.00727573+1.08619e-16j 0.00655199-1.76799e-16j -0.0208868+2.13256e-16j 0.0229855-4.68759e-16j 0.0523967+2.75358e-15j -0.0457743-8.83943e-16j -0.0115258+2.65182e-16j -0.0398578-1.29869e-16j 0.029825+5.17613e-17j -0.05314-6.17384e-16j -0.0211438-8.65332e-18j 0.0102155+1.30459e-16j -0.0162929-3.17179e-16j -0.0364946+5.98325e-17j -0.000665615-8.59988e-17j 0.0311469+5.94304e-16j -0.0359915+4.53046e-16j 0.039719-6.62744e-17j -0.0264577-4.98561e-16j -0.0307177-2.17762e-16j 0.00073902+1.03132e-16j 0.0151586-1.0185e-16j -0.0122602+9.10551e-17j 0.042635+1.26608e-16j -0.00719223+2.32584e-16j -0.0246911-1.31962e-16j 0.00449485-1.37624e-16j 0.0279595+5.00077e-16j -0.013644+2.60384e-16j -0.00795491-1.81384e-16j -0.0475471-6.03264e-16j -0.00530675-8.17508e-17j 0.0527711+4.54359e-16j 0.0619917+5.86995e-16j 0.0217792-1.86113e-16j 0.0309009+6.50863e-18j -0.0147648-3.25736e-16j -0.0630294-1.95011e-16j 0.0084721-6.41848e-17j -0.00220786+7.57827e-17j 0.0226605+5.78223e-17j -0.000826738-4.18172e-17j -0.00698698+1.60564e-15j 0.0168964-7.44475e-15j 
0.00565036-4.6512e-15j 0.0463249-9.01702e-16j 0.0247641-1.66584e-16j 0.00759798+1.83686e-17j 0.029674-4.06548e-17j 0.0817027-4.53128e-16j -0.0499199-1.48497e-16j -0.113022-3.21297e-16j -0.0669948+2.22147e-17j -0.058075+6.50685e-17j 0.00316175+2.67915e-16j 0.0776184-2.87161e-16j -0.0634488+9.75186e-17j 0.00868585+1.1504e-16j 0.0282903-2.86654e-16j -0.0025897+3.34779e-16j 0.0174543+8.59776e-16j -0.00131748+5.79115e-16j -0.0637564-1.19396e-16j -0.00742057+1.17465e-16j -0.0367591-5.16955e-16j -0.00688296-4.29271e-16j -0.0669495-3.8516e-16j -0.0918517-1.33656e-16j 0.087697+3.79878e-16j -0.0876154-5.91053e-16j 0.0515857+4.52931e-17j 0.0641285+4.5833e-16j -0.0458521+3.16245e-16j 0.0477733-2.79347e-16j -0.0511549-1.35797e-15j -0.0658067-3.63441e-16j -0.0669737-2.40037e-16j 0.0567393+6.60507e-17j -0.0230172-3.79484e-17j 0.011133+4.39287e-17j 0.0450671-7.71332e-16j -0.00460143-8.95591e-16j -0.038698-7.65194e-16j -0.061686-8.92898e-16j -0.048239+2.99422e-16j 0.0268435+5.73628e-16j -0.00570732+6.43232e-17j 0.0248154-1.15204e-16j 0.04452+1.30219e-16j 0.0252081+1.64064e-16j 0.0319912-9.02699e-17j 0.0887742+2.60206e-16j 0.0824554+2.07345e-16j -0.073113+1.83252e-17j 0.0406021-3.18469e-17j -0.011486-1.83666e-17j 0.00426882+9.86134e-17j -0.0387185+1.90099e-16j -0.0195296+6.4229e-15j 0.0695931-2.93361e-14j 
0.0248742-4.87121e-15j -0.0364865-1.26581e-15j 0.0335478+1.76542e-16j 0.0583388+1.84224e-16j 0.048795+2.05809e-16j 0.0403946+2.73014e-17j -0.0779164-4.83598e-16j -0.0461972-4.47597e-16j 0.0887465+4.99466e-16j 0.0104348+8.37836e-17j -0.062031-2.66466e-16j 0.0675224+1.95618e-16j 0.0572998+3.40172e-16j -0.101197-5.61517e-16j 0.059595-7.06895e-16j -0.0405159+7.27454e-16j 0.019742+1.39483e-15j -0.126293-2.86885e-15j 0.105687+1.38197e-15j 0.0062025+2.78274e-16j -0.0411091-5.7699e-16j -0.115748-1.35232e-15j 0.0513521+1.54441e-16j -0.0474227-3.98903e-16j 0.00137284-2.57894e-16j 0.0381541-3.61424e-16j 0.0155511+9.49584e-17j 0.154072+3.0949e-16j -0.0194686-2.16909e-15j 0.0616098-7.08959e-16j -0.0982468-2.0296e-15j 0.0136151-8.34777e-16j 0.0152309-1.67371e-17j 0.0283496-1.5326e-16j 0.0393696-2.27399e-16j 0.0328407+1.65597e-16j -0.0827117+1.63195e-15j 0.025451+2.48876e-15j 0.121118+3.60398e-15j 0.036505+2.50879e-16j -0.0277285-3.79528e-17j 0.0316069-7.84084e-17j -0.0658276-7.87087e-16j -0.00628816-2.40237e-17j -0.00461134+7.11127e-17j 0.00884648-1.27639e-16j 0.0487706+1.25667e-16j 0.0698725+5.11524e-16j 0.00732144+7.99536e-17j -0.0494644-2.63647e-16j 0.0599547+3.44366e-16j 0.0220483+1.05104e-16j 0.0427775+1.95392e-16j -0.0463993-1.5811e-16j -0.0518845-2.31284e-16j -0.0108805-2.30143e-16j 
-0.0225048+6.02056e-15j 0.00920051+1.27138e-15j 0.133625-7.36218e-16j -0.0462419+7.62204e-16j -0.0157998-1.53497e-16j 0.0910642-5.22106e-16j 0.0224299-1.41463e-17j 0.127714+3.14495e-16j -0.17101-2.58562e-16j -0.0866866-2.05809e-16j 0.0897776-6.907e-17j -0.0586345+3.40176e-16j -0.0484741+1.94007e-17j 0.099183-1.39944e-16j -0.175065+2.17259e-15j 0.031283-2.26769e-15j 0.0801337+4.03766e-15j 0.000894606+6.41532e-16j -0.161143-6.17063e-16j -0.0408537+9.84136e-17j 0.0915127+7.6897e-16j 0.0450251+7.60941e-16j -0.106048+4.04569e-16j 0.185146-1.99727e-16j -0.0619904+1.9225e-16j -0.0539574+2.19958e-16j 0.0651724-3.02214e-16j -0.119267+1.41714e-15j -0.0606348+3.7326e-15j 0.0479478+9.34988e-16j 0.103895+1.88162e-15j -0.0548792+9.12946e-16j -0.0646822-5.43964e-16j -0.0387079+3.85945e-16j 0.0268315+2.24906e-16j 0.0494958+5.0472e-16j 0.0922386-1.45125e-15j -0.0307599-4.62588e-16j 0.00262293+1.35563e-16j -0.0451407-3.23319e-16j -0.0268425+2.15104e-16j -0.0302696+6.56014e-16j -0.0525673+2.95708e-17j 0.0216898-1.51673e-16j 0.0156996+6.29897e-16j 0.0766259+6.97241e-16j -0.0712461-2.87123e-17j -0.0755542-1.7055e-16j -0.042973-2.75407e-17j -0.0784385+8.39874e-18j -0.0157453-8.73028e-17j -0.0105724+4.75349e-17j 0.034831-6.97441e-17j -0.0532872-2.29755e-17j 0.025922+3.36951e-15j 0.0435502-1.51696e-14j 
-0.0101514+3.74814e-15j -0.00903879+6.39396e-16j 0.067903-6.83192e-17j 0.00628694+8.58933e-17j -0.0046955-1.74042e-16j -0.0118398+4.71525e-16j 0.0145338+1.9071e-16j 0.0487012+6.03213e-16j -0.0349686-1.20315e-15j -0.0263323-6.55011e-16j -0.0138882+8.15481e-17j 0.0116094-1.12963e-16j 0.0613823+1.26356e-16j -0.0252406-3.48393e-16j -0.0193409-4.48323e-16j -0.0177775+4.63158e-16j 0.0231953+1.33352e-15j -0.0804647-1.89923e-15j 0.00959563-5.7438e-16j 0.00305872+1.35632e-16j 0.0714094+1.76735e-15j -0.00304555+8.10197e-16j 0.0477625+5.6748e-16j 0.0785915+3.75661e-16j -0.0257305-6.47239e-16j 0.0302659+2.83416e-16j -0.0114497-4.10331e-16j -0.0311179-9.23424e-16j 0.00704211+2.30344e-16j 0.0201159-9.56912e-17j -0.0252749-4.13938e-16j -0.0078071-1.40528e-15j -0.0482708-1.06413e-15j -0.0308696-5.30434e-16j 0.0126888+6.15373e-16j 0.0393608+6.80344e-16j -0.0301862+1.20767e-15j 0.0245518+1.95547e-15j 0.0941361+3.43778e-15j 0.0520084+7.94011e-16j -0.0347535+4.97069e-16j -0.0129261-3.05898e-16j -0.0381973-5.32499e-16j 0.0167196+2.61968e-16j 0.0205922+1.02809e-15j 0.0437726+7.13637e-16j 0.0243538+3.0389e-16j -0.0126201+2.52192e-18j -0.0160344+2.49233e-16j -0.00185107-2.84272e-16j -0.0425653-2.72533e-16j -0.00782364-3.53963e-17j 0.0249007+9.62573e-17j -0.0475662+2.46263e-17j 0.00447292+9.07847e-16j 0.011981-4.43007e-15j 
-0.0144405+2.89481e-15j 0.017926+8.31265e-16j 0.0572185-5.07995e-16j 0.0124299+2.24163e-16j 0.0256852+7.18536e-17j -0.0490132+1.61613e-16j -0.00235427-2.43735e-16j -0.00809412-4.42185e-16j 0.0760509+7.80345e-16j 0.0256591+4.76909e-16j -0.0272517+1.20174e-16j 0.0190831-1.14419e-16j 0.0552258-4.41561e-16j 0.0210651-1.23389e-16j 0.020896-7.46892e-16j -0.0860918+6.9393e-16j 0.0537835+2.55625e-15j -0.00114955-5.88912e-17j 0.111772+4.83759e-16j -0.017152-1.16277e-16j -0.055206-1.18027e-15j -0.0427382-1.17868e-16j 0.0117966-5.66578e-16j 0.0395225-7.58446e-16j 0.0240186+3.17531e-17j 0.01018-3.6548e-16j 0.0280791+3.60982e-16j 0.0627805-1.12244e-15j 0.0465001-2.4674e-15j 0.070983-1.55671e-16j -0.0352503+3.71773e-16j 0.129428+4.74907e-16j 0.0467371+4.67193e-16j 0.0204912+3.0521e-16j -0.056418+2.8912e-17j 0.00683151-4.17005e-16j -0.096389+1.79568e-15j -0.0151585+3.50652e-16j 0.0203048-1.08367e-15j 0.0162894-3.00896e-16j -0.0487534+2.64241e-16j 0.025173+2.59246e-16j -0.0135018+3.42934e-16j -0.0207528-2.44052e-17j -0.0657658-5.7076e-16j -0.000725261-6.61409e-16j -0.00118329-3.81743e-16j -0.00761291-5.20147e-17j -0.0384362-1.79805e-16j 0.0182596+9.27382e-18j -0.0134558+4.71763e-16j -0.0122208+1.0068e-16j 0.029638-1.52868e-16j -0.0405611+1.8662e-16j -0.0027926+2.77962e-15j 0.0299118-1.21176e-14j 
-0.0942688+2.78562e-14j 0.00109283+6.38541e-15j 0.107431-3.13566e-16j 0.0157448+2.06702e-16j -0.0417667+1.60146e-16j 0.00559993-5.62473e-16j -0.0083402+2.11371e-16j 0.0597772-8.10119e-17j -0.0533364+1.75051e-16j -0.0506554+2.82897e-16j 0.0060571+1.38423e-16j 0.0544987-4.94817e-16j 0.0455708+2.3184e-16j -0.0186357+3.55212e-16j -0.0424825-2.31231e-16j -0.0739227+1.58815e-16j 0.0623638+3.43126e-15j -0.0469883-2.40569e-17j -0.0455405+5.41945e-16j 0.0156121-3.19276e-16j 0.0738991+4.35607e-16j 0.0707486+1.21949e-15j -0.00211068+1.85397e-16j 0.0879035+1.55424e-16j 0.0350896-2.37774e-16j 0.0283078-2.5091e-16j 0.0563403-2.86761e-16j -0.0484187+2.97123e-16j -0.0130292+1.94738e-15j 0.0654559+5.33132e-16j 0.0294492+8.48592e-16j 0.0224466+1.06423e-15j -0.0938742+5.73028e-17j 0.0357319-4.67097e-17j -0.0159989+1.23663e-16j 0.0677955+5.72627e-16j 0.0121109-4.19862e-16j 0.00108202+6.22621e-17j 0.0265634+7.88283e-16j -0.0177687-3.33265e-17j -0.100935+1.20864e-15j -0.0177297+1.19933e-15j 0.0399173+4.16279e-16j 0.0171111-1.84351e-16j 0.0326712-1.87516e-16j 0.0863146+2.29529e-16j -0.0119475+3.42539e-17j -0.0435169-2.14954e-16j -0.0425484-1.40631e-16j -0.0212994+3.25596e-16j -0.0394667-1.46582e-16j 0.00958076-2.08871e-16j -0.00278453+4.44454e-16j -0.104998+3.32484e-16j 0.0766889+1.72614e-15j 0.0383169-8.37394e-15j 
-0.018988+7.40789e-15j -0.0179657+1.4837e-15j -0.0792902+1.74803e-15j 0.0103447-5.33759e-16j 0.00222277-1.80836e-16j 0.0744112-1.79178e-15j -0.125228+2.59622e-15j -0.00566595+3.7968e-16j 0.108672-2.73898e-15j 0.0134737-7.76569e-16j 0.0170453-5.29741e-16j -0.014903+5.16185e-16j 0.0410735-4.6932e-16j -0.0798808+1.43376e-15j 0.0867366-3.78336e-15j -0.0758901+3.54846e-15j -0.00128881+3.32508e-16j -0.0440578-1.69559e-16j 0.0117937-2.53746e-17j 0.0455454-4.81713e-16j -0.019135+1.28451e-15j -0.00727712+1.4363e-16j -0.0176534+6.44263e-16j -0.0612303+1.6935e-15j -0.0206157-1.05092e-16j 0.11103-2.49969e-15j -0.00341108-1.01197e-15j 0.0388504+1.38403e-15j -0.142374+6.00764e-15j -0.0113942-6.57188e-16j -0.0551366+9.23555e-16j 0.0105938-1.01991e-15j 0.0544761-1.43662e-15j 0.0717208-1.76695e-15j 0.0395917-5.96663e-16j -0.00434469+3.7675e-16j -0.0421898+2.14153e-15j -0.0125845+1.65212e-15j 0.0746536+3.80201e-16j -0.0204676+8.39057e-16j -0.0397771+1.50481e-15j -0.0429725+1.50715e-15j -0.000555433+8.3121e-18j -0.00818358+2.19764e-16j -0.0249226+1.04609e-15j -0.0113498+3.43102e-16j -0.0190023+4.23095e-16j 0.0301831-7.4267e-16j -0.00553482+2.36563e-16j -0.0752702+1.77577e-15j 0.134105-2.81144e-15j 0.0272292-5.54303e-16j -0.0239899+3.69138e-16j 0.043858-8.57466e-16j 0.00269264-2.31137e-15j -0.0238598+9.79652e-15j 
