0.00398131-0.00369072j 0.00800778-0.000982062j -0.0029748-0.00230064j -0.0131997+0.00431057j 0.00897775+0.000221058j -0.00706431+0.00411805j 0.00473064-0.00309739j -0.0101594-0.000454902j 0.00109773+0.000192822j -0.00236823+0.00185062j 0.00634495-0.00279732j 0.000256328+0.0018459j -0.00154534-0.00104765j 0.00438236+0.00232204j -0.00202499+0.000868259j -0.00942202+0.00231027j 0.00727288-0.00126481j -0.000513072-0.000678491j 0.000489128-0.000620739j -0.00135721+0.00384458j 0.00191669-0.000514174j -0.0046263+0.00118637j 0.000588759+0.00130855j -0.00753701+0.00309015j 0.000859253-0.000241951j 0.00803732-0.00332391j -0.0110413+0.0019907j -0.000484274+0.00126545j 0.00762291-0.0026984j -0.00582003-0.000600075j 0.00736407-0.004935j -0.00316524-0.00401544j -0.0030137-0.00220421j -0.0101109+0.00183206j 0.00234829-0.00260739j 0.000435841-0.0032556j 0.00735291-0.00146385j -0.00936586+0.000977696j -0.00639257+0.00715464j 0.00629138-0.000460877j 0.00609451-0.00153019j -0.00300292+0.000988626j -0.00243795+4.77415e-05j 0.00331189-0.000122182j -0.00683136+0.000563431j 0.00549229-0.00360685j 0.00915585-0.00410462j 0.00463484+0.000522674j 0.000909854-0.00196935j 0.00434745+0.00482892j -0.00306172+0.00161521j 0.006245+0.00313369j 0.0101189+0.00196322j 0.00775906+0.00165567j 0.00182634+0.00254965j -0.00413858-0.000613632j 0.000827134+0.00399296j -0.00569777-0.00343409j 0.000968169+0.00365286j 0.00537428+0.00141035j 0.00985333+0.00251412j -0.0060985-0.00460776j 5.51288e-05+0.00475421j 0.00130798-0.00107209j -0.00441736+0.00285868j 0.00345872+0.00151346j -0.000987327+0.00619269j -0.0143864-0.00883787j 0.0052197-0.00175654j -0.00938258-0.00802143j 
0.00244701+0.00231838j 0.00349932-0.00507273j 0.00313099+0.00204199j 0.00244217-0.00672661j 0.00704601+0.00224772j -0.00370342+0.0019832j -0.00586149+0.0022663j -0.00749368+0.0034077j -0.000443648+0.00465571j -0.000315293+0.00710859j -0.00151875-0.00426876j -0.00541242-0.00738638j 0.00272534+0.00310687j -0.0102693+0.00734662j 0.00616178+0.00238143j 0.0068361-0.011954j -0.00208453-0.00627313j 0.00656259+0.00511274j 0.00967685-0.0109783j 0.00032002+0.00662871j -0.00293731-0.016098j 0.000609041+0.00232822j -0.0161137-0.00774669j 0.011198+4.73926e-05j -0.0060603-0.00351147j -0.0050864-0.0025026j 0.00205625-0.000323547j 0.00786052+0.00683635j 0.000681081-0.00249713j 0.00228295-0.00116847j 1.63067e-05+0.00056276j 0.00174713+0.00166938j -0.00292917+0.00271288j 0.00536184+0.00152594j -0.000320604-0.00151069j 0.000914984+0.00670006j 0.00483688-0.00143186j -0.00377715+0.000550798j -0.00570384+0.00319099j -0.00154035+0.00198191j 0.00483167-0.000635373j 0.000642775+0.00168062j 0.00233588+0.000821093j 0.00312427-0.00257314j -0.00228667-0.000428978j -0.00154638-0.00079125j -0.00112335-0.00186856j 8.04421e-05-0.00157288j -0.000117723+0.000372265j 0.00117834+0.00589016j -0.00343357-0.00304318j -0.00872677-0.00269922j 0.00103698+0.00103296j 6.27995e-05+0.000481465j 0.00302881-0.000500448j -0.0038908-0.002394j 0.00686473-0.000602124j 0.00124128-0.00336866j -0.00205802+0.0015177j 0.000333278+0.00175129j -0.000784809-0.00327124j -0.00240077-0.00272107j -0.00561195+0.000156876j 0.0032416+0.000670162j 0.00123141+0.00117284j -0.00341787+0.0013774j 0.00498969+0.000610779j -0.000596879-0.000386791j 0.00298582+0.00105683j -0.000590732+0.00229545j 
-0.00371767-0.00809749j -0.000206615-0.00210552j 0.00187341+0.00559859j 0.000708223+0.0053758j -0.00267248-0.00457552j -0.00248021-0.00315275j 0.00454401+0.00782405j -0.0037036-0.00455108j 0.00496802+0.00865672j 0.00285792+0.00762207j -0.00196202-0.0019694j -0.00214586+0.00214894j 0.00234986-0.00382553j -0.00323189+0.0169167j 0.00167902-0.0209329j -0.000888478-0.00057387j -0.000631443-0.00120215j 0.00354246+0.00493403j -0.000458189-0.0123582j 0.00522969-0.00520317j -0.0106405+0.0150922j -0.00115215+0.00126765j -0.00186193-0.00445598j 0.00257248-0.00993795j 0.000379787-0.000457276j -0.00468598+0.00663755j 0.00560856-0.00525287j -0.0027216+0.0038467j 2.26128e-05-0.00204848j 0.00169939-0.00347472j 0.00114141+0.000855665j -0.00191966+0.000482695j -0.00134698+0.00193145j -0.000536379-0.000353398j -0.00193819+0.000492487j 0.00228622-0.000486381j -0.000644891-0.00217235j -0.00133236+0.00139933j -0.00138006+0.000101396j -0.00046071-0.00322668j 0.00136748+0.000302782j -0.000237012-0.00182121j 0.00274862-0.00284594j 0.00045746+0.0016533j 0.000263606-0.00389038j -0.000502183+0.0026008j 0.00263627-0.0105542j 0.000904253-0.00116253j -0.00129407+0.0026559j -0.00113735+0.000932263j -0.00112022+0.000478472j -0.00442587+0.00426101j -1.04615e-05+0.000433803j 0.00154004-0.00185947j 0.000603235-0.00177863j -0.00320896+0.000812839j -0.000136093+0.00195884j -0.00264886+0.0023218j 0.00371573-0.00745068j -0.00108934+0.00287744j -0.000128751-0.0005426j 5.84868e-05+4.06496e-06j 0.00198797-0.00125527j -0.0017128+0.00329378j 0.00239872-0.00264857j 0.0010851+8.27902e-05j -0.00102021+0.000617028j -0.00206775+0.00379975j 0.00153727-0.00196826j 0.00191282-0.00383635j 
-0.000971238+0.00162376j -0.00806586-0.00634752j 0.000177854+0.00354787j -0.00641965-0.00533156j -0.00145361-0.00108813j 0.00440569+0.00190816j 0.00543239+0.00536306j 0.00564421-0.0028741j 0.000983473+0.00902986j 0.00293126+0.0074998j 0.00086811-0.00662687j 0.00300109-0.00917479j -0.000543235+0.00471158j 0.00852446+0.00673728j -0.0022791+0.00319174j -0.00288253-0.0137752j 0.00129787-0.00714336j -0.00582086+0.00291538j -0.000483351-0.0158482j -0.00209107+0.00837807j 0.00324849-0.00981103j 0.00278843-0.00305147j 0.0156424-0.00191089j -0.00156965-0.00598062j 0.00472918+0.00276194j 0.00810025+0.000522308j -0.00151077-0.000100299j -0.009195+0.000399442j 0.000671122-0.00163867j -0.000851478-0.00176227j -0.00337677-0.00195116j 0.00268125-0.00492157j -0.0015533+0.000637988j -0.00284076-0.00402609j 0.00327594-0.00169573j 0.0051705-0.00311285j -0.00295378-0.0035183j 0.0015811+0.00258003j 0.00134499+0.00361784j 0.00198124-0.000823422j -0.00187897-0.00246168j 0.00229006-0.000830873j 0.000580436-0.00283858j -0.00214322-0.000437406j 0.000820935-1.36153e-05j -0.000405077+0.000729613j 0.00404947-0.000855958j -0.000866398+2.66114e-05j -0.000467412+0.00188085j -0.00253966+0.000945469j 0.000876252+0.00126757j 0.00723603+0.00371255j -0.00168991-0.0013729j -0.00237934+0.000648364j -0.0032124+0.000234743j 0.0019789+0.00416935j -0.00583526-0.00468623j -9.83048e-05-0.00241826j 0.00205021+0.00288236j -0.00127319-0.000388571j 0.00138952-0.000991085j 0.00234335+0.000916286j 0.00185067+0.00577304j -0.00259507-0.00327472j -0.00051692-0.0017022j -0.00080013+0.00501946j -0.00104595-0.00629453j -0.000555035+0.00152281j -0.000257228-0.00552081j -0.00153744+0.00157785j 
-0.00603807-9.52363e-05j 0.00412666-0.0028199j 0.00269534+0.0013164j 0.00966414-0.00183167j -0.0030456+0.00353193j -0.00491242+0.000402543j 0.00259243-0.000988004j -0.00453688-0.000187149j 0.000652248-0.0003321j -0.00122883+0.00254579j 0.00249697-0.000149789j 0.0079244-0.000911325j -0.00619906-3.51618e-05j 0.00618133+0.00369293j -0.0182607-0.0036196j 0.0114457-0.000897938j 0.00505057-0.00383308j -0.00032631+0.00293743j 0.00357381-0.00114317j -0.0104268-0.00282036j 0.0231628+0.00614436j 0.00344008+2.33272e-05j 0.00237031-0.00254482j -0.00509435-0.000956347j -0.00100284-0.000871689j 0.00794011+0.00227636j -0.00340971-0.00350129j -0.00174068+0.00232638j 0.00145675-0.00164905j -0.000440795-0.00108284j -0.000475-0.00105427j 0.00270001+0.00303884j -0.00205034+0.000486519j -0.000214914+0.00214584j 0.00363494+0.00118182j -0.00270167-0.000669546j -0.000583816+0.00156761j -0.000943328+7.24075e-05j -0.00266618+0.000279412j -0.00158968+0.000200772j 0.00206373-0.000350828j 0.000603018+0.0010103j -0.000420939-0.000803975j 0.00177945-0.000592929j -0.00371507-0.00103486j -0.000525152-0.000428188j -0.00573951-0.002752j 0.00029056-0.00143961j -0.000758512+0.000546749j -0.00351404+0.0030587j 0.000666309-0.000405018j 0.003494+0.00338108j 0.00101989+0.00044588j -0.00288729-0.00197704j -0.00378806-0.000737829j -0.0025077+0.00161023j 0.0028903-0.000420988j 0.00366173+0.00199053j -0.00750428-0.00475104j 0.00182247+0.00196359j -0.00016678-0.000282047j 0.000467562-0.000706866j -0.00447537-0.00315854j 0.00327062+0.00295339j -0.000684513-0.00236871j -0.00284879-0.00176389j 0.00381998+0.00234314j 0.000520274+0.001861j 0.00214811-0.000175268j -0.0017681-0.00238477j 
-0.00302248+0.00238159j -0.00514908-0.000437469j 0.00622438-0.00288708j -0.00207267-0.00221359j -0.000880827+0.000110013j -0.000548878+0.00173734j 0.00733066-0.00275776j -0.00412977+0.00370655j 0.0129222-0.00324542j 0.0125283-0.00153579j -0.00599846+0.0012685j -0.00777468+5.88939e-05j 0.00197726+0.000455558j 0.018003+0.000774068j -0.0105546+0.0021783j -0.013407-0.003753j -0.0101108-0.00109396j 0.009819-0.000771866j -0.02105-0.00363848j 0.00331884-0.000284728j -0.00419902-0.00117154j 0.000409294-0.00267016j -0.0120389-0.00164434j -0.00836128-0.00280006j -0.00157445+0.000290191j 0.00276358-0.00112147j -0.00480149-0.00190349j 0.00836231+0.00489431j -0.00497151-0.000820171j -0.00325188-0.00138995j 0.000216569+0.000732837j 0.000881424-0.000704861j 0.00419422+0.00390413j 0.000272764-5.40335e-05j -0.00164978-0.00145134j -0.000369407-0.00191478j -0.00308836+0.000741909j 0.00240261+0.00166862j 0.00424039+0.00101841j -0.000279592-0.000335621j -0.00222579-0.00171045j -9.41031e-05-0.00184898j -0.00404181-0.00171348j -0.00231973-0.000889893j -0.00305776+0.000428782j 0.00118053+0.00162261j -0.00981316-0.00219659j -0.00216031-0.000174052j 0.00312633+0.0015985j 0.00706433+0.00286405j -0.000468662+2.50434e-05j 0.00504617-2.18033e-05j 0.00142975-0.000192623j -0.00107855+0.00129114j -0.00139028+0.00166318j 0.00330545+0.00214272j -0.00212044-0.000360065j 0.000519199-0.000561657j -0.00395556-0.00138679j 0.00304314+0.000957555j -0.00279454-0.000964866j -0.00212919-0.000488905j -0.000593964+0.00110845j 0.000926977-0.000173208j -0.0027566-0.00113525j 0.000858477+0.00167973j -0.000527066-0.00235081j 0.00238487+0.000998646j -0.00145149-0.00210955j -0.00158208+0.000308307j 
-0.0044672-0.000134593j 0.00254701+0.000851561j -0.00318972-0.00191961j -0.000784443-0.000134141j -0.00132082+0.00169252j 0.00231609+0.00155505j -0.00208098-0.0023328j 7.02883e-05-0.00121127j -0.000554408+0.00187862j 0.000181546+0.000952314j -0.00136465-0.000930077j -0.00370332-0.00152673j -0.000119414-0.00122595j -0.00168492+0.0028108j -0.00339722+0.000167005j 0.00324396-0.00274254j 0.000705561+9.92383e-05j -0.000169452-0.00124111j 0.000826925-0.000668228j -0.00134479+0.00021565j 0.00575449+0.00179438j -0.00449172-0.00103776j 0.00193664+0.00195621j -0.00329137-0.000463425j 0.00297257-0.000798728j -0.00117241+0.00020426j 0.00133924-0.000741442j 0.000782309-0.000932402j -0.000840753+0.00131956j 0.000370349-0.000651425j -0.000745783+0.000755666j -0.00106206-0.00254899j -0.000679813-0.00131649j 0.00370332-0.000838829j -0.000552398-0.000633181j 0.000386225+0.00498895j 0.00417265-0.000231649j -0.000406299-0.00171589j -0.00242572-0.000161473j -0.00135794+9.53287e-05j -7.89333e-05-0.000544061j -0.0023463-0.000922674j -0.0025821+0.00167194j -0.000870811-0.000952965j -0.00152673-0.000948134j 0.000448974-0.00284542j -0.00321899+0.000405895j 0.00236301+0.00155347j 0.00112624-0.00298603j 0.01286+0.00075985j -0.00523637+0.00123595j -0.000335401-0.00333752j -0.00353951+0.00191007j 0.000190877+0.00449905j 0.00760346+0.00527843j 0.0132611+0.0015685j -0.0039366+0.00507842j -0.00391879-0.00162963j -7.01582e-05-0.00831518j 0.000766384+0.00764675j 0.000813513-0.00299312j -0.000104817+0.00839582j 0.00499465+0.00184652j 7.16358e-05+0.000740523j 0.000244703+4.77936e-05j -0.00590052+0.0072136j 0.00447894-0.00277745j 0.00376638-0.00105287j -0.00587414+0.00411561j -0.00363557+0.00198162j 
-0.00208342-0.00127181j -0.00415497-0.000522223j 0.00136521-0.00156492j 0.00376124+0.00170565j -0.00483618-0.000734185j 0.00090586-0.000476065j -0.000825856-0.00162418j 0.00492595+0.000537328j 0.00277284-0.000405107j 0.000806239-0.000255531j -0.00139279+0.00118867j -0.00250083-0.000741289j 0.00236771+0.00096967j 0.00306602-0.00211926j -0.000953066+0.00064607j -0.00239999-0.000169374j -0.000960022-0.00153684j -0.0020585+0.00021153j -0.00221565-0.00168235j 0.000400002+0.00019499j 0.0028462-0.00346551j 0.000735903+0.000320896j 0.00191951-0.000894154j -0.00048378-0.0011704j -0.00109551+5.65336e-05j 0.000680719+0.00154569j -0.00179675+0.00105418j -0.00197277+0.000130415j 0.00126449-0.000788071j -0.000879154+0.00101962j 0.00125873-0.000453832j -0.000245782+0.00181689j -0.000738109+0.000803404j -0.000576483-0.00216942j 0.00079365+0.000174695j 0.00242614+0.001366j 0.00062903-0.00277415j -0.00151171+0.000566893j -0.00408591+0.000206664j 0.000784006+0.00134776j 0.00124164-0.00041711j -0.00034931+0.000867907j 0.00427387+0.00145383j 0.00048177-0.000461226j -0.000158909-8.49689e-05j -0.00236793+0.000964048j 0.00486306+0.000889922j 0.000827299-0.000477718j -0.00454497-0.000376896j -0.000238397-0.00354529j -0.00190243+0.00100907j -0.0106778-0.00021676j 0.000722153+0.00165386j 0.00667802+0.00436766j 0.00907287-0.00300174j -0.00423529-0.00662367j 0.00941273+0.00425578j -0.00503149-0.00517527j 0.00571937+0.00462618j -0.0026129+0.00182905j 0.00406135-0.0128305j 0.00665829-0.00349015j 0.00133302+0.00168249j 0.00741723-0.00638336j -0.000564039+0.00222146j 0.00668955-0.00212183j 0.000458038+0.000359463j 0.0037515-0.00331861j -0.00392662+0.00220162j 0.00641003-0.00409263j 
0.00301997-0.00325911j -0.000158729+0.0024059j 0.001843-0.00157122j -0.000290716+6.91505e-05j 0.00161305-0.0012546j -0.0026436+0.00334972j 0.00388352-0.000763918j -0.00149988+0.00209261j -0.00267213-0.000709966j -0.00222062+0.000496917j 0.00340107-0.00238616j 0.00575077-0.00338154j 0.000734434+0.00172592j -0.00355862-0.000911296j -0.00286415-0.00370928j 0.00557756+0.00132577j 0.00100687-0.00206992j 0.00340574+0.000525394j 0.000953026-0.00215007j 7.01095e-05-0.000536668j -0.00188971+0.00312344j 0.00178717-0.00245112j -0.00305794+0.00129671j 0.00176017-0.00283346j 0.000400809+0.00140668j 0.000185795-0.000301731j -0.000989935+0.00210249j 0.00226866+0.00270008j -0.00143747-0.000707833j -0.00105434-0.000331691j -0.00143218-0.000285774j 0.00172522-0.00014593j 0.00225489+0.00239707j 0.000448275-1.90036e-05j -0.000270047+0.00209868j -3.00867e-05-0.000785742j -0.000731649-0.000301316j 0.00173007+0.00134214j 0.00230299-0.00125353j -0.00232978+4.90952e-07j 0.000663678+3.95692e-05j 0.000793756+5.904e-05j -0.000801406-0.000720221j 0.000881546+0.000393278j 0.000270781+0.0031953j 0.00517627+0.00138801j -0.000705344+0.00451179j -0.00825255-0.00237816j 0.00393242-0.00132925j 0.00200479+0.00475446j 0.00171249+0.000726654j 0.00521652-0.00469402j -0.000952765-0.00166662j -0.00330257+0.0123261j 0.000901053+0.00984978j 0.00658861+0.000896348j -0.00766731+0.00469603j 0.00835286-0.00719302j 0.00634446-0.00249065j -0.0113125+0.00362746j 0.0164659-0.00623644j -0.00837527-0.00408561j -0.010173+0.00844735j 0.00660918+0.00256844j -0.0050352-0.0011163j -0.0081603-0.00314333j -0.00116514+0.000609352j 0.00587177+0.00203073j -0.00927683-0.00683555j -0.000907401+0.00448646j 
-0.0017238+0.00193687j -0.00455699+0.00597156j -0.0016949-0.000753857j 0.00636751-0.00495836j -0.000864559+0.00341969j -0.00235854+0.00093794j -0.003766+0.00123808j 0.00254926-0.00290135j 0.00198617-0.000776578j -0.00103205+0.00101722j 0.00248038-0.00109062j 0.00070234+0.000522505j 0.00251477-0.00171356j -0.0031224-0.000817937j 0.00220286-0.00122338j -0.0010597+0.00249348j 0.000853334+0.00134875j -0.000630289+0.000190774j 0.00147925+0.00137687j 0.00244493-4.05132e-07j -0.00693853+0.00296663j 0.00387335-0.00130768j -0.00242903-0.000213522j 0.00245864-0.00148084j -0.00217722+0.000897929j 0.00168944-0.00054347j -0.000918227+0.00083212j -0.000526874+0.00237147j -0.000764341-0.00133945j 0.000161757-0.000603466j 0.000427043-0.00188723j 0.00334553-0.00164076j 0.000139114-0.000747995j -0.00201243+0.00204601j 0.000118291-0.000822775j -0.00109418-0.00243444j -0.00398322+0.0014695j 0.000977895-0.000348716j 0.000435592+0.00424521j 0.00275299-0.000598103j 0.000823053-0.000278187j 0.00376763-0.000238331j 0.000400627-0.00263931j -0.00281674+0.000861122j -0.000558756+0.000710873j -0.00123348+0.00145552j 0.002733-0.00514692j 0.00017426-0.0030472j -0.00184956+0.00476752j -0.00506668+0.00972812j -0.000271608-0.000857692j -0.00118418+0.00652475j 0.000121079-0.00242361j -0.00129928-0.0027603j -0.00934861+0.00131101j -0.00686044+0.0130443j -0.00239465-0.00574199j -0.00329302+0.00115826j 0.0204199-0.0109968j -0.00617933+0.0054741j -0.0157377-0.00401728j -0.0164948-3.95485e-05j -0.00353976+0.000471041j -0.0114979-0.00144477j 0.000774407+0.00167321j -0.0153146-0.0073874j 0.00472994+0.00215097j -0.00405301+0.000646513j -0.00257494-0.00384232j -0.0127384-0.00765582j 
0.000837153-0.00458894j -0.00308423+0.00050405j 0.0031801-0.00433825j -0.000416043+0.0018416j -0.00221566-9.38111e-06j -0.0022313+0.00157417j 0.00179745-0.00489052j 0.000463016-0.00104355j -0.000229465+0.00222624j 0.000381798+0.0010267j 0.000418923-0.00112324j 0.00146764-0.00297607j -0.000751107-0.00114972j 0.00154147+0.00315095j 0.00117568+0.00181219j -0.000115133-0.00312194j -0.000543143+0.00162869j 6.99257e-05-0.00324604j 0.00138358+0.00180407j -0.000897724+0.00122906j 0.00206164+0.00104871j 0.000471446-0.00214383j 0.00074694+0.0031054j 0.0021616+0.000757898j -0.000983697+0.000318971j -0.00199514-0.00149479j -0.0012869-0.000386138j -0.00100144-0.00235482j 0.00112463+0.00210837j -0.000100929+0.00119695j 0.00128553-0.000527525j -0.000272205-0.00330235j -0.000400156-0.00432939j 0.00217704+0.00228134j 0.000939466-0.00296737j -0.00409759+0.00325485j 0.00340748+0.00529752j 0.00158769-0.00568403j -0.00201218+0.000235091j -0.000962721+0.000797797j -4.29586e-05-0.000741442j -5.01882e-05-0.000930401j -0.0062611+0.0029223j 0.000547009-0.00282876j 0.00152009-0.00297518j -0.00243044-0.00648915j 0.00142336-0.000938676j 0.00499468+0.00767784j 0.00131801-0.00282318j -0.00191246+0.00836191j -0.00123113-0.00531951j 0.00329494-0.00892531j -0.00247565+0.00199517j -0.00933147-0.00360204j -0.00477919+0.00277273j 0.00085029+0.00407869j -0.00541551-0.00140989j 0.00711375-0.00637274j 0.00405213+0.0109999j -0.00723396-0.00114459j 0.0175313-0.000957316j -0.00709677+0.00470958j 0.00371058-0.00528662j 0.00340784+0.00267035j -0.00232684-0.00497603j -0.0063573-0.00218574j 0.00559154-0.000978482j 0.00482757+0.00622379j -0.00980958-0.00290244j 0.00491254-4.07822e-06j 
0.00342456-0.000651556j -0.00289643-0.00154165j -0.00187111-0.000180058j 0.00386302+0.00117819j 0.00448837+6.9495e-05j -0.000762555-0.00219657j -0.00395197+0.000355413j -6.29985e-05+0.000946509j 0.00557538+0.00155583j 0.00288209-0.000395667j -0.000912426+0.00176092j 0.00186181+0.00159355j -0.00261978+0.00229118j 0.00160575-0.0013262j 0.00510586-0.000848492j -0.00411843+0.000811928j 0.0033712+0.0014621j -0.00217329-0.00013401j 0.00396215+0.00137411j 0.00160831+0.00216702j -0.00151093-0.00226543j 0.00224818+0.00135686j 0.00061636-0.00127511j 0.00156273+0.00052906j -0.00344705-0.000888925j 0.000301806+0.00148467j -0.00494801-0.00130548j -0.00380801+0.00280929j 0.00255501+0.000220828j -0.000218928-0.00159234j 0.00220486-0.00124455j -0.00254853+9.9249e-05j -0.00206736+0.000990891j -0.00218512-0.00282206j -0.00502033-0.000830465j 0.00338563-0.000276381j -0.00075819-0.00239717j -0.0031903+0.0002565j -0.000203849+0.0030295j -0.00265195+0.00393664j 0.000261749+0.00197653j 0.00152277+0.00153424j -0.000193562+0.00331832j -0.00738274-0.00040265j -0.00718267+0.00169893j -0.00709697+0.000293173j -0.00100291+0.00842235j 0.00604139-0.00571279j -0.00726423-0.00260605j 0.00243829-0.00461632j 0.000484796+0.0022358j -0.000716983-0.000638002j -0.000648301-0.00403437j -0.00105595+0.00781934j 0.00258292+0.00450663j 0.00829465+0.00797725j -0.000949399+0.00147733j 0.00406245+0.00568066j -0.00333719+0.000174771j 0.00342033-0.000982547j 0.00733249-2.0297e-05j 0.0075541-0.00815983j -0.00512924-0.00719679j 0.00273369+0.00524539j -0.00387587-0.00126354j 0.00562818+0.001256j 0.000622008-0.0105543j 0.00106028-4.61011e-05j 0.00235444-0.00127373j 0.0045554-0.00214166j 
-0.00118344+0.00123124j 0.00158149-0.00539438j 0.00466943-0.00305888j -0.00519222+0.00478525j -0.00525909+0.00205463j 0.000735865-0.00318346j 0.00201403-0.00448473j 0.00116655-0.000315556j -0.00472711+0.0054593j -0.00159554+0.000579422j -0.0030666+0.00115678j -0.00321976+0.0020043j -0.00138367-0.00112732j -0.000884093+0.000407318j 0.00303502+0.00482785j 0.00182713+0.000283073j -0.00377916+0.00345615j -0.000180489-0.001474j -0.00182005+0.00152954j -0.00193495+0.00204488j -8.64916e-05-0.00279505j -0.000431504+0.00483052j 0.000836092-0.00253949j 0.000410056+0.00140882j 0.00340715-0.00154379j -0.00307915+0.000943142j 0.00634809-0.00400527j -0.00359275-0.00290336j -0.00204862+0.000535157j 0.00394304+0.00100624j 0.000322307+0.000394664j 0.00221767+0.00138161j 0.00130187+0.000844426j -0.000327796-0.00289077j 0.00279619-0.00561008j 0.00375764-0.00120563j -0.000947096-0.00485657j -0.00219228+0.00185864j -0.00302465-0.00181181j -0.000694765+0.000399573j -0.000261351+0.00106716j 0.000995732+0.00375732j 0.000800452+0.00434634j 0.00222256-0.00697224j -0.00277271-0.0050155j 0.00206401-0.00684768j -0.00105721+0.00846007j 0.00304985-0.0013311j 0.00262991-0.00651311j 0.000212397-0.00195018j -0.000744972+0.00237503j 0.00601092+0.00451699j 0.00684918-0.00254183j -0.00811198+0.00161809j -0.00479811+0.0031143j -0.0146307+0.0106007j -0.00239992+0.0051594j -0.00551726+0.00229526j 0.0076812+0.00459766j -0.00489983+0.00443998j 0.00286625-0.000722846j 0.00883789-0.00631743j 0.00429673-0.00248175j -0.00356129-0.00495262j 0.00106644+0.00085997j 0.00407462-0.00196281j 0.0126383+0.00560229j 0.00176455+0.00481399j 0.00618577-0.000286685j 0.00519937-0.00302485j 
-0.000227375+0.00504465j -0.00128388+0.00126884j 0.00129679+0.00388573j -0.00164856-0.00146466j -0.00083716-0.000484952j -0.00194253-0.000971935j -0.00122368+0.00498041j -0.00192843+0.000351455j 0.000735885-0.00368379j 8.7143e-05-0.00169952j 0.000750695+0.00123051j -0.000414724+0.00363689j -0.00195902+0.000871569j 0.0022032-0.00359196j 0.00256381-0.00286524j -0.00219209+0.00674948j 0.00199332-0.00166039j -0.00315135+0.00271693j 0.00323042-0.00355321j 0.000759289-0.00083127j 0.0022142-3.0384e-05j -0.000745497+0.00271739j 0.00171212-0.00369487j 0.00238139-0.00081709j -0.00100298+0.00127139j -0.00137961+0.000558737j -0.001557+0.000968923j -0.00185096+0.00153494j 0.00119863-0.00394568j -0.000927369-0.000999346j 0.00015166-0.00106863j -0.00210498+0.00219442j -0.00457661+0.00445846j 0.00271238-0.000103403j 0.00015621+0.00107763j 0.00243073+0.00449285j 0.00458959-0.00275571j -0.00492619+0.00299568j 0.00138382+7.43056e-05j 0.00343053-0.00378784j -0.000658469-0.00107628j -0.000610728-0.00016321j 0.000466454+0.000386659j -0.00091768+0.00267104j -0.00249727+0.000523883j -0.00577797+0.00596027j -0.00389745-0.000120385j 0.00432012-0.00874722j 0.000764903+0.00596533j 0.00345316+0.00132464j -0.00445102+0.00584564j 0.00430611+0.00777208j 0.00227263+0.00513348j -0.016651-0.0021888j -0.00614128+0.00393242j 0.00622946-0.000990284j -0.00932521-0.00150459j 0.00740684+0.00473266j 0.00250686+0.000924394j -0.00452582-0.00818821j 0.00895299+0.0162155j 0.00897322+0.000842808j -0.0141381-0.00749415j 0.00440175+0.00921613j -0.00121107-0.00336072j 0.00329611+0.00372013j -0.00204578+0.00118053j 0.00156809+0.00670191j 0.00408947-0.00565444j -0.00686941+0.00361061j 
0.00126372+0.000962006j 0.00222351+0.00443643j -0.00021303+0.000327265j -0.00304658-0.00413932j 9.31465e-05+0.00150399j -0.0010532+0.00128308j -0.00184951+0.0017897j -0.00154781-0.00209011j -0.000769428-0.00126756j 0.00261338+0.00119815j -0.00108804-0.0031821j -0.0022845+0.000131184j -0.00237423-0.000987576j 8.6239e-05+0.00259017j 0.000542467+0.000195079j 0.00235927+0.00199514j -0.000635252-0.000842489j -0.000921698-0.00225266j 0.00141061-0.000518713j -0.000501017+0.000256737j 0.00254448+0.00476801j -0.000467343-0.000728701j 0.0003244+0.00103192j -0.000790662-0.00217273j 0.000218738+0.00208664j -0.00144829-0.00332115j 0.00295584+0.00302527j -0.00205723-0.00243482j -0.00192536-0.000956524j 0.00108512+0.00283046j -0.00211507-0.00263154j 0.00123597-0.00148827j 0.00145235+0.000539984j -0.00207445+0.00136686j 0.00256605-0.00308079j -0.0010668+0.00032611j -0.00119397+0.00317529j -0.00358195-0.00182637j -0.000293062-0.00111885j -0.00123812-0.00394082j -0.00190204-0.00253252j 0.00166016-0.00103962j 0.0019999+0.00506731j 0.000886046+0.000872912j 0.000708442-0.00271192j -0.0009411-0.000108423j 0.00373323+0.00307255j -0.00176466+0.00289627j 0.00173418+0.00396206j 0.00776261+0.00362048j 0.00334718+0.00252366j 0.00286364+0.00378736j 0.000173054+0.00590135j 0.00471197+0.00273942j 0.00529894+0.00404145j 0.00757773+0.00888699j 0.00154619+0.00775603j 0.000238923-0.00334223j -0.009812-0.0177654j 0.0062705+0.0126922j -0.00974689+0.00556561j 0.00068453+0.0114283j 0.00288052+0.00208561j -0.00157057+0.00250177j -0.00167926+0.00228266j -0.00372059+0.017092j -0.000240655-0.00251774j 0.000653974+0.000621582j -0.00439225+0.00491547j -0.0035991+0.00829336j 
