0.0120569-0.00249013j 0.0029254+0.0118329j -0.00164446-0.0116746j 0.00774389-0.00140367j -0.00242211+0.000174124j -0.0047272-0.00252824j -0.00657772+0.00543067j 0.00142028-0.00230801j -0.00195318-0.000594355j 0.0011627-6.24492e-05j -0.00215447+0.00111921j -0.0010323+0.00239958j 0.00164972+0.00253392j -0.00184947-0.00796424j 0.00458661+0.0113521j 0.0071664-0.00568889j -0.00314486+0.00329322j 0.0109914+0.00438333j 0.00570384+0.00724812j -0.00408027+0.00249396j -0.00448772+0.00419265j -0.00841814+0.00317322j 0.00137426+0.000814857j 0.000889213-0.000488109j 0.00428677+0.00217836j -0.00203838-0.00530441j -0.00584158-0.000715459j 0.00974232+0.00353784j 0.000806784-0.00358255j 0.00136531+0.00630678j 0.00809107+0.00897078j 0.00502814+0.00221958j 0.00547881-0.00400842j 0.000956482-0.00403129j -0.00310052+0.0114792j -0.00428557-0.000700172j 0.00410811-0.0109259j -0.00516882-0.0035103j -0.00594526-0.00267296j -0.00516729+0.00264065j -0.00655698+0.00516829j -0.00103005-0.00726049j -0.00856175+0.000870803j -0.00835074+0.00749061j -0.00166581+0.00830825j -0.00684019-0.00858167j 0.00369113-0.00191952j -0.00475755-0.000971914j -0.0120373+0.00637808j -0.0127344+0.00550613j 0.000811397+0.000742909j 0.00134534-0.00209278j 0.000914708-0.00103046j 0.000934028-0.00751113j 0.0034466+0.0117844j 0.00446731+0.00142681j 0.00273744-0.00416631j 0.00669242+0.00658366j 0.000586476+0.000685625j 0.000829755-0.000737839j 0.00314032-0.00422883j 0.00257724+0.000547453j 0.0012981+0.00577899j 0.00128515-0.000720493j -0.00434043-0.00114606j -0.0124708-0.012343j -0.0113549+0.0100384j -0.0327675+0.00131771j 0.00177105+0.0310235j 
-0.00044241-0.00153174j 5.61846e-05-0.00235601j 0.00339635+0.00367935j 0.00486617+0.000316169j 0.000441968+0.00233403j -0.0053744+0.000247287j -0.00903803-0.000132286j -0.0052692+0.00465995j 0.00192861-0.002316j -0.0109745-0.00136112j 0.00339662-0.000535207j -0.000926033-0.00286379j 0.00225059-0.00370288j 0.00380213-0.00959885j -0.00315492+0.011021j -0.00786821-0.00378498j -0.0110993-0.00623177j 0.00498023-0.0166763j -0.00659594-0.0099335j -0.00426353+0.00309232j -0.0142861-0.00062846j 0.00288367+0.00693319j -0.00560551+0.00196403j 0.000733453+0.0104406j -0.000858041-0.00664803j -0.000734639-0.00278922j -0.000118366+0.000594492j -0.00191965-0.000987281j 0.00302801+0.00172435j -0.0019984+0.00421385j -4.79974e-05+0.000602529j 0.00218704+0.00400269j 0.00516596-0.00116153j -0.00625264-0.00425251j -0.00428451+0.00744731j 0.0102276+0.00109632j 0.0162077-0.000576485j 0.00530687-0.00712928j -0.00113953+0.00670619j 0.0029581-0.000681184j 0.000451719+0.00220101j -0.00592599+0.0045827j 5.18333e-05-0.00713754j -0.00398146-0.00238042j -0.010111-0.00334491j 0.00519127+0.000200083j -0.000636104-0.00226747j -0.00107749-0.00125566j -0.00684174+0.00264638j -0.00241045-0.00897258j 0.00138184+0.00228751j 0.00198823+0.00383363j 0.0039334-0.00727037j 0.000427329-0.000152974j -0.00855771+0.00856684j -0.000852193+0.00178348j 0.0089281+0.000423833j 0.00274471-0.00453105j -0.00543489+2.55119e-05j -0.00400032-0.00280663j 0.000363416-0.00161889j 0.00029194-0.00139888j 0.00792963+0.00166797j -0.0119355+0.00867056j -0.000827532-0.00404634j 0.00930826+0.00496544j -0.00679615+0.000858648j 0.00190768-0.00180246j -0.00125433-0.000581099j 
0.000763319+0.00157619j 0.000382222+0.00226349j -0.00495705-0.00338476j -0.00206564+0.00315839j -0.000397804-0.00289166j 0.00544504-0.0028264j 0.00872317+0.00253743j 0.00923873+0.000689743j 0.00220711+0.000240304j 0.00817667-0.00436711j -0.0101333+0.00790581j 0.00453246+0.00407114j 0.00442481+0.00949896j 0.00411336+0.00480451j 0.00145392+0.00288696j 0.00916258-0.00742307j 0.00580546-0.00405008j 0.0115094+0.00208328j 0.0108191+0.00233843j -0.00436791+0.00407256j -0.000460134-0.00107959j -0.00659972+0.000996291j -0.00664524-0.00140068j 4.45496e-05+0.00476107j 0.00218719-0.00152312j -0.000708219+0.00309224j -0.00403529-0.000213998j -0.000107683-0.00453327j -0.000289767+0.00051491j -0.00149891-0.00209278j 0.00144088+0.000643275j 0.00519138+0.00312767j 0.00394472-0.000277882j 0.00283965-0.0122183j -0.00534392+0.00371542j -0.00149978+0.00103508j -0.00197021-0.0059485j 0.00496745+0.0103326j -0.00833023+0.0128513j 0.00843193+0.00433844j 0.00334582+0.013559j 0.00298425+0.00278509j 0.00211503-0.00849211j 0.00106889+0.00726974j -9.02019e-05-0.0029469j -0.00183164-0.0101006j 0.00383048-0.00273182j -0.0053615-0.00400797j -0.00195978-0.00124227j -0.00461255-0.00516313j 0.000335616+0.000518404j 0.00169194-0.00375686j 0.00488192-0.00132557j -0.00447961+0.0020963j -0.00797509+0.00737359j 0.00319984+0.00444182j 0.000388456+0.00993348j 0.00122002+0.00343342j 0.000187438-0.00292627j -0.0020041+0.000227396j 0.000481934+0.00049232j -0.00232745-0.000425433j -0.00212374+0.00196735j -0.0081535+8.26273e-05j 0.00397511+0.00341767j 0.00308999-0.00189478j -0.00042664+0.00035375j 0.0012695+0.00071498j 4.23465e-05+0.00320898j 
0.00527383-0.000251826j -0.00213998+0.000329562j 0.00475922-0.00619243j 0.000483203+0.00472183j -0.0117162+0.00148849j -0.00640316-0.000444214j -0.00778594+0.00797364j 0.00118925+0.00402061j 0.00419971-0.0017708j -0.00285056-0.0022018j -0.000756868-0.00278975j 0.000878827+0.00507164j 0.00268646-0.00867387j -0.00519051+0.00820316j -0.0155696+0.00345655j -0.0181213+0.00489908j -0.00112984+0.00630024j -0.00186648-0.00564873j -0.000455236+0.00364627j 0.0011136+0.00112464j -0.000692724+0.0047709j -0.00113203-0.00767287j 0.00503421+0.00890092j -0.0113414-0.00817057j 0.00227804+0.000738228j 0.00143972-0.00136456j 0.000938373-0.000597098j 0.00364598-0.000290961j -0.000802641+0.00376415j 0.00112592-0.00149618j -0.00234633-0.00354748j -0.00608565-0.000414847j -0.00172986-0.0012859j 0.00126153+0.00333852j -0.00439057+0.00587684j 0.00732059+0.00429514j -0.00168795-0.000129537j -0.00149194-0.00077532j -0.00285514-0.0016371j 0.00116039-0.0051769j 0.000694261-0.00454457j -0.00296399-0.00186887j -0.00363193+0.00244245j -0.00169818-0.00281307j -0.0043521+0.00676059j 0.00606588-0.000859796j -0.00371552-0.0047125j -0.00707571+0.00143095j 0.0036066+0.00699763j 0.00853691+0.0048327j -0.00079348-0.00260065j 0.00291703-0.00237165j -0.000326954-0.00307283j 0.00340997+0.00597276j -0.00873869-8.04988e-05j -0.00374861+0.00175513j -0.00441335+0.00479554j 0.000909203-0.00710424j -0.00690825-0.00543406j -0.00310421-0.00165887j 0.00204468+0.00024677j -0.001014+0.000937577j 0.00450921+0.00495722j -0.00589252+0.00140121j 0.00103469-0.00249759j 0.00345011+0.00116046j -0.00538763+0.0044049j 0.00564757+0.00396887j 0.00412112+0.00356185j 
-2.29259e-08+0.00186206j 0.0033047-0.00243183j -5.05884e-05-0.000982813j 0.000429933-0.00354051j -0.00404277-0.00512082j -0.0105734-0.00234016j 0.000495759+0.00306279j 0.00342354+0.00289769j -0.00155109-0.000480725j -0.01099-0.00188846j 0.00327088-0.00666008j 0.00854558+0.00908934j -0.0039952-0.00290328j 0.00349247-0.00321502j -0.00361109-0.00738874j -0.0111712-0.006203j -0.00258096-0.00392358j -0.00387225+0.00151245j -0.00466018+0.00299619j 0.0014281+0.00662598j 0.00753612+0.00036912j -0.000868835-0.00186542j 0.00609417-0.00478881j -0.000911895+0.00851815j 0.00190744-0.00828374j 0.00294066+0.00382018j 0.000125175+0.00130886j -0.00158366-0.00231695j 0.000825367+0.00380406j -0.000159355+0.00384156j 0.00345231+0.0053717j 0.00235406-0.000614009j -0.00698297-0.00710588j -0.012303-0.0102496j 0.00462523+0.0115783j 0.00446389+0.00580516j -0.00155646+0.0101341j -0.004465-0.00262375j 0.00173026+0.00927645j -0.0102011+0.00215083j 0.00164603+0.00384848j -0.0038857+0.009254j 0.00511528+0.000989829j 0.00415715-0.00797025j 0.00652303-0.00702878j -0.00175454+0.00775817j -0.00540693-0.000523992j 0.00270642-0.00630852j -0.00631699-0.00456587j -0.00674705-0.00241577j -0.000764329-8.92169e-05j -0.00380582-0.00235378j -0.00361363+0.00608126j -0.000333037+0.0039285j 0.0034827+0.00105234j -0.000866328+0.00331981j -0.0053346+0.00182181j 0.00259924+0.00806603j -0.00232387-0.00710987j -0.00265871+0.00446651j -3.30376e-05-0.00146274j -0.00618323+0.000926909j 0.000901586+0.00458385j 0.00538771-0.00309241j 0.00104941+0.0119886j 0.00731453+0.00015888j 0.00204307-0.0039008j -0.00500384-0.000674851j 0.00210722-0.00130117j 
-0.00462842+4.27363e-06j 0.00175071+0.00121758j -0.00500981-0.00605853j -0.00317369+0.00382675j 0.00966648+0.00232505j -0.000551023+0.000543679j -0.00712153+0.000184966j 0.00332194-0.00390193j -0.00141015-0.0039875j 0.011985-0.000391074j -0.00664825-0.0063834j -0.000917257-0.00161577j 0.0081906-0.00144144j 0.00454006-0.00181722j -0.00118101-0.000520249j 0.011774-0.00236147j -0.00152462+0.00605986j -0.00523255+0.00239276j 0.00235803+0.000177112j -0.00959282-0.000595626j -0.00596511-0.00393043j -0.00496808-0.000813304j -0.00777287-0.00362582j 0.00257987+0.00103964j -0.00366987-0.00282117j 0.00281648+0.00200234j -0.0029722-0.00116912j -0.00671383+0.00118877j 0.0010209+0.00135936j 0.0035001+0.00483977j 0.00278879-0.000540593j -0.00412234+0.000351925j -0.00318604-0.00111099j -0.000215718+0.0119421j 0.00189972+0.00766566j -0.00140417-0.0096557j 0.00257619-0.000659616j -0.000565628-0.00525035j -0.00412007-0.0033937j 0.00143083-3.39823e-05j -0.00152974-0.00418079j -0.00913408+0.0049803j 0.00343921-0.00486834j -0.00355847-0.00499115j 0.00479941-0.00311066j -0.00456914+0.00200456j 0.00761298+0.00220872j 0.00584208+0.000710882j 0.00027773-0.00349212j 0.0114012-0.0066872j 0.00394981+0.00755648j -0.00497942+0.00648081j -0.00434174+5.11281e-05j -0.0050667+0.00477799j -0.000615341+0.000640775j 0.0047022-0.0068754j 0.0155276-0.00778469j 0.00203338+0.00719477j 0.00316202+0.00548862j -0.00127081-0.00618973j -0.0045804-0.00161579j -0.00327545+0.000687297j 0.00496992-0.00389907j -0.00616353+0.00487806j 0.00331064-0.000933717j 0.00263987-0.0061844j 0.006722-0.00126428j -0.00297146-0.00204677j -0.00641799-0.000619711j 
-0.00380885-0.00445085j -0.000211395-0.00162372j -0.00191006+0.00277669j -0.00257754+0.000584215j 0.00948715-0.00340132j -0.00213167-9.84418e-05j 0.0037179-0.00131425j 0.00337996-0.00576228j -0.000178885+0.00722346j 0.00529925-0.000438326j -0.00534368+0.015222j 0.0114023-0.0105839j -0.0118213+0.00592505j 0.0117092-0.00397471j 0.00100563-0.00239383j -0.00334676+0.000735067j -0.00620412+0.000940691j 0.00590277-0.000541977j -6.3246e-05-0.00737515j 0.000326892-0.000868159j -0.000944342+0.00519931j -0.00449997+0.00642995j 0.0036664+0.00376579j 0.00306394+0.00296887j 0.00484487-0.00496974j -0.00419436-0.00537636j 0.000358878+0.00119374j 0.000392071+0.000902739j 0.00323671+0.00249993j 0.0020646+0.00620805j 0.00610132-0.00590066j -0.000439766+0.00168958j -0.00516143-0.000474854j -0.00205162+0.00116465j 0.010236+0.000232986j 0.00145446-0.00369141j -0.000637466+0.00129618j 0.00171352-0.00661234j 5.28932e-05+0.00069679j -0.00222734-0.000985182j -0.00488765-0.000880494j -0.00456323-0.0041887j 0.000463852+0.00532905j -0.00298041+0.00469326j 0.000143989-8.44247e-05j -0.00354351+0.00527326j -0.0029388+0.00235977j 0.000149033+0.00148188j 0.00160747+0.00789964j -0.00025116-0.00264674j 0.00471148-0.000641735j -0.00228704+0.00453539j 0.003078-0.00314864j 0.00323309-0.00325145j 0.00800928+0.00095562j -0.00897424-0.00147436j -0.00249325-0.00409838j 0.00298742-0.00650544j -0.00303019+0.00255347j -0.00497785-0.000344559j -0.0029484-0.00211303j -0.00260451+0.000398398j 0.00170239-0.00196915j 0.00190536+0.00382117j 0.00661006-0.00497431j -0.00209856+0.00683528j 0.00570078+0.000250484j -0.00495885+0.00591823j 0.00172322+0.000465418j 
0.00383158+0.00176631j -0.00122928-0.0037555j 0.0108245+0.00155349j 0.00156725-0.00220996j 0.0096243-0.00019001j -0.00287478+0.00301551j -0.000280068-0.00689741j 0.00461881+0.00482706j -0.0019963-0.002845j 0.00729573+0.0108541j -0.00494349-0.0108376j 0.000207749-0.0115828j -0.00345888+0.00607611j 0.000226923-0.00586267j 0.00248525+0.00366872j 0.00545869+0.000369765j -0.00455783+0.00354022j -0.0127671-0.00252516j -0.00666265+0.0111987j 0.000897378-0.00186859j 0.00136576-0.00559727j 0.00108249-0.00192398j -0.00651627-0.00497184j 0.00769377-0.000320628j 0.00133578-0.00256253j -0.00233674+0.0019544j -0.00258943-0.00315147j -0.00147654+0.00421697j 0.000610236+0.0008631j -0.000759679+0.00235619j 0.00317323+0.0034874j 0.00255352-0.000594586j -0.00263119-0.00337528j -0.00485821-0.000660349j 0.00396411-0.0029707j -0.00553455-0.00223549j -0.0006943-0.00556808j -0.0053568-0.00107072j 0.00642893+1.3333e-05j -0.00322518-4.4909e-06j -0.00109465+0.00237233j 0.00175568+0.00277754j -0.00549546+0.00216585j 0.00425153-0.000274844j -0.00551688+4.81068e-05j 0.00323986-1.45755e-07j -0.00652686+0.0052542j -0.00329552-0.00483314j 6.45015e-05+0.00308732j -0.00115722-0.000961339j -0.00305624-0.00508038j 0.000722827-0.00382549j 0.00295225-0.00091126j 0.00284101-0.00244576j -0.00233859-0.00209756j -0.00526438+0.01002j 0.00662119+0.00923074j -0.00373676-0.00765879j -0.0128639-0.00189384j 0.00185415+0.010397j 0.0040042+0.00540268j 0.00459334+0.000539244j 0.00045818-0.00214635j 0.00168981-0.00214529j 0.00236921+0.000505525j 0.00157578-0.00201097j -0.00551835-0.00183793j 0.00327943-0.000815762j 0.00773228-0.000697593j 
0.00348715-0.00287195j 0.00143029-0.0031378j -0.00095779+0.00298387j -0.00225348+0.00166183j 0.00159489-0.00557134j -0.00207399-0.00260669j 0.00102206-0.0076614j 0.000583623+0.00593501j 0.00622289+0.00267823j 0.00603403-0.00696293j -0.00019443+0.00712418j 0.00887228-0.00263725j -0.00380805+0.0125394j 0.00916998+0.00304594j -0.00388434-0.00182572j 0.00442087-0.00774951j -0.00702341-0.00774289j -0.00492736+0.00300003j 0.00774974+0.00142579j 0.00326409-0.000193091j -0.00637055+0.00234128j -0.011698+0.00686009j -0.00522117+0.00914882j -0.00142609-0.00874923j 0.00412579-0.00059087j 0.00803153+0.00619118j -0.00929738+0.00163809j 0.00102598-0.000130115j 0.0100447+0.0055197j 0.00306144+0.00486921j 0.00198622-0.0036784j -0.00731598-0.00393579j -0.00913906-0.0110296j 0.00294869-0.000951424j 0.00020058+0.00990142j 0.00904424+0.00768154j 0.00543283-0.00117713j 0.00253442-0.00171314j 0.00212571+0.0103829j -0.00617623-0.0131828j 7.46605e-05-0.00113477j 0.00901374+0.0044223j -0.000110267-0.00111233j -0.00844178+0.000923709j 0.00673734+0.00149003j -0.00194192-0.00790332j 0.00233863+0.00204778j -0.0101606+0.00326976j -8.68008e-05-6.68166e-05j -0.00168274+0.0039584j 0.0036088+0.00739536j -0.00240895-0.00267771j -0.00259495-0.00229388j 0.0122146+0.00333087j 0.00452141-0.0069951j 0.00416816-0.0024659j -0.00383329-0.00363899j 0.00230796+0.0115417j -0.00695138+0.00058094j -0.00307219-0.00214074j 0.00749534-0.00179672j -0.00366624+0.00176963j 0.00130831-0.000289147j 0.00668489+0.00690298j -7.59262e-05+0.00065106j -0.00234019-0.00221974j -0.000487224+0.0023692j 0.000362558-0.000192624j 0.00356489-0.000990555j 
0.000227622+0.00153425j 0.00083662+0.00182359j -0.00113358+0.00146757j 0.00369467-0.0100155j -0.0030863+0.00201661j -0.00700859+0.00323797j 0.00036662-0.000371911j -0.00130089+0.00853504j -0.0070225-0.0052847j -0.013366+0.0161964j -0.00366801+0.0039838j 0.0012439+0.0038004j -0.00265747-0.00245413j -0.0103404-0.00155164j -0.00532357+0.00841881j -0.00281863+0.00238322j 0.0100715-0.00773445j -0.000392872-0.00220065j 0.00277967+0.011591j -0.00334509-0.00132332j 0.00432351+0.000249601j 0.00802223+0.00361199j -0.00432637-0.00134537j -0.00303938+0.00399933j -0.0062404-0.00789829j -0.000808227+0.000930806j 0.00893516+0.00377393j -0.00354159-0.00275653j -0.00213045-0.00270136j 0.00507826+0.00756433j -0.00516018+0.00237318j -0.00254734-0.00414446j -0.00204903-0.000200047j 0.00155931-0.00174036j 0.0163899+0.000784483j 0.00315734-0.00467751j 0.0165149-0.00845453j 6.54972e-06+0.000328095j 0.00283468-0.00235897j -0.0042769+0.000971j 0.00323203-0.000188084j 0.00542014+0.00278657j -0.00487064-0.00353601j -0.0104989-0.00363023j -0.00535289+0.0031355j 0.00602958-0.00319566j 0.00393937+0.0107542j 0.00772149-0.00171016j -0.000422499-5.95646e-05j 0.00115429+0.00513911j 0.0108641+0.019735j -0.00523646+0.00565539j -0.00341743-0.000244307j 0.00463174-0.00546632j -0.00595138-0.00707984j 0.00493617-0.00189809j 0.00393068-0.00199445j 0.00782327+0.0156292j -0.00295288+0.00393907j -0.000950589-0.00515559j -0.00177859-0.00826194j 0.00210464-0.00169863j 0.00437707+0.00104587j -0.00163475+0.00232425j 0.0011279-0.00259085j 0.0062676-0.00143742j -0.00284525+0.00604606j 0.00178217-0.000313968j -0.00122543+0.00490841j 
-0.00232205+0.000819345j 0.00423664+0.00229891j -0.00148039-0.00124504j -0.00255415-0.00275779j 0.00514702-0.00864789j 0.00599422-0.0031396j 0.00249003-0.00358254j -0.00786451+0.00412101j -0.000718897-0.000467773j -0.0031113-0.00352033j -0.00855643+0.00573422j 0.00607971+0.00298004j -0.00379989+0.00994615j -0.000800312-0.00510068j 0.00246057-0.0063982j 0.00664777-0.000552226j 0.0171898+0.000982644j 0.0103706+0.00301053j 0.00856958+0.00981885j 0.00204988+0.00320575j -0.00549066+0.00421326j -0.00450631+2.23186e-05j 0.000348067+0.00306715j 0.00729833-0.00331925j -0.00980565-0.00747678j 0.00200064+0.005099j -0.000401073-0.000489374j 0.00108991+0.00216234j 0.00623274+0.00730926j -0.00539269-0.00144878j -0.00368183-0.0027331j 0.0083637-0.00376734j 0.00123227-0.0051445j 0.00211136-0.00989777j -0.002741+0.00569289j -0.00438713+0.00941375j 0.00935636+0.00484074j -0.00439881+0.00156314j -0.00542719+0.00652172j -0.00321759-0.00719977j 0.0102309+0.00169646j -0.00489486-0.00385727j 0.00188383-0.000369009j 0.000520358-0.00124219j -0.00501293+0.0037479j 0.00311094-0.00285363j -0.0023278-0.000471449j 0.00445506-0.00263078j -0.00622513-0.00147876j 0.00231351+0.00245765j -0.00527711-0.00906129j -0.000199579-0.00590673j -0.00196613+0.00163506j -0.000990552+0.00947658j 0.000463141+0.00839368j 0.00942907+0.0123851j -0.00348599-8.05275e-05j -0.00488094-0.00291507j 0.00325125-0.00351027j -0.0075093+0.00402725j 0.000127515+0.00101338j -0.00465278+0.00124413j 0.0026437+0.00672419j 0.00143964+0.00730603j -0.00371075-0.000520414j 0.00349652+0.00310582j -0.000584669+0.00398706j 0.00100271+0.000928921j -0.00620917+0.00347673j 
-0.00531278-0.0010864j -0.00159028+0.00398464j -0.00191927-0.00289143j -0.00102137-0.00448128j 0.0046617+0.00317973j -0.00780061+0.000846753j 0.000279519+0.00305327j 0.0103218+0.00399642j -0.000513417+0.00103492j 0.00126656+0.0152676j 0.00787071-0.00544279j -0.00310433+0.0033822j -0.00378985+0.00435335j -0.00213031+0.00245483j -0.00379-0.00243238j -0.00575054-0.00320059j -0.00896235-0.00430488j -0.00237488+0.0177976j -0.00677118+0.0101231j 0.00731022+0.000554029j 0.00416645+0.00270821j 0.0031655-0.00312839j -0.00618506+0.00602688j -0.00298234-0.00889746j -0.00138539+0.00738138j -0.00170564-0.00125466j -0.00244901-0.00437731j -0.00253148+0.00235164j -0.00237364+0.00177886j -0.00150952-0.00619776j -0.00432487+0.00346611j -0.000834651-0.00235658j 0.000533235-0.00942249j -0.001942-0.00630271j 0.0102808+0.00376658j 0.00526009+0.00574773j 0.00472567-0.00496546j -0.004823-0.000598116j 0.00760171+0.0095905j -0.0015619-0.00487374j 0.00906115+0.0039668j 0.000986074+0.000471289j 0.0039211+0.00225743j -0.000629566+0.000298493j -0.00308676+0.00627698j -0.0016128-0.000810365j -0.00789214-0.00145314j 0.000419014-0.00732133j -0.00516324+0.000886407j 0.0120411-0.0105718j -0.0130656-0.0123032j -0.00517471-0.00370501j -0.000580152+0.00727777j 0.0024003+0.000360108j 0.0022202+0.00286136j 0.0128077-0.00642528j 0.00975229-0.017435j -0.0105715-0.00900294j -0.00146933+0.00153512j 0.0106697+0.000595661j 0.00274115-0.00105237j 0.00268068-0.00089605j 0.00249879+0.00247178j -0.0034461-0.000140497j 0.00622191+0.00483856j 0.00207425+0.00208738j 0.00350438+0.00520838j 4.37686e-05+0.00113605j -0.00340375+0.00307732j 
0.000103454-0.00338413j -0.00248293-0.00256808j -0.0104992+0.00603535j 0.00242625+0.00315783j -0.00910327+0.00557355j 0.00263378+0.00131191j -0.00169193+0.00366643j 0.00385942-0.00673267j -0.00511156-0.00106087j 0.00819347-0.00495767j 0.00258006+0.0113725j -0.000596656+0.00356272j 0.0145608-0.00401936j -0.000534664+0.00571012j -9.14023e-05+0.00585671j 0.00481602+0.00963239j 0.0108325-0.00419541j 0.0140416+0.00240723j 0.0164897-0.00576048j 0.000845705+0.00364018j 0.0065556-0.000736221j -0.00178003+0.00624545j -0.00185448-0.000121294j -0.00934373+0.00886019j -0.00830503-0.00743218j 0.0018701+0.00563667j -0.000963825-0.000578957j 0.0130224-0.00102124j -0.000624017+0.00234503j 0.000656031-0.00242315j -0.00546802+0.000574946j -0.00186591-0.00112918j 0.00757428-0.00437422j 0.0132423-0.00367318j 0.00405364+0.00996987j 0.00214064+0.00143665j -0.00183756+0.0120479j -0.00258523-0.00202099j -0.00449501+0.00535019j -0.00355431-0.00734859j -0.000659443+0.00506998j -0.000845118+0.00132743j 0.0030292-0.000835881j -0.00520842-0.00164791j -0.000173253-0.000432068j -0.00265354+0.000372164j -0.00590953+0.00578531j 0.000213251+0.00133341j -0.000386217-0.00144787j -0.00432432+0.00261604j -0.00831526-0.012459j -0.00273237-0.00496288j 0.00260467-0.00114861j 0.00179581-0.00445808j 0.0110825+0.00368048j 0.00951691+0.0125j -0.000372047+0.00286178j -0.0114594-0.00609942j -0.000125484+0.00471189j 0.00304687+0.00541316j 0.00273254+0.00432642j 0.00450434-0.00202909j -0.00121669+0.000918096j 0.00144056+0.00476774j 0.00317826-0.0104384j -0.0035312+0.00207743j 0.00196089-0.00499847j -0.00312322-0.00124662j 0.000747027-0.0020454j 
0.0030585+0.00139862j 0.00207806-0.000865709j 0.00338812+0.0035732j -0.00180521-0.000487591j -0.0030035+0.00201152j 0.00494297+0.00638865j -0.00216514-0.00902174j -0.000125033-0.00234278j 0.0025904-0.0021938j 0.00346547+0.00241685j -0.00116398-0.0136035j 0.00150625-0.00550534j 0.0126742+0.0102796j 0.00554495+0.0081693j 0.00547792+0.00483521j 0.00138305+0.00356769j -0.000180773+0.00450342j -0.000827572+0.00530596j 0.000712447+0.00569416j -0.000712571-0.00162555j 0.00191406-0.00598244j 0.00485382+0.00589784j -0.00344316-0.0109081j 0.00591513-0.00506115j -0.00519863-0.00449372j 0.00309093+0.0088865j -0.00504013-0.00870824j 0.00219968+0.00388469j 0.00392871+0.00262862j 0.000471677-0.000660119j -0.000423018-0.00280143j 0.00335689-0.000550896j 0.000608703-0.00729365j -0.00442062-0.00323006j -0.00256261+0.00262659j -0.000509703+0.0108007j 0.00185492+0.00537625j -0.00635093-0.00238311j 6.65814e-05+0.00463091j -0.0055671-0.00894805j 0.00805105-0.000316975j 0.00166921-0.00169829j -0.00259782+0.00266491j 0.00163676-0.00226136j 0.00137794-0.00079631j 0.00121399-0.00128902j -0.000248828+0.00172723j -0.000666645+0.0030893j -0.00711881-0.00723588j 0.00651109+0.0142992j 0.01524+0.0105538j -0.00144584-0.0112739j -0.00646263+0.000341338j -0.000161354-0.00076768j -0.0082299-0.00648793j -0.00274665+0.00559364j 0.0012951-0.000799914j 0.0053527+0.00513067j -0.00537658-0.00275133j -0.00562845-0.00546311j -0.000151609-0.00020709j 0.00313562+0.00436609j 0.00591849+0.00764374j -0.00271126-0.00240515j 0.000894118+0.00358131j -0.00377376+0.00267376j -0.00155302+0.00244639j 0.00334003-0.00165187j 0.00367174+0.000975653j 
0.00372317-0.00178904j -0.00195751+0.00176704j 0.00383158-0.00469422j -0.00218827-0.00136708j -0.00614332-0.00572013j -0.00674404-0.00226007j 0.00010604-0.00465059j 0.0135377+0.0130762j 0.000566955-0.00417346j -0.003633-8.72726e-05j 0.00861704+0.00426654j 0.00820622+0.00238174j 1.54978e-05+0.00287404j 0.00242208+0.00624888j 0.00783299+0.00596333j -0.0035935-0.00362081j -0.010982-0.00172705j -0.00447065-0.00101176j 0.0119051+0.0158866j 0.00203133-0.0107662j 0.00541744+0.0054692j -0.0019871-0.00499289j 0.00562514+0.0070855j -0.00202822-0.00490951j -0.0054283-0.00572581j 0.00320248-0.00310524j 0.00060908+0.0105121j -0.00725332-0.00765753j 0.000977137+0.00219242j -0.000946363+0.0012984j 0.00422813-0.00291663j -0.0007282+0.00314883j -0.00536955-0.000440682j -0.0139357+0.00757164j -0.00302078-0.00601183j 0.00893152-0.003153j 0.00584699+0.0118003j 0.00957093+0.00147453j 0.016332-0.00110537j -0.000796801-0.00184411j 0.00213314-0.00176171j 0.000182117-0.00211359j 0.00271137-0.0041375j 0.00728208+0.000822013j 0.00473481-0.000298064j 0.00049483-0.00112236j -0.00705654-0.00315619j -0.0094719+0.00705554j 0.000966453+0.00346902j 0.00260262-0.00535759j -0.00511904+0.00423215j -0.00599521+0.00850627j 0.00444396-0.00357853j 0.00545806+0.00769416j 0.0070834+0.0103372j -0.00425705-0.000343001j 0.00623795+0.00192399j -0.000502597+0.0020457j -0.000454588-0.00242547j 0.00770549-0.000360302j -0.000789857-0.00059718j -0.000994111-0.000858862j -0.00199673+0.00199478j 0.00300528+0.00686106j 0.00197941-0.00412563j -0.000892343-0.00205366j 0.00406354-0.00390107j -0.000245922+0.000399372j 0.00288723-0.00116411j 
