-0.0620719+0.124896j -0.116064-0.0518643j 0.13005+0.213065j 0.252382-0.0855637j 0.0563928-0.0465022j -0.161583-0.0899863j 0.0695805+0.279383j -0.109897+0.140075j -0.0720355+0.0995098j 0.0848894+0.234773j -0.210167+0.0139751j -0.160205+0.0124974j 0.183174-0.160528j 0.028624-0.0308868j -0.00242683+0.0363735j 0.192506+0.034937j -0.0590583+0.0372715j 0.0690512-0.0922152j -0.0255954-0.0487131j -0.00438207-0.0370724j -0.0392587-0.249069j 0.12641-0.0823696j -0.0268019-0.063962j -0.0262757-0.107551j -0.0558177+0.0261425j -0.185165-0.029427j 0.0125462+0.0806906j -0.179296+0.00456433j 0.27474-0.0731325j -0.0478345-0.2807j 0.0921366-0.0346662j -0.0424899-0.110872j -0.0885948+0.137928j -0.142972-0.0891376j -0.0517006+0.0199637j 0.0339186+0.0441223j 0.0126041-0.0638163j -0.0511552+0.0203823j 0.00590276+0.0073223j 0.0403103-0.0369976j 0.0132708+0.0273625j -0.0131363+0.030906j -0.0184054-0.0235999j -0.0467038-0.00455511j -0.00464559-0.0264725j -0.00440736+0.00958714j -0.0373663-0.02563j -0.0105849-0.0316722j 0.015604+0.0207887j -0.00334738-0.0228836j -0.018654-0.00995567j 0.018574+0.0123257j -0.0196684-0.00692875j -0.0110129+0.0115895j -0.00138028+0.018767j 0.0280347-0.0205543j -0.0238688+0.0108949j 0.00346578-0.0218964j -0.00179525+0.018324j -0.00712023+0.011846j -0.0216858+0.00601709j 0.00500019+0.0109947j 0.0131409+0.0227088j -0.0166791-0.0300631j 0.00815647+0.0126432j -0.00649403+0.00271821j 0.031373+0.019219j -0.000500484+0.0355693j 0.0279741+0.00939196j -0.0176132+0.03362j 0.0318464+0.0344957j 0.0289203-0.033512j 
0.00534885+0.00720848j 0.00316941+0.00233103j 0.00428038+0.0108249j -0.0169255+0.00351976j -0.00161135-0.00700293j 0.014936-0.0060423j 0.00574763+0.00183774j 0.00786831-0.00376999j -0.000620167+0.0141272j -0.000187408+0.00157435j 0.0137412-0.00621603j -0.00707173-0.00400296j 0.00747762+0.00110405j 0.011641+0.0143367j 0.000689363-0.0142282j -0.0129939-0.000455492j -0.00440821+0.0073713j -0.00763934-0.00908085j 0.00246859-0.00023417j 0.00443105-0.000130041j 0.000504394+0.00166266j 0.00385483+0.00309778j -0.00149886+0.00411745j -0.00305987+0.00139216j -0.00704965+0.0029455j 0.00235015-1.14593e-05j -0.0111411-0.00296688j 0.00437524+0.00368071j -0.00444147+0.00122386j -0.000931079-0.00576984j 0.00343984-0.0011756j -0.00307427+0.00564658j 0.0144422+0.00208659j 0.000697441-0.013908j -0.00358909-6.29483e-05j 0.00831915-0.0074095j -0.000565028+0.0115882j 0.00241487-0.0129969j 0.0117862-0.00926729j -0.00638502-0.00434805j 0.00163921-0.00385043j -0.00293708-0.0017797j -0.0112355+0.0227512j -0.00872779-0.0132123j -0.00413244-0.00192204j -0.0137926+0.00324374j 0.00851243+0.00534425j -0.0154313-0.0059518j -0.011532+0.000469614j -0.0051299+0.00721509j -0.00422785-0.00820294j -0.0129751-0.00977908j -0.0063663-0.00549639j -0.00413173-0.00603383j -0.00271379+0.0124837j 0.00257131-0.00909323j 0.0041692-0.00244894j -0.00875395-0.00215327j -0.00389346-0.000836312j 0.000847039-0.00169349j 0.00154796-0.00348369j 0.00463242-0.000565734j -0.000190293+0.00047922j 0.000536793-0.00174472j 0.00208254+0.00509041j 0.00207277-0.00513346j 0.00211318+0.00256886j 0.00306296-0.00703342j -0.00525743+0.00232667j 0.000663578-0.00321585j 0.0026015+0.00200819j 4.82545e-05-0.00298584j 
0.00329535+0.00109975j -0.00225113-0.00302908j 0.00972669-0.000833547j 0.00133327+0.00877319j -0.00811313-0.000486932j -0.00939954-0.00326541j 0.00644479-0.00908392j -0.00164843+0.000629374j -0.0113603-0.00853164j -0.000506798+0.00203779j 0.000735012-0.00231036j -0.00191012-0.00141689j -0.0092992+0.00253894j 0.00173743+0.00143565j 0.00253464-0.0033101j 0.00327509-0.00061191j -0.0104276-0.00458232j 0.00285691-0.00648298j 9.67193e-06+0.00600824j -0.000345542+0.00464657j 0.00114361-0.00186415j -0.00178235+0.00292341j 0.00562171-0.00586259j 0.000104058+0.00294852j -5.51197e-05-0.00177384j -0.0081311+0.000697014j 2.55016e-05+0.00371544j 0.00463427+0.00343393j 0.0019303+0.00447523j -0.00178572-0.00110106j 0.000939308-0.00445513j 0.000107474+0.000650545j -0.00301062-0.00354402j -0.00515419-0.00127481j -0.00069848-0.00200401j -0.00704054+0.00362235j -0.000612571-0.00397154j -0.00386664+0.00708242j -0.0100903+0.00676516j 0.00176266-0.00718497j 0.000560069+0.00992326j -0.00534663-0.003885j -0.0120764-0.0109088j 0.00926889+0.00306007j -0.00389035+0.00129804j 0.00292917-0.000465585j -0.0105141+0.000366083j 0.0139482+0.00256002j -0.00507698-0.0044098j 0.00532369+0.00361647j 0.00101538-0.00589584j 0.00411046+0.00284226j 0.000791746+0.00381817j -0.00765557+0.00346796j 0.000284991-0.000589275j -0.00814343+0.00548719j 0.0151636+0.0120988j 0.0134024+0.0169293j 0.0125726+0.000131838j 0.00413917+0.000618775j -0.000318814+0.00335095j -0.0111089-0.000511541j 0.00198757+0.00189129j -0.00312628+0.00406021j -0.000515162-0.00232421j 0.000314528+0.000722662j 0.000847163+0.00241423j -0.00557679+0.00242483j 0.00280805+0.000838429j -0.00106972+0.00172567j 0.000189236+0.00081764j 0.000370665+0.000632837j 
0.00418012+0.000292463j -0.0051743-0.00622142j 0.0147582-0.000762345j 0.00721633+0.0176257j -0.0118458+0.0122489j -0.0119914+0.0142081j -0.00959816-0.00983416j 0.00537341+0.00221957j -0.0128275-0.0112573j 0.00425413+0.00455602j 0.00798666-0.0101717j -0.000198804-0.00421357j -0.015104-0.006879j -0.00426482+0.017245j -0.00386042+0.00642335j 0.00397395-0.0048647j -0.00490876-0.00470517j 0.011435+0.00314143j 0.00766137+0.0167897j -0.00963972+0.00856744j -0.00544393+0.00386529j 0.00856579-0.00483521j 0.00237104-0.00611561j -0.00334103-0.0033184j -0.00122896+0.00478404j 0.00503656-0.000659147j -0.00154264+0.00149447j 0.00852152+0.00171584j 0.0012237+0.00660409j -0.00122026-0.00172368j 0.00111464-0.0045029j -0.000152227-0.00202201j -0.00271323-0.00940715j -0.00838219+0.00152244j 0.0109583+0.00256464j 0.00186731-0.0102036j 0.00182249+0.00353656j -0.00169553+0.0100685j 0.00969387-0.00651448j -0.00982812+0.00988576j -0.00855227-0.00356537j 0.00690341-0.00456451j -0.000289947-0.00688804j -0.0090024-8.98336e-05j 0.00150484+0.00111813j -0.00219641-0.0136264j 0.000290294-0.0014552j -0.00629348-0.00671618j 0.00881182+0.00683991j -0.00257263+0.00181348j 0.00950088+0.00439179j 0.00453881+0.00380258j 0.00656893-0.00712772j -0.00164103-0.00326714j -0.000508047+0.000765983j 0.00595638-0.00201424j -0.010259+0.000546246j -0.00587947-0.0120938j -0.00281163+0.00197312j -0.000869761-0.00782927j 0.00408604-0.00951196j 0.00647305+0.00373044j -0.000532953-0.0034455j 0.000491891-0.000857224j 0.00338946-0.000513281j -0.00255567-0.000115755j -0.00355271+0.00298509j -0.000170556-0.00335984j 0.000500977+0.000676179j 0.00365626-0.00093513j -0.0007605-3.30163e-05j -0.00186613+0.000595836j 
-0.00167026-0.00240003j -0.00277039-0.00338189j -0.00435464-0.0112263j 0.00838819+0.00333039j -0.0103333-0.00214021j -0.00176945-0.00933321j 0.012364-8.09536e-05j -0.00186425-0.00204451j -0.00473477-0.0103242j -0.0034328+0.00391288j 0.00612966-0.000551002j 0.00929289-0.00240355j -0.00483214-0.00485311j -0.00391482-0.00230575j -0.00235984+0.00542513j 0.00353547-0.00506769j -0.00513015-0.00761323j -0.000627754-0.00326347j 0.00411711+0.00602114j 0.00227224-0.00369772j -0.000897475+0.00114966j -0.00223357-0.00042875j 0.00435982-0.00592953j -0.0037663-0.00175843j 0.00313964-0.00631666j -0.00538173-0.00197974j 0.00524489+0.00778417j 0.00610817-0.00257411j 0.00458192+0.00460196j -0.0027972+0.00503428j 0.000808504-0.00214051j 0.00471515-0.000702702j 0.00643552+0.000935498j -0.0189634-0.0053316j -0.0180708-0.00770352j -0.00522107-0.0160149j 0.00761223+9.83851e-05j -0.00634229-0.00645378j -0.000101629-0.0172873j -0.00374397+0.0107254j -0.00169873+0.00458592j -0.0135274-0.00712784j -0.0197966+0.016544j -0.0109456-0.00716242j -0.0108141+0.0121017j -0.0119715-0.00329078j -0.00148407+0.00510442j -0.00840009-0.0171736j -0.021818+0.000770168j -0.000758622+0.00188903j 5.87515e-05+0.00158582j -0.0256166-0.00723033j -0.00813637+0.00562507j 0.000180572-0.00965922j 0.0110282+0.00118636j -0.00188683+0.00282007j 0.0127936-0.0117548j 0.00101954+0.00933271j 0.00800319+0.00431183j 0.000524408+0.00899594j -0.00112011-0.00121766j 0.00259212-0.00527787j 0.00149755-0.00743609j 7.6116e-05+0.00735262j 0.00047788+0.00145289j 0.00500679+0.00243906j 0.00536383-0.00541422j -0.00304691-0.00237376j -0.00494165-0.00396897j -3.15072e-05-0.00545715j 0.0021304+0.00128175j 0.00218761+0.00205914j 
0.0038003-0.0022241j 0.00626244-0.00528796j 0.00831468+0.00236593j -0.012354+0.0139632j 0.000172504-0.00547069j 0.00289815-0.00777159j 0.00441262-0.00379749j 0.00672014-0.00825011j -0.00267596+0.0116481j -0.00126104+0.00230304j 0.00473554-0.00294946j -0.00300012+0.00307531j 0.00750702+0.000328541j 0.0101232+0.0101812j -5.87436e-05-0.00715542j -0.00491868-0.00171679j -0.00257372+0.00184813j -0.0052883-0.00409778j 0.000249294+5.50258e-05j 0.00272331-0.00244622j 0.00229305+0.00264211j 0.000787169+0.00377852j 0.000299186+0.00122242j -0.00340942+0.004568j -0.00554939+1.0547e-05j -0.00236769+0.00399419j -0.00341697-0.00119299j 0.00549265+0.0057947j -0.00277807+0.00336289j -0.00450076-0.00392243j 0.000809603+0.00145654j 0.00430073+0.00361515j 0.0031893+0.0106159j -0.00207271+0.00457037j 0.0080408-0.00721619j -0.00974559+0.00896662j -0.00543812-0.0115241j 0.00163545+0.013149j -0.0126473-0.00486604j -0.00344991+0.0126759j -0.00728815+0.00343935j 0.00267496-0.00124838j 0.0134501-0.0053634j -0.00567209+0.00510938j -0.0029463+0.00417249j 0.0038201-0.00408131j -0.00627437-0.00758352j -0.00150866+0.012894j 0.00918224+0.00774409j 0.0163014-0.00241991j 0.00747377+0.00781716j 0.00654243+0.000960827j -0.00378425+0.00606659j 0.00209045+0.00644985j 0.00932443-0.00262489j 0.000497737+0.0145224j 0.00637295-0.00649515j 0.0057096-0.00226536j 0.000367647+0.0091484j 0.00209647-0.000111876j 0.00314733-0.00161646j 0.00501089+0.00233759j 0.00147268+0.000831631j 0.00367717+0.00408579j -0.00814225-0.00446675j 0.0017238+0.000270699j -0.00260754+0.000119763j 0.00467597-0.000671295j -0.00275456-0.00323091j 0.00324105-0.00256457j -0.00398331-0.00179737j -0.00309672+0.00363881j 
-0.00207512+0.0056203j 0.00177167+0.00213284j -0.00493891+0.0149035j -0.0107151-0.00840754j 0.00588265+0.00121003j -0.0015241-0.00538305j 0.00331771+0.00669259j 0.000228097+0.000812516j 0.0131416-0.00307469j -0.000952154-0.00107837j -0.00619108+0.00531556j 0.000975893+0.000494288j 0.00423718+0.00133605j -0.00261482-0.00921994j 0.000498843-0.00264024j -0.0017955+0.00367471j 0.00564868+0.00516307j -0.000438042+0.00186606j -0.00367374-0.00879577j -5.1209e-05-0.000704995j 0.000514123-0.00101349j -0.00141116+0.000165841j -0.00241659+0.00333667j 0.00222572-0.000572405j -0.0012652-0.00038871j -0.000522945-0.000926899j -0.000560275-0.00280429j -0.00823277-0.00218692j -0.00322205-0.00561572j 0.00327368-0.000913289j 0.000968514+0.00181635j -0.00193844-0.00235244j -0.0140433-0.00681199j -0.00572503+0.0112604j 0.00925423+0.0186749j -0.0249746-0.00713596j 0.0199399+0.000824359j -0.0125907+0.00794131j 0.00500284-0.0211243j -0.00839763+0.0014503j -0.0133692+0.0106308j 0.000677289-0.00937819j -0.0290615-0.00608514j -0.000947681+0.0107527j -0.0078739+0.00485571j -0.0113463-0.0185304j -0.00822133+0.00812566j 0.0087036-0.0258514j 0.00193863-0.00840102j -0.000996206-0.00125687j 0.00731517-0.00277427j -0.00755347+0.016619j 0.00896908+0.00232102j 0.00186193-0.00104851j 0.00980881+0.00235556j -0.00613819-0.00520633j -0.0110403-0.00153106j 0.00151121-0.0010747j 0.0001314-0.00274597j -0.0013811-0.00465762j -0.00548718-0.00421547j -0.00597857-0.00419082j -0.00372388-0.000416479j -0.00280904+0.00172343j 0.00818708-0.00765036j -0.000767228-0.00322501j -0.000460561+0.00200666j -0.00577054+0.00586377j 0.000209898+0.000208912j 0.00163902+8.42037e-05j -0.0010093+0.00218078j 0.00340237-0.00122963j 
0.00023002+0.00289822j 0.000329487-0.00587125j 0.00942748-0.000245216j -0.00509056+0.00912812j 0.00521966-0.00734865j 0.000659916-0.00777142j 0.00496355-0.00115288j -0.000155808-0.00706885j 0.00338937+0.00878816j -0.00141556+0.00452737j 0.00245141-5.6711e-05j -3.57556e-05+0.00234945j 0.00536855-0.00360056j 0.0072738+0.0048853j 0.000610948-0.00552567j -0.00378552-0.00386289j -0.00127046+0.00234855j -0.00309193-0.00229127j 0.000129149-0.00206793j 0.00119721-0.00191552j 0.00344866+0.00209671j -0.000335142+0.00208107j 0.00117154-0.00104421j -0.00103353+0.00434852j -0.00458029+0.00107147j -0.00110431+0.00188412j -0.00340309+7.93224e-05j 0.00177811+0.00179928j -0.00465053+0.000708703j -0.00408253-0.000228309j 0.00393443+0.00261524j 0.00429924-0.000703876j 0.000779901+0.0129364j 0.00463475+0.00374767j 0.0152993-0.0138444j -0.00866418+0.00494096j -0.00239392-0.00815374j 0.010719+0.00971027j -0.00147776-0.00586476j 0.000846821+0.0173359j -0.00330539+0.00640772j -0.00246205-0.00699262j -0.00577288-0.0218645j -0.00861034+0.0071707j -0.0065738+0.0135913j 0.00243913-0.0155933j -0.00908737-0.00942719j 0.00325333-0.00715989j 0.00915924+0.00625024j 0.0134889-0.0070499j 0.0175724+0.00384061j 0.000366828-0.00506666j 0.00729225+0.00129861j 0.00241631+0.00037383j 0.00407202-0.00972535j 0.00405573+0.00727628j -0.00258158-0.0035811j 0.00567783-0.00545802j 0.0033671+0.00608383j -0.00144381+0.00284228j -0.00360215+0.00528052j 0.00145263-0.000287321j -3.48713e-05+0.000101753j 0.00181717+0.00257577j -0.00527422-0.00405762j 0.00394781+0.00214116j 0.00287421+0.00224124j 0.00187675+0.00664937j -0.000649019-0.0041955j 0.0011228-0.000808345j -0.00191099+0.00191636j 0.00104137+0.00226121j 
-0.00264952-0.00115243j 0.000858653-0.00198357j -0.00349963-0.00258417j 0.000102968-0.0030538j -0.000567195-0.00164415j 0.00242078-0.000139876j -0.00108758+0.00200613j 0.000845343+0.00262014j -0.000491403+0.00159484j -0.000324976-0.000711242j 0.000242926-0.000560787j -0.000279958+0.00178974j 0.000977386+0.000177066j -0.000880824+0.000333176j 0.000453711+0.000742924j 0.00134427-0.000691389j -0.000319334+5.63872e-05j 0.000814844+0.00104156j 0.00168558+0.000997174j 0.000702932-0.000369856j -0.00122604+0.000111109j -0.000751943-0.000420826j -0.000958041-0.00142004j -0.00107724+3.67902e-05j -0.000205469-0.000635469j -0.00101558-0.0009287j 0.000263668-0.000281151j 0.000850231+2.72577e-05j 0.000394393-0.0010344j -0.00124521+5.39949e-05j -0.000500283+0.00102449j 0.00183116+0.000788269j 0.00390621-0.00358792j -0.0033596-0.0056596j -0.00580552-0.00121855j 0.00657584-0.00662452j -0.00145067+0.00538884j -0.00458655-0.00848843j 0.00919354+0.00159789j -0.00150742-0.010686j -0.00150033-0.00889732j 0.00520141+0.00596527j 0.00450404-0.00259553j 0.0019043-0.0046977j -0.00337429-0.00945312j 0.00652658+0.00367852j 0.00610001-0.00739676j 0.00552748+0.00307002j -0.00288-0.00339737j 0.00247006+2.69129e-06j -0.00310253+0.000559986j 0.00315472-0.00362209j 0.00113491+0.00438052j 0.00320809+0.00289036j -0.0010605-0.00430074j 0.000200604+7.73071e-06j -0.00131607-0.00121383j 0.00093243+0.00252729j -0.00377407-0.000867366j 0.00130548+0.000447681j 0.00315381+0.00184105j 0.00191221+0.000443057j 0.00213825+0.00130261j -0.00045029-0.00315314j -0.000432185+4.83491e-05j 0.00224435-0.00200053j 0.000544849-0.000530813j 0.00131946-0.00117613j -0.00119957+1.71134e-05j 0.000464371-0.000234892j -0.000908339-5.68234e-05j 0.000354879+0.00108168j 
0.00117162-0.000450363j -0.000792964+0.000394098j 0.000121611+0.00141871j -0.000225583-6.63854e-05j -0.00104055+0.0018155j -0.000493692-0.00107324j 0.00043548-0.000994373j 8.80664e-05-0.000661747j -0.000556676+1.99812e-05j 2.44516e-05+0.00124419j 0.00066474-0.000853378j 7.89185e-05+5.15186e-05j 0.000756922-0.00130179j -0.000302503-0.000433436j -0.000643867+0.00122206j 0.00131952+0.000273467j -0.000152939-0.000229986j -0.00153788+3.55688e-06j 0.000238538-0.000677232j 0.000876364-0.00100586j 0.000680033+0.000178571j 0.000701484-0.000263045j -0.000453677+0.000405764j 0.00066462-0.000228983j -0.00115393-0.000705152j -0.000195739+0.00141147j 0.000159966-2.90532e-06j 0.000500713-0.000371351j 0.00135777+0.000890749j -0.000328499-0.000398142j -0.00138379-0.00100722j 0.000356507-0.000508458j -0.000105417-0.00145781j -0.0028489+0.00110271j -0.00148869+0.00463815j 0.000269722+0.00167085j -0.00214696-0.000139747j -0.00165332+0.00254547j -0.00120945+0.000705699j 0.00129661-4.30828e-05j -9.48022e-05+0.00149475j -0.000857211-0.00348213j 0.000276374+0.0046716j 0.00251838+0.000757205j 0.00327891-0.0032273j 0.00174515-0.000236919j 0.00106869-0.00116846j -0.0015743+0.000890645j 0.00100846-0.00011339j 0.00106659-0.000982841j -0.00103651-0.00197106j -0.00508058+0.00227831j 0.00297168-0.000597488j -0.00219012-0.00078413j 0.0020085+0.00290777j 0.000909724-0.00265067j -0.00542127+0.000791105j -0.00325975-0.00244525j 0.00209604-0.00171655j 0.000476138-0.00617192j -0.00116628-0.00113769j 0.00155058-0.000785613j -0.000194496+0.000439779j 0.004796+0.0023234j -0.001018+0.00274643j -0.00155398+0.001904j -0.00131941+0.00473434j 0.0021276-0.00279634j -0.00185621+0.000342398j 0.00326602-0.000427473j 0.000878623-0.00178447j -0.00209341-0.00195229j 
0.000111974-0.000476865j 0.00081929-0.00106624j -0.00166917-0.000539131j 0.000340686+0.000446344j -0.00119097-6.89854e-05j -0.000198802-0.000812107j -0.000247232-0.00022554j 0.00036147-0.000664239j -0.000128765+0.000274299j -0.000478695-0.000152919j -0.000867444+0.000262735j 0.00054051+5.86861e-05j -0.000457302-0.000231216j 0.000366439+0.000537887j -0.000237864-0.000319405j 0.000102484-0.000389113j 0.000423465-9.57752e-05j 0.000225847-0.000161112j -0.00048879+0.000564031j -0.000623409-0.000530266j 8.5091e-05+0.000469913j -0.000710879-5.94076e-05j 0.000415409+0.000337383j 0.000681639+0.000131037j 0.000309034-0.000348825j 7.41988e-06+0.000265325j -0.000318925+0.000159109j 8.8418e-05-0.000637648j -0.000397007-0.000139352j -0.00126435-0.000733967j 0.000143497-0.00110827j 0.00164494-0.000215751j 0.00220867-0.00106905j -0.000679511-0.000801011j -0.00138514-0.00169916j 4.57637e-05-0.000330476j -0.000997336+0.00148877j -0.00150463-0.00124382j -0.00147965-0.000403735j -0.00268873-0.00138038j -0.00374834-0.00148564j 0.00409625+0.00312021j 0.000502504-0.00217209j -0.00028451+0.00194143j 0.00317431-0.00130698j -0.00117871+0.00121983j -0.00126891+0.00323479j 0.00061596+0.00356201j 0.00346379-0.000226733j -0.0015593-0.00265724j -0.00159604+0.000307169j 0.00609082+0.000807214j 0.00192325-0.00263321j -0.00224141+0.00232008j -0.00174374-0.000373962j -0.00295562-0.0050572j -0.00148829-0.00078335j -0.00165476+0.00571092j -0.00512127-0.00261649j -0.00253683+0.00391345j 0.00226434-0.0017967j 0.00420341-0.000331367j 0.00191018-0.00172453j -0.00184281+0.00271158j -0.00652833-0.002223j 0.00074258+0.000150968j -0.00209308+0.00143078j 0.00180925+0.0042495j -0.00266489-0.000349046j -0.000455976+0.00128921j -0.00319829-0.000760697j 3.73093e-05+0.00255113j 
-0.0022202-0.00404337j -0.000754386-0.00347518j 0.000213652-0.000468068j 0.000437412+0.00299938j 0.000388441-0.00288122j -0.00154836-0.00154179j 0.00145424-0.000778589j -0.00069642+0.000159869j -0.000936723+0.00160484j -0.00448287+0.000815232j 0.000740024-0.000440274j 0.00194533+0.00298705j 0.00114771-0.00250496j 0.001877+0.00148019j -0.00391142+2.66136e-05j 0.00116985+0.00199099j -0.000149658-0.00166016j -0.00468899-0.000269575j 0.000177266-0.000351414j 0.000963097+0.00255593j 0.00376864+0.00189684j 0.00227553-0.000688368j -0.00687031-0.00310195j -0.00128141+0.000973418j -0.00167358-0.00196378j -0.000463235-0.000142293j -0.00382341-0.00188025j 0.00384724+0.0020673j 0.00487956-0.000387005j -0.00193313+0.00194207j -0.00193461+0.00187572j 0.00272897-0.00515518j 0.00110502+0.00536099j 0.00266453+0.00647388j 0.0038361-0.00126024j -0.000235519+0.00672165j -0.00719907+0.0116511j -0.00490218-0.00343697j 0.00107196-0.00306357j -0.00061463-0.0105368j -0.0109837+0.00312649j 0.00299295+0.00696917j 0.00653922+0.000895641j -0.00508489+0.0100276j 0.00138984-0.000610231j -0.00751411+0.001773j -0.0120046+0.0112664j -0.000440127+0.00737471j 0.00651442+0.00626793j -0.00142857-0.00173704j 0.00187033-0.00471104j 0.0103543+0.0105526j 0.0118741-0.00793542j -0.0102151-0.000296344j -0.011699-0.00571768j -0.00271692-0.00636319j -0.00650131+0.00365072j -0.00407707-0.000443303j -0.00254215-0.00987034j -0.0127558+0.00334442j -0.0047412-0.00327194j 0.0039699+0.0052781j -0.00206866+0.00716135j -0.000215489-0.00349411j -4.09997e-05-0.00461959j 0.0139687-0.000859215j 0.00787773+0.00246391j 0.00683222-0.0100592j -0.00552025+0.00599648j 0.014293-0.00633747j -0.0103431+0.00696063j -0.00638833+0.0052988j 
-0.000139073-0.00572777j 0.00604203+0.0028438j -0.00801797-0.00603095j -0.00533079+0.00320076j -0.00502101+0.0013596j 0.00309775-0.00263744j -0.00529702-0.00299593j 0.0016224-0.00329856j 0.0010012+0.0015388j 0.00206416-0.000304857j 0.00133637-0.00113563j -0.00157884-0.00215729j -0.00127411+0.000516355j 0.000205586-0.00210614j 0.00159273+0.00182786j -0.00314667+0.000807798j 0.000291366-0.00118047j -0.000218235-0.00100541j 0.00355674+0.00212136j -0.00324391+6.13059e-05j -0.00222025+0.00265023j -0.00280797+0.00459573j -0.000366532-0.00114178j -0.0023991-0.0035712j -0.00114893-0.00318458j -0.0003046+0.000843647j 0.00239619+0.000763624j 0.00570303+0.00348106j -5.14062e-05-0.00185316j 0.0054443-0.000413799j -0.00151768+0.00599491j 0.000466889+0.00563217j 0.00719111+0.0105978j -0.00708435-0.00447353j -0.0108512+0.000607313j 0.00227863-0.00752145j -0.00799969-0.00613478j -0.00999909+0.0169377j 1.60433e-05-0.00290213j -0.00203365+0.00891836j -0.0041583-0.00177896j -0.00414784-0.00230533j 0.00356649+0.00534178j 0.00254733-0.00632496j 0.00728234+0.00399665j 0.00476702-0.00578515j 0.00300082+0.00357258j -0.00807928+0.00859107j -0.00621699+0.000255307j 0.0121207-0.00291495j 0.0113963-0.00267212j -0.000441837-0.00179689j 0.0133835+0.0040013j 0.00543553-0.0137776j 0.00141761-0.00402081j 0.0117489-0.0108765j 0.000687149-0.0128737j -0.00894233-0.00482058j 0.0132946+0.00646283j -0.0054822-0.0106195j 0.0108798-0.00104413j 0.00830465+0.00490195j 0.003197+0.00538831j -0.00235679+0.00877214j 6.50881e-05-0.00530192j 0.0037579-0.00690369j -0.0160124-0.00599911j -0.00815654-0.0126874j 0.00394045-0.00799619j 0.00775852-0.0140924j 0.00310691-0.00967268j -0.0126709+0.0095304j 
-0.000848035-0.000399946j -0.000673426+0.000365984j 0.000974143-0.000712473j -0.000511303+0.00110844j -0.00025228-0.000707495j 0.000312793-0.000228537j 0.00144656-0.00134027j -0.000934288+0.00126973j 0.000420613+0.00112412j -0.00227993+0.000905927j 0.00288754-0.00170694j 0.000718375+0.000428006j 0.000541586-0.00165377j 0.000412598-0.000799908j -0.000969201+0.00021997j 0.000288857+0.00115916j -0.000970822-0.000537754j -0.00522713+0.000553115j 0.00234491-0.000196133j -0.000526783+0.00124888j 0.00185078+0.00195517j 0.000437971+0.0016771j -0.00479678-0.00183353j -0.000831259-0.00121679j -0.00268094-0.00299252j -0.00125153+0.00188746j 0.000186482+0.00158314j 0.00441625+0.00150961j 4.22521e-05-3.25917e-05j 0.0028937+0.00245958j 0.000683709+0.00184711j -0.000341636+1.83389e-05j 0.000699126+0.00158174j 0.00182222-0.00136848j 0.0047464-0.000482741j 0.00319909+0.00545799j 0.00115294+0.0050286j -0.00163041-3.24338e-05j 0.00198988-0.00293709j -0.00223887-0.0062848j 0.00171828+0.00106575j -0.000827166+8.36342e-05j 0.00136482+0.00296603j 0.000545324+0.00659375j 0.00326012-0.00100916j -0.00329373+0.000480361j 0.00211962+0.00710885j 9.52355e-05-0.00135294j 0.0032164+0.0021058j -0.000118046-0.00277549j 0.0039501-0.00449815j -0.00221197+0.00511596j 0.00913524-0.00501291j -0.00331883+0.00168607j -0.00104992-0.000787826j 0.00485286-0.00465932j -0.00435811-0.00397679j -0.0104544-0.00168813j 0.00114989-0.00347459j -0.00204724-0.00226261j -0.00471975+0.00542184j 0.00323198+0.00561148j 0.00198807+0.00216463j 0.000875487-0.000451829j 0.00222641-0.0036739j 0.000536068-0.00347362j -0.00214378-0.00481965j -0.00701451-0.00016664j 0.000627847+0.00305808j 0.00281326-0.00845422j 0.00238222+0.00263487j -0.00305556+0.00343332j 
