0.0191808-0.0764502j -0.0119782+0.00853973j -0.0498057+0.0181756j -0.0585343+0.0219609j 0.0294913-0.00329524j 0.0306567+0.0235933j -0.0196637+0.00772898j -0.0483827-0.0190134j 0.00128391-0.0293777j 0.00456336-0.00357739j -0.0138257+0.021908j 0.0234841-0.00318483j 0.0220607-0.00785482j 0.0139405+0.0379724j 0.00434278-0.040058j 0.000799469+0.0156465j -0.0158346-0.0118023j -0.0196612-0.00608442j 0.00332036-0.00560238j 0.016172-0.0128397j -0.00637266-0.00554206j -0.00327-0.00193401j 0.00432786+0.0234206j -2.96178e-05-0.0122656j 0.00760937-0.0178442j 0.00584431+0.0137023j -0.0105956-0.0296572j 0.00217368-0.00462254j 0.000368644-0.0033249j -0.00500675+0.00932943j 0.000939267-0.000702913j 0.00314908-0.0122176j 0.00188143-0.00935034j -0.0190422-0.0126036j 0.00466768+0.00545911j 0.0136103+0.00635541j -0.00814682-0.0189738j 0.000112371-0.0104966j -0.00767761-0.00214176j -0.016125-0.0363441j -0.0230243-0.00152211j 0.00731447+0.00611366j -0.0192364-0.0156147j 0.0272784+0.0137227j -0.00924822-0.0132081j 0.0230022+0.0162197j -0.0250585-0.0121307j 0.0020052-0.0212227j -0.00540863-0.015064j -0.00408146-0.00479075j -0.00688152+0.00519649j 0.00433353+0.0032066j 0.0127583+0.016494j -0.000812769-0.00352897j -0.00898154+0.0046689j -0.00948788-0.0149589j -0.0295066-0.00612643j 0.000466251+0.0125478j -0.00558278+0.0301308j 0.0127408-0.0127687j -0.0132252-0.0221303j 0.0179757+0.0340289j -0.0122899+0.00429949j -0.0048987-0.00424002j 0.0047692-0.00402494j -0.00503301+0.0131383j -0.00784748+0.00318671j 0.00855956+0.0108658j 0.00599875+0.0155101j -0.0100156+0.0370014j 0.0378306+0.00546892j -0.0125066+0.00111576j 0.0296723-0.0562722j 0.0383786+0.0237997j 0.0330375-0.0252744j 0.0554263-0.041958j 0.0338236-0.00810413j -0.0315018-0.0816606j -0.0110665-0.0248033j -0.0185976+0.0402772j -0.0591534-0.111456j -0.0808526-0.0155049j -0.058862+0.0892732j -0.112299-0.0484602j 0.0845146+0.00271782j 0.0176833+0.0589564j -0.0832974-0.0596358j -0.04002-0.0840772j -0.00555371+0.0669536j 0.121121+0.113335j 0.147804-0.216085j -0.167671+0.0766416j 
0.0602213+0.0181244j 0.0354947-0.0296006j 0.0334175-0.0291964j 0.00616643+0.00547089j -0.0436176-0.0418774j 0.0145157+0.0542608j 0.0436252+0.0351453j -0.01716+0.00242077j -0.0611971-0.0252465j -0.0200233-0.0670453j 0.0079461-0.0511682j -0.0025978+0.00731673j -0.0479158-0.0727042j 0.0210215+0.020206j 0.0218407+0.037124j 0.0452935+0.0219462j -0.0539585+0.00518582j -0.00773771-0.0262571j -0.0218965-0.0420686j -0.0237049+0.00335303j 0.0071564+0.0328726j 0.0193293+0.0223898j 0.0168878-0.00813317j -0.0239368-0.0185875j -0.0529413+0.0205204j -0.0180318-0.00136954j 0.0293501-0.0497807j 0.0299724+0.0347819j 0.0344585+0.00271445j -0.0169821-0.0388809j -0.0196764+0.0120877j -0.0631435-0.0291914j -0.0205421-0.00179219j -0.0598617-0.0237455j -0.0204167+0.0452929j 0.00499217-0.0792883j -0.0517554-0.0230596j 0.0112383-0.107206j -0.0454221+0.0435892j -0.0383457+0.0238367j 0.0296536-0.00516616j -0.0159519-0.00629901j 0.0618148+0.0213067j 0.00948076-0.0158057j 0.029104-0.0393975j -0.0327724+0.0022665j 0.0288225+0.00188849j -0.0316051+0.0197951j 0.042583-0.044839j -0.0792629-0.052628j -0.0142631-0.025138j 0.017577+0.0205147j 0.081262-0.0255195j -0.0581902-0.0951302j 0.0573515+0.113127j -0.0874874+0.0473532j -0.10561+0.0406024j 0.0101874-0.0435067j 0.0307355+0.027334j -0.166378-0.0257425j -0.123753-0.0287883j -0.130021-0.0877101j 0.0618967+0.0830293j 0.142735+0.060159j 0.104025+0.0196131j 0.00271507+0.00803064j -0.00863125-0.0516092j -0.0230519-0.140873j -0.0365568+0.0674534j -0.0735595-0.111982j -0.161503+0.134487j 0.0571463-0.0115225j -0.0229049+0.109243j 0.00172688-0.0480425j 0.157138+0.133872j -0.0648934-0.0254534j -0.119529-0.0147441j 1.23294e-05-0.056683j 0.0437384-0.109094j -0.090997+0.0829814j 0.0999929-0.00395979j -0.0103585+0.0240361j -0.0887351-0.058281j -0.0336894+0.025123j -0.0136912+0.00284482j 0.00966463+0.0148182j -0.0971128+0.0295519j 0.0451143-0.0459422j -0.0502784+0.0108821j -0.0107858-0.0753791j -0.0512608+0.0412267j -0.0312366+0.0753456j 
-0.0171896-2.52178e-05j -0.0161912-0.036583j -0.00946617-0.0233761j 0.0069851-0.000679037j 0.000834134+0.00803668j 0.0219926+0.00127991j 0.00812864-0.0672609j -0.00159876+0.0252796j 0.0160405-0.0263873j -0.020048-0.0102385j 0.0462182+0.030765j 0.00444055-0.0261541j 0.0405692+0.0149421j -0.0632228-0.0655345j -0.0271701-0.0115221j -0.0134454-0.0351811j -0.0800228+0.00576412j -0.0249895+0.0073989j -0.012485+0.0488055j -0.0220759-0.0404399j 0.00432243-0.00366405j 0.00509992+0.0250798j 0.019711-0.0102393j 0.00106706-0.010212j 0.023085-0.00889473j -0.00366901+0.0460117j 0.00578324+0.0404444j 0.0120962-0.01723j -0.0497739-0.0163153j -0.0211572-0.017851j 0.0109136+0.016354j -0.00241434-0.00736584j -0.0288157+0.0341527j -0.0420498-0.0342942j 0.0136699-0.0299683j -0.0713781-0.0290055j 0.00986283-0.0083216j 0.00320114+0.0161793j 0.0581895-0.00578314j -0.00789222-0.0073319j 0.00685538-0.0535233j -0.0263129-0.047523j 0.036168+0.0564452j 0.100648+0.00380867j 0.0653991+0.0472135j 0.0208512+0.0305685j -0.0618458-0.00539286j 0.00605157-0.00207503j 0.00279075-0.0297773j 0.0315641+0.00212743j 0.00108522+0.0813792j 0.00533737-0.0295713j 0.0266416+0.00898631j 0.0289569+0.079601j -0.00374387-0.0665374j -0.0878586-0.000819045j -0.0434038-0.0287419j -0.0621207-0.0663773j 0.0165832+0.0372261j 0.0148374+0.00517575j 0.0353846-0.043794j -0.0902147-0.149295j 0.0250549-0.0423435j 0.026473+0.0401377j -0.116331+0.0583619j 0.0339442-0.0945595j 0.0859995-0.122761j 0.0748797+0.100772j -0.086045+0.00822765j 0.116135-0.0486401j -0.0195117-0.117625j 0.0440867-0.0140551j -0.065626-0.00289501j 0.016083-0.0149483j -0.0919528-0.120029j -0.0222856-0.127624j 0.0496942-0.0702503j 0.1712-0.0873164j 0.150167+0.159542j -0.0408471-0.0328608j 0.0510127+0.0364973j 0.0153928-0.0131739j 0.037865-0.0206675j 0.00489818+0.0119882j -0.0106668-0.0715702j -0.000758367+0.0200914j 0.0310351-0.0534017j 0.0129886+0.0494088j 0.017028-0.0369717j 0.0245537-0.00361395j -0.0285289+0.0165137j 0.00549381+0.0337939j 
-0.000496859-0.0115779j 0.00197737+0.0555754j 0.00932342+0.0311728j -0.0161756-0.0303427j 0.00176641-0.0267716j -0.029665-0.0219212j -0.0326516+0.0396144j 0.062829-0.0251369j 0.0675538-0.0165389j -0.00872417+0.0408371j 0.0083766-0.0453545j -0.0328822+0.0191772j -0.0262385-0.00828013j -0.00498431+0.021747j 0.0726243+0.00117685j -0.0201462-0.000859832j 0.0844887-0.00442136j 0.0126788+0.0224636j 0.0266626-0.000988758j -0.00111243+0.0145943j -0.0278998+0.0260256j 0.0488335-0.0766003j 0.000793418+0.0205226j 0.0231653-0.000330836j -0.0164735+0.043213j 1.97047e-05-0.0297116j -0.0347383+0.0134643j 0.0218548+0.0011764j -0.00482688-0.0121068j -0.0023152+0.0281549j -0.0319838-0.032911j 0.0382526+0.0258589j -0.0645961+0.00798222j 0.0233879+0.0258886j 0.0216003-0.0374479j 0.0255406+0.0302217j -0.0448204+0.0329483j -0.0443618-0.0598083j 0.0215245-0.0291054j 0.00712655+0.0115426j -0.0312808-0.00530462j 0.0671368+0.00840682j 0.0274956-0.0508195j -0.0554225+0.0345701j -0.00602589-0.00371865j 0.0384365-0.0177152j -0.00692187-0.00431588j 0.0403591+0.05084j -0.00434971-0.0269064j 0.0549256-0.00579735j -0.0884422+0.00553287j -0.0266313+0.0371235j -0.0925002-0.0141023j -0.0510042+0.0294023j -0.0063578-0.000410754j 0.0657613-0.0234575j 0.0703574-0.0954053j 0.110418-0.0468389j -0.0169927-0.0589612j 0.00327194-0.0202634j -0.0780428+0.0230188j 0.0054248+0.151441j -0.0689509+0.0082031j -0.0697167+0.0967944j -0.0472967+0.040375j 0.0276878+0.0592617j -0.0537998-0.0728141j -0.0099971+0.0270014j 0.140174-0.0909325j 0.125476-0.11092j 0.0866538+0.0154722j 0.151688+0.0472221j 0.0824144+0.0050473j 0.13793-0.128379j -0.0780173-0.0406214j -0.0461991-0.00476694j 0.104182-0.0818598j 0.0266048-0.0629704j -0.091042-0.00563252j 0.0473261+0.0327582j 0.0474949-0.0106372j 0.0101287+0.0629112j -0.0105825+0.125939j 0.0836871+0.00355359j 0.09167-0.0364846j -0.0378281-0.00657795j 0.0150876+0.000303208j -0.0318586-0.0130185j -0.0275878+0.0595968j -0.0286521-0.0118598j -0.0379188-0.0192434j 0.015854+0.0027947j 
-0.00649965+0.00915101j -0.0290011+0.0206951j 0.00960599-0.0555283j 0.0192894-0.0276457j 0.00582241-0.0577892j -0.0277716+0.0570896j 0.096501-0.0323464j 0.0169812-0.000384332j -0.0286438+0.0468234j -0.0919126-0.0416303j 0.0145205-0.00630409j -0.00905714-0.0392863j 0.0578798-0.00636038j 0.00201732-0.016316j 0.0159716-0.00920767j 0.0282197-0.0201922j 0.0382935-0.00797956j 0.0268923-0.0584389j -0.024439-0.0181711j 0.00422067+0.0102186j 0.0122037+0.0277412j -0.0010867+0.0330236j -0.0361945+0.00937607j -0.0527918+0.00325618j 0.0118541-0.0247416j 0.0148118-0.00975116j 0.00999237+0.00157463j -0.0133446-0.0165152j 0.00638241-0.0195921j 0.00457344-0.0317873j 0.0420949+0.0271312j 0.0222593+0.00260299j 0.00725926-0.0364053j 0.0377127+0.0186135j 0.00303025+0.022425j 0.0431009-0.0446842j -0.0105065-0.0292778j 0.0363437+0.0331198j -0.0313313+0.0641638j 0.0231456+0.0574329j -0.0318293+0.036189j -0.0925001-0.00913866j 0.116627+0.0312225j -0.0153569+0.0276425j 0.0058823-0.051235j -0.00425206-0.0034427j -0.0207836-0.0269451j 0.00999032+0.0166258j -0.014016+0.00522151j -0.088225-0.0306957j 0.072236-0.179342j 0.000508594-0.0141205j 0.0223234+0.0135032j 0.112201-0.086396j -0.0680485-0.0179897j 0.0293598+0.0877418j -0.0210831-0.0301815j 0.163346+0.107734j -0.0524279-0.0157411j -0.0637976+0.0649513j -0.0729979+0.0216566j -0.0239184-0.0515818j 0.0374611+0.0324559j 0.0101953+0.0281529j -0.0357783-0.0129324j -0.0172402-0.0470258j 0.0275017-0.0255239j 0.0362915+0.0742973j 0.0449277-0.0500603j 0.0953841-0.00726494j 0.00552173+0.0204573j 0.0371365-0.0728722j -0.0436339+0.129837j -0.0139926+0.0875541j 0.116461+0.0326895j 0.0074596-0.0436911j 0.000806585+0.0601337j -0.0575509-0.0624612j 0.106+0.0912271j 0.0327365+0.0122715j -0.0184488+0.00946444j 0.0148623+0.014011j 0.0478071+0.0410983j 0.0742002+0.0156437j -0.0672375+0.0242387j -0.0396092-0.0232303j 0.0455265+0.0185968j 0.0342999-0.0527367j -0.0920394+0.0248675j -0.0122959-0.033672j 0.0106176-0.0756902j -0.0191397-0.0127887j 
-0.00445705+0.0268446j 0.00263253+0.00186349j 0.00657513-0.00300403j 0.0511322-0.000724812j 0.00463836+0.0203723j -0.0652623-0.0112582j 0.0502684-0.0447814j 0.0309594+0.0291719j -0.036839+0.0341883j -0.0427573-0.014893j 0.0165254+0.0338436j -0.000676234-0.0151988j 0.0496501-0.0269158j -0.0370118-0.0323925j 0.0229608-0.00846305j 0.000574192-0.0137453j 0.0538434+0.0217555j 0.0213455-0.0436404j 0.00219135-0.0252033j 0.0166609-0.00657625j 0.0342209+0.00711544j 0.0208013+0.0312371j -0.0103048+0.000213223j -0.00681944+0.000698707j -0.00402492-0.0288856j 0.00846518-0.0305047j 0.00832799+0.00923068j -0.00352874+0.00623363j -0.0120145+0.00182959j 0.0188629+0.00977346j -0.00845608+0.0165806j 0.00996539-0.00458368j 0.0082331+0.0453447j 0.00580758+0.00244141j 0.0165656-0.0202655j -0.00791234+0.00662469j -0.0196572+0.00297741j -0.00290168+0.00851995j -0.0152703+0.00774196j -0.0026803+0.00797497j -0.0277841+0.0196808j -0.053734-0.0171566j 0.050357+0.00106682j -0.0183058+0.0622522j 0.0112907+0.0271905j 0.0267433+0.00959425j 0.00788617+0.0177868j 0.00421442+0.0134307j 0.00847862-0.0248227j -0.0333386+0.0147275j 0.0513619-0.0383269j 0.0416519-0.0148838j -0.00873926+0.0289581j 0.0338016-0.0129745j -0.060755-0.0156625j 0.00570989+0.0114079j -0.00765504-0.0246799j 0.0522049+0.059665j 0.0155978+0.0556284j -0.0224218+0.0780871j -0.00705873+0.159369j -0.0332882-0.0957006j -0.0846359-0.0303091j -0.0198794+0.0153417j 0.0401603-0.0366128j -0.047662-0.145564j 0.0240694+0.0383418j 0.0405827+0.0879904j 0.079134-0.063835j 0.027236-0.0113226j -0.0400503-0.00950368j 0.0162375-0.10589j -0.0258656-0.0594392j 0.0242021-0.0798864j 0.00661576+0.102789j -0.0866406+0.0286482j -0.0500278-0.00690428j -0.0206785-0.0194374j -0.0111672+0.117017j 0.0376068+0.0490704j 0.00689374+0.0153283j 0.0420647+0.0565073j -0.0149716+0.0712217j 0.116804-0.0121481j 0.00510381-0.0328783j -0.0320769-0.040944j 0.0414664+0.0157913j 0.030837+0.00216773j -0.02737-0.035501j 0.00606143-0.0390456j -0.0664753+0.0346999j 0.0425928+0.00444559j 
-0.013722+0.00954117j -0.0103133+0.0138011j -0.0182779-0.0021639j 0.0246591-0.00233202j 0.0166903+0.0267449j 0.00413176-0.00245895j 0.0194437-0.0113289j -0.0129321-0.0129725j -0.00867301+0.045984j -0.0364505+0.00114023j -0.0244975-0.0140255j 0.0258802+0.0125066j 0.0271076+0.0388084j 0.00651281+0.0049404j -0.00696487+0.0225649j -0.0101906-0.0227279j 0.0471801+0.0130416j -0.0234615-0.0743114j 0.0135874-0.0304971j 0.00248209+0.00878906j 0.00556988-0.0150391j 0.00685308+0.0243875j 0.0143749-0.0439232j -0.0285738+5.73433e-05j -0.0176026-0.0416604j 0.0012494-0.0175621j -0.00339928+0.0187516j -0.0300162+0.0484093j 0.00662033-0.00614026j 0.0120659-0.0222857j 0.020509-0.0105425j 0.0282877+0.0328534j 0.0201563+0.000627677j 0.0163038+0.025684j -0.0146465-0.00165727j 0.018005+0.00768123j 0.00815819+0.0194145j -0.00453914+0.0236121j -0.0135841+0.0145173j 0.00627746+0.0340541j -0.0330667+0.0316098j -0.0076292+0.00880736j -0.0035458-0.0334425j 0.00144852+0.0549339j 0.0105794+0.0557313j -0.00542787-0.0105869j -0.0141553-0.0469753j -0.00470982+0.0355333j -0.00950505+0.0156289j -0.0230774+0.0643429j 0.0312816-0.0261019j 0.0225356+0.0118376j 0.0171674+0.0337873j 0.0320915-0.0287222j -0.0479372+0.0204711j -0.036797+0.066375j -0.0569644-0.0918791j -0.0678816+0.0711032j 0.00305933+0.109158j -0.0625057-0.0115489j -0.147688-0.0312214j -0.00482233-0.225436j -0.0531158+0.103626j -0.00588482+0.0969803j 0.111357-0.149342j 0.0201158-0.117416j 0.137003-0.0799745j -0.15252+0.0428903j -0.114166+0.0454305j 0.0455073+0.0577663j -0.00146821+0.0181241j -0.00806321+0.0712397j -0.0746461-0.0585316j -0.0447341+0.0322111j 0.0329223+0.0650078j -0.021474+0.00915771j 0.0131642+0.0138356j -0.0639505+0.0520108j 0.00857777-0.0498382j 0.0344227+0.0691067j -0.0722693-0.0603778j -0.0147422+0.0286193j -0.0152185+0.0644931j 0.0243608-0.00907966j -0.0343602+0.033294j -0.00631507-0.0145392j 0.0561621+0.0171463j 0.000912548-0.0296321j -0.00217414-0.0214904j 0.00626845+0.0345895j 0.0324315-0.0279105j 0.00568935-0.0462062j 
-0.0438817-0.0187485j 0.00665396-0.0194435j 0.0223596+0.0192194j 0.0236084-0.057225j 0.0243495-0.0190881j 0.0795-0.0483671j -0.0623349+0.00916063j 0.0191103+0.0306465j -0.023173-0.00803997j -0.0430058-0.0502986j -0.0105355+0.0155636j -0.0290057-0.0249484j 0.0125554-0.0196321j -0.0279321+0.0114921j -0.00511561-0.0117953j -0.0421198+0.0563115j -0.0239282+0.024744j 0.000215902+0.0324194j 0.0240564-6.80992e-05j -0.0287729+0.0148212j 0.0300547-0.0110495j 0.0136172+0.0212271j 0.0188662+0.0141558j 0.0386-0.0259739j 0.0171738+0.0123937j 0.0305058-0.0695053j -0.00350889-0.0325728j 0.0176635+0.0110188j -0.00911933-0.00873083j -0.0192646-0.0197443j 0.0411959-0.00342156j -0.0107502+0.0405675j 0.00454809+0.0179112j -0.00409091+0.0115101j -0.0193426+0.00540134j 0.0126466-0.00214673j -0.062014-0.0454894j -0.00268418-0.0731213j 0.0427033-0.0464396j 0.00278804-0.00377474j 0.0307135-0.0591494j 0.0347452-0.0350365j -0.0311364+0.0267142j 0.0539382-0.0349323j 0.0591352-0.0174162j -0.0331343+0.0445327j -0.0273101-0.00456662j 0.0450906-0.0579511j -0.00234995-0.00556237j -0.00580017-0.00028792j 0.03742+0.033956j 0.0683045-0.0215502j 0.0903532-0.0808273j -0.00867324+0.0321274j 0.0108989-0.0501951j -0.0379801-0.0341538j 0.0749289+0.0240566j -0.0463809+0.0252092j -0.13818+0.0281565j 0.116612+0.00585907j 0.0676796+0.0398496j -0.0517269-0.0254423j 0.187829-0.188946j 0.0840517+0.112511j -0.00408928-0.0978854j -0.107172-0.0475898j 0.0519539+0.0286869j 0.0367544-0.0455021j 0.024475-0.0334389j -0.0864811+0.175346j 0.0979976-0.0499324j 0.097132+0.0904279j -0.134323-0.0152353j -0.112253-0.0297349j -0.0347461+0.0230177j 0.00591137-0.109322j -0.067035-0.0263403j 0.105229-0.0202214j -0.053116-0.121366j -0.0278073+0.026802j 0.0968646-0.0102696j 0.0101892+0.0359487j 0.0553264-0.0662037j 0.026742+0.132049j -0.0631086-0.0351574j -0.0263114+0.026384j -0.048923+0.00627967j 0.0452512-0.0236196j 0.00226065+0.0160334j -0.0764602+0.0178943j 0.014623+0.0234804j 0.0533602-0.0690629j 
-0.0373524-0.0137603j 0.0182229-0.00783996j 0.00682564+0.0232443j 0.000451064+0.0126054j 0.0220779+0.0275297j -0.026757+0.0190407j -0.000127557+0.00460292j -0.0203014+0.0247423j -0.0318819-0.0154309j 0.0420229+0.00254738j -0.0521814-0.0155823j -0.0054981+0.0243009j -0.0115693+0.0145537j 0.0507797+0.0475653j 0.0372875+0.000134931j -0.0250626-0.000905218j 0.0266997+0.023993j 0.00410533-0.0203417j 0.00669695-0.00782139j 0.0097436-0.00425456j -0.0732499+0.0062967j 0.00646635-0.0419665j -0.0219746-0.0165643j -0.0280137+0.0276964j 0.0461945+0.0230009j 0.0350501+0.0438727j 0.051073-0.0375323j 0.0350248-0.0235569j -0.0412046+0.0180633j 0.00587699+0.0115371j -0.00124271-0.00283924j 0.0467569-0.0246173j 0.0265519+0.0510424j 0.0217062-0.0157705j 0.0234883-0.0266075j 0.0277387+0.031058j 0.0360468-0.000823535j -0.00997836+0.0164782j -0.0140647-0.040048j -0.0310353-0.0241989j -0.00427821-0.0344567j 0.0351103-0.0290791j -0.00218866+0.017587j -0.0356648-0.00499122j 0.0160164+0.0236801j -0.00592883-0.00235947j -0.00764212-0.0112421j 0.0523625-0.0238873j -0.0155994+0.00255544j 0.0792558-0.0542793j 0.05267+0.13492j -0.0515545+0.0445419j -0.082191-0.000287184j 0.0787774+0.0475897j 0.000552742-0.0139306j -0.00121075+0.0941875j -0.0523439+0.0501795j -0.114402+0.0276694j 0.132873-0.0476134j -0.0551434+0.0617484j 0.0218636-0.049435j -0.0896107+0.0270665j -0.194894+0.117222j -0.184157-0.0509084j 0.0467139+0.0442309j -0.028339-0.0328697j -0.0832479+0.00999159j 0.0463843-0.0161881j 0.148009+0.050483j -0.0383952+0.0285335j 0.0636064+0.158497j -0.0289473-0.0118635j -0.0105214-0.0248126j -0.0259082-0.0153599j -0.0232371-0.0116815j 0.000106359+0.147738j 0.0166805-0.0184516j 0.0350163-0.0487498j 0.0544346+0.0272432j 0.0340603+0.0383851j 0.0459152-0.0270991j 0.0370281+0.00244817j -0.0150905-0.00919j 0.0232987-0.00814971j -0.00491068+0.00342141j -0.0309025-0.0156885j 0.0198641-0.0393653j 0.0104844+0.0366594j -0.0240231-0.00662938j 0.00582409-0.0237389j 0.0211283+0.0105539j 0.0389148-0.0162887j 
-0.0300087-0.00852083j 0.00191734-0.00108106j 0.0252893-0.0123076j 0.00287199-0.0290532j 0.0215147-0.0167402j 0.0197414+0.0486562j -0.0024942+0.0513693j -0.0153101-0.0221767j 0.0672249+0.0186954j 0.0158331+0.0454209j -1.09545e-05-0.0090079j 0.0386039+0.0350541j -0.0085781+0.0831166j -0.00445725+0.0322552j 0.00664391+0.0347986j -0.00193524+0.0048j 0.0265526-0.00083127j -0.00164825+0.0333241j 0.0250875+0.0310055j 0.0028952+0.0550411j -0.00265417+0.0126451j -0.0439002-0.0483286j -0.0305969+0.00876893j -0.00325296-0.0394587j -0.0275073+0.00183434j 0.031076+0.0181624j 0.0361629-0.00811671j -0.0256882-0.0286115j -0.0289739+0.050192j 0.0318693-0.00472438j 0.00265824-0.0620246j -0.00321402+0.00405796j 0.00834039-0.0173061j 0.0501195+0.0576925j -0.00267542-0.0148652j 0.0152794-0.00338682j 0.0441896-0.00559705j 0.028922-0.00684995j -0.00772826+0.00290289j -0.0460821+0.0242939j -0.00772154-0.0452525j -0.0158298+0.0293101j 0.0770891+0.0506257j 0.0131145-0.0602474j -0.0367939-0.0363586j 0.0167928+0.076843j -0.0463003+0.0340712j -0.0163731+0.0219766j -0.0411874+0.0225148j 0.000672867-0.0531573j -0.00715305-0.0400682j 0.0143417+0.00831106j -0.0116532-0.0658877j 0.12576+0.0534329j -0.0425461+0.030173j -0.0433883+0.0105029j 0.0657333+0.0677722j 0.043302+0.00357474j -0.00899712-0.146446j 0.0161534-0.0967938j -0.00929854-0.0331264j -0.0241532+0.0989086j 0.0758932+0.0524502j -0.0760166-0.00039148j -0.101156+0.0763136j -0.0104857+0.0430025j -0.0975227-0.0974404j -0.0297447-0.0304014j 0.0833108-0.0256122j -0.034238+0.0341295j 0.117512-0.00915858j -0.031323+0.07975j -0.0491269+0.0333017j -0.00660766-0.0100334j 0.0143935-0.0565478j 0.0746461+0.0326969j 0.120998+0.0281876j 0.0738028+0.0155163j 0.0215845-0.0466837j 0.0226103-0.107124j 0.0187103+0.0108668j -0.0666986-0.0481045j -0.0670844+0.0661484j 0.0164997+0.144775j -0.0581445-0.149377j -0.0412168+0.0987537j 0.0911491-0.0248793j 0.0422364-0.0877275j -0.0155003-0.0113088j 0.00478778+0.00634629j 0.016461-0.0317383j -0.00839392-0.0308431j 
0.0130334+0.0179054j -0.00621517-0.0207984j 0.000897862-0.0172337j 0.012368-0.0128137j 0.00298529-0.0147005j -0.0332838-0.0149112j -0.0204422-0.0613091j 0.0154647+0.0205194j -0.0525075+0.0221957j 0.0209958+0.0158791j 0.0240752+0.0530435j -0.0325961-0.121755j 0.026736-0.0748221j -0.0416904-0.0158293j -0.0279921-0.0499891j -0.019582+0.0537342j 0.00836583-0.00817033j 0.0234207+0.101548j 0.00225047+0.0727585j -0.0415851-0.0334929j -0.00832073+0.0171394j -0.0432779-0.0264741j -0.00738201+0.0409388j 0.0456355+0.0175419j 0.00100992-0.00362792j -0.0054217-0.0594431j 0.0245506-0.00595629j -0.0103254+0.00596689j -0.0150693+0.000277888j -0.0207074+0.0397426j 0.00795048+0.018961j -0.00708471-0.0216968j 0.00288119-0.0291398j -0.00673318+0.048862j 0.0404637+0.054559j -0.00729431+0.0179863j 0.0112079-0.0300261j 0.000282088+0.0320402j 0.00841294+0.00878133j 0.0267472+0.0291795j -0.0265663+0.00367474j -0.0501323+0.0380755j -0.0213876+0.026018j 0.0255756-0.0838727j 0.0370142-0.101671j -0.00114359+0.00219941j -0.0720186+0.0239624j 0.00733326-0.0310554j -0.0276501+0.0936132j 0.00285135-0.0490944j 0.163449+0.0325142j 0.0625675+0.0259716j 0.0594911+0.0450738j 0.054688+0.161497j -0.0409445-0.0868525j 0.07741-0.0722113j 0.0394527+0.217068j -0.0621196+0.0513465j -0.0261613-0.027067j 0.102462+0.142594j 0.0110651+0.042148j 0.0632433+0.06285j 0.0259917-0.0342572j -0.0823066-0.087675j -0.0379164-0.0515436j 0.078005+0.0586355j -0.0162727+0.0142956j 0.116555+0.0207665j 0.0245125+0.0276212j -0.102377-0.026517j -0.0040075+0.00866427j -0.0164067-0.109378j 0.0147417-0.0242521j -0.0323573-0.00505148j -0.00179122+0.0150735j -0.0462995+0.0265091j -0.0554068+0.0922837j -0.0475628-0.0612659j -0.0209249+0.000724151j -0.00411466-0.0416939j 0.0977687+0.00746399j 0.0107081-0.0356028j -0.0313429+0.0823969j -0.000507737-0.0677981j -0.0259244-0.0153044j 0.0182111-0.026386j 0.0730657+0.0533219j 0.00891888+0.0216948j -0.00243216-0.0116899j -0.0188497-0.0114127j -0.0361414+0.0174848j -0.0208745+0.0202128j 
