-0.00111428-0.00424071j 0.00185144+0.00543613j 0.00109932-0.00473403j -0.00360203-0.00421919j 0.00165157+0.00428787j 0.00253791-0.0056399j 0.00979153+0.0058539j -0.00189182+0.00425518j -0.00802006-0.00601851j 0.00834848-0.00224372j 0.00393297-0.000700729j 0.0125523+0.000647834j -0.00139034+0.00822088j -0.0110294-0.00326225j -0.00330191-0.00541813j -0.00219025-0.00250486j 0.00556978-0.000414701j 0.00174965-0.00169487j -0.00216311-0.00224034j 0.00255109+0.00114736j 0.00656811+0.00354639j 0.00737541+0.000175075j 0.00307424+0.000233237j 0.00426884+0.00207007j -0.00161317+0.00547448j 0.00353368-0.0011498j -0.00323208+0.0015913j 0.000619603+0.00195948j 0.0062083+0.00203721j 0.00484851-0.00332063j -0.000885426-0.00493385j 1.3437e-05-6.94338e-05j 0.00740432-0.00101968j -0.00179321+0.0015585j 0.00119947+0.00396566j 0.00359404-0.000350303j 0.00301577+0.00049507j -0.00439217+0.0049693j 0.00276993+0.00375028j -0.000914449-0.00130435j 0.00715736+0.00228462j 0.00287476+0.00655763j -0.0126323-0.00303987j -0.00377172+0.00489433j 0.00160985+0.000615839j -0.00321215+0.00253754j -0.00777165+0.00224797j -0.0071971+0.003921j 0.0068524+0.00912382j 0.00637805+0.000865243j -0.00908256+0.00314661j 0.00139665+0.0051235j -0.00309674-0.00524785j 0.00744758-0.0102241j -0.00818321-0.00878742j -0.0064588-0.0016852j 0.00229158-0.0110865j 0.00220417+0.00734605j -0.00435977-0.00533067j -0.0114041-0.0180816j -0.00882545+0.00478944j -5.22162e-05+0.00261146j 0.00299148-0.00117052j -0.0091299+0.00592209j 0.00142886+0.0045921j 0.00871243-0.00604868j -0.0144814-0.0294522j 0.0203308-0.00218611j -0.032224-0.0264386j -0.0145699+0.0216158j 0.0296005-0.0152329j -0.0292358+0.026132j 0.0144637+0.0368694j -0.0370615-0.0199565j -0.0214019-0.00413339j -0.0322079+0.00158332j -0.0149743+0.0104009j 0.000384329+0.0218099j -0.0130596-0.00979464j 0.0141379+0.000421771j -0.00632228+0.0110934j 0.0136221+0.000545095j 0.000678596+0.0138377j 0.0187402+0.00515606j -0.00776779+0.00552694j 0.00402141+0.0105097j 0.0160391-0.0026581j -0.0162599-0.00674778j -0.00328207-0.00884132j -0.0236796+0.000361679j 0.00428284-0.00088504j -0.309357+0.000875885j 
0.00218526-0.000728067j -9.87151e-05-0.000716988j -0.00336492-0.000523109j 0.00357586-0.000214126j 0.00382933-0.00644074j 0.00373464-0.00706958j 0.000699608-0.000181408j 0.0412594-0.00680256j 0.0045721+0.0126091j -0.019668-0.00413147j -0.0146564-0.0109658j 0.0158586+0.0030224j -0.0122048-0.038211j 0.00788937-0.0227254j -0.0423673+0.00382173j -0.0311116-0.013035j 0.0114675+0.0194333j 0.00356444+0.0205453j 0.00417717-0.0204561j -0.0129213-0.0172014j -0.0164358+0.00711203j -0.0370505-0.0114346j -0.00983528-0.00537484j -0.027222-0.0310737j -0.00587242+0.00883226j -0.00161143-0.00782671j 0.00797999+0.012422j 0.0184739+0.00133095j 0.00169385+0.00182073j -0.00357062-0.0181379j -0.00674811-0.0192547j -0.00923383+0.00201989j -0.00601018-0.020993j -0.00254133-0.00100475j -0.00190128+0.00902525j -0.00893602-0.00296851j -0.00595118+0.00502828j 0.00718527+0.00837359j -0.000387019+0.0129757j 0.0117425-0.014205j 0.00327042+0.00389739j -0.0108166+0.0263213j 0.0168629-0.00627905j -0.0104841-0.0100583j -0.0174849+0.0141108j 0.0413834+0.00496656j 0.00669083-0.000415878j 0.0247611+0.00996576j -0.0240436-0.0116996j 0.0157171-0.00887772j 0.0457535+0.00263151j -0.0296515-0.00277762j -0.0341301+0.000399508j -0.0230514+0.0120252j -0.0441151+0.00426023j -0.128638+0.0186662j -0.0350228+0.00930787j -0.0521036-0.00336607j 0.0294899+0.000163701j 0.0240743-0.0160204j -0.00739799-0.00809189j -0.0234389+0.00417652j 0.015117+0.00106593j -0.0255011+0.0020086j 0.00216131+0.00351388j -0.000541039+0.0104765j -0.0143706+1.92425e-05j -0.00562015-0.00438622j -0.00453344-0.0012564j -0.0193881+0.000984177j 0.0146599+0.00151382j -0.000155569+0.00171576j 0.00168847+0.00206958j -0.0109114-0.000711479j 0.00280121-0.00553204j -0.0171564+0.00108746j -0.00174273+0.00222249j -0.00591477+0.00199702j -0.00913347+0.000301867j 0.00809632-0.00259358j -0.0116944+0.00503293j 0.00661312+0.000863726j -0.00174982-0.000200271j 0.00207049+0.000685023j -0.00164927-0.000673756j 0.00232019+0.000686013j -0.000597361+0.00140127j 0.00307696-0.00230196j 0.00160837+0.000495604j -0.00273047+0.00106634j -0.000749115+0.000510519j -0.00165885+0.000290092j 
-0.00167274+0.000997807j -0.000676332-0.00234808j 0.00279149-0.00440526j 0.00245164-0.00293426j -0.00538936-0.0188803j 0.0253178-0.00917849j 0.00265995-0.017422j -0.0317378-0.000710039j -0.00695822-0.00697187j -0.00906355+0.00903515j -0.0111314+0.0108234j -0.0146024-0.0170315j -0.0142207-0.0319931j 0.023663-0.0290296j 0.0297218+0.000784556j -0.00251351-0.00886869j 0.0429559-0.029595j -0.0323759+0.00271557j 0.0380203+0.0260685j -0.0180906+0.0120371j -0.0209148-0.0113784j 0.00231936+0.00786857j 0.0250054+0.0291812j -0.0152715-0.0284304j -0.00294464-0.00258584j -0.00844513+0.00251909j 0.0288089+0.025275j 0.0106905-0.00806644j 0.00150149-0.00704764j 0.00659016-0.00393678j 0.0320711+0.0220927j 0.00134016+0.00713296j -0.0175973+0.00236936j -0.000691134-0.0148085j 0.00784413-0.000219478j -0.0155304-0.0316897j -0.0123225-0.011644j -0.00221351+0.0151228j 0.01808+0.0127388j -0.0111968-0.00249751j -0.00466899-0.00925302j 0.0132307+0.0107157j 0.00286234-0.00992205j 0.0331862+0.00164249j -0.0146568+0.00200239j 0.0192711+0.000989158j -0.0450164+0.00176918j -0.029079+0.00951647j -0.0345781-0.00193799j -0.0187231+0.00550831j 0.0444292-0.00631986j -0.0110111-0.00848186j 0.107814-0.00517114j -0.0250044+0.00853453j 0.0519521-0.0242769j -0.0704722+0.00640338j 0.0238227+0.00212491j 0.0416954+0.0035366j 0.0146651-0.00784994j -0.043206+0.00640587j -0.0111602+0.00841281j -0.0109672-0.00277796j 0.013531-0.00281026j 0.00698424-0.00235623j -0.00869077-0.00735434j -0.0332242+0.00147653j -0.0147926+0.00490865j 0.0171457+0.00160231j -0.00666241+0.00326615j 0.0104001+0.00291203j 0.00351856-0.0021926j -0.00732186+0.00102676j -0.00120632+0.00241722j -0.010667+0.00369147j -0.0111353+0.00477687j -0.00259718+0.00172175j 0.00696208-0.00227197j -0.00207477+0.0022708j -0.00461881+0.00132086j 0.0107319+0.00403928j 0.00618555-0.00182359j 0.000228598+0.000290472j -0.00309584+0.00218919j 0.00446179-0.000506396j -0.0021003-0.00105556j 0.00452969+0.00126507j -0.00675629+0.000239691j -0.00696143-0.00169538j -0.000339218+0.00210899j -0.00171787-0.00204168j 0.00142167+0.000897149j 8.41926e-05-0.000994942j 
-0.00147394+0.000438936j -0.00138809+4.60735e-05j 0.00603883-0.00213715j 0.0039645+0.00122557j -0.00851608+0.00747657j -0.000570823-0.00101994j -0.0254158+0.00817427j -0.0185116+0.00540295j 0.0516735-0.00157202j 0.00607656+0.0168777j -0.0295343-0.00204427j 0.0258053-0.0394718j -0.00190873-0.0174998j 0.00674348-0.0249157j 0.012051-0.0110317j -0.0087845-0.0341286j -0.00124157+0.0131911j 0.0332287+0.0392081j -0.00272085-0.00521404j 0.0165204+0.000529253j -0.00128219-0.0251266j 0.0129524-0.00835465j -0.018711-0.0122825j 0.0158541+0.00701221j -0.00679384-0.012304j -0.0104782-0.0232232j -0.00527512-0.0118811j -0.0211887-0.00803591j -0.00483691-0.00980028j -0.00171557-0.0214455j 0.00871583-0.00963763j 0.00422391+0.000587237j 0.0340323+0.0190567j -0.0144288-0.0106372j 0.00136123-0.00106362j -0.0123082-0.0258078j -0.00318302-0.0152371j -0.000419486+0.00769803j -0.0180657+0.011121j 0.0217407-0.00129493j -0.0140531-0.0103647j -0.00443293-0.00335683j -0.00677975-0.0165663j -0.000789564+0.0179249j -0.0285997+0.0209049j -0.0203695-0.00746687j 0.0465352-0.0102005j 0.00632983-0.00295806j -0.0465181-0.00731775j 0.0669137-0.00700021j -0.0670245+0.000222254j -0.0253188+0.0098872j -0.0312103+0.00945065j -0.0295206-0.0016232j 0.00991031+0.0109192j 0.0325469+0.0073362j 0.00593278-0.00681976j 0.00765492+0.00290425j 0.0078908+0.00226432j -0.0284487+0.00382476j 0.00630639+0.00346473j 0.0108204+0.00275815j -0.00269379-0.000945874j 0.0222346-0.00208476j 0.00820465+0.00163817j -0.00264923-0.0030996j -0.000899401+0.000861774j 0.00477755+0.00358173j -0.00371625-0.000169247j 0.00996255-0.000223007j 0.00104737-0.00142362j 0.00282314-0.00128743j 0.00460566-0.000141448j 0.00510685+0.000444293j -0.0106775+0.0027717j 0.00971007-0.000491017j 0.00293909-0.000961957j 0.000252801-7.80936e-05j 0.00406528+0.000217554j -0.00177863+0.000300389j 0.0146513-0.00391344j 0.000649782-0.000857846j 6.66298e-05+7.07212e-05j 0.00226627-0.000428676j 0.00350622+0.00150715j 0.00327738-0.000220425j 0.00395496-0.0014438j -0.00057669+0.00149021j -0.0042379-4.80911e-05j -0.0012231-0.000597027j 0.0012985-0.000559309j 0.000742216-0.000183185j 
-0.00208466-0.00217143j 0.00336216-0.00309161j -0.00243436-0.00203558j -0.00444691+0.0033556j 0.00393267-0.011918j 0.0129853+0.0167362j 0.0322197-0.00762576j 0.0217402+0.0061102j 0.0128-0.0102498j 0.0118741+0.00543309j 0.0128447+0.0121554j -0.020813+0.0129965j -0.0395065+0.0302613j -0.0381953-0.0234727j -0.014567+0.0425615j -0.027139-0.000519761j 0.00724554+0.0403182j -0.00405878-0.0123874j -0.00476433-0.00198436j -0.0414276+0.00755331j -0.0074968-0.032369j 0.036715+0.0247788j -0.00633773+0.00312773j -0.00434448-0.00123846j 0.0102943-0.00542498j 0.00870466-0.0148644j -2.65254e-05+0.0150811j 0.0180024+0.0228754j 0.0118419+0.00854201j 0.0157215+0.0116162j 0.0104466+0.0124847j -0.00940996-0.012982j -0.0054575+0.00266785j 0.0229945+0.00826285j 0.00732008+0.00783977j 0.0378814-0.0121738j 0.00245512-0.0023938j -0.022828-0.00167061j -0.019402+0.00957936j 0.0052074-0.012712j 0.028629+0.0113916j -0.0320857-0.0213161j 0.0197545+0.0169506j -0.0126537-0.00468106j -0.0158086+0.0143866j 0.0754196-0.00119974j -0.0313767-0.00822746j -0.00378021+0.0139139j 0.0422192+0.0056846j -0.0146995-0.00030934j -0.0756491-0.0073368j -0.0503471+0.00157084j 0.0775628-0.0319584j -0.0432465+2.74454e-05j -0.0296435+6.4432e-06j 0.0031404+0.00135938j -0.0108109-0.0034806j -0.00116411-0.00961661j -0.0311509+0.00114329j 0.021611+0.00768827j 0.0135418-0.00459462j 0.000887452+0.0034202j -0.003262+0.00285685j 0.000483408-0.00271618j 0.00245338-0.00218536j -0.0018592+0.00640957j 0.000223921+0.00359978j 0.00666871-0.00487791j 0.00917925+0.00256871j 0.013176-0.00772943j -0.00964083+0.00319721j 0.00656562-0.000427958j -0.00851444+0.000391826j 0.0164503-0.00140765j 0.0147878-0.00327814j 0.005039-0.000150233j 0.00378612+0.00127957j 0.00623993-0.00370116j 0.0051638-0.00106317j -0.00287334-0.00112612j -0.00189585+0.00112125j -0.0102553+0.00167201j 0.0034604-0.00265375j 0.000977087-0.000452458j -0.00216954-0.00157593j 0.00172664+0.000176432j -0.00712668-0.000722633j 0.00422076-0.00124452j -0.00181419-0.000867076j 0.00213586-0.000665153j -0.000389021+0.00150461j 0.00251214+0.00075325j 
-0.000131713-0.000657979j 0.00236974-0.00019459j -0.000829817+0.00749931j -0.0061859+0.000913451j -0.00407338+0.00757102j 0.0188743-0.0176915j 0.00941792-0.00909156j -0.00191875-0.00600387j -0.0144145-0.0183158j 0.0423765-0.00394741j 0.00554952+0.0335053j 0.00381002-0.00512291j 0.0320263+0.00706559j -0.0314463+0.00405137j 0.0239306+0.0146827j 0.0239519-0.025226j -0.0374805-0.0136933j -0.00762771+0.0149285j 0.0075439+0.0186472j -0.00758671-0.00929552j 0.0635528+0.0322684j 0.00898288+0.0178209j -0.0111009-0.0152551j -0.0213567-0.0101339j 0.00702504+0.0125167j 0.021734+0.0272517j 0.000853951+0.0127718j -0.0187153-0.0267573j 0.00138673+0.000303928j -0.00267256+0.00319862j -0.00158075+0.0230416j 0.0204865+0.00350625j 0.00562745+0.0196268j -0.000213389-0.000422088j -0.0221028-0.010701j -0.000403291-0.00161232j -0.0168989-0.014137j 0.0211591-0.000906709j -0.00619322-0.0130159j -0.00593896+0.00976203j -0.0105289+0.000865837j 0.0262629-0.0172201j -0.0204158+0.00485502j -0.0132+0.0196825j 0.0614486+0.00508801j -0.0438603+0.0144652j -0.0389064+0.00396636j 0.0064291+0.00814545j 0.0194069-0.00601733j -0.0918173+0.00273989j -0.0705771+0.02021j 0.0472149-0.0074975j -0.0384837+0.000563816j -0.0651823+0.0148148j 0.0473316-0.00920122j 0.0220085-0.0119032j -0.022292+0.00338511j -0.0169516+0.00331024j 0.0257712-0.00287736j 0.0346024-0.00850614j 0.00872056-0.00593371j 0.0217909-0.00779938j -0.00605203+0.00217617j 0.00576069-0.00494834j -0.00841143+0.000504553j -0.000247696+0.00498948j 0.0139055-0.000851996j -0.00460468-0.00581125j -0.00319454+0.000777571j -0.00412245-0.00200385j -0.0050639-0.00160724j -0.00121545-0.00107183j 0.00191472-0.000332031j 0.0106557-0.00191525j 0.00640355+0.000625673j 0.00300437+0.000453071j 0.000584117-0.0010273j -0.00943712+0.000107727j -0.0038911-0.000598387j -0.00431241-0.00233815j 0.000203287+0.000383609j 0.00154642+0.00157774j -0.000367997-0.0016078j -0.00754489+0.00023078j 0.00796157+0.00130465j 0.00146159+0.000285526j -0.0022927+0.00294915j 0.00141258+0.00011985j 0.00196677+0.00039786j 0.00361964+0.00178155j -0.000550151+9.46305e-05j 0.000817691-0.000203037j 
-0.00350622+0.00219167j 0.000459508-0.00259406j -0.00433323+0.000269857j -0.0187566+0.00725559j -0.0470578+0.00838954j 0.00491956-0.0234452j 0.0393278+0.00289935j 0.00668409-0.0154006j 0.0037779+0.021859j -0.0310651+0.00349113j 0.0563533-0.0151201j 0.0340048+0.0234225j 0.0155094-0.010949j -0.0152023+0.0110964j 0.0566488+0.0179179j -0.0600594+0.0099226j 0.0135392+0.0109434j 0.0241814+0.0133134j 0.0156016+0.012784j 0.00480152-0.0154344j 0.0148747-0.00354355j 0.0097642-0.0150321j 0.009451+0.00884139j -0.0156911+0.00203434j -0.0204606-0.00966086j 0.00190473+0.0177071j -0.0322272-0.00891365j -0.0172316-0.0234372j -0.00646956-0.0092091j -0.00590148-0.00493925j -0.0184123-0.0180158j 0.00772205+0.00375656j -0.0165722-0.0295953j 0.00503906+0.0262069j -0.0107045-0.0106772j -0.0124636+0.0260384j 0.0258682+0.00895246j 0.000984166-0.00835077j -0.00517576-0.00939901j 0.00765753-0.0146684j 0.0155354+0.00325887j 0.0422166+0.0120413j 0.0066988+0.01103j -0.0554891+0.00135696j -0.0698764+0.0116139j -0.0357261+0.00724111j 0.0529457+0.0025606j -0.10278+0.00746753j -0.00267348+0.00209801j 0.0221537-0.00960755j -0.00407448-0.00932654j 0.041574-0.000808567j 0.0338465+0.00167585j -0.00494293+0.00159184j 0.0180959-0.00208613j -0.00334455-0.00241838j 0.00579758+0.00213601j 0.000924955-0.00453158j 0.021796-0.000852737j 0.0422422+0.00381677j 0.0225204+0.00296025j 0.0010784-0.00413244j -0.0108454+0.00218661j 0.00557754-0.00217605j -0.0105164-0.00185201j -0.0291778+0.00589957j 0.00503197+9.25062e-05j 0.00142797-0.00806745j 0.00554606+0.00283805j 0.0181403-0.0022055j -0.0137402-0.00369868j 0.0141315+0.00254853j 0.0131985-0.00582744j 0.013+0.00141271j 0.0159856+0.00429046j 0.01494-0.000893196j -0.00243081+0.000169556j 0.00477514-0.000584231j -0.000335563+0.00121868j 0.00897181-0.00282121j -0.00182936+0.000295481j -0.00234379-0.000289962j 0.00562053-0.0024662j -0.00718674-0.00237144j -0.002948-0.00140519j 0.0016372-0.000842278j -0.00346689+0.00382572j -0.00280013+0.000642616j 0.00233506+0.000235769j 0.00505418+4.67485e-05j 0.00216924+4.64883e-05j 0.00130885-0.00178077j 
-0.00182628-0.000636215j 0.00250004-0.000902877j -0.00201072+0.00521121j -0.0139515+0.00432708j 0.00365984-0.00967671j 0.00237963-0.011098j 0.0757382+0.0224897j -0.0628334+0.0307183j 0.00532338-0.00350059j -0.0176757+0.00513088j 0.00849227-0.0102627j -0.0137652-0.0528434j -0.0315007-0.0497901j -0.0559704-0.00751048j 0.0379801+0.00937121j -0.00598217+0.036796j 0.0123525+0.0293342j -0.0628492-0.00211841j -0.0174515+0.0219469j 0.0265418+0.0218183j 0.0041922+0.0120158j 0.0120876+0.0032274j -0.00129875-0.0166376j -0.0354242+0.00382939j -0.00635227-0.0113127j 0.0195834-0.0157531j -0.0142296-0.026768j 0.0210471-0.017302j -0.00700322-0.00880505j 0.0116227-0.0286141j 0.0193372-0.0109921j -0.0055867+0.006071j -0.00764206+0.0216505j 0.00564837-0.0167663j -0.0172247+0.00405214j 0.0238448-0.0166078j -0.0334358-0.0102631j -0.0369245+0.0247432j -0.0365144+0.0093121j 0.0162737+0.0122056j 0.00401054-0.00603453j 0.023381+0.0122166j -0.0257607-0.0240491j 0.0771409-0.0218347j 0.0193111+0.0041408j 0.0071159+0.00835082j 0.0110473+0.00613395j -0.0450935-0.00283599j -0.0430144-0.00446351j -0.0148362+0.00182956j 0.00591106+0.000935052j 0.0379571-0.00302401j 0.0231292+0.0018813j 0.00562975+0.00680878j 0.00958808-0.00879629j 0.00581167+0.00095062j -0.017208+0.00532163j -0.0155969-0.000392635j 0.0149719-0.00132501j 0.0309466+0.00570154j 0.018718+0.00233407j 0.00649123-0.00377194j -0.00941357-0.0045115j 0.00219879-0.0030252j -0.00670407+0.0034691j -0.006388+0.00052177j 0.00733307+0.00137258j -0.00714925-0.000955698j 0.000628706+0.0030747j 0.00539572+0.00149308j -0.0180295-0.00282688j 0.0137028+0.00216553j 0.00871499-0.00443934j 0.00804153+0.00338794j 0.0193934+0.000434875j 0.00626134+0.00287341j 0.00180147+0.00028388j 0.00462849-0.000766339j -0.00472983+0.00449029j -0.00012105-0.000165045j 0.0005135-0.000891199j 0.00055637+1.28634e-05j 0.00694636-0.00123557j -0.00926086-0.000422113j 0.00252088+0.000969204j -0.00576794+0.00126405j -0.00378273+0.00135805j 0.0012667+0.000596751j 0.00255395+0.000764144j 0.00392004-0.000507294j 0.00162119-0.000144014j 0.00108623-0.000755538j 
-0.000491202-0.00334828j 0.0044925+0.000141748j -0.0148731+0.00717972j -0.00210303-0.0131317j 0.0240905+0.00518938j -0.0369031-0.0153785j 0.0383622-0.0158094j 0.0188988+0.024466j 0.0233091+0.0105803j 0.0341512+0.00175501j 0.0406791+0.0134867j 0.0378325+0.0267427j 0.0836703-0.0191949j -0.0710417-0.035218j -0.0186922-0.00877907j -0.0194243-0.0274848j -0.0388194+0.00740683j -0.0229648-0.0234176j 0.00103803+0.0039306j 0.0117294+0.00426259j -0.00521205+0.00940858j 0.0124068+0.0142229j 0.0166492+0.00781101j 0.00715543-0.0212079j 0.00203805+0.00776475j 0.0129037+0.0171075j -0.0399866+0.00322844j -0.000565612-0.01005j -0.0105535-0.0099364j -0.0112262-0.00503288j -0.00949034+0.0150893j 0.00972446+0.00644752j 0.0125784-0.0120956j -0.0144323+0.0118875j 0.0108341-0.00472701j 0.0208601+0.0044922j -0.0107819-0.0102119j 0.030931+0.00833601j 0.00383753+0.0116501j 0.0259944-0.0219455j 0.0165494-0.0226007j 0.0474172+0.00505212j -0.0426385+0.00590278j -0.0807446-0.000434177j 0.0220664+0.000735244j 0.0639529-0.0219884j 0.038151-0.0158807j -0.0171346+0.024402j -0.0524915+0.00422675j -0.0635292+0.0228709j 0.00775718+0.00365181j 0.00721083-0.00900857j -0.0128301+0.00224329j 0.00821551+0.00833439j -0.0119025+0.0041232j 0.0238911+0.00101892j 0.0122941+0.0111684j -0.00659255+0.0114275j 0.000938078-0.00327927j 0.0146929-0.00747287j -0.00288804-0.0023577j 0.0047688-0.00232257j -0.00838771+0.00262371j -0.00494283-6.90343e-05j 0.00229271-0.00310606j 0.0124074+0.00117135j 0.0210068-0.000942752j -0.0213457+0.00346003j 0.0196754-0.00173433j -0.0047105-0.00458044j -0.0105709+0.00972557j 0.00096851-0.00453079j -0.0122136-0.00168649j 0.0119839+0.00180926j 0.0151699-0.00575721j 0.0101441-0.000159892j 0.000501421-0.00303122j -0.00597087-0.00318156j 0.00296036+0.00177054j -0.00680865+0.000272828j -0.00349964+0.000308223j -0.00184604+0.00300332j -0.00605672+0.000363394j -0.00767685-0.00214813j -3.97638e-05+0.00253108j -0.00518892-0.000232999j -0.00161577+0.000243603j 0.00278511-0.000106355j -9.43584e-05+0.000978114j 0.000522532+0.000862281j -0.00262354+0.000366638j 0.00251114+0.00105752j 
0.00441066+0.00152119j 0.000358392+0.0025222j -0.0117271-0.00511261j -0.00512203-0.0131895j -0.0350243-0.00223752j -0.0814244+0.00226984j 0.037135-0.034599j 0.0166232+0.0368937j -0.0580225-0.0026802j -0.0304349+0.0219034j 0.0417296+0.00327031j 0.0225693-0.0137768j 0.0728403+0.0266848j 0.0797907-0.00369681j 0.011639+0.00494199j -0.00268076-0.00219843j 0.00706083+0.00828854j -0.0147289-0.035049j -0.0214152-0.0148693j -0.0104751+0.0297225j -0.00550405-0.00812586j -0.00596604+0.0372799j 0.00734676+0.00384367j 0.00117712-0.0437573j 0.0059165-0.000700593j -0.0110094-0.00707372j -0.00499062-0.0147739j 0.00790218-0.000926023j -0.0257103-0.0160896j -0.028711-0.0213467j -0.0273801+0.019217j -0.005071-0.00451646j -0.0077183+0.00592017j -0.0024616+0.00810274j 0.0166578-0.00304437j -0.0568905-0.00647155j -0.00903804-0.0280733j 0.0300415+0.00741556j 0.076085-0.00549696j -0.059266+0.00580005j -0.0200446+0.00219602j 0.0339149-0.0227563j -0.0384969+0.0163679j -0.0210737+0.0147239j 0.0447845-0.00795752j -0.0166253-0.00542362j -0.0218492-0.00244486j -0.00262156-0.0102568j -0.0349477+0.0133543j 0.0409153+0.0219817j -0.00557258-0.000300602j 0.008075+0.00258407j 0.0298714-0.00307851j 0.0385308-0.00490645j -0.00464265+0.000626j -0.00813953-0.00151872j 0.0127734-0.00392977j 0.0053473-0.00105287j -0.004388-0.00297762j 0.0268067+0.000411514j 0.0178871-0.00107317j -0.0148467-0.000825037j -0.0052501+0.00272731j -0.00926286-0.00131101j -0.0104787-0.0054377j -0.00634976-0.00264592j 0.000906116-0.00376064j 0.00898752-5.36629e-05j -0.0023932-0.00377687j -0.00568749+0.00184262j 0.00684126+0.000138991j -0.010129+0.00286644j -0.00995747+0.00531077j 0.00034248-0.0041508j 0.00652023-0.00156402j -0.00987616+0.00152154j -0.00948148+0.00187947j -0.00417151-0.000654305j 0.00112658+0.00100861j 0.0104442+0.00147307j -0.00724765-0.00191487j 0.00208157+0.000728038j 0.00396076-0.00124771j 0.00207512-0.00191399j -0.0093489-0.000345844j -0.00742067+0.000685491j 0.00146778-0.00322892j -0.00150266-0.000209909j 0.00347548-0.000360333j 0.00121993-0.00232081j -0.00197292-0.00172124j -0.00282572-0.000585369j 
3.25986e-05-0.00183933j 0.00468467+0.00197956j 0.0246223+0.00151511j -0.00892593+0.00432885j 0.021233-0.00425946j 0.0337767-0.00937576j 0.0221498+0.00839849j -0.0608587-0.00676875j -0.0439341+0.0144254j 0.0857493+0.00940156j -0.0474041-0.0345312j -0.0984583-0.01254j 0.059959+0.00694678j -0.0247515-0.0192524j 0.0112168-0.0109031j 0.0148143+0.0136614j 0.0257569+0.00323911j 0.000275397+0.00490449j 0.0175326+0.0191873j -0.00823007+0.00624645j 0.00519347+0.0100036j 0.0140919-0.00790874j 0.0221758-0.00427202j -0.0070699+0.0158624j 0.0248508-0.00866025j 0.0131437-0.00767805j 0.0258189-0.00480781j -0.0115632-0.00321622j 0.00510871+0.00638153j 0.0275434-0.00843447j 0.0403138-0.0283981j 0.022912-0.00211981j -0.0428757-0.0117847j 0.0248997+0.00640353j 3.84401e-05+0.00176268j 0.0721183-0.0134087j -0.0028002+0.0180104j 0.00393212-0.00884558j -0.0138876+0.0161855j -0.0191364-0.0218728j -0.0642531+0.0171448j 0.0754494+0.00147501j -0.0167082+0.00578928j -0.0268873+0.0065834j -0.0242592+0.00872683j -0.0282559-0.00125959j -0.020388-0.00384964j 0.0703304-0.017695j -0.000117293-0.000987411j -0.0192737+0.0130125j 0.0162995-0.00763629j -0.00736065+0.00372227j 0.0103884+0.00994178j -0.00874351+0.0112805j 0.0127012-0.00598625j 0.0113195-0.0105813j 0.0183629-0.00284302j 0.0249127-0.00449799j 0.000797562+0.0016214j -0.00477607+0.00928561j -0.00490956+0.00754982j 0.00850289-0.00360137j -0.00570365+0.00151701j 0.00255318-0.0017836j -0.000533721-0.00580072j 0.00137793-0.00248089j 0.00690953-0.00301857j 0.00249519+0.00355554j 0.00172211-0.00233144j -0.00126031+0.000704902j 0.00222333+0.000331915j -0.00969516-0.000429106j -0.00595821+3.99274e-05j 0.00180712-0.00155256j -0.00441156+0.00323265j 0.000852806-0.00249966j -0.00119325-0.00224115j -0.000657345+0.00302658j 0.000505858+0.000385079j -0.00484922+0.0019247j -0.00462919-0.000330685j -0.00106558-0.0018029j -0.00375699+0.000475979j 0.00449844-0.00152739j 0.00298253-0.000666484j 0.00165066+0.000762259j -0.00322138+0.000779112j 0.000373104+0.000164873j -0.00097175-0.000868148j 0.00451936-0.000847415j -0.00159617-7.20661e-05j 0.00061778+0.000571517j 
