0.0516861-0.281969j -0.290898-0.0447602j 0.0424063+0.0685501j 0.0365506-0.183692j -0.237352+0.0353606j 0.0986586-0.0572476j 0.118567-0.280884j 0.261472+0.0482761j 0.0719597+0.0754465j 0.00556485+0.178312j 0.148792+0.0436134j -0.157512-0.257054j -0.196021+0.115001j -0.275028-0.0929961j -0.052015+0.282288j -0.309222+0.114773j 0.111729+0.305046j -0.0284968+0.0249866j -0.0234307-0.0118147j -0.0332752-0.00993608j 0.0405368+0.00836438j 0.0237529-0.0549398j -0.0287315-0.018562j -0.00699612-0.0340113j 0.0026525-0.00925286j 0.0299718-0.00418647j 0.0168812+0.0178991j 0.016863+0.00742636j 0.000875874-0.0491185j 0.00602455+0.00853969j -0.0294937+0.00954642j -0.0244778+5.40014e-05j -0.00864593+0.015877j 0.0388048-0.0100133j 0.0134374+0.0246215j -0.0102005-0.01838j -0.0159585+0.0139881j 0.023067+0.0263349j -0.02668+0.0235843j -0.0234777+0.0696343j -0.0707977-0.0242342j 0.012407-0.0117868j 0.00682442+0.0102002j 0.00195986+3.73112e-05j 0.00102868+0.00125952j -0.00777223-0.00226509j 0.000537437-0.00161268j 0.000769977-0.00992787j 0.010924-0.000493648j -0.016472+0.0126336j 0.00186026+7.75305e-05j 0.0119515+0.0127353j 0.0037075+0.00183082j 0.00155094-0.013757j 0.0181934+0.00714218j 0.0158071-0.00565431j -0.0162493-0.0024854j -0.00174462-0.0144659j 0.00072646-0.0165862j 0.00477929+0.00150352j 0.0138398+0.00194659j -0.00203549+0.00289988j 0.00168244-0.0148202j 0.00841011+0.00150061j -0.0107789-0.0132646j -0.00744275-0.0175977j -0.00122133+0.00317943j -0.00255224+0.0125974j 0.00146779+0.00196778j 0.00553403-0.0183988j 0.0132742+0.000250054j -0.000287039+0.0040251j -0.00744263+0.00258323j -0.00258507-0.00269784j 0.00121134-0.00477566j -0.0010393-0.0139489j 0.010573-0.00859006j -0.0156371+0.00882068j 0.0208703-0.0089369j 0.00431452+0.0143907j -0.0033082-0.01275j -0.00310191+0.00127063j -0.005874+0.00634129j -0.0115699-0.006937j 0.0160595-0.000402318j -0.00159024-0.0038659j -0.00149182-0.00846207j -0.00927346+4.18759e-05j 0.00181517-0.00581936j -0.00678604-0.00249215j 0.00594047+0.00364223j 0.0120621+0.0249211j 0.0235878-0.0123868j 0.00291978-0.00589971j 0.00721103+0.0028377j -0.0240362-0.00295973j -0.00202274+0.0241657j 
-0.0147366+0.00570886j -0.00155648-0.00269385j -0.000907472+0.00137859j 0.000198855-0.00147419j -0.00465867+0.00244933j -0.00587641-0.00276732j -0.00553861+0.00398255j -0.00466868+0.0161353j -0.0139971+0.0034596j 0.00258401+0.0142854j -0.000572389+0.00319113j -0.0033873-0.00792573j 0.00898237-0.00858854j -0.0037821-0.00276187j -0.000481093+0.0032125j -0.00116188-0.00785666j 0.0110713-0.00394064j 0.0052881+0.00555974j 0.011572-0.00655932j -0.00294739-0.000194424j -0.00041412-0.00269509j -0.00177801+0.00487549j 0.00631571-0.00817773j -0.0133548+0.00787744j -0.000867204+0.000501515j -0.00991414-0.0164012j 0.000138289+0.00204764j 0.00953029-0.00418513j 0.00808517-0.0102848j -0.00857963-0.000896436j 0.00637231+0.00329343j -0.00242232-0.00359623j 0.00307746-0.00599314j 0.00872315-0.00628131j -0.00663676-0.00286774j -0.0035897-0.00709459j -1.57389e-05-7.77824e-05j 0.00389302-0.00207191j 0.00426746-0.00353067j 0.00155883+0.00201146j -0.00294684+0.00158611j -0.00540004+0.00021692j 0.00059843+0.00807286j 0.00117661-0.00409709j -0.00334255-0.003629j -0.00210451-0.00227526j 0.00138153+0.00768155j 0.00164514+0.000134431j 0.0076299-0.00944545j 0.00798411+0.00315889j 0.00368685+0.00911681j 4.22003e-05-0.00503572j 0.00208742+0.00609133j -0.000594997+0.00264626j 0.00291324+0.0018996j -0.00669655+0.0242202j -0.00391577-0.00635258j -0.0017488+0.00647272j 0.00520909-0.00336302j -0.00112443-0.00294287j -0.0107403+0.0114749j -0.00734369+0.01148j -0.00478161-0.00369136j -0.00577716-0.0136387j 0.0116168-0.00182699j -0.00744768+0.00928912j 0.0200361-0.00207595j 0.00258672-0.00608067j 0.000826043-0.00219805j -0.0123048+0.000340616j 0.00342014+0.0081678j 0.00301058-0.000540578j -0.000723401-0.00341696j 0.00944515+0.00569809j 0.0036352+0.00263693j 0.00426262-0.0113571j 0.0130476-0.0103907j 0.00101919+0.00421463j 0.000263921-0.00499863j 0.00274382+0.0101804j 0.0122066+0.00362897j -0.00816277-0.00149525j -0.00700325-0.00448518j -0.00679099+0.0218159j -0.0074327-0.000412583j 0.0049266+0.00254226j 0.00197986-0.000991938j 0.00265669-0.00119042j -0.0044059+0.000494445j 0.00225065-0.00633082j 0.00273206-0.00918223j 0.000886406+0.000103213j -0.000545942+0.000346307j 0.00491714-0.00348036j -0.00208879+0.00629789j -0.000423925-0.00332795j -0.000134594+0.000500619j 
0.0044928-0.000364681j -6.9148e-05+0.00118041j -0.00119246+0.00140138j 0.00328287+5.12758e-05j 0.00459266+0.00850609j -0.00299574+0.00148317j 0.00808404-0.00403144j -0.00643818-0.00279099j 0.0123272+0.00196641j -0.00160079+0.00189406j 0.00665479-0.00528783j 0.000463659+0.0057532j -0.00502851+0.00294156j 0.0025597+0.000618414j -0.00221874-0.00336665j -0.00173561+0.00130842j -0.00281382-8.81236e-05j -0.00241302-0.00122288j 0.0040387+0.00155737j 0.0015504-0.00179624j 0.00612078+0.00453331j 0.000221243+0.00489952j -0.00856921-0.000990252j 0.00768187+0.00296672j 0.00645623+0.0107483j -0.00716077-0.00828414j -0.0106768+0.000664394j 0.00821803-0.0102339j -0.00302327-0.000694609j 0.00341101-0.00219602j 0.0034825-0.00172303j 0.00967286+0.00423178j -0.00899813+0.00301768j 0.00593782+0.00186955j -0.0019163-0.0010668j -0.00236314-0.00449587j 9.28555e-05+0.00143602j -0.000624132+0.00208154j -0.000157613-0.000997252j 0.000808646+0.00131203j -0.00348932+0.00309815j 0.000497856-0.00219305j 0.00251636+0.00147202j 0.0040229+0.00392273j -0.00930715+0.00524435j 0.00961604+0.00761386j -0.00195692+0.000871755j 0.00157021-3.86088e-06j -0.00366416+0.009656j 0.00812058+0.000454356j -0.00823688+0.00772598j 0.00724369-0.0154507j 0.0211228-0.00981281j 0.0194586-0.00499075j 0.000683898+0.00176782j -0.00576464+0.00285677j -0.00432754+0.00494176j -0.00122995-0.00908799j 0.00903016-0.0143006j 0.0398291-0.013901j 0.0141001-0.0091821j -0.0054364-0.0059334j -0.00596929+0.00741939j 0.00105347-0.00927867j -0.00353723-0.0267355j 0.0123077+0.0122425j -0.0076254+0.0166578j -0.00212912-0.00271361j 0.00439225-0.015455j 0.000621365-0.00357536j -0.00859195+0.0139176j -0.0118613-0.00286608j -0.0031682+0.00546172j 0.000502667-0.00365192j 0.0414961+0.0204274j -0.00376621-0.00421881j 0.00542345+0.00657475j -0.00364313-0.00143958j -0.00679217-0.00806367j 0.00518451-0.000979473j -0.00998797-0.0107637j -0.0128868-0.0113295j 0.0158932-0.0128527j 0.0107479+0.00473771j -0.00200805+0.0027339j -0.0019473-0.00774115j -0.0057967+0.0045107j 0.00775593+0.000149207j -0.00401188-0.00597407j -0.00250396-0.000181668j -0.000133382-0.000605213j -0.00223631-0.00410063j -0.00241232+0.00150575j 0.00516624+0.000466702j -0.00216907+0.00393143j 0.00119447+0.00123187j 0.000934509-0.000526542j 
0.00368299-0.00223605j -0.00498783+0.00288038j -0.00655782-0.00392149j 0.00564185-0.00156583j 0.00037981+0.00784907j -0.00297238-0.00502389j 0.00735556-0.015698j -0.0179894-0.0149142j 0.0027919+0.00315209j -0.0118791-0.00534885j 0.0100896+0.0135219j 0.00233115+0.00414626j 0.0043891+0.0110861j 0.0085898+0.0156126j -0.0143411-0.00319043j -0.0101943-2.39846e-05j -0.00733709-0.00394275j -0.00145558+0.00168803j 0.00603675+0.000766131j 0.00164672-0.00226453j 0.00292296-0.00158875j 0.00221927+0.00479586j -0.00296675-0.00608845j -0.00773355-0.00094441j -0.00541289+0.00715226j -0.00475025+0.00411703j 0.0100153+0.00155294j 0.00873646-0.0104392j -0.00188402-0.00117579j -0.0094539-0.00998884j 0.000848396+0.00227052j -0.0123972-0.00843156j -0.00187205-0.00823949j 0.00161796-0.0111763j -0.0103344-0.00178364j 0.00270875-0.00333906j 0.00256992+0.00461247j -4.87813e-05+0.00168131j 0.000912527-0.00329242j -0.00537033+0.000762507j -0.000258939-0.00108479j 9.19346e-05-0.00181122j -0.000171311-0.000125138j 0.00141271+0.000507719j 0.00241395-0.00240762j -9.17423e-05-0.00225199j -0.00252738+0.00166562j -0.0016283-0.000370808j 0.00611835-0.000823301j 0.00187434-0.0033124j 0.0051488-0.000910915j -0.0012311+0.00569331j -0.00355677+0.00814786j -0.000197414+0.000480131j 0.00994865-0.00329741j 0.00260847+0.00399041j 0.00496405-0.00783791j -0.0106128-0.0074074j 0.00170973-0.000610213j -0.00429812+0.00527149j 0.00825137-0.0143207j 0.00988268+0.00398264j -0.00403587+0.00575942j 0.00500953-0.000261481j -0.00139737+0.00476521j 0.00499238-0.00541031j -0.00277014+0.00400392j 0.0165938+0.00513578j -0.00921257+0.000983006j 0.000197929+0.00508272j 0.000572607+0.00467416j -0.00673086-0.00295298j -0.00403287-0.00716007j -0.0053217-0.0120149j -0.00502038-0.00138791j 0.00102271+0.00432935j 0.000961131+0.00200777j -4.51399e-05+0.013474j 0.000530864-0.0138304j -0.00300157+0.00337389j 0.00509671+0.00484344j 0.00196113+0.00845534j 0.0107543-0.00583057j 0.00245453-0.00394142j -0.00953769-0.00413326j 0.00904937+0.00693926j -0.00515993+0.0122203j -0.0085123-0.00194809j -0.00319374+0.00298855j -0.000535831+1.05553e-05j 0.00365867+0.00279554j -3.29057e-05-0.00201909j 0.000213139+0.00209324j 0.00200666-0.000229037j -0.000413525-0.00278123j 0.00086163+0.000202459j -0.00380507+0.00100425j 
0.00394679+0.000563758j 0.00306352+0.00149237j 0.00129024+0.00265956j 0.00286081+0.000908703j 0.0113412+0.0107105j -0.00839183-0.00321347j 0.0165573-0.00773281j -0.00444822+0.00447485j 0.0117767-0.00181548j 0.00496312+0.00522668j 6.6286e-05-0.00597671j -0.00249758+0.00318344j -0.00619766+0.00403798j 0.00380858-6.37468e-05j 0.000367475-0.00327594j -0.000882948+0.0020603j -0.00181648+0.00229204j -0.00729577-0.000620523j 0.00579759+0.00337537j -0.000980779+0.00462064j -0.00731731-0.00128655j 0.00453034+0.00151098j 0.00436201-0.0029215j -0.00222984+0.00969839j 0.00137286-0.0104869j 6.4267e-05+0.000775271j 0.00499734-0.00424792j -0.00874084+0.00283168j 0.000610097+0.00165733j -0.00523296+0.0118139j -0.0027831+0.000665918j -0.00435123+0.00220497j 0.00856062-0.000713242j 0.00279766+0.00355359j 0.00504593+0.000872184j 0.00144172+0.000385149j 0.000789049+0.000849438j -0.00138244+0.00308105j 5.35219e-05-0.000229999j -0.00321279-0.00298753j 0.000189159-0.000950618j -0.00208828-0.0019832j 0.00270017+0.00448851j -0.00537881-0.00270625j 0.00235939+0.0122467j 0.0029598+0.00257406j -0.00880255+0.00436238j 0.00269655+0.000731161j 0.00129743-0.00435746j -0.00888679-0.0116422j 0.0108874+0.00630071j 0.0096981+0.00513794j -0.0173007+0.00138503j -0.00121009-0.0109667j 0.00568661-0.00291765j 0.000224914-0.00222667j 0.00812883-0.0039642j -0.00246576-0.00963951j -0.0126403-0.000666182j -0.0278331+0.0080958j -0.00789854+0.00565709j -0.00503704+0.00702317j 0.0127827-0.00623258j 0.00173965-5.60926e-05j 0.00644979+0.00158435j -0.000544713+0.00322308j 0.0046213-0.0110722j 0.0161748+0.0114435j -0.00827053+0.0125735j 0.00576281+0.0119221j 0.00268033-0.00090546j -0.0019842-0.0101043j 0.00280791-0.0131847j -0.0125294-0.0078455j -0.033826-0.00939389j -0.00715113+0.00811826j 0.00048255+0.00175687j 0.0046284+0.00978832j -0.00881038-0.0047009j -0.0144029-0.00474788j 0.00049044+0.00184068j 0.0109013+0.00100784j 0.000780592+0.00471527j -0.00892263+0.00176387j 0.0152129-0.00340345j 0.00182926+0.0047393j 0.00348094-0.0044112j -0.0019974+0.00100503j 3.60882e-05+0.0023938j 0.0142524+0.00482073j -0.000758228-0.0102401j -0.00133249-0.000187698j 0.000582856+0.000328118j 0.0065235-0.00225022j 0.00225195+0.00449165j 0.00140093+0.00250008j 0.000999275-0.00147434j 
-0.00175508+0.00158964j -0.00140401-0.00239526j -0.00226052+0.00109091j -0.000819011-0.00193958j 0.0024009+0.00907513j -0.00144402-0.000719749j 0.00317772+0.00347529j -0.00579609+0.000712607j 0.00931678+0.0092944j -0.00248946+0.00174842j 0.00899044-0.00762189j 0.00273636-0.00123121j -0.00230885-0.000751272j 0.000840152-0.000995951j 0.000764188-0.000231821j -0.000100699+0.000829726j -0.00136093-0.000502508j 0.00290436-0.00261585j -0.00677313-0.000207898j 0.00719676-0.00183037j -0.00617154+0.00995443j -0.00627181-0.00787034j -0.00412813+0.00603444j 0.00573503-0.0123465j -0.00559493+0.00376203j 0.0153171+0.015053j 0.00619405+0.00125872j -0.000670631+0.00394604j -0.00340426+0.00372308j -0.000579459-0.0115024j -0.00142212+0.00086451j -0.00223051+0.00173516j -0.00517705-0.00101514j -0.00846201-0.00405467j 0.00247821-0.000671571j 0.00279892+0.00707077j -0.00054407-0.00111492j -0.00304469-0.00109439j -0.00395758+0.000691975j 0.00524274+0.00275088j 0.00157745+0.00174253j 0.00348078-0.00256511j 0.00354884-0.00679926j 0.0126068+0.0130461j -0.00573768-0.00528327j -0.00142673-0.0103479j -0.00318934-0.00548684j 0.00771657+0.00584563j 0.00711538+0.0122879j 0.0125498-0.000743506j -0.00277173-0.0143892j -0.00448803-0.00735189j -0.000130857+0.0135644j 0.0015797-0.00555021j -0.00195693-0.00728145j 0.0132972+0.00461465j 0.0128571-0.00324456j 0.0104054+0.0258239j -0.000676571+0.0177183j -0.00619021+0.00712668j -0.0118888+0.0015586j 0.00280507+0.00508826j -0.0116075-0.000233307j -0.00594226-0.00010541j -0.00970633+0.00199946j -0.0119781-0.00738592j 0.0185021-0.00287132j -0.0131943-0.004074j 0.0183354+0.0162043j -0.0096815-0.00260719j 0.00359461-0.0197116j 0.00970859+0.00781337j 0.00370939+0.00777975j 0.014058+0.0118373j 0.00758684-0.00740738j 0.0099469-0.0030307j 0.0101811-0.0221157j -0.0119377-0.0138896j 0.000381197+0.0150421j -0.00461249+0.00535391j 0.0107987+0.000211066j 0.00670569+0.0108209j 0.0141697+0.0103311j 0.00203926-0.00268234j 0.00577604+0.00577322j 0.00346348+0.00245165j 0.00119593+0.004339j -0.00541099+0.000603544j -0.00275066+0.00785538j 0.00510778-0.00069622j 0.00284507+0.000473229j -0.000498399+0.00269018j 0.000826113+0.00138371j 0.0016279-0.000878137j 0.00248951+0.00206664j -0.00217626+0.00164724j 0.000670334+0.00154215j 
-0.00214605-0.00842454j 0.0118849-0.00730366j -0.000993494-0.00122405j 0.00396849-0.00478318j 0.0128872+0.0166185j -0.0126734-0.00602692j 0.0184213-0.0157868j 0.000785318-0.00196908j -0.00323409+0.00953j 0.0103941+0.00463443j -0.0103148+0.00582491j 0.00681912-0.00288728j -0.00442906+0.00964247j 0.00181465+0.00313101j 0.00117086-3.85234e-05j 0.0105499-0.00559521j 0.000190423+0.00343208j 0.00224745+0.00540311j 0.00536287+0.00430522j 0.000109805-0.00377498j -0.00886243+0.00779984j -0.00788878-0.00299864j -0.00270457+0.0037133j 0.00797047+0.00863132j 0.00440483-0.00600728j 0.000298327+0.00282802j 0.00254337+0.00382382j 0.005128-0.00033392j 0.00139883-0.00463327j -0.00254162-0.005645j -0.00667951+0.00220769j 0.00287998+0.00574978j -0.00429933+0.0053511j 0.0015342-0.000631427j 0.000180632-0.000412162j -0.000441091+0.000716197j -0.000477661+0.000597209j 0.00161508-0.00172326j 0.00232726-0.000919586j 0.0010882+0.00167088j 0.00356281+0.00280387j -0.0077394+0.0023723j -0.00198233+0.00409065j -0.00574012+0.00325099j 0.00104775-0.0105432j -0.00270061-0.0115401j -0.00465085-0.00485469j -0.00377368+0.000668187j 0.00466569+0.00186279j 0.00515861+0.0204739j 0.00155693-0.0032071j -0.0110769-0.00752394j -0.00692658-0.00352199j -0.00277879+0.00477614j -0.00677944+0.00654194j -0.0116296+0.00639265j 0.00119029-0.00126807j 0.00342937+0.000232247j 0.00668683-0.00160273j 0.00341495-0.0090067j -0.00668423+0.00557959j -0.0182965+0.0021194j 0.00276251+0.00116627j -0.00434404+0.00761255j -0.00610955-0.00699187j -0.0133109+0.00695377j -0.00153582-0.00033533j -0.0165598-0.00390543j 0.00646313-0.0156897j 0.000780365-0.00719581j 0.00409034-0.00320611j 0.00656402+0.00109225j -0.0113193+0.00399541j 0.0126662+0.0111827j 0.00985759+0.00269647j 0.00148802-0.00427411j 0.00585675-0.00967281j -0.00409013-0.00688666j 0.00521823+0.00863434j 0.00623108+0.000884075j 0.00231181+0.00745985j -0.011239+6.46793e-06j -0.00465645+0.00624154j -0.0017939+0.000241863j -0.00151024+0.00191054j 0.00543926-0.00207231j -0.00170519+0.00193315j -0.00196195-0.00258802j 0.000498296-0.00197594j -0.00374363+0.00079811j -0.00139496+0.00341515j 0.00109781+5.82598e-06j -0.00202325-0.00221111j -0.00200728-0.000226896j 0.000997553-0.00346301j -0.000570544-0.00090149j -0.00105187+0.00155155j 
0.00843201-0.00665347j -0.00406368+0.00881308j -0.000724227-0.00371617j 2.6666e-05+0.00409047j 0.0018236-0.0123628j 0.00222543+0.00239899j 0.00352079-0.00667864j 0.0057584-0.00225689j 0.00417552-0.0200888j -0.000351947-0.00863551j -0.00255601+0.00101075j -0.00318911+0.0127271j -0.00297587+0.00385807j 0.00276174+0.000496762j -0.0031681-0.00437674j -0.00467075+0.00435463j -0.00931638-0.000493924j 0.00038754+0.00105233j -0.000237059-0.00404886j -0.00757776+0.00116275j 0.00664724+0.00104576j -0.00226687+0.00489052j 0.00646212-0.00067861j -0.00541699-0.00146628j -0.00458467+0.00417757j -0.00352589-0.00850427j 2.5401e-05+0.000883554j 0.00561168+0.00213931j -0.000341718-0.003915j 0.00406-0.00302975j -0.000497667-0.00647314j -0.000299317-0.00491691j -0.000328616+0.00289963j -0.00172936-0.00270632j -0.00536804-0.00172478j 0.00118351+0.000507936j -0.00250731+0.00137392j 0.00239782-0.00253835j 0.000323622+0.00109164j -0.00349133+0.00294515j 0.000930602+0.0014047j -0.00318739+0.0127496j 0.00535651+0.00529723j -0.0106914+0.00305303j -0.00633269+0.00574578j -0.000133906-0.017307j -0.000267403-0.00361192j 0.00543293-0.00344579j -0.00461517-0.00375503j 0.00604485+0.0136319j -0.00812873-0.00101325j -0.00893873-0.0028607j 0.000391362+0.00720836j -0.00527105-0.00323748j 0.00214181-0.00796173j 0.0045225+0.00457584j 0.00114708-0.010668j 0.0113752+0.0185878j 0.00174228+0.0165444j -0.00419817+0.00320192j 0.00386121-0.000329336j 0.00197199-0.000413311j -0.0197715-0.000339059j 0.00405268-0.00532362j -0.00526818+0.00997831j -0.003784-0.0104995j 0.0152875+0.0109141j -0.0101442+0.0115069j -0.0008996+0.00214691j -0.00713566-0.000384112j -0.00607668-0.0131594j 0.013565+0.00246092j -0.0064991-0.00643305j 0.00732837+0.0137455j 0.00902732-0.00452815j -0.00103117-0.0111986j 0.00574268-0.0119321j 0.00235712-0.00684886j 0.00550293+0.00708207j 0.000600221+0.00383947j 0.0089045+0.00826691j -0.00981847-0.00231248j 0.00390011+0.0107535j -0.0062681-0.00159535j -0.00120178+0.00389464j 0.0116234-0.00101231j -0.000149182+0.00538214j 0.00057702-0.00693552j -0.000703338+0.00251036j 0.00290003+0.00408696j -0.0075937+0.00218453j -0.000287042+0.00157922j 0.00095362-7.57771e-05j -0.00311915+0.000203094j 0.00124721-0.00513109j 0.000390728+0.0004164j -0.00281543-0.000466914j 
-7.41002e-05-0.00970555j 0.00487853-0.000180281j -1.61427e-05-0.00115643j 0.000368514-0.0038182j -0.000649387-0.00101232j 0.0066442+0.00325838j -0.00881014+0.00969783j 0.000892895-0.0114407j 0.00926973+0.0134089j -0.00474367-0.00551646j 0.00635488-0.00981402j 0.00677075-0.00290224j -0.0073279-0.00123131j -0.000953321-0.00386774j 0.00582309+0.00488124j 0.0061248-0.00248842j -0.00638632+0.00467903j 0.00852543+0.0039605j -0.000861672-0.00253244j -0.00133525+0.00145797j -0.00480622+0.00155702j 0.00196793-0.00814337j 0.00332486+0.00232788j -0.00780247-0.0082614j -0.00909588+0.00689075j 0.00583408-0.0052939j 0.000949244+0.00331476j 0.00513951+0.00381329j 0.00864763-0.0020111j -0.00115282-0.00740357j 0.00487804+0.00515563j -0.00557519-0.00231908j 0.000385766-0.0086859j -0.00489179-0.00298389j 0.000910369-0.0014399j -0.00205307-0.00159071j -0.00192047-0.00363927j 0.00302006-0.00337793j 0.000712656-0.0011132j -0.00190931+0.00184617j 0.00262716-0.0010412j -0.00200276+0.0102547j -0.00199436+0.00186333j -0.00352753+0.00122048j 0.00442518+0.0094895j 0.00759229-0.000945868j -0.00811539-0.00158245j -0.00487874-0.00619152j -0.00290513-0.00329069j -0.0130531+0.00997072j 0.00432113+0.0118339j 0.00943865+0.00451387j -0.0105038-0.0100443j 0.00553041-0.01116j 0.00115439-0.00900201j -0.0126486-0.0111944j -0.000654588-0.00406478j 0.00220293-0.0257953j -0.00807204-0.00161574j -0.0107318-0.00562635j 0.0108602-0.00677263j -0.0175008+0.000800615j 0.0134532-0.00243041j 0.00759229+0.00996151j 0.00263749-0.00722287j 0.00837739-0.00231682j -0.0181507+0.00254754j 0.00217654+0.0121451j -0.0130916-0.00842765j 0.0106041+0.00313525j -0.00484438-0.00115568j -0.0019465-0.00815812j -0.0087345-0.00574644j -0.0134595-0.00226026j -0.0138147-0.00605992j -0.012558+0.0149009j 0.000500643+0.0169243j 0.00214403+0.00436502j -0.0029677+0.00618994j -0.00719409-0.000730462j -0.0146686+0.00489614j 0.00343722-0.00160785j 0.000610453-0.00757981j -0.0138553-0.000341735j 0.00421725+0.00136436j -0.00144025-0.00423163j -0.00217172+0.00256189j 0.00348934+0.00596441j -0.00518853+0.00304417j 0.00563315-0.00195324j -0.00288182-0.00625877j -0.000814611-0.00204404j -0.00299697-0.000169869j -0.00192017-0.00413733j -0.000205237+0.00147368j -0.000729231-0.000246934j 0.00201372+0.00160262j 
-0.00528719-0.00303581j -0.000245713-0.0032351j -0.000967627-0.00209663j 0.00295012-0.000475995j 0.00597424+0.00773598j -0.00715774+0.000841558j 0.00524648-0.00968898j -0.000864853+0.00325154j -0.00329421+0.00206994j 0.00461484-0.000431731j 0.00521265+0.00058709j 0.00520135+0.00561123j -0.0028989+0.00380271j -0.00405019-0.00118795j -0.00167801-0.00505866j 0.0024961-0.00701244j 0.00103648-0.00191534j 0.00568695+0.00850583j -0.00237028-0.00426478j 0.000512781+0.00487933j 0.00505245-0.0074576j 0.000300392+0.0106825j 0.00453945-0.00901145j 0.000502836+0.0149918j 0.00596245-0.00789292j -0.0159858-0.00638026j 0.00101753+0.00180499j -0.0039855-0.000444444j -0.00161357-0.00626399j 0.00428492+0.00978012j -0.00387195-0.00732391j 0.00187722+0.000483369j 0.00645789+0.00770263j 0.00883077+3.07045e-05j -0.00690082+0.000582723j -0.00128307-0.00157702j 0.00022763+0.00319543j 0.00196154-0.00103788j 0.000675324+0.00123989j 0.00177843+0.000794691j -0.000661362+0.000892921j 0.00316301+0.00890342j -0.00803367-0.00950683j 0.0112672+0.00295829j 0.00842579+0.00250042j 0.00594589+0.00601924j 4.0225e-05-0.00143605j -0.00657087-0.00485856j -0.00603299+0.00822565j -0.0138459-0.00790125j -0.00724784-0.00805723j -0.0045369+0.00146449j -0.0135538-0.00998835j -0.0089383+0.0086297j -0.00864821+0.0105047j 0.0032699-0.0114836j 0.00887283+0.00418996j -0.00132328-0.000129088j -0.003971-0.00234321j -0.0112161+0.000403126j -0.0101564+0.00301491j 0.00966921-0.000538462j 0.00247583+0.00436649j 0.00392428+0.00192832j -0.0134734+0.00547878j -0.0094048+0.00143999j -0.00631211-0.00808311j -0.000475506+0.00911591j -0.00170409-0.0086432j 0.0147178-0.0034305j 0.00342916+0.000941912j 0.00371011-0.00108891j 0.00357422+0.000117354j -0.00874252-0.00536232j -0.0072001-0.000195901j 0.00173569-0.0042204j -0.000712966+0.00633553j 0.00304277-0.00589317j 0.00397726+0.00459835j -0.0105791-0.00336297j -0.0109679-0.0129687j 0.0141762+0.00146592j -0.00160522+0.000263456j -0.00379924-0.00777266j 0.00394976-0.0208985j -0.00846604+0.00610644j 0.00386484-0.00612651j -0.00525089-0.00900285j -0.00177708-0.00905962j 0.000461501-0.00951676j 0.00310308+0.00224151j -0.00225854+0.00116494j 0.000694697+0.00293219j -0.00692746-0.00537184j 0.00235047-0.0052149j -0.0029786-0.000963299j -0.000451975+0.00440732j 
0.00229438-0.0044235j 0.00201203-0.00326482j -0.00304541+0.00354742j -0.00372328-0.00628434j 0.0141028+0.00520497j -0.00287229-0.000318635j 0.00755518-0.00241628j -0.00559367-1.54642e-05j 0.0193987+0.00601951j 0.000569536+0.00351711j -0.000583332-0.0102357j 0.000172062-0.00382667j -0.00530753+0.00248613j 0.00584318-0.00169387j 0.00351924+0.00476433j 0.00443972+0.00162127j -0.00624845+0.00137187j 0.00640582-0.00360235j -0.00466598-0.00909058j -0.00557335-0.00393524j 0.0170239-0.0107494j 0.00365734-0.00291725j -0.00365045+0.00587003j 0.00232426-0.00771184j 0.00932846+0.0150096j -0.0108628-0.0148985j -0.0184589+0.00695064j 0.0103357-0.00588485j 0.0010223-0.00557851j 0.0101655-0.00817405j 0.00510103-0.00825348j 0.0138695-0.00501947j -0.00613918+0.0048271j -0.00243011+0.0001012j -0.00337936+0.000860698j -0.00547103-0.00244361j -0.00175396-0.00367274j -0.000188628-0.00216806j -0.0019449-0.00177503j 8.64356e-05+0.00336229j 0.000564718-0.0027781j 0.00461156-0.000301296j 0.00137565+0.00285806j -0.00193702-0.00583785j 0.00212282-0.00533837j -0.00949209+0.00124576j 0.00617891+0.00285302j -0.00207032-0.00174201j -0.00362705-0.0102123j -0.000389275-0.00217905j 0.00397776-0.00112847j -0.00281851+0.0151247j -0.00421624+0.00645105j -0.00811736+0.00383658j 0.000933108-0.00397222j 0.00284599-0.00831222j -0.0134467+0.000987393j -0.000904701+0.00565005j -0.00314618+0.00664569j -0.0115058+0.00818683j -0.00245461+0.00635124j 0.00886295-0.00682497j 0.00201188-0.00564279j 0.00380543+0.00585113j 0.0102527+0.0159891j 0.00140011-0.00791429j -0.00102634-0.0073039j 0.000398493-0.00711501j -0.0027432+0.0101944j -0.00272324+0.00151887j 0.00322439-0.00473817j 0.0042728+0.00293914j 0.00173303-0.000395423j -0.00299576-0.000247637j -0.0235144-0.00459516j 0.00345392+0.00314922j -0.0125046+0.00318565j 0.00581136+0.00195946j 0.00908182+0.00298228j 0.00419069+0.00208147j 0.00782888+0.00458078j 0.00778715+0.0025804j -0.0130495+0.00265941j 0.000322897+0.00220875j -0.00603873+0.00509201j 0.000591331-0.00318699j 0.00153421-0.00444063j -0.00173826+0.00734916j 0.00579566+0.00172739j -0.00508353-0.00450289j -0.00296533+0.000447399j 0.00129286-0.000201928j 0.000102586-0.00157999j -0.0030571+0.00254873j -0.00327278+0.000185937j 0.00136112-0.00170647j 0.00153512-0.00126308j 
