-0.00452586-0.0172117j 0.0106758+0.00464201j 0.00805846-0.00537092j 0.00828007+0.0194518j 0.00360258+0.0111332j 0.00341958-0.005651j 0.0077711-0.00411053j 0.0112313+0.00686913j 0.0012805-0.00186269j 0.00279417+0.00180472j 0.000452541-0.00471568j 0.00103292-0.0033447j 0.00488295+0.00215574j 0.00410956-0.00226784j 0.00634251+0.00921667j -3.72045e-05+0.00735385j 0.00397619+0.0035435j 0.00298887+0.00463499j 7.57528e-05+0.0055575j -0.000833957+0.00816694j -0.00179718+0.00968922j 0.00197251+0.0124453j -0.000411219-0.00313032j -0.00957642-0.00532645j 0.012253+0.0139389j 0.000246847-0.011114j -0.00454695-0.00776161j 0.000123124-0.00283963j -0.00389862-0.0121324j 0.000373943-0.00357866j 0.00230568-0.00575408j 0.00525072+0.00512984j 0.00724964+0.00228066j -0.00494559+0.00190848j 0.00736744-0.000850695j 0.00188461+0.0101341j 0.00917272-0.00964299j -0.00290486-0.00501867j 0.00107984-0.00638119j 0.00681255+0.00700913j 0.00163319+0.00293611j 0.00372081-0.0103221j -0.00287437+0.00276602j 0.000293066-0.00582931j 0.00878025+0.00156105j 0.0080486-0.000711366j -0.00212351+0.00937722j -0.0104854+0.00405269j 0.00196577+0.00791548j 0.011375+0.00395172j 0.000333379+0.00148833j -0.00112308+0.0047884j -0.014525-0.00630382j -0.0105797+0.0139208j -0.0222423+0.0200969j 0.0169103+0.0124594j 
0.00187832-0.00134868j -0.00111109-0.000434181j 0.00220404-0.000607725j -0.00344083-0.000229174j 0.000189881-0.00224995j 0.00709084-0.00298346j -0.00286628+0.00292882j 0.00086125-0.000136048j 7.82582e-06-0.00320091j -0.00557905+0.00447941j -0.00467004+0.00664009j 0.00219824-0.0024885j -0.00467016+0.0112557j 0.00160817-0.00290165j 0.00939903-0.00656334j -0.00151992+0.00343182j -0.00182681+0.0047309j 0.00523926-0.0069234j 0.00514917-0.000455551j 0.00471003+0.00204405j 0.00489567-0.0119011j -0.00387692-0.00863007j 0.00110543-0.000768133j -0.0171375+0.00781955j -0.0129345-0.0048435j 0.00513149-0.0144611j -3.07598e-05+0.0078364j 0.0308078-0.00922467j 0.00188729+0.00290474j -0.0166509+0.0171795j 0.0130319-0.00541373j 0.00277609+0.000760848j -0.00116159-0.00148324j -0.000767369+0.00507722j -0.00414537+0.000805389j -0.00782397-0.000393671j -0.00858315+0.00584181j -0.0127713-0.00151823j -0.0132106-0.00232769j -0.00818547+0.0117592j -0.0221891+0.00497168j -0.0137637-0.0103234j -0.015221-0.00559858j 0.00641901-0.00483924j -0.00827263-0.00590382j 0.00754702-0.00231187j -0.00214578-0.000147301j -0.00746893+0.000339263j 0.00112815+0.00177056j 0.00751317+0.00514583j 0.00716103+0.00849703j -0.0116345-0.00307247j -0.000657255-0.000555346j -0.00490292-0.000968928j 0.00403374-6.29698e-05j -0.0033931-0.00377448j 
-0.00230064+0.000756543j 0.000276549+0.000350985j 0.00227789-0.000108657j 0.00407178-0.00208004j -0.000869196-0.00100861j 0.000885779-0.001116j -0.00455987+0.00206077j 0.00665208-0.00074547j 0.000930456-0.000204077j 0.00584225+0.000264221j 0.000883219-0.00192466j -0.00513728-0.000934391j -0.00327763+0.003988j 0.00201104-0.0048324j -0.000101909+0.00907912j 0.00525151-0.00194444j 0.000304646+0.00643486j 0.00535187+0.00421039j -0.00832311+0.00115225j 0.00167732+0.0020566j -0.0086594+0.00297876j -0.00291948-0.00203964j -0.00181062-0.00212553j -0.00913904+0.00928855j 0.000794099+0.00438819j -0.00866655-0.0101219j 0.00230411+0.00198791j 0.0123873-0.0150719j 0.00347704+0.0139758j 0.0034604-0.0136644j -0.00930488+0.0145285j 0.00259243+0.00564644j -0.000778287+0.00304148j -0.00164082+0.00985209j 0.00185576+0.00546542j 0.00532114-0.0149104j -0.00609816-0.0132699j -0.00261413-0.00897708j 0.00409381+0.0169106j -0.012-0.00431454j 0.000655704+0.0139593j 0.0128366-0.000560496j -0.0153604+0.00438466j 0.00792659-0.000836875j 0.00507702-0.00512485j -0.000340564-0.00438506j -0.000285279-0.00642559j 0.00421026-0.00498936j -0.00680654-0.00389893j -0.00350255+0.00413255j 0.00169457-0.00414129j -0.00625195-0.000476634j 0.00183696+0.00324246j -0.00113813-0.00225883j 0.00138103-0.00166721j 0.00265157+0.000974394j 
0.00165629+0.000699357j 0.00153966+0.00192045j 0.00687669+0.0019014j -0.00120142-0.00162234j 0.00538603+0.000906422j 0.0128045-0.000118907j 0.000336845+0.00325111j 0.00400783-0.000315265j -0.00205737-0.00103247j -0.0141733+0.00330481j -0.0104632+0.00375661j -0.0124768+0.00109457j -0.0153665-0.000389758j -0.006614-0.00308945j -0.00210299-0.00901612j -0.00339916-0.00290216j 0.00141108+0.00180323j -0.00106795+0.00644692j 0.00103718+0.00101221j -0.00443041-0.000101734j -0.0035471-0.00406751j -0.00523331-0.0051873j 0.0172399-0.00675525j 0.00412292+0.0133782j 0.023127+0.00672661j -0.00107959-0.0100993j -0.00415972-0.00833524j -0.0210273+0.0165468j 0.015894-0.0118943j -0.0116243+0.00587727j -0.00278466+0.00339426j -0.0127147+0.00306078j -0.0066403+0.000522165j -0.0192103+0.00570483j -0.0177334+0.00331879j 0.0112761+0.00803299j 0.0187112+0.00173456j -0.0152963-0.00280043j 0.00183157-0.00779995j 0.00539046-0.0151027j 0.00147907-0.00661986j -0.0101763+0.00422925j 0.00496296-0.0122158j -0.00208221-5.3573e-05j -0.012585-0.00487936j 0.0168801-0.00319492j -0.00168574-0.00508062j 0.00331475+0.000712195j -0.00597249-0.00466729j -0.0106472+0.000428994j 0.00177782+0.0055032j -0.00487067-0.00291628j 0.00348685+8.88889e-05j -0.00471976-0.0040456j -0.000717724-0.00162652j 0.000806231-0.0016326j 
-0.00156256+0.00038451j -0.00216063+0.00137675j -0.00480531+0.000999859j -0.00146695-0.00111192j -0.00339338-0.00171669j -0.00330804-0.00117416j -0.00582556+0.00259828j -0.00660777+0.00119927j 0.000616889+0.00333298j 0.00434525+0.00323869j 0.000910992+0.00484383j 0.00258886+0.00614915j 0.00213108+0.0038675j 0.00760575+0.000973766j -0.00507128-0.00257278j 0.00311328-0.00464255j 0.00809909-0.00544731j -0.00247363+0.00791304j 0.0204056-0.00287603j 0.00300021+0.00780804j -0.00373369+0.00965974j 0.00124428-0.00959439j -0.0154411-0.00348478j -0.0221041+0.00175437j -0.00405597-0.00840668j -0.00655657+0.00016069j 0.00435787-0.0112636j -0.0126631+0.025958j 0.0146418-0.0149582j 0.0135507+0.0105429j 0.00425167-0.00362164j -0.0118647-0.00149458j -0.008126-0.00595178j 0.000257062+0.00975141j 0.0082725+0.00388836j -0.0139417-0.0157691j 0.00125524-0.00154234j -0.0253571-0.00401869j 0.00522435-0.0135138j 0.0178262+0.000730583j 0.00655867+0.00827305j -0.00192479+0.010514j 0.010879+0.00795737j -0.0103491+0.00103564j -0.0025201+0.00183559j 0.007579+0.00522871j -0.00887284+0.000267085j 0.00807211-0.00250394j -0.000367356+0.00169949j -0.00111293+2.74895e-05j 0.00449858-0.0072124j -0.00396625+0.00207474j -0.000877228-0.000389852j 0.000969447+0.0026626j 0.00604459+0.00139773j 0.000939463-0.000638694j 
-0.000516641-0.00097493j 0.000387904-0.000371384j 0.00549995-0.000856796j 0.00469326+0.00204202j 0.000235604+0.00175098j 0.00509564+0.00143597j -0.00389069-0.00709548j 0.013814+0.000809036j -0.000491027-0.00535215j 0.0055449-0.000389021j 0.00862894+0.00197364j -0.00281866+0.00251746j -0.0195243-0.00269923j 0.000358077-0.000939719j -0.00341492-0.00139579j 0.00420569+0.00684356j 0.00396647+0.0027187j -0.00252314-0.00182601j -0.00021588-0.000768036j -0.00778683-0.0103998j 0.00244846-0.00626927j 0.00116077+0.0181883j -0.00289137+0.00750404j -0.00387806-0.00823651j -0.00991579-0.00990904j -0.0104919+0.00480994j -0.0184954+0.00657512j 0.0135913+0.00588926j 0.00533599-0.000494839j 0.0059088+0.0155344j -0.00610626-0.000772929j 0.00767739-0.00817655j -0.009659-0.00570666j -0.00391958-0.00674889j 0.00802101+0.00212896j -0.000992253+0.0142921j -0.00511795+0.0064121j -0.0063532-0.00784648j 0.0051605+0.00498421j -0.00442418+0.0019189j 0.00409227+0.000590454j 0.00757764+0.00580767j 0.0015492+0.00566838j -0.00192943+0.00286956j -0.0077235-0.00331236j -0.00464896-0.012341j -0.00124173-0.00118093j -0.00865715-0.00211522j -0.00243003-0.00304939j 0.0011967+0.00278447j -0.00298056+0.00597j 0.000287693-0.00451881j 0.00300581+0.00297599j -0.00187841-0.00403128j -0.00418454-0.000751591j -0.000148979+0.00250015j 
-0.000879058+0.000751571j 0.00188723+0.00130879j -0.00091338+0.00160784j 0.00100214-0.00132037j -0.000463163+0.00131756j -0.00650237+0.00183063j 0.00421879+0.00664984j -0.000743101-0.000925137j -9.91031e-05+0.00365247j 0.00598237+0.000248001j 0.00154346-0.00378583j 0.00933645-0.00534856j -0.00385528+0.0051081j -0.00258678+0.00297294j 0.00579488-0.0147924j 0.00744087-0.00126828j -0.0148838-0.00977991j 0.00214013+0.00699183j -0.0141982+0.0124558j -0.00299191+0.0143736j 0.00673108+0.0117008j -0.00191885-0.0184229j 0.0088368-0.0126382j -0.00461476-0.000293634j -0.00904133+0.002818j 0.0052271+0.00364432j 0.00963575-0.0144644j 0.00951268+0.0146181j 0.00186058-0.0159197j -0.00563801+0.0224977j -0.0095026-0.0154759j 0.00173447+0.0227067j 0.00661018-0.00482782j -0.00737086+0.00671404j -0.00497296+0.0018204j 0.00454612-0.0164366j -0.00683124+0.00350095j 0.00866814-0.00252054j 0.00938492-0.0226599j 0.00152153-0.0128354j -0.00120422+0.00852193j -0.000855235+0.00238627j -0.00165758-0.00703375j 0.00672839-0.00734321j -0.00119608+0.0011975j -0.00797489-0.00112278j 0.00233049-0.00191154j -0.00714363+0.000132729j 0.00582087-0.00209302j 0.0080157-0.00299074j -0.000213613-0.00139516j -0.00203466+0.00159812j -0.00384332+0.000759623j 0.00340258+0.00196113j 0.00258971-0.00300988j 5.97737e-05+9.00347e-05j 
0.000921939+0.000632932j -0.00269422-0.00312827j -0.00208337-0.00179005j -0.000981399-0.00292126j 0.000552688-0.00719541j -0.00375957+0.00439088j -0.00846227-0.00270052j 0.000423888-0.00475461j 0.00345345-0.000901278j -0.00137565+0.00478743j -0.00618988+0.00896315j -0.00485665-0.00260842j 0.0105078+0.0119161j 0.00280876+0.010214j -0.0148035+0.00986541j -0.0104299+0.0115831j 0.0150882-0.0131563j 0.00153844+0.00580328j 0.0050405+0.00744662j 0.00323362+0.0108405j -0.00628189-0.0101008j 0.0066499-0.00669274j -0.00782864-0.0139724j -0.0020411-0.016054j 0.00302254-0.0109996j -0.000726259+0.000864142j -0.00947078+0.00901554j 0.00410778+0.0189081j -0.00419792-0.00688875j 0.00687568+0.00287187j 0.00682012-0.00383995j -0.00458157+0.00885835j 0.00518575+0.00399913j 0.00283982+0.0188755j 0.00914341+0.0117318j -0.00884074+0.00391229j 0.00553108-0.00826268j 0.0107246+0.0113407j 0.00658434-0.00823356j 0.00102535-0.00732878j -0.0068832+0.00388603j 0.000223442+0.00771908j 0.00784845-0.005859j 0.00104811+0.000642611j -0.000594234+0.00897446j 0.00100673-0.00161466j 0.012178-0.000518528j -0.00393181+0.00208825j 0.00638234-0.00221036j -0.00425293+0.00404015j -0.00680879-0.00286323j 0.00431862-0.00477702j -0.00400139+0.00454947j 0.00284116-0.000555296j -0.00159685+0.00306078j 0.000716753-0.000285586j 
0.000973861+0.000463523j 0.00222449-0.00149728j 0.0011986+0.000698985j 0.000384957-9.5304e-05j -0.00249451+0.00404265j 0.00364553-0.00397617j -0.00203008+0.00143824j -0.000195008+0.00546038j -0.00119307+0.00401054j 0.00371037+0.000731705j 0.00467664-0.00743463j 0.00591746+0.0100323j -0.00373881-0.00565219j 0.00613162-0.00272705j 0.00934126+0.000374799j -0.000382672-0.010263j -0.00296117-0.00217134j 0.00239436+0.00359791j 0.00484042-0.00441112j 0.00227655+0.00369648j 0.000902861+0.0193207j 0.00814994-0.00393417j -0.000710086-0.00350262j 0.000341023-0.0105013j 0.000933735-0.0176887j 0.00140037+0.00777457j -0.00348635-0.00403486j 0.000354833+0.0294907j 0.00489607-0.0066851j -0.0123204-0.0116539j 0.0167981+0.00639823j -0.00979192+0.00510896j -0.00097942+0.0037023j 0.00505305+0.00129031j 0.00305906-0.00247188j 0.0116118-0.0223279j 0.00109946-0.0104338j -0.0002979-0.00801462j 0.00520501-0.00416947j -0.00628365-0.0080066j 0.00493702-0.0194106j 0.0142996-0.00847129j 0.00112338-0.00713966j -0.000588938+0.00674535j 0.00120424-0.00358964j 0.00196826-0.00116491j -0.00862371+0.00366504j 0.0130009-0.0108134j -0.00452313+0.00579599j -0.000473109+0.00685901j 0.00393519+0.00151455j -0.00167589-0.00135196j 0.00105584-0.00232019j -6.68446e-05-0.00145777j 0.00125548-0.000616256j 0.000581102-0.0036982j 
-0.00140524+0.000879854j -0.000973388+0.00143746j 0.0029478+0.00178391j -0.00188385+0.00349583j -0.00204088+0.00615233j 0.0119997+0.000848532j -0.0115481+0.00439743j 0.00461392+0.00265778j -0.000218653-0.00119057j -0.00241071-0.00600938j 0.00973755-0.00598734j -0.00902447-6.31804e-05j 0.00300294-0.00662337j -0.00210484-0.00508937j -0.00902791-0.0150931j -0.0171858-0.00354998j 0.0173322+0.00522812j -0.000310735-0.00436084j 0.0106248+0.012137j 0.00403466-0.0076441j -0.00151048+0.00284199j 0.00915614-0.00297874j -0.00356207-0.0130595j 0.0140834+0.0010822j -0.00316664-0.00140401j -0.0128364-0.00836834j -0.0214705-0.0167639j -0.00927908-0.016439j 0.00321559+0.00638348j 0.00084098+0.0247527j 0.0127708-0.0103638j -0.0133613-0.0128738j 0.0129809-0.000508024j 0.00701057+0.00683634j 0.011537+0.0147005j 0.00114299-0.0135412j -0.00115285+0.008819j 0.0146137+0.00429103j 0.00588801+0.00387076j -0.00616836+0.0045543j -0.0042861+0.00956035j -0.00339919-0.00177059j -0.00643665+0.0114634j 0.00460302-0.00234581j 0.00157592+0.000174163j -0.00209909-0.00379133j -0.00189671+0.00708034j 0.00274647-0.00498408j 0.00316185+0.00400003j 0.00883589+0.000668355j 0.00825017+0.000814329j -0.00754175+0.00134478j 0.0042213-0.00155034j -0.0026219-0.000376652j 0.00344202-0.00211711j -0.00161677-8.79936e-05j 
-0.00429901-0.00178942j -0.000944905+0.00105845j -0.0030204+0.000147697j 0.0157429-0.000516775j 0.00159654+0.00313793j 0.012329+0.000917715j 0.000429737+0.000187534j -0.00933273+0.00647913j -0.00519873-0.000507429j 0.0149937+0.00191966j 0.014399+0.00630846j 0.010816-0.00473914j -0.000668293-0.0050212j 0.0123514-0.00258689j -0.000454907+0.00083976j -0.0136854-0.00315343j -0.00112762+0.00190685j 0.00610029-0.00208858j 0.0035368-0.0110317j 0.00453234+0.00281455j 0.0164191-0.00859015j -0.0119665+0.000117352j -0.0218053+0.00503201j -0.000367509+0.0196389j 0.00240925+0.0163777j 0.00730806-0.00570678j -0.00416025-0.00338876j 0.0281054-0.000474263j -0.00576648-0.00553284j 0.00726086-0.00432024j 0.00588161+0.0025382j -0.00296782-0.00211109j -0.00856335+0.00920928j 0.00340154-0.00908602j -0.00376769-0.0041318j -0.00967986+0.00959615j -0.00751209+0.000806309j -0.00512828+0.0131837j -0.0191609-0.000356357j 0.00852827-0.00394791j -0.00335852-0.00177676j 0.00406978+0.000148462j 0.000215257-0.00948595j -0.00577192+0.00709818j -0.00138464-0.00518688j 0.00354036-0.00502568j -0.00102139+0.00217642j -0.00396467-0.0038097j -0.00556124-0.00853359j -0.00439206-0.00241269j 0.00432403+0.00220904j -0.00419127-0.0047333j -0.00437788+0.00219642j 0.000896362-0.00167346j 0.00477627-0.00117163j 0.000368362+0.00209556j 
-0.000669478+0.00229359j 0.00262306+0.00217025j 0.00333335+0.00222885j -0.00817574-0.000157504j 0.00216435-0.00115797j -0.00759805-0.00470051j -0.000730659+0.00408921j 0.00232241-4.64391e-05j 0.00524586-0.00200405j -0.00596304-0.00439251j -0.0108651+0.00570164j 1.1008e-05-0.00343412j -0.00366444+0.0081341j -0.0123338-0.0128777j -0.00275259-0.0020905j -0.00504131-1.0701e-05j 0.00087568+0.00311284j 0.00815364-0.000979144j -0.00700541-0.0194043j 0.00232846-0.0168738j 0.000541922-0.00145873j -0.00950751+0.00245163j 0.00228934+0.0188984j -0.00979814+0.0252744j -0.00675297+0.00208533j -0.000140529-0.00333267j 0.00107586-0.00585627j 0.0163633-0.00610165j -0.0102528-0.00610041j 0.00275517-0.00215723j -0.00705036-0.00412239j -0.00292642+0.00485589j 0.00242059+0.00554878j 0.00317364+0.00323039j -0.00870594-0.00323594j -0.0204141+0.0104386j -0.00320138-0.0024471j -0.0184882+0.0210938j -0.0118164+0.00595017j -0.000980301-0.00148346j -0.00565998+1.97916e-05j -0.00720828+0.00123965j 0.0035531+0.00195465j 0.00356845+0.003712j -0.00280965+0.00443507j 0.0110778-0.00290436j -0.000377519+0.0103201j -0.00472999-0.00207475j -0.00201804+0.00624189j 0.000286253+0.00389241j -0.00261599-0.00609347j -0.00365565+0.00714652j 0.00490478-0.0048937j -0.00394253+0.00281539j 0.000673885-0.00340405j 0.00107877-0.000395019j 
-0.00287713+0.00102793j 0.00144349+0.000940937j 0.00103015-0.00131794j 0.00826594-0.00360132j 0.00305268-0.00229062j -0.00413876-0.00113606j 0.00143155-0.005779j -0.00269484-0.000583832j 0.000669124-0.00176066j 0.00704216+0.00628563j -0.00940789+0.0179758j 0.00244697+0.00588609j -0.00967154-0.0142127j -0.0023628-0.000154609j 0.00415224-0.0056284j -0.00909555+0.0102715j -0.00257904+0.00337694j 0.00036032+0.00115708j -0.00516098+0.00997394j -0.000271165-0.0141296j 0.00115506+0.00341916j -0.012756+0.00656287j -0.00706782-0.0056339j -0.00703106-0.0124964j 0.0117434-0.0123934j 0.00687746-0.0117424j 0.00729882-0.02235j -0.00694545+0.0201007j -0.000946401+0.00574321j -0.0259704+0.0204111j -0.00626325+0.00384323j -0.000765932+0.00383423j 0.0119257-0.00859953j -0.00169784-0.00382935j -0.0132884+0.0154847j -0.00652794-0.00142598j -0.00635277-0.0110903j 0.00464701-0.01201j -0.00482487+0.00702286j -0.00230614+0.00631864j -0.00857805-0.000423829j -0.0116816+0.0071384j -0.00428696+0.00259346j 0.00921568-0.00329014j 0.00246435-0.00603776j 0.0105531-0.00129816j 0.0057764+0.00264821j -0.00524566-0.00245507j -0.00880012-0.00393632j -0.00997412+0.000868963j -0.00613474-0.00339683j -0.000143873+0.000583334j 0.00401471-0.000547125j -0.00258812-0.00202597j -0.00232724+0.000221489j 0.00536656+0.0027383j 
-0.00215369-0.000502443j -0.00376943-0.000487365j -0.0067123-0.00640524j 0.00358605+0.00321386j -0.000387962-0.00541077j 0.00462607-0.00984417j 0.00940894+0.000257082j 0.00277098-0.0013743j 0.00529123-0.00658363j -0.00951882+0.0194962j 0.014595+0.0162705j -0.000557368+0.0109043j 0.0124213+0.00401956j -0.0053546+0.00884635j -0.00256811+0.0111659j 0.00483073+0.0113008j 0.0037691-0.00280872j -0.0061246-0.0051216j -0.00531301-0.0118404j -0.0106598+0.0014725j -0.0074891-0.00229445j -0.00321477+0.00893512j 0.00488871+0.00141369j 0.0267245+0.00547614j 0.00116639-0.010605j -0.01376-0.00590964j -0.00433971+0.00952877j -0.00672725+0.00289323j -0.00522003-0.00121121j 0.0087575+0.00350217j 0.00419783+0.00189106j -0.00506938+0.00713998j -5.88258e-05+0.00294655j 0.00276222-0.00264871j 0.000790341+0.00941818j 0.0118876+0.0091722j 0.00165473-0.0116215j 0.00588827+0.0127692j -0.00197912+0.0110056j 0.00834012+0.0105439j -0.00238876+0.00595277j -0.00228305+0.0104717j -0.00522783-0.00112599j 0.00163578+0.00437905j -0.00173072+0.00379712j 0.00116574-0.0159853j -0.00104975-2.48039e-05j 0.00313382+0.0021831j -0.00359258-0.00168669j -0.00230196+0.00398714j 0.00393083-0.00159371j -0.000551402+0.00468212j -0.00131507-0.0019273j -0.00301539+0.00397014j 0.00109372+0.000777846j -0.00201178+0.00142987j 
-0.00142789+0.0001945j 0.00721885+0.00163302j 0.0102574-0.000514356j -0.000397005+0.00173028j -0.00179897-0.00132904j -0.00524031-0.00420166j -0.00722114+0.00123841j -0.00803025+0.00263254j -0.0218361+0.00993559j 0.0202934-0.00526208j 0.00240776-0.00805265j 0.00489941-0.000937525j -0.00925464-0.00363019j 0.00134369-0.00206196j 0.00722419+0.00658223j -0.0027162+0.00987314j 0.000907259-0.015254j -0.000153533-0.00305515j -0.0051699-0.00299236j 0.00201403-0.00936753j -0.00848403+0.00225486j 0.00570296+0.00133837j -0.00424399+0.00667729j -0.00433098-0.00872355j 0.00651602+0.00564619j 0.00306238+0.0127908j 0.0031582+0.00769614j -0.00171817-0.01256j 0.00641726+0.00809186j -0.00536797-0.0141831j 0.00105631-0.00595291j -0.00668246+0.00180791j 0.00355935-0.0015827j 0.00107506-0.00305559j 0.00524179-0.00205085j 0.00462579+0.0116648j 0.00116892+0.00797354j 0.0140163+0.0058437j 0.00663992+0.00928995j -0.00466478-0.0125462j 0.00301739+0.00076378j 0.00479893+0.00105546j 0.00365717+0.000168638j -0.00270104-0.00369924j -0.00101107+0.000532059j -0.00292177-0.00377842j 0.00831755-0.000425344j -0.0014511+0.00385738j 0.0034032+0.00698321j 0.00240498+0.00260429j -0.000736655+0.00194666j 0.000259076+0.00186529j 1.90333e-05+0.000950001j 0.00210393+0.00345597j -0.00255914-0.00355701j 0.00140201+0.000991167j 
0.00190176-0.00250503j 0.00395075-0.00111874j 0.00564726-0.00138286j -0.00616058+0.00480116j 0.00167402-0.00434267j 4.79784e-05-0.0106907j 0.00611042-0.00281045j -0.00828888+0.00844397j -0.0119353+0.00628598j 0.00625695+0.00974564j 0.00208318+0.00197067j 0.00516704+0.00256844j -0.00784211+0.00098566j 0.0050181+0.00551716j -0.00735183+0.00257387j 4.67306e-05+0.00886349j -0.00252015-0.00233228j 0.00173493-0.00487884j 0.0177934-0.00980829j 0.00587208-0.00293214j 0.00280823-0.0034033j -0.00762957+0.00122705j -0.0207996-0.00537526j -0.00589323-0.0150477j 0.00219426-0.0139253j -0.00345138+0.00316204j -0.0159603+0.00864547j 0.0125762+0.014819j -0.00116618+0.000114815j 0.0146938+0.00384235j 0.00133386-0.00806906j 0.00282933+0.00708344j -0.0080187-0.00804042j 0.00397462+0.00302302j 0.00913213+0.00288124j -0.00636948-0.00648524j 0.00444495-0.00127719j -0.00645629-0.00899616j -0.00965314+0.0028686j -0.00262033-0.00312297j -0.00648621-0.000524185j -0.00200813+0.00874723j -0.00478059+0.00207227j -0.0136557-0.00672349j -0.00456081-0.000190044j 0.00512853-0.00482455j -0.000791795-0.00375794j 0.0056584+0.00110201j 0.00331628+0.00583493j 3.70937e-05+0.00206569j 0.00695751+0.00127456j 0.00111854+0.00254567j -0.00535652-0.00149645j 0.0004919+0.00527648j -0.00088052-0.00240183j -0.00488156-0.0018427j 
0.000771209+0.000398978j 0.00182663-0.00391532j 0.00527073-0.00723851j 0.00354067-0.000146705j 0.00293205-0.00238559j -0.0039426+0.00304282j 0.0037522-0.014783j -0.000714751-0.00832618j -0.00825342+0.000276468j 0.00561787+0.00606502j -0.00588399+0.00438652j 0.00222194-0.00324195j -0.00381627+0.0192956j -0.00142415+0.0124818j -0.00540183-0.0144383j -0.00466129-0.0169437j 0.00529668+0.0216513j 0.000315051+0.000754412j -0.00520769+0.0240347j -0.000542435+0.0110317j 0.00914827-0.00644735j 0.00311883+0.013617j 0.00897652-0.0271002j 0.0109247-0.00122752j 0.00862521+0.00362917j 0.00298482-0.00252751j -0.0032697-0.0113837j 0.00244935-0.00460875j -0.00373575-0.00347334j -0.00351561+0.0109114j 0.0077075+0.0196407j 0.0120056-0.00999756j -0.00515665+0.00931308j -0.0129967+0.0144024j -0.0116863+0.0190246j 0.00555957-0.00778922j 0.00184199+0.0038623j -0.00943588+0.013526j -0.00170531+0.00512311j -0.0040142+0.00127984j -0.0074743-0.00751644j -0.0025703-0.000560028j -0.0065104+0.00529107j -0.0019275-0.00458117j -0.00965586+0.00557852j -0.00104998-0.00429541j -0.00244784+0.00454016j -0.000745647+0.00381805j -0.00456529+0.00620873j -0.00214808+0.000440743j 0.00314453+0.00212197j 0.00272332+0.00298271j -0.000386827-0.00238269j -0.0026889+0.000858976j -0.00643775+0.00153829j 0.00137885+7.02596e-05j 
0.00219163-0.00121515j -0.00142007+0.000349828j -0.00304201+0.010246j -0.011358+0.000543477j 0.00152721-0.00255151j -0.000621184-0.00478889j 0.00955905-0.00782506j -0.00141973+0.0208528j 0.00520861+0.00696706j -0.0107882-0.00279499j -0.00291027-0.0133553j -0.00686956-0.0141511j 0.00655771-0.0103541j 0.00287939-0.00452429j 0.00165137-0.00347348j -0.00178255-0.000631821j -0.00440348+0.009539j -0.00256028-0.00555578j 0.000924299-0.00954676j 0.0117382+0.00271918j -0.00288123-0.0146359j -0.00596646+0.0013525j 2.97099e-06+0.00797926j 0.0183186-0.00885333j 0.0164008-0.00790969j 0.00142867-0.00821317j 0.00342311-0.00176103j -0.00773529-0.00783991j -0.00643858+0.00548359j -0.00768212-0.0142221j 0.00412486-0.0112468j 0.00440906-0.000946813j 0.0028506+0.00523771j -0.00320355-0.00309876j -0.00647019-0.00331278j 0.00411364-0.00447664j 0.00627207+0.00197669j 0.0077234-1.92956e-05j -0.00951334+0.00722971j 0.000291593-0.0115837j -0.00718418-0.000277042j -0.00369279+0.00177517j -0.00869565-0.00389668j -0.00971634+0.00589673j 0.00082314-0.00174842j 0.00388499+0.00683049j -0.00522616-0.00256915j 0.00939426-0.000304403j 0.00615084+0.00143633j -0.000792027-0.000729195j 0.00569458-0.00202902j 0.00325228-0.00368844j -0.00918231+0.00454252j 0.00608765+0.00196153j 0.00427132-0.00303019j -0.00751763-0.00123922j 
0.00351534+0.00262732j 0.00165127-0.000420103j -0.00754232+0.0101533j -0.00465818-0.00526098j -0.0106902+0.000406561j -0.00847725+0.0153702j -0.00520656-0.0100904j -0.00375641+0.0163718j 0.0139434-0.000481102j 0.00794664-0.0116108j 0.0150729+0.00558802j 0.00409201-0.0165136j 0.00280262-0.00989009j 0.0039516-0.00403944j 0.00335001-0.00813685j 0.00569534-0.00967079j -0.00328771+0.0180994j 0.000280261-0.00234313j -0.0013528+0.00370056j -0.00246713-0.00347498j 0.00152077-0.00182062j 0.000482139+0.0144196j 0.00843202+0.0111365j -0.0014816+0.0137319j -0.00595908-0.000846614j -0.00122794-0.0146068j -0.00523264-0.0261376j 0.0123077-0.00635449j -0.00437594+0.00963773j -0.000278874+0.00524196j 0.0013939+0.012019j 0.012767-0.0086141j -0.00330201-0.00340075j -0.000309608-0.00297044j -0.000586608+0.0137752j 0.00163677+0.00866456j -0.0106479+0.00726338j 0.00084717+0.00202213j -0.00113907+0.0108165j 0.00856214-0.00734157j 0.00302477+0.0043626j 0.00703856+0.0102753j -0.00124773-0.00137294j -0.00123877-0.0014952j 0.00289718-0.00569624j 0.00311247-0.00289517j 0.00240067-0.00219712j 0.00414693+0.00380297j -5.41047e-05+0.0019196j -0.0011573+0.00811137j -0.0115626+0.0034981j 0.00739544-0.00685062j -0.00403723+0.00269473j 0.00762087-9.96899e-06j 0.00203815-0.000572887j 0.000524858-0.00408472j 
