-0.000815506-0.0148843j 0.00348331+0.018889j 0.00394416+0.0206884j 0.000679054+0.0242667j -0.0030654-0.0121297j -0.00576728-0.0296904j -0.000987269+0.0393558j 0.00357225+0.0141976j 0.00180601-0.00969902j 0.00552956+0.0247136j 0.0079036-0.0404365j 0.00251191-0.0127444j 0.00076426-0.0294461j 0.0133483+0.0439791j 0.00266202-0.00564333j -0.00923972-0.00712922j 0.0037412+0.00712819j -0.00574204-0.0391777j -0.00689856+0.0176245j 0.000993712-0.00357214j -0.00585942-0.027781j -0.0145231-0.0369313j -0.00121262+0.0141214j 0.00558541-0.000788761j 0.0069213+0.00897634j 0.00209019+0.00221533j 0.00237816+0.0310119j 0.00439567+0.0135053j -0.00647767-0.00639852j -0.000696089+0.0108031j -0.000667014+0.0215252j 0.00182901-0.00192723j 0.00589017+0.00235237j -0.00174848-0.0103604j -0.0234071+0.0076655j 0.0254166-0.0017652j -0.0123404-0.0279237j 0.00368302+0.00232161j 0.00150015-0.0176403j 0.00387793+0.00141289j 0.00179394+0.0360438j 0.0102655+0.0205281j 0.00494573-0.0403193j 0.00826167-0.0133392j 0.00464182-0.0201827j 0.00677037+0.0503416j 0.00628113+0.0279098j 0.00327353-0.057578j -0.00119516-0.0112781j -0.0207406-0.039878j -0.0127144+0.000476448j -0.0169016+0.00172576j -0.0135372+0.018745j 0.0156596+0.0749324j -8.86109e-05+0.0569893j 0.0571592+0.203793j 0.0646539-0.132214j 0.00313281-0.274516j 0.111594+0.181295j 0.0570621-0.162076j -0.0436169-0.202281j -0.0120155-0.03869j -0.0396997+0.0051808j 0.0218117+0.0648769j -0.00701101+0.0531954j 0.0214893-0.000689744j 0.00575944-0.0127301j 0.0061043+0.0132937j -0.00516586-0.433878j 
0.00164193-0.00554789j 0.00242629+0.0085368j 0.00327241-0.0037077j 0.00684437-0.00704376j -0.00234452+0.00207272j -0.0178406-0.0190056j -0.00751219-0.0176376j -0.0174765+0.00957048j -0.00831336-0.000569968j 0.00058702-0.0215114j 0.00059498+0.0197251j -0.00187628+0.0102661j 0.0244916+0.01935j -0.0102899-0.00327671j 0.0179377+0.000472239j 0.028753+0.0141345j 0.00790106-0.00720933j 0.00500075-0.0256773j 0.00195094-0.0248289j 0.0125251+0.0204344j 0.0246318+0.00358829j 0.0244828+0.0709571j 0.00156269-0.0339829j -0.0166036-0.0284579j -0.0476422+0.0334013j -0.0454508+0.0301328j 0.0414539+0.0671873j -0.0403341-0.0142673j -0.0444669+0.0249722j 0.0152811-0.0526972j -0.00142785+0.00913664j 0.0311756-0.0054725j -0.0489401+0.0141715j 0.130161-0.146887j 0.0656689-0.104227j 0.0590958+0.0204147j -0.0773138+0.0889494j -0.145112+0.026325j -0.00135917-0.00954463j 0.0217331+0.0531217j 0.0237206+0.0611817j 0.0026306+0.0256092j -0.00879408+0.0495184j 0.0631609-0.0825582j 0.00300407-0.0239408j -0.0300249+0.0100237j 0.0169355-0.00693213j -0.0425632-0.0327303j -0.0271218+0.0185312j -0.00843792-0.00351104j 0.0920668-0.0169835j 0.0123722-0.0530229j -0.0153869+0.0179593j 0.0325978+0.0114516j -0.0301833+0.0140558j 0.0045473-0.0232938j 0.0145893+0.0171555j -0.00364902-0.015352j 0.0191191+0.0175091j 0.0154451-0.0184438j -0.0144981+0.00316384j -0.00331676+0.0261389j 0.00400781+0.0233911j -0.00276518+0.00564012j 0.00973181+0.00926924j 0.017279-0.00366552j 0.00918046+0.0164644j -0.000422515-0.00317948j 0.00181028-0.0135786j 
0.00542508+0.00142268j 0.00374088+0.0116336j -0.00319269-0.00470343j -0.000437386-0.0119611j -0.00027177-0.000403996j -0.000946587-0.015028j -0.00812354-0.0170629j -0.0143066+0.00629367j -0.0174397+0.029482j -0.0102719-0.0110915j 0.00286531+0.0178108j -0.00521023-0.00663638j 0.0186955+0.0208943j -0.0182392-0.018187j -0.0268741+0.0336979j -0.00993404+0.0165578j 0.00503536+0.0277643j 0.00150245+0.0177159j 0.00678018+0.0404719j -0.00541951+0.0024383j 0.0171455-0.0135215j 0.0297325+0.0133348j -0.00622651-0.0230514j -0.0150628-0.0239246j 0.00936308-0.00244351j -0.0373586-0.0079429j -0.0610753+0.0128306j -0.0914397+0.00214902j -0.0305574+0.00118403j -0.0685307+0.034789j -0.0271354-0.00818246j -0.0618766-0.0107561j -0.0385409+0.0264146j 0.0592076-0.215216j 0.0933053-0.0834087j 0.0428424+0.0489091j -0.0146485+0.0933498j -0.00753401-0.0695425j -0.0560653+0.0164329j 0.166115-0.0172772j 0.0469476+0.0674659j -0.0113125-0.0163158j -0.0134209+0.036437j 0.031361-0.0288289j -0.0687569-0.00286021j -0.0261089+0.00744202j -0.0781973-0.00535564j -0.0457026-0.0204271j -0.0204133+0.030738j -0.0601535+0.0225318j 0.0789659-0.0198849j 0.00146549+0.0311177j -0.00770981-0.009291j 0.0399087+0.0325836j -0.0301295-0.00616337j -0.0121363-0.0215751j 0.00792606-0.0105115j -0.0151603+0.00138959j 0.0193506+0.0111829j 0.00513099+0.0154238j 0.020223-0.0248327j -0.00871603-0.0198025j -0.0145961-0.00920565j 0.00809691+0.00315013j 0.00259983+0.0288912j 0.0107558-0.0142459j 0.00124951+0.0109568j -0.00233729+0.0122729j 0.00399534-0.00230597j 
-0.000247501-0.0059753j 0.00462678+0.0169466j -0.000972585+0.0199607j -0.0032823-0.00298158j -0.00463018+0.0115993j -0.0134614-0.0330188j -0.00320698+0.0157063j 0.00674774-0.00895641j 0.000626532+0.00569035j 0.00223118+0.0117481j -0.00692237+0.00382008j -0.0174154+0.021552j 0.0133171-0.0117217j -0.000368391+0.00815497j -0.0131912+0.0180333j 0.008444+0.00257241j -0.00898715-0.0249494j 0.00218834-0.0056478j -0.00278166+0.017896j 0.0190256+0.00745602j -0.0183078-0.00609495j 0.0200556+0.0197328j 0.0330145+0.0245651j 0.0133827-0.0169762j -0.0442175+0.0148587j -0.00572981+0.00525559j -0.0159543-0.080799j 0.0280386-0.0288008j 0.0306144-0.0206964j 0.0614701-0.039985j -0.138808-0.0429067j -0.0558918-0.0226677j -0.0559325+0.0125402j 0.0678447+0.0261522j 0.0140589-0.0427237j -0.00374687-0.0327046j -0.0698499+0.0110162j 0.0133525-0.0256185j -0.0870269+0.00471388j -0.0107295+0.0915851j 0.0229124+0.011705j 0.0189872-0.0559789j 0.00457+0.0306025j 0.0836473-0.00294753j -0.020248-0.0166534j 0.0701396-0.0157628j 0.0322126-0.00166942j -0.00460111+0.0369645j 0.0182196-0.00630951j 0.0365676-0.0128025j 3.96917e-05+0.0214911j -0.00345657+0.00946277j 0.00839822+0.0129922j 0.00596869-0.0105416j -0.0194768+0.0102054j -0.0363774-0.00550122j 0.0141603-0.00389646j 0.0231977-0.01459j 0.0135974+0.0196468j 0.00852272-0.00352324j 0.00507687+0.00448559j -0.017582-0.0176234j 5.85962e-05-0.011314j -0.0042289+0.00191496j 0.00613806-0.0285939j 0.00203511+0.00753612j 0.0121183+0.0223023j 0.00432925+0.00370342j 0.00725867+0.000905926j 
-0.000172795+0.00621749j -0.00812101-0.00280005j -0.00684442+0.00678659j 0.00586302+0.00663332j 0.000906188-0.0157066j 0.00939552-0.00311947j 0.00699008-0.00580654j 0.0008876+0.0239763j 0.0225584+0.025294j 0.0114935-0.0163202j 0.0189387+0.00815132j 0.00482218-0.0440826j -0.00813843+0.0261167j -0.00288193-0.00947254j 0.0353363-0.0110394j -0.0173533-0.0149741j -0.00349945+0.0333893j -0.00962639+0.00816762j -0.043791-0.0490729j 0.0086731+0.0066135j 0.024775+0.0538592j 0.00172104-0.0131016j -0.0530736-0.0371924j -0.0127685+0.0219154j 0.00501485-0.0260068j 0.0582654+0.0381535j -0.0695436+0.0434347j -0.0279265+0.00813615j 0.000125527+0.0468314j 0.021485+0.0259807j -0.0125443+0.000339858j -0.00533052+0.0540293j 0.056294-0.0382086j 0.0209694+0.00712185j -0.0247209+0.0448712j 0.0248791-0.0984454j -0.0831928+0.00301165j -0.0480659+0.0495688j 0.0892874-0.0300218j 0.111419-0.0684756j 0.0372039-0.0177206j 0.0393665+0.059952j 0.00457142+0.0566229j -0.0947643+0.00129513j -0.0708326-0.026925j -0.024733-0.0395505j 0.00168706-0.00333723j 0.0105277+0.0201379j -0.00592257-0.0518407j -0.0348564+0.0466784j 0.00231115+0.0122338j 0.0417866-0.0608318j 0.0211594+0.0020951j -0.0419868-0.0352657j 0.00011372+0.0550277j 0.000779002+0.00285704j -0.00208001-0.00119246j -0.0246581+0.0172534j -0.00402867-0.0140604j -0.0223128-0.00918785j 0.00358119-0.0342339j 0.00265815+0.038066j 0.0102489+0.012806j 0.0104447-0.00782217j -0.000984006+0.0297776j -0.00148556+0.0233514j -0.00768381+0.0060179j -0.00166636+0.00542655j -0.00640168+0.0218654j 
0.0024791+0.00847201j -0.00031735+0.00556702j -0.00611038+0.0029114j 0.00190749-0.00704012j -0.000726191+0.00431359j 0.00290319+0.010857j 0.00555183+0.00347039j 0.0010784+0.0137371j -0.0181885-0.00151485j 0.0229069+0.020187j 0.0129064+0.00946053j 0.0117471-0.0107462j 0.00392438+0.0399067j -0.0311392+0.00940022j -0.0278314-0.00905234j -0.0219418-0.00912743j -0.0145212-0.0272013j 0.00586744-0.0359128j 0.00162505-0.0283549j -0.00432017+0.0185029j -0.0321321+0.00297297j 0.0244426-0.0126906j -0.0122646+0.0334842j 0.0283548-0.00326835j -0.0149055-0.00356737j -0.0632832+0.0049316j -0.0574123+0.0254154j 0.0666384+0.0059238j 0.000240041-0.00399057j -0.0998889+0.0602406j 0.0516985+0.0153506j -0.0938457+0.00499807j 0.0469371-0.0740447j -0.18479+0.0202073j 0.0962907-0.0493136j 0.152965+0.000832658j 0.109075-0.0316523j 0.116509-0.0447548j -0.00709229+0.098788j -0.00897453+0.0039492j 0.0257164-0.0387004j -0.134118-0.00149884j -0.0840198+0.0895061j -0.0175785-0.0222196j 0.00527553+0.0228953j 0.0586705-0.0112235j -0.0506544+0.0824727j 0.00993756+0.0203162j 0.0191109-0.00603819j -0.0288841-0.00214728j 0.0312597-0.0254352j 0.00818502+0.0288155j -0.0153576-0.0408011j 0.0351874-0.00810216j -0.0808406+0.026022j 0.0199632+0.00517304j 0.0146528+0.00343415j 0.00727388+0.00851318j -0.0174205+0.00940414j -0.0345612-0.0390165j 0.0118602+0.0229484j -0.00877673+0.0380956j -0.00956275+0.0038375j 0.000261347-0.000801511j -0.00160341+0.00458944j 0.00860794-0.00669938j 0.00010087+0.0119204j -0.00688989+0.00561261j -0.00316102+0.00265778j 
0.00259508+0.00650951j -0.00530825-0.00217218j 0.00523121-0.000408824j 0.00255365-0.0126209j 0.00295694-0.00229825j 0.00785523-0.00469561j -0.00585854-0.0022947j -0.00992481+0.0491741j 0.0122319+0.00986153j 0.00597573-0.0212578j 0.00636978+0.0110422j 0.00479687+0.00181891j -0.0169914-0.00375334j -0.0189912-0.0409063j 0.0333699-0.00534007j 0.00919522-0.0132792j -0.0236954-0.0274958j -0.00932998-0.0264582j -0.0422617-0.033198j -0.000742319-0.00176384j 0.0326947-0.00754324j 0.0238782+0.00240861j 0.0395456+0.0427086j 0.00822227+0.037479j 0.0244721-0.0161255j 0.100694+0.0347937j -0.0126125+0.0903018j -0.00330361+0.0725201j -0.0618694+0.0292418j -0.0373228+0.0413167j -0.115287+0.0256599j -0.0184834-0.0555827j -0.0923196-0.0543546j 0.110821+0.210423j -0.0603155-0.0338823j -0.0556095-0.0716241j -0.192727+0.0646532j -0.0242832-0.0152565j -0.0735013+0.0261261j -0.0091517-0.00403019j -0.0399941-0.0191257j 0.0581686-0.0346086j 0.0153059+0.0610085j -0.0345813+0.00936432j -0.141077+0.0231663j -0.0133529+0.0377071j -0.0384819+0.0396877j 0.044103-0.005439j -0.0296773-0.00241467j 0.017176+0.000177258j 0.0175288-0.048901j 0.0132159-0.0132801j -0.0262104+0.00541392j -0.031104+0.0232956j 0.00798538-0.0296014j 0.0147464+0.0385017j -0.0176579-0.0316414j 0.00617146+0.023737j -0.00899138-0.0177816j -0.0104809+0.0120817j -0.0338473+0.0148223j 0.00412319-0.00961128j -0.0056893+0.00859345j 0.0113185+0.00944449j -0.0133093+0.0167561j -0.00235287-0.00426684j -0.00426649+1.64797e-05j -0.00453079-0.00502316j -0.00166564+0.00681431j 
0.00500242+0.00320384j 0.00358265-0.00511078j -0.00750087+0.00490444j 0.00673372-0.00532433j -0.0124928+0.0186781j -0.00620323-2.65869e-05j -0.00694012-0.0125033j -0.0113499+0.00171277j 0.0186752+0.0125035j 0.0223683+0.0102828j 0.0145789-0.0134206j -0.00939303+0.00784438j 0.0388169+0.0128949j -0.0118463+0.00270448j -0.00341514+0.00627322j 0.0228943+0.0232631j 0.0144001-0.0256914j 0.00666153-0.033512j 0.0119626-0.000720512j 0.0427995+0.0311902j -0.00369684-0.0231648j 0.000132928+0.049175j 0.058906-0.000753076j 0.0086743-0.0396646j 0.0462371+0.046241j -0.0789458+0.00547596j 0.0716959+0.0140938j 0.0884182+0.0323122j -0.0628321+0.0132548j 0.0383296-0.00734158j -0.107156-0.0362713j 0.0458189-0.0273145j 0.0401844+0.0228833j 0.0860029-0.0841957j 0.073792+0.0419415j 0.0306608-0.0671618j -0.00265135-0.0310354j -0.12975-0.0292201j -0.00305447-0.0635384j -0.0577013+0.020683j -0.034831-0.0224505j -0.0540941-0.016315j -0.0178232-0.0199439j -0.0109092-0.0842436j 0.0158572+0.0122636j -0.0585417-0.00806325j 0.0651028-0.0312756j -0.0228221-0.025283j 0.00831568+0.0150953j -0.00694297-0.00534124j 0.01948-0.0228501j 0.0134228+0.0229707j 0.000797879+0.00432506j -0.00895928+0.0302915j 0.000996213+0.0146636j -0.00039831+0.0054698j 0.00879242+0.0395373j 0.0174716-0.0191746j -9.65733e-05-0.00295353j -0.0251706-0.00354575j 0.00400579+0.00633473j 0.00535921+0.0328516j -0.00187426-0.000973441j -0.000738705-0.0265908j 0.00878589-0.0201976j 0.0124846-0.00951107j 0.00140918+0.0157996j -0.00146265-0.00203834j 0.00347419-0.000482999j 
0.00155972+0.00276196j 0.00308496-0.00165859j -0.00444929+0.00793903j -0.00686777-0.00339424j -0.000735222+0.00426362j 0.0123506-0.00352042j -0.0105849-0.0174683j 0.00374432-0.0268875j 0.020073-0.00693709j -0.00308209+0.0456703j 0.00068378-0.00498381j -0.000507288+0.0026597j 0.0107975+0.0366233j -0.00715896+0.0301462j -0.0224253-0.019547j -0.00861934-0.00931847j -0.0148484+2.83572e-05j -0.00774702+0.0217457j 0.00768861+0.0066943j 0.00396842+0.0101833j -0.0227743-0.0223664j 0.0322303+0.0195894j 0.0577599+0.00234215j 0.00717742-0.0244587j 0.0897335+0.0255739j 0.035398-0.0234572j -0.0236578-0.000670245j 0.0298301-0.0126049j -0.00677358-0.015344j -0.055943-0.0229714j -0.247689-0.00308602j -0.0867233+0.0391494j 0.0114544+0.00502279j 0.00347603+0.000525586j -0.0213226+0.0233785j 0.0406678+0.00420499j -0.0102338-0.0123002j 0.101292+0.0182422j -0.247343+0.0282084j 0.0584159-0.0269706j 0.0101621-0.012672j 0.0333172+0.00429153j -0.0212691-0.00199855j -0.0322049-0.0239613j -0.0893557+0.0261258j 0.00884807+0.0187339j -0.0614366+0.0107386j 0.0370759-0.0195656j -0.0219566+0.0258409j 0.00369974-0.0110997j 0.00719717-0.00393969j -0.0129245-0.018518j 0.01851-0.00473168j 0.00261507-0.0102208j -0.0186431+0.0252956j -0.0134458-0.0309375j -0.0107463+0.0380607j -0.000961194+0.00207011j 0.00589154+0.00503277j -0.00812814-0.045678j -0.0183621-0.00611384j 0.00755307+0.0248702j -0.00713955+0.0177912j 0.00869923+0.00292883j -0.00166299-0.00355873j 0.00588606-0.00396223j 0.0052008+0.00763921j -0.0039458-0.00118576j 0.000191135-0.00230198j 
0.00362346-0.00465304j 0.000971795+0.0116097j -0.0143411+0.0187965j -0.000384548-0.00658175j -0.00240195-0.000465452j 0.00529814-0.00592704j 0.000843611-0.00649389j -0.00599587+0.00791696j -0.0116953-0.0157253j -0.0112294+0.0108051j 0.0120268+0.0143435j 0.00923786+0.0120544j 0.00437198+0.0119002j -0.022633-0.00113586j -0.0239469+0.000588563j -8.29747e-05+0.0225925j 0.0228557-0.00103213j 0.0535103+0.0333313j 0.0131281+0.038271j -0.0273875+0.00484856j -0.00445101-0.0548778j 0.0441765+0.0152984j -0.00156116+0.0117259j -0.0643512-0.0376387j 0.0213795+0.00555971j 0.0115894-0.0328376j -0.122966-0.0586671j -0.00444542+0.0396197j -0.0405201-0.0115394j -0.0509395-0.00993385j 0.0764068-0.00730332j 0.0918667-0.0154766j 0.133311+0.0484748j 0.0665304-0.0356494j -0.00197861-0.00650219j -0.0248103+0.00503213j -0.169375+0.0233609j -0.128273-0.0430279j 0.0573739+0.0571165j 0.0253236+0.0112853j 0.0226455-0.00465273j 0.00310422-0.0139865j -0.149363-0.0228778j -0.0172778-0.0245368j -0.0241874+0.0300714j -0.07917+0.00651267j 0.0164217+0.00628657j 0.0189805-0.00820571j -0.0313823+0.0345688j -0.0212396-0.0211352j 0.0414175-0.0346526j 0.0796356+0.00754571j -0.0385211-0.00932191j 0.00624828+0.0268012j -0.0176625-0.0355809j -0.00627677-0.000962669j 0.00543949+0.0104701j -0.00853227+0.00821124j -0.00146214-0.0121209j 0.000286845-0.0122166j 0.00702689-0.00289906j -0.00694758-0.00561111j -0.0121594+0.00490403j 0.0180982+0.0127567j 0.00128559-0.00293283j 0.00756007-0.0038171j -0.00177964+0.0227892j -0.00521495+0.00857176j 0.00534994+0.0053896j 
0.00149083-0.00626623j 0.00139376-0.00172304j 0.011176-0.00791457j -0.00268436+0.00820225j 0.00597886-0.00276516j 0.00281873-0.0286725j -0.0069987+0.0144669j -0.00353772+0.00330003j 0.0164936-0.0041363j 0.000523189-0.00413065j -0.00318862+0.0258832j 0.000806683+0.00439827j -0.00766335+0.0257355j -0.00256361-0.0187014j 0.0444104+0.0162288j 0.00568944+0.0248968j 0.0111954-0.0365499j -0.00892189-0.0580084j 0.0298659-0.0238799j 0.0132231+0.0114432j -8.66989e-06+0.0193816j 0.00110962+0.0416912j -0.0130449+0.0329278j -0.00503782+0.0318378j 0.0608942+0.0258562j 0.0250779-0.0235283j 0.0198139+0.0832535j -0.026371-0.00387415j -0.00189373-0.0255885j 0.0159095-0.0302149j -0.070723-0.0506089j 0.025522-0.107005j 0.078572-0.0650434j -0.0466386+0.0397851j 0.0677561+0.01062j 0.00349017+0.0309326j -0.034474+0.00203682j -0.0076985-0.0296057j -0.0468548-0.0639558j 0.0121986-0.0495942j 0.0181792-0.0398236j -0.0430929-0.012567j 0.049099+0.027322j -0.024128-0.0332315j -0.0580268-0.00688068j 0.0107422+0.0197883j 0.00122594+0.0231423j 0.0239269-0.050892j 0.0331096-0.000126677j 0.00582697+0.0114089j -0.00565821+0.0136971j -0.0322744-0.0012037j 0.00169255-0.0163251j -0.00162869+0.0212713j 0.0287307+0.0174236j -0.0110888+0.0229934j -0.00510097+0.0247041j 0.00122181+0.0105379j 0.00379598-0.0288495j -0.00423934+0.00596763j -0.0138933-0.0223363j -0.00993247-0.00223825j 0.00288616-0.0130615j -0.0063919+0.0210428j 0.00307691+0.00573988j -0.00461085+0.00577125j 0.00812379-0.0124671j 0.00580496+0.00125108j 0.0020019+0.00439508j 
-0.00347419-0.000482999j -0.00146265+0.00203834j 0.00140918-0.0157996j 0.0124846+0.00951107j -0.00878589-0.0201976j 0.000738705-0.0265908j 0.00187426-0.000973441j -0.00535921+0.0328516j 0.00400579-0.00633473j 0.0251706-0.00354575j 9.65733e-05-0.00295353j 0.0174716+0.0191746j 0.00879242-0.0395373j 0.00039831+0.0054698j -0.000996213+0.0146636j -0.00895928-0.0302915j 0.000797879-0.00432506j -0.0134228+0.0229707j -0.01948-0.0228501j 0.00694297-0.00534124j -0.00831568+0.0150953j 0.0228221-0.025283j 0.0651028+0.0312756j 0.0585417-0.00806325j 0.0158572-0.0122636j -0.0109092+0.0842436j 0.0178232-0.0199439j 0.0540941-0.016315j -0.034831+0.0224505j -0.0577013-0.020683j 0.00305447-0.0635384j -0.12975+0.0292201j -0.00265135+0.0310354j -0.044665+0.0294947j 0.0334038-0.0358337j 0.054137-0.137641j 0.0401844-0.0228833j 0.0458189+0.0273145j 0.107156-0.0362713j 0.0383296+0.00734158j -0.0628321-0.0132548j -0.0884182+0.0323122j -0.0716959+0.0140938j -0.0789458-0.00547596j 0.0462371-0.046241j -0.0086743-0.0396646j 0.058906+0.000753076j -0.000132928+0.049175j 0.00369684-0.0231648j -0.0427995+0.0311902j -0.0119626-0.000720512j -0.00666153-0.033512j 0.0144001+0.0256914j 0.0228943-0.0232631j 0.00341514+0.00627322j 0.0118463+0.00270448j 0.0388169-0.0128949j -0.00939303-0.00784438j -0.0145789-0.0134206j -0.0223683+0.0102828j 0.0186752-0.0125035j 0.0113499+0.00171277j 0.00694012-0.0125033j 0.00620323-2.65869e-05j 0.0124928+0.0186781j 0.00673372+0.00532433j -0.00750087-0.00490444j 0.00358265+0.00511078j -0.00500242+0.00320384j 
-0.00166564-0.00681431j 0.00453079-0.00502316j 0.00426649+1.64797e-05j 0.00235287-0.00426684j -0.0133093-0.0167561j 0.0113185-0.00944449j -0.0056893-0.00859345j 0.00412319+0.00961128j 0.0338473+0.0148223j -0.0104809-0.0120817j -0.00899138+0.0177816j -0.00617146+0.023737j 0.0176579-0.0316414j 0.0147464-0.0385017j 0.00798538+0.0296014j 0.031104+0.0232956j 0.0262104+0.00541392j 0.0132159+0.0132801j 0.0175288+0.048901j 0.017176-0.000177258j -0.0296773+0.00241467j 0.044103+0.005439j 0.0384819+0.0396877j -0.0133529-0.0377071j 0.141077+0.0231663j 0.0345813+0.00936432j 0.0153059-0.0610085j 0.0581686+0.0346086j 0.0399941-0.0191257j 0.0091517-0.00403019j -0.0735013-0.0261261j 0.0242832-0.0152565j 0.192727+0.0646532j -0.221469-0.0795476j 0.0934882-0.0375242j 0.0561693+0.0298j 0.0923196-0.0543546j 0.0184834-0.0555827j -0.115287-0.0256599j 0.0373228+0.0413167j 0.0618694+0.0292418j -0.00330361-0.0725201j -0.0126125-0.0903018j -0.100694+0.0347937j -0.0244721-0.0161255j 0.00822227-0.037479j -0.0395456+0.0427086j 0.0238782-0.00240861j 0.0326947+0.00754324j -0.000742319+0.00176384j -0.0422617+0.033198j -0.00932998+0.0264582j 0.0236954-0.0274958j -0.00919522-0.0132792j 0.0333699+0.00534007j -0.0189912+0.0409063j 0.0169914-0.00375334j -0.00479687+0.00181891j 0.00636978-0.0110422j 0.00597573+0.0212578j -0.0122319+0.00986153j -0.00992481-0.0491741j -0.00585854+0.0022947j 0.00785523+0.00469561j 0.00295694+0.00229825j -0.00255365-0.0126209j -0.00523121-0.000408824j 0.00530825-0.00217218j 0.00259508-0.00650951j 
-0.00316102-0.00265778j 0.00688989+0.00561261j -0.00010087+0.0119204j -0.00860794-0.00669938j -0.00160341-0.00458944j 0.000261347+0.000801511j -0.00956275-0.0038375j -0.00877673-0.0380956j -0.0118602+0.0229484j -0.0345612+0.0390165j -0.0174205-0.00940414j -0.00727388+0.00851318j -0.0146528+0.00343415j 0.0199632-0.00517304j -0.0808406-0.026022j -0.0351874-0.00810216j 0.0153576-0.0408011j 0.00818502-0.0288155j 0.0312597+0.0254352j -0.0288841+0.00214728j 0.0191109+0.00603819j 0.00993756-0.0203162j 0.0506544+0.0824727j 0.0586705+0.0112235j -0.00527553+0.0228953j 0.0175785-0.0222196j -0.0840198-0.0895061j -0.134118+0.00149884j -0.0257164-0.0387004j 0.00897453+0.0039492j -0.00709229-0.098788j -0.116509-0.0447548j -0.109075-0.0316523j 0.0195976+0.256153j -0.0535729+0.00425117j 0.024225-0.0136089j -0.0469371-0.0740447j 0.0938457+0.00499807j 0.0516985-0.0153506j 0.0998889+0.0602406j -0.000240041-0.00399057j 0.0666384-0.0059238j -0.0574123-0.0254154j 0.0632832+0.0049316j 0.0149055-0.00356737j 0.0283548+0.00326835j 0.0122646+0.0334842j 0.0244426+0.0126906j -0.0321321-0.00297297j -0.00432017-0.0185029j 0.00162505+0.0283549j 0.00586744+0.0359128j 0.0145212-0.0272013j 0.0219418-0.00912743j -0.0278314+0.00905234j -0.0311392-0.00940022j -0.00392438+0.0399067j -0.0117471-0.0107462j 0.0129064-0.00946053j 0.0229069-0.020187j 0.0181885-0.00151485j 0.0010784-0.0137371j 0.00555183-0.00347039j 0.00290319-0.010857j -0.000726191-0.00431359j -0.00190749-0.00704012j 0.00611038+0.0029114j 0.00031735+0.00556702j 0.0024791-0.00847201j 
0.00640168+0.0218654j -0.00166636-0.00542655j -0.00768381-0.0060179j -0.00148556-0.0233514j 0.000984006+0.0297776j -0.0104447-0.00782217j -0.0102489+0.012806j -0.00265815+0.038066j 0.00358119+0.0342339j 0.0223128-0.00918785j 0.00402867-0.0140604j -0.0246581-0.0172534j -0.00208001+0.00119246j -0.000779002+0.00285704j -0.00011372+0.0550277j -0.0419868+0.0352657j 0.0211594-0.0020951j -0.0417866-0.0608318j -0.00231115+0.0122338j 0.0348564+0.0466784j 0.00592257-0.0518407j -0.0105277+0.0201379j 0.00168706+0.00333723j 0.024733-0.0395505j -0.0708326+0.026925j -0.0947643-0.00129513j -0.00457142+0.0566229j -0.0393665+0.059952j 0.0372039+0.0177206j 0.111419+0.0684756j -0.0892874-0.0300218j -0.0480659-0.0495688j -0.0831928-0.00301165j 0.0377559+0.0253666j 0.0620193+0.0416245j -0.0201789-0.0732823j 0.056294+0.0382086j -0.00533052-0.0540293j 0.0125443+0.000339858j 0.021485-0.0259807j 0.000125527-0.0468314j 0.0279265+0.00813615j 0.0695436+0.0434347j 0.0582654-0.0381535j 0.00501485+0.0260068j 0.0127685+0.0219154j -0.0530736+0.0371924j -0.00172104-0.0131016j -0.024775+0.0538592j -0.0086731+0.0066135j 0.043791-0.0490729j 0.00962639+0.00816762j -0.00349945-0.0333893j -0.0173533+0.0149741j -0.0353363-0.0110394j 0.00288193-0.00947254j -0.00813843-0.0261167j 0.00482218+0.0440826j -0.0189387+0.00815132j -0.0114935-0.0163202j 0.0225584-0.025294j -0.0008876+0.0239763j -0.00699008-0.00580654j -0.00939552-0.00311947j -0.000906188-0.0157066j 0.00586302-0.00663332j -0.00684442-0.00678659j -0.00812101+0.00280005j 0.000172795+0.00621749j 
