0.49278-0j -0.512476-0j -0.0595889-0j 0.0716384-0j -0.0430136-0j -0.0363761-0j -0.00525044-0j -0.0424388-0j 0.0764855-0j -0.00612552-0j 0.0360769-0j 0.0110397-0j 0.00520725-0j -0.015317-0j -0.00221082-0j -0.0264821-0j -0.00468141-0j -0.000390118-0j -0.0299147-0j 0.0237299-0j -0.00528822-0j -0.0246783-0j -0.000440685-0j 0.0628994-0j 0.00419489-0j -0.00436256-0j 0.000349574-0j 0.0171291-0j 0.0111191-0j -0.000363546-0j -0.00563321-0j 0.000926595-0j 0.00302803-0j 0.000252336-0j -0.00099582-0j -8.2985e-05-0j -0.0208702-0j -0.00347837-0j -0.00213006-0j -0.0230991-0j -0.000434797-0j -2.56206e-05-0j 0.0177416-0j -0.00384985-0j -0.0121743-0j -0.0184507-0j -0.00235754-0j -0.000481232-0j 0.0206985-0j 0.00295693-0j -2.83568e-05-0j -0.00202905-0j 0.037019-0j 0.00181074-0j -0.0124279-0j -0.00307512-0j -0.00124253-0j 0.0387949-0j -0.00188312-0j 0.000369617-0j -0.000253631-0j 0.00344975-0j -0.00038439-0j 2.17799e-05-0j 0.00747049-0j 0.00211253-0j 0.00616984-0j -1.49454e-05-0j -0.00207132-0j -2.26504e-05-0j -0.00200597-0j 0.00377824-0j 0.000431219-0j 0.00646582-0j -0.00126842-0j 0.00077123-0j 0.00395949-0j 2.54098e-05-0j 0.00124508-0j -0.000258915-0j 0.000808228-0j 0.000762454-0j 4.54452e-05-0j -1.52567e-05-0j -0.000334328-0j 0.000155635-0j -0.000204733-0j 4.76253e-05-0j -4.1791e-05-0j 9.1709e-06-0j -2.46256e-06-0j 
0.00207132-0j 0.001879-0j 0.0225645-0j 0.0276583-0j -0.0318378-0j 0.000148549-0j -0.00204338-0j 0.000663936-0j 0.000106128-0j -0.00913288-0j 0.000136152-0j -0.00145986-0j -0.00187287-0j 7.48862e-05-0j -0.00103011-0j -0.0156121-0j -0.000901404-0j -0.000228537-0j 0.0343548-0j 0.0283181-0j 0.00198356-0j 0.0256888-0j 0.000502902-0j 0.0245443-0j 0.00163502-0j 0.00148321-0j 0.000414535-0j -0.039956-0j 0.00141713-0j 0.000376045-0j 0.0422968-0j 0.000359291-0j -0.00230696-0j -0.000584895-0j 0.00244211-0j 0.000619161-0j 8.52274e-05-0j 0.0966889-0j 8.69848e-06-0j -0.000183756-0j -0.000169215-0j -2.00469e-05-0j 7.45739e-05-0j -0.208468-0j -0.000245259-0j 6.76498e-05-0j -1.87545e-05-0j 0.00036484-0j 0.000333307-0j 0.0846028-0j 4.32224e-05-0j -0.278242-0j 3.07602e-05-0j 7.61117e-06-0j -0.000383674-0j 0.0767474-0j -2.50317e-05-0j 4.83313e-05-0j 6.90448e-06-0j -0.000148064-0j 0.000486952-0j 0.378131-0j -0.000134316-0j -1.7541e-05-0j 3.75942e-05-0j 3.4018e-05-0j 0.0348969-0j 5.76889e-05-0j -0.435271-0j -1.59123e-05-0j -0.000357568-0j 3.13945e-06-0j -0.000661768-0j 0.054831-0j -3.91585e-05-0j -6.10731e-05-0j 4.9328e-06-0j -7.83993e-05-0j 0.0426499-0j 0.000761769-0j -9.59599e-05-0j 3.83694e-06-0j -7.23529e-06-0j 9.02463e-05-0j -0.405655-0j -7.46417e-05-0j -3.64941e-05-0j -1.13683e-05-0j 0.000709937-0j -8.84276e-06-0j 8.41058e-05-0j 
-2.26504e-05-0j 2.28714e-05-0j 0.000509858-0j -0.000609055-0j 0.000330439-0j 4.82112e-06-0j 0.0190933-0j 1.82948e-06-0j -1.16054e-06-0j 0.00724535-0j 1.65726e-06-0j -0.00459612-0j 0.00656331-0j -3.23282e-06-0j -0.0128031-0j -1.18258e-06-0j 4.00554e-05-0j 0.045233-0j -3.82736e-06-0j -1.09073e-06-0j 0.000129637-0j 1.10137e-06-0j 0.146394-0j 9.21319e-07-0j 3.69443e-05-0j -3.73048e-05-0j 0.0417198-0j -7.06902e-07-0j -3.12061e-05-0j -0.0421268-0j -2.63788e-06-0j -0.0352398-0j 2.39436e-05-0j 0.0270386-0j 8.93479e-05-0j 0.100897-0j -9.3198e-07-0j 2.97619e-05-0j -9.51198e-08-0j 9.95769e-07-0j -0.000532744-0j -0.135534-0j 2.42028e-06-0j -3.17989e-05-0j -5.43655e-07-0j -2.4439e-06-0j 1.0163e-07-0j 0.000569208-0j 9.18429e-07-0j -7.72894e-05-0j 0.14481-0j 1.73611e-05-0j -3.36369e-07-0j 2.47019e-07-0j -4.98288e-07-0j 7.80435e-05-0j -5.54866e-08-0j 5.88293e-07-0j -2.49429e-07-0j 0.0013835-0j -0.000310767-0j -2.93291e-05-0j -0.001397-0j 0.351972-0j -1.62293e-06-0j 9.37367e-08-0j 1.07416e-05-0j -0.0790614-0j 1.59123e-05-0j -0.355406-0j -1.6283e-06-0j -3.43306e-08-0j 0.000524998-0j -1.87866e-05-0j -5.08563e-08-0j -0.000192278-0j 6.00424e-08-0j 0.133563-0j 5.18268e-05-0j -0.000284834-0j 0.000336284-0j -1.6564e-07-0j -0.0489167-0j -0.0724638-0j 5.19981e-05-0j -0.000927711-0j -1.66188e-07-0j 0.0855529-0j -0.000930778-0j -0.236016-0j -0.236796-0j 
-0.00200597-0j -0.0368411-0j -0.000235664-0j 0.00142778-0j 0.00742534-0j -0.000143861-0j -2.07646e-05-0j 0.000821744-0j -0.00010278-0j 0.000118609-0j -0.0026695-0j -1.4835e-05-0j -0.000385309-0j -0.00190474-0j -0.000274925-0j -0.000104732-0j -1.85142e-05-0j -1.54285e-06-0j 0.000579238-0j -9.65976e-05-0j 0.000102396-0j -0.00177409-0j 8.53299e-06-0j 0.000413828-0j -1.70762e-05-0j -0.000313617-0j -1.42302e-06-0j 0.00304361-0j 7.31551e-05-0j -2.61348e-05-0j -0.00314616-0j 6.09626e-06-0j 0.00053804-0j 4.48367e-05-0j -0.000556168-0j -4.63473e-05-0j 0.0159652-0j -1.37564e-05-0j -8.42402e-06-0j -0.0865143-0j -1.71955e-06-0j -1.01325e-07-0j 0.0139695-0j 7.45448e-05-0j 0.00931303-0j 0.256561-0j 4.56492e-05-0j 9.3181e-06-0j -0.0797948-0j -1.20368e-05-0j 5.49074e-07-0j -8.02455e-06-0j 0.00576215-0j -7.37102e-06-0j -0.414982-0j -0.000221065-0j -4.91401e-06-0j 0.183296-0j -0.000135374-0j -1.5046e-06-0j -1.00307e-06-0j 6.8755e-05-0j -2.76331e-05-0j -8.86596e-08-0j 0.184958-0j 4.21036e-05-0j -4.96494e-06-0j -5.91064e-08-0j 0.000357568-0j -1.6283e-06-0j -0.23332-0j -3.04039e-06-0j 8.59437e-06-0j -0.000157937-0j 0.000218965-0j -6.20617e-07-0j -9.6716e-05-0j 5.06428e-07-0j -0.000159368-0j 4.4696e-05-0j -1.97421e-05-0j -9.75929e-05-0j -3.65702e-08-0j 2.63374e-06-0j 0.000201039-0j -1.99211e-05-0j 0.000123111-0j -1.16331e-06-0j 2.51299e-05-0j -1.17386e-06-0j 1.48079e-06-0j 
0.00377824-0j -0.000776746-0j -9.03173e-05-0j 0.000549265-0j -6.51945e-05-0j 0.0105974-0j -7.95796e-06-0j 0.0123636-0j 0.094582-0j -9.28428e-06-0j -0.0531669-0j -7.1025e-05-0j 3.99249e-05-0j 0.00446226-0j -3.35088e-06-0j -4.01381e-05-0j 0.00136382-0j -5.91291e-07-0j -4.53408e-05-0j 0.000181942-0j 0.0015406-0j -3.74043e-05-0j -6.67934e-07-0j -0.000404669-0j -0.00618206-0j 0.00127093-0j 2.68025e-06-0j 0.000131332-0j 0.0137499-0j -5.51017e-07-0j -8.5381e-06-0j -5.96133e-06-0j -0.00446245-0j 1.93471e-06-0j 0.00029011-0j -1.25778e-07-0j -3.16325e-05-0j -5.27208e-06-0j -0.0590154-0j -3.50107e-05-0j 0.000126668-0j -3.88325e-08-0j 0.000136028-0j -5.83512e-06-0j -1.84523e-05-0j -2.79652e-05-0j -0.0653181-0j 0.000140196-0j 0.0001587-0j 2.26714e-05-0j -4.29797e-08-0j -3.07538e-06-0j -8.26774e-05-0j 0.253782-0j -1.88367e-05-0j -4.66087e-06-0j -0.0344257-0j -0.000249591-0j -0.0521736-0j -0.000544708-0j 7.38898e-05-0j 2.64499e-05-0j 0.000111983-0j 1.6699e-07-0j 5.72777e-05-0j 0.296079-0j -1.37796e-05-0j -2.26523e-08-0j -3.13945e-06-0j -3.43306e-08-0j -3.04039e-06-0j -0.154248-0j -0.000635493-0j -4.15984e-05-0j -0.0351429-0j 0.000331072-0j -0.465651-0j 1.94822e-07-0j 9.54628e-06-0j 7.54292e-05-0j 0.000999455-0j 0.106861-0j -1.01496e-07-0j -2.31242e-08-0j -5.06732e-07-0j -0.000229362-0j -0.00567234-0j -3.06401e-07-0j 1.21749e-05-0j 7.0315e-08-0j -3.73243e-09-0j 
-0.000431219-0j -0.000432915-0j 0.00977304-0j 0.000103511-0j 0.0069879-0j -0.00304328-0j 0.0204247-0j 0.000120976-0j 0.00639889-0j -0.000811921-0j -0.00291366-0j -0.0429455-0j 0.0195547-0j 0.00375552-0j -0.0252048-0j 2.31738e-05-0j 0.0373254-0j 0.00465072-0j 4.53548e-07-0j 4.08373e-05-0j 0.000730519-0j 4.09979e-05-0j 9.10222e-05-0j -9.53643e-07-0j 0.0657758-0j 0.0660344-0j 0.00819561-0j 2.91994e-05-0j -0.00153601-0j 0.00822783-0j -1.92909e-05-0j -0.000191386-0j 0.0470308-0j 0.00586001-0j -0.0310713-0j -0.00387147-0j 1.8263e-05-0j -0.000290084-0j -0.000358272-0j 3.50215e-07-0j -0.161706-0j 0.00061516-0j -1.55252e-05-0j -5.5627e-06-0j -5.25555e-05-0j -1.55863e-05-0j -6.8703e-06-0j -0.00310091-0j 6.17157e-07-0j 0.000246597-0j 1.17964e-05-0j 0.000834775-0j -3.23944e-05-0j 0.000304564-0j 4.16634e-05-0j 0.000247567-0j 0.001031-0j 3.27721e-05-0j 0.000305761-0j 0.137465-0j 0.465343-0j -9.80272e-06-0j 0.138005-0j -0.000522942-0j 1.91587e-05-0j -1.2107e-05-0j 0.000514542-0j -0.00177025-0j -0.000661768-0j -0.000524998-0j -8.59437e-06-0j 0.000635493-0j -0.0054645-0j -0.000520541-0j -0.000817326-0j 0.28683-0j -0.000642902-0j 2.07879e-05-0j -0.00030431-0j -0.3689-0j -0.290174-0j -0.000375842-0j -0.00109115-0j 0.00140336-0j 0.00013651-0j -0.169637-0j 0.000168599-0j 0.00110387-0j 0.0760972-0j 0.000645329-0j -0.000289488-0j 
-0.00646582-0j -0.0022184-0j -0.0121698-0j -0.042785-0j -0.00788726-0j 0.00015756-0j -0.00216734-0j -0.00017745-0j 9.99304e-05-0j 0.00244094-0j 0.000473084-0j -0.00137461-0j -0.00650759-0j 0.000313567-0j -0.00431333-0j -0.0165591-0j -0.000956084-0j -0.0002424-0j 0.0180573-0j 0.0449494-0j 0.00104259-0j 0.015422-0j 0.000264332-0j 0.0114527-0j 0.00259527-0j 0.000890429-0j 0.000657991-0j 0.0291317-0j 0.00066125-0j 0.000225755-0j -0.0369369-0j 0.00016765-0j 0.00168199-0j 0.000426444-0j -0.00213265-0j -0.0005407-0j 9.03973e-05-0j 0.102554-0j 9.22613e-06-0j -9.65845e-05-0j -0.00017948-0j -2.12629e-05-0j -0.000232789-0j -0.109573-0j 5.27317e-05-0j -7.98693e-05-0j -9.85761e-06-0j 0.000191765-0j 0.000262177-0j -0.264095-0j 2.27182e-05-0j 0.0598232-0j 0.00040758-0j -2.3759e-05-0j 4.83313e-05-0j -0.0906103-0j 5.38191e-06-0j -5.06563e-05-0j -8.15163e-06-0j 0.000462194-0j -0.000104697-0j 0.297435-0j 0.000158577-0j 5.47558e-05-0j -0.000463286-0j 2.67583e-05-0j 0.462392-0j -1.24034e-05-0j 0.054831-0j 1.87866e-05-0j 0.000157937-0j 4.15984e-05-0j -0.000520541-0j -0.0574686-0j 4.9328e-06-0j -0.000809233-0j -5.17008e-06-0j -6.16682e-05-0j -0.52559-0j -9.59599e-05-0j 0.000100576-0j -4.72839e-05-0j -9.58694e-05-0j -1.13683e-05-0j 0.179176-0j 0.000919836-0j 1.61193e-05-0j 1.19152e-05-0j -0.000313577-0j 0.000108972-0j -3.71493e-05-0j 
0.00126842-0j 0.00115065-0j -0.000293055-0j -0.000359211-0j 0.000413492-0j -0.0174848-0j 1.313e-05-0j -0.078148-0j -0.0124917-0j 5.86842e-05-0j -0.0160257-0j 9.3805e-06-0j 1.20343e-05-0j -0.00881442-0j 6.61907e-06-0j 6.62245e-05-0j -0.0022502-0j 9.7558e-07-0j -0.000145729-0j -0.000120122-0j 0.00495161-0j -0.000108969-0j -2.14679e-06-0j -0.000104114-0j 0.00408154-0j 0.00370257-0j -1.76956e-06-0j 0.000169488-0j 0.0035376-0j -1.60526e-06-0j -0.000179418-0j -1.53374e-06-0j -0.00575893-0j 2.4968e-06-0j 0.00609631-0j -2.64307e-06-0j 5.21909e-05-0j 8.69848e-06-0j 0.0973705-0j -0.000112527-0j -0.000208992-0j 6.40704e-08-0j 4.5667e-05-0j -1.87545e-05-0j -0.00015019-0j 4.14269e-05-0j -0.209937-0j 0.000450601-0j 0.000204108-0j 7.61117e-06-0j -1.3814e-07-0j -2.50317e-05-0j 1.88367e-05-0j 0.0851992-0j -0.000234951-0j 6.90448e-06-0j -0.280203-0j 2.95968e-05-0j 0.0772884-0j -0.000182868-0j 0.000601417-0j 3.4018e-05-0j -0.000165889-0j 5.60616e-08-0j 2.30216e-05-0j 0.380796-0j 3.13945e-06-0j -1.84376e-07-0j -3.91585e-05-0j 5.08563e-08-0j -0.000218965-0j 0.0351429-0j -0.000817326-0j 4.9328e-06-0j -0.438339-0j -7.54292e-05-0j 0.0552175-0j 2.50566e-07-0j 3.83694e-06-0j 0.000940833-0j -0.000118517-0j 0.0429506-0j 2.31242e-08-0j -2.8843e-07-0j -3.64941e-05-0j -9.21874e-05-0j -0.408514-0j 3.63335e-08-0j 0.000876818-0j 2.82617e-08-0j -2.68805e-07-0j 
-0.00077123-0j 0.000158553-0j -0.00175698-0j 0.0106851-0j -0.00126826-0j -0.00107596-0j 0.00722122-0j -0.00125529-0j -0.00960301-0j 0.00842476-0j 0.00539809-0j 0.0644497-0j -0.0362288-0j -0.000453058-0j 0.00304066-0j 8.19316e-06-0j 0.0131965-0j 0.00164428-0j 9.25516e-06-0j -3.71387e-05-0j 0.0149071-0j 7.63512e-06-0j 0.00185741-0j 8.26026e-05-0j -0.0598184-0j 0.0122977-0j -0.00745332-0j -2.68081e-05-0j 0.133046-0j 0.00153228-0j 1.74283e-06-0j 0.0165774-0j -0.0431792-0j -0.00538009-0j 0.00280714-0j 0.000349767-0j 6.45695e-06-0j -0.00010256-0j -0.000126668-0j 7.14653e-06-0j -0.0571718-0j 0.000217492-0j -2.77666e-05-0j -0.000113513-0j 3.76655e-06-0j 5.70838e-06-0j -0.000140196-0j -0.0632776-0j -3.23944e-05-0j 0.000441036-0j 0.000240719-0j -5.98267e-05-0j 1.68765e-05-0j 0.000544708-0j 3.84502e-06-0j -9.067e-05-0j -7.38898e-05-0j 5.09475e-05-0j -0.000111983-0j 0.245854-0j -0.0333502-0j 0.000514542-0j -0.0505437-0j -0.000935274-0j -1.16918e-05-0j 0.000635493-0j -0.00026806-0j 0.00012687-0j -6.10731e-05-0j 0.000192278-0j 6.20617e-07-0j -0.000331072-0j 0.28683-0j -0.000809233-0j -7.54292e-05-0j -0.149429-0j -0.000999455-0j -0.00109115-0j 0.000185708-0j -0.034045-0j -0.451104-0j 0.000229362-0j 0.000568456-0j 0.000129513-0j -9.85768e-06-0j 0.103522-0j -1.21749e-05-0j 0.00171608-0j -0.00549513-0j -0.000393818-0j 2.09045e-05-0j 
-0.00395949-0j -0.00135849-0j 0.000158055-0j 0.000555669-0j 0.000102436-0j -0.0185454-0j 1.39264e-05-0j 0.0208866-0j -0.0117622-0j -1.56845e-05-0j -0.055684-0j 8.83269e-06-0j 4.18151e-05-0j -0.0369082-0j 2.77157e-05-0j 7.02417e-05-0j -0.00238669-0j 1.03476e-06-0j -7.6597e-05-0j -0.00019067-0j 0.00260263-0j -6.54182e-05-0j -1.12838e-06-0j -4.85808e-05-0j 0.00647863-0j 0.0022228-0j -2.80883e-06-0j -0.000123573-0j 0.00165069-0j -9.63701e-07-0j 0.000156682-0j -7.15663e-07-0j 0.0041988-0j -1.8204e-06-0j -0.00532378-0j 2.30814e-06-0j 5.53568e-05-0j 9.22613e-06-0j 0.103277-0j -5.91457e-05-0j -0.00022167-0j 6.79569e-08-0j -0.000142554-0j -9.85761e-06-0j 3.22915e-05-0j -4.89098e-05-0j -0.110346-0j 0.000236842-0j 0.00016055-0j -2.3759e-05-0j -7.26082e-08-0j 5.38191e-06-0j 0.000249591-0j -0.265957-0j 2.95968e-05-0j -8.15163e-06-0j 0.0602449-0j -3.10205e-05-0j -0.091249-0j 0.000570839-0j -0.000129307-0j 2.67583e-05-0j 0.000195853-0j -1.75001e-07-0j -0.000283704-0j 0.299531-0j 4.15984e-05-0j 3.96415e-08-0j 4.9328e-06-0j -6.00424e-08-0j 9.6716e-05-0j 0.465651-0j -0.000642902-0j -5.17008e-06-0j 0.0552175-0j -0.000999455-0j -0.0578737-0j 1.97093e-07-0j -4.72839e-05-0j -0.000118517-0j 0.000124218-0j -0.529295-0j 3.06401e-07-0j 3.63335e-08-0j 1.61193e-05-0j 0.00113606-0j 0.180439-0j -3.80813e-08-0j -0.000387287-0j -3.48279e-07-0j 1.1873e-07-0j 
2.54098e-05-0j 2.55097e-05-0j -0.00115781-0j -1.22629e-05-0j -0.000827852-0j -1.87571e-06-0j -0.00742845-0j 7.4563e-08-0j 3.94392e-06-0j 0.000295295-0j -1.79581e-06-0j 0.0156193-0j -0.00711204-0j 2.31469e-06-0j 0.00916696-0j -1.36553e-06-0j 4.6252e-05-0j 0.0522305-0j -2.67256e-08-0j -2.40636e-06-0j 9.05226e-07-0j -2.41582e-06-0j 0.00102224-0j 5.61939e-08-0j 8.15063e-05-0j 8.18268e-05-0j 0.0920418-0j -1.72059e-06-0j -1.90335e-06-0j 0.0924037-0j 1.13672e-06-0j -0.00214938-0j 5.82785e-05-0j 0.0658116-0j -3.85022e-05-0j -0.043479-0j -1.07616e-06-0j 3.4366e-05-0j -1.09835e-07-0j -2.06366e-08-0j -0.00061516-0j -0.156501-0j 9.14832e-07-0j 6.5901e-07-0j 3.09686e-06-0j 9.18429e-07-0j -2.10622e-09-0j -1.17964e-05-0j -3.63663e-08-0j -2.92143e-05-0j -0.00300109-0j -9.88953e-05-0j 1.90886e-06-0j 9.33696e-08-0j -2.45504e-06-0j -2.93291e-05-0j 3.16072e-07-0j -1.93111e-06-0j 9.37367e-08-0j 0.000522942-0j 0.00177025-0j 1.16132e-06-0j 0.000524998-0j 0.13304-0j -1.12893e-06-0j -3.71162e-09-0j -6.09575e-05-0j 0.450364-0j 7.83993e-05-0j 0.133563-0j 5.06428e-07-0j 1.94822e-07-0j -2.07879e-05-0j 6.16682e-05-0j -2.50566e-07-0j 0.00109115-0j -1.97093e-07-0j -0.0052886-0j 3.60514e-05-0j -0.00140336-0j -0.00110387-0j -1.15221e-07-0j 0.277597-0j -0.357026-0j -1.61723e-05-0j -0.000645329-0j 5.16871e-08-0j -0.280833-0j 0.000289488-0j -0.164176-0j 0.0736477-0j 
0.00124508-0j -0.00611995-0j 0.00709907-0j 0.0250122-0j 0.00613505-0j -9.19097e-05-0j 0.00126428-0j 0.000314253-0j 0.000193252-0j -0.00432276-0j 0.000430827-0j -0.00265831-0j -0.00592631-0j 0.000538432-0j -0.0074065-0j 0.00965949-0j 0.000557715-0j 0.0001414-0j -0.0319784-0j -0.00865562-0j -0.00184636-0j 0.0425449-0j -0.000468116-0j 0.0672387-0j -0.000499754-0j 0.00245644-0j -0.000126705-0j -0.00748023-0j 0.0038822-0j 0.000622793-0j -0.0382567-0j 0.000984273-0j -0.00043189-0j -0.000109499-0j -0.00220885-0j -0.00056002-0j -5.27317e-05-0j -0.0598232-0j -5.38191e-06-0j 0.000171045-0j 0.000104697-0j 1.24034e-05-0j 4.48268e-05-0j 0.194048-0j -3.07602e-05-0j -0.000220337-0j 1.74572e-05-0j -0.000339603-0j -0.000153269-0j 0.0508552-0j -4.02326e-05-0j -0.0348969-0j 9.35341e-05-0j 4.57511e-06-0j -3.75942e-05-0j -0.249968-0j -3.13945e-06-0j 0.000463286-0j -2.2488e-05-0j -8.90017e-05-0j 6.10731e-05-0j -0.173881-0j 0.00043747-0j -1.0544e-05-0j -0.000262608-0j -1.5643e-05-0j 0.106113-0j 7.23529e-06-0j -0.0426499-0j 5.18268e-05-0j -0.000159368-0j 9.54628e-06-0j 0.00030431-0j 0.52559-0j -3.83694e-06-0j -0.000185708-0j 4.72839e-05-0j 3.60514e-05-0j -0.297924-0j 7.46417e-05-0j -0.000919836-0j -2.68023e-05-0j -2.20007e-05-0j 8.84276e-06-0j -0.180801-0j 0.000521397-0j -1.62655e-05-0j -0.000108972-0j 0.00031642-0j 6.17696e-05-0j 3.74861e-05-0j 
-0.000258915-0j -0.000234875-0j -0.00570094-0j -0.0069879-0j 0.00804385-0j 0.00177525-0j -0.0119144-0j 0.00793445-0j 0.0012683-0j -0.0532513-0j 0.00162711-0j -0.00851206-0j -0.0109202-0j 0.000894938-0j -0.00600629-0j -1.3518e-05-0j -0.0217732-0j -0.00271292-0j 2.97468e-05-0j 2.45198e-05-0j 0.0479124-0j 2.22432e-05-0j 0.00596985-0j 2.12521e-05-0j 0.0394935-0j 0.0358265-0j 0.00492086-0j -3.45967e-05-0j 0.0342303-0j 0.00446396-0j 3.66235e-05-0j 0.00426507-0j -0.0557241-0j -0.00694318-0j 0.0589886-0j 0.00734993-0j -1.06534e-05-0j 0.000169215-0j 0.000208992-0j 2.29695e-05-0j 0.0943286-0j -0.000358843-0j -9.32174e-06-0j -0.00036484-0j 3.06574e-05-0j -8.45622e-06-0j -0.000450601-0j -0.203379-0j -4.16634e-05-0j 0.000148064-0j 0.00077369-0j -0.000486952-0j -3.84502e-06-0j 0.000182868-0j 4.79592e-05-0j 0.000134316-0j -0.000601417-0j -6.04142e-06-0j 0.000165889-0j 0.0825375-0j -0.27145-0j 0.000661768-0j 0.074874-0j -0.000313988-0j -4.69927e-06-0j 0.000817326-0j 6.10731e-05-0j 0.00103264-0j -0.000761769-0j -0.000284834-0j 4.4696e-05-0j 7.54292e-05-0j 0.3689-0j 9.59599e-05-0j -0.000940833-0j 0.034045-0j 0.000118517-0j -0.00140336-0j 7.46417e-05-0j -0.424645-0j 0.0534925-0j 9.21874e-05-0j -0.000129513-0j 0.00161543-0j -0.000709937-0j 0.0416088-0j -0.000876818-0j -0.000203495-0j -0.395752-0j -0.000158287-0j 0.00150551-0j 
0.000808228-0j 0.0002773-0j 0.00307472-0j 0.0108097-0j 0.00199273-0j 0.00188294-0j -0.0126371-0j -0.00212064-0j 0.00119423-0j 0.0142324-0j 0.00565366-0j -0.00801497-0j -0.037944-0j 0.00374733-0j -0.0251498-0j -1.4338e-05-0j -0.0230939-0j -0.00287749-0j 1.56353e-05-0j 3.89203e-05-0j 0.0251834-0j 1.33534e-05-0j 0.00313783-0j 9.91652e-06-0j 0.062688-0j 0.0215081-0j 0.00781088-0j 2.52242e-05-0j 0.0159723-0j 0.00267989-0j -3.19825e-05-0j 0.00199014-0j 0.0406281-0j 0.00506223-0j -0.0515135-0j -0.00641855-0j -1.12997e-05-0j 0.00017948-0j 0.00022167-0j 1.20731e-05-0j 0.100051-0j -0.000380611-0j 2.90987e-05-0j -0.000191765-0j -6.59147e-06-0j 9.98366e-06-0j -0.000236842-0j -0.106899-0j -3.27721e-05-0j -0.000462194-0j 0.000406662-0j 0.000104697-0j -5.09475e-05-0j -0.000570839-0j -6.04142e-06-0j -0.000158577-0j 0.000129307-0j 6.33203e-06-0j -0.000195853-0j -0.257649-0j 0.0583629-0j 0.000520541-0j -0.0883984-0j 0.000980142-0j 5.79108e-05-0j 0.000642902-0j 0.000809233-0j -0.000222023-0j 9.59599e-05-0j 0.000336284-0j -1.97421e-05-0j 0.000999455-0j 0.290174-0j -0.000100576-0j 0.000118517-0j 0.451104-0j -0.000124218-0j -0.00110387-0j -0.000919836-0j 0.0534925-0j -0.0560657-0j -0.00113606-0j -0.00171608-0j -0.000203495-0j 0.000313577-0j -0.512759-0j 0.000387287-0j 0.000213284-0j 0.174802-0j 0.00195063-0j -0.00066498-0j 
0.000762454-0j -0.00374769-0j -9.21989e-05-0j -0.000324846-0j -7.96788e-05-0j 0.0108182-0j -8.12375e-06-0j -0.0369889-0j -0.0227466-0j 2.77763e-05-0j -0.0507102-0j 1.70812e-05-0j 3.80801e-05-0j -0.0633758-0j 4.75912e-05-0j -4.09743e-05-0j 0.00139224-0j -6.03609e-07-0j 0.000135649-0j 3.67161e-05-0j -0.00460911-0j -0.00018047-0j 1.99829e-06-0j -0.000285218-0j -0.00124755-0j 0.00613207-0j 5.40879e-07-0j 3.17302e-05-0j 0.00969123-0j -2.65858e-06-0j 0.00016228-0j -4.20166e-06-0j -0.00107814-0j 4.6743e-07-0j -0.005514-0j 2.39061e-06-0j -3.22915e-05-0j -5.38191e-06-0j -0.0602449-0j 0.000104743-0j 0.000129307-0j -3.96415e-08-0j 2.74507e-05-0j 1.74572e-05-0j -1.88367e-05-0j -0.000134928-0j 0.195416-0j -0.000419432-0j -9.38579e-05-0j 4.57511e-06-0j 1.28585e-07-0j -3.13945e-06-0j 5.72777e-05-0j 0.0512136-0j -2.30216e-05-0j -2.2488e-05-0j -0.0351429-0j 0.000283704-0j -0.25173-0j -0.000109923-0j 7.54292e-05-0j -1.5643e-05-0j 0.000540303-0j 3.36989e-08-0j -0.000160814-0j -0.175107-0j 9.54628e-06-0j -2.31242e-08-0j -3.83694e-06-0j -1.6564e-07-0j -9.75929e-05-0j 0.106861-0j 0.000375842-0j 4.72839e-05-0j -0.0429506-0j -0.000229362-0j 0.529295-0j -1.15221e-07-0j -2.68023e-05-0j 9.21874e-05-0j -0.00113606-0j -0.300024-0j 7.0315e-08-0j -2.82617e-08-0j -1.62655e-05-0j 0.000643959-0j -0.182075-0j 3.48279e-07-0j 0.000390799-0j -1.97417e-07-0j -1.19807e-07-0j 
