-0.172819-6.66134e-16j -0.0637677-0.00454799j -0.0794011-0.0875672j -0.0655715-0.119768j 0.0194353+0.00365243j 0.0284131+0.0231917j 0.0562529+0.00131941j 0.00835443+0.060127j -0.0255341-0.0606376j 0.0220629+0.0042844j 0.00470449-0.0143045j -0.00510401-0.0521607j 0.0196656+0.000897683j 0.0149027+0.0430815j 0.0195357+0.0171157j -0.00312334-0.00465573j -0.0166314+0.00407412j -0.00276971-0.0580447j -0.028042-0.0180053j 0.00771167+0.0114745j -0.0138938+0.008918j -0.00707524-0.0137069j -0.00889467-0.00220763j 0.00575916+0.000180707j 0.00330608-0.0240543j 0.00728328-0.0228641j 0.0270427+0.0041104j -0.00227899+0.0136199j -0.00462667-0.00683283j 0.00667999-0.00688497j 0.0262166+0.00540731j 0.00296867+0.0311708j -0.000169047+0.00414871j -0.0128716-0.0115952j -0.0289505-0.00887051j -0.0146944-0.0156687j 0.0112184+0.00307704j 0.0282127+0.00148092j 0.0340822+0.0221563j 0.00235914+0.00259634j -0.0320079+0.00185695j 0.0392281-0.00736641j -0.0121083+0.00585831j -0.0246931-0.0175894j 0.00491011+0.0235804j 0.00381035+0.00675227j 0.00383514+0.0139991j 0.00564054+0.00349741j 0.0102547-0.008151j -0.0024252-0.00163621j 0.00608433+0.0146065j 0.00593939+0.00886702j 0.0288735-0.0199465j -0.0141027-0.0170237j -0.00201109+0.0277362j -0.00531868-0.000148849j 0.0537793-0.0453423j 0.00599789-0.0291654j -0.00657867-0.00484812j 0.0143018-0.022532j 0.00622811-0.0274357j -0.00898835+0.0236435j -0.00299654-0.000815388j -0.00973096+0.0225565j -0.0129606+0.00513089j 0.00185791+0.0126925j 0.0134218-0.0329646j -0.0107185+0.0292247j -0.01441+0.0149749j 0.0257129+0.0163412j -0.0179425-0.0335221j 0.0210699+0.0174798j -0.0237784+0.0646631j 0.0334605-0.00767965j 0.0409281+0.0160471j 0.0159887-0.0221913j -0.0135661+0.0114165j -0.00346516-0.0184944j -0.0374431-0.00982012j 0.0203405-0.02119j 0.0349804-0.0355614j -0.016005+0.0422501j 0.0335458+0.00500779j -0.00228345+0.0155834j -0.0520195+0.0684195j -0.0564075+0.0525703j -0.0425487+0.11091j 0.00705249-0.0745982j -0.137153-0.224349j 0.325838+0.0673966j 0.0644779-0.158039j -0.040156+0.0445682j -0.0112088-0.0740847j -0.0870078+0.217643j -0.0161288-0.00986384j 0.00728882+0.0114345j 0.211343+0.1339j 
-0.0289505+0.00887051j 0.0369272+0.0236135j 0.0248675-0.084057j -0.00259189-0.0100972j -0.0669637+0.0171352j -0.00788392+0.0663107j 0.0408621-0.0133729j 0.0131611-0.0404412j 6.88731e-05+0.0120514j 0.0421468-0.00232511j -0.0322983-0.0311446j 0.0282394-0.0550501j -0.0150878+0.029043j 0.0247653-0.0324229j 0.0638009-0.0368141j -0.0456537-0.000483172j 0.0704535-0.0290229j -0.0495519-0.0623791j 0.0283613+0.0663179j -0.0207037-0.0411077j 0.0331429-0.008064j 0.0101335-0.00831903j 0.0152133+0.0095017j -0.0224431+0.0343961j -0.0462664-0.0273429j -0.000824775+0.00740557j -0.0440659-0.0155788j 0.0234171+0.0683637j -0.0144221+0.0509169j -0.0767678-0.070946j -0.0166322+0.0341612j -0.0523708-0.00868244j -0.0458457-0.0235922j -0.0475056+0.0259009j -0.046056+1.07553e-15j 0.017196-0.0452722j -0.0699228+0.0682341j 0.0490479-0.0721794j 0.064259+0.0455491j -0.0079578-0.0970035j 0.052337-0.0383472j 0.0231248-0.0132154j -0.0454327+0.047708j -0.0155675-0.0013614j -0.017054-0.0113987j -0.0140396-0.0617638j 0.0581222+0.0684106j 0.0152197+0.0734271j -0.0473982+0.0697412j 0.0424571-0.0151543j -0.0285276-0.0398966j 0.0618065+0.000681693j 0.0907387+0.0544498j 0.033305+0.0992373j 0.0379381-0.0331463j -0.0145479+0.0238062j -0.0939008-0.0234846j -0.0485053+0.0175188j -0.0327334+0.050901j -0.0153227+0.0513122j 0.00330903-0.0405208j 0.0178713+0.0436059j -0.0585441-0.019343j 0.0223764+0.0541204j -0.0486497-0.0265567j 0.099494-0.0574805j 0.0761065-0.00362806j 0.0167848+0.0809451j -0.0418188-0.0221632j 0.101882-0.126596j -0.0553924-0.0932857j 0.0181029-0.040712j -0.0500099-0.0154899j 0.0243921+0.0155137j 0.0328447-0.108718j 0.0977587+0.0249365j 0.0306697-0.0351017j -0.119443-0.0605532j 0.0455966+0.0104032j -0.0998422-0.0235905j 0.150016-0.0387358j -0.0542832+0.0441922j -0.0643953-0.0141296j -0.000970136-0.0200396j 0.0454195-0.088782j -0.205473+0.00314668j 0.0382653-0.0402228j 0.0404203-0.0461342j 0.0458699+0.0495393j -0.0709908+0.00538335j -0.0213829-0.00854046j -0.0989394+0.167489j 0.0727622+0.0868002j 0.00290754+0.0643367j 0.0160564+0.0231122j 0.00627219-0.00529546j -0.0288966+0.0251419j 
-0.0146944+0.0156687j 0.0226662+0.0214083j 0.0199296-0.0368336j -0.00414625+0.00756793j -0.0145777-0.0338549j -0.00607363-0.00304428j 0.0568068-0.0253243j -0.0327422-0.0264927j -0.0261237+0.0566994j 0.0528455+0.00226776j -0.0317391-0.0538455j -0.0218972+0.00373403j -0.0350557+0.0342621j -0.0230533+0.00718422j 0.0101809-0.0313915j 0.0343299-0.0376151j -0.0304292+0.0178554j 0.0161791-0.0497867j 0.00188603+0.0126467j 0.0398148-0.0123806j -0.0076823+0.0590046j -0.0407524+0.0186606j 0.0192599-0.0113832j -0.035677+0.00916679j -0.0439635-0.0347369j -0.0944723+0.0519315j 0.0290162-0.0198416j -0.0343433+0.0888905j 0.00900688-0.0597374j -0.12003-0.0258292j 0.0490893-0.00884358j -0.0564488+0.0650379j 0.10191+0.0144031j 0.11249-0.0570707j 0.017196+0.0452722j -0.173526-8.30586e-15j 0.0995124-0.0355589j -0.0843041+0.0584558j 0.0751932+0.00894647j 0.0349369-0.0697236j -0.0834232+0.0148932j -0.0164267+0.0168419j 0.0777298+0.07083j -0.0886539-0.0490083j -0.0019194+0.0248171j -0.131973-0.0398537j -0.0120697+0.113813j 0.0940925+0.00296959j -0.0184299+0.0746845j 0.143439-0.00617569j 0.0197866+0.0255657j 0.0601254+0.0813984j -0.0334193+0.0880282j 0.159403-0.0564081j 0.0897059-0.0323869j 0.0327912+0.0507597j -0.0701788-0.0349445j 0.0516625-0.00159606j 0.0970318-0.0673029j 0.0200001-0.0301852j -0.0444115-0.0289952j 0.0564809-0.011331j 0.00743621+0.0133879j 0.0937296+0.0157248j 0.0759843-0.000738569j -0.0516445+0.0149642j -0.0302604-0.0134609j -0.0392646+0.0375558j -0.0221716-0.0130854j -0.0375393+0.0236529j -0.0431714+0.00835074j -0.0150904-0.0165984j -0.0803514+0.0794845j -0.0273531-0.00708964j -0.0586058+0.0527926j -0.0438159-0.0369099j -0.0368766+0.0264566j 0.101496-0.00505699j -0.00198643-0.00570953j 0.0165616-0.0114718j -0.0536317+0.0994769j -0.00643672-0.00665108j -0.00979599+0.0329934j 0.0698546+0.0501542j -0.119835+0.031301j 0.0928982-0.000708597j -0.0398639+0.105286j -0.0311183+0.0110671j 0.0199094-0.0861276j -0.0412371-0.0215835j -0.0442803-0.0195118j 0.0280991+0.0244036j 0.022156-0.0522882j 0.00844926-0.0185893j 0.0854069+0.0355638j 0.0471601-0.0662665j 0.0306238+0.0465112j 
0.0112184-0.00307704j -0.00338666-0.0362912j 0.00956099+0.0136922j -0.00665825+0.00657961j 0.0544362+0.0281809j -0.0330143+0.0592101j -0.0429437-0.00996948j -0.00447338+0.065674j -0.0231922+0.0054873j 0.0293854+0.0221822j 0.0712093+0.0481755j -0.00296449+0.0147002j 0.0446144+0.0146798j 0.124199+0.0152845j 0.0420197+0.0692028j 0.0171472+0.091231j -0.0295662+0.00881411j 0.00419986+0.021898j 0.0544636-0.0520181j -0.0774768-0.00277741j -0.00646767+0.0339918j -0.0315605+0.0116213j -0.00974305-0.0111872j 0.000752008-0.0100436j 0.0941473-0.0425484j -0.0423318+0.0219784j -0.0178858+0.0462236j 0.0887142-0.0332563j 0.0150869+0.0216051j -0.0165014+0.0360583j -0.00607145+0.036024j -0.130337-0.0344499j -0.0204024-0.0401657j 0.0804938+0.0340053j -0.0699228-0.0682341j 0.0995124+0.0355589j 0.0785148+2.31759e-15j -0.0685098+0.0902415j -0.0477209-0.0444304j -0.0607071+0.0659588j 0.0242271+0.102926j -0.0311833-0.00113567j 0.0955142+0.0189665j -0.171982+0.0254374j -0.164269-0.0172052j 0.0229233+0.0374324j -0.0215018-0.0134154j 0.191347-0.0829184j 0.0929764-0.111153j -0.0402589+0.157833j 0.0554739+0.00589961j -0.00621337+0.0259726j -0.00382875-0.0675558j -0.0134225-0.0284209j 0.072834-0.0438036j -0.0248062-0.0112198j 0.0585845-0.0592567j -0.0527866-0.00182865j -0.00421108+0.0517581j 0.0973496+0.00600032j -0.0716164+0.0103158j -0.0484582-0.0466234j -0.00123995+0.00768127j 0.0530337-0.0297367j 0.0436238+0.0620161j 0.027518-0.012079j -0.074-0.00956821j -0.00455647+0.0480984j -0.0102862-0.031632j 0.058589+0.00440122j -0.0247287+0.0222893j 0.00924768+0.0500362j -0.0363801-0.0735717j -0.0313045-0.0288695j 0.00784914-0.0278167j 0.00417046+0.0466769j 0.0798488-0.0919098j -0.0725929-0.0201381j 0.0509668+0.0290857j -0.00191997-0.0358677j 0.0668332-0.0510893j -0.0180492+0.00858038j -0.06554-0.0551099j 0.057126-0.00949201j 0.020453-0.0934893j -0.0699658+0.00823688j 0.0445286-0.0681256j 0.00908458-0.0304263j 0.062366-0.050278j -0.0120618-0.0495732j 0.0451303+0.0217787j -0.0511556+0.039144j 0.028871+0.0527879j -0.013273+0.0456483j -0.0444064-0.0456686j 0.0117871+0.0362924j 0.0145024+0.0197257j 
0.0282127-0.00148092j 0.0015152-0.00787419j -0.0231623-0.0051008j 0.0280675-0.00373053j -0.0406053+0.00606174j 0.00334605+0.0642442j 0.0274563+0.0388425j -0.0190162+0.0582706j 0.0222648-0.0170557j -0.0818882-0.0727825j -0.0443798-0.00132967j -0.0389014-0.0397108j -0.0268274+0.043454j -0.0254842-0.034806j -0.0133072-0.00583873j 0.00380278+0.0331681j 0.0167638+0.0206325j 0.0165555+0.0417482j 0.0172154+0.0172233j -0.00682371-0.0280128j 0.0746238-0.0574985j -0.0592412-0.0201053j -0.0267546-0.0177729j -0.0379539-0.0443042j 0.00517735-0.0173422j -0.00253269+0.11028j -0.037009-0.0181361j 0.00509646-0.0720808j -0.0107653+0.0493336j 0.0309786+0.0417804j -0.0407556-0.0115254j 0.0273059+0.037933j 0.00494708+0.0319752j 0.0212129-0.0814262j 0.0490479+0.0721794j -0.0843041-0.0584558j -0.0685098-0.0902415j 0.0037484+1.76942e-14j 0.153715-0.0579512j -0.0529037-0.0109482j 0.0529449+0.111041j 0.0710069+0.0166927j 0.0149856+0.0351193j -0.0786128-0.00325458j 0.00889528-0.0211673j -0.00410327-0.0398375j -0.156551-0.00313225j -0.0579866-0.0900005j 0.0941338-0.0012182j -0.111392-0.0909092j -0.0439852+0.1113j -0.0757046-0.0330829j -0.0317951-0.0717241j 0.0203571+0.0235048j 0.0259721-0.0414479j -0.0997399-0.0146408j -0.04913+0.107537j -0.104928+0.0281648j 0.00508048-0.0243425j -0.0210976-0.00229033j 0.0119578-0.0871464j 0.0336965+0.0268774j -0.0420952+0.0768343j 0.0907858+0.0814175j 0.0181475-0.00289312j 0.0784471-0.107589j 0.0515601+0.033564j 0.000915738-0.00969561j 0.0345045+0.0250703j 0.0718653-0.0260394j 0.0050616-0.0787924j 0.128647-0.0730824j 0.0357876+0.0504106j 0.0538416+0.0477292j 0.0778133+0.0473252j 0.0364458-0.0784396j 0.026393+0.076088j -0.0159785-0.0404746j 0.0502397-0.0295351j -0.134968-0.0673006j 0.101138-0.0898299j -0.0721829+0.0624116j 0.0248204+0.0700785j 0.0397024-0.032069j -0.00832155+0.0518404j -0.0947036-0.0150074j 0.157905-0.0432537j -0.0603489-0.0535557j -0.106278-0.0302106j -0.0407516+0.0516515j 0.00358248-0.0973122j -0.0141485+0.0771437j 0.0169674-0.00136737j -0.0177268-0.0958863j 0.0337318+0.0253801j -0.0515571-0.0412736j 0.0142112-0.0311939j 
0.0340822-0.0221563j 0.0294821+0.0250332j -0.00354364-0.0370655j 0.00745807-0.0162032j 0.0128323+0.024018j 0.00146651-0.00391846j -0.00589247+0.0285132j 0.04305-0.00891247j 0.0119969-0.0236048j -0.0421837-0.0387014j 0.0185692-0.0344178j -0.0324621-0.0170393j -0.0725841+0.0349663j 0.0353187-0.0099205j 0.00604699+0.00983719j 0.0244542-0.0447263j 0.0754314+0.00278239j -0.0265394-0.0182071j 0.0365079-0.0189737j -0.00202488-0.0685968j -0.0102533-0.0378617j -0.0313052-0.0558984j 0.0394678+0.0611618j 0.04345+0.0166206j 0.00237241+0.089988j 0.0258043+0.0210852j -0.0405943-0.0298798j 0.0329803-0.0595321j -0.0759898-0.0733789j 0.0570433-0.0426686j 0.0399755+0.0922506j -0.0199962-0.019505j -0.0503819+0.0537139j -0.00151871-0.0407374j 0.064259-0.0455491j 0.0751932-0.00894647j -0.0477209+0.0444304j 0.153715+0.0579512j 0.0902724+2.17118e-14j 0.00940799+0.0247759j 0.0494292+0.115241j 0.124521-0.0129648j -0.0144497-0.0200958j -0.132665+0.0367906j 0.0666661-0.0324001j 0.0272384-0.0300135j 0.0227943+0.0116383j 0.0470945-0.0970815j -0.0549541+0.115082j -0.0639886+0.0137062j 0.0800243-0.122556j 0.0410184-0.0310304j -0.029568-0.0346055j -0.109851-0.0104997j 0.040276+0.00505506j -0.0281766-0.0443913j 0.0599764-0.095947j -0.0253027+0.0127858j -0.0644499+0.0479705j -0.0248874-0.0192157j 0.0870644-0.00180331j 0.0882088+0.0319942j 0.0188134+0.0447415j 0.00194151+0.0889905j -0.0875826-0.0430822j -0.0725743-0.0413384j 0.0249999-0.0435191j 0.0483583-0.0469531j -0.0130252-0.00587002j -0.0442015+0.00335356j -0.0683137+0.111875j -0.0715664+0.120616j -0.000874918+0.00947606j -0.047568-0.0107609j -0.0165484+0.0543077j -0.0270923+0.0459905j 0.00883345-0.011463j -0.0732253+0.0556497j -0.0804462-0.0479874j 0.0571881+0.000449958j -0.0418901+0.0265613j 0.105318-0.0656021j 0.0616013-0.0815143j -0.00979591+0.0779347j -0.0410732+0.0282987j -0.0249036-0.0184351j -0.0743465+0.0128188j 0.0959277+0.0421421j -0.0941688+0.0339469j 0.0202895-0.0159612j 0.0386748+0.000346119j -0.098908-0.0373997j -0.0019955+0.100448j -0.0317248+0.015269j 0.0285841-0.0372228j 0.0256253-0.00236872j -0.0425794+0.0794759j 
0.00235914-0.00259634j 0.0176353+0.00234947j 0.0377254+0.0238083j -0.0301533+0.00246849j -0.0056272+0.0140501j 0.0105663+0.0193606j -0.00971986-0.016256j 0.0681637-0.037287j -0.0577343+0.0143731j 0.0164619-0.0409118j -0.00390782+0.0646281j 0.0528275-0.0309237j -0.0188562-0.0475005j 0.0488463+0.011255j 0.027355+0.0552435j -0.0328863+0.0545326j -0.0049484+0.0529309j 0.0329745+0.0676861j -0.0373205-0.0560269j -0.0390593-0.0374562j -0.0545475+0.0112597j 0.00394428-0.0284722j 0.0321458-0.0770434j 0.0253111-0.0704119j 0.0179216-0.0481107j 0.0372514+0.0311693j 0.0810747+0.0371294j -0.00625988+0.0620443j -0.0828612-0.046827j 0.0817596-0.0465331j -0.0148458-0.00640545j -0.0554081-0.0136293j 0.0559747-0.0117133j -0.0974172-0.0555688j -0.0079578+0.0970035j 0.0349369+0.0697236j -0.0607071-0.0659588j -0.0529037+0.0109482j 0.00940799-0.0247759j 0.204608+1.56829e-13j 0.0194256+0.0199013j 0.112589+0.0695293j -0.139142+0.0518877j 0.0687326+0.0172926j -0.0096013+0.00150273j 0.066557-0.0443853j -0.0298293-0.0104215j -0.115429+0.0268648j -0.0172207+0.0563624j 0.0724972+0.128806j 0.08795-0.00629104j -0.0764472+0.0953485j -0.0990844+0.0140822j -0.109973+0.0194974j -0.159532-0.0321852j -0.0181879+0.0987186j -0.0122224-0.0232658j -0.00117752+0.00845107j 0.0286235-0.0606668j 0.0433865-0.0222943j -0.0271761-0.10125j 0.0398481-0.14538j 0.0416361-0.0147388j 0.0890614-0.157363j 0.0150111+0.0799915j -0.0271708+0.00290241j -0.0122148+0.0177695j -0.0245635+0.0599286j 0.0315321-0.0838983j -0.0038357+0.0180396j 0.0663191+0.0262106j 0.0881538+0.0122634j -0.0782552+0.0509878j 0.00782664+0.0505721j -0.0676367+0.00362104j 0.102696+0.00488274j 0.00558543-0.00347003j -0.00686002-0.0109891j -0.0600054+0.0484042j 0.0332602-0.00210536j -0.0147061-0.0632642j 0.0335393+0.00595674j 0.0264697-0.0286338j 0.0978733-0.0223549j 0.0178793-0.00225814j -0.0641721-0.0228684j 0.0535259-0.0164122j -0.0343527-0.0576488j 0.0431083-0.0210988j 0.0412546+0.00318772j 0.0251263+0.0522686j 0.0328176+0.0784695j 0.064959-0.0133843j -0.0166155-0.014169j 0.0172206+0.0153958j -0.000751679-0.0537436j 0.0304399+0.0356754j 
-0.0320079-0.00185695j -0.00303972-0.0253941j 0.0192144+0.0204449j 0.00612212-0.0529403j 0.0316862+0.00138834j 0.0384051-0.00169519j -0.00236313-0.0440594j -0.0150239+0.00896363j 0.0552975+0.0403143j -0.0499067-0.0836465j -0.0257564+0.0172749j -0.0118118-0.0951894j -0.0387808+0.00176348j 0.0165196-0.000348896j -0.0411311+0.0164277j 0.0678631-0.0242528j 0.0425279+0.0115168j -0.00674033-0.0104674j 0.0184435+0.0121948j -0.0875237+0.00253574j -0.00747209+0.0207696j -0.025125-0.0576626j -0.0100597-0.0145652j -0.0780484-0.0294014j 0.0683382-0.00683507j -0.0210699-0.0486214j -0.104447-0.0441674j 0.00519884+0.00693488j -0.0267264-0.0155645j -0.0361066-0.124235j 0.0560966+0.00557064j -0.0340548+0.0112997j 0.015316+0.0163828j -0.0303473-0.00949587j 0.052337+0.0383472j -0.0834232-0.0148932j 0.0242271-0.102926j 0.0529449-0.111041j 0.0494292-0.115241j 0.0194256-0.0199013j 0.0839902-2.158e-15j 0.128582-0.0454352j 0.0792078+0.047077j -0.0748996+0.0583615j 0.000258156-0.0706056j 0.0145299-0.0862993j -0.00581091-0.0553236j -0.0543593-0.0658009j 0.146386+0.107844j 0.0901264-0.0749518j -0.0761014-0.130311j -0.00320923-0.0887501j -0.0383458-0.061662j 0.0704181+0.115772j 0.015474+0.0838086j 0.0205149+0.00326626j -0.0424694+0.0347723j -0.0313729+0.0488484j 0.0210112+0.028856j -0.0235877+0.0455875j -0.0824414-0.00121632j -0.0459746+0.0109951j 0.0450187-0.0742998j 0.0232013+0.0198886j 0.0392385+0.0594785j -0.0850513+0.0231907j -0.0208134+0.0130171j 0.0186961-0.0543962j -0.0340376+0.059299j -0.0367653+0.0562115j 0.00565466-0.022229j 0.0333147+0.0546247j 0.0825937+0.0159302j -0.0756055+0.0121343j 0.0615066+0.0484904j -0.0096067-0.116947j -0.0432516-0.0426843j 0.0374188+0.0131581j 0.0676015-0.00622368j -0.0338413+0.0546163j -0.107411+0.0361129j 0.0264854-0.0808486j 0.00129905-0.0154059j -0.0196924-0.037834j 0.028675-0.0733853j 0.041124-0.0275348j -0.052091+0.0210668j 0.0163711+0.0285215j 0.0477603+0.00746558j -0.00948234+0.0189908j -0.0377128+0.00765713j 0.0151867-0.0173306j 0.0276952+0.0121612j -0.037687+0.0637033j -0.0822835+0.04318j -0.0496843-0.0152364j 0.0335037-0.00929088j 
0.0392281+0.00736641j 0.0190898-0.0398175j 0.0283638-0.0308845j 0.00151489-0.00276724j -0.00621024+0.0109708j -0.0708678-0.00201782j 0.0196113+0.0386771j 0.0252086+0.0381629j -0.0162029+0.022688j 0.0712233+0.083353j 0.0633192-0.015049j 0.0264653-0.026852j -0.0173845-0.0620862j 0.0336049-0.0361598j 0.0373793+0.00378107j -0.0102656+0.000205368j -5.49414e-05+0.0179151j 0.0166359+0.00196445j 0.00817686-0.0230232j 0.0110258+0.0114976j -0.035774-0.029353j 0.0440488+0.00554927j 0.046008+0.0521845j 0.0614545+0.0786018j -0.0686176-0.0458573j 0.0294772+0.0635106j 0.0565367+0.00491196j -0.0230281-0.0424164j -0.0106917+0.0676551j -0.115872-0.0193716j -0.0651586+0.0526164j 0.000291162+0.0175767j -0.00346757-0.0330016j -0.00441734-0.00419539j 0.0231248+0.0132154j -0.0164267-0.0168419j -0.0311833+0.00113567j 0.0710069-0.0166927j 0.124521+0.0129648j 0.112589-0.0695293j 0.128582+0.0454352j -0.146773-4.12864e-15j -0.0491076+0.0470074j 0.104331-0.052614j 0.0767114+0.0379173j 0.00686672-0.105226j -0.0429268+0.101992j -0.0454667-0.0525469j -0.103551-0.078181j 0.0211653+0.0802302j 0.0937653+0.062682j 0.0173113+0.00207481j 0.0253357-0.0205216j -0.0327246-0.0891248j 0.0250292-0.0381692j 0.000706526-0.0012536j 0.058841+0.0257513j -0.0134241-0.00597444j -0.0450188+0.0180995j -0.0790678+0.0354483j 0.0175883-0.00559024j 0.0192979+0.0973798j 0.0752492-0.0221051j -0.0483643+0.00794448j 0.0144042-0.0356974j -0.00366018+0.0167402j -0.0383919-0.0216666j 0.00102775+0.0390416j 0.015026-0.0165996j -0.0113503+0.0461593j -0.00874614-0.00867877j 0.0316603-0.0387517j -0.0204209-0.053528j -0.0562137-0.0237668j 0.109258-0.020906j 0.0525362-0.0290613j -0.0687945-0.0262181j 0.0193062-0.0160861j 0.0862941-0.0686537j -0.0250843+0.037781j 0.0535836-0.0186156j 0.0111815-0.00360464j -0.0124041+0.0324813j 0.00504441-0.0693258j -0.0340282-0.0338852j -0.0276566+0.0428438j -0.0342641+0.0165382j 0.0912327-0.0516263j -0.0429816+0.0115082j -0.00753276+0.0363818j -0.022444-0.0471793j -0.0632344-0.0905549j -0.0681729+0.040134j -0.00475471+0.108927j -0.0736529+0.0476084j -0.0389228-0.018901j 0.00449386-0.0516244j 
-0.0121083-0.00585831j 0.0107168-0.0142066j -0.00775346-0.00369772j 0.00525977-0.00957085j -0.0369148-0.00591312j -0.0342184+0.013931j -0.017088-0.0110598j -0.00972176-0.0479445j 0.0196976-0.00891183j 0.0232415+0.0688901j -0.0255762+0.00683624j -0.0277647+0.00617643j 0.0331738+0.0314618j -0.0401329-0.0860968j -0.078205-0.0106588j -0.0161596-0.0465728j -0.0100464+0.0341875j -0.0158005+0.00218903j -0.0559358+0.0100192j 0.0229517+0.0581213j -0.00829707+0.0223191j -0.0120022+0.0638446j 0.00319305+0.0151713j 0.0129688-0.0357134j 0.0614698+0.0413789j 0.0438095-0.0307582j -0.0570189-0.118951j -0.0451105-0.0783057j 0.0125965+0.0975306j 0.0192363+0.0150068j 0.0365907-0.0361526j 0.0657594-0.00117358j 0.0559966-0.0921397j -0.0383166+0.0168632j -0.0454327-0.047708j 0.0777298-0.07083j 0.0955142-0.0189665j 0.0149856-0.0351193j -0.0144497+0.0200958j -0.139142-0.0518877j 0.0792078-0.047077j -0.0491076-0.0470074j 0.0401372+4.64906e-16j -0.0257415+0.0383958j 0.0471971-0.00741322j -0.0669537+0.168463j -0.0260898+0.0203165j -0.105114-0.120994j 0.0522852-0.0114146j 0.0248564+0.0701247j -0.0109624-0.0436407j -0.0484464+0.00812724j 0.0353834+0.111931j -0.08753+0.0066718j -0.0627407-0.0981761j -0.0361716+0.0760546j -0.0716066+0.0524787j 0.0542069-0.0461473j 0.0383793+0.0501812j -0.0300649-0.0486256j 0.0720088-0.0759666j 0.000303324+0.0241496j -0.0288376-0.00933218j 0.0563202+0.0858399j 0.0437311+0.0538904j -0.0286941-0.0585921j -0.0290898-0.0561015j -0.0646899+0.0214094j 0.0517869-0.0545117j 0.0783402+0.129561j 0.0521983-0.0131376j 0.116714-0.075412j -0.08961+0.0291294j 0.0239269+0.0417629j 0.0368864+0.0891773j 0.00314158-0.0092242j 0.0773414+0.00533887j 0.0192101+0.00328143j 0.021734+0.0220278j 0.123381-0.0435601j 0.0773979-0.126268j -0.0465832-0.0706025j 0.0203519-0.00391763j 0.074097-0.051421j 0.0822911-0.108091j 0.010528+0.107831j 0.0409646-0.0167878j -0.0552167-0.0847552j 0.0573087+0.0238703j 0.020933-0.0717547j 0.0774808+0.0822172j -0.0108101-0.0879793j -0.104815-0.0605009j -0.0316189-0.0386265j -0.014107-0.0378223j -0.0104499-0.0191747j 0.0227279-0.00117193j 
-0.0246931+0.0175894j 0.0143199-0.0143191j 0.0146661+0.00393704j -0.0143688+0.0189757j 0.0152383-0.0486394j -0.0402156+0.093565j -0.00839955-0.00587687j -0.0225729+0.0650158j -0.0019833-0.0626277j -0.00577377-0.0353755j 0.0260958+0.0790382j -0.0118982-0.0660705j 0.000318949+0.0334346j 0.00998218+0.0176157j 0.00674683+0.0212906j -0.0544648+0.0137448j 0.0445273+0.0673677j -0.00718845+0.0379287j 0.00598832-0.00560798j 0.0378853+0.0893139j -0.024664+0.0929446j -0.0229166-0.0208089j 0.0175731+0.0231978j -0.00577017-0.0894386j 0.0599731+0.0150338j 0.0409693-0.0351981j 0.0276038+0.0457469j 0.0272382-0.0201478j -0.0595968-0.101166j -0.0394542+0.0619588j 0.0163391+0.0219319j -0.0684636-0.0746281j -0.028919+0.059578j 0.037854-0.126796j -0.0155675+0.0013614j -0.0886539+0.0490083j -0.171982-0.0254374j -0.0786128+0.00325458j -0.132665-0.0367906j 0.0687326-0.0172926j -0.0748996-0.0583615j 0.104331+0.052614j -0.0257415-0.0383958j -0.109972+1.79023e-15j -0.0467861+0.0620565j 0.0100259-0.0959004j 0.0143384-0.0467686j 0.00557406+0.155775j -0.0140929+0.0695954j 0.0341938-0.11852j -0.0241942-0.154166j -0.0224383-0.0149972j 0.018308-0.0536592j -0.0300089+0.0585923j 0.0160147+0.0908043j -0.0130885-0.00752768j -0.0485978+0.00113854j -0.0519338+0.0194549j 0.00870501+0.033097j 0.0206633-0.0252275j 0.0216711-0.0111173j 0.0655767-0.0172692j -0.0638005-0.00906627j -0.0421455-0.10827j 0.026397-0.00487885j 0.000979751+0.025588j 0.0714773+0.0186362j 0.0279892-0.0265099j -0.0202539-0.0502402j 0.0790451+0.0315952j 0.0882956+0.0697648j -0.043446-0.0482696j -0.00766957-2.52079e-05j 0.084525-0.0143716j 0.0447962-0.000489546j -0.0630174+0.0744627j 0.0232483+0.103609j -0.0302325+0.00156551j 0.0175355-0.130431j -0.0276249-0.000890461j 0.154667-0.0437017j -0.0253195+0.0491512j -0.0599419+0.0267525j 0.0613497-0.0942665j 0.0357052+0.054263j 0.00383772+0.0139417j 0.0821798-0.130876j -0.0783877+0.0234535j -0.0140892-0.0663863j -0.0190919-0.0190305j -0.0456074+0.0275869j -0.0775816-0.0508221j -0.0668601+0.00481713j -0.000780509+0.0344107j 0.00415726-0.0102555j 0.00500587+0.0328267j -0.0151156+0.0293273j 
