-0.0132708-2.17699e-14j -0.00291378+1.26526e-06j -0.00586821-0.000571145j -0.0119645-0.000829277j -0.00521339+1.93527e-05j 0.00211572+0.000434546j 0.0130251+0.00083302j 0.00449717+0.000660951j 0.00213041+0.000548619j -0.00217873+0.000398553j 0.00661133+0.000619328j -0.0115609-0.000562182j 0.000220261-0.000143279j -0.00327253-0.000568614j 0.00563879+0.000732618j 0.0039388+0.000798795j 0.00248189+0.000214099j 0.00266194+0.000139569j -0.00297475-0.000234374j -0.0032453+0.000492095j 0.00559192+0.000477336j -0.00792381-0.000784269j -0.00656397-0.000522385j -0.00109417-0.000208876j 0.00400981+0.000250547j -0.00292181-0.000184658j 0.00224897+1.65798e-05j 0.00477117+4.57484e-05j 0.00322838+0.000344299j 0.000977131-0.000231968j 0.00172311-0.000112434j 0.000344743+0.000508559j 0.00601961+0.000588527j 0.00248473+6.93764e-05j -0.000229403-0.000376804j 0.00137477+0.000267261j -0.00444396-0.000701008j -0.00968708-0.000604555j -0.00539394-0.000204387j 0.00415569+0.000591672j -0.00212744+7.59421e-05j -0.00575171-0.0006843j 0.00531095+0.00122325j 0.000844088-0.00018697j -0.0032125-0.000679397j 0.00491522+0.000646891j -0.00121639+0.000245194j -0.00198478+2.66635e-05j -0.00272067-0.00129167j 0.00188919+0.000559815j -0.00324185-0.000115621j 6.27852e-05-8.06951e-05j 0.00540989+0.000526911j -0.00424613-0.000418021j -0.00505406-0.000278365j -0.00360823+0.00082477j 0.00161527+0.000457693j -0.00356683-0.000218177j -0.00878887-1.49687e-05j 0.00893762+0.000844403j 0.00439543+0.000561299j 0.00129247+0.000746382j 0.00174998+0.000617098j -0.00443602-0.000108776j 0.00487989-0.000605844j -0.0037039+9.8287e-05j -0.0192221-0.00161507j 0.00524048-0.000811149j -0.00770281-0.00227245j -0.0102842+0.000453838j 0.000829423-0.000336961j 0.0318843+0.00141671j 0.00917217-0.00111478j -0.0179898+0.00997583j -0.0638328-0.00516858j -0.00459328+0.000197185j -0.827654+0.00854424j 
0.00137477-0.000267261j -0.0034886+0.000240875j -0.0048557+0.000466454j 0.00163007-0.000158572j -0.00719508+0.000212977j 0.00286989-0.000328447j 0.0115045+4.7539e-06j -0.00874835+0.000190881j -0.00300309+0.000300586j 0.00281988-0.000581095j 0.000122847+0.000133832j -0.0281479+0.000226434j -0.0152525+0.000147738j -0.0240629-0.00114704j 0.00237382+0.000117922j 0.0479997+0.000993137j 0.010637+0.000771853j 0.0184604+0.000430695j -0.0381769-0.0016175j -0.0195635-7.2893e-05j 0.0823475-8.67754e-05j 0.0726262+0.000900792j -0.0410932+0.000102198j -0.0383148+0.00028222j -0.0149334-0.00049621j -0.029566+0.000781078j 0.00141847+0.000389953j 0.0984766-0.00139567j -0.0544308+0.00121757j -0.0185165-0.00200312j 0.0487357-0.000274519j 0.0740902-0.000487733j 0.0251112+0.000699953j 0.0579455-0.000260434j 0.0641793-0.00125387j 0.0112534+2.51383e-15j -0.020754+0.00028942j 0.223757-0.000640361j -0.0796342+0.00178019j -0.0563491-0.000884113j -0.330415+0.000253286j 0.721527-0.000994778j -0.00161853+0.000301858j 0.0905153+0.0011263j 0.0411716+0.00109038j 0.17215-0.000125221j -0.0101082-0.000637594j 0.119877+0.000623219j -0.0276097-8.41996e-05j -0.0381364-0.000468148j 0.176822-0.00252223j -0.0974681+0.000835822j -0.00433622-8.27715e-05j -0.0851116+0.00186713j -0.0615649-0.000581011j 0.014646-0.000302922j -0.0560796-0.000197496j -0.00641086+0.000962946j 0.036494-0.00045561j 0.0362498-0.000315317j -0.0116871-0.000939058j 0.032979-0.000320408j 0.0108499+0.0003456j 0.0130139+0.00114293j 0.00612586-0.00105755j 0.000297361-0.00104202j -0.00368226-0.000435186j -0.00138294-0.000326631j 0.00319256-0.000885614j 0.000115067-5.68421e-05j 0.00712379-0.000893843j -0.00110075-0.000190112j -0.00236904-0.000352857j -0.00251075-0.000450914j -0.00114238-0.000566894j -0.00100135-0.000504387j 0.00180782+0.000483771j 
-0.00444396+0.000701008j -0.00502755+0.000522509j 0.0097041-0.00139361j -0.00150436-0.00034671j -0.00576688+0.0010605j 0.00114504+5.65217e-05j 0.00557831+0.000753457j 0.0077628-0.000479301j 0.0104094+0.00032309j 0.0110477+0.000935122j -0.0050473-0.000873175j -0.0128473-0.000550398j -0.00408685-0.00103764j 0.0253443-8.89829e-05j 0.00880082-7.89461e-05j -0.0145599-0.000285591j 0.00474423+0.000738031j 0.0392861+0.000113371j 0.0120131+0.00220433j 0.030321-0.00062315j -0.0385484+2.46814e-05j -0.05453-0.00100081j -0.0478745+0.000600155j 0.0332068+0.000795156j -0.119642-0.0019147j -0.100615-0.000347987j -0.0392016-0.000736241j -0.00286601-0.000577779j 0.0282691+0.00030606j -0.108435+0.0003923j 0.105807-0.000149053j -0.0462218+0.000259389j 0.0139436+0.00172978j 0.129904-0.00138044j 0.00709001+0.00267177j -0.020754-0.00028942j -0.0334408-2.7929e-16j -0.140519+0.000399428j -0.0425829-0.00117503j 0.0857469-0.000613704j 0.737376-0.000798386j 0.345417-0.000464498j 0.0162929-0.000106504j 0.182286+0.000159596j 0.0201876-0.000249292j 0.0903646+0.000494335j -0.124203+0.00148002j -0.0720539+0.000226506j -0.0654231+2.28777e-05j -0.0546552+0.000720408j -0.011737-0.000180808j 0.0618172-0.000659747j 0.0341822-0.000210418j -0.0634277+0.000182892j 0.0561306+0.000957905j 0.0316596+0.000919775j 0.0359291+0.000257653j 0.0260973-0.00054842j -0.0185103+0.00113102j 0.0135099-0.000117156j 0.0013855+0.00139283j -0.0156596-0.000278992j 0.0150693-0.00282805j 0.00946252+0.000230374j 0.00274011+0.000373319j -0.0197786+0.00316452j 0.0141069+0.000247914j -0.00306753+0.000427062j -0.00169225-0.00119712j 0.000404762-0.00131904j -0.00384888+0.000354397j 0.000758414-0.000231076j -0.00280199-0.000775579j 0.000482059+0.000506226j 0.00324855-0.000715614j -0.00181812-0.000140807j -0.000506902-0.000194489j 
-0.00968708+0.000604555j 0.00138208-0.000916605j -0.0131874-0.000136978j 0.00116755-7.06086e-05j -0.00968628+0.0001329j -0.00231542-0.000345712j -0.0197915+0.00132569j -0.00705398-0.000395997j -0.0252604-0.000896264j -0.0075462-0.00129219j -0.00681655-0.00105931j -0.0186568-1.05007e-05j -0.00069134+0.00110118j -0.019418+0.000902024j -0.01747-0.00238043j -0.0255916+0.000379532j 0.0301916+0.00062904j 0.0165929-1.56222e-05j 0.00731855+3.04016e-05j -0.0941919-0.000276289j -0.0253579+0.00069685j 0.126415-0.000655773j 0.00454026+8.06799e-05j 0.104647-0.00130615j 0.0559356+0.00203477j 0.118481-0.0011699j 0.00405138+0.00322402j -0.0414937+0.000727868j 0.0102101+0.000744002j -0.0333585-0.000839498j 0.0698938+0.000973146j -0.124549-0.000366327j 0.0357552-0.000149011j 0.186655+0.00102427j -0.0961456+4.65555e-05j 0.223757+0.000640361j -0.140519-0.000399428j 0.728364-3.23113e-15j 0.0157775-0.000861809j 0.0198323+5.35898e-06j 0.166935-0.000828536j -0.136019-3.50577e-05j -0.131676-0.000638119j 0.122026+0.000248463j -0.0355715-0.000735816j 0.0149533+9.57447e-05j -0.0635555-0.000380857j 0.0100722-0.000455522j 0.0281491+0.000448451j 0.0293731+0.000341556j -0.100181-0.000127498j -0.124529+0.00130141j -0.0184974-0.000233957j 0.000674825-0.00020437j -0.0218528-0.00100785j -0.0948669-0.000874367j -0.0202584+0.000504001j -0.000555118+0.000174314j -0.0249743+0.00302105j 0.00447121+0.000611054j -0.00765302+0.000464171j -0.00400522-0.000307445j -0.0151122+0.00247366j 0.0290985+0.000312281j -0.00151875+0.000614604j 0.00506248-0.000400645j -0.0112881-0.00155469j 0.00813031+0.00164999j 0.00707682+0.000521759j 0.00959951+0.000250645j 0.00424821-0.000249301j 0.0082808+0.00125726j 0.00673004-0.000773633j -0.00235281+0.000271113j -0.00328051+0.000399221j -0.000271451+0.000573585j -0.000130098+0.000852206j 
-0.00539394+0.000204387j 0.00152626-0.000711288j -0.00358765-0.00071362j -0.00408067-0.00021119j -0.000482821+0.000169943j -0.0152447-0.000131859j -0.00388725+0.000912858j 0.00872832+0.000341872j 0.000936041-0.000451155j -0.00895586+9.47753e-05j -0.032244+0.000238643j 0.015224-0.000793498j 0.0424531+8.91387e-07j -0.00824345-0.000155095j -0.00635977-0.000807993j -0.0491348+0.000232077j -0.0179546+0.00110198j -0.0483105+0.000484183j 0.044808-0.000663096j -0.0217179+0.00161629j -0.00154835-5.34715e-05j 0.109533-0.000752929j -0.0178938+0.000699305j -0.0615821-0.00191959j -0.0663881-0.00113949j -0.0508443+0.00114546j 0.0769936+0.000759121j -0.0143687-0.000819555j 0.0824328+0.00101319j 0.0861658-0.00123374j -0.168106-0.000230837j -0.0461186+0.000369219j 0.0431397+0.000571373j -0.0851112+0.000122021j -0.079455-0.000266206j -0.0796342-0.00178019j -0.0425829+0.00117503j 0.0157775+0.000861809j 0.797234+4.09455e-15j -0.0192013-0.000754953j 0.0636444-0.00151412j 0.14416+0.000783587j -0.0686602-0.000155322j -0.0664845+0.000435664j -0.010304+7.20473e-05j 0.00823333+0.000113969j 0.0902981+0.000180358j -0.0361922-0.000288429j 0.134707+0.000471334j 0.0650385+0.00145552j 0.127271+2.37751e-05j 0.0925452-3.25954e-05j 0.00415872+0.000844191j 0.0362176+0.00195186j -0.0388869+0.000709587j -0.0421455+0.00140445j -0.0256313-0.000280105j -0.0276024-0.000112126j -0.0504231+0.00329176j -0.00336624-0.000559557j -0.00364385-9.81464e-05j -0.0181607-0.000107401j 0.008301+0.000259095j -0.00100935+0.000189269j 0.00881349-4.29217e-05j -0.0126758+0.00170473j -0.0109818-0.000399362j -0.00166086+0.000279257j -0.00356373+0.000304315j -0.00522485-0.000689698j 7.8102e-05-0.000703599j 0.0070454+0.000851384j 0.00306798-0.000277879j -0.000302344+8.48148e-05j -0.003742-0.000891308j 0.000412375+0.000502354j 0.000850972+0.000780613j 
0.00415569-0.000591672j 0.00361019-0.000256253j -0.00445395+0.00107516j 0.00412497-4.82725e-05j -0.0101174+9.37908e-05j 0.00228316-0.000446144j 0.00814126-0.000984671j -0.00681512-0.000202942j -0.00632913-0.000931591j 0.0154675-0.000704135j -0.0160723+0.000308579j 0.00980673-0.00123301j 0.00771014+0.000198041j 0.0155822+0.00117387j 0.00579775-0.000118276j -0.0515705-0.00120549j 0.0187664-0.0015009j 0.00221495-0.000175761j 0.0469512-0.00100757j -0.0112426+2.39654e-05j 0.0208118-0.00176618j -0.017946-0.000287273j 0.0470567-0.000539413j 0.0102285-7.8217e-05j 0.00497698-1.05684e-05j -0.0398259-0.000129526j -0.0163774+0.00143887j -0.0500245+0.0020267j 0.00757662-0.000599821j -0.0553087+0.000490029j -0.00890608+0.000498172j -0.0585149+0.000234598j -0.0333088-0.000733416j -0.00605603+0.00106098j -0.103178+2.6798e-05j -0.0563491+0.000884113j 0.0857469+0.000613704j 0.0198323-5.35898e-06j -0.0192013+0.000754953j 0.866424-7.38943e-15j -0.135686-0.000512247j 0.0662924-0.00165666j -0.154496+0.000436027j -0.0137414+0.00150221j -0.0237334+0.000224672j -0.0455331-0.000608115j -0.0354617+0.000241135j -0.0349786+0.00118094j 0.0265586-0.000607347j 0.0802874-0.00167814j -0.000135284-0.000581695j 0.0187206+0.00173766j -0.0114108+0.000804386j -0.00145035-0.000437237j -0.0106004-0.000973772j 0.0216762+1.87506e-06j 0.0172379-0.00274398j 0.0146606-0.000362596j -0.00607251-0.00015037j -0.00879028+0.000461295j -0.0259962+0.00132558j -0.0231412-0.00201238j -0.00760976+0.000740865j -0.00110972-0.00113751j -0.00784168-0.00112165j -0.00821908+0.00140835j -0.000242663-0.000823657j -0.00240301+0.000404639j 0.00143704+0.00109452j 0.00296695+0.000842764j -0.00114779+0.00108192j 0.000386577+0.00053602j 0.00351034-0.00026405j -0.00044903+0.000280033j -0.000532916+0.00105388j 0.00105705+0.00024152j -0.000338167-0.00012014j 
-0.00212744-7.59421e-05j -0.00153152-0.000180069j -0.0043055-0.000233431j 0.00014609-0.000775379j -0.0110433+0.00113462j -0.00240298-0.000266455j 0.0173536+0.000137131j 0.00987261+0.000514599j 0.0178519+0.000680605j 0.00875733-0.000921153j 0.0139877+0.000411155j 0.0343548-0.00184722j -0.00739396-0.00128197j -0.0242046-0.00114461j 0.0432336+0.000931829j -0.00495602+0.000732702j -0.0353308-0.000640216j 0.0172067+0.00171947j 0.0333951-0.00174837j 0.00252339+0.0001789j 0.0824683-0.000779829j -0.0442074-0.00051958j -0.07274+0.000767969j 0.0282233-0.000392495j 0.0296812-9.32481e-05j -0.109873+0.000290076j 0.0277114-0.00113166j -0.0437915-0.00266556j -0.031095+0.00113108j -0.120638+0.000518079j 0.0719015-0.00234514j -0.0438652+0.00134606j 0.0137338+4.82599e-05j 0.147176+0.000989427j 0.0379151-0.00086078j -0.330415-0.000253286j 0.737376+0.000798386j 0.166935+0.000828536j 0.0636444+0.00151412j -0.135686+0.000512247j -0.0213269+7.48308e-15j -0.0949039+0.000953718j -0.098667+0.0011677j 0.0546195-0.000521963j 0.01266+0.000790819j 0.0293239+0.000710106j -0.0923615+0.000232781j -0.0414876+0.000341638j -0.0754815+0.000724093j 0.0687369-0.00103042j -0.0287908+7.52809e-05j 0.00339665+0.00115348j 0.101409+0.00114539j -0.0514307+0.00106634j 0.0365998-0.00142093j 0.0342193+0.00052441j -0.0307263-0.000106066j 0.000223314+0.00215236j -0.00544868-0.00212349j -0.0194358-0.00145584j -0.00992845-0.0021032j -0.00914094+0.00174023j 0.00969622+0.000666602j -0.0110905+0.000264j -0.00480023-0.00140328j -0.00112005-0.000172427j -0.0110289-0.00148574j -0.00223106-0.00153778j -0.00219196+0.000134132j -0.00641245+0.00059233j 0.00337173-0.00163229j 0.000561316-0.00055741j -0.00473452-0.00144931j -0.00101283-0.000281738j -0.00131438-0.00208916j -0.00124541-0.000602255j 0.00142425+0.000669625j 
-0.00575171+0.0006843j -0.00178758+0.000155398j 0.00292208-0.000670996j -0.003647-0.000151846j 0.00247518+0.000352714j 0.0111666+1.24746e-05j -0.00120614+0.00068681j -0.00400412+8.45136e-05j 0.0050035+0.000985327j 0.0220923-0.000611397j 0.00991747+4.68457e-05j 0.0222539-0.00033034j -0.0252575-0.00172253j -0.0100362-0.000585173j -0.0125079-8.81386e-05j 0.0516529-0.000874495j 0.0256996-0.000158209j -0.0228475+0.000315024j -0.024555-0.000706551j -0.0335684-0.000964842j -0.0808733-0.000565371j -0.0344868-0.000284608j -0.0898767+0.00168054j 0.0464767-8.28337e-05j 0.0165227-0.000942207j -0.0251217-0.000593921j -0.0584013-0.00104305j 0.164251-0.000384316j 0.18627-0.000797483j 0.0618662+0.00148229j 0.0499974+0.00129005j 0.00701618-0.000269063j 0.109915-0.00039795j 0.0996955+0.00150913j 0.0307244+0.00113853j 0.721527+0.000994778j 0.345417+0.000464498j -0.136019+3.50577e-05j 0.14416-0.000783587j 0.0662924+0.00165666j -0.0949039-0.000953718j -0.00404465+1.46584e-15j 0.0360315-0.000459354j 0.0440429-0.00125866j 0.022926-0.00135831j 0.0417677+0.000905195j -0.00505063-0.00104003j 0.0243552-0.00177901j -0.115391+0.000481385j -0.0904913+0.000160031j 0.00806655+0.000803333j 0.0685156-0.00187934j 0.0262135+0.00229491j 0.0248676+0.00035467j 0.030511+0.000180125j -0.0566368-0.000631617j 0.0256581+0.000743757j -0.027409-9.41044e-05j 0.0217912+0.00118962j -0.00636843-0.000266652j 0.00299993-0.00119405j 0.0194739+0.000707747j -0.00494576-0.00110683j 0.00209801+0.000714294j 0.00227036+0.000903268j 0.00701684-0.000144007j -0.00564843+0.000144061j -0.00303235+9.1536e-05j 0.00256524-0.000186573j 0.00565015+5.41324e-05j -0.00215919-0.000433458j -0.00292403-8.0547e-05j -0.00147842-0.000571828j 0.000194717+0.000115625j 0.00350773-0.000202217j -0.00156025-0.000344039j -0.00148701-0.000415148j 
0.00531095-0.00122325j 0.003985+5.78496e-05j -0.0101157+0.00173084j -0.0108468+0.00080196j 0.00433441-0.000800033j 3.81856e-05+0.000499612j 0.00691418-0.00160709j 0.00131532-0.000382252j -0.0222639-0.00127153j -0.00337997-0.000947755j 0.0146417+0.000211368j -0.0207827-1.63307e-05j 0.0216603+0.00195246j 0.035741+0.00211098j -0.051251-0.00093469j -0.0746759-0.000649286j -0.000902038-0.00108444j 0.0223395+0.000358904j 0.106436+0.00089276j -0.118096+0.0012338j -0.00326112-0.000391257j -0.0182767-0.00148284j 0.105886-0.00154276j -0.0432531-0.000670177j -0.0624818+0.00232229j -0.079926+0.00178796j -0.126368+0.00176072j 0.0272774+0.00166947j -0.0286542+0.000377774j -0.0667541-0.000481997j -0.138652-0.000673029j -0.229071-0.00141632j 0.130702-8.28966e-06j 0.282955-1.42953e-05j -0.695117-0.000765666j -0.00161853-0.000301858j 0.0162929+0.000106504j -0.131676+0.000638119j -0.0686602+0.000155322j -0.154496-0.000436027j -0.098667-0.0011677j 0.0360315+0.000459354j 0.00809883+1.6293e-15j 0.0850312+0.000249041j -0.144269+0.00151236j 0.0628063-0.00064357j 0.0560498-0.00102421j -0.0329082+0.00129833j 0.0100981+0.000868878j 0.00178075+0.00112406j 0.00728826+0.00020293j 0.0523692+0.000641428j -0.0114209+0.00091906j 0.029161-0.000734345j 0.0191838-0.000748854j 0.0327502-0.000124674j 0.00102544-0.00233348j 0.0196913-0.0017166j -0.0117129+0.000587799j -0.0188139+0.00078759j -0.0176468+0.00204073j -0.016905-0.00206958j -0.0188175+0.00122677j 0.018159-0.001232j -0.00936775-0.000426864j -0.0184609+0.000607824j 0.0110294-0.000378508j 0.00706579+0.000604733j -0.00547317+0.00146939j 0.00435698+0.00108099j 0.0045856+0.00250003j 0.00358852+0.00026423j 0.00493248+0.000343656j -0.00558046+0.000144575j 0.00128287+0.00250508j -0.000158736-0.000240229j -0.000318185-0.000226454j 
0.000844088+0.00018697j -0.00487204+0.000531131j 0.00292302-0.00037371j -0.00104248+0.00045278j 0.00416241-0.000716981j 0.00353867-0.000209351j -0.00242779+2.17309e-06j 0.00284371+0.000236257j 0.00788856-0.000189155j -0.0168562+0.00193828j -0.0323447+0.000279988j -0.0215242+0.000276015j 0.0257675-6.75988e-05j 0.0284428-1.81262e-05j -0.0175138-5.67029e-05j -0.0422174-0.000771818j 0.0296201+0.000381974j -0.044844-0.00106596j -0.0596204+0.000675402j -0.00192731+0.000866394j -0.0571862+2.63999e-05j -0.00213413-0.000186611j -0.0183941-0.000526648j -0.0455529+0.000523452j 0.0526616-0.000842372j -0.0236309+9.01623e-05j -0.0595776+0.000223727j -0.158901-0.000105677j -0.159004-0.00105324j -0.0872968+0.00068078j -0.0600946+0.000253316j 0.01963-7.49789e-05j 0.304602+0.00109815j -0.728034-0.00148181j -0.227993-0.000254831j 0.0905153-0.0011263j 0.182286-0.000159596j 0.122026-0.000248463j -0.0664845-0.000435664j -0.0137414-0.00150221j 0.0546195+0.000521963j 0.0440429+0.00125866j 0.0850312-0.000249041j 0.0671254-1.42736e-14j 0.0524989+0.000694722j 0.129524+0.00110551j -0.0958415+0.000556693j -0.0326016+0.000166617j -0.000919311+0.00112398j 0.0257153+0.00109501j -0.04885+0.00059778j -0.01467-2.36086e-05j -0.0980517-0.00108569j 0.0329491-0.00138495j 0.00816805+0.000842644j -0.0116352+0.00100567j 0.00378541+0.00102967j -0.00714811-0.000949201j 0.00332316+0.000232622j 0.00753781+0.000963304j 0.00553394+0.00119434j -0.0188589+9.18693e-05j -0.00546939-2.51061e-06j -0.004919-0.00022231j 0.00632373+0.000767695j -0.00528637+0.000929938j 0.00100559+0.00124168j -0.00649312+0.000249338j -0.000857846+1.17334e-05j -0.00151045-0.000884102j -0.00198432+0.00046669j 0.000337204+0.000328014j 0.00254266+0.000592449j -0.000268522+0.000173418j -3.92826e-05+0.000252719j -0.000237525+0.000268501j 0.000718792-2.97425e-05j 
-0.0032125+0.000679397j -0.0030275-0.000335864j -0.00609388-0.000381456j 0.00914634+0.000440137j 0.00017597+0.000110578j -0.010734+0.000479928j -0.0257825+0.00113096j -0.0184881+0.000736692j 0.00511759+0.000850372j 0.00144386-0.000670497j -0.0187859-0.000677377j 0.0372525+0.0002728j -0.0714449-0.00118977j -0.0173078-0.000668256j 0.0897928+0.000610746j 0.0124265-0.000287066j -0.081754+0.000645532j -0.0598701+0.00105626j 0.0549045+0.00108818j 0.0981987-0.00154987j -0.0278692+0.000207369j 0.00787579-0.000245444j 0.0019228+0.000225212j -0.0336445+0.000519556j -0.0114137+0.000883143j 0.120257+0.000840568j 0.308479+0.000528576j -0.0919471-0.00121105j 0.0877338+0.00162564j -0.144931+0.000309631j 0.22453-0.00123914j 0.623423-0.000294048j -0.125708-0.000497297j 0.0172251-0.000746916j -0.362888-0.00029836j 0.0411716-0.00109038j 0.0201876+0.000249292j -0.0355715+0.000735816j -0.010304-7.20473e-05j -0.0237334-0.000224672j 0.01266-0.000790819j 0.022926+0.00135831j -0.144269-0.00151236j 0.0524989-0.000694722j 0.142371+4.66432e-15j -0.0529975-0.00052286j 0.148146+0.000496203j 0.0351127+0.000205984j -0.0113935+0.000691274j 0.00877278+0.00215683j -0.056787-0.000196593j -0.0193231-0.0012413j 0.0410721+0.00112387j -0.00295254+0.000181119j -0.0270562-0.000927798j -0.0151114-0.000716621j 0.0139589-0.000527536j 0.0243188-0.000159829j 0.00691142+0.000948696j -0.0073904+0.000141796j -0.0105245-0.00016586j -0.0165912-0.000266443j 0.0235346-0.00200222j -0.00617982+0.00129856j 0.00334082-0.000442185j -0.00174569+0.000667032j -0.00270342+5.93724e-05j 0.00690789-3.25011e-05j 0.0077992-0.000930709j -0.00554719-0.000206093j -0.00569688-0.000486014j -0.000736011-2.98854e-05j 0.00259222-0.000100759j 0.00401167+0.000197572j -0.00186299-0.000663507j 0.000632018+0.000700378j 0.000212602-0.000160676j 
0.00491522-0.000646891j -0.00309549+0.000261078j -0.00689763+0.000213274j -0.00572789+0.000271594j 0.00621441-0.000156789j -0.00509326+0.00043217j 0.00790496-0.000360451j 0.0105227+0.000631617j -0.00469015+0.000359967j -0.00507316-0.000727369j 0.0147149+0.000932703j -0.00284579-0.000160234j 0.0411336-0.000244699j -0.017659-0.000657606j 0.00395573-4.714e-05j 0.0537413+0.000671141j 0.0386479-0.000313828j 0.0471603+0.000886323j 0.0428633-0.00144715j -0.0177153+0.000323439j 0.0647913+0.000650315j -0.0399581+8.35971e-05j 0.0386972+0.0017626j 0.0629202-0.00119672j -0.0922719+0.000822263j 0.0224792+0.000392694j 0.0605409-0.000784699j 0.00978453+0.000464059j -0.191878+0.0018119j 0.13367-0.000766199j 0.0376284+0.000227057j -0.180795+2.35066e-05j -0.741593-0.000831751j -0.222059-0.00036644j -0.152548-0.000730389j 0.17215+0.000125221j 0.0903646-0.000494335j 0.0149533-9.57447e-05j 0.00823333-0.000113969j -0.0455331+0.000608115j 0.0293239-0.000710106j 0.0417677-0.000905195j 0.0628063+0.00064357j 0.129524-0.00110551j -0.0529975+0.00052286j -0.0622151+9.21133e-15j -0.0122412-0.00078089j -0.042495+0.000320169j 0.0137753-0.00103103j 0.071292-0.00115536j 0.00636121-0.000894115j 0.00901099-0.000755362j 0.0157789-0.000253553j -0.0409516+0.0027696j 0.00809566-0.00102063j -0.000504761+0.000886224j 0.0124055-0.000748021j -0.00103439+0.000904282j -0.0203989+0.000318764j 0.00960366-0.00117796j 0.0106906-0.000219517j 0.0293211+0.00010587j 0.00186029+0.000467475j 0.00383744+0.000759616j 0.00623556-0.00132637j 0.00284628+1.67613e-05j 0.000530957-0.00117414j -0.000341604-0.000344991j -0.00192347-0.000597831j -0.00248027+0.000441424j 0.00233509-0.00107395j 0.00312221-0.000363034j -0.00190226-0.000797513j -0.00294875-2.54688e-05j -0.00192676-0.00076804j -0.000190164-0.000425263j 0.00251336+0.000610001j 
-0.00121639-0.000245194j 0.00403262-0.000478393j -0.00505233+0.000505531j -0.00328068-0.000273313j 0.00798003+0.00041048j 0.00319998+0.000707927j -0.0123775+0.000820424j -0.0034276-0.000674332j 0.0262151+0.000118989j -0.00155255-0.00100491j -0.011749-6.39797e-05j 0.00293385+0.00166515j -0.0506119-0.00103512j -0.0307199+5.17714e-05j 0.0981098+0.000316798j -0.0197901-0.000239687j 0.00437061+0.000540684j 0.0671911+0.00181687j 0.0477354-0.00143936j 0.077545-0.00102321j -0.00657784-0.000712384j 0.0240345+0.000960939j -0.0240621+0.00157309j -0.00983517-0.000420931j 0.139376+0.00103089j -0.0907727+0.000483226j 0.0196134-0.000526469j 0.0757113-0.000393617j 0.148822+0.00121708j -0.311317-8.90426e-05j 0.651477+0.000418036j -0.393886-0.000897378j 0.0353462-0.00141864j -0.121951-0.000333803j -0.0729626-0.00110236j -0.0101082+0.000637594j -0.124203-0.00148002j -0.0635555+0.000380857j 0.0902981-0.000180358j -0.0354617-0.000241135j -0.0923615-0.000232781j -0.00505063+0.00104003j 0.0560498+0.00102421j -0.0958415-0.000556693j 0.148146-0.000496203j -0.0122412+0.00078089j 0.0687017+9.78558e-15j -0.0564327-7.89534e-05j -0.0376469+5.32648e-05j 0.0541022-0.000484118j 0.0253697+9.2756e-05j 0.0081684-0.00128998j -0.00240176-0.00134076j -0.018277+0.00118085j 0.00175098-0.00150041j -0.00635454-0.00167503j 0.0108621-1.42944e-05j 0.0102912+0.00159681j 0.0122998-0.000873992j -0.0100237-0.00166193j 0.00773615+0.000341098j -0.00689121+0.000626064j 0.00394178+0.000411641j 0.00429542+0.00100871j 0.000688101-0.000709628j -0.00485678-0.00147192j 0.00118137-0.00061218j 0.00112395+0.000605288j 0.00246801-0.000184397j -0.00386326+0.00107235j 0.000219993-0.000526923j -8.34708e-05-0.00109639j -0.000634108-0.00102856j 0.000284166-0.000360737j 0.00095008-0.000688618j -7.53228e-05-0.00032733j -0.000827669-0.000237897j 
