-0.119546-2.35922e-15j -0.133863-0.00108614j 0.0408906-0.0446144j 0.0896207-0.112383j 0.0160106+0.0666163j -0.0405219+0.0246455j -0.0185565+0.0988185j -0.0175645-0.0408313j 0.00105107+0.0737835j 0.0146436-0.00527768j -0.0376167-0.035754j 0.00676205+0.0423851j -0.0215549+0.00673517j -0.0108396+0.00352944j -0.0408753+0.0220068j -0.00579441-0.0416957j 0.0175587+0.0273272j -0.013837+0.012684j -0.00870605+0.0520388j 0.00242702-0.000685042j 0.00708174+0.0224473j 0.0048226+0.0491679j 0.019653+0.0104485j -0.0141315+0.0295783j 0.00608602-0.0137543j 0.0247912-0.00533627j -0.0183915+0.047894j 0.0138703-0.0195139j -0.00697349-0.0176795j -0.012756-0.00505835j 0.0309892-0.00963515j 0.00185148+0.00327579j 0.00110942-0.00517676j -0.0188119+0.00987994j -0.000425054-0.0453599j 0.015538-0.0124578j 0.0102557-0.0190195j 0.0136222-0.0227028j -0.0159666-0.0251492j 0.0270805-0.000795251j 0.00407558+0.016207j 0.0115382-0.0160743j -0.0174991+0.0173568j -0.0105157-0.00224718j -0.00921908+0.000557562j -0.0386359-0.0381681j -0.0152472-0.0443286j 0.013149-0.017762j -0.0263806-0.0295744j -0.0244067+0.0163638j 0.0283811+0.0251196j 0.0169462-0.00938489j 0.0421814+0.0190675j 0.00107058-0.00566096j -0.0396732+0.0110123j 0.00900385-0.0690247j 0.0174287-0.00544662j -0.0321225-0.0179405j -0.0224906-0.0208432j -0.0281172-0.0272225j -0.00107406-0.0139482j -0.0493099+0.00240315j 0.000731932-0.0303365j 0.0419783+0.0785231j -0.137274-0.180492j -0.172492+0.252907j -0.310564+0.0877358j -0.0798842-0.119885j 0.0739892+0.1962j 0.0365312-0.0115413j 0.00214441-0.00450976j -0.213395+0.0901665j 
0.00107058+0.00566096j -0.0291179+0.00335562j 0.0278376-0.0338156j 0.085098-0.0278807j 0.00633874-0.0911487j -0.125918-0.157682j 0.0549193+0.0582551j 0.0499785+0.10571j 0.102208+0.116686j 0.0305715-0.0602879j -0.0155667-0.0214512j -0.0596174+0.0296399j 0.0200561+0.0072415j -0.0824602-0.0697848j -0.058246+0.0439929j -0.111416+0.0432763j 0.0755797+0.035065j 0.0854106+0.031788j 0.07397-0.15286j -0.0199216+0.124932j -0.0209217-0.0158172j 0.0441674+0.0182915j -0.031733-0.0600392j 0.00784299+0.132869j -0.0361792+0.0104857j -0.0788003+0.010109j 0.114511-0.0474989j 0.00428624-0.0107351j -0.0628376-0.00755974j 0.0220151-0.0692439j 0.0361726-0.0415888j -0.0420255-0.061188j -0.0152611-0.0972547j 0.0148906-0.105809j 0.0235057-0.00756485j 0.0403919-0.0355838j -0.0275354+0.051772j -0.037106+0.0678271j -0.0622034-0.0811513j 0.0405541+0.00116654j 0.0229236-0.0791358j -0.0554303-0.0256385j 0.0841958+0.0587545j -0.0522196-0.0221218j 0.135418+0.0716517j -0.0491637-0.0471699j 0.0141667+0.119651j 0.0423183+0.015954j -0.0503319+0.0257567j -0.154569-0.0344813j -0.043269-0.072145j 0.0345957+0.100533j -0.0412297-0.0444006j 0.0679419+1.4988e-15j -0.00410983+0.00834504j -0.135509+0.0423882j -0.0810809+0.00733733j -0.0529654+0.0672982j 0.0491826-0.0455114j 0.00061566+0.106756j 0.0144036-0.0641926j 0.00263345-0.00471937j -0.00050247-0.00182838j 0.0334069+0.056028j 0.0814621-0.0285074j 0.03232-0.0219655j 0.0389501-0.0601976j -0.0715941+0.0477035j -0.00266124+0.034903j -0.0181422-0.113585j -0.023226-0.0260671j 0.0266374+0.00196413j 
-0.0396732-0.0110123j 0.0495648+0.00514031j -0.0525735+0.0178338j 0.0611158-0.0165884j -0.0741009+0.115635j 0.0602688-0.0124868j -0.190176+0.177717j -0.0597795-0.0251447j -0.0625468+0.0057764j -0.0974825+0.0353461j 0.0269356-0.00986561j 0.058468-0.113689j -0.0173663+0.146378j -0.0181591-0.0263466j 0.122766+0.0542521j -0.0235982-0.0872159j 0.0295289+0.0280593j 0.0632958-0.09436j 0.146026+0.0337726j -0.076097-0.0198941j 0.0375225-0.0116611j -0.0248916-0.0370137j -0.051733-0.0981653j -0.0117807+0.0449468j 0.00982392-0.0422533j -0.00927686-0.07215j -0.0496204+0.00228283j -0.0262329+0.000506966j 0.0798213+0.00843702j -0.0296432-0.015151j -0.029402+0.0135348j 0.070474-0.0716333j 0.0209926+0.0170184j -0.00609678-0.0769059j -0.0903703-0.0701121j 0.0391051-0.164623j -0.0639766+0.192512j -0.0172995-0.13101j 0.0696932+0.0106143j 0.0472224+0.0506089j 0.00642247+0.0288351j 0.00752218-0.0583338j 0.0414107+0.0882029j -0.0803988-0.048172j -0.0767537+0.0831874j -0.109255-0.0404802j 0.0875176+0.125661j -0.00231807+0.103378j 0.0349967-0.124541j -0.0151368+0.0163942j 0.00823375-0.049312j 0.0912436+0.00952777j 0.0509062-0.0454555j -0.00410983-0.00834504j -0.0987998-3.60822e-16j -0.0499216-0.0776813j -0.0713819+0.0441633j -0.0254256-0.0670023j -0.0062464+0.0546438j -0.0432474-0.0583442j 0.0825877+0.0282097j 0.0138487+0.00643652j 0.0213947-0.0256389j -0.000607957+0.0138077j -0.0151916+0.0511707j 0.0282721+0.034365j -0.00899208+0.0477298j 0.0273495-0.0345453j -0.00514583+0.0690451j -0.0133026+0.0139048j -0.00983406-0.0236034j 0.00894032-0.0415318j 
0.00900385+0.0690247j 0.00872477+0.0233466j -0.0216561-0.0345971j 0.121228-0.0903725j 0.0469784-0.101708j 0.0731353+0.0645641j 0.0885963+0.0125198j 0.00597553-0.0528567j 0.0305259-0.0295995j 0.0159478+0.069779j -0.0912247-0.0231795j 0.0167721+0.00577666j 0.0328555-0.0675749j -0.128626-0.0802663j -0.0515198+0.120069j 0.0710282-0.0123299j -0.0105114-0.069067j 0.0898372-0.0435924j -0.0166191+0.0191469j 0.124427+0.0644456j 0.0355233+0.0245951j 0.0635169-0.108827j -0.0366912+0.147838j -0.0258175+0.0155187j 0.00390279+0.0691372j -0.0569018-0.00815914j 0.00176991+0.0386493j -0.0266563-0.118582j -0.00674989+0.0419074j -0.0105432+0.0422049j 0.063882-0.0535672j -0.0244703-0.0149867j 0.00648978-0.0155403j -0.0540648-0.0536671j -0.164241-0.0720179j 0.0481976-0.0536469j -0.111517+0.0146662j 0.0230513-0.0908332j 0.0699593-0.0523327j -0.0308951+0.0450092j -0.0234968-0.0661979j 0.0387706+0.138291j 0.0675774-0.0261861j 0.0133162+0.0406002j 0.067385+0.0449382j -0.0905386-0.0375582j -0.100284+0.0172235j 0.0127927+0.0607236j 0.220747+0.0373927j 0.0694524+0.0355241j -0.115818-0.0149634j -0.0670978+0.05013j 0.0483914+0.0237717j -0.135509-0.0423882j -0.0499216+0.0776813j -0.012548-0j -0.0107843+0.0299277j 0.0115053+0.0150683j -0.0486658-0.066628j 0.0353846+0.0213418j -0.0382645-0.0323385j -0.0655469+0.0328703j 0.0152452+0.0285542j 0.0666199-0.00642262j 0.0474498+0.0314945j -0.00412207-0.0152586j 0.0009407+0.0634929j -0.0421331+0.00767341j 0.0421854+0.0884792j -0.0147209-0.0706541j -0.064959-0.045909j -0.0103723-0.0141309j 
0.0174287+0.00544662j 0.00973567+0.0334628j 0.00988964+0.0422242j -0.0461235+0.10058j -0.0657465-0.196307j 0.171047+0.0334139j 0.0987067+0.154649j 0.00499447-0.0281773j -0.065469-0.0407319j -0.0096948+0.0313504j -0.0408773+0.0261538j -0.038589-0.0224257j 0.0266564+0.0246463j -0.136382+0.0711193j 0.0961141+0.0010025j -0.00450354-0.0308294j -0.0377982+0.0681725j -0.00199912+0.00358361j 0.00263857+0.104559j -0.0067123-0.0595218j 0.0163796-0.0472641j -0.0669289-0.025994j 0.084134-0.00439579j -0.113939-0.012574j 0.0562385+0.029427j -0.10796+0.0189664j -0.0400126+0.0315852j -0.149333+0.0836922j 0.0478998-0.0499302j 0.0360576+0.0535538j 0.0480095-0.062337j 0.0426926-0.0534623j 0.0347433-0.0400762j 0.0111522+0.0642147j 0.0291485+0.0494594j -0.0792611-0.0936349j 0.00207577+0.0249463j 0.0427533-0.0197573j 0.033902+0.0567608j 0.101115+0.0314743j -0.138482+0.0556601j -0.0986116-0.0624132j -0.079724+0.00877314j -0.0124729-0.024542j 0.105157+0.0321673j 0.0328241+0.00920536j -0.0566731+0.0496877j 0.00311845+0.0360574j 0.0118886-0.0230083j 0.065035-0.0137669j -0.0238113-0.0658602j -0.0190253+0.0182536j -0.0838259+0.0732921j -0.0810809-0.00733733j -0.0713819-0.0441633j -0.0107843-0.0299277j -0.043101+4.78784e-16j 0.0660345+0.00701723j -0.0215641-0.0640623j -0.0205803+0.0333232j 0.0592718-0.0316211j 0.00181352-0.017783j 0.1004-0.0180825j 0.0696641-0.029338j 0.0494047-0.0842257j -0.0641728-0.0203232j 0.0202654-0.0827773j 0.029012+0.0155338j -0.0267095-0.0428116j 0.0157574+0.00109402j 0.0212326+0.0117j 0.013713+0.0291183j 
-0.0321225+0.0179405j 0.00708595-0.0625994j -0.00169302-0.0343566j -0.0569857+0.0365238j -0.149886+0.000493452j -0.0341768+0.00371911j -0.00666575+0.152693j -0.0734406-0.0981049j -0.0367936+0.12057j 0.0418939+0.0626435j 0.0867292+0.0041739j 0.00222404-0.0495689j 0.0580167+0.0794599j -0.060537+0.0287897j 0.0184127+0.0938782j -0.0315706+0.0532145j -0.0590948-0.0122112j 0.0988054+0.0669886j 0.0587164-0.0964858j -0.0609118+0.0780161j -0.051191+0.0880879j -0.0826338+0.0737416j -0.0808749+0.00409541j 0.0432728-0.0659446j -0.0638316-0.0352325j -0.0487521-0.0429384j -0.00959584+0.0664007j -0.0534165-0.0323811j 0.0440822+0.102094j -0.0346574+0.02264j -0.0210674+0.027487j -0.0745783+0.0721262j 0.0774711+0.208325j -0.0599596+0.0107786j -0.162612-0.0942755j -0.0439353+0.143232j 0.089161-0.128373j 0.00867131+0.137946j -0.0122249+0.0309724j -0.0253588+0.017815j -0.0242506-0.0989787j 0.0997428+0.0356526j -0.0666982-0.0198758j 0.172033+0.0897789j -0.0667942+0.00815591j 0.0525599+0.00400095j -0.00992916-0.105037j 0.0672367-0.0755544j -0.0812588-0.0300417j 0.0345187+0.0600556j -0.10179+0.0375105j 0.0723562-0.0627828j -0.000168696-0.0347173j -0.0529654-0.0672982j -0.0254256+0.0670023j 0.0115053-0.0150683j 0.0660345-0.00701723j -0.0552819-2.77556e-17j 0.0245363+0.0445748j 0.0405043+0.00983264j 0.0656255+0.0149211j 0.0665531-0.0358438j 0.0310665-0.0139135j 0.0070067+0.0452326j -0.0108778-0.000131688j -0.00106849+0.011266j -0.0227652+0.0167241j 0.0162005-0.018535j -0.0066173-0.00210603j -0.00736044+0.0903669j 0.0256993-0.0241047j -0.0153967-0.0223088j 
-0.0224906+0.0208432j -0.0295004+0.0535952j -0.0427991-0.1019j 0.17262-0.109422j -0.0148986+0.0541848j 0.0386426-0.105168j -0.0207714+0.0487389j -0.136162+0.170172j 0.0392628+0.0667383j -0.0367151-0.0514525j -0.0894509-0.121934j 0.00772031+0.0191602j -0.00738388-0.0896178j -0.0504111+0.0192013j 0.00981504+0.0443804j 0.0199505-0.0813603j 0.034506+0.0179334j -0.00484926+0.0637911j 0.0995771+0.0244324j 0.0354335-0.0155362j 0.0847113-0.0780071j 0.0268674-0.00379566j 0.0497744+0.0631354j -0.0381767-0.0649985j 0.0747607-0.0374436j 0.0662072+0.0426331j -0.041036-0.00167735j -0.0582271+0.0337919j 0.0309301+0.0745759j 0.032987+0.0341921j -0.0910725+0.0307376j -0.033701+0.0768871j 0.0140599+0.0912755j -0.0153753+0.0786422j -0.0709377+0.049844j -0.0212367+0.124992j 0.0192586-0.146954j -0.0534862+0.0603806j 0.0493021+0.0198331j 0.0422364+0.0196595j 0.110739+0.133173j 0.147525+0.0887086j 0.0566623-0.0717885j -0.0093529-0.0691164j -0.0348674-0.0550517j 0.075547-0.0270777j 0.00234819+0.0637152j 0.0518879-0.0840776j -0.0870145-0.0356246j 0.00964512-0.0835815j -0.0184511+0.0912297j -0.0350464+0.00951607j -0.0606906+0.0473333j 0.0491826+0.0455114j -0.0062464-0.0546438j -0.0486658+0.066628j -0.0215641+0.0640623j 0.0245363-0.0445748j -0.0141056+1.31839e-16j 0.0618984-0.0262651j -0.000304828+0.0566126j 0.0654828-0.0259337j -0.0291528-0.0368182j 0.00465684+0.0439418j -0.0215691+0.0358657j 0.0614227+0.0741433j 0.0463389-0.0280407j 0.00582956+0.00771938j 0.0189963+0.0523492j -0.0383499-0.0759319j -0.0404349-0.0363755j 0.0175702+0.049776j 
-0.0281172+0.0272225j -0.0035078-0.00695664j -0.0439257-0.0739477j -0.00626562+0.000291548j -0.112432+0.0486524j 0.0221021-0.102299j 0.0717551-0.0626397j -0.0900147+0.00797941j -0.0513851-0.00399623j 0.0332221-0.00154402j 0.0878561-0.0146275j 0.00481318+0.0403723j 0.0585041-0.0432787j -0.015059+0.0441492j -0.00498816-0.027326j 0.0356171+0.0310252j -0.0734562+0.0380087j 0.000314661-0.0223166j -0.0281501+0.0213821j 0.0282635+0.100034j -0.00261495+0.0410787j -0.0470836-0.0137079j 0.00184385+0.0480835j -0.0191124+0.106695j 0.0630245+0.0582407j -0.0222538+0.0997034j -0.0300133+0.00435667j 0.0159402+0.0808598j 0.0149979-0.0731325j -0.0123325+0.0995516j -0.0237198-0.104844j -0.00687993-0.129024j 0.11901-0.186993j -0.0207276-0.00832331j -0.0433939+0.0898977j -0.0329413-0.064607j 0.0411136+0.114767j 0.118347-0.189293j 0.0108775-0.0331941j -0.0442587-0.0495352j -0.00867915+0.00397813j -0.0968351-0.175178j -0.0256246+0.0343956j -0.00569681-0.0456703j 0.173661+0.0219302j -0.0404043-0.0345216j 0.045786-0.0267803j 0.0448289-0.0830091j 0.0651971-0.072609j 0.000713865-0.0983558j 0.0931984+0.115129j 0.0368305-0.0023385j 0.00705882+0.0106438j 0.00061566-0.106756j -0.0432474+0.0583442j 0.0353846-0.0213418j -0.0205803-0.0333232j 0.0405043-0.00983264j 0.0618984+0.0262651j 0.0642171+1.04083e-15j 0.0155007+0.0342901j 0.0411151-0.0688049j 0.0183983-0.0273655j -0.00857548+0.0507067j -0.0289714-0.00125219j 0.0160071+0.00975642j -0.0303315+0.0172817j -0.00308306+0.0186226j -0.00234698-0.0499883j 0.0070067+0.0765506j 0.00287556-0.0314631j 0.00534051+0.00831774j 
-0.00107406+0.0139482j -0.0616961+0.0387563j 0.11026+0.00825939j -0.0212285+0.023378j 0.0187766+0.128571j -0.15903+0.104534j -0.0415113+0.109547j -0.17176-0.0163876j 0.0286548+0.111282j -0.0224141+0.116201j -0.0630583+0.0565256j -0.00644364-0.0877441j 0.0160675-0.121316j -0.0706858+0.0947216j -0.0929606-0.0453091j -0.0906124+0.0481765j 0.0135196-0.0309865j 0.0884784-0.098046j 0.0646601-0.125326j -0.093579-0.0482386j -0.0218908-0.034348j 0.0744479-0.0329689j 0.0102623-0.00856798j 0.0395211+0.0539032j 0.0598892-0.0794875j -0.0513324+0.00990441j 0.017267+0.00274019j -0.123061+0.0942169j -0.0424346-0.134787j -0.0524401-0.0382842j -0.0653414-0.00630405j 0.0370998-0.0978438j -0.032204-0.130845j 0.0144562-0.00982759j 0.0148632+0.134891j -0.12005+0.00653017j -0.0992332+0.0527364j 0.0983219+0.0579395j -0.0249093+0.00708445j 0.124509-0.000593824j -0.109673-0.087012j -0.00437451-0.0226206j -0.0781531-0.00509077j -0.0951985+0.0170781j 0.0545907-0.11425j -0.014028-0.0201129j 0.00290554-0.0489419j -0.0310291-0.0399222j 0.0519842+0.0803427j 0.0201712+0.0717755j -0.0382925-0.00293913j 0.0143817-0.150325j 0.0705935-0.023716j 0.0144036+0.0641926j 0.0825877-0.0282097j -0.0382645+0.0323385j 0.0592718+0.0316211j 0.0656255-0.0149211j -0.000304828-0.0566126j 0.0155007-0.0342901j -0.0892983+2.88658e-15j 0.00842049-0.0100162j -0.0308388-0.0024449j 0.0497944-0.0105082j 0.0149275-0.0426702j -0.00348564+0.0332599j 0.0116553-0.0225274j 0.0295996+0.0117881j 0.00447596+0.039172j -0.0423208-0.0238147j -0.0144854+0.0294562j -0.0256206+0.0567503j 
-0.0493099-0.00240315j -0.00955513-0.055664j 0.11976-0.113792j 0.0844189+0.0844958j 0.0114982+0.0436192j -0.0525811-0.0320099j -0.0677954-0.00694223j 0.169398-0.0071452j -0.0539738+0.036317j -0.0225981-0.0919743j 0.0356121+0.04993j 0.0948639-0.0227433j -0.0191096-0.11387j 0.0737442-0.130276j 0.0481637-0.0530112j -0.00462791+0.0528345j -0.0141708-0.0710468j -0.0728965+0.0174495j -0.0278461+0.00688526j 0.0339704-0.0997801j -0.00693204+0.0189057j -0.0170775-0.0388716j -0.0425355-0.00450876j 0.039226+0.010837j 0.00466753+0.0298472j -0.00975854-0.0182616j -0.0102329-0.0752995j 0.0332692-0.0552761j 0.073193-0.0156467j 0.072378-0.0596446j -0.00536495+0.0808771j 0.0896538+0.0375803j 0.0704756-0.0855587j -0.0142568+0.0215697j 0.0435891-0.0106063j -0.0159831-0.0566978j 0.00358746-0.0674833j -0.0361952-0.0269389j -0.0334845+0.0168828j -0.0832552-0.057974j -0.00546371-0.0952376j -0.0716126-0.0273925j 0.00944553-0.0631592j -0.0554836+0.029945j 0.075023+0.0118412j 0.0483639+0.0646566j 0.0426212-0.0934236j 0.0620816+0.123976j -0.125567+0.119828j 0.111821+0.0514715j -0.0579331+0.0207188j -0.113876+0.00108087j -0.0184448-0.00339032j 0.00263345+0.00471937j 0.0138487-0.00643652j -0.0655469-0.0328703j 0.00181352+0.017783j 0.0665531+0.0358438j 0.0654828+0.0259337j 0.0411151+0.0688049j 0.00842049+0.0100162j 0.0203686-5.55112e-17j 0.0471533+0.00578445j 0.0901545+0.0397017j 0.00550086+0.0482296j -0.011199-0.0270792j -0.0402971-0.00491656j -0.0545134-0.0145943j 0.0457432-0.050793j 0.0232254+0.013437j 0.0385606-0.0040177j -0.0207838+0.0151853j 
0.000731932+0.0303365j 0.106089-0.0338558j -0.215735-0.0705822j 0.111687-0.275212j 0.0613871-0.159475j 0.00934588-0.0618941j 0.152436-0.0205046j -0.00267983-0.022035j -0.0440789+0.0963454j -0.0375395-0.0754016j 0.0867507-0.141361j -0.0152612+0.0378171j -0.0523806+0.00478923j 0.0626061-0.0978357j 0.0548734+0.0108235j 0.0337971+0.034284j 0.000609515+0.0189117j -0.0429383+0.079649j 0.0684679+0.0434912j -0.106569-0.0503655j 0.0317136-0.0298013j -0.0293594+0.0255797j 0.0376459-0.0149903j -0.0309107+0.0870299j 0.00847974-0.0418041j 0.0446842-0.0168439j -0.067502-0.0043076j -0.0385789+0.0031553j 0.0486404-0.0199091j -0.00618522-0.0619825j 0.0264893+0.0132743j 0.0600326-0.0284401j -0.0277777+0.00740174j -0.0598169+0.1042j -0.0541474+0.0601137j -0.0615819-0.0487192j -0.0156364-0.0103398j -0.0546008+0.0315771j -0.0354694+0.0739727j -0.00506086+0.0695009j -0.0453123-0.0494169j 0.0329003-0.109398j -0.0388962-0.0916158j -0.118983+0.110586j -0.0688129-0.0667132j -0.00444039+0.0836883j 0.0637925+0.0310995j -0.0209961+0.0542247j -0.0328096-0.0633664j -0.0327692-0.0536433j -0.0290489+0.0180461j -0.0203626+0.0464552j -0.0155364+0.0189684j -0.00050247+0.00182838j 0.0213947+0.0256389j 0.0152452-0.0285542j 0.1004+0.0180825j 0.0310665+0.0139135j -0.0291528+0.0368182j 0.0183983+0.0273655j -0.0308388+0.0024449j 0.0471533-0.00578445j 0.0684979+1.06581e-14j 0.0283227-0.0373166j -0.0223972+0.0580343j -0.0919131+0.0415178j -0.0271039+0.00626793j 0.0241598-0.0902642j 0.00857069+0.0675157j 0.00984476-0.0530054j 0.00234565+0.0131533j -0.0104402-0.0619222j 
0.0419783-0.0785231j -0.0285131+0.0534511j -0.0294959+0.0866037j 0.027525-0.177988j 0.195136+0.106681j -0.11565+0.0748365j -0.0901234-0.00590827j -0.158133+0.00103049j 0.00834769-0.0771981j -0.0129703-0.00301327j -0.0429131+0.0582939j 0.00436379-0.0388111j -0.0187804+0.0111155j -0.0755644-0.0406374j -0.0865718+0.0814587j -0.00168171-0.110129j 0.136845-0.0294054j 0.0368022-0.0718768j 0.0837172+0.0143517j 0.0715922-0.0332285j 0.0149073-0.00912184j 0.0561001-0.0616599j 0.0312904+0.0307163j 0.0120964-0.0331015j 0.0550586+0.0121464j 0.0251938-0.0667756j -0.00100897+0.0587628j -0.00822035-0.103335j -0.0364333+0.0118512j 0.0299386+0.0340689j -0.0459703+0.018197j -0.0538966+0.00691991j -0.0794546-0.0335401j -0.0320895-0.0250839j -0.0403312+0.0633456j 0.0577123-0.0320913j 0.0081931+0.0610031j -0.0166513-0.0305789j 0.0291397-0.0618084j 0.0448027-0.000202698j 0.183001-0.0678214j 0.0311366-0.00361588j 0.0350552-0.0414197j -0.000963221+0.048736j 0.00126509+0.0233288j -0.0187185+0.0168287j 0.0291615-0.165991j 0.00365939+0.0329194j 0.0759103-0.0919344j 0.0674077+0.066604j -0.0208027+0.0686867j 0.0778428+0.0339902j 0.028537-0.0509368j 0.0334069-0.056028j -0.000607957-0.0138077j 0.0666199+0.00642262j 0.0696641+0.029338j 0.0070067-0.0452326j 0.00465684-0.0439418j -0.00857548-0.0507067j 0.0497944+0.0105082j 0.0901545-0.0397017j 0.0283227+0.0373166j -0.0675088+3.46945e-17j 0.0373249-0.0497332j 0.00167579+0.00613213j 0.0257686-0.0512667j 0.0604661+0.0092806j -0.0584498+0.00761928j -0.109048+0.0524215j 0.024673+0.0210785j 0.033519+0.0932311j 
-0.137274+0.180492j 0.131796+0.0858858j -0.137142+0.339044j -0.206851+0.018107j 0.0907186+0.0830363j -0.0143648+0.113525j 0.094552-0.0351697j 0.114149-0.0471875j -0.0651903+0.0527615j 0.0108812-0.00514235j 0.153058-0.00739695j 0.111239-0.0477042j 0.0634756+0.00164062j 0.14027-0.0472253j 0.0689568-0.0973288j 0.196246-0.0908022j -0.018586+0.0704697j -0.0230957-0.0396938j -0.0620829-0.00581058j -0.0176819+0.0746789j 0.0928005-0.0101989j -0.0709459+0.0425153j -0.0489119-0.00898458j 0.0109854+0.0183913j 0.0575764+0.0416134j 0.0890329-0.0223959j -0.0531263-0.00523933j 0.104895-0.0627058j -0.0303577-0.00822276j -0.0123884+0.031656j -0.0738073-0.0736386j -0.076365+0.0081255j 0.0476395-0.0407304j -0.077138-0.0322948j -0.0883095+0.0235696j 0.0175728+0.0447554j 0.00851212-0.0162713j 0.115614-0.0203381j 0.0803441-0.081946j -0.0117046+0.00568569j 0.0595831+0.0457721j -0.00277768+0.0946943j 0.056833+0.00219985j 0.0112819-0.0500866j 0.0410282+0.0149873j -0.0101257+0.0282854j -0.0157006-0.0204015j 0.0320569-0.0677196j -0.00461651+0.0302887j -0.00126233+0.0466451j 0.00806189-0.0768107j 0.0363843+0.0692531j 0.0466871-0.0215916j 0.0814621+0.0285074j -0.0151916-0.0511707j 0.0474498-0.0314945j 0.0494047+0.0842257j -0.0108778+0.000131688j -0.0215691-0.0358657j -0.0289714+0.00125219j 0.0149275+0.0426702j 0.00550086-0.0482296j -0.0223972-0.0580343j 0.0373249+0.0497332j 0.017961+2.08167e-17j 0.019084+0.0586202j 0.0511091-0.0481376j 0.0265976+0.0288659j -0.0280606+0.00432461j 0.0205509-0.120938j -0.0073646-0.0948429j -0.0128934-0.0553779j 
-0.172492-0.252907j -0.319158+0.0860139j 0.0443842+0.0365268j -0.0138864-0.12935j 0.106913-0.0247065j 0.0641997-0.0591788j 0.0770169-0.239853j 0.134043-0.0840943j -0.0545196+0.0229357j 0.0467706+0.0266218j 0.145501-0.0561661j -0.123828-0.0297676j -0.00408857+0.0648748j 0.039309-0.0856519j 0.0957383-0.0755946j 0.0133208-0.0856613j -0.0207335-0.0348291j -0.0884775+0.0382382j -0.000834808-0.0805105j -0.105101-0.048677j 0.0405482-0.0257628j -0.0948617+0.0278012j 0.00106873+0.0232098j -0.0558633+0.0228063j 0.0325105+0.0199404j -0.0129645+0.00359718j -0.00599435+0.032026j -0.030667-0.0515428j 0.0227872-0.013412j 0.0272154-0.0279485j 0.0107911-0.0234263j 0.0176333+0.00890891j 0.0117932-0.0448127j -0.0544176+0.0503605j -0.0526174+0.0233788j -0.0208601-0.137107j -0.0204642-0.0368186j 0.0217377+0.060348j 0.0223702-0.000976368j -0.0369626+0.10048j 0.0117162-0.127924j -0.0132162+0.0348816j 0.0268644-0.101512j -0.0826024+0.0624027j 0.0428577+0.0190896j 0.0163914+0.00809235j -0.0476842-0.00724003j 0.0385593+0.0307036j -0.0537991+0.04349j 0.0425817-0.0705126j 0.0315831+0.0342413j 0.0284367-0.0234544j 0.0223435+0.0416304j 0.03232+0.0219655j 0.0282721-0.034365j -0.00412207+0.0152586j -0.0641728+0.0203232j -0.00106849-0.011266j 0.0614227-0.0741433j 0.0160071-0.00975642j -0.00348564-0.0332599j -0.011199+0.0270792j -0.0919131-0.0415178j 0.00167579-0.00613213j 0.019084-0.0586202j 0.0982314+1.11022e-16j -0.00168352+0.0121397j -0.040838+0.0409972j 0.0148796-0.0162899j -0.0656359+0.0255826j 0.0433082-0.0608644j -0.0316036+0.0904658j 
-0.310564-0.0877358j 0.059606+0.293076j 0.0972442+0.0521733j 0.117118+0.0500187j -0.0681825+0.114748j 0.0149927+0.165395j -0.0523682+0.0209905j -0.0029888-0.0486835j 0.0392769-0.00947298j 0.0293074+0.0215727j -0.178984+0.138715j -0.0195168+0.0145336j 0.0482334-0.0315281j -0.0214258+0.0819829j 0.0151107-0.0670824j -0.0577546-0.0505936j 0.0545347-0.0017017j -0.00276859-0.0897777j 0.0561838+0.0266447j 0.0837146-0.0749456j -0.00222963+0.0265057j -0.0101927-0.032892j 0.0153053-0.0271814j 0.0109532-0.00939814j -0.00612248+0.0272737j -0.000998389+0.00676087j 0.0756587+0.0105819j 0.000232932-0.0186861j 0.020065-0.0400742j 0.0956121-0.00365399j 0.0196874+0.0247772j 0.0121138+0.0645155j 0.072726+0.0351154j 0.00432388-0.0632956j -0.0251551-0.0296312j -0.0333801+0.0301352j 0.0434522-0.0243152j -0.0794568+0.0511798j -0.021035-0.100158j -0.000296102-0.0895994j 0.104888+0.0504588j -0.00543989-0.00682881j -0.0411924+0.013831j 0.0398867-0.0870143j 0.089625+0.0829374j 0.0543172+0.00594375j 0.0269594-0.0655734j 0.10513+0.000790367j -0.0869335-0.0339341j -0.0486523-0.0463802j 0.0117197+0.0274791j -0.0431534-0.0505911j 0.00324257+0.0613829j 0.0389501+0.0601976j -0.00899208-0.0477298j 0.0009407-0.0634929j 0.0202654+0.0827773j -0.0227652-0.0167241j 0.0463389+0.0280407j -0.0303315-0.0172817j 0.0116553+0.0225274j -0.0402971+0.00491656j -0.0271039-0.00626793j 0.0257686+0.0512667j 0.0511091+0.0481376j -0.00168352-0.0121397j -0.144088+1.38778e-17j -0.074935-0.01991j -0.00486904-0.00411215j -0.0560731+0.0424572j 0.0314996-0.0175912j 0.047693-0.0326894j 
