0.142641+0.131066j 0.144408-0.147908j 0.179992+0.141125j -0.0568193+0.187139j -0.0637281-0.0923991j -0.170897+0.0620521j -0.252556-0.0143147j -0.0406304+0.200209j 0.145877-0.0360874j -0.0789713+0.0340913j -0.0736164-0.0501805j -0.0448186-0.141918j 0.0568411+0.0729201j -0.125913-0.064865j 0.0396581-0.0636084j -0.093895+0.120378j 0.0250016+0.178815j -0.0980193-0.21961j 0.0907674+0.0569061j -0.0154816+0.0248881j 0.00637665+0.0944349j 0.0519419-0.0726223j 0.165179-0.105986j -0.00075163+0.00646872j 0.156816-0.0258578j 0.0204173-0.149418j 0.0714643-0.12317j -0.125579-0.0345554j 0.165734-0.0531705j 0.0241587+0.0933094j -0.102086+0.206731j 0.21089+0.0928556j 0.127832+0.211523j 0.191544-0.128599j 0.074482-0.0255518j -0.0315024-0.0563426j -0.000766493+0.0597186j -0.0844468-0.026376j -0.0388601-0.0462625j 0.0243649-0.0281221j 0.0144722-0.0164583j 0.0187826-0.0226539j -0.022014+0.0369322j 0.00358244+0.050702j 0.020725-0.022798j -0.00910737-0.0166408j -0.03438-0.00308626j -0.0536256+0.0178051j 0.000646019-0.00705429j 0.0192315+0.0129365j 0.0063341-0.0454408j 0.046594+0.0171269j 0.0119221-0.0303639j 0.0101185+0.0252997j 0.0215582-0.0049404j -0.00427848-0.00237661j -0.0204041-0.0122805j -0.022083-0.0219538j -0.0384173+0.0103964j -0.0147692+0.00439918j -0.00761885+0.0160019j -0.0163222-0.0373722j 0.0177921+0.00369192j 0.0171177-0.00197007j -0.0168156+0.0118776j -0.0297486-0.0061196j 0.00144636+0.0373526j -0.00050996-0.00837578j -0.00659219-0.0312737j -0.0326453+0.00725381j 0.0125854+0.0769516j 0.0761204-0.0113698j 
0.000253101+0.00390286j -0.00121316+0.00017527j 0.00588169+0.00991281j 0.0115523-0.000448197j -0.0013272-0.0028877j 0.00749176-0.00927924j -0.011939-0.00675582j 0.000841274-0.0176345j -0.0152106-0.010407j -0.00622548+0.00907374j 0.00445618-0.0052205j 0.0011378+0.00191824j -0.0048418-0.000190753j -0.00691813+0.00537636j -0.00294735-0.00526123j 0.0107468+0.00291502j 0.00292526+0.000757766j -0.00560198-0.0112138j -9.8699e-05-0.00335058j 0.0178571-0.0103439j 0.00432867-0.00525989j 0.00458802+0.0111989j -0.0108269-0.0158592j -0.00628247+0.00778744j -0.00268334+0.0142977j 0.00710659-0.00268304j 0.00164862+6.22065e-05j 0.000629545-0.00376369j -0.00835266+0.0118618j 0.0094879-4.52828e-05j 0.00127711-0.00533205j 0.000473308+0.00298692j 0.00548716+0.00755856j -0.000576755+0.0111575j 0.00836266-0.000256196j -0.00105274+0.00776095j 0.00448774+0.00620582j -0.00132321-0.00102444j 0.00494551-0.00187638j -0.00174419-0.00564614j 0.0018446-0.00652474j 0.00888853+0.000101769j 0.00787121-0.00379221j -0.0015394-0.000743083j -0.00241403+0.00735954j 0.00157765-0.00486445j 0.00130127+0.000507375j -0.00658017-0.0030006j -0.00117718+0.0122578j -0.00536182-0.00302157j -0.00722888-0.00193619j -0.0100502+0.000202122j -0.00580915+0.00259106j 0.00532501+0.00623003j -0.00469184-0.0104341j 0.00746999+0.00022617j 0.00392762-0.00437299j -0.0124118-0.00143181j -0.00235112+0.0032337j -0.000180766+0.0032316j 0.00390758+0.00472945j 0.000280503-0.00430732j -0.00776399-0.00397658j -0.00333905+0.00515899j 0.00539193+0.00577321j 0.00184138-0.00207043j -0.00336779-0.00324634j 0.00307229-0.00180271j -0.00550941+0.00240846j -0.00275312-0.00335664j 0.000919188-0.000785991j -0.00290489+0.00451353j 
0.00165005+0.00318358j 0.00112874-0.000105377j 0.00519504+0.00386507j 0.00244733-0.0032437j 0.00242537-0.00128825j 0.0041152+0.00134831j 0.000997505-0.00350735j -0.00367736+0.00422847j -0.00458985-0.00172228j -0.00728312-0.000603548j 0.00250167-0.00201333j 0.00804014+0.00504499j 0.00854107+0.00334262j -0.00468177+0.00692607j -0.00793231-0.00715116j 0.00990313+0.000372131j 0.000796561+0.000258703j -0.00523261-0.00328688j -0.00990779-0.00783472j 0.00252323-0.00480401j 0.000348012-0.00353291j 0.00489459+0.00459559j 0.0017242+0.00122418j -0.00209418-0.000457122j 0.00108181+0.00444482j -0.00107359-0.00167466j 0.00124782+0.00482876j -0.00172597-0.00544967j 0.00033736-0.00286757j 0.00141094-0.000638612j -0.000571937+0.00386634j -0.00521388-0.00192927j 0.000745587-0.000173205j 0.00117725+0.00458653j 0.00227435-0.00258074j -2.46378e-05+0.00656071j -0.00253646+0.00170343j 0.00292305-0.000568652j -0.00257899-0.0043458j 0.000353031-0.0156769j 0.00259718-0.000292252j 0.00263688-0.00311588j 0.00945635-0.00608812j -0.00709983+0.00110436j 0.00398375+0.00161701j -0.00278928-0.0040278j -0.00529199-0.0139218j 0.00276176+0.00577597j -0.00245446-0.00105029j -0.00944743+0.000916881j -0.00572578-0.00468066j 0.00826975-0.0179582j 0.0067514+0.00795658j -0.000872209-0.0122958j 0.00662903-0.00313347j -0.00102627+0.00367111j 0.00129242+0.00209428j 0.00454131-0.00947283j 0.000888753+0.00415439j 0.00213274+0.00326596j 0.000203527+0.00658368j 0.00151842+0.00209096j 0.0047296+0.0140299j -0.00547324+0.00908928j 0.00550096-0.00671058j -0.00232996-0.00575336j -0.0038342-0.0037333j 0.000448382-0.00117133j -0.001018-0.000914303j -0.000200723+0.00485504j -0.00199945-0.00137126j 0.000596522-4.4057e-05j 
0.00143099+0.0037895j 0.00110191+0.000173741j 0.00434247+0.00466461j 0.0031018-0.00421048j 0.000844749-0.000214479j 0.00415327-0.00212512j -0.00424739-0.00464286j -0.00125762+0.000699034j -0.00449727-0.00831912j -0.00188227-0.00922838j -0.000230011+0.00380966j 0.00592873+0.00259988j 0.00379039-0.00154567j -0.0041106+0.00224566j 0.00128455-0.0066066j 0.00116302-0.00344307j 0.015235-0.00201222j -0.0014991-0.00536863j -0.0123854+0.00322679j 0.0031666-0.00714368j 0.00213153+0.000130024j 0.00093093-0.00107993j 0.00507928+0.00131241j -0.00123403-0.00754072j -0.00602428-0.00608527j -0.00207219+0.00166301j 0.00144237+0.00132774j -0.00211739-0.00537906j 0.00135214-0.00211604j 0.00220931+0.00156533j -0.00158391+0.00151303j -0.00558404-0.00383832j 0.00345645-0.0031368j 0.00401952+0.00709403j 0.00132263-0.00481916j 0.00394816+0.00523897j -0.000589392-0.00473247j 0.00431245-0.00162467j -0.00149639+5.4488e-05j 0.0033214+0.00368507j 0.000263138+0.00446575j 0.00545021+0.0013893j 0.00686158+0.00803506j -0.00553056-0.00293867j -0.0014889+0.000315496j 0.00217279+0.000863037j -0.00340175-0.00716867j -0.00580503+0.00385037j 0.00165805+0.00337819j -0.00482061+0.00329856j -0.002209+0.00114284j 0.0076381+0.00202723j 0.00418156-0.000152517j 0.000861496+0.00312408j 0.00479388+0.0061927j -0.00372405-0.000980018j 0.00421539-0.000824019j 0.00333328-0.00876105j 0.000217335-0.00190912j 0.00320522+0.00830948j -7.17238e-05+0.00355945j -0.00150636-0.00689483j 0.00223545-0.000471001j 0.00178368-0.000753027j 0.0056032+0.00315602j -1.52218e-05+0.000453981j -0.000262204+0.00539743j -0.00388568-0.000668173j -0.00281183+0.00062967j 0.0037205-0.000811129j 0.000435012-0.00377579j -0.0014713-0.000359484j 
0.000292019-0.00346933j -0.000334374-0.000666513j -0.000474897-0.00378991j -0.00413094+0.00238079j -0.00155059-0.000736349j -0.00530276-0.00484795j 0.00127567-0.000282211j -0.000770166-0.00267834j -0.0105202+0.00204313j 0.000789033-0.00129122j -0.0070214-0.00283394j -7.1901e-05+0.00082081j 0.000397934-0.00105298j -0.0098218-0.0063308j -0.000333043-0.0043657j -0.00106628+0.0106608j -0.00146974-0.000521183j -0.00319379+0.0012417j -0.0151037-0.00091222j 0.00312101-0.0034134j 0.0031682-0.0048226j -0.00166935+0.00407964j 0.00143604+0.00708505j 0.00410291+0.00278638j 0.00563325-0.00842532j -0.000256767-0.00675582j 0.00159155+0.00378489j 0.0049883+0.00111023j 0.00194119+0.00391457j -0.00383957-0.000235662j 0.00203163+7.3384e-05j 0.00616537+0.00366175j -0.00467945-0.00406334j -0.00557609-0.00592795j -0.00486012+0.00546993j -0.00553463-0.00217641j -0.00300345-0.00554172j 0.00280221-0.00372146j -0.012734+0.0120946j -1.05575e-05-0.00681374j 0.00219621+0.00611193j -0.00774902+0.00965003j -0.0105006+0.00932605j -0.0103359+0.00301666j 0.00360101-0.00375637j -0.00486011+0.0033804j 0.00705397-0.00705494j -0.00127445-0.00637084j -0.0132843+0.00273328j -0.0066905+0.0104168j -0.00551503+0.0041105j 0.00828224+0.00379905j 0.0136358+0.00707277j -0.00783461+0.00916288j 0.00163071-0.0027146j 0.00319788+0.00215409j -0.00222883-0.00327882j 0.000639655-0.0105941j 0.00553189+0.0123884j 0.0105869+0.0154867j 0.00754017+0.000802773j -0.00256885+0.000831339j 0.00292582+0.0137054j -0.00802181-0.00146211j 0.00223831+0.00139487j -0.00962904+0.00252285j 0.00182332+0.000569889j -0.000237891-0.00123972j 0.000170674+0.000119062j -0.00343619-0.000951629j 0.00272367+0.00271261j 0.00108534-0.0021029j 
0.00358465+0.0018106j 0.00188363+0.000985707j 0.0101774+0.00323194j -0.000530916-0.00756972j -0.00049339-0.00252163j 0.0021519-0.0105046j 0.00110739+0.00371798j 0.00183224-0.00465756j -0.00117233-0.000313095j -0.00134819+0.00688742j -0.000341104-0.00377212j -0.00763493-0.00575126j -0.00342615+0.00401966j 0.00184684-0.00756561j 0.00218279-0.0157001j 0.00447236-0.0131386j -0.000528223+0.00294591j -0.0033012+0.000806317j 0.01111+0.00294067j 0.00900936+0.0122898j -0.00116713-0.00769181j 0.00060825-0.00192014j -0.00181734+0.00378688j 0.00182906-0.00289733j 0.00580487-0.00860964j -0.000373345+0.0054937j -0.00103767+0.00276553j -0.000174023-0.00541863j 0.000427547-0.00114217j 0.00235697-0.00263974j 0.000364902+0.000916861j -0.00140891+0.000834454j 0.000300378-0.00513502j 0.0039932+0.00204019j 0.000222739+0.00154689j -0.00453942-0.00482984j 0.00656447-0.000664182j -0.00408067+0.00149572j 0.00428684+0.00182668j 0.00214007+0.0154456j 0.00205314-0.00766638j 0.0100935+0.000890964j -0.0038399-0.00600919j -0.00765664-0.00549777j -0.000841297-0.00380908j 0.00450359+0.00378676j 0.0078653-0.000681046j 9.79775e-05-0.000291884j -0.00854564+0.00850496j 0.00223272+0.00338199j -0.00699513-0.00499996j -0.00644269+0.00840644j 0.00400693-0.0101739j 0.0117614+0.0129975j 0.000506954-0.00924232j -0.00687509-0.00156873j 0.00766631-0.00141561j -0.0110609+0.0146363j -0.00525892-0.0164918j -0.00207777+0.011457j 0.00245746+0.0050312j 0.00344025-0.00147667j -0.00130628+0.00429955j -0.00140356-0.00256111j 0.00144254+0.00194016j -0.00491926+0.00116554j 0.00292017-0.000903536j -0.00125173-0.0039099j -0.000942655+0.000710099j -0.00152273-0.000307351j 0.000951689+0.00012743j 0.00190568-0.000333628j 
0.000268855-0.000731485j 0.00257275+0.00175604j 0.00520903-0.00518109j -0.00597479-0.0012329j -0.0031779-0.00407427j 0.00356046-0.00379149j -0.00383987-0.00160588j 0.00463641-0.00377174j -0.00615998-0.00145428j -0.00570657-0.00221793j -0.00866197-0.00122849j -0.00603911+0.0120343j -0.0089537+0.00259584j 0.00247051-0.00777256j 0.00124648+0.013752j 0.01652-0.00306172j -0.00155231+0.00511945j -0.00371902-0.00770287j 0.00720477-0.0130603j -0.00696217-0.00378287j -0.00689549+0.00172769j 0.00468865+0.00323007j 0.00727345-0.00901448j 0.0053021+0.00424265j -0.000172135+0.00564866j -0.00752866-0.00170629j 0.0056127+0.00568691j 0.00066555-0.00308505j 0.006399-0.00182689j -0.00371168-0.00174827j -0.00122161+0.000947078j 0.00140528+0.000891536j -0.0026788-0.00485815j 0.00290382-0.0015966j -0.00335193+0.00437432j 0.00228327-2.94042e-05j 0.00504158-0.00173215j 0.000110545-0.000168956j -0.00804249+0.00740614j 0.00103224+0.00544621j -0.00319536+0.0024794j 0.00308766-0.00331039j -0.000566944+0.0130154j -0.00479339-0.00107278j -0.00630166-0.00698677j 0.00953334-0.000584431j 0.0082022+0.0144517j -0.0149039-0.00555415j 0.00741537+0.00279124j 0.00800835+0.000373364j 0.00383541-0.00117965j 0.0031658+0.0156904j -0.00861889-0.00671928j 0.00223126+0.00029046j 0.000963168+0.00535883j -0.00342476+0.00112314j 0.0152197-0.00313929j -0.00153278-0.00357591j 0.00250458-0.00483786j 0.00108292-0.00236767j 0.000751502-0.00710075j -0.00740084-0.00773286j -0.00750424+0.000968009j 0.01397-0.00847614j -0.00601357+0.000528224j 0.000154725+0.00580146j 0.00452187-0.0045706j -0.00417735-0.00632417j -0.000742395+0.000733749j -0.00151247+0.00494696j 0.000240554-0.000756602j 0.000554675-0.00125956j 
-6.80775e-05-0.000638073j 0.000938687+0.0020798j 0.00341971-0.00225068j -0.00441306-0.00397135j -0.00288342+0.000370163j -0.00042654-0.0072325j -0.00796657+0.00292049j 0.000414473-0.00427619j -0.0048041-0.00173569j -0.000795251-0.00207718j -0.00434541-0.00305115j -0.000197637+0.00720964j -0.000919445-0.00150851j 0.00219348-0.00468622j 0.00539589+5.27352e-05j 0.00909499-0.00104456j 0.00106223+0.00551427j -0.00284508-0.00554613j 0.00595542-0.00117115j -0.000868421-0.00284764j -0.00154444-0.00378363j -0.000698468+0.00124873j -0.00029561-0.000418524j 0.00554169+0.00084525j 0.000730603+0.00383276j 0.000484655-0.000689355j 0.000806923+0.00303897j -0.000822101-0.000487157j 0.00114706-0.00140583j 0.000401318-0.000102345j 0.00243995-0.00063984j 0.000298531-0.00110094j 0.00126848-0.00312133j 0.00603228-0.000184071j -0.00421992-0.00577953j -0.000263432-0.000184712j 0.000868706-0.00238836j 0.00339811-0.00776544j 0.00467774-0.00842316j -0.00384198+0.0114579j 0.00218967+0.00499868j 0.00212078+0.00380504j 0.00408005+0.00706118j 0.00777086-0.00519915j 0.00552088+0.0109823j -0.0084481+0.00158591j -0.00958873-3.09637e-05j -0.00110877+0.00995238j 0.00165187-0.00232626j -0.00465677-0.000409265j 0.0048452+0.00361687j 0.0109198+0.00896883j -0.00166106-0.00529175j -0.00547013+0.0121766j -0.000529127+0.0043101j 0.00457128+0.000175288j -0.00439029-0.00117973j 0.0105236+0.00611217j -0.00395065+0.00230305j 0.00935162-0.0029332j -0.00319803-0.00346061j 0.00560374+0.00442348j -0.00477133-0.00839047j 0.000826644-0.0118324j 0.00134903+0.00545886j -0.00111749-0.00122871j 0.00558922+0.00245713j 0.00310799-0.00201967j -0.00288221+3.18768e-05j -0.000296768+0.000728667j 0.00119141-0.00225002j -0.00150623-0.000758675j 
0.000532885-0.00221182j 0.00290294+0.00518439j 0.00696869-0.00830098j -0.0113173-0.00972418j -0.00535771-0.000608835j 0.00156291-0.00922912j -0.0157211+0.00422862j 0.00521923-0.00801628j -0.00336529-0.00937575j -0.00349652-0.0125185j -0.00568267-0.000421296j 0.00178462+0.0100517j 0.00099503-0.0137388j 0.00771226-0.00761764j 0.0201312-0.0139832j 0.00432793+0.00706312j 0.00601567+0.00338695j -0.00131745-0.0139438j 0.0137758+0.0115016j -0.00463449-0.00160253j 0.00332023-0.0064837j -0.00863596-0.00199979j 0.00237112+0.00806142j 0.00815424-0.00630051j -0.00473074+0.00203356j 0.00517457+0.00898875j 0.00415307+0.00650693j -0.00231129+0.00266267j 0.00486716-0.0073222j 0.000444345+0.000202481j 0.00671995-0.00130162j 0.000953971+0.00268986j -0.00335959-0.0107934j 0.0114521-0.00329374j -0.00686992-0.00691065j 0.00427776+0.00468637j 0.00585192-0.00462016j -0.00263257-0.0079412j 0.00114306-0.00968034j -0.0110651+0.000168336j -0.00352724+0.00938089j 0.00385949-4.97847e-05j 0.00527968-7.05645e-05j 0.00652824-0.00405132j 0.00512143-0.00426016j 0.00561758+0.00221472j -0.00109643-0.018991j 0.00259364-0.00299885j -0.00494574-0.00725348j 0.00765269+0.00136962j 0.00585748-0.00229051j 0.000658161-0.00864862j -0.00251252+0.00578633j -0.00603397-0.010315j -0.00257078+0.00141541j -0.00156278+0.00570172j -0.00179151+0.0030497j -0.00392893+0.0017333j 0.006531+0.010645j -0.00349623-0.00259883j -0.00518178+0.00790152j 0.00225237+0.00322369j 0.00794671-0.00116102j -0.000229376+0.00630993j 0.00221162-0.00747066j 1.89456e-05+0.00191761j -0.00492154-6.08358e-05j -0.00573572+0.00422096j 0.00480572-0.00215784j -0.0020021-0.00173864j 0.000260998-0.000634645j 0.000835811-0.00226548j 
0.00145656+0.000937516j -0.000930431-0.00153187j 0.00105775+0.00229305j 0.00411958-0.000196469j 0.0003281-0.000446124j 0.00311821-0.000163629j 0.00221738-0.000868059j 0.000506551+0.00102208j 0.00228677+0.000738202j 0.000105635+0.00443203j 0.00163622-0.000150242j -0.00317025-0.00836514j -0.000622518+0.00208028j 0.000286712-0.000656517j -0.00112964-0.0057379j -0.00479471-0.00599773j -0.00183139-0.00117652j 0.00166134+0.00483292j 0.0026706+0.00249011j 0.0051702+0.00778475j -0.000634128-0.0018708j 0.000835721-0.00239896j -0.00281944+0.00252455j -0.00345526-0.00119658j 0.00115571-0.00661833j -0.000402404+0.00251111j 0.000221163-0.000544602j -0.000885029-0.000835419j -0.00186445+0.000830022j 0.00149946-0.000929599j -0.000716372+0.000540985j -0.000798625+0.000936972j 0.00105186+0.000423706j -0.000346105+0.00466217j 0.000760791+0.000239891j 0.00283389+0.00530467j -0.00396704-0.00181217j 0.00441653-0.00115083j -0.0075734+0.00316472j 0.00112952-0.00438588j 0.00237272+0.00712532j -0.00524939-0.00107668j 0.00608237+0.00707791j -0.00137767+0.00574964j -0.000423121+0.000540249j -0.000806776-0.000739036j -0.0043654+0.00459197j -0.00544668-0.0018095j 0.00516155-0.00171058j -0.00146775+0.0034368j 0.00315076+0.00402642j 0.00371696-0.00297736j -0.00090577+0.00331751j -0.00728906-0.000357303j 0.00557931+0.00554382j 0.00383311+0.00163144j 0.00298295-0.0017243j -0.00152896-0.0199068j 0.0064242+0.00782862j 0.00545415-0.000336603j 2.08615e-05-0.00308937j -0.00720146-0.00295318j 0.000811423-0.00247103j 0.00324566-0.00211889j -0.000700798+0.000301345j 0.00283364+0.00133152j -0.0011169+0.00252995j 0.000418814+0.000439028j -0.00193073-0.000614809j 0.000693105-0.00125118j 0.000535429+0.000150765j 0.000201225+0.0001802j 
-0.00121167+0.000339812j 0.000599484-0.0023142j -0.0027322-0.00392039j -0.00468433+0.00378873j -0.00397646-0.00283371j 0.00380161+0.00978537j 0.00769679-0.00591369j 0.00725156+0.00325116j 0.00568203-0.00483361j -0.00357224-0.00884149j -0.00285488+0.000779993j -0.00525284-0.00133684j -0.00968956+0.00418648j 0.00136486-0.00659555j -0.000474448+0.00665477j -0.00173349-0.00671311j 0.00171968-0.000920637j 0.00469172+0.000330594j -0.00165569+2.48172e-05j -0.00305868+0.00510975j -0.00329273+0.00515916j 0.000491759-0.00463828j 0.0123235-0.00456926j 0.00197622-0.00475271j -0.000252017-0.00805648j -0.0102796+0.000981328j 0.00267683+0.00416921j -0.00354997-0.00214417j 0.00178979-0.0023607j -0.000983637-0.00220525j -0.00277062+0.00134849j -0.00154734-0.00254169j 0.00361634+0.00516905j 0.00240862+0.00450194j 0.00731825-0.00262182j 0.00473712+0.00854398j 0.00501027+0.00664478j 0.00147125+0.00505563j -0.000772765-0.0175819j -0.000875744-0.000388457j 0.00909293-0.00680396j 0.0095863-0.00461638j 0.0154387-0.0150905j -0.00129037-0.00215861j 0.00690868+0.00545377j -0.00480509-0.00106551j -0.0128997-0.00832953j -0.00484+0.00817401j 0.00792259+0.00950902j -0.0122722-0.00854551j -0.00511802+0.000534425j -0.00869362-0.0119165j -0.00200892+0.00403723j 0.00538225-0.00184242j -0.00463051-0.00689669j 0.0125169-0.00115855j 0.00852509-0.00337582j -0.0065941+0.0014267j -0.000847072+0.00999099j 0.00187089+0.00408052j 0.00122742+0.00826197j 0.0112102-0.00199373j -0.00350014+0.00198058j -0.00152237+0.00155083j 0.00198288+0.00314355j -0.00121765-0.00281679j -0.00483599+0.00242052j 0.000259652-0.00311382j -0.00137831-0.000714302j 0.000890172+0.00440551j -0.000954235-0.00219745j -0.000616399-0.000179031j 
-9.02849e-05-0.00128137j 0.00149782-0.000992417j 0.0020268-0.00743139j -0.00770885+0.000260464j -0.00146106-0.00255882j -0.00302598+0.00521341j 0.00189675+0.00613399j -0.00286812+0.00377388j -0.00259368+0.00106421j 0.00191677-0.00541367j -0.00406469-0.00146322j 0.00766926+0.00345993j 0.00453443-0.0022948j 0.00167753-0.00719791j 0.000451859+0.00244295j 0.0011254+0.00126609j 0.00249303+0.00313792j -0.00605679-0.0030555j -0.00826016-0.00330146j -0.00433807+0.00423861j 0.00681638+0.0006958j -0.00305388-0.000782042j 0.0110895+0.00615941j 0.00670504+0.00143015j 0.00955859+0.00440809j 0.00342973-0.00600654j -0.0039482+0.00540423j 0.00276332+0.000157506j 0.00327014-0.00243276j -0.00130306-0.00298659j 0.0010809+0.000955202j 0.00137029-0.00261739j -0.00223802-0.000678804j 0.00274756+0.000597929j 0.00315501-0.00174392j 0.0062516+0.0049136j 0.00138323-0.00130841j 0.00112199+0.00502433j -0.00301189-0.0102007j -0.00172557-0.000340643j 0.0077803-0.00159551j 0.00335672-0.003195j 0.00770179-0.000261817j -0.000590313-0.000357569j 0.00475276+0.00327667j -0.000417467-0.00350285j -0.00164197+0.00416986j -0.0101861+0.00720491j 0.00840512+0.00432459j -0.00459237-0.00476626j 0.0018771-0.00252725j 0.000772845-0.000660788j -0.00157255-0.00298763j 0.000556772-0.00286047j 0.00224267-0.00206939j 0.00773334+0.00282907j 0.0109785-0.00450313j -0.00150939-0.004542j 0.00338038+0.003103j 0.00314799+0.00075044j -0.00243082-0.00255677j 0.00163034-0.00108195j -0.0047401+0.00406048j 0.00643687-0.00580028j -0.00306902+0.00016719j 2.87981e-05+0.000976453j -1.68113e-05-0.00259045j -0.000552803-0.00479155j -0.000465064-0.000910471j -0.00249121+0.00530094j 0.000583359-0.000971554j 0.00165307-0.00210668j 
-0.0035759+0.000786068j 0.00190522+7.31758e-05j -0.00759378-0.00276885j -0.00323432+0.00552966j -0.00194479+0.00125243j -0.00327404+0.00433273j 0.00203021+0.00503766j 2.31994e-05-0.00103331j 0.0027409+0.00319294j 0.00514325-0.00934401j -0.00432423+0.00567621j -0.00956078-0.00135897j -0.00811713+0.00593244j 2.96058e-05-0.00807714j 0.00404817+0.00390308j -0.00728502-0.00364939j 0.00486483-0.00115918j 0.00432618-5.56113e-05j 0.00718892+0.00575168j -0.00287619+0.00451263j -0.00280679+0.00405044j -0.00619184-0.00509221j 0.00588797+0.000417892j 0.00566724-0.00387402j -0.00296656-0.00686985j -0.00607481-0.00684254j -0.00472391-0.00360482j 0.00385437-6.90593e-05j 0.00287105-0.000874195j -0.00225848+0.00214004j -0.00594474-0.00267845j 0.000416187-0.00679756j -0.00108621+0.00219619j -0.00164688-0.00372255j -0.00271487-0.0036741j 0.00309595-0.00197256j 0.0022416+0.00211839j -0.00053354-0.000760413j 0.000594548-0.00347479j -0.00331727-0.00694488j -0.00372997-0.00515988j 0.0032302+0.00128858j 0.0040276+0.000809609j 0.00197796-0.00307473j -0.00156818+0.00155932j -0.00183867-0.00321489j -0.00404164-0.00344233j -0.00660199+0.00339839j -0.00395946+0.0029918j -0.00492946+0.000178761j -0.00252907-0.00636641j 0.00515826-0.00287195j 0.00719979+0.00162914j -0.00330549-0.00428099j -0.00155794-0.0018363j -0.00179711-0.00393827j -0.00118851+0.00261538j 0.00469386+0.0016449j 0.000911783-0.00743719j -0.00164391-0.00761278j -0.000556731+0.00205005j 0.00481276+0.00549902j -1.96996e-05+0.004567j -0.000921528+0.00517039j 0.000575904-0.00312805j -0.00360158-0.00542798j 0.00117822-0.00141793j 0.000913535-0.00394461j -0.000177873+0.00348555j 0.00102473+0.00568813j -0.00102761-0.00186621j -0.00150884+0.000557454j 
-0.00359772+0.000639478j 0.000429082+0.000332169j -0.00676917-0.000109843j 0.0011211+0.00554145j -0.00088081+0.00308336j -0.00180371-0.00166088j -0.00164726+0.00143671j -0.000392798-0.00411573j 0.0061708+0.00282767j 0.00952817+0.00897107j 0.000146473-0.00276684j -0.00827019-0.00438915j 0.00153114-0.000843165j 0.00200921+0.000539318j 0.000433697-0.00861413j -0.0078381+0.00440877j -0.008985+0.0021303j 0.00214895+0.00433539j 0.0112468+0.00361044j 0.0069118+0.0021516j -0.00109474-0.00349444j -0.00359547-0.000147997j -0.0119078+0.00478509j -0.000453617+0.00129035j 0.00301743-0.00282663j 0.00691673-0.00110662j -0.000735758-0.0039758j 0.00384571+0.00862037j -0.00524841+0.00181541j 0.00140101+0.00349824j 0.000844293-0.00335395j 0.0014987+0.00303279j 0.000376061+0.00125396j -0.00241805-0.00333981j -5.1917e-05-0.00228543j 0.00207965+0.000212954j 0.00559845-0.000715347j -0.0044136+0.00471586j 0.0060285-0.00465909j 0.0033812+0.00898393j -0.00306309-0.00560555j 0.0100351-0.00208321j 0.00164169-0.00176149j -0.00533851-0.00291758j -0.00643564-0.000413114j 0.00662438+0.00163202j 0.00903482-0.0158057j 0.00196001+0.000178741j -0.00342888+0.0138118j -0.00106406-0.00277382j -0.00283351+0.000737038j -0.00522999+0.00600751j 0.000269192-0.00318816j 0.0148227+0.00400404j -0.00778471-0.000877658j -0.00535515-0.000967913j -0.0036565-0.00256341j -0.00434769+0.0148428j -0.0079522-0.00626956j -0.00633639+0.00971483j 0.0017738+0.0078463j 0.00261495-0.00958711j -0.00235415-0.00496595j -0.00646794+0.00246356j 0.00437966+0.00730975j 0.00134542+0.00378844j -0.00113092+0.00585958j -0.00505089+0.00313549j -0.00146408-0.000400722j 0.00286736-0.00382835j -0.00164366+0.00050334j -0.00283707+0.00177484j 
