-0.0071276-0.00663309j -0.00529627+0.0011581j 0.00388803+0.00367956j 0.00907878+0.0165496j 0.0044997+0.00848282j 0.00248347+0.00225136j -0.00399517-0.00148865j -0.00384196-0.0100064j -0.00626168-0.0305745j 0.00513839+0.018481j -0.00614684-0.00516604j 0.00192642+0.0236292j 0.00615928+0.0169209j -0.0050323-0.00213167j 0.00111388+0.0151018j -0.00635123-0.01253j 0.0036615+0.00252695j 0.00205328+0.0110705j -5.67309e-05+0.0014112j 0.00147752+0.000455814j -0.00678502+0.0255907j -0.000114969+0.000441107j -0.00509759+0.00728847j 0.000809622-0.00458297j -0.00578597+0.000964075j 0.00309413-0.0184292j 0.00590338-0.00494626j 0.00532559-0.00218937j 0.021401-0.0103566j 0.00696117+0.00684286j 0.0181983-0.00680562j 0.00278504+0.0147734j -0.0012129+0.00208861j -0.00831616+0.00740871j -0.0115992+0.00730314j -0.00839507+0.00155223j -0.00509279+0.00370682j -0.00493448+0.00669842j -0.00502264+0.000447977j 0.0154432-0.00592152j -0.0128191+0.00732394j 0.0132721+0.00167472j -0.0217372+0.00801673j 0.00897445-0.00781812j -0.00929286+0.00245263j -0.00879857+0.00341802j 0.008346-0.000168692j 0.00534912-0.000496699j -0.00471275-0.000183282j 0.00815641+0.00127936j 0.00674427-0.000420048j -0.00643916+0.000422651j 0.0123974-0.000934598j 0.00749391-0.00457035j 0.0145004+0.00414589j 0.0131187+0.00402746j -0.0101756+0.000529773j -0.00964724-0.00166272j -0.00338883-0.000873514j -0.000685609+0.00029287j 0.00234121+0.00311754j 0.0105606-0.000273208j -0.00629465-0.00518916j -0.0080057-0.00126671j -0.0119123-0.00746949j -0.00116447+0.00299299j -0.00668045+0.00109299j 0.00840024+0.00532437j -0.00479048+0.00158659j -0.00989155-0.00632054j -0.0118864-0.00496435j -0.00786676+0.0017454j 
-0.000294272+0.00155279j -0.00130085+0.00159329j -0.00815914+0.00303271j 0.00963075-0.00897746j 0.00350543+0.00403329j 0.00604826-4.90328e-05j 0.00497799-0.0109486j -0.00130977-0.00612472j -0.0163754-0.0021874j 0.0166003-0.015087j -0.0112126+0.0180348j 0.0166414-0.00204032j -0.00443789+0.0103614j 0.0130573-0.00484287j 0.0136419+0.00807629j 0.00364591-0.025222j -0.0059501-0.00870014j 0.00906915-0.0213723j 0.0250275-0.0175608j 0.0230621-0.00100108j -0.0155021+0.0112474j -0.000457036-0.0119909j -0.00202417-0.00484372j -0.00536287+0.000345267j 0.0111209-0.00930182j 0.0191664+0.00952832j -0.00836449+0.000544534j 0.000754737+0.00511937j -8.19052e-05+0.00906681j -0.0136089-0.00743225j 0.00104621-0.000225656j -1.43546e-05-9.22177e-06j -0.0101402+0.0120448j 0.0076569+0.00182861j -0.000494401+0.00289877j -0.00362476-0.00278714j -0.00270508+0.00362656j -0.00832803-0.00445028j 0.0047013+0.0036999j -0.00400907-0.000840985j 0.0040176-0.000767596j 0.00036532-0.00350478j -0.00413409-0.00835592j 1.80413e-05+0.00149429j 0.00122665-0.00440231j -0.000327369+0.000288061j 0.00211385+0.00378605j -0.00170003+0.000569506j 0.00252838+0.010324j -0.00146592-0.00458876j 0.00343471-0.00708784j -0.00384172-0.00402945j -0.000272103-0.00599993j 0.00543321-0.0113261j -0.000348611-0.00630067j -0.00355319+0.00769774j 0.00372577+0.00507703j 0.00207396+0.00549449j 0.00426371-0.00277349j 0.00118241+0.000437084j 0.00525833-0.00533046j 0.00357383-0.00987433j -0.0016921+0.000432347j 0.00546876+0.00194841j -0.008056+0.00224194j 0.000305093+0.00935331j -0.00331947-0.0042979j 0.00357344+0.000694326j 0.00520638-0.00987618j -0.00585902+0.00492612j 0.00162267-0.0034635j -0.00097217+0.000680889j 
-0.00184261-0.00541275j 0.000688993+7.08551e-05j 0.00140698+0.00519697j 0.00366626+0.00763214j 0.00448228-0.00105413j 0.0150024-0.00780498j 0.00838391+0.00272817j -0.00692364+0.00782719j -0.00365579-0.00158947j -0.00251477+0.00975149j -0.010956+0.0034744j 0.0050339+0.00456514j -0.0157763-0.0030659j 0.00527706-0.00678695j 0.0146069-0.00626902j -0.00989733+0.0266996j -0.0107997+0.016267j -0.0037476+0.0171182j -0.00447192+0.0398902j 0.0133318+0.0124861j 0.00155696-0.0146483j -0.00833814-0.00383425j -0.00677957-0.00811813j -0.00129722-0.00591014j 0.00403805+0.00269985j 0.0232284+0.00803757j -0.0015457+0.000746421j -0.011806-0.00471746j -0.00159122-0.00749571j 0.00448098+0.00156128j -0.00560432+0.00324973j 0.00639157-0.00283446j 0.00244622+0.00210497j -0.00338929-0.0035365j 0.00368317-0.00144726j -0.00736705+0.00193495j -0.000979008+0.00693704j 0.00667742-0.0021593j -0.00463746-0.007086j 0.00159279+0.00579237j 0.00458544+0.000410199j -0.0050578-0.00690214j -0.00562273-0.0190902j -0.00245719-6.11258e-05j 0.00594275+0.000863316j -0.00379211-0.0018203j 0.00533957-0.00346919j -0.002444+0.00634916j 0.00258557+0.00626108j -0.000937954-0.00673123j -0.00131431-0.00812184j -0.00503899+0.0058959j -0.000289587-0.015988j 0.000951612-0.01127j -0.00148394+0.00427016j -0.00446045-0.00322766j -0.00395192+0.00493859j 0.00219414-0.000478085j -0.00923546+0.0123427j -0.00231944+0.00110686j 0.00714504-0.00426969j 0.00380486-0.00806842j 0.00404754+0.00225396j 0.00392348-0.00653584j 0.000778879+0.00261176j -0.00180286-0.00444456j 0.00127155-0.00341071j 0.00685397-0.00122474j -0.00537976+0.00781566j -0.000924917-0.00382157j -0.00133368+0.000981006j -0.00222073+0.00203755j 
-0.00369641+0.00668219j 0.00368381+0.00738549j 0.0111011+0.0016023j 0.00771738-0.00330783j -0.00290892-0.00087633j 0.00931901-0.00281466j 0.00318564+0.00756715j -0.0169137-0.00989024j 0.023144+0.0122651j -0.0128406-0.0172572j -0.00119512-0.00361364j 0.00120232-0.00429435j -0.0102538+0.004251j 0.0102474+0.000992995j 0.0078513+0.00463428j -0.00747066-0.0114732j -0.00140617-0.0082967j -0.0191695+0.00386181j -0.00689352-0.00945001j 0.000492186+0.0106469j 0.0122293+0.0121217j -0.00212976-0.00948673j -0.00977762+0.00742385j -0.0141113+0.000679537j 0.0114453+0.00156482j -0.0151014+0.0109039j 0.00475377+0.00580255j -0.00143244-0.00743913j -0.0024176-0.00789465j 0.00689867+0.00831466j 0.00631246+0.00588493j -0.00995487-0.00888232j -0.00327481+0.00803691j 0.0120892+0.00700323j 0.0040614-0.00371975j -0.00435653+0.00473465j -0.000371644-0.00406451j -3.31873e-05+0.0078818j -0.00855405-0.00488788j -0.00515389-0.0218432j -0.00459316+0.00505819j -0.00293984-0.0104984j -0.00244679-0.0153234j 0.00844786-0.00474624j -0.000240686-0.0182483j -0.00225929-0.0141071j 0.00166321-0.00940703j -0.00425723+0.00757332j -0.00301174-0.00624081j -0.00754663+0.0019514j 0.000246042+0.00734072j -0.000408898+0.00291981j -0.000790473+0.00246186j 0.00131572+0.00105185j -0.00163117+0.000286488j 0.00013095+0.000466559j 0.00110525+0.00429327j -0.000528135-0.00310794j 0.00232051-0.013956j -0.00173879+0.00218967j -0.00372343+0.00292855j 0.002147+0.00741258j -0.00534356+0.00589023j -0.00158457+0.00430476j -0.00270248+0.00920546j 0.000661265-0.00222655j 0.000987805-0.0082813j 0.00146397-0.000690075j -0.00310452+0.00595248j -0.000449555+0.00145526j 0.00349792-0.00649888j 0.00459567-0.00302751j 
0.00192229+0.00401101j -0.00503017+0.00276801j -0.00056192-0.00188906j 0.00621873-0.00609128j -0.00181923+0.00610418j 0.00462484+0.00113872j 0.0029351-0.0116968j -0.0043729-0.000357331j 0.00319664-0.019576j -0.010158+0.012691j 0.00612176-0.00208435j 0.00981839-0.0170532j 0.0055376-0.00229482j -0.00421116+0.00346219j 0.00596809-0.0041653j -0.0123132+0.00466515j -0.0240842+0.0126263j -0.00750119-0.00682837j -0.039806+0.0209352j -0.0212127+0.0025501j -0.000473934+0.0102338j -0.0255377+0.00787238j -0.00987732-0.00325551j -0.0100795-0.00429152j -0.0213299+0.00570105j -0.00608087+0.000661954j -0.00674443-0.00480537j 0.00790573+0.000863868j -0.000284526+0.00743654j -0.00901912-0.0030151j 0.00279893+0.000732482j -0.000217653-0.00148124j -0.00034901+0.00525678j 0.00756447-0.00165111j -0.000804158+0.00038788j -0.000779537+0.00508905j -0.00265729+0.000914929j -0.00203323+0.000429151j 0.00320207+0.0110684j -0.00317282-0.0141929j 0.00104847+0.00544701j 0.0012095+0.0100521j -0.00120291-0.00165381j -0.00232379-0.00090891j -0.00307344-0.00765414j -0.000405662-0.00215447j -0.000284832+0.000462642j -0.00193219-0.00627894j -0.00142584+0.00706533j -0.00173183+0.00411352j 0.0025643+0.00442078j -0.00234923+0.00917912j -0.00120937+0.000908007j -0.00157088+0.0107643j 0.00010506-0.000664527j -0.00420063+0.00585343j 0.000674772+0.00415508j -0.00378398+0.0101727j 0.006477-0.0160755j 0.000607927-0.00232943j -0.000283381-0.00240245j -0.00208199+0.00103015j 0.00087975-0.00807728j 0.00424171-0.00294673j -0.00263788+0.0034142j -0.000665489+0.00456461j -0.000949861-0.000992931j 0.001127+0.00176465j -0.000760382-0.00333189j -0.00137886+0.00077556j 0.00143468-0.000249286j 0.00263541+0.00119191j 
0.00486481-0.000479524j -0.0103525+0.00326546j -0.00161041+0.00112554j -0.000663168-0.00348096j 0.00487508+0.000977528j 0.0111582-0.0030285j -0.0110148+0.00583352j 0.00504022+0.00873283j -0.0154925+0.000234358j -0.00249421+0.00612043j -0.000512752-0.000122409j -0.00689161+0.0153683j -0.00285328-0.00234026j -0.00689261-0.0148197j -0.00106673-0.00534739j -0.0184866+0.000889474j 0.00889299-0.010623j -0.0280393+0.00393803j -0.00318657-0.0123277j 0.0136587-0.0140168j 0.00871445-0.00641727j 0.00240603-0.0108233j -0.00758618-0.00106143j -0.00461793-0.0079744j 0.00850966-0.00108063j 0.00250523-0.0107112j 0.0042194-0.00992345j 0.0157114-0.00156084j -0.000323108+0.00533236j -0.0143649-0.00218853j 0.00298005+0.00259736j 0.00427582-0.00212652j 0.00817361+0.00042247j 3.31638e-05-0.00935009j 0.00411224-0.00103502j -0.00392913+0.00318172j 0.00156209-0.00743622j 0.00217864-0.00476665j 0.00706528+0.010795j 0.000200528-0.00339312j 0.00629681+0.00457154j 0.00548914+0.01104j 0.000814261+0.0116467j -0.00354816-0.00251048j -0.00614046-0.00487781j -0.000191553+0.00435479j 0.00351763+0.0171188j 0.00240843-0.00102825j 6.48171e-05+0.0137291j -0.00262621-0.00119368j -0.00297478+0.00993115j -0.000844836+0.000312038j -0.00263417+0.000902283j -0.00178009+0.00324116j 0.00260175-0.0137145j -0.00202581+0.00772939j 0.000325671+0.00411248j 0.00259517+0.00389853j 0.00281188-0.0134624j -0.00300075+0.00505987j 0.0021762-0.00179095j 0.00130453-0.000278587j 0.00372015-0.00803344j 0.00315815-0.00911772j 0.00200611+0.00190249j 0.00270476-0.00261649j -0.000572458+0.000972278j 0.00253656+0.00131469j -0.00487244-0.000645188j -0.000805473-0.000520704j 0.00159457+0.0034232j 0.0021503+0.00356484j 
-0.00475669-0.00165592j -0.000646577-0.0006218j 0.0047707+0.0137036j -0.00628294-0.00318076j 0.0078245-0.00770905j 0.0102637-0.00517601j 0.0108487-0.00470634j 0.00483697-0.00840192j -0.00187094+0.022062j -0.0114263-0.0196893j 0.00140042+0.0091214j -0.00320216-0.0157742j 0.00106417+0.00169947j -0.006691-0.00534332j 0.00194134-0.00161849j -0.00515337-0.00194j -0.00667829+0.00757103j 0.00506934-0.00504451j -0.00515202-0.0148096j -0.00473159-0.0160197j -0.00617692+0.01324j -0.00170531-0.0043901j 0.00463129-0.00547898j -0.000168626+0.00399658j 0.000724823-0.0110952j 0.0147089-0.0184694j 0.00105926+0.0152902j -0.0110002+0.000412054j -0.0070382-0.00788747j -0.000205283+0.00452154j 0.00428179+0.00145724j -0.00294148-0.00405993j 0.00061581-0.00473564j -0.00460371+0.00635243j 0.00670711+0.0116632j -0.0149013-0.00439497j 0.00296514+0.00117706j 0.00342587+0.00680209j 0.00153946-0.0010613j 0.00209601+0.00612815j 0.00277444+0.00574817j 0.00990198+0.00904663j -0.0017277+0.00881383j -0.00148106+0.00235122j 0.0048347+0.0173818j -0.00233811-0.00705221j -0.00312678+0.010983j -0.00100681-0.000358467j -0.00179746-0.0109565j -0.00562716+0.0114061j 2.21828e-05+0.00763611j -0.00197072+0.00810391j -0.00245664+0.000311091j -0.00309343+0.0107785j 0.000373771-0.00187642j 0.00736815+0.0116518j -0.00271088-0.00257387j -0.00987034+0.0108763j -0.00322788-0.00138363j -0.00651451+0.00966618j -0.00675592+0.00594523j -0.00143905+0.0023671j -0.00301328+0.0123669j -0.000673871-0.00814772j 0.00397804-0.000868117j 0.00550082-0.0177817j 0.000256556-0.000323122j -0.00486089+0.00497997j 0.000360341+9.73368e-05j 0.00105175+0.00289434j -0.000696369-0.00134922j 0.00211782+0.000852352j 
-0.00336901-0.000280367j -0.00322581+0.00690484j 0.00223279+0.00375903j -0.012006+0.000113164j 0.0155807-0.00190363j 0.0114139+0.0102077j 0.00181125-9.15269e-05j 0.0102111-0.0109332j -0.0222892-0.00987132j 0.00180346+0.00259145j -0.0101595-0.0190519j -0.0175424-0.0171059j -0.00271331-0.00637178j -0.00371226+0.000218243j -0.00364715+0.00924319j 0.00971356+2.13804e-07j 0.00872061+0.00439939j 0.002964+0.00548152j 0.0105761+0.0136511j -0.00956126+0.0197171j -0.00174425+0.00443395j 0.00464867+0.00926981j 0.00274625+0.00299355j -0.00523158+0.00457014j -0.00419167+0.0100606j -0.00690695+0.00727074j 0.00609533+0.00458716j 0.00408137+0.00417262j -0.0146659-0.00703346j -0.00182265-0.00359607j 0.0144042+0.00876689j -0.0016126+0.000838103j 0.00558906+0.00174538j -0.00873379-0.00938228j 0.013097+0.00427903j -0.00675787-0.0122434j -0.00495963-0.0107896j -0.00619501-0.00379923j 0.000194209-0.00510299j 0.0085669+0.0119242j 0.00168862+0.000220621j 0.00293865-0.0182006j 0.00369203+0.0163849j -0.00384202+0.0116174j 0.000117424-0.00225579j -0.000953969+0.0046309j -0.0043859+0.00210626j 0.00193663+0.0248137j 0.00261006+0.0138597j -0.00837623-0.00412338j -0.00403548+0.000717136j 0.000910097-0.0113152j 0.000866953+0.00622561j 0.00421925-0.0179356j 0.00271365-0.00316089j -0.000372931+0.00544019j 0.00163029+0.00350177j 0.00849994-0.0171437j -0.00199152-0.00107619j 0.00256024-0.00124965j -0.00204874+0.0180037j 0.00549141-0.00401252j 0.00125696-0.0039976j -0.00371076+0.00260494j -0.00186473+0.00283095j 0.00255457-0.00188209j 8.24886e-05-0.00427343j 0.00312082-0.00774965j -0.00331838+0.00313619j -0.00140531+0.00427376j 0.00258024-0.00249866j 0.000582349+0.00135918j 
0.00506719+0.000539252j -0.000929599-0.000444599j -0.00239427+0.00278298j 0.00774652-0.00623674j -0.00668932+0.000964042j -0.00289425-0.00886086j -0.0114242-0.0104945j -0.00349234+0.00381787j -0.00305872+0.0101754j 0.00911615-0.00111749j 0.00703798+0.0125391j 5.63592e-05-0.00331747j 0.00174439-0.00143515j 0.000891271+0.00374627j 0.00138407-0.0146438j -0.0042188+1.98631e-05j 0.00584193+0.0203953j -0.0131468-0.0156745j 0.0114047+0.0161247j 0.00746322-0.00336706j 0.00244604+0.00978465j 0.0015157+0.0121815j -0.00478581-0.00301041j -0.00159305-0.000300794j 0.00445103+0.0140825j 0.00772303-0.0101949j -0.0088622+0.00496073j 0.000974333-0.00239478j 0.00986467+0.00374759j -0.00681643+0.00614479j -0.00565654-0.0043261j 0.00180617-0.00505347j -0.00291048-0.000736839j 0.00686471+0.00982675j -0.00666378-0.00239801j -0.00554036-0.00415582j 0.00302833-0.0037337j 0.004177+0.0117874j 0.001947+0.00955339j -0.000522499+0.00832772j -0.00730054-0.0136625j -0.000155908+0.00266368j 0.0123249+0.0184396j 0.000937579-0.0136019j -0.00107396-0.010376j -0.00222675+0.000727797j 0.000826494-0.00081597j 0.00742562+0.00828563j 0.00614555+0.00328929j 0.000684307-0.0156435j -0.000882478+0.00100586j -0.00203899-0.0187888j -0.00407555+0.0220506j 0.00223282-0.00524483j 0.00712514-0.0182906j 0.00552245-0.00341406j 0.00137713-0.010123j 0.00638386-0.0112964j -0.00161507+0.0154494j 0.000736471-0.00501764j -0.00572888+0.00851017j 0.00284317+0.00735723j 0.000849709+0.000768169j -0.00683698+0.00833455j 0.00299903-0.000879386j 0.00814953-0.00998921j -0.00226304+0.00601193j -0.00284381+0.00654604j 0.000900525-0.00341977j -0.000811218-0.00111763j 0.000357526+0.0018281j 0.00130022-0.000878738j 
-0.00776612+0.00651381j 0.00150812+0.00348783j 0.00746754-0.0102593j -0.00468674-0.0139545j 0.00345175+0.00238567j 0.00194864-0.0201237j 0.00915251-0.0149895j -0.00960251+0.0151578j 0.011981-0.0289421j -0.0172888+0.0204996j -0.0029747+0.000765706j -0.0133166-0.00678183j -0.00442681+0.0173077j 0.00156247-0.0106758j 0.00453305-0.0107746j -0.00177555+0.00779556j -0.00200469+0.00949193j 0.0052568+0.0163505j 0.00407591+0.00885914j 0.015488-0.00173336j 0.00921695+0.000856304j -0.00636139+0.00907636j -0.00247578+0.011251j -0.00154057+0.0100315j 0.00605793-0.0135416j 0.00594964-0.00478126j 0.00428691+0.00110043j -0.0071214+0.013365j -0.00941611+0.00408582j 0.00359971-0.0059716j 0.00557141+0.000971499j -0.00496462+0.00556736j -0.00396742+0.00616875j 0.0094206-0.00386244j 0.00282731+0.00908006j -0.0017622+0.000340147j -0.00622242+0.00445182j -0.00263838-0.00444159j -0.00654703+0.00424633j 0.00574161+0.00919496j -0.000784717-0.00130056j 0.00192249+0.00141892j -0.000868764+0.0120257j 0.00256239+0.0065831j 0.00350015+0.00615159j -0.00148705+0.00641982j -0.00449969-0.000883536j 0.00162386+0.000438894j 0.002102-0.0140473j -0.00505911+0.00450694j 0.00168157+0.000233085j 0.00152903-0.00374039j -0.00249596+0.00969433j 0.00382608-0.00477367j -0.0019065+0.00113943j 0.000938302+0.00236448j 0.00353757-0.00565154j -0.000851719-0.00298969j 0.00409994+0.00293956j 0.000994265+0.000984302j -0.00315569+0.00255015j 0.000526217-0.00173696j -0.00200508+0.00341031j 0.000326994+0.00383722j -0.00121256-0.00288267j -0.000105089+0.00422063j -0.0013463+0.000368009j -0.00465462+0.00058217j 0.00612198-0.00671817j -0.000869535+0.00532606j 0.000318243-0.00421079j 0.00116784+0.000405209j 
-0.00347153+0.00296247j 0.000637185-0.0147628j 0.00526659+0.00298832j 0.00357164+0.0106264j -0.00134682+0.00145811j 0.00769488+0.0138885j 0.00614807-0.00281909j -0.0103108+0.00178449j 0.0174323-0.00325648j -0.0166645-0.0069279j -0.00264352-0.00402987j -0.00696149-0.0038449j -0.00371333-0.00742614j 0.0113173+7.02313e-05j 0.0139146+0.00722409j -0.00368582-0.00884361j 0.0025091+0.00240081j 0.00261881-0.0123045j -0.00407955-0.00513569j 0.0117183+0.0142681j 0.00241563+0.00379481j 0.00345518-0.00537591j 0.000131889-0.00809594j 0.00943459-0.00589486j -0.00463331+0.00170146j 0.00392817+0.00308017j 0.0125568+0.00722475j -0.00978355+0.00118125j 0.000287487-3.1158e-05j 0.0121592-0.00722068j -0.00703404-0.00292762j -0.00373668+0.00315099j -0.00326638-0.0104486j -0.00559346-0.00151334j -0.00345747-0.00285751j 0.00756723+0.01179j -0.00551823-0.01259j 0.00206053+0.000550451j 0.00413988+0.0224973j 0.00296614+0.00685648j -0.00943112-0.00988809j -0.00248612+0.0250909j 0.00345333+0.0156773j -0.000647817-0.0102805j -0.005052-0.00485945j -1.16622e-06+0.0132747j -0.0020596+0.022072j -0.0012213+0.000358297j 0.00274072+0.0195366j 0.00246043-0.00749111j -0.00632381+0.00422874j -0.00318317-0.0102267j 0.00271591+0.000245235j -0.00801727+0.019112j 0.00494811-0.0147536j 0.000541081-0.00257476j 0.00311971+0.00824774j 0.00388911-0.00042446j 0.00157661-0.00635988j -0.00153935-0.00462477j 0.000117826-0.00232695j 0.000209996-0.0106656j 0.0107194-0.0182141j 0.00520942-0.0137277j 0.00330192+0.00419219j -0.00218088-0.00119515j -0.00547811+0.00455771j 0.000621155-0.000478705j -0.000270948+0.00508522j 0.00243675-0.00219634j -0.00425887+0.00234323j -2.22602e-05+0.00071737j 
0.00491339+0.00109532j -0.000703296-0.0123741j -0.00316077-0.000462185j 0.00474474-0.00992949j 0.00177617+0.0206831j -0.0094945+0.0194308j -0.00310222+0.00633772j 0.00830268+0.0204664j 0.00602533-0.0318029j 0.0064178-0.00488638j 0.0168544-0.0160035j 0.0140015-0.017163j 0.00453474-0.00124893j 0.0101901-0.00912774j -0.00728951-0.00421413j -0.000836601+0.002523j 0.00182495+0.00798056j -0.0121269+0.00654288j -0.000280221+0.00162019j -0.0019765-0.00830727j -0.00108527-0.00771427j -6.77446e-05+0.00211428j 0.000919758+0.0022293j -0.00136478-0.00946743j -0.000429094-0.00252337j 0.00258029-0.0018194j 0.000397469+0.0131011j -0.000906555+0.00202128j 0.0070783-0.02016j 0.00487385-0.000599771j -0.00267289+0.0167591j 0.000930546-0.00858392j -0.00114648+0.00719959j -0.00639733-0.00118507j 0.0074046+0.00129988j 0.000912586-0.010931j 0.0083156+0.00421282j 0.000548965+0.00971426j 0.00431066+0.00396545j -0.00800961-0.00412806j -0.00344991+0.0070704j -0.00413804+0.00308422j 0.00018892-0.00841211j 0.00104505-0.0100253j 0.00230163-0.00555178j 0.00144619-0.00929259j 0.00224397-0.00179407j -0.00142346+0.00740383j -0.00282409-0.00532125j -0.000957989+0.00144918j -0.00500398+0.00622774j -0.00312989+0.00548497j -0.000218569-0.00215652j -0.00121507+0.00237297j -0.00023741+0.0037404j 0.00239768+0.00500562j -0.00440762+0.000271075j 0.000648979-0.00236931j -0.00723369-0.000138426j -0.00295487+0.00428761j -0.00161162+0.00706393j 0.00118841+0.00432786j -0.00402378+0.00655585j -0.00370594-0.003092j -0.000210443+0.00292743j 0.00582669-0.0125411j 0.0017245-0.00558058j -0.000317503-3.90087e-05j -0.00409541+0.00576627j 0.00082125-0.00355167j -0.000942275+0.00328907j 0.000414783-0.00135199j 
-0.00317054-0.0157152j 0.00201219+0.00529073j -0.000291015+0.00522184j 0.000556994-0.0171515j -0.00364574+0.0126318j 0.000290795+0.00687556j 0.000691941+0.0126384j -0.00566711-0.00575613j 0.0160886+0.00290021j -0.00525959-0.0105257j 0.0160955-0.0074829j 0.0131999-0.0135215j -0.00621139-0.00790599j 0.00322329+0.0055335j -0.0103775+0.0106898j -0.00661481+0.00197055j -0.00400388-0.00470681j -0.0199659+0.0141658j 0.00422447+0.00375282j -0.00810179+0.0101774j -0.00276733-0.000977637j -0.00437157+0.00401018j -0.00667+0.00108484j -0.00510406+0.00802794j 0.0121954+0.000484945j 0.000210629+0.00205009j -0.00953585+0.00337468j 0.00220682-0.0112308j 0.00530311-0.00117879j -0.0097415+0.00959144j -0.00329671-0.00377468j 0.00224016-0.000800966j -0.000319551-0.0011798j 0.00509776-0.00635205j -0.000781623+0.00886704j -0.000983739-0.00196954j -0.000347141-0.00815278j -0.00285241-0.0146343j 0.00205116-0.00383599j 0.00285826+0.0272069j 0.00533411-0.00492856j -0.00227661+0.00986518j 0.00357413+0.0137929j -0.00428107+0.0145366j -0.00668945+0.0154507j -0.00570395+0.0164487j -0.000938657+0.00741596j 0.0050154-0.015188j 0.00500388+0.00660549j 0.000901933-0.0018599j -0.000771233-0.00146782j 0.000515184+0.000448038j -0.00327514+0.00462279j 0.0016154-0.00484432j -0.00214152-0.00181114j -0.00672029+0.000772668j 0.00188541+0.000443155j -0.000512899-0.000508864j 0.00594522+0.00242277j 0.00100573-0.00179679j -0.000227412-0.00595507j 0.000612445-0.00868816j 0.00295302-0.00452352j 0.00459636+0.000663748j 0.00297683-0.00263547j -0.00467185+0.0101529j -0.00308267+0.00571898j 0.00246873+8.73797e-05j 0.00352305-0.0052386j -0.00221905+0.00435888j 0.000881783-0.00308637j -0.00188431+0.00242122j 
0.00534159+0.00576424j 0.00420351+0.00264945j 0.00433884+0.000607335j 0.0107451+0.00841295j -0.0135391-0.00765073j -0.0108377-0.00745527j -0.00294843-0.00539486j -0.00735549-0.000112135j 0.0191984+0.00486401j 0.00250546+0.00826574j 0.0113256+0.0180496j 0.00951685+0.0104485j 0.00253938+0.00181455j 0.00266673+0.00161778j -0.00360549-0.0106488j 0.000555363-0.00242196j -0.00031999-0.000597581j -0.00720398-0.0201418j -0.00257915+0.00297861j -0.00262621-0.00404579j 0.00499745-0.00125456j -0.00181667-0.00451325j -0.000305815-0.00204047j 0.00301988-0.0048462j 0.00039212+0.00457946j -0.000638538+0.0016162j -0.00333782-0.00437593j 0.000461896+0.0100352j 0.0018596-0.00096351j -0.00156478-0.0121187j -0.00120715+0.00890346j 0.00467697+0.00816258j -0.00546092-0.00309882j -0.00676963-0.0127772j 0.0124533+0.0234674j 0.00318361-0.0114471j -0.0027733+0.00357944j -0.00157439-0.0110675j -0.00272453-0.00593879j -0.0056082+0.0106154j -0.000472631+0.0060411j -0.00210823-0.0228419j 0.00241808+0.0202652j -0.00319665+0.0214222j 0.00238962+0.0160588j -0.00282903+0.00312165j -0.00474251+0.0149221j 0.00196073+0.0233328j -0.00121518+7.98481e-05j -0.00964213+0.014423j -0.00957117+0.00105325j -0.00602934-0.00128457j -0.00259116-0.0083253j 0.00286015-0.00514104j -0.00453447+0.00349199j -0.00613171+0.0102259j -0.00378856+0.00376955j 0.00280807-0.00744048j -0.00116693-0.00365771j -0.00379289+0.0114333j -0.00449814+0.0180787j 0.00593715-0.00903382j -0.00141856+0.00508432j 0.00296936-0.005128j -0.00123237+0.000436436j 0.00236081-0.00401936j 0.00486406-0.00663208j 0.00328067-0.00565396j -0.00164862+0.00618032j -0.00150218-0.000631382j 0.000629851-0.000471422j -3.19079e-05-0.00261216j 
