-0.0720061-0j -0.0103932-0j -0.0590299-0j -0.0104351-0j -0.000869593-0j 0.0353457-0j -0.0362942-0j 0.00589094-0j 0.00360745-0j -0.00604903-0j 0.000736368-0j -0.00370426-0j -0.000756128-0j 4.33909e-05-0j -4.45553e-05-0j -0.0260693-0j 0.0317417-0j -0.0188178-0j -0.00420692-0j -0.00343494-0j 0.00512229-0j -0.00049579-0j -0.00303672-0j -0.000429367-0j 0.00418233-0j -5.06014e-05-0j 0.000603668-0j -0.00247947-0j 0.000522792-0j -2.30963e-06-0j -0.00035788-0j -0.000309933-0j 6.16116e-05-0j 2.81217e-06-0j -3.6526e-05-0j -1.66718e-06-0j -0.0204805-0j -0.0238939-0j 0.0434266-0j -0.00323826-0j 0.0205718-0j -0.00862378-0j -0.00256007-0j -0.00377796-0j -0.00170671-0j -0.000369514-0j 0.00686634-0j 0.00325269-0j -0.00298674-0j -0.000426678-0j -0.00136354-0j -0.00199116-0j -0.000150853-0j 0.00542832-0j -0.000431099-0j -3.55565e-05-0j 0.00361888-0j 0.00078351-0j 0.00257148-0j -3.77133e-05-0j 0.00171432-0j -0.000497791-0j 0.000371161-0j -0.00107797-0j -3.14278e-06-0j 0.00090472-0j -0.000175996-0j -0.000718648-0j -4.14825e-05-0j -0.000155592-0j -1.17124e-07-0j 0.000319867-0j 7.53933e-05-0j -4.39989e-05-0j 0.00042858-0j 7.99667e-05-0j 0.000151526-0j -3.66657e-06-0j -0.000179662-0j 3.5715e-05-0j 3.78815e-05-0j 6.66389e-06-0j -6.35201e-05-0j -1.36645e-07-0j -1.49718e-05-0j 3.15679e-06-0j 2.48349e-07-0j -1.588e-05-0j 1.17647e-07-0j -1.32334e-06-0j -4.93178e-08-0j 
0.000290378-0j -0.00400704-0j 0.0679051-0j 0.00389613-0j 0.000987759-0j 0.000144862-0j 0.000134041-0j 0.166443-0j 1.47849e-05-0j 0.15401-0j -0.000288531-0j 1.36805e-05-0j -0.000266979-0j -3.41816e-05-0j -3.16283e-05-0j -0.000209701-0j -0.000254627-0j 0.000293825-0j 0.00160074-0j 0.00402688-0j 0.00194367-0j -0.0555685-0j -0.00224289-0j 0.000163374-0j 0.00488958-0j 5.85756e-05-0j -0.0674733-0j -0.00564231-0j 0.000198375-0j 4.46838e-06-0j 0.0778606-0j -0.000228914-0j 7.11247e-05-0j 5.42568e-06-0j -8.2074e-05-0j -6.26094e-06-0j 8.25915e-05-0j 0.000376197-0j 5.90062e-05-0j -0.000617717-0j 7.72141e-05-0j 4.04658e-05-0j 1.03239e-05-0j -0.00281365-0j -0.00201303-0j -0.000142464-0j -0.000441319-0j -0.000577499-0j 4.70247e-05-0j 0.011862-0j -0.000302652-0j -0.00916919-0j 6.08344e-07-0j 7.37577e-06-0j -0.000648912-0j 0.00300729-0j -0.00143818-0j -0.000101781-0j 9.65176e-06-0j -1.45402e-05-0j -0.00188197-0j 0.0540304-0j -0.000133189-0j 5.05823e-06-0j -2.43604e-06-0j 0.00847461-0j 2.77095e-06-0j -0.000986288-0j 0.013698-0j -6.98006e-05-0j -1.36415e-07-0j 4.34622e-07-0j 0.00214851-0j -6.62293e-05-0j 0.0110897-0j -1.0388e-05-0j 5.68736e-07-0j -1.1096e-05-0j 0.0058118-0j 0.00281149-0j -1.35935e-05-0j -1.74039e-06-0j 2.98059e-07-0j -6.21358e-07-0j 0.00147343-0j -2.27743e-06-0j -9.74595e-08-0j -7.12399e-06-0j -1.27533e-07-0j -1.19354e-06-0j -6.68367e-08-0j 
2.09518e-06-0j 0.00835032-0j 1.71761e-06-0j -5.83615e-05-0j -0.0663263-0j 1.04523e-06-0j 1.05606e-06-0j -3.3484e-05-0j 1.06678e-07-0j -3.3831e-05-0j 0.000601274-0j 1.07784e-07-0j 0.000607505-0j 0.153968-0j 0.155564-0j -3.78469e-06-0j 9.38655e-07-0j 5.47549e-07-0j 0.000117393-0j -4.98677e-07-0j -2.9115e-05-0j -0.00198747-0j -1.69837e-05-0j 1.19813e-05-0j 1.23679e-07-0j 0.0192566-0j 0.000492919-0j 7.21459e-08-0j -2.97154e-06-0j -0.210054-0j 0.000287536-0j -1.7334e-06-0j -0.0047759-0j 0.0520964-0j -0.00278594-0j 0.0303895-0j 5.95928e-07-0j -3.46887e-06-0j 4.25752e-07-0j -1.81109e-05-0j 6.08344e-07-0j 2.50929e-07-0j 7.44911e-08-0j 0.000105423-0j 4.96607e-08-0j 0.000296883-0j -1.29391e-05-0j -1.84882e-05-0j -4.33609e-07-0j -2.38632e-06-0j -7.62601e-06-0j -2.89073e-07-0j 4.38943e-09-0j 5.3219e-08-0j -0.00172814-0j -0.00271199-0j 3.54793e-08-0j 0.000212103-0j 7.6043e-08-0j 3.03004e-05-0j 5.06953e-08-0j 1.38907e-05-0j 0.000303068-0j 3.13661e-08-0j 0.0109729-0j -1.70487e-06-0j -2.55507e-08-0j 2.09107e-08-0j 0.0157864-0j 0.000125009-0j 0.00649563-0j 3.13596e-09-0j -0.00193754-0j -0.000176378-0j -2.43604e-06-0j 2.16477e-05-0j 4.48087e-09-0j -0.0638729-0j -1.00481e-06-0j -0.00276849-0j 3.09317e-05-0j 0.00783943-0j 1.84827e-09-0j -0.0378108-0j -0.00114194-0j 0.0112015-0j 0.00464071-0j 1.27587e-05-0j 0.00663096-0j 0.00462039-0j 0.00273513-0j 
-3.17535e-06-0j -0.0126553-0j 2.52901e-06-0j -8.59316e-05-0j -0.0976589-0j -1.58409e-06-0j 1.59986e-06-0j 5.07465e-05-0j -1.61676e-07-0j -5.12516e-05-0j -0.000911257-0j 1.63285e-07-0j 0.000920327-0j -0.233345-0j 0.235668-0j -1.14961e-06-0j 1.38208e-06-0j -7.59973e-07-0j 3.56584e-05-0j -1.51475e-07-0j -4.28689e-05-0j -0.0006037-0j 2.35727e-05-0j 3.63937e-06-0j 1.82104e-07-0j 0.00584926-0j 0.000725774-0j -1.00135e-07-0j -4.37529e-06-0j -0.0638047-0j -0.000399087-0j 2.40588e-06-0j -0.00703203-0j 0.0767067-0j 0.00386676-0j -0.0421793-0j 2.72581e-06-0j 1.02369e-06-0j -6.45246e-07-0j -8.28404e-05-0j 9.21598e-07-0j -1.81579e-06-0j 3.40726e-07-0j -3.11109e-05-0j 2.27151e-07-0j 0.00135796-0j 1.96097e-05-0j -2.80084e-05-0j 1.27961e-07-0j -1.09152e-05-0j 5.51837e-05-0j 8.53072e-08-0j 2.00775e-08-0j -8.06557e-08-0j 0.000509985-0j -0.0124048-0j -5.37705e-08-0j -0.000321452-0j 1.152e-07-0j 0.000138596-0j 7.67999e-08-0j -4.09923e-06-0j 0.000459126-0j -2.26973e-07-0j 0.0501908-0j 2.58381e-06-0j 7.54016e-09-0j -1.51315e-07-0j -0.00465866-0j -0.000904597-0j 0.0297114-0j -4.75268e-09-0j 0.00293643-0j 5.20501e-05-0j -3.69043e-06-0j -3.2808e-05-0j 6.78821e-09-0j 0.0188493-0j 7.27109e-06-0j -0.00419407-0j 4.68594e-05-0j -0.011881-0j -1.33745e-08-0j 0.0111582-0j 0.0082634-0j 0.0169695-0j -0.0070332-0j -9.2325e-05-0j 0.0100454-0j -0.0334343-0j -0.0197921-0j 
-0.000281216-0j -4.059e-05-0j 0.001133-0j 0.000200288-0j 1.66907e-05-0j 0.0274811-0j 0.50875-0j -2.33818e-05-0j -1.43184e-05-0j -0.000432861-0j -2.92273e-06-0j -0.000265072-0j -5.41077e-05-0j -1.72223e-07-0j -3.18832e-06-0j -0.000101812-0j 0.000619172-0j 0.003251-0j 0.00321839-0j -1.34149e-05-0j -0.0195727-0j -1.93628e-06-0j -0.102767-0j -1.67687e-06-0j 8.1583e-05-0j -1.97621e-07-0j 1.17755e-05-0j 0.000428356-0j 1.01979e-05-0j -9.02011e-09-0j 6.18279e-05-0j 5.35445e-05-0j 1.20183e-06-0j 5.48558e-08-0j 6.31028e-06-0j 2.88024e-07-0j -7.99855e-05-0j 0.000458613-0j -5.71444e-05-0j -1.26468e-05-0j -0.0014961-0j -0.00109112-0j 0.00195851-0j 7.2513e-05-0j -6.66546e-06-0j 0.000282687-0j -9.03532e-06-0j -0.000236553-0j -0.0112295-0j -1.66636e-06-0j -0.000172521-0j 3.82177e-05-0j -5.89149e-07-0j 0.00139923-0j -0.00162084-0j -1.38864e-07-0j -4.76203e-06-0j 0.000201961-0j 0.0366331-0j -1.47287e-07-0j -0.000124675-0j 9.55443e-06-0j 0.00528754-0j 0.026717-0j -1.22739e-08-0j -1.19051e-06-0j 3.378e-06-0j -9.09268e-05-0j 7.96203e-07-0j 0.00385627-0j -4.57423e-10-0j -4.20908e-07-0j -9.9209e-08-0j 8.445e-07-0j -3.11687e-05-0j -1.05227e-07-0j -1.10198e-05-0j 7.0375e-08-0j -2.27317e-05-0j -2.59739e-06-0j -2.75495e-06-0j -8.76892e-09-0j -8.03687e-06-0j 2.62272e-09-0j -1.89431e-06-0j -2.29579e-07-0j -3.26798e-10-0j -2.00922e-06-0j -8.5559e-09-0j -1.67435e-07-0j -6.23992e-09-0j 
0.0208467-0j -1.5556e-05-0j -8.83528e-05-0j 0.0030211-0j -1.30156e-06-0j 0.000266242-0j -5.43231e-05-0j 4.43737e-05-0j 0.503065-0j -9.05385e-06-0j -0.00107289-0j -0.102644-0j 0.000218909-0j 3.26843e-07-0j -6.66879e-08-0j -3.90192e-05-0j 0.000239095-0j -2.81655e-05-0j -6.29669e-06-0j 0.000994457-0j 3.85838e-05-0j -7.42072e-07-0j -4.54519e-06-0j -0.0118976-0j -0.00609367-0j 1.46497e-05-0j 4.54715e-06-0j 0.000717837-0j 0.0729042-0j -3.45692e-09-0j -5.35656e-07-0j -0.00858814-0j -8.97682e-05-0j 2.11828e-08-0j 1.05747e-05-0j -2.49534e-09-0j -3.06541e-05-0j -3.57632e-05-0j -0.000278415-0j -4.84684e-06-0j 0.000154958-0j -1.29076e-05-0j 0.000741171-0j -5.65465e-06-0j -2.55451e-06-0j -5.53068e-07-0j -4.40213e-05-0j 2.4501e-05-0j 0.000864699-0j 0.000123528-0j -2.04087e-06-0j -2.98026e-06-0j -0.0126715-0j 0.00673166-0j -6.45246e-07-0j -5.3219e-08-0j -2.32013e-05-0j -5.02322e-06-0j -0.00374665-0j -0.00104502-0j 1.29132e-05-0j 0.000144117-0j 2.79578e-06-0j 0.000312087-0j 9.09873e-07-0j 0.00112194-0j -0.0147834-0j -1.07563e-06-0j -6.20888e-08-0j -2.32882e-07-0j -1.75305e-10-0j -0.115089-0j -4.8336e-07-0j -0.00121919-0j -0.000624441-0j -0.00949138-0j 0.0640551-0j 1.06152e-06-0j 5.20144e-05-0j 2.69024e-07-0j 0.00528263-0j 8.26389e-06-0j -0.00533563-0j -2.04523e-10-0j -2.2409e-08-0j -4.59945e-06-0j -1.59221e-09-0j -0.00044003-0j 8.86176e-10-0j 3.83122e-07-0j -7.38163e-11-0j 
0.000307992-0j -0.00425011-0j 0.0357502-0j 0.00205121-0j 0.000520029-0j -0.000456017-0j -0.000155178-0j -0.523955-0j -4.65421e-05-0j -0.178297-0j 0.000908283-0j -1.58378e-05-0j 0.00030908-0j 0.000107602-0j 3.66159e-05-0j 0.000111507-0j 0.000397862-0j 7.37134e-05-0j -0.000851175-0j -0.00214125-0j -0.00303705-0j 0.029548-0j -0.000562685-0j -8.68727e-05-0j -0.00764012-0j -3.1147e-05-0j 0.105429-0j -0.00141551-0j -0.000309967-0j -2.37602e-06-0j 0.0195333-0j -5.74288e-05-0j -0.000111134-0j -8.47778e-06-0j -2.05903e-05-0j -1.57071e-06-0j 8.76015e-05-0j -9.92923e-05-0j 5.8602e-05-0j -0.000655188-0j 0.000265303-0j 0.000176122-0j 1.09502e-05-0j 0.000742626-0j -0.00213514-0j -0.000151106-0j -0.000438295-0j -0.00198425-0j -1.24115e-05-0j 0.0125815-0j -0.00131725-0j 0.00242009-0j 6.45246e-07-0j 7.32524e-06-0j 0.000171272-0j 0.00318971-0j -0.00142833-0j -0.000101084-0j 3.31629e-05-0j -1.54222e-05-0j -0.00646632-0j -0.0142606-0j -0.000457628-0j 2.20152e-05-0j -2.58381e-06-0j 0.00841656-0j -7.31357e-07-0j -0.00429268-0j -0.0036154-0j -0.000303797-0j -1.4469e-07-0j 4.31644e-07-0j 0.00213379-0j 1.74804e-05-0j 0.0381035-0j -1.03168e-05-0j 1.95414e-06-0j 2.92863e-06-0j 0.0252951-0j 0.00966012-0j -4.67065e-05-0j -1.72847e-06-0j 1.29726e-06-0j 1.63999e-07-0j 0.00641289-0j -7.82512e-06-0j -9.67918e-08-0j -3.10062e-05-0j -4.38196e-07-0j -5.19472e-06-0j -2.90897e-07-0j 
-0.0059868-0j 0.0401826-0j 7.26075e-07-0j 0.00118066-0j 0.000146643-0j -3.05438e-05-0j -3.04706e-05-0j 0.000486691-0j 0.000602986-0j 0.000485524-0j 0.273919-0j 0.000601541-0j 0.273263-0j -0.00103535-0j -0.00103287-0j -4.49359e-05-0j -3.90426e-07-0j -3.18283e-05-0j 0.000693281-0j 0.000569667-0j 6.02357e-06-0j -0.00382352-0j 0.000491054-0j -0.0136865-0j 4.94955e-06-0j 0.115054-0j -3.32207e-05-0j 0.000403498-0j -0.000118915-0j -0.000183851-0j -0.00270822-0j -0.00969423-0j 0.000999648-0j -1.59739e-06-0j 0.0814934-0j -0.000130223-0j 1.76982e-05-0j -5.86237e-07-0j -3.75269e-05-0j -0.000267534-0j 1.7271e-05-0j -2.19323e-05-0j -0.000212851-0j 8.86185e-06-0j 1.47485e-06-0j 0.00142863-0j 0.000567275-0j -0.000261077-0j 7.05053e-06-0j 0.00339161-0j 0.00033154-0j -4.88531e-08-0j -3.78879e-05-0j 0.000451327-0j -4.73222e-05-0j 0.000421253-0j -3.12724e-06-0j -0.00302924-0j -0.000207714-0j -0.0282035-0j 1.43925e-06-0j -0.000112344-0j 0.00139415-0j 0.000263775-0j -0.00721507-0j -0.00719152-0j 1.25501e-06-0j -1.82769e-06-0j -1.39537e-05-0j -0.00177042-0j 7.02572e-06-0j 8.03368e-05-0j -0.000893218-0j 0.000934219-0j 0.00330975-0j 0.0598023-0j -3.69734e-05-0j 0.000238993-0j -0.00420303-0j 0.000411086-0j -0.0275228-0j 0.0152987-0j 4.69523e-05-0j -2.32721e-07-0j -0.000522035-0j -0.00704092-0j -1.48972e-05-0j 0.034951-0j 6.85614e-06-0j 0.00894122-0j -8.70657e-06-0j 
-0.0343952-0j 2.5666e-05-0j -0.000285325-0j 0.00975626-0j -4.20323e-06-0j 8.87093e-05-0j 8.2083e-05-0j 1.47849e-05-0j 0.167616-0j 1.36805e-05-0j -0.000357476-0j 0.155096-0j -0.000330774-0j 1.08901e-07-0j 1.00766e-07-0j -0.000128415-0j -0.000155926-0j 0.000179931-0j -2.07229e-05-0j 0.00327284-0j -2.51625e-05-0j -2.44222e-06-0j 2.90362e-05-0j -0.039156-0j 0.003974-0j 4.82134e-05-0j -2.96543e-06-0j -0.00458578-0j -0.0475446-0j -1.1377e-08-0j 3.42195e-06-0j 0.0548639-0j 5.85425e-05-0j -1.38144e-08-0j -6.75549e-05-0j 1.5941e-08-0j 5.05767e-05-0j 0.000230373-0j 3.61338e-05-0j 7.99689e-06-0j 4.72838e-05-0j 2.47802e-05-0j -0.00122287-0j 3.64251e-05-0j 4.21473e-06-0j 9.12516e-07-0j 5.71325e-06-0j 7.47622e-06-0j -0.00557007-0j -0.000203812-0j 3.91809e-06-0j 1.91977e-05-0j 0.0209069-0j -0.00087366-0j 4.15643e-06-0j 8.78068e-08-0j 3.01115e-06-0j 6.51933e-07-0j -0.00114325-0j 0.0017242-0j 3.94032e-06-0j -0.000928345-0j 8.53104e-07-0j -0.000599147-0j -1.50121e-06-0j -0.00014561-0j 0.0952294-0j 2.06501e-06-0j 3.99953e-07-0j 4.47089e-07-0j 2.89239e-10-0j 0.0149366-0j 6.27322e-08-0j 0.00785359-0j -0.000190542-0j 0.00123183-0j 0.0195457-0j -6.83791e-06-0j -9.98579e-05-0j 8.20899e-08-0j 0.00161194-0j -1.07252e-06-0j 0.0102434-0j 1.31746e-09-0j 4.30211e-08-0j -1.40347e-06-0j 2.06642e-10-0j 0.000844775-0j 2.70407e-10-0j -7.35523e-07-0j 1.41713e-10-0j 
-0.00211665-0j 0.0142067-0j 1.80349e-05-0j 0.0293264-0j 0.00364247-0j -5.43465e-05-0j 1.10887e-05-0j 0.000865967-0j 0.00107289-0j -0.000176689-0j 0.487383-0j -0.000218909-0j -0.0994438-0j -0.00184219-0j 0.000375874-0j 7.96475e-06-0j -4.88051e-05-0j 5.74926e-06-0j -0.000122882-0j -0.000100972-0j 0.000752975-0j 0.000677707-0j -8.87008e-05-0j 0.00242589-0j 0.000618717-0j -0.020393-0j -0.00415274-0j -7.28851e-05-0j -0.014865-0j 3.2587e-05-0j 0.000489195-0j 0.0017511-0j 0.124961-0j -0.000199681-0j -0.0147204-0j 2.35225e-05-0j 6.25725e-06-0j 7.30012e-06-0j 5.68312e-05-0j -9.45877e-05-0j -3.16306e-05-0j 2.63475e-06-0j -7.52544e-05-0j -0.000110352-0j 5.21437e-07-0j 0.000505097-0j -0.000859089-0j 0.000478144-0j -8.77968e-05-0j 0.00119912-0j -3.98282e-05-0j 6.08344e-07-0j -1.33954e-05-0j -0.000683495-0j 0.00058928-0j 0.000148936-0j 4.73594e-06-0j 0.00458753-0j 0.000380414-0j -0.00997145-0j -2.63589e-06-0j 0.00139897-0j -0.00255329-0j -3.16875e-05-0j -0.00255091-0j 0.0108909-0j -1.5628e-05-0j 2.19563e-07-0j 0.000173758-0j 0.000212682-0j 2.48397e-06-0j -0.000121663-0j 0.0013527-0j -0.0116334-0j -0.00606158-0j -0.0905654-0j 6.77143e-05-0j -0.00297606-0j 0.000504915-0j -0.000752875-0j 0.0504061-0j -0.0231686-0j -5.64043e-06-0j 2.89796e-06-0j 6.27126e-05-0j 0.012895-0j 2.25605e-05-0j -0.0041987-0j -1.25566e-05-0j -0.00107412-0j 1.04593e-06-0j 
-0.0364817-0j 2.72229e-05-0j -0.000150216-0j 0.00513641-0j -2.21289e-06-0j -0.000279253-0j -9.50269e-05-0j -4.65421e-05-0j -0.527648-0j -1.58378e-05-0j 0.00112532-0j -0.179554-0j 0.000382935-0j -3.42815e-07-0j -1.16657e-07-0j 6.82835e-05-0j 0.00024364-0j 4.51401e-05-0j 1.10192e-05-0j -0.0017403-0j 3.93172e-05-0j 1.29863e-06-0j 7.28445e-06-0j 0.0208208-0j -0.00620949-0j -2.5637e-05-0j 4.63357e-06-0j -0.00115046-0j 0.0742899-0j 6.04962e-09-0j 8.58481e-07-0j 0.013764-0j -9.14745e-05-0j 2.15854e-08-0j -1.69478e-05-0j 3.99921e-09-0j 5.36447e-05-0j -6.08039e-05-0j 3.58862e-05-0j 8.48198e-06-0j 0.000162464-0j 0.000107852-0j -0.00129705-0j -9.61393e-06-0j 4.47039e-06-0j 9.67869e-07-0j 5.67411e-06-0j 2.56879e-05-0j 0.00147015-0j -0.000216175-0j 1.70529e-05-0j -5.06699e-06-0j 0.0221752-0j -0.000867675-0j -1.09704e-06-0j 9.31332e-08-0j 2.99052e-06-0j 6.47466e-07-0j -0.00392814-0j 0.00182879-0j 1.35387e-05-0j 0.000245024-0j 2.93121e-06-0j -0.0026077-0j -1.59228e-06-0j -0.000144612-0j -0.0251345-0j 8.98768e-06-0j -1.05562e-07-0j 1.94589e-06-0j 3.06784e-10-0j 0.0148343-0j 6.23025e-08-0j -0.00207285-0j -0.00065469-0j 0.00122339-0j 0.067158-0j 1.80477e-06-0j -0.000434617-0j 2.82056e-07-0j 0.00553853-0j -1.06517e-06-0j 0.0445829-0j -3.47726e-10-0j 1.87243e-07-0j -4.82225e-06-0j 2.05227e-10-0j 0.00367676-0j 9.29103e-10-0j -3.20126e-06-0j 6.16787e-10-0j 
0.0034923-0j -0.0234398-0j 5.82416e-05-0j 0.0947061-0j 0.0117629-0j -1.81077e-05-0j -1.67551e-05-0j 0.000288531-0j 0.000357476-0j 0.000266979-0j 0.162391-0j 0.000330774-0j 0.150261-0j -0.0006138-0j -0.000567951-0j 2.62126e-05-0j 3.18283e-05-0j -3.67282e-05-0j -0.000404414-0j -0.000332306-0j -0.000491054-0j 0.00223039-0j 0.00056665-0j 0.0079838-0j -0.000403498-0j -0.0671149-0j 0.00270822-0j 0.000465614-0j 0.00969423-0j 0.000107246-0j -0.00312514-0j -0.0111866-0j -0.0814934-0j 0.000130223-0j 0.0940389-0j -0.00015027-0j -1.03239e-05-0j -4.70247e-05-0j -7.37577e-06-0j 0.000156062-0j -9.65176e-06-0j -5.05823e-06-0j 0.000124163-0j 0.000710848-0j -8.60328e-07-0j -0.000833367-0j 0.000111496-0j 0.000145901-0j 0.000565554-0j -0.00197844-0j 7.64627e-05-0j -3.91872e-06-0j 2.21013e-05-0j 8.87066e-05-0j -0.00379592-0j -0.000245731-0j -6.14648e-07-0j -0.000595386-0j 0.000116079-0j 0.0164521-0j -8.04314e-07-0j -0.00901164-0j -0.000779109-0j 6.08341e-05-0j 0.00420879-0j -0.00141347-0j 0.000100669-0j -4.21519e-07-0j -0.00111928-0j -0.00040831-0j -4.09834e-06-0j 1.57899e-05-0j -0.000175559-0j 0.0749377-0j -0.00184963-0j 0.0117539-0j 2.06623e-05-0j 0.0191707-0j -0.000969341-0j -0.000229732-0j 0.0153809-0j 0.0030069-0j 1.08286e-05-0j -1.86676e-05-0j -0.000120396-0j 0.00393476-0j -2.92799e-06-0j 0.00806072-0j -3.8315e-06-0j 0.0020621-0j -2.00799e-06-0j 
-3.66657e-06-0j -0.0146131-0j -4.27844e-08-0j 1.45374e-06-0j 0.00165213-0j 1.79981e-06-0j 1.7955e-06-0j -5.7657e-05-0j 1.83693e-07-0j -5.75188e-05-0j 0.00103535-0j 1.83252e-07-0j 0.00103287-0j 0.265122-0j 0.264486-0j 2.64788e-06-0j 2.30061e-08-0j 1.8755e-06-0j -8.21312e-05-0j 3.48888e-07-0j -7.13598e-07-0j 0.00139049-0j -5.8174e-05-0j -8.38248e-06-0j 3.03132e-09-0j -0.0134725-0j 1.20813e-05-0j 2.47119e-07-0j -7.28313e-08-0j 0.14696-0j 0.000984889-0j -5.93735e-06-0j -0.000117055-0j 0.00127686-0j -0.0095426-0j 0.104092-0j -1.04287e-06-0j 3.45444e-08-0j 2.21129e-06-0j 3.16941e-05-0j -1.0177e-06-0j 1.29238e-06-0j -1.30359e-07-0j -1.04984e-06-0j -8.69062e-08-0j -0.000519544-0j -6.72036e-05-0j 3.09291e-05-0j 4.31805e-09-0j 4.17607e-06-0j -3.92767e-05-0j 2.8787e-09-0j -7.6815e-09-0j 2.76412e-07-0j 1.72095e-05-0j 0.00474598-0j 1.84274e-07-0j 0.00110163-0j -1.27213e-07-0j -5.30258e-05-0j -8.48086e-08-0j -1.38329e-07-0j -0.000507004-0j 1.61547e-07-0j -0.0192026-0j -8.85486e-06-0j 2.54443e-10-0j 1.07698e-07-0j -0.000157207-0j 0.000643842-0j -0.0113674-0j 1.62877e-08-0j -0.0100633-0j 1.75644e-06-0j 4.07527e-06-0j 0.000112435-0j -7.49609e-09-0j 0.000636071-0j -5.17516e-06-0j 0.00463143-0j -5.17459e-05-0j 0.0407169-0j 9.51924e-09-0j 0.000376535-0j -0.00588143-0j -0.0187391-0j 0.0241032-0j 6.57118e-05-0j -0.011093-0j 0.0237967-0j 0.0140869-0j 
-0.000179662-0j 0.00247923-0j -0.063174-0j -0.00362467-0j -0.000918939-0j 8.81908e-05-0j -0.000432383-0j 0.101329-0j 9.00094e-06-0j -0.4968-0j -0.000175656-0j -4.41299e-05-0j 0.000861209-0j -2.08095e-05-0j 0.000102025-0j -6.50455e-05-0j -0.000233086-0j -5.46328e-05-0j 0.000496519-0j 0.00124906-0j 0.00177924-0j -0.0172363-0j 0.000417035-0j 5.06758e-05-0j 0.00447594-0j 1.81691e-05-0j -0.0617654-0j 0.00104911-0j 0.000181593-0j 1.38601e-06-0j -0.0144771-0j 4.25635e-05-0j 6.51078e-05-0j 4.96669e-06-0j 1.52605e-05-0j 1.16414e-06-0j -5.11009e-05-0j 0.000175459-0j 0.000108353-0j 0.000382193-0j 0.000245079-0j 0.00030347-0j -6.38761e-06-0j -0.00131229-0j 0.0012455-0j 8.81452e-05-0j -0.000810396-0j -0.00183299-0j 2.19323e-05-0j -0.00733923-0j -0.00226971-0j -0.00427652-0j -3.76393e-07-0j 1.35442e-05-0j -0.000302653-0j -0.00186067-0j -0.00264094-0j -0.000186902-0j 3.06348e-05-0j 8.99628e-06-0j -0.00597338-0j 0.0251998-0j -0.000422742-0j 3.79337e-05-0j 1.50722e-06-0j 0.015562-0j 1.29238e-06-0j -0.00739658-0j 0.00638874-0j -0.000523463-0j 8.44024e-08-0j 7.98098e-07-0j 0.00394533-0j -3.08894e-05-0j 0.0351988-0j -1.90756e-05-0j 1.80517e-06-0j -5.17516e-06-0j 0.0435851-0j 0.00892371-0j -4.31459e-05-0j -3.19589e-06-0j 2.23527e-06-0j -2.89802e-07-0j 0.0110498-0j -7.2286e-06-0j -1.78965e-07-0j -5.34257e-05-0j -4.04792e-07-0j -8.95085e-06-0j -5.01236e-07-0j 
0.00370414-0j -0.0248617-0j 3.06627e-05-0j 0.0498602-0j 0.00619286-0j 5.70022e-05-0j 1.93973e-05-0j -0.000908283-0j -0.00112532-0j -0.00030908-0j -0.511199-0j -0.000382935-0j -0.173956-0j 0.00193221-0j 0.000657514-0j -1.39383e-05-0j -4.97327e-05-0j -9.21418e-06-0j 0.000215043-0j 0.0001767-0j 0.000767287-0j -0.00118599-0j 0.000142158-0j -0.00424531-0j 0.000630477-0j 0.0356877-0j -0.00423168-0j 0.000116811-0j -0.0151475-0j -5.70273e-05-0j -0.000784019-0j -0.00280644-0j 0.127336-0j -0.000203477-0j 0.023592-0j -3.76989e-05-0j -1.09502e-05-0j 1.24115e-05-0j -7.32524e-06-0j 0.000165528-0j -3.31629e-05-0j -2.20152e-05-0j 0.000131695-0j -0.000187619-0j -9.12516e-07-0j -0.00088392-0j 0.000110732-0j 0.000501306-0j -0.00014927-0j -0.00209845-0j 0.000332793-0j 1.03429e-06-0j 2.34419e-05-0j 8.80989e-05-0j 0.00100188-0j -0.000260637-0j -6.10437e-07-0j -0.000591308-0j 0.000398842-0j 0.01745-0j -2.76357e-06-0j 0.0023785-0j -0.00267697-0j 0.000264772-0j 0.00446409-0j -0.00140378-0j -2.65704e-05-0j -1.8346e-06-0j 0.00029542-0j -0.00177711-0j -4.34694e-06-0j 1.56817e-05-0j -0.000174356-0j -0.0197788-0j -0.00635521-0j 0.0116734-0j 7.09944e-05-0j -0.00505985-0j -0.00421892-0j -0.000789345-0j 0.0528478-0j 0.0029863-0j 4.71298e-05-0j 4.92706e-06-0j -0.000524008-0j 0.0135196-0j -2.90793e-06-0j 0.0350831-0j -1.31648e-05-0j 0.00897501-0j -8.73948e-06-0j 
