-0.000483671-0j -0.000103582-0j -0.000949552-0j -0.00041958-0j -0.000828946-0j 0.000872286-0j -0.000715754-0j 0.00053821-0j -0.00126397-0j -0.00103682-0j 0.00142475-0j 0.000638739-0j 0.00066509-0j 0.00208046-0j -0.00216466-0j -0.000172703-0j 0.000363678-0j 0.00124207-0j -0.00033407-0j -0.000976733-0j 0.000822322-0j -0.000522858-0j -7.5076e-05-0j -0.000122086-0j -0.000597401-0j -0.00108174-0j -0.000716762-0j -0.00285973-0j 5.51777e-05-0j -0.000708402-0j 0.00106106-0j -0.000580077-0j 0.000120303-0j -9.4105e-05-0j 0.000531249-0j -0.000827428-0j 0.000978035-0j -0.000399799-0j -0.00122844-0j -0.000351858-0j 7.68548e-05-0j -0.00215427-0j 0.00204384-0j -0.000670969-0j 0.000658679-0j -0.00139043-0j -0.00101178-0j -0.00122794-0j 0.000535728-0j -0.000706206-0j 0.000863078-0j -0.000819146-0j 0.000417491-0j -0.000941297-0j 0.000103223-0j -0.000481274-0j 
0.000973849-0j 0.000208557-0j 0.00191188-0j 0.000844804-0j 0.00166904-0j -0.00175631-0j 0.00144114-0j -0.00108366-0j 0.00254495-0j 0.00208759-0j -0.00286867-0j -0.00128607-0j -0.00133913-0j -0.0041889-0j 0.00435844-0j 0.00034773-0j -0.000732248-0j -0.00250086-0j 0.000672633-0j 0.00196661-0j -0.00165571-0j 0.00105275-0j 0.000151162-0j 0.000245815-0j 0.00120284-0j 0.00217802-0j 0.00144317-0j 0.00575793-0j -0.000111098-0j 0.00142633-0j -0.00213639-0j 0.00116796-0j -0.000242225-0j 0.000189476-0j -0.00106964-0j 0.00166599-0j -0.00196923-0j 0.000804976-0j 0.00247341-0j 0.00070845-0j -0.000154744-0j 0.00433752-0j -0.00411517-0j 0.00135096-0j -0.00132622-0j 0.00279958-0j 0.00203716-0j 0.00247239-0j -0.00107866-0j 0.00142191-0j -0.00173777-0j 0.00164931-0j -0.000840599-0j 0.00189526-0j -0.000207834-0j 0.000969023-0j 
-0.000733367-0j -0.000157056-0j -0.00143976-0j -0.000636188-0j -0.00125689-0j 0.0013226-0j -0.00108526-0j 0.00081606-0j -0.0019165-0j -0.00157208-0j 0.00216028-0j 0.000968489-0j 0.00100844-0j 0.00315449-0j -0.00328217-0j -0.000261862-0j 0.000551426-0j 0.0018833-0j -0.000506533-0j -0.00148097-0j 0.00124685-0j -0.000792784-0j -0.000113834-0j -0.000185113-0j -0.000905809-0j -0.00164018-0j -0.00108679-0j -0.00433607-0j 8.36632e-05-0j -0.00107411-0j 0.00160883-0j -0.000879542-0j 0.00018241-0j -0.000142687-0j 0.000805506-0j -0.00125459-0j 0.00148295-0j -0.000606195-0j -0.00186262-0j -0.000533505-0j 0.000116531-0j -0.00326641-0j 0.00309897-0j -0.00101736-0j 0.000998721-0j -0.00210825-0j -0.00153411-0j -0.00186186-0j 0.000812298-0j -0.00107078-0j 0.00130864-0j -0.00124203-0j 0.000633021-0j -0.00142724-0j 0.000156512-0j -0.000729732-0j 
0.000535216-0j 0.00011462-0j 0.00105074-0j 0.000464294-0j 0.000917286-0j -0.000965244-0j 0.000792031-0j -0.000595566-0j 0.00139867-0j 0.00114731-0j -0.00157659-0j -0.000706809-0j -0.000735968-0j -0.00230217-0j 0.00239535-0j 0.000191108-0j -0.000402434-0j -0.00137444-0j 0.000369671-0j 0.00108082-0j -0.000909956-0j 0.000578579-0j 8.30767e-05-0j 0.000135097-0j 0.000661065-0j 0.00119701-0j 0.000793147-0j 0.00316449-0j -6.10579e-05-0j 0.000783895-0j -0.00117414-0j 0.000641895-0j -0.000133124-0j 0.000104134-0j -0.000587863-0j 0.000915607-0j -0.00108226-0j 0.000442405-0j 0.00135935-0j 0.000389355-0j -8.50452e-05-0j 0.00238385-0j -0.00226165-0j 0.000742473-0j -0.000728873-0j 0.00153861-0j 0.0011196-0j 0.00135879-0j -0.00059282-0j 0.000781465-0j -0.000955055-0j 0.000906441-0j -0.000461983-0j 0.00104161-0j -0.000114223-0j 0.000532563-0j 
3.4205e-17-0j 7.32526e-18-0j 6.71519e-17-0j 2.96725e-17-0j 5.86227e-17-0j -6.16876e-17-0j 5.06178e-17-0j -3.80619e-17-0j 8.93874e-17-0j 7.33233e-17-0j -1.00758e-16-0j -4.51713e-17-0j -4.70348e-17-0j -1.47129e-16-0j 1.53084e-16-0j 1.22135e-17-0j -2.57191e-17-0j -8.78389e-17-0j 2.36252e-17-0j 6.90741e-17-0j -5.81542e-17-0j 3.69763e-17-0j 5.30934e-18-0j 8.63388e-18-0j 4.22479e-17-0j 7.64998e-17-0j 5.06891e-17-0j 2.02239e-16-0j -3.90214e-18-0j 5.00978e-17-0j -7.50377e-17-0j 4.10228e-17-0j -8.50779e-18-0j 6.65506e-18-0j -3.75696e-17-0j 5.85153e-17-0j -6.91662e-17-0j 2.82736e-17-0j 8.68747e-17-0j 2.48832e-17-0j -5.43514e-18-0j 1.52349e-16-0j -1.44539e-16-0j 4.74506e-17-0j -4.65814e-17-0j 9.83309e-17-0j 7.15523e-17-0j 8.6839e-17-0j -3.78865e-17-0j 4.99425e-17-0j -6.10365e-17-0j 5.79296e-17-0j -2.95248e-17-0j 6.65681e-17-0j -7.29987e-18-0j 3.40355e-17-0j 
-6.21519e-20-0j -1.33103e-20-0j -1.22018e-19-0j -5.39161e-20-0j -1.0652e-19-0j 1.12089e-19-0j -9.19745e-20-0j 6.916e-20-0j -1.62421e-19-0j -1.33231e-19-0j 1.83081e-19-0j 8.20781e-20-0j 8.54642e-20-0j 2.67339e-19-0j -2.78159e-19-0j -2.21924e-20-0j 4.67327e-20-0j 1.59607e-19-0j -4.2928e-20-0j -1.2551e-19-0j 1.05669e-19-0j -6.71874e-20-0j -9.64728e-21-0j -1.56881e-20-0j -7.67661e-20-0j -1.39003e-19-0j -9.21041e-20-0j -3.67476e-19-0j 7.09034e-21-0j -9.10297e-20-0j 1.36346e-19-0j -7.454e-20-0j 1.5459e-20-0j -1.20925e-20-0j 6.82655e-20-0j -1.06325e-19-0j 1.25678e-19-0j -5.13742e-20-0j -1.57855e-19-0j -4.52139e-20-0j 9.87586e-21-0j -2.76824e-19-0j 2.62633e-19-0j -8.62196e-20-0j 8.46403e-20-0j -1.78671e-19-0j -1.30013e-19-0j -1.5779e-19-0j 6.88412e-20-0j -9.07476e-20-0j 1.10906e-19-0j -1.0526e-19-0j 5.36477e-20-0j -1.20957e-19-0j 1.32641e-20-0j -6.18438e-20-0j 
8.81007e-05-0j 1.88674e-05-0j 0.000172961-0j 7.64264e-05-0j 0.000150992-0j -0.000158887-0j 0.000130374-0j -9.80348e-05-0j 0.000230232-0j 0.000188856-0j -0.000259518-0j -0.000116346-0j -0.000121146-0j -0.000378955-0j 0.000394293-0j 3.14579e-05-0j -6.62438e-05-0j -0.000226244-0j 6.08507e-05-0j 0.000177912-0j -0.000149786-0j 9.52386e-05-0j 1.36751e-05-0j 2.2238e-05-0j 0.000108816-0j 0.000197038-0j 0.000130558-0j 0.000520899-0j -1.00506e-05-0j 0.000129035-0j -0.000193272-0j 0.000105661-0j -2.19132e-05-0j 1.71412e-05-0j -9.67668e-05-0j 0.000150716-0j -0.000178149-0j 7.28233e-05-0j 0.00022376-0j 6.40909e-05-0j -1.39991e-05-0j 0.0003924-0j -0.000372284-0j 0.000122217-0j -0.000119978-0j 0.000253268-0j 0.000184295-0j 0.000223668-0j -9.75829e-05-0j 0.000128635-0j -0.00015721-0j 0.000149207-0j -7.6046e-05-0j 0.000171457-0j -1.8802e-05-0j 8.7664e-05-0j 
1.31466e-17-0j 2.81545e-18-0j 2.58097e-17-0j 1.14046e-17-0j 2.25315e-17-0j -2.37095e-17-0j 1.94548e-17-0j -1.4629e-17-0j 3.43559e-17-0j 2.81817e-17-0j -3.87261e-17-0j -1.73615e-17-0j -1.80778e-17-0j -5.65487e-17-0j 5.88374e-17-0j 4.69424e-18-0j -9.88509e-18-0j -3.37607e-17-0j 9.08032e-18-0j 2.65485e-17-0j -2.23515e-17-0j 1.42118e-17-0j 2.04063e-18-0j 3.31842e-18-0j 1.62379e-17-0j 2.94025e-17-0j 1.94822e-17-0j 7.773e-17-0j -1.49978e-18-0j 1.9255e-17-0j -2.88406e-17-0j 1.5767e-17-0j -3.26995e-18-0j 2.55786e-18-0j -1.44398e-17-0j 2.24903e-17-0j -2.65839e-17-0j 1.08669e-17-0j 3.33901e-17-0j 9.56383e-18-0j -2.08898e-18-0j 5.8555e-17-0j -5.55533e-17-0j 1.82375e-17-0j -1.79035e-17-0j 3.77933e-17-0j 2.7501e-17-0j 3.33764e-17-0j -1.45616e-17-0j 1.91953e-17-0j -2.34592e-17-0j 2.22651e-17-0j -1.13478e-17-0j 2.55853e-17-0j -2.80569e-18-0j 1.30815e-17-0j 
-3.67472e-05-0j -7.86969e-06-0j -7.21428e-05-0j -3.18778e-05-0j -6.29797e-05-0j 6.62724e-05-0j -5.43798e-05-0j 4.08908e-05-0j -9.60309e-05-0j -7.87729e-05-0j 0.000108246-0j 4.85286e-05-0j 5.05306e-05-0j 0.000158064-0j -0.000164461-0j -1.31212e-05-0j 2.76306e-05-0j 9.43673e-05-0j -2.53811e-05-0j -7.42078e-05-0j 6.24764e-05-0j -3.97245e-05-0j -5.70394e-06-0j -9.27557e-06-0j -4.53879e-05-0j -8.21854e-05-0j -5.44564e-05-0j -0.00021727-0j 4.19216e-06-0j -5.38212e-05-0j 8.06146e-05-0j -4.40717e-05-0j 9.14011e-06-0j -7.14968e-06-0j 4.03619e-05-0j -6.28643e-05-0j 7.43068e-05-0j -3.03749e-05-0j -9.33315e-05-0j -2.67326e-05-0j 5.83909e-06-0j -0.000163672-0j 0.000155282-0j -5.09772e-05-0j 5.00435e-05-0j -0.000105639-0j -7.68702e-05-0j -9.32931e-05-0j 4.07023e-05-0j -5.36544e-05-0j 6.55728e-05-0j -6.22351e-05-0j 3.17191e-05-0j -7.15155e-05-0j 7.84241e-06-0j -3.65651e-05-0j 
-1.20536e-17-0j -2.58138e-18-0j -2.36639e-17-0j -1.04564e-17-0j -2.06583e-17-0j 2.17383e-17-0j -1.78374e-17-0j 1.34128e-17-0j -3.14996e-17-0j -2.58387e-17-0j 3.55064e-17-0j 1.59181e-17-0j 1.65748e-17-0j 5.18473e-17-0j -5.39457e-17-0j -4.30396e-18-0j 9.06326e-18-0j 3.09539e-17-0j -8.32539e-18-0j -2.43413e-17-0j 2.04932e-17-0j -1.30302e-17-0j -1.87098e-18-0j -3.04253e-18-0j -1.48879e-17-0j -2.6958e-17-0j -1.78625e-17-0j -7.12677e-17-0j 1.37509e-18-0j -1.76542e-17-0j 2.64428e-17-0j -1.44562e-17-0j 2.99809e-18-0j -2.3452e-18-0j 1.32393e-17-0j -2.06204e-17-0j 2.43737e-17-0j -9.96344e-18-0j -3.06141e-17-0j -8.7687e-18-0j 1.91531e-18-0j -5.36868e-17-0j 5.09347e-17-0j -1.67213e-17-0j 1.6415e-17-0j -3.46512e-17-0j -2.52146e-17-0j -3.06015e-17-0j 1.3351e-17-0j -1.75994e-17-0j 2.15089e-17-0j -2.0414e-17-0j 1.04044e-17-0j -2.34582e-17-0j 2.57243e-18-0j -1.19939e-17-0j 
-0.00109559-0j -0.000234628-0j -0.00215088-0j -0.000950411-0j -0.00187769-0j 0.00197586-0j -0.00162129-0j 0.00121912-0j -0.00286308-0j -0.00234855-0j 0.00322728-0j 0.00144684-0j 0.00150653-0j 0.00471254-0j -0.00490328-0j -0.000391199-0j 0.000823784-0j 0.00281348-0j -0.000756718-0j -0.00221244-0j 0.00186268-0j -0.00118435-0j -0.000170058-0j -0.000276544-0j -0.0013532-0j -0.00245029-0j -0.00162357-0j -0.00647771-0j 0.000124986-0j -0.00160464-0j 0.00240346-0j -0.00131396-0j 0.000272505-0j -0.000213162-0j 0.00120336-0j -0.00187425-0j 0.0022154-0j -0.000905604-0j -0.0027826-0j -0.000797011-0j 0.000174088-0j -0.00487974-0j 0.00462959-0j -0.00151984-0j 0.00149201-0j -0.00314954-0j -0.00229182-0j -0.00278146-0j 0.0012135-0j -0.00159966-0j 0.001955-0j -0.00185549-0j 0.00094568-0j -0.00213218-0j 0.000233815-0j -0.00109016-0j 
-4.62983e-18-0j -9.91514e-19-0j -9.08938e-18-0j -4.01633e-18-0j -7.9349e-18-0j 8.34976e-18-0j -6.85139e-18-0j 5.15189e-18-0j -1.20991e-17-0j -9.92471e-18-0j 1.36381e-17-0j 6.11419e-18-0j 6.36642e-18-0j 1.99147e-17-0j -2.07207e-17-0j -1.65317e-18-0j 3.48122e-18-0j 1.18895e-17-0j -3.19781e-18-0j -9.34955e-18-0j 7.87149e-18-0j -5.00494e-18-0j -7.18648e-19-0j -1.16864e-18-0j -5.71849e-18-0j -1.03547e-17-0j -6.86105e-18-0j -2.73741e-17-0j 5.28176e-19-0j -6.78102e-18-0j 1.01568e-17-0j -5.55266e-18-0j 1.15158e-18-0j -9.00799e-19-0j 5.08526e-18-0j -7.92037e-18-0j 9.36202e-18-0j -3.82699e-18-0j -1.1759e-17-0j -3.36808e-18-0j 7.35676e-19-0j -2.06213e-17-0j 1.95642e-17-0j -6.4227e-18-0j 6.30505e-18-0j -1.33096e-17-0j -9.685e-18-0j -1.17541e-17-0j 5.12814e-18-0j -6.76e-18-0j 8.26162e-18-0j -7.84109e-18-0j 3.99634e-18-0j -9.01035e-18-0j 9.88077e-19-0j -4.60689e-18-0j 
-6.23597e-05-0j -1.33548e-05-0j -0.000122426-0j -5.40964e-05-0j -0.000106876-0j 0.000112464-0j -9.2282e-05-0j 6.93913e-05-0j -0.000162964-0j -0.000133677-0j 0.000183693-0j 8.23526e-05-0j 8.575e-05-0j 0.000268233-0j -0.000279089-0j -2.22666e-05-0j 4.68889e-05-0j 0.000160141-0j -4.30715e-05-0j -0.00012593-0j 0.000106022-0j -6.74121e-05-0j -9.67953e-06-0j -1.57406e-05-0j -7.70228e-05-0j -0.000139468-0j -9.24121e-05-0j -0.000368705-0j 7.11405e-06-0j -9.13341e-05-0j 0.000136802-0j -7.47893e-05-0j 1.55107e-05-0j -1.21329e-05-0j 6.84938e-05-0j -0.00010668-0j 0.000126098-0j -5.1546e-05-0j -0.000158383-0j -4.5365e-05-0j 9.90888e-06-0j -0.00027775-0j 0.000263511-0j -8.65079e-05-0j 8.49233e-05-0j -0.000179269-0j -0.000130448-0j -0.000158317-0j 6.90714e-05-0j -9.1051e-05-0j 0.000111277-0j -0.000105612-0j 5.38271e-05-0j -0.000121361-0j 1.33085e-05-0j -6.20506e-05-0j 
6.08241e-05-0j 1.30259e-05-0j 0.000119411-0j 5.27642e-05-0j 0.000104244-0j -0.000109694-0j 9.00096e-05-0j -6.76825e-05-0j 0.000158951-0j 0.000130385-0j -0.00017917-0j -8.03246e-05-0j -8.36383e-05-0j -0.000261628-0j 0.000272217-0j 2.17183e-05-0j -4.57343e-05-0j -0.000156197-0j 4.20109e-05-0j 0.000122829-0j -0.000103411-0j 6.5752e-05-0j 9.44117e-06-0j 1.5353e-05-0j 7.51261e-05-0j 0.000136034-0j 9.01364e-05-0j 0.000359625-0j -6.93887e-06-0j 8.9085e-05-0j -0.000133434-0j 7.29476e-05-0j -1.51287e-05-0j 1.18342e-05-0j -6.68071e-05-0j 0.000104053-0j -0.000122993-0j 5.02767e-05-0j 0.000154482-0j 4.42479e-05-0j -9.66488e-06-0j 0.00027091-0j -0.000257022-0j 8.43776e-05-0j -8.28321e-05-0j 0.000174854-0j 0.000127236-0j 0.000154419-0j -6.73705e-05-0j 8.88088e-05-0j -0.000108536-0j 0.000103012-0j -5.25016e-05-0j 0.000118373-0j -1.29808e-05-0j 6.05226e-05-0j 
-4.2732e-18-0j -9.15138e-19-0j -8.38922e-18-0j -3.70696e-18-0j -7.32368e-18-0j 7.70658e-18-0j -6.32363e-18-0j 4.75504e-18-0j -1.11671e-17-0j -9.16022e-18-0j 1.25876e-17-0j 5.64321e-18-0j 5.87602e-18-0j 1.83807e-17-0j -1.91246e-17-0j -1.52582e-18-0j 3.21307e-18-0j 1.09736e-17-0j -2.95148e-18-0j -8.62936e-18-0j 7.26516e-18-0j -4.61942e-18-0j -6.63291e-19-0j -1.07862e-18-0j -5.27799e-18-0j -9.55705e-18-0j -6.33254e-18-0j -2.52655e-17-0j 4.87491e-19-0j -6.25868e-18-0j 9.37439e-18-0j -5.12494e-18-0j 1.06287e-18-0j -8.31411e-19-0j 4.69354e-18-0j -7.31027e-18-0j 8.64087e-18-0j -3.53219e-18-0j -1.08532e-17-0j -3.10864e-18-0j 6.79007e-19-0j -1.90328e-17-0j 1.80571e-17-0j -5.92796e-18-0j 5.81938e-18-0j -1.22844e-17-0j -8.93896e-18-0j -1.08487e-17-0j 4.73312e-18-0j -6.23928e-18-0j 7.62523e-18-0j -7.2371e-18-0j 3.68851e-18-0j -8.31629e-18-0j 9.11966e-19-0j -4.25202e-18-0j 
1.23845e-17-0j 2.65224e-18-0j 2.43135e-17-0j 1.07434e-17-0j 2.12254e-17-0j -2.23351e-17-0j 1.83271e-17-0j -1.3781e-17-0j 3.23643e-17-0j 2.6548e-17-0j -3.64811e-17-0j -1.63551e-17-0j -1.70298e-17-0j -5.32706e-17-0j 5.54267e-17-0j 4.42212e-18-0j -9.31206e-18-0j -3.18036e-17-0j 8.55394e-18-0j 2.50095e-17-0j -2.10558e-17-0j 1.33879e-17-0j 1.92234e-18-0j 3.12605e-18-0j 1.52966e-17-0j 2.76981e-17-0j 1.83529e-17-0j 7.32241e-17-0j -1.41284e-18-0j 1.81388e-17-0j -2.71687e-17-0j 1.4853e-17-0j -3.08039e-18-0j 2.40958e-18-0j -1.36028e-17-0j 2.11865e-17-0j -2.50428e-17-0j 1.0237e-17-0j 3.14545e-17-0j 9.00942e-18-0j -1.96789e-18-0j 5.51606e-17-0j -5.23329e-17-0j 1.71803e-17-0j -1.68656e-17-0j 3.56024e-17-0j 2.59068e-17-0j 3.14416e-17-0j -1.37175e-17-0j 1.80826e-17-0j -2.20993e-17-0j 2.09744e-17-0j -1.069e-17-0j 2.41021e-17-0j -2.64305e-18-0j 1.23231e-17-0j 
0.000779262-0j 0.000166885-0j 0.00152986-0j 0.000676002-0j 0.00133555-0j -0.00140538-0j 0.00115318-0j -0.000867131-0j 0.00203644-0j 0.00167046-0j -0.00229548-0j -0.0010291-0j -0.00107155-0j -0.00335191-0j 0.00348757-0j 0.00027825-0j -0.000585936-0j -0.00200116-0j 0.000538233-0j 0.00157365-0j -0.00132488-0j 0.000842398-0j 0.000120958-0j 0.000196698-0j 0.000962497-0j 0.00174283-0j 0.0011548-0j 0.00460743-0j -8.8899e-05-0j 0.00114133-0j -0.00170952-0j 0.000934586-0j -0.000193825-0j 0.000151616-0j -0.000855916-0j 0.0013331-0j -0.00157575-0j 0.000644132-0j 0.00197919-0j 0.000566893-0j -0.000123824-0j 0.00347083-0j -0.00329291-0j 0.00108103-0j -0.00106122-0j 0.00224019-0j 0.00163011-0j 0.00197838-0j -0.000863134-0j 0.0011378-0j -0.00139054-0j 0.00131976-0j -0.000672637-0j 0.00151656-0j -0.000166306-0j 0.0007754-0j 
-3.05685e-16-0j -6.54647e-17-0j -6.00126e-16-0j -2.65178e-16-0j -5.23902e-16-0j 5.51293e-16-0j -4.52363e-16-0j 3.40154e-16-0j -7.98842e-16-0j -6.55279e-16-0j 9.00457e-16-0j 4.03689e-16-0j 4.20343e-16-0j 1.31487e-15-0j -1.36809e-15-0j -1.0915e-16-0j 2.29848e-16-0j 7.85003e-16-0j -2.11135e-16-0j -6.17304e-16-0j 5.19715e-16-0j -3.30451e-16-0j -4.74487e-17-0j -7.71597e-17-0j -3.77563e-16-0j -6.83667e-16-0j -4.53e-16-0j -1.80738e-15-0j 3.48728e-17-0j -4.47716e-16-0j 6.706e-16-0j -3.66614e-16-0j 7.60328e-17-0j -5.94752e-17-0j 3.35754e-16-0j -5.22943e-16-0j 6.18128e-16-0j -2.52677e-16-0j -7.76386e-16-0j -2.22378e-16-0j 4.8573e-17-0j -1.36152e-15-0j 1.29172e-15-0j -4.24059e-16-0j 4.16291e-16-0j -8.78768e-16-0j -6.39452e-16-0j -7.76067e-16-0j 3.38585e-16-0j -4.46329e-16-0j 5.45473e-16-0j -5.17708e-16-0j 2.63858e-16-0j -5.94908e-16-0j 6.52378e-17-0j -3.0417e-16-0j 
0.000455676-0j 9.75864e-05-0j 0.000894591-0j 0.000395294-0j 0.000780966-0j -0.000821797-0j 0.000674325-0j -0.000507057-0j 0.00119081-0j 0.000976807-0j -0.00134229-0j -0.000601768-0j -0.000626594-0j -0.00196004-0j 0.00203937-0j 0.000162707-0j -0.000342628-0j -0.00117018-0j 0.000314733-0j 0.000920198-0j -0.000774725-0j 0.000492595-0j 7.07305e-05-0j 0.00011502-0j 0.000562823-0j 0.00101912-0j 0.000675275-0j 0.00269421-0j -5.1984e-05-0j 0.000667399-0j -0.000999645-0j 0.000546502-0j -0.00011334-0j 8.86581e-05-0j -0.000500499-0j 0.000779536-0j -0.000921426-0j 0.000376658-0j 0.00115734-0j 0.000331492-0j -7.24064e-05-0j 0.00202958-0j -0.00192554-0j 0.000632132-0j -0.000620554-0j 0.00130996-0j 0.000953213-0j 0.00115686-0j -0.00050472-0j 0.00066533-0j -0.000813122-0j 0.000771733-0j -0.000393327-0j 0.000886814-0j -9.72482e-05-0j 0.000453417-0j 
-3.92072e-17-0j -8.39651e-18-0j -7.69722e-17-0j -3.40118e-17-0j -6.71957e-17-0j 7.07089e-17-0j -5.80201e-17-0j 4.36281e-17-0j -1.0246e-16-0j -8.40462e-17-0j 1.15493e-16-0j 5.17772e-17-0j 5.39132e-17-0j 1.68645e-16-0j -1.75471e-16-0j -1.39996e-17-0j 2.94803e-17-0j 1.00685e-16-0j -2.70802e-17-0j -7.91755e-17-0j 6.66587e-17-0j -4.23837e-17-0j -6.08578e-18-0j -9.89651e-18-0j -4.84262e-17-0j -8.76871e-17-0j -5.81019e-17-0j -2.31814e-16-0j 4.47279e-18-0j -5.74241e-17-0j 8.60112e-17-0j -4.7022e-17-0j 9.75197e-18-0j -7.6283e-18-0j 4.30638e-17-0j -6.70727e-17-0j 7.92811e-17-0j -3.24083e-17-0j -9.95793e-17-0j -2.85222e-17-0j 6.22997e-18-0j -1.74628e-16-0j 1.65677e-16-0j -5.43898e-17-0j 5.33935e-17-0j -1.12711e-16-0j -8.20161e-17-0j -9.95383e-17-0j 4.3427e-17-0j -5.72461e-17-0j 6.99625e-17-0j -6.64013e-17-0j 3.38425e-17-0j -7.6303e-17-0j 8.3674e-18-0j -3.90128e-17-0j 
-0.0012341-0j -0.000264291-0j -0.0024228-0j -0.00107056-0j -0.00211507-0j 0.00222565-0j -0.00182626-0j 0.00137325-0j -0.00322504-0j -0.00264546-0j 0.00363528-0j 0.00162975-0j 0.00169699-0j 0.00530832-0j -0.00552317-0j -0.000440656-0j 0.00092793-0j 0.00316918-0j -0.000852384-0j -0.00249215-0j 0.00209817-0j -0.00133408-0j -0.000191558-0j -0.000311505-0j -0.00152428-0j -0.00276007-0j -0.00182883-0j -0.00729665-0j 0.000140787-0j -0.0018075-0j 0.00270731-0j -0.00148008-0j 0.000306956-0j -0.000240111-0j 0.00135549-0j -0.0021112-0j 0.00249547-0j -0.00102009-0j -0.00313439-0j -0.000897772-0j 0.000196096-0j -0.00549665-0j 0.00521488-0j -0.00171199-0j 0.00168063-0j -0.00354772-0j -0.00258156-0j -0.0031331-0j 0.00136692-0j -0.0018019-0j 0.00220216-0j -0.00209006-0j 0.00106524-0j -0.00240173-0j 0.000263375-0j -0.00122798-0j 
0.000269085-0j 5.76267e-05-0j 0.000528273-0j 0.000233429-0j 0.000461175-0j -0.000485287-0j 0.000398202-0j -0.000299427-0j 0.000703197-0j 0.000576823-0j -0.000792645-0j -0.000355356-0j -0.000370016-0j -0.00115744-0j 0.00120429-0j 9.60817e-05-0j -0.000202328-0j -0.000691015-0j 0.000185856-0j 0.000543395-0j -0.00045749-0j 0.000290887-0j 4.17677e-05-0j 6.79214e-05-0j 0.000332357-0j 0.000601812-0j 0.000398763-0j 0.00159098-0j -3.06975e-05-0j 0.000394112-0j -0.000590309-0j 0.00032272-0j -6.69294e-05-0j 5.23543e-05-0j -0.000295554-0j 0.000460331-0j -0.000544119-0j 0.000222424-0j 0.00068343-0j 0.000195753-0j -4.27574e-05-0j 0.0011985-0j -0.00113707-0j 0.000373286-0j -0.000366449-0j 0.000773553-0j 0.00056289-0j 0.000683148-0j -0.000298047-0j 0.00039289-0j -0.000480164-0j 0.000455723-0j -0.000232267-0j 0.00052368-0j -5.74269e-05-0j 0.000267752-0j 
5.63373e-17-0j 1.20651e-17-0j 1.10602e-16-0j 4.8872e-17-0j 9.65544e-17-0j -1.01603e-16-0j 8.33699e-17-0j -6.26898e-17-0j 1.47225e-16-0j 1.20767e-16-0j -1.65953e-16-0j -7.43994e-17-0j -7.74687e-17-0j -2.42328e-16-0j 2.52136e-16-0j 2.01162e-17-0j -4.23606e-17-0j -1.44675e-16-0j 3.89119e-17-0j 1.13768e-16-0j -9.57828e-17-0j 6.09018e-17-0j 8.74473e-18-0j 1.42204e-17-0j 6.95843e-17-0j 1.25999e-16-0j 8.34874e-17-0j 3.33097e-16-0j -6.42701e-18-0j 8.25135e-17-0j -1.23591e-16-0j 6.75665e-17-0j -1.40127e-17-0j 1.09612e-17-0j -6.1879e-17-0j 9.63776e-17-0j -1.1392e-16-0j 4.6568e-17-0j 1.43087e-16-0j 4.09839e-17-0j -8.95194e-18-0j 2.50926e-16-0j -2.38063e-16-0j 7.81534e-17-0j -7.67219e-17-0j 1.61956e-16-0j 1.1785e-16-0j 1.43028e-16-0j -6.24008e-17-0j 8.22578e-17-0j -1.0053e-16-0j 9.54129e-17-0j -4.86288e-17-0j 1.09641e-16-0j -1.20232e-17-0j 5.60581e-17-0j 
0.000676743-0j 0.00014493-0j 0.00132859-0j 0.000587067-0j 0.00115984-0j -0.00122048-0j 0.00100147-0j -0.000753052-0j 0.00176852-0j 0.0014507-0j -0.00199348-0j -0.000893711-0j -0.00093058-0j -0.00291093-0j 0.00302875-0j 0.000241643-0j -0.00050885-0j -0.00173789-0j 0.000467423-0j 0.00136662-0j -0.00115058-0j 0.000731573-0j 0.000105045-0j 0.000170821-0j 0.000835871-0j 0.00151354-0j 0.00100288-0j 0.00400128-0j -7.72035e-05-0j 0.000991181-0j -0.00148461-0j 0.000811632-0j -0.000168326-0j 0.00013167-0j -0.000743312-0j 0.00115772-0j -0.00136845-0j 0.000559391-0j 0.00171881-0j 0.000492313-0j -0.000107534-0j 0.00301421-0j -0.00285969-0j 0.000938806-0j -0.000921609-0j 0.00194547-0j 0.00141566-0j 0.0017181-0j -0.00074958-0j 0.000988109-0j -0.0012076-0j 0.00114613-0j -0.000584145-0j 0.00131704-0j -0.000144427-0j 0.000673389-0j 
