-0.021048-0.0155261j 0.0063933+0.0370271j 0.0429476+0.0769592j 0.0187203+0.000203386j 0.00748686-0.0232886j -0.0137767+0.0110646j -0.00338219+0.0443361j -0.0652846+0.00758588j -0.0382669+0.0135784j -0.00512597-0.00333468j -0.0123482-0.0364343j 0.0120147-0.0130401j -0.00392167-0.00217153j -0.0418839-0.0227623j 0.0223977-0.000463173j 0.0245124+0.00749961j 0.0378946-0.00596411j -0.0148775-0.00588797j 0.01292+0.00216327j -0.0297238-0.00946918j 0.00262991-0.0152333j -0.0136293-0.0145404j -0.0090701-0.00515041j -0.0306381-0.0160178j -0.00685481-0.0037679j 0.0217426+0.0177296j -0.014799-0.0223806j 0.00813878+0.00289678j 0.00198459+0.00942449j -0.00166943-0.0333371j 0.00761131+0.0155496j -0.00652498+0.0159734j -0.00140586-0.0353509j -0.00650158+0.0253758j 0.00365354-0.00426872j 0.0418176-0.0132794j 0.00985403-0.0172388j 0.0199084+0.0330361j -0.0210353+0.0194646j -0.00333332-0.0262335j 0.0254964-0.0026577j -0.00581063+0.0167615j -0.0189783+0.00453582j -0.010595-0.00547516j -0.00579868+0.0155994j -0.00680302+0.00328284j -0.00936935+0.010366j -0.0207834-0.0102643j -0.0451545-0.0118486j 0.0206277-0.0025353j -0.0265358-0.012257j -0.0120298-0.0155981j -0.0405921-0.0205718j 0.0273026+0.00232522j 0.0286111+0.00536636j -0.0283983-0.0279602j -0.0114832-0.000189711j -0.0447893+0.00202688j -0.0217888-0.0024601j -0.0211199+0.0468433j -0.0141415+0.0334683j -0.025572+0.00294681j -0.0158443-0.00717358j 0.0253046-0.00675285j -0.0216084+0.0209619j -0.0163456-0.0173841j 0.0329567-0.00945834j -0.0201507-0.0149712j 0.0116427+0.00230943j 0.00358304-0.0339257j -0.0368111-0.0188058j -0.0170132+0.00973715j -0.0088077-0.0131125j 0.0165394-0.0634343j 0.000437028+0.00302979j 0.0362004-0.0267819j 0.0287439-0.00281343j 0.0194064-0.0128441j -0.00631051+0.0287029j 0.0343709-0.0164361j 0.0138957+0.0296689j -0.0057722-0.0206263j 0.0500966+0.0233195j -0.0401654+0.0361041j -0.0492433-0.0486041j 0.0384954-0.0485995j 0.0171521-0.0693644j -0.00192052+0.0252549j 0.0425908-0.0367603j -0.03469-0.0490718j -0.0887299+0.0184983j -0.0118219+0.0107238j -0.0191743-0.00559637j -0.00307062+0.105779j 0.177838-0.00379684j 0.00906812+0.0322976j 0.0285216+0.0164235j 
0.0140651+0.00239219j -0.00520723-0.0116499j -0.0481386-0.00176772j -0.035887+0.0601277j 0.00475738+0.00952887j 0.00434917-0.0298722j -0.0396075-0.0365969j 0.0163522-0.00897681j -0.00349191-0.114691j 0.0548561-0.0319161j 0.00727931-0.0155337j 0.0267013-0.0522101j -0.0364354+0.0244957j -0.0476053-0.0081941j 0.0143066+0.0445982j 0.00646515+0.00474594j -0.00333578+0.037983j -0.0284253-0.00357385j -0.0229555-0.0185929j 0.000209973+0.0514029j -0.0412531-0.0107183j -0.00231445-0.00875908j 0.00342388+0.0322278j 0.0240884-0.0184985j -0.0332367-0.0185909j 0.0532164-0.0008263j 0.0131476+0.0459717j -0.00937276+0.00303487j -0.0385845-0.0369752j -0.0204701-0.0105264j -0.00156585-0.000365447j -0.000852748-0.0201573j -0.0426762+0.0612481j -0.00653392-0.0257011j -0.00573758+0.042726j -0.0227292+0.0142808j -0.0137261+0.0252565j 0.0229893+0.0300056j 0.0221088-0.00438761j 0.0245359+0.0166788j -0.0852595-0.0334967j -0.00997906-0.0504464j 0.0114694+0.0428655j -0.0498715-0.0450778j -0.0239985-0.0177178j 0.00450741-0.0161687j -0.0308917+0.0278598j -0.0137723-0.0183763j 0.0478365+0.0292923j -0.0859925-0.0221402j 0.077817+0.0642076j -0.00430042+0.00283741j -0.0655504+0.0388127j -0.00682752+0.0355116j 0.0274272-0.0284553j 0.0531737+0.0191956j 0.000572889-0.0241053j 0.0738825-0.0257361j 0.0253811-0.0455655j -0.0396067-0.08738j 0.0451393-0.0440107j 0.0126942-0.00376045j 0.0613315-0.00990595j -0.0656914-0.0108505j -0.00723885-0.102383j 0.0497603+0.026913j 0.0179191+0.0558176j -0.0387638-0.0387972j -0.014707-0.0258596j 0.0539042+0.00500544j 0.0386226-0.0473839j 0.00733468-0.0292689j 0.0483307+0.00228384j 0.0860994+0.0542398j 0.0234451-0.033481j -0.0158619+0.0575049j -0.0393125+0.0121199j -0.0252024+0.0803199j -0.0311317-0.0576564j -0.0373998+0.0103038j 0.0231951-0.0269297j 0.0043638-0.0066671j -0.0123597+0.043718j 0.124478-0.00715962j -0.0110919+0.0400643j 0.00157598+0.00144668j -0.0274453-0.0116071j 0.019687+0.0153674j 0.0378288-0.0120123j 0.0317393+0.017884j -0.0231382+0.0349012j 0.00914237-0.0102008j 0.00286212+0.00640497j 0.0396048-0.0196918j -0.0281903+0.0248589j -0.00144873+0.00525733j -0.0129399+0.0111164j 
-0.0122423-0.0102749j -0.00531187+0.0116711j 0.0297829-0.0167571j -0.0112949-0.0142576j -0.0135106+0.00625088j -0.0082873+0.00180363j 0.0400752+0.0223631j -0.0326521-0.0111759j 0.0162902-0.0078318j 0.0177871+0.0193345j -0.011304+0.00607834j 0.0279941-0.0183106j -0.0112706+0.00160825j -0.0181988-0.0333609j 0.00228803-0.024029j 0.00650368-0.00719945j 0.0116133+0.018237j -0.0274221-0.0576126j -0.0104867+0.00627604j -0.0203995-0.00671805j -0.00975461-0.0123891j -0.00766714-0.039836j -0.00696474-0.00901729j 0.0104792-0.00916045j -0.00637896+0.0150292j 0.0274382+0.00953341j -0.0162712-0.0545523j 0.00627425+0.00284165j -0.0197015-0.0234097j -0.00547118+0.00883316j 0.0099049+0.00791459j -0.0115305+0.0103954j -0.0515617-0.0347591j -0.0144764-0.00122196j 0.00645546+0.000108903j -0.00409582+0.00656319j -0.0154998+0.0128276j 0.0325444+0.0475201j 0.0250394-0.011692j 0.0112655-0.0680698j 0.0245022-0.0226511j 0.00934772-0.0118805j 0.0128122+0.0374249j -0.00725124+0.0219941j 0.0051082+0.0256633j -0.0448861-0.0950854j -0.0242531+0.0310797j 0.014182+0.0332759j -0.022853-0.0208574j 0.022261+0.0080986j -0.0110221-0.0247571j -0.00554331-0.0029601j 0.0292075-0.00688977j -0.000988433-0.0415534j -0.0177765+0.00499386j 0.011265-0.0119941j 0.0191029+0.0300185j -0.0606858-0.0676623j -0.00718671-0.00292762j 0.0199021+0.0839939j -0.0868652-0.0104086j -0.00900663-0.0164009j -0.0333707-0.0297922j -0.08398+0.0162623j 0.00395779+0.00179595j 0.0174176-0.0105029j -0.0170476-0.0456283j 0.0596678-0.0529566j 0.0451512+0.0563991j -0.0796538-0.00982844j 0.0972671+0.00832559j -0.0532736+0.0302994j 0.0244048+0.00738925j 0.0435245-0.0157133j 0.00438452+0.0431306j 0.0913869-0.0150776j 0.0217123+0.00161787j 0.0266541+0.13185j -0.036197+0.049747j 0.0264163-0.00398711j 0.00190861-0.0564642j -0.0693767+0.0385278j -0.0223615-0.0130218j 0.0152012+0.0128763j 0.0752613+0.0652941j 0.0129982-0.0152067j -0.00426352-0.0645552j 0.0382991+0.0188738j -0.0302415+0.00650672j -0.00737239-0.0278897j -0.0355909+0.0697229j -0.00976392+0.0268297j -0.00268074+0.0167671j 0.0266709+0.00138897j 0.0220005-0.0198781j 0.00117893-0.0227247j 0.00726383-0.000860062j 
-0.00859046-0.014657j -0.0165314+0.00115615j -0.00296571-0.0461179j -0.0550405-0.0247937j 0.00504979+0.0350002j 0.0173677+0.0114894j 0.0184101-0.0922313j -0.0415593+0.0205945j 0.0514362+0.0496522j 0.0178389+0.0182943j 0.0168462+0.00126922j 0.0246548+0.0319361j 0.00751401-0.0251757j 0.000976297+0.00885356j 0.00798798-0.00193456j 0.0114947-0.019618j -0.00945399-0.00985026j 0.0224466+0.013795j 0.0136589-0.00706734j -1.22402e-05-0.00724535j -0.00320387+0.0152024j 0.00459423+0.0100896j 0.0116795+0.0169825j 0.0037864+0.0205928j -0.00769369-0.0428595j 0.0284375+0.0268298j -0.0281468+0.00808083j 0.00711572+0.0182776j -0.00345117-0.0205113j -0.0211743+0.0264948j 0.0481487-0.0383423j -0.0217298+0.044761j 0.0448185-0.0493557j 0.00691551-0.00855136j -0.00698695+0.0604316j -0.0233352-0.0155168j -0.0296924+0.0311803j -0.0323212-0.0488744j -0.0221477-0.0339275j 0.00858403+0.0239804j -0.0294274+0.080188j -0.0244112-0.00885002j 0.00769212+0.0570277j -0.0386805-0.0692328j -0.0209959-0.0239834j -0.020243+0.0295493j -0.0406995-0.0359861j -0.0208791-0.0248308j 0.0169717-0.060613j -0.0107781+0.0335619j -0.000832567-0.0275171j 0.0275381-0.0262364j -0.00377134-0.0232631j -0.0114844+0.00637896j 0.0424089-0.0136855j 0.0445735-0.0365041j -0.0299821+0.0397962j 0.0126739+0.00483975j -0.0485898+0.0597222j -0.0069985-0.0327602j 0.0225963-0.0163149j -0.0616315+0.026341j -0.018035+0.0205444j 0.0565573+7.01417e-05j -0.0250575+0.000528182j 0.0295124+0.0218991j 0.0293493+0.0312537j 0.048385-0.00511375j 0.00446883+0.0710342j 0.00784836+0.0210543j 0.0293642+0.0393878j -0.0032119+0.0366801j 0.0107824+0.0622487j 0.0429198-0.0362018j 0.0135016-0.0232837j 0.0216886+0.00627387j 0.0285733-0.10209j -0.0212517+0.0431433j 0.017756+0.0725558j -0.0269374-0.0645283j -0.0297642-0.0133724j -0.0405273-0.0461334j -0.0167795-0.0568687j 0.019401-0.00831303j -0.0238995-0.016765j 0.0248697-0.0104358j 0.0109164+0.00913176j -0.0176968-0.00924654j 0.0228049-0.023967j -0.0574699-0.0235529j 0.0549128-0.0604093j 0.0121005+0.0147637j 0.00845941+0.0040476j 0.00859999+0.023597j -0.0424223+0.00081639j -0.00478791-0.00485203j -0.00999909-0.00333872j 
-0.0153462-0.00265122j -0.00826738+0.00492067j 0.00572388-0.0361372j -0.0255809-0.00584405j 0.002099-0.0137171j 0.0160676+0.00577652j 0.0249768-0.0191226j 0.0325611-0.0320634j 0.0257638-0.000733552j 0.0103283+0.0500944j -0.0230235-0.0192671j 0.0193521+0.00388293j -0.00758625+0.0156198j -0.00277335-0.0298262j -0.0277664-0.0181002j -0.00456823+0.0295812j -0.0273731-0.00976512j 0.0599523+0.013578j -0.0303687-0.0156281j 0.00786295+0.000852725j -0.0133887-0.00597485j 0.0235565-0.00991664j -0.0192782-0.0217442j 0.00119442+0.065663j 0.00786723+0.0144604j -0.00668729-0.0244662j 0.0457708+0.00279941j 0.0349936+0.00285364j 0.0399174-0.00523827j -0.00251194-0.0288029j 0.0605854+0.0160521j -0.00522494-0.0513812j -0.0562613-0.050013j -0.0133783-0.0725676j 0.0321328+0.0235749j 0.00520938+0.00184428j 0.00214106-0.00488473j 0.00161252+0.0449648j 0.0181327-0.050672j 0.0282384+0.00962703j 0.0370346-0.0028895j 0.0109871-0.0151329j -0.0458332-0.0300283j -0.0215319+0.0165896j -0.000532776+0.0117915j 0.0121616+0.00814163j 0.0512323+0.00360938j -0.00552363+0.00425811j -0.00686076+0.039449j -0.055178-0.0272406j -0.036792+0.0289277j 0.023782-0.042651j 0.0557004+0.0167866j 0.00043068+0.0207368j -0.0147813+0.0191235j 0.0244435-0.0212258j -0.00389634+0.0223887j -0.0196514-0.00420768j 0.0318715+0.0149851j 0.0178589-0.0186332j -0.0103852+0.0595493j -0.031825-0.0358355j 0.0136311-0.000934269j 0.0200469-0.000517119j -0.00131626+0.09291j 0.0734052+0.00269028j -0.0336394+0.0308077j -0.112123+0.0471631j -0.0374317-0.0216201j 0.00327343-0.0371968j -0.00773148-0.069768j -0.0119368-0.0245699j -0.02558-0.0316579j 0.00760206-0.0820033j -0.0142815+0.0148633j 0.0268419+0.0200267j 0.0888636-0.00495588j 0.0140307+0.0240054j 0.00563575-0.034519j -0.0112038-0.00639837j 0.0387051+0.0809942j 0.0341431-0.00933524j -0.0555327+0.0124913j -0.0437583+0.0202978j -0.0207136+0.05689j -0.0813205+0.0417982j 0.033142+0.0728325j -0.0368039+0.042938j 0.0147677+0.0523514j -0.0433507+0.00799312j -0.0218085+0.0243411j 0.0202594-0.0299809j 0.0154999-0.0150216j 0.012325-0.0244794j 0.012889-0.0219907j 0.00356199-0.0052663j -0.0048687+0.00464931j 
-0.0107999+0.00580408j -0.000237746+0.00448495j 0.0161219+0.00731678j -0.000280701-0.00298763j -0.00767836-0.0104354j 0.0174474-0.0127836j 0.0220873+0.0244931j 0.0229456+0.00955585j -0.0112786+0.0171718j -0.0206774-0.00303904j 0.00281567+0.0208155j -0.0150612+0.0137376j 0.0201384-0.00420682j 0.0244836-0.0163857j -0.021058-0.00403997j 0.00468388+0.00352719j -0.0182065-0.0165326j -0.012096+0.0231881j 0.00453114+0.0042067j 0.0136569-0.0170422j 0.0153566+0.0165857j -0.00224661-0.0172398j 0.0209838-0.0177751j 0.0141326-0.0184434j 0.0118528-0.0162825j -0.0118083+0.0148135j -0.0121152+0.00239035j 0.00925094+0.0285643j -0.0139816+0.0098265j -0.0173237+0.0176546j 0.00210585+0.0273739j 0.0162472+0.023979j 0.0225045+0.0148928j 0.0201793+0.00845058j -0.00604881+0.022504j 0.00407746+0.0281108j 0.0228016+0.00146496j 0.00295236-0.00626351j 0.00263854-0.0252233j -0.00562792+0.00381378j -0.000290133-0.0139049j -0.0355958-0.00801042j 0.00183458-0.0335762j 0.0115448+0.0311502j 0.0105099+0.0097725j 0.0387655-0.00956588j -0.0555865+0.0219318j -0.00768406+0.00554424j -0.0114432+0.0131322j -0.00722557+0.0117046j 0.0187572-0.00406371j 0.0556708-0.00367224j 0.0189528-0.00519698j -0.0636689+0.062824j 0.0069518-0.00573189j 0.0646118-0.0413186j -0.00620273+0.013259j -0.00955899-0.00108321j -0.0557202-0.0410974j 0.0155897+0.0533393j -0.0312969-0.0198648j 0.0297733+0.0490839j -0.000665629+0.026563j 0.02691-0.0224445j 0.00279389-0.0777629j 0.0799425+0.047668j 0.0310429+0.0638258j 0.0425507+0.00912951j 0.0449115+0.0369526j -0.0298786+0.00375434j 0.0234+0.0886277j -0.0102218+0.0521959j -0.0414638-0.0106767j -0.0611718-0.0521625j -0.0374559-0.0209033j -0.0331508-0.0234236j 0.00441821+0.000709078j 0.00930627-0.02042j -0.0151714-0.0354314j 0.0238513+0.000710338j -0.00663092-0.0330506j -0.0155749+0.0641158j 0.0210439+0.0592416j 0.0561924+0.00424648j -0.0107681+0.0202742j 0.0237363-0.0291815j -0.0466542-0.0156957j -0.00307571-0.0429163j -0.0392752-0.00229999j 0.0301467+0.0286279j 0.0440395-0.00554518j -0.00781006+0.0110259j -0.0131083+0.0270634j 0.0127306+0.011972j -0.029462+0.00298007j 0.00276534+0.0019135j -0.00422494-0.00114396j 
0.00525129+0.00809623j 0.00712868+0.00418222j -0.0103664+0.0366123j 0.0366271-0.00176139j 0.012804-0.023374j -0.000981574-0.00490075j -0.0307628+0.0480295j 0.0369539+0.0052828j -0.0572246-0.0208454j -0.0414534-0.0025026j -0.0192009-0.0308633j -0.0374004+0.00786341j -0.00252156+0.0215382j 0.00981578-0.00151097j -0.00355758-0.00171188j 0.00672366+0.00814291j -0.0179459+0.00678149j 0.00407595-0.0156603j -0.00370208-0.00475045j 0.0213019+0.0073762j 0.000761871-0.00973416j -0.00272558+0.00121472j -0.0143965+0.00199006j -0.0174297+0.00580979j -0.0227412-0.000351015j -0.0151169+0.00680826j 0.0279414+0.0125098j -0.0204805-0.0185324j -0.0228735+0.0219358j -0.0516501+0.000707838j 0.00476143+0.0548124j 0.0398611+0.00187191j 0.026209-0.0251879j 0.00980062-0.0352176j -0.0212298-0.0193349j 0.00623916+0.00248241j -0.0425942-0.00172594j 0.024126-0.0187133j 0.0274689+0.0231751j -0.0311958+0.0277748j 0.030137-0.0135673j -0.0231788-0.0175936j -0.00857563-0.0429601j -0.0100986+0.0177806j -0.00211067-0.0316526j 0.0398897-0.00106752j 0.0321244-0.0143709j 0.0154679+0.00532097j 0.00628595+0.0123576j -0.0335511-0.0001531j -0.0167954+0.0637987j 0.0216594+0.0204415j 0.0352712+0.0218624j -0.00193146-0.0128509j -0.046883-0.00145907j 0.0617524-0.0370804j 0.000284159+0.00839172j -0.0176267+0.0220058j -0.00398049+0.0434409j 0.00698747-0.00355354j -0.0231061+0.0507817j 0.0216599+0.00925957j 0.00999873-0.00067779j 0.0183139-0.0540383j 0.0126305+0.00219936j -0.000100944+0.00308528j -0.0593149+0.00877634j -0.0393348+0.0137054j 0.000840409-0.0103527j -0.041382+0.00328568j -0.0394521-0.0703963j -0.0369546-0.00567318j -0.0151672-0.0235015j 0.0139962-0.0554876j -0.0358275+0.0169192j 0.0154571+0.0375592j 0.0830621+0.0199016j 0.0038431-0.0526759j -0.00936791+0.0167367j -0.0513455+0.0237201j -0.00126843+0.0464889j 0.00699816+0.0269326j 0.0184669+0.0107529j 0.053167-0.0494568j -0.0118534+0.0491593j -0.0257797-0.0601858j -0.0438574+0.0138001j -0.0135394+0.0417863j -0.0114924-0.00297529j -0.00772429-0.0213758j -0.0693108+0.0386577j 0.0200432-0.0119671j -0.0145773-0.00526781j -0.0359815+0.0149963j 0.0064789+0.0173557j -0.0118267-0.00237j 0.00244792-0.00490298j 
-0.00443095-0.0144097j -0.0130948+0.000473668j 0.0148933-0.0367343j -0.0585643+0.0152571j 0.00223682+0.0120958j -0.000942716+0.00173888j 0.0331125-0.0441647j -0.0248512-0.0221516j 0.022667-0.0251892j 0.0537919-0.0112458j 0.0225414+0.00943649j 0.055166-0.0144455j 0.0039291-0.0428082j -0.0323675+0.00119296j 0.00847816+0.0203117j 0.00303812+0.0351992j 0.00481502+0.019177j 0.0333415+0.0078765j -0.0111901-0.00412174j -0.0260929-0.00229708j 0.0303551+0.0133266j 0.0202723-0.0291564j -0.0239324-0.00763215j 0.0206694-0.0115564j -0.0293951-0.0436992j 0.0424614-0.0162242j -0.0437113+0.0559746j -0.00501936+0.0443835j -0.0020497-0.0100184j 0.0298478-0.0487788j 0.00917197+0.0340742j 0.0101575-0.00992879j 0.00924828+0.00828937j 0.0110022-0.0127983j -0.0131674-0.00794434j 0.00478991+0.0161248j 0.00894755+0.00179916j -0.0130469-0.00101634j 0.00487508-0.0106236j 0.0243907-0.0281919j -0.0190639+0.00325615j 0.0352534-0.00863998j 0.0198601-0.0164033j 0.00545065-0.0586543j -0.0275326-0.029061j 0.0276609+0.0196418j 0.0383338+0.0175333j 0.023944-0.029961j 0.00955846-0.00242207j -0.0190338-0.0071734j 0.00367975+4.62302e-05j -0.0468698+0.00711456j -0.0805976-0.00895226j 0.0269779+0.0518808j 0.0202023-0.00363024j -0.020844+0.0150361j 0.0648282+0.0530223j 0.055273-0.0685582j 0.00385297-0.0331936j -0.0275371-0.0525249j 0.0225754+0.00150216j -0.0552358+0.0279007j -0.0405966-0.0281486j 0.0319141+0.0606299j 0.0272546-0.00790149j 0.032256+0.0142009j 0.10358-0.0157303j 0.0238712+0.0526687j -0.0432628+0.0294188j 0.0254066-0.0587737j 0.0313158+0.0304185j -0.0176811-0.0171373j 0.00722394-0.0239252j -0.012497-0.0263564j 0.0441467+0.0502377j 0.0621686-0.00937347j 0.0185948+0.0330867j 0.0649067+0.0321136j -0.0102959+0.0386594j 0.0172169-0.0709416j -0.00882257+0.00271489j 0.0498479+0.0180525j 0.00882465-0.0162053j -0.0523474+0.0429988j -0.0487267+0.00379993j 0.0338379-0.0320864j -0.0242447-0.0152818j -0.0961905-0.0133973j 0.0489165+0.0163721j -0.040338-0.0048363j -0.0115994-0.0238589j 0.0196425-0.0233696j -0.0206494+0.0267867j 0.0171982-0.0105425j 0.0335037-0.0111941j 0.00132137-0.0154267j -0.00667599+0.00420462j 
-0.000886158+0.00395934j -0.000249794+0.0122974j 0.0141396+0.00645778j 0.0230264-0.0242756j -0.00417174+0.0070361j -0.00057152-0.00307753j -0.0161527+0.00692166j -0.0110891+0.00110089j 0.0206176+0.0371848j -0.0412085-0.00769382j 0.0434412-0.00696961j 0.0171609+0.000542969j -0.00525256-0.0111879j 0.00359766-0.00151105j 0.00906771+0.00788871j 0.0134482+0.00762824j 0.0361017+0.00143344j -0.0263314+0.010926j -0.00797974+0.00742731j -0.00837445-0.0148809j 0.00907133-0.0138332j 0.0240229+0.0242964j 0.0125445+0.0133076j -0.0340561-0.0121616j 0.0156676-0.0115128j -0.00452908+0.0241487j 0.00795962+0.000511989j 0.0021139+0.00807479j -0.0250417+0.0226378j -0.00479703-0.00860995j -0.0318865+0.0221848j 0.0100282+0.0411718j 0.0326502-0.0296125j 0.0163792+0.0280726j 0.0108396-0.023759j 0.0413305+0.00207307j 0.0116368+0.0218234j -0.0304671-0.0117914j -0.0109356+0.030889j -0.0175044-0.0409322j 0.0228876+0.0156473j -0.0216997+0.00125953j 0.00814575-0.0313742j 0.0342969-0.0290929j 0.0254205-0.00750833j -0.00890909+0.0122176j -0.00206449-0.00138861j 0.0341388+0.0110434j -0.00842724-0.0180023j 0.00947753+0.0206873j -0.00038086+0.0112024j 0.0198768-0.0143657j -0.015348+0.00805039j 0.00978649+0.0306901j 0.0336437-0.0261813j 0.00802487-0.0241246j -0.0148213-0.0149356j -0.0291951+0.0305887j -0.039023-0.00260186j 0.00387212+0.0461571j -0.0126613+0.0117968j 0.00581043+0.0352574j -0.0364307+0.00783304j 0.0548024-0.024667j 0.0425438+0.0182196j -0.0244791-0.00298955j -0.00877977-0.019384j 0.013952+0.0176245j 0.0190523-0.0195132j -0.0194736-0.00944997j -0.0268887+0.046652j 0.000755885+0.066438j -0.0119717+0.0288758j -0.0838845-0.0680919j -0.0213215-0.026318j -0.0197627-0.0365118j 0.0372864-0.0171097j 0.0195762-0.0792527j 0.0180755+0.0673457j 0.0193485-0.00785696j -0.0132107-0.00459214j 0.0371487-0.0161175j 0.0419275+0.00149921j -0.0346912-0.0193428j 0.0171776-0.0358352j 0.0243817-0.0424661j -0.0436795-0.0298089j -0.0207706-0.0217993j -0.0306108+0.00761357j -0.000609452-0.00756233j -0.0238372-0.0306234j 0.000845744+0.00258949j -0.0256468+0.00967046j -0.0397752+0.00119905j -0.00351878+0.0183941j -0.00533611+0.00273452j -0.000605998-0.00748559j 
0.0117897-0.00649374j -0.0089338+0.00403544j -0.0301435+0.0043652j 0.00928317+0.021523j 0.0208178+0.00859023j -0.0119672+0.000701933j -0.0294719-0.0226254j -0.0563749-0.00989971j 0.0334616-0.0371932j 0.00936582-0.0161012j 0.00261519-0.0227745j 0.0544219-0.0215805j -0.00158231+0.0132226j -0.0191098-0.00614112j 0.0238909+0.0340757j 0.00952084-0.0125319j 0.0137696-0.0131307j 0.018441-0.0311414j 0.0284298-0.0029711j -0.0290355+0.00781472j -0.0210093+0.0116876j -0.00349186-0.0135961j -0.00992249+0.00405937j -0.012145-0.0194855j -0.00664526-0.0188122j 0.021927+0.0119076j -0.0249674-0.0416653j 0.0109252-0.0135618j 0.024609-0.0049623j 0.0086039-0.0131318j -0.0169159-0.0105126j -0.00843652+0.0306613j -0.00615571-0.00446541j -0.0177111-0.0147811j -0.00320254-0.0040985j 0.033985-0.0115442j -0.00917351+0.0118094j 0.0111869+0.0278789j -0.0194819+0.0227616j 0.00901373+0.00344929j -0.00082261-0.0227876j 0.0136459-0.00890696j -0.0219967-0.0255724j 0.00159798+0.00173765j -0.00169935-0.0157829j -0.0142565+0.0388248j -0.0233873-0.0096885j 0.00249967+0.0272934j -0.00197417+0.00325906j -0.00978066+0.0204022j -0.0345379+0.0142582j 0.0148707-0.00859339j -0.0264401+0.0098099j 0.0313735-0.00119136j 0.0705986-0.00518686j -0.0378896+0.00325996j -0.0283787-0.0174869j 0.0181952+0.0239646j -0.0111391-0.0117442j 0.0270548+0.0477994j 0.0508585-0.0198215j -0.018243-0.0289656j 0.0484256+0.0136188j 0.0240814+0.00540514j 0.0234428+0.0377759j -0.0319753-0.0435773j -0.0159412-0.0209848j -0.00508908-0.0114533j 0.0116237+0.019846j 0.00583469-0.00618833j -0.0276362-0.0273355j 0.0372655+0.00464613j 0.0155869+0.0856172j 0.0376755-0.0141852j -0.0113498-0.0240885j -0.0120651-0.0142393j 0.033857-0.00446534j -0.00665537+0.0090357j 0.0387766+0.021974j -0.00516927+0.00666878j -0.00567966-0.0147213j -0.000476448-0.0482206j 0.0154627+0.00870468j -0.0213695+0.00514243j 0.0595698-0.00786464j 0.0307247-0.0117042j 0.0493125-0.0190604j 0.023527+0.0094389j 0.0214428+0.00596913j 0.0124782+0.00333753j -0.0577514-0.0200818j -0.00229456+0.00932846j -0.00187495-0.0105342j -0.0154218-0.0189506j -0.00327862+0.000574522j -0.00346186+0.00259898j -0.00769286-0.0101934j 
0.0129497-0.000883759j -0.00332763-0.00423266j -0.0515837+0.00209079j 0.00908064-0.00254207j 0.0137136+0.0106226j -0.00170801+0.0035325j -0.0504511-0.0336931j -0.000938582-0.00394307j 0.00362809-0.0094961j -0.0177981+0.00944505j -0.00480321-0.0333482j 0.0111907+0.0245693j -0.0214261+0.0212591j 0.0051486+0.0138173j -0.0100077-0.0018181j -0.00591329-0.0157948j -0.00407486+0.0309969j 0.0414166-0.0149223j 0.000467255-0.0223525j -0.00459884+0.011134j 0.0154214-0.00336442j 0.00883839+0.0226191j 0.0141463+0.0167913j -0.0211575+0.00651053j -0.00161622+0.00735395j -0.00684881-0.000511146j 0.00627446-0.000886099j 0.00204833-0.00886811j 0.0204285+0.0157137j -0.0130353+0.00529314j 0.00751118+0.0155535j 0.0128573+0.0120219j -0.00851152-0.0470726j 0.0217493-0.0203689j 0.00407224+0.0162887j 0.0148857-0.0280062j -0.0161173+0.0194537j -0.00906298-0.00810799j -0.000151867-0.000547778j -0.0269882+0.0185751j -0.000894241+0.00721184j 0.000468419-0.0100466j -0.0206568+0.024429j -0.00285502-0.00301015j 0.00760004+0.00512101j -0.032423+0.0206656j 0.0227799-0.02466j 0.00831394+0.00848799j 0.0175812+0.0169408j 0.0146956-0.0332382j -0.0355198-0.0112191j 0.0135112-0.028272j 0.0260111+0.02786j 0.0122443+0.00833508j 0.020432-0.0197098j -0.0411396-0.000799806j -0.0271718+0.00261747j 0.0161067+0.0135152j 0.00696331+0.00865446j 0.0396826-0.00453813j 0.0248496+0.0190768j -0.0260974-0.00594225j 0.0161353+0.0110635j 0.0414373+0.0253599j 0.000623045+0.0436904j -0.0419349-0.0124534j -0.0117545+0.0159922j -0.00245989+0.0389189j -0.0204071-0.0172075j 0.00758675+0.00940406j -0.0108384+0.00774656j 0.0192512+0.0259358j -0.0211956+0.0294862j -0.0346102-0.0223801j 0.0379035-0.0188002j -0.0351547-0.0253405j 0.0169487+0.000967195j -0.00550847-0.00439023j 0.0244023+0.021537j -0.0161023+0.0119201j 0.0157788+0.018462j 0.0235458-0.0661494j -0.0234286-0.00811781j -0.0301663-0.00698643j -0.000508405-0.0138837j -0.0453004+0.0044069j 0.0152601+0.0190401j -0.0269181+0.0334326j 0.0348999-0.0222036j 0.00818131+0.000273985j -0.0250276-0.0464964j 0.00908994-0.0185982j 0.0185149-0.0244433j -0.015682-0.00933011j -0.0144653+0.0092862j -0.00241471+0.00503867j -0.00406889-0.00975652j 
