0.000498875+0.0249416j -0.0103912+0.00814951j 0.00415626-0.00100679j -0.00593562-0.0439036j -0.0207621+0.00921277j -0.00155624+0.0161812j 0.0180812-0.0293795j 0.0201428+0.00335121j 0.00371809-0.0122488j -0.0171529+0.00177455j 0.00198093-0.0147918j -0.00826303+0.0168367j -0.0240822-0.0223814j 0.0340155+0.00903601j -0.00576946+0.00269526j -0.0160209-0.00563312j -0.00269209+0.0160488j 0.0158556-0.0149493j -0.00671401+0.0240706j 0.0139943-0.0102081j 0.0100276-0.00185891j 0.0284196-0.000755275j -0.0159386-0.0385759j -0.00141769-0.00542093j 0.0141952-0.00604715j 0.0340791+0.0109944j 0.0198294+0.00143269j 0.0135315-0.0112191j 0.00339086+0.0383319j 0.0259784-0.00916985j -0.0228122-0.0245926j 0.0122528+0.0255466j 0.0250489+0.0174959j 0.0344868+0.00323888j 0.00850006-0.0303777j 0.0188703-0.0101984j -0.0195792-0.0351101j -0.0308061+0.0339759j -0.0191258-0.0136855j -0.000807881+0.00284024j -0.00227757-0.0205729j 0.0145156+0.00428299j 0.0172316+0.0171448j 0.011472-0.0194381j 0.025291+0.0209808j -0.000315969-0.0258823j 0.035808+0.012089j 0.0463645-0.0445118j 0.00117978+0.0363218j -0.0312597-0.0139376j 0.0214809+0.0455498j -0.0227417+0.00528734j 0.0179322-0.097357j 0.101615-0.0132592j -0.0334999+0.053904j 0.000111889+0.0219032j 
0.0168384+0.0115081j 0.0129494+0.0119826j 0.0101888-0.0328521j -0.0312481-0.0104772j -0.0111795+0.00389767j -0.00720515+0.0447946j 0.0308337-0.00183149j 0.0204891-0.0172985j -0.0161729+0.0286057j 0.0375691+0.0119189j 0.0170326+0.0101865j 0.0130928+0.021697j 0.00949607+0.000659091j -0.0131068-0.00723404j -0.0150961-0.0188695j 0.000907471-0.00395007j 0.00985125-0.00608536j -0.0251462-0.00761799j 0.0227378+0.0225429j 0.00141297+0.0167293j 0.0176366-0.0192993j -0.00906315-0.0092256j -0.00514937+0.000367214j 0.00592909-0.0227358j 0.000864332+0.00478506j 0.00424732+0.0235468j 0.00954791+0.00654137j 0.0112637-0.0086812j -0.00904081-0.00475678j 0.0144054-0.0143815j 0.0234044-0.0145376j -0.0173814-0.0319095j -0.00430742+0.0260814j 0.0087717+0.015359j 0.0044815-0.0128873j -0.00733875-0.00997671j -4.06759e-06+0.00271231j -0.0117495+0.0240351j 0.00884215+0.00694691j -0.00916385+0.00232157j -0.0082642-0.000341964j 0.0099386-0.000381418j -0.000447098-0.00827711j -0.00246693+0.0131167j 0.0120496-0.00730502j -0.0149099-0.0106663j -0.0108437+0.00438892j 0.00759522+0.00446185j -0.00827256-0.0135621j 0.00363358+0.00633628j 0.0112192+0.00977551j -0.0029276-0.0130994j 0.00118647+0.0109368j -0.00717553-0.00829397j 0.00612962+0.00400941j 0.00195232-0.0020585j 
-0.0106135+0.00317275j -0.00311636+0.00373227j 0.0175293+0.0142295j -0.00175917-0.0155584j 0.00364574+0.00278751j 0.00889466-0.0116271j -0.0323-0.00694368j -0.0145401+0.0134211j 0.00530442+0.000449992j -0.0416545-0.0176544j -0.00375234-0.0165109j 0.020521-0.0367579j -0.0234604-0.0165873j 0.0287809-0.0196467j 0.0262513-0.00610647j 0.00603598+0.00408206j -0.0299104+0.00894724j 0.0117429+0.0189494j -0.00239456-0.0170659j -0.0245125-0.0168052j 0.0081866-0.00140071j -0.00455982-0.00502525j -0.0108391-0.0200403j -0.0326547+0.0229126j 0.0128033-0.00678776j 0.0171121-0.0245902j -0.0164506+0.00146012j -0.0196665-0.00618338j 0.00560611-0.0116708j 0.0190261+0.0149137j -0.0171656-3.98407e-05j -0.00395589-0.00431452j 0.00288196-0.00321653j -0.00895753-0.0167501j 0.0104259-0.00954134j -0.0140132-0.00166731j -0.025048-0.00707257j -0.00294003+0.00538849j 0.0102889-0.00580919j 3.03464e-05-0.00825491j 0.00201307-0.0106587j -0.013677+0.00392364j -0.00266854+0.0250035j 0.00808297-0.000699971j -0.00398141-0.000752916j -0.00205717-0.000562339j -0.022643-0.0126919j 0.0034331-0.0033507j -0.00530569+0.00876111j 0.0115497-0.00986146j 0.00840187+0.00695281j 0.00224045+0.0111839j 0.00656663-0.00686799j 0.0074424+0.00242582j -0.00189791+0.00505669j 0.00406261-0.00587768j 
0.00481998+0.00641238j 0.000549195+0.00225531j -0.016889-0.0224236j -0.0108524+0.00573229j 0.0149486-0.0121435j -0.00463193+0.0145769j 0.0372741-0.0137396j 0.00305444-0.0128823j -0.00186635+0.0218826j 0.0339276-0.000158884j 0.0151784+0.0216269j 0.00419361+0.0228474j 0.0270383+0.00523644j 0.00169646-0.00623686j 0.0224311-0.022308j 0.00919427+0.0194187j 0.0259139-0.00760492j 0.0144329-0.0155991j -0.0101823+0.0133918j -0.0074748-0.0348984j 0.0108386+0.0107889j 0.0109123+0.00284919j 0.0242141+0.0112737j -0.0091797-0.0278796j -0.0108+0.0134491j 0.00290452+0.0212799j 0.0182288+0.0163939j -0.00392636+0.0105138j -0.0114889-0.0220833j 0.00689598-0.00790929j 0.0231584-0.00812609j -0.0100904-0.0361048j -0.0108435+0.00907496j 0.00434984+0.00744599j 0.0136706+0.0109145j -0.00471152-0.00941957j -0.00263949+0.00633698j 0.00108845+0.00310279j -0.00283435+0.003899j -0.00765087+0.0288788j -0.00276415+0.0003458j 0.0270488+0.00905271j -0.00295102-0.00541131j -0.0173074+0.00843004j -0.00511114-0.0180051j -0.000797096-0.00484739j 0.00456807+0.00305429j 0.00910261-0.00352045j 0.0213081-0.00279551j -0.00640212+0.00626143j 0.00521423-0.0105679j 0.00585256-0.00862685j -0.0114458+0.00741444j -0.0077469-0.0101703j 0.00420126+0.000246001j 0.000188796+0.0108876j 
0.00219+0.00937867j 0.00607802-0.00500257j 0.0158217-0.0148734j -0.0251459-0.0080179j -0.0157153+0.0123275j 0.0014+0.00587004j -0.0172328-0.00505351j 0.00795971+0.0147573j -0.000692129-0.0102766j -0.0117535+0.0123309j -0.00288909-0.0298087j -0.00566656-0.0199919j -0.0238777-0.0143438j 0.0139725-0.0130958j 0.00848341+0.00365403j 0.00737512-0.00533742j -0.0348877-0.00220948j -0.0144713-0.0023601j -0.0329344-0.0207815j -0.00266322+0.025613j 0.0207303-0.0104643j -0.00541381-0.0235718j -0.0135594-0.00447191j -0.0134041+0.010255j -0.000509571-0.00131906j 0.00108528-0.0201506j 0.00617015+0.00384037j 0.0190353-0.0101602j 0.00101436-0.0098881j 0.0293908+0.0126918j -0.0158378+0.00230545j -0.00576252+0.00668603j 0.00332948+0.00221077j -0.0170031-0.0102324j 0.00858003-0.00215519j -0.0148336-0.00300884j 0.00208586+0.00436744j -0.00840891+0.00203168j -0.00172925+0.00348893j 0.0053194-0.0214272j 0.0232846+0.00701056j -0.00385346-0.00883891j 0.00364928-0.00118891j 0.00863913-0.00182968j -0.00248044-0.00991341j -0.00371951-0.00379232j 0.0013968-0.00938023j -0.0155316+0.00379613j -0.00168925-0.0101965j 0.0096698-0.00294957j 0.00895568+0.00816365j 0.0084243+0.0125112j -0.00948351+0.00201911j -0.00256386-0.0204649j 0.0025094+0.00752979j 0.00127169+0.0028448j 
0.0161447+0.022433j 0.00466456+0.00628165j 0.00239449-0.0376199j -0.0487056-0.0122572j -0.0152291+0.0340297j 0.0248677+0.00839833j 0.00510395-0.00847668j 0.0104484-0.00957564j 0.00124729-0.00226741j -0.00377416+0.0210834j 0.000239762-0.0204985j 0.00649032+0.0219716j -0.0256284-0.00876722j 0.0122534-0.010016j -0.0150546+0.0148502j 0.0139195-0.0138986j -0.0108309-0.0143898j 0.0297451-0.00568319j 0.0388891+0.00919813j 0.00219796+0.0362189j 0.0181078+0.0027951j 0.0132509-0.00496474j -0.00148094+0.00382888j -0.0144304+5.42765e-05j -0.00621481-0.00649629j -0.00185533+0.0367115j -0.028462+0.00471335j 0.0377252+0.0130942j 0.00915733+0.0174731j 0.0234011-0.0102101j -0.00813944-0.00297451j 0.000451262-0.014691j 0.0152861+0.010518j -0.0113066+0.00608523j 0.0250629-0.011924j -0.0113556-0.00185225j -0.000571016+0.00134073j -0.0205479+0.00415021j 0.0173361+0.000671754j 0.00257878+0.00912492j 0.0130101-0.00474075j -0.0159655-0.0244306j 0.00440849+0.0183695j 0.00513289+0.0143893j 0.0123533+0.00490642j -0.0137804-0.000779297j -0.00728636-0.00496871j -0.00660546-0.00147556j -0.0132746-0.00524138j -0.00882914-0.00827541j 0.0126816+0.0220641j -0.00789957+0.00739217j 0.00954006+8.94033e-07j 0.00430648-0.0139304j -0.00221443+0.0145871j 0.00817323-0.002464j 
0.00261792-0.000908431j -0.0166326-0.00953716j -0.0166795-7.60522e-06j -0.00058592+0.0113692j 0.00316097+0.0217308j 0.00787372-0.0232599j -8.33071e-05+0.000717583j 0.0103427-0.0116062j 0.024288+0.00612085j -0.00902831-0.0171043j 0.0109775+0.00166586j -0.029804-0.0211474j -0.0100968+0.00686064j 0.013216-0.00721663j 0.0034329+0.00135885j -0.0155219+0.0146714j -0.00282756-0.00126503j 0.0168999+0.0218453j -0.0117146+0.00381315j -0.0128383+0.0231194j -0.0200268+0.0110943j -0.00117645+0.00592108j 0.00717261-0.016184j 0.000593289-0.0104743j -0.00698524+0.00950523j 0.0137774+0.00306314j 0.00716493-0.0113359j -0.00242556+0.0117177j 0.0165824+0.00216425j -0.000854268+0.00296192j 0.00277326+0.00838639j 0.00983469-0.00129833j 0.0034991+0.00333773j 0.00557311+0.0178094j 0.00201956-0.00727549j 0.00683011-0.00188364j -0.00654995-0.00543022j -0.0112861+0.00841449j -0.0136602-0.00417034j 0.00397524+0.00268371j 0.00917573-0.00542693j 0.00202491+0.0141792j 0.0087365+0.0106439j -0.00837934+0.00121388j -0.00212468+0.0116964j 0.00987425-0.00170963j 0.0120377+0.000711065j 0.00490415-0.00902483j 0.00102251+0.012415j -0.00500761-0.0250383j 0.00931411+0.00461225j -0.00178335+0.0155273j -0.000962361-0.000310837j 0.0140818+0.0062885j -0.00357617+0.00349008j -0.0014978+0.00432289j 
0.0265819+0.0209369j -0.00650862-0.0169063j -0.0377906-0.0395829j -0.0422961+0.0310675j -0.0064082+0.032515j 0.00225635+0.0111836j 0.0248995-0.0225076j 0.0269316-0.0246195j 0.0216968+0.0169998j 0.00490338+0.0108482j 0.00445606+0.00980266j -0.0253414+0.00527272j -0.00474881-0.0117238j 0.00477374-0.0236538j -0.00539516-0.0250811j -0.028909+0.00927855j -0.00446738-0.0141456j 0.0126115+0.0459376j 0.00770092+0.00450942j -0.0204728+0.0159759j -0.0435869-0.00556047j 0.0100851+0.0264007j -0.00550998-0.00263217j 0.00974859-0.0263709j -0.00342325+0.0494291j -0.00926129-0.00650083j 0.013305+0.00842497j 0.0289181+0.0176798j -0.00630772+0.00340869j -0.0070639+0.0112325j 0.0153284+0.00161803j 0.00262278-0.0191412j -0.014006-0.00773502j 0.000191139+0.0137815j 0.0245183+0.00040673j -0.00672572+0.0115564j 0.00787552+0.00687644j 0.0119106+0.0102723j -0.0175833-0.0056502j 0.0101111+0.0123947j -0.00163339+0.00473373j -0.00161784-0.00368515j 0.021282+0.00372753j -0.0143486+0.00724018j 0.0134003+0.0120109j 0.019771-0.0124465j -0.00601201-0.00140132j 0.0107428-0.00501138j 0.00815592-0.00169238j -0.00243865-0.0160634j 0.0111323+0.00588442j -0.0016249-0.000385379j 0.00652428+0.0141188j 0.00871683-0.0048978j -0.00415646+0.00874758j 0.00398324+0.00677592j 
0.00758351+0.00708939j 0.0216905+0.0227502j 0.0429764-0.0277357j -0.0278296-0.0464848j -0.0172452+0.0165151j 0.0152026+0.0230338j -0.0303101-0.00428719j 0.0273699+0.0260425j -0.0302184+0.00814635j 0.0143361+0.00238351j -0.00350386-0.0212345j 0.0174937+0.000896167j -0.021788+0.0101702j 0.00864349+0.00281295j -0.0237698-0.0131737j -0.0119124+0.00925685j 0.000509599+0.00642845j -0.00355531+0.016611j 0.0139108-0.0026918j 0.030957+0.000592174j 0.00582404-0.00357336j 0.0216798-0.0277247j -0.0302939+0.00275702j -0.00743462-0.0127458j 0.0160091+0.0098163j 0.00988288+0.01271j 0.0142575-0.0026239j 0.0214069+0.0112679j -0.0257591+0.00906304j 0.0299189-0.0252185j -0.0101723-0.0214235j 0.001338+0.00493635j -0.0131389+0.0121188j 0.0115397-0.00626993j 0.0199935-0.00260136j -0.00797684+0.00729938j 0.00536201-0.00571769j -0.000437862+0.00948613j -0.00421928+0.0158771j -0.00597253-0.0180232j -0.00811882-0.00556883j -0.00939386-0.0073607j 0.00394458+0.00655658j 0.0174607-0.0127878j 0.0129544+0.000809223j -0.00288045-0.0133184j 0.0121989-0.0211459j -0.00270063-0.0091455j -0.0142711-0.00557602j -1.97346e-05+0.0147301j 0.0047684+0.0122744j -0.0134676+0.00271903j -0.00371201-0.0160954j -0.00513233-0.0178767j 0.00236615+0.00966361j -0.00204395-0.00349723j 
-0.00028642+0.000217315j 0.00948137+0.00081188j 0.0161551+0.0133061j -0.00567612-0.00551965j -0.0188191-0.010295j -0.00570539+0.0238241j -0.00379632-0.00335038j -0.0131155-0.000391768j -0.0097437-0.00882239j -0.00676535+0.00344359j 0.00243982-0.00485389j 0.0166091-0.0164898j -0.0203897-0.00230871j 0.0012175-0.00196235j 0.000422764-0.000961087j -0.00988264-0.0102234j -0.0013742+0.00368203j -0.0161-0.0058456j 0.000987254-0.00735347j 0.00115537+0.000741639j 0.0168425-0.0173649j -0.0127044-0.0040808j -0.0128564+0.000462936j 0.0072535-0.00424988j 0.0210338-0.00480261j -0.0179695-0.00964028j -0.0136187+0.00422491j 0.0176477-0.0209693j 0.000656808+0.010622j -0.019667+0.0174967j -0.0177914-0.00304122j 0.0003885+0.00438571j -0.00566062-0.0110237j -0.00931024-0.0155597j 0.0010304+0.000541314j -0.0167208+0.011251j 0.00546244+0.0101835j 0.0196555-0.00260728j 0.000410453+0.00393497j 0.00836496+0.00324616j -0.0192914+0.004869j -0.0111761-0.00611008j 0.00368699-7.80158e-05j 0.0107714+0.000640304j -0.00777457+0.000451308j -0.00282758-0.019165j -0.00584615+0.00414645j -0.00662028-0.00528531j -0.0151726-0.00495467j 0.0025129+0.00478594j -0.00440866+0.00131901j 0.00266787-0.0172485j 0.00449093+0.00254479j -0.0054127+0.0100116j 0.00237738-0.00176468j 0.00354013-0.00968114j 
0.0169222+0.0183213j 0.00965862+0.0061326j 0.00320469-0.0251642j -0.0361966-0.00991254j -0.0234373+0.0184638j 0.0126794+0.0127077j 0.00178158-0.00840217j 0.0168982-0.0103775j 0.00240379+0.00737687j 0.0156164+0.00426252j 0.0260889+0.00284082j 0.00133422-0.00772392j -0.0357213-0.00452585j 0.0247024+0.0158652j -0.00905895+0.00976271j -0.0075171+0.0124696j 0.0248219-0.00472719j -2.51473e-05-0.0257764j 0.0186239+0.00592432j -4.29315e-05+0.0287684j 0.0193-0.032307j -0.0148457-0.0111051j 0.0172676-0.0284094j -0.00170206+0.0110378j 0.00611173+0.00337205j 0.0155647+0.0227285j 0.0113722-0.00907884j 0.0219256-0.0169982j -0.0179629+0.0116501j 0.00320694-0.00444923j 0.00594947-0.000781431j 0.00496646+0.00333373j 0.00642779+0.0252326j 0.00154753+0.026106j 0.0101972-0.0111241j -0.0132154-0.00778309j 0.00500501+0.0110919j 0.00508642-0.00148599j -0.00516478-0.0199003j 0.00348356+0.00558297j -0.0169102-0.00234933j -0.0097585-0.00827208j 0.00420478-0.00344955j 0.014549+0.0110647j 0.00674036+0.0256647j -0.0177331-0.00808366j 0.00448318-0.00335641j 0.00910186-0.0109744j -0.0148256-0.00500504j -0.0237556-0.0119832j 0.00441457+0.0176608j -0.00950486-0.0103882j 0.0143628-0.00513272j 0.010355+0.00778579j -0.00708428+0.00908827j 0.00656861-0.00658918j 
0.00998939-0.000365711j -0.0131202-0.00794779j -0.0243483+0.00647773j 0.0103512+0.0198929j -0.00713958-0.000133554j 0.00259178+0.00623167j 0.0257114-0.0107175j -0.00998961-0.0223938j 0.0172308+0.0121804j 0.0203326-0.021707j 0.0338987+0.0196079j -0.00581637-0.0109343j -0.0035632+0.000565784j -0.00214177+0.0202112j -0.0174145+0.00586744j 0.00849224+0.025402j 0.0269219-0.0014556j 0.0201288-0.0048777j 0.011147-0.0152768j -2.30187e-05+0.0034126j 0.00505691+0.00470683j -0.0159597+0.00812997j 0.00107744-0.00547348j 0.0126576+0.0127967j -0.000821156+0.00673994j -0.00973192-0.0108037j -0.00986408-0.00709806j -0.0193205+0.014052j 0.00788292-0.0169866j 0.0120717-0.0141771j 0.00947303+0.00345812j -0.00296165+0.00316601j 0.004919+0.000228269j -0.00769893+0.0127706j 0.00308402-0.000604565j 0.0061214+0.000165123j -0.000642451-0.00132906j -0.00773489+0.00645672j -0.00639642-0.0165582j 0.00738834-0.00173192j -0.00705981-0.0043024j 0.0145929+0.00284787j 0.00390075+0.00105252j -0.0108044+0.00551143j -0.00430657+0.0102904j -0.00447017+0.00888422j -0.00717321+0.00480452j 0.00435288+0.00655078j -0.00665889+0.00127126j -0.00546806-0.00482485j -0.00513448+0.00764032j 0.000701674-0.00469936j 0.00769597+0.00426211j -0.00281159+0.0151725j 0.00284644-0.00358777j 0.0035803-0.00398776j 
-0.00616047+0.00296483j -0.0012135-0.00105458j -0.0137837+0.00350809j -0.00472625+0.000932627j 0.0176659-0.012933j -0.0261947-0.000774648j 0.0244082+0.0259124j 0.00492719-0.0244604j 0.00377584-0.0108762j -0.00314124-0.00209178j -0.0121186-0.00489806j -0.0276731+0.00849365j 0.00565072+0.0175149j -0.0100275-0.00371805j 0.0090959+0.0252738j -0.0156221-0.010906j -0.0116015+0.0185528j 0.0133413+0.0110062j -0.0104391+0.0227596j -0.00445862-0.00376682j -0.00701953-0.00511289j 0.000139773+0.00935894j 0.0227322+0.0130505j 0.00766306-0.027045j 0.0210103-0.0177119j 0.000144716+0.023727j 0.000908457-0.00352386j 0.00778465-0.0169293j 0.0336833+0.0122399j -0.00871932+0.00804463j 0.0144551+0.00626121j 0.00380686-0.0235814j 0.00835466+0.00742101j 0.00850269-0.0153171j -0.0156426-0.00991185j 8.46156e-05-0.00849641j -0.0020669-0.00841941j -0.00974183+0.00422641j 0.00244947-0.0128714j 0.00940407+0.0187529j 0.00562126-0.007786j 0.00509282-0.0151581j -0.00934173-0.00308969j 0.00571198+0.00861067j 0.0034109-0.00305749j 0.00142485+0.00391711j 0.00587102+0.0180907j 0.00227513-0.00417794j 0.00684063+0.00748577j -0.00464993-0.00967756j 0.00425129-0.00682154j 0.0011016-0.00256218j -0.00179049+0.00403086j 0.0111717+0.00700429j 0.0010717-0.00143645j 0.002737+0.000924997j 
0.00589681+0.00094394j -0.00759667-0.0147803j -0.0231754-0.0150823j 0.00645741+0.0329302j 0.00299777+0.00773852j 0.0169266-0.0311916j -0.0141136-0.0112481j 0.00160184+0.0149214j 0.0252728+0.0116538j 0.0027576-0.00644601j 0.0231216-0.00473913j -0.0160775+0.00162308j 0.0337943+0.00777754j 0.000361303+0.000300752j 0.00309975-0.0187534j 0.0209964+0.00156589j -0.00752361-0.034614j -0.00364821+0.00535875j -0.01252+0.000467302j -0.0188147+0.0163012j -0.0175122+0.0361926j -0.00511961-0.0103779j -0.0013315+0.0278234j 0.0126306+0.00124405j -0.0372992-0.0149163j -0.0083046+0.00339926j 0.000243874+0.00625855j -0.00585961+0.0059239j 0.000347044-0.0175019j -0.00246959+0.0109961j 0.00655588+0.0122964j 0.00356777-0.0139032j -0.0104941-0.00555386j -0.0153386+0.0171881j 4.79358e-05+0.00271006j 0.00726112-0.000906279j 0.0138439+0.00775432j 0.0129308-0.00253227j 0.00706463-0.0046262j 0.00154885+0.00166753j 0.0211715-0.0032465j -0.0109157-0.0121079j 0.00972455+0.00208927j -0.00892584+0.00307496j 0.00512754-0.00445183j -0.00163246+0.0135202j -0.0100081-0.00322881j -0.0181734+0.01925j 0.00429472-0.00753988j 0.00472421+0.000967467j -0.00582681-0.00838731j 0.00948845+0.0132213j -0.000546688+0.015417j -0.0147249-0.00756189j -0.00144972-0.00975386j -0.00351083+0.0106455j 
0.00681731+0.00450428j -0.015093-0.0101845j -0.0358338-0.00146688j -0.00425722+0.00891487j 0.00767007+0.00239555j 0.00283757-0.00489287j 0.0207691+0.00797121j 0.00883436-0.0311369j 0.0216637-0.00312336j 0.00455387-0.0150322j 0.0117187+0.0130747j -0.0443232-0.00950352j -0.0248462+0.0222503j 0.00979778+0.00530652j -0.00394946+0.0187072j 0.00196062-0.00136561j 0.0218828+0.0216488j 0.008979+0.00245676j -0.00961315+0.0221944j 0.0167265+0.00899876j -0.000280777-0.00689057j -0.00493023+0.0207004j 0.00947714-0.0121409j 0.00655517-0.0206841j 0.00693012-0.00496638j -0.00972247+0.0203339j -0.00580888-0.0250948j 0.0041732-9.17105e-05j -0.00426922+0.00567796j 0.0092157+0.00399392j 0.013866-0.0105674j 0.0106258+0.00424077j 0.0137309+0.0189179j -0.00474309-0.00293084j -0.000949924-0.0115498j 0.00978764-0.00497918j -0.0125594+0.00200182j -0.0210679+0.00718962j -0.00714251-0.00652626j 0.0190473+0.00668087j 0.00742853-0.00820675j 0.0209178-0.00610103j -0.000186879+0.006225j -0.00721063+0.00217258j -0.0028322+0.0101371j 0.0128351+0.010382j 0.00730366+0.00979672j 0.0071906-0.013488j 0.00929104+0.00945222j -0.0144136-0.0140221j -0.005773+0.00394692j -0.00717058+0.00412846j -0.00809247-0.00350876j 0.0130187+0.00278113j 0.000670288+0.00615258j -0.000864441+0.00698568j 
-0.000824109-0.00361572j 0.00636154+0.0140654j 0.0296116-0.00425439j 0.00149033-0.0138087j -0.0135252+0.00835813j 0.0164281+0.00935145j -0.0238736-0.00237134j -0.00104551+0.0024027j -0.000917875-0.0074033j -0.00931489+0.00189518j 0.0153751-0.0198199j 0.0164806+0.0184526j 0.0118638+0.0137508j -0.000865985+0.0161552j -0.027136+0.0109787j 0.0169577-0.034996j -0.000633293-0.0154127j 0.00985212-0.0149259j 0.0304994-0.00375435j 0.00798406+0.0239435j 0.01543-0.00867518j -0.0103354-0.00717749j -0.0196987+0.0125408j 0.00585198+0.00263144j -0.01956+0.00703735j 0.00590764+0.00979684j -0.0128264+0.0144128j 3.9771e-05-0.00372076j -0.0351039+0.0138944j 0.0114716+0.0090034j -0.00678555+0.00695302j 0.00104304-0.00550799j -0.00677446+0.0034565j -0.00733793-0.00869647j -0.012543+0.0199011j 0.00184675+0.0121492j -0.00314424+0.0117466j 0.0074997+0.0055052j 0.0119099+0.00128559j -0.0183581+0.00216353j -0.00530141+0.00233246j -0.0317379-2.48894e-05j 0.00405644-0.00344517j -0.00180804-0.0109367j 0.0196311-0.0086101j -0.00571753-0.00440862j -0.0174049-0.00624741j -0.00162488+0.0118643j -0.0108084-0.00950705j 0.0156832+0.00496754j 0.00258289+0.00117481j -0.000972991+0.000781624j 0.010715+0.00122704j -0.0165047-0.00173445j 0.00598376-0.00231944j 0.00425841-0.0108003j 
-0.00467017+0.00989487j -0.0141491-0.00179775j -0.0198778-0.00896885j 0.00043461+0.0024938j 0.00524799+0.0109115j 0.00383025+0.00112761j 0.0221717-0.0334406j -0.023958-0.0225312j 0.00960633-0.00747161j -0.0140621-0.00907098j -0.00268738+0.00947799j -0.00142591-0.010155j -0.0214111-0.00589712j 0.0295891-0.00494121j 0.0186388+0.0016356j 0.0247038+0.0243868j 0.00842572+0.0113639j 0.0181513-0.0168185j -0.0165789-0.00311794j 0.00835134-0.0240648j 0.00843755-0.0172784j 0.0145305+0.0084539j 0.0128745-0.0215067j -0.00679026+0.000630729j 0.0102546+0.0233452j 0.0106696+0.00692418j 0.00159876-0.00440179j 0.00641304+0.00759334j -0.00808172-0.0145993j 0.0240283+0.00552123j 0.0152059+0.00136843j 0.0110619+0.0064768j -0.0164559+0.0264829j -0.00671297+0.0176389j 0.020242+0.025476j -0.00213109-0.00386003j -0.00122413-0.0122306j -0.0171888-0.0078159j 0.00336972-0.00586023j -0.0174623+0.00801815j 0.0107583+0.0031139j 0.0291383+0.00875018j 0.00377756-0.000918511j -0.0242868-0.0059922j -0.00685888-0.00468578j 0.00229336+0.00769365j -0.00256651-0.0163955j 0.00299326-0.0076601j 0.0149089+0.00480129j -0.00430571-0.00536911j 0.0175757-0.000821796j 0.00605128+0.0137161j -0.00880738-0.00376047j 0.0125478-0.0139091j -0.0032008+0.0108209j 0.00592773+0.00785131j 
0.0173874+0.00375454j -0.00551463+0.00516284j -0.0074265-0.0229294j -0.00789596+0.00694255j 0.0253894+0.00492406j -0.0162865+0.00175432j 0.0102701+0.0217971j 0.0411822-0.0190316j 0.00397142+0.028915j 0.0230496-0.0145745j 0.0220585+0.00423015j -0.000266212+0.0358057j 0.0220484+0.00815467j 0.0178176+0.0123606j 0.00839138+0.0158283j 0.00708487-0.0185257j -0.010498-0.00722167j 0.0159456-0.0196576j -0.000788639+0.0097796j 0.0138876+0.0173623j -0.00565877+0.0122501j 0.0136193+0.00897107j -0.0236763+0.00456382j 0.0126131-0.00446677j -0.00496468+0.0274905j -0.00118625+0.00412906j -0.000376067+0.00974088j -0.0086773+0.000209514j -0.0161275+0.000751237j 0.0209739+0.00129745j 0.013754-0.00183745j 0.00870756+0.00508002j 0.0142808+0.0129849j 0.00756414-0.00441589j 0.0031043-0.00639469j 0.00744322+0.00127221j -0.00157734-0.0138407j -0.0101085+0.00253239j -0.00950111+0.00756971j 0.00146361+0.00569037j -0.000682775+0.000359665j -0.00167565+0.00030537j 0.00316729-0.00214242j -0.00960007+0.00198632j 0.0140959-0.000480404j 0.0119733-0.000726479j 0.0107828+0.00379509j 0.0224544-0.00430331j 0.00862811-0.00227664j 0.00328048-0.00218954j 0.000762026+0.00624206j -0.0190616+0.000339866j 0.014552-0.00983125j 0.00804068-0.00385125j 0.00202706+0.00475344j -0.00105632-0.00205044j 
0.0244496+0.0160897j 0.0105483+0.00485406j -0.010191-0.0363548j -0.0425223-0.0020854j -0.003288+0.0286022j 0.01489+0.00516246j -0.00353946+0.00514092j 0.0458832+0.00307685j 0.00396897+0.0181615j 0.0231557+0.0128592j 0.0123375-0.00643167j -0.032768+0.0153398j -0.00909674+0.00876482j -0.00549759-0.0138673j -0.0289298-0.0155731j -0.00198766-0.00620745j -0.0142412-0.00332108j 0.0105739+0.0237195j -0.0027346-0.000714361j 0.020881+0.0366814j -0.023881+0.0202864j 0.0204103-0.015296j -0.00857724+0.00848661j -0.0109641-0.0018572j -0.0289517+0.00995329j -0.0213626+0.00298539j 0.0182587+0.00332367j -0.00628282+0.00698574j -0.00837923+0.00285156j 0.000821048-0.0252871j 0.00765754-0.0150167j -0.000974046+0.00914376j 0.00708576-0.0047303j 0.0159526+0.0221864j 0.0113479-0.0238489j 0.0261153+0.00195006j -0.012881-0.00706424j -0.00244871+0.0104686j -0.0169955+0.00365745j 0.0196429-0.0240104j 0.0108203-0.00495289j -0.000390782+0.00170759j 0.0176506+0.015719j -0.00509444-0.00129953j 0.0294066+0.00734659j 0.0160804-0.00129669j 0.00437254-0.00592136j 0.00118893+0.014445j -0.00266078+0.00201676j -0.00311643+0.00260959j -0.00628156+0.0235779j -0.0106078+0.0137403j 0.014012-0.00591237j 0.00147293-0.00488657j -0.00137943+0.00934796j 0.0016626-0.00525217j 
