0.000498875+0.0249416j -0.0103912+0.00814951j 0.00415626-0.00100679j -0.00593562-0.0439036j -0.0207621+0.00921277j -0.00155624+0.0161812j 0.0180812-0.0293795j 0.0201428+0.00335121j 0.00371809-0.0122488j -0.0171529+0.00177455j 0.00198093-0.0147918j -0.00826303+0.0168367j -0.0240822-0.0223814j 0.0340155+0.00903601j -0.00576946+0.00269526j -0.0160209-0.00563312j -0.00269209+0.0160488j 0.0158556-0.0149493j -0.00671401+0.0240706j 0.0139943-0.0102081j 0.0100276-0.00185891j 0.0284196-0.000755275j -0.0159386-0.0385759j -0.00141769-0.00542093j 0.0141952-0.00604715j 0.0340791+0.0109944j 0.0198294+0.00143269j 0.0135315-0.0112191j 0.00339086+0.0383319j 0.0259784-0.00916985j -0.0228122-0.0245926j 0.0122528+0.0255466j 0.0250489+0.0174959j 0.0344868+0.00323888j 0.00850006-0.0303777j 0.0188703-0.0101984j -0.0195792-0.0351101j -0.0308061+0.0339759j -0.0191258-0.0136855j -0.000807881+0.00284024j -0.00227757-0.0205729j 0.0145156+0.00428299j 0.0172316+0.0171448j 0.011472-0.0194381j 0.025291+0.0209808j -0.000315969-0.0258823j 0.035808+0.012089j 0.0463645-0.0445118j 0.00117978+0.0363218j -0.0312597-0.0139376j 0.0214809+0.0455498j -0.0227417+0.00528734j 0.0179322-0.097357j 0.101615-0.0132592j -0.0334999+0.053904j 0.000111889+0.0219032j 
-0.00497114-0.000662945j 0.0015227-0.0139437j -6.49643e-06-0.0249885j 0.0200102+0.00669292j 0.0217158+0.0171557j -0.00757014-0.0327389j 0.000753737-0.00583743j 0.0179575+0.00263413j -0.022026-0.0266264j -0.00280833+0.0614397j -0.0346082+0.053003j -0.00904104+0.0533067j -0.0294935+0.0470531j 0.102325-0.0684519j 0.00914996-0.0295695j -0.030344-0.0311821j 0.0283508-0.0740212j -0.0475974+0.0313553j 0.112924-0.039899j -0.0712801+0.000425297j -0.0308813+0.0865873j 0.108057+0.0125615j 0.0365286-0.0270567j 0.00600384-0.0396425j -0.0777765+0.16694j 0.0605053+0.0589633j 0.0587478+0.0629387j 0.0228091+0.119643j -0.190786+0.0615334j -0.11875-0.0293267j -0.037039-0.172921j -0.0189722+0.0548261j -0.0714906-0.138833j -0.0123442+0.00626796j 0.0826678+0.0559319j 0.0982299+0.00342892j 0.121168+0.0418061j -0.0779469-0.0923413j 0.0460457+0.0157184j -0.0163673-0.0171627j 0.0276493-0.0111522j -0.165344+0.0882608j 0.0739432+0.0343912j -0.0256887+0.0326769j -0.024951+0.0828922j 0.0382899-0.0226163j -0.0256393+0.0368647j 0.0751364-0.106093j 0.0394486+0.0446722j -0.0251802-0.0692346j 0.0862068+0.013497j -0.0184641+0.0472041j -0.0192009-0.049092j 0.0685352-0.0509897j -0.0165542-0.00741525j -0.0481088+0.0117745j 
-0.00307166+0.0245554j -0.0275332-0.0162016j -0.0394954+0.0304142j -0.0321027+0.0168846j 0.0112906+0.0811779j 0.0153402-0.0742804j -0.0161116-0.011952j 0.00269204-0.0691881j 0.0298468-0.0439283j -0.0322037+0.0356038j 0.0020127-0.0176487j -0.0616492-0.0571753j -0.051921+0.035362j 0.0446482-0.0696697j -0.0323059-0.04539j -0.0970806+0.036518j 0.00864604-0.0384541j -0.0160208+0.106551j -0.104979+0.0530256j -0.088914-0.0607631j -0.0597377+0.0575832j 0.0558433+0.124045j 0.121655-0.0362427j -0.115806-0.0463841j -0.165017+0.0862078j 0.0654551+0.0381717j -0.012432-0.0139907j -0.0660547+0.102028j 0.124688+0.188874j -0.0283693+0.0901061j -0.0807853+0.251106j -0.0660528+0.0579865j -0.0840888-0.00315675j -0.013513+0.0875788j 0.0337345-0.0620744j 0.0807792+0.0115733j 0.0285802+0.0290752j -0.0263771+0.12011j -0.229757+0.161641j 0.185802+0.207956j -0.0714164-0.0728867j 0.0708628+0.0207554j 0.0893368+0.0944723j -0.100047-0.000306705j 0.032957-0.0292041j 0.0165596-0.159062j -0.0221595-0.0497411j 0.0296797-0.108327j 0.0046495+0.0243918j 0.020744-0.047708j 0.00499604-0.0018246j -0.0819371+0.00214661j -0.0186973-0.0151299j 0.0850985+0.0117265j -0.0309271+0.0162453j -0.0133398+0.0187112j 
0.0171116+0.00767479j 0.00306767+0.0146015j -0.0252453-0.00160855j -0.00333454+0.013798j -0.00592976+0.0777609j 0.0243279+0.0162455j -0.0346928-0.000908025j 0.0460223-0.0287806j 0.0041659-0.0647403j 0.00372102+6.98576e-05j -0.00468529-0.0445695j -0.0733404-0.0118967j -0.0440203+0.108897j 0.0395343+0.00985204j -0.0214155-0.0664042j -0.000399297-0.121633j -0.106966+0.039267j 0.121712+0.0449299j 0.0277829+0.0552776j 0.0590563+0.109973j -0.084033+0.0329536j -0.0364837+0.00715404j 0.0391918-0.0110696j 0.0628621-0.122044j 0.054772+0.000832264j 0.0730756-0.0152472j -0.00548114-0.0271975j 0.0810779-0.0185664j 0.0633276-0.0736523j -0.0351043-0.0407499j 0.0446882-0.131034j 0.174619-0.0557386j -0.0123421-0.051296j 0.0601438-0.0982139j -0.00506662-0.151144j 0.0344223+0.13734j 0.0267463+0.00307868j 0.013086+0.0386474j 0.0332932-0.0919303j 0.0826978-0.069435j 0.0290873-0.0586074j -0.192864-0.127617j 0.0316776-0.0191192j 0.107706-0.159866j 0.107594+0.0642391j 0.0725667-0.0141361j 0.0872709+0.0318039j 0.0138994+0.0502501j -0.0248683+0.0429871j -0.0249957+0.027156j -0.0389701+0.127569j -0.0740394+0.00566159j 0.0709157-0.0599975j 0.0864605+0.0484349j -0.0377989+0.0128446j -0.001037-0.017443j 
0.0246978-0.0165275j 0.0241911+0.0175824j 0.0365516-0.0334768j 0.0170532-0.0221324j -0.0385296+0.0391267j 0.03411+0.0192157j -0.0210188+0.0274292j 0.0138598+0.0502463j -0.0575999-0.0133838j 0.00860944-0.0300191j -0.0407253+0.0415412j -0.0505954-0.00178505j 0.0633595+0.00725002j 0.0214636-0.0100637j -0.0230383-0.00206681j 0.126655-0.020579j -0.176542-0.0815459j 0.00546508-0.00283863j -0.0401715-0.0832904j 0.160169+0.0361796j -0.0110265+0.0459366j 0.0922567+0.0122881j -0.0959647+0.128814j -0.131226+0.131687j -0.0251204+0.0691833j -0.0760902+0.00736028j 0.150998+0.0738232j -0.134781+0.0452093j -0.118277+0.0234434j -0.0018973-0.097293j -0.0214865+0.018501j 0.0833159+0.142524j 0.0710839+0.138767j 0.0887795-0.140902j 0.0374996+0.00527807j 0.105182+0.121355j -0.173104-0.180167j 0.0168531-0.04146j 0.118499+0.104519j 0.0772942-0.148495j 0.106752-0.140982j -0.0243007+0.0458566j -0.0146983+0.163404j 0.0454796-0.12067j 0.00555085-0.0584276j 0.048301-0.00153249j 0.087915-0.0580638j -0.0509847-0.00163292j 0.0836371-0.0541618j 0.0706108-0.00772328j 0.0114044-0.0260341j 0.035853+0.0647517j -0.0521146-0.0225193j -0.0173265-0.0849997j 0.0370124+0.010419j -0.0186503-0.00282865j 
0.0205102-0.0029528j 0.0193145+0.0227246j 0.0207011-0.00437697j -0.0424785+0.00662923j -0.0564836+0.0453248j 0.0415901+0.0275381j -0.00155718+0.0607096j 0.0127136-0.0301518j -0.0232203-0.0130737j -0.030745-0.0208467j -0.0344155-0.0595383j 0.0818582+0.00618573j 0.0115393-0.0602534j 0.0339788+0.038048j 0.0739863+0.0119768j -0.075179-0.0646688j 0.0270752+0.00185021j 0.131164+0.00202272j 0.0366726+0.0914562j 0.044054+0.0538279j 0.0407529-0.187903j -0.046779+0.062051j -0.0127843-0.117006j -0.169083+0.0157789j 0.121879+0.105443j -0.031854+0.0324832j -0.0501633+0.0185527j 0.0702832-0.0415999j 0.104758+0.161951j -0.0287524-0.0452226j -0.0211331+0.153668j 0.0328039-0.183575j 0.0234825+0.0486376j 0.0289179-0.225233j 0.019443-0.054417j -0.0983157+0.205107j -0.148962+0.0390249j 0.116259+0.0492053j 0.0238473+0.0565975j 0.0457048+0.0831597j -0.0463472-0.0332267j -0.127656+0.0357721j -0.0385639+0.0615733j 0.0987732-0.0148775j -0.0340637-0.0728396j -0.0328923-0.107504j 0.00681755-0.00598384j 0.0353966-0.0241314j -0.0673103-0.0499469j 0.0106443-0.0330247j -0.0588505+0.00548357j 0.00173192-0.12074j 0.0623723+0.027596j 0.00544367+0.066858j -0.0195345+0.0144491j 0.0445429-0.00495612j 
-0.0307729-0.010156j 0.00475962-0.0187684j 0.0463092+0.0182841j 0.0360803+0.000528061j -0.0126675-0.00136432j -0.0222317-0.00480912j -0.0597632-0.024422j -0.0617602+0.053289j 0.0231916-0.0130126j -0.077502+0.0230571j 0.0261205-0.0602349j 0.0473749-0.0117963j 0.016435-0.0847559j 0.0810958-0.0270694j 0.0629165+0.0545108j -0.113452-0.107828j 0.10446-0.00956147j 0.066518+0.0744812j -0.0678808-0.143676j -0.0446292+0.0717032j -0.0871117-0.0785638j 0.00275424+0.0489442j -0.0698392-0.152189j 0.227674-0.00700883j 0.0912435+0.108216j -0.158048-0.209871j -0.0667164+0.0143469j 0.0923875-0.0352951j 0.0176092-0.0435012j -0.0537804+0.0930214j -0.123574+0.0228824j 0.094067-0.0260361j 0.0343023-0.187185j -0.0523126-0.0337889j -0.0341537+0.160619j -0.0124372+0.044446j -0.038662-0.0267389j 0.175286+0.0120026j -0.0561649+0.0442655j -0.105075-0.0437936j 0.0495502+0.167663j -0.0848398+0.15652j -0.177223-0.118004j -0.085588+0.1115j 0.0407681-0.0404022j 0.101954+0.0153169j 0.0523528-0.0071819j 0.0415659-0.00339382j 0.029939-0.0410543j 0.0130507-0.000772194j -0.00809883-0.00178762j 0.0518216+0.0407175j -0.0369056-0.000394173j -0.0162271-0.0130723j 0.00890184+0.00708956j -0.00180519+0.0095173j 
-0.00118098+0.0292651j -0.0165062-0.00366336j -0.0433154+0.0251976j 0.00974655-0.0116444j 0.0629983-0.0341695j -0.0327503-0.0100865j 0.0990674-0.0154858j 0.0285766-0.0566731j 0.0354265+0.0408823j 0.0723856-0.060108j 0.0255627+0.0335227j -0.0628593+0.013365j 0.0818902+0.00836077j 0.0241585+0.0460186j 0.0577742+0.0251362j -0.0668195-0.0445718j 0.00951535+0.0837243j 0.119902+0.0236824j -0.15441+0.0963547j 0.011279-0.061199j 0.000272043-0.00929436j 0.0148664+0.098822j -0.0226373-0.0301244j 0.0522857-0.0523291j 0.0444267-0.0725368j 0.0016497-0.0581911j 0.0493959+0.0391611j 0.0179207-0.0604778j 0.151002-0.0543408j 0.0706661-0.0268168j 0.0437978-0.00207443j 0.0430407-0.0758781j 0.0765421+0.128885j 0.0671313-0.00815549j -0.0891185-0.0111617j 0.0528758-0.0493217j -0.117036-0.126013j -0.0111642+0.0755377j -0.0472782-0.100455j 0.0177972+0.0337303j 0.0929832-0.0572737j 0.139006-0.00656284j -0.0977983+0.00718724j -0.0616124+0.00684945j 0.0245456-0.0590831j 0.0853418-0.00805882j 0.127849+0.00631214j 0.113158+0.00252156j 0.0911202+0.0949743j -0.055382-0.047148j 0.00849145+0.0164404j 0.0194793+0.0522566j -0.0652374-0.0540854j 0.0766666-0.0220385j -0.0261747+0.0274456j -0.008333+0.0109469j 
-0.0221747-0.00201633j -0.0103653-0.0226513j 0.0252854+0.00998091j 0.020647-0.0368944j 0.00243259-0.0468559j -0.0121806-0.0566054j -0.00597904-0.00260557j -0.0803606+0.018476j -0.0465841-0.0646823j 0.0547757+0.0206935j -0.0511751-0.0327142j 0.106247-0.040365j 0.147947+0.0874879j -0.0125984-0.0388325j 0.0234341-0.0023586j 0.0367556-0.21064j -0.204991+0.00225097j -0.0851574-0.0233345j 0.0915967+0.135883j -0.028385+0.00598029j 0.132753+0.0177009j -0.0345071+0.0382893j 0.0397412+0.168325j 0.0160006-0.173645j -0.0560343-0.243072j 0.0711731+0.0510186j -0.0132777+0.0105766j 0.10048+0.0328103j 0.156009+0.016118j 0.128573+0.0962678j -0.00633198+0.0439589j -0.0929196-0.209876j -0.179941+0.0736426j -0.0694083-0.151103j -0.0478883+0.0408917j -0.13118-0.00723166j 0.150793-0.0591708j -0.0360967-0.00690349j 0.0877561-0.152517j 0.0845896+0.118085j 0.0764981-0.0475827j -0.129063-0.120519j -0.0409177-0.0180938j 0.0562149-0.00199531j 0.0259618-0.0792511j -0.0962316+0.0248369j 0.0224526+0.0157679j -0.0780584+0.0184711j 0.0451048+0.0227023j -0.00168503+0.0307008j 0.0775619-0.0562303j 0.0410159+0.0524771j -0.0960917+0.0425191j -0.0262015-0.0700159j 0.0227495-0.0182922j -0.0327433+0.0233483j 
0.0273317-0.00793203j 0.00665297+0.0202334j -0.0190321-0.0328971j -0.0247035+0.0285187j 0.0490138-0.0197104j 0.00181029+0.0592456j 0.021756+0.0291341j 0.0526246-0.0426329j -0.0727036+0.0967621j 0.0562402-0.00690929j 0.0430784+0.108775j 0.109956+0.0690618j 0.10683+0.0818757j 0.0655574-0.10056j 0.158697-0.184797j -0.0433988-0.0868832j -0.00772656-0.023049j 0.0619878-0.00594545j 0.131242+0.00455332j -0.0192774-0.0228239j -0.0798187+0.0280715j 0.0726272+0.0446077j 0.10013+0.0575449j -0.0812797-0.134528j 0.0180615+0.113652j 0.0150897+0.0174954j 0.0871945+0.0667632j -0.0533876+0.151093j -0.104786-0.125629j -0.157928-0.110949j 0.12489-0.1686j 0.0770266-0.0747963j -0.252042-0.00141073j 0.115921-0.0494574j 0.189533-0.0200872j -0.0309614+0.0953997j 0.0528188+0.0831297j 0.0594975+0.0815623j 0.0437866+0.0518852j -0.0253768+0.13383j -0.0735379+0.0393295j -0.128552+0.165686j 0.00886433-0.0462068j -0.0932834-0.0815215j 0.0662878+0.0208547j -0.0351518-0.110043j -0.0205978-0.0113879j -0.068063+0.0290658j -0.00852729-0.0177451j 0.00289565+0.0237042j 0.00815666-0.012374j -0.00409946-0.0496198j 0.038155+0.0495186j -0.0101865+0.0234861j 0.0127524-0.0257883j -0.0055087-0.0145546j 
0.00251719-0.0098813j 0.0209131+0.01655j 0.0299761-0.0231767j -0.0237981+0.0334503j -0.071666+0.0228001j -0.0782607+0.0227668j 0.0544513+0.0438936j 0.0744596-0.00262744j -0.0160153-0.000131428j 0.154056-0.0100793j 0.154375-0.0471247j -0.0690714+0.16859j 0.11967+0.047714j -0.117787+0.0131777j -0.165836+0.121021j -0.07919-0.109341j -0.0483794-0.224441j -0.0848341-0.117358j 0.173052-0.00322045j -0.0235354+0.143019j -0.125054+0.0121204j -0.0609948-0.043835j -0.0671321+0.210795j 0.183849+0.0263252j -0.14986+0.0766005j -0.00911959+0.172434j 0.108978+0.0776398j -0.0636568+0.142466j -0.0491471+0.165537j -0.0111715+0.0759858j 0.0266674+0.15687j -0.152811-0.0381983j 0.17945-0.0324776j -0.133369-0.0307035j -0.147841+0.0842315j 0.0769834-0.029736j 0.0940956-0.063869j 0.0333744-0.0473719j -0.0817338+0.0732448j 0.0438991+0.0159587j -0.0270759+0.0442592j -0.0327166-0.0109315j -0.00893427-0.0845379j -0.0300988+0.0557527j 0.0870373-0.0112189j 0.0364347-0.0734413j 0.0476552+0.0699149j 0.0136026+0.0152646j 0.0176959-0.0742473j -0.00794636+0.0229681j -0.0133239-0.072j 0.0239344-0.0692439j 0.0817819+0.0266436j -0.032753+0.00932867j 0.0330779-0.0141625j 0.0153436-0.0396243j 
-0.00398934-0.0133649j 0.00785146-0.0270241j -0.0177085-0.0918695j -0.0779992+0.060484j -2.74308e-05+0.0538475j 0.0471443+0.00961041j -0.0542055+0.01171j 0.0302036+0.00210764j 0.027173+0.00347302j 0.0581504+0.017199j 0.00492892-0.00756606j -0.104961-0.0882494j -0.0200362+0.0240467j -0.0883198-0.0649617j 0.00332778-0.0496496j -0.0913603+0.0274838j 0.0442932+0.0120735j 0.0756072+0.14367j -0.0774365-0.0277833j -0.0489637+0.131617j -0.136631+0.00946759j -0.0651829-0.0548958j 0.0558571+0.0210882j 0.0649279-0.131336j -0.0523092+0.0562323j -0.115677-0.0802604j 0.0258428-0.127615j 0.108532-0.0363124j 0.056477-0.130667j -0.0664662+0.0121206j -0.0158184+0.0273127j 0.0770494-0.0459103j -0.0123165-0.0435965j -0.0802738-0.0394513j 0.0444288-0.049607j 0.00932768+0.0337551j 0.0110941+0.0421575j 0.181198-0.0144896j -0.0242474+0.0221967j 0.0621945-0.0707849j 0.0415526+0.087261j -0.0528553-0.0297811j -0.0273576-0.0827609j 0.0341755+0.00132302j 0.0433404-0.0380944j -0.000552139+0.0690137j 0.00010594+0.0055585j -0.101953+0.0539497j 0.0280764-0.0567025j -0.000291161+0.0599792j -0.0479023-0.0477833j 0.0369707+0.00769751j -0.00790132+0.112672j -0.120792+0.0112283j 0.0141482-0.0277789j 0.00942706+0.020659j 
0.0137184+0.00805512j -0.0131117-0.0148902j -0.0242773-0.0491134j -0.0141988+0.0305581j 0.048135+0.0948577j 0.0707834-0.102267j 0.0557995+0.0227625j -0.0184962-0.034689j 0.0108228-0.067261j -0.0571207+0.0549303j -0.0719144-0.0169401j -0.0289585+0.153651j -0.0232295+0.00927208j 0.00489459+0.0913112j 0.0332686+0.143853j 0.094522-0.0817828j 0.136259+0.0165092j 0.0923099-0.128284j 0.135185+0.0585073j 0.102429+0.0107428j 0.0463174-0.167714j 0.000145798+0.107008j 0.0409323-0.19739j -0.0315321+0.0970075j 0.034771+0.168955j 0.0769017+0.20583j -0.129566+0.0395138j 0.163285+0.0474335j -0.0902913+0.151494j 0.136129+0.0189527j 0.128931+0.0615108j 0.00747957-0.0947327j 0.134423+0.136436j -0.0114184+0.0182615j -0.0100473+0.0691772j -0.0764164+0.0898617j 0.0221146+0.0167645j -0.0122475-0.102106j 0.0772679-0.00459364j -0.135696+0.120022j 0.017876+0.0897891j -0.0404296-0.0160943j -0.0402715-0.0737296j -0.0725331-0.0569553j -0.00246857+0.0401303j -0.0107803+0.0876175j 0.0223883-0.0506849j -0.019773+0.00568966j 0.0280812-0.0239964j -0.0162903-0.0342366j -0.00865099-0.0167145j -0.0468592+0.00200597j -0.0354996+0.0356657j 0.00420467-0.051659j -0.0185399+0.015529j -0.00229621+0.0392374j 
-0.00672393+0.0137629j 0.00846184-0.0195209j 0.0236595-0.0726779j -0.0516806-0.0321525j -0.0693851+0.0531716j 0.0496296+0.0352732j 0.0209821-0.00520657j 0.0648066-0.0114198j 0.0384737-0.0303811j 0.0198793+0.0156144j -0.0255765-0.0522705j -0.0728522-0.0160545j -0.0641483-0.0341817j 0.0219848-0.034563j -0.0232749+0.0455092j -0.147765+0.00795051j 0.0702572+0.00323539j 0.0443285+0.0525563j 0.0489778+0.0417006j -0.0550335+0.152091j 0.00715207-0.0752241j -0.000129712-0.0637567j -0.011657-0.0745111j 0.0592763-0.100128j 0.0346952+0.0734738j -0.00681178+0.0530365j 0.0756324-0.0322724j 0.156609-0.0479492j -0.0217483+0.0631017j -0.0564381-0.0017236j -0.049314-0.0618598j 0.0492144-0.0608338j 0.0964372-0.0464728j -0.0520185-0.149699j -0.00995431-0.0109759j 0.0257916+0.0364794j 0.00302482+0.0180415j -0.0307635-0.0886589j 0.0249889-0.0935783j 0.10885-0.0226554j 0.0574278+0.0295365j -0.0746037-0.0401164j 0.0137363+0.0475249j 0.113316+0.0695725j -0.042497+0.0504561j 0.0043366+0.0151286j 0.0696874+0.048816j 0.0634926-0.118229j 0.0240738+0.0254005j -0.0845202-0.0667974j 0.0214814+0.00951276j -0.0247759+0.00253877j -0.0324361+0.00121327j 0.0295737-0.0444267j -0.0124345+0.0136193j 0.00677709+0.02386j 
0.0266561+0.0331442j -0.00860826+0.00113781j 0.00194714-0.0901101j -0.0654297-0.0336868j -0.0528773+0.0539497j 0.084529+0.0944463j 0.0976724-0.0842347j 0.0804118-0.048423j 0.0755987+0.15216j 0.0123931-0.0643853j 0.0997559+0.0296488j 0.0819419+0.0201269j 0.0217174-0.126094j -0.00693975-0.063921j 0.0142252-0.06755j 0.0270935-0.000388724j -0.0408742+0.00541685j 0.0966506-0.149601j 0.109622-0.0313056j 0.0403794+0.0879306j -0.0379361-0.0888689j 0.0504991-0.077472j -0.080587+0.0494282j 0.058707+0.0199159j 0.07144-0.0418549j -0.0855006+0.0441843j 0.0750132-0.0132685j 0.0185666+0.00711477j -0.102988-0.13243j 0.0989581-0.0125659j 0.0613083-0.110002j -0.013824+0.0345757j -0.00304689+0.105744j -0.0376845+0.081763j 0.0975673+0.0485333j -0.116823-0.0384338j -0.0651555-0.0351957j 0.00522531+0.0619464j 0.0261354-0.0905246j -0.101739-0.00230926j 0.0215893+0.0628195j 0.172703+0.018159j -0.0123015+0.0201422j -0.0302489-0.00131349j 0.0555896+0.056299j -0.0248374+0.0563025j 0.0606496-0.030026j -0.0247026+0.00684067j 0.0455536+0.00257731j -0.078987+0.00558306j 0.0101198+0.00311293j 0.00227163-0.015595j -0.0511572+0.0130783j 0.0101704-0.0810249j 0.00474858+0.035298j 0.0102246+0.00537071j 
0.0135338+0.00593074j -0.00896987+0.0158808j -0.0614011+0.0274717j 0.000626948+0.0642192j -0.0294417+0.0486501j 0.0361003+0.00597275j 0.0409683-0.0788163j -0.0076051-0.0993617j 0.113044+0.0871521j -0.031767-0.11551j 0.170806-0.00350064j 0.0758243-0.0230897j 0.052525-0.0622574j 0.0309157-0.00969664j -0.0161507-0.114132j 0.0767645-0.164353j -0.219866-0.0788525j 0.12693-0.0644558j 0.0457688+0.049605j 0.0289461+0.107041j -0.0640987-0.0186191j -0.028706+0.0218738j -0.048645+0.110357j 0.0605238+0.110648j 0.0458188-0.0644443j -0.0539678-0.0142305j -0.0426676-0.004278j -0.0918983-0.0305106j 0.0836957-0.0744693j -0.0411453+0.106839j 0.0226552+0.0446534j 0.0207992-0.0285283j -0.017339-0.030883j -0.0203183+0.00675796j 0.0367605-0.0316795j -0.0795518+0.0661499j -0.0769072-0.0168824j 0.0180063+0.097644j -0.010672-0.0442543j 0.0741076-0.0562759j 0.0211886-0.0250999j -0.0258736-0.0576894j 0.075201-0.0143358j -0.00270195-0.0215342j 0.0285957-0.00402195j 0.029158-0.0553898j 0.00443073+0.0500091j 0.00961482+0.067688j -0.0346837+0.0194089j 0.00572256+0.0142877j -0.0589415+0.0779429j -0.00395779-0.0605626j 0.0736328-0.00787053j 0.0371068+0.0663318j 0.00403664+0.00748261j 0.026512-0.0181572j 
0.0151099+0.0226571j 0.00702207+0.0114458j 0.107191-0.00636388j -0.0228317-0.075049j -0.134896+0.0373184j 0.00608767+0.112716j -0.0393654-0.0111959j 0.00202285+0.053236j -0.0180512-0.0102108j -0.0633441+0.0568395j 0.0220672-0.122646j 0.105764-0.0290409j -0.0328997-0.0720351j 0.00746912-0.0391459j -0.0817309+0.0270285j -0.0514777-0.032015j -0.0472877-0.0253431j -0.0808228-0.0711283j 0.0832813-0.0663285j -0.00661418+0.0837423j 0.050251-0.0527588j -0.0340008-0.0979397j -0.0766833+0.0117997j 0.0218306-0.0170991j 0.0211231-0.0520035j -0.0260514-0.0314624j -0.0216728+0.00502998j 0.0532687-0.0306971j 0.0104303+0.068576j 0.0690607+0.0813056j -0.109835+0.0575681j -0.0139478-0.0257631j -0.0349906-0.0561049j -0.0374042+0.00339513j 0.0743806+0.0101779j -0.0650184-0.00212294j -0.0171465+0.0312299j 0.0106333+0.0360144j -0.0447866-0.00293601j -0.0327587-0.0260708j -0.0828284+0.0253415j -0.0590547+0.0372428j 0.0477976-0.00661313j 0.0536624+0.0657596j 0.0333489+0.0429124j -0.0708402-0.0269197j -0.0297683-0.0261388j -0.0210624-0.00558747j -0.0577605-0.0579j 0.0334819+0.00277573j 0.0204318+0.0595015j -0.00908395-0.041663j -0.00377761-0.0523693j 0.0323897-0.0407084j 0.00121956+0.0365665j -0.00160602-0.0226391j 
-0.00473049-0.00259955j -0.015682-0.0335994j -0.0447392+0.020996j 0.0485322+0.0535144j 0.0011241+0.0609038j 0.0776598-0.126535j -0.0605085-0.112089j -0.14714-0.0241553j 0.0898246-0.072016j -0.186609-0.0189145j -0.0078534-0.00495084j 0.0562119-0.0648241j -0.0110223-0.0493977j 0.112822-0.0560865j 0.0417815-0.0707729j 0.174555-0.116995j -0.134857-0.070737j 0.0200984+0.0243056j -0.00320044-0.0665884j 0.0255501+0.00733848j -0.0320486-0.0324557j 0.0891362+0.148098j 0.00597623-0.000174687j -0.0184341+0.134072j -0.0281816+0.0596198j -0.0328915-0.0120814j -0.0696156+0.00858224j -0.0521443+0.102316j -0.0382788+0.0551028j -0.0073263+0.0975039j -0.0602023+0.106265j 0.0442608+0.0879546j -0.089359-0.0222377j -0.0786838+0.00540136j 0.0318838+0.0956435j -0.0476925+0.151674j -0.0636733-0.0531322j 0.0026559-0.0220796j 0.0629378+0.0127272j -0.0139228-0.00381592j 0.0933937-0.00896914j -0.0171302+0.0519392j 0.00347136+0.0187817j -0.0079502-0.021928j -0.0123639+0.0266129j -0.00774156+0.0254595j -0.0319082-0.0421594j -0.0701454-0.0584722j 0.0810918-0.0166088j 0.0560451-0.00361854j 0.0352532-0.00418399j 0.00753878+0.07729j -0.0392889+0.00378532j -0.00716661-0.017595j -0.0295829-0.00644011j -0.00342009+0.00487017j 
0.00215251+0.0015955j -0.0172161-0.0078205j -0.0356832+0.00884851j 0.0127283+0.0409389j 0.0182321+0.0112006j 0.00204841-0.033194j -0.00397109-0.0258252j -0.0197317-0.0165041j 0.014141+0.0286479j -0.0191828-0.00903166j 0.0270563+0.0119675j 0.0499709+0.0168846j 0.0418617-0.0239763j 0.0453861+0.00539402j -0.014605-0.0208076j 0.0447865-0.0787597j -0.0528529-0.0386058j 0.0175049-0.0206381j 0.0212928-0.00667072j -0.0326231-0.0113191j 0.0169622+0.0346406j -0.00694857+0.0154473j -0.035394-0.00142376j 0.0219046+0.0648603j -0.00121651+0.0333325j -0.0359619-0.0570062j -0.0735457+0.0344972j -0.0408669-0.00868726j 0.00129195-0.0450156j -0.00539381+0.00952011j 0.00825853+0.00191552j -0.0264378+0.00289396j -0.0332456-0.0975614j -0.0544973+0.0268167j 0.00230309+0.00806321j -0.0111608-0.0254204j 0.0125476+0.017289j -0.0188199-0.00469055j 0.013047-0.0384058j 0.0299551-0.028615j 0.00515616-0.0396865j -0.0903694-0.0215845j 0.0429054+0.0270761j -0.0741089+0.0437457j -0.0325038-0.0318867j -0.00135895-0.0200976j -0.10691+0.00591801j 0.032447+0.0564619j -0.0526794-0.00473315j 0.06039-0.0404363j 0.0226788+0.0478765j 0.028953+0.0116011j 0.0225544+0.0102599j -0.0177328+0.0190435j 0.014659-0.00400171j 0.00610727+0.00620322j 
