-5.55017e-17+0.00528069j 1.81821e-16+0.00642088j -1.39961e-17+0.00283912j -1.70078e-18+0.00547813j 7.73811e-18-0.00200862j 1.62292e-17-0.00665583j -1.15019e-17+0.00333437j -8.90047e-18+0.00271666j 1.02649e-17-0.00493816j -8.33058e-18+0.000638312j -2.13702e-17-0.00257598j 9.05132e-17-0.00704374j 7.22668e-18+0.000491212j -1.84676e-17+0.00430305j -8.94949e-17-0.0060864j 1.41145e-15+0.00359991j 2.01909e-17-0.00288983j 5.19433e-17-0.00363781j 5.84841e-17-0.0018029j 2.10275e-17+0.00455908j -1.5889e-17+0.0016031j 3.16066e-18+0.00103342j -4.34153e-16+0.00422756j 1.25217e-16-0.00278654j -5.77817e-17-0.00669876j 1.75276e-17-0.000351449j 2.47355e-17-0.00746084j -1.82036e-16+0.00209666j -7.51752e-15+0.00220762j 1.58139e-16-0.0071273j 1.93904e-17+0.00109934j 6.43463e-17-0.00476902j -1.44732e-16+0.00541187j -5.27309e-17+0.00148662j 2.74195e-17+0.000893653j 2.97656e-17-0.00253236j 2.85343e-17-0.00626695j -1.28372e-16-0.000678514j 1.97194e-17+0.00259164j 3.08466e-17+0.0037266j -9.38795e-17-0.00166094j 9.34265e-18-0.00520532j -2.37591e-17+0.0049636j -1.69527e-17+0.00224424j -1.77234e-17-0.00674662j -4.31369e-17+0.00379795j 7.26092e-18+0.000662469j 1.29597e-17-0.0025107j -8.33892e-18+0.00368887j -1.48477e-17+0.00511962j 1.48125e-17-0.0057557j 3.35628e-18-0.000691912j 8.10928e-19-0.00452154j -1.25416e-17+0.00429111j -1.08234e-15-0.00593801j -2.48481e-16+0.00570066j 
6.60096e-17-0.0230489j -1.00488e-15-0.0283081j -5.3693e-17-0.0120432j -1.56341e-16-0.0243077j 9.59401e-18+0.00918178j 1.31797e-16+0.0294543j -8.74758e-17-0.0141238j -6.55747e-17-0.0116336j 7.58271e-17+0.0223486j 1.72227e-17-0.00279284j 2.02298e-16+0.0109095j -1.77466e-16+0.0310154j -6.10153e-18-0.00291508j -7.01189e-17-0.01866j 5.9681e-16+0.0269372j -6.48571e-15-0.0163925j 2.04487e-17+0.0124494j -1.24668e-16+0.0162344j -2.19655e-16+0.0081802j -2.63834e-16-0.0195268j 7.77511e-18-0.00673031j -1.80366e-17-0.00508699j 1.89343e-15-0.0193271j -3.66513e-16+0.0114826j 4.41178e-16+0.0299311j -5.62567e-17+0.00135013j 1.29278e-16+0.0328428j 7.29159e-16-0.00920212j 3.29096e-14-0.00968586j -4.53229e-16+0.0311703j -1.07171e-16-0.00500842j -8.82547e-17+0.0203856j 5.16675e-16-0.0244933j 1.39272e-16-0.00575076j -1.12272e-16-0.00446502j -6.83211e-17+0.0114007j 5.10116e-17+0.0279833j 5.7043e-16+0.00272741j -1.74416e-16-0.0110905j -2.48318e-16-0.0165659j 4.78986e-16+0.00668675j 1.39045e-16+0.0226312j -4.2044e-17-0.0219937j 4.6737e-17-0.0105978j 3.00608e-16+0.0295078j 9.00703e-17-0.0170632j -5.37715e-17-0.0029166j 6.4807e-17+0.0103389j -6.61743e-17-0.0164725j -7.15754e-17-0.0229665j 1.36593e-16+0.0250094j 2.93986e-17+0.00266926j 1.57169e-16+0.0195729j -6.1727e-17-0.0192427j 4.91304e-15+0.0259238j 9.04271e-16-0.0251375j 
1.79489e-17-0.00168408j -1.93722e-17-0.00121205j 5.50415e-18-0.00193737j 1.0783e-17-0.000572757j -1.87756e-18-0.000585802j -1.52283e-17+0.000929778j 1.00212e-17-0.00233494j 6.21704e-18-0.00152865j -5.70762e-18-0.000775863j -2.58634e-18-0.000183558j -5.63294e-18+0.00180956j -2.28294e-17+0.00144424j 2.88579e-18+0.00212389j 6.77987e-18-0.00173229j -4.29024e-17+0.000842024j 2.69816e-16+0.000862518j -1.50259e-17+0.00140681j -1.9034e-17+0.00010647j 1.90583e-18-0.000344876j -9.90923e-18-0.00255552j -1.55882e-17-0.00130048j 5.93002e-18+0.00137516j -1.27846e-16+0.00123926j -1.83795e-16+0.0028998j 4.63386e-18+8.76607e-05j -6.1448e-20+0.000655881j -1.99423e-17+0.0015569j 5.30522e-17-0.000518657j 1.89974e-15-0.00055575j -5.84871e-17+0.00209124j -1.28778e-17+0.000270695j -4.77489e-17+0.00279279j -1.7896e-18+0.000852588j 1.5579e-17-0.00265678j -2.44615e-17+0.00138445j 6.49291e-20-0.000220441j -1.52674e-17+0.000136472j 1.17096e-16+0.000908869j -3.7695e-17-0.00148113j 8.89222e-18-0.000300582j 8.31587e-17+0.00219433j -6.41771e-18+0.00192261j 3.87922e-18-0.000610559j -1.28386e-18+0.0016571j 8.94075e-19+0.00197272j 1.07713e-17+0.000226417j 1.81912e-18-0.000137081j -1.17985e-17+0.00263357j 4.1699e-18-7.78046e-05j 6.73802e-18+0.000202899j -1.32144e-17+0.00216902j -4.44342e-18+0.00125811j -2.29726e-18+0.00192266j 1.08717e-17+0.000149074j 3.71288e-16+0.0018762j 9.27416e-17-0.00106215j 
-7.49979e-17+0.0128721j 5.40169e-16+0.0162863j 5.71651e-18+0.00613661j 5.83276e-17+0.0142455j 4.44557e-18-0.00582787j -3.60537e-17-0.0171303j 2.30313e-17+0.00716177j 1.61094e-17+0.00611894j -1.77048e-17-0.013823j -1.71551e-17+0.00157114j -9.73098e-17-0.00552853j 1.5028e-16-0.0177791j 1.22799e-17+0.00292993j 6.98334e-18+0.0102155j -3.34535e-16-0.015671j 4.01534e-15+0.0103025j 6.63877e-18-0.00667559j 9.02064e-17-0.00966795j 1.43655e-16-0.00509352j 1.07895e-16+0.0102763j -3.10309e-17+0.00330811j 1.36219e-17+0.00381415j -1.22935e-15+0.0122708j 1.51105e-16-0.00526453j -2.14212e-16-0.0178852j 3.93791e-17-0.000443555j -2.84166e-17-0.0188112j -4.24643e-16+0.00522474j -1.86785e-14+0.00549392j 2.99422e-16-0.0175114j 5.06417e-17+0.00315174j 7.35915e-17-0.0106586j -3.44439e-16+0.0151508j -9.83241e-17+0.00196556j 5.41827e-17+0.00344665j 5.76979e-17-0.00695384j 5.6826e-18-0.0166909j -2.67297e-16-0.00112785j 5.79733e-17+0.00582j 1.26046e-16+0.00975843j -2.18166e-16-0.00278402j -4.07958e-17-0.0124889j -1.05703e-17+0.0128379j -3.63346e-17+0.00727317j -1.22439e-16-0.0165813j -7.35647e-17+0.01035j 2.78966e-17+0.00167119j -1.47601e-17-0.00472757j 1.56429e-17+0.00982656j 1.16302e-17+0.013874j -3.80273e-17-0.0137766j -9.02092e-18-0.000898429j -5.41689e-17-0.0106564j 1.35944e-17+0.0116128j -2.68591e-15-0.0144877j -5.35483e-16+0.01447j 
-3.04067e-17+0.0162824j 5.30198e-16+0.0156827j 4.39305e-17+0.0138361j 7.34986e-17+0.0111081j -1.41555e-17-0.000153781j -6.10002e-17-0.014648j 4.24613e-17+0.0165433j 3.91437e-17+0.011638j -5.29062e-17-0.00364966j 1.69848e-17+0.00186963j -8.90497e-17-0.0128086j 7.2367e-17-0.0177685j -2.51942e-17-0.00971646j 5.98878e-17+0.0150408j -7.07929e-17-0.0133544j 8.72317e-16+0.00119837j 1.93897e-17-0.0113j 9.07559e-17-0.00602772j 4.47919e-17-0.00102905j 2.20129e-16+0.0194823j 1.07978e-16+0.00882975j -2.28949e-17-0.00520892j 4.66041e-17+0.000292535j 9.88698e-16-0.0184963j -2.58756e-16-0.0105658j 8.99717e-18-0.00376172j -5.226e-17-0.0189543j -4.82606e-16+0.00572613j -2.06713e-14+0.00607667j 3.38478e-16-0.0210812j 1.12738e-16+0.000330014j 1.84712e-16-0.0209684j -1.04372e-16+0.00398846j -8.29206e-17+0.0153329j 1.60261e-16-0.00546609j -7.53087e-18-0.00274541j -2.14319e-17-0.0101529j -7.99771e-16-0.00550241j 2.95217e-16+0.0112149j 8.93764e-17+0.00711799j -6.2184e-16-0.0133192j -9.82294e-17-0.0173431j 6.34056e-17+0.0105159j 4.46348e-18-0.00476562j -2.09818e-16-0.0199216j -3.83502e-17+0.00463059j 1.86913e-17+0.00167729j -1.80061e-17-0.0167679j 4.90919e-17+0.00596379j 5.37088e-17+0.00674587j -7.2369e-17-0.0193892j -7.61565e-18-0.00724259j -1.16407e-16-0.0163089j 1.94666e-17+0.00575755j -3.62523e-15-0.018223j -6.91035e-16+0.0138549j 
2.28995e-17+0.0097757j -1.69219e-16-0.00222222j 4.08668e-17+0.0226784j -5.78877e-17-0.00968483j -2.7754e-17+0.016987j 5.29111e-17+0.00781808j -2.8656e-17+0.027641j 2.60905e-18+0.0162105j -2.82123e-17+0.0305463j 8.85124e-17+0.000843836j 9.33494e-17-0.0214503j -9.62532e-17+0.000502696j -9.43006e-17-0.0375939j 6.16573e-17+0.0140437j 9.0636e-16+0.00728779j -9.48203e-15-0.0272811j 1.0446e-16-0.0135415j 6.32308e-17+0.0110553j -2.70182e-16+0.0121925j 2.20626e-16+0.027038j 3.69854e-16+0.0162926j -1.09889e-16-0.0268686j 3.75989e-15-0.0358595j 2.56383e-15-0.0391133j -9.93977e-18+0.0221875j -7.71914e-17-0.00983178j 7.7434e-17+7.42866e-05j -2.03102e-16+0.00134891j -5.46144e-15+0.00158313j 2.56047e-16-0.0101257j 1.67191e-16-0.00845436j 4.4364e-16-0.0303021j 6.3832e-16-0.0335154j -9.42281e-18+0.0396029j 3.14574e-16-0.0265315j -1.54047e-16+0.0126689j 2.90855e-17+0.0198378j -1.54985e-15-0.0129475j 6.39694e-16+0.0158499j -1.79991e-16-0.00809172j -1.1366e-15-0.0311794j -5.63454e-17-0.0140691j 1.26799e-16-0.00722873j 1.0333e-16-0.0359066j -1.15845e-16-0.00946961j 4.36863e-17-0.0172413j -4.11226e-17-2.62013e-05j 6.58581e-17-0.035593j 3.42886e-17-0.0117196j 3.87249e-17-0.0215139j 2.45488e-17-0.0162848j 3.15351e-17-0.0187965j -8.20283e-17-0.0164858j -5.51051e-17-0.0176779j -2.59033e-15-0.0106969j -5.58355e-16-0.00220838j 
-1.10989e-17-0.00824634j -3.29621e-16-0.00862453j -4.01795e-17-0.00616531j -6.95095e-17-0.00658405j 1.31911e-17+0.00107865j 6.88376e-17+0.00839199j -4.69203e-17-0.00734082j -3.79987e-17-0.00535372j 4.66651e-17+0.00376665j -7.44499e-18-0.000963213j 7.09038e-17+0.00568073j -8.78991e-18+0.0096535j 1.25838e-17+0.00305997j -5.35115e-17-0.00732377j 1.21326e-16+0.00766025j -1.04148e-15-0.00224762j 1.29613e-17+0.005327j -2.88405e-17+0.00391261j -3.31068e-17+0.00127179j -1.34716e-16-0.00896805j -4.80647e-17-0.00382784j 5.65075e-18+0.00124697j 1.80039e-16-0.00225963j -3.63724e-16+0.00772641j 1.69818e-16+0.00702288j -5.76661e-18+0.00146139j 7.11093e-17+0.0102707j 2.38488e-16-0.00302244j 1.08647e-14-0.00319858j -1.29879e-16+0.010825j -5.53364e-17-0.00067413j -4.39534e-17+0.0095817j 7.23929e-17-0.00412412j 2.93763e-17-0.00598432j -6.80271e-17+0.00140601j 5.69217e-18+0.00222935j 4.17818e-17+0.00666157j 3.48258e-16+0.00222164j -1.38659e-16-0.00514565j -7.65733e-17-0.00432949j 2.84526e-16+0.0053872j 7.9224e-17+0.00856925j -5.10373e-17-0.00611936j -1.20753e-18+0.000477286j 1.43232e-16+0.0102354j 7.04795e-18-0.00351835j -1.59276e-17-0.000910014j 3.31055e-17+0.00699652j -4.13306e-17-0.00391691j -4.90928e-17-0.00491441j 7.31925e-17+0.00954768j 1.30145e-17+0.00282146j 8.45052e-17+0.00786749j -3.25056e-17-0.00415433j 1.84423e-15+0.00924343j 3.12734e-16-0.00763372j 
2.06312e-17-0.0169682j 6.62997e-17-0.00258166j -3.84862e-17-0.0314128j 7.82609e-17+0.0077623j 2.82189e-17-0.0200358j -8.48398e-17-0.00437904j 4.87162e-17-0.0381802j 5.96251e-18-0.0230344j 2.5356e-17-0.0349081j -1.05842e-16-0.00161886j -1.03181e-16+0.0296193j 4.28861e-17+0.0053078j 1.14071e-16+0.0476817j -6.06867e-17-0.0216026j -1.0871e-15-0.00418169j 1.094e-14+0.0318614j -1.52524e-16+0.0197662j -1.26526e-16-0.0110704j 2.95519e-16-0.0140756j -2.97043e-16-0.0384435j -4.58576e-16-0.0221987j 1.37951e-16+0.0335019j -4.44193e-15+0.042306j -3.38816e-15+0.0523947j 5.83557e-17-0.0227267j 8.35671e-17+0.0128754j -1.23985e-16+0.00620828j 4.14794e-16-0.00349714j 1.33397e-14-0.00389053j -4.65224e-16+0.018976j -2.29855e-16+0.00988751j -6.25107e-16+0.0427968j -6.92109e-16+0.0383064j 5.81795e-17-0.0519229j -4.2566e-16+0.0331888j 1.70819e-16-0.0140688j -6.43096e-17-0.0200853j 2.09068e-15+0.0171379j -8.33361e-16-0.0224675j 2.06066e-16+0.0072039j 1.53195e-15+0.0412934j 6.1113e-17+0.0223973j -1.39616e-16+0.00505473j -1.17366e-16+0.0440419j 1.59362e-16+0.0178151j -1.77359e-17+0.0188494j 4.68334e-17-0.000526169j -9.72544e-17+0.047658j -3.5063e-17+0.0118772j -3.46596e-17+0.023199j -4.73421e-17+0.0256971j -4.39206e-17+0.0246323j 1.01501e-16+0.0249116j 8.3064e-17+0.0189913j 4.22501e-15+0.0187021j 9.27305e-16-0.00199087j 
3.7459e-16-0.0504509j -2.0579e-15-0.0645193j 2.92574e-17-0.0232037j -1.63455e-16-0.0567991j -3.79049e-17+0.0238498j 5.81325e-17+0.0681212j -3.32886e-17-0.0270247j -1.85153e-17-0.0234383j 1.64069e-17+0.0561101j 8.11443e-17-0.00617437j 3.43523e-16+0.0208564j -6.94773e-16+0.0703425j -6.48777e-17-0.013358j 4.09351e-17-0.039743j 1.28635e-15+0.0623243j -1.6292e-14-0.0420323j -6.74615e-17+0.0257655j -3.9798e-16+0.0387586j -5.99473e-16+0.0207196j -3.4079e-16-0.0393714j 1.70066e-16-0.0123171j -5.82224e-17-0.0163503j 5.07923e-15-0.0502208j -5.34301e-16+0.0189808j 7.66329e-16+0.071783j -1.69037e-16+0.00129151j 1.4271e-17+0.0744047j 1.69924e-15-0.0206011j 7.36502e-14-0.0216548j -1.27446e-15+0.0687837j -1.81601e-16-0.0128636j -3.50225e-16+0.04073j 1.44965e-15-0.0615014j 4.28293e-16-0.00590983j -2.00406e-16-0.014881j -2.63751e-16+0.0280999j -9.68183e-17+0.0669489j 9.68591e-16+0.00385132j -1.55988e-16-0.0222729j -4.60152e-16-0.038977j 7.71307e-16+0.0095435j 8.07243e-17+0.0487333j 1.11933e-16-0.0511162j 1.61457e-16-0.0304568j 3.82074e-16+0.0651359j 3.36321e-16-0.0417474j -1.03245e-16-0.00661103j 9.63646e-18+0.0170228j -1.57111e-17-0.0394172j 1.50524e-17-0.0558866j 6.49781e-17+0.0537222j 1.84365e-17+0.0026686j 1.40544e-16+0.0413718j -6.54342e-18-0.0467627j 1.04149e-14+0.0567974j 2.16833e-15-0.0573352j 
8.0397e-16+0.0636572j 4.04076e-15+0.0815749j 7.92539e-16+0.0290717j 1.36995e-15+0.0719013j -2.67784e-16-0.0303374j -1.51915e-15-0.0861908j 1.02543e-15+0.0338452j 7.72484e-16+0.0294415j -8.89402e-16-0.0712666j 4.81052e-17+0.00779459j -1.19549e-15-0.0261188j -7.13844e-16-0.0889157j -1.14187e-16+0.0173095j 1.03861e-15+0.0500745j -2.95647e-15-0.0788578j 2.12921e-14+0.0534359j -6.82382e-16-0.0324132j -2.31826e-16-0.0491145j 4.52046e-16-0.0263267j 1.68403e-15+0.0494577j 2.78134e-16+0.0153839j 8.85815e-17+0.0209703j -5.79827e-15+0.063883j -3.06677e-16-0.0235481j -2.30534e-15-0.0909819j 5.41173e-17-0.00152111j -1.71011e-15-0.0940453j -1.65896e-15+0.0260237j -9.25154e-14+0.0273528j -9.13368e-17-0.0868251j 4.07519e-16+0.0163547j -8.92545e-16-0.051138j -8.87492e-16+0.0781146j 1.21003e-16+0.00702144j 2.34564e-16+0.0191093j -1.35108e-16-0.0356605j -1.13617e-15-0.0848452j -1.46687e-15-0.00472132j 9.07721e-16+0.0279726j 1.36226e-15+0.0493569j -1.59464e-15-0.0117096j -1.39725e-15-0.0614376j 9.23275e-16+0.0646906j 8.86406e-18+0.0389026j -2.08921e-15-0.0822218j 2.94074e-16+0.0529622j 2.80967e-16+0.00835636j -8.74463e-16-0.0211131j 7.59733e-16+0.0499544j 9.64823e-16+0.0708819j -1.52125e-15-0.0677182j -3.34875e-16-0.00316021j -1.33736e-15-0.0521056j 8.36803e-16+0.0593062j -1.4569e-14-0.0716685j -1.45982e-15+0.0724943j 
4.19111e-16+0.0180293j 1.4064e-16-0.003474j 3.20844e-16+0.0410547j 2.43678e-16-0.0169842j -1.43912e-16+0.0304127j -3.35967e-16+0.0135275j 2.41714e-16+0.0500281j 2.2819e-16+0.0294021j -3.10045e-16+0.05458j 2.04041e-16+0.00157124j -6.12692e-17-0.0388224j -6.42687e-16+0.000327764j -2.28195e-16-0.0676303j 4.36044e-16+0.0256318j 1.22896e-15+0.0126196j -1.67751e-14-0.0488122j -3.97317e-17-0.024612j -1.01668e-16+0.0196019j -5.73952e-16+0.0217993j 7.7474e-16+0.049043j 8.13295e-16+0.0294586j -1.9343e-16-0.0482798j 6.93119e-15-0.0642021j 4.34001e-15-0.0706337j -4.22767e-16+0.0393896j -1.85526e-16-0.0177264j -3.64795e-16-0.000477563j -2.34885e-16+0.00259988j -1.0293e-14+0.00303057j -3.47806e-17-0.0188105j 3.5638e-16-0.0151281j 4.05691e-16-0.0549357j 1.4221e-15-0.0598856j 1.76939e-16+0.0714086j 5.63949e-16-0.0476846j -4.15599e-16+0.0225971j -3.21914e-16+0.0351954j -2.87819e-15-0.0233616j 1.36794e-15+0.0287427j -8.84129e-17-0.0142601j -2.24297e-15-0.0562603j -4.88532e-16-0.0257514j 5.45427e-16-0.0126053j 2.48696e-16-0.0644495j -6.91162e-16-0.0175984j 2.90512e-16-0.0307239j -2.85281e-17+7.11412e-06j -1.38265e-16-0.0642745j 2.82612e-16-0.0207936j 3.63105e-16-0.0383063j -3.85271e-16-0.0297849j -3.61129e-17-0.0338911j -4.9499e-16-0.0300456j 1.47589e-16-0.0314693j -5.18069e-15-0.0197414j -6.43927e-16-0.00350811j 
2.58716e-16-0.0175891j -2.30832e-17-0.0104994j 1.06043e-16-0.0229015j 2.03341e-16-0.00294716j -3.55479e-17-0.00928781j -2.64888e-16+0.00662802j 1.75409e-16-0.0276732j 1.15062e-16-0.0176773j -1.13925e-16-0.0141786j -3.21814e-17-0.00186542j -1.33016e-16+0.0214532j -3.10875e-16+0.0130111j 3.26537e-17+0.0280765j 1.33406e-16-0.019023j -7.05692e-16+0.00595402j 4.71144e-15+0.0142046j -2.21484e-16+0.0159471j -2.45748e-16-0.00161117j 5.59735e-17-0.00597929j -4.2376e-17-0.0295376j -1.8871e-16-0.0156224j 8.06256e-17+0.0187684j -1.9868e-15+0.0196305j -2.34409e-15+0.0354841j -6.11281e-17-0.00437911j 4.78118e-18+0.00825565j -3.32895e-16+0.0141352j 5.68053e-16-0.00502935j 1.85835e-14-0.00542118j -7.25582e-16+0.0213719j -1.4186e-16+0.00443292j -6.42583e-16+0.0324558j -8.99957e-17+0.0155687j 1.96111e-16-0.0333892j -2.96943e-16+0.0187742j -6.06338e-19-0.00495928j -2.44929e-16-0.00338726j 1.40543e-15+0.0112822j -4.35199e-16-0.0171612j 1.84307e-16-0.000844681j 9.71118e-16+0.0272205j -1.47526e-16+0.0207589j 8.9879e-17-0.00386375j -1.88676e-17+0.0234397j -9.17988e-17+0.0201415j 1.44554e-16+0.00608027j 3.79751e-17-0.00123997j -1.90649e-16+0.0322429j 8.83643e-17+0.00202673j 1.29944e-16+0.0068632j -2.39473e-16+0.0235157j -7.23244e-17+0.0158213j -9.3402e-17+0.0213232j 1.7706e-16+0.00547904j 3.86608e-15+0.0195504j 1.07394e-15-0.00913997j 
3.16196e-16+0.0166349j -9.99386e-16-0.0260912j 2.26158e-16+0.0661408j -1.13583e-16-0.0478307j -1.33193e-16+0.0616471j 3.73569e-17+0.0451497j 2.72619e-20+0.0809829j 8.06727e-17+0.0452654j -1.7609e-16+0.114737j 3.2429e-16+0.000901733j 3.22279e-16-0.0628792j -6.7889e-16+0.0222694j -3.42864e-16-0.124856j 3.23551e-16+0.0335083j 3.15633e-15+0.041742j -3.52242e-14-0.1001j 2.3671e-16-0.0359965j 1.03967e-17+0.0469426j -1.07717e-15+0.0453048j 7.3995e-16+0.0754182j 1.29129e-15+0.0487947j -3.69164e-16-0.0912328j 1.36552e-14-0.130099j 7.99175e-15-0.120249j 5.43268e-17+0.0924494j -3.14584e-16-0.0312483j 7.78329e-17+0.0220839j -1.03989e-16-0.00170914j 4.10799e-15-0.00126504j 2.732e-16-0.0123782j 5.03175e-16-0.0309732j 1.1863e-15-0.0855194j 2.57776e-15-0.125871j 1.64137e-16+0.125662j 9.51529e-16-0.0897172j -6.21768e-16+0.0490041j -6.53939e-17+0.0834714j -4.72828e-15-0.0405196j 2.08648e-15+0.0444476j -6.33329e-16-0.0374734j -3.49546e-15-0.0974979j -2.91992e-16-0.0309503j 5.51369e-16-0.0382613j 4.02014e-16-0.124449j -4.27262e-16-0.0113388j 3.13936e-16-0.0677197j -1.47036e-16-0.00202526j 1.25306e-16-0.1095j 1.82487e-16-0.0492731j 2.31106e-16-0.0856151j -5.12245e-17-0.0366133j 7.45701e-17-0.0596822j -3.4302e-16-0.040886j -9.32958e-17-0.0705965j -5.42375e-15-0.017735j -1.02731e-15-0.0239374j 
-5.81851e-15+0.0205612j -5.72333e-15+0.0222299j -3.69669e-15+0.0144761j -5.138e-15+0.0174364j 1.4136e-15-0.0037546j 6.43193e-15-0.0219604j -4.37556e-15+0.017199j -3.33006e-15+0.0127736j 3.85778e-15-0.0114333j -6.79994e-16+0.00241902j 3.29101e-15-0.013306j 7.31676e-15-0.0247664j 8.7573e-16-0.00564894j -4.85816e-15+0.0179482j 5.67682e-15-0.0200544j 5.11727e-16+0.00735037j 3.46738e-15-0.0128608j 3.429e-15-0.0106707j 1.51303e-15-0.00396995j -5.41305e-15+0.0214039j -2.17351e-15+0.00885877j -7.09656e-17-0.00162857j -3.71954e-15+0.00788139j 5.14257e-15-0.0175181j 5.68163e-15-0.01929j 7.53184e-16-0.00317149j 7.55069e-15-0.0263229j -2.82512e-15+0.00766633j -2.98721e-14+0.00810403j 8.09241e-15-0.0271486j -6.90901e-16+0.00222046j 6.17256e-15-0.0227861j -4.57837e-15+0.0125225j -3.10456e-15+0.0130254j 2.25421e-16-0.00205577j 2.14572e-15-0.00645146j 5.64773e-15-0.0182271j 3.88216e-16-0.00493794j -2.96602e-15+0.0122615j -3.3555e-15+0.0115662j 2.23146e-15-0.0119865j 5.72897e-15-0.0211383j -4.75456e-15+0.0161024j -9.82505e-16+0.00087079j 6.99468e-15-0.025676j -3.31317e-15+0.0100212j -6.4308e-16+0.00233344j 3.85297e-15-0.015853j -3.28289e-15+0.0107205j -4.37969e-15+0.0138477j 6.39392e-15-0.0235163j 1.38866e-15-0.00613391j 5.09833e-15-0.0191991j -3.70128e-15+0.0116763j 1.98738e-15-0.0230625j -6.6e-15+0.0196902j 
1.71388e-15-0.0572689j 1.09173e-15-0.0301262j 9.15674e-16-0.0795781j 1.50379e-15-0.00389195j -3.28127e-16-0.0361973j -1.89561e-15+0.0157864j 1.27157e-15-0.0962783j 9.01309e-16-0.0607728j -9.74671e-16-0.0575826j -2.69353e-17-0.00597649j -1.01139e-15+0.0746493j -2.06802e-15+0.0384674j -2.83436e-18+0.102492j 1.18186e-15-0.063686j -3.54404e-15+0.0140477j 1.92405e-14+0.0560152j -1.28493e-15+0.0542794j -1.3122e-15-0.0103638j 7.1808e-17-0.023936j 7.01861e-16-0.101523j -3.76029e-16-0.0546989j 3.05574e-16+0.069389j -7.30994e-15+0.0764835j -8.98008e-15+0.125302j -1.17663e-15-0.0242089j -6.68467e-17+0.0295212j -2.29441e-15+0.0420283j 2.15664e-15-0.0156467j 5.84391e-14-0.0169307j -3.55906e-15+0.0687026j -3.71875e-16+0.017451j -3.13053e-15+0.111852j 1.22575e-16+0.063215j 1.0836e-15-0.119315j -1.05351e-15+0.0692364j -2.75847e-16-0.0211405j -1.68447e-15-0.0200736j 4.76867e-15+0.0400976j -1.08059e-15-0.0590553j 1.22142e-15+0.00156243j 2.98948e-15+0.0967134j -1.37972e-15+0.0688648j 1.00092e-15-0.00785691j 5.19144e-17+0.0878434j -1.41703e-15+0.0647105j 9.46362e-16+0.0267798j 2.45905e-16-0.00367691j -1.24482e-15+0.113883j 7.99283e-16+0.0119351j 1.10328e-15+0.0312621j -1.80103e-15+0.0781852j -4.63854e-16+0.0565522j -1.1046e-15+0.0717614j 1.17381e-15+0.0252105j 1.17375e-14+0.0635697j 4.4304e-15-0.0260877j 
-3.3954e-15-0.11499j -8.19615e-15-0.119244j -2.66429e-15-0.0872298j -3.90601e-15-0.0903778j 9.86233e-16+0.0135451j 4.61314e-15+0.115566j -3.14001e-15-0.103914j -2.4259e-15-0.0754618j 2.85196e-15+0.0496561j -4.94929e-16-0.0134069j 2.90188e-15+0.0804192j 3.92576e-15+0.133633j 6.82156e-16+0.0454509j -3.51259e-15-0.102564j 4.95369e-15+0.105477j -1.51471e-14-0.0288891j 2.11444e-15+0.0748733j 1.45701e-15+0.0532735j 3.46509e-16+0.0166123j -5.0678e-15-0.126397j -1.95679e-15-0.0543394j 5.2389e-17+0.0194676j 5.00842e-16-0.0283529j -2.83007e-15+0.110193j 5.74213e-15+0.0954305j 3.33224e-16+0.0210414j 5.26666e-15+0.142214j 2.0854e-15-0.0419629j 1.49591e-13-0.0444211j 2.48945e-15+0.150726j -1.23606e-15-0.00864248j 2.72798e-15+0.135162j -1.46387e-15-0.054363j -1.27168e-15-0.0861096j -9.29262e-16+0.0216422j 1.28377e-15+0.0298328j 3.76662e-15+0.0906198j 5.60901e-15+0.031824j -3.79255e-15-0.0725511j -3.01989e-15-0.0592889j 5.63709e-15+0.0771513j 4.38753e-15+0.119813j -3.42063e-15-0.0841443j -5.68095e-16+0.00954969j 6.06921e-15+0.142507j -1.73083e-15-0.0473075j -5.97551e-16-0.012599j 2.63761e-15+0.0997975j -2.4522e-15-0.0532787j -3.17881e-15-0.0662891j 4.65997e-15+0.133543j 9.66774e-16+0.0406089j 4.11991e-15+0.110293j -2.54491e-15-0.0560783j 2.93866e-14+0.128872j 1.1444e-15-0.105525j 
