-4.2293e-15-0.00800953j -2.79324e-16-0.0169359j 5.74547e-20+0.00186465j 1.02784e-18-0.00813576j -2.26018e-18+0.0086174j -1.03967e-17-0.012524j -3.18467e-18+0.00157311j 6.23862e-18+0.00953739j 6.04853e-18+0.00986214j -1.01026e-17-0.00310401j 4.27072e-17+0.00792116j -5.91635e-19-0.00533943j 2.14784e-18-0.00665589j -5.89346e-18+0.00532477j 3.13277e-18-0.00356968j -4.30395e-17+0.00836918j 1.11614e-16-0.0131998j 5.87892e-17-0.00170285j 1.09081e-17+0.0024455j 3.4424e-17+0.00848731j 5.09873e-18-0.0011898j -4.19117e-17-0.00930195j 1.18818e-17+0.00719986j -4.39698e-17-0.0106883j -4.333e-17+0.00777526j -2.24231e-17+0.00272503j -7.91689e-19-0.00538863j -4.1178e-17-0.000318852j -1.49522e-17+0.005184j -5.61104e-17-0.0026054j -8.95611e-17+0.00590649j -2.20529e-16+0.0089004j 2.26804e-17-0.00587097j -1.57093e-16-0.00398964j -1.17886e-16+0.017209j -4.50834e-16-0.00545635j 5.44165e-17+0.00878476j -2.00841e-15+0.00620924j -4.21216e-14-0.00964316j -3.71895e-14-0.00639923j 3.55855e-17-0.00564161j 1.24469e-15-0.00919139j 8.13905e-18-0.00941525j -1.80562e-17-0.00362998j 9.72654e-17-0.00141724j -5.2108e-16+0.0072304j 2.89766e-17+0.0062315j -5.89964e-17-0.00477449j -2.61029e-17-0.00892221j -1.31339e-16+0.0039838j -8.32313e-17+0.000462545j -5.96732e-17+0.00476638j -3.1261e-17-0.00477992j -3.33769e-17+0.0166227j 1.31167e-17+0.00655051j 1.94389e-17+0.00596556j -1.49447e-16+0.0109233j 9.99831e-18-0.000860762j -2.05763e-17+0.00334885j -4.84848e-18-0.00496474j -1.3108e-17+0.00432255j 4.99778e-17+0.00937465j 4.17239e-19-0.00323676j 3.49105e-18+0.00782259j -5.96756e-19-0.0056062j 1.21871e-17-0.00326914j -1.58478e-17+0.0103747j -3.12548e-18-0.00131511j 4.57391e-18+0.00164767j 4.9543e-18+0.011618j 4.28406e-17+0.0118293j -4.32628e-18-0.00745003j -3.15646e-18+0.00274806j -1.58649e-17-0.00280973j 5.96642e-17+0.00994152j -4.29181e-16-0.0131012j 6.46032e-15+0.0126362j 
-5.99377e-15-0.0127087j -3.76604e-16-0.00442861j -4.14759e-17-0.0222834j -2.84168e-17-0.00511773j 1.59613e-17-0.00114777j 3.94809e-19-0.0132509j -3.10575e-17+0.0285587j -4.69012e-17-0.0108598j -1.00508e-17-0.0123826j 6.28116e-17+0.0213535j -6.59888e-17-0.00778591j 2.32951e-18-0.0054387j 2.5708e-17+0.0308107j 1.02473e-17-0.0215315j -2.7226e-17+0.0261685j -1.74972e-16+0.0247344j -8.23172e-17+0.00347013j -5.53998e-18-0.0112541j -1.17263e-16-0.0353379j -5.07036e-17-0.0187174j 4.12649e-17+0.00639989j -2.70612e-18+0.0266475j -6.27893e-17+0.0176714j -9.19643e-17-0.0392097j -1.16045e-16+0.0426156j -4.74568e-17-0.00776793j -3.39495e-16+0.0274846j 1.54151e-15-0.0179903j 1.45679e-16-0.00797119j 8.02046e-17+0.0124467j -4.79641e-16+0.0136276j -4.79372e-16+0.0251857j 2.26465e-16-0.00843867j -5.12345e-16-0.046822j 3.45739e-16-0.0353993j 1.79376e-15+0.0239705j 2.68536e-16+0.023265j -2.48069e-14+0.0227273j 5.1832e-14+0.0210408j 5.84144e-14+0.00247133j 5.329e-16-0.0308695j -1.98457e-15+0.0106915j -6.75094e-16+0.0164027j 9.27143e-16-0.0478923j 5.02296e-16-0.0180001j -2.16991e-15+0.0293763j -2.52954e-16+0.0120605j -3.11512e-16+0.00499799j 2.21335e-16+0.0266774j -5.40708e-16+0.00860228j 6.27284e-17+0.0135378j 5.099e-16-0.00967669j -2.63793e-17-0.0499557j -2.11786e-16+0.02423j 1.00216e-16+0.0177603j -4.82725e-18-0.0185592j 2.68071e-16-0.0222699j -6.53359e-17+5.15095e-05j -4.49186e-17+0.0213991j 1.29808e-16+0.0258398j -1.61766e-16+0.0179039j 1.45335e-16+0.0219797j 8.50251e-17+0.0253616j 3.50367e-19-0.0275978j 5.44533e-17+0.0280949j -1.4794e-17-0.0104035j 1.71597e-17-0.0135331j 1.34909e-16+0.0170003j -2.60277e-17+0.00723939j -3.51465e-17-0.0159217j 3.33017e-17+0.00411144j 3.15127e-17-0.0252102j -2.07263e-17+0.0127691j 4.90523e-17-0.017814j 1.58942e-17-0.0059212j -6.3698e-17-0.0135186j 1.18558e-15+0.00161232j 
1.15623e-14+0.0252945j 7.70037e-16-0.00379832j 8.07026e-17+0.052839j 7.64057e-17-0.00661022j -4.82274e-17+0.0148664j 1.45078e-17+0.00327938j 6.56679e-17-0.0563254j 5.77199e-17+0.00725287j -1.41646e-17+0.0330735j -7.15526e-17-0.0283693j 2.53467e-17+0.0030345j -7.08307e-18+0.00102079j -2.59114e-17-0.0369388j 6.24912e-18+0.0186691j 3.0024e-17-0.0308461j 2.98114e-16-0.0308861j 4.71695e-16-0.024517j 2.1602e-16-0.00263261j 1.61337e-16+0.053631j 5.5149e-17+0.0393988j -3.31035e-16-0.0354464j -1.33247e-17-0.0378719j 7.70346e-17-0.01978j 1.2417e-16+0.0585421j 4.69347e-17-0.0407533j 9.53989e-18+0.0258121j 7.50967e-16-0.0455516j -2.11394e-15+0.0280003j -2.76448e-17+0.0426693j -2.38062e-16-0.0311184j 4.10267e-16-0.0164679j 4.24562e-16-0.024832j -3.43057e-16-0.000602624j 4.23342e-16+0.0519286j -6.78007e-16+0.0583132j -4.70883e-15-0.0612614j -3.01141e-16-0.01916j 2.81922e-14-0.0252985j -5.91415e-14-0.0238985j -6.63651e-14-0.00274046j -9.3535e-16+0.0426544j 7.61145e-15-0.0460343j 5.40467e-16-0.000139499j -9.31932e-16+0.0556176j -5.50308e-16+0.0299185j 2.79309e-15-0.0374185j 3.8259e-16-0.0124101j 4.75033e-16-0.0226774j -2.58533e-16-0.0636465j 2.15031e-16-0.00131507j -2.37893e-16-0.00146628j -9.10534e-16+0.0281639j -6.31126e-17+0.063781j 2.65573e-16-0.0135685j -2.03767e-16-0.0209819j -3.6061e-17+0.0135302j -7.43388e-16+0.0531519j 7.40819e-17+0.0180984j -2.32013e-17-0.0112525j -1.73669e-16-0.0442613j 2.69753e-16-0.0411245j -1.73468e-16-0.02204j -1.11766e-16-0.0277237j -1.45798e-17+0.0369266j -5.36432e-17-0.0297103j 7.33583e-18+0.0169281j -5.63333e-17+0.0211041j -1.33984e-16-0.0150599j 6.0424e-17-0.0273425j 3.19752e-17+0.0230101j -1.11536e-17+0.0190602j -5.65906e-17+0.0403963j 3.43418e-17-0.0281596j -1.0686e-16+0.0326446j 7.34779e-17+0.0341699j -2.52264e-16+0.0242882j 3.49032e-15+0.00892793j 
-2.00821e-14-0.0386191j -9.52903e-16-0.0788588j 1.71083e-17+0.00565711j 1.60397e-16-0.0386575j -1.79382e-16+0.0398385j 2.16186e-16-0.0601871j -1.1153e-16+0.0113272j -2.313e-16+0.0418055j -1.658e-16+0.0438175j 3.88712e-17-0.0107527j -2.99749e-17+0.0348801j 1.09544e-16-0.0256285j 1.86447e-16-0.0253893j -1.8206e-16+0.0206059j 1.06776e-16-0.0119741j -4.23041e-16+0.0425842j 7.74048e-16-0.0607247j 2.66893e-16-0.0102431j -7.65121e-18+0.00564472j -1.39973e-17+0.0363916j -2.80678e-17-0.00528694j 2.42717e-17-0.0384409j -1.20897e-16+0.0361062j 6.28837e-17-0.0553465j -3.66357e-16+0.0432437j -1.33627e-16+0.0117456j 5.39655e-17-0.0205349j 8.2354e-17-0.00428934j -7.21859e-17+0.0235475j -2.28285e-16-0.0103975j -6.37034e-16+0.0294321j -1.29127e-15+0.0453146j 2.48877e-16-0.0287454j -7.45287e-16-0.02636j -8.76044e-16+0.073619j -1.80545e-15-0.0220831j 1.15577e-16+0.0445685j -1.35974e-14+0.0324243j -1.84462e-13-0.0407191j -1.60758e-13-0.0289796j 3.8682e-16-0.0309428j 5.68473e-15-0.0415056j 2.05734e-16-0.0398648j 1.46054e-16-0.02481j 5.858e-16-0.00927617j -2.92604e-15+0.0381028j -4.83818e-17+0.0307319j -2.50898e-16-0.0216355j 5.17027e-17-0.037524j -7.76514e-16+0.020046j -3.41082e-16+0.00488498j -2.69054e-16+0.0208056j -4.04986e-17-0.0302574j -5.39688e-16+0.0809635j -7.78702e-17+0.0331021j -8.92923e-17+0.0240002j -8.51499e-16+0.0472929j 1.08296e-16-0.00335869j -1.37115e-16+0.0194604j 8.9889e-17-0.0188864j -2.40989e-16+0.022243j 4.62028e-17+0.0469192j 1.10863e-16-0.0105106j -1.72603e-16+0.0314159j 1.63979e-16-0.0208953j 1.42018e-16-0.0166305j -3.13618e-16+0.0455469j 6.23464e-17-0.00300497j -7.40637e-17+0.00818705j -2.59812e-16+0.0508261j -1.32514e-17+0.055823j 1.86855e-16-0.0381518j -1.17387e-16+0.0143633j 2.8794e-17-0.0155476j 1.14609e-16+0.0455575j -1.65615e-15-0.062215j 2.97678e-14+0.0586843j 
-3.00128e-15-0.00673275j -1.82747e-16+0.00189226j 6.01103e-17-0.0121557j -2.371e-17+0.00838578j 1.77066e-17-0.00670366j 4.19937e-18+0.00924782j -8.74688e-17+0.00829852j -4.1533e-17+0.0117935j 3.67371e-17-0.00617598j -2.39407e-17-0.00612604j 2.72258e-17+0.0105581j 1.04708e-17+0.0039698j 1.52501e-17-0.0127883j -6.26717e-17+0.014739j 2.72147e-17-0.0104544j -7.06895e-17-0.0039421j -2.19508e-16+0.00946446j -1.76089e-16+0.015552j 5.24145e-17+0.00390405j 4.83257e-17-0.00363666j 1.29879e-16+0.0189481j 1.88355e-17-0.00785625j -5.53838e-18-0.00411086j 8.74586e-17-0.000167586j 8.45437e-17-0.0190529j 8.05915e-17-0.00915535j -1.70285e-16-0.00142562j -2.97522e-16+0.000834923j -9.31877e-17-0.0210035j 2.44586e-17+0.00742108j 2.2322e-16-0.00209027j 1.62214e-16-0.00899556j -1.50083e-17+0.00879947j 2.65625e-16+0.0171718j 1.71414e-17+0.00613253j 1.14044e-15+0.0151526j -9.92454e-17-0.0110178j 8.58812e-15-0.00659055j -3.59024e-14-0.011758j -3.66803e-14-0.00349472j 1.12188e-16+0.00361687j -2.97003e-15+0.0186158j 5.32323e-16-0.0242427j -4.37311e-16+0.0158014j -1.35688e-16-0.0010697j 3.23172e-16-0.00517218j 1.05954e-17-0.00313415j -2.70248e-17+0.0094126j -1.44302e-16+0.0122342j 4.70924e-16-0.008258j 1.12741e-16-0.0157373j 6.83279e-17-0.0077744j 1.07295e-16+0.0116228j 1.7019e-17-0.0134989j 6.92508e-18-0.00354552j -8.71519e-18+0.0152289j 2.11059e-16-0.00886834j 8.58677e-17-0.014431j 9.18251e-17-0.0169251j -5.00964e-17-0.000187727j -8.89994e-17+0.011015j -6.02058e-17-0.00693511j -4.41142e-19-0.0117279j -8.72054e-18+0.00920695j 6.69065e-18-0.0145592j 4.63123e-17-0.00129558j -1.47375e-17+0.00475236j -4.74737e-17-0.0102583j -7.49882e-17+0.0127197j -1.72641e-17+0.00677087j 7.76262e-19-0.0153225j 6.78203e-17-0.00247045j -5.28523e-17+0.00681746j 6.20987e-17-0.00396256j -1.79287e-17-0.0151349j 1.91006e-16-0.00692609j -1.69415e-15-0.00400408j 
-9.0035e-15-0.0177283j -6.99402e-16-0.0191669j -2.32684e-16-0.00379832j 4.77473e-17+0.015983j -6.12511e-17-0.00248699j -1.73697e-17+0.0207925j 2.33488e-16-0.00898306j 2.20532e-16+0.0643541j -3.13846e-17+0.0152472j -1.54759e-16-0.0497258j 4.89126e-16+0.0541014j 2.40767e-17+0.00867985j -8.18655e-17-0.0869568j 6.7568e-18+0.0786213j 6.33778e-17-0.0689813j 1.33155e-16-0.0272669j -1.98185e-16-0.000632612j -1.41547e-16+0.0556446j 1.28805e-16+0.0596097j 9.59867e-17+0.0279888j 8.17308e-16+0.0442977j -5.8661e-17-0.0723149j 2.0329e-16-0.0210258j -1.47434e-16+0.0293908j 2.98147e-16-0.0939915j -4.84786e-18-0.0117511j 8.4584e-17-0.0479391j -2.98551e-15+0.0242571j -9.87668e-16-0.0411356j 1.26261e-16+0.0011527j 1.20029e-15-0.0124846j 7.56019e-16-0.0413911j -2.04496e-16+0.0253384j 1.08862e-15+0.100568j -5.92765e-16+0.0923393j 7.44592e-16+0.00391028j -5.02622e-16-0.0450075j 5.21021e-14-0.0362087j -2.42771e-13-0.0771324j -2.44374e-13-0.0244934j -5.08509e-16+0.0388324j -3.39524e-15+0.0237633j 1.87106e-15-0.106783j -2.51437e-15+0.098608j -1.03384e-15+0.0168485j 2.90095e-15-0.0386099j 4.83345e-16-0.0129495j 4.2511e-16+0.0122978j -3.04511e-16-0.0140054j 1.70863e-15-0.0273443j -1.51244e-16-0.0612294j -7.66494e-16-0.00177698j 8.84176e-17+0.0871401j 2.95276e-16-0.0393931j 4.61281e-17-0.0206687j 2.68078e-16+0.0774619j -2.91721e-16+0.0217317j 7.81156e-19-0.0430205j 9.97381e-17-0.0693062j -1.43859e-16-0.0415813j 3.72251e-16+0.0169872j -1.54939e-16-0.0306362j -1.94404e-16-0.0710392j 3.23483e-17+0.0747458j -2.02141e-16-0.086788j 2.44522e-17+0.00343629j -1.52127e-18+0.0489638j -4.17217e-16-0.0529794j 1.99456e-16+0.0304182j 1.31622e-16+0.059947j -1.78864e-16-0.0280723j -1.92466e-16+0.0110869j 1.61671e-16+0.00853884j -1.80997e-16+0.00583583j -2.79127e-16-0.018384j -5.31854e-16-0.026329j 5.1832e-15+0.00896877j 
-2.65006e-14-0.0918034j 3.94435e-15-0.038023j 2.34986e-14-0.125523j -4.56626e-15+0.0234033j 5.01046e-15-0.0257016j -4.9436e-17-4.30386e-05j -2.34141e-14+0.123021j -1.35502e-14+0.074264j 8.80069e-15-0.0450688j -7.2158e-16+0.00181354j -1.22601e-14+0.069458j -7.35514e-17+0.000640332j 4.73761e-15-0.0281734j -1.07287e-14+0.0589383j 2.66694e-15-0.0163468j -1.04168e-14+0.0509363j -8.58744e-15+0.0380743j -1.38416e-14+0.0711005j 9.70976e-15-0.0498376j 9.14689e-15-0.0463648j -2.37119e-14+0.134808j 1.64832e-15-0.0119798j -5.88017e-15+0.0308847j 2.17611e-14-0.116273j 1.11914e-15-0.00756228j 1.34063e-14-0.070752j -9.82725e-15+0.0409487j 8.40428e-15-0.0365599j 2.58148e-14-0.142276j -1.28525e-14+0.0705017j -5.70269e-15+0.0316651j -4.465e-15+0.0204352j -3.8654e-15+0.0238484j 1.71398e-15-0.00530783j 1.54234e-15-0.000511965j -1.55496e-14+0.140321j -5.3049e-16+0.00263643j -1.04395e-14+0.0240288j -2.05295e-13-0.0509565j -1.86664e-13-0.0321892j 1.33932e-14-0.0606375j -4.36901e-14+0.123513j 2.73875e-14-0.142063j 2.71293e-15-0.0158006j 1.01095e-14-0.0515468j -1.36432e-14+0.0508897j -4.5068e-15+0.0220706j -1.23391e-14+0.0612151j -2.27719e-14+0.119367j 5.91404e-15-0.0244341j 1.32495e-14-0.0700115j 1.28647e-14-0.0613238j 1.0333e-14-0.0503727j -1.8002e-15+0.00733078j -5.86162e-15+0.0332177j -1.24776e-14+0.0704473j 1.72074e-14-0.0826801j 1.78186e-14-0.0955737j 9.84028e-15-0.0528632j -8.9102e-15+0.0462183j -2.34976e-14+0.122755j -5.08404e-15+0.027585j 4.45389e-15-0.0256709j -2.25584e-15+0.0150603j 7.57228e-15-0.0433996j 7.65955e-15-0.0399969j -4.15343e-15+0.0244303j 5.33013e-15-0.0307361j -1.93679e-14+0.103039j -6.10869e-15+0.0350042j 1.16415e-14-0.0619679j 1.73616e-14-0.0914616j -1.50928e-14+0.0800164j 1.3999e-14-0.0731953j 1.64019e-14-0.0882146j 1.94908e-14-0.106986j 5.867e-15+0.00767042j 
-1.05731e-14-0.0212419j -8.12553e-16-0.0190172j -1.08239e-16-0.00307043j 3.35905e-17+0.0334273j -4.66227e-17-0.0100074j -2.26983e-17+0.0462133j 1.31885e-16-0.0219365j 2.18958e-16+0.102644j 4.5864e-17+0.0209501j -2.7159e-16-0.0849931j 6.53623e-16+0.0860834j 3.81522e-17+0.0193515j -9.00212e-17-0.14642j -1.06998e-16+0.131576j 1.38458e-16-0.117718j 1.78117e-16-0.0564108j -4.77079e-16+0.00758024j -4.25873e-16+0.0961796j 3.43097e-16+0.10479j 2.49646e-16+0.0444423j 1.06122e-15+0.073296j -4.87722e-17-0.119309j 2.76427e-16-0.0437397j 5.50579e-17+0.0645617j 5.622e-16-0.170776j 1.69831e-16-0.0199033j 1.18252e-16-0.0816591j -5.17851e-15+0.044314j -1.35914e-15-0.0705359j 8.10418e-17+0.00120886j 2.09276e-15-0.0277702j 1.46839e-15-0.0804002j -4.53936e-16+0.0480848j 2.04708e-15+0.179911j -9.63276e-16+0.148853j 8.87456e-16+0.00545361j -9.37728e-16-0.0859463j 9.32262e-14-0.06936j -3.84995e-13-0.125938j -3.92543e-13-0.0367646j -8.49069e-16+0.0749988j -6.39439e-15+0.0438852j 3.54533e-15-0.174525j -4.32429e-15+0.176612j -1.78157e-15+0.0327565j 5.53435e-15-0.0754467j 7.89113e-16-0.0284528j 6.81539e-16+0.0228336j -7.94312e-16-0.0224826j 3.10091e-15-0.0501225j -5.91482e-17-0.10507j -1.20576e-15-0.00434725j 2.88647e-16+0.158753j 5.43698e-16-0.0823446j -2.47733e-17-0.0427035j 2.88568e-16+0.128581j -2.52884e-16+0.0330271j 2.10441e-16-0.0710419j 2.99597e-16-0.122178j -3.66466e-16-0.0710341j 3.99841e-16+0.0215517j -3.82943e-16-0.0621681j -2.91916e-16-0.121215j 2.58628e-17+0.124599j -2.61207e-16-0.146324j 1.20926e-16+0.010173j -4.18128e-17+0.0769706j -6.58071e-16-0.0907842j 1.14612e-16+0.0480016j 1.54167e-16+0.0948707j -2.00937e-16-0.0559679j -1.27482e-16+0.0289137j 1.04378e-16+0.00965203j -1.42598e-16+0.0153651j -3.19351e-16-0.0364377j -3.42688e-16-0.0317929j 3.80052e-15+0.0056573j 
7.64997e-15+0.0231586j 4.86783e-16-0.0872167j -3.57969e-16+0.125839j 2.9016e-16-0.071561j -2.44177e-16+0.0813895j 2.93945e-17-0.0785511j 6.27525e-16-0.104319j 3.53365e-16+0.0186144j -2.65774e-16+0.113373j -5.61118e-17-0.0392195j 2.60504e-16+0.00858738j -1.5027e-17-0.0341502j -9.38488e-17-0.0484011j 2.68591e-16+0.00854081j -3.07801e-17-0.0321966j 5.53202e-16+0.00169993j 2.04076e-15-0.124954j 1.28868e-15-0.0580593j 2.98634e-18+0.0817417j -6.39909e-17+0.109374j -5.57838e-16-0.116346j -2.31707e-16-0.0763822j 2.23325e-16+0.0140495j -4.83214e-16+0.0427095j -4.2225e-16+0.0289555j -5.04786e-16+0.0791833j 1.79043e-15-0.089875j -2.63326e-15+0.0391315j -1.86939e-16+0.151443j -5.11019e-16-0.0816325j -3.92604e-16+0.00732979j -8.13271e-16+0.0284596j -2.96474e-16-0.0534316j -8.47361e-16+0.0107658j -1.72826e-15+0.148309j -1.23005e-14-0.163789j 4.00361e-17+0.0426959j 8.7673e-15+0.00853325j -1.72225e-13-0.0447845j -1.58936e-13-0.0224024j -1.72917e-15+0.0295599j 2.64646e-14-0.167413j -9.87245e-16+0.0300088j -2.3838e-16+0.022134j -1.21069e-16+0.0428512j 1.08396e-15-0.00976559j 7.05108e-16+0.0181359j 7.1481e-16-0.084296j 2.45973e-16-0.174248j -1.73714e-15+0.0404291j -1.23254e-15+0.0467644j -2.03978e-15+0.0878074j -6.59418e-16+0.042009j 1.39025e-16+0.0937429j -2.31071e-16+0.00761128j 1.79355e-16+0.00204403j -2.69681e-15+0.15702j -3.10595e-16+0.067029j -5.34681e-16+0.0481691j 1.33391e-18-0.0896889j 8.8243e-16-0.0767585j 1.53204e-16+0.0287256j -2.01753e-16-0.0221079j 1.84445e-18+0.0642839j -1.6458e-16-0.0273107j -1.48281e-16+0.0152723j -1.19731e-16+0.0646601j -1.36139e-16+0.00157023j 5.64811e-16-0.0726167j 1.33056e-16+0.0671283j -3.41023e-17+0.127913j -4.82773e-16+0.0361623j 3.67068e-16-0.0513438j -5.76762e-16+0.0494461j 1.74881e-16+0.142142j -3.05134e-15-0.000580006j 3.92561e-14+0.0821765j 
5.69084e-14+0.112052j 3.87947e-15+0.163054j 7.43085e-17+0.0469169j 1.33447e-16+0.0661935j -8.9483e-17-0.0642432j 1.99026e-16+0.119125j 1.10493e-16-0.08096j -6.93948e-17-0.0991398j -1.55698e-16-0.0586659j 7.40104e-17+0.00807371j -5.18543e-16-0.0861181j 2.43317e-17+0.0503778j 1.57749e-18+0.041243j 5.57481e-17-0.0484344j 8.9085e-18+0.0144092j 7.18477e-16-0.110929j -3.48451e-16+0.0974148j -2.22312e-16-0.000837461j 9.96709e-18+0.0263087j -3.69848e-16-0.0410127j -5.7611e-16-0.0425837j 4.59052e-16+0.0618626j -9.8788e-17-0.0878324j 6.10193e-16+0.166126j 3.52314e-16-0.100331j 1.72677e-16+0.00797285j 9.54686e-16+0.00881246j -1.42776e-15+0.0308055j 2.50575e-16+0.0121209j 2.75344e-16-0.0128673j 1.03596e-15-0.0735467j 2.40145e-15-0.105156j -5.33018e-16+0.0493262j 1.76204e-15+0.075792j 3.47255e-16-0.11821j -1.4346e-15-0.0225991j -8.10864e-16-0.0962749j 4.02391e-14-0.0811544j 3.94663e-13+0.0832518j 3.38904e-13+0.0643799j -1.34613e-15+0.0960206j -1.78273e-15+0.0267148j 9.19923e-17+0.11726j -3.1305e-16+0.0772885j -1.36096e-15+0.0455514j 7.64116e-15-0.10502j 3.62738e-17-0.0716481j 1.09755e-15+0.0153822j 1.38824e-16+0.0123522j 1.05542e-15-0.0329967j 5.13483e-16+0.00921307j -3.98034e-16-0.0113224j 1.97196e-16+0.101104j 4.70102e-16-0.166281j -4.05197e-16-0.083133j -3.02338e-16-0.0605158j 4.94987e-16-0.0462257j -5.12377e-17+0.0410003j 9.94775e-17-0.0283311j -6.69011e-17+0.00469488j 3.9821e-16-0.0955589j -6.92387e-16-0.10905j -7.85741e-17+0.0155024j -1.05962e-16-0.0493963j 9.6494e-18+0.0398489j -1.16436e-16+0.0510292j 2.91705e-17-0.0865637j -3.15307e-17+0.0077879j 2.34878e-17-0.0565656j -1.00384e-16-0.0989802j -4.87023e-16-0.083602j 1.67417e-17+0.117669j 5.77411e-17-0.0626176j 4.53889e-17+0.06501j -5.24658e-16-0.0496268j 3.9799e-15+0.161952j -5.92694e-14-0.112946j 
-3.94113e-15-0.00807177j -2.99277e-16-0.004746j -1.32735e-16-0.0177633j -3.51573e-17-0.0165294j 2.65947e-17+0.0048657j -3.79657e-17-0.0286565j 7.09311e-17+0.0312878j 1.0863e-17-0.0340707j -3.47269e-17-0.0128866j 1.1712e-16+0.0406402j -1.21847e-16-0.0274583j -2.53361e-17-0.0119389j -3.37602e-18+0.0643686j 1.15319e-16-0.0527548j -8.89735e-17+0.0536041j -1.34687e-16+0.0398832j 9.7249e-17-0.00384873j 2.02545e-16-0.036706j -2.36433e-16-0.0584016j -1.21348e-16-0.0253015j -1.14843e-16-0.0149765j -4.67297e-17+0.0523813j -6.97016e-17+0.0298776j -2.6817e-16-0.0554789j -2.5254e-16+0.086475j -1.61555e-16-0.000281498j -3.00477e-16+0.0442048j 2.69796e-15-0.0278222j 3.59714e-16+0.0143054j 9.29054e-17+0.00949504j -9.68122e-16+0.0215355j -8.46222e-16+0.0470389j 3.34562e-16-0.0225996j -1.07989e-15-0.091248j 5.7542e-16-0.0651885j 1.2762e-15+0.0172709j 5.40405e-16+0.046855j -4.76871e-14+0.0409136j 1.35014e-13+0.0492236j 1.44591e-13+0.00989728j 6.24068e-16-0.0492978j 5.85802e-16-0.00609893j -1.73281e-15+0.058606j 1.95166e-15-0.09114j 8.98796e-16-0.0250612j -3.50487e-15+0.0487032j -3.81003e-16+0.0204843j -4.28467e-16-0.00365911j 4.96878e-16+0.0260139j -1.37775e-15+0.0226169j -3.18663e-17+0.0406694j 7.00647e-16-0.00545701j -1.82247e-16-0.0884477j -2.82445e-16+0.0495377j 1.54658e-16+0.0294358j 1.72947e-17-0.049131j 1.95207e-16-0.0243662j -2.14174e-16+0.0191989j -1.73126e-16+0.0532022j 2.43818e-16+0.0400238j -1.10612e-16+0.0111481j 3.08416e-16+0.039441j 1.16323e-16+0.0539847j 3.55172e-17-0.0551881j 5.47285e-17+0.0623725j -9.43983e-17-0.0129706j 7.98802e-17-0.0290464j 2.5935e-16+0.0391076j 6.18184e-17-0.00629329j 3.61767e-18-0.0355679j 7.23955e-17+0.0231707j -6.0204e-17-0.0324281j 4.5741e-17+0.00939675j -1.06858e-17-0.0206385j 6.19788e-17+0.0084567j -2.7188e-16-0.00772296j 2.36998e-15+0.00441497j 
-1.76692e-14-0.0350694j -3.32129e-16-0.0668802j 2.46808e-16-0.000300805j 2.8876e-16-0.0337191j -3.17402e-16+0.033141j 5.13446e-16-0.0536604j -4.26556e-16+0.0160928j -6.44781e-16+0.0318852j -3.04234e-16+0.0337306j 1.36406e-16-0.00362785j -4.27019e-16+0.0268896j 2.32143e-16-0.0228011j 4.217e-16-0.0133504j -4.42673e-16+0.0115441j 2.28236e-16-0.00335484j -7.32325e-16+0.0415971j 8.9808e-16-0.050078j 9.58813e-17-0.0117215j 3.98835e-18-0.00394146j -1.50084e-16+0.0259335j -3.08775e-16-0.00342777j 3.10151e-16-0.0253853j -3.77976e-16+0.0344953j 5.81997e-16-0.0556111j -5.10638e-16+0.0469144j -3.08574e-17+0.00819112j 2.57399e-17-0.0104442j 5.3953e-16-0.00794496j 1.78719e-16+0.0183358j -2.66876e-16-0.00588574j -8.84372e-16+0.0278937j -1.47708e-15+0.0441333j 3.60192e-16-0.0262682j -6.5129e-16-0.0337959j -1.12562e-15+0.0526561j -1.28874e-15-0.0130775j -7.02316e-17+0.0431077j -1.77998e-14+0.0327198j -1.39833e-13-0.0285223j -1.18596e-13-0.0234632j 7.3459e-16-0.0333617j 4.30326e-15-0.0325818j 5.97518e-16-0.0285578j 4.7566e-16-0.0327209j 7.69536e-16-0.0120487j -3.28002e-15+0.0390177j -3.18672e-16+0.0286303j -3.00689e-16-0.017114j 6.38995e-17-0.0252121j -8.3712e-16+0.0190378j -1.10242e-16+0.00781063j -8.7599e-17+0.0152436j 1.87566e-16-0.0376369j -9.58828e-16+0.0737617j -2.91176e-16+0.0319951j -4.14535e-16+0.0150774j -7.55692e-16+0.0343215j 3.26515e-16-0.00235816j -8.18589e-17+0.0218974j 1.40549e-16-0.00950373j -6.43973e-16+0.0225413j -2.35816e-16+0.0446358j 2.72809e-16-0.00229139j -4.02562e-16+0.019258j 4.17541e-16-0.0102062j 2.94398e-16-0.0163402j -6.01873e-16+0.0345692j 2.02749e-16+0.00190451j -3.56742e-16+0.00819545j -6.29712e-16+0.0383343j -1.7111e-16+0.0479958j 5.73866e-16-0.037825j -3.64041e-16+0.0148563j 2.79858e-16-0.0171469j 4.23363e-17+0.0370084j -7.94531e-16-0.054934j 2.47985e-14+0.0494411j 
