-0.00858665-0.00430495j 0.0212634+0.0601378j -0.0153597+0.0400608j -0.0115081-0.0408019j -0.00988909+0.0108309j -0.00766419+0.0599436j 0.0135236-0.0441131j 0.0283994-0.00194668j -0.0143369+0.0077742j -0.0267719-0.0100464j -0.0326022+0.0752126j 0.00989977-0.0293613j -0.0251699-0.053527j -0.0336703+0.0239015j -0.0230768-0.0216689j 0.0164265-0.0134779j 0.00690541+0.0250971j 0.00349732+0.0148751j -0.0524765+0.0323919j 0.0189994-0.0115863j -0.00736108+0.0221711j 0.0269417-0.0326636j 0.0128487-0.0155493j 0.0170151+0.00588111j -0.028769+0.0413418j 0.00116055+0.0159479j -0.00436421-0.0160531j -0.0020566-0.0370957j -0.0262841+0.00643381j 0.0347142-0.0110575j 0.0191107-0.0034247j 0.0204125-0.0158436j 0.0119201-0.00165667j 0.00743193-0.0158668j 0.00918988+0.0133435j -0.00358492-0.0126733j 0.0159506-0.0115203j -0.0081208+0.0129909j 0.0161065+0.0110781j -0.00146056-0.0153798j -0.0304733+0.0172969j 0.0209795+0.0215173j 0.00798866+0.00312419j -0.000154153-0.00235988j 0.0136757+0.0287304j -0.0412473+0.0161127j 0.0201076+0.00331719j 0.0121188-0.012528j -0.0308622+0.0358366j -0.0094273-0.00159852j 0.00243577-0.00525596j 0.00077374+0.0270508j -0.0319615-0.0029145j 0.00806921+0.040933j 0.0361129-0.00923673j -0.0325496-0.0221792j 0.00021848+0.0187503j 0.00781146-0.0517493j -0.0217179+0.0243347j 0.0652635-0.0117158j -0.0226196-0.00390486j -0.00588848+0.0481693j 0.00430363-0.0121027j 0.0354349-0.0414284j -0.0369025+0.0195681j -0.0287139-0.00738425j 0.0101177+0.0183834j -0.0370209+0.0486986j 0.00929373-0.0497666j 0.0286747-0.0245691j -0.0953242+0.0856051j 0.0720541-0.11106j 0.0947692-0.0598857j 0.0197048-0.030395j 0.0637552+0.063407j -0.0867999+0.0487663j -0.0949452+0.0214628j 0.0549433-0.0172627j -0.0339557+0.0531879j -0.109263+0.187732j -0.0262075+0.00410873j -0.0371854+0.0592848j -0.183934+0.000481704j -0.187465+0.186024j -0.0447358-0.0424905j 0.0250668+0.0184369j -0.0839585+0.0848743j -0.0584731+0.021277j 0.0249957-0.0450456j -0.0516861+0.0195863j 0.00313484-0.017985j 0.0404357-0.0376552j 0.0343463-0.0618901j 0.000207926+0.00388811j -0.1033+0.177674j -0.12148-0.0316865j 0.1183-0.168798j -0.085943+0.0182819j 
-0.00602689+0.0293753j -0.00306239-0.00530516j 0.0203701-0.014238j -0.0356074+0.00543561j 0.00753895+0.0176559j -0.0307834+0.0133207j -0.00227519-0.0110343j 0.0228229-0.0434587j 0.00940217+0.0464896j 0.106194+0.0230367j -0.0223904-0.0459172j -0.000464723+0.00176033j -0.0583461+0.0816096j -0.0373649-0.0902872j -0.0206834-0.0668501j 0.0130695+0.013787j 0.0113535-0.0871559j -0.0127873-0.0287423j -0.0196873+0.0513097j -0.0197679-0.0658777j 0.0640687-0.0335355j -0.0479602+0.0243563j 0.0303369+0.0279999j -0.0357766-0.0391623j 0.0987204-0.0744055j -0.017361-0.00878972j 0.0269702+0.0460563j 0.0814988-0.134008j 0.153429+0.0189174j 0.0133383+0.168478j 0.0734777+0.056994j 0.175145-0.112967j -0.069188+0.172328j 0.0135873+0.0159647j 0.0832162+0.0288066j 0.0124691+0.073273j -0.13156+0.058045j 0.122263+0.0302237j 0.0719403-0.0897076j -0.0404605-0.0422982j -0.0323599-0.0120198j 0.10968+0.0469733j -0.000147226+0.137291j -0.038497-0.0126759j 0.0269791+0.0291939j 0.0753604+0.013589j 0.0881423-0.0726783j -0.0240868-0.0311874j 0.00318246+0.0774396j -0.0679344+0.069244j 0.0138392+0.0576331j 0.0567744-0.0565216j -0.000715671+0.028519j 0.0986544-0.0224844j -0.0788568+0.0177386j -0.00714038+0.081974j -0.0331851-0.00647749j 0.0825823-0.0478972j 0.0192477+0.0287625j -0.00170183-0.03388j 0.0647122-0.0568391j 0.0271673-0.05227j 0.0242171+0.0502155j -0.0679148-0.0110234j 0.0279764-0.0331963j -0.0239453-0.0124703j 0.0540552-0.0262572j -0.0349001+0.0116403j -0.039894+0.056402j -0.00316408-0.00576523j 0.0132118+0.00726865j -0.0284651-0.00827804j 0.0221536-0.0150886j -0.00938877+0.0150939j 0.0314424+0.0129859j -0.00665661+0.0428066j -0.016859-0.0368736j -0.025146-0.0193886j 0.0168127-0.0232708j 0.0171181+0.0234082j 0.0425545-0.015531j -0.029389+0.0112902j -0.0303734-0.0167143j -0.0220743+0.00933414j -0.0045709-0.0212968j 0.00927566-0.00545279j 0.000710696+0.0263744j 0.0269293-0.0165941j -0.0228758-0.036332j 0.0133582-0.000513621j 0.00645717-0.00346926j -0.00958427+0.00168897j -0.0200531+0.00166617j -0.0113146+0.0167985j 0.0116337-0.00824081j 0.00149248+0.00611974j -0.00685749-0.0133777j -0.00911201-0.0146237j 
-0.00370839-0.0126722j -0.00375167+0.0262144j -0.00548491+0.0519803j -0.0193507-0.00807321j 0.0404825+0.00742666j 0.0162203+0.011805j -0.103464+0.0106242j -0.0223732+0.00128211j -0.0370904+0.0412679j 0.030933+0.00283613j 0.0143229+0.0144694j -0.0491293-0.0168713j -0.0166703-0.0756787j 0.00825814-0.0352595j -0.0717013-0.0359812j -0.034074-0.0284653j 0.00661698+0.0584834j 0.104187+0.0184419j -0.0448117+0.0636991j 0.0558285+0.0442277j 0.0174703+0.0292864j -0.0204217+0.00179951j 0.0793937-0.0282536j 0.148464+0.0823984j -0.0441175+0.0824916j 0.0990694+0.0396485j 0.0331836-0.08274j -0.0264848+0.0545526j -0.0148014-0.0535944j 0.0474332-0.0870686j 0.0516961+0.110236j 0.193434+0.0840413j 0.0680111-0.0510992j 0.120614-0.00309653j 0.00816862+0.0534043j -0.0410651+0.0265497j -0.0571609-0.0887635j -0.181028+0.0111379j 0.0877435-0.0475018j 0.0521728+0.0596379j -0.151158+0.00713726j 0.11045-0.117509j -0.0723387-0.03219j 0.0259372-0.0143836j 0.019544-0.019757j -0.0875603+0.0381329j 0.0315077+0.00657173j 0.00831949+0.0635002j -0.026771+0.0931557j 0.0751136-0.00555088j 0.0327588+0.00456693j 0.0136706-0.0978788j 0.032448-0.018983j -0.0343465+0.0197947j -0.130888-0.0156707j -0.0478639-0.0338095j 0.0187631-0.0315646j 0.0303424-0.0219592j 0.00778723-0.0416847j -0.0106687+0.0464291j -0.029699-0.0290276j 0.0186244+0.0266081j 0.00593804+0.0693662j -0.0270792+0.0302428j -0.041255-0.00565484j -0.00927503+0.0318031j 0.00282976-0.00862839j 0.0453909-0.0379601j 0.0183352-0.0017737j 0.00543176-0.0523098j 0.033995+0.0195911j -0.0166079-0.0281305j -0.0230486-0.0107261j 0.0200562-0.0142294j -0.0194814-0.0225061j 0.02031+0.01686j 0.0368002+0.0091641j -0.0198838-0.00625246j -0.00253705+0.0089442j -0.0257733-0.00932445j -0.00501541-0.0361297j 0.00687695+0.00732934j 0.00916756+0.0144735j -0.000696322-0.0348208j -0.00498388+0.010157j 0.00931221-0.00189311j 0.00177713+0.0232716j 0.0239442-0.0183324j 0.000914926-0.00632017j 0.0272468+0.00163675j -0.0204602-0.00482341j 0.0230629+0.0112763j -0.0177982+0.0151027j 0.0307995+0.00172576j -0.0176257+0.000793889j 0.0168247+0.0268767j -0.00240077+0.00547254j 0.00926898-0.00407095j 
0.00785275-0.00422698j 0.00379047+0.00250895j -0.014701-0.00361468j 0.00516553-0.00267657j 0.0651921-0.0204337j -0.041613-0.0474546j 0.0381877-0.0278259j -0.000360108-0.0123694j 0.0475317+0.00737664j -0.0662695-0.0742777j -3.39486e-05+0.00930381j 0.00397011+0.00967476j 0.0193641+0.0564557j 0.0020368-0.0255214j -0.00927039-0.0314206j -0.0779986+0.0472004j -0.126835+0.0262775j -0.0726455-0.0236931j 0.0148897+0.0382568j 0.0546068+0.0677265j 0.0071887-0.000225331j -0.0111948+0.0192424j 0.14326-0.0821628j -0.0198847+0.0704205j 0.113753-0.0387153j -0.197466+0.00865842j -0.0226431+0.023721j -0.0326037+0.0673427j 0.00596214+0.123549j 0.127812-0.0997851j 0.0406519+0.185458j -0.0276949+0.110401j -0.121331+0.0523918j -0.0379278-0.165558j -0.0440046+0.089075j 0.0131716-0.173367j -0.0351962+0.00968281j -0.0484033+0.0994028j -0.0538899-0.0232954j 0.141721+0.00328106j 0.0167223-0.0616852j 0.0241526-0.0520938j -0.100379+0.0261853j 0.111758-0.11448j 0.00557039-0.0305423j -0.075662+0.054579j 0.0128847+0.10681j -0.0719589-0.0127763j 0.0887675-0.0586287j -0.153582+0.0448405j 0.00642683-0.00765572j -0.0211469+0.100789j 0.0284056-0.0346057j 0.0333571-0.106327j -0.0600812+0.00326755j 0.0525196-0.0835871j 0.0266619+0.0199427j -0.0216065+0.000656605j 8.25716e-05-0.0607881j -0.0134433+0.0194773j 0.0107049-0.00870942j -0.0956453-0.030302j 0.0155269+0.000661796j 0.0083808-0.0332297j 0.010408+0.0173969j 0.000302449+0.00957382j 0.0465235-0.0212757j -0.000895913-0.00964302j -0.00585649+0.00713792j 0.00467495-0.060888j 0.0138661-0.0185758j 0.00372099-0.0119126j 0.000195379-0.00557737j 0.0101802-0.000721868j -0.0123669-0.00955569j 0.0200391+0.0131464j 0.00603015+0.0120452j 0.0152066+0.0056009j 0.00340832-0.0116803j -0.00568817-0.0206115j 0.0024066+0.0238629j 0.0425317-0.00464825j 0.00341967+0.0129009j 0.000777508+0.0026088j 0.00881791+0.0104557j -0.00702054+0.0147177j 0.0127499-0.0093964j -0.00542112+0.000476488j 0.00055055+0.0275888j 0.00907789-0.0100389j 0.0107143+0.00220067j -0.000356925-0.00594148j 0.00476963+0.0108754j 0.0138521+0.00296149j -0.0147719-0.00579464j 0.00492692+0.0220454j 6.76658e-05+0.00315521j 0.00444854+0.00981418j 
-0.00549807-0.0231717j 0.00162715-0.0237433j -0.0250259+0.0187904j -0.0295386-0.00117938j -0.0190082+0.00829327j 0.00922336-0.0181203j 0.0288102-0.00639993j -0.0247799+0.0123289j -0.0245467+0.0505925j 0.0342314+0.0565931j -0.0245472-0.0499447j -0.0131019-0.0213357j -0.0812285+0.0171353j -0.0281687+0.0380038j -0.0198265+0.0197246j 0.0985502-0.00616398j -0.094876+0.0487198j -0.00184607-0.035145j -0.014512+0.0772203j -0.00476291-0.041195j -0.12734-0.00642156j -0.0925676+0.0780665j 0.0898538-0.104398j 0.0445199+0.0704417j -0.0104404+9.23805e-05j 0.162958-0.0114621j 0.0127408+0.000301385j 0.054895-0.0752275j -0.0112096+0.0529598j -0.00880083+0.00280551j -0.002978+0.00488719j 0.0820292+0.0298885j -0.0098653-0.117701j -0.0485985-0.0585502j 0.0209732+0.188426j -0.0140294-0.0411062j -0.0320137-0.041508j -0.00990424+0.120477j -0.0463651+0.0797571j -0.0836673+0.013921j 0.121827+0.0401354j 0.0727811-0.14473j -0.0198432+0.0550806j -0.0120102-0.0473397j 0.0560263-0.0261394j 0.010191-0.0123663j -0.0140066+0.0560625j -0.0754515+0.00984323j 0.0839478+0.104424j 0.0279734+0.0175139j 0.0110108+0.0622328j -0.00593298-0.0531474j 0.00892386+0.048363j -0.0436333+0.037909j -0.011094-0.0348778j -0.0887135-0.00328244j 0.0305875-0.0417836j -0.07462-0.0339525j 0.0135741-0.00701231j 0.00990098+0.0435016j -0.0253636-0.0526362j -0.0735859-0.0333764j -0.0447124+0.0572394j 0.0117625+0.0397922j -0.00175921-0.0597366j -0.00948527-0.00722543j -0.011591-0.00226694j 0.00042863-0.00295416j 0.0356066-0.0330066j -0.0270453-0.0513709j -0.0361287+6.74487e-05j 0.0494592-0.00916412j 0.0103058-0.0096241j 0.00423299+0.0176837j 0.0151619+0.0164073j -0.0230666-0.0205246j -0.0154153-0.0336804j 0.0135829+0.00749979j 0.0155744+0.00641823j -0.0180066+0.00284704j -0.0285441-0.00490738j -0.0109318+0.0178987j -0.010005-0.0207831j -0.0378382-0.0160154j -0.0166143+0.00361327j -0.0128758+0.0245248j 0.025861+0.0218334j 0.00207921-0.0260828j 0.0265694-0.034858j 0.0137348+0.015588j 0.0146167-0.00242397j -0.0175744+0.00408235j 0.0162573+0.0202326j 0.00718199+0.00631753j -0.00805032+0.0105538j -0.0071125-0.00395363j -0.00107531+9.39539e-05j -0.0113244-0.0205552j 
0.00297866-0.00717668j -0.00625739+0.0112495j -0.0206701-6.71849e-05j 0.0235666-0.0182964j -0.021129-0.00537202j -0.00619802+0.00679424j 0.0263826-0.0147776j 0.0516393+0.0443893j -0.0402503+0.00881478j 0.0655758-0.013114j -0.0150307+0.00647318j 0.00190667+0.0398462j -0.0162329-0.0448853j -0.0440249-0.0055261j 0.0263316-0.0273803j -0.065422-0.0579525j -0.0119095+0.024552j 0.0374858-0.0866378j -0.0514329+0.0111875j -0.0292641+0.0123492j 0.0525989-0.0193996j 0.0660795-0.0167787j -0.0389427-0.069231j -0.0720956+0.0552139j 0.00896502-0.0309898j 0.0317556-0.0403153j 0.0774326+0.0785882j 0.00836175-0.0950031j 0.101345+0.0522334j 0.0760887-0.0219182j -0.0252287+0.0278802j 0.000704186-0.0754007j -0.0435135-0.0570438j 0.0903174+0.0661821j -0.0494079+0.102827j 0.0665092-0.0101561j -0.104533+0.06656j -0.0230512-0.0548012j 0.0907598+0.0166192j -0.0793626+0.00799909j 0.0318518+0.0697549j 0.050718-0.0279111j -0.0106754-0.00059803j 0.0195366-0.0136842j 0.0105803+0.0684535j -0.00129477-0.149098j 0.0449736-0.0485627j -0.0281901+0.0217322j -0.0780231+0.0224843j -0.00671033+0.124738j 0.0330511+0.0472191j -0.00594709-0.0307145j 0.111216-0.0257891j -0.0304344-0.0357198j 0.0490651+0.0799179j 0.014353+0.0354703j 0.0256574+0.00953819j 0.0117813-0.0390507j -0.0145554+0.0734994j 0.0399899-0.0115777j -0.0322195+0.0487677j 0.0100305+0.0294493j -0.00213442-0.0182733j -0.0546373-0.00856652j 0.012839+0.00895273j -0.00189049+0.00305834j -0.0302466+0.0409899j -0.0122181-0.0212245j -0.00258241+0.0292773j 0.0312107+0.040366j 0.0139317-0.0332348j 0.00222933+0.00572971j -0.00910626+0.00835031j 0.0202332+0.0448475j -0.00742619+0.0251643j 0.00119061+0.0153274j -0.0277551+0.0248021j -0.00601739+0.00271344j -0.000973936-0.0363534j 0.0123375-0.00475373j 0.00111025-0.0195924j -0.00867617-0.00810088j 0.0203677+0.0440346j 0.0137375+0.0181903j 0.011712-0.00296235j -0.024383+0.00366523j -0.00192969+0.000263025j -0.0103088+0.00551476j 0.0077371+7.97492e-05j -0.0188606+0.0108613j -0.0100695+0.0117436j 0.0124461-0.00538064j -0.00536471-0.0051117j 0.00456464-0.0276213j 0.00272217+0.00200175j 0.000626909-0.030614j 0.00715711+0.000883538j 0.00634126+0.0241763j 
-0.00736241-0.0125008j -0.00564574-0.014486j 0.00752931+0.0119742j -0.0093311+0.0116984j -0.0310111+0.0220217j 0.0467577-0.0412122j 0.0373278+0.0246268j 0.0323365+0.0339698j 0.068557+0.0209122j -0.0755066-0.0870288j -0.0692386+0.0399044j -0.0888729+0.0685695j 0.110622+0.0160353j -0.00368566+0.080135j -0.00490305+0.0509169j -0.0303079-0.0610716j 0.0111052+0.0261344j -0.0499258-0.0921264j -0.151142+0.00580432j -0.092581+0.11636j 0.0621411+0.0604317j -0.0386717-0.00411152j 0.0867245-0.0156727j 0.016111+0.108075j 0.128043+0.0109026j -0.0729433-0.136479j -0.147288+0.0178745j 0.119461+0.109616j 0.0408575-0.0295426j 0.0384594-0.0225688j -0.04555+0.0596102j -0.0641266-0.0229156j -0.0699905-0.0338704j -0.0842539+0.0469404j -0.220553-0.0556017j 0.000769298-0.0790414j 0.0139421+0.0674158j 0.0909137-0.030241j -0.0104272-0.0647616j 0.153572+0.00551881j -0.113717-0.157578j 0.152799-0.0299746j -0.0701389+0.00472395j 0.0721383-0.0130456j -0.0017416+0.0888938j -0.108513-0.0594235j 0.024518-0.0729997j -0.0254497-0.00621045j -0.0221153-0.0642107j 0.080238-0.0345428j -0.0321721-0.0119094j -0.0201051+0.0373024j 0.0201517-0.00993164j -0.010965-0.00239396j -0.0425988-0.00650367j -0.00272325-0.0410623j 0.0208493+0.0474373j 0.0333876-0.0170939j -0.00468753-0.00370753j 0.0035085-0.0228j -0.0139153+0.00385357j 0.0168877+0.0166833j 0.00282977+0.00293741j 0.0703198-0.0211588j 0.00982903+0.00480799j 0.011848+0.0371737j 0.0320695+0.00266927j 0.0059736+0.0330651j 0.0349405+0.00197975j 0.0197116+0.0145265j -0.00891497+0.000437159j 0.0296853-0.032414j 0.000896377+0.0185728j -0.0169274+0.0125047j -0.0189707+0.0212436j -0.00406965-0.00624302j 0.00570438-0.00330395j 0.00945824+0.0134585j -0.000630854+0.00598999j -0.0115054+0.0191738j -0.00264454+0.00474798j -0.00470311+0.00785713j -0.0112427-0.0432638j -0.01567+0.00503231j -0.0225505-0.0221062j 0.00396838-0.0164938j -0.0113606-0.0176289j -0.00924057-0.0174809j -0.00960519+0.00705979j -0.00011484-0.00599727j -0.00319575+0.0181359j 0.0212997+0.00331266j 0.00574391-0.0244299j -0.00179516-0.00415456j -0.00951537+0.00698676j 0.00495596-0.0070555j 0.00516943-0.0071923j -0.00293121-0.0128101j 
-0.00165759-0.0201046j 0.00221571-0.00273058j -0.00289211+0.0354996j -0.0232867+0.0140661j 0.0347747+0.00986929j -0.0309225-0.0741806j 0.0282768-0.0529005j 0.0323361-0.0152568j -0.0215178+0.0164157j -0.0367222+0.0345932j 0.0323284-0.0509658j 0.0571614+0.109736j -0.0288835-0.0763084j 0.0262661-0.0491325j 0.0259981-0.0482966j 0.0157467+0.0421834j 0.0811102-0.00472675j -0.0470905+0.126624j 0.0669815+0.0131937j 0.0457378+0.15108j 0.0358835+0.0781442j 0.107691-0.0719555j 0.000131719-0.115123j -0.109351-0.0679268j -0.00980323+0.158905j -0.052885+0.0287288j 0.0119564-0.00828876j -0.0263944-0.0765194j -0.210514-0.126213j 0.00119029+0.00804664j 0.00273378-0.098669j -0.00856313+0.136496j 0.0588912+0.047122j -0.01092+0.0715375j 0.0703158-0.218613j 0.00455032+0.163004j -0.0547372-0.090617j -0.0402395-0.0490806j 0.0107385+0.0553456j -0.0138114+0.150923j -0.00563927-0.00346501j -0.139362+0.00275532j 0.0572704-0.0145256j 0.0140022-0.0511169j 0.0547564-0.107652j 0.038095-0.0338761j -0.0914383+0.0123911j -0.00043368-0.0131923j -0.0121513+0.00990047j -0.0592765+0.0491529j -0.0732071-0.0233185j -0.0524655-0.0193048j -0.0111386-0.0347602j -0.00958428-0.0801044j -0.0183316-0.0581122j -0.0155245-0.0374671j 0.00644565+0.0545362j -0.025686-0.0785438j -0.00605199-0.033355j -0.0403602-0.010988j -0.0306972-0.0263401j 0.00907182-0.0029073j 0.0224262-0.00571895j -0.0634016+0.0492553j -0.0517577-0.00128266j 0.00981096-0.0245401j -0.00374318-0.00484222j 0.0212627+0.00411898j 0.0380701-0.0246191j 0.00475708-0.0474244j 0.0143781+0.0288665j 0.0285671+0.00333747j 0.0142435+0.0151395j 0.00967512+0.0114232j -0.0097108+0.00509421j 0.00832876+0.0195378j -0.00689919-0.011271j -0.000693454-0.00694772j -0.00171098+0.00196283j -0.0032934-0.0212842j 0.0104593-0.0188301j -0.00363063+0.0230219j -0.00576013-0.017718j -0.0189585-0.012262j -0.00751953-0.00375808j -0.0124439+0.0161846j 0.0137643-0.000113947j -0.00798019-0.0210918j 0.0122962+0.0116434j 0.0138545+0.0128037j 0.00935154+0.00580162j 0.00909856-0.00260296j -0.0180496+0.0180761j 0.0226536+0.00818954j -0.0179545+0.00324507j 0.00307548+0.0127591j 0.00076925+0.00809887j -0.00647784-0.00876681j 
0.0294294+0.0455365j 0.00163175-0.0111769j -0.00903522-0.0243285j 0.0210167-0.0471096j 0.0246844-0.0299881j 0.0320124-0.0628421j 0.0532491-0.000514532j -0.0246108+0.0523726j -0.0833628+0.0132833j 0.052045+0.0983049j 0.0400697+0.105669j 0.0843358-0.0165294j -0.026893+0.0151846j 0.0695606-0.0776458j -0.0311296-0.0375508j -0.0835831+0.0752703j -0.0720938+0.00276418j -0.0149434-0.13761j -0.0102415+0.0205919j -0.0952402+0.0791392j 0.0526052+0.072904j -0.0575571+0.109107j -0.0257918-0.0538039j 0.0347726+0.148339j -0.0266007+0.0372332j 0.0222204-0.0659424j 0.0842185+0.0448664j -0.0289802-0.00988577j -0.0585108+0.0427555j 0.0320385+0.110553j -0.0519208+0.0686477j -0.0291995+0.0824402j -0.0742153-0.0200266j 0.00511439+0.153218j 0.150655-0.004473j 0.00801065+0.0126522j -0.0970366+0.0543581j 0.0204544+0.0290922j 0.0229248+0.076151j -0.0954777+0.0188397j -0.0661819+0.021882j 0.0492863-0.0453962j 0.000563575+0.0370204j 0.00434055+0.0406515j 0.055903+0.0589767j -0.0162051-0.014728j -0.0196533-0.052387j 0.00381536-0.00958122j 0.0165637+0.0448142j -0.00970356+0.0128849j -0.0192376+0.0174176j -0.0748861+0.0228972j 0.00358103-0.0228327j 0.0324696+0.0822524j 0.0593992-0.0900114j -0.0350502+0.0169194j 0.0206352+0.0198714j -0.0473371-0.0176092j 0.0304303+0.00624007j -0.0237819+0.00340533j -0.0653459-3.91993e-05j 0.00876985-0.0194137j -0.0492225-0.0100792j -0.0230342-0.0360038j 0.0401333+0.0460684j -0.0359609+0.0229153j -0.00657176-0.0161122j 0.014826-0.0104461j -0.0371674+0.0246493j -0.0285466+0.0234134j 0.0326535+0.00561633j -0.0731598-0.0039448j -0.0505796-0.00459586j 0.0257735+0.0380489j -0.00781847-0.0196215j 0.00364311+0.0209349j -0.00392415-0.00942144j 0.00370623+0.00280013j 0.00848223+0.0037326j 0.030454+0.00627307j -0.00403824-0.00013755j 0.00720482-0.0121673j -0.0175862+0.0336072j 0.00717171-0.00149426j 0.0120851+0.00851168j -0.0114595+0.0247176j 0.0318929+0.0205923j -0.00642981+0.0327283j 0.0262863+0.0070282j -0.0330119+0.0157288j -0.012818-0.0187134j -0.0405596+0.0078619j -0.00525946-0.00829467j 0.000279388+0.00625562j 0.0366553-0.00363249j 0.0148346+0.00152425j -0.00607583+0.000313418j -0.00477754+0.0144407j 
-0.00920204+0.0175834j 0.00959545+0.00275655j -0.0507932-0.0219357j -0.0169693+0.00199333j 0.0125493+0.048761j 0.0263576+0.0183995j -0.0583378+0.012724j 0.0361915+0.00203657j -0.0784344-0.0134059j -0.0390431+0.0670923j -0.00689307+0.00770931j -0.0209598-0.0185974j 0.00800553-0.0391075j 0.0293864-0.0422661j 0.00176305+0.0836984j -0.00934341-0.0145587j 0.00898528+0.0544711j 0.0290698+0.0346518j -0.103003-0.0125526j -0.0570482-0.0698603j -0.174717+0.0280685j 0.0927888+0.113341j 0.0264194+0.104666j -0.00210282-0.0491234j -0.111745+0.0463541j 0.0494889-0.00906263j 0.106131+0.00690009j -0.0752121+0.0965623j 0.0130874+0.0591842j 0.0106374-0.100787j 0.0168859-0.0413541j 0.0255388+0.0359075j 0.0331801-0.0228721j 0.00375053+0.0722194j 0.101196-0.0581214j -0.0584591+0.105464j 0.0292624-0.0289033j -0.0972968+0.0148218j 0.00970372+0.0125789j -0.0371994-0.0146867j -0.0347223+0.0144794j -0.0480038+0.0315142j -0.0274714-0.0229902j -0.0625038+0.0285454j -0.0417939+0.00999024j 0.090217+0.0993183j 0.0110209-0.0325566j 0.0521475+0.0658606j -0.0419088-0.0792819j -0.0767227+0.0166567j 0.0273796+0.0551971j 0.0160103+0.0233279j 0.012286+0.01664j 0.000520491+0.0816143j 0.012157-0.00848879j 0.0203094-0.0256869j 0.00409837-0.027659j -0.0343787+0.0968453j -0.0230916+0.0135468j -0.026262+0.00795553j 0.0337415+0.0467871j -0.018943+0.0109244j 0.00618798-0.00521195j 0.0104702-0.00778514j 0.0026453-0.0301944j 0.0166096+0.0277839j 0.00790789-0.0294571j -0.0730507-0.00632821j 0.009879+0.0295909j -0.0145777+0.0132083j -0.0211391+0.00988889j -0.0206579+0.00416913j 0.012566+0.00568306j -0.00220887-0.0191434j 0.00516383+0.0450031j 0.0324513+0.0117688j 0.0167814-0.0111689j 0.0391364+0.0082484j 0.0230415+0.019646j 0.00881699+0.0366928j 0.0144522+0.00341343j -0.0217253-0.0303023j -0.0210872-0.0298407j 0.00136082+0.0410493j -0.00608627-0.019716j 0.0353601+0.0136739j -0.0134728-0.0206099j 0.00914336+0.0124448j -0.0139206-0.0517463j 0.0116647-0.00585011j 0.00648571+0.00484382j 0.0183906+0.00779337j 0.0136094-0.0204066j -0.0136053-0.00702777j -0.0103596-0.0124322j 0.0182446-0.0119945j -0.00936261-0.0277238j 0.00436535-0.0129101j 
-0.00265843+0.00569992j 0.00427504+0.0253316j -0.0285471+0.000641672j -0.00963161+0.00251628j -0.0073723+0.0101669j -0.0253869+0.0554399j -0.0580022-0.020049j -0.0188318-0.00028002j -0.0267259-0.0210847j -0.00288805+0.0115054j -0.0164947+0.00186389j 0.00544638-0.0579009j 0.000223549-0.0378476j -0.00146911-0.0122499j -0.0268673+0.00883687j 0.0762996-0.0761295j -0.02083+0.0597765j 0.0219519+0.0153458j -0.0555619+0.0602938j -0.0770085+0.0558824j 0.0425038+0.0464994j -0.0336239+0.123214j 0.184888+0.0115772j -0.00526303-0.0806047j -0.0417722-0.0452735j -0.166449+0.00191627j -0.0173424-0.158357j 0.0562159-0.126569j 0.00306985-0.0801113j 0.0355739-0.0941718j -0.0404179-0.0551719j 0.103486-0.0769003j 0.110051-0.0894349j 0.089765-0.0464179j -0.132068+0.00927484j 0.036692+0.128677j 0.0293524-0.0773025j 0.0946701-0.0424672j -0.0606304+0.0500477j -0.0327857+0.133861j -0.046357+0.0814487j 0.109839-0.12179j -0.00237146+0.11514j 0.0413618+0.0430614j 0.0848732+0.0284948j 0.0560745-0.0343936j -0.0110176-0.0709924j -0.0428924-0.0146466j 0.0304785-0.0256869j 0.0533829-0.044176j -0.0254732+0.00551842j 0.0120908+0.00674547j 0.0859555+0.0289946j 0.0253619+0.00336488j 0.00947913+0.00636401j 0.0145822+0.0161812j -0.00371754-0.0419658j 0.00643068+0.0481933j 0.0211617-0.0115027j -0.00541729+0.00397176j 0.0254693-0.0294003j -0.0326121+0.0248227j 0.00952368+0.00656888j 0.00560087+0.0275962j 0.0125365-0.010292j 0.00652741+0.0354464j -0.0475851+0.00780152j -0.00311358+0.0178709j 0.0269987+0.0137598j 0.0112787-0.00818672j 0.0127964+0.00950015j -0.0275394+0.0135285j -0.00792308-0.0122618j 0.00457607-0.0121082j -0.010215-0.00881082j 0.0107652+0.0142255j -0.00100364+0.00551626j -0.0131111-0.0185128j -0.0143188-0.0044105j 0.00824567+0.0125216j -0.00501405-0.0208921j -0.0032912+0.00465401j -0.00327299+0.0278016j 0.0281767+0.00498565j 0.00403417-0.00850591j -0.0057487-0.00607006j 0.00774394+0.00333843j 0.0130871+0.00663132j -0.00473704-0.00233215j 0.00161575+0.0024704j 0.00297412-0.0108219j 0.00825025+0.00906725j 0.00268328-0.00307926j -0.000567155+0.000891411j -0.00969908-0.00119081j 0.0152013+0.00695455j -0.00685129-0.0111877j 0.00700976+0.00861746j 
