0.00403836-0.0137592j 0.00939735-0.00172593j -0.00481656-0.00544625j 0.00208122-0.0187858j -0.00580121+0.00703842j 0.00537595-0.00870281j 0.00597098+0.00235062j 0.00339554+0.00086002j 0.00242655+0.0010351j -0.00923217+0.00833108j 0.0062751-0.00671606j -1.92095e-05-0.000933588j 0.00741697+0.00516859j 0.00793641+0.00496724j -0.0040077-0.0054245j 0.0069758+0.0033443j -0.0044371-0.00565759j 0.00233516+0.00646721j -0.00921855-0.0111729j 0.0152383-0.0068154j -0.0106149+0.000456839j -0.00427623-0.00221248j 0.00407928-0.00761747j -0.00620621-0.000790292j -0.000130604-0.00461851j -0.00566048-0.000927319j 0.00383952+0.00151232j -0.000840531+0.0023505j 0.00487972-0.0060069j 0.000266641-0.00165281j 0.000249594+0.000963795j 0.000324389-0.00305492j -0.00222324-0.00366211j -0.010303-0.0033214j 0.00332208-0.00250738j 0.0150262+0.000616918j 0.00696425-0.000564281j -0.014499-0.00190623j 0.00407771-0.0026889j 0.00671332-0.00184439j 0.0056357-0.00219617j -0.0111983+0.0019469j 0.00402567+0.00210131j 0.00350119+0.0101325j -0.00338264-0.00151144j -0.00319153+0.000498082j -0.00572233-8.18213e-05j -0.00149197-0.000495612j 0.0026548+0.00685911j 0.00189656+0.000944798j 0.00821103+0.00417584j -0.00019804-0.00387467j -0.00303322-0.00178683j -0.00265339-0.000386441j 0.00820064+0.00394473j -0.00432237+0.00350596j 0.00505539+0.00245482j -0.00806729+0.00129759j -0.0118609-2.16466e-05j -0.00523723-0.00831519j -0.00928707-0.00273597j -0.00527966+0.00129965j 0.00556713-0.00463908j 0.00103498+0.00257724j -0.000768684+0.00227859j 0.00053686+0.00353422j 0.00168612-0.00907078j 0.00512075+0.000773641j 0.00316765-0.000495124j -0.000196884-0.00312758j 0.00213937-0.00296079j -4.40968e-05+0.00291164j -0.00307946-0.000349784j 0.000573877-0.00161335j -0.000559663+0.000497399j 0.00102859+0.00212377j -0.000211859+0.00144596j -0.000385165+0.00267151j 0.00274207-0.00194448j -0.00630383+0.00247845j -0.00580149-1.92856e-05j 0.00584163-0.00276226j -0.00325145+0.00165567j 0.0057604-0.00307316j 0.00559791+0.00745196j 0.00762181-0.00390185j -0.0165364+0.000227012j 0.00408479+0.00185217j -0.000475974+0.00247616j -0.0440385-0.0110594j 0.00256773-0.00152564j -0.0212408+0.00443751j -0.0209707+0.00951626j 0.0298368+0.0481131j 0.0280126-0.0452411j 
0.0106311+0.00755986j -0.0119391-0.00903404j 0.00278559-0.00687109j 0.00309713-0.00129333j 0.00872005-0.00700238j -0.00923965-0.00734884j 0.00872249+0.0140474j 0.0041474+0.00370622j -0.00199373+0.0297745j -0.00117615-0.026095j 0.00286844-0.00154524j 0.00448783+0.0262776j -0.00209541+0.00338552j 0.00612946-0.0105042j 0.00199261+0.00150326j 0.00627481-0.0076141j -0.00695172-0.0139092j -0.000771698+0.0248764j -0.00216511+0.00216493j 0.00343891-0.00692387j 0.00550377-0.000223743j 0.0107649-0.00390277j 0.0061616-0.00684397j 0.00602308+0.00329416j -0.0135633+0.00859147j -0.0067016+0.00841904j -0.021667-0.0152298j -0.00874973+0.0171777j -0.0036785+0.00717754j 0.000270783+0.00119654j 0.016314-0.00814465j -0.0114773+0.00066741j -0.00635214-0.00356605j 0.00527334-0.00760279j -0.0027036-0.000188773j 0.00830751+0.00114784j -0.00160616+0.0100431j 0.00736249-0.00212955j 0.0111757-0.00985549j 0.000125292+0.002027j 0.00174978-0.00866271j -0.00446289+0.000426787j 0.00375679+0.00285966j 0.00765434-0.0127789j -0.0176823-0.00189227j -0.00519913-0.00441458j 0.0097057-0.00505589j 0.00293637+0.00876231j -0.0111302+0.00372787j 0.00619027+0.00194999j -0.0161319+0.000137539j 0.0038103-0.000474672j 0.0101216-0.00215607j 0.0160758+0.00333089j 0.00781462+0.00605735j -0.00119056-0.000908146j -0.00819663-0.00315073j 0.00643236-0.0019607j -0.00852905-0.000352002j 0.00913654+0.00537323j 0.00367708+0.00133963j -0.0105121+0.0112954j 0.00993205-0.00429689j -0.00324814-0.00728544j -0.00121406+0.0309866j -0.0174424+0.0218445j -0.0205544+0.012137j -0.0168523-0.0200604j 0.0296311+0.00463122j -0.0171119-0.0120326j 0.00524045+0.0068243j 0.010329+0.00345096j 0.00369063-0.00381781j 0.00205203+0.00392041j -0.00303715-0.00870098j -0.00724719-0.0024962j 0.00118496+0.00181916j 0.0032886+0.00193993j 0.0049094-0.00433864j -0.0119504-0.000231991j 0.00685913-0.00552014j -0.00701366-0.000987869j -0.00284261-1.04551e-05j 0.00221672-0.0122785j 0.00952233+0.00601092j -0.00956101-0.00750007j -0.0063792+0.000404638j -0.00407107+0.0028438j 0.000588264+0.00226387j 0.00428268+0.0082565j 0.00487349-0.000165824j -0.00699077-0.00653485j 0.00327648-0.00496258j -0.000489692+0.00538567j 0.00188486+0.000428824j 
-0.00329897+0.00640994j -0.00196231-0.0124627j -0.00728625-0.00401652j 0.00327609-0.000791098j -0.0132524+0.0165253j -0.000344655+0.00483002j 0.00321702-0.000933274j 0.00129581+0.00599435j 0.0188548+0.0157147j 0.017369-0.00209073j 0.00244671+0.0085703j -0.000446334-0.00695424j 0.00610795+0.001131j 0.00127631+0.000796673j 0.00124857-0.0022755j 0.00094974-0.00128028j 0.000279546+0.00194308j -0.0058297+0.0045308j 0.00214805+0.00481866j -0.00210773-0.00857094j -0.00551697+0.0094289j 0.0158944-0.00589929j -0.0136053+0.0145043j 0.017888-0.0233676j 0.00140267+0.00492575j -0.0109205-0.0142547j -0.00337756+0.00636019j -0.00728151+0.001451j 0.00664867-0.00125409j -0.00215379+0.00194948j -0.0131369-0.0173335j 0.00137521-0.0068301j 0.00508606-0.00144769j 0.0182817-0.00233086j -0.00636685+0.00813875j 0.0182914+0.00638577j 0.00310803-0.0134774j -0.0039453-0.0022138j -0.00788005+0.0333812j -0.00876144-0.00530835j 0.00837808-0.00206822j 0.0186285-0.000118347j -0.0151802-0.00333462j -0.01258+0.00678096j -0.00429191+0.00254968j -0.0161273+0.0156466j -0.0053796-0.000122753j 0.0217899-0.0220949j 0.0128865+0.00275816j 0.00140587+0.0180374j 0.0303864-0.0135207j 0.00128267+0.00748312j 0.00788085+0.000538873j 0.0151465+0.000533908j -0.0233182-0.00839606j -0.011909-0.0168346j 0.00650521-0.00664299j -0.00547609+0.0001363j -0.00250947+0.00333204j -0.00204399+0.0201048j -0.00161835-0.04082j -0.000356213+0.0611101j 0.00409065-0.011372j -0.00970941+0.0106694j 0.066165-0.0384825j -0.0234071-0.0383733j -0.0101656-0.0408503j 0.0557227+0.0173298j -0.055616-0.00254353j 0.0363921+0.0194999j 0.001463-1.36698e-05j -0.00590023+0.000372597j -0.0118092-0.000307673j -0.00625436+0.000655892j 0.0117511-0.000837665j 0.00518759+0.00882925j -0.00633376-0.00424265j -0.00532391+0.0106697j -0.00322773-0.00838367j -0.00231464-0.00523796j 0.0046444-0.00440765j -0.00498451+0.00309181j 0.000405616+0.00248689j 6.89254e-06+0.00350666j 0.00226921+0.00807046j -0.000552479+0.00460833j 0.00294526-0.00147409j 0.00800009-0.00478336j -0.00496286-0.00781631j 0.00349632+0.00411417j 0.00437944+0.00131171j -0.0014087+0.00208049j -0.000799729-0.00453651j -0.00069722+0.0011645j 0.000722112+0.00190247j 
0.0131716+3.19908e-05j 0.00438518+0.00562151j 0.00155235+0.000955615j -0.00159027+9.32904e-05j 0.00439221+0.00102276j -0.000850405-0.00653905j -0.00562877-0.00314804j -0.00940748-0.00553965j 0.00353594+0.00832677j -0.00285433-0.000921526j 0.00138619+0.0113054j 0.000819523-0.0174297j -0.00526224-0.0154495j 0.00538371+0.0085946j 0.000555559-0.000549114j 0.00236378+0.00446519j 0.000146617+0.00137195j -0.00316507+0.00675055j -0.000495484-0.000221724j -0.00452953-0.00556364j -0.00128758-0.0030568j 0.0307732+0.00166776j -0.0209559+0.00381273j 0.0261596+0.00111038j -0.00015516-0.00548489j -0.0420375+0.00507988j -0.00572555+0.00453902j -0.00299531-0.00113671j 0.00611901-0.00933872j -0.0111657-0.00392895j -0.00811912+0.00465985j -0.0178235+0.00259311j -0.0160088+0.00283757j 0.00103545+0.00179005j -0.00108779-0.00128422j 0.00958116-0.00877214j -0.00988754+0.00163524j -0.00481515-0.00410143j -0.00202471-0.0105883j 0.00197598-0.000178524j 0.00505346-0.002477j -0.00709191-0.00605792j 0.00695682-0.00268899j -0.00438933-0.000893927j 0.0147228+0.00202256j 0.0272881-0.00982025j -0.0158543-0.00239192j 0.00128965+0.00209114j 0.0123422+0.00160388j 8.65217e-05+0.00330959j -0.00916804+0.000909873j 0.00281013+0.00376837j 0.00387112-0.000653079j 0.0141329+0.00312859j 0.00937835-0.000676346j -0.0133832+0.00557392j 0.00255878+0.00546896j -0.000904314-0.00210781j 0.00183096+0.00161311j -0.00324962-0.00746073j 0.00339483+0.0160997j -0.00269238-0.0171116j -0.00894424-0.00634543j -0.00405314-0.00702301j -0.0212122+0.00883407j 0.00717589+0.00418312j 0.000482736+0.0173304j -0.021281+0.000934202j 0.00975593+0.00651751j -0.00555006-0.00813079j 0.0094936+0.000279188j -0.00012639+0.00101812j -0.00420808+0.00925409j 0.0105937+0.000667279j 0.00362972+0.00421163j 0.00670545+0.00486692j 0.000542611+0.00275301j 0.00230674+0.00324184j -0.00191586-0.00498671j -0.000619972+0.000676995j -0.00188649-5.04121e-05j 0.00351327+0.000378216j -0.00519004+0.00289713j 0.00644596-0.00286841j 0.00325257+0.000607364j -0.00473282-0.0062677j -0.00590513+0.00587995j 0.0139615-0.00503231j -0.0092562-0.0127175j 0.00269311-0.00142814j -0.00326949-0.00375858j -0.00450365-0.00141474j 0.00286388-0.00892674j 0.00279283-0.000479482j -6.98111e-05-0.00522431j 
0.00437023-0.0130193j -0.0124843-0.0178902j 0.000447274+0.00926637j 0.00421486+0.00469774j 0.00212763+0.0114337j -0.0179859-0.00496832j 0.00993841-0.00742209j 0.0037617-0.00586075j 0.00164893+0.00614725j 0.000941093-0.00416916j -0.0133567-0.00319793j -0.00404856+0.00393406j 0.010497-9.91179e-05j 0.00909383+0.000811087j -0.00410206-0.00154463j 0.00589001-0.000182139j -0.00306923+0.00417792j -0.00324691+0.00166531j -0.00147987+0.00360593j 0.00643448-0.00953356j -0.00351232+0.000167783j -0.00632459+0.0152605j 0.0173553-0.0151079j 0.0285161-0.0160397j -0.00567475+0.0033644j -0.00672716+0.000536813j -0.0179193-0.00271511j -0.000494918+0.00611237j -0.00670668-0.00113351j -0.00122048-0.00211595j 0.00300052+7.52903e-05j -0.0129836+0.00128444j 0.0138411+0.0016572j -0.00197608+0.000168859j -0.00847527-0.00147018j 0.0110897-0.000609038j -0.000731911+0.00834474j 0.00707375+0.00991257j 0.013141+0.00561104j -0.00619455+0.0176392j 0.0048096+0.0168807j -0.0198036+0.00091572j -0.00145022-0.000242914j 0.0129459+0.0188909j 0.0199397+0.0035879j -0.00631613-0.000689572j -0.00278055+0.00644518j -0.00884758-0.00314366j 0.0010629-0.00543705j -0.00359244+0.00273335j -0.00133949+0.00125832j -0.0115704+0.00209578j 0.000815889+0.00177716j 0.00995083-0.00223883j 0.00186971-0.011738j -0.0130147+0.00457374j 0.0105034+0.0121066j -0.0127145+0.00846673j 0.00301917-0.000217595j 0.00294204-0.0117929j 0.00316193+0.0115778j 0.0109239-0.0476777j -0.0161997+0.0158282j 0.00539897+0.0269027j -0.029438-0.0189575j 0.04521-0.00223505j 0.029988-0.0139976j 0.0155685+0.0182721j -0.019779-0.00415908j 0.00579986+0.0163619j -0.0224236-0.000460216j -0.00514204-0.00660395j 0.0106381-0.00456493j -0.000628433+0.00122006j -0.00104296-0.000275081j -0.00486695-0.00365603j -0.00707062-0.00325093j -0.01997-0.00343844j -0.000109708+0.00636161j 0.00276801-0.00239533j -0.000155004-0.000745976j -0.00335405-0.00477853j 0.0082225+0.0025732j -0.00382483+0.01543j -0.010605+0.00700569j 0.0038917+0.0126186j 0.0103753+0.00240277j -0.00229715+0.00157636j 0.00227675+0.00283814j 0.00536476+0.0018942j 0.00253198+0.00293962j -0.00412577+0.00879799j -0.00144642-0.00412591j -0.00538528-0.00793839j -0.00110101-0.0010268j 
-0.00267312-0.0188517j -0.0143926+0.00560044j -0.00965484+0.00934712j 0.000282193-0.00236138j -0.0164062+0.0190038j -0.00580625-0.0117913j 0.0076935+0.0173356j 0.012987-0.010832j -0.00107974+0.0146843j -0.0101458-0.00833247j 0.00743475+0.00910556j -0.00321933+0.000270537j 0.0013902+0.00503848j -0.00376002-0.0176767j -0.00549938+0.00455516j -0.00567788+0.000829502j 0.00014677+0.00515352j 0.00479938+0.0083491j -0.00464425+0.00225307j -0.000533829-0.00367836j -0.0134909+0.0202151j -0.0229193+0.0172769j 0.0164652+0.00604031j 0.0020572-0.000474938j -0.0135341-0.00434441j -0.00207984-0.0023633j 0.00932652-0.00130704j 0.00170859+0.0108577j 0.00664786-0.006055j 0.0036838-0.000712397j 0.00242683-0.0176178j 0.0225045+0.00156502j 0.020247+0.00885167j -0.00396758-0.0113438j 0.00538561-0.00676204j 0.00189922-0.00768341j -0.0156185-0.00158394j 0.0101237-0.00256524j -0.0012071+0.00389402j -0.018858-0.0118407j 0.00434707-0.00323789j 0.0105893-0.00430949j -0.00138639-0.003288j 0.0122619+0.0122085j -0.00582063+0.00370753j -0.0163464-0.00128526j 0.000223959-0.0062102j -0.00137689+0.0101694j 0.00204177+0.00254121j -0.00754038+0.00400658j 0.0057134-0.0035641j 0.00460895-0.0119032j 0.00540459-3.22306e-05j -0.0151447+0.000755613j 0.00736203+0.00654506j 0.000343702+0.00674389j 0.0129207-0.00384312j -0.0166733-0.00111869j 0.0113524+0.0103846j -0.00690499-0.00174856j 0.000886522-0.018691j 0.000893532+0.00105804j -0.00898232+0.00195026j 0.0170624-0.0157687j 0.00930104-0.00762961j -0.0150503-0.0113841j 0.00427445+0.00549037j -0.00891185+0.00806973j -0.00907099+0.00657j 0.00990663+0.00243721j -0.00425526-0.000415388j -0.00404824+0.00232904j -0.00134117+0.00628673j 0.00368996+0.00334527j -0.00100441-7.03079e-05j 0.000968109+0.000623696j -0.00468909+0.00127425j 0.00173371-0.00670032j -0.0041999+0.00506603j 0.00563759-0.00214176j -0.00612405-0.000436008j 0.00733249-0.00516303j -0.00317901-0.00103887j -0.00271388+0.00834471j -0.0112392-0.0118101j 0.000634574-0.00366433j -0.0082437+0.00493032j -0.00178397+0.00170335j -0.000248207+0.00227275j -0.00272692-0.00260131j -0.00971181-0.00267139j -0.00210913+0.000233061j 0.00452851-0.000878358j 0.000459536-0.00774345j -0.00344909-0.01149j 
0.00926235-0.0198486j -0.00811448-0.00289676j 0.00422627+0.00377j 0.00835847+0.00973882j -0.000951263-0.017348j -0.0244685+0.0104319j -0.000285933+0.00100911j 0.000184064-8.09844e-05j -0.00815-0.0151147j 0.00710313+0.0152864j 0.00257832-0.00369119j -0.00153649-0.00544109j 0.00357886+0.00443906j 0.00178034+0.00367451j -0.00119779-0.000785182j 0.000821556+0.00388909j 0.00415018+0.00891067j -0.00191491-0.00687782j -0.00320605-0.00784054j 0.00198076+0.0151511j -0.00828137+0.0200752j 0.011158-0.00425176j 0.0107197-0.0135506j 0.0249031+0.0124468j -0.0178422+0.00742672j -0.00949803+0.0116254j -0.00677761-0.00128895j 0.00326367-0.00632322j -0.0152583-8.91752e-05j -0.00426739+0.0031673j -0.000590369+0.00899543j -0.00155241-0.00498417j 0.00107834-0.00283217j -0.0188747+0.000614219j 0.00252701-0.00415751j 0.0127984-0.000179245j -0.00756108+0.00245483j 0.0355919-0.0082967j 0.00466278+0.00360764j -0.0115486-0.00995956j 0.0144129-0.0145313j 0.00258198-0.00268599j -0.00468293-0.00219213j 0.00499324-0.00987459j -0.0129883-0.00318956j -0.00176986-0.00160705j -0.00714287-0.00872113j 0.0160224+0.0117417j 0.0141454-0.000539159j 0.00723257-0.00552577j -0.0121215-0.00528966j 0.00672786-0.0144876j 0.0102828-0.00450484j -0.00194134+0.00516161j 0.0100313+0.0146079j 0.00925804-0.00386089j -0.0164515-0.0184278j -0.0111546-0.000183756j -0.00260994+0.00883207j 0.00645592+0.007642j -0.00216943-0.0206462j -0.00944088+0.00987615j 0.00558161+0.00966422j 0.00678424-0.0158245j 0.0124876+0.0170091j -0.0308657+0.018198j -0.00520377-0.00050569j -0.00939183-0.00044226j 0.0189941+0.00406806j -0.0045992-0.00827711j -0.0137356+0.0113737j 0.00730897+0.00402861j 0.0107655-0.00016903j 0.00849507+0.00824756j -0.00666346-0.00557277j -0.0127277-0.00885726j -0.00488385-0.00141836j -0.005315-0.00332748j 0.00711231+0.00668765j 0.00162873-0.000374977j -0.00572277+0.00110624j -0.000420271-0.000391505j 0.00330158-0.00698008j -0.00927533+0.00743814j -0.00393396+0.00229268j 0.0151327+0.00555572j 0.00306784-0.00342203j 0.00295269+0.000617844j 0.0039555-0.00408406j 0.0031752-0.00391331j 0.00306564-0.00260872j 0.0138305+0.00603449j -0.00341391+0.0190882j -0.0102576-0.00825695j -0.00499034+0.010425j 
0.00743194-0.0118567j -0.00595097+0.0379818j 0.00542651+0.00335049j 0.00675996-0.00306146j -0.00032712-0.00237971j -0.0148036-0.0189831j -0.0111256+0.0146335j -0.00510513-0.00575382j -0.00702416+0.00864187j 0.00070554-0.015109j -0.000357897+0.0164674j 0.0013618-0.00706001j 0.00103412-0.00395092j -0.000132072-0.0112462j 0.00556137+0.00346589j 0.00363903+0.00105545j 0.00197397+0.00503611j -0.000799356+0.00875501j 0.0107041-0.000169225j 0.00607442+0.00110056j -0.0112592-0.00762967j 0.000853639-0.00907427j 0.000413436+0.0152156j -0.00781669+0.0189924j 0.00368323+0.00808043j -0.0040845+0.00815933j 0.00272442-0.00421131j -7.99774e-05-0.00498572j 0.000583123+0.00231155j -0.00223661+0.00410698j 0.00337164+0.00161691j -0.00374877-0.00335219j -0.0266322-0.00661641j -0.0243188+0.00333908j 0.00512518+0.0100847j -0.0135995+0.00451473j -0.00164732-0.00748879j -0.0110074+0.0106799j -0.00577005-0.00859463j -0.000948547-0.0122524j -0.00230786-0.000768685j 0.0166216+0.00970929j 0.00827694-0.00378803j -0.00984601+0.0083163j -0.000238047+0.00111072j 0.00905118+3.97881e-05j 0.000924066+0.0031586j -0.0142737+0.00432026j -0.000465985+0.00832485j -0.0103873-0.00266089j 0.00550877+0.00445579j 0.0168863+0.00230596j 0.0060981+0.00656925j -0.00619424-0.00743891j -0.00176071+0.00394073j -0.00861255+0.00268039j 0.016077+0.00764068j -0.00400525-0.00319826j 0.00814368-0.0224612j -0.00640033+0.0104332j 0.022714+0.0073236j 0.0151304+0.0104632j -0.00130456-0.0145603j -0.00120288+0.000415241j 0.00580112+0.00376049j 0.00107558-0.00953064j -0.0214914+0.020611j -0.0115502-0.0165011j 0.0107027-0.00635203j -0.00614819-0.0057555j 0.0100462-0.00808739j 0.00558763+0.00387289j -0.0155747+0.0027414j -0.00968349+0.00308056j -0.00721021+0.0112607j 0.00653887+0.00923148j 0.00846331-0.00177223j 0.011721-0.0113894j 0.00116666+0.0100321j 0.00774436+0.00240593j -0.0016225+0.00635767j 0.0179976+0.0121544j 0.0157647-0.00333614j -0.0166036-0.0057807j -0.0119058-0.0122081j 0.0115499+0.014854j 0.0075243-0.00875553j 0.00286978+0.00171706j 0.00443146+0.00191644j -0.00947894-0.00914185j 0.00856916+0.00527838j -0.000951458+0.0252555j -0.0185062+0.0120352j 0.00332756+0.00404581j -0.00306903-0.00696008j 
-0.00407442+0.0454336j -0.0302631+0.0149706j 0.00275282-0.00222091j -0.00172531-0.0109868j 0.00666447+0.0147644j 0.0117644-0.0206061j 0.0119098+0.000596666j -0.00952314-0.0152603j 0.00372715+0.00762394j -0.00968608-0.0071683j 0.00759362+0.00361794j -0.00149174+1.82147e-05j -0.00579993-0.00344029j -0.00364699-0.00304542j 0.00519305+0.00527545j 0.00194313+0.000938186j -5.96847e-06-0.00247128j -0.00789284-0.0147124j -0.00155897-0.003363j -0.00584003-0.00935125j 0.00765426-0.0310774j 0.00655072+0.00567444j 0.00250712+0.0228531j -0.00245217-0.0177161j -7.38887e-06+0.00524825j -0.00168379-0.0105013j -0.011404+0.00266973j -0.0021595-0.00247031j 0.0080023+0.00491701j 0.00182548-0.00341146j 0.0231518-0.00654725j 0.00291909+0.0125893j -0.00652838+0.017926j 0.039777+0.00210167j 0.021724-0.00459506j -0.0144857-0.0133555j -0.0289049+0.000298095j 0.0125259-0.0115097j -9.83724e-05-0.00357192j 6.50916e-05-0.00735812j 0.00691766+0.0117979j 0.0109527-0.00823454j 0.0147095+0.00187083j 0.00994317+0.00560175j 0.00854221-0.00520287j -0.00883458+0.000886015j 0.000171048+0.00188372j -0.0117198-0.000241832j 0.00661136-0.00282303j 0.00645553+0.0112135j 0.00167854-0.00887627j -0.00960664+0.0105392j 0.00242879-0.00532246j 0.00559119+0.0085268j -0.00483199-0.0175028j -0.00448236+0.0124152j 0.0201656-0.0114315j 0.0125635+0.00624252j 0.0102814-0.000790613j 0.00370066-0.0059001j -0.00814609+0.0216085j -0.00178911-0.00822253j 0.00300829+0.000700191j -0.00432855-0.0105145j -0.00985626-0.0136077j 0.0259536-0.0118443j 0.00424708-0.000491397j 0.0039327-0.000378858j -0.0106232-0.00154059j 0.00417275+0.00632604j 0.022286-0.0081226j -0.00848774+0.00360485j -0.0175616+0.00160388j -0.00497823-0.0116703j 0.00845371+9.3276e-05j 0.0160655+0.0148635j -0.000958621-0.00133563j 0.00350169+0.00618225j -0.00126534-0.0116804j -0.0115622+0.00331459j 0.00339573-0.00485593j 0.0154889+0.00659871j -0.00291343-0.0034088j 0.00268399-0.00525031j 0.00915651+0.00906167j 0.00377317-0.00764996j -0.00322378-0.0156829j -0.00309082+0.00295077j 0.0036005+0.00300926j 0.00630488-0.000979137j 0.00888113-0.00590511j 0.0106296+0.00970974j -0.00594873+0.00559579j -0.00608194+0.000408922j -0.00380303+0.0116633j 
0.0207721-0.0121165j -0.0015652+0.0340013j -0.000610548+0.00958553j 0.00187126-0.000513229j -0.00156037+0.00611165j -0.00595897-0.00783015j -0.00164754+0.0027442j -0.00455929-0.00901115j -0.00585175-0.00579742j 0.00150289+0.00221025j 0.000172027+0.00426361j -0.00115257-0.0054028j 0.00204092+3.67894e-05j -0.00143995-0.00893847j 0.00450263+0.00798492j 0.00361159+0.00480611j 0.00328288+0.00769685j -0.00339153-0.0060234j 0.00666116+0.00700587j 0.00556404+0.00587199j -0.00436135-0.00736427j 0.00104505+0.00151273j 0.00256194+0.0131897j 0.00455859+0.00485847j -0.0030929+0.0138385j -0.000570112+0.00533836j -0.00104572-0.00117298j 0.00699003-0.00554124j -0.01195+0.00405169j -0.00351211+0.00225397j 0.00521414+0.000643464j -0.00269429+0.00150755j -0.0115201+0.00536485j -0.0107563+0.00297429j -0.000863829+0.000703359j -0.0178617+0.00183545j -0.00877621-0.00337711j -0.00897803-0.00277159j 0.00393591+0.00196752j -0.0186694-0.0166188j 0.0138021+0.00715017j 0.0152414-0.00048093j 0.00464295+0.000440236j 0.0109073+0.0105698j 0.00355636-0.00394579j -0.00665734-0.0009538j -0.000280337-0.00219832j -0.00643799+0.00772551j 0.00936354+0.00318861j -0.00394662+0.000447627j 0.00586477-0.00561605j 0.00353277-0.00152175j 0.0104298+0.00161436j -0.00986857+0.000276819j 0.00473188-0.000203942j -0.00534833+0.00177359j 0.0231279-0.00805688j -0.0053452+0.0103298j 0.00350575-0.0187734j 0.00858913-0.0101808j -0.000135942-0.0021242j -0.00255981+0.00155049j 0.0047755-0.00187148j -0.000240102-0.00898989j -0.000761234-0.00393005j -0.00430935-0.00601688j 0.00334088+0.0017498j -0.00665865-0.00392772j -0.00186899-0.00374248j 0.00355077-0.00200629j 0.0111797-0.00228799j 0.00028339+0.00270041j -0.0033254+0.00789647j 0.00431905-0.00243138j -0.00260903+0.00235181j 0.00917119+0.00197181j 0.000167247+0.0117508j 0.00899457+0.00337296j -0.00722187-0.00768267j 0.0070372+0.00473399j -0.0034303-0.00116051j 0.00319543-0.0154407j -0.0160851+0.0017038j 0.0105354+1.25307e-05j 0.00487542-0.013456j -0.0112527-0.0276006j -0.023089+0.00887533j 0.00137895-0.00032613j -0.00473238-0.00558398j -0.00608017+0.0035367j -0.00701517-0.00889392j 0.00513179-0.026584j 0.0264404-0.00602503j -0.000271775+0.00764621j 0.0137755-0.00136852j 
-0.00566294-0.038252j 0.043133-0.00263492j 0.0024928+0.0138111j -0.0096975+0.0069175j 0.0124529+0.0109987j 0.0125617-0.00905373j 0.00708541-0.00720409j 0.00305537-0.00391378j 0.00160835-0.00135379j -0.00278815+0.0106613j 0.00695873-0.00770502j -0.00136833-0.000185273j -0.00636737+0.00261811j -0.00480788-0.00100902j -0.00184657+0.00248428j -0.00421699+0.00242005j 0.00137638+0.00113993j 0.00465945-0.000483509j -0.00407551+0.00449854j -0.00569065+0.00214792j 0.00761668+0.0048175j 0.000441955+0.00461016j -0.00556078-0.00296318j -0.000409171+0.00326696j -0.00971054-0.00397058j -0.00293982+0.00217952j 0.00514455-3.26342e-05j 0.00263212+0.00810951j 0.000427357-0.0128914j -0.000133948-0.00338525j 0.000571748+0.000333958j 0.000186703+0.000512984j -0.00496925+0.0100263j -0.0160044+0.0145641j -0.00338444-0.00932504j 0.0136086-0.00615764j 0.000171577-0.00264585j 0.00961218-0.0129281j -0.00296394+0.00377873j 0.00322936-0.00862686j 0.00519621+0.00579084j -0.00068099-0.00612079j 0.00113572+0.00185165j 0.0127071+0.00826389j 0.00130415-0.00528408j -0.00457854-0.00432634j 0.0008615-0.00631102j -0.00361838+0.00723334j 0.00798764+0.00364158j 0.00567199+0.0075272j 0.00860306-0.00723371j -0.000313168-0.00445171j 0.00249943-0.00379175j -0.00529439+0.00562137j 0.00529148+0.00194816j 0.00388934+0.00979073j 0.016299-0.0116831j -0.0116013+0.00273172j 0.00526041-0.00025842j 0.0141586+0.00409119j 0.000849883-0.00696142j -0.00181675-0.00432678j -0.0010484+0.00344886j 0.00705494-0.00174197j 0.000459943-0.000873421j -0.00591962-0.00174041j 0.00641975+0.00452585j -0.00451768-0.000443471j -0.00135694-0.000437139j 0.00215939+0.00186722j 9.0687e-05+0.0047108j -0.0015187-0.00189156j -0.00134027+0.00188203j 0.0065177+0.00389715j 0.00123914+0.00196235j 0.000626647+0.00120915j -0.00524129-0.000157753j -0.00195239+0.0018219j 0.00180625-0.000387873j 0.00208787-0.000355757j -0.00567459+0.00350054j 0.0076424-0.00197326j -0.00682554-0.00296809j 0.00531997+0.0078747j -0.00179363+1.16554e-05j 0.00668071-0.00294335j -0.00434224-0.000794865j 0.00171656+0.0010983j 0.00077839-0.000264774j -0.00095084-0.00508924j -0.00697877-0.00380192j 0.00404742+0.00415976j -0.00401112+0.00323816j 0.00522792-0.00702908j -0.00882261-0.00559402j 
