-0.000690316-0.133775j 0.213447-0.146937j 0.336299-0.0676773j 0.310649-0.223832j 0.112873+0.379745j 0.159742-0.150209j 0.317854-0.27974j 0.0354961-0.24627j 0.456869+0.239233j 0.168658-0.730758j -0.134479+0.338957j 0.143762+0.0992988j 0.183723-0.42602j 0.940887-0.749968j -0.538049+0.242928j 1.09344+0.0220041j 0.217176-0.17285j 0.310609+0.357985j -0.245669+0.00804082j 0.742728+0.695942j -0.878689-0.843483j -0.109269+0.328677j 0.179681-0.27483j -1.01197+0.433252j -0.258211+0.127978j 0.242442+0.53253j 0.653381+0.0770575j -0.184814-0.673492j -0.0659616+0.675965j -0.0424038+0.248528j -0.217044+0.227867j -0.205344+1.12661j 0.384921+0.0750663j 1.04162-0.651653j -0.517956-0.342723j -0.0296514+0.493145j 0.263351-0.730834j 0.0632975+0.366584j -0.271062+0.00186029j -0.467977-0.302488j -0.194159-0.268027j 0.336949+0.818603j -0.0923299+0.922002j 1.35333+0.169541j -0.351744-0.246731j 1.02705-0.960722j -0.591481-0.0255282j 0.358913-0.817219j 0.39577+0.367718j 0.318358+0.768064j -0.740792-0.626849j -0.0371084-0.783602j 0.328844+0.651178j 0.977971-0.0178155j -0.102737-1.24989j 0.825941+0.598063j -0.193861+0.368841j -0.981109+0.490907j 0.556585+0.159137j -0.318206-1.15825j -0.135351-0.507445j -0.30348-0.523621j -0.296527+0.603882j 0.00435447+0.836188j -0.284334+0.424286j 0.252161+0.125174j 0.00691091-0.255155j -1.15809+0.362271j -0.566707-1.88049j 1.68625-0.867934j 
0.0321658-0.267367j -2.59966-0.725367j 7.48311+0.0692326j -0.0958515-0.267745j 0.511948-0.0303983j -17.4028-1.16333j 3.69382+0.0703499j -11.1609-1.27135j -19.3039-0.943106j -26.56-1.6493j 5.31267+0.239773j 34.7341+2.45873j 9.92499-0.0604906j 0.85427+0.0497122j 12.7619+1.6795j 41.5119+2.88367j -37.285-2.72712j 44.3204+3.25553j -33.5078-2.60893j -1.08385-0.378997j 12.798-0.136108j -54.2819-3.68489j 43.7357+3.19742j 23.2157+2.12871j 36.312+3.30593j -80.7941-5.66945j 12.886+0.507535j 17.1456+1.47979j 1.9468+0.99902j 42.741+3.29031j -23.5762-1.65335j 53.4264+4.65384j -49.1725-4.07098j -24.0833-1.68296j 11.7464-33.6546j 31.7153+3.85933j -23.4601-1.14134j 50.4688+3.96231j -51.1674-4.20915j -24.3542-2.46229j -40.2703-3.31772j -3.39216-0.192091j 17.0259+1.561j 11.5517+0.828205j -77.759-6.54622j 33.2334+2.73192j -22.6854-2.41109j 39.2583+3.21273j -50.0845-5.25749j -12.3832-1.84211j 3.56631+0.339233j -30.4804-2.51625j 39.9006+4.57616j -34.0768-3.16027j 37.1587+3.91113j 9.53115+1.27655j -0.744264+0.780075j 12.5493+1.02485j -31.0455-3.17615j 3.46714+0.852871j 21.2984+2.15633j 15.3052+1.20073j 10.5378+1.18954j -1.1352+0.740694j 13.5516+0.673826j -0.693752-0.721862j 1.35504+0.451676j -7.34972-0.549421j 2.21455+0.322522j 0.850463-0.512226j 
0.414112+0.138983j 0.617917-0.342175j -2.96353+0.834481j 1.14289-0.72859j -0.534121-0.794473j 5.24434-0.828978j 0.185612-0.0250567j 4.10341-1.20219j 3.83572-0.27787j 6.39305-1.55872j -0.558757+0.230459j -11.729+2.25395j -5.19757+1.0323j -0.851506-0.370399j -3.40952+1.69883j -13.3792+3.91277j 13.3946-3.0179j -15.0665+1.93164j 11.0059-1.83501j 1.18602+0.0363756j -5.89679+1.25142j 19.7618-4.74806j -15.8631+3.09297j -8.93091+1.21233j -13.2154+1.9514j 29.2608-6.14925j -4.11051+1.54907j -4.73153+2.0126j -1.17005+0.407943j -16.5129+3.75337j 11.234-0.85413j -20.7385+3.59103j 19.8623-4.00703j 9.55181-3.36824j 0.384357+14.6732j -12.1914+1.67671j 10.0736-1.67793j -21.1857+4.83651j 21.971-3.94067j 9.1557-1.97119j 17.4932-2.99963j 0.703972-0.377369j -8.02338+1.24299j -4.95853+0.686507j 35.1541-6.25106j -15.2358+3.20628j 9.84192-0.766604j -18.236+2.40868j 23.0891-4.85557j 5.65363-1.28654j 0.453969-0.762995j 13.5769-2.65649j -19.5096+2.78424j 17.0439-2.02214j -17.9569+3.093j -6.07533+0.255308j 0.843753+0.689956j -3.91789-0.0645254j 16.4025-3.33166j -2.68267+0.651555j -12.9865+2.04382j -9.74636+1.59991j -4.68898+1.33386j 2.62898-0.0301799j -7.93255+0.786705j 0.305495-0.366507j 0.210566-0.00669506j 2.95296-0.638796j -1.26269+0.398961j 0.330019+0.0657486j 
-0.562018-0.191732j 1.41916-0.544978j -3.87775-0.412099j 0.18484-0.275919j 0.373575+0.153315j 9.82741+0.622628j -2.61097+0.298088j 6.53486+0.741881j 12.1556-0.368839j 14.5898+1.11901j -2.78874-0.303363j -20.5546-1.44324j -6.12763-0.0118384j -1.54916-0.615308j -6.6798+0.0699325j -24.3507-2.33195j 21.7124+1.47066j -24.8794-2.69304j 19.2291+2.04842j 1.34748-0.283979j -7.93396-0.0379128j 31.7638+2.47631j -25.3454-1.67814j -13.6499-0.741438j -20.7997-1.82158j 47.5464+3.69439j -6.66338-0.905338j -10.86-0.533058j -1.00271-0.313458j -24.9304-0.989262j 14.7138+1.46814j -30.043-2.62385j 28.6882+2.70988j 13.8345+1.07328j -6.43374+19.728j -18.7735-1.18678j 13.0471+1.15086j -27.828-2.20963j 29.4287+2.82739j 14.1974+1.61371j 23.2397+2.32703j 1.84766-0.839795j -9.22709-1.42824j -6.03454-1.59321j 44.7176+4.56265j -19.7015-2.04655j 13.6708+1.49945j -23.0912-1.23426j 29.7359+3.15284j 7.11088+0.760919j -0.973581+0.481113j 17.2999+2.75423j -23.7683-2.61659j 19.0705+1.30695j -21.5244-2.08388j -5.09757+0.197269j 0.193185+0.521567j -7.65746-1.03508j 17.7124+1.72734j -1.30303-0.809522j -12.527-1.51385j -7.94368-1.25158j -5.88092-0.181452j 1.74067+0.41873j -7.30027+0.28626j 1.04308-1.09626j -0.295404+0.0176416j 4.13137+0.965071j -0.888721-0.621804j 0.165487+0.210307j 
0.0103568+0.320671j 3.53526-0.594782j -10.8359+0.093418j 0.892041+0.390946j -0.676661-0.459022j 22.2365-2.54647j -3.38904+1.52789j 16.2044+0.734491j 25.1718-2.33374j 35.1549-4.21838j -6.00616+1.24749j -48.2198+4.39739j -15.579-0.741486j -1.48865+0.0501693j -15.448+0.832295j -57.7418+1.73709j 53.1852-0.845431j -62.2046+1.7332j 47.4884-2.4662j 2.95824-0.154816j -19.5989-0.0798409j 75.3886-3.75157j -62.2148+2.73915j -34.0926+0.0291719j -51.324+1.58356j 119.611-3.22963j -16.4408+1.26145j -24.6561+0.60264j -3.8867-0.951541j -63.6858-0.435272j 36.2461-0.485889j -75.9489+0.0903736j 73.7267-1.22374j 34.8214-2.16392j -12.6942+52.3909j -49.4376-0.595056j 34.9639+1.81149j -73.6347-0.560891j 75.6883-0.463897j 35.9206+0.277443j 63.6176-0.942632j 4.16308-0.98233j -24.8717-0.648425j -16.5188-1.2468j 119.483+2.47199j -50.9124-1.18574j 34.1172-0.083517j -62.014-2.33236j 75.165+2.92839j 19.4676-0.544707j -3.18377-0.299835j 47.1599+2.57707j -62.0271-1.37506j 53.2533+0.224822j -57.6484-1.52335j -15.6897-0.594059j 1.56006-0.100323j -15.9549+0.955546j 47.8443+3.72025j -5.85039-1.33492j -34.9616-3.95653j -24.6888-2.13131j -16.1333+0.718251j 3.40683+1.41929j -22.105-2.22596j 0.625211-0.583909j -0.97404+0.521013j 10.8525+0.0487658j -3.45186-0.589126j -0.0275912+0.36545j 
-0.237285-1.33521j -5.33881-0.101259j 16.4466-0.660332j -1.82111-1.39787j 1.67105-0.58383j -37.3535+3.64187j 6.59041-2.68436j -25.9566+0.799262j -39.6703+6.72313j -55.1783+6.82796j 9.01658-3.25679j 76.6557-6.01829j 27.481+2.87139j 2.65015-0.791642j 25.9472-3.62355j 91.4959-4.49505j -85.0755+3.66976j 100.224-4.60828j -75.3519+2.81394j -3.07708-0.165346j 30.8738-2.01655j -124.173+3.59947j 99.9713-3.11994j 53.8142-0.67216j 82.947-2.67103j -189.327+5.04352j 28.8565-1.49357j 40.6648-2.30145j 3.70965+0.336221j 101.202-1.71361j -57.8252-0.794092j 122.741-2.56564j -118.683+2.73018j -54.2446+2.20279j 19.873-81.8596j 78.6823+0.27826j -54.8391-1.33907j 118.961+1.0228j -122.86-1.63218j -56.8851+1.15239j -100.806-0.0736375j -3.94774+0.0900566j 41.67+2.01478j 29.3091+1.33285j -189.771-3.29035j 83.1611+2.20105j -53.4514-0.116858j 99.8663+1.86525j -124.257-2.49874j -31.1889-1.44071j 3.32244+0.169967j -75.5655-2.42865j 100.587+4.06433j -85.4278-2.43153j 92.2065+3.52699j 26.4985+2.66004j -2.66039-0.362525j 27.5391-3.25717j -76.9462-4.45738j 9.37775+3.18147j 55.6697+6.30924j 39.8751+6.0411j 25.8539+0.628209j -7.01341-2.5259j 37.4783+3.30345j -1.80033-0.431353j 1.44247-1.52963j -16.4475-0.378653j 5.25671+0.153975j 0.1086-1.35029j 
-0.145569-0.665128j -1.9605+0.913424j 7.22202-1.23765j -1.00247+0.0302314j 1.29902+0.745324j -13.3857+0.618348j 1.97286-0.268292j -10.6542+0.93552j -14.6104+2.70061j -21.4556+3.25767j 2.55362-1.75815j 30.9972-3.75312j 13.4907-1.06532j 0.333036+0.165722j 9.29562-0.780299j 37.7715-4.15681j -34.4602+2.75828j 41.3662-5.06333j -30.9517+4.1106j -2.74087-0.589383j 12.587-1.56193j -52.2879+5.94354j 41.0197-2.81464j 23.6585-2.17471j 34.427-3.52732j -79.7883+7.72198j 11.4143-1.9092j 16.8115-2.10333j 3.2243+0.642645j 41.771-3.53482j -25.4185+2.62334j 52.5348-4.81205j -50.7062+4.49176j -23.3243+1.72241j 5.71355-36.7429j 33.9167-2.06302j -24.4015+1.96026j 51.3944-4.39236j -54.5561+4.27791j -24.8153+2.06125j -44.5683+2.48486j -1.71481+0.752193j 19.1358-1.27489j 12.6383-1.12063j -85.0059+6.01112j 37.2959-2.64666j -24.0496+1.61449j 45.4213-3.19717j -56.4519+4.04744j -13.454+0.162425j 1.72269+0.211843j -34.5812+2.8826j 45.341-3.2489j -38.5434+2.45839j 43.3536-3.3548j 12.648-0.497072j -1.71792+0.436055j 10.6103-0.501171j -36.461+2.01537j 5.30037-0.0826151j 27.1813-1.13051j 21.0892+0.631372j 11.68-1.27676j -4.50567-0.546948j 17.9123-0.706162j -0.15852-0.311991j -0.00185045-0.110121j -7.20306+0.375459j 2.76069+0.0958056j -0.496585-0.0421007j 
0.0482706+0.446493j 2.50218+0.275567j -7.02884-0.352099j 0.50977+0.0682108j -0.736499-0.283765j 15.4887+0.254021j -3.29267-0.0148267j 10.5894+1.15453j 18.1457+0.578551j 24.9849+0.58227j -4.38134-0.033872j -33.5691-1.51939j -11.1787+0.142497j -1.15456+0.557121j -11.3653+0.306671j -38.8138-1.41971j 36.2666+0.933627j -42.1414-0.984437j 30.897+1.4244j 1.12628-0.696577j -12.631-0.447679j 51.509+2.90904j -40.8178-1.20988j -22.7706-0.386711j -34.2916-2.18685j 79.2352+3.7305j -11.6168-0.144601j -17.3024-0.523144j -2.14779-0.683885j -40.8706-2.03808j 22.9788+1.26829j -50.7646-2.69642j 49.3586+3.34883j 23.0095+1.31091j -11.0462+32.5144j -30.7185-1.24758j 23.2317+3.08465j -48.1886-2.95751j 50.4487+2.59868j 24.4434+0.33655j 40.9103+2.65285j 2.36308+0.334702j -15.0434-1.8484j -11.453-1.42289j 75.4983+5.12724j -33.561-1.58607j 21.9107+0.701989j -40.3673-2.36365j 50.2673+4.17608j 13.3439+1.47257j -2.14771-0.275483j 30.029+1.54504j -40.0678-1.36442j 34.3063+2.52823j -36.7942-3.66727j -10.6731-1.62265j 1.67479-0.537722j -10.8516-0.766286j 31.4014+2.29251j -3.5306-0.629867j -21.3528-2.1502j -14.9428-0.879808j -10.6148-0.770623j 1.91296+0.402073j -14.9348-1.12386j 0.756623-0.472694j -1.09365-0.304082j 6.9259+0.761223j -2.00362-0.256999j -0.363873+0.294417j 
0.922248+0.223826j 0.720961+0.203996j -2.40313+0.133388j 0.784825-0.556143j -0.127065+1.02833j 3.22414-0.267534j 1.24101-1.27363j 2.88762-1.01948j 3.7448+0.0482154j 4.63383-0.194472j -1.05418+0.0671306j -8.2377+1.70181j -3.88086+0.686406j -0.384866-0.926232j -2.04922+0.630573j -9.64718+2.44202j 9.24419-1.75631j -10.5996+2.12959j 8.66732-0.754071j 2.31665-0.528473j -3.11639+1.48329j 13.213-3.28863j -10.5546+1.96525j -6.16675+1.34369j -9.11429+1.30211j 21.6758-3.55745j -3.53342+0.0202986j -4.96364+0.467071j -1.38462+0.781747j -10.6612+1.72373j 7.27116-1.94149j -14.8808+2.46134j 15.1979-2.76054j 7.16574-0.926014j 0.307979+10.1313j -8.69768+2.2356j 7.39761-1.78191j -13.9208+2.77904j 16.6914-3.39654j 6.07039-0.315554j 12.6773-2.54195j 0.313904-0.514956j -5.03406+1.64651j -4.45903+0.366988j 24.3128-4.19307j -11.2511+2.48802j 7.0338-1.54027j -13.8695+2.69518j 16.4627-2.98972j 3.19455-0.0409476j 0.128282+0.145122j 10.9037-1.95235j -14.4978+2.27742j 11.7458-2.36326j -13.4042+2.40015j -4.70713+2.00386j -0.138762+0.299269j -2.36229-0.0770553j 11.0143-2.51242j -2.24742+0.417712j -9.62212+1.99043j -6.67647+1.48883j -3.26192+0.917778j 1.39749-0.496799j -6.03386+1.02847j 0.213295+0.131354j 0.365937+0.108643j 2.53925-0.232526j -0.849926+0.847583j -0.00486692+0.118899j 
-0.000137332+0.789313j 4.24498-0.285076j -14.3469+0.23965j 1.99912+1.37136j -0.277782-0.147672j 29.9448-1.78091j -5.30233+2.30389j 21.6161-0.335157j 31.3929-4.73458j 45.291-5.15688j -7.7155+1.83029j -62.6397+2.60201j -22.5018-0.804285j -1.41223-0.751359j -22.0296+1.15848j -76.7487+3.51628j 70.3497-1.90506j -79.4108+2.77599j 61.1061-2.59082j 3.34084+0.470238j -26.1961-0.5366j 102.488-2.49643j -80.9714+1.26732j -43.5927+0.58692j -66.9207+1.51788j 155.242-4.58673j -23.8759+0.960828j -34.2112+3.43844j -4.72108-0.280868j -83.0831+0.513761j 45.9483+1.9159j -100.329+0.341426j 97.1273-0.774673j 47.7707-0.115263j -15.8187+69.9825j -62.2697+0.503982j 45.5737+1.40966j -98.2884-2.20254j 100.853+1.28067j 47.2774-0.966975j 82.3016+0.162388j 4.72006-0.389376j -33.2884-1.73058j -22.7926-0.676418j 155.685+4.59446j -69.0036-1.42705j 43.2627+0.894726j -80.3304-2.0951j 103.043+2.68386j 25.7159+0.575538j -1.87523+1.07103j 62.4603+1.18541j -81.2519-3.88698j 69.379+3.43639j -75.818-3.31217j -20.4267-2.49857j 1.19913+0.598635j -20.86+0.765492j 64.3141+5.23931j -8.2936-1.75162j -46.4555-5.69741j -33.6342-4.60804j -22.1143-0.213681j 5.81676+2.02897j -30.2094-2.42103j 1.69803+0.14123j -0.88049+0.758869j 14.1359+0.219104j -4.46698-0.669452j -0.368595+0.548515j 
-0.218548+0.0973843j 2.0969+0.397778j -5.95111-0.559426j 0.272263+0.263445j -0.214037+0.0501121j 14.2245+0.4301j -3.31516+0.637302j 8.42971+0.778767j 15.3983+0.925507j 22.0868+1.51357j -4.28202+0.0875719j -29.4605-2.47263j -8.72576-0.259844j -0.89731-0.0863969j -9.3939-0.452008j -32.9484-2.77222j 29.843+2.70004j -35.4566-3.29223j 27.7452+2.50146j 1.65368+0.565245j -10.6678-0.940666j 45.2846+2.37101j -35.6808-3.93913j -18.8458-1.92804j -29.5784-2.32701j 67.2944+7.50198j -10.5991-0.0211972j -14.404-0.603626j -1.32059-0.609203j -34.0664-4.15496j 20.2992+2.30787j -42.6242-3.77165j 41.5494+4.42421j 20.674+2.00079j -9.84344+28.0778j -26.4233-4.22607j 17.9401+2.48033j -40.3297-4.49295j 42.87+3.86835j 19.7156+2.02027j 35.1956+4.5824j 2.59552+0.292359j -13.672-1.28154j -8.87562-0.52794j 63.7438+8.47275j -27.972-2.47901j 18.9573+2.17014j -32.6358-4.59141j 41.0781+3.28282j 10.9375+1.40416j -1.15237-0.624935j 24.5497+2.89745j -33.6477-4.10679j 29.4239+3.48071j -31.2172-3.89602j -8.55829-1.13901j 1.00942+0.176725j -9.88598-0.476684j 24.3519+3.40865j -2.50382-0.442221j -16.8544-2.68786j -12.5343-1.76659j -9.50159-0.823811j 1.45908-0.176615j -11.3939-1.08932j 0.823782-0.209532j -0.770905-0.0809058j 5.896+0.778647j -1.45605-0.560689j -0.348844+0.143014j 
0.769045-0.319605j -2.53744-0.603704j 9.49289+0.266781j -0.104192-0.565236j 1.28266+0.190986j -21.6032-1.90539j 5.06489-0.0326146j -14.3083-1.16653j -25.4214-1.30662j -33.7598-1.69168j 7.18973-0.298324j 44.1664+3.50591j 12.3793+2.07254j 1.66234+0.23556j 15.7711+1.30159j 51.4247+3.69905j -47.4353-3.89181j 55.418+5.58302j -41.3814-3.53731j -2.24953+0.232469j 17.7921+1.31856j -67.7106-6.2004j 53.8701+6.02201j 29.2794+2.1883j 45.4154+4.415j -102.931-10.0574j 15.7699+1.98928j 22.8347+2.05977j 2.89126-0.814987j 53.9979+5.67424j -30.1762-3.20681j 66.9438+6.6216j -64.1571-7.04935j -30.6707-2.12067j 13.857-43.4899j 40.7515+5.63529j -28.7023-3.03821j 61.899+7.42886j -64.4095-6.99658j -31.1115-2.57929j -52.8341-5.88965j -2.93411+1.10064j 20.4548+2.94954j 14.2987+2.755j -98.305-11.5978j 43.0788+4.91068j -28.6314-2.49803j 51.4367+7.05086j -64.6676-7.58052j -15.3889-2.00369j 1.9469-0.280401j -38.9379-4.13562j 50.6662+7.00447j -43.8778-5.24707j 47.1058+5.67259j 12.1067+2.43351j -1.0443-0.16059j 16.1852+1.9553j -38.5248-5.00146j 3.27856+0.508549j 26.1133+3.75625j 17.6821+2.59087j 13.4897+1.27163j -2.26439-0.575022j 18.0173+2.87126j -0.6207-0.252733j 1.55396+0.144977j -8.8214-0.613126j 2.84172+0.599511j 1.12584-0.219441j 
0.0617705-0.478504j -1.74334+0.0844769j 3.97731-0.791864j -0.554291+1.21646j -0.464225+0.287711j -9.02622+0.435425j 1.77928+0.436976j -6.13884-0.273246j -8.59822+0.107944j -13.1162+1.49428j 1.45614+0.531517j 16.5942-0.29094j 8.54709+0.984446j -0.19928-0.263582j 5.06804-0.326817j 21.2109-0.657714j -19.6268+0.953459j 23.3055-0.582875j -17.7465-0.147512j -1.99363-0.264911j 8.12747+0.806614j -27.9433+0.746102j 22.6219-0.736872j 11.2212-0.683567j 20.118-1.04756j -43.6549+1.38669j 6.46707-0.0548442j 9.1252+0.574771j 2.23712-0.0403697j 22.9401-0.969379j -14.1628+1.38699j 29.2397-0.888097j -27.9144+0.735798j -12.0681+0.237202j 3.93147-20.3973j 17.7427+0.420532j -13.6355+1.13242j 27.9668-0.223669j -29.689+1.26405j -13.4263+0.633556j -23.0782+0.416428j -1.15076+0.143446j 10.1636-0.431956j 7.40475-0.297124j -46.9982+1.33685j 20.4993-0.804424j -13.8917-0.622416j 24.4182-0.75116j -31.0561+1.26324j -7.66224+0.284932j 0.267426+0.748959j -18.8498+0.569041j 25.5707-2.0569j -20.7568+0.735287j 22.5727-1.03345j 6.38857-0.318676j -0.608332+0.198413j 5.62153+0.248558j -19.3812+0.560887j 2.93103-0.0650153j 14.6827+0.162038j 10.6172-0.420545j 6.65822-0.314399j -1.93822+0.241152j 9.71073-0.561813j -0.617934+0.276712j 0.111102-0.0186706j -4.07397+0.127927j 1.4419-0.433851j 0.0353314-0.225408j 
-0.0223682-0.303231j -1.05197+0.240381j 3.33924-0.68257j -0.488878+0.432247j 0.185309+0.216503j -6.21237+0.46192j 0.898611-0.0558443j -3.4126+2.42151j -5.53303+0.809462j -8.41658+0.842937j 2.61286-0.777354j 13.3078-0.602008j 4.11893-0.369609j -0.0212402-0.181797j 2.50149+0.110436j 16.0074-0.444562j -15.177+1.82127j 16.829-0.818801j -12.1198+0.0289323j -1.3592+0.43813j 5.5737+0.449079j -21.5774+0.882376j 17.2376-2.51059j 10.2106-0.584882j 15.2047-1.1697j -33.4513+2.35649j 4.84787-0.514317j 7.67927-0.229246j 0.0532819+1.04562j 18.9897-0.537999j -9.39308+1.73616j 22.7753-2.04152j -21.1813+1.18333j -9.20506+0.633437j 2.8283-15.8638j 13.5619-0.113756j -11.0218-0.518912j 22.4316-1.72257j -23.106+0.932618j -10.3566+0.576904j -18.8214+0.727107j -1.33674-0.369485j 7.66921-1.00388j 5.27187+0.0506026j -36.3893+2.74771j 16.1784-1.24441j -10.7306+0.477781j 18.53-1.19181j -23.753+1.67541j -5.57152-0.176229j 0.0726102-0.114001j -14.5399+1.35407j 19.6416-0.921075j -16.7172+0.828201j 18.4241-1.26518j 5.31843-0.735083j -0.547212-0.415624j 4.37635+0.203702j -15.0605+1.01595j 2.41259-0.246567j 11.7812-0.80669j 8.44772+0.110816j 5.01553-0.471336j -1.76301+0.0804613j 7.68977-0.436052j -0.0540531+0.111425j -0.0632316+0.0414578j -3.21245+0.199393j 1.1551-0.2059j -0.0312118-0.121962j 
-0.329719-0.384522j 3.69029-0.554166j -10.4612+0.140671j 0.80214+0.502384j 0.835103-0.941265j 19.3025-2.60371j -4.46469+0.289439j 14.1694-0.337524j 23.658-3.05384j 32.7252-2.15881j -6.54689+2.22886j -43.7055+1.92358j -15.5671-2.06068j -1.86071+0.757971j -13.9042+1.63058j -52.3393+1.40681j 47.311-1.92158j -57.2391+0.924642j 44.7742-1.96045j 1.1635+0.323301j -17.379+0.39582j 71.609-0.369076j -54.3492+0.531196j -31.1428-0.907797j -47.3975+0.754577j 107.955-0.812707j -17.3339+1.24794j -23.8167+1.32541j -1.95837-1.09126j -57.0106+0.598561j 33.1365+1.30154j -69.8002-0.0373306j 66.4566-0.342021j 31.2183-0.563867j -12.2105+47.026j -42.8597-1.83555j 30.989+1.01497j -67.1798-1.58691j 69.4608+1.59404j 33.1883+0.943241j 55.3776+1.87813j 3.4856-0.796858j -22.6648-2.33729j -16.3596+0.00402525j 106.565+5.1673j -46.7439-1.95611j 29.9993+0.975838j -55.2043-3.57926j 70.2138+3.94628j 16.9751+0.864619j -1.81927-0.363184j 43.3362+2.11328j -56.6279-2.81313j 47.7379+2.50515j -52.8642-4.19059j -13.4241-1.54598j 2.19757+1.11918j -14.57+0.570989j 43.1045+4.46958j -5.55142-0.959459j -31.2066-3.04837j -20.995-4.58094j -15.1734-0.693943j 3.18425+1.89824j -20.5829-2.14573j 0.620834-0.626783j -0.458456+0.468281j 9.67874-0.182243j -2.07756-0.743795j 0.148396+0.789346j 
-0.366405+1.41622j 4.3974-0.166544j -14.8694+0.14325j 1.90632+1.33474j -2.06552-0.228249j 30.6309-4.42087j -3.92903+3.6277j 22.8693-1.01016j 33.5948-4.13661j 47.451-5.77423j -8.82258+1.75751j -67.1784+3.97319j -24.26-1.92107j -0.787443+0.237326j -22.2579+2.58665j -81.2875+4.96955j 74.0552-4.37794j -87.5988+4.59611j 66.0703-3.0354j 4.01945+2.72937j -28.6398+1.8385j 109.996-5.3362j -85.0456+4.55182j -47.7495+0.944343j -72.0698+3.74716j 164.858-5.56519j -24.483+0.981513j -35.6612+1.3824j -5.46122-1.5798j -87.1807+4.14454j 51.4191-0.0206629j -107.476+2.22692j 103.361-0.536325j 47.8385-0.458975j -15.7807+74.7791j -68.2164+0.706326j 49.2743+0.599942j -103.978+1.34526j 109.16+1.42358j 49.4793-1.75694j 88.0295+0.265831j 5.63428-0.991321j -36.507-0.438951j -24.5978-1.42445j 165.875+1.62455j -74.1548-1.44991j 48.2762+0.159489j -87.1885-3.20866j 109.452+2.4127j 25.8948-0.653825j -3.203+0.704219j 67.3467+2.39133j -88.0476-3.61277j 75.5243+2.1004j -81.9183-4.25995j -24.0608-3.04332j 2.09097+0.0850722j -22.022+2.25773j 68.6512+4.23484j -9.00579-2.17871j -50.5167-5.58935j -35.8772-4.80236j -23.6416+0.0107585j 6.40379+1.7049j -32.9501-3.15772j 1.01427-0.271438j -1.02025+1.2196j 14.683+0.378736j -5.16804-0.671914j -0.216698+0.479424j 
0.566754-0.191044j -2.87259-0.343683j 9.65614+0.874481j -0.0791114-0.900163j 0.777165-0.550518j -21.1157-1.20237j 5.15572-0.38533j -14.4394-1.33882j -24.8347-0.126359j -34.0077-1.3996j 6.39753-0.079045j 43.6626+3.05153j 14.5346+2.04925j 0.463-0.396354j 14.3939+1.85262j 52.9434+4.78007j -47.8875-4.16908j 56.3646+3.00942j -43.1389-2.78568j -2.22197-0.757826j 16.7684+2.0333j -69.9874-5.74469j 54.9016+5.15529j 30.285+1.80376j 46.6137+3.01043j -106.832-9.32348j 16.0441+1.73823j 24.5173+2.35852j 3.07867+0.782375j 55.3305+5.48276j -30.7901-1.88887j 68.133+5.97845j -65.4114-6.54233j -30.6026-4.56661j 16.2432-45.987j 42.961+4.15764j -29.8354-3.25233j 63.6281+7.60295j -67.3209-6.63254j -32.395-2.87541j -55.2218-5.51013j -3.46256-0.144005j 21.6858+2.19784j 15.1435+1.47158j -101.757-11.401j 45.3662+5.17995j -29.4663-2.30579j 53.3778+5.63254j -67.466-7.84963j -16.5659-1.94221j 2.80269-0.798041j -41.4824-4.5529j 52.9591+5.82122j -45.2037-4.55838j 49.3853+5.64218j 12.8294+1.46193j -1.07859+0.535984j 15.0623+0.54733j -39.4929-5.84731j 4.3793+1.07075j 27.5956+4.38629j 19.6954+3.64234j 14.5437+1.81756j -2.76766-0.57409j 19.2082+2.30835j -0.722312-0.416307j 1.04521-0.211728j -9.33889-1.08059j 2.54664+0.764369j 0.519185+0.0690857j 
-0.0933561-0.684616j -0.812616+0.242962j 2.48439-0.280837j -0.566055+0.0915964j 1.12521+0.114455j -2.4955+1.42276j 0.0681777+0.887294j -3.35888+0.52249j -3.31036+1.17069j -5.85661-0.356868j -0.759634+0.80942j 7.50846+0.422786j 3.90636-0.684355j 0.529617+1.03997j 2.61302+0.144109j 9.14287-0.884377j -10.6204+1.44671j 12.1049-0.641268j -9.78702+0.404063j -1.02866-0.875633j 3.91915+0.223529j -14.753+1.08506j 12.2948-0.932707j 5.99544-0.0400293j 10.1252+0.0234213j -23.2198+2.21519j 3.99632-0.650125j 5.02039-0.45808j 0.826132-0.626774j 13.3429-0.692739j -8.04628+0.596518j 16.0196-1.53356j -14.9322+1.57168j -6.89435+0.81999j 1.58619-12.0709j 10.3338-0.690982j -7.69438+1.09811j 15.9765-1.03873j -16.912+2.7665j -7.69458+0.102613j -14.7596+1.58001j -0.928974-0.105658j 5.62505-0.964996j 3.94665-0.49094j -25.9857+3.58333j 12.0264-0.905929j -7.48601+0.550192j 13.1863-2.24564j -17.5311+1.79662j -3.38409-0.161847j 0.955751+0.0560347j -10.2585+1.19712j 14.6508-1.94339j -11.9268+0.670861j 13.9326-1.64846j 4.47765-0.564948j -0.641857+0.296565j 2.69615+0.206409j -11.4565+1.85035j 1.96351-0.372524j 8.83468-1.37483j 6.75586-0.565474j 3.68621-0.535j -1.55171+0.296488j 6.06994-0.735845j -0.11379+0.427259j 0.09582+0.341161j -2.35678+0.267606j 0.917434-0.423991j 0.0221228-0.0627629j 
