0.0498964-0.0983147j 0.073635+0.0333659j 0.0341221+0.0963857j -0.0877643+0.119731j 0.00988078-0.0125265j 0.0461383-0.0377686j 0.0235369+0.041417j -0.0103438-0.0137j 0.000237591+0.0577836j 0.15097+0.0935296j 0.0605069-0.126996j 0.0894207-0.0605459j 0.0571807+0.0671466j 0.0304422-0.0108151j 0.154537+0.0789684j 0.00442402+0.039693j -0.00150495+0.0199039j -0.0190333+0.0737639j -0.122218+0.0027791j 0.0757089+0.0298225j 0.0544892-0.154881j 0.0061381-0.0139909j -0.0308364-0.00108932j -0.0151743+0.0248683j -0.01973-0.0920241j 0.0172919-0.0143729j 0.0418871+0.0212169j -0.00135148+0.0887109j -0.00378374-0.0414297j 0.00265564+0.0474047j 0.0604476-0.0289785j 0.0439176+0.0683971j 0.0469255+0.00725933j 0.0112847+0.00539894j -0.0906279+0.0346376j -0.0830331+0.0267206j 0.0983615+0.131188j 0.00397513-0.10641j 0.044831+0.108038j -0.124522+0.102816j 0.0355372-0.00792964j 0.0154175+0.0179681j -0.0482294+0.026558j -0.114473+0.0819179j 0.0506976+0.0120389j -0.0275889+0.0473156j -0.00312686-0.126898j 0.00365938-0.0268711j -0.0145202-0.036363j 0.106791+0.0429199j 0.0788414+0.0636669j 0.0609699+0.0523186j -0.0383471-0.0257581j -0.0765797+0.093209j -0.0584335-0.0144095j -0.0986256-0.14159j -0.126609+0.0509396j -0.108349+0.0138938j 0.00215231-0.0848641j -0.022223-0.0393431j 0.0847945-0.0473044j -0.0872938-0.115834j 0.0582406-0.0815648j -0.0323135-0.0492647j 0.00416364-0.192323j -0.1579+0.0200491j 0.135989-0.0363946j 0.0207708+0.0661539j -0.00755823+8.04346e-05j 
-0.000509028-0.00182931j 0.00024833+0.000872852j -0.00150516+0.00352566j -0.00116403+0.00208326j 0.00333372-0.000181733j 0.00212375+0.00146951j 0.00025825-0.0012784j 0.003021+0.00216633j -0.00313666-0.00268554j -0.00144227-0.00302171j -0.00263208+0.000882497j -0.005164-0.000769368j -0.00791206-0.00450706j 0.00262869-0.00233221j 0.00675607+0.00465539j -0.00304129-0.00315707j -0.00115253+0.000332778j -0.00247326-0.000292525j -0.00284713+0.008196j -0.00227852-0.000375067j -0.00486285+0.000626973j -0.0034773-0.0029318j -0.00204688-0.00135055j 0.00257096+0.00276093j 0.00337229+0.000114403j 0.00212258+0.00573732j -0.00320408+0.00306589j -0.00158514-0.00277009j 0.00211242-0.00075894j -0.00437783+0.00872547j -0.00821651-0.00329875j 0.00241715-0.00341362j 0.000369836-0.00291467j -0.00858302+0.00652283j -0.000830099+0.0024821j -0.00118049-0.00396381j -0.00580839-0.000323791j 0.00615512+0.0059776j -0.00206314-0.000666352j -0.00549433-0.00125116j 0.00164845+0.00582422j 0.00403256+0.00101328j -0.0143153-0.011992j 0.0115286+0.00133889j -0.0026219-0.00105987j 0.00848928-0.000845926j 0.00286371-0.000160646j 0.00204532+0.000934114j -0.00419796-0.000539068j 0.0135517-0.0101178j -0.00504514+0.00479523j -0.000130505+0.00345796j 0.0067367-0.00454118j -0.00405618-0.00272243j 0.0111174-0.0081329j 0.00448226-0.00430056j -0.0019811+0.000571897j -6.05106e-05-0.00277074j -0.00383691-0.000149365j -0.00381557+0.00152346j -0.0112883-0.00107009j -0.00760699-0.000156896j 0.000815052-0.000409841j 0.00569219-0.00484586j -0.00707167+8.43711e-05j -0.00255596+0.00167317j -0.00667379-0.000739105j -0.00228116-0.00046132j -0.000562396+0.00123693j 
-0.000214347+0.000754719j -0.00346623-0.00187926j -0.00103244+0.00112329j 0.00148156+2.23126e-05j -0.00107153+0.0011007j -0.00113373-0.000769313j 0.000902078-0.00190618j -0.000196385-0.000424912j 0.00259166-0.00128421j 2.90556e-06+0.00141995j 0.000105213-0.00548298j 0.0100766-0.000733935j 0.00450225-0.0073316j 0.00646374-0.0054828j -0.00259995-0.00191105j 0.00120565-0.00569741j -0.00197585-0.00505161j 0.00162271-0.00654248j 0.00110946-0.00169757j -0.00191157+0.000241007j -0.000391599+0.00236927j 0.000440132+0.00544165j -3.20861e-05+0.00840668j 0.00132697+0.00108609j 0.0013709+0.00244843j 0.00180524+0.0019737j 5.4467e-05-0.00174256j 0.00306745+0.00226212j -0.000831474-0.00133025j -0.00488007+0.00417794j 0.00279897+0.00114914j 0.00737458-0.00543509j -0.00174214-0.00244512j -0.0045893+0.00780475j -0.00132185-0.00373789j 0.00422444+0.00655185j -0.000563966+0.0085723j -0.00202156-0.00346291j -0.00581783-0.00953854j -0.00731978+5.99395e-05j 0.00695608-0.0103021j 0.00452915-0.000385641j 0.00125364+0.003327j 0.00703596+0.00226681j -0.000455856-0.00638249j 0.00246172+0.0028952j 5.15237e-05-0.00361771j -0.000406478-0.0041042j 0.00150131-0.005735j 0.00685616-0.00248625j 0.00534021+0.0036881j -0.00870145-0.00346226j -0.00407838+0.00153101j -0.00918552+0.00534177j -0.000711464-0.00166757j 0.00207416-0.00134149j 0.00342321-0.00246039j -0.00253702-0.00491773j -0.00646313+0.00251106j 0.0140298-0.000209405j 0.00455967-0.000339815j 0.00519851+0.00115477j -0.00670278+0.00204299j -0.00624652+0.00217243j 0.00469841+0.00262505j -0.00207362+8.14627e-05j 0.00613825-0.00135879j 0.00135333+0.00122938j -0.00212277-0.000755902j 
0.00019022-0.00120802j 0.00231786+0.0016032j 0.000418263+0.0017523j 0.00170737+0.0040401j 0.00434817-0.00325617j -0.000977796+0.00392308j -0.00235065-0.00480163j 0.000680602+0.00300857j 0.0028757-0.00267209j 0.00236016-0.00218316j 0.000698373+0.00574166j -0.00391543+0.00280395j 1.76304e-05-0.00441222j -0.00340614+0.00109233j 0.000824072+0.00396742j 0.00223377+0.00122712j 0.000425648+0.00135207j 0.00165707-0.000433778j 0.00115251+0.00120351j 0.00247006+0.00188328j -0.000618054+0.000891407j 0.00185282-0.00429669j 0.00205349-0.00333751j -0.00142925-0.000993627j -0.0018267+0.00166559j -0.000328215+0.00384186j 0.00135556+0.000719556j -0.00263812-0.00690601j 0.00108884+0.00140799j 0.00504145+0.00209211j -0.00340766+0.000889598j -0.00143723+0.00015437j -0.00352241-0.000871053j 0.00561348+0.000741114j 0.00208407-0.00474272j -0.00200071+0.001175j -0.00448852+0.00309838j 0.00166257+0.0108j -4.11081e-05-0.003647j 0.00524698+0.000160854j 0.00382585+0.00854505j -0.00149228+0.00236329j 0.00353919-0.00259801j -0.00360668+0.000670985j 0.00784088-0.00675201j -0.00456675+0.00447029j 0.00191622-0.00456806j 0.000610514-0.00359767j 0.0119163+0.00252076j -0.00766051+0.00191881j -0.0041752+0.000949938j 0.00515743-0.0025308j 0.000160389+0.00375715j 0.00534666-0.00142436j -0.000879334-0.00207366j -0.00266211-0.00287389j -0.00480467-0.00394132j -0.00375936-0.00163095j -0.0026004+0.0121727j -0.00250069+0.00264234j -0.0138613-0.0105315j 0.0060746-0.00709621j -0.00861348-0.00572658j -0.00313214-0.00920608j 0.00429554-0.00106529j -0.0068844+0.00703325j -0.00492904-0.00346632j -0.00722489-0.00255826j 5.06819e-05+0.0036242j 
2.69456e-05-0.00288196j 0.00188517-0.000238136j 0.0011449+0.00296354j -0.00141122-0.0014785j 0.00289881-0.001636j -0.00344464+2.22311e-05j -0.00203098-0.000809828j 0.0047188+0.00439032j 0.00194117-0.00217692j -0.00125926-0.00282673j 0.00165767-0.000443885j 0.000924283-0.001211j 0.00637382-0.00358567j 0.00594932+0.00400541j -0.00364645-0.0046509j 0.00284985+0.00319329j 0.00111511+0.00130507j 0.0049187+0.00206904j -0.00296417+0.00466927j -0.00234543+0.00270562j -1.00889e-05+0.00184327j -0.00390123+0.0049046j -0.00156178+0.00108376j 0.00149475+0.0018005j -0.00390656+0.00195465j 0.0013573+0.00121517j 0.00206668-0.00242445j 0.00484343+0.00170904j -0.00456458-0.00319452j -0.00388535-0.00345941j -0.000529189+0.00387429j -0.000131191-0.00322354j -0.00363336+0.00088371j -0.00247634-0.0026824j -0.00576949-0.00652416j -0.00697704-0.00076473j -0.00225254+0.00155222j 0.00118865-0.00232219j 0.00014703-0.00938904j 0.000791376-0.00240983j 0.00638842-0.0025243j 0.000396658-0.00452932j -0.00604066+0.00114205j -0.00235931-0.000746402j -0.000814498+0.00207303j -0.000313931+0.00559858j 0.00464672-0.00642551j 0.00305179-0.00459522j -0.00148742+0.00173778j 0.00467575+0.00134559j 0.00379989-0.00206922j -0.000642504-0.00555455j -0.0037001+0.00322484j -0.00454882-0.00525599j -0.0031118-0.00260202j 0.00284385+0.000766665j -0.00356271+0.00120783j -0.00440691-0.0030912j -0.00579874+0.00201596j -0.00370373+0.00104683j -0.0164968-0.00291371j 0.00495735-0.00195902j 0.00652833-0.00239698j -0.00139349-0.00603094j 0.00878025-0.000536118j -0.00362985+0.0048683j -0.00859507-0.00318501j -0.00246003-0.00257083j -0.00177388+0.00277038j 
0.000306758+0.00239731j -0.0013189+0.00135077j 0.00414659-0.00270196j 0.00412418+0.00417881j -0.00364889+0.0025838j 0.00219615+0.00381494j 0.00177945-0.00389589j -0.00388933-0.00312601j 0.00394106-0.00515535j 0.00035773+0.00345157j 0.00330223-0.00021912j 0.00360819-0.00197692j -0.000602289+0.00259354j 0.0051746-0.00260559j 0.00484008-0.00133068j 0.00457667-0.00458126j -0.00311671-0.0104934j 0.0066175-0.00241661j 0.00160165-0.00188407j -0.00113015-0.000906989j -0.000923134+0.00808427j -0.000531754+0.00164417j -0.00191865+0.00280185j -0.000899893-0.0019114j 0.00332326-0.00722337j -0.00119372-0.00387277j -0.00276407+0.00103493j 0.00354545+0.00546264j 0.00329492-0.00125771j -0.0011373+0.00407042j 0.00753251+0.000594346j 0.000686122-0.00427324j 0.00343899-0.00161387j 0.00162593+0.00630543j 0.00254681-0.00203334j 0.00375449+0.00212171j 0.00510631-0.00553417j 0.00484141+0.00867729j -0.00382229-0.00332287j -0.00504647-0.0112732j 0.00158083+0.00356866j -0.00212052-0.00485111j -0.00143222-0.00277885j 0.0013779+0.00217887j 0.00418735+0.00102758j 0.00188262+0.000156513j -0.00453063+0.0041572j -0.00174314+0.00611967j 0.0042724+0.00987694j 0.0044354-0.00370507j -0.00436959+0.00413376j 0.00593808-0.00620038j -0.000517748+0.00616583j 0.00216314-0.00164588j -0.00233725+0.00205872j -0.00444388-0.00523272j 0.00487766-0.00482108j 0.00252371-0.00186842j 0.0173214+0.0125617j -0.000538904-0.00687936j 0.017199-0.00705066j 0.00333838-0.0067968j -0.011929-0.000418032j 0.00213648+0.00122637j 0.00302744+0.00374509j -0.000782136+0.00817575j 0.00756812-0.00530794j 0.00302736-0.002092j 0.00330008-0.000709642j 
0.000777747+3.6969e-05j -0.000410534+0.000348693j -0.00449035+0.00297108j 0.00135488-0.000960218j 0.00203614-0.00195212j 0.000842769+0.0018531j -0.0016657-0.00157389j -0.00503774+0.00140702j 0.00151697+0.00238361j 0.00536291-0.00235479j -0.00373199+0.00453671j 0.0020642+0.00386478j 0.000746985-0.00711483j -0.00310107-0.000697442j 0.00223996+0.00398228j 0.000795194-0.000369641j -0.00337892+0.00106762j -0.00262159-0.000634063j 0.00552787-0.00241275j 0.00614204-0.00230636j 0.00254322-0.000785716j 0.00318455-0.00544908j 0.00253694-0.000699194j -0.00702619-0.00492692j 0.00374185+0.002729j 0.000129659+0.00848664j 0.000130471+0.00232165j -0.00267526-0.00838359j 0.00424743+0.000622615j 0.00468133+0.00276059j -0.00324212+0.00390633j 0.00266771-0.00203741j -0.00214667+0.00139216j 0.00173618-0.0018575j 0.00300679-4.98749e-05j -8.10146e-05+0.00148446j -0.00111003+0.00409805j -0.00206628+0.00265813j 0.00105108+0.00104643j 0.0018906+0.0029725j 0.002867+0.0029738j 0.00153446+0.000507205j 0.00542476-0.00180953j 0.000216844-5.84748e-05j 0.00345143-0.00936108j 0.00221577+0.00121103j 0.00119005-0.00369547j 0.000356366-0.00120899j 0.00534856-0.0011385j -0.00348855+0.00107464j 0.000487784+0.00271767j 0.000223515+0.00424339j 0.00217519-0.00280024j 0.00225359+0.00370246j -0.000584572+0.00137802j -0.00068334-0.0011064j -0.00106266-0.00100207j -0.00209353-0.00117248j -0.00649602+0.00291858j 0.0042617+8.77413e-05j -0.00330328+0.000149395j 0.000109771-0.00171398j -0.00218884+0.000146971j -0.00199514+0.000160111j 0.000243543+0.000558421j -0.00181135+0.00303014j -0.00123034-0.00286798j 0.00103502-0.00061956j -0.00153571-0.000108605j 
-0.000439435-0.000220295j -0.00182881+0.00165549j 0.0016503-0.0013404j -0.000336489+0.00511895j 0.000673033+0.00128066j -0.000414742-0.000574558j 0.001223-0.000446574j 0.00480911-0.000315007j -0.00156699+0.000904558j -0.00453623+0.000339457j -0.000516934+0.00239688j -0.00617575-0.00171634j -0.0048351+0.00262258j -0.00796142+0.00346097j 0.00118577+0.00846574j -0.00482306+0.00134936j 0.0027437+0.00208138j -0.00622748-0.00535j -0.0029898-0.00123758j -0.00556582+0.00139663j -0.00575398-0.0065362j 0.00158958-0.00247563j 0.00337774-0.00325352j 0.00809057+0.00599031j -0.00253289+0.00234844j 0.00294918-0.0025164j 0.00261627+0.000157611j -0.00827319-0.000932935j -0.000522344+0.0038997j 0.00525482+0.00326377j -0.00396092-0.00589073j -0.00144536+0.00613893j 0.000294729-0.00277911j 0.000529366+0.00229864j 0.00289697-0.00242041j 0.0030532+0.00326321j -0.00329786+0.00545374j 0.000780228+0.00599652j 0.00355003+0.0040584j 0.00386507+0.00870346j 0.000677196+0.00652702j 0.00260641+0.00950548j 0.00778615-0.00601696j 0.00222601-0.000539886j 0.000740831-0.0029911j -0.00869354-0.00212014j -6.74975e-05+0.00210537j -0.00021975-0.000787684j 0.00886812-0.0116895j -0.00922988+0.000817398j -0.00331108-0.000567563j 0.000735171+0.00474994j 0.00486249-0.00407358j 0.00468983+0.000717702j 0.00155983-0.00233434j 0.00075617-0.00306536j 0.00111031-0.00509861j 0.00103361-0.0022156j -0.00720871+0.0031705j 0.008052+0.00209578j -0.00227902+0.00234337j -0.00426007-0.000482888j -0.00574258+0.00173236j -0.000689954+0.00271905j -0.00608245+0.00227215j 9.48295e-05+0.00212944j -0.000883947-0.00466037j 0.00315393-0.000834906j -0.00258248+5.51218e-05j 
0.000781364+0.000650228j 0.00271002+0.00101787j -0.00178902+0.000661971j 0.000759305+0.00136144j -9.02848e-05-0.00103863j 0.00312201+0.000309826j 0.000189691+0.000426191j -0.00229328-0.000503768j -0.00203632+0.0023098j 0.0011193-0.000137649j 0.00153883+0.00245319j -0.00346153+0.00495014j -0.00258247+0.00687946j -0.00238907+0.00214363j 0.0070213+0.000457377j 0.00104283+0.00174768j 0.00144274+0.00307832j -0.000860416+0.00416476j -0.00019163+0.000131296j 0.00227262-0.00200133j -0.00202521-0.00212709j -0.00167567-0.00456324j -0.0031864-0.00471939j -0.00224786-0.00156173j 0.00140744-0.00130683j -0.0028673+0.000766892j -0.000351875+0.0015735j -0.0034913-0.000987222j 0.00388422+0.00117434j 0.00330812-0.00285454j -0.00289263-0.00154073j -0.000265178+0.00404662j 0.00156961+0.000925078j 0.00229712-0.00425833j 0.00373267+0.00243497j -0.000589177-0.00195732j -0.00213648-0.00363902j 0.00298544+0.00118224j 0.00831855+0.00605629j 0.00402056-0.0012739j 0.000478842+0.00713035j 0.00106886+0.00433844j -0.000218144-0.00185611j -0.00380105+0.000195175j 0.00140253-0.00167274j -0.0017577-0.000128776j 0.000459195+0.00172389j 0.000434101+0.00254747j -0.000904907+0.000833459j -0.0049401+0.00445752j -0.00196331+0.00210675j 0.00541964+0.00145922j 0.000778359-0.00240538j 0.00445796-0.00185143j 9.30177e-06-0.000775645j -0.00396805+0.000320031j -0.00202265+0.0018041j 0.00260883+0.000799928j 0.00457995-0.00312661j -0.00335161+0.00173652j 0.00214153+0.000761135j -0.00587405+0.00185783j -0.000357699+0.000344595j 0.00331612-0.00116604j -0.00515274-0.000900591j 4.95157e-06-0.00202414j 0.000680827+0.00225074j -0.000551174+0.00125464j 0.000925357-1.658e-05j 
-0.00027339-0.000506328j 0.00271181-0.00084944j 0.00114213-0.00101082j -0.000544056-0.00080941j 0.000193955+0.000449468j 0.000791534+0.000729848j -0.00046511+0.000478843j -0.000153735-0.000242426j -0.000257035-0.00207453j 0.000357247-0.000371259j 0.00157926+0.00108725j -0.00373896+0.000400941j 0.000433239+0.00114348j 0.00111912+0.000239653j -0.000628626-0.00348703j 0.00121559-0.000475219j 0.00132953-0.00224033j 0.00528065+0.00361354j 0.000855679+0.00175896j 0.00119792+0.000132799j 0.00408003+0.00265234j -0.00291077-0.000212773j -0.00414344-0.00149814j -0.00241368-0.000464907j -0.00481191-0.00370241j -0.00192941-0.00117206j -0.000265788+0.00094506j 0.00331811+0.00102525j -0.00151276-0.00120457j -0.00201769-0.00226812j 0.00106029-0.00112976j -0.00354817+0.000925422j 0.00187705+0.00112743j -0.000223083-0.00108236j -0.000188549+0.000949435j -0.00633828-0.00203888j -0.00385971-0.00712997j 0.00431408-0.0001858j -0.000267151-0.00163188j -0.000908733-0.0046102j -0.00112594+0.00496494j -0.00772633-0.00271232j -0.00736245+0.003523j -0.00247379+0.00347903j 0.00256599+0.00624436j 0.00117363+0.00034585j 0.00122172+0.000686091j 0.00339815+0.000823646j -0.00026578+0.00917286j 0.00231134-0.000969365j -0.00310704-0.00226628j 0.00103871-0.00609443j -0.00012144+0.00194334j -0.00263067-0.00444036j -0.000265198-0.000635839j 0.000560944+0.00345932j 0.000669444+0.00196691j 0.00397313+0.00165436j 0.00838554-0.00267291j -0.0126523+0.00412644j -0.0052423-0.00347428j 0.0020016-0.00178994j -0.000108837-0.00378684j 0.000550149-0.00630625j 0.00140779-0.00176251j 0.00433867+0.00143645j -0.000711497+0.00259478j -0.00192001-0.000978557j 0.00258258+0.00121691j 
-0.000194677-0.000913626j 0.00203833-0.00013836j 0.00096425+0.000282654j -0.00025688-0.000678324j 0.000736793-0.000287904j 0.000161554+0.00109525j -0.00111251+0.000235725j -0.000165647-3.12194e-05j -0.000105274-0.00209571j 0.000691543-0.000518136j -0.00110293+0.00032973j -0.00268129-0.00196542j 0.00373697+0.00163525j 0.00177981+0.000590061j -0.000958798-0.00266272j 0.00260643+0.00128423j 0.000968689-0.00290157j 0.00490916+0.00173738j -0.000680631+0.00160599j 0.000873107-0.000295518j 0.00258632+0.000795005j -0.0016108+0.000451443j -0.00290327-0.000106861j -0.00267279-0.000399059j -0.00212854-0.00181539j -0.000304607+0.00101411j -0.00152457+0.00104903j 0.00269395-0.000666089j -0.00151665-0.00131802j -0.00245386-0.000502763j 0.00141567+0.00138784j -0.00376168+1.28887e-05j 0.00101886+0.00200511j -0.000448996-0.00216975j -0.0024432+0.0022741j -0.00528414-0.00131398j -0.00387893-0.00546949j 0.00414462-0.00189172j -0.000554867-0.00059158j -0.00124057-0.00335211j 0.000158665+0.00129095j -0.00673728-0.00218595j -0.00629299+0.00315838j -0.00274496+0.00170835j 0.00257153+0.00485691j 0.00140786+2.8973e-05j 0.00154098-0.00094511j 0.00237252-0.000950626j 0.000529296+0.00634489j 0.00320002-0.0021459j -0.00215773-0.00126774j 0.000398781-0.00241237j 0.000229038+0.0019744j -0.00278871-0.00278607j -0.000920912+0.00123438j 0.000690384+0.00135846j -5.32389e-05+0.00135227j 0.00250648-0.00126233j 0.00568655-0.0034317j -0.00933123+0.00420208j -0.00514877+0.00277726j 0.000399442-0.00253387j 0.00176272-0.00268122j 0.000837816-0.00249598j 0.00234896-0.00182907j 0.00188867+0.00125827j -0.00439684-0.00339085j 0.00260338+0.000853345j -0.00282878+0.0034366j 
-0.000664583+0.000668706j -0.00307805+0.00333223j -0.00179184+0.00045307j 0.0020179-0.00429604j -0.000169439-0.00131737j 0.000232738-0.000458395j -0.00131887+0.00186931j 0.00243107+0.000648821j -0.00164586+0.00106056j -0.00171023-1.1436e-05j 0.000284064+0.00120177j 0.00375221+0.000588396j 0.00263285+0.00144467j 0.000397368-0.00179062j -0.00113492+0.00161956j 0.00156771-0.000148171j 0.00165882+0.00130296j 0.000311217-0.000240886j 0.00137698-0.00252132j -0.00170568-0.000274515j -0.00451522-0.00180139j -0.000719636+0.000749221j 0.000340571-0.000630273j 0.00234726+0.000602677j 0.000955642+0.00123999j 0.00314757+0.00172616j 0.000287115-0.000893803j -0.00110401-0.00407599j -0.000461612+0.000288492j -0.000755377+0.00273456j -0.00129614+0.00156242j 0.00159516-0.0017169j -0.00047798-0.00140978j 0.000421921+0.00345929j 0.00141948-0.00467535j 0.00934303+0.000515048j 0.000917704-0.00887392j 0.00204969-0.00125201j -0.00098172-6.7708e-05j 0.000373968-0.00064404j -0.000868261+0.000796216j 0.000776725-0.00106632j 0.00134184-0.00043901j -0.00287043+0.000463648j -0.00149717+0.00243258j -0.000477742+0.000897953j -0.0019903-0.00349042j -0.000987786-0.00100007j -0.00118178+0.00162227j -0.000457904-0.00232936j 0.000339351-0.000133616j 0.00162025-0.00104541j 0.00187504+0.000165821j 0.00321015-0.00147348j 0.000934608-0.00141201j -0.000433302-0.00017093j -0.00658376-0.00333333j -0.00302623+0.00120192j -0.00602403-0.00427218j 0.0108239+0.000233982j 0.00423404-0.00180298j -0.000799732-0.000364632j -0.00287064+0.00110718j 0.00157067+0.00322685j -0.000655272+0.000832169j -0.00624002+0.00131991j -0.00979201+0.00115953j -0.00804708-0.00449009j -0.00591022-0.00178606j 
0.000963652-0.000546582j 0.00222306-0.000642522j -5.75821e-05-0.000663628j -0.000520513+0.00107253j 0.000411066+0.00178136j 0.00095652+0.000556472j 0.000670861-0.000522834j -0.00105835-0.000808472j 0.00088637-0.000648646j 0.000235456+0.000209228j 0.000256358-0.00170479j -0.0013752+0.000671881j -0.00143171-0.000546941j -0.000795387-0.000112813j 0.000455983-0.000638968j -0.000517141-0.000701417j 0.000409149+0.000565547j 0.00097283-7.00214e-05j -8.87372e-05-0.00100879j 0.000666223-0.00012046j 0.00154337-0.0006479j 0.00102251+0.000245843j -0.00103402+0.00176494j -0.0014935-0.000602373j -0.000721923+9.51387e-05j -0.00311923-0.00191685j -0.000627742-0.000763772j 0.00117275+0.00124902j 0.00093775+0.000689599j 0.000719949-0.00176514j 0.000460282-0.002173j 0.000503623+0.00162919j -0.000843922-0.00156146j -0.000989951-0.000713313j -0.000341086+0.00287132j -0.00226849-3.78287e-05j -0.0020272+0.00422315j -0.00140798+0.000774093j 0.00142988+0.00118395j 0.00125277+0.000162803j 0.00126451+0.000150423j -0.00033663-0.000899189j 0.00150922-0.000294825j 0.000222188-0.000105626j -0.000360709-0.000658705j -0.000726432-0.00172585j -0.000584038+0.00330768j 0.000419737-0.000599077j 0.000207619-0.00149598j -0.00076201-0.000638189j 5.47442e-05+0.00180614j -0.0015914+2.543e-05j 0.000135998-9.99699e-05j -0.00096241+0.00121445j -0.00184392-6.33253e-06j 0.00209881+0.000527139j 0.00170476+0.00280866j 0.000867153-0.00189599j 0.00038014+0.00343888j -0.00361761-0.002584j 0.000286736-0.00456567j -0.000809383-0.000252164j 4.80157e-05+0.000100466j 0.00207315-0.00216708j 0.000691654+0.000121026j 0.00463102+0.00186216j 0.00616099+0.00330764j 0.00353457+0.000174952j 0.00701616-0.00197828j 
-0.000500956+8.13729e-05j -0.00229677-0.0020849j 0.00232673-0.00306375j -0.000236324+0.0020995j -0.00248342-0.000372814j -0.00229534-0.000600994j -0.000282905-0.00130102j -0.000407116-0.000116235j -0.00016455-0.00117962j 0.00255854-0.000235904j -0.000328344+0.00172613j -0.00100623-0.000669524j 0.000798861-1.48676e-05j -0.000676361-0.00057158j -0.00307472-0.000912359j -0.00200339-0.00178455j -0.00346283-0.00230419j -0.00266055-0.000760997j 0.00322976+0.00171132j 0.00182463-4.16292e-05j 0.00627556+0.00332827j 0.000767018-0.000142969j 0.00274065-0.00100782j 0.00141397+0.000605181j 0.000296526+0.00191203j 0.00162866+0.00196093j -0.000551983-0.00115555j -0.000145094+0.00360606j -0.00182921-0.00101709j -0.00122934-0.00209978j 0.00246468+0.000369505j -0.00216437+0.0010944j 0.00488524+0.000671291j 0.000803159-0.00194588j 0.00147731+0.00115953j -0.00334227+0.00123135j 0.000962631-0.000801601j 0.000939973+0.00269655j -0.00106215-0.00183754j -0.00143475+0.00313936j -0.00304321+0.00298676j 0.00266171+0.000759518j -0.00161779-0.00431983j 0.00247919-0.00460644j -0.000347577-0.000591862j 0.00195125-9.47222e-05j 0.00302583+6.82823e-05j 0.000981696+0.00263477j 0.00128071+0.000763681j 0.00364288+0.000785201j -0.00497211-0.000907621j 0.00091357-0.000419786j -0.00230503-0.0043047j 0.000538846-0.00156399j 0.000900404-0.000227046j -0.00382479+0.0028448j 0.00147431-0.00613148j 0.00202338+0.00450076j -0.00029884+0.000220755j -0.00134739-0.00590203j -0.00578477+0.00500619j 0.00184052-0.00161727j -0.000342532+0.000130127j 0.000369518+0.0046509j -0.000228178+0.000242739j 0.00919698-0.00184509j 0.00141494-0.00464819j 0.00777604-0.00149808j 0.0139285+0.00393078j 
-0.000922223+0.000174737j -0.000963493-0.000387768j -0.002921+6.41412e-06j -0.00202979-0.00231641j 0.000519992+0.00275123j 0.000667447+0.00037625j 0.00209006+0.000214353j 0.000487143+0.00180804j 0.00260304+0.00171228j -0.00517838-0.000664873j 0.0015733+0.00120455j 7.99975e-05+0.00418898j -0.0014062+0.000634365j 0.000488665-0.000188417j 0.00258543-0.000545015j 0.000745552-0.000829467j -0.0012631+0.00252485j -0.00371594+0.000186239j 4.83221e-05+0.00117808j -0.00142067+0.000658353j -0.00170348+0.000422663j -0.000862954+0.00281321j 0.000354419+0.00190655j 0.000704658-0.00236929j 0.00495979-0.00122893j 0.0021322-0.00257162j -0.000326659+2.57393e-05j 0.00202131-9.13352e-05j 0.00114966+0.00223337j 0.00207488-0.000774464j -0.00197785-0.00272151j 0.000654518+2.55675e-05j -0.00126274+0.000380026j 0.000567383+0.000321648j 0.0030265-0.00288328j 0.00252295-0.00259578j 0.000859669-0.0041077j -0.00458074-0.00125617j -0.00334207-0.00242076j 0.000703629-0.000275862j -0.00160731+0.0009905j -0.000513637+0.000190016j -0.0035395+0.000656967j -0.00208403+0.000599674j 5.90544e-05-0.00232414j 0.00318029+0.00059577j 0.000334568-0.00163921j -0.00163118+0.000636604j 0.0010791+0.00230064j -0.000131684+0.00128391j -5.12268e-05-0.00454589j 0.00465442-0.00226531j -0.00175342+0.000425544j 0.00154473-0.000485778j 0.00454815+0.000585846j -0.00147489-0.00240253j 0.00165373+0.00266513j -0.000843453+0.00139846j 0.000719055-0.00126099j 0.00484926-0.000327232j 0.00181005+0.00521385j -0.00086166-0.000381787j -1.71767e-05+0.00391212j 0.000280334+0.00355269j -0.00163922-0.00132789j 0.00295441-0.000693457j -0.000247331+0.00276137j -0.00682806-0.00644247j 0.0014122-0.00216911j 
