0.015895+0.00972074j 0.0102328-0.0152713j 0.00692352+0.00545474j -0.0080737+0.00708628j -0.00489489-0.00301381j 0.000964016-0.00158408j 0.00272275-0.000367852j 0.00457472-0.000552529j -0.0031545-0.00645111j -0.00546452+0.00434463j 0.000737504-0.00136942j -0.00356326-0.00269974j 0.00190512-0.00158125j 0.00309911+0.00169804j 0.000215678-0.00521124j 0.000442086-0.00085686j -0.00175228-0.000911444j -0.00380532+0.00246056j -0.00433759+0.000925602j -0.00211947-0.000392996j -0.00257441-0.0005868j -0.00226769-0.00421478j 7.95172e-05+0.00142908j -0.00151533-0.002236j -0.00046903-5.78501e-05j -0.000148702-0.000508853j -0.000891117-0.00185013j 0.000378587+0.00410503j 0.0011964-0.00127318j -0.000361652+4.88402e-05j -0.00180252-7.82149e-05j 0.002402-0.000343248j 0.000411139+0.000315922j 0.00242035-0.000848011j 0.00941839+0.00126525j 0.000615111-0.00156027j 0.00533714+0.00245645j 0.000495742+0.00312726j -0.00446662-0.00103827j 0.00309769-0.0017389j 0.0011941-0.00360561j 0.00354213+0.000492981j 0.00126973-0.00237037j -0.000238329+0.000860002j 0.00299439-0.000363791j 0.00121759+0.00863461j 0.00198522+0.00329507j 0.000367038-0.0042816j 0.00165606+0.00675458j -0.00366205-0.0033255j 0.000539475-0.00446277j 0.0014253+0.00334339j -0.00280132+0.00163685j 0.00636812-0.00325522j -0.00177968-0.00388231j 0.0073568+0.00308975j -0.00216659-0.000376325j 0.00439816+0.0045008j -0.001794+0.00236346j -0.00217286+0.00462253j 0.00540761+0.00524258j -0.000516888-0.00652514j 0.00294636-0.0100251j -0.00230491-0.00294588j -0.0051093+0.000666577j 0.00175968-0.00760655j -0.00380857-0.00534977j -0.00929799+0.0081238j -0.0113826+0.00172058j 0.0021185+0.0094163j -0.0118231-0.0289847j 0.0302123-0.0121065j 
0.00410547+0.00376026j 0.00355883-0.00386103j 0.00227544+0.00461381j -0.00215165+0.000788576j 0.0054671-3.69569e-05j 0.00810679+0.00815009j -0.00718849+0.0086295j -0.00548668-0.00100891j 0.00255942-0.00152556j -0.00385901-0.00376835j 0.00385564-0.00145324j -0.0068047+0.000901834j -0.00207737-0.00267233j 0.00204833-0.00294772j -0.00459114+0.00933922j 0.00538978+0.00735648j -0.00284965-0.00657778j 0.00463923+0.000718334j -0.0027825-0.00287184j 0.00874235-0.00407691j -0.00194469-0.00099841j 0.00564553-0.00260936j 0.00859718-0.00160983j 0.00422161+0.00233743j 0.00552717-0.00657143j 0.0104952-0.00391484j 0.0068174-0.00145267j 0.00441361+0.000231776j -0.000674647-0.00909526j -0.00169853-0.00842727j 0.0019973+0.00401165j -0.00137237+0.00155713j 0.000455608+0.000330828j -0.00186994-0.00877682j -0.00404109-0.00340539j 0.00391701+0.0082097j 0.00359334+0.00406151j 0.00222972-0.00352986j -0.00228752-0.00867993j -0.00783969-0.00569375j 0.00376827-0.00312099j 0.000284408+0.000946119j 0.00895128-0.00537098j -0.003321-0.00617908j -0.000424564-0.00679824j -0.00216613-0.00249585j -0.00177734-0.00134378j 0.00166273-0.0018236j 0.00595956-0.000490687j 8.22595e-06-0.00472413j 0.00019086+0.00654238j -0.00720484+0.00548004j -0.00102904+0.00121936j 0.00364998-0.00360082j -0.00377975+0.00160565j -0.00235779+0.00303441j 0.000469982-0.0030496j -0.00400921-0.00121183j -0.00452794-0.000550828j 0.00346053+0.00245957j -0.00230028-0.00123123j 0.0012385+0.00165571j 0.000206067-0.00251024j -0.00240849+0.00546642j -0.000296374+6.64724e-05j 0.00218398+0.00133221j 0.00100115+0.00252759j 0.00569674-0.00340693j -0.00123292+0.00052466j -0.00136106-0.000459414j -0.00254025+0.000486155j -0.000660779-0.00228434j 
0.00188689+0.00320415j 0.00349511-0.0014132j -0.00146234-0.00123349j 0.00118041-0.000779413j 0.00163759+0.00395926j -0.00750711+0.0042818j -0.000230703-0.00435392j 0.00226417+0.00488768j -0.0038801-0.00167559j -0.000549023+0.00415541j 0.00264218-0.00274503j -0.00779369+0.00176546j -0.000570357+0.00904851j -0.00366575+0.00440053j 0.0028126+0.00250583j -0.00104513+0.0043018j 0.00708268+0.00523046j -0.00204316-0.00195091j 0.0106145+0.000931477j -0.00944834-0.00163775j 0.00267908+0.00865791j -0.00112133-0.00312053j -0.00550919+0.0107601j -0.00110837-0.011944j 0.000446919+0.00462252j 0.00337653+0.00396518j -0.00304713+0.00522118j -0.00594544-0.00889907j -0.0050744+0.00235462j -0.00331067+0.0035551j -0.00671109+0.000227937j 0.00321723-0.00276479j -0.00239704+0.000311145j 0.00652744+0.000651653j 0.00700033+0.00361138j 0.00655174-0.00500636j -0.00197631-0.00327795j -0.000744831-0.000415846j 0.00219835-0.00285095j -0.006856-0.00210475j -0.00447509+0.00203185j 0.00421761-0.00180505j -0.00293039+0.00234957j -0.002845+0.0065137j 0.00323499-0.00136995j 0.00167272+0.00276153j -0.00169957+0.0081482j 0.00531585-0.00196264j -0.00412781-0.000926236j 0.00106454+0.0034461j -0.0028177-0.00434195j 0.00546476+0.00144536j -0.000629105-0.00182571j -0.00314158+0.000731384j -0.00139215-0.00197842j 0.00275632-0.00168513j 0.00563233-0.0052622j -0.00491654-0.00241598j -0.00235051-0.00156486j -0.00464018-0.00323558j -0.00282872+0.00527081j 0.00376241-0.005228j 0.00112878+0.00614916j -0.00164043+0.00166461j 0.0033571+0.00649609j -0.00659249-0.00483663j -0.00740962+0.00504109j -0.00081314+0.00344168j 0.00125242-0.00272542j -0.00280696-0.000959564j -0.000149329+0.000904792j -0.000693291+2.79722e-05j 
-0.00319111-0.00179769j -0.00155421+0.00321813j -0.00198051-0.00639088j 0.00524515-0.0021839j 0.00149641+0.00282645j -0.00620572-0.00435641j 0.00653243-0.0020426j -0.00148829+0.00731772j 0.00424025-0.00156222j -0.00111146-0.00411936j 0.000267491+0.000532029j 0.00328787+0.00238265j -0.00333487+0.000112206j -0.00307905-0.00670093j 0.00181497+0.000150257j 0.000597732-0.00480787j 0.00101563+0.0101202j 0.00101363+0.00307967j -0.00290528-0.00150692j -0.00915517+0.00170395j -0.0039344+0.00806464j -0.0120318+0.00885593j -0.00153103+0.00813807j -0.00294012-0.00349169j 0.00428828-0.0014164j 0.00548047-0.00166785j 0.00889318+0.00260782j 0.00775704+0.0061717j 0.00177159-0.00475999j -0.000457498+0.000712728j 0.00388529-0.000368073j -0.00615483-0.000388267j 0.00887281-0.0023822j 0.00212217-0.00647703j 0.00170934-0.00191274j 0.000568075+0.00271522j 0.00609633-0.00250816j -0.0014274-0.0121892j -0.00548745-0.0006711j -0.0055972-0.00276031j 0.000199955-0.00336162j -0.00094367+0.00179755j -0.00176335-0.00814998j -0.00598541+0.00722792j -0.00152228+0.000349018j -0.000741311+0.00214863j -0.000104323+0.0014663j 0.00189107+0.00506882j 0.00145963+0.00273299j 0.0060914-0.00107823j -0.00600122+0.00639616j -0.00400481+0.000136284j 0.00720125+0.00022526j 0.00654424+0.00137922j -0.000234737+0.000951016j -0.00317807-0.00184162j 5.89955e-05-0.00293909j -3.44977e-06+0.00318743j -0.00522145-0.0030815j 0.00146453+0.00728392j -0.00186493+0.00502615j 3.49851e-05-0.00163833j 0.000564824+0.0014469j 3.25537e-05+0.00242107j -0.00681061+0.00591815j -0.00234235-0.00350967j -0.000574733-0.00179315j 0.00123116-0.00519054j 0.00312734+0.00501073j 0.0015609-0.00222959j 0.00229396-0.00108496j 0.000943546+0.00192617j 
0.000668434+0.000467506j 0.000392928-0.000381727j -0.00103503-0.00334411j 0.00224122-0.00278484j -0.00305669+0.00176788j -0.00383732-0.0041575j 0.00149452-0.00340418j -0.00104766-0.00185483j 0.000931719+0.00339894j 0.00358461+0.000846851j 0.00118303-0.00216855j -0.00450253-0.00112955j -0.00766747-0.00764851j 0.0049003-0.00167111j -0.00161825+0.00795273j 0.00158613+0.000312779j -0.00726705-0.00471238j -0.00430911+0.00676047j 0.00498672+0.00213695j 0.00173069+0.00333696j -0.001481-0.0035484j 0.00133392-0.0107881j 0.00776644+0.0055327j -0.000635831+0.00570142j -0.00182219-0.00255486j 0.00120928-0.00213151j -0.00671223-0.00728115j -6.97725e-05-0.00681015j -0.00147827-0.00261329j -0.00714973+0.00243358j 0.00285666+0.00217891j 0.00167442-0.00368976j 0.0055138-0.000297243j -0.00782601+0.000177975j 0.0056151-0.000291098j -0.00140732+0.000965588j 0.00423723+0.00291062j 0.00281781+0.00116749j -0.00190813+0.00164757j -0.00673053+0.00151949j 0.00386644+0.00638384j -0.00153248+0.00223014j 0.00174439-0.00848375j -0.00440738-0.000106018j 0.00041958-0.00212934j 0.000458137+0.00126982j -0.00105762+0.00236672j 0.00952713-0.0011204j 0.000596763-0.00340206j 0.00110681-0.00404442j -0.000559095+0.00174174j -0.00609208+0.00645068j 0.000177434+0.00312254j -0.00145077-0.00167372j 0.000498973-0.00640916j 0.000533263+0.00247821j -0.000941466+0.000542729j -0.00124874+0.000669402j -0.00691975-0.00372886j -0.00166278+0.00784347j -0.00133156+0.00165765j 0.00524387+0.00318244j -0.00348985+0.0102739j 0.00719396+0.00304689j 0.0014938-3.5414e-05j 0.000254143-0.000363576j 0.000243644-0.000179631j -0.000133154-0.000870743j 0.00458943-0.00553181j -0.00692437-0.00501567j -0.000197316+0.0011341j -0.00121419-0.000184547j 
0.000517281+0.00284514j 0.00270994-0.000833763j 0.000632495+0.00218551j -0.00211992-0.0013274j 0.0029785-0.00533052j 0.00304888+0.000873301j 0.00256768+0.00192647j 0.0014679+0.00505086j 0.00427517-0.00273211j -0.00199889-0.00108843j -0.00404806+0.00663736j 0.0124127-0.00122534j -0.000786257+0.00259816j -0.0114032+0.00841426j 0.00957461-0.000213652j -0.00995281-0.00881125j -0.000507935-0.000313261j 0.00246929-0.00112397j 8.6551e-05-0.00278556j 0.00182827+0.00235824j 0.00201383-0.00199656j -0.000391534+0.0113537j 0.00233186-0.00114161j 0.00151588-0.00475747j 0.00328467+0.00041852j 0.00323486-0.00469555j -0.00119043-0.00416731j -0.00174258+0.00175373j 0.00429317-0.00647428j -0.00524028+0.00577212j -0.0069348+0.00189206j -0.00744236+0.00348j 0.00498134+0.00296947j -0.00210441-0.00559424j 0.00435908-0.000718909j -0.000501217-0.00131895j 0.00634735+0.00324954j 0.0136309+0.00103072j -0.000948988+0.000952806j 0.00312141-0.00498186j 0.00365546+0.00230629j -0.00177294+0.00141184j -0.00469853+0.00449835j -0.000973156-0.00365039j -0.00682392+0.0033892j -0.000522853-0.00264165j -0.00429874-0.00458588j -0.00172345+0.00192616j 0.00179203+0.00376652j 0.00109127+0.00506394j -0.00493184-0.0022896j 0.0048884-0.00509848j -0.00168698-0.00195261j 0.00322454+0.00618678j 0.00191592-0.000836129j -0.00515218-0.0023943j -0.000375125-0.00191962j -0.0005176+0.000780194j 0.00152268-0.00141221j -0.00406464-0.00779761j -0.00161138+0.00132998j -0.00109247-0.00153882j -0.000944809-0.00737302j -0.00503527-0.00105107j 0.000813414+0.00090958j -0.000417895-0.00307339j -0.0054759+0.00201312j 0.00228343+0.00324398j -0.00496944+0.0033471j 0.00288859+0.00452833j -0.000401096+0.00290844j -0.00307783-0.000394733j 
0.00270777-0.000735632j -0.00103424-0.00280808j 0.00117679+0.00691301j -0.00645715+0.000770751j -0.00218793+0.00206648j -0.00521951-0.00768185j 0.00631557-0.00312591j -0.00442433+0.00461478j -0.000890673-0.00483813j -0.0066334+0.00289814j -0.00283854-0.00152691j 0.0045669-0.00533016j -0.00120813+0.0053744j -0.00736634-0.00189699j 0.00552825+0.00389401j -0.0035438-0.00111495j 0.00100539+0.00213118j 0.00325449+0.00159253j 0.000525978+0.00184082j 0.000922823+0.00441075j -0.0041026-0.0052667j -0.00237457+0.00572015j 0.0133737+0.00483666j 0.00112928-0.00497716j 0.00349168-0.00154264j 0.00545532-0.00809979j -0.00143656-0.00237527j -0.00129335+0.000718265j 0.00885859-0.00678161j -0.0025672+0.00308476j 0.00316422+0.000873746j 0.00348187+0.0016767j 0.000881906+0.0015211j 0.00168897-0.00714808j 0.0046799-0.00674788j -0.00227374-0.0040457j 0.00532418+0.00781685j 0.000585178+0.00250587j -0.00508506-0.00278861j -0.000698786+0.00361028j -0.000604655+0.00204269j -0.00570253+0.00273777j 0.00210914-0.00519884j 0.000646858-0.000805061j 0.00232287-0.0055878j 0.000789148+0.000469204j -0.00478969+0.000364108j 0.00480915+0.00220587j 0.000873956-0.000302312j 0.00219194-0.00180657j -0.00480187-0.00408625j 0.00173059-0.00145458j -0.00134591+0.00104591j -0.00247074+0.00244508j 0.00457759-0.00406709j 0.00360486+0.00227803j -0.00571618-0.00125515j 0.000246382+0.0010682j -0.00424702-0.00585753j -0.00588931+0.00166101j -0.00188241+0.00385631j 0.00590388-0.000312137j 0.000258732+0.00120022j 0.0014857+0.00088955j 0.00421826+0.00565757j -0.0045735+0.000235343j -0.00961119+0.00356637j 0.0010257+0.00835032j -0.00039882-0.00408397j -0.00526029-0.00190793j -0.000442323+7.05264e-06j -0.000427936-0.000659547j 
-0.000895965+0.000351451j 0.000339289+0.00069792j 0.00462674-0.00470253j 0.00351212+0.00492221j -0.00248408-0.00867544j 0.00816302+0.00218556j -0.00527758+0.001281j 0.0085833-0.00442574j 0.00188254+0.00399676j 0.00507585-0.0033839j -0.00312026+0.00105813j 0.00204779+0.0111821j -0.00134661-0.0010894j -0.00225288+0.00424227j 0.00534663-0.00151269j -0.00259594+0.000143219j -0.00463928+0.00268057j 0.00369535+0.00535542j -0.000239667+0.00243712j 0.00107641-0.00108724j 0.000908797+0.00161028j -0.00163842+0.0047057j -0.00286219-0.00261523j -0.000723042+0.00705809j -0.0034607-0.00025142j 0.00339322+0.0017844j -0.00482515-0.0044321j 0.00582358+0.000265486j -0.00129776-0.00328651j -0.00387334-0.00113111j -0.00402192-0.00495478j -0.00588086-0.00205782j 0.00355639-0.000401138j 0.00242444+0.00460199j -0.00245134+0.00406787j -2.23839e-05-0.00374076j 0.00407095-0.00110266j 0.000513913+0.00479513j 0.00694492-0.00266307j 0.00128186-0.00918124j -0.00160991-0.00051558j 0.00243715+8.15761e-05j 0.00274972-0.00176527j -0.00318508+0.00308417j 0.00315152+0.0015794j -0.00143108+0.00140761j 0.00181344-0.00194876j -6.6177e-06+0.00104483j 0.00250218+0.00256204j -0.00831141-0.00353404j 0.00136334+0.00593423j -0.00460427+0.00246858j 0.00347031+0.000106401j 0.00438315-0.00262068j 0.00469611+0.00542416j -0.00117908+0.00109609j -0.0012711+0.00340214j 0.00355456+0.00353363j 0.00170175-0.0012652j 0.00476387+0.00365815j 0.00367068-0.00259767j -0.00485061+0.000179895j 0.00329741-0.00717239j -0.00184784+0.00117121j -0.00244177-0.00389834j 0.00778267+0.00716182j 0.00822776-0.00778586j 6.44096e-05-0.00266785j -0.00223214+0.00193343j -6.59856e-05+0.00139534j -0.00086838-0.00311083j 0.00293873-0.00120821j 
0.00335675+0.000143145j 3.22672e-05-0.00288949j -0.00154484-0.000352574j 0.000326312-0.000445702j -0.00181464-0.00370441j 0.00496493+0.00313784j -0.00223788+0.00634717j -0.000588678+0.0023561j 5.06635e-05-0.00292119j -0.00157301+0.00343989j -0.00576665+0.00468092j 0.00111038-0.000344019j 0.000716286+0.0110495j -0.01041+0.00492509j 0.00734731-0.00579437j -0.00442519-0.00136237j 0.00674848+0.00610235j 0.00494507+0.00118242j -0.00355071-0.00317548j -0.00357699-0.00282053j -0.00233501+0.00349205j 0.000526217+0.0122723j 0.0018348+0.00540831j -0.00277797-0.00618371j -0.00104627+2.60489e-05j 0.0100888-0.00476245j 0.00133092-0.00342906j 0.00200176+0.00586492j 0.010435-0.0144615j -0.00430457-0.00108267j -0.000547178-0.00201985j -0.00737623+0.0023337j 0.00434504-0.0030632j -0.0012167-0.00929876j 0.00287349+0.00455834j 0.00229468-0.00166743j 0.0086511-0.00459894j 0.0036823-0.000464998j -0.00115961+0.00346558j -0.000312367-0.00509483j -0.0020682+0.000818878j -0.00276016-0.00232592j -0.0027301-0.000602714j -0.0100764-0.0024826j -0.000643326-0.00503071j -0.0074458-0.000425264j -0.00225745+0.00148028j -0.00528211+0.00761199j 0.000143949-0.0018246j -0.00042508+0.00425699j -0.00250286+0.00077469j -0.0029363-0.0020066j -0.00164455+0.00283308j 0.0027665+0.00264667j 0.00436918-0.000469836j -0.00379193+0.00183489j 0.000913181+0.00352614j 0.00198098+0.00642896j 0.00225902-0.00320569j -0.00711007+4.32393e-05j 0.00256384-0.00285924j -0.000666799-0.00127229j 0.00124781-0.0021239j -0.000840082-0.00321491j 0.0020447-0.00677349j 0.0057847+0.00446421j 0.00201989-0.000977589j 0.00105994+0.00131887j 0.000796607-0.000650045j -0.00136756-0.00130396j -0.00166061+0.000243438j -0.000426024-0.00148276j 
-0.00234552+0.000696688j 0.000847154+0.00223923j 0.00149262-0.00343577j 0.00167647+0.000740387j -0.00156436-0.00337704j -0.000424884-0.00241365j 0.00430511-0.00208436j 0.00477009+0.00141345j 0.00208397+0.00487593j 0.00586513-0.00173527j -0.00254138+0.00235283j 0.00535822+0.00235168j -0.00778246-0.00660878j 0.00551825-0.00369076j 0.00203644+0.00301628j -0.00279592-0.000353012j -0.00496098-0.00158692j -0.00455041+0.00145148j 0.00524492+0.00288833j 0.00305086+0.00319926j 0.00642728-0.00458402j -0.00146799-0.00158562j 0.000334295+0.00115299j 0.00271948+0.00893678j -0.00435279-0.00212945j -0.00925798+0.00168046j -0.00705414-0.0053812j 0.000471178-0.00149113j -0.00514539+0.00669739j -0.0059374+0.00801643j -0.00246507+0.00186982j -0.00298333-0.00414516j 0.00655191+0.000987742j -0.00563122+0.00835793j 0.0029721-0.000652374j -0.00237476-0.00102619j 0.0022089+0.00341075j 0.00660663+0.00529737j 0.00313584+0.000750421j 0.000432962-0.000272478j 0.00513874+0.00374192j -0.00167312+0.00439973j 0.000644246+0.00192439j -0.000565653+0.00482391j -0.00552866+0.00853393j 0.00395439-0.000138867j 0.000539835-0.00378862j 0.00439148-0.00139809j 0.00166412+0.00319476j -0.000510388+0.000896046j -0.00310952+0.00380953j -0.00204221+0.000959797j 0.0029746+0.00149913j 0.00292975+0.00187635j 0.000164505+0.000517792j 3.6439e-05-0.00122663j -0.00334239-0.00416698j 0.000180597-0.00128025j 0.00284848+0.00147936j 0.00369393+0.00289332j -0.00131112+0.000788734j -0.00473025+0.00233186j 0.00243175-0.00191626j 0.00218923+0.00090401j -0.00423836+0.00156329j -0.00324013-0.00422843j 0.000604536+0.00189063j 5.55101e-05-0.00531958j 0.00129443+0.0046505j 0.00391824+0.000767679j -7.27143e-05-0.00175006j 0.00196568+2.04698e-05j 
0.00271759-0.000976118j -0.00118531-0.00341542j 0.00356466+0.00433805j -0.00354053+0.00384039j -0.000295858-0.000707545j 0.000219088-0.00195468j -0.000866657-0.00444693j 0.000145087-0.000255137j -0.00106393+0.00210582j 0.000844341+0.000467025j -0.002769-0.00686049j -0.00201813+0.00492954j 0.003191+0.000558707j 0.00106573+0.0028567j 0.00430857+0.00442227j -0.000465924+0.006214j -0.000311048+0.00215171j 0.00681053+0.000491195j 0.00461029+0.00354862j 0.000156929+0.0008097j -0.00578453-0.00149014j -5.96472e-06-0.00751944j 0.00414701+0.00295825j 0.00164683-9.24924e-05j -0.0044551+0.00258949j 0.005149-0.000924589j -0.00720102-0.00183906j -0.00114553-0.00430265j 0.000262707-0.00341997j -0.00303978-0.00093167j -0.00215455-0.00299659j 0.0037228-0.00188869j -0.00276261-0.00196555j 0.00506735+0.00311258j 0.000826429-0.00016945j 0.000696457-0.00393801j 0.000899096-0.000476571j -0.00759276+0.0033167j 0.00375057-0.00436628j -0.00171069-0.0035318j -0.00373245+0.00603556j 0.000742597+0.000823841j 0.00338494-0.00183125j -0.00133025-0.00142713j 0.00684468-0.00725541j 0.000862463-0.00342199j -0.00103089-0.000618835j 0.00302073-0.00102043j 8.49974e-05-0.00118318j -4.25085e-05-0.000226914j -0.000215179+0.000365162j -0.00276312+0.000374333j -8.04096e-06-0.00150856j -0.00288618-0.00400214j -0.000826276-0.000715769j 0.00028123+0.00109241j 0.00103033+0.00356094j 0.00306615-0.00199475j -0.00292073-0.000982541j 1.80748e-05+0.00290039j 0.0074226-0.000440633j 0.00359756-0.00195821j -0.00238385+0.0022252j 0.00146331-0.00133403j 0.00273081-0.00205293j 0.00481557+0.00608895j 0.00163249-0.00601912j -0.000883044+0.000915383j -0.00363465-0.00636698j -0.00660614+0.00374342j 0.00149174-0.00197167j 0.00116371+0.00129791j 
0.0045903+0.00293502j 0.00268599-0.00428716j -0.000238314-0.000691464j -1.7379e-05+0.000255032j -5.38315e-05-0.00552432j 0.000507537-0.00345564j 0.00239047+0.000100653j -0.000623126+0.00340931j 0.00115269-0.00258723j -0.00532711-0.00367108j 0.00684357-0.00408135j 0.000129843-0.00305497j 0.000586598-0.00583036j -0.001642-2.12149e-05j -0.00189629+0.00827037j 0.0019304-0.00106697j -0.00673862+0.00301365j 0.00352377+0.00265049j -0.00433464-0.0016131j -0.000580451+0.00133372j -0.00620697+0.00196912j -0.000699984-0.00521694j 0.00394328-0.00687392j 0.00246102+0.00180903j 0.0044754-0.00276628j -0.00170002-0.00756887j -0.00123957+0.00410853j -0.0010544-0.00450869j -0.0063228+0.000980338j 0.0110186+0.00199523j 0.00695993-0.0073698j -0.000843012+0.00226655j -0.000257937+0.00280448j 0.00371619-0.000873015j -0.00258033-0.0076993j -0.00115162+0.00492796j -0.00213076+0.0126298j -0.00587271+0.00320315j -0.00108913-0.00283925j -0.000476447-0.00259142j -0.00141455+0.00232432j -0.0051834-0.000921315j 0.00377392-0.00376675j 0.00473262-0.00477445j 0.00528908-0.00793284j 0.00438301-0.00103072j -0.00318439-0.00691633j -0.00137158-3.86881e-06j -0.0022263+2.22505e-05j 0.00216562-0.00525115j 0.000336153-0.0029056j -0.00267546-0.00150202j 0.000916958+0.00049949j -0.002545-0.00626989j -0.00215452-0.00156718j 0.00501848+0.000309258j -0.00138527+0.000980534j 0.00256606-0.00526812j 0.000966405-0.00428838j -0.00254438+0.00130182j 0.00970027+0.00610624j 0.00218175-0.00389011j -0.00271276-0.00173761j 0.00484426+0.00215288j 0.00392919+0.00155106j 0.000356673-0.00118921j -0.00371905-0.00228276j -0.00694255+0.00128639j -0.00104444-0.00399385j -0.00333255+0.00060055j -0.00215139-0.00214236j 0.0021538-0.00212691j 
-0.00059477-0.00469357j -0.00495633+0.00090079j -0.00484455-0.000395835j -0.00278691-0.000827646j -0.00198176-0.00615872j -0.0022034+0.00272557j -0.00387871-0.00188349j 0.00174565-0.00141224j -0.00344784+0.00585335j 0.00435104+0.00145774j -0.00215731-0.00199792j 0.000262033-0.00055092j -0.00465073+0.0028686j 0.00110885-0.00903913j -0.000929215-0.0053255j 0.00534534+8.91312e-05j -0.00172476+0.00234161j -0.00328267+0.00238251j -0.00234109-0.00373394j -0.00112595+0.000329063j 0.00254687+0.00567808j -0.00147716-0.000189325j -0.00251691+0.00342834j 0.000390051+0.000369252j 0.000161613-0.00250774j -0.00348279-0.000270849j 0.00198043+0.00337725j -0.00210212+0.00194112j -0.00367533-0.000828513j 0.000487834+0.00255455j 0.00167192-0.00184478j -0.00428028-0.00526315j 0.00300681-0.00151174j 0.00101033+0.0021401j 0.0026654+0.00429243j -0.0023872+0.00446949j 0.00173593+0.000263754j -0.00723496+0.000714331j 0.00216992+0.00116571j 0.00191757+0.00289554j 0.000984502+0.00126699j -0.0034956-0.00255792j -0.00173878-0.00444742j -0.00192384+0.00489225j -0.00288656-0.00521668j -0.000228575+0.00618975j 0.00525654-0.00346773j 0.00169436+0.0025467j 0.000205532-0.00307573j -0.00400822-0.00345235j 0.00100354+0.00270852j -0.00578613+0.0003039j 0.0036818+0.00209998j -0.00232033-0.00244233j 0.00548999+0.002352j 0.00473812+0.000834166j -0.000269221+0.00063622j -0.00196445+0.000433655j 0.00361673-0.00243252j -0.00173065+0.00298808j 0.0085992+0.00243244j 0.0038852-0.00371156j 0.00109534+0.00349824j 0.00269929+0.00287325j 0.00364377-0.00305366j 0.00315747+0.00551874j 0.00136519-0.00196613j 0.00185447-0.001325j 0.00307792-0.00545496j -0.00723234-0.000973343j -0.00138314-0.0019055j 0.00117064-0.0012447j 
-0.00105768+0.00113096j 0.00127326+0.0011747j -0.00202832-0.00396392j 0.00357304-0.00436013j 0.00229039+0.000224974j 0.00177353-9.74469e-06j 0.00377267+0.00106405j -0.00178866+0.00372396j 0.0059938+0.000973856j 0.00238957-0.000921833j 8.70159e-05+0.000616508j -0.00583525-0.00254727j -0.00199957-0.0032258j 0.00141742+0.00244457j 0.000349669+0.00148888j -0.00123663-0.00356845j -0.00113492-0.00047334j -0.0014012-0.00267492j 0.00253563-0.00477352j -0.00223883-7.10509e-05j -0.00107868+0.00141741j 0.00242452-0.00122926j 0.000592452+0.00055391j -0.00161509-0.000394036j 0.00187751-0.000351959j -0.00157331+0.00247898j 0.00560622+0.00348763j 0.000943847+0.00422818j -0.000536623-0.00137201j 0.000240621+0.00139708j -0.0067247+0.00563958j 0.0018427-0.000155734j 0.00153711-0.00505953j -0.00124259+0.00236132j 0.00153724+0.00357401j -0.000882451+0.00101582j 0.0032932-0.00336963j 0.00360272-0.00163429j 0.00120564+0.00232315j -0.000383399+0.00549471j 0.00140684-0.000735165j 0.00236241-0.00146244j -0.00116716-0.000820449j 0.00368423-0.00290457j -0.00514606+0.00282214j -0.00337782-0.000674984j 0.00463917-0.000169241j -0.0106387-0.00438238j -0.00845439+0.0032739j -0.000481184+0.00703049j 0.00552806-0.000162342j 0.00170888-0.00157102j -0.00489642-0.00178726j 0.000140379+0.00518396j -0.00104177-0.00156052j 0.00116229-0.00323354j 0.00317125+0.00368574j -0.00797302+0.00365431j 0.000135765+0.00458892j -0.00224829-0.0075802j 0.00172666-0.00832979j -0.00128911-0.00445705j -0.00192758-2.00216e-05j -0.00468909-0.00426763j -0.00157608-0.00498058j -0.00399979-0.00326576j 0.00154243+0.00533483j 0.00306816+0.00245531j 0.00172615+0.000489116j 0.00136318-0.00353315j -0.00105046+0.00153366j -0.000986904-0.00122065j 
