0.0170772-0.00550278j 0.00575866+0.0172773j 0.00777209-0.000366898j -0.000248086-0.00784835j 0.00374373-0.00236409j -0.00163454-0.000527409j -0.0051782-0.00242677j 0.001793-0.00455166j 0.00206194+0.000696571j 0.000422896+0.00161914j -0.00140972-0.0018083j 0.00339143-0.00354168j 0.00129978-0.000763165j -0.00421516-0.0018437j 0.000566279-9.18679e-05j 0.00043792+0.00631677j -0.00121994+0.000181565j 0.00323401-0.00291249j -0.000652206+0.00158501j 0.0031833-0.000887917j 0.000445173-0.00201705j 0.00125801-0.000363498j 0.0016707+0.00284074j -0.00200506-0.00379154j -5.96443e-06-0.00124188j -0.00284603+0.00227058j -0.00125095-0.00249794j -0.00240112+0.000413479j 0.00127776+0.00142308j -0.00116449+0.000856966j 0.00223969-0.00165283j 9.83327e-05+0.00142665j -0.00174914+0.00237781j 0.00104612-0.000688777j -0.00327815-0.000496693j -0.00193656-0.00121121j -0.00213938+0.00128451j -0.000663359+0.00322895j -0.000965509-4.49929e-06j 0.00392173-0.000119549j 0.00132342+0.00105855j 0.00361563-0.000298474j 0.0050823-0.00176495j 0.00041615-0.00059462j 0.000217773+0.00122207j -7.87116e-05-0.00329268j 0.000843179+0.00039885j 0.000138784-0.00367675j 0.0016532-0.00261167j -0.00477696-0.00105315j -0.0011235-0.00111217j 0.000298304-0.000415995j -0.00119666-0.0028366j -0.00114757-0.00636419j 0.000542405+0.000748506j 0.00156024+0.00318996j -0.00154106+0.00275766j 0.000118141-0.00207376j -0.00566154-0.00130434j 0.000121092-0.00437833j 0.00362376+0.00371496j 0.0013965-0.00344568j 0.00157881-0.00255326j 0.00594733-0.00165221j 0.00666341-0.000240403j 0.00142302+0.00426912j -0.00111201+0.00432652j -0.00124244-0.00120548j 0.00131751-0.00131456j -0.00325822+0.00538818j -0.00436053-0.00499561j 0.00078774-0.00191914j -0.00136082+3.43081e-05j -0.00464202+0.00853438j -0.00909295-0.00440416j -0.0003804-0.0176839j -0.018138+0.000318465j 
0.0037838+0.00245169j -0.00283355+0.00377934j -0.000686059+0.00181018j 0.00139065+3.53216e-05j 0.00241218+0.00225624j 0.0023872-0.000232612j -0.0014799+0.000817687j 0.00124513-0.00140478j 4.76736e-06+0.00826655j -0.00394322-0.00103749j -0.000867987+0.000479211j -0.00469155-0.00344458j 0.0030232-0.00382291j -0.0046925+0.00583097j 0.00359114+0.00461999j 0.00487768+0.00364217j -0.00339242+0.00167402j -0.000878603-0.000245981j -0.00191756-0.00430818j 0.00045511+0.0036698j 0.00454186-0.00192488j -0.00380619-0.00240288j -7.2591e-05-0.000667991j -0.00316518-0.00105943j -0.00259661-0.00157403j 0.0046988-0.000982932j 6.56141e-05+0.00537106j -0.00273027-0.00223455j -0.00181047-0.00182746j -0.003854+0.00315315j 0.00469859-0.00429451j 0.00188662-0.00136696j -0.00516698-0.0033394j 0.00165827+0.00740689j 0.00286367-0.00105331j -0.00193643+0.00179443j 0.00327772-0.00140066j 0.00146855-0.00783635j 0.00363182+0.0023635j -0.0040054+0.00222525j -0.00749341-0.00214679j -0.000314552-0.00414797j 0.00349373-0.00384204j 0.00526258-0.00245484j 0.000406544+0.00447093j -0.000156063+0.00728509j 0.00271947-0.00120683j 0.00126621+0.00334298j 0.000780081+0.00119152j 0.00909154-0.00161184j -0.00428519-0.00595867j -0.000725623-0.000727426j 0.00489232+0.00120056j -0.000391966-0.00237038j 0.00415588-0.00401418j -0.00671863+0.0039631j 0.00296287-0.00108356j 0.00224426-0.00194491j -0.00329372+8.83676e-06j 0.00426402+0.00349981j -0.00383239+0.00334418j -0.00441617+0.00624803j 0.00358009-0.0020414j 0.00391894-0.000633188j 0.00300141+1.56543e-05j 0.000206169+0.00343269j 0.00264654+0.00744687j -0.00425754+0.00237992j -0.00077735-0.00222311j -0.00527882+2.28706e-05j -0.00589384-0.00641978j 0.00116916-0.00735414j -0.0014066+0.00602238j 0.000966205+0.000139845j 0.000968291+0.00228989j -0.00470634-0.00297112j -0.00262594+0.00469544j 
0.00976356-0.00454177j 0.00455663+0.00927165j 0.00126879-0.00477336j -0.00379778-0.00217002j 0.000738372+0.00709517j 0.00182806+0.000890717j -0.00499698-0.00452687j 0.00423789-0.00447319j -0.00403512-0.000675663j 0.00202372+0.000274039j 0.00323665+0.00621591j -0.00470127-0.00266733j 0.00341646-0.00254716j -0.00166364-0.00353516j 0.0036314+0.002054j 0.00106606-0.00170187j -0.00193997-0.00504325j 0.00191884-0.00168811j -0.00142072+0.00291513j -0.00456686-0.00682866j 0.00106616+0.00186998j -0.000253691-0.00440454j 0.000909239-0.000442761j -0.00220691-0.00339599j 0.00263362-0.00322167j -0.00288999-0.000141474j -0.00355208-0.000315418j -0.00619338+0.00140483j 0.000268852+0.00217244j 0.00259786-0.00113305j -0.000521223-0.000411464j 0.0026378-0.00210013j 0.000891847+0.00589746j -2.67054e-05-0.00243776j -0.00179196+0.00300707j -0.00778559+0.00629711j -0.00150213-0.00271858j -2.68023e-05-0.000437217j -0.00232228-0.00164308j 0.00300659-0.00210438j 0.00301999+0.000795585j 0.000667879+0.000562723j 0.00221942-0.00415697j 0.00016633-0.00115386j 0.0037942+0.00322295j 0.00757811+0.000772144j 0.00155138+0.00136569j 0.000889444-0.00431473j -0.001189-0.00287624j -0.000813183+0.00322693j -0.00113849-0.00174241j 9.48055e-05-0.00171183j 0.000418606+0.000820118j 0.00139219-0.00400332j 0.00098251+0.00358446j 0.00625426+0.00435016j 0.000282136+0.00198677j 0.000330697-0.000636962j 0.00163046-0.000461784j -0.00195725+0.000229635j 0.00278625+0.00319549j 0.000969336+0.0012192j -0.00071176+0.00483868j 0.00459008-0.00129983j -0.00474241+0.00139977j 0.00376819+0.0013556j -0.00300099+0.00127405j 0.000273819+0.00171503j 0.0028212+0.00236203j -0.00181587+0.000916225j -0.00222235+5.16269e-05j -0.00236671-0.00184904j -0.00114635+0.00396216j -0.00492207-0.00264006j 0.00199873-0.00499212j 0.000540944-0.00304064j -0.00285868-0.000215634j 
-0.00104059-0.00410154j 0.00431546-0.00105412j -0.00140743+0.00356158j 0.00307601+0.00172971j -0.00119007-0.00272326j -0.000853643-0.000596361j 0.000755439+0.000747329j 0.000678275-0.000200058j 0.00380949+0.000335j 0.0003335+0.000381426j -0.00318266-0.000704572j -0.000270612-0.00227419j -0.00198303+0.00118436j 0.00174052+0.00161514j -0.0014075-0.00226929j 9.43531e-05-0.000703314j -0.00142411-0.001064j 0.00348075-0.00128164j 0.00218627-0.00108926j -0.000155723-0.00357231j -0.00341163-0.000578445j 0.00138327+0.00018577j 0.000667752+0.00190081j -0.000789709-0.00122265j -0.00033892+0.00185983j -0.00452893+0.000888769j 0.00110549+0.000268151j 0.00100219+0.003607j 0.000650164-0.00110496j 0.00306995-0.00236523j -0.00207569+0.00127731j -0.000185365+0.000978411j -0.000129976-0.00229846j 0.00142864-0.00104024j -0.000499189-0.00216217j 0.00297822-0.00269665j 0.000328383-0.00227299j -0.00132991+0.000969468j -0.00150843-0.00279005j 0.000486633-0.000118907j 0.00261551+0.00236983j -0.000704016+0.00324562j 0.000618697+0.00166122j 0.000799784+2.50488e-05j -0.000999216-0.00332212j -0.00431209-0.000648983j 0.00102197+0.00270376j -7.56218e-05-0.00239187j 0.00181591-0.00261934j -0.00144782+0.000535175j -0.0025248+0.00374966j -0.000230536+0.000670686j -0.00372905-0.000297141j 0.00143964+0.000100742j -0.00211718-0.00315524j 0.000680617-0.00263468j -0.00089962+0.0042387j 0.000741402-0.0028461j 0.00104773+0.000243511j -0.00211674-0.00266169j 0.00147085+0.00253869j 0.00578955-0.00233384j -0.00214007+0.000745853j 0.00197028+0.00329372j -0.000718386+0.000105978j -0.00050191-0.00207204j -6.19775e-05-0.000477281j 0.000298476-0.00307483j -0.00314138-0.00181706j -0.00249399-0.00157349j -0.000443901-0.00301625j 0.000965271-0.00053421j -0.000722073+0.00120285j -0.00589272+0.000460906j -0.000297981-0.00570913j -0.00140256+0.00260457j 0.00249545+0.00143201j 
-0.00494942-0.00179994j 0.0011258-0.00490474j 0.00171829+0.0183835j 0.0179535-0.00209874j 0.00302011-0.00375515j -0.00700173-0.00202207j 0.00337073-0.00449366j 0.000239044-0.000756459j 0.000804818-0.00291923j 0.00112657-0.00115768j -0.00147702-0.00165713j -0.00480755-0.00513167j 0.00438944-0.0019429j -0.00875969+0.00362772j 8.05291e-05+0.000656353j 0.00310341+0.00254204j -0.00228737+0.0119342j 0.000678201+0.00250387j -0.00199823-0.0116756j 0.00412872+0.00289894j 0.000208505+0.00569576j -0.00485141-0.00256252j 0.00167257-0.00145159j 0.00199108+0.00153408j -0.003759-0.00331671j 0.00692176+0.00204522j 0.00644558-0.000258368j 0.00422867+0.00250997j -0.00329632-0.00260927j -0.00368529-0.00588379j -0.0047209-0.00140031j 0.0017236-0.0052076j -0.00322499-0.00380503j 0.00434061-0.000319852j 0.00164418+0.00270794j 0.00882078-0.00455088j -0.000383199+0.000751754j 0.00528877+0.00313684j 0.00469826-0.00450676j -7.80201e-05+2.32009e-05j -0.000742565+0.00321331j -0.00541349-0.00390144j 0.000982254-0.00340147j -0.00103496-0.000807325j -0.00406612+0.00796425j -0.00553867+0.00201692j -0.00545772-0.00149552j 0.000731103-0.00490932j -0.000620432-0.00190183j -0.00119589-0.00772527j -0.00340337+0.00210857j 0.00485666+0.00632114j 0.00569678-0.0010105j -0.00224448+0.00699624j -0.0060033-0.000202816j 0.00622649-0.00921181j 0.00137973-0.00190721j -0.00511333-0.000726424j -0.00422097-0.00501929j -0.000357362+0.00523599j -0.00728992-0.00136186j -0.00713399+0.000854025j 0.00602939-0.00291047j -0.00717375-0.00163467j 0.00247652-0.00332703j 0.000816291-0.00691069j 0.00158901-0.00135562j 0.0026845+6.63927e-05j 0.00317338+0.00832024j -0.00922259-0.00473002j 0.00701482-0.00937612j 0.00437976+0.000162252j -0.00621651+0.000486943j -0.00162427-0.00333055j 0.00176652-0.000320073j -0.00723808+0.00485354j 0.00518467+0.00702487j 
0.00971651-0.0010313j 0.00105247+0.00976565j 0.00146569-0.00797721j -0.00860562-0.00189032j -0.00155134+0.00308663j 0.00592579+0.00233479j -0.00308669+0.00436556j -0.000628759-0.00143708j -0.00166028-0.00145547j 0.00609472-0.00256291j -0.00216612-0.00659463j 0.000448928-0.00396023j 0.000928935-0.000828675j -0.00214866+0.00128585j 0.000981245+0.000496132j 0.00371505+0.000943732j -0.00215198-0.00264654j 0.00155597-0.000840858j -0.000431277-0.00145911j -0.00122136-0.00182284j -0.000229665-0.00599079j -0.00260305-0.00318223j 0.000606265-0.000561445j -0.00148818+0.00239446j -0.00125661-0.00215798j -0.00298173+0.00119984j 0.00633647-0.00248178j -0.00438699-0.000569767j 0.00185154-0.00268931j 0.0010551+0.00332666j 0.00393645-0.000625424j 0.00073052-0.001455j -0.000588549+3.18344e-05j -2.51719e-05+0.00475756j 0.000848283-0.0023254j -0.000423931-0.000186568j 0.00246209+0.00176686j 0.00205738-0.00119675j 0.00433166-0.000630705j -0.000910775+0.00047201j -0.00110727-0.00139713j 0.00283722+0.0024412j 0.00292088-0.000907681j 0.00207566-0.00194839j 0.000912055+0.0014575j 0.000884979+0.000359419j 0.00014152+0.00550916j -3.75707e-05-0.0031134j -0.00243176-0.00201141j -0.0066341-0.00109291j 0.00173082-0.00292783j -0.0031017+0.00193194j -0.00333347-0.00365871j 0.00223488+0.00120061j 0.0014417+4.46886e-07j -0.000655983+0.00496816j 0.00202654+0.00379344j 0.00381111+0.00106445j -0.00197925-0.00133172j 0.00272806-0.00120703j -0.000403332+0.0021988j 0.00542272-0.0041894j 0.00238155-0.00565723j 0.00209739-0.00040236j 0.00683331+0.00180313j 0.00285409+0.00564278j -0.0029774+0.00488676j -0.00353689+0.0014399j 0.000655819+0.00292418j 0.00179777+0.00472562j -0.00485854+0.00249532j 0.000216067-0.00267127j 0.000339701-0.00292609j -0.00174024-0.00131448j 0.00140396-0.00230534j 0.00122159-0.00757731j -0.00745745-0.00131397j 
0.000310483+0.00510815j -0.00523335+0.000759124j -0.0023801-0.00422088j -0.00485576+0.00247173j -0.000760212-0.00435683j 0.000364585+0.00235812j -0.000412833+0.00635389j -0.00724009-0.000202813j 0.00166614-0.00335126j 0.00064606+0.00035775j -0.000823466-0.00309373j 0.0021382+0.000308273j -0.000655273-0.00116221j -0.00101694-0.00213223j 0.00405199-0.00599802j -0.00383623-0.000713003j 0.00688801-0.000961358j 0.000430493-0.00830567j -0.00389507+0.00647256j -0.00598408-0.00742471j -0.00514072+0.00244292j -0.000813563+0.00143845j 0.00185307+0.0032483j -0.00735242-0.00224594j -0.00538889+0.00216457j 2.84903e-05-0.000907454j -0.00152343-0.00463726j 0.00768258-0.005432j 0.00214034+0.00135783j 0.00541302+0.00337553j 0.000431178+0.0071117j 0.000178367+0.00225173j 0.00269251+0.000909976j -0.00640576+0.00226027j -0.00299665-0.0034875j -0.0085245-0.00573713j 0.000424345+0.00176865j -0.00934509+0.00367204j -0.00258863+0.00298429j 0.0061587-4.77494e-05j 0.00127929+0.00135129j 0.00868159-0.000874187j -0.0047704+0.000732766j 0.0022893+0.00110728j -0.00434336-0.0129445j 0.00166522+0.00176977j 0.00191101+0.000422165j -0.00603555+0.00651781j -0.00409501-0.00111543j -0.0014029+0.00690695j 0.0052431-0.00351429j 0.00313709-0.00172021j -0.00383564+0.00207692j 0.0050915-0.00179435j 0.000461095-0.00140285j -0.00362746+0.00869564j -0.00662317-0.0104154j 0.00248812+0.00496774j 0.000492128+0.00301326j 0.00255026-0.00431096j -0.000400104+0.00342086j 0.00654002+0.000102977j -0.00214101+0.00103455j 0.00247913-0.00270909j 0.00153874+0.00248648j -0.000504467+0.00719462j -0.00120258-0.00286743j -0.00101351+0.00175255j -0.00278824+0.00124601j -0.000464202+0.00670615j -0.00439225+0.0055555j -0.00321681+0.00311781j 0.01406-0.0023576j 0.00510622+0.00702517j -0.0041847+0.00310474j 0.00549776-0.00716758j -0.00694826-0.00600363j 
0.00729293-0.00198911j 0.00176694+0.00754026j 0.00071937+0.00330083j 0.00231884-0.000987781j -0.000838102+2.28787e-05j 0.00227999+0.00316117j -0.00597928+0.00273833j -0.00152126-0.00772189j 0.00560295-0.00205737j 0.00127461+0.00265557j -0.00136471-0.00204327j -0.00283948-0.00458994j 0.00193-0.00134546j -0.00499155+0.00170472j 0.00326808-0.000962483j 0.00101539+0.00188732j 0.00162287-0.000627685j 0.00395918-5.76612e-05j 0.00103071+0.00114427j 0.00153931-0.0025786j -0.00186417+0.00556997j 0.00226432-0.00355048j 0.00582813+0.000672751j -0.000530255-0.00453955j 0.00412408-0.00110471j -0.00424061-0.00532077j 0.00284311-0.00632254j 0.000383348+0.00216417j 0.000575927+0.000585768j 0.00728791-0.000972772j -0.000301868+0.00386904j 0.0016479-0.00579109j 0.0023482-0.00224111j 0.00127245-0.00205421j -0.00606825+0.00251374j 0.000595788+0.00109051j 0.000488265-0.00118273j 0.00525046+0.000196345j 0.00098235-0.00167049j 0.00485712-0.00632371j 0.00567414+0.00326921j -0.00307262+0.00232521j 0.0045516-0.00229156j -0.00032922+0.00428776j 0.00111341-0.00101814j -0.00183121+0.00187871j -0.00289748+0.0081713j -0.000703266-0.00357203j -0.0040296-0.00754975j -0.00151488+0.00103852j -0.00381817+0.000274315j -0.00346536+0.00558294j 0.000186281-0.00308804j 0.0071361-0.0071603j 0.00119899-0.00241381j -9.5892e-05-0.00370973j -0.00621555+0.00200112j -3.67358e-05-0.00167382j -0.00689228-0.0013626j -0.00339539-0.00614261j 0.00701294+0.00728118j 0.000367169-0.00217426j -0.0030493+0.0019915j 0.00433355+0.00255475j 0.00128046-0.00084409j -0.00209482-0.00265859j 1.76925e-05+0.00190335j -0.000634025-0.00171584j -0.000152859+0.00320064j -0.00490112+0.00240411j -0.00277223-0.00261737j -0.00331846-0.000399422j 0.00123079+0.00619646j 0.00146882+0.00208512j -0.00171937+0.00280215j 0.000826394-0.00564772j -0.00545836-0.00104735j 
-0.00258398+0.0063209j -0.00661215-0.00279496j -0.00110808-0.00570114j -0.00609307+0.00107711j 0.00127288+0.00291399j 0.0069966-0.00173349j 0.00206115+0.0112835j -0.00781421+0.00110433j -4.00436e-05+0.00258549j 0.00223282-0.00138387j -0.00119241-0.00664265j 0.000796332-0.00463298j 0.0010677-0.00149803j -0.00715569+0.00469811j 0.00221634+0.000748084j 0.00216609+0.00127224j 0.00120244-0.000646131j -0.00207918-0.0019299j 0.000384687+0.00104524j -0.00408181+3.24205e-05j 0.00188711-0.00327624j -0.00903071-0.00488252j -0.00519576-0.000873426j -0.00309228-0.00292756j -0.00569784-0.00118122j 0.00541083+0.00123626j -0.00243822+0.00163304j 0.0064297-0.00685706j 0.00258021-0.00316722j -0.00290886+0.00459247j 0.00216377+0.0011902j 0.00149858+0.00316043j -0.00380187-0.000545073j -0.0045085+0.00100949j -0.00131042-0.0021583j -0.00834437-0.00610437j 0.00377096-0.000568945j -0.00759596+0.0010138j 0.000387247+0.00489481j -0.00325258+0.00332528j -0.00258583-0.00246284j 0.00630938-0.00384563j -0.000478592-0.00139802j 0.00549952-0.00253329j -0.0008504-0.00400366j -0.000601018+0.00674109j -0.00126005-0.00750471j 7.91522e-05+0.00800508j 0.000245135+0.00729191j 0.00318573-0.00109218j 0.00595253-0.00264039j 0.00426804-0.00548647j 0.00319997-0.000705942j -0.000736195+0.00415231j -0.0034936+0.000757973j -0.00723677+0.00712174j 0.00252754-0.0046342j 0.00399757+0.00571411j 0.00461042+0.00154933j 0.00800252+0.00621532j 0.00104285+0.00195672j 0.00438759-0.00318903j 0.00200287+0.00235157j 0.000332879-0.00125332j 0.00197103+0.00176415j 0.00263423+0.00865606j -0.00447396+0.00265922j -0.00166398-0.00065255j 0.00154572-0.00327425j 0.000839919+0.00238725j -0.00255602+0.000830719j -5.62514e-05+0.00161179j 0.00758555+0.00285823j 0.00259589+0.00673683j -0.00498347+0.00278332j 0.00392067-0.00293315j -0.00256457-0.00381138j 
-0.00586475+0.0042447j -0.0041477-0.00605896j -0.0014862-0.00323702j -0.00272064+0.00211354j -0.00128876-0.00148505j -0.00029898-0.001048j 0.00494356+0.0037091j -0.00421382+0.00567261j -0.000759402-0.00145267j 0.000806308-0.000502898j 0.00368205-0.00180939j 0.00405018+0.00968851j -0.00646958+0.002607j 0.00661625-0.00131068j -0.00442702+0.000113506j -0.00611064-0.00180221j 0.0051335-0.000156923j -0.00304755+0.0118897j 0.00482943+0.00305206j 0.00611149+0.0042042j -0.000498643+0.00435423j 0.00505247+0.0024662j -0.00606674+0.000338295j 0.00594154+0.00107906j 0.00733101+0.0056023j 0.00091571-0.000473795j -0.00344424-0.000824151j 0.00507842-0.00368352j -0.000297431+0.00476712j -7.66684e-05+0.00510918j -0.00727906-0.00373204j 0.000339027+0.00617835j 0.00443598-0.000572623j -0.00218548-0.00529425j -0.00228306+0.000226209j -0.000491694-0.000304743j 0.000988161-0.000699728j -0.00718809+0.00523833j -0.000499542+0.0071456j 0.00323729+0.000960076j -0.00155767+0.00266154j 0.000291566-0.00124844j -0.00465267+0.00750315j 3.79047e-05+0.00346294j -0.00117341-0.00271536j -0.00255138-0.00471068j -0.00363832-0.0069105j 0.00473212+0.00211288j 0.00267058+0.00539565j 0.00470054-0.00116918j 0.00583389+0.000689776j 0.00347616-0.00511017j -0.00053962-0.00190342j -0.0021827+0.00195493j -0.00337457+0.00165657j 0.00219726-0.0013608j -0.00228895-0.00404479j 0.00228761+0.00407355j -0.00189196+0.00206787j 0.00371863+0.000949834j 0.00662118-0.00539367j -3.8301e-05-0.00472074j 0.00191304-0.00208793j -0.0102044-0.00451521j -0.00451891+0.000554722j -0.00169129-0.00319878j 0.000843021-0.0109779j 0.0043985-0.00218304j -0.00344701-0.00264465j 0.00636439-0.00103675j 0.00122464+0.010151j -0.00491645-0.000324833j -7.97314e-05-0.00315066j 0.00535321-0.000787578j 0.000504491+0.00353812j 0.00119167+0.00313121j 0.0029811-0.00113994j 
0.00527125+0.00231861j -0.00274401+0.0052747j 0.000660061-0.00146975j -0.00212732-0.000955377j -1.22683e-05+0.00459924j 0.00675513+0.00322151j -0.00740078+0.00835806j -0.0059866-0.00874848j 0.00233164+0.000434107j 0.000287072-0.00101858j -0.00120952-0.00229069j -0.000589206-0.00203593j 0.00228217+0.00169123j -0.00413034+0.00165953j -0.000848565+0.000260054j -0.00369063+0.00527843j 0.00620508-0.00462335j 0.00479796+0.00886947j 0.00355777+0.00751315j 2.62697e-05-0.00402592j -0.00342938+0.00580949j -0.00295379+0.000158033j 0.00328849+0.00171489j -0.00460577-0.00385282j 0.00797362+0.00479715j -0.00827602-0.00215306j 0.000453955-0.00127283j -3.63548e-05-0.000467159j -0.00112906-0.00020156j 0.00181638-0.000760967j -0.00134777+0.000581712j -0.00177257-0.00459665j 0.00250722-0.00820858j 0.00200497-0.00388515j -0.00814395+0.00381601j 0.00018241-0.000726811j 0.00178465-0.0020806j 0.00532906-0.00387274j -0.00332549-0.00103623j 0.000964507-0.00646053j -0.000497953+0.00164979j -0.00375686+0.00393901j 0.00298246-0.00347792j 0.00151982+0.00741172j 0.00374003+0.00134479j -0.00538266+0.00561128j 0.000769369+0.00522593j 0.00231967-0.00467839j -0.00356014-0.00350814j 0.00643473-0.00364056j -0.000807091+0.00359938j 0.000860101+0.00692915j -0.00038411-0.00480901j 0.0033689-0.00723181j -0.0015597-0.00290984j -0.00204941-0.00515121j -0.00452056+0.0018772j -0.00055466+0.000325131j -0.00427479-0.0016073j 0.00437283+0.000151694j 0.00881591+0.00160417j -0.000496373-0.0037992j -0.00175803-0.00290835j 0.000996124+0.00198212j 0.000164386-0.00131904j -0.00311841-0.00152064j 0.000168273-0.000122537j 0.000249622-0.00159525j 0.000969613+0.00117297j -0.000808401+0.00264366j -0.00421502+0.000483265j -0.00146787+0.000960601j 0.00484925+0.00519575j 0.00424367+0.00391657j -0.00276107+0.00567421j 0.00209995-0.00463765j -0.00418885-0.00211679j 
-0.00378821+0.00304567j -0.0028641-0.0037316j 0.00172498-0.00600276j -0.00620407-0.00116375j -0.00642-0.000995143j 0.00259461+0.00436827j 0.00221418+0.00474629j -0.00167892+0.00542923j 0.000835857+0.00278743j -0.00392939+0.000450847j 0.000233258+0.00143429j -0.000378802+0.00441274j -0.00456817-0.00132831j 0.00707847+0.000608332j -0.000556446-0.0010189j -0.000585206-0.000414997j -0.000676395-0.00157109j 4.59942e-05+0.0036469j 0.00221775-0.000378161j 0.00416527+0.000983067j -0.00253205-0.00256261j 0.00562073-0.00021706j -0.000870673-0.00250203j 0.00344418-0.000940052j 0.000313708+0.00285976j -0.000277588+0.00157916j -0.00158127-0.00125754j 0.00609201-0.00345054j 0.00735119+0.000811276j 0.00354198+0.00472412j 0.000877095+0.00379712j 0.00524947+0.0051948j -0.000381889-0.00475262j -0.00174484-0.000195851j 0.000838301-0.00598943j -0.00246027-0.00517907j 0.00219231-0.00102822j -0.00997968+0.00155344j 0.00165295+0.0102268j -0.000464425+0.000699056j -0.00196102-7.68266e-05j -1.54529e-05-0.00362616j -0.000917355+0.00411629j 0.000253312-0.00173707j -0.0070931-0.00475841j -0.00330776+0.00226156j -0.00119455-0.0042483j 0.00143427+0.00963279j -0.00226483+0.00352924j 0.00384985-0.000807584j 0.00407398+0.00128781j -0.00017561-0.0026297j 0.00206982+0.00420495j 0.000255906+0.00140011j -0.00618241-0.000550838j -0.00417911+0.0022183j -0.00560643-0.00304868j 0.00330219+0.000582223j -0.00118996+0.00186298j 0.00101327-0.00262035j -0.000809484+0.00217342j 0.00277431+0.00317731j -0.000669401+0.00123139j -0.00483425-0.00211399j 0.00121427+0.0020582j 0.000273349+0.00550024j -0.000346258+0.00110132j -0.00342-0.000255712j -0.00142859-0.00280852j 0.00129435-0.000600214j 0.0011482-0.000432578j 0.0015661+0.00238584j 0.0044199-0.0012646j 0.00505633+0.0026862j -0.00149746+0.0047021j 0.00103342-0.000140136j -0.000196131-0.00101784j 
-0.00331492-0.00139432j 0.00121933-0.00347265j 0.000520884+0.00380552j 0.00435587-0.00152527j -0.000768+0.000119139j 0.000812586+1.00971e-05j 0.00453337+0.0033204j -0.00415934+0.00488803j -0.00132921-0.00611185j -0.000924078+0.0059754j 0.00645245+0.00645957j -0.00735186-0.000904983j -0.000632353-0.00247695j -0.000829612-0.00149889j 0.0018648-0.0016515j -0.00627735-0.00547424j 0.00332721-0.00899663j 0.00153197+0.0022308j 0.00680978-0.0016951j -0.00600872-0.00619377j -0.00188922+0.0052922j -0.00121966-0.00230509j -0.00323357+0.00522437j 0.00342797-0.000610067j 0.00185529+0.00129407j 0.00312856-0.00113479j -0.000526501-0.00214175j -0.00118501-0.00139649j -0.00226968-0.0033777j 1.0205e-05+0.00156174j -0.00979629-0.000102187j 0.00398346+0.00195712j 0.00725139-0.00490726j -0.00160172-5.26367e-05j 0.00134811-0.00802184j -0.00576478+0.000476886j -0.000329663-0.00840915j 0.000448408+0.00174293j 0.0031071+0.00548378j 0.00047886+0.00376582j 0.000135532+0.00768053j 0.00929191-0.00174778j -0.00279171+0.00491532j 0.000944818+0.00115337j 0.00194904-0.00674132j -0.00144134-0.00493658j 0.00525477-0.00335818j -0.00345478-0.000879573j 0.00129218-0.00248517j 0.000628915+0.00145847j 0.00149697-0.0101111j 0.0083943-0.0073196j 0.00300294+0.000959675j 0.00459802+0.00542485j 0.00174623+0.00161371j -0.00714531+0.00328041j 0.00199244-0.0072222j 0.00544244+0.00347411j 0.0054849+0.00644861j 0.000546686+0.00393135j -0.000748072-0.00475333j 0.000734175-0.000637481j -0.000837758+0.00168586j -0.00229705-0.00585427j -0.00351347-0.00071749j 0.00311898-0.00260354j 0.000468012-0.00457108j 0.0059557+0.00224224j -0.00318452+0.00294326j 0.000349083+0.00259754j 0.00153117+0.00211925j -0.00213668+0.0048936j 0.00346496-0.000981975j -0.00064595-0.000934589j 0.000289264-0.00102736j -0.00169064+0.00738083j 0.0076034+0.00185743j 
