-0.0866495+0.0685527j -0.0349147+0.00509669j -0.0236761-0.00129781j -0.0948631-0.0399005j 0.0214792-0.0151827j 0.0438226-0.00194287j -0.0102121+0.00746445j 0.000660259+0.0445389j -0.0226836-0.0129688j -0.0454066-0.00723239j 0.0153237+0.0234205j 0.0326953+0.00284801j -0.0198406+0.00446004j -0.00790523-0.0140522j 0.0216998+0.0010516j 0.0159031-0.00784428j 0.0255336+0.0135745j 0.0159906+0.00887205j 0.0221462-0.0156114j -0.00858043-0.0127096j 0.00196848-0.01471j 0.0213548+0.0467624j -0.0204258-0.00207944j -0.017632-0.00443152j 0.0190418+0.00102946j 0.0264796-0.000563678j -0.0214029+0.0174996j -0.017695-0.0010643j 0.0089173+0.0141667j -0.00151114+0.00050844j 0.00770021-0.016538j 0.00187896-0.0166549j 0.037323+0.00666251j 0.0161942+0.0412671j 0.00307133-0.00783061j 0.0237048+0.0141182j -0.00350466-0.00815404j -0.0126778-0.00142165j 0.02424-0.00465078j 0.000688185-0.0220629j 0.0127268-0.00962727j 0.04138+4.71048e-05j -0.00157811-0.000992402j -0.0213396+0.0110937j -0.00461788-0.0045033j 0.0243922+0.0103583j 0.000693243+0.0102374j -0.000689203-0.0152138j 0.0124165+0.00411314j 0.000359346+0.0133924j -0.00653261-0.0142917j 0.0271737-0.0049492j 0.00116087+0.0184889j 0.0105718+0.0130411j 0.00173332+0.00387515j 0.00675743+0.00304611j 0.00610405+0.00740887j -0.0028422+0.000602423j 0.0125929-0.0358489j 0.0211668-0.00961616j 0.0109503+0.0178108j 0.00304853+0.0016984j 0.0165971+0.0222033j 0.0195064-0.0111846j -0.00938296-0.0310078j 0.0204293+0.0245355j 0.00315026-0.0106416j 0.0150071+0.0171613j -0.0150178+0.000705612j -0.0211943-0.00795058j -0.0156583+0.0178071j -0.0107776+0.0061424j 0.0107214-0.0194133j 0.00319464-0.00876687j 0.0118666-0.0578238j -0.00816329+0.0473453j 0.01624-0.00763984j 0.0720512+0.0127605j 0.060579+0.00625752j -0.0615087-0.033565j 0.0693857-0.0339097j -0.00178621+0.0248852j 0.03638+0.0827667j 0.0082347-0.0559771j 0.0128771+0.000725698j -0.0186032+0.05133j -0.097457+0.00570334j 0.0187391-0.134007j -0.0418199+0.0120725j 0.00102615-0.0217609j 0.00953263+0.00898606j -0.0247959-0.0327293j -0.0832745+0.146579j -0.00280937-0.0525235j 0.129986-0.116847j 
-0.0295925-0.0567455j 0.0290152-0.0289448j 0.0300553+0.0491724j 0.0640343+0.00156091j 0.0410333-0.102206j 0.101323-0.0610793j 0.069694+0.0489261j -0.0579619-0.127836j 0.0952826-0.0193961j -0.0102761+0.0686249j 0.0633053-0.0736278j -0.192119+0.0198917j 0.183269+0.146168j -0.175354+0.0684701j 0.0459147+0.0392848j -0.124322-0.0670302j 0.10594-0.245662j -0.040386+0.0654953j 0.0877802+0.021351j -0.0484959+0.0743257j -0.141571+0.113572j 0.0666511+0.200432j -0.0595551-0.0300997j -0.0717574+0.0346881j 0.0988024+0.0133205j 0.0142914+0.0569846j 0.0596349+0.0216379j -0.0463086-0.0104059j 0.0306962+0.0140289j 0.00239942+0.0207583j -0.0673933+0.00753551j -0.0596517+0.00165698j 0.0616082-0.0293377j 0.0240091+0.0432209j 0.04577+0.0287696j 0.0266402+0.0325737j -0.0364013-0.0361684j 0.0331017-7.90039e-05j 0.0132367+0.00796913j -0.018115-0.0450392j -0.0453807-0.0083871j 0.0381603-0.00225307j -0.000579054-0.00859522j 0.0281862+0.0268655j -0.0245949-0.0183537j 0.0356072+0.00213158j -0.0196702+0.012443j -0.00738531-0.0082119j -0.00252882+0.00271427j -0.00164552-0.0531983j -0.0206973-0.0344148j 0.0183768+0.0197465j 0.0153566+0.0163521j -0.0304592+0.00815235j 0.00820657-0.000455561j 0.0132966-0.0259021j -0.00637961-0.0119771j -0.0135292-0.00773076j 0.0203911+0.0151342j 0.0282194-0.0510494j -0.0355907+0.00437083j 0.0129157+0.0210509j -0.0210742+0.00436223j 0.0180335+0.000434883j 0.027556+0.0272254j 0.0221327+0.0252383j -0.0271344-0.027498j -0.0140744+0.0331555j -0.0197633+0.0166258j -0.0296997+0.0631683j 0.0143371+0.0267755j 0.0121563-0.00615825j -0.0107267-0.0106142j 0.0165989-0.0147588j -0.055108+0.00227976j -0.00524448-0.0122879j -0.0031886+0.0121762j 0.0339028+0.026665j 0.00143223-0.00970145j -0.00834641-0.0348349j 0.0178592+0.0196029j 0.00545764+0.000909295j 0.0204936+0.0716151j 0.0130473+0.046888j -0.0212957-0.00401124j -0.0192378+0.042852j 0.0264142-0.0279789j 0.00326838-0.0510813j -0.0326911+0.0678044j 0.0619645+0.0364589j -0.0390843+0.0359785j 0.0722992+0.0069818j 0.061983+0.043067j -0.01728-0.0219706j 0.00910571+0.00430388j 
0.000903895+0.00275052j 0.00916761-0.0125086j -0.0553848+0.0172113j -0.0109284-0.0159826j -0.0232829-0.00892709j 0.0440578-0.0508476j -0.0267604+0.0453854j 0.0102732-0.00574046j 0.0455901+0.0452309j 0.0202437+0.0694356j 0.0818134-0.00537725j 0.106616-0.0623024j -0.119524+0.114357j -0.0602914-0.0932408j 0.0072749-0.00289315j -0.0396539-0.0546457j 0.158784-0.0198527j -0.0258722-0.0776854j 0.0094392-0.018873j 0.0418932-0.152172j 0.0285526-0.0482022j -0.05059+0.10195j -0.0818504-0.0132619j -0.0156603+0.0619233j -0.000975989+0.0583611j -0.0454127+0.00780856j -0.0195837+0.012687j 0.00576098-0.0623381j -0.0222137+0.0190111j -0.00131074+0.063972j -0.00525782-0.0106413j 0.0672079-0.0259722j 0.0236274+0.0215181j 0.0080063+0.0347338j -0.0412497-0.00302052j -0.055005+0.0657462j -0.0342159-0.0399963j 0.00676984-0.0200003j 0.0254858-0.038344j 0.041854+0.00940875j -0.00174087-0.0207217j 0.0173577+0.00592739j -0.0195838-0.00194523j 0.0321689-0.0128412j 0.0229665+0.00880623j -0.0384567-0.0331036j -0.0414685+0.00698894j 0.00408125+0.0131737j -0.021941-0.024015j 0.00972978-0.0221565j 0.00541119-0.0135231j -0.0282649+0.00492821j 0.00181224+0.000699069j -0.0202465+0.00563946j -0.00213828-0.0175081j 0.0206736+0.0168837j -0.00050631-0.0333076j -0.0103042-0.020378j -0.00097312-0.027994j 0.000421736-0.00183714j -0.0303657-0.00728858j -0.0205123+0.0147891j -0.0178419+0.00192383j 0.0212213+0.00760139j -0.0574497-0.00430127j -0.0398534+0.0277963j 0.0310566-0.00390534j 0.00656673+0.0238984j 0.0144964-0.00710676j -0.0415824-0.0109796j -0.0126603+0.00961882j -0.0390378+0.0166577j 0.0103225-0.0205448j -0.0171344+0.0134548j 0.0338272-0.0386881j 0.0157214+0.00663567j -0.00512514-0.00205739j 0.0147548+0.00629788j -0.0247901+0.0242805j 0.0275176+0.0151594j -0.00361244+0.0548529j -0.00647279-0.0196992j 0.00319954+0.00801602j -0.00817743-0.00900279j 0.0156705+0.0236288j -0.00778304+0.0216209j 0.0154683-0.0275879j 0.0289236+0.00338683j 0.0114974-0.00821101j 0.00899218+0.00302765j -0.0108715-0.000468961j -0.0308404+0.00941998j -0.00540683-0.0168402j 0.00112417+0.000500421j 0.00545649+0.000367473j 
-0.00547117+0.0062419j 0.00743689-0.0199361j -0.040619+0.00540378j -0.0556938+0.0108199j 0.00568257+0.0521574j -0.0264215+0.0113093j 0.0393585+0.0131182j 0.0191773-0.0661207j 0.0251522+0.0130846j 0.095179-0.0358231j -0.0267838-0.084244j 0.103864+0.0756247j -0.304171+0.0574498j -0.161457-0.135695j -0.0547342+0.110756j -0.129321-0.0359468j 0.0496997-0.0951591j -0.100553-0.0831925j 0.00102862-0.0932663j 0.0832415-0.0876302j 0.0727377-0.1352j 0.00736194-0.0116998j 0.0237671+0.0389415j 0.0273925+0.00280972j -0.0524475+0.0184409j -0.026454-0.0461964j -0.0299989+0.0374932j 0.0110263-0.00953614j -0.0085905+0.00293347j 0.018874+0.0093018j -0.0403095-0.0291894j 0.0375412-0.00276843j -0.0612486+0.043377j -0.0106662-0.00612906j -0.0387972-0.00908684j -0.00353656+0.00124983j -0.0134337-0.0303496j -0.00320518+0.0205233j 0.0157646-0.00712496j 0.00750058-0.00411841j -0.0416025-0.0296965j -0.0148016+0.00535365j -0.015028-0.0131256j -0.00494657-0.0100704j 0.040467+0.0101148j 0.0182407-0.0250852j 0.00522106-0.010424j -0.020701+0.0282882j -0.0194294-0.00977958j 0.00251198-0.0137699j 0.014114+0.0301743j 0.00261104-0.00889409j 0.0237462-0.00735843j 0.00643986+0.0160671j 0.0242141-0.00503037j -0.014266-0.0104049j 0.0065254-0.000296311j 0.00551165-0.0087008j -0.0351275-0.0311878j 0.0055998-0.00306622j -0.0119644-0.0278914j -0.0144193-0.0210036j -0.024061+0.0176365j -0.00924526+0.0398841j -0.024564+0.00268639j 0.00623252+0.0232645j 0.0306467+0.0144229j 0.00226133-0.0267141j -0.06044-0.0220122j -0.0196038-0.0326829j -0.00507517+0.0307207j -0.0516979+0.0364949j -0.0341809+0.00404896j -0.0156242-0.0223211j -0.00298627+0.00124267j 0.0520922+0.014527j -0.0532319+0.00825342j -0.00528236-0.0167096j 0.0341355-0.00861994j 0.00812396+0.00994918j 0.027869+0.0256159j -0.0437413-0.0173895j 0.00224022-0.0614433j -0.00152243+0.00433273j 0.0306648+0.00831776j 0.0220988+0.0145835j 0.013872-0.00247607j -0.0068706+0.0442267j -0.0160568-0.0367402j -0.0292168+2.28518e-06j -0.0180121-0.0120914j -0.0785098+0.0324079j 0.0191572-0.0264737j -0.0344476+0.0328366j -0.000416434+0.00777616j 
-0.00284833-0.019984j 0.0169988+0.012247j 0.0529464+0.00226037j 0.00410563+0.0177647j -0.0161718+0.0587375j 0.00636929-0.0166505j 0.0570445-0.061816j -0.080979+0.030555j -0.137358+0.0252103j 0.0621305-0.00821545j -0.268376+0.00739522j -0.0574755-0.155851j -0.24652-0.179346j 0.309244+0.0128684j 0.0850103+0.203674j -0.271201+0.161607j -0.0176771-0.349517j -0.0143475+0.0270781j -0.0967365+0.00779389j 0.0680389+0.0108619j 0.0559603+0.0406698j 0.0592108-0.0114123j 0.0433733-0.0233091j -0.0918562-0.0730027j -0.0557903+0.0295853j -0.0269918+0.040115j 0.0628458-0.0781756j -0.0191309+0.0204531j -0.029651-0.0526091j 0.0759156+0.000730986j 0.0321806-0.00231776j 0.0142526-0.0495237j -0.0223559-0.015796j 0.0116259+0.00784765j 0.0393073+0.00962811j 0.0129836+0.0180495j -0.0360014-0.00850268j 0.022026-0.025803j -0.00406382+0.0153051j 0.00729125+0.0117578j 0.0127718-0.00625549j 0.0105832+0.0100521j -0.00946126-0.0153608j 0.0156434+0.0212208j -0.00549314-0.0253257j 0.0449731+0.018411j 0.0313834+0.00829675j -0.0236752+0.00152059j 0.0128117+0.0138241j -0.0204392-0.01496j 0.00463326+0.0152396j -0.00247798-0.00714692j 0.0117916-0.0342682j 0.015102-0.012026j 0.00390185-0.0016815j -0.0377835-0.0182778j 0.00811197+0.0388566j 0.00603023-0.0174363j 0.000528459+0.00633074j -0.00617348+0.0123695j 0.0378701+0.0179157j -0.028276-0.00352891j 0.0502135+0.0176304j -0.0131793-0.0202933j -0.0227647+0.0327571j -0.022503-0.00397589j 0.0105601+0.0426576j 0.0172593-0.0299274j -0.044897+0.0370835j 0.0132531+0.00242449j 0.0558656-0.00267117j 0.0116045-0.0172132j 0.0188489+0.0058775j 0.0198197+0.0116378j -0.00191375+0.000746446j 0.00757856-0.0255506j 0.0170788-0.000269897j -0.0222684-0.013924j 0.0301715-0.0475699j -0.00101317+0.00113126j 0.0130315-0.00668715j 0.000621969+0.000443841j -0.00664208+0.0068532j 0.0493005+0.0114909j 0.0382527-0.0299734j -0.00433359-0.0280594j 0.0182962-0.0186893j -0.00799516-0.00572355j -0.010454+0.0170978j -0.0428402-0.0151575j 0.00987199+0.00465971j 0.0227814-0.0231555j 0.0505212-0.0172141j -0.0142754+0.00544834j -0.00482317+0.0411164j 
-0.0249935+0.000268052j 0.0341469-0.0316258j -0.0134753+0.0432156j 0.0359199-0.0244084j -0.0974083-0.0241414j 0.127411-0.0664788j -0.034085+0.0562167j -0.0971322+0.0511614j -0.0857611+0.0237938j 0.0608297+0.155407j 0.0443658+0.0322091j -0.0693931-0.245335j -0.0677531-0.0363934j 0.30283-0.0273658j 0.0434365-0.017447j -0.0484591-0.00418029j 0.249115-0.088653j 0.0978033-0.0689334j -0.0852239-0.00584187j 0.053131-0.122073j 0.0484019+0.0404307j -0.0339953+0.110658j -0.179186-0.0258521j -0.079764+0.0667388j -0.0662173+0.0400351j -0.00852629+0.0699486j 0.0153118-0.0696265j 0.00822275-0.0325461j 0.0442236+0.0509148j 0.0176703-0.00963945j 0.060889+0.00883101j -0.00418608+0.030893j -0.0164324-0.0188754j 0.0109198-0.0129647j -0.00356325-0.0057562j -0.0242773+0.0508708j -0.0307969-0.0262203j -0.0159103+0.00339684j -0.0142192-0.00352174j 0.00114459-0.00296482j 0.0145059-0.0161715j -0.0373202+0.0131304j -0.0146985+0.0101408j 0.0389209+0.0148522j 0.0154561+0.0109723j -0.0250373-0.0127173j -0.018045-0.000332811j 0.0249625+0.0135697j 0.0253715-0.0304667j -0.0237608-0.0387203j 0.00582974-0.029686j -0.022274+0.021371j 0.0205083+0.0282157j 0.000313777-0.0298853j -0.00631719-0.00634981j -0.00975164+0.0117279j 0.0131488-5.47947e-05j 0.00862486-0.0400115j -0.000466168+0.00743455j 0.0118094-0.0297812j 0.0155188+0.0205404j 0.00560846+0.0136598j -0.0039318-0.013484j -0.0181417+0.0212318j 0.0122627+0.00283441j -0.0205413+0.00276005j -0.0172229-0.0083886j 0.00561847+0.0417158j -0.00956372+0.0292444j -0.0100536+0.00555836j 0.0196207+0.0362538j -0.00711864+0.0120451j 0.0093148+0.0166717j 0.0229035-0.00774488j -0.0126869-0.0363587j 0.00109765-0.01373j 0.0137184+0.0112799j 0.0019799-0.0106205j -0.0159329-0.0261673j 0.024437-0.00665911j 0.00156702+0.00421491j 0.0173805+0.0424348j -0.000579336+0.0148709j -0.00474753+0.00594767j 0.0288007+0.00975829j -0.0304326-0.0459403j 0.0347646+0.0154885j -0.00649245+0.0349896j -0.0123838-0.0105157j -0.0281248+0.00286963j 0.00942382-0.00499263j -0.0332967-0.0121074j 0.025554-0.0261099j 0.00858396+0.0109276j -0.0175702-0.0233271j 
0.00526674+0.00176733j -0.0250545-0.000284407j 0.0170658-0.00837194j -0.0305664+0.0493263j 0.0650344-0.0225876j -0.0856556+0.0271421j 0.0557085-0.0459272j 0.0214502-0.033013j 0.0445593+0.0505443j -0.0120269-0.0999838j -0.156812-0.0900462j 0.0843239+0.101477j -0.0384914+0.0580569j -0.163699+0.0810014j 0.0224983+0.116946j -0.0383303+0.16013j -0.156271-0.0197333j -0.110611+0.0484178j 0.00607835+0.00389983j -0.0537827+0.0424025j -0.0619591-0.108305j 0.0285762-0.0401381j 0.117663+0.00692345j 0.0610163-0.0204125j 0.0253875-0.0581021j -0.0300996-0.000341678j -0.0142083+0.0706j -0.0219232+0.0325007j -0.0359618-0.00777877j 0.0322348-0.00749089j -0.0279013+0.00587098j -0.0341067-0.0618907j -0.000458686-0.00677415j -0.0112003-0.0336807j -0.0049059+0.0173075j 0.0388731-0.0235571j 0.00481194+0.0240927j -0.00796536-0.00682021j -0.0019944-0.0186763j 0.0289019-0.00138732j -0.0028627-0.0130164j 0.0236851-0.00847197j 0.012322+0.00122245j -0.0154549-0.0110283j 0.0179386-0.00235596j 0.00102338-0.00448301j 0.0276744-0.00560985j -0.0211515+0.00133012j -0.0159086-0.00262744j -0.0024388+0.0140136j 0.0061245+0.0158088j 0.0248221+0.0144692j -0.0213799-0.00147211j -0.00300768-0.0250609j 0.00492005+0.0167188j 0.0168596+0.0073787j -0.0171049+0.012176j -0.0022662+0.000988151j 0.0124705-0.00966023j -0.0224184-0.00833262j -0.0129679-0.0213058j -0.00144501+0.00460925j 0.0149497+0.00630179j -0.00219159-0.000498996j -0.0204713-0.0209859j -0.0251989-0.0155694j -0.00341002-0.028184j 0.0158746+0.00593512j 0.00723087-0.033885j -0.0148602-0.0414562j -0.0139094+0.00752054j -0.0112894+0.024779j -0.00553712+0.0106864j 0.00158994-0.0111721j -0.00127341+0.00475719j 0.00134234+0.0145441j -0.024215+0.00314822j -0.00264055-0.00930993j -0.00484209-0.00165113j -0.00570357+0.0276851j 0.00883531-0.0157977j -0.0111383-0.0234156j -0.00967063-0.0248434j -0.000599647+0.00619616j -0.0163418+0.00345946j 0.0158195+0.0401116j -0.00608406+0.00111997j -0.00159033+0.00544948j 0.00966266-0.00219896j 0.0304314+0.0123015j -0.0264501+3.26544e-06j -0.00328196+0.0228633j -0.0181025+0.0188319j -0.00630232+0.00560976j 0.0104053+0.000199642j 
0.00772889-0.00374085j -0.0226386+0.0128213j 0.0861485-0.0328431j -0.00774635+0.051129j 0.0823263-0.048651j -0.0295327+0.153643j 0.0728402+0.0679708j 0.145776-0.0960044j -0.038057+0.13889j 0.0504216+0.0264828j -0.00443534-0.17763j -0.346944+0.137042j -0.0146569-0.256046j 0.118114-0.125335j -0.185972+0.198356j -0.0308591+0.0068598j 0.124418+0.208561j -0.0318815-0.115535j 0.0541411-0.0238579j -0.100037+0.129581j -0.0229773-0.227007j 0.0231236-0.00365152j 0.0540288-0.0699726j 0.00990051-0.0244284j 0.0263937-0.113019j 0.0679076-0.114806j -0.0854819+0.0389755j 0.0063887+0.0177596j -0.0013191-0.0315597j -0.0252966-0.015677j 0.0449198-0.017914j 0.0106565+0.0236042j 0.00574064-0.0413675j -0.0017536+0.0392164j 0.0288887-0.0131606j 0.078628-0.0348922j 0.0320406-0.00613352j 0.02777+0.0146149j 0.0150008-0.0159044j -0.00203873+0.00740058j -0.0114048-0.0268687j 0.0387487-0.0135891j -0.00475252-7.17548e-05j -0.0219057+0.0028075j -0.0161555+0.028382j 0.0121003+0.0186797j 0.00953843+0.0406398j -0.000578511-0.0326517j -0.0130189+0.0264929j 0.00158704-0.00618893j -0.0346394+0.0188956j 0.0254579-0.0035996j -0.00872376+0.00528395j -0.00932366-0.00365745j -0.00782365+0.0126546j 0.0285558-0.052965j -0.0129051+0.0377491j -0.0102378+0.0243532j 0.0205606-0.00746852j -0.00256981-0.0009559j -0.0199454-0.0078799j 0.000501919+0.0249018j -0.00371948+0.0162752j -0.00360461+0.00374076j 0.0119085-0.0198675j -0.0164857-0.00877771j 0.00139529+0.0219282j -0.00484695+0.0300929j 0.0154066-0.0158052j -0.00551872-0.022702j -0.029391-0.0170539j -0.0155221-0.012104j 0.00963511-0.000117417j 0.0196886+0.000702085j -0.00597467+0.00952614j -0.036576+0.00872575j -0.00623999-0.00534512j -0.0012905-0.0143214j -0.00554247+0.0325301j -0.00859684+0.00256348j -0.00340229-0.0231695j 0.0178886+0.00129087j 0.00827524-0.0159981j -0.0109007+0.0199992j -0.0316676-0.0013719j -0.0159086+0.0367834j -0.0160823+0.0153067j 0.00701462+0.00221902j 0.00546835+0.000759703j 0.0431975-0.00137287j -0.0208769+0.00978949j -0.00248443-0.00569005j -0.0231599+0.0237276j 0.0218739+0.0171712j 0.0143485-0.0220024j 
0.0252614-0.0519702j 0.0120344+0.00956764j 0.0420139+0.0236088j 0.00798234+0.0364538j 0.10952-0.117693j -0.0389478+0.0286404j -0.0262263+0.0789314j 0.101071+0.0906348j -0.00248301+0.362954j -0.136317+0.0831861j -0.113697-0.0614239j 0.0412744-0.0799126j -0.0283204-0.0498987j 0.113036+0.10065j -0.023703+0.199567j -0.022079+0.274703j 0.0239732+0.0882573j -0.0327359-0.0524487j 0.0522296+0.215387j -0.0421795-0.022607j -0.0472312-0.0837472j -0.0984442+0.118353j 0.134178-0.101332j -0.046594+0.0989832j 0.0138547-0.0417793j 0.0054708+0.0616592j -0.00269207-0.00499963j 0.0175727-0.0908342j -0.0209638-0.0260089j -0.0361904-0.0131977j -0.0393796+0.0164167j -0.0516974+0.0101129j 0.0414597+0.0249405j -0.035896-0.0253693j 0.00675673+0.0359212j 0.0382511+0.00488044j -0.0243331+0.0324266j 0.0173077-0.0259031j -0.0681323-0.06301j 0.0323648-0.0569444j -0.00555163-0.01083j 0.0143826+0.00555396j -0.0395133+0.0155183j 0.0412712-0.00611688j -0.02673-0.0617598j -0.0672323-0.0448981j 0.0424643-0.0367637j 0.04344-0.000616011j 0.0396611-0.0277273j -0.00166212+0.0039919j -0.0363613-0.0259506j 0.032187+0.0727657j -0.0140004-0.0514566j 0.0403512-0.0217359j 0.00195296+0.0296826j -0.0183882-0.00388809j 0.00694569+0.0158958j 0.04119-0.0239787j -0.0101294-0.00320522j -0.0465997-0.0240923j -0.0075442+0.0466399j -0.00319009+0.022273j 0.0285042+0.000152495j 0.00579572-0.0169989j 0.00856898+0.00614573j 0.044393+0.0115251j 0.0035128-0.0171238j 0.0208494+0.00241268j 0.0043546+0.00785328j -0.0030625+0.0414746j -0.00242953-0.00578905j 0.060645+0.00555008j -0.0353039-0.00211356j -0.00944616+0.00241002j 0.0066896+0.0153177j -0.0219026-0.045237j 0.0086944-0.015239j 0.00507956+0.0677086j -0.04627-0.0307954j 0.0211554-0.00419379j -0.0134546-0.00859422j -0.0349619-0.00559331j -0.0314432+0.050732j 0.0255384+0.00330578j 0.0325579+0.0241261j 0.0536247-0.0211971j 0.00144351-0.0224631j -0.00293383-0.0500398j -0.000304085-0.000431448j 0.0304788+0.0523923j -0.0197817-0.0093698j 0.082251+0.0488063j -0.0273928-0.0208332j 0.0022763-0.0391196j -0.0511167+0.0166825j 
-0.000540301-0.0140323j 0.0611764-0.0257806j 0.027973-0.0827163j 0.0818512-0.0150491j 0.063225-0.19701j 0.191707-0.095079j -0.017122+0.0111568j -0.230629+0.0554616j -0.249137+0.206069j -0.0748042+0.0362658j 0.129053-0.0872222j -0.1814+0.39295j 0.155645+0.115504j -0.0742317+0.000565666j 0.0227272-0.0259339j -0.081345+0.149659j -0.0243291+0.113431j 0.12308-0.0230769j -0.112181+0.106228j 0.187096-0.0250271j -0.062767+0.0407455j -0.0107289+0.0613595j -0.0931973+0.0754004j -0.135024+0.160743j 0.0102931-0.0692051j -0.0789783+0.0698561j 0.0153293+0.0308431j 0.00705815-0.0509643j 0.0187415-0.0203416j -0.0362096+0.0574676j 0.07656-0.0369928j 0.0217783+0.0165958j -0.0329188-0.00202039j -0.0047212-0.0124079j 0.0605665-0.0625724j -0.0303591-0.0152941j -0.0200539-0.022034j 0.002211-0.0230894j 0.00405488+0.0120086j -0.00696951+0.0255265j -0.00656186-0.0298947j -0.0384937-0.0111936j 0.0104894+0.0141041j 0.00906582+0.0484765j -0.00252154-0.00233741j 0.0213292-0.011881j -0.0370434-0.0196362j 0.0229994-0.00636996j 0.0432375+0.00430837j 0.00362372-0.0114055j -0.0040638+0.00358112j -0.0136047-0.0299389j 0.0209242-0.000241626j 0.0044196+0.022168j -0.00351562+0.0303421j 0.00156657+0.0048437j -0.0293902-0.0176392j -0.0146749+0.00577746j 0.0234056-0.00524921j 0.0199918+0.0184898j -0.0126331-0.0148898j -0.00227712-0.0173716j 0.0159304+0.0318598j 0.0122318+0.0217614j -0.0112514-0.0153123j 0.00645569+0.0148693j 0.00176548+0.00792586j -0.00621582+0.0229913j -0.010026+0.011022j 0.0119479+0.0051187j -0.00216004+0.019715j -0.0237705-0.010954j 0.0225868-0.0206008j 0.00992207-0.0322435j -0.0166509-0.0159115j 0.0180773-0.0135341j -0.0118677+0.010236j 0.0155954-0.0167065j 0.0262403-0.00113968j -9.72571e-05-0.00991619j -0.0230652+0.0261404j 0.00343537+0.0264244j 0.0104469+0.00823908j -0.00372366+0.00836949j 0.00839199-0.00239968j -0.0288157-0.0278312j 0.0312011+0.0222585j -0.00551821+0.0316985j -0.039928-0.00934599j -0.00101236-0.0217179j 0.0316767+0.0313545j -0.0235955-0.00408261j -0.000972682-0.0183113j -0.0156366+0.0048194j -0.00699967-0.0181154j 
0.019661-0.0191473j -0.0203055-0.0167324j -0.0431181-0.0245415j -0.0167044-0.0219438j 0.105865-0.0669943j -0.0292999+0.00150434j -0.00914554+0.0355241j 0.120911+0.0327879j 0.0049229+0.118625j -0.116282+0.0584884j -0.0297959+0.0386901j 0.0220533-0.0501327j -0.0839158-0.0763917j -0.0636596-0.0102299j -0.107466-0.00972574j -0.0149759-0.0926645j -0.0955056-0.10034j 0.0780074+0.0433227j 0.158408+0.227812j 0.147699+0.0818071j 0.032286+0.137475j -0.073831+0.159184j 0.132183-0.0277353j -0.0397063+0.010445j 0.0492988+0.084957j -0.00298111+0.0514399j 0.0585988+0.0556442j 0.0644935+0.0254473j -0.0261209-0.0560374j -0.0183326+0.0134236j -0.0413702-0.0751796j -0.0987997-0.0228934j -0.0191328-0.0102181j 0.127835+0.0712347j 0.0117322+0.0747398j -0.0855106-0.0232979j 0.0674703+0.0901945j 0.0718952+0.0162347j 0.0431806+0.0856153j -0.0363185+0.0163229j 0.0400289-0.0327595j 0.0687301+0.0780486j 0.0834872+0.0297203j -0.0813382-0.0741646j -0.0553387-0.0136964j 0.209004+0.107867j 0.0403+0.0685232j -0.0739945-0.076819j -0.0380813-0.0528559j 0.0654032+0.0342815j 0.066588+0.0737339j -0.0906399-0.0495499j 0.0389082+0.0147639j -0.00760416-0.0228977j 0.00457337-0.0256211j 0.0160519+0.00468938j 0.0011241+0.0398779j -0.0122517-0.00447208j 0.0115843+0.0442174j 0.0659681-0.00701017j -0.0323168-0.0620339j -0.0253214+0.0343026j 0.0154688-0.0091733j 0.00996345-0.00317961j 0.00971947+0.0423638j -0.0248018-0.0191208j 0.00123988-0.011963j -0.089882-0.0889559j -0.00518074-0.00729508j -0.0407327+0.0147429j 0.0144098-0.0204972j -0.0155942-0.0101839j 0.0937246+0.0565278j 0.0214369+0.0237046j -0.0356886+0.0159504j 0.0390652+0.0264888j 0.0301426-0.00896129j -0.0122867-0.0342966j 0.0669726+0.0558968j -0.0599977+0.0342892j 0.00195915-0.0466665j 0.0287304+0.00120269j -0.0483071-0.00407404j -0.0275088-0.0294994j -0.0519109-0.0488874j -0.023751+0.0279557j -0.0451202-0.0446659j 0.00143899-0.00724835j -0.0175916+0.0343093j -0.00426699-0.0863206j 0.0439585+0.0122999j -0.0315317-0.106731j 0.115664+0.0779362j -0.00876927+0.0276717j 0.0671048+0.0419576j 
