0.127194-9.64506e-16j 0.121789-0.000589659j 0.0305671+0.0334895j -0.0877678-0.117467j 0.0180402-0.0467463j 0.0319586+0.0423749j 0.00862075+0.0913484j 0.0159861-0.0268669j -0.0130809+0.0646296j 0.0170798-0.0311511j 0.00335042-0.0281117j 0.00912977+0.0321186j -0.00623322+0.00610497j 0.0055885-0.0014468j -0.00220836-0.0199634j -0.0164682+0.04055j 0.0133615-0.0301829j -0.00331807-0.0183778j 0.0147619-0.00178363j 0.00563455+0.0282031j -0.00572715+0.0242724j 0.014113+0.00581774j -0.0131398+0.00453976j -0.0105338-0.00470046j -0.00490615+0.0192863j -0.000511717-0.0113973j -0.017404-0.0125216j 0.0219107+0.0231771j 0.00605616+0.0102829j 0.00934399+0.0024986j -0.0172824+0.00682418j 0.0236087+0.0065084j 0.00832377+0.0199929j 0.00833051-0.02511j 0.0673822+0.0150412j 0.041464-0.000747323j 0.0135832+0.0488401j 0.163169-0.0115171j -0.056776-0.109203j 0.0274246-0.0256347j -0.0180261+0.0310508j -0.0146326-0.110428j 0.0362665+0.0221697j -0.0162375-0.0655054j 0.039384+0.0188448j 0.0581653+0.00574315j -0.0114065-0.0153131j 0.0455294-0.0231169j 0.00171859+0.0179656j -0.0361116-0.0707479j -0.00670219+0.0245683j -0.0127831-0.000638635j 0.0487885-0.00223911j 0.0164244+0.0137476j -0.00554141-0.0386997j -0.00878959+0.0385929j 0.0173263-0.00903108j 0.00645706-0.0287726j -0.019553+0.0145318j -0.0295692-0.00527913j 0.0122322+0.0400873j -0.0101499+0.00582709j 0.0208567-0.0303134j 0.0107511-0.0126802j 0.00850224-0.0342832j 0.0106743+0.00332355j 0.00259842-0.004962j -0.00431129+0.0110201j -0.00578022+0.00151728j -0.0581913+0.0326948j -0.00229936+0.0218743j 0.000706773+0.00526927j 0.0276404-0.0298874j 0.0042853-0.0182228j -0.0284252-0.0214776j 0.0220293-0.00182207j -0.01809-0.0146143j 0.00969778+0.0162813j 0.0324521-0.0204222j 0.00426862+0.0211166j -0.0328207-0.0309624j 0.0212545+0.0120528j -0.00840723-0.00115226j -0.000405152+0.0520775j -0.0147745-0.0248337j 0.0535813-0.0438063j 0.0289288-0.0331246j 0.0233327-0.0781782j 0.00696111-0.00350025j 0.00904101-0.0355527j -0.129334+0.197052j -0.20015-0.218922j -0.284183-0.0411816j -0.0269116+0.127222j -0.0356857+0.141338j 0.0601527+0.0273401j -0.00832598-0.00088676j -0.174484-0.049464j 
0.0673822-0.0150412j 0.037204+0.0294108j 0.0818296-0.00469029j -0.0801163-0.0169933j 0.0820943-0.148186j 0.142406+0.115566j 0.127816+0.0740175j 0.111571+0.0363751j -0.0797172-0.0467929j 0.125468+0.090521j 0.0559174+0.181277j -0.132474-0.0511671j -0.025277+0.0966398j 0.082386+0.0305053j -0.0971174-0.123192j 0.032418+0.0882809j 0.134738-0.0668852j 0.0655102+0.0921059j 0.138599-0.111357j 0.0357139+0.0530617j 0.047457+0.124156j -0.0652399+0.114607j -0.0159769-0.128423j 0.00504139-0.0168731j 0.0574254-0.0294575j 0.0448637+0.0271554j -0.0290845-0.0406242j -0.0834389-0.0237931j -0.0130864+0.0307112j -0.0039863-0.0416457j 0.0327539-0.0084198j -0.0112189+0.0144432j -0.0175201+0.00220837j -0.0394819-0.0262807j -0.0600216-1.07692e-14j -0.0167806-0.111396j -0.0107818+0.0320305j 0.0407701+0.0315779j 0.0966472-0.00376114j -0.0282761+0.000261893j -0.0639289-0.132443j 0.0899893+0.00289683j 0.0532267-0.0135204j 0.0416819+0.0723793j -0.0528905+0.108189j -0.0196405+0.110985j 0.0211828+0.0737793j -0.110563-0.0303068j 0.0460279+0.0423866j 0.0284091+0.0338515j -0.024923-0.0207493j -0.0186696-0.0263521j 0.00904426-0.0272895j 0.00768269+0.0754227j -0.0402071-0.00774514j 0.0326406+0.0254669j -0.014189+0.03084j 0.00545326-0.00460516j -0.0165548-0.028915j -0.00896039-0.00173412j 0.0302086+0.0196515j 0.0292765-0.016139j 0.00677556-0.00523987j 0.00347779+0.00267271j -0.0112333+0.00911405j 0.00648909+0.00472287j -0.0046576+0.00866977j -0.0265098+0.0139348j -0.0125321-0.00315641j 0.00606131-0.0191552j 0.00722722-0.00486128j 0.000747273+0.00908376j 0.0160776-0.00101112j 0.00671686-0.00705302j 0.0134497+0.00443376j -0.0132191-0.00276893j -0.0176385+0.00457249j -0.0116252+0.013615j 0.00205666-0.00590509j 0.013664+0.000650582j 0.0119465+0.000847717j -0.00966657+0.0101888j 0.0172525+0.0173229j -0.00299636-0.00373378j 0.00915509-0.000751162j 0.0100575-0.0124478j 0.0144866+0.0072208j 0.0129152+0.00364869j 0.0118405-0.0111887j -0.0170565+0.0393837j 0.0515529+0.0137449j -0.0248876+0.0450986j 0.0179098+0.0395519j 0.0220422+0.0163452j 0.00710758-0.0224187j -0.0218619+0.0203866j -0.0480487-0.00662518j 0.0107906-0.00364764j 
0.041464+0.000747323j 0.022248+0.0120905j 0.12468+0.0452222j 0.0119193+0.219072j -0.164623-0.0856432j -0.120984-0.0218675j 0.125809+0.0345178j -0.127587-0.0357092j 0.048873-0.0303757j -0.020487-0.0189748j 0.112264-0.0476327j -0.012296-0.0856181j 0.054889-0.101866j -0.0754394+0.0254551j -0.0527743+0.0683281j 0.115471+0.124689j -0.0376445-0.143281j -0.0905217-0.134699j 0.0347063-0.0606163j -0.09062-0.0449247j -0.0125962-0.0115622j -0.128438-0.0824137j -0.0202925-0.0979957j -0.000441306+0.0900022j -0.0818231-0.0266742j 0.0207311-0.0877296j 0.0101762-0.0426695j -0.00763305+0.0481838j -0.0141076-0.0221371j -0.106624+0.0301265j 0.0747085+0.0322159j -0.0652701+0.0254391j -0.138924+0.024578j 0.0296494-0.0210813j -0.0167806+0.111396j 0.029846+1.01134e-14j -0.000508896+0.0308003j 0.0479227+0.0894232j 0.0377433+0.03505j -0.00288082-0.00527614j 0.00390129+0.0447957j 0.0693298+0.122434j 0.0399367-0.138794j 0.156729+0.0401772j -0.000230994+0.0250271j -0.0087065-0.0473238j 0.0222263+0.0139089j 0.125646+0.0421081j 0.0330109-0.0102749j 0.0784123+0.0142025j -0.000336673+0.00381454j -0.0151371-0.0473458j 0.0253289+0.0387574j 0.00597689+0.00855548j 0.00641581+0.0172148j 0.000664888-0.0175865j -0.0392378-0.027287j -0.00479688-0.0172312j -0.0178048-0.0103041j -0.00346635-0.00824177j -0.00571098-0.0135971j -0.00682852+0.000127j -0.00974467-0.0225477j 0.0018032+0.00047543j 0.0101503+0.000907044j 0.0130028-0.0223187j -0.00490492-0.0102799j 0.00500041+0.00835065j 0.00530821+0.00840947j -0.0148667+0.00748665j -0.00134298-0.0118116j 0.0112013-0.00733326j 0.0150095-0.00911356j -0.0134312+0.00785613j 0.00190155+0.00854019j 0.00893749+0.00339459j -0.00438656+0.000705951j -0.00907368-0.00139433j -0.0027535-0.0033323j 0.0049815-0.00651012j 0.000186838+0.0128286j -0.00346846-0.0104302j -0.00648565-0.0210604j -0.00650869-0.00714445j 0.00347377+0.00504769j 0.00491959+0.0200817j -0.0175797-0.00611762j -0.00279271+0.0112058j 0.00768199+0.0175709j -0.0130514+0.0108594j -0.0127077+0.00936232j 0.0137157+0.0187619j 0.0123823+0.0343555j -0.0147554-0.0116424j -0.00301896-0.00439643j 0.0137969+0.0208032j 0.00544677-0.0329151j 0.0261508+0.000198231j 
0.0135832-0.0488401j 0.0775497+0.0262825j 0.0627379+0.188538j -0.18721-0.0671797j -0.0745749+0.0808923j -0.04567-0.035838j 0.00379532+0.0360997j 0.159248+0.0915739j -0.27991+0.072449j -0.000279301+0.0591311j -0.159741-0.0578269j -0.196013+0.00594989j -0.00953825-0.0974595j -0.0858508-0.0125103j 0.0925241-0.00485966j -0.0190408-0.108142j 0.00536559+0.110485j 0.0278185+0.134539j 0.00146904-0.0415224j 0.0149999-0.00565762j 0.061659+0.028401j -0.0251164-0.0563413j -0.0273409+0.0280518j 0.044633+0.073749j -0.046251+0.144207j -0.0192257-0.084251j 0.097531+0.0558206j -0.0605782-0.0505515j 0.0307998-0.0542235j -0.00929812+0.0546932j 0.0571772+0.0330599j -0.0645576-0.0244724j 0.00595269-0.111676j 0.0594623-0.00766202j -0.0107818-0.0320305j -0.000508896-0.0308003j -0.0780427-1.45717e-16j -0.029026+0.0258002j 0.0147161+0.00949843j -0.100537-0.0857136j -0.0960304-0.196761j -0.0270483+0.0990085j 0.106877+0.0104119j 0.0117036+0.154231j -0.0750483-0.0824545j -0.0540083+0.0342948j 0.160134-0.0298509j 0.010499-0.036908j 0.0251037-0.00862939j -0.00227355-0.0731676j 0.0654516-0.0492719j -0.0155143-0.00518002j -0.00259438-0.000237071j -0.0314589-0.0140531j -0.0113885-0.0399069j 0.0172086-0.0127276j -0.0178057+0.0195112j -0.0086631+0.0222421j 0.000234848+0.0167468j -0.0025262+0.0046199j 0.00432554+0.032619j -0.00128298+5.94022e-05j -0.000912867+0.017301j -0.00326693+0.0124016j 0.00857658-1.21157e-05j -0.00380745+0.0267414j -0.0244482-0.0136183j -0.00307883-0.0118611j -0.00180032-0.0210964j 0.00699676+0.00124065j 0.00472749+0.0100559j -0.00199973+0.00664348j 0.00925811+0.0029517j -0.00319115-0.00103295j -0.0172069-0.00674394j 0.00205362-0.0191619j -0.0140078+0.00816565j -0.0125438-0.0143846j 0.0203955+0.0123529j -0.00292708-0.00346895j -0.00247567-0.0190294j -0.0240844-0.0237503j -0.018832-0.00373692j -0.0121791+0.00356003j 0.0104404+0.00609141j 0.0288846-0.00471246j 0.00355409+0.00575662j -0.00808559-0.012721j 0.0229001-0.00967292j -0.0117388+0.0202313j 0.0199144+0.0317373j -0.0368001+0.029244j -0.037274+0.0019993j -0.0201854+0.0124746j -0.0120265+0.000984163j 0.00484172-0.00158658j -0.00172597+0.00797705j -0.0250526+0.0179577j 
0.163169+0.0115171j -0.0636765+0.128201j -0.0426374-0.0965727j -0.00137267-0.0101055j -0.041174+0.038212j -0.0390123+0.0788745j -0.133913+0.0372061j -0.0790016-0.0971302j -0.00356895+0.0405944j -0.0959194+0.0372023j 0.0931898-0.0888476j -0.0970764-0.0458177j 0.148277+0.181043j 0.0918378+0.0231911j -0.0173058+0.0356646j 0.058515+0.123469j 0.143855-0.0832098j -0.0183795+0.102468j 0.170009-0.144551j 0.0538703+0.0254302j 0.0535609+0.0492361j -0.0807414-0.0620916j -0.119989+0.0185115j -0.0974627+0.0680398j -0.0849548-0.0322091j 0.0176733-0.0342219j -0.0536461-0.0483651j -0.0285356+0.0694671j 0.0165833-0.010498j -0.00188372-0.0738021j -0.0737252-0.00341188j 0.0569898+0.0020573j -0.0778663+0.00396357j 0.00692414-0.022761j 0.0407701-0.0315779j 0.0479227-0.0894232j -0.029026-0.0258002j 0.15743-4.24799e-14j -0.0779749-0.0181577j -0.017248-0.0375234j -0.0553081-0.0127103j -0.0287214-0.124857j 0.0379082-0.017386j -0.0287559-0.043285j -0.0192296+0.119774j 0.0855189-0.0147834j 0.0527943-0.0558338j 0.0221371-0.0479534j -0.0730327-0.0282509j 0.00463539+0.0497545j 0.00784442-0.00676418j 0.0101029-0.0113798j -0.00163692+0.00224954j 0.0317881+0.000158871j -0.0171249+0.0127232j 0.00842639+0.0214286j -0.023306-0.00131042j -0.0288865+0.00506785j -0.000880802-0.00447409j -0.00721854-0.00367537j 0.037049-0.00705652j 0.014902-0.00355242j -0.00882264+0.00808951j -0.00649197+0.0196769j -0.00952586-0.00483532j 0.0110041-0.000276644j -0.0178463-0.00858367j 0.00355681+0.01028j 0.00763061-0.0164507j 0.00721998-0.0148058j 0.00775391+0.000950915j -0.0147587+0.0251181j -0.00393186-0.00137778j 0.00876192-0.0167714j -0.00865414-0.00113051j 0.00664361+0.00258492j -0.0292814+0.00286644j -0.0070698+0.0108522j -0.00630672-0.00505629j 0.00249869-0.00603717j -0.00424986+0.00162256j -0.0129571-0.0062391j 0.0126453-0.0070258j 0.0136694-0.0202383j 0.00139463+0.00360045j 0.016878-0.0176319j 0.0162493-0.00643847j 0.00647452-0.00769085j 0.0354159-0.0434546j 0.00526797+0.0357978j 0.0289316-0.0483522j 0.0380784+0.0438883j 0.00270944-0.0176275j -0.0248415-0.0355921j -0.00903481-0.0190645j 0.00714669-0.0040675j 0.0122383-0.00824401j 0.0325289+0.0426807j 
-0.056776+0.109203j -0.12564+0.00535248j 0.0353259+0.0253832j -0.0157469+0.110401j -0.0875127+0.00167642j 0.087617-0.0599471j 0.00881489+0.168504j 0.0778341+0.131924j -0.260093+0.0527894j 0.0733519-0.0372831j 0.140732-0.0216587j -0.092009-0.154368j -0.109628+0.0215471j 0.0656601+0.139291j -0.0853022+0.176313j 0.0610151-0.0492288j 0.0391029-0.173133j -0.122594-0.0214656j -0.051367+0.0384079j 0.0455571+0.0846331j -0.0208356+0.0255714j 0.108918-0.0156565j 0.00515845-0.0272985j -0.0285893-0.0297562j 0.0388139+0.00970406j 0.0325412-0.0050783j 0.121381-0.0284212j 0.00434019-0.0616693j 0.0117015+0.00131229j 0.100942-0.00859312j -0.0431872-0.0928664j 0.0199343+0.0407471j 0.0621011-0.117678j 0.0393091-0.00340616j 0.0966472+0.00376114j 0.0377433-0.03505j 0.0147161-0.00949843j -0.0779749+0.0181577j -0.157679+3.01148e-14j -0.0181914-0.0254627j -0.0241515+0.0913745j -0.0604213+0.0497945j -0.00241486-0.076219j -0.0090925+0.0725476j 0.0393089-0.0232181j -0.0124287-0.131534j 0.0588247-0.0189705j -0.0775096-0.0179425j 0.0117524+0.0886149j 0.034478-0.0269307j 0.0450282-0.0462809j -0.0180762-0.00111155j -0.0258088+0.0213573j 0.0372324-0.013665j -0.00493055-0.0354042j 0.00581439+0.0362066j -0.0277238-0.00776406j -0.0058259+0.00362919j -0.00791699+0.0127229j 0.00897034+0.000482741j 0.00215697-0.00868525j 0.0175088-0.0259334j 0.000403511+0.0131992j -0.0144555+0.0131931j 0.00744084-0.00524956j -0.0259588+0.00480248j -0.00459536+0.00252984j 0.00429994-0.00698323j 0.00618639-0.00541922j -0.0111393+0.00868744j 0.0179832+0.00374551j -0.00869298-0.000281686j -0.0227658+0.0042176j 0.0144167-0.0107339j -0.0146155-0.00993925j 0.00812542+0.000604783j 0.000164683+0.00602987j 0.000546353+0.00632495j 0.0193108+0.0157943j -0.0110392-0.00580741j 0.00176505-0.0237512j -0.0123532-0.0101312j -0.0230643-0.00682652j 0.0108688-0.015723j -0.0226363+0.0313351j -0.00375324-0.00443499j 0.0174546-0.0163794j -0.00612809-0.0221602j -0.00620398-0.0244027j 0.0442029-0.0280206j -0.00869021-0.0373942j -0.0142841-0.0310076j -0.0588444-0.0439449j -0.0328095+0.00221238j -0.0162574+0.0188431j 0.00979948-0.0177977j 0.0348717+0.0492953j -0.0234899+0.0210084j 
0.0274246+0.0256347j 0.0126437-0.00120852j -0.015888-0.0363771j 0.0412432+0.0161186j 0.0294429+0.123163j -0.0161949-0.154738j -0.206913-0.155416j -0.230666+0.0691671j 0.0687215+0.244378j -0.0284994-0.183817j 0.0876994-0.00247791j 0.151366+0.113015j 0.130517+0.0331129j 0.0977405+0.0393041j -0.0474718-0.00803701j -0.0676846-0.083477j 0.00946221+0.0352316j 0.0420963+0.173874j -0.0797963+0.0477446j -0.0862599-0.0169532j 0.00336244+0.00378688j -0.0587388-0.0941617j 0.0406312-0.0122866j -0.0283225-0.145242j -0.00417909+0.0161682j 0.00261896+0.0275853j 0.042863-0.0174143j -0.0433016+0.014516j 0.0279736-0.0218898j 0.0232182-0.0144809j -0.0385424-0.0046827j -0.00708083+0.0395929j -0.0582599-0.091021j 0.0317241-0.0535077j -0.0282761-0.000261893j -0.00288082+0.00527614j -0.100537+0.0857136j -0.017248+0.0375234j -0.0181914+0.0254627j -0.0293779+3.05311e-15j 0.0931141-0.0578762j -0.0535059-0.0617227j -0.0491082+0.0745714j -0.0340815-0.0123926j -0.0624279-0.0592315j 0.106628+0.0154095j -0.0657498-0.0967285j 0.00528071+0.0573095j -0.083195-0.0701292j 0.00268127-0.136008j 0.019683-0.0654882j -0.0245503+0.064821j -0.0318945+0.000432501j 0.0286543+0.0210045j -0.0291903-0.00781678j 0.0118719-0.0111474j 0.0124692+0.0206363j 0.0120596+0.00921772j -0.00925954-0.00370536j 0.0123744+0.00202859j 0.00518705+0.0282508j -0.0112455-0.0136819j 0.0243421-0.0136389j 0.00272438+0.025227j 0.00444767-0.0248822j -0.00932578+0.0173173j -0.0173789+0.00634697j -0.00506117-0.00662508j -0.0221327+0.00178576j -0.0126226-0.0181132j 0.0164233-0.000260895j 0.0270815-0.00404863j 0.0120683+0.0110731j -0.0132857-0.0106116j -0.00859899-0.00694749j -0.0103712-0.018602j 0.000723713+0.00756476j 0.00384821+0.00236973j 0.0219484-0.00393994j -0.00396307+0.0046949j 0.00963391-0.0259139j -0.0110181+0.0280952j 0.0155703+0.0172662j -0.0179406+0.0240991j 0.018377+0.00920728j -0.0202899-0.013866j 0.0256478+0.00686816j -0.0130375-0.00757931j -0.0210423-0.00517489j 0.0280702-0.0106328j 0.0482233-0.00804557j -0.0289441-0.00102303j -0.0159855+0.0131048j 0.0202296+0.0184256j 0.00408755-0.00823277j -0.0367044+0.000112212j -0.0429322+0.0263372j -0.0186714-0.042452j 
-0.0180261-0.0310508j 0.00365228-0.105215j 0.0795308+0.067793j 0.0182303+0.0820663j -0.0472775+0.0291263j 0.12887+0.0238618j -0.0744637+0.0394606j 0.11855+0.18941j 0.012175+0.0659594j 0.17623-0.00614523j 0.105212+0.11826j -0.0572012-0.132105j -0.000429714-0.0996682j -0.0615785-0.0869141j 0.113142+0.0598747j -0.0409863+0.0413652j -0.0208937+0.076726j -0.056969-0.0797462j -0.0551699+0.0828659j -0.0294352-0.0176413j -0.0888229-0.062634j 0.0767216+0.00458654j 0.0391351-0.0258044j -0.0132983-0.187946j 0.0587586+0.0205297j 0.0466916+0.046312j -0.0143474-0.0619616j 0.0992158+0.08723j -0.0677003-0.000545704j 0.0184921+0.0200542j -0.019968-0.0298473j -0.0251861+0.0382758j 0.0568738-0.0697679j 0.0917069-0.0417836j -0.0639289+0.132443j 0.00390129-0.0447957j -0.0960304+0.196761j -0.0553081+0.0127103j -0.0241515-0.0913745j 0.0931141+0.0578762j 0.0334417-2.99066e-15j 0.109496+0.0158029j -0.0538059+0.0383647j 0.0849349+0.070677j 0.0359311+0.0427855j -0.026546-0.0828309j 0.048449-0.0233551j -0.0553826-0.0407825j -0.0747404-0.0162544j -0.0275362-0.048762j -0.0327846-0.0303685j -0.00360795+0.0213067j -0.0320285-0.00685669j 0.0529289+0.0330022j -0.00935287-0.0109865j 0.0617803+0.0314664j -0.0267105-0.0474596j -0.0326336+0.00240397j 0.0318252+0.0169678j 0.00693613+0.00330888j 0.0150946+0.0284893j -0.0122008-0.0320535j -0.0293637+0.0108224j -0.0214195-0.016034j -0.0241914-0.00837255j -0.0144567+0.0183221j 0.00765133-0.00675777j -0.0150296+0.00949842j 0.0147516-0.0102848j 0.0217505-0.0202769j 0.0256567-0.00709643j -0.014248+0.00763437j -0.019635+0.00822167j 0.00954098-0.0281138j -0.00737633+0.0107634j -0.00630543-0.0302535j -0.00444733+0.00575544j -0.00290353+0.0152634j -0.0133185-0.011589j 0.00763954+0.00851529j 0.00182412+0.00398328j 0.00931797+0.0318139j 0.0545067-0.0100683j 0.00612646+0.00106785j 0.0338782-0.0046682j -0.00370243-0.0456379j 0.0799625+0.0365693j 0.0146311+0.00182924j -0.00576338-0.0913855j 0.0219856+0.0471628j 0.0943148-0.0956015j -0.00150308+0.0129802j -0.01389+0.0129288j -0.0110905-0.000313617j 0.00941887-0.037227j -0.0362522+0.0185816j -0.0662412-0.0142235j 0.00394426+0.00252967j 
-0.0146326+0.110428j -0.0252574-0.0422047j -0.0700064-0.0190014j 0.0207564+0.025174j -0.109024-0.0127519j -0.153309+0.06133j -0.00875319+0.0624126j -0.085468-0.0442415j 0.0628177+0.11704j 0.0611283+0.242012j 0.0209763+0.0780984j 0.0689997-0.0431437j 0.216375+0.177629j 0.0401284+0.0242275j 0.0497359+0.10484j 0.0451459+0.0027697j 0.0651353-0.0629491j -0.0700157-0.0195819j 0.0336696+0.043723j 0.000417604-0.0199368j -0.072394-0.0741749j 0.0570865-0.0696672j 0.0186807-0.00274427j -0.0101885-0.0183437j 0.0709478-0.0584j -0.0448326+0.00999715j 0.00833347+0.049319j -0.0146961-0.13769j 0.0405391+0.0525626j 0.0391637-0.122692j -0.0528405-0.157895j -0.0113959+0.0676537j 0.0208012+0.0016448j 0.0674511-0.0563668j 0.0899893-0.00289683j 0.0693298-0.122434j -0.0270483-0.0990085j -0.0287214+0.124857j -0.0604213-0.0497945j -0.0535059+0.0617227j 0.109496-0.0158029j -0.064405-1.49529e-14j -0.0209515-0.0592478j -0.0661951+0.0928251j 0.0312064+0.0847274j 0.0275013+0.0444648j 0.0383818-0.0105755j 0.12835-0.0187562j 0.0295054+0.00463516j -0.00114949+0.0321903j -0.0440199-0.0366483j -0.015829-0.0570776j 0.0162516+0.00649835j -0.0279887+0.0140623j -0.013797-0.0275439j 0.011239+0.03027j 0.039696+0.0180688j -0.0011538+0.00392443j -0.0150612+0.0276403j -0.0256624-0.0175908j 0.00368597+0.000697905j 0.0104472-0.0286781j 0.0229188+0.020532j 0.00737576-0.0213979j 0.0103563+0.000957918j -0.00110863+0.00617547j -0.0101163-0.00794646j -0.0092523-0.0117354j -0.0132035-0.017199j -0.0315036-0.00256297j 0.00723874+0.0210006j 0.0141489+0.0195179j 0.030158+0.00114172j -0.00992547-0.00484375j -0.0215174-0.00639543j 0.00489949+0.00836902j -0.0453202+0.000480486j -0.018727+0.00892439j 0.0134851+0.00973754j -0.00813753+0.00166386j 0.0104929-0.0113947j -0.0362193+0.00867274j 0.0378706+0.0234287j -0.0396513+0.00588176j 0.0464505-0.000861854j 0.0845732+0.0116582j -0.0109577+0.0635254j 0.0130165-0.010205j 0.0579109+0.0108956j -0.0671759+0.0866241j 0.0156888+0.0658945j -0.0392589+0.0469352j 0.00346508-0.0185091j -0.00955878+0.0472862j -0.0489344+0.0127274j -0.00695981+0.0406648j 0.0122435-0.00173229j -0.0633984-0.00215037j 
0.0362665-0.0221697j -0.017858+0.0593501j 0.011726+0.0397983j -0.0396889+0.0183566j -0.0144701-0.0785637j -0.0148589-0.0178321j 0.068192+0.089894j 0.0393276+0.155718j 0.00822845+0.127583j 0.121424-0.028639j 0.0359097+0.0738878j -0.100995-0.0407139j 0.156445-0.0571164j 0.0437454+0.0376883j 0.0181365-0.0303187j 0.0599339+0.0200603j 0.0717865-0.0363092j 0.000314107-0.0178954j 0.0546782-0.0109029j 0.0175447+0.0590989j 0.0259093+0.0114821j -0.0341504+0.043639j -0.0178711+0.0119327j -0.0646218-0.0364164j 0.0363082+0.0850079j -0.0262894-0.0086474j 0.00762763-0.0243183j -0.0358387+0.0674486j 0.0374403-0.0176426j 0.042964-0.00455314j 0.0104046+0.0551017j -0.00485749-0.0270496j -0.156268+0.0471061j -0.00811956+0.0345839j 0.0532267+0.0135204j 0.0399367+0.138794j 0.106877-0.0104119j 0.0379082+0.017386j -0.00241486+0.076219j -0.0491082-0.0745714j -0.0538059-0.0383647j -0.0209515+0.0592478j 0.0726078+1.67921e-15j 0.0244575-0.000370643j 0.0554169+0.0340887j 0.00247913-0.123567j -0.00202726+0.0377375j -0.0260229-0.00360807j 0.00434567-0.0172855j 0.020313+0.0242502j -0.00956396-0.0417191j -0.0558315+0.0233289j -0.0243252+0.0550236j -0.0167635+0.027876j -0.0185816+0.0412662j 0.0627032-0.0322251j 0.00161711-0.0247938j 0.00181541-0.0135449j -0.0162507+0.0114707j 0.00174496+0.00495128j -0.00303283-0.0358608j -0.0110447-0.00860977j 0.0529492-0.031644j 0.0257687+0.00932812j 0.00241259+0.0182701j 0.018121-0.0209628j -0.0262059+0.0598678j -0.0144078-0.0307978j -0.0386895+0.0614245j 0.00918681+0.0342834j 0.0117938+0.000612913j 0.0428132-0.0678659j 0.00700869-0.0214509j -0.0113548+0.0488814j 0.00809894-0.00117074j 0.00188972+0.020119j 0.0104012+0.0180594j 0.0155592+0.00154058j 0.0290897-0.00248829j -0.00768755-0.0143064j -0.00171688+0.00369278j 0.00437716+0.058829j -0.00822482+0.0428628j 0.00208987+0.000629604j -0.0208573+0.0363606j -0.0840546+0.0869626j -0.0824969-0.0429877j -0.0454676+0.0544576j -0.0333492+0.130162j 0.0146066-0.102025j -0.0643291+0.0447155j 0.0201928-0.0414465j 0.0684265+0.0480735j 0.0688657-0.0103165j 0.00490183+0.00307012j -0.0387941+0.00639053j -0.0223003+0.00111822j 0.00899286-0.134116j 
-0.0162375+0.0655054j -0.0342997+0.0152206j -0.0499025-0.0236754j 0.0219768-0.064953j -0.029098-0.000889169j -0.00863995+0.0124751j -0.0247305-0.0439444j 0.217983+0.134002j 0.000809255-0.0298054j -0.0232947-0.159691j 0.103074-0.0597598j -0.0718359+0.0553593j -0.0621461-0.0889518j 0.128139+0.00684448j -0.0955762+0.00110074j -0.0472665-0.0552923j 0.0167827-0.0504956j -0.013001+0.034183j 0.00226016-0.00508548j 0.00630884+0.0217072j -0.0294475-0.0357353j 0.0370481+0.0419089j 0.0270072-0.024196j -0.0335415+0.0240323j 0.0139751-0.00196358j 0.00291729+0.0166859j 0.035004-0.0251726j 0.0660604+0.00457923j 0.0296658-0.0341842j 0.0228042-0.023648j 0.0142843+0.0236184j -0.0308333-0.0116664j 0.0575675+0.0534394j 0.0706935-0.0235861j 0.0416819-0.0723793j 0.156729-0.0401772j 0.0117036-0.154231j -0.0287559+0.043285j -0.0090925-0.0725476j -0.0340815+0.0123926j 0.0849349-0.070677j -0.0661951-0.0928251j 0.0244575+0.000370643j -0.0786825+3.75281e-14j 0.0318192-0.0873692j -0.060082+0.0048566j 0.0284534+0.0552057j 0.00542526-0.0226038j 0.0272213+0.0503999j -0.0308898+0.0047525j -0.0343007+0.0140865j -0.00458872+0.0814733j 0.0575916+0.0269606j 0.00684797-0.0320293j -0.0264725+0.0251901j 0.00515376-0.0970351j 0.00861549+0.0374671j -0.0113209+0.0113152j 0.00424879+0.00592718j -0.0199252-0.00600272j 0.0116215-0.0247488j -0.00577807+0.0124152j -0.00994943+0.000204999j -0.00647448-0.0155675j 0.00434487+0.00712739j 0.00154175-0.00817785j 0.0297028-0.000198358j 8.44451e-05-0.0255637j 0.0202834+0.0115895j -0.0103173+0.027742j -0.00477531-0.00846653j -0.0100606-0.0345287j -0.00230277+0.0099012j -0.00529361+0.0158138j 0.00502752+0.0182783j 0.00549742-0.018019j -0.0243909-0.00473717j 0.0124658-0.0483292j -0.0392693-0.0506966j -0.00900886+0.0310154j 0.00659552+0.0111124j 0.0262395-0.00743106j 0.0709309-0.0480785j -0.0324862+0.0408877j 0.0494655-0.0693995j 0.0843963+0.0330681j -0.0592225+0.0902681j 0.0159729+0.030846j 0.105653+0.00407142j -0.0972357+0.0673177j -0.014331+0.128397j 0.0349363+0.0350063j 0.044186-0.0195399j -0.0230478-0.033846j 0.0027073-0.0371433j -0.0203508+0.040268j 0.0189704-0.134507j 0.00970012+0.0154239j 
