0.0137984-1.40304e-14j 0.18569+0.014973j 0.107211+0.106855j -0.0379637+0.00286682j 0.00209288-0.00281416j 0.0418564+0.130566j -0.0501979-0.0842952j 0.0227794-0.0659018j 0.072622+0.0195621j 0.0195071-0.0616234j -0.0731007+0.0759271j -0.0982051-0.175925j -0.134825+0.0434161j -0.0700428+0.0655694j -0.00695308+0.163391j 0.0709703+0.00651968j 0.177857+0.0400298j -0.0347213-0.03534j 0.0793463+0.120555j 0.0354321-0.0157693j -0.0108486+0.00153926j 0.0247772+0.0562496j -0.0157887-0.0652934j 0.019234-0.0245149j 0.000784906+0.00622479j -0.0133455-0.0322128j 0.0279944-0.00778995j 0.00867849+9.06898e-05j 0.0779923-0.0231998j -0.0547202-0.010884j -0.0875818-0.0297632j 0.0313484-0.0105977j 0.0353647-0.13576j 0.0719801+0.0166823j 0.00120827+0.0666126j -0.0594654-0.0408502j 0.014452+0.044951j -0.0750528-0.0149209j 0.00554407-0.00831447j 0.0562746-0.00716529j -0.0115469-0.00795636j -0.0641177-0.0477206j 0.0247657+0.037809j 0.00823788+0.0695239j 0.00156009-0.0192898j 0.0404631+0.0303819j -0.0204506-0.00359974j -0.0134287-0.0120993j 0.0119301+0.0349977j 0.00303724+0.000887765j -0.000392541+0.0164944j -0.00977641+0.00797062j -0.0157347+0.00567139j -0.00309502-0.00622401j -0.0187227+0.0354985j -0.0231981-0.015887j 0.0105052-0.0104708j 0.00174236-0.00664196j -0.0131963-0.0136125j 0.00212765+0.0367604j 0.000248313+0.0183095j 0.00921965-0.0191744j -0.00675411-0.0241679j -0.00484339+0.0420851j -0.00804072-0.00439916j 0.0128108-0.0281656j 0.0166958+0.0126472j -0.0215844-0.0288348j 0.00138714-0.00738553j 0.0177938-0.0342379j -0.0282648+0.0311638j -0.0241439-0.0210707j 0.0120011+0.00391002j -0.0315925+0.0095393j -0.031799+0.025219j -0.000882287-0.00807514j 0.0112685+0.00749488j -0.0146674-0.00788364j 0.0101473-0.0158235j 0.0134641+0.0114312j -0.014167+0.030531j -0.0224969-0.0269904j -0.0242284+0.0459622j 0.0196148+0.00157067j 0.00142446-0.0542184j -0.0682009+0.0716649j 0.0200785+0.0314809j -0.00719708-0.0454274j 0.157505+0.128689j -0.142284+0.000370776j -0.0415656+0.118796j -0.0149098+0.0363857j 0.00848293+0.0492037j 0.0523463-0.136472j 0.00247131-0.0180825j 0.023555+0.0167471j 0.138535+0.0931778j 
-0.0982051+0.175925j -0.189642-0.163715j -0.104823+0.193189j 0.0570276+0.136116j 0.0855513+0.0449914j 0.360952-0.227924j 0.0505757+0.024681j 0.0144715-0.136966j 0.127626+0.286449j 0.0157379+0.0716974j 0.12002-0.0840011j 0.171586-2.29539e-14j -0.000501064+0.153013j 0.0127907-0.0455157j 0.0307831-0.140245j 0.11174+0.207772j -0.16931+0.0447016j -0.0732161+0.0707258j -0.0187897-0.0746285j -0.0269767+0.0572139j 0.0143943-0.0309752j -0.0278071-0.000849038j -0.0121337+0.00929093j -0.0150312-0.031838j 0.00223423-0.0182816j 0.0362821-0.0062786j -0.00959616+0.0277422j 0.00841351+0.0213882j -0.0114602-0.00634596j 0.02178+0.00873986j 0.00359046+0.0106085j -0.025364-0.000576329j 0.000255897-0.0193885j 0.00695772+0.00645701j 0.0144449+0.00981942j 0.0145042-0.0185684j -0.00979121-0.0163085j -0.0212776-0.0211313j 0.0120728-0.0150594j -0.0209127+0.0261531j 0.0386377+0.0286073j -0.0115447-0.00522374j -0.0117654-0.00773582j 0.00217305-0.00130054j -0.00275002-0.00330655j -0.0188003-0.0209533j 0.0160476-0.0165885j -0.0161173-0.00156349j 0.00145839+0.0259145j -0.0203995+0.00733348j 0.0231061-0.00541249j 0.00948043-0.00111576j 0.00685692-0.0104772j 0.0060717-0.00163545j 0.00071629-0.00903347j -0.0158584+0.0163088j -0.0195228+0.0042635j 0.0154659+0.00200215j -0.0192514-0.0063383j 0.0172706-0.0278675j 0.000177751-0.0042143j -0.00623364+0.0128486j 0.00533819+0.0106223j 0.00863749+0.00498811j 0.00400796-0.000223314j -0.00789173-0.00421427j -0.00938973+0.00851561j 0.0132788-0.017591j -0.028812+0.00890847j -0.0137339-0.00627479j -0.0072419+0.00961453j -0.00869918+0.000690719j 0.0165642+0.00171558j 0.00790108+0.00743582j 0.00654015+0.010719j 0.00768127+0.0120732j -0.00782093+0.00552284j 0.0195364+0.00410864j 0.00755622-0.0199806j 0.010801-0.00275929j 0.00330982-0.00744191j 0.0157095+0.00620394j -0.00694394+0.012527j 0.00991979-0.00387769j -0.0145765-0.0033235j 0.00333354+0.00894204j -0.00056392-0.0130203j -0.0159361-0.006227j 0.0134761+0.00629341j 0.0121593+0.0280246j 0.00851976+0.00265534j 0.00550703+0.00922371j -0.0019112+0.004629j -0.0184827+0.0120834j 0.0187239-0.00811388j 0.0280913+0.0247872j -0.00881783+0.00491996j 
-0.134825-0.0434161j 0.114768-0.0819071j 0.232003+0.365007j -0.272174-0.021015j -0.0897601+0.187996j -0.115666-0.252871j 0.242685+0.0463603j -0.00683844-0.117956j 0.0355146+0.094574j -0.00792782+0.00193633j -0.105229+0.0641276j -0.000501064-0.153013j -0.0537599+1.11022e-15j 0.0628746+0.108257j 0.004307+0.0173402j -0.222685+0.0930341j -0.0914368-0.078941j 0.0967664+0.159718j 0.0210063-0.0143414j 0.0158475+0.00527684j 0.015314-0.016304j 0.0189524+0.0148079j 0.0288295-0.00100218j -0.00514072+0.00626719j 0.0280862-0.0104884j -0.0264816-0.0119442j -0.0218664+0.000531462j 0.00276098-0.00409073j -0.00870773-0.000983034j 0.00831514+0.0176375j -0.00581236+0.00846183j -0.0137143-0.00979597j -0.00853405+0.0140624j -0.0287522+0.000206004j 0.00373436+0.00218099j 0.00726205+0.0168701j 0.0117311-0.0103487j 0.0255807-0.0160358j 0.0287918-0.00694677j -0.038981+0.00233589j -0.0343006+0.0326407j 0.0252147+0.0379611j 0.00311128-0.00508966j 0.0165974-0.00996261j -0.0183987+0.0267033j -0.0297232-0.00296999j -0.00587433-0.0195235j 0.0315761+0.0181258j 0.0033877+0.0146542j -0.0256451+0.0125292j 0.00608625-0.0112103j 0.0261938+0.0114036j 0.0054086-0.0233755j -0.0271227+0.0152764j -0.00972086+0.0196757j 0.0311348-0.00160139j 0.0121172-0.010803j 0.00733238-0.0301833j -0.00382878-0.0143353j -0.0225635-0.00197121j -0.0081988+0.0102728j 0.000623464+0.012233j 0.00100734+0.00881112j 0.0247772+0.0129382j -0.00333065+0.00834359j -0.00759551-0.00494111j -0.00878531+0.000678159j 0.0172236-0.00653395j -0.0177825+0.0180287j 0.00136744+0.000676677j 0.00455591+0.00018556j -0.00651923+0.0108135j 0.00142547-0.0137216j -0.00353175+0.00471939j 0.0117005-0.00373485j 0.000695122+0.00612293j 0.00248348+0.0054337j 0.00865036+0.00291902j 0.000862567-0.00637636j -0.00498792+0.0074337j 0.0109209+0.000316695j -0.00169491+0.0109502j -0.000193628-0.00707208j 0.00280617-0.013822j -0.000174444-0.000558429j 0.0106946-0.0105309j -0.00412352+0.00849848j 0.0091233+0.00344156j -0.0244534-0.0324995j 0.0274643+0.000477528j 0.0173012-0.0232857j -0.00484232+0.00515171j -0.00625113-0.0129752j -0.0202787+0.0187926j -0.013523+0.0128406j -0.0195758+0.00359268j -0.0413893-0.0228714j 
-0.0700428-0.0655694j -0.0428037+0.116661j 0.0472401-0.0244349j -0.326245-0.235456j 0.121897-0.233112j -0.109734+0.0343765j 0.215218+0.172786j 0.169028+0.120285j -0.0327357+0.0929227j -0.00796293-0.00133093j -0.0846462-0.0269356j 0.0127907+0.0455157j 0.0628746-0.108257j 0.0361319-1.34476e-14j -0.108379-0.0206403j 0.0199485-0.201942j -0.167601+0.0341668j 0.00958986-0.00862779j 0.0562262+0.0307935j 0.0260695-0.00163736j -0.000388771+0.0189168j 0.026623-0.0117044j -0.0152907+0.0305178j -0.00884011-0.0019432j -0.0109784+0.00651067j -0.0113539-0.00630103j 0.00734584-0.00906005j 0.017761-0.00199573j -0.0199241+0.00774377j -0.00478882+0.00826419j 0.00424354-0.00483928j 0.00633282-0.00778715j -0.0127978-0.00596359j 0.0151857-0.0238849j 0.0101541+0.00716863j 0.00322419+0.0153075j 0.0119501-0.0130046j -0.0198953+0.0306841j 0.0540833+0.0400341j -0.0227128+0.0348346j 0.0532174-0.0475938j 0.00756485-0.0175141j -0.0111307-0.0211799j 0.010456+0.0104166j 0.0269119-0.0131528j 0.0122675+0.00808577j 0.0175491+0.00516511j 0.000162445+0.0146254j 0.0298062+0.0112346j -0.00604728-0.0023715j 0.00278297-0.00364831j 0.0098078+0.0139828j -0.0233041+0.023907j -0.0270724-0.00768985j 0.0103935-0.00837536j -0.0188849+0.00623372j 0.00169431-0.00787734j 0.0139796+0.0156903j 0.0183435+0.0191946j -0.0230473-0.00119471j -0.0128412+0.00445468j -0.017491-0.000592033j -0.00184713-0.00133174j -0.0162126-0.00171261j 0.00528341+0.00733678j -0.0103694-0.0141838j 0.00807314-0.00429007j -0.00330739+0.00152468j 0.00222299+0.0141362j -0.00137433+0.0112715j -0.00906707+0.00657331j -0.00723052+0.00379147j 0.00493189+0.0146158j 0.00868291-0.00263552j -0.00973664+0.0164587j -0.00600099+0.00938431j 0.0124569-0.00427647j 0.00885768-0.00372872j 0.0071677+0.00151698j 0.0072489-0.00544893j -0.00420117-0.0132102j 0.00159288+0.000996462j 0.0112733-0.00395363j 0.0186966+0.0171043j -0.00361678+0.00246553j 0.0163857-0.00316732j 0.00292836-0.00919536j -0.0137034-0.00673971j 0.0308431-0.00922716j 0.0120912+0.0421283j 0.000684543+0.0293037j 0.0104046+0.00232091j 0.00752433+0.00467212j -0.00295508+0.00445451j 0.0231545-0.0252105j 0.0515357+0.00743995j -0.000475687+0.0016525j 
-0.00695308-0.163391j 0.016225-0.0809892j 0.160891+0.276525j -0.209352-0.23168j 0.133167+0.216528j -0.191127-0.0169707j -0.060999+0.0784232j -0.070494-0.0945927j -0.0239711+0.0522522j -0.0457798-0.0537034j 0.0598886+0.0178158j 0.0307831+0.140245j 0.004307-0.0173402j -0.108379+0.0206403j 0.00488016-9.4369e-15j 0.0681027+0.00467699j -0.0356659-0.241644j 0.0675694+0.0791079j 0.0401671+0.0268933j -0.00833653+0.013348j 0.00505292-0.00374244j 0.0137117+0.0233261j -0.0242168-0.00198726j 0.0111935-0.00590169j 0.021411-0.0210647j -0.00893964+0.00391735j 0.0103196-0.0130601j -0.00514197+0.00917988j 0.00829941-0.0253406j -0.0142511-0.000393774j -0.00714534-0.0084078j 0.00571391-0.00749857j 0.00499061-0.00617554j 0.00709641+0.0112301j -0.00823309+0.0208988j 0.00662548-0.0102804j -0.00152361-0.0115993j -0.0475243-0.0432553j -0.00701834+0.0278431j 0.0359669-0.0478173j 0.0113094-0.0262102j -0.0113122+0.000952335j 0.0055432+0.0182103j 0.00694949+0.0373619j -0.000665145+0.010382j 0.014342-0.00554562j -0.0280535-0.0081466j 0.00625296+0.00044627j 0.0215841+0.0282085j 0.00515053+0.0222247j 0.000214637-0.00625953j 0.0112123+0.0194072j 0.00426505-0.0227203j -0.00496359-0.027835j -0.00304474+0.0227096j -0.00584723-0.0214474j -0.0117757+0.0143792j -0.0293426+0.0140829j -0.000593869+0.00659697j 0.00354503-0.0164782j -0.00773353+0.000910924j 0.00105151-0.00773894j 0.0101263-0.0124542j 0.0145704-0.0108764j -0.00499608+0.000141665j -0.00432664+0.00532771j 0.00299809+0.00406932j -0.00178344-0.00512549j -0.00573993+0.00327052j 0.00387243+0.00225127j -0.0120881-0.00991975j -0.000705844-0.000281264j -0.00558394+0.00527901j -0.00324871+0.00325407j -0.0108689-0.00537472j -0.00480072+0.00132831j 0.000514391-0.00113996j -0.00855308-0.00312129j -0.00563945+0.00337491j 0.00223664+0.00250715j -0.00471885+0.00138076j -0.00267753-0.00535202j -0.000512686+0.0103875j -0.00536936+0.00313107j 0.00195035-0.00320572j -0.0102793+0.0238461j 0.00806171-0.0071601j 0.00270022-0.0140816j 0.0202768+0.0249089j -0.0284062-0.00948727j -0.012425+0.0140365j -0.0058148-0.00163453j 0.00687099+0.00272463j 0.0173971-0.027382j -0.00464364+0.00214962j 0.000437515+0.000584923j 0.0387156+0.00662617j 
0.0709703-0.00651968j 0.175334-0.0368094j 0.123894+0.0999149j 0.0851727+0.0399019j -0.017964+0.0818558j -0.0295524+0.153609j -0.121003-0.0767006j 0.00633922-0.0113654j 0.0130601+0.0419988j 0.116516-0.0562136j -0.0325763-0.0815404j 0.11174-0.207772j -0.222685-0.0930341j 0.0199485+0.201942j 0.0681027-0.00467699j -0.116975-1.57235e-14j 0.0753316-0.00148314j 0.035523+0.0406984j -0.0801318-0.0677588j 0.00855003-0.0159697j -0.00413656-0.0283514j 0.0232052-0.057739j -0.00250895+0.0632697j 0.00547299+0.017916j 0.00830702-0.0406003j 0.0226518+0.0120112j 0.0256374-0.0273158j -0.0106003+0.00682939j 0.0229895+0.000754133j 0.0318378+0.0130948j 0.0226917+0.0527198j -0.01243+0.0174389j -0.0604544-0.0068444j 0.00283213-0.0887951j 0.081041-0.0365615j 0.00809576+0.00397304j 0.0187421-0.0516114j 0.0819265+0.00660852j 0.0312323+0.0126109j 0.0453323-0.0211547j -0.0389735-0.00120637j 0.0190947+0.028695j -0.0494453-0.0624228j 0.0035755-0.0235426j 0.0417124+0.0265779j -0.0067917-0.00959304j -0.015578-0.00112523j 0.0109343+0.0176728j -0.013835+0.0382049j 0.00645804+0.0143102j 0.0129266-0.00261555j -0.0368497+0.044297j 0.00284551+0.00901437j 0.00850243+0.027806j 0.0259072-0.0236046j 0.00534426-0.00221755j 0.00266639-0.0349583j -0.00929977+0.0106552j 0.00435975+0.00490774j 0.0013163-0.0157265j -0.023144+0.0154545j -0.0226573+0.00921146j -0.0126261+0.0572232j -0.0023648-0.0078285j -0.00766512+0.00748939j 0.0256378-0.00972344j -0.0121178-0.00612071j 0.00155756-0.01384j -0.0170466+0.0248053j -0.00650082+0.0366712j 0.00737122-0.0170886j -0.0211636+0.0154772j 0.00101109+0.0376799j 0.00883762-0.0309642j -0.024639+0.00426884j 0.0109274-0.000610762j 0.00383551+0.00815761j 0.00680313-0.0149538j -0.00487237-0.00980625j 0.0284421-0.023696j 0.0411718-0.021423j 0.0153897-0.0368344j 0.000591994-0.0428751j 0.0157357+0.0185912j -0.0242622+0.0145596j 0.0672414-0.00471986j -0.011576-0.0130122j -0.0243467-0.00764399j 0.0560009-0.134935j 0.14985+0.142452j 0.0473811+0.0480364j -0.00792641+0.0186602j 0.0327465+0.00301226j -0.054768+0.0855584j 0.0468-0.0597729j 0.103908+0.0628527j -0.0505106-0.0242685j 
0.177857-0.0400298j -0.0667897+0.0118012j 0.000204544+0.0123683j -0.168904-0.1501j 0.0893006-0.0280945j 0.0409455+0.142112j -0.132875-0.0599685j 0.0222392-0.112469j 0.0233302-0.00144791j 0.0044932-0.0364117j -0.0314559+0.10922j -0.16931-0.0447016j -0.0914368+0.078941j -0.167601-0.0341668j -0.0356659+0.241644j 0.0753316+0.00148314j 0.123509+1.29174e-13j 0.0777847+0.0547j 0.0246092+0.0301921j -0.0514925-0.0664325j 0.000848146+0.0486098j 0.0126147-0.0245112j -0.00199288-0.00233601j -0.00408304-0.00278799j -0.00716006-0.0206376j -0.00642814+0.0130572j -0.0342449+0.011634j 0.0074658-0.00337549j -0.0413747+0.0334545j 0.0123398-0.000605811j 0.0525218-0.0106619j 0.00415733+0.00411209j -0.00183111+0.089402j -0.0815269+0.0362553j -0.0358704-0.0695348j 0.0130331+0.0423615j -0.0129267-0.0187034j 0.0336707+0.0126413j -0.0865744-0.00614195j 0.0420351+0.00405048j 0.0405103-0.0247755j 0.0399785+0.0482134j 0.0205161+0.0305091j 0.00245945-0.0439088j 0.00250284+0.029667j 0.0156478+0.00160316j 0.0283007+0.0272697j 0.0226979+0.0587092j 0.00312747-0.0528924j -0.0110798-0.0284252j -0.00924959+0.0231885j 0.0141979+0.0171519j 0.000735186+0.00448587j 0.0156309+0.0140442j 0.0191212+0.0149951j -0.0174041-0.013574j -0.0132926-0.0105852j 0.00981171-0.00967647j -0.0114833-0.00508673j 0.00563389-0.0129016j -0.00486363-0.000899861j -0.0118143+0.0014975j 0.00567759+0.00410161j -0.00228508-0.0182727j 0.0111663+0.0063542j 0.00490563-0.00496639j -0.000889346+0.00597244j -0.00870848+0.0114803j -0.000391875-0.00841864j -0.00127156+0.0032558j 0.0259138+0.00637406j -0.00405416+0.0114055j -0.00743636-0.0135101j -0.0102082+0.0015012j 0.0250564+0.0139179j -0.0179646-0.00661768j -0.0194417+0.0227258j -0.00874349+0.00687447j -0.020467-0.0100889j -0.044236-0.00658243j 0.0265471-0.00306218j -0.039882+0.00798374j -0.012662+0.00722996j -0.029838+0.0296187j -0.00405441+0.0110725j 0.0487525-0.0868454j -0.0445052+0.0334147j 0.000163985+0.053112j -0.181263-0.082279j 0.0781433-0.0984826j 0.0356701-0.125201j 0.0308238+0.00301536j 0.00714415-0.0254594j -0.0168074+0.0971712j -0.0212517+0.0524681j -0.0593654-0.0346864j -0.0961769-0.0696933j 
-0.0347213+0.03534j -0.0882327+0.0825j -0.0470323-0.0109757j -0.0661355-0.0311835j 0.0303704-0.0398643j 0.0314602+0.0337363j -0.0561344-0.0172109j -0.0312085+0.0172624j 0.00314527-0.00716635j -0.0271404-0.0696705j -0.00225133+0.020864j -0.0732161-0.0707258j 0.0967664-0.159718j 0.00958986+0.00862779j 0.0675694-0.0791079j 0.035523-0.0406984j 0.0777847-0.0547j 0.065489-7.09155e-15j 0.0144788-0.0316892j 0.0157679+0.0450559j 0.00696024-0.0013376j -0.00458589-0.0598561j 0.0935197+0.0285679j 0.0431425+0.000675924j -0.0385732-0.0329592j 0.0571824+0.0355978j -0.0123465+0.061363j -0.0530352+0.0368992j 0.0671228-0.175405j 0.0221411-0.0983176j 0.0777497+0.0694969j 0.0137375+0.184605j 0.0561723+0.000341511j 0.0621783-0.146003j -0.0944649+0.159719j 0.0275761-0.071283j -0.00780854+0.0972165j 0.00567437-0.0113811j -0.098306+0.0753987j -0.00790021+0.0249028j 0.00803382-0.000461214j 0.0655936-0.0225985j 0.0176852-0.00567207j -0.0367985-0.0353202j -0.0117404-0.0229485j 0.0051266+0.0242509j 0.0199169+0.00110568j 0.0424442+0.0124553j -0.0344513+0.0682316j -0.0168525+0.0319005j -0.0352902-0.0436018j 0.00757421+0.0263378j 0.00701484+0.0120132j -0.00107283+0.0105547j -0.0159312-0.0644497j -0.0253973-0.00476502j -0.0106087-0.0495997j 0.0068781+0.00777603j 0.00912093+0.0192266j 0.00351057-0.0368316j 0.00987875+0.00531616j 0.0247481+0.0197681j 0.0225999+0.032354j 0.0211208-0.0473253j 0.0101425+0.00817628j -0.0310829+0.0385482j 0.00171459-0.0131822j -0.0041919+0.0311214j 0.0353569-0.0328137j 0.0438406+0.000874149j -0.0221781-0.00261874j 0.0465494+0.00903177j 0.0215199-0.01591j -0.0364728+0.0403747j 0.0265901-0.0203997j -0.00473533+0.0466254j 0.0364371+0.00967836j 0.00175462-0.0662182j 0.00932008-0.0201551j -0.0711612-0.00536488j 0.0498314-0.0349482j 0.0299831-0.0557788j -0.0807966+0.0128481j -0.0487052-0.068086j 0.0312895+0.0498061j -0.0803988+0.20094j 0.012162+0.0409045j 0.0483704-0.0916614j -0.0533382+0.00345825j 0.0599226+0.060257j -0.0431242-0.0336827j 0.00531058+0.0403089j -0.028114+0.0143355j 0.00588859+0.020915j 0.0398983-0.0843372j -0.0453539+0.0474004j -0.00384042+0.0324123j 
0.0793463-0.120555j -0.00626032+0.0203652j 0.054224-0.0224909j 0.0251773-0.0151988j -0.00204486-0.00201373j -0.0840318+0.018311j 0.0177446+0.0379263j 0.0529664-0.0523681j -0.0085168+0.0343152j 0.0888852-0.0443693j -0.066315+0.0129836j -0.0187897+0.0746285j 0.0210063+0.0143414j 0.0562262-0.0307935j 0.0401671-0.0268933j -0.0801318+0.0677588j 0.0246092-0.0301921j 0.0144788+0.0316892j -0.0230381+1.249e-16j 0.0357542-0.00983384j 0.0460523+0.00234369j -0.0189806-0.0730467j -0.0787922-0.0410229j -0.0642715-0.0408711j 0.061069+0.0539161j 0.0271449-0.0944876j -0.0224171-0.0834451j -0.0379472-0.00691339j 0.0586166+0.0178511j 0.0948933-0.0510738j -0.0832588+0.150448j -0.22434+0.0692169j -0.13582-0.0299692j -0.0977452+0.13812j -0.213735+0.130843j -0.149055+0.0911547j -0.119651+0.223852j 0.104081-0.114608j 0.044446-0.0283506j 0.00357658-0.00608974j 0.0104128-0.0241496j -0.000951696-0.0220887j -0.0934811+0.0219918j 0.0836278+0.0298914j -0.0158603-0.0164714j -0.027942+0.011286j 0.0139534-0.00766864j -0.0196714-0.0126779j 0.0409622-0.0256427j 0.00575084-0.0262325j -0.00469531+0.0453741j 0.00274001+0.00726565j 0.000197809-0.0110676j 0.00175745+0.0291783j 0.00365705+0.0128749j 0.021612-0.0148962j 0.00490212-0.0012989j 0.0276286-0.0326742j 0.0180142-0.0174459j 0.0114861-0.0223668j 0.0121017-0.0151768j -0.0231477+0.00319992j 0.023667-0.0252381j 0.0326191-0.0349281j 0.00506542-0.0167812j -0.0356194+0.0203094j -0.0137021+0.0151836j -0.0150862-0.0109628j 0.0146834-0.00627686j 0.0405252-0.0249651j -0.00671455+0.00139801j -0.0056929-0.00340871j 0.020792+0.000840415j -0.00760494+0.0177386j 0.00146888+0.0209778j -0.0216089-0.00961042j 0.0327369-0.0311489j 0.09013-0.0112987j 0.00283316-0.00649874j 0.0473284-0.0692541j 0.0365901+0.0207463j 0.0294241-0.00446216j 0.0397791-0.0615702j 0.100921-0.151482j -0.0231699-0.0350979j -0.0803306-0.0204454j -0.0729849+0.0505028j 0.0479376+0.00836026j -0.00859913+0.0809283j 0.0511095+0.0423532j 0.0985928-0.00390459j 0.0216406-0.00850286j -0.00173542+0.0369399j -0.0216883-0.0917059j 0.00618449+0.0286447j 0.0597623-0.027731j -0.0548431+0.106429j 
0.0354321+0.0157693j -0.00686432-0.0687699j -0.0276331+0.0538341j -0.0277443+0.0221073j -0.00833993+0.0485149j 0.0275545-0.00785309j 0.00994512-0.0256776j 0.00941957+0.00107523j -0.0417518+0.00536675j -0.0183549+0.0189688j 0.00649563+0.015113j -0.0269767-0.0572139j 0.0158475-0.00527684j 0.0260695+0.00163736j -0.00833653-0.013348j 0.00855003+0.0159697j -0.0514925+0.0664325j 0.0157679-0.0450559j 0.0357542+0.00983384j -0.218485+6.80012e-16j -0.0725172-0.0172814j 0.0567381+0.122765j 0.0578029+0.0609687j 0.0547329+0.044385j -0.105161+0.133691j 0.0632517+0.000359964j 0.0546647-0.0112973j 0.0297072+0.0380656j -0.164558+0.0118126j -0.111155+0.0534937j -0.21286+0.0420855j 0.143591+0.0582551j -0.0611208+0.101523j -0.210466-0.152566j -0.342472+0.14268j -0.121542+0.178113j -0.0894105+0.0212398j -0.0989987+0.0784576j 0.0461754-0.147191j 0.0250766-0.0280234j -0.0110276-0.0187705j -0.00529386+0.0781633j 0.0595166-0.0184222j -0.118562-0.0173755j 0.0266776+0.000479738j 0.0314578-0.0284178j -0.0168875+0.00778214j 0.00289555+0.033885j 0.0295006-0.0166088j 0.00960771+0.00327554j -0.0218064-0.0298897j 0.0157989+0.00337956j 0.0122099+0.0131853j -0.00835123-0.0209432j -0.0512276+0.0235282j -0.00975507+0.0367252j -0.0324635+0.00716644j -0.00940215+0.0237654j 0.0161787-0.00478466j -0.00683142+0.0152838j 0.000753504+0.00426697j 0.0280339-0.0293747j 0.0293339+0.0184749j -0.0025618+0.00910884j 0.000847577+0.0425902j 0.00766828-0.0116187j 0.00163806-0.0380262j 0.0167298+0.0489636j 0.0247482-0.0091271j -0.00976652+0.00310371j -0.0318342+0.0419741j 0.00596356+0.0486449j -0.0201448-0.0352944j -0.0277706-0.0519686j -0.0292093+0.0417715j 0.0153834+0.0152746j 0.0573941-0.0133198j -0.0156376-0.00887245j -0.00276224+0.0167685j 0.0171837-0.016142j 0.0194677-0.0290582j 0.00953656-0.0180996j 0.035258-0.0380097j 0.0605786+0.00940761j 0.0862324+0.0315004j 0.0722001+0.0443568j -0.0343039+0.0262969j -0.00243707-0.0141712j -0.0558708-0.0311786j -0.0651886+0.0573856j -0.0156972-0.0307022j 0.0119001-0.00848751j -0.0103006+0.000528904j 0.0682542-0.0211073j -0.039724-0.0254052j -0.04585-0.0839821j 0.0449854-0.0955642j 
-0.0108486-0.00153926j -0.0248408+0.0381856j -0.0014466-0.0201736j 0.00457028-0.0145224j 0.00281416-0.00707312j -0.0277163-0.0131062j 0.0250538+0.0313459j -0.0295837-0.022834j -0.0202494-0.0155647j 0.00994045+0.0171807j -0.0290478+0.0421399j 0.0143943+0.0309752j 0.015314+0.016304j -0.000388771-0.0189168j 0.00505292+0.00374244j -0.00413656+0.0283514j 0.000848146-0.0486098j 0.00696024+0.0013376j 0.0460523-0.00234369j -0.0725172+0.0172814j -0.0332315+6.80012e-16j -0.0915766-0.0154664j 0.0673965-0.0389022j 0.0728473-0.0270069j -0.0132418-0.0207034j 0.0251104-0.112249j -0.0343848-0.200886j 0.0582353+0.135435j 0.0866976+0.134916j 0.0515108-0.093799j 0.115444-0.172446j 0.221666-0.101188j -0.0908578-0.039909j 0.102499+0.0974487j 0.0156478-0.254047j 0.119818+0.197591j 0.226713-0.0952545j -0.0632154-0.0446377j -0.0595142-0.0554527j 0.0114564+0.00675716j -0.0151804-0.030552j 0.0039897+0.0067523j 0.0579584+0.0666094j 0.0146108+0.00149701j -0.00199834+0.0373538j 0.00266095-0.0165884j -0.0113255-0.010862j -0.00862674+0.00506132j -0.0075562-0.0766027j -0.00971836-0.0257414j 0.00694296+0.0117541j -0.00630731-0.00281843j 0.0148597+0.000375702j 0.00997766+0.00469845j 0.00395882-0.00514039j -0.0211424-0.0285266j 0.0469716+0.0225057j -0.0253438-0.00185701j -0.0178323+0.00970551j -0.00400466+0.00964871j -0.0052114-0.0126785j -0.0184272+0.0380178j -0.0188869+0.0122871j -0.027308+0.000972167j 0.014675+0.0141334j -0.0079363-0.00795433j -0.0118059+0.0188434j 0.0408767-0.0123807j -0.0153265+0.0245001j -0.0099261+0.0517514j 0.00803648-0.017395j 0.0547929+0.0152333j -0.0418586-0.00366562j -0.0546518-0.0708378j 0.010496-0.015311j 0.0221986-0.0625667j 0.0282427-0.0318564j -0.0187477+0.127668j 0.0244197-0.0230698j -0.0473914+0.0240449j 0.0159901-0.00929014j 0.0565618+0.0250649j -0.0551702+0.0014747j -0.00512199-0.0234771j 0.0334392-0.0162582j 0.00278743-0.0678561j 0.0254842-0.0344016j -0.0152909+0.0161704j 0.03856+0.00940893j 0.0221661-0.081242j -0.0106587+0.0288353j -0.00145969-0.0245485j 0.0128636+0.00501649j -0.0231058+0.0245558j -0.00345034+0.0658909j -0.0512728-0.143066j 0.116473-0.0085726j 
