-0.00780315-1.42514e-13j -0.00496316+8.36148e-07j -0.00578279-0.000468187j -0.00601843-0.000392407j 0.00394305+0.000104879j 0.000981608-0.000189334j -0.0069609-0.000405933j -0.00426912-0.000563137j -0.000775052-0.000207634j 0.0026131-0.000174052j 0.00203802+0.000395656j 0.00649153+0.00035514j 0.00386577+0.00035721j 0.00111297+0.000266698j 0.00278609+0.000372346j 0.00141335+0.000392515j 0.000911407+0.000123463j 0.000119197+1.9863e-05j 0.00149128+0.000157045j -0.00311023+0.000207718j -0.00480923-0.00046425j 0.0026664+0.000407633j 0.00378592+0.000409333j -0.000245644+8.32746e-05j -0.00124154-9.18943e-05j -0.00194714-9.87158e-05j 0.002609+0.000147952j -0.00217551-0.000129427j 0.000621561+6.90414e-05j 0.000740455-0.000110254j 0.00100548-5.18607e-05j -0.000620432+0.000171316j 0.00411895+0.000391185j -0.00197706-2.71348e-05j -0.000519576-0.00015063j 0.00170557+0.000220115j -0.00220509-0.00036202j -0.00440393-0.000436409j -0.00330754-0.00027288j 0.00101796+0.000153503j 0.000891845+1.25558e-05j -0.00248701-0.000319244j 0.00192782+0.000593131j 0.00188827+0.000124062j -0.00134262-0.00058036j -0.0028758-0.000363795j -0.00117749-4.52254e-06j -0.00105773-4.50327e-05j 0.000234966-0.00033106j 0.000653024-0.00017783j -0.000911611-0.000414796j 0.000905992-1.09335e-05j 0.00210507+0.000267016j 0.00415116+0.000446875j -0.000808761-0.000137111j -0.00267466+0.000356044j 0.00155604+6.83962e-05j 0.00084087-3.30942e-05j -0.00250128+0.00012828j -0.00531632-0.000404786j 0.00330292+0.0003878j -0.00188531-0.000523161j 0.000394807-0.000234572j -0.00216591-0.00020801j 0.00341306-0.000390115j 0.000686865+0.000223386j -0.00995956-0.000898999j 0.00359632-0.00024429j -0.00490701-0.0013154j -0.00600875+0.000441166j -0.000659758-0.000295543j 0.0177933+0.000891085j 0.00469007-0.000649187j -0.0107739+0.00544944j -0.0375422-0.00277356j -0.0016011+2.49489e-05j -0.885242+0.00452331j 
0.00170557-0.000220115j -0.00150517+0.000104979j -0.00185716+0.000198223j 0.000879964-0.000141173j 0.00360445-0.000122821j 0.000413639+0.000125337j -0.00714485+3.40429e-05j 0.00145049-0.000131161j -0.000269218-0.000214601j -0.00146834+0.000223326j -0.00200677+0.000198474j 0.011738-0.000108013j 0.00242771+0.000236381j 0.00984015+0.000704376j 0.00481761+0.000340662j 0.0177672+0.000382709j 0.00113723+0.000377079j 0.00399194+8.88332e-05j 0.0121504+0.000917226j -0.00300618+0.000182492j -0.0335837-0.0001238j -0.0271611-0.000405498j 0.0131571+3.6318e-06j 0.023584-0.000260599j 0.00881894+0.000593479j -0.0200825+0.00056984j 0.0154607-0.000201561j -0.0454396+0.000571359j -0.0369162+0.000791739j 0.00135339-0.00108634j 0.00768352+6.03082e-05j 0.0294978+4.20199e-05j 0.019373+0.00048983j -0.0264936+0.000467042j 0.0310807-0.00053282j -0.00748225-4.23207e-15j -0.000666532+0.000221263j 0.0927066-0.000108794j -0.0271979+0.000894116j -0.0284647-0.00057257j 0.129494-0.000100586j 0.919068-0.000603168j 0.00938994+0.000255245j 0.0557165+0.000737633j 0.00533775+0.000542352j -0.0817092+8.37245e-05j -0.000771316-0.000576546j 0.0343418+0.000530779j -0.0048107-0.000572401j -0.0708634+0.000970348j 0.0354781-6.69172e-06j -0.0311887+0.000338549j -0.00638417+1.22526e-05j 0.0378904-0.000594141j 0.00441013-0.000695383j 0.00374624-5.75018e-05j -0.0179407-0.000139387j 0.00329836+0.000412197j 0.0145993-0.000296397j -0.00964713-4.18589e-06j -0.00853926-0.000324085j -0.0161375+0.000461184j -0.00506039-6.96887e-05j 0.00299671+0.000439376j 0.00188256-0.000678568j -0.000934632-0.00021879j -0.00228938-0.000114991j -0.00238107-0.000146531j 0.00047694-0.000488664j -0.00112635-0.000118658j 0.00280491-0.000439257j -7.02353e-05-6.9382e-05j -0.00159541-7.82725e-05j -0.0019585-0.000233625j -0.000606299-0.000322543j -0.00109727-0.00029182j 0.00152495+0.00025332j 
-0.00220509+0.00036202j -0.00340009+0.000360124j 0.00474369-0.000949809j -0.00169905-2.59632e-05j 0.00455671-0.000603349j 0.000355654-8.71817e-05j -0.000785325-0.000618632j -0.00389418+0.000181226j -0.00301323-0.000114075j -0.0041367-0.000709576j -0.00250714-0.000506263j 0.00646882+0.000403603j -0.000813539-0.000523475j -0.0109156+0.00014729j 0.00594167+1.1779e-05j -0.0054999+7.47214e-05j 0.0101812+0.000765011j 0.00717201+0.000123322j 0.00177517-0.00141528j 0.00798019-0.000502607j 0.0196378-4.22044e-05j 0.0182395+0.000456058j 0.0223874-0.000538625j -0.020789-0.000262074j 0.0579545+0.000997817j -0.0331143-0.000215462j -0.0320721-0.000231251j -0.0128445+1.5445e-05j -0.00151875+5.85871e-05j -0.0372955+0.000246022j 0.0519829-0.000106765j -0.00666734-0.000104949j 0.021271+0.000794193j -0.057479+0.000400445j -0.0240183+0.00152871j -0.000666532-0.000221263j -0.00345685-1.80334e-14j -0.0648531+4.71806e-05j -0.0296815-0.00077125j 0.0421063-0.000402935j -0.921224+0.000454548j 0.132233-5.55717e-05j 0.00886524-0.000177049j 0.0811544+0.000106321j 0.00775019-0.000147612j -0.0273829-0.000317003j -0.0460934+0.00104527j -0.0440956+0.000217702j -0.019234+2.52663e-05j 0.00402861-5.00355e-05j 0.0166844-0.000962625j 0.0261444-0.000414249j 0.0145963+0.00010252j 0.00828872-0.000172464j 0.0220089+0.000187006j 0.0154804+0.000650979j 0.0130504+4.8511e-05j 0.00399238-0.000327526j -0.00630796+0.000924129j -0.000307708+0.000337817j 0.00871393+0.000614064j 0.00876848-6.17412e-05j -0.00588549+0.00131661j 0.00198543+0.000575721j -0.00124684+0.000113549j -0.00663431+0.00159523j 0.00281528+0.000340474j -7.04203e-05+0.000333437j 0.000618445-0.000614244j 0.00228999-0.000690574j -0.00025952+8.00786e-05j 0.000645887-3.11547e-05j -0.00306439-0.000460127j 0.000395357+0.000313564j 0.00196904-0.000424268j -0.00140084-2.63795e-05j -0.000126096-4.12272e-05j 
-0.00440393+0.000436409j -0.00115244-0.000346708j -0.00508438-5.45765e-05j 0.00270701-4.56404e-05j 0.0030594-0.000233934j 0.000113448+0.000302016j 0.00755811-0.00070384j 0.00561613+0.000193959j 0.00632722+0.000275111j 0.00545832+0.000828191j -0.00211939-0.000831548j 0.00375812-0.000353286j -0.00490422+0.00026716j 0.0158594-0.000244119j -0.00176709-0.00140275j -0.00976703+0.000361224j 0.0068388+0.000405234j 0.00881871+0.00017073j 0.00338702+0.000490499j -0.0309314-0.000467393j -0.00212745-0.000438387j -0.0632219+0.000114438j 0.00653801-0.000111363j -0.036858+0.000388039j -0.0192281-0.000768633j 0.0591341-0.001067j 0.0143548+0.00101576j 0.0312294+0.000506223j -0.00167609+0.00069152j -0.00337052-0.000404397j 0.0372108+0.000397229j -0.0365626-8.15506e-06j 0.0210943-1.42583e-05j -0.0700234-0.00044286j -0.0610182-0.000349833j 0.0927066+0.000108794j -0.0648531-4.71806e-05j 0.918536+1.72972e-13j -0.00705809-0.000204403j 0.00512239-2.36274e-05j -0.0669967+0.000218108j -0.072828+6.45033e-05j -0.056399-0.000475003j 0.0527721+0.000221954j 0.00631212-0.000272458j -0.0110085-3.17152e-05j -0.0338876-0.000249625j 0.00415236-0.000435005j 0.00760419+0.000860484j 0.0299486+0.000232459j -0.00968215+8.14181e-05j -0.0498961+0.000846914j -0.00897918-0.000446021j 0.0128238+6.10527e-05j -0.00668802-0.000244365j -0.0285788-0.000328554j -0.00443112+0.000464423j 0.00320604+0.000450226j -0.00228569+0.00116931j -0.00702146+0.000150556j -0.0027516-0.00018341j -0.00289407-0.000262827j 0.00370478-0.00137591j 0.00799784+7.02521e-05j -0.00247531+0.000187814j 0.00493426-0.00044178j -0.00440557-0.00086098j 0.00221104+0.000892154j 0.00344598+0.000167212j 0.00347401+0.000154551j 0.00154084-0.000492182j 0.00343481+0.000453389j 0.00207437-0.000386228j -2.56781e-05+9.69806e-05j -0.000338923+4.97773e-05j -0.000676581+0.000279483j 0.00113005+0.000455833j 
-0.00330754+0.00027288j 0.000268001-0.000371378j -0.00143962-0.000410583j -0.00114559-4.62208e-05j -0.00200627-9.55474e-05j 0.00540133+0.000215457j 0.0049715-0.00053654j -0.00137007-0.000220707j -3.87677e-05+0.000289072j 0.000155845+0.000153546j -0.0148548+1.45047e-06j -0.0140256+0.000460481j 0.0119344+5.69492e-05j 0.00196294+9.4926e-05j -0.00422232-0.000583224j -0.0177284+0.000143047j -0.00523916+0.000705077j -0.010634+0.000445278j -0.0202374+0.000756784j -0.00287662+0.0006985j 0.00365764+0.000188577j -0.0555146+0.00054723j 0.000642104-0.000544496j 0.0243191+0.000964383j 0.0200965+0.00062989j -0.0335762+0.000244366j 0.0162934+0.000123854j 0.00858538+0.000450563j 0.0551905+0.000716544j 0.0357352-0.00049621j -0.0687663+5.95642e-05j -0.0410639+0.00022806j 0.00421406+7.86726e-05j 0.0456189-1.79098e-05j -0.0294259-0.000110042j -0.0271979-0.000894116j -0.0296815+0.00077125j -0.00705809+0.000204403j 0.924964+2.13913e-13j -0.00363569-0.000171587j -0.0329714+0.000851835j 0.0410667+0.000697313j -0.0211146-8.5032e-05j -0.0381203+0.000135596j 0.0076136-0.000175803j 0.0140845-2.01405e-05j 0.0495439-2.36872e-05j 0.00636512-0.000303034j 0.0593263+0.000558593j -0.0437631-0.000127031j -0.0129906-0.000479057j 0.0241868-0.000119977j -0.000506564+0.000549142j -0.0157223-0.00103268j -0.0136337-0.000348976j -0.0184408+0.000704278j -0.0139087-0.000178125j -0.0058838-0.00037081j -0.0181319+0.00139233j -0.00899913+0.000658556j 0.00387854-0.00046652j 0.00553974-6.80653e-05j -0.00180995-0.00047727j 8.42475e-05+0.000154768j 0.00207746+1.94333e-05j -2.58374e-05+0.000647368j -0.00462316-9.83034e-05j 0.00156484+0.000249j -0.00139831+0.000232906j -0.00199028-0.000284366j -0.000893769-0.000477133j 0.00296431+0.000382486j 0.00260253-0.000138621j -0.000459903+2.89273e-05j -0.00168405-0.000434683j 0.000241596+0.000310337j 0.00130687+0.000389469j 
0.00101796-0.000153503j 0.00205534-0.000229397j -0.00152384+0.000457424j 0.00304362-0.000168049j 0.00473898-0.000194131j 6.56121e-05+0.000225193j -0.00355357+0.000429975j 0.00324477+0.000268737j 0.00220239+0.000493771j -0.00890606+0.000472762j -0.00800275-0.000131583j -0.00601696+0.000762761j -0.00225811-0.000100066j -0.00661232-0.00070263j 0.00309953-0.000315346j -0.0165918-0.000723273j 0.0120214-0.000751997j 0.00421978-0.000100544j -0.0229238+0.000489438j -0.00753305-6.85079e-05j -0.00449807+0.000978623j 0.00607861+7.18925e-06j -0.0181348+0.000242652j -0.0102125-9.92036e-05j 0.00172022+0.000176168j -0.0125823-0.000584955j -0.0204694+0.00101634j 0.0213876-0.000578464j 0.00761383-0.000386696j -0.032929+0.00035938j 0.012182+0.000174042j -0.0250111+0.000290661j -0.0227248-0.000260596j 0.00698195-0.000740345j -0.0532438+5.81975e-05j -0.0284647+0.00057257j 0.0421063+0.000402935j 0.00512239+2.36274e-05j -0.00363569+0.000171587j 0.938581+1.79976e-13j 0.0536401+0.000456977j 0.0362671-0.00075137j -0.0716654+0.000185912j -0.00697607+0.000839935j 0.00421233-0.000164738j 0.0221956+0.000240355j -0.0161399-0.000101813j -0.0137203+0.000523512j 0.0172026-0.000487797j -0.00243417+0.000285759j -0.0306345+0.000984862j 0.0093679+0.000855903j -0.00403877+0.000299825j 0.00354038+0.000293253j -0.00687058-9.08179e-05j 0.0071009-0.000141874j 0.00586716-0.00121843j 0.00222692+8.50561e-05j -0.00566292+0.000297732j 0.0025327-0.000219051j -0.00278946+0.00074529j 0.0114738+0.000869338j 0.00211381-0.000449957j -8.40745e-05-0.000666889j -0.000957385-0.000380271j -0.00238139+0.000830098j 0.0008051-0.000360116j 0.00207965+0.000382675j 0.000477046+0.000506524j 0.000355541+0.000396027j 0.000593793+0.000439311j 0.000901465+0.000253674j 0.000622527-0.000250153j 0.000916322+0.000196971j -0.000223403+0.000424054j 0.00100477+0.000189652j -0.000387261-4.01766e-05j 
0.000891845-1.25558e-05j 0.00172984+3.47551e-05j 0.00211837+0.000350219j -0.000140818+0.000395891j -0.00608683+0.000551745j -0.000280211-5.67417e-05j 0.00759128+5.55215e-05j 0.0078375+0.000522889j 0.00802385+0.000572242j 0.00677414-0.000429289j -0.00989935-0.000350156j 0.0125658-0.00133223j -0.00235425+0.000314819j -0.00808356-0.000814579j -0.0161005-0.000950276j -0.0064756-0.000260266j 0.0099526+0.000371762j 0.0030702-0.000686863j 0.0150107-0.00109328j 0.00878445-0.000254619j 0.033958-0.000244852j -0.0237973-0.000541791j -0.041736+0.000231853j 0.010569-7.82772e-05j 0.00286613-0.000150224j 0.0467978-0.000377155j 0.00886081+0.00128868j 0.00243481-0.000782836j 0.0104907-0.000363723j 0.0456333-0.000228439j -0.0448016+0.00125826j 0.00601613-0.000347054j -0.0322017-0.000159398j 0.0673498+0.000291748j -0.00176277+0.000335813j 0.129494+0.000100586j -0.921224-0.000454548j -0.0669967-0.000218108j -0.0329714-0.000851835j 0.0536401-0.000456977j -0.018627-2.72518e-14j 0.0343645-0.00035527j 0.0285301-0.00113143j -0.030617+0.000323157j 0.00118996-0.000352467j 0.0277547+0.000589844j 0.0358337-0.000103504j 0.0267374-0.000203113j 0.0311387-0.000167222j 0.00529716-3.88674e-05j 0.0222088-0.000249487j -0.00732975-0.000408856j -0.0327762-0.000833104j -0.0168285+0.00018042j -0.0173677+0.000741041j -0.010169-0.000374608j 0.00690588-8.95414e-05j 0.00242828-0.000809825j 0.00549207+0.00147037j -0.0101163-0.00042671j -0.000524968+0.00116034j -0.000986658+0.000470852j 0.00792493+7.46654e-05j 0.00422688-0.000155402j 0.00132001+0.000546036j 0.000515163-0.000245415j 0.00437536+0.000666683j 0.00132375+0.000830122j 0.000948399+9.28215e-06j 0.00201924-0.000177212j -0.000565012+0.000833626j 0.000714995+0.000194288j 0.00425098+0.000692157j 0.00113144+0.00013117j 0.00155668+0.00109652j 0.00178209+0.000384464j -0.0012937-0.000341744j 
-0.00248701+0.000319244j -0.00189268+0.000230324j 0.00144969-0.000359395j -0.00240772+0.000101282j -0.000766791-7.23548e-05j -0.00565-2.44348e-05j 0.00078124-0.000380587j 0.0029439-0.000118308j 0.000153069-0.000532642j -0.00678842+4.07135e-05j 0.00584212+6.55578e-06j -0.00338104+7.10652e-05j -0.00890886-0.000762049j 0.0047834+0.000360633j -0.00658687+3.72666e-06j 0.0161284-0.000563925j 0.0135143+7.74685e-05j -0.0185914-7.5364e-05j 0.0196495+3.50395e-06j -0.0123648-0.000417566j 0.0356027+0.000238489j 0.0106967+1.10711e-05j 0.0301081-0.000774645j -0.0289683+0.000148214j -0.0058433+0.000265395j 0.00869436-0.000212861j -0.00306803-0.000226124j -0.0836619+5.63367e-05j 0.061085-0.000937956j 0.0417761+0.000736828j 0.0139413+0.000675046j 0.00818971-0.000346053j 0.0653171-2.32385e-05j -0.0514998-0.000863242j 0.00966488+0.000425705j 0.919068+0.000603168j 0.132233+5.55717e-05j -0.072828-6.45033e-05j 0.0410667-0.000697313j 0.0362671+0.00075137j 0.0343645+0.00035527j 0.0166602+7.66531e-17j 0.0254948-0.000345486j 0.0227517-0.00062326j 0.000772944-0.000374924j -0.00932749-0.000554481j -0.0023901-0.000203489j 0.00248596-0.00106896j -0.0428658+0.000648142j 0.00143995-0.00023174j 0.0259442-0.000261049j 0.0184453-0.000834995j 0.00357396+0.00101088j -0.0186918+0.000119389j 0.00819546+3.84688e-05j -0.0214311-0.00032356j 0.0180751+0.000306103j -0.0081783-0.000294308j 0.0110328+0.00074845j 0.00419116+8.26741e-05j 0.000756817-0.000444019j -0.00582454-0.00025091j 0.000996266+0.000565388j 0.00274719+0.000592793j 0.000264833+0.000452607j 0.00183353-7.2954e-05j 0.00105309+0.000231844j -0.000172995+0.000131684j 0.00148175-0.000172144j 0.00301547-0.0001024j -0.0001307-3.28244e-05j -0.00198843+5.34155e-05j -0.00120718-0.000155762j 0.000577969+0.000130285j 0.00203228+8.55012e-05j -0.00107641-0.000107827j -0.00133852-0.000257582j 
0.00192782-0.000593131j 0.00246682-0.000218676j -0.00717669+0.00107892j -0.00331504+0.000279822j -0.00319842+0.000322902j 0.00195833-0.000406837j -0.00256002+0.000646543j 0.00395525+0.000493716j 0.00865945+0.000669099j -0.000771463+0.00103417j -0.000902014-0.000408362j 0.00862537-0.000210904j -0.00862849+0.000477206j -0.0113474-0.00145151j -0.0122257-0.000940268j -0.0179046-0.00034597j 0.00424598-0.000548962j 0.0148474+0.000673845j -0.0532652-0.000274945j -0.0502006+0.000117744j 0.0149886+0.000249278j 0.00564205+0.000842384j -0.0567801+0.000727021j 0.011857+0.000129104j 0.032995-0.00085597j -0.0154927+0.000471283j -0.0282832+0.00155718j -0.0188844-0.000227056j -0.0139226+0.00103042j -0.0407427-0.000481701j -0.0398997-8.70306e-05j -0.125059-0.000680749j 0.0449872-0.000268009j -0.108299+9.56437e-05j -0.910795-0.000466506j 0.00938994-0.000255245j 0.00886524+0.000177049j -0.056399+0.000475003j -0.0211146+8.5032e-05j -0.0716654-0.000185912j 0.0285301+0.00113143j 0.0254948+0.000345486j -0.0310258-2.82584e-15j 0.0364268+0.000156629j -0.0401145+0.000662965j -0.00830817+0.000598007j 0.0375957-0.000854397j -0.0047935+0.000560107j 0.00798572+0.000612573j 0.00199501-0.000102732j -0.00415307-0.000170009j 0.0165726+0.000201274j 0.00705257+0.000386649j -0.0111467+0.000320814j -0.000408619-0.000340162j 0.0118728-0.000465191j 0.00476676-0.00152018j 0.000580283-0.000399665j -0.0107306+0.000914524j 0.00363964-0.000166388j -0.00121232+0.00112226j 0.00919347+0.000913155j 0.00586631-0.000709805j 0.00464653-0.000632226j -0.000529367-0.000261033j -0.00912744+0.000457974j 0.00494302-0.000396027j 0.00336929+0.00059527j -0.000271396+0.000642426j -0.000113953+0.000671837j 0.00434879+0.00116291j 0.00115468+0.000116292j 0.00380559-0.000121859j -0.00205053+0.000136169j 0.00119282+0.00118233j -4.63946e-05-3.3295e-05j -0.000517007-0.00013491j 
0.00188827-0.000124062j -0.00169512+0.000244519j 6.37749e-05+3.71377e-05j -0.00143522+0.000338225j -0.00272785+0.000444217j -0.000515954+0.00010954j 0.00114827+0.000158026j -0.000502194-1.90875e-05j -0.00189748+0.000404765j 0.00819076-0.000905085j -0.017218+0.000284426j 0.00678062-0.000227731j 0.00810752+5.9107e-05j -0.0141077-0.000183623j -0.0114191-0.000299571j -0.0208128-0.000370943j 0.0117204+0.00016874j -0.0135736-0.000344154j 0.015165-0.000500692j -0.00650181+0.000415596j 0.0170387+3.35386e-05j -0.00238948+2.28019e-05j 0.00360323+0.000226129j 0.0286929-0.000180619j -0.0134276+0.000126273j 0.0043276+4.50098e-05j -0.0409408+0.000466254j 0.0708177-0.000126948j -0.0742272-0.000129328j -0.0395741+0.000345002j -0.047856+8.63639e-05j -0.0377994+4.27576e-05j 0.120081+0.000270086j 0.92578+0.00112526j -0.0911751-0.000122791j 0.0557165-0.000737633j 0.0811544-0.000106321j 0.0527721-0.000221954j -0.0381203-0.000135596j -0.00697607-0.000839935j -0.030617-0.000323157j 0.0227517+0.00062326j 0.0364268-0.000156629j 0.0418221+6.68091e-14j 0.00635815+0.00058111j -0.0395859-0.000209104j -0.0216833+0.000250369j -0.0210034+0.000390352j 0.0127812+0.000458562j 0.0056283-0.000251991j -0.0166675-0.000483798j -0.0029803+7.57392e-05j -0.039002-0.00069566j -0.0135+0.000259964j -0.00465953+0.000393096j -0.00228369+0.000572045j 0.00194286+8.52648e-05j -0.00570629-0.000459711j 0.00120651+0.000381326j -0.00477987-0.000366546j 0.00330863+0.000773908j 0.00667179-0.000130548j 0.00483008-2.49431e-05j 0.000480427-0.00012559j 0.00250417+0.00021741j -0.00224169+0.000374798j -0.000302764+0.000529201j -0.000713905+0.000171485j -0.00146646+0.00011579j -0.0010931-0.000259663j 0.000795565+0.000295048j 0.00102878+0.000161484j 0.0021045+0.000231831j -0.00112184+0.000100288j 0.000206185+0.000264841j 0.000344769+0.000144698j 0.000972817+1.26104e-05j 
-0.00134262+0.00058036j -0.00267127+6.01956e-05j 0.000999916-0.000466545j 0.00496622+0.000258449j -0.00030335+8.15157e-06j -5.58748e-05+4.13116e-05j 0.010595-0.000622481j 0.00613143-0.000698294j -0.00281764-0.00065187j -0.00738995-0.000134585j 0.00211897-0.000107156j -0.0105756+0.000336421j -0.0189804-0.000522925j 0.00403803+0.00064341j 0.0312944+0.000746926j 0.00959317+4.83162e-05j -0.0340279+0.000347751j -0.0133856+0.000208723j -0.0133566-0.000475303j 0.0554485-0.00074742j 0.00468148-7.8455e-05j -0.00146127+0.000194583j 0.0182947-0.000128223j 0.0116318-0.000412679j 0.0224929-0.000166359j 0.00415591+6.40296e-05j 0.120039-0.000536126j 0.101729+0.000255763j 0.0867253+0.000964488j -0.0154904+0.000311649j 0.11455-0.00039005j 0.887965-0.000152949j -0.141665-0.000490692j 0.0531465+0.000395769j -0.158472+0.000254422j 0.00533775-0.000542352j 0.00775019+0.000147612j 0.00631212+0.000272458j 0.0076136+0.000175803j 0.00421233+0.000164738j 0.00118996+0.000352467j 0.000772944+0.000374924j -0.0401145-0.000662965j 0.00635815-0.00058111j 0.0613099+8.88629e-15j 0.0189987-5.87632e-05j 0.0438141+0.000443766j 0.0241853+5.05072e-06j -0.0144388+9.54593e-05j 0.017482+0.000162577j -0.00778005-0.000767136j -0.0116695-0.00065843j 0.0180396+0.000659447j 0.0133634+0.000144709j -0.0120658-0.00039271j -0.00474871-0.000212406j 0.00657843-2.97635e-05j 0.0150833-0.000104546j 0.00345936+0.000264976j 0.00258167+4.42083e-05j -0.00440608-0.000281961j 0.00410448+2.37277e-05j -0.0119543+0.00100757j -0.00531062+0.000649766j 0.00277222-0.00021839j 0.00279122+0.000433667j -0.00114133+0.000259479j 0.00241526-0.000268374j 0.00329354-0.000593128j -0.00100383-0.000357098j -0.00416794-0.000414348j -0.000745199-1.9793e-05j -0.00030907+0.000144939j 0.00211909+0.000115114j -0.00125544-0.000551478j 0.00119302+0.000368864j 0.000565249-5.9486e-05j 
-0.0028758+0.000363795j 0.000773947+5.58699e-05j 0.00458433-8.64991e-05j 0.001114-6.93223e-05j 0.00250845-4.34305e-05j -0.00552981+0.000306881j 0.00197202-9.74844e-05j 0.00592632+0.000411294j -0.00150477+0.000294525j -0.00354147-0.000596519j -0.00168251-0.000386452j 0.00370032-8.42529e-05j -0.0222408-2.26608e-05j -0.0100563-0.000463117j -0.00902505-9.55057e-05j -0.0273494-0.000253652j -0.0142869+0.000100578j -0.0147862-0.000437041j 0.0180857-0.0010776j 0.00722177-0.000217175j 0.0265399+0.00051257j -0.00953082-9.72687e-05j 0.0173425+0.000920638j 0.0243249-0.000609135j -0.0396539+0.000363151j -0.000144682-0.000410246j -0.0542872+0.000292274j -0.0356695+0.000568024j 0.0770417-0.000930112j -0.0658633+0.000632281j -0.0246389-0.00031683j 0.150788-0.000297526j 0.901708+0.000433313j -0.0930354-1.58036e-05j 0.0359369+0.0004413j -0.0817092-8.37245e-05j -0.0273829+0.000317003j -0.0110085+3.17152e-05j 0.0140845+2.01405e-05j 0.0221956-0.000240355j 0.0277547-0.000589844j -0.00932749+0.000554481j -0.00830817-0.000598007j -0.0395859+0.000209104j 0.0189987+5.87632e-05j -0.0380638+1.11286e-14j 0.00802059+0.000609355j 0.00733457+0.000110497j -0.0142553+0.000895421j 0.00530761-0.000409647j 0.0220106-0.000478402j -0.00404028+0.000501376j -0.00786395+0.000109674j -0.0161833+0.00100833j -0.00242806+0.00120979j 0.000137598-0.000217855j -0.0023195+0.000425479j -0.00216259-0.000412863j 0.0084735+0.00015648j 0.00108569-0.000567743j -0.00472764+0.000365929j 0.0136014-0.000118471j -0.00118276+0.000489566j -0.00262107-0.000321162j -0.00285605+0.000828135j -0.000752026-1.43909e-05j 0.00194425+0.000641515j 0.000682791+0.000113322j 0.0020099+0.000362068j 0.00325851-0.000202889j -0.000708404+0.000692976j -0.00125136+0.000177164j 0.000525148+0.000419639j 0.002158+4.7993e-05j 0.00278255+0.000528712j 0.000101857+0.00018225j -0.00235991-0.000382721j 
-0.00117749+4.52254e-06j 0.00147505-0.000236285j -0.00182539+9.19687e-05j 4.64164e-05-0.0003473j -0.000886654-0.000162494j -0.00558653-0.000198479j 0.00296413-0.00045728j -0.00211312+0.000154693j -0.0119849-0.000300496j -0.00454669+0.000375489j 0.00167932+0.000214038j 0.00542431-0.000464299j -0.00926899-0.000469223j 0.0109386+0.000197006j 0.0393838+0.000785839j 0.00471249+0.000142187j 0.000788204-0.000107788j 0.0351335+0.00055554j -0.011837+0.00100229j 0.0326919-0.00045105j -0.0153598+0.000205059j -0.000716623-0.00023953j 0.017412-0.000550715j -0.00807209-4.07837e-05j -0.052903-0.000470723j -0.0203905-7.06362e-05j 0.00933857-0.000756237j -0.0496674-6.91003e-05j 0.0533621+0.000418879j -0.0541886+4.41544e-05j 0.928228+0.000327308j -0.129216-0.000305576j 0.0451784-0.000492983j 0.0653463+0.000227242j -0.0457111-0.000239694j -0.000771316+0.000576546j -0.0460934-0.00104527j -0.0338876+0.000249625j 0.0495439+2.36872e-05j -0.0161399+0.000101813j 0.0358337+0.000103504j -0.0023901+0.000203489j 0.0375957+0.000854397j -0.0216833-0.000250369j 0.0438141-0.000443766j 0.00802059-0.000609355j 0.0304362-5.58258e-15j -0.0181939-9.89622e-05j -0.0119371-0.000257093j -0.013675+0.000160027j -0.0146054+0.000776695j -0.00373749-0.000535424j 0.000398766-0.000569207j 0.013256-0.000451214j 0.00925347-0.000603352j 0.000618253-0.000735854j 0.00285814+0.000272536j 0.00508211+0.000675721j 0.00502108-0.000897556j 0.00555785+0.000798356j 0.000919615-7.99657e-05j -0.0013893-0.000144748j -0.00520287-0.000256674j -0.000465619+0.000233114j 0.000956056-0.000329455j -0.00107944-0.00059228j -0.000326666-0.00042456j -0.000370489+4.84195e-06j 0.000782656-9.49559e-05j -0.000798502+0.000370087j -0.000998017-0.000392843j -0.00247151-0.000464792j -0.00134145-0.000523555j 0.000133182-0.000177584j -0.000857933-0.000547427j -0.000331527-0.000215972j -0.000725752-3.76365e-05j 
