0.023957-0.0211039j 0.00523232-0.0315029j -0.0700959+0.0749823j -0.0256225+0.00326398j 0.00201392-0.024155j 0.0246586+0.00786878j -0.00958057-0.0566113j 0.0551513+0.00970118j 0.0199759+0.0588733j -0.021915+0.00669266j -0.0048688-0.00379117j -0.00247453+0.0231939j -0.0146641-0.00832239j -0.0293447+0.0192842j 0.0248857-0.00102158j 0.00042322-0.0135196j -0.00556402-0.00768416j 0.014887-0.0243637j -0.067593-0.0142801j 0.0610851-0.0148573j -0.00235163-0.025134j -0.0132798-0.00253051j 0.00856924+0.00317836j 0.0121013-0.00656082j 0.039084+0.00455593j 0.0101736-0.00248028j -0.0102783-0.0105919j -0.0440269+0.044235j 0.0348964-0.0204597j 0.0110661-0.0490394j 0.001635-0.0300384j 0.0454868+0.0332831j 0.0416041+0.00613414j 0.00470903-0.0207274j -0.00877434+0.038311j 0.0153995+0.00708188j 0.0142288+0.00118374j -0.00295589-0.0234906j 0.0163264+0.040547j 0.0437879-0.0143686j -0.0104702+0.00757696j 0.0151065-0.00832682j -0.00987587+0.00569768j 0.032936-0.0285843j -0.0236533+0.00485913j -0.0695138+0.0170978j -0.0213564-0.0042412j 0.0245838-0.00982348j -0.00582109+0.00145394j -0.0372865+0.0147742j 0.0197715-0.0127574j -0.014313+0.0213686j 0.0296442-0.0313884j -0.0226942+0.0131802j 0.0411948+0.0134297j 0.042198+0.0175471j 0.0140235-0.0308948j 0.0483873+0.0168902j -0.0135193-0.0272567j 0.00319654-0.0111495j 0.00453366+0.0306977j -0.0287577+0.00474762j -0.00387955-0.032114j -0.0510979-0.0133993j -0.0274561-0.0271229j 0.0025212-0.032551j -0.000949109-0.00206586j -0.00359713-0.00829812j -0.00297313+0.0146037j -0.0351969+0.0296594j -0.0144323-0.0218961j 0.00194185-0.0686581j -0.00474783+0.00158293j 0.00433431+0.0165843j -0.0491419-0.0157767j 0.0325817+0.0127854j 0.0347705-0.00845253j 0.0091535-0.0657601j -0.0164559-0.0252094j -0.0270713+0.0590508j 0.0405155+0.00769372j -0.0479504-0.0481765j 0.0308331-0.0409625j -0.0718632-0.0542489j 0.00752351-0.0229183j 0.00258294+0.023515j -0.0291471-0.030782j 0.0401119-0.0469088j 0.112416+0.0164622j -0.00112865+0.0193169j -0.0192097-0.0165869j 0.0186262+0.11375j -0.178744+0.00252006j 0.00074597+0.016419j 0.0254973-0.00954402j 
-0.00902544+0.000435634j 0.002908-0.00518006j 0.0161368+0.0041867j -0.0132477+0.00250603j 0.000385996+0.00858452j -0.00378462-0.00545157j -0.0222191+0.00161261j 0.011871+0.00405244j 0.00152421+0.0113887j -0.0216493+0.00572848j 0.00550286+0.0125619j 0.0133341+0.00423983j -0.0209173+0.00439225j 0.00515956-0.00275902j 0.00673381-0.00142624j 0.00363042+0.00824954j -0.0118152-0.00367126j -0.010188-0.000157432j -0.00268554+0.000941412j 0.0130323-0.01331j -0.00274732-0.00392593j 0.0197029-0.0116365j 0.0053442-0.0116789j -0.00971036+0.00373109j 0.0148931-0.0080938j -0.00651091-0.0111544j -0.0101182+0.0247889j -0.00967001+0.0125608j 0.0161152-0.00260302j 0.0060585-0.00796784j 0.0110755-0.0285996j 0.00808456+0.0014308j 0.025156+0.00968551j -0.0114687-0.00657218j 0.0263353+0.00617949j 0.0130959+0.000965011j -0.00889603-0.00209864j 0.0247224-0.0126836j 0.0149651+0.0046005j -0.0141861+0.016248j 0.00632609-0.0175077j 0.0125943-0.00320661j -0.00777132-0.00369819j -0.0100538-0.00108986j 0.0124641-0.00517833j -0.000600323-0.00109953j -0.0302848-0.00626467j 0.0124584-0.00932991j -0.0142129-0.00306939j -0.0297751-0.000393015j -0.0100658-0.00358889j 0.0197288+0.00721485j 0.0472358-0.00530125j 0.0215123+0.0307347j -0.00232158+0.01597j 0.00157636+0.028928j 0.026913-0.0314899j -0.00752645+0.0183023j 0.00552005-0.0272427j -0.0122991+0.0116289j -0.0121591-0.0081427j -0.0304399+0.0103167j 0.0185655-0.0169883j -0.0262768-0.027313j 0.0494676-0.0185125j 0.0311843+0.00313965j -0.0153827+0.00503214j -0.0436482+0.0133271j -0.0229145+0.0159112j 0.0149469-0.0289124j 0.016784-0.0501914j 0.0363944-0.00538516j 0.019821-0.00106902j -0.0146467-0.0367117j 0.0196389-0.0142664j 0.00355888+0.0211816j 0.00245226+0.00407296j 0.0034208-0.00846687j -0.0166919+0.0271625j -0.0133804+0.0185715j 0.0192618+0.0234474j -0.0300607+0.000632054j -0.0201751-0.0217262j 0.0133241-0.020677j 0.00151652-0.00914718j -0.0155047-0.00121626j 0.00554329+0.000645502j -0.0167505+0.00760035j 0.00634206-0.0282311j -0.00412239-0.00132227j -0.0072033-0.00826081j 0.0212248-0.0145693j 0.0250737+0.00716831j -0.00111018+0.00387335j -0.00907224+0.00522325j 
0.00492807+0.00605563j -0.00377933-0.00519233j -0.0110838-0.0103158j -0.00336593-0.0159243j 0.00942553-0.00123923j -0.00167454-0.000539798j 0.0067254+0.00618537j -0.0100223-0.00490051j -0.00840003+0.0101338j 0.0022481-0.00202412j 0.00858603-0.014817j 0.0083353+0.0123425j -0.0204484-0.00807626j -0.00359368-0.0157052j 0.00107023-1.72499e-05j -0.0147008+0.00475492j 0.00366064-0.00553378j -0.00726374-0.0109661j 0.00715985-0.00276986j -0.00986259+0.00732095j 0.0193222+0.00186551j -0.0172619-0.00031163j -0.00318276+0.00869001j -0.0051478+0.0168643j -0.00945459-0.00794199j -0.0019388-0.00727884j -0.00850804-0.00323694j 0.0136882+0.000255788j 0.0110322+0.00466698j -0.0110039+0.00479689j 0.000988767+0.0112239j -0.00291194+0.00112587j 0.00186211-0.00558481j -0.00153726-0.0133766j 0.000401452-0.00625369j -0.0153213-0.00626772j 0.00320894+0.00739776j 0.00638236-0.00780998j -0.00035985+0.00505912j -9.38596e-05-0.00308555j 0.00977161+0.0123159j -0.0139317-0.00166932j 0.0065163-0.00578227j 0.00601437-0.00385761j -0.000863358-0.00166894j 0.000700162+0.000442837j 0.00320457+0.00726469j -0.0107936-0.00844826j 0.00401846-0.00396149j 0.00374732+0.0136802j -0.0142167+0.00924135j 0.0028165+0.000294364j -0.0269612+0.00528066j -0.00593178+0.00821958j 0.000651405+0.013605j 0.00371675+0.00857013j -0.00789554-0.00758955j -0.00646249+0.0103371j 0.00810633+0.00373256j -0.00825486-0.00666944j 0.00141857+0.000655011j 0.0140588-0.00414584j -0.0376611+0.00318501j 0.0236118-0.0100104j 0.000391633+0.0106225j 0.0271305-0.0114171j 0.0208149-0.0162682j 0.00758035-0.012498j 0.00613366-0.0275633j -0.00923071+0.0247183j -0.0117587-0.00483568j -0.00565601+0.00539819j -0.00699322-0.00425731j 0.0135861-0.00390137j -0.000112671-0.00549878j -0.00979052+0.0151035j 0.00610342+0.0020744j 0.00371055-0.00208492j 0.000696352-0.00311832j 0.00950822-0.00698338j -0.00773871-0.00461741j 0.0132021+0.00662037j -0.0014351-0.00571212j 0.00985622+0.0134496j -0.00639592-0.00467996j -0.0106444-0.00112842j 0.011196+0.00329028j -0.00694929-0.00581826j -0.0095476+0.0149032j 0.00586947+0.00702618j -0.00482497+0.0034458j -0.00867182-0.000629832j -0.00105222-0.000139077j 0.00324006+0.00545774j 0.00619324-0.00562547j 
-0.010383-0.00305187j 0.00116871+0.00141054j 0.0252279+0.00692493j -0.00821017+0.0137153j -0.0109414+0.00512384j 0.000905125-0.00401949j -0.0172097+0.00923993j 0.00839071-0.00150654j 0.0117969-0.00441026j -0.00506461+0.014219j 0.00744837+0.00927262j -0.00514037+0.00124574j -0.0027244-0.0191222j 0.00967634-0.00481696j -0.0145263+0.00182457j 0.00383188-0.00929511j 0.0105201+0.00397543j 0.00158325-0.0100296j 0.00777992+0.00644453j 0.0151511-0.00394813j 0.0032893+0.00383205j 0.0103888-0.00382057j -0.0034323-0.00889675j -5.05584e-05+0.00132868j 0.014911-8.27324e-06j 0.00497577-0.00257832j -0.00497685+0.00739852j -0.00202366+9.14878e-05j -0.00416233-0.00294336j 0.00802671+0.000547373j 0.0131982+0.0012948j 0.0123997-0.01243j 0.0227712-1.10679e-05j 0.0159283-0.00792939j 0.00830947-0.000756172j 0.0138732+0.0141498j 0.00113274-0.00365748j -0.0120249-0.000369249j -0.00594843+0.000456255j 0.0107345+0.00858009j 0.0100766+0.00383101j -0.00528549+0.00197653j -0.011186+0.0147112j -0.0132146+0.00735501j -0.00703394+0.00161114j 0.00024233+0.0143467j -0.012096-0.00150151j 0.0131082-0.00125918j -0.000753922+0.00505189j -0.000353831-0.016607j 0.00493458+0.00684076j 0.00566826-0.00916486j 0.0397901-0.0100119j 0.00559232+0.00841256j 0.000477327+0.00551841j -0.0120953+0.00475725j 0.00326252-0.0323262j -0.0160002+0.0148734j 0.0164712-0.0160603j -0.00304928+0.0121545j 0.000737653+0.00994716j -0.013595+0.00273639j 0.0505626-0.016799j -0.0185581-0.0151253j 0.0220329-0.0202527j -0.00791412-0.00337217j -0.0106004+0.0138728j -0.0101128+0.0187711j 0.0289108+0.0145688j 0.00792222+0.009564j 0.0192709-0.0233924j 0.0063566-0.000648468j 0.0261912-0.0119809j 0.00285985-0.00182188j 0.00198113-0.00143077j 0.00545666-0.00292918j -0.00132502-0.0139286j 0.00963555-0.0128605j -0.0124334+0.0206757j 0.0109533+0.0080767j 0.0161651+0.0237892j -0.0202969+0.00240059j -0.00936363+0.00461958j 0.00757653-0.0109335j -0.00330569-0.00234339j -0.00516655+0.004922j -0.0124294+0.00441084j -0.00599907+0.0029058j 0.0203191-0.00990437j 0.000410486+0.00320113j -0.00394414+0.00418948j 0.00994892-0.00824467j 0.00792772-0.000225601j -0.00124743+0.000634196j -0.00612481+0.00438534j 
-0.00375641-0.00352885j 0.00148883-0.00196751j 0.00788791+0.00605629j 0.000337554+0.00164665j -0.0126464-0.00179386j 0.00691841-0.00184049j -0.0184942+0.00359247j -0.00686517-0.00634605j 0.00326877-0.0116965j -0.00885269-0.0083402j -0.00157402+0.0113487j -0.00260407+0.00666211j 0.00137335-0.0148125j -0.00287574+0.0140413j -0.00259948+0.00101928j -0.00976305+0.0160277j 0.0132391-0.000294492j -3.67435e-05-0.0036534j -0.00894067+0.0054207j 0.00755145+0.012156j -0.00894497+0.00408549j 0.00359691+0.0137983j -0.00633497+0.00927931j 0.0108081+0.0134209j 0.0105672-0.000871865j 0.00135061-0.0202329j 0.00341483-0.00699762j 0.01543+0.0130145j 0.0110841+0.00553607j 0.0250926-0.00604778j -0.00205309-0.0103404j 0.00529114-0.00477526j 0.00345308+0.0153437j -0.0155689-0.00841724j -0.0349835+0.00638142j 0.00847949+0.0271332j 0.0232773-0.00199018j -0.0057135+0.0221171j -0.00476646-0.00718055j -0.0107475-0.00900195j -0.00421122+0.00543398j -0.00185409+0.00413582j -0.00858859+0.0234941j 0.00697761+0.00551594j -0.0136038+0.00497418j 0.000216877+0.0379746j 0.00346275-0.0275431j 0.0385491+0.0171819j -0.00209258-0.00195843j 0.00535148-0.00575049j 0.0258303-0.00544329j 0.00240634-0.0263033j 0.00760578+0.00213738j -0.014245-0.0118065j 0.0260716+0.0286804j -0.0235323+0.0209725j -0.00687562+0.00609809j -0.000155443+0.0253749j 0.0104642-0.0298184j -0.029306-0.0413593j 0.00377947+0.0178465j -0.00641227-0.0375395j 0.0438131-0.0141231j -0.0254039+0.0151055j -0.00228407-0.0503457j 0.035518-0.00983786j 0.0403501+0.0105383j 0.00956667+0.0246346j 0.0269561-0.0394089j -0.0419444+0.0632117j -0.0115775+0.0166764j 0.0217018-0.0542427j 0.0362403+0.0145355j 0.015201-0.00931457j -0.0568478+0.00901028j 0.0237197+0.026617j 0.00925439+0.00422778j 0.00521284-0.050851j 0.0148346-0.00727559j 0.00344487+0.00863169j 0.0320666+0.0198401j -0.0267548+0.0191152j 0.0140209-0.00254739j 0.00695173+0.00462577j -0.00454474+0.0292647j 0.0233276+0.00690306j -0.0118295+0.0165107j 0.0291301-0.0197424j 0.0624849-0.00375385j -0.00250884+0.0162214j 0.0132733+0.0303469j 0.0228617-0.00964981j -0.00283174-0.00364212j 0.000938161-0.000151947j -0.0055173+0.0105262j 
-0.00402136+0.00148507j 0.00363321-0.00397178j -0.000436226+0.0103311j -0.0142395-0.00438935j 0.00694657+0.0027242j -0.00125902-0.00506479j 0.00487126-0.00521304j -0.00453702-0.00349836j -0.00474725+0.00445879j -0.00833993+0.00696669j 0.00638902-0.0209594j 0.0136628+0.00736257j 0.00109227-0.013751j -0.00389568+0.0119137j -0.00937055+0.00634928j -0.0166389-0.0182652j 0.00538035-0.00796644j -0.00579799-0.0060242j 0.0041196-0.0103645j 0.00192708-0.004582j 0.0125285-0.00207264j 0.000172516-0.00667903j 0.00438267-0.00326511j -0.00405244-0.00414792j 0.00284661-0.0139152j -0.019596+0.0036811j -0.00884658+0.0122221j -0.00856531-0.00137218j 0.0039379+0.012382j 0.015042-0.00886431j 0.00351081-0.00584505j -0.00260096-0.0149919j 0.00249411-0.0146992j 0.00429065-0.0208736j 0.0185772+0.0035786j 0.00251761-0.00807032j -0.00353642+0.0182372j 0.0117432-0.0128738j 0.000439544-0.00986858j 0.00343387+0.00473497j 0.0120599-0.0110953j 0.00645158-0.00121267j 0.00209809-0.00429855j -0.00966937-0.00423526j 0.0107732-0.0119239j 0.000814358-0.00652899j -0.0061637-0.0064023j -0.0102617-0.0127936j -0.00675933-0.013512j -0.0130539+0.000308611j -0.0106064-0.00368109j 0.0183515+0.00949517j 0.0015955-0.00665173j -0.00049552-0.0228473j -0.00826302+0.00328052j 0.0308656+0.015218j 1.95515e-05-0.00207174j -0.0107056-0.0123206j 0.013525-0.0149922j -0.00698513+0.000836419j -0.006576-0.0138209j -0.00256181+0.0136624j 0.00442356+0.00431555j -0.00386214-0.0185311j -0.00317718+0.00864776j -0.022029-0.00874423j -0.0214993-0.0321109j -0.00547702+0.0142764j -0.00619221-0.000554841j -0.000974028-0.043365j -0.00544299-0.00330114j 0.0223745+0.039937j 0.00133379+0.00182752j 0.00573889-0.0185386j 0.00741399-0.0106896j 0.00199544-0.00174201j 0.00321951+0.000966028j 0.0100803+0.00735362j 0.00212464+0.00799494j -0.0142403+0.00491425j 0.00177883-0.00637445j 0.00574135-0.00462113j -0.0141562-0.0152831j -0.00301107-0.00735616j 0.00709132-0.010592j -0.0232332-0.00948002j 0.00875229-0.00411381j -0.0125557+0.00441453j -0.0120094-0.00644985j -0.00698312+0.00113219j -0.0105177-0.0160461j 0.00030908+0.0043609j 0.0107081+0.00215363j 0.00118778+0.00376793j 0.00118933+0.00129538j 
-0.00478709-6.38532e-05j -0.00152868+0.00410553j 0.0151019-0.000432111j -0.00087302+0.0072585j -0.00401451-0.00214927j 0.00208027+0.00115027j 0.00279611-0.00109682j -0.0101233+0.00490085j -0.00135042-0.0105204j -0.00163158+0.00914004j -0.00361313-0.00822955j 0.0131323-0.00907828j 0.021334-0.0168456j 0.00651219+0.025162j -0.0123332+0.0117718j -0.00150835-0.0155038j 0.00725861+0.00698788j 0.00177791+0.0116606j 0.00834489-0.00755312j 0.00526328-0.000308776j 0.00220963+0.00427825j -0.00316431-0.0100181j 0.000967938-0.0135018j -0.00581198-0.00539507j -0.0130958-0.0058701j 0.0114846-0.00377308j 0.00338724+0.00668072j 0.00486898-0.00412315j -0.00167319-0.000801288j -0.0131738+0.00627191j -0.00431857+0.00286403j -0.0108376+0.0221993j -0.0126104+0.00639376j 0.0012765+0.0148515j 0.00809609-0.0151946j -0.0103231-0.00820136j 0.00254057-0.0077133j -0.00646043+0.00875851j 0.00223779+0.00532248j -0.00511365-0.00866456j -0.00598525-0.00678701j -0.00524485-0.00482659j 0.00658284+0.00106613j -0.00904839+0.00528311j -0.00409345+0.00116597j -0.0014773-0.00761775j -0.00154034+0.0166815j -0.0154218-0.00698172j 0.00856592+0.00933569j 0.00646416-0.00115011j -0.0121691+0.0175364j -0.000962083-0.00198957j -0.00257194+0.00469254j 0.00183802+0.0123603j -0.00362919+0.0166501j -0.00580486-0.00712087j 0.00537568-0.0102182j 0.00250629-3.46214e-05j -0.0166757+0.0174325j 0.0238911-0.0123798j -0.00325505-0.0023313j 0.0119362+0.0034123j -0.0153961+0.0177588j 0.0164089+0.0192458j 0.00157099+0.0309578j 0.0241887+0.000697107j -0.0126509-0.0227454j -0.0293354+0.0140946j -0.00847848+0.00147159j 0.0125221+0.0110703j 0.00114827-0.00553393j -0.0361166+0.0143004j -0.0125538+0.014772j -0.000291905-0.0321587j 0.0181845+0.017883j -0.0305581+0.00776289j -0.013158-0.0015456j -0.0055463+0.0240682j -0.00320134-0.00051909j 0.00325386-0.00150897j -0.0211512+0.00732592j 0.0122219-0.00182962j -0.00923933-0.00107855j -0.0120568+0.00675623j -0.015605-0.0103181j -0.00936383-0.00456333j -0.00126629+0.00664248j -0.0102536+0.0127749j -0.0175447+0.00835587j 0.00604064+0.00751354j -0.00992077-0.0114667j -0.013258+0.00181703j 0.00274371-0.00212727j -0.00169414+0.00387823j 0.00319904-0.00196918j 
-0.00125211+0.00139223j -0.00237852+0.00202744j 0.0118181-0.00340605j -0.00560362+0.00455026j -0.0065775-0.0121482j 0.0104979+0.00562144j -0.0094017-0.00525661j 0.00402306-0.0106805j 0.00244336-0.00638939j 0.00306083-0.00583714j -0.000241264+0.0129767j -0.0117225-0.00519126j -0.00791834-0.0096876j -0.00543278-0.00592683j 0.00615812+0.0107979j 0.00115294+0.0120844j 0.0113241-0.00813305j 0.00615632+0.00197961j 0.000617067-0.00547849j 0.00456181+0.0137897j -0.00288012-0.00366144j 0.00194229-0.00114569j -0.00867095+0.000803017j -0.00948456+0.00581962j -0.00709535-0.0193182j -0.00061932+0.00743259j 0.00853794+0.0136445j -0.0110179+0.0302205j -0.00471371+0.00471454j 0.0004207+0.0161878j -0.00313817-0.00895263j -0.00928386+0.0179809j 0.0237701+2.74223e-05j 0.00592588+0.0103709j -0.0197013-0.018988j -0.0211536+0.012164j -0.0111555-0.0145364j -0.0117368+0.00787198j -0.005657+0.0218564j -0.00585177+0.00692454j 0.000127476+0.00939144j 0.012179-0.00768277j 0.0157776+0.00158951j -0.00194825+0.0107344j -0.0180972+0.0258089j -0.0139792-0.0121299j 0.00133522+0.0197773j 0.00733736-0.00392287j -0.00805399-0.00484228j -0.0201801+0.00115326j 0.00170261+0.0405294j 0.000315119+0.00969036j 0.0205492-0.0179196j 0.0143711+0.0194917j -0.000912777+0.0385885j -0.0223769+0.0142592j 0.0157188-0.0174044j -0.00449086+0.0267429j 0.000361304-0.0130967j -0.0385271-0.0253655j 0.0174997+0.00503646j 0.00464996+0.011175j 0.0264013-0.021507j 0.00118015+0.0293583j 0.00769906+0.0138148j 0.0282583+0.00154764j 0.0234663-0.0231507j -0.0286916+0.00599476j 0.00808171-0.0435746j 0.000565456+0.0448882j 0.0139034+0.00576938j -0.0416266-0.00539915j 0.0323713+0.001734j 0.018986-0.00847829j 0.019737+0.00292667j -0.0286264-0.00579643j -0.0209304-0.0190289j -0.0116112+0.00853278j -0.00798077+0.0102699j 0.00262442-0.0143859j -0.0270693+0.0166068j -0.0105825+0.0122798j -0.00112232+0.0225883j 0.00534189+0.0207975j -0.0667329+0.00669107j 0.007327+0.0164371j -0.00757628-0.00843591j -0.010022-0.00119274j 0.00108164+0.0103359j 0.0305468+0.0253014j -0.00332018+0.00968082j -0.00768298-0.00704846j -0.00410793-0.00336503j -0.00464639+0.00551482j 0.00325327-0.000452583j 
-0.0015822+0.0012289j -0.00489762-0.00092707j 0.00701786-0.000701254j -0.00533887-0.000598412j -0.00690143-0.0114414j 0.00962146+0.00194254j -0.00896522-0.00658983j -0.00226293-0.0121482j 0.00297144-0.00502292j -0.00696103-0.00826401j -0.00848177+0.0043805j 0.000146489+0.00375269j -0.00430556+0.00112867j -0.00518194+0.00729149j 0.00643141+0.00684764j 0.000661514-0.00108259j 0.00419216-0.00339777j -0.00858798-0.000158776j -0.00104793+0.0012215j 0.00583269-9.43581e-05j -0.0115392-0.0099432j -0.00392985+0.00222328j 0.0017626-0.0152717j -0.00576641-0.0106583j -0.000984675-0.000880495j -0.0088236-0.0142309j 0.00680078+0.00903513j -0.00862459+0.015973j -0.00572407+0.0162029j 0.013949+0.0129947j -0.0164168-0.0224245j -0.00778398-0.00965809j 0.0117995-0.00217954j 0.000126654+0.0109394j 0.00253398-0.0235793j -0.0169507+0.00251117j 0.000687835-0.0150165j -0.0060449+0.0161705j -0.0092658+0.003959j 0.000299163-0.0039883j -0.00916404-0.0213997j 0.0153014-0.0124509j -0.00188858+0.0161325j 0.00617163+0.00768595j 0.000957981-0.0111642j 0.00334407+0.000667869j 0.00450193+0.0135072j -0.00403943-0.00949825j -0.00184714+0.0050814j -0.0166953-0.00991759j -0.00156597-0.00354619j 0.0232925+0.00700562j 0.00799052-0.0102184j 0.0178412-0.00987122j -0.00934309+0.0325144j 0.0139438-0.000576763j -0.00300956-0.00455063j -0.0100966-0.00215938j -0.010432-0.0245085j -0.0250069-0.0236293j 0.00908756+0.0129917j -0.0355856+0.013957j 0.0238266-0.00209051j 0.00661307-0.00485428j -0.00374412+0.0257048j -0.00542488+0.0138954j 0.00348167-0.0470218j -0.0122598+0.0490746j -0.0221631-0.0128723j -0.0180462+0.00371123j -0.0150648-0.0152383j 0.0195294-0.0149445j 0.0125932-0.00147015j 0.0200265-0.00707752j 0.0179856-0.0145829j -0.0226705+0.0164477j 0.00941909-0.00618561j 0.00754487-0.00681648j -0.0174169+0.00695362j -0.00984983+0.0241797j -0.0140678+0.00824612j 0.00213131-0.00551448j -0.0313397-0.0298556j -0.0101027-0.0103592j -0.00987025-0.0168737j -0.03244-0.0160728j -0.0069495-0.00934028j -0.0225318-0.00201879j 0.00555898-0.00815323j -0.00484309+0.0180146j -0.015236-0.0221076j -0.0226267-0.0109955j 0.0178861-0.0158791j -0.0137038+0.00857094j -0.00153268+0.0199448j 
-0.00119071-0.0035543j 0.00736502+0.00139371j -0.0155593+0.0171078j -0.0131742-0.00097046j 0.00387634-0.00701574j 0.00236157+0.00332811j -0.0150954-0.0130184j 0.0184659-0.000329747j -0.00252374+8.27499e-05j -0.00900454-0.00845604j -0.00533344+0.0163283j -0.013418-2.17573e-05j 0.00792664-0.00428145j 0.00796359+0.0106571j 0.00887886-0.00956217j 0.00498812+0.00438405j -0.00903675-0.00567134j 0.0210036-0.00913085j -0.00944324-0.0144479j 0.00444072+0.0239181j 0.000859179-0.00347357j 0.00352642-0.00264355j -0.0127403-0.00744232j -0.00576112+0.0157805j 0.0197126-0.00331027j 0.0025949-0.00619475j -0.0103939-0.0100389j -0.00650923+0.00443483j -0.00360876+0.0172038j 0.0145605-0.00665496j -0.00435689-0.00647648j 0.00531974+0.00770212j -0.00173304-0.014891j -0.01214-0.00626594j -0.00994564-0.00684392j -0.00567522+0.00855191j -0.0012154+0.0213681j -0.0104916-0.001303j -0.000108825-0.0150739j 0.00769585+0.00256848j -0.00206176-0.00830125j 0.0165633-0.00163059j 0.0105808+0.00435913j -0.00408415-0.0078032j -0.0220375-0.013676j -0.0194022-0.00870311j -0.00977353-0.034647j 0.0140131-0.00139966j -0.0200832-0.0261745j -0.0322584+0.00935728j 0.0129543+0.00525656j -0.00403997-0.00685237j 0.00954406-0.00407761j 0.0189581-0.0270322j -0.00314096+0.0183151j 0.0161888-0.00280798j 0.0291044+0.00614643j 0.0033444+0.00454129j 0.000919935-0.0437155j -0.0287958-0.0135788j -0.00395223+4.295e-05j 0.0210841+0.0354291j 0.0411431-0.0148359j 0.0263503+0.0429231j -0.0358879+0.000316995j 0.00543426+0.0053129j 0.0383957-0.0112271j -0.0196258+0.0110967j -0.00890417-0.0294556j -0.0411508+0.00792384j -0.00491231+0.026764j -0.00451538+0.067073j 0.0279918+0.005537j 0.018331-0.0208193j -0.00520199-0.0097436j 0.00941928-0.0212815j -0.0270394+0.00406997j 0.0020068+0.00248627j 0.0139089-0.00306756j -0.0213397-0.00652756j -0.00416072+0.000960378j -0.00635064+0.00900622j -0.0142328+0.00734414j -0.00312334+0.0265268j -0.05043+0.01074j 0.00104214-0.000733554j 0.0112562-0.018847j -0.00730956-0.00449254j 0.00978526+0.00423809j 0.0135255+0.0307978j -0.00317309-0.00334868j 0.00857666+0.0132188j -0.0092356+0.00229161j 0.00285177+8.47941e-05j 0.00907196+0.00333598j 
-0.00237772+0.00430386j 0.000205844-0.00639181j -0.00627737-0.00208762j 0.000384948-0.00507368j 0.00376168+0.00701901j -0.00560375-0.00295083j -0.00719819-0.000606071j 0.00337978-0.00333109j -0.0167868-0.00185177j -0.0012696-0.000140921j 0.00749521-0.009584j 0.0113018-0.00472616j 0.0140546+0.00152926j -0.00643265+0.00775616j -0.00492785-0.0156568j -0.0132651+0.0104845j -0.0121272-0.00648846j 0.0041089+0.0040475j -0.00868666-0.00546271j -0.009601+0.00673945j -0.00148757+0.00273787j 0.0164676-0.00310422j 8.31165e-05+0.00561985j -0.0112619+0.00867126j 0.000645343-0.0148569j 0.0225082+0.00228753j -0.0131708-0.00507273j 0.0143856+0.00525912j -0.00186089+0.0092574j -4.94617e-05-0.0124355j 0.00417822-0.00817228j -0.00250013+0.0013516j 0.00892987+0.00242076j 0.00104128+0.00495522j 0.00654211-0.00303748j 0.010848-0.00287266j -0.00421053+0.00190764j -0.000609245+0.00227452j -0.00113683-0.0139271j -0.000399408-0.0141136j 0.0122028+0.0013766j 0.00243721-0.0308427j -0.00317164+0.0257425j -0.00128807-0.0165533j 0.00822484+0.0122286j -0.00710082-0.0139808j 0.00653499+0.0321571j -0.00462081-0.00486949j -0.00480378+0.0282992j 0.0031328-0.0136611j -0.010547+0.0310256j 0.00274363+0.0322078j 0.0323717-0.0110619j 0.0238444-0.0131377j 0.0103703+0.0328293j -0.011205+0.00866779j 0.00980724+0.000288783j 0.00691258+0.0173313j -0.00179064-0.0146288j -0.00849601-0.00186702j -0.012495+0.0251937j -0.018791+0.0118979j 0.0413838-0.0104325j -0.00137555+0.00933223j 0.0391031-0.00865106j -0.000282448-0.0102167j -0.0210501-0.00713335j -0.0242766+0.0084698j -0.00552189+0.00419607j 0.0178067+0.00415073j -0.00851218-0.00568517j -0.00815091-0.0435057j 0.00350801+0.0155364j 0.010279+0.00512404j 0.0288255+0.00687154j -0.000812509+0.0161552j -0.0108905-0.00335629j 0.000320779+0.0167416j -0.0207151+0.0152774j 0.00212751-0.00197948j 0.011716+0.0015105j -0.01978-0.00619255j -0.00177378-0.0141252j -0.0059727-0.023054j 0.00405426+0.00337939j -0.000729667-0.00900518j 0.0134099+0.0100462j 0.000204441-0.00510343j 0.00377656+0.00295951j -0.0160609-0.0011756j -0.00389298-0.0125522j 0.00915658-0.00515726j -0.0108371-0.00595654j -0.00328809-0.000202202j 0.00524801-0.00325959j 
