-0.00865295-0.0245336j 0.00929635-0.0377622j -0.00758738+0.0317751j -0.00190067-0.0302474j 0.00591253-0.0189448j 0.000372505+0.0449767j 0.00354241+0.0441306j 0.00454034-0.0299998j 0.000648938+0.0426054j 0.00407945-0.016781j 0.00298503+0.0249669j -0.00103989-0.00263633j 0.00223349+0.0297633j -7.33066e-05-0.0637776j -0.00473607+0.0440998j 0.00185362-0.0142586j 0.000736519-0.0115465j 0.000540013-0.0119964j -0.000122412-0.0294638j -0.000827191-0.0325108j 7.21508e-05+0.000243654j -0.000704031+0.0325782j 0.00156306+0.0279311j -0.000527221-0.0129821j 0.00198671+0.00388821j 0.00238825+0.0401583j 0.00345836-0.0416301j 0.000303924-0.0386804j 0.000760834-0.0207597j 0.00030921-0.0145693j 0.000468195-0.00572704j 0.000647505+0.0151553j -0.00122804+0.0226296j -0.000264717-0.00109651j 0.000748493-0.00410412j -0.0010764+0.0465032j 0.000616405-0.00974497j 0.000796883+0.0054377j 0.00216663-0.0238127j -0.00159662+0.0350935j 0.00160818+0.0361899j 0.00188128+0.0245255j -0.000102957-0.0551839j -0.00181609-0.0305277j 0.000636186+0.0030326j 0.00325855+0.0363306j -0.000458563+0.0161178j 0.00160048-0.0840743j -0.000362592+0.0204236j -0.00275531-0.0283137j -1.26102e-05-0.116062j -0.000907308+0.0429183j -0.00520454+0.000168568j -0.000722756+0.0354143j -0.00493737-0.127815j 0.00141435+0.0100737j -0.00191561+0.049796j 0.00266062+0.101894j -0.00153132-0.024007j -0.00156824+0.00327804j 0.0023817-0.0332636j 0.00190291+0.0713265j -0.00114432-0.00697019j 0.000793955-0.103484j 0.00245611-0.0251227j 0.00396632+0.134472j -0.00213372-0.178075j -0.000830039+0.166796j -0.000891269-0.370834j -0.00105263-0.0914885j 0.00360945+0.191461j -0.00419973-0.213184j -0.0021366+0.187542j 0.000614039-0.342206j -0.000396492-0.130652j -0.00333896-0.25819j -0.00441095-0.103588j -0.00224577+0.0470665j 0.00275076-0.107995j -0.0038451+0.0812154j -0.00707141-0.053284j 0.00279943+0.0995702j -0.00834849+0.0282589j 0.0054981+0.0972021j 0.00302733-0.033051j -0.0175947+0.0104917j 0.00534734+0.0773997j 0.0182605-0.0840815j -0.0349038-0.0105895j 0.00136042-0.07441j -0.0431057-0.0123095j -0.0128613+0.34683j 
-0.00808458-0.000862104j -0.00196308+0.0121245j -0.00572907+0.0177721j 0.00532315+0.00474717j -0.00323626-0.00778234j 0.00184771-0.0214426j 0.00527725+0.000140291j -0.0017261-0.015398j 0.00453188+0.0216022j -0.00145958+0.00559205j -0.00102751-0.00814394j 0.00387816+0.0312182j -0.00215768-0.0380955j 0.00256688+0.0238496j 9.21225e-05+0.0279187j -0.000517907+0.0586177j -0.000127829-0.097884j -0.00133003+0.00748772j -0.000864442-0.146638j -0.00034066+0.0982694j 0.000456092-0.100977j 0.00203893+0.399188j -0.000884761-0.599913j -0.00193026+0.248388j -0.000123461-0.00907947j 0.000606899+0.363425j 0.00065379+0.141128j -0.0026421-0.0847314j -0.000450567-0.0775085j -0.00121941+0.0304337j 0.00119262-0.0736851j -0.000428093+0.0300721j 0.00202975-0.213069j -0.000396809-0.0136181j -0.00052129+0.0061942j -0.00184276+0.0104726j -0.00123503+0.0630917j -0.000454975+0.0796713j -0.000184568+0.061655j -0.000102514+0.0263221j 0.000182214-0.000706326j -0.00209746+0.0672552j 0.000144886+0.023583j 0.00112243-3.91791e-05j 0.00148466-0.0375978j 0.000889143+0.00722562j -0.00110347-0.0291798j 0.000344339-0.0410428j 0.00150296-0.0105271j -0.00114509-0.0307855j -0.0029872+0.101414j -3.73977e-05+0.0243081j 0.000671067-0.00818904j 0.000303098+0.00852451j -0.000617771-0.00246127j 0.00181571-0.108205j -0.000405138+0.0444963j 0.00201337+0.0239746j 0.000807935+0.0260872j 0.00329591-0.00324703j -0.00170336+0.00350364j -0.000881545-0.0248723j 0.00133548+0.0161109j 0.00364025+0.0252867j 0.00157854-0.00435585j -0.000746156+0.0173057j -0.000593508+0.00952928j 0.00200196+0.00151561j 0.00233813-0.0358018j -0.000823188+0.0179613j -0.00208308+0.00416871j 0.00129172-0.0190944j 0.0026584-0.0126315j -0.000441236+0.0183605j -0.00194387-0.000822782j -0.00201018+0.00409495j -0.00264581-0.0115023j -0.00290427+0.0124123j 0.00275434+0.00559341j -0.00134369-0.0252306j 0.00123998+0.0295438j -0.00309469-0.00944722j 0.00109066+0.00821519j -0.0023818-0.00109087j 0.00137562+0.0102197j 0.0021239-0.000725646j 0.00306861+0.00861003j 0.000436837+0.0050699j 0.000570904-0.000979681j 0.00236523+0.00829362j -0.000861817-0.00209753j 0.000697822-0.000227531j 
0.00365715-0.0300072j -0.0182922+0.00123067j -0.00127688-0.0247071j -0.0171017-0.00445063j -0.0065322-0.0074678j -0.00378391-0.00367129j -0.00805137-0.00155045j -0.00485652-0.0219506j -0.000817296+0.0132294j -0.00640664-0.000999828j 0.00245475+0.036441j -0.00182605-0.0890361j -0.000890255+0.0337335j 0.00024468+0.0949566j 0.00134646+0.163876j -8.89976e-05-0.052258j 0.000606718+0.125608j 0.00393029+0.080838j 0.000417009+0.0519336j 0.000621342-0.345112j 0.00293547+0.200235j -0.00203946+0.57355j -0.00344763+0.209038j 0.00113527+0.130988j 0.000210113-0.285543j -0.0022686-0.0543095j -0.00239702+0.0771362j 0.000911331+0.0824019j -6.69692e-05+0.172884j -0.000351324-0.0716233j -0.00355067-0.0511164j -0.00120215-0.0739126j -0.000123699+0.102321j 0.00147371-0.0549296j -0.0011246-0.0422198j 0.0010134+0.00745028j 0.000879486-0.0791005j -5.68748e-05-0.0275373j -0.000781974-0.0179097j -0.00100393+0.0144464j -0.00124345+0.0677634j -0.000357415-0.0235697j 0.00168341-0.00767719j -0.000165979+0.0412385j -0.000858971+0.115108j -0.00369354+0.0446613j -2.73567e-05+0.0598566j -0.000275934+0.0581725j 0.00279358-0.0328345j 0.00165391-0.0164392j -0.00336506+0.114452j 0.00103522+0.00704235j -0.00026462-0.134965j -0.0035834+0.0363966j 0.000833182-0.016801j -0.000371262-0.0260363j 0.00466516-0.0431056j -0.000720915-0.0392263j -0.00215751-0.0239832j 0.00316334+0.0073402j -0.00128379-0.019469j -0.00224034-0.032339j 0.000177579-0.00668412j 0.00260445+0.00487431j 0.00296834+0.0100244j -0.00172482-0.0233328j -0.00206309+0.0137184j 0.000530379+0.0172132j 0.000560171-0.00593037j 0.00144293+0.0224449j 0.00192594-0.00281679j 0.00133585-0.0047193j 0.00222605+0.0149685j 0.00210812+0.00236159j -0.000724436+0.0134237j 0.000606817+0.03053j 0.00180029-0.00629896j -0.000220823+0.00867458j 0.00256348+0.00886488j 0.00156666+0.0318854j -0.00346444+0.0119298j 0.000411639-0.0163746j 0.00127812+0.000492335j 0.00340003+0.0035039j -0.00137032-0.0131207j 0.00343008+0.0151906j -0.00165023-0.00930017j 0.00198172-0.00944715j -0.00285356-0.00556078j -0.00287994+0.00318637j -0.000949991-0.0015967j 0.00425118+0.0124953j 
-0.000371285+0.000238945j 6.85864e-05-0.00315777j -0.00260273+0.00671637j 0.0011565+0.0087534j -0.00118877+0.0107839j 0.00259325+0.0473235j -0.00284051-0.0338378j 0.00380454+0.0356109j -0.00111263+0.00593484j 0.00273206+0.0140248j 0.00223415-0.0397334j -0.00140678-0.021211j 0.00128114-0.0570245j -0.000965738-0.0365062j 0.00208682-0.161773j -0.000449511-0.0138288j 5.76828e-05-0.195799j -0.000715378+0.150974j 0.00216454+0.564655j -0.000632114-0.221307j 0.00010295-0.245739j -0.00141704+0.216423j 0.00111051-0.10245j 0.00161334-0.148732j -0.000785915+0.169912j -0.000836206+0.00952827j 0.000522719-0.184373j -0.00178555+0.301195j 0.000211817-0.220016j -0.000745677+0.0994116j 0.000481241+0.0155781j 0.00121124-0.0836269j -0.00109288+0.000178945j 0.000109837-0.0620202j 0.000552339-0.00263021j 0.00094807-0.0917168j 1.96858e-05-0.0239768j 0.000989491-0.0501678j -0.000550908+0.034158j 0.000984387-0.0316572j 0.00069682-0.0712776j 0.00243233+0.0676982j -0.000548083-0.108202j -4.42527e-05+0.0984329j -0.000667474+0.0217694j 0.000353604-0.0928942j -0.00022388+0.0419304j -0.00155733-0.0164769j -0.000657176-0.00279833j -0.00291722+0.0227139j 0.00293281-0.0321174j 0.000353533+0.0761717j 0.00321821-0.0033655j 0.00242498+0.049283j 0.00133118-0.0541127j 0.000765115+0.0239724j -0.00273615+0.0198459j 0.00181514+0.00254959j 0.00419695+0.00229875j -0.00145987+0.0544154j 0.000679849-0.00185759j -0.00110559+0.00870536j -0.00258745+0.0187751j -0.00154968-0.00444975j 0.000389979+0.0104192j -0.00166584-0.00854223j 5.92409e-05-0.0152937j 0.000944076-0.00589418j 0.0021542-0.00178728j 0.000842317-0.0111371j -0.00145054+0.0302184j -0.00198259+0.011039j -0.000316487+0.0112901j -0.000855675-0.0018088j 0.000325295-0.0175807j -0.000567839+0.00405981j 0.000353669+0.0256854j 5.91506e-05-0.0166313j -0.00193638+0.00232426j 0.00144739-0.00969662j 0.00307571+0.00550691j 0.000390907+0.00685687j -0.0015979-0.0110283j 0.000720633+0.00879959j -0.00147571+0.00807555j -0.00245948+0.0198124j -0.00449649-0.00831941j -0.00282004+0.0020185j -0.00248997-0.0118536j 7.44192e-05-0.0131825j 0.00254282+0.00410898j 0.00086895-0.00317164j 
-0.00142431+0.0104875j 0.00674843+0.000925953j 0.00101772-0.00670588j -0.000988491-0.00606268j 0.00515788+0.037102j 0.000118223-0.0185481j 0.00224981-0.000339357j 0.00451317+0.069914j -0.000252702+0.00441857j 0.00343064+0.0190127j -0.0029959+0.0349078j -0.00557235-0.00340939j -0.00104772+0.0118142j -0.00174213-0.0886173j -0.00140993-0.243534j 0.00174628+0.0608409j -0.00270129-0.333534j 0.00245843+0.436186j -0.00238489-0.297045j 0.00236981-0.0916166j -0.00198433+0.362534j -0.00168316+0.0794976j 0.00284062-0.0543294j 0.00146103-0.146727j 0.00160786-0.0625564j 0.000950855-0.19882j 0.00165028-0.068949j 0.00119513-0.0964124j 0.00206269-0.158592j 0.00262761-0.144237j 0.00091083+0.139455j -0.000582376+0.0171116j -0.000328452-0.0443791j 0.000675523-0.0208219j -0.000456111+0.0196065j 0.00246112+0.0252057j 0.00119691-0.104961j 1.47032e-05-0.0667169j -0.00083081+0.0141953j 0.000599348-0.0163723j 2.98564e-05-0.0861828j 0.000675396+0.0845357j -0.00133183-0.0376095j 0.000160473+0.158876j 0.000186775-0.0796968j -0.00304057+0.0118137j 0.00332959-0.0617959j 0.00104354-0.0544564j -0.000678664-0.0608795j 0.00160887+0.054619j 0.0003084+0.11821j 0.00320206-0.00383794j -0.00807692+0.130359j 0.00218015+0.00130954j -0.00134761+0.0389486j -0.00249349-0.0304351j 0.00120486-0.00495335j 0.00384066+0.00391539j -0.00367639-0.0145581j 0.000432501-0.0309656j -0.00156897-0.0185483j 0.00639729-0.0339541j 0.00375823-0.0197659j 0.00247389-0.0311835j -0.00107153+0.018263j 0.00208328+0.0506836j 0.00473524+0.000510381j -0.00301118-0.022693j -0.000992226-0.0170877j -0.00274206-0.00762452j -0.00278473+0.0102852j 0.000358376+0.00878423j 0.00169951+0.00648589j -0.000931478+0.00839573j -0.00166202+0.0230992j 0.00109453+0.000492558j -0.00283577+0.00818356j -0.000622212+0.000152109j 0.00169164+0.0321992j -0.000977418-0.0275833j 5.54705e-05-0.0325229j 0.00304204+0.0146755j -0.00341744+0.00139213j -0.00324313-0.0161708j 0.00304929+0.0157451j -0.00432817-0.0111624j 0.00281799+0.00471208j -0.00069547+0.0185748j -0.000276652+0.00021617j 0.000530533-0.00205629j -0.00407901-0.00700769j -0.00274578-0.00384281j 
-0.00635118-0.00877933j -0.00550333+0.0130879j -0.00459745+0.0295318j 0.00535439-0.00446756j -0.00995338-0.0237741j -0.00179375+0.00584371j 0.0034897-0.0372004j 0.000108192-0.0261777j 0.00275093+0.0176142j 0.0015608+0.0615079j 0.000891773-0.00437961j 0.00143048+0.0140522j -0.00238471-0.037003j -0.00106062-0.016144j 0.00514459+0.356393j -0.00414353+0.104294j 0.000588799-0.256819j -0.0016138+0.0368553j 0.000866089+0.247908j -0.00118744+0.350633j 0.00143397+0.479261j -0.000221204+0.00716766j 0.00110965+0.19336j -0.00143922-0.0562054j -0.00227317+0.163736j -0.00190212+0.212062j 0.000105167+0.0912287j 0.000857653+0.115843j 6.27313e-05-0.118409j 0.000960952-0.0287744j 0.00134874-0.0142049j 0.000397372-0.0664928j -0.00221761-0.0175603j -0.000906151+0.0350449j -0.000179579+0.0489523j 0.000132955-0.0425978j -0.000284008+0.0159323j -0.00043934-0.00122286j -0.00178104+0.108642j 0.000717162-0.0485745j 0.000652153+0.00545963j 0.00279932-0.0995829j 0.000701569+0.0199501j 0.00112645-0.0141667j -9.01832e-05-0.0294457j -0.00137155+0.173943j -0.00131181+0.0138116j -0.00222782+0.068776j -0.000770557+0.00770106j -0.00539205+0.0839564j -0.000259507+0.0235962j 0.00262175-0.0754326j 0.00298312+0.0316676j -0.00238538+0.0745004j 0.00333067-0.0803357j -0.00121028-0.0577517j 0.00389665+0.0219702j -0.000400663-0.001033j 0.00444973-0.015815j 0.00188558+0.00965481j 1.2101e-05+0.00197775j -0.00235949+0.015975j 0.00108593-0.0372701j 0.0010364+0.0159164j 0.00528234-0.0219281j -0.00663882-0.0036308j 0.000553461+0.0166448j -0.00185604+0.0253852j -0.00250125-0.00589914j 0.000681002+0.0274244j -0.00101445+0.00695662j -0.00280153-0.0186256j 0.00142631+0.01839j -0.00111359+0.0119644j 0.000262864-0.0347314j 0.00132664+0.0195314j 0.00305177-0.00688577j -0.00393014-0.000675714j -0.0049888-0.00280541j 0.00212542-0.00867723j 0.00025467+0.0310733j 0.000901403-0.0118364j -0.0034522-0.0104331j -0.00318839-0.00620907j 0.00355131+0.0237451j 0.00518493+0.024021j -0.00184442+0.00940915j -0.00111348-0.00480584j 0.00169647-0.000650557j 0.00136661+0.0105422j 0.000822564+0.00193607j 0.00264388+0.00351708j 
0.00820982-0.000315451j 1.79956e-05-0.0177206j 0.00620667-0.00339825j -0.00154466-0.0094527j 0.0032223-0.00552375j -0.00702376-0.0252816j 1.93172e-06-0.000244547j -0.0039722-0.0102349j -0.000912472+0.00663763j -0.00137049-0.0409234j -0.0028177-0.0504179j -0.00283257-0.0629227j -0.00205402+0.0795215j 0.0011183+0.0908508j -0.000242985+0.126781j 0.000928541-0.256778j 0.000145529+0.206727j 0.0020256+0.636635j -0.00316874+0.0523061j 0.000785049+0.383827j 0.00241106-0.272175j 0.00210233-0.00180268j -0.000704477+0.0516095j -0.000559159-0.0865576j 0.00126125-0.0793492j -0.00137198+0.167406j 0.000981119+0.0106471j 0.00183071+0.00908154j 0.000730696-0.00481656j 0.00277526-0.0764676j 0.00133612-0.0529894j -0.00123061+0.029799j 0.000360933+0.00054667j 0.000532835-0.0238662j -0.000102667-0.0205406j -6.23619e-05+0.0583775j 0.000590607-0.0875112j -0.000943215-0.0332164j -0.000771427-0.0289513j -0.000137461+0.00353421j -0.000515832+0.0586284j -0.0019002-0.00964208j 0.00171693-0.0443054j 0.000203548+0.0867799j -0.00263939+0.183249j -0.00285823+0.100378j 0.00114574-0.0779672j 0.000785578+0.0187744j 0.00338982-0.00142024j 0.00334163-0.123413j -0.000202972-0.0271694j 0.000823792+0.0174021j -0.0041585+0.000783307j -0.000188814-0.0133593j -6.45203e-05+0.0099671j 0.00159688+0.0229585j 0.00108352-0.00564088j 0.000875353+0.00287934j -0.00319409+0.00151114j 0.00185031-0.00374938j -0.00113589+0.0298764j 0.000701188-0.0271321j 0.00105694-0.00387496j 0.000837767-0.0205462j -0.000142568+0.00892557j -0.000670905+0.00464828j -0.000939+0.00720594j -3.13137e-05-0.00203034j 0.000642285+0.00575737j 0.00130551-0.0144899j 0.00192974-0.0123037j 0.000212692+0.00703425j 0.0012507-0.00434443j 0.000418242-0.0109077j -0.000328534-0.000951706j -5.77771e-05+0.00151757j 0.000330162-0.015546j 0.000461173+0.0144329j 0.00293225+0.00659151j 0.00183379+0.0143456j -0.00390588-0.00790594j -0.000629453+0.00183491j 0.0015121+0.00422752j 0.000872761+0.00630348j -0.00081527-0.0147529j 0.00212014+9.5341e-05j 0.000111819+0.0112662j -0.00110971-0.0105899j 0.00106704+0.00241088j -0.00123851-0.00346214j 0.00255163+0.00562483j 0.000209913+0.000118242j 
0.00364646+0.0198235j 0.00604332-0.012922j 0.0023872+0.042433j 0.0146174+0.0129028j 0.00160694-0.0150343j -0.00167704-0.0191986j 0.00645701-0.0347545j -0.00546578-0.0313756j -0.00048464-0.0962126j 0.000565643-0.00203419j -0.00526377-0.269631j -0.00122635-0.0216677j -0.00463043+0.120862j 0.0042754+0.539425j 0.0026251-0.133198j -0.00224872+0.351965j 0.0054548+0.0591652j 0.00113933+0.018978j -0.00322091-0.037192j 0.00163701-0.0974027j -0.000903392+0.139889j 0.000794373-0.0464542j 0.00123764+0.0533859j -0.00335611-0.122351j 0.00177241-0.0867849j 0.000447504+0.228698j 0.0030239-0.211836j -0.000444817+0.05364j -0.000326714-0.0383255j 0.00115845+0.113909j 0.00394465-0.0489737j -0.000841518-0.00342043j -0.00217731-0.02876j 0.000848766+0.00233111j -0.000354155-0.0483531j -0.000928904+0.0931632j 0.00078833+0.0244114j -0.00203971-0.0831195j -0.000744039-0.147145j -0.00120515+0.128205j -0.00158758+0.144913j -0.000368186+0.0301267j 0.00162865+0.0521975j 0.00431756-0.0359045j -0.00387422-0.0401665j -0.00482049+0.118737j 0.000115615+0.149275j 0.000590864-0.162256j 0.00341704-0.0685315j 0.00403162-0.0759491j 0.00324618-0.00706063j 0.00191597+0.064844j -0.00488353+0.00643912j 0.00388502-0.0361633j 0.000501709+0.00727058j 0.00259929+0.0311709j -0.000692602+0.00270442j 0.00470269+0.0276209j -0.00292675-0.014925j 0.00331146+0.0179274j -0.00337964+0.0557891j 0.00169782-0.0250978j 0.00209934-0.0246597j 1.83309e-05+0.0164616j -0.00463891+0.00123986j -0.00178239+0.0030076j 0.00085367+0.00985664j 0.00311129-0.01742j 0.00334846-0.0186432j 0.000589199-0.00683363j 0.00274535-0.0331835j 0.00294811-0.0166714j 0.0014509-0.0416767j 6.80526e-05-0.0268644j -0.00253979-0.043153j -0.00133256-0.0253126j -0.00153217-0.0116587j 0.00341616+0.00224744j 0.00265554-0.00654426j 0.00149146-0.0186987j -0.00400479+0.00391761j -0.00173213-0.00257601j 0.00495488-0.0156888j 0.00310499+0.0372128j 0.000117095-0.00270339j 0.00305434+0.00968159j -1.15589e-05+0.0157899j -0.00251872-0.0104173j 0.00305369-0.00226811j 0.00402907-0.00248181j 0.00786553+0.0096298j -0.00148278-0.0121403j 
0.00673556-0.00287726j -0.00101243-0.0213292j 0.0071948-0.00370521j -0.00285025-0.00241119j -0.00166061-0.0130432j -0.00354419+0.0644468j -0.00117099-0.0120428j 0.00290338-0.000654579j 0.000564641-0.0035049j 0.000119281-0.195306j -0.00108862-0.0649949j 0.000276376-0.155143j -0.00306474-0.678349j -0.00514918+0.0955292j 0.00269591-0.00295415j -0.00151503-0.0313772j -0.000869783-0.000383231j -0.00200274+0.0229705j -4.0671e-05-0.191299j 0.00233654+0.0351129j -0.000378715+0.0184744j -0.00291567+0.0272143j 0.000582511+0.156009j -0.00151322+0.136822j -0.00011257+0.0959402j 0.000403172+0.0303323j 0.000390559-0.0640085j 0.00291226+0.0709077j 0.000506618-0.0632625j 0.00171554+0.0675702j 0.00189828+0.0603514j -0.00144284+0.0980074j -0.000588753+0.05565j -0.00107419-0.143351j -0.000130444+0.0584955j 0.00267982-0.00381278j -0.00123961-0.0336822j -0.0034165+0.13872j -0.00358741+0.0899737j 0.00277765+0.0193078j 0.0013089-0.113344j 0.000114293+0.238811j 0.000128732-0.15814j 0.00728023-0.236592j -0.0034821+0.0117155j 0.000405625+0.0621795j 0.00181316+0.0397061j -0.00278488+0.0352623j -0.0063276-0.0798119j 0.0012303-0.101047j 0.00520391-0.00481998j 0.00263572+0.00263034j -0.0049022-0.000399973j -0.00320564-0.0204797j 0.00145404+0.00144664j -0.00646635+0.0146479j -0.000927614+0.00938109j 0.00238162-0.0405j -0.00165217+0.0121213j 0.00140062+0.0295588j -0.000567112+0.0250412j -0.00141345-0.0379895j 0.00926234-0.0251726j -0.000665082-0.00754723j -0.00218793+0.0360354j 0.000925214-0.0109901j -0.00161857-0.00878508j 0.00482345+0.0299954j 0.00226772-0.0112378j 0.000448682-0.00233785j -0.00347582+0.0236556j -0.000334723+0.0308739j -0.00305998-0.00127447j -0.00216696+0.0141517j 0.0017087-0.021676j -0.00444175-0.0197865j 0.00340937+0.0160337j 0.00218035-0.00284275j -7.25468e-05+0.0131865j 0.00202011+0.0275667j 0.0028479+0.00605487j -0.00265647+0.0064805j 0.000537033+0.0280451j -0.00146968+0.0169296j -0.00119742-0.00740002j -3.36494e-05+0.01053j -0.00533093-0.00141019j -0.00146556-0.00678566j 0.000104253-0.00160163j -0.00368356-0.015756j 0.00429303+0.0140672j 0.00407763+0.00145215j 
-0.00625488+0.00951486j 0.00168141+0.0187317j -0.00358364+0.0311884j 0.00875202+0.0116386j -0.00515748-0.0158168j 0.00537148+0.0359787j 0.00624004-0.0385267j 0.00276324-0.00438726j -0.00317034-0.28516j 0.000420221+0.245964j 0.000313651+0.043906j -0.00103673-0.58587j -0.00331372+0.0509962j 0.00434036-0.0644559j 0.00245932-0.0245793j -0.000277555-0.140342j 0.000531077+0.0716848j -0.00407138-0.0596399j -0.00217034-0.0912249j -0.00281917+0.034003j -0.000799432+0.0275671j 0.00107558-0.0307489j 0.0016465-0.176929j -0.00241096-0.0191522j -0.0014452-0.00115068j 0.00139888+0.0367379j 0.00277717-0.0659757j 0.00046887-0.0274167j -0.000913393-0.0994914j -0.000572774-0.0945577j 0.0015162+0.052873j 0.00101129-0.0568267j -0.00254578+0.306979j 0.00160211-0.182155j -0.000570192-0.00647815j -0.0002474-0.298704j -0.00106219-0.0844463j -0.00242907+0.0768085j 0.00054294+0.0347663j -0.00232224+0.0925029j -0.00217751+0.119512j 0.000485492-0.15155j -0.00188666+0.0453276j 0.00817772+0.00650594j 0.00457579-0.0089917j -0.00122912+0.0377138j -0.00384192+0.0372441j 0.00171305-0.113966j -0.00440577+0.00215934j 0.000793385-0.00703691j -0.00712605+0.0200835j -0.000138701+0.0244011j 0.0025423+0.0149745j -0.00201706-0.0219612j 0.000835573+0.0272429j 0.00117138+0.00965231j 0.00762067-0.0178242j -0.00178213+0.0234318j -0.00010025-0.0280689j -0.00324155+0.0216337j 0.0030253-0.0225208j -0.00193086+0.0159393j 2.6383e-05-0.0382113j 0.0053684-0.00893477j -0.00524657+0.0152572j 0.000504086-0.0159802j 0.000734208+0.0101965j -0.00321613+0.0133126j -0.00236768-0.00608714j 0.000808119+0.0148462j 0.00101102-0.0200848j -0.00162132-0.0248817j -0.00242927-0.00455914j -0.000229426-0.0114642j -0.000145511-0.0346733j -0.000586144+0.0116624j 0.002942+0.0115327j 0.00151205-0.0074152j 0.000215148+0.000290973j -0.00197219-0.0159037j 0.00171349-0.0142306j 0.00300886-0.0041237j 0.00296952-0.0223663j 0.0033998+0.0342448j 0.00282723+0.0220417j -0.00123239+0.0134036j -0.00057638-0.0103044j 0.00110174+0.007861j 0.00172354-0.00109851j 0.00323897+0.00697254j 0.00134734-0.00207266j -0.00102149-0.00536593j 
-0.000185638+0.0174053j 0.00625948+4.37037e-05j 0.00475585-0.0274941j -0.00130643-0.0330631j 0.00293897-0.0292309j -0.0028927-0.0255726j 0.00192887+0.0435681j 0.00849149+0.00908305j 0.00156803-0.308181j -0.00186369-0.261246j 0.000254361+0.426288j 0.00247885+0.0393356j -0.0060696+0.0723358j -0.00286188+0.296984j -0.0027417+0.0159541j 0.00182427-0.053938j -0.00562739-0.274748j 0.000839473-0.0515066j -0.00258638+0.116431j -0.00149187+0.0639943j 0.00199556-0.0832411j -0.00070762+0.058581j -0.00307503+0.0375029j 0.000827895-0.0135518j -0.00106103+0.0851493j 0.00125532+0.0609035j -0.000130673+0.14583j 0.00327684-0.0821303j 0.00158759+0.106177j 0.000136461+0.0792471j -0.00247102+0.267068j -0.00221624+0.100011j 0.00197421+0.1552j 0.000297642-0.17839j -0.000705638+0.00448527j -0.00259582+0.0979092j 0.000287631-0.0147525j -7.5633e-05+0.022882j 0.00152527-0.162974j -0.000726788+0.231333j 0.00312747-0.0663335j -0.00548646-0.0189359j 0.000278658-0.0428904j -1.13329e-06+0.0764297j 0.00571249-0.125356j 0.000491091+0.00820689j -0.00396042-0.0226188j -0.00117013+0.0732226j 0.00407368+0.096096j -0.00548748-0.0716652j -0.00532317+0.0207818j 0.000728746-0.0182211j 0.000771596-0.0554866j -0.000868801-0.020783j -0.00112146-0.023726j 0.00418986-0.0156665j -0.00327589+0.0256842j -0.00255569+0.0258559j 0.00396014-0.0277192j -2.64332e-05-0.00578197j -0.000876632-0.0156952j -0.00114171-0.0127852j 0.00427301-0.032905j 0.00185996+0.0100326j -0.00376194-0.0159773j 0.000706208-0.00740782j -0.00122021+0.0141637j -0.000892079-0.012252j -0.000853572-0.00888738j -0.000925975+0.00381454j 0.00109843-0.000434457j 0.00181485-0.0016105j -0.00108228+0.00121635j -0.000335038+0.0105765j -0.0002124+0.0205201j -0.00171514+0.00216892j 0.00256993+0.00054716j -0.00209335-0.0105212j 0.00161022+0.00373258j 0.000392499+0.0159784j 0.00294896-0.0251551j 0.00168205+0.0200203j 0.000725013+0.03133j -0.00294011-0.00854482j -0.000387803-0.0120529j -0.00120425-0.0293078j -0.000606285-0.00688758j -0.00143023-0.00593428j 0.00351421+0.0292896j -0.00612628+0.000391314j -0.000826482-0.00479776j -0.00283547-0.00540044j 
