-0.183428-2.22045e-16j 0.0642275+0.014706j 0.0422892+0.052442j 0.0588889+0.125104j -0.0302441+0.0101954j -0.000708882+0.0306181j 0.0120346+0.0932754j 0.0016943-0.0652454j -0.024752-0.0233312j 0.00986585+0.0193169j 0.0107847+0.0219737j 0.0318269-0.0177666j -0.0191689-0.0250532j 0.0209185-0.0262807j -0.0117653+0.00474354j -0.00881809-0.0156534j 0.0134831+0.0389497j 0.0205927+0.0328037j 0.0248145+0.0333674j 0.0444591+0.000215129j 0.0232574-0.01293j -0.0409675-0.0243308j -0.0113908+0.0130389j 0.0159169+0.00810683j 0.0329458+0.0190444j -0.0231799-0.0170331j 0.00536521+0.00109441j 0.00598684-0.0173472j -0.00924519+0.00551233j -0.0144229-0.0190368j -0.0176403+0.0441646j -0.0574616-0.0312216j -0.00180307-0.0505345j 0.00955199-0.0322372j 0.0292949-0.0240504j 0.0260035-0.0217457j -0.0290488+0.0357947j 0.00326279-0.00739762j 0.00421383-0.0207113j -0.00472654+0.0180771j -0.00590078+0.0243606j 0.000576548-0.0192741j 0.0312058-0.0315968j 0.0340403-0.0111673j -0.00686705+0.0218691j 0.0162521+0.0509271j 0.0306801-0.0239301j -0.00730837+0.00960555j -0.00676962-0.0384666j -0.05707+0.00114559j -0.0163878-0.037482j -0.0143838+0.0345058j -0.00500913-0.0316907j -0.0182841-0.0254983j -0.0308393+0.0109876j -0.0314161+0.0359913j 0.0193198-0.0320126j -0.00785073-0.00999798j -0.0550212+0.0277809j -0.031357+0.0075823j 0.0057012+0.0774898j 0.0651184-0.158951j 0.0925695+0.199541j -0.371771-0.0586025j 0.0305286-0.200848j -0.0428823+0.219238j 0.0161378+0.020264j -0.0209828+0.00655307j -0.213972-0.0868127j 
-0.00472654-0.0180771j 0.0219241+0.0122782j 0.0295138-0.031094j -0.0434461-0.0442581j 0.107165+0.0365161j 0.0617719-0.0589085j -0.0447708-0.0107958j -0.0988191-0.0504126j 0.0210679+0.0387477j 0.0967458+0.00455792j -0.103379-0.0259808j 0.0766393+0.0442198j -0.00383879-0.0129993j 0.0524343+0.011363j 0.0418228-0.0425983j 0.0280368+0.0856624j -0.0845822+0.00902871j -0.0322622+0.0467033j -0.0811917-0.0182506j -0.0361465-0.0302549j -0.020707-0.0276661j 0.0226105-0.00800791j -0.0094556-0.0472258j -0.0199623-0.0435472j -0.0369105-0.0202885j -0.0274697-0.0239296j 0.00249237-0.0829932j -0.0438649-0.0245935j 0.0403701-0.0156967j -0.00674484-0.0566049j 0.0568619-0.0763578j 0.0205777+0.00126033j -0.0388058-0.0510681j -0.00438129-0.0116338j 0.00591734-0.0296388j -0.0316079-0.0603343j 0.0353566-0.016786j -0.0141377-0.0392319j -0.0236273+0.0058169j 0.0443522-7.49401e-16j -0.116745-0.0703751j -0.0183175+0.0196319j 0.0269465+0.0198752j 0.0638142-0.00814679j -0.0391119-0.0488594j 0.0375038-0.00245822j -0.10843-0.0216785j 0.0397347+0.14921j 0.0196271-0.0510233j 0.0146619-0.0283345j -0.0689259-0.0704833j -0.0768008-0.0592932j -0.141833-0.195888j -0.0542026+0.164134j 0.0222758+0.151172j -0.0517223-0.0103585j -0.120235+0.20696j -0.13699-0.0725227j 0.0513997-0.0259673j 0.0404147+0.180125j 0.00720517-0.013563j -0.0723257+0.0127862j -0.0355599+0.223319j -0.0292524+0.0793577j -0.0200298-0.0223324j -0.0301792+0.00509363j 0.0818624-0.00989637j -0.0162178+0.0206282j 0.00714346+0.00350344j 
-0.00590078-0.0243606j -0.00536733+0.00220105j 0.0157341-0.028751j -0.0428914+0.0115026j 0.00614804-0.0035832j 0.076189+0.0405106j 0.0648637-0.0295838j -0.042134-0.095395j -0.018218-0.0583145j 0.0443222-0.0708719j -0.0182523-0.0312794j -0.0314935-0.0111733j -0.0157615-0.0454065j -0.0375232+0.000300325j 0.0200005-0.00124092j -0.011206+0.0521594j -0.0876337-0.00296558j 0.0334489-5.08725e-05j -0.00307978+0.0314364j -0.0348563+0.0514195j -0.0209694-0.00963029j -0.00345638-0.0517431j -0.0328611-0.00149051j -0.059317+0.00168402j -0.0405117-0.0614381j -0.0201647-0.0258658j -0.0145018+0.0203132j -0.0591946+0.0107564j -0.020275-0.0376692j -0.0377662-0.0117946j 0.00489381+0.0121914j 0.0188067+0.005002j -0.0276728-0.0147353j 0.050087-0.0554516j -0.0358401+0.0082193j -0.0106856+0.0595895j -0.00342953+0.0151197j -0.0508338-0.00570378j -0.0359822-0.0263167j -0.116745+0.0703751j 0.0224294-5.39846e-15j -0.0277379-0.117324j -0.0755202+0.0932576j 0.0279585-0.0718222j -0.0451158+0.0360442j 0.0201684+0.0971273j 0.0168122+0.148629j -0.00547754-0.00663794j 0.000437294-0.122302j 0.00776407-0.0578932j -0.0751407+0.0341966j -0.135326-0.117782j -0.135297-0.146524j -0.193991+0.0108972j 0.0147238+0.0938078j 0.109592-0.0194277j 0.064584+0.249172j 0.158547-0.116889j -0.10746+0.116895j -0.0633624-0.0308109j 0.0768135+0.0977384j -0.0568247-0.018395j -0.0336263-0.133333j -0.0632421+0.0172833j 0.00169482+0.154569j 0.0398011-0.0894697j -0.0230758-0.0657976j -0.0359906+0.0059457j 0.0347585-0.0251518j 
0.000576548+0.0192741j 0.0155695+0.0161583j -0.0338202+0.00350804j -0.0331595+0.0390994j -0.0248829+0.0673496j -0.0149017+0.00221239j -0.0055143-0.0737481j -0.0420202-0.0357902j -0.000497663-0.109707j -0.0113209+0.0228972j -0.00644436+0.00154806j 0.00554175+0.00933138j 0.0205918+0.00448258j 0.0103191+0.0170058j -0.00306967+0.0117808j 0.0766406+0.0228673j -0.0584482-0.0289289j 0.020957+0.0600646j -0.0394611-0.0419637j -0.0343028-0.0103758j -0.0719983+0.0426895j -0.0170067-0.0263915j 0.00303095+0.00489107j -0.0249398-0.00596412j -0.0733726-0.0372451j 0.0205801-0.0663281j -0.00178456-0.00653611j -0.0250139-0.058164j 0.00229453-0.0029598j -0.0146174-0.0986281j -0.00320521-0.0061205j 0.0211517+0.0412502j -0.0767092-0.0142179j 0.0502998-0.0105855j -0.0551284+0.0593515j -0.000817682-0.0974881j -0.0297872-0.0608888j 0.0114476+0.0473318j 0.0208924-0.0455807j -0.0183175-0.0196319j -0.0277379+0.117324j -0.0503019-2.92821e-15j -0.083405-0.0514193j -0.0620643+0.0619936j 0.176211+0.0439942j 0.0205663+0.0563959j 0.0281544-0.0460063j -0.11473+0.00432392j 0.128317-0.085294j -0.0205771+0.062244j -0.0397219-0.0297679j 0.082115-0.00487566j 0.020412+0.00879868j 0.145458+0.190681j -0.232438+0.0349757j -0.0236665+0.0243415j -0.0930801+0.035435j 0.234535+0.0997238j 0.141102+0.0144471j 0.0386844-0.177934j 0.165827-0.0861756j 0.076415-0.0104381j -0.035477-0.115239j -0.0866594+0.0925591j 0.0558031-0.0348619j -0.0502457-0.0314674j 0.0509029-0.0185706j -0.029836-0.01436j 0.00916677+0.0285159j 
0.0312058+0.0315968j -0.0190176+0.0162451j -0.00231377+0.0561484j -0.0485563-0.0755092j -0.0242394-0.0699678j -0.0836065+0.0652936j -0.0662021-0.0236573j 0.0082925-0.00178978j -0.0641566+0.0291707j 0.00761706-0.0127413j -0.0170079-0.0866655j 0.0738142-0.0023034j 0.0417204-0.060896j 0.0138384+0.00586682j -0.0427899+0.0179729j -0.0151536-0.0393726j 0.022844+0.063574j 0.0407325-0.0205177j 0.0843663+0.0140316j -0.0084397+0.00032055j -0.0259848-0.0443178j -0.0901921+0.00999939j 0.000286222+0.0036694j -0.01273+0.0838175j -0.0210799-0.0187366j 0.0299867+0.0657568j -0.0300877-0.0145296j -0.0149524-0.0154029j -0.0350204+0.0569478j -0.0562872+0.0208552j -0.0071553-0.0451653j 0.0517114-0.0608676j -0.0794697-0.0557146j 0.0792755+0.00102736j -0.0669486+0.0290232j 0.000630738-0.00456226j -0.0103717-0.0840987j 0.0683363-0.00279833j -0.0607536+0.0609398j 0.0269465-0.0198752j -0.0755202-0.0932576j -0.083405+0.0514193j 0.0129148+1.16747e-15j 0.0342067+0.00752893j 0.00263713-0.0484639j 0.00199516-0.0339524j 0.0815486-0.00424855j 0.0159458+0.0377481j -0.0170083+0.055302j 0.0394223-0.00224104j 0.0552611-0.102491j -0.0803769+0.0178266j 0.154431+0.00627202j -0.0270004-0.0580155j 0.0513345+0.0765848j -0.0314313-0.0167048j 0.0144614-0.0440492j 0.0492986-0.0315207j 0.0977435+0.0572825j -0.158127+0.127877j 0.106431-0.106891j 0.0293431-0.0598644j -0.0906533+0.0656157j 0.0520503+0.143379j 0.120068+0.0383468j 0.0107931-0.0356965j -0.00121156+0.0522138j 0.0271535-0.0106298j -0.0415061+0.022381j 
0.0340403+0.0111673j -0.00253994-0.0114536j -0.024463+0.00363995j 0.0379865+0.0540162j -0.0429207-0.0804721j -0.073125-0.0361469j -0.164298-0.024766j 0.03439+0.147953j -0.014796+0.0318702j 0.0218554-0.00472335j 0.0084171+0.092713j 0.0230937-0.0548085j 0.0510104+0.0549532j 0.0248087-0.0266196j 0.00561048+0.0105331j -0.104984-0.0854903j 0.0156309+0.101957j 0.0292903+0.0453709j -0.0362068+0.00684153j 0.0748203-0.00412188j -0.0873303+0.107718j -0.0261201-0.00949718j -0.0194133+0.00328087j -0.0125359+0.0469239j 0.0472028-0.0102544j -0.0923133+0.0117205j 0.00818298-0.0729057j 0.0102641+0.045977j -0.0582361-0.0160416j -0.0196295+0.00221863j 0.0305709-0.0601126j 0.0319747-0.0501022j 0.113115+0.0423044j -0.00178556-0.0585641j 0.0178082+0.0245982j -0.0257171-0.0396903j 0.0468296+0.0363413j -0.00817408+0.0387778j -0.0379115-0.0472723j 0.0638142+0.00814679j 0.0279585+0.0718222j -0.0620643-0.0619936j 0.0342067-0.00752893j 0.001121-9.11597e-16j -0.096685-0.00584971j -0.0526468-0.0514258j -0.0220516+0.00998811j 0.146022+0.0885494j -0.0737911-0.056419j -0.0332785-0.121346j -0.129654-0.0954882j 0.0255695-0.0393476j -0.0513971-0.090897j 0.163707-0.0517373j 0.0118883+0.0375356j 0.0814251+0.0144194j 0.0331428+0.032425j 0.01942-0.0629172j -0.0404415-0.04031j 0.0444999-0.04667j -0.0258224-0.116241j 0.0747437-0.0804402j 0.118431-0.0996938j 0.0983777+0.0855364j -0.0447233-0.142971j -0.0289835+0.0478007j 0.00556445-0.0379511j 0.00826079-0.0341624j -0.0252455-0.0135661j 
-0.00686705-0.0218691j 0.00810562-0.006369j 0.0280272-0.0194495j 0.0240096+0.0231099j 0.0311876+0.0157976j 0.0182142+0.0257369j 0.00832719+0.0352998j 0.00267414+0.0488056j -0.00477847+0.0143364j 0.0631117-0.000580043j -0.052293-0.0278267j -0.0245434-0.0684705j 0.0104941-0.00891765j 0.00419467-0.000294762j 0.0714592-0.0118742j -0.034545-0.021494j -0.0317817-0.0207698j 0.0104983-0.0163905j -0.024736+0.0275465j 0.0107779+0.0290453j 0.023182+0.0158961j -0.0364714+0.0266329j 0.0190913-0.0281752j 0.0247336-0.0219923j 0.00533807-0.0169682j -0.0536016+8.8063e-05j -0.0146458-0.0711378j -0.00637452+0.0316689j 0.0199305-0.0320872j -0.0141632+0.0144944j 0.0171586-0.0494996j -0.0202417+0.000166932j 0.0962888-0.0289223j 0.0402871+0.0182954j -0.00787145-0.00689288j -0.0223386+0.0572102j 0.0268848+0.0408076j 0.064066-0.0934252j 0.0786238+0.0415308j -0.0391119+0.0488594j -0.0451158-0.0360442j 0.176211-0.0439942j 0.00263713+0.0484639j -0.096685+0.00584971j 0.353056+5.78759e-13j 0.0242683-0.0232239j -0.0550819-0.0112857j -0.0686409-0.0147777j -0.0752053-0.0902064j -0.0787406-0.0516054j -0.0179448+0.139809j 0.143688+0.149565j 0.100243+0.136824j -0.0125321-0.101188j -0.125764-0.142032j 0.0648958+0.034453j -0.212455-0.0500547j 0.0574101-0.146131j 0.0884591-0.0356011j -0.0656608+0.10412j -0.0431121+0.0651809j -0.0113939+0.0372232j 0.0229313+0.0440636j 0.09228+0.0227216j -0.0353701-0.0197622j 0.0195471+0.0125015j -0.00235798-0.0187405j 0.00992462+0.0137742j 0.017434-0.0268655j 
0.0162521-0.0509271j -0.0150392+0.00453622j 0.030459+0.0769759j -0.0193708+0.018065j 0.00937315-0.0508807j -0.039458-0.132694j -0.118613+0.0889364j 0.0352033+0.0646648j 0.0317213+0.0955141j 0.0242294-0.0164624j -0.0183857-0.0294785j 0.0629398+0.0671134j -0.0175359+0.0162141j -0.0449363-0.0679185j -0.0187217-0.0834311j -0.0287504-0.0470731j 0.0663846+0.0489611j -0.0216882+0.104467j 0.0473683+0.0723104j 0.0490921+0.0221985j 0.0502836-0.0622228j -0.0601429-0.0568122j -0.0556292-0.0238016j -0.0110967+0.135276j -0.0133491+0.0585732j -0.0185373+0.0851465j -0.108977-0.0854535j 0.0018127+0.0465119j -0.0877844-0.0197698j 0.00374278+0.0521927j 0.0153859+0.000992745j 0.0696988-0.0396931j -0.0427048-0.0596514j 0.0404382-0.0448408j -0.0798342-0.0739243j -0.0554965+0.0366636j -0.0974393-0.0131206j -0.0737938+0.043549j -0.0324077-0.0608096j 0.0375038+0.00245822j 0.0201684-0.0971273j 0.0205663-0.0563959j 0.00199516+0.0339524j -0.0526468+0.0514258j 0.0242683+0.0232239j 0.14729+3.20924e-16j 0.11133+0.0165073j 0.0798689-0.0540367j -0.0537687+0.0218728j -0.0979853+0.123908j -0.133581+0.0277617j 0.0760996-0.0189507j -0.0184204+0.00174107j -0.0924625+0.111756j -0.0864882+0.0877918j -0.0372933-0.0365536j -0.108244+0.0260606j -0.00228211+0.0551788j -0.0494168+0.198097j 0.0511064-0.0677443j 0.0108197+0.00819291j -0.029534+0.086169j 0.0128844-0.0730052j -0.0332884+0.0253904j 0.0815725+0.0422728j -0.020008+0.0176683j 0.0238677+0.00638666j -0.0245449+0.0388553j 0.0396751-0.0149473j 
0.0306801+0.0239301j 0.0185637-0.0341574j 0.0326152+0.0471507j -0.0315408-0.0502192j -0.0206727-0.0613318j 0.0898458-0.115308j -0.124243-0.121509j -0.0318742+0.0342063j 0.0116548+0.0340015j 0.0807196-0.0816528j -0.0648362-0.0144364j -0.0158832+0.0275133j 0.0711793+0.0197326j 0.0237519-0.0966623j -0.0318823+0.0165459j -0.0191616-0.0373307j -0.00987416+0.0045109j -0.0624142-0.000402111j 0.0484419-0.0343355j 0.0732479-0.0253146j -0.0359397-0.0495729j 0.0238535+0.0269696j -0.017447+0.0101032j -0.0993075-0.0700798j 0.0111363-0.0307615j -0.0489234-0.0723049j 0.0708158-0.135146j -0.0123802-0.0320221j -0.00417081-0.0788071j -0.0877177+0.0217611j 0.0345759-0.0190177j 0.0108043-0.0571107j 0.000636546+0.0506759j -0.0178331-0.0998252j 0.0214405-0.0404662j -0.024955+0.0178875j 0.0543799-0.0354471j 0.0251704+0.0595003j -0.066761-0.0636537j -0.10843+0.0216785j 0.0168122-0.148629j 0.0281544+0.0460063j 0.0815486+0.00424855j -0.0220516-0.00998811j -0.0550819+0.0112857j 0.11133-0.0165073j 0.0565187-4.17721e-15j -0.220799+0.0954412j -0.0121955+0.0478718j 0.102176-0.060985j 0.188339-0.0193662j -0.081319+0.115967j 0.112377+0.0337744j -0.0903529-0.0191891j -0.0439041+0.110419j -0.110029+0.0968622j 0.0414996-0.145782j -0.0253436-0.0429584j -0.111138-0.101841j -0.0404467+0.00875254j 0.0716108+0.0603183j 0.0666521-0.00139604j 0.0232288-0.0180424j -0.101515-0.0120804j -0.0205456-0.053083j 0.0600946-0.0518581j -0.00735228+0.00167016j 0.0216318-0.0326796j -0.0314094+0.0310845j 
-0.00730837-0.00960555j 0.000871999-0.00387513j 0.031878-0.0155339j -0.0286767+0.000439781j 0.020006+0.0450221j 0.0343365+0.0114619j 0.0811964+0.0288016j -0.0596922+0.00846956j 0.00539528+0.0254797j 0.0312533+0.0666501j 0.000935253-0.145537j 0.0396331+0.0292654j -0.0645193-0.048697j -0.0110092-0.0434993j 0.0258643+0.0063821j -0.00804969+0.0347964j -0.000923876+0.0103126j -0.0251325+0.00333431j -0.0298532+0.00510685j -1.82392e-05+0.00550026j 0.00467909-0.0354921j -0.00525098+0.029139j -0.0132734+0.00909764j -0.0129382-0.0185973j 0.0227756-0.0103167j -0.0407583-0.0332297j 0.10367-0.109131j 0.0112986-0.0252585j 0.0309693-0.0441082j -0.0756617+0.0128758j 0.0301074-0.0317785j -0.00826729+0.00837644j 0.00531686-0.0434598j -0.014896+0.044427j -0.0462632+0.0417959j 0.0013899-0.0108933j 0.00257313-0.0788265j -0.0871854+0.0130311j 0.0177826-0.0358074j 0.0397347-0.14921j -0.00547754+0.00663794j -0.11473-0.00432392j 0.0159458-0.0377481j 0.146022-0.0885494j -0.0686409+0.0147777j 0.0798689+0.0540367j -0.220799-0.0954412j 0.148552-8.59035e-15j -0.0112107+0.088382j -0.0472551+0.120579j 0.159151-0.130263j 0.000486273-0.0298656j -0.0133816+0.17706j 0.0879809-0.0501606j -0.0180389-0.186973j 0.0531314-0.0570355j 0.0844805-0.0492779j -0.053533-0.149861j 0.0180634-0.0167858j -0.0467014-0.103548j 0.0382461+0.00405184j 0.0139951+0.0390821j 0.0556678-0.0307752j 0.103736+0.0220141j 0.0194838-0.007943j 0.0341874-0.0366913j 0.0187689+0.0241125j 0.0299341+0.00783816j 0.0240431-0.000745001j 
-0.00676962+0.0384666j -0.00122422-0.0561103j 0.00411436+0.0371687j 0.00916316-0.00268965j 0.0107722+0.0267491j 0.185355-0.0448049j -0.0140409-0.0748624j 0.0553071+0.0320294j 0.0767143-0.0637634j -0.0196961-0.0650113j 0.00612281-1.34903e-05j 0.0126236-0.0394937j -0.0415894-0.07171j 0.0237297-0.100984j 0.0245041+0.0631384j 0.0106241-0.0213114j 0.0289505+0.0185893j -0.0364828-0.00252506j -0.00522395-0.0527963j -0.0158662+0.0499931j 0.0404143-0.0599797j 0.0173628+0.050928j 0.0273946+0.0383021j 0.0155325-0.0652898j 0.0235623-0.011954j -0.0226232-0.0858161j 0.0221769-0.0712686j -0.0137562-0.0231385j 0.00979018-0.00634382j -0.110887-0.00823348j 0.000921792-0.0607772j -0.0424104-0.0542749j -0.023192+0.0190672j -0.0485167-0.0770971j 0.0106577-0.0612485j -0.0729141+0.0828351j -0.0933002+0.0091131j 0.0432822-0.0160156j 0.258321-0.0779494j 0.0196271+0.0510233j 0.000437294+0.122302j 0.128317+0.085294j -0.0170083-0.055302j -0.0737911+0.056419j -0.0752053+0.0902064j -0.0537687-0.0218728j -0.0121955-0.0478718j -0.0112107-0.088382j -0.0718142+3.85109e-16j -0.0513703+0.0176615j -0.191017-0.025408j 0.0101545+0.0879381j -0.167493-0.0747503j -0.140944-0.0454501j -0.0544613-0.130515j 0.0288826-0.0605338j -0.0326285+0.0145063j 0.0540687-0.0359055j 0.0170435+0.0634741j 0.035909-0.0169107j -0.0638536-0.12104j -0.0359746-0.0272854j -0.0243988+0.0464822j -0.0204829-0.0130546j 0.0399598-0.044182j 0.027496-0.0459275j -0.029799-0.0080598j 0.0550241-0.0485195j -0.00793086-0.0222867j 
-0.05707-0.00114559j -0.00791072+0.0347698j 0.0214363+0.131772j -0.0696918-0.106266j -0.029265+0.106881j 0.0449128-0.0526771j 0.0349778+0.0927493j -0.0739129+0.0813334j -0.0164396+0.0197991j 0.0175167-0.000808904j 0.0426196+0.00883447j 0.0276357+0.0130054j 0.0362764+0.0494621j 0.0255119-0.0294744j -0.00343852+0.025672j 0.00954547+0.0345639j -0.0343811-0.00463858j -0.0397351+0.0821041j -0.0231235-0.0500564j 0.0182097+0.079711j -0.00146944-0.028171j 0.00841713+0.0359772j -0.0329363+0.0354049j 0.0441557-0.00667526j -0.021664+0.0217805j 0.0564179+0.00230243j -0.00491483-0.0206482j -0.00847414-0.0106738j 0.00688854-0.0149146j 0.0234773-0.0147889j -0.0212339-0.0219947j -0.0399204-0.0214896j 0.103004+0.0202785j -0.0287084-0.101991j -0.0720259+0.0478604j 0.00255235+0.056009j 0.138905+0.0212317j 0.0971803+0.0357569j -0.0538363-0.127645j 0.0146619+0.0283345j 0.00776407+0.0578932j -0.0205771-0.062244j 0.0394223+0.00224104j -0.0332785+0.121346j -0.0787406+0.0516054j -0.0979853-0.123908j 0.102176+0.060985j -0.0472551-0.120579j -0.0513703-0.0176615j 0.293737+1.94428e-14j -0.114158+0.122209j 0.0912901-0.00961829j -0.0516505-0.17673j 0.0443644-0.0425193j 0.00402286-0.0982561j 0.0719974-0.0433432j 0.010623-0.0347312j -0.0948174+0.0490323j 0.197223+0.0118562j -0.0663134-0.0835555j 0.106303-0.082788j 0.0749316+0.124353j -0.0158097-0.0349737j -0.000341334-0.0388624j -0.0273407-0.0867344j 0.0743161-0.127912j 0.0132734-0.11027j 0.0118136+0.0444214j -0.0473127-0.00512472j 
-0.0163878+0.037482j -0.0387054+0.0130531j -0.0053675+0.0168023j -0.00992679-0.0455143j 0.0674955+0.0895668j -0.0679231+0.101935j 0.116736+0.0573671j -0.014591+0.0171165j 0.040756+0.0321105j -0.0174171+0.0130804j 0.040766+0.0694604j -0.0033414+0.0787756j 0.0475097-0.0778969j 0.0691941-0.0255887j -0.0329072-0.0220702j 0.020089+0.0038543j -0.0110119-0.00488171j -0.000266209+0.0243243j -0.0094935-0.0687434j -0.0641994+0.000193655j 0.0656078-0.00439591j 0.0212209-0.00158172j -0.0055516-0.0394072j 0.0179086-0.0177772j 0.020757+0.0160202j 0.069341-0.0408086j 0.0472186+0.0408645j 0.0339421-0.0404603j -0.0150302-0.00708131j -0.0190684-0.0790219j -0.0202654+0.0723259j 0.0252473-0.0107138j -0.0036524+0.0588173j -0.0507988-0.0943794j 0.057088+0.00566036j -0.0387386+0.000751619j 0.0339596-0.119576j 0.0262367-0.0574668j 0.0520302-0.0357555j -0.0689259+0.0704833j -0.0751407-0.0341966j -0.0397219+0.0297679j 0.0552611+0.102491j -0.129654+0.0954882j -0.0179448-0.139809j -0.133581-0.0277617j 0.188339+0.0193662j 0.159151+0.130263j -0.191017+0.025408j -0.114158-0.122209j 0.115661+1.34615e-15j 0.102099+0.00706092j 0.070914-0.0955297j 0.0418841-0.00394594j 0.0311604+0.0195159j -0.0147708-0.0046171j -0.110597-0.0852286j 0.0187702-0.0847766j -0.0740387+0.0244491j 0.0762606-0.0526527j 0.0433222-0.000822588j -0.0317752+0.0700422j -0.00753535-0.0614157j 0.01959+0.023375j 0.03166-0.0779115j 0.0192886-0.0101607j -0.00759562-0.0359639j 0.0346141-0.00598421j -0.0334653-0.00289422j 
-0.0143838-0.0345058j 0.00453896-0.0154574j 0.00389575-0.0181412j 0.0131559-0.0090767j 0.0131264-0.0290912j 0.123892-0.0792839j -0.0177248+0.0488027j 0.0222168-0.00544674j -0.01003+0.0313209j -0.00886029-0.00639651j -0.0035601+0.0206902j 0.0210758+0.0268599j -0.0856278-0.0259142j -0.0614524+0.0298747j 0.0446064+0.0164335j -0.0400851-0.0406037j -0.0369004+0.0665252j 0.00442702-0.0363566j -0.00786647-0.0246027j 0.0251985+0.0132798j -0.0354013-0.0135564j -0.0128929+0.0187641j -0.0163118-0.00597986j 0.0373139+0.0115604j 0.00583225+0.0321557j -0.021807-0.00396971j -0.0330884+0.0185231j -0.0209781+0.0457067j -0.0138932+0.00224462j 0.0252022+0.0225835j -0.0108408-0.0261477j -0.0697717+0.00774608j 0.0467388+0.00423445j -0.059455-0.0824003j 0.0543883+0.0710265j -0.0133993+0.0112605j 0.0354184+0.0943698j -0.21726+0.0121507j -0.12933+0.0330637j -0.0768008+0.0592932j -0.135326+0.117782j 0.082115+0.00487566j -0.0803769-0.0178266j 0.0255695+0.0393476j 0.143688-0.149565j 0.0760996+0.0189507j -0.081319-0.115967j 0.000486273+0.0298656j 0.0101545-0.0879381j 0.0912901+0.00961829j 0.102099-0.00706092j 0.38789+2.08028e-14j 0.0653469+0.0259808j 0.0847372+0.0420687j -0.0318093-0.031164j 0.0685913-0.0336186j 0.0480367-0.0291722j -0.0693353-0.070946j -0.0717464-0.050281j 0.00935367-0.0319139j -0.0198986-0.105226j 0.00954401-0.0536291j -0.0299224+0.0446507j -0.0173463-0.0855252j -0.0202376+0.0364272j 0.0112235-0.0330641j -0.0103719-0.022365j -0.000677003-0.00240286j 0.0119837-0.0235549j 
-0.00500913+0.0316907j 0.0347233-0.0434088j 0.0145709+0.0418543j 0.0436116+0.0448963j -0.0711307+0.0291923j 0.0131239+0.0469382j 0.0396111-0.0128963j -0.0101204-0.109765j 0.0475006-0.0480977j 0.0282966-0.058421j -0.0378358-0.0359498j -0.0115943+0.000908982j -0.052236+0.0041224j -0.00186727-0.041564j -0.0349301+0.0196364j -0.00751828+0.0112397j -0.0503436+0.024832j -0.0174819-0.0384661j -0.0272165+0.0112313j -0.0100121+0.0278768j 0.000125917-0.0507027j 0.000714971+0.0199676j 0.0302332+0.0340978j -0.0189899-0.0232188j 0.0222277+0.0130927j -0.0790348-0.0523412j 0.0569962-0.0203885j 0.00427311+0.00470575j -0.0124575-0.0406202j -0.0612766+0.0785995j 0.036744-0.0330952j 0.0150868-0.0123397j 0.00319123+0.00382056j 0.00414151+0.0478103j 0.00761772-0.139961j -0.0131126+0.00587878j -0.08007-0.0683821j -0.0800246+0.120973j 0.0123547+0.0139948j -0.141833+0.195888j -0.135297+0.146524j 0.020412-0.00879868j 0.154431-0.00627202j -0.0513971+0.090897j 0.100243-0.136824j -0.0184204-0.00174107j 0.112377-0.0337744j -0.0133816-0.17706j -0.167493+0.0747503j -0.0516505+0.17673j 0.070914+0.0955297j 0.0653469-0.0259808j 0.11353-3.8719e-15j 0.061751-0.107048j 0.0634959+0.0623389j -0.0122867-0.0140675j 0.0784777+0.0188303j -0.0562805+0.0848998j 0.0343088-0.0304799j -0.00565936-0.00229684j 0.00921189-0.0468066j 0.0371398+0.0117499j 0.0265892+0.0375409j 0.0571317+0.0356205j -0.0246735+0.0133775j -0.0166505+0.0501621j -0.0284087+0.0798667j 0.0189543-0.00202369j 0.0239467-0.00368279j 
