-0.183428-2.22045e-16j 0.0642275+0.014706j 0.0422892+0.052442j 0.0588889+0.125104j -0.0302441+0.0101954j -0.000708882+0.0306181j 0.0120346+0.0932754j 0.0016943-0.0652454j -0.024752-0.0233312j 0.00986585+0.0193169j 0.0107847+0.0219737j 0.0318269-0.0177666j -0.0191689-0.0250532j 0.0209185-0.0262807j -0.0117653+0.00474354j -0.00881809-0.0156534j 0.0134831+0.0389497j 0.0205927+0.0328037j 0.0248145+0.0333674j 0.0444591+0.000215129j 0.0232574-0.01293j -0.0409675-0.0243308j -0.0113908+0.0130389j 0.0159169+0.00810683j 0.0329458+0.0190444j -0.0231799-0.0170331j 0.00536521+0.00109441j 0.00598684-0.0173472j -0.00924519+0.00551233j -0.0144229-0.0190368j -0.0176403+0.0441646j -0.0574616-0.0312216j -0.00180307-0.0505345j 0.00955199-0.0322372j 0.0292949-0.0240504j 0.0260035-0.0217457j -0.0290488+0.0357947j 0.00326279-0.00739762j 0.00421383-0.0207113j -0.00472654+0.0180771j -0.00590078+0.0243606j 0.000576548-0.0192741j 0.0312058-0.0315968j 0.0340403-0.0111673j -0.00686705+0.0218691j 0.0162521+0.0509271j 0.0306801-0.0239301j -0.00730837+0.00960555j -0.00676962-0.0384666j -0.05707+0.00114559j -0.0163878-0.037482j -0.0143838+0.0345058j -0.00500913-0.0316907j -0.0182841-0.0254983j -0.0308393+0.0109876j -0.0314161+0.0359913j 0.0193198-0.0320126j -0.00785073-0.00999798j -0.0550212+0.0277809j -0.031357+0.0075823j 0.0057012+0.0774898j 0.0651184-0.158951j 0.0925695+0.199541j -0.371771-0.0586025j 0.0305286-0.200848j -0.0428823+0.219238j 0.0161378+0.020264j -0.0209828+0.00655307j -0.213972-0.0868127j 
0.0318269+0.0177666j 0.005717-0.0311172j 0.0309086-0.015138j -0.0308957-0.0166729j -0.0223966-0.0373375j -0.0664581+0.0436475j -0.0389386+0.0165143j -0.0143807-0.03625j 0.0115932+0.00569594j 0.0577809-0.028159j 0.0397845+0.0124976j 0.0309292-8.8124e-15j -0.0234727+0.0680838j -0.0502531+0.0383576j 0.0690929+0.0447976j 0.0169287-0.0189187j -0.00127866-0.0194261j 0.105714-0.0514321j 0.0203646+0.213162j -0.0511126-0.12718j 0.0289221-0.0294851j -0.0864317+0.0398208j 0.132472-0.108812j 0.0157585-0.0443769j 0.0605868-0.0738856j 0.0194542+0.0203345j -0.00466478+0.0978823j -0.0147884-0.114692j 0.0480004-0.124273j 0.0175676+0.0275233j 0.000693791+0.0401954j -0.12219+0.0577114j -0.0346543-0.0557747j 0.112794-0.0453846j 0.150502-0.046448j -0.0125792-0.107039j -0.100399+0.0769457j -0.0105714-0.0706063j -0.0851382+0.098426j 0.0766393-0.0442198j -0.0314935+0.0111733j 0.00554175-0.00933138j 0.0738142+0.0023034j 0.0230937+0.0548085j -0.0245434+0.0684705j 0.0629398-0.0671134j -0.0158832-0.0275133j 0.0396331-0.0292654j 0.0126236+0.0394937j 0.0276357-0.0130054j -0.0033414-0.0787756j 0.0210758-0.0268599j -0.0115943-0.000908982j -0.0552491+0.0412905j -0.0331296-0.0213103j 0.0478598-0.0637758j -0.0227203-0.0158833j -0.0409241-0.0801113j 0.0413308+0.0148648j -0.0116422-0.033291j -0.00597458-0.0392924j -0.0722032+0.0540264j 0.00873379+0.0278192j -0.0274136+0.0134834j 0.0410685+0.00702759j 0.0407057-0.142225j -0.0617446-0.0362649j 0.0518774-0.0459926j -0.00976262+0.0129728j 
-0.0191689+0.0250532j 0.015182-0.0132001j 0.0161684-0.0421127j 0.0341066+0.0329469j 0.00539056-0.0279885j -0.0271389+0.0237141j -0.00145752+0.0595688j 0.0422797-0.091575j 0.0184397+0.0026367j -0.0396459-0.061059j -0.0406171-0.00462556j -0.0234727-0.0680838j -0.170999-1.96787e-14j 0.00808449+0.023022j 0.106193+0.0809485j -0.0800087+0.0472084j 0.0254482-0.0202966j 0.0611021-0.0436085j -0.10701-0.0583927j -0.212492+0.086434j 0.0634607-0.0631636j -0.0300577-0.0748119j 0.00149749+0.0703011j -0.00226927+0.227832j -0.00803338-0.0712061j -0.0849964+0.0829884j -0.0442754-0.0731563j -0.0266403-0.106067j 0.00069195+0.0151519j 0.0235123-0.199983j -0.0927357+0.00387368j 0.0296645+0.0176037j -0.024939+0.0552498j -0.0106673+0.0462094j -0.164764+0.126646j -0.123646+0.085212j 0.16667-0.0813926j -0.0480569+0.0629338j 0.0427656-0.0251201j -0.00383879+0.0129993j -0.0157615+0.0454065j 0.0205918-0.00448258j 0.0417204+0.060896j 0.0510104-0.0549532j 0.0104941+0.00891765j -0.0175359-0.0162141j 0.0711793-0.0197326j -0.0645193+0.048697j -0.0415894+0.07171j 0.0362764-0.0494621j 0.0475097+0.0778969j -0.0856278+0.0259142j -0.052236-0.0041224j 0.000749123-0.0298216j -0.0516064-0.118018j 0.0523312+0.0127272j -0.026257+0.0419769j -0.00989217-0.0591138j -0.0256714-0.134254j 0.0130016+0.035845j 0.0124004-0.0280438j -0.0606571-0.00121223j 0.0293447-0.0299593j 0.0412892+0.0114515j -0.0458133-0.00724515j -0.0612492-0.0330958j -0.0651121+0.0484113j 0.0425541+0.00935828j -0.034273+0.0121839j 
0.0209185+0.0262807j 0.00707445+0.0156818j 0.0221038-0.037677j 0.0303023-0.0115359j 0.0456278-0.00366429j -0.0166576+0.0366051j 0.0118258+0.0681847j 0.0221327+0.0368504j 0.0415593-0.104879j 0.0366709-0.0593609j 0.0159193+0.0587487j -0.0502531-0.0383576j 0.00808449-0.023022j -0.0546835-1.34615e-15j -0.0203325-0.087328j 0.0344343-0.0596354j 0.0449836-0.0936047j -0.0247676-0.0152471j -0.0357429-0.0566363j -0.0477731-0.0216721j 0.129762+0.103616j 0.199335+0.0300442j -0.0609814-0.0128798j 0.118951+0.0313245j 0.0130893+0.141208j -0.0444713-0.0712447j -0.0170765-0.0649818j -0.101049-0.119366j -0.0906159+0.132283j 0.0222494-0.0101379j 0.0824463+0.00877254j -0.142054+0.113575j 0.0388521+0.0249772j 0.0758086-0.0714065j 0.0420878-0.00251003j 0.0104778-0.0478827j 0.0166757+0.0575696j -0.0361906+0.0165339j -0.0122905+0.0907064j 0.0524343-0.011363j -0.0375232-0.000300325j 0.0103191-0.0170058j 0.0138384-0.00586682j 0.0248087+0.0266196j 0.00419467+0.000294762j -0.0449363+0.0679185j 0.0237519+0.0966623j -0.0110092+0.0434993j 0.0237297+0.100984j 0.0255119+0.0294744j 0.0691941+0.0255887j -0.0614524-0.0298747j -0.00186727+0.041564j 0.0325346+0.058299j 0.0328304+0.0158547j -0.112688+0.0421408j -0.0180864-0.0089536j -0.0581937+0.084615j 0.0615877-0.0126336j -0.0564101+0.106873j 0.00205624+0.0136597j -0.0870113+0.0307806j -0.0256177+0.140455j -0.0256887+0.0584615j -0.0307+0.0235136j -0.0300701+0.00776188j 0.00339466+0.00682965j -0.0044315-0.0481731j -0.0522924-0.00281615j 
-0.0117653-0.00474354j 0.0112572+0.0208671j -0.00621926+0.00331626j -0.0264883+0.00818958j -0.0206146-0.0304946j -0.0229616+0.0298358j 0.00921379-0.0179027j -0.0272289-0.0970113j 0.0103746-0.0866833j 5.34193e-06-0.00179478j 0.0402468-0.0211442j 0.0690929-0.0447976j 0.106193-0.0809485j -0.0203325+0.087328j -0.0219282+2.20657e-15j 0.0959148-0.0731001j 0.0520364+0.128188j -0.0251344+0.023548j 0.0706309-0.0463542j -0.0521853-0.07594j -0.0214888+0.135964j -0.000777555+0.0496672j -0.0153814+0.0518803j -0.0278407-0.0224854j -0.104228+0.124416j -0.0167651-0.0380293j 0.0264994-0.118645j 0.0699816-0.0840732j -0.10462+0.14179j 0.0527921-0.108008j -0.0303629+0.0655733j 0.02013-0.0487891j -0.175999+0.00448j -0.111194+0.0944379j -0.0579241+0.10008j -0.0580477-0.0455973j 0.0170226-0.0861945j -0.0663067+0.0672311j -0.0153259-0.108737j 0.0418228+0.0425983j 0.0200005+0.00124092j -0.00306967-0.0117808j -0.0427899-0.0179729j 0.00561048-0.0105331j 0.0714592+0.0118742j -0.0187217+0.0834311j -0.0318823-0.0165459j 0.0258643-0.0063821j 0.0245041-0.0631384j -0.00343852-0.025672j -0.0329072+0.0220702j 0.0446064-0.0164335j -0.0349301-0.0196364j -0.0301363+0.0726815j -0.0110706-0.034219j 0.00465842+0.0113299j -0.00668168+0.00274612j -0.0318061-0.035676j -0.0391082-0.00310982j -0.00920032-0.063404j -0.0105139+0.0574169j -0.122695+0.0874443j 0.00753043+0.00972047j -0.0331813-0.0850755j -0.0364963-0.00513225j 0.022371-0.0308407j -0.0122254-0.0495668j -0.00731041-0.0113579j -0.000864687+0.0226802j 
-0.00881809+0.0156534j 0.0259631-0.0330374j 0.0374273+0.044829j -0.0279681-0.0100845j -0.0731407-0.00204109j 0.0877632-0.00428048j 0.0231047+0.024246j -0.00737201-0.0930095j 0.0576638-0.0238748j -0.0213935-0.00847019j -0.0134721+0.0360586j 0.0169287+0.0189187j -0.0800087-0.0472084j 0.0344343+0.0596354j 0.0959148+0.0731001j 0.000346943+5.10009e-15j 0.0723187+0.120922j -0.0413819+0.0323163j -0.108946-0.0410286j 0.00685011+0.0548532j -0.0691949-0.0157434j -0.0961992-0.135326j 0.15665+0.000640247j 0.12062-0.0106376j 0.10894+0.03561j 0.0539727-0.00954904j -0.095033+0.140519j 0.0538978-0.0496523j 0.169908+0.129175j -0.134233+0.0769703j 0.0700136-0.312221j 0.00298375-0.0460673j 0.0584863+0.0292166j 0.169393+0.0820771j 0.10112-0.0872344j 0.0521719-0.0977231j -0.0891598+0.00666067j 0.0380548+0.0231455j -0.107419+0.0288107j 0.0280368-0.0856624j -0.011206-0.0521594j 0.0766406-0.0228673j -0.0151536+0.0393726j -0.104984+0.0854903j -0.034545+0.021494j -0.0287504+0.0470731j -0.0191616+0.0373307j -0.00804969-0.0347964j 0.0106241+0.0213114j 0.00954547-0.0345639j 0.020089-0.0038543j -0.0400851+0.0406037j -0.00751828-0.0112397j -0.0485218-0.00873975j -0.0274205+0.0681423j 0.0172964+0.0666763j 0.0046948+0.0348679j -0.0565967-0.00222937j 0.0197316-0.0102314j -0.0494418+0.0156068j 0.0462114-0.04398j -0.0657175+0.104639j -0.0517927+0.0555098j -0.0111401-0.0276576j -0.0571101+0.0589351j 0.0490419-0.00835353j 0.00639352-0.023073j 0.0282602-0.0425906j -0.00283323+0.00819155j 
0.0134831-0.0389497j 0.00896156+0.0309976j 0.0188316-0.0198878j 0.0255554+0.0349091j 0.0398582+0.00169218j 0.031044-0.059517j 0.0193704-0.019511j 0.0431563+0.0146526j -0.0566921-0.0286103j -0.0203-0.0620578j -0.102975-0.00729839j -0.00127866+0.0194261j 0.0254482+0.0202966j 0.0449836+0.0936047j 0.0520364-0.128188j 0.0723187-0.120922j 0.0936172-1.31839e-15j -0.0627034-0.00668309j -0.0345484+0.0269413j 0.088985+0.00854164j 0.155578-0.0215216j 0.116404+0.182856j 0.144025-0.0462364j 0.0936055-0.153311j 0.192491+0.229432j -0.144208+0.0561636j 0.0300407-0.107572j -0.171104+0.0700423j 0.141769+0.0932915j 0.0122472+0.0455063j -0.0562995-0.0815241j -0.071873-0.00116173j 0.0852199+0.100597j 0.0250694+0.0113079j -0.0747333-0.0481917j -0.022871+0.0233317j 0.0500903-0.11706j -0.0206717-0.0404096j 0.0336631+0.0120597j -0.0845822-0.00902871j -0.0876337+0.00296558j -0.0584482+0.0289289j 0.022844-0.063574j 0.0156309-0.101957j -0.0317817+0.0207698j 0.0663846-0.0489611j -0.00987416-0.0045109j -0.000923876-0.0103126j 0.0289505-0.0185893j -0.0343811+0.00463858j -0.0110119+0.00488171j -0.0369004-0.0665252j -0.0503436-0.024832j 0.0342761+0.0690999j -0.0155493+0.0301756j 0.00185615-0.0307566j -0.0104182+0.0361007j 0.0958218-0.0101531j -0.000782564+0.0558167j 0.0689494-0.0192642j 0.0125559+0.0429287j 0.0854483-0.0674705j 0.0250865-0.120728j -0.0442974+0.0274029j 0.0544399+0.0319381j -0.0268828-0.0239523j 0.0138329+0.0131427j -0.0428019+0.0821742j 0.0584372+0.00284964j 
0.0205927-0.0328037j 0.0121189-0.000449069j 0.0336476+0.0649856j 0.0201342+0.0468694j -0.0634344+0.0161878j 0.0186927-0.0527128j -0.00508028+0.0739013j -0.087573+0.0664985j 0.0261355+0.00830035j 0.00453753-0.0272932j 0.00392659-0.0778965j 0.105714+0.0514321j 0.0611021+0.0436085j -0.0247676+0.0152471j -0.0251344-0.023548j -0.0413819-0.0323163j -0.0627034+0.00668309j -0.137578+8.59035e-15j 0.154729+0.00539598j -0.0322927+0.118023j 0.00366589-0.298033j -0.00261179-0.00887848j -0.0205214-0.0146097j 0.205415+0.0229932j 0.00246516+0.125375j 0.0424672+0.0197459j 0.020581+0.0750408j -0.140944-0.0323436j -0.13081+0.190917j -0.105829+0.087875j 0.0756493-0.111576j 0.0105174-0.0478992j -0.0741352-0.0750154j 0.0262823-0.0931148j 0.0287728-0.0340282j -0.0169576+0.0600051j 0.0801852-0.00460091j -0.0463482+0.0633842j 0.0670374+0.0250929j -0.0322622-0.0467033j 0.0334489+5.08725e-05j 0.020957-0.0600646j 0.0407325+0.0205177j 0.0292903-0.0453709j 0.0104983+0.0163905j -0.0216882-0.104467j -0.0624142+0.000402111j -0.0251325-0.00333431j -0.0364828+0.00252506j -0.0397351-0.0821041j -0.000266209-0.0243243j 0.00442702+0.0363566j -0.0174819+0.0384661j 0.0077314-0.0221236j -0.022218-0.00793282j 0.0223684+0.0317243j 0.0265252-0.0195721j 0.0393323-0.0374682j -0.0158193-0.00367953j 0.031478+0.00782786j -0.0660927+0.0263344j 0.143532-0.0901903j 0.075901-0.0522334j 0.0571489-0.00987654j -0.0258847-0.0614972j -0.00600746+0.0360503j -0.0277764+0.0251484j -0.010716+0.0294403j 0.0363583-0.047792j 
0.0248145-0.0333674j 0.00718021+0.0145868j 0.0337099-0.0475504j -0.00281665-0.00251793j 0.0375675-0.054522j 0.0455278-0.00737838j -0.00985+0.00342483j -0.0424569-0.00371209j -0.0648195-0.059356j 0.00141318+0.0070118j 0.0558772-0.0339138j 0.0203646-0.213162j -0.10701+0.0583927j -0.0357429+0.0566363j 0.0706309+0.0463542j -0.108946+0.0410286j -0.0345484-0.0269413j 0.154729-0.00539598j -0.334728+9.86017e-15j 0.0718046+0.0341469j -0.193521+0.178685j -0.157153-0.0810274j -0.0516445-0.0840372j 0.0658364+0.10221j -0.0850135-0.0628978j -0.0847869-0.105663j 0.13046-0.0285685j -0.125849+0.153251j -0.0230059+0.108663j 0.0597085-0.0319159j -0.0673154+0.047595j -0.0690607-0.0395574j -0.0852433+0.000122445j 0.0559839-0.0208774j -0.00230972+0.0260312j -0.00916001-0.0789037j -0.00408237-0.117142j 0.0768591-0.0223349j 0.048854-0.00892387j -0.0811917+0.0182506j -0.00307978-0.0314364j -0.0394611+0.0419637j 0.0843663-0.0140316j -0.0362068-0.00684153j -0.024736-0.0275465j 0.0473683-0.0723104j 0.0484419+0.0343355j -0.0298532-0.00510685j -0.00522395+0.0527963j -0.0231235+0.0500564j -0.0094935+0.0687434j -0.00786647+0.0246027j -0.0272165-0.0112313j -0.030409+0.0592611j 0.00928637+0.0161248j 0.00135327-0.0199524j 0.00531497+0.0195627j -0.00430616-0.0173182j -0.0055104+0.0111765j 0.0484064+0.0416608j -0.0184513+0.0253012j 0.0333425-0.035675j 0.0456519-0.0227235j -0.0123608-0.00624739j 0.0387932+0.017026j -0.0149381-0.0329372j -0.00521664+0.0511752j -0.0219925+0.0623144j 0.0509482+0.0136778j 
0.0444591-0.000215129j 0.0371895+0.0480541j 0.00774468-0.0250793j -0.0125377-0.00170491j 0.00645134-0.000432858j -0.0500805-0.0715047j -0.0148976+0.092734j 0.0142151+0.0817617j -0.053711-0.0498677j -0.0846505-0.025436j -0.031014-0.0309547j -0.0511126+0.12718j -0.212492-0.086434j -0.0477731+0.0216721j -0.0521853+0.07594j 0.00685011-0.0548532j 0.088985-0.00854164j -0.0322927-0.118023j 0.0718046-0.0341469j 0.0132482-7.36633e-14j 0.176959+0.00397775j -0.0737593-0.0465946j -0.046358+0.131506j -0.127431+0.025194j 0.0169357-0.0104489j -0.0312926+0.0429674j -0.0410849+0.0244384j -0.0198451-0.0162889j 0.172919+0.0762552j 0.0514885+0.0657353j -0.0406245+0.0697292j -0.0826098+0.00513233j 0.024971-0.113419j 0.0329691+0.0114372j 0.0165979-0.0193039j -0.0986677+0.0226108j -0.0111884-0.0444195j 0.161224+0.04604j -0.0691786-0.0820905j -0.0361465+0.0302549j -0.0348563-0.0514195j -0.0343028+0.0103758j -0.0084397-0.00032055j 0.0748203+0.00412188j 0.0107779-0.0290453j 0.0490921-0.0221985j 0.0732479+0.0253146j -1.82392e-05-0.00550026j -0.0158662-0.0499931j 0.0182097-0.079711j -0.0641994-0.000193655j 0.0251985-0.0132798j -0.0100121-0.0278768j 0.0253843+0.0192066j 0.0119618+0.0671089j -0.0180793-0.0274055j -0.0242025-0.033041j -0.0101737+0.0098733j 0.00830324+0.000753214j 0.0570466+0.00265081j -0.0131242+0.0285422j -0.00795254+0.00305383j 0.018311-0.0395792j -0.0513005-0.0345879j 0.00608231-0.0214821j 0.00196464-0.0158939j 0.0791945-0.0494112j -0.0812722+0.0395832j 0.0169096+0.102711j 
0.0232574+0.01293j 0.0162686-0.0129543j -0.0229093+0.026135j 0.0205929-0.0329034j -0.0316721-0.0497419j -0.00208973-0.0204666j 0.0398235-0.039189j 0.119385+0.163464j 0.000260138-0.0346547j -0.0186298+0.0219722j 0.11827+0.0877774j 0.0289221+0.0294851j 0.0634607+0.0631636j 0.129762-0.103616j -0.0214888-0.135964j -0.0691949+0.0157434j 0.155578+0.0215216j 0.00366589+0.298033j -0.193521-0.178685j 0.176959-0.00397775j 0.161509-1.37335e-13j 0.0285609-0.02805j 0.0154635+0.0501463j 0.0838218+0.140705j 0.0197654+0.122562j 0.0782829-0.125861j 0.0489959-0.076984j 0.084969-0.0345173j -0.0454215-0.0579821j 0.119816-0.00703754j 0.0793713+0.0742664j 0.0159214-0.075401j 0.0776999-0.0596942j 0.0648738-0.157633j -0.0047393+0.000813666j 0.0104258+0.105771j -0.0671219+0.187441j 0.00425835+0.0464515j 0.00510234+0.0966813j -0.020707+0.0276661j -0.0209694+0.00963029j -0.0719983-0.0426895j -0.0259848+0.0443178j -0.0873303-0.107718j 0.023182-0.0158961j 0.0502836+0.0622228j -0.0359397+0.0495729j 0.00467909+0.0354921j 0.0404143+0.0599797j -0.00146944+0.028171j 0.0656078+0.00439591j -0.0354013+0.0135564j 0.000125917+0.0507027j -0.00882161-0.000168238j 0.000755973-0.00728967j 0.0132029+0.0242039j 0.0113219+0.0425611j 0.00842316-0.0230805j -0.0415595-0.00100048j -0.0388638-0.0172904j 0.00546149+0.0240779j 0.0329615+0.0209413j -0.0195523-0.0211154j -0.00875224-0.0064559j -0.0145509-0.00327692j 0.0261564+0.0553108j 0.00586508+0.00346609j 0.0317012-0.00836952j -0.00535841-0.0141462j 
-0.0409675+0.0243308j -0.0281557-0.0160943j -0.0430413+0.00970974j -0.0233951-0.00733304j -0.0501183+0.0852793j -0.0807292-0.0467555j 0.078276-0.0658869j -0.000102083-0.0161916j 0.0151156+0.0819554j -0.00289169+0.0687983j -0.0665121-0.113452j -0.0864317-0.0398208j -0.0300577+0.0748119j 0.199335-0.0300442j -0.000777555-0.0496672j -0.0961992+0.135326j 0.116404-0.182856j -0.00261179+0.00887848j -0.157153+0.0810274j -0.0737593+0.0465946j 0.0285609+0.02805j 0.130062+2.19269e-15j -0.16469-0.180229j 0.030563+0.0664196j -0.0259043-0.0293954j 0.0661658-0.0188031j -0.0984738-0.192816j 0.009043+0.00183808j 0.0786702+0.0101348j 0.0376432-0.0158181j 0.0756674-0.0123069j 0.0639849+0.0155778j 0.0508334+0.0993648j -0.0159404-0.0459383j -0.0661296-0.0407537j -0.0268458+0.0405605j -0.0254077+0.0525623j 0.0141545-0.0915059j -0.0406756-0.0331949j 0.0226105+0.00800791j -0.00345638+0.0517431j -0.0170067+0.0263915j -0.0901921-0.00999939j -0.0261201+0.00949718j -0.0364714-0.0266329j -0.0601429+0.0568122j 0.0238535-0.0269696j -0.00525098-0.029139j 0.0173628-0.050928j 0.00841713-0.0359772j 0.0212209+0.00158172j -0.0128929-0.0187641j 0.000714971-0.0199676j 0.0188883-0.0300001j 0.00714434+0.0364639j -0.0277153+0.0158131j 0.0359947+0.0158118j -0.0293644+0.0470409j -0.00689366-0.0137632j -0.0226157-0.0244756j 0.04452-0.00575783j -0.0125877+0.0224555j -0.0390684+0.0165716j -0.00262583+0.00741911j -0.0505862+0.00724754j 0.0326684+0.0253679j 0.0116206-0.0480362j 0.0272468-0.03015j -0.0258169-0.0153619j 
-0.0113908-0.0130389j -0.0239687-0.015519j -0.0473817+0.0846766j -0.0608213-0.0426284j -0.049628-0.017303j 0.0468914-0.123781j 0.00985206+0.0363514j -0.012165-0.0251581j 0.0640379+0.0999018j 0.0133153+0.0450307j 0.0923286-0.11733j 0.132472+0.108812j 0.00149749-0.0703011j -0.0609814+0.0128798j -0.0153814-0.0518803j 0.15665-0.000640247j 0.144025+0.0462364j -0.0205214+0.0146097j -0.0516445+0.0840372j -0.046358-0.131506j 0.0154635-0.0501463j -0.16469+0.180229j 0.163825+3.83582e-14j 0.0337692+0.0602593j -0.0254745+0.0830408j -0.0685045+0.180221j 0.0957833-0.124198j 0.137463-0.14722j -0.0170596-0.0219117j 0.0050699-0.022766j -0.0146867+0.0308369j 0.0261867-0.0933268j -0.114541+0.0233015j 0.066703+0.0261276j 0.00905228+0.00233716j -0.0234195+0.0998489j 0.102848+0.0965456j 0.0304214-0.0020888j -0.0410582-0.0363751j -0.0094556+0.0472258j -0.0328611+0.00149051j 0.00303095-0.00489107j 0.000286222-0.0036694j -0.0194133-0.00328087j 0.0190913+0.0281752j -0.0556292+0.0238016j -0.017447-0.0101032j -0.0132734-0.00909764j 0.0273946-0.0383021j -0.0329363-0.0354049j -0.0055516+0.0394072j -0.0163118+0.00597986j 0.0302332-0.0340978j -0.0200687-0.0166685j 0.0163454+0.0220255j 0.00330627+0.0339161j 0.0297063+0.0148509j 0.0144562-0.00491405j -0.00621679-0.0274794j -0.00829344+0.0154085j -0.0317067+0.0294074j 0.0729553-0.0429813j 0.023036-0.01377j -0.00470502-0.0483906j -0.0280335-0.0528557j 0.0224738+0.018064j -0.0431375-0.0329362j -0.0156075-0.0377153j -0.0128551-0.0339231j 
0.0159169-0.00810683j -0.0110537-0.0108225j 0.0287341+0.0489481j -0.0441852-0.0107316j 0.0415938+0.0388644j 0.0338303+0.0115667j -0.00131449-0.01712j -0.0527518-0.0186035j -0.0704126-0.00801343j -0.0477042-0.102368j -0.0166602+0.0223258j 0.0157585+0.0443769j -0.00226927-0.227832j 0.118951-0.0313245j -0.0278407+0.0224854j 0.12062+0.0106376j 0.0936055+0.153311j 0.205415-0.0229932j 0.0658364-0.10221j -0.127431-0.025194j 0.0838218-0.140705j 0.030563-0.0664196j 0.0337692-0.0602593j -0.211353-2.80193e-14j 0.0856372+0.0149742j -0.0318396-0.0637804j 0.0271537+0.0640868j -0.00810171+0.00728209j 0.0454561-0.015374j 0.023589-0.0789699j 0.0394941+0.00746591j -0.0501051+0.0112563j 0.0122018+0.0432357j -0.0872917+0.111635j -0.053922+0.0188144j -0.0683486-0.0304178j -0.00108235+0.0715113j 0.00746512+0.0593464j 0.0251992-0.00455239j -0.0199623+0.0435472j -0.059317-0.00168402j -0.0249398+0.00596412j -0.01273-0.0838175j -0.0125359-0.0469239j 0.0247336+0.0219923j -0.0110967-0.135276j -0.0993075+0.0700798j -0.0129382+0.0185973j 0.0155325+0.0652898j 0.0441557+0.00667526j 0.0179086+0.0177772j 0.0373139-0.0115604j -0.0189899+0.0232188j -0.0319537+0.00454573j -0.0164724-0.0524709j 0.0523696-0.0299439j 0.0157821+0.00908282j 0.0376697-0.05201j -0.0189564+0.0403928j -0.0366855-0.0455986j -0.00966435+0.039307j 0.0998247-0.0142497j 0.056775-0.000971781j 0.0129882+0.00331678j 0.0194763-0.0174634j 0.0172399-0.0208538j -0.0685485+0.0392441j 0.0686751+0.0333698j 0.0349152-0.0909904j 
0.0329458-0.0190444j -0.0171937+0.020329j 0.0125466-0.00380015j -0.0150892+0.0143156j 0.00684334+0.0378707j 0.0045893-0.0176662j -0.00575644-0.000560981j -0.132457-0.0885678j -0.0277947-0.0376329j -0.0945086+0.0185388j 0.061535+0.100669j 0.0605868+0.0738856j -0.00803338+0.0712061j 0.0130893-0.141208j -0.104228-0.124416j 0.10894-0.03561j 0.192491-0.229432j 0.00246516-0.125375j -0.0850135+0.0628978j 0.0169357+0.0104489j 0.0197654-0.122562j -0.0259043+0.0293954j -0.0254745-0.0830408j 0.0856372-0.0149742j -0.0384477+1.60566e-14j -0.0504252-0.044853j 0.00572388+0.00093925j -0.0639348-0.0197631j 0.00990732-0.0983626j -0.0671336-0.0246872j -0.133345-0.0123484j 0.00730839+0.0299702j -0.13407-0.100386j -0.0561158-0.0156373j -0.0230736+0.114798j -0.0473228+0.0349567j 0.0103585-0.0169452j 0.0569795-0.0471147j -0.0106637-0.0121192j -0.0369105+0.0202885j -0.0405117+0.0614381j -0.0733726+0.0372451j -0.0210799+0.0187366j 0.0472028+0.0102544j 0.00533807+0.0169682j -0.0133491-0.0585732j 0.0111363+0.0307615j 0.0227756+0.0103167j 0.0235623+0.011954j -0.021664-0.0217805j 0.020757-0.0160202j 0.00583225-0.0321557j 0.0222277-0.0130927j -0.0256832+0.0303319j 0.050647+0.0104829j 0.0212529+0.00321626j 0.0172387-0.0499404j 0.0337463-0.094438j -0.0480916+0.0214156j -0.0309548-0.0130619j -0.0549948+0.0570416j 0.0553248-0.00712713j 0.0704712-0.0493383j -0.0261422-0.0485318j 0.0417247-0.0570831j -0.0116005-0.0381474j -0.0572919+0.0153679j -0.0292406-0.0328068j -0.0227124-0.0189517j 
