0.00956069+8.67362e-18j -0.00582758-2.14973e-05j -0.00653778-0.000344943j 0.00400812-0.000684572j -0.00314325-0.000357565j -0.00799136+6.14688e-05j 0.00164907-0.000220584j -0.00397573-0.000656071j -0.00266434+0.000171944j -0.00677522-4.36355e-05j 0.00404571+6.5549e-05j 0.00689301+0.000134972j 0.000441208+0.000487286j -0.00195614-0.000662235j 0.00569215+0.000178821j -1.74507e-05-1.98254e-05j 0.0061516+0.000192427j -0.00486426+8.57143e-05j -0.000341403-6.96841e-05j -0.00188963-0.000100998j 0.00501769+0.000475269j -0.00309721+3.23368e-05j 0.00270132-0.000485344j -0.00103705+0.000207684j -0.00142345-0.000113334j 0.00141386-0.000257763j -0.00452109-0.000371537j 0.00098927+0.000262099j -0.000268091+0.00025447j -0.00475311+0.000169575j 0.000908594+0.000369266j 0.00125254-0.000402338j -0.0019023-0.000377749j 0.00847388-0.000453484j 0.00271905-0.000109857j -0.00592206+4.02145e-05j -0.00111472+0.000116974j -0.000988476+0.000260651j -0.0014057-2.62985e-05j -0.00673789-0.000246966j -0.00989541+0.000216551j -0.00530662+0.000286482j -0.007761+8.8928e-06j -0.00132073+0.000132664j -0.00581351-0.000165125j 0.00471027-0.000201188j -0.0145324+3.59244e-05j 0.0054825+9.06866e-05j -0.00360696-0.000171337j 0.00773417+0.000237836j 0.00587315-0.000327646j -0.0050306-9.39106e-05j -0.00893545-0.000292191j -0.0053051-0.00010064j -0.00890721+0.000242224j -0.00369115-1.42295e-05j -0.00515565+3.68016e-05j -0.00564451-7.15306e-05j -0.00733723+0.000132327j 0.0082056-0.000587274j -0.00361107+0.0002477j -0.00646124-0.000991916j -0.00765512+0.000426807j -0.00856343+0.000983323j 0.0258316+0.000620942j 0.0107404+0.000569134j 0.0839318+0.00295559j -0.0454272+0.00606608j 7.2106e-08+0.000639835j -0.871587+0.00498876j 
-0.00673789+0.000246966j 0.00217722-0.00033254j 0.00853268+0.000308035j -0.0043121+0.000100461j -0.000605001-0.000770834j 0.0262607+0.0004679j 0.0158649+0.000161589j -0.0513299-0.000561521j -0.0146154+0.00025792j 0.0314778+0.000819522j 0.0568905-0.00104696j -0.143212-0.000246104j 0.090948+0.000394553j -0.0163219-0.00185715j -0.00325253-0.00057852j -0.0556484+0.00086195j -0.0186116-0.000246832j -0.131581-0.000421784j -0.0453749-0.000991838j 0.0836468+0.000858886j 0.0229201+0.000380123j 0.272193-0.00034917j 0.20494-0.000993918j 0.350555-0.000870762j 0.21098-0.000533192j 0.0314608-0.00034357j -0.0547428-1.28579e-05j 0.0473521+0.000477036j 0.0524038+0.000843981j -0.236675-0.000532953j 0.0476618-0.000226948j 0.29911+0.000454043j 0.11383-0.000102096j 0.066372-2.46416e-06j -0.131723-0.000568892j 0.0542727-0.000774163j -0.0890876-1.17543e-05j 0.200421-5.33164e-05j -0.00577909-0.000423628j 0.0605952-3.41215e-15j -0.120074-0.000204799j -0.135521+0.000191993j 0.0418198-2.95705e-05j 0.176177-0.000246304j -0.0229193+0.000787432j 0.0922949+0.00153307j -0.178732-0.000168374j -0.0638487+0.000429138j 0.0459303-2.17996e-05j 0.201921-0.000955528j -0.165763-0.000623823j 0.152878-0.000375843j 0.109527-0.000356766j -0.0798249+0.000444448j -0.0913762+0.00021441j 0.165839-0.000249761j -0.118713+0.000507895j -0.0761093-0.000265955j 0.101391+3.16089e-05j 0.0189451+0.00142105j -0.0252452+0.000229936j 0.0205656+3.57951e-05j 0.0264935-0.00024807j -0.0393301+0.000187682j 0.00416733-4.62409e-05j 0.0290086-0.00013523j -0.00310508+0.0004407j -0.000167497-0.000740217j 0.00123533-0.000407409j 0.00510955+0.000288139j 
-0.00989541-0.000216551j -0.00758728+0.000309838j -0.00483119-0.000308003j 0.00243412+0.000118469j -0.00893862-0.000760759j -0.0128199+0.000367594j -0.0183129+0.000290181j -0.00184701-0.00133552j 0.00657864-4.7837e-06j -0.0073829+0.000595209j 0.0398415-0.000745458j 0.0332087+0.00100695j -0.0568319-0.000413588j 0.0193052-0.00103867j -0.0141734-0.000110937j -0.0614446-0.000210133j -0.226754+0.000449902j -0.102654-4.34044e-06j 0.00529352+8.22885e-05j -0.0672836-0.000241679j 0.0944284+8.60517e-05j 0.15973-0.000582792j -0.207829-6.88517e-05j 0.166884-0.00103424j 0.204777+0.000582939j -0.251525-0.000189647j 0.210602+0.000410778j -0.121508-0.00108952j -0.332385+0.000268962j 0.270566+0.000574788j 0.0809985-0.000499853j 0.0470138+0.000112686j 0.0578254-0.000244303j 0.0641359+9.5998e-05j -0.0410328+0.000356326j -0.110861+6.96051e-05j 0.105204+0.000745427j 0.0400065+0.00078194j -0.0247581-4.58935e-05j -0.120074+0.000204799j 0.228768+1.38086e-13j 0.0909997+6.56147e-05j -0.173249-0.000432059j -0.200677+3.69333e-05j -0.0452388+0.000959327j -0.102843-0.000261207j -0.0516586+0.00017561j -0.18928-0.000550522j -0.0990434+0.000571149j -0.0466539+0.000144798j -0.0644966-0.000941513j -0.0377298-5.31913e-05j 0.0258922+0.000342259j 0.0276404-0.00066535j -0.0421901-6.45341e-05j 0.311786-0.000667318j -0.0713799+0.000849864j -0.0189625+7.30348e-05j 0.0176316-0.000362731j 0.0225005+0.000529076j 0.0910514+0.000197957j -0.00571234+0.000285838j 0.0211534-0.000328571j -0.0174621-0.000270063j 0.00454883+0.000131057j 0.010929+0.000356047j 0.00353783+3.51354e-06j -0.00719168-0.000212425j 0.000547204-0.000383199j -0.00577119-5.5328e-05j 
-0.00530662-0.000286482j 0.000319367-9.52365e-05j 0.0019677-0.000401328j -0.00805309+0.00033414j -0.00609849+0.000189907j -0.0166403-3.44378e-05j -0.0212052-0.000389919j -0.020541-6.75925e-05j 0.0472452+0.000282442j -0.00892253-3.5602e-05j 0.0704238-8.75501e-06j 0.0574347+0.000419553j 0.0192038+0.000126746j -0.104818-0.00116599j -0.0719985-0.00120196j -0.0909363+0.000148687j 0.0430262-0.000292258j 0.0428347+0.00105765j -0.0940291+1.78161e-05j -0.0365162-0.000465717j -0.0277563+0.000663795j 0.321202+0.000146258j 0.135899+0.00123693j 0.105961-0.000218989j -0.204489-0.000564034j 0.145856+0.000515577j 0.365832+0.000311085j -0.0758939-0.000765535j 0.0687409-0.000316641j 0.0324516-0.000263763j -0.134878-0.000635886j -0.276188-0.000522794j 0.10216-0.00034503j 0.0560261-0.00116297j -0.157379-0.000244658j 0.144671-5.63054e-05j -0.0474275+0.000293632j -0.0474485+0.000408061j 0.212702-0.000690331j -0.135521-0.000191993j 0.0909997-6.56147e-05j 0.0128942-3.17942e-16j 0.138508+0.000682951j 0.110128+0.000486623j -0.00160457-0.000488858j 0.108826+0.000459437j -0.103105-0.000166507j 0.0983402+0.000308323j 0.0668704+0.00030394j 0.0718028-0.000164949j 0.0815431+0.00018313j -0.139677-0.000184367j -0.123385+7.77196e-05j 0.37747-0.000270296j -0.134801+0.000225196j 0.0464288-0.000132183j 0.0133979-0.000798598j 0.11518-0.000468129j -0.0239885-0.00025112j -0.0285716+0.000315995j 0.0696856+0.000362542j 0.00304229-0.000319671j 0.0290868-7.0388e-05j 0.00208994+8.7258e-05j -0.0100638+6.53415e-05j 0.016945-0.000389994j 0.00937254+0.0004664j -0.0112522+7.9739e-05j -0.00103675-0.000264713j 0.0016171+8.35121e-05j 
-0.007761-8.8928e-06j 0.00804574-4.08943e-05j 0.0123752+0.000132165j -0.022377+0.000205324j -0.000910365-0.000258675j -0.025331+0.000374049j -0.00806952-6.31206e-05j -0.0320452-0.000144305j 0.0208767+0.000296741j -0.0615878-0.000310951j 0.0533262-0.000694287j -0.0493156-0.000602702j -0.0265774+0.000294498j 0.000824248+0.000749427j 0.110625+0.000118002j 0.0710032+0.00103245j -0.221581+1.82114e-05j -0.0803042-0.000145755j -0.00411982+0.00055572j 0.072435-0.000271242j -0.220448-0.000870488j 0.188976-0.000301815j -0.0445879+8.80598e-05j -0.134718-0.000633396j 0.0543534-0.000348505j -0.208397-0.000142002j -0.309003+0.000438159j -0.270764-2.6873e-06j -0.298572+0.000809102j -0.271966+0.00019943j 0.041619-0.000227873j -0.205161+0.000479008j -0.0837825+0.000733944j -0.0744659-0.00029845j -0.134733-0.000582742j 0.188842+0.000556153j -0.0137726-0.000319721j -0.152654-0.000242388j -0.0532883+0.000627215j 0.0418198+2.95705e-05j -0.173249+0.000432059j 0.138508-0.000682951j 0.0433319+1.08803e-14j 0.130604+0.00034018j -0.0331101+2.81997e-06j 0.124634+0.000636548j -0.0645422+0.000558674j 0.126838+0.00020906j -0.2032-0.000496317j -0.00636622-0.000342424j 0.150335-0.000195077j -0.0185482+0.00023083j 0.054313+0.000123706j 0.0596845+0.000512338j 0.0995199-4.76428e-05j 0.0423591-0.000621566j 0.00497522-0.000175754j 0.0844283-0.000657254j -0.0400052+0.000995778j -0.019295+0.000314212j 0.00332306-0.000507949j -0.0022844+0.000333114j 0.0182242+0.000160524j -0.0149385+0.000873008j 0.0209225-0.000476034j 0.00490414-0.000328542j 0.0079651-0.000193852j 0.00889582-0.000407131j -0.00602261-3.34504e-05j 0.000942999-0.000146399j 
-0.00132073-0.000132664j -0.00330343+0.000280639j -0.0173488-0.00073879j 0.0122888-3.57364e-05j 0.00208479-0.00058736j -0.0190812-0.000297911j 0.0115348+0.000583179j 0.115276-0.000548936j 0.100638-0.000311807j -0.0264643+0.000278187j -0.0527303-0.000327547j 0.0697009-0.000341572j 0.153266-5.20108e-05j 0.0702243-0.000601737j -0.274699-0.00147905j -0.240985-0.00138672j -0.0176784+0.000540206j 0.135287+0.00023482j -0.193465-0.000557486j -0.200999-3.36001e-05j 0.150423+0.000603782j -0.0805731-0.000676253j -0.249558+0.000329809j 0.0592791-0.000281756j 0.169157+0.0001829j 0.256558+0.000952324j 0.0996767+0.000758529j -0.196555-0.00118917j -0.0743282-0.000533375j -0.031128+0.000642573j 0.0965123+0.000108168j 0.0431926-0.000640153j -0.326603-0.000648207j 0.164226-0.000246954j -0.0901738+0.000476455j 0.0758756+9.12849e-05j -0.136963+7.15179e-05j 0.00949609+0.000113304j -0.113003-2.85257e-05j 0.176177+0.000246304j -0.200677-3.69333e-05j 0.110128-0.000486623j 0.130604-0.00034018j 0.139096-7.06575e-16j 0.0349967+0.00028956j -0.132972+0.00049995j 0.04479+0.000676726j 0.0556232-0.000655925j -0.113622+0.000323504j 0.0324729+0.00132635j -0.0185081+0.000142145j -0.0156777+5.9219e-05j -0.00711843-0.000386669j 0.0384207-0.000560312j -0.044692-3.40812e-05j -0.0603545+0.000589288j 0.0191652+0.00025934j -0.0346589+0.000673545j 0.0260441-0.000439507j -0.0194842+5.22713e-05j -0.00129167-0.000234221j -0.00916513-4.28712e-05j -0.0217601-0.000150987j 0.0241109-0.000499164j 0.000870814+8.45726e-08j -0.00642542+0.000499044j -0.00230941-0.000360735j 0.0062252+0.00039042j -0.00365887+0.000104292j -0.00276513-0.000170544j 
-0.00581351+0.000165125j -0.00315952+0.000222111j -0.0306468-0.00039473j -0.00260714-0.000250989j -0.00465703-0.000396134j -0.0208034-8.9167e-05j -0.0324614-8.89678e-05j 0.0647837-0.000371433j -0.0389789+0.000850423j 0.00853569+0.000346647j -0.0730128+0.00182827j -0.0674288+0.000882305j 0.125618-0.000215301j -0.0753523-0.00139499j 0.0351202-0.00109373j 0.47619+0.00143233j 0.0190118+0.00065213j -0.105316-0.00174197j -0.0777311+0.00126995j -0.464766-0.00128559j -0.241126-0.000253733j -0.0735482+0.00020629j 0.0821148+0.00144537j 0.139363-0.000828736j -0.177546-0.000876128j 0.118612+0.000699353j 0.0695152-0.000931881j 0.166361+0.000111799j -0.185214-0.00116461j -0.0351166-0.000294848j -0.054952+0.00121781j 0.0666543+0.000421139j -0.124138-0.000389668j 0.0474616+0.000351756j -0.139204+0.000130777j 0.0436208+0.000314945j 0.0763052+0.000707415j -0.220498+0.000928224j 0.028472-0.000799985j -0.0229193-0.000787432j -0.0452388-0.000959327j -0.00160457+0.000488858j -0.0331101-2.81997e-06j 0.0349967-0.00028956j 0.0902485+1.12052e-15j -0.0863541-3.6509e-05j 0.00444186-3.17345e-05j -0.152196+0.000276116j -0.0374709+0.000526641j 0.051318+2.74104e-05j -0.0802058+0.000573673j 0.0180092-0.000222516j 0.0303123-0.000127968j -0.0621768-0.000121305j 0.0134774-0.000235571j 0.0751139+3.06835e-05j -0.0110751-0.000271896j -0.0431524+0.000476961j 0.0738932-0.00117419j 0.000740501-0.000313958j -0.018664+0.00092221j 0.0428619-3.99459e-05j 0.0016462+0.000121357j 0.00901244-0.000872824j 0.00499483+0.000779591j 0.00151337+6.68434e-05j 0.00107224+0.000333436j -0.00876617+0.000204386j -0.00303712-0.000129483j 0.00108443+0.000286287j 
0.00471027+0.000201188j 0.0117189-0.000156138j 0.00484886+0.000439058j -0.00558385-0.000220644j 0.0125788+0.00094115j 0.0464631+5.7826e-05j -0.00268052-0.000138297j -0.0287131+0.000386889j -0.0211526+0.00143442j -0.0300898-0.000529599j 0.147288+0.00195642j -0.0346983-0.000803752j -0.00327331+0.001175j -0.154283-0.000508742j 0.0100797-0.00143551j 0.0176703+0.00162973j -0.0389577-0.000466145j -0.0696683-0.000514753j 0.353558+0.000444118j -0.206676-0.00230474j 0.179649+0.00118878j 0.0349747-3.40696e-05j 0.304284+0.00127518j -0.325823-0.001067j 0.0931375+7.31569e-05j 0.219016+1.01697e-05j 0.0640484+0.00144791j -0.266193+0.000164682j 0.067483-0.000537135j -0.0317047-0.000430732j 0.0696499+0.000255609j 0.0933098-7.69736e-05j 0.0125991+0.000101502j 0.171832+0.00107564j 0.187165-0.000543293j -0.0927525+0.000346026j 0.088586+0.000485908j -0.0861478-0.000588962j -0.0632602-0.000737684j 0.0922949-0.00153307j -0.102843+0.000261207j 0.108826-0.000459437j 0.124634-0.000636548j -0.132972-0.00049995j -0.0863541+3.6509e-05j 0.0767219+2.52283e-14j -0.132813+0.000987787j -0.132725+0.000389683j -0.0384291-0.00096287j -0.0572944+0.000418156j -0.00589888-0.000163217j -0.0631236+0.000138459j -0.106222+0.000385904j -0.00221351+0.000803035j 0.019323-0.000104012j 0.160121-0.000847382j -0.0132558-0.000395731j 0.0141692-0.000730831j 0.0682351+0.000858343j -0.00895787+5.0044e-05j 0.0251133-0.000285118j 0.00581376-0.000133968j 0.0165466+0.00028857j -0.0162463+0.00103727j -0.0264493+0.00029744j 0.0184963-0.000651508j 0.0016427+0.000462284j 0.00296366-0.000361149j -0.00348283+0.000307448j 0.0140078+0.000352735j 
-0.0145324-3.59244e-05j 0.00312647+0.000414894j -0.00910868-0.000150092j -0.0254745+3.12469e-05j -0.0105754-3.43174e-05j -0.00882026-0.00102119j -0.0350852-0.000118629j -0.0463245+2.14436e-05j 0.145153+0.00169689j -0.0428611-0.000892432j 0.113233-0.000500172j -0.139632+0.000780579j -0.10162+0.00104097j -0.0565569-0.000102606j -0.0441924+0.000269147j -0.330037+0.00074925j 0.317208-0.00122629j -0.276092-0.000243013j 0.0521555-0.000108111j 0.00707035-0.000959643j -0.235045-0.000595997j 0.0848477-0.000789042j 0.0871839+0.000260386j -0.0338431-0.000572298j -0.0350407+0.00025176j 0.0952345+0.000456107j -0.0909065+0.000418765j -0.0353315-0.000210265j -0.22275+0.000803232j 0.00442858+0.000215037j -0.0642965-0.000258127j -0.0240739+0.000792973j -0.0420126-0.000172866j 0.15838+0.000229926j -0.0831804-0.00133174j -0.215408-0.000352723j 0.0205227+0.00134734j 0.0271916+6.69391e-05j 0.005851+0.000110097j -0.178732+0.000168374j -0.0516586-0.00017561j -0.103105+0.000166507j -0.0645422-0.000558674j 0.04479-0.000676726j 0.00444186+3.17345e-05j -0.132813-0.000987787j 0.255551+1.67588e-14j -0.00911067-0.00035125j 0.0375988-0.000147309j -0.14843-0.000542389j 0.0596934+1.93489e-05j -0.133581+0.000403672j 0.0690067+0.000583726j -0.157819+0.000771519j -0.221259+0.000537655j -0.0662152-0.000613267j 0.110502+0.000301481j -0.0776013-0.000160356j 0.0396941+0.00108898j -0.0110708+0.000508446j -0.0483755+0.000608953j -0.0600829+0.000243472j 0.00879027+2.67043e-05j -0.021034+0.00102412j 0.012381-5.72698e-05j 0.00874366-0.000739564j -0.00182808+0.000733502j 0.000745506-0.000485061j -0.00221919-0.000205251j 0.00880865+0.000184721j 
0.0054825-9.06866e-05j -0.00159648-0.000166158j -0.00282413+0.000823762j -0.0054957+0.000147891j 0.0159478+0.000951675j -0.0232462-0.00016458j -0.0389576+0.0005532j 0.0408678+0.00202209j 0.0350704+0.000328067j 0.0113635-0.000854523j -0.183847-5.86296e-05j 0.150968-0.000692494j -0.152436-0.00108281j 0.124409+0.00258578j 0.386973+0.00119924j 0.0183896+0.000838122j 0.311008+0.0010772j 0.0506211+0.000784613j 0.0352699+0.000979227j -0.16892+0.000594199j 0.0453058-0.00071883j 0.128843+0.000504845j -0.156696-0.0013705j -0.0670053-7.05092e-05j -0.154159-0.000216457j -0.110923-0.00109578j 0.0563881+0.000581183j -0.0956939+0.000283574j 0.106697+0.0006378j -0.0898084-0.00010511j 0.141007+0.000938384j -0.0234711+0.000697594j 0.0674617+0.00163119j -0.0342282+0.000172386j 0.00332905-0.000689285j 0.0896236+0.000295499j -0.0676341+0.000319798j 0.0961353-0.000751586j -0.0823978+0.000176639j -0.0638487-0.000429138j -0.18928+0.000550522j 0.0983402-0.000308323j 0.126838-0.00020906j 0.0556232+0.000655925j -0.152196-0.000276116j -0.132725-0.000389683j -0.00911067+0.00035125j -0.0244857-3.87938e-15j 0.019683-0.000379558j -0.126043-0.000895074j -0.294108+0.000874907j 0.0464085+0.000699263j 0.0742601-0.00029154j 0.000385794+0.000358934j -0.212635+0.000522629j 0.219474-0.000227683j -0.00527317-0.000309631j -0.073374-0.000653137j 0.0279849+0.000680777j -0.017797-0.000665067j 0.0451613-0.000182246j -0.0173676+0.000115992j -0.0108365+0.00109658j 0.0241738+0.000388033j 0.026192-0.000770828j -0.0111553-0.000547164j 0.00707377-0.000550077j 0.00767082+0.000110012j -0.00236179+0.000233451j -0.00222617-0.000545184j 
-0.00360696+0.000171337j 0.00434338+0.000143907j -0.00463527+0.000278824j -0.0247942-0.000344439j -0.011576+2.77723e-05j 0.0140994+7.23255e-05j 0.0414126-0.000589143j -0.0608182+0.000472237j -0.0124485+0.00131322j 0.00961658+0.000847083j -0.0412209+0.000158799j -0.0848219-0.00042833j -0.0897256-0.000158181j 0.0572175+2.46197e-05j -0.13235-0.00025344j -0.0109258+0.000249507j 0.0751024-0.000322339j -0.187477+8.17012e-05j 0.149016+0.000134706j 0.0593019-0.000843636j 0.469437+0.00108711j -0.266182-0.0011315j 0.127749+0.000314566j 0.178042-0.000418673j -0.147868+0.000259312j -0.0778499+0.000379913j -0.0403967+0.000173724j -0.068716-0.000142551j -0.0779137-0.0002125j -0.00562794-0.000462903j 0.0743527+0.000276695j -0.231365+0.000140502j 0.154333+0.000359196j 0.0344187+0.000230383j -0.338763-0.000309282j 0.212866+0.000292375j -0.103859+6.24122e-05j -0.272595-0.000271319j 0.0237659+3.33552e-05j 0.0459303+2.17996e-05j -0.0990434-0.000571149j 0.0668704-0.00030394j -0.2032+0.000496317j -0.113622-0.000323504j -0.0374709-0.000526641j -0.0384291+0.00096287j 0.0375988+0.000147309j 0.019683+0.000379558j 0.0318345+2.96697e-15j 0.0238997-0.000517294j -0.0635969+6.65785e-05j 0.0760968-0.000147461j -0.0210918+0.000205698j -0.0187538+0.000485729j -0.0455809+0.00030886j -0.0110317+0.000283635j -0.0166871-0.000622847j -0.0785873+5.6147e-05j 0.0152644+0.000113136j 0.0154917+0.000178195j -0.0526932+3.48196e-05j 0.0176418-0.000126466j -0.00201959-0.000128299j -0.0200767+0.000333772j 0.0201573-0.000291063j 0.00640274-0.000178201j -0.00239831+0.000610826j -0.00051102-0.000329515j 0.00256919+1.1098e-06j 0.00420318-4.27876e-05j 
0.00773417-0.000237836j -0.00407272+0.000298479j -0.00661934-0.000816432j 0.0145729-0.000810229j -0.0291989+0.00118327j -0.00638804-0.000681955j -0.00751201-0.00216431j -0.0615064-0.00019444j -0.0137006+0.000147499j -0.0844413+0.00187254j -0.0638759+0.000181204j 0.0569141+0.00142558j -0.0395566+0.000988773j 0.0236425+0.00127026j -0.00102893+0.000720405j 0.137441-0.000630605j 0.42895-0.00106336j 0.311639+0.00165963j 0.0384517-0.000257371j 0.334936+0.000576984j -0.0349116-0.000340124j 0.0996847+0.00044335j 0.171782-0.000197998j 0.0325438+0.000228274j 0.137451+0.00093549j 0.0095979+0.000384247j 0.0337777+0.000829654j -0.090251+0.000595005j -0.240075-0.000714657j 0.194041+0.00164027j -0.119842-0.00129447j -0.12317-0.000846404j -0.19904-0.00116645j 0.0937926-0.000523175j 0.0206296-0.000366996j 0.0158081+0.000167847j 0.10938-8.35066e-05j -0.0683465+0.00032935j 0.0166962+0.000896176j 0.201921+0.000955528j -0.0466539-0.000144798j 0.0718028+0.000164949j -0.00636622+0.000342424j 0.0324729-0.00132635j 0.051318-2.74104e-05j -0.0572944-0.000418156j -0.14843+0.000542389j -0.126043+0.000895074j 0.0238997+0.000517294j 0.154325-6.39484e-15j -0.0224186-0.00124875j 0.147136-0.000366498j 0.0567015+0.00110666j -0.0716866-6.97302e-05j 0.0614114+0.000207519j 0.0547514-0.000296809j -0.0748835+0.000323668j 0.0106977-0.000205574j 0.00868606-0.000341841j 0.0276159+0.000578748j 0.00580942-0.000265549j 0.0169449-0.00035817j -0.0196374-0.000804991j -0.0154657+0.000852111j -0.0268897+0.000577186j -0.00351289-0.000132881j -0.0038182+0.00104778j -2.24534e-05-0.000477556j 0.00307148-0.000145966j 0.00127242+0.000236483j 
0.00587315+0.000327646j 0.00806612+0.000541992j 0.0156578-0.000453784j 0.00965786-0.000352785j 0.0500823-0.000370454j 0.0382926-0.00106479j 0.0668381+0.000115799j 0.0402754-0.000252582j -0.0379369-0.00129563j -0.0168274+0.00071523j -0.161009-0.00040091j -0.0129559-0.000559743j -0.132097-3.08677e-05j -0.197874+0.000534583j 0.228056+0.000796681j 0.0217388-0.00222564j -0.187042-0.000679885j 0.0451449-0.000405304j -0.37506-0.00138196j 0.188462+0.00119766j 0.270653+0.000608482j -0.0648561-0.000138939j 0.0356267+0.000345047j -0.0664181+0.000794207j 0.0101563+0.000337416j 0.167742+0.00139421j -0.174868-0.000716397j 0.0850166+0.000492359j 0.0125696-0.000212985j -0.0232704+0.000234587j -0.260519-0.000897672j -0.0362348+0.000261783j -0.0744895+0.000296689j 0.0553163-0.000360441j -0.118629-0.000228568j -0.127134-0.000591812j 0.0186143-0.000682221j 0.00346385-3.89872e-05j 0.0196274+0.00127308j -0.165763+0.000623823j -0.0644966+0.000941513j 0.0815431-0.00018313j 0.150335+0.000195077j -0.0185081-0.000142145j -0.0802058-0.000573673j -0.00589888+0.000163217j 0.0596934-1.93489e-05j -0.294108-0.000874907j -0.0635969-6.65785e-05j -0.0224186+0.00124875j 0.0168268+1.51138e-16j -0.187915-0.000180051j 0.0875863-0.00029951j 0.0434031-0.000174406j -0.0999894-0.000232158j 0.126429+9.44932e-05j -0.0276743+0.000389377j -0.0165858+0.00103735j 0.0822907-0.000253025j 0.0147602-7.75347e-05j 0.0126656-0.000813985j -0.00656412+0.00012445j 0.00922048-0.000574454j -0.0245427-0.000337697j -0.0121833+0.000205185j -1.14635e-05+0.000430275j -0.00990878-0.000322222j 0.00156149-1.21544e-05j 0.00170566+0.000348373j -0.00145042-5.5698e-06j 
-0.0050306+9.39106e-05j 0.00419209+0.000157832j 0.0147973-0.000420338j 0.00164811+0.000491146j 0.0152965-0.000662034j 0.00506328-0.000619141j 0.00131111+0.000274433j -0.0379092-0.00093732j 0.039731-0.000459221j -0.0110057-0.000786642j 0.00274129-0.000170619j -0.0697946+0.000135849j -0.138547-0.000332084j -0.0473768-0.000429341j 0.136124+0.000218625j -0.156186-0.00128998j -0.179921-0.000444494j -0.130736-0.000227594j -0.205376-0.000670042j -0.0715787+7.92073e-05j -0.118499+8.46762e-05j -0.109274-0.000411752j -0.0254023-0.000113317j -0.286982+0.000164718j -0.0726421+0.000334195j 0.104204+0.000551063j 0.101014-0.000219559j -0.0276648-0.000110682j -0.159323-0.000747179j 0.136281+0.000167656j -0.131519+7.68827e-05j -0.144818-0.000494186j 0.154476-0.00031717j 0.0448042+9.10864e-05j 0.0196881-5.34542e-05j -0.0327916-0.000480297j -0.0425503+1.67787e-05j 0.097882+0.000238633j -0.0866785-0.000501875j 0.152878+0.000375843j -0.0377298+5.31913e-05j -0.139677+0.000184367j -0.0185482-0.00023083j -0.0156777-5.9219e-05j 0.0180092+0.000222516j -0.0631236-0.000138459j -0.133581-0.000403672j 0.0464085-0.000699263j 0.0760968+0.000147461j 0.147136+0.000366498j -0.187915+0.000180051j 0.583288+8.1017e-16j -0.106503-0.000322139j 0.105746-0.000223473j -0.00541879-0.000128402j -0.0485932+1.99126e-05j -0.0299088+0.000220895j -0.0349396+0.000454908j -0.0207813-0.000166573j 0.02328-0.00018768j -0.042831+0.000395505j -0.00266675-6.66655e-06j -0.0182724-0.000132079j 0.00347589-0.000366347j -0.00424881+0.000242991j -0.00239934+0.000125467j -0.0051451-0.000133778j 0.00571165+5.9732e-05j -0.00287625+0.000111733j 0.00382477+0.000360573j 
-0.00893545+0.000292191j -0.00436201-0.000290455j -0.0113614+0.00137646j -0.023305+0.000452098j -0.0128435-0.000636092j 0.00557452+0.000269583j -0.00361945+0.00056j -0.0606873+0.000397841j -0.0716051+0.000756412j 0.0797163-0.000319882j 0.101806+0.00138703j -0.155123+7.92229e-05j -0.227992-0.000872882j 0.106388-0.000825907j -0.0987412-0.000828703j 0.337826+0.00273026j 0.147308+0.000608172j -0.276328-0.00143765j -0.379226-0.00113768j 0.00384802-0.000849448j 0.216206+0.000972513j 0.315644+0.00096687j -0.0200283-0.000168605j -0.203581-0.000985443j 0.141974+0.00100467j 0.00020308-0.000520862j 0.103423+0.000420368j -0.0189374+4.59577e-05j 0.120631+0.00131276j 0.0743036-0.000222466j 0.192322+0.0019042j -0.0673647+0.000523216j -0.0410041+0.000205696j -0.00378803+0.000879366j 0.0354213-0.00023054j -0.036618-0.000219685j 0.0737616+0.000324966j -0.00739409+0.000163735j -0.141884-0.000499238j 0.109527+0.000356766j 0.0258922-0.000342259j -0.123385-7.77196e-05j 0.054313-0.000123706j -0.00711843+0.000386669j 0.0303123+0.000127968j -0.106222-0.000385904j 0.0690067-0.000583726j 0.0742601+0.00029154j -0.0210918-0.000205698j 0.0567015-0.00110666j 0.0875863+0.00029951j -0.106503+0.000322139j 0.0129075-2.75387e-16j -0.0049506+0.000296517j 0.0957211-2.36807e-05j -0.130664-0.000545455j 0.0232397-0.000273834j -0.040897-0.000351728j -0.00471245+0.000372417j -0.00813049-0.0002426j -0.0232603+0.000622691j 0.0180876+0.000486385j -0.0120611+0.000840455j -0.0116251-0.000210761j 0.0261399-0.000217788j 0.0110762-0.000224797j 0.00579322-0.000268192j -0.00288368-0.000176346j 0.00342724-0.000260853j -0.00340796-3.40323e-05j 
