-0.172605+7.42462e-16j -0.0220442+0.0193883j -0.0189351-0.0121027j 0.0631986+0.120521j -0.0254958+0.0127737j 0.0180379-0.0114459j 0.0165269+0.118108j 0.00489095+0.0145693j -0.00890178+0.0232593j 0.00449934-0.0402305j -0.0132271+0.0247432j -0.0306652+0.0177704j -0.0221216-0.0475482j 0.0118259+0.0217812j -0.0373577+0.00508331j 0.00434538+0.0260059j 0.00298824+0.0163527j -0.0135555-0.00711149j -0.00844015-0.0348272j -0.026858-0.00649465j -0.00404833+0.00975337j -0.00474556-0.00867704j -4.93316e-05+0.00659336j -0.0277002-0.00644051j 0.00791314+0.00794829j 0.0303608-0.019908j -0.017195-0.0176652j -0.00287173-0.00656355j -0.0107565-0.0174594j -0.00159311-0.0398447j 0.00491508+0.0265589j -0.00388621+0.00540737j -0.00210313-0.00777574j 0.00190852+0.0196401j 0.00154685+0.0061577j 0.0136743+0.00704448j -0.00490373+0.0104439j -0.00263422-0.0106934j 0.00039762-0.00336195j -0.0129011+6.54186e-05j -0.00152295-0.0127804j 0.0101129+0.0257858j -0.0391266-0.00792332j -0.0130123+0.00563899j -0.00123729-0.00101266j -0.0105315-0.0318432j -0.016573+0.034684j -0.0173181+0.00298092j -0.0266419-0.0295744j -0.00209988+0.00281439j 0.0147162+0.00958337j 0.0314733-0.037579j -0.0268202-0.0051413j -0.00580706+0.0182579j -0.0320386+0.0345327j -9.17178e-06+0.00180338j 0.000217308+0.0142406j 0.00838942-0.0197094j 0.0101365-0.0150186j 0.0138572+0.00940711j -0.0128207+0.00212304j 0.0155164-0.0264199j -0.0066057-0.00689196j 0.0149452-0.0159608j -0.00908545-0.0187653j 0.00738838-0.00320747j 0.0221943-0.0003556j 0.0417283-0.0109366j -0.0087474+0.0046891j -0.00436928-0.0252131j -0.0427561-0.0264312j 0.0281617-0.0160811j -0.0336877+0.0217327j -0.0326801-0.0213504j -0.0338549-0.0323081j -0.00309885-0.00786505j -0.00142309+0.00501027j 0.00519254+0.0345043j -0.0363282+0.0492397j -0.00808533+0.0535728j -0.00149438+0.0192633j -0.0148717+0.0101713j 0.00767877-0.0472801j 0.0187448-0.0564389j 0.0967967-0.206668j 0.101485+0.19672j -0.389823-0.0504603j -0.0487069-0.168839j -0.0406702+0.185941j 0.0716768+0.0332671j -0.00997002-0.0147246j -0.181912-0.025116j 
-0.0306652-0.0177704j -0.00159905+0.0287034j -0.0491269-0.0178801j 0.018226+0.0465315j -0.0168568+0.0499369j -0.0119529+0.0203201j 0.0518883-0.0141429j 0.021196-0.0268272j -0.0516358+0.0119092j 0.0295503-0.0157559j 0.0461766+0.0170142j 0.0232906+2.97332e-15j 0.0941083-0.0465394j 0.0227423+0.0320319j -0.000980583+0.0050516j -0.055234-0.0212519j 0.0404386+0.0129684j 0.0363957-0.0183005j -0.00371564-0.0258742j 0.0409847+0.0267132j -0.0671657-0.0162128j 0.0178275-0.0132198j 0.00316873+0.05668j 0.00750493+0.0832212j 0.00281493-0.00171158j 0.0265799+0.0828329j -0.00550957-0.0233945j 0.0131417-0.0230422j 0.0249243-0.0496427j 0.0155474-0.0246192j -0.00821212-0.0701152j -0.0387074+0.0451244j -0.0286086-0.00280362j 0.0181477-0.0341811j -0.099466+0.153699j 0.0269698+0.0312444j 0.109863-0.0414461j -0.00686458+0.0787195j 0.0352493+0.0652432j 0.0394588+0.00889596j -0.077197+0.0209871j -0.0225288-0.0107321j 0.0290204-0.0415512j -0.0657169-0.0290116j 0.00964523+0.00251465j 0.118685+0.0181154j -0.0879174-0.0752941j -0.0629292-0.108182j 0.0989868-0.0333876j -0.00248033-0.0248226j 0.0526189+0.051401j -0.0140612+0.163395j -0.0268182-0.114308j -0.0543314-0.0538902j 0.212233-0.118659j -0.0376194-0.0302064j -0.0685408-0.044667j 0.0111638+0.03558j -0.0834213+0.0334308j 0.063003-0.0990343j 0.051228+0.0436883j -0.0457717+0.0494653j -0.0567437-0.0256281j 0.0111543+0.0460896j 0.0571798-0.0895003j -0.0713797+0.0272023j -0.0519241+0.00589682j 0.0399694-0.0722603j -0.0212468-0.0503204j 0.034602-0.0750812j 0.0415135+0.00932384j -0.0491565-0.00905542j -0.0547611+0.0156035j 0.0409291+0.0225242j 0.00504577-7.7068e-05j -0.0798347+0.0525822j 0.00455444-0.118953j 0.0519696-0.0304391j -0.0681251+0.0404548j -0.0383161+0.0217871j -0.0503716+0.0413185j -0.0933897-0.0957022j -0.0225034+0.0549261j -0.0390049+0.0521468j 0.0642809-0.0502598j -0.0928562+0.00698255j 0.0482385+0.0265294j -0.0645169+0.075081j -0.0769076+0.252993j 0.143293+0.101706j -0.00413119+0.0414951j -0.0112528+0.000519924j 
-0.0221216+0.0475482j -0.00505799+0.00994795j 0.0271428-0.0171363j 0.043572-0.0490853j 0.0392948-0.00607007j 0.00903693-0.0333187j 0.0218067+0.0859804j -0.0207591-0.0137303j -0.0585352-0.0183923j 0.0490659+0.0120827j -0.0517325+0.0568361j 0.0941083+0.0465394j -0.0496175+1.19349e-15j 0.0465228+0.0544109j 0.00566412+0.0569779j -0.0173299-0.0283535j 0.00271929+0.00326993j -0.0145107-0.0363563j 0.0355225+0.00202339j 0.0271431+0.00483151j 0.0213783-0.0422713j -0.0470974+0.0453332j 0.092561+0.00239315j 0.0662527+0.0143545j 0.0388358-0.0165658j -0.0390742+0.0535382j -0.0430112-0.0186922j -0.00906894+0.000331754j 0.0252282-0.0488431j 0.0722216+0.0862683j -0.00272484+0.0636558j 0.0208856+0.0448875j -0.017388+0.0131619j 0.0709267-0.0379355j 0.0442622+0.0539295j -0.125537+0.0639259j 0.0370579+0.0494594j 0.0107074-0.0711005j -0.0522278+0.116022j 0.0286273-0.0355571j -0.0362885+0.0246091j 0.0180355+0.0314257j 0.0601946+0.0539073j 0.0293642+0.115675j 0.00958932-0.0607048j -0.0343215+0.0862513j -0.0643321-0.0361195j -0.0442933-0.00760162j 0.041113+0.00410051j -0.0247698-0.0325204j -0.00794491+0.00615396j -0.0955394+0.0976821j 0.0266907-0.00798107j -0.0376614+0.0378657j 0.0834641-0.0269488j 0.0525124+0.0593869j -0.0274535+0.00119245j -0.0141809-0.00741406j 0.0355994+0.0610931j -0.00163915+0.00135203j -0.0174104-0.0256602j 0.091618+0.0348539j -0.0108556+0.0383323j -0.0231775-0.00784547j -0.0240703+0.0689054j -0.00931585-0.0221926j 0.0597329+0.0165303j 0.0636192-0.0312429j -0.0100399+0.0341937j -0.0185075-0.0462671j 0.0744221-0.122674j 0.102513+0.00547658j -0.118362-0.0546433j 0.0503015-0.00520906j 0.0294536+0.0382601j -0.0588437+0.101072j -0.0444416-0.0885063j -0.0524947+0.00591904j 0.0490055-0.0463706j -0.0565308-0.0257057j -0.0083578-0.101485j 0.0453884-0.0737243j 0.0340253+0.119185j -0.0286101-0.0288032j -0.139254+0.0337252j 0.0197233+0.0181868j 0.0152645+0.0194749j -0.0244992-0.028097j -0.059016-0.125065j -0.099281+0.0748453j 0.0449719+0.020252j -0.0323383+0.0269314j 
0.0118259-0.0217812j -0.0166981+0.061649j -0.0207876+0.0094475j -0.0173491-0.0305412j 0.044523+0.024455j -0.00684555+0.0177813j -0.0115693+0.00483472j -0.0184444-0.0497491j 0.000804689-0.069072j -0.0382687-0.0292437j 0.0355486-0.0109374j 0.0227423-0.0320319j 0.0465228-0.0544109j -0.0618557+5.48173e-15j 0.00582581-0.0967426j -0.0347705-0.00768044j 0.018514+0.00501589j -0.0256161-0.0426162j -0.0214911-0.00184626j -0.0157496+0.0114955j 0.0587099-0.014995j -0.0171382+0.0365124j -0.0356228-0.103668j 0.00896198+0.0251228j -0.00538283-0.0179515j 0.0412727+0.0802702j 0.0118738-0.0274151j 0.0140392-0.0497179j 0.0498827-0.0290509j 0.0340751+0.0540923j -0.0540386-0.0554173j 0.0245456-0.0426565j 0.0420462-0.0432822j -0.00823379-0.0278127j -0.131581-0.0372116j -0.0508206+0.0326714j -0.112056+0.057178j -0.0670447-0.0118126j 0.0315551+0.0336161j 0.0642713+0.121467j -0.00045191-0.138941j 0.111477-0.064827j 0.0384844+0.0107189j 0.0485497-0.00646555j -0.0294949-0.028515j -0.0515569+0.0330465j 0.0359512+0.0444467j 0.0315029-0.00848937j 0.0121966+0.0917806j 0.00108366+0.0364741j 0.0652769+0.0288098j -0.0407257-0.000800088j 0.0475699+0.0528591j 0.00889243-0.0320177j 0.0348693+0.0603986j -0.0156222-0.0507523j 0.000724318-0.00851415j 0.0285784-0.0134838j 0.00520782-0.0259388j 0.0476223+0.00567299j -0.0217478+0.0532414j -0.0636221+0.0206305j -0.0787449+0.0299457j -0.0489746+0.0397786j -0.029868-0.0666387j 0.0397083-0.102365j 0.0586985+0.0643075j 0.088718-0.0626351j 0.0454358+0.0403101j -0.00268267-0.0222102j -0.0412763-0.0219756j 0.041155+0.0648055j -0.00770879-0.0247752j 0.00738698+0.0254239j 0.0455999+0.0857684j 0.0147909-0.00971744j 0.127233+0.0544329j -0.105611+0.0526611j -0.000562419+0.0319702j -0.0747203-0.00502395j 0.0171647+0.155136j 0.0397759-0.11596j -0.0389994+0.037835j -0.0207576-0.0744373j -0.0467314+0.00510229j -0.0104105+0.0644877j -0.04742+0.0302118j -0.00421572+0.00834123j -0.0381789+0.0465285j 0.0616099-0.0110261j -0.0527335+0.0286173j -0.0349421-0.00883253j 
-0.0373577-0.00508331j -0.0162109-0.0135986j 0.0122189+0.0522836j -0.0488642-0.0517832j -0.0211833-0.0157419j -0.0317817-0.00865295j 0.00870031+0.00853792j 0.0066739+0.0950747j 0.001606+0.0330114j 0.0299738-0.0759453j 0.00173257-0.020711j -0.000980583-0.0050516j 0.00566412-0.0569779j 0.00582581+0.0967426j -0.0167668+2.91434e-16j -0.0198696-0.026283j 0.0074126-0.0129845j 0.0353767+0.0163858j -0.0917078+0.00531837j 0.0484975-0.0276521j 0.0233682-0.0490467j 0.019132-0.0243948j 0.0313926-0.0747967j -0.108935+0.00442061j -0.0573442+0.0584589j -0.0239071+0.0167706j 0.0627004-0.113617j -0.0406062-0.048348j 0.0257232-0.0754012j 0.0319438+0.0276459j 0.0363283+0.074854j 0.00714437+0.0975903j 0.0624091-0.00457263j -0.0212174-0.0477661j 0.0736803-0.023558j -0.0974704-0.065627j -0.00694965+0.126411j 0.0676658+0.0642588j -0.116046+0.0639889j -0.0932179-0.0912987j 0.0347891-0.0434131j 0.0511172+0.0941095j 0.0169103+0.0977407j -0.154135+0.0697858j 0.100979-0.0766028j 0.0157099-0.0968787j 0.000773479-0.0425385j 0.0634946+0.059447j -0.0210641-0.0814361j -0.0474698-0.149672j 0.0141382-0.0531451j -0.0291396-0.0185929j 0.0469352+0.0646627j -0.0636812-0.0144213j -0.0532457-0.102865j -0.0471671+0.016653j 0.00439158+0.0713755j -0.0445964-0.0503089j -0.0880578+0.123459j -0.0353245-0.12677j 0.00829271-0.0145836j -0.0478011+0.0264345j -0.0103739-0.0226643j -0.0323922+0.0594135j -0.044413-0.0635599j 0.048641-0.0616924j -0.0529346+0.0721186j 0.0251586-0.0573035j 0.0194144+0.039477j 0.031703+0.0226664j -0.0022723-0.027554j 0.0105311-0.0401616j 0.0804884+0.0314321j -0.013163-0.0847926j 0.003648+0.0239543j 0.0294947-0.0194261j -0.0399201-0.0147279j -0.0315034+0.0171951j 0.019055+0.02882j -0.0374629+0.0588928j -0.0926415-0.00565121j 0.0798156+0.0167215j -0.0507967-0.0417589j -0.0585709-0.0207047j -0.150351+0.153664j -0.0256698+0.123513j -0.0185252-0.102775j -0.0183918-0.00065517j 0.124736-0.0574143j 0.00290573-0.0862828j -0.00977207+0.00105108j 0.00795672+0.00255096j 
0.00434538-0.0260059j -0.00827554+0.0247481j -0.00765679-0.0526518j -0.000590439+0.0190073j 0.0518879-0.00264628j 0.0285383+0.00648916j -0.0162664-0.00157901j -0.0249153-0.000986435j -0.0287682+0.00174477j -0.0161705+0.0108824j 0.0043154-0.0435848j -0.055234+0.0212519j -0.0173299+0.0283535j -0.0347705+0.00768044j -0.0198696+0.026283j 0.0168699-2.22045e-16j -0.00992381+0.0290334j -0.0193633-0.0132854j -0.0178979+0.0288373j -0.0611546+0.0465089j 0.0307146-0.00365915j -0.0350448-0.0163555j -0.0380805-0.0515149j -0.042835+0.0170962j 0.00241827+0.0499298j 0.0119679-0.046752j -0.00481335-0.00779983j 0.0431433-0.0168961j 0.0361892-0.0478373j -0.0751288+0.0413564j -0.0128125-0.110681j 0.0592334-0.0355966j -0.00167933-0.00621292j -0.00861079-0.0982583j -0.148375+0.012905j -0.0408058-0.00681952j -0.118271+0.0808062j -0.0171176-0.0254093j -0.065681-0.0754961j -0.0593494+0.266054j 0.0972766-0.0735487j -0.0136092+0.128997j 0.06876-0.0495007j -0.0989407+0.0495015j -0.0238433+0.0599837j -0.113743+0.0274054j -0.0756748+0.153205j 0.0413815-0.0604554j 0.101216-0.152273j 0.0326801-0.0299489j 0.0855525-0.0418206j -0.224607+0.176971j 0.0308131+0.0406558j -0.0359344+0.044285j 0.0528301-0.0705978j 0.0121082-0.0369331j 0.000481072+0.0785554j 0.00288598+0.022976j -0.0741383+0.0155812j 0.101174-0.117281j -0.0865702+0.0461104j -0.0171848+0.0160137j -0.007838+0.0610533j -0.0814695-0.00764059j -0.00523569-0.110761j 0.0139568-0.0608577j -0.0211961-0.0296444j -0.017963-0.00220388j -0.00606994-0.0390331j 0.00528586-0.011091j -0.0231931+0.0476608j -0.038905-0.0667818j 0.00520465-0.0713176j -0.0544054+0.0376945j 0.0191467-0.073816j -0.00789356-0.000822036j 0.0132379-0.0106809j 0.0149153+0.0330865j 0.0103174-0.038517j -0.0201322-0.0662645j 0.0137233+0.00798861j -0.0635036-0.0226199j 0.0685369-0.0545768j 0.0136785-0.0381457j -0.0716038-0.0286058j 0.00608766-0.0474489j -0.0286687-0.0244849j -0.0311234+0.0480052j -0.0553803+0.0304721j 0.00913008+0.00149219j -0.0120241+0.0411329j 0.0129064+0.00612657j 
0.00298824-0.0163527j -0.0268835-0.00713733j 0.0386653+0.0281453j -0.023956-0.0407703j 0.0216381+0.0320633j -0.0406245-0.0110396j 0.00965828+0.0126613j -0.00386078+0.0186658j -0.0299335+0.0324247j -0.0755366+0.0358092j -0.0395212+0.0234544j 0.0404386-0.0129684j 0.00271929-0.00326993j 0.018514-0.00501589j 0.0074126+0.0129845j -0.00992381-0.0290334j 0.0564369+1.38778e-17j -0.0343088-0.0259674j 0.0190959+0.0891587j -0.0118132-0.0132255j 0.0679538-0.0269821j 0.0115101+0.058547j 0.0375208-0.0439823j 0.0391649-0.0522091j -0.0284948+0.002463j 0.103932+0.0737257j -0.0514414+0.0112416j -0.0339577+0.0575391j -0.0501604+0.0761013j -0.0637633+0.00347252j 0.0185173+0.00776532j -0.0844452-0.0557146j -0.114803+0.0936065j 0.0216326+0.0570711j 0.133559-0.0749148j -0.114949-0.0221652j -0.0598179-0.0474599j 0.0355487+0.0919808j -0.0503651-0.0240118j -0.0670573-0.0664851j -0.0394564+0.000112609j -0.0389507+0.0129819j -0.0808823+0.0347094j 0.0322286-0.0717376j -0.204303+0.146933j -0.0398254+0.00641373j -0.200459+0.0235262j 0.0556579-0.0119103j 0.0707246+0.0539644j -0.00824189-0.0144152j 0.0857515-0.109184j -0.0952656+0.149004j -0.0613126+0.0258659j -0.0850738+0.010182j -0.0737961+0.0370325j -0.017436+0.0355547j -0.0780153+0.0943011j 0.0573035-0.194303j -0.0610443+0.012155j 0.0763565-0.0452782j 0.0367994+0.0596534j -0.0434693+0.0875497j -0.0310504-0.0145804j 0.0507971-0.01724j 0.0204169-0.0397889j 0.0260509-0.0369764j 0.0177459-0.0669308j -0.0212749-0.0273226j 0.0280457-0.078258j -0.0242009+0.0494322j -0.0184024-0.00035538j 0.0248057+0.0674609j 0.0266079-0.0258032j -0.000467108-0.0019716j 0.0343177+0.0273976j -0.0307287-0.00743573j -0.0276894+0.0268617j 0.018454-0.0858952j 0.0509651-0.0324835j -0.0438651-0.0403777j 0.0108756+0.0713028j -0.0156318+0.0301428j -0.0192212+0.00806381j -0.0860203+0.0239143j -0.00500982+0.0198076j -0.0482159-0.0164127j -0.0588623+0.0549139j 0.0925642+0.0885501j -0.00824274-0.0824684j 0.0327198+0.010204j 0.0141869+0.0685343j 0.0172935-0.0208515j 
-0.0135555+0.00711149j -0.00865321-0.0233849j 0.0085893+0.00406469j -0.00166887+0.016235j -0.0145272+0.00301586j -0.00994548-0.0304357j 0.0720127+0.00564085j -0.0301538+0.0724705j 0.0155988-0.0237437j -0.00502602-0.0425974j -0.0250969+0.0551821j 0.0363957+0.0183005j -0.0145107+0.0363563j -0.0256161+0.0426162j 0.0353767-0.0163858j -0.0193633+0.0132854j -0.0343088+0.0259674j 0.14403-2.81719e-15j 0.0261729+0.0265576j -0.0511603-0.041341j 0.00761388-0.0270223j -0.020418-0.00519385j -0.0163004-0.0613376j 0.107364-0.128943j 0.0450132+0.0443889j 0.028206-0.00803824j -0.0346997-0.140963j -0.0614708-0.0285149j 0.0462017+0.00426381j -0.0391945+0.0132118j -0.0654701+0.0176172j 0.020185+0.0310513j -0.0125641-0.0894079j -0.00336546-0.063165j 0.0661455+0.0754845j 0.0967264+0.0284605j 0.0380033-0.00504577j 0.0224955+0.00489862j 0.126673-0.124406j 0.0286256+0.0960617j -0.0737712-0.0070853j 0.0169837-0.130711j -0.0172604-0.0542729j 0.0712681-0.0122598j -0.00569257-0.120248j -0.0390525+0.018596j -0.00328635-0.249344j -0.0342875+0.0057084j 0.0471545+0.133396j 0.00455435+0.00106778j -0.0295837-0.0588155j -0.0302692+0.0512291j 0.00934695-0.105967j -0.0734058-0.0335145j 0.0115392+0.0480163j -0.027619+0.0416638j -0.027924+0.0278485j 0.0357062-0.0190439j 0.0482392+0.0572071j 0.0205572-0.00263515j 0.0597822+0.0427506j -0.00104146+0.00493177j 0.0252488+0.0663984j -0.00991793-0.0324337j 0.0304445-0.0103197j -0.0456819-0.0656778j -0.0429641+0.0172862j -0.0644929+0.0382025j -0.0343609-0.0387665j 0.0319839-0.0449386j 0.0152576-0.0192918j -0.0336595+0.00434643j -0.0680684-0.0308049j -0.0189788+0.0233678j -0.0272989-0.00137278j -0.0260117-0.0146311j -0.0528579-0.0288952j -0.0225928+0.0345218j 0.0456325-0.0247329j 0.0580744+0.00484483j 0.000673473-0.00283193j -0.109802+0.0781282j -0.050606-0.0535773j 0.0541922-0.053478j -0.0296372+0.0231327j -0.0141353-0.0479286j -0.0479363-0.0241754j -0.02625+0.135667j 0.0375547-0.0258106j -0.0604879-0.0143574j 0.0354574-0.00556798j 0.0275254-0.073226j 
-0.00844015+0.0348272j -0.0353021-0.0144724j -0.024742-0.00132338j -0.0177221-0.0431614j -0.00225343-0.0131793j 0.0434406-0.0839607j 0.00233638-0.0241752j -0.00721896+0.00614678j 0.0249829+0.0347609j -0.00698569+0.0304955j 0.0105399-0.0177961j -0.00371564+0.0258742j 0.0355225-0.00202339j -0.0214911+0.00184626j -0.0917078-0.00531837j -0.0178979-0.0288373j 0.0190959-0.0891587j 0.0261729-0.0265576j -0.0165256+2.77556e-17j -0.00675648+0.0174513j -0.0478304-0.0199741j -0.044519+0.0315207j -0.0162154-0.0813065j 0.0533297-0.0133631j -0.0512801+0.0574819j -0.0708083+0.0204973j 0.00120171+0.124113j 0.102731+0.0457825j -0.00172068-0.096416j -0.069409-0.0605247j -0.137575-0.00302338j 0.0762784+0.0231823j -0.0689735+0.063318j -0.0398436-0.0173502j -0.0530879+0.0625138j 0.0240727-0.04855j -0.014091-0.0961953j 0.0631852-0.162115j -0.0233514-0.19525j -0.0504112+0.10189j 0.101025+0.134093j 0.0355945+0.0776093j 0.0263261+0.236696j -0.10765+0.0524879j 0.110896-0.0397529j 0.07012-0.087149j 0.0438758+0.0753039j -0.042285-0.126344j 0.0447193-0.0255556j 0.0942802+0.0371387j 0.0571242+0.102296j 0.0842798-0.0372921j 0.0572097+0.0161668j -0.0601366-0.00915719j 0.0354095+0.0620599j -0.0811344+0.00841251j 0.037018+0.0490347j -0.0322606+0.060985j -0.0369165+0.0464691j -0.0355039+0.0352861j -0.0363828-0.0699751j 0.0126819+0.0662373j -0.00445715-0.00764289j -0.012833+0.0341569j -0.0272093+0.0227368j -0.0428047-0.0301536j -0.0163297+0.0189504j 0.0258155-0.00784212j -0.0547398+0.0499729j 0.0560803-0.0829569j -0.00635451-0.0277721j -0.0164739+0.0697831j -0.0279299+0.0670366j 0.0703448+0.07295j 0.0479301-0.126875j 0.0468202+0.0797044j 0.0511362-0.0208813j -0.00452596+0.0663642j -0.0181221+0.0368186j 0.0373141-0.00396613j -0.0548259+0.00111932j 0.024428+0.0169548j -0.0848467+0.0827158j 0.0750603+0.0275985j -0.0569354-0.0191123j -0.0659885+0.105422j 0.0928484+0.0562082j 0.0309293+0.0219882j 0.0539784+0.0126053j -0.0294687-0.0172718j 0.0451891-0.0712747j -0.0591313-0.0399817j 
-0.026858+0.00649465j -0.004737+0.0148651j -0.0112858+0.00985438j -0.00575772-0.0112347j -0.0100627+0.0212987j 0.0255932-0.000997364j -0.0232243-0.0371458j 0.0127317-0.0246187j -0.0353602+0.0694753j 0.032829+0.0101279j -0.0472277-0.0594232j 0.0409847-0.0267132j 0.0271431-0.00483151j -0.0157496-0.0114955j 0.0484975+0.0276521j -0.0611546-0.0465089j -0.0118132+0.0132255j -0.0511603+0.041341j -0.00675648-0.0174513j -0.00426622-4.85723e-16j 0.044671-0.0189273j -0.066414-0.0352311j 0.0176718+0.0801421j -0.000492656+0.0101268j 0.0612514+0.0492015j 0.0625334+0.0273946j -0.0480509+0.0323483j -0.028875+0.0669974j 0.0700351+0.0272585j -0.041734+0.0436467j -0.0271028+0.130055j 0.102073+0.019395j -0.0555001+0.0772381j -0.0928251-0.154826j -0.0665571-0.0522235j 0.0278437-0.0246527j -0.00118506+0.0726028j 0.0843893-0.0712254j 0.0231892-0.199077j 0.107169+0.240367j -0.108625-0.026055j 0.00078405-0.0424015j -0.0888059-0.0509454j -0.0383965-0.0792829j 0.0377833-0.0780062j 0.0962483-0.0365846j -0.0014018-0.0676527j -0.0213472-0.0537667j -0.0276058+0.0877337j -0.029537-0.0249809j -0.0605448-0.0176064j 0.180308-0.0693662j -0.0488974-0.00600973j 0.0858698-0.0205408j -0.0130628+0.0653784j 0.0215909+0.0233128j 0.0301044+0.00158198j -0.0310933+0.0191261j 0.0469414-0.0178263j -0.0671678+0.0543476j 0.107468+0.0591603j -0.00439911-0.0191837j 0.0188322+0.0359561j 0.00396157+0.0335886j -0.0500677-0.0266508j -0.0129276+0.0187896j -0.00298213-0.00916321j 0.0416279-0.0210062j -0.000341217+0.130314j -0.0139816+0.0389157j 0.0408604+0.0418526j 0.0370371-0.0345704j 0.0534871+0.0357377j 0.0175742-0.0491698j 0.03092-0.039247j 0.00453319-0.0180711j 0.00392515+0.026739j 0.00644499+0.0135237j -0.0270138+0.0355701j -0.114119+0.0245414j 0.0202878+0.0744031j 0.0558093-0.083916j -0.0257697-0.0063251j -0.114098+0.117522j -0.0101118+0.0764293j -0.0617232-0.0376678j -0.0641615+0.0192935j 0.0640178+0.0106758j 0.0230942-0.0310312j 0.0494208-0.0416179j -0.00375867+0.0238784j -0.00771058+0.0487351j 
-0.00404833-0.00975337j -0.000441259-0.0210463j 0.031802+0.0231947j 0.00619686-0.00378593j -0.025721+0.0262235j -0.0260575+0.0436156j -0.0139457+0.0515786j 0.081804-0.0105765j 0.0518906+0.0365795j -0.00214096-0.018273j 0.0233896+0.0466259j -0.0671657+0.0162128j 0.0213783+0.0422713j 0.0587099+0.014995j 0.0233682+0.0490467j 0.0307146+0.00365915j 0.0679538+0.0269821j 0.00761388+0.0270223j -0.0478304+0.0199741j 0.044671+0.0189273j -0.0612168+1.36002e-15j -0.065931-0.0081799j 0.0203658+0.048265j 0.0473402-0.0302823j 0.0410764-0.0318395j -0.029461+0.068295j 0.063211+0.0774898j -0.0190936+0.0427679j 0.0431931+0.120391j -0.190103-0.0237085j -0.0544318+0.155053j 0.131849+0.0889029j -0.0457167+0.0138809j 0.00642872-0.177419j -0.0413894+0.131067j -0.0365281+0.0481583j -0.0139757-0.0294039j -0.119261-0.13329j 0.0492419-0.19814j -0.199317+0.0984463j 0.130625-0.031399j -0.0137785-0.0743038j 0.0217894-0.161838j 0.0636467-0.0276601j -0.0665132-0.0114713j -0.0474231+0.0201123j 0.0150076-0.0223755j -0.0359627+0.0585838j -0.0393408-0.0424961j -0.0862383-0.062432j 0.0702634-0.0735963j -0.0896373+0.0622144j -0.0038353+0.0171237j 0.0248722+0.0153367j -0.051309-0.1065j 0.0221629+0.0394934j -0.00866121+0.0376915j 0.002494-0.012806j -0.00311487-0.015919j 0.0237657+0.00922725j -0.0817285-0.0330684j 0.0374347-0.0025552j 0.0378325+0.0493607j -0.0355414+0.0811689j 0.0211969-0.0327472j 0.0215526+0.0721174j 0.0714875-0.067033j 0.0608613+0.108784j -0.0208848+0.0233261j 0.0290481+0.0359445j 0.0168179-0.0310813j -0.00302147-0.0399322j 0.0605299+0.0182454j -0.0579365+0.0268745j -0.0174989+0.0032075j 0.0245092+0.0444146j 0.00104818-0.0143957j -0.0190069+0.0705365j -0.00499535+0.0607728j -0.0192368-0.0246397j -0.031624+0.0175914j 0.0653032-0.0215035j 0.0671889+0.0598033j -0.00442334-0.0308907j -0.0111126-0.0123938j 0.0503687+0.0458715j 0.0443185-0.0695142j -0.06276-0.0624972j 0.0107235-0.0102837j -0.00295863+0.0156423j -0.00948762+0.037052j 0.0167359-0.0012858j 
