0.0693611-0.159221j 0.188689-0.16883j 0.437684+0.0794393j -0.0478034-0.344632j -0.119174+0.0983837j -0.717476-0.189368j 0.130477+0.189548j -0.0744165+0.607245j -0.490061-0.496174j -0.0337661-0.28551j -0.320343-0.519868j 0.754874-0.37206j 0.706569-0.277262j 0.146295-0.515346j -0.19992-0.210688j -0.761288-1.16777j -0.719358-0.111397j 0.854117+0.189177j -0.424299+0.482615j 0.381533-0.211802j -0.111132+1.18298j -0.0497298-0.260691j 0.404323+1.10229j -0.0388346-0.492187j 0.466491-1.60061j -1.34536-1.02659j 1.52882+0.339386j -2.12505+1.34037j -0.406689+0.142325j -1.5068-1.5214j 0.0699933-0.33464j -0.12719-0.587098j -0.220227+0.219222j 0.0923137+0.67211j -0.164174-0.590617j 0.0877764+0.864744j -0.0573374+0.0571985j 0.940525-0.0272841j -0.536129+0.88951j -0.0508043-0.165325j 1.12692-0.0440455j 0.694258+1.28724j 0.486484+1.21987j 0.399752+0.136096j 0.840181-1.46066j 0.417119-0.725309j 0.566483-0.453433j 0.893762-1.19297j -0.0606408+0.734774j -1.24015-1.55819j -0.209568-0.346237j 1.67341-0.860828j -0.641864-0.476149j 0.925622-0.66559j 0.331065-1.45374j 0.692459-0.745937j -0.236942+1.00189j 0.514397-0.0715348j 0.0184827-1.04541j -0.221599+0.564955j 1.85083+0.348583j -0.610079+0.948778j 0.977253+2.17183j -0.804076-0.514549j 0.924262+0.450198j 0.780988-0.628639j -1.37478+1.04274j -0.0698961-2.80152j 2.71173-0.674295j 
-0.247659+0.452482j 0.185933+0.0205987j 0.180415-0.134917j 0.431559+0.276738j -0.20391+0.428688j -0.0777518-0.0654327j -0.833852-0.647798j -0.285447+1.486j -1.38351-0.0655071j 0.484904+3.20936j -0.132878-0.470023j -0.219992-0.998695j 0.443269+1.75238j -0.526959+0.796683j -1.90747-1.60498j 0.610317-0.647689j -1.1856+1.85142j -1.73898+0.479455j -0.142766+0.692132j -0.200782-2.17771j -0.00748114-1.52941j 0.452057+1.06362j -1.19723+0.243863j -0.233094-0.0930418j 0.492135-0.857708j -0.272447+0.954924j -0.681766-0.178863j -0.464899+0.428568j -0.0979559+0.20016j 0.350514-0.0227192j -0.0539929-0.00603437j 0.0781037+0.052792j 0.198853+0.132486j -0.0515267-0.147135j -0.449476-0.241831j 0.104373+0.148151j -0.142605-0.089896j 0.325259+0.301355j -0.0890197-0.22113j 0.256391+0.178618j 0.0960155-0.255451j -0.275211-0.529576j -0.205746-0.419j -0.175654-0.297743j 0.0834743-0.48794j 0.0205682-0.0885522j -0.240991-0.626464j -0.194973-0.212784j 0.258252+0.86351j 0.0134787-0.62513j 0.0544027+0.384663j -0.196413+0.469054j -0.0506532+0.328193j 0.0757363-0.622746j -0.00948097+0.35181j -0.205346+0.10957j 0.343765-0.807885j 0.0736156-0.00821739j 0.237509-0.52883j 0.132497+0.0474054j 0.292468-0.369538j 0.0478322-0.149078j 0.234908-0.113541j -0.261821+0.177919j 0.229621+0.0686209j 0.185169+0.0200312j -0.118088+0.0423378j -0.132154+0.0707841j 0.0802993+0.064903j 
0.437572-0.260405j 0.0386484-0.125852j 0.0845984-0.454846j 0.0692807+0.192681j 1.23492-0.584099j 0.109617-0.0704146j -0.0646981-0.556681j -0.112416-0.0835934j -0.971008-0.40512j -0.801503-0.853782j -0.929039+0.0482003j -0.949921-0.219945j 1.00892-1.11691j -0.847056-0.460275j 0.318862-1.35463j -0.117652-1.0456j 0.665813-0.923349j 1.07578-0.0476456j 1.07016+0.0449885j -0.164013-0.546009j -0.567388+0.0493591j 0.721642+0.557661j -0.780268-1.72571j 0.643164-0.169249j 0.124401-0.0782743j -1.38707-0.619317j -0.051579-0.0741267j 1.02311+0.443222j 0.166276+0.387935j -0.387306-0.202698j -0.308495-0.80392j -0.352407-0.145672j -0.596204-1.15171j 0.225039-0.370092j 1.05246+1.40132j 0.189292-0.377054j 0.364938+0.406936j -1.64154-1.56985j 0.575018+1.46119j -2.27097-2.3805j 0.385125-0.764914j 3.18879+5.36523j 1.10374+1.82208j 0.714786+3.23623j 1.04279+0.797265j 0.389523+0.00627033j 1.62256+1.70088j 1.09738+2.33237j -3.00723-3.96848j 2.29432+2.11615j -1.71662-2.99225j 0.599738-1.85889j -0.0325643-1.517j 0.993298-0.561754j -1.41822-2.45834j -1.15195-1.66369j 3.37085+3.72175j 0.56237+0.0816606j 0.574851+2.8239j 0.258176+0.822324j 0.476077+1.48077j 0.707566+1.04073j -0.271043-0.299542j 0.797953-2.531j 1.02411+1.3021j 0.774872+0.992837j -0.0438843+0.185414j -0.71962-0.470388j 0.553402+0.301109j 
0.104357+0.237423j 0.216782-0.260164j -0.281481-0.524345j -0.897377+0.353408j -0.0406613+0.120666j -0.166339-0.382306j -0.0635802+0.872036j -1.11039-0.379785j 1.85334+0.275694j -0.169473+0.271853j -0.281567-0.0219498j 0.204059-0.920363j 1.07837-0.834999j -0.732501+0.555338j -1.21122-1.34427j 0.626452-0.586767j 1.23819+0.404336j -0.450738-0.0305299j 0.0650907+0.41382j -1.14724+0.58195j 1.63537+0.904874j -0.281534+0.567608j 0.371887+0.146402j 0.588114+0.217337j 0.205776-0.13722j -0.387109-0.518488j -0.144238+0.10753j 0.164819+0.137616j -0.163614+0.544689j 0.0651871-0.250843j -1.03329-0.0119097j -0.154961+0.310458j 0.759482+0.020603j -0.739081-0.306683j 0.518635-0.243414j -0.404064+1.16976j 0.482339-0.395239j 0.0126391+1.31575j -1.18814-0.3106j -1.30875+1.28264j 1.42882-0.983479j 1.61463-1.70637j 0.743026-2.60771j 2.62207-1.88575j 0.991238-0.48163j 0.667184+0.457279j 0.233143+0.422213j 0.650257+0.00197535j -2.02988+3.44694j 2.47304-1.84118j -2.31961+1.40979j -0.84123+1.1726j 0.517031-0.572266j 1.39592-1.50726j -3.11766+1.40946j -0.46681+0.436552j 2.43344-2.21491j -0.0571419+0.127124j 2.27314-3.72162j 1.62431+0.0682224j 1.22807-1.3849j 0.327288-1.08599j 0.487056-0.692582j -0.515596-0.392477j 0.723392+0.0242502j 0.409906-0.723566j -0.0360889-0.100614j -0.525313+0.122648j 0.396732+0.181863j 
-0.120915-0.241081j 0.0143076+0.807533j -0.21975-0.122148j -1.40321+0.0403873j 0.178486-0.223996j -0.290473+1.41631j 0.292171-0.297497j 0.733935+1.11046j 0.681581-0.0530177j -0.443069+0.498802j -0.875671-0.221543j -0.46582-0.247994j -0.557685-0.100194j -0.339211-0.72529j 0.398121+0.616744j -0.770474+0.921666j 0.463892+0.727108j -1.04992-0.397169j 1.09991+0.533154j -0.178815-0.663459j 0.0334488-0.708657j 0.532292-0.190556j -0.726424+1.01896j 0.138757-0.0483835j -0.835723-1.12281j -0.558239-0.614402j 1.43247-1.49029j -0.29503+0.861779j 0.302199+0.477817j 0.0720786+0.472536j 0.887713-0.276203j -0.0167273+0.318312j 0.0559918+0.831085j -0.143888-0.0985343j -1.35042-1.105j 1.48464+0.704446j -0.408702-0.913921j 1.87747+0.699516j -0.591943-1.20596j 2.10447+1.80584j 0.88718-1.12574j -0.978148-2.56893j 0.590562-0.0880343j -0.896756-1.00943j -1.32041-2.48021j -0.98585+0.399992j -0.551581-1.38331j -1.16256-1.35011j 1.95972+3.48993j -1.88287-1.21774j 1.02268+0.551655j 0.0317038+1.17748j -0.296999+0.785343j -0.829197-1.2259j -0.0856542+1.49425j 0.0271555-0.935069j -1.40398-2.20223j -1.10195-0.0391853j -0.285337-0.721031j 0.391615-1.12257j -1.14751-2.19816j -0.643765-1.52254j -0.850242+1.94326j -0.0190748+0.869683j 0.999768+0.452149j -0.199877-0.380007j -1.13767+0.882051j 0.790022-0.222609j 0.112676-0.0506706j 
-0.274861+0.0924622j 0.210612+0.477038j 0.263703-0.269418j -0.160759-0.509664j -0.241421+0.30423j 0.604654-0.353235j -0.181031-1.78758j -0.453513+0.418845j 0.952508-0.480986j 1.34991+0.763213j -0.395248+0.327258j 1.2377-0.854592j 0.54339-2.27074j -0.206655+2.31049j -0.432756+1.03622j -0.113288+1.43507j -0.526024-2.481j -1.29798-0.892343j -0.0945984-0.164709j 1.67659+0.499373j -0.333977+0.484083j -0.344918+0.0621613j -0.73757+1.05788j 0.347117+1.37569j 0.107902+0.208155j -0.134222+0.479537j -0.336933-0.313042j -0.276072+0.506567j -0.0363605+0.124859j 0.267556+0.0578266j -0.00491307-0.0670849j 0.0366468+0.0300606j 0.21957+0.194749j -0.0901909-0.14255j -0.293158-0.453365j 0.0954965-0.0752714j -0.0506749-0.225918j 0.436569+0.248812j -0.290971-0.13367j 0.26814+0.188092j 0.143221-0.111509j -0.40665-0.752007j -0.0412768-0.150755j -0.0737721-0.5379j -0.0423624-0.225799j -0.159657+0.145321j -0.19381-0.118668j -0.16599-0.21781j 0.242076+0.700399j -0.0868484-0.376478j 0.0808097+0.312415j 0.1464+0.400991j -0.114025+0.28029j 0.102999-0.375182j -0.12118+0.331702j -0.140887+0.0847472j 0.0543402-0.446515j 0.00208079+0.0696807j 0.192298-0.392849j -0.0277031-0.202708j 0.109649-0.415233j 0.0546578-0.133762j 0.197505+0.0336982j -0.235703+0.170302j 0.10501+0.0295228j 0.105541-0.0481871j -0.125038+0.00217395j -0.0317389+0.0372765j 0.0481157+0.0377147j 
0.718363-0.541677j -0.364591+0.241318j 0.094697-0.244667j 0.498173-1.10163j 1.80396-1.2441j 0.934917-1.25002j 0.241705-0.936893j -0.222394-0.967091j 2.01034-0.134796j 0.938841+1.14174j 0.303927-1.12397j 0.315285-0.297566j -0.956409+0.0860812j -0.328985-1.23018j 0.557162+0.256719j 0.432698-0.690371j 0.807303+0.19634j 0.160755-0.372203j 0.51499+0.628893j 1.91752-0.882634j 0.491876+1.68174j -0.0656134+0.606567j -0.350587-0.297827j 0.992206+1.54187j -1.83612-0.673636j 0.0159112+0.747452j -0.111514+0.12049j 0.514939+0.331046j 0.151535-0.132237j -0.525905-0.322162j 0.0586722-0.00800766j 0.0386886+0.147906j -0.713268+0.322629j -0.245628+0.0275361j 0.312226-0.382965j -0.155713-0.347477j 0.208383-0.254938j -0.185408+0.155j -0.262213-0.156445j -0.0550752-0.124163j 0.0225555+0.129326j 0.216699+0.0812315j 0.121566+0.411154j -0.179762+0.15591j -0.161845+0.0653338j 0.0616446-0.0590931j -0.268136-0.234616j 0.323409-0.0764172j -0.0830471-0.00850845j -0.0744035+0.147544j 0.0298849-0.0533533j 0.206864-0.23664j -0.137475-0.0563301j -0.180357+0.0444057j 0.428914-0.0966965j 0.364411-0.0200267j -0.644546-0.214646j -0.24349-0.190222j -0.304454+0.0161455j -0.475487-0.240421j -0.483173+0.0594429j -0.0350093-0.0640065j -0.168989-0.00583232j 0.334966-0.19824j -0.421401+0.0246598j -0.138804+0.247788j 0.066671+0.0875442j 0.165058+0.0253163j -0.0768108-0.168758j 
0.18358-0.481596j -0.723489-0.336982j 0.820398+0.722527j -0.198587-0.461353j -0.604201+0.678483j 0.0830104-0.962639j 0.303829+0.524654j -0.500789-0.430565j -0.0535301-0.823007j -0.0647167+0.602448j -0.526439+0.403908j -0.987692+0.135632j -0.501565-1.01262j -1.01105-0.985545j 0.391813-1.45975j 0.490262+0.585563j -0.865449-0.447053j -0.388043-0.196884j 0.360489-0.367217j 0.00159812+0.456249j -0.31851-0.460093j -0.364968+1.08098j -0.825949-0.887881j 0.584253+0.582247j -0.451496-0.0634537j 0.915174-0.33494j 0.0159223-0.100319j -0.297754-0.521293j 0.272689-0.300155j -0.245369-0.0181089j 1.3797+0.127353j -1.26855-1.09154j 0.621294-0.491081j 0.271394-0.194943j 0.141941+2.06153j 0.751423+2.0534j -0.842158+1.86475j 1.83261-2.18189j -0.367651+1.95359j 1.39678-0.982692j -1.45361+0.144329j -3.16578+3.07246j -1.2294+0.0317155j -1.63984+2.04958j -1.85277+0.709091j 1.01676+0.586436j -0.25074+1.69022j -1.68463+1.34803j 3.14588-3.85278j -3.24808+1.49079j 1.21546-2.4192j 0.641633-1.68064j 1.9664-0.903728j -1.63043+2.24275j 1.55978-1.43441j -0.0860452+0.504468j -2.4407+3.70257j 0.31243+0.473198j -2.57987+2.26649j -0.00789427+1.15094j -2.38446+1.07332j -0.757212+0.97815j -1.07591+0.39264j 1.77981-1.40089j -0.176884+0.0125015j 0.0352481+1.28012j 0.0956525-0.0531945j 1.18147-0.364254j -0.10739+0.0483507j 
-0.454352+0.0362175j 0.231735+0.119852j 0.0792863+0.0669909j 0.165864+0.371808j -0.243053+0.0081491j -0.130694+0.348136j 0.432939-0.928105j -0.592696+0.327021j -0.164354-1.11079j -2.16416+0.543188j 0.325625-0.0966083j 1.00994-0.189834j -0.84839+0.574049j -0.0911762+0.268086j 0.860252-0.623715j 0.440513+0.615701j -0.887713-0.363814j -0.700077-1.17823j -0.336633-0.218996j 1.9535-0.0430356j 1.14708+0.0909363j -0.940569+0.0813273j -0.132533-0.602366j -0.129409-0.461994j 0.969833+0.408258j -0.939972-0.209961j 0.139796-0.443078j -0.452638-0.179774j -0.0186388-0.10594j 0.146779+0.310637j -0.0260317+0.134239j 0.234665-0.0513405j 0.0977983+0.874649j -0.169467-0.350082j -0.767226-0.460861j 0.448791+0.287891j 0.163176-1.23796j 0.525181+1.451j -1.44191-0.831833j 1.88686+4.35746j 0.261482+0.141154j -0.610154-3.12942j 0.056474-1.54833j -2.39885-2.44893j -0.875076-0.970328j 1.07713+0.867815j -0.67771-1.53329j -1.06189-1.75809j 0.618646+4.6344j -0.919296-2.14551j -0.228625+1.17032j -0.75028-0.0455226j 0.0171771-0.227672j 0.413328-0.157225j 1.69341+2.2889j 0.281527+2.41253j -0.426334-3.25334j -1.17636-0.705344j 0.0272594-1.7497j 1.09094-0.175111j 0.991839-1.28843j -0.333909-0.641318j -0.0893062-0.908821j 0.109078+0.833775j 0.56683-0.0475813j 0.643442-0.43116j 0.111214+0.242303j 0.528182+0.200984j -0.184107-0.290929j 
-0.0328888+0.0645744j 0.481921-0.722291j 0.266702+0.2303j 1.09645-0.457616j -0.149046+0.484376j -0.986195+0.577711j 0.0202782-0.386493j -0.312284+0.629203j 0.720651-0.793272j 0.377403-0.244022j -1.42247+0.626091j 0.186311+0.242859j 0.877711+0.319971j -0.591384+0.785736j 0.147273+1.31212j -0.904625+0.549783j 1.23417+0.327322j -0.683524+0.797833j 1.0351-0.289548j 0.555593-0.64484j -0.422349+0.195764j 0.261583+0.394503j -0.179384-0.382331j 0.088496-0.171639j 0.785955+0.0685831j 0.50062+0.0145808j 0.148337+0.437706j 0.0548106-0.244698j -0.787696+0.441501j 0.187095-0.180995j -0.490179+0.541858j -0.415863-0.642709j -1.10449+0.159113j 1.86234-1.30555j 0.275005-2.59247j 0.396823+1.10926j 0.454149-0.195886j 0.0863534+0.0615369j 0.286685-0.266095j -0.697551+1.61657j 0.126106-0.132947j 2.50933-1.64593j 1.48351-2.20644j 2.50759-1.85425j 1.13631+1.16797j -0.164545-0.134937j -0.422293-0.882605j 1.30939-2.38972j -2.2344+1.55948j 1.53346-1.29569j -0.585701+1.41571j -1.13494+1.04121j -0.477616+1.00211j 0.783934+0.255541j -0.493212+1.55085j -0.680291+0.306467j 2.67231-3.80214j 1.13722+1.2578j 1.29149-1.47271j -0.125673-0.715842j 0.622844-1.10235j 0.366175-0.0381953j -0.717964+0.602264j -0.364473+0.61463j 0.143935+0.519409j 0.114019-0.830305j -0.471905-0.0461377j 0.0412711+0.481195j 0.188446+0.523512j 
-0.592247+0.130692j 0.449869+0.296643j 0.432319-0.322839j -0.657841-1.22168j -0.962932-0.492359j 0.389888+0.31736j -1.26728+0.0200046j 0.518911-1.23123j -0.493637+2.62581j -0.460462+0.0183453j -0.546188-0.192389j 1.68943+0.598724j 1.41953+1.17436j -0.469491-0.416326j 1.5143-1.37601j 0.266009+1.2427j -0.516519+1.25244j -0.0152686-1.1148j -0.360624-0.0324145j -1.03788-1.52183j -1.08827+2.32393j -0.786957-0.934056j -0.804582+0.645522j -0.66499+0.305936j 0.595691+0.340484j 0.579469-0.37847j -0.00518064-0.16059j -0.210344-0.129512j -0.191937+0.169242j 0.327824+0.352828j -0.192646-0.13196j -0.00956422-0.198272j 0.282675+0.435105j 0.0948311-0.299105j -0.277321-0.185913j -0.102371-0.0463806j -0.0706022-0.0336328j -0.0888347+0.371274j -0.000812639-0.512377j -0.243998+0.350862j 0.264297+0.149314j 0.324021-0.289007j 0.524548-0.34134j 0.411406-0.189755j 0.254305-0.0389569j -0.089507+0.242809j 0.267291-0.0543329j -0.11448-0.153381j -0.661558+0.393497j 0.526505-0.0721694j -0.345332+0.18938j -0.165006+0.0416344j -0.0178014+0.179435j 0.499897-0.0388828j -0.484085+0.0751378j -0.292541+0.0759864j 0.990584-0.338152j 0.0781232+0.206404j 0.981031-0.428406j 0.343653+0.219166j 0.684207-0.247133j 0.280295-0.0990956j 0.317143+0.0684929j -0.300563+0.199579j 0.339232+0.14333j 0.401299-0.133502j -0.0690025-0.0512379j -0.10839+0.00272642j 0.0697578+0.16646j 
-0.24177-0.183276j -0.166725+0.311381j 0.153289+0.12079j 0.410588-0.0891855j -0.345661-0.262197j 0.200599+0.571648j 1.3279-0.389353j -0.0956806-0.0785013j 0.416382+0.526558j -0.319195+0.983387j -0.346605-0.306399j 0.987996+0.925921j 1.79523+0.63506j -1.38937+0.326322j -0.919037-0.0767823j -0.900739+0.0661795j 2.15977-0.0886839j 0.455146-1.02799j 0.218635-0.152736j -0.0877688+1.21263j -0.0479688+0.0105071j -0.305549-0.445392j -0.765507-0.295905j -0.978671-0.0285032j -0.0680904+0.327009j -0.492946-0.139101j 0.245872-0.282925j -0.447961-0.135066j 0.116125+0.0518149j 0.0233342+0.284243j 0.221031+0.398106j 0.264672-0.0636301j -0.0115625+0.638331j -0.0694199+0.32761j -1.37246-0.0572231j 0.6624+0.340625j 0.18969+0.0825101j 0.302134+1.34958j -0.60744-1.41123j 2.01338+2.83402j -0.624558+0.0268167j -1.46947-1.46194j -1.0011-0.990625j 0.394228+0.0236586j -0.590968-2.27687j 0.170904-1.50804j -2.95128-2.70618j -0.752963-1.28448j 0.558443+1.60015j -0.98428-1.21678j 0.28395+0.732756j 0.296217+3.07898j 1.74486+1.01127j -1.91184-1.06888j 0.38292-0.414155j 0.399651+1.47276j -0.387311-2.05352j -0.365166-0.872731j -1.04425-2.15105j -0.137288-0.337818j -0.791222-0.776713j -0.0443296-0.0375469j -0.230023-0.270689j -0.494791+1.30198j 0.530225-0.0694339j -0.0763753-0.185235j -0.105338+0.201702j 0.545731+0.240405j -0.11789-0.243427j 
0.723808+0.390771j -0.4449-0.378855j 0.14535-0.0418961j 0.81291+0.120871j 1.15208+1.21276j 1.16575+0.539j 0.600344-0.046274j 0.412994-0.808887j 0.33221+1.76779j -0.660269+0.624288j 0.739279+0.182957j -0.220382+0.128613j -0.495128-1.1061j 0.359656-0.770334j -0.144111+0.175399j 0.234402+0.0852529j -0.461152+0.357142j 0.40751+0.346088j -0.499417+0.112945j 0.185008+1.58436j -1.54558+0.0973991j -0.0894258-0.0884639j -0.0129318-0.373787j -1.11503+0.988871j 0.265231-1.55945j -0.599688+0.202257j -0.067323-0.118761j 0.0306573+0.460426j -0.784796+0.428712j 0.212837-0.629805j -0.113723-0.23935j -0.0418711+0.119729j 0.338177-1.13601j 1.27186+0.711826j 0.718158+2.39738j -0.496252-0.240163j 1.2+0.556449j -2.71859-2.87164j 2.55037+1.83524j -2.0941-2.84703j -0.198208-0.260091j 4.05257+3.21721j 1.58705+1.2351j 1.08332+2.35697j 2.51723+2.36997j -0.353573+0.284347j 1.98004+3.02784j 0.65039+2.19237j -2.14324-3.65656j 2.37315+3.3123j -1.36661-1.29862j -1.16853-1.82408j -1.11133-0.741889j 1.32628+2.53556j -2.07466-1.29041j -0.331951-1.77954j 1.43248+4.67739j 0.450716-0.204592j 0.892242+2.24267j 0.326643+2.01523j 1.1432+3.1824j -0.125708+1.52412j -0.238363+0.413924j -1.44662-1.32077j 0.508948+1.56409j 0.741744-0.161049j -0.0284223+0.202102j -0.378711-0.374015j -0.181352+0.606274j 
0.115331-0.0645109j -0.706109-0.0267194j -0.440251+0.310193j 1.5829-0.0817239j -0.422695+0.0632938j 0.479747-0.486893j -0.332537-0.234189j 0.246364-0.401672j 0.22611+0.0622221j 0.356511+0.0878003j -0.184531-0.0170791j 0.0502808-0.009388j 0.0255498+0.314218j -1.31527-0.799814j 0.41961-0.117124j 0.189538+0.337737j 0.657265+0.708966j 0.216409+0.360406j -0.919333-0.716752j 0.76638+0.0456421j 0.48439-0.36253j -0.69275-0.133709j 0.183774-0.0221559j -0.347776-0.320387j -0.0306486-0.136356j -0.156972+0.476642j -0.102009+0.0270993j -0.186378+0.134538j 0.543145-0.23886j -0.201668-0.230874j 1.06471+0.532405j -0.133982-0.0552954j -1.28846-0.928154j 0.497146+0.170828j 1.29206-0.274301j -1.31207-0.249911j 2.32472+0.599739j -0.632828-1.07226j -2.35085+1.49297j 0.697259-3.11834j 0.208638-1.12127j -1.22368+1.89049j -0.424829+0.613586j -1.14397+1.91022j -0.829464+1.90655j -0.276462+1.28464j -0.458316+0.362526j -0.582642+1.30924j 1.51127-2.84797j -0.743414+2.02517j 0.798275-2.82517j -0.179105-1.87154j 0.202221-1.0185j -0.44573+2.05228j -0.232631-1.67957j 0.684652-1.4611j -0.32637+2.20303j 0.725892-1.102j -1.07806+1.5778j -0.546283-0.422427j -0.535311+0.360524j -0.493013+0.591576j -0.19135-0.191566j -0.143351-0.450137j -0.529612+0.150224j -0.460252+0.715986j 0.109909+0.0956775j 0.14048-0.340668j 0.293916-0.326318j 
0.148611-0.13067j -0.342975-0.156898j -0.325518+0.700714j -0.269462+0.230279j -0.708567+0.0310512j 0.60535-0.854576j -0.271036-1.94704j -0.63348+1.42532j 0.301086+1.84239j -0.647905-2.59765j -0.281327-0.172671j -0.578325-0.0566695j -0.012728+0.807284j -0.503444-0.103557j -0.640666+0.0810169j 0.0758385+0.00294085j -0.299877-0.586875j -0.392756+0.379568j -0.0589762+0.0106679j -0.181095-0.00228089j 0.0310537-0.164388j -0.559272-0.0731984j -0.26618-0.204477j 0.0453036+0.0820058j -0.232359-0.213658j 0.027266+0.0979395j -0.0232045-0.178458j -0.0778192-0.0854885j 0.442725-0.139252j -0.127913-0.0948354j 0.710359+0.262729j -0.0258294-0.540752j 0.484711-1.0776j -0.272358+0.247579j 0.342315-0.16831j -0.916635-0.832224j -2.87278-1.45037j 0.337472-2.96124j -1.13591-0.616246j 2.09134-0.203482j -0.614928-0.588239j -0.0723308+3.57914j 0.304367+1.17384j -2.54726-0.439891j 0.224333+1.23284j -0.00023954-0.328927j -2.57775+0.893501j -0.913649+0.748521j 1.06293-3.01473j -0.217151+1.23835j 0.528978-0.788999j 0.102997-1.02602j 0.0259277-1.15026j -0.806506+0.744128j 0.648962-0.897439j 0.117479-0.505404j -1.31503+2.62419j 0.151165+0.217566j -0.813234+1.31276j -0.230033+0.409949j -0.736464+0.232726j -0.312413+0.399j -0.095148+0.019972j 0.42775-0.599053j 0.00563113-0.295593j -0.267274+0.593861j 0.195171+0.0408846j 0.303934-0.168095j 0.0919392-0.121117j 
-0.63459-0.0677457j -1.1914+0.737501j 1.49272-1.60509j -0.57673-0.592829j 1.45076+0.892664j -0.438042+0.800635j 0.877604-0.713782j 0.135641+1.00883j -1.68253+0.153598j 0.546929-0.400591j 1.14614+1.55196j 0.66551+1.33667j -0.838964+0.305403j -0.71259+1.59042j -0.64492-0.598617j 1.51229+0.528452j 0.213899+0.725788j 0.450171+0.687493j -0.852306-1.20999j 0.339589+0.03087j -0.459355+1.04411j 1.16522+0.240638j -1.34195+1.02925j 0.391209-0.702135j 0.238718-0.033865j -0.303701-1.70721j 0.168866-0.0381173j -0.924274+0.342021j -0.0654953+0.0787537j 0.0923725+0.147639j 0.433996-0.140564j -0.429722+0.601027j -0.198048+0.0644929j -0.369919-0.348867j 0.0835257-0.41756j 0.600377-0.533974j 0.0924777-0.275172j -0.108187-0.27552j -0.323388+0.103257j 0.403201-0.283592j -0.110648+0.120414j -0.451934+0.240824j -0.426431+0.0106788j -0.36021-0.293548j -0.279153+0.28551j 0.0688188+0.00721602j -0.364275-0.155868j -0.144163+0.140271j -0.0535664-0.348789j 0.0264063+0.239434j -0.0972081-0.283767j -0.0189995-0.0540144j -0.0857576-0.312067j 0.30015-0.0621301j -0.0190519-0.00976659j 0.278777+0.140882j 0.105793-0.224836j 0.143814-0.364582j 0.185019+0.0776229j -0.0561921-0.36721j 0.223132-0.0459372j 0.168437+0.0300567j 0.465374+0.0941652j -0.382332-0.0255251j 0.0014582-0.348399j 0.134414-0.0287205j 0.146225+0.0637561j -0.164784-0.179273j 0.169881-0.150275j 
-0.478195-0.239851j 0.880775+1.10947j 0.0251204-0.175957j 0.724343+2.00076j -0.288879+0.260806j -1.14287-0.892387j 1.90639-0.0155847j -0.768295-0.213218j 0.214209+0.772904j 1.04759-0.0476636j -0.619829-1.47464j 0.106426+1.32093j -0.86988+1.42929j -1.46458-0.155777j -2.03181+0.0586251j -0.24765-0.499971j -0.786599+2.20389j -0.829011-0.784438j 0.354303+1.19963j 0.961421+1.27071j -0.594639+0.263663j -0.0242547-0.296829j 0.120964+0.315843j 0.375948-0.378699j -0.0756806+1.31161j -0.333921-0.209193j -0.506698+0.168992j -0.152583+0.115362j -0.263326-0.15528j 0.235537+0.42147j -0.251399-0.456552j 0.191281+0.0775507j 0.0903261-0.240794j 0.577325+0.391665j 0.602554-0.0795773j 0.208068-0.11231j 0.226257-0.0407286j -0.0184337+0.187211j 0.266539-0.0628664j -0.525632-0.0671301j 0.238536+0.297487j 0.72368+0.670072j 0.699622+0.358211j 0.751812+0.210165j 0.0774407+0.340843j -0.156375-0.0497687j 0.468087-0.0368539j 0.702788+0.073419j -1.24132-0.216601j 0.764824+0.519813j -0.714259-0.233041j -0.518896-0.219934j -0.595848-0.085554j 0.70428+0.268538j -0.950251-0.0860808j -0.459126-0.250549j 1.79665+0.20289j -0.126001+0.440444j 1.2684+0.372993j 0.282666-0.0248476j 1.02979+0.131651j 0.311762+0.0252886j 0.105468+0.124476j -0.663301+0.0186171j 0.104256+0.184381j 0.540011-0.250962j -0.181732-0.173223j -0.24586-0.108226j -0.0676576+0.181917j 
