0.109308+0.0363802j 0.0358179-0.0910239j -0.0949402-0.0307678j 0.0565234+0.0655821j -0.0368835+0.0228375j -0.0721297+0.0241805j 0.00785436-0.0477738j -0.135076-0.102745j 0.0489088-0.079238j -0.0442623+0.056253j 0.061557-0.0406793j 0.0603295-0.0904957j -0.0917887+0.0565289j -0.0116077-0.0158999j 0.0124383+0.0103464j 0.00552552-0.0603591j -0.026922-0.0368859j 0.0385942+0.0010199j 0.060038-0.0167289j 0.0374723-0.0506892j -0.0235886-0.0325j -0.0462055-0.0218558j 0.0446809-0.0991061j -0.0228512-0.0148104j 0.0423777-0.0229618j 0.014121+0.0616654j -0.00982107+0.0233517j -0.00733452+0.0527859j -0.0145993-0.00658586j 0.00510281-0.00254784j 0.0195927-0.00144316j -0.00152654+0.0289486j -0.0682332+0.00793358j -0.0238481-0.0267742j -0.0582616-0.00288228j 0.0511089+0.0122384j 0.0301241+0.0419586j 0.0279121-0.00428076j -0.0179803-0.0302539j -0.0170548+0.0117244j -0.00257202-0.038411j -0.0121347-0.01276j 0.00445188-0.00805826j 0.0206722-0.0256779j -0.000527189-0.0316848j -0.0270056+0.0114382j 0.0110129+0.0531507j -0.00406527-0.00385528j -0.00957825-0.00115089j -0.0101503-0.0364937j -0.000674486-0.0151707j 0.0252787+0.0184419j 0.0041327+0.053649j 0.00849787-0.0212129j -0.0220737+0.00583238j -0.0130784-0.0103018j -0.0211227-0.00565988j -0.0588973+0.00193369j 0.008162-0.0387091j 0.00353808-0.0157825j -0.00360524+0.0132824j -0.0222364-0.00777098j 0.00561315-0.051569j -0.000420938-0.00483101j -0.0134224+0.00615566j 0.0145108+0.0348895j -0.0236458+0.0552169j 0.0449388+0.00621644j 0.0367168+0.013384j -0.030768-0.0325376j 
-0.0323859+0.0170064j -0.00367545-0.00350883j -0.0111859-0.0315036j -0.00509621+0.0092659j -0.00717622+0.00639584j -0.000923253-0.0304076j -0.0405055-0.0294823j 0.00205003-0.00981667j 0.0114467-0.0130134j -0.00218433+0.00527201j 0.0160446+0.00040283j 0.00422749-0.00875841j -0.0360223-0.0125613j -0.0203209+0.0345109j -0.0176449-0.00437865j -0.00115337-0.00461731j 0.045605-0.0168651j -0.00444999+0.00269052j -0.00820662+0.0247671j -0.000663229+0.0141408j -0.0206587+0.0185222j 0.0122835-0.0250628j -0.0177131-0.0191227j -0.0573045-0.0288681j -0.0432745-0.0292094j 0.00744128+0.037658j 0.0142885-0.0226299j 0.000684349+0.0216468j -0.00957656+0.0109362j 0.00564576-0.0264361j 0.0141725+0.00574066j -0.000924884+0.0104172j 0.000694447-0.0176894j -0.00168983-0.0216807j 0.0419884+0.00298672j 0.00122209-0.00679803j -0.00353395-0.0185093j -0.00244076-0.0282949j -0.00603042-0.00502251j 0.0119587+0.0210745j -0.00410239+0.031987j -0.00460771-0.00264081j -0.0103183+0.00794765j -0.0771455+0.0579768j 0.0027745+0.0260412j 0.0159419-0.0172489j -0.0286285-0.0331124j 0.00504528-0.00195056j -0.0158056+0.00985705j 0.0587046-0.00696308j -0.000321072-0.00130955j 0.022116-0.0276421j -0.00320854-0.00304693j -0.0159907+0.000418421j -0.00783702+0.0313988j 0.0756199+0.0681429j 0.0197556-0.00219808j -0.0372096+0.0131028j -0.0330756+0.000239137j 0.0320939+0.0257984j 0.0278782+0.0366708j 0.0564315-0.0932805j 0.029292+0.0377736j 0.0123849+0.00622314j 0.0188629-0.0152136j -0.00295487-0.038257j 0.00163185+0.00566522j -0.0366628-0.0150591j -0.00333682-0.0648842j -0.016682+0.000805219j 
-0.00622993-0.00319027j -0.0110436-0.00379771j 0.0144592+0.0199882j 0.00688007+0.00284926j 0.00961975+0.015105j -0.00868577+0.015871j -0.0172264+0.00537696j -0.0121596+0.0109352j -0.000256027+0.00633954j 0.000191941-0.00740472j 0.00835233-0.00744731j -0.000688581+0.0218292j -0.0089071-0.00195342j 0.00833611+0.0294246j 0.0197268-0.0331081j -0.0298641-0.00176543j -0.00505978-0.026223j -0.00238412-0.0395089j 0.0207945-0.0425838j 0.00837058-0.00718965j -0.0599147+0.000713463j 0.0299285-0.0106666j 0.0412636-0.00183562j 0.0234537+0.025814j 0.0335384+0.0146445j -0.0576188-0.000361108j -0.0121423+0.00491734j -0.0116361-0.01086j -0.0164296+0.00403456j 0.0161474-0.00732464j 0.0153537+0.000799512j 0.0248919-0.0013499j -0.0256395-0.0317518j 0.0148736-0.00252088j 0.0467105+0.0118313j 0.0116837+0.0144206j 0.00853345-0.00501789j 0.0315313-0.0421924j -0.0166685-0.016197j 0.0118681+0.031847j 0.0190774+0.0144974j -0.00732282-0.00740719j 0.0132727-0.0762907j 0.0163209-0.0329804j -0.0287313-0.0158661j 0.0239329-0.0148041j 0.0324783+0.0372428j 0.00552664-0.0118262j -0.00376306+0.026167j 0.0200398-0.0421131j -0.000748238+0.00663511j 0.000128937+0.0125679j 0.00118939+0.0117294j -0.0114713+0.00750305j 0.0109527-0.042694j 0.0139154-0.0593798j 0.00653108-0.0200996j -0.0255601-0.0226884j -0.0551979-0.0266177j 0.0316903+0.0422589j -0.035748-0.017726j 0.0352442+0.0122683j -0.0151041+0.00709222j 0.0126212+0.00829079j -0.00358053-0.016606j 0.0392495-0.136287j 0.0483768+0.0152204j -0.00252794+0.00462557j -0.0197595-0.0283367j 0.0241315-0.0296138j 
-0.00999027+0.000517127j -0.00535706+0.0108891j -0.0219688-0.0165418j -0.0202565-0.00406556j 0.0222889-0.00543073j 0.0254617-0.00706422j 0.010566+0.00530948j 0.0118258-0.0134212j -0.0129188+0.0140173j -0.00611894-0.00305764j -0.0137153+0.0158085j 0.00188593-0.00871389j 0.0099344-0.00328915j 0.00426155-0.000389024j -0.00183237+0.0125393j 0.0212797-0.0034452j 0.0189685+0.00416362j 0.0204974+0.0476071j -0.0148463+0.0206482j -0.0159584+0.0188935j 0.033956+0.0108253j -0.0102195+0.0278716j -0.01621+0.0168741j -0.0053087-0.0213126j 0.0124048+0.00407259j 0.0502684+0.0228665j 0.00432745+0.0120679j 0.0215835+0.00198582j -0.0197427-0.011408j 0.00766365-0.000462446j -0.00954706-0.0207915j -0.0228802-0.0082179j 0.0531071+0.0202606j 0.0109215-0.00154312j 0.00128499-0.0142109j -0.00606566-0.00579649j -0.0149873-2.23503e-05j -0.0268101-0.0258346j 0.0148527+0.0166324j -0.0301546-0.0596533j -0.00319679-0.0358481j -0.0156261+0.0124682j -0.000821656-9.1434e-05j 0.0372711-0.0307763j -0.019717+0.0109822j -0.00129409-0.0146458j -0.044706-0.0392756j -0.0093936+0.0031419j 0.00798655+0.0121598j -0.0126015-0.0158679j 0.00149267-0.000458203j 0.0364962-0.0159724j -0.0161896-0.00369112j -0.00126971-0.0207704j -0.0141192+0.0224273j 0.00534924+0.0680611j -0.00340779+0.00597542j -0.00700205+0.0243305j 0.0364632+0.0158383j -0.0404019-0.0306453j 0.00617839-0.0265985j -0.0688988-0.0675879j 0.00287366-0.0436961j -0.000390086+0.00681422j 0.00674038-0.0031341j 0.0321575+0.12497j -0.020881+0.0713979j 0.00500986+0.00206163j -0.0208566+0.0102554j -0.0414934+0.0824085j 
0.00192962-0.0208425j -0.016086-0.00681917j 0.0192583-0.0152875j -0.0103887-0.0239316j -0.00804174+0.0165338j -0.0218648+0.00568194j 0.00324592-0.00421859j -0.00443625-0.00839213j 0.0123799+0.00369603j 0.00413749-0.00249112j -0.00820519-0.0107649j 0.0043745+0.0272296j 0.0124174+0.011298j -0.00876844+0.0147056j 0.00131762+0.00222606j 0.00469992+0.0101569j -0.00909422-0.000229125j -0.0271356+0.019242j -0.0035252+0.0119324j -0.0253609+0.0105194j -0.00376476-0.0157277j 0.00583219-0.019068j -0.0117469-0.0248928j -0.000312433+0.00866034j 0.00604518-0.0191138j 0.00721708+0.0022896j -0.00671284+0.00886652j 0.0064293-0.00142247j -0.0294155+0.0384876j -0.0047571-0.0241142j -0.0075894+0.0121408j 0.0188586-0.00326008j 0.0169864-0.0261611j 0.0119711-0.0198451j 0.0322363+0.00247074j 0.00876501-0.0012249j -0.028657+0.00710121j 0.00458064-0.0106091j 0.0327948-0.00485762j -0.00631741+0.0317432j -0.00530683-0.00167245j 0.0095871-0.00628684j -0.00834937+0.0246082j -0.00443163+0.0202147j 0.0261293-0.00335432j -0.00383477-0.02208j -0.0233242+0.0476952j -0.018867+0.015613j 0.0253699-0.00699654j -0.0210872-0.00435273j 0.000514372+0.00299087j 0.00940067-0.0447794j -0.016393+0.0188028j -0.0148986+0.0128574j -0.0067852-0.0310411j 0.0292351-0.00977817j -0.0219211+0.0182581j 0.00418527-0.00302116j -0.000407543-0.00795622j 0.013126-0.0272904j -0.013521-0.0116374j 0.0175273+0.0114049j -0.0099655-0.0675957j -0.0371247-0.00216669j -0.0111555+0.0148677j 0.0248956-0.0510737j -0.0641766-0.0276037j 0.0115103-0.0145559j 0.0364488-0.0451632j -0.0196221-0.0655113j 
-0.000961204-0.00241789j -0.0017978-0.00168973j 0.00171617+0.00516194j 0.00388781-0.00238306j -0.00216312-0.00108563j -0.00938761+0.00192138j -0.00013696+0.000384743j -0.00269757+0.00069577j 0.00880135-0.00188335j -0.000679153-0.000750378j 0.00248649+0.00760927j 0.00471711+0.000626214j -0.000401219-0.000173645j 0.00315583-0.000587465j -0.00623738-0.0051619j -0.00415772-0.000133671j 0.00411855-0.00206984j -0.00659095-0.0109902j 0.0053746-0.00803947j 0.00140025-0.00239393j -0.0128484-0.013186j 0.0110834-0.0028475j 0.00550765-0.00712862j -0.00228903+0.00238128j 0.00463635-0.0046913j -0.00886814+0.000181119j -0.00799283+0.000543737j -0.00395067+0.00229839j -0.00142007+0.00555715j -0.00808061-0.0017763j 0.00180255+0.000850593j -0.000172176-0.00237086j -0.011686-0.0113274j 0.00168367+0.00376899j 0.00752698+0.00800296j 5.2902e-05-0.00254813j -0.00278245+0.00483785j 0.00737755-0.00538308j 0.00705586+0.00130985j 0.00802077+0.00320975j -0.0058428+0.00263738j 0.010418-0.00243405j -0.00402674-0.0105209j -0.00327319+0.00501126j 0.00445442-0.00126374j 0.00727987+0.00120833j 0.0163896+0.00681083j 0.00206062+0.000863441j 0.00353378-0.00244602j -0.00594359-0.000493675j 0.0029509-0.00456299j -0.0120099-0.000821467j 0.00933303+0.00258538j -0.00776951+0.00788585j 0.00527866-0.0128274j 0.0109669-0.0129536j 0.00423027-0.00384871j 0.00301464+0.00113277j -0.00913315+0.00467105j 0.00965637-0.0031155j 0.00240088-0.00556157j 0.0189289+0.00778512j 0.0046955+0.00383989j -0.00136412+0.00242335j -0.000690506+0.00302491j -0.000322086-0.0308977j -0.00193331-0.0107883j 0.00116526+0.00138566j 0.00163042-0.0102776j 0.00116964-0.0264087j 
0.00288042+0.00826821j 0.000664658+0.00630113j -0.000283181+0.0149787j -0.00806259+0.013179j -0.000542414-0.0055846j -0.0194728+0.0123844j 0.00768075-0.00172208j -0.00412225-0.00716344j -0.00731981-0.000427005j 0.00594611+0.0010157j -0.00597207+0.00672742j -0.00183728+0.00816548j 0.0159582+0.00873307j 0.000390501-0.00426189j 0.003536+0.00489021j 0.00407394-0.00120825j -0.00779154+6.42928e-05j 0.0111696+0.0100335j 0.000301182+0.014524j -0.00102947-0.00049825j 0.00490015+0.0114119j -0.00379718+0.00364113j 0.00270417+0.00784153j -0.00223271+0.00725468j 0.0227903+0.0111206j -0.00123339+0.0112172j 0.00187205+0.00145621j -3.06861e-07-0.00443124j -0.000316783-0.0210514j 0.00613557-0.00199462j 0.0105558+0.0162606j -0.0185574-0.0116088j 0.0126957+0.0160308j 0.0170021-0.00205796j -0.00608877-0.00736396j -0.00441718-0.00159851j -0.00961049+0.0131086j -0.00728058+0.00236943j 0.00943726-0.00465316j -0.0165727-0.019577j 0.00317991-0.0251672j -0.0154972+0.0077009j 0.0238071-0.0121792j 0.0214403-0.0330428j -0.0114359-0.0150921j -0.0106612+0.00541686j 0.00886176-0.016079j -0.020541-0.0151839j 0.0098355+0.0142097j -0.0163144-0.0220244j 0.00212956-0.0071278j 0.0102944+0.0270532j -0.0140574-0.0113036j 0.000704705-0.00216011j -0.00877744-0.00291585j -0.0164461-0.00643207j -0.0255328-0.0123451j -0.00474651+0.000871566j -0.0216626-0.00218678j 9.608e-05-0.0222675j 0.00813567+0.00210033j -0.0425621+0.0101284j -0.0439301+0.0028871j -0.0119854-0.016272j -0.0205961+0.00977368j 0.0147783+0.0269447j -0.00658426+0.0537077j 0.00928538+0.0121787j -0.00796824-0.0159742j -0.028447+0.00914888j 
0.00528819-0.000636863j -0.0123242-0.000774697j 0.0294822-0.00284043j -0.016363+0.00686874j -0.00507583+0.00647827j -0.0123796+0.00108744j -0.000212702-0.00116667j -0.0136032-0.007481j 0.00619318+0.019382j 0.00179325-0.0114048j 0.0157713+0.00715488j -0.0101818+0.0040353j 0.000976458+0.000616083j 0.0101873+0.0127558j -0.00365785-0.00909435j -0.00784009+0.000183121j -0.0243427-0.00935842j -0.020167+0.0197601j 0.0160735+0.0100389j -0.00816833+0.00504491j -0.0153062-0.015379j -0.00204388+0.00401953j 0.00978951-0.0133573j 0.0115134+0.010762j 0.0233409-0.00103157j -0.0182664+0.00730425j -0.0178031+0.027867j -0.00132817-0.00166002j -0.00646117-0.000834515j 0.00389085+0.00571921j 0.0130315-0.00313413j 0.00623726+0.000430963j 0.00955582-0.0213487j 0.0284757-0.0169119j 0.0108621-0.0114054j -0.0117892+0.00106844j -0.00210765+0.00534658j 0.00529091+0.00329682j 0.0138907-0.0059243j -0.0024306+0.00286191j -0.00678897-0.00373098j -0.0158575-0.00692969j 0.0112254+0.00179027j 0.0215014-0.00328268j -0.0124783-0.0202962j -0.0386718-0.0249707j 0.00272796+0.0362726j 0.00716238-0.0119138j -0.00241039+0.0065579j -0.0167433-0.0258022j 0.00149562-0.00704408j 0.0142803+0.00107715j 0.0107005-0.000721096j -0.00770408+0.000710717j -0.00577558-0.0349038j -0.00328725+0.00709967j -0.0070101-0.00547845j -0.0221397-0.0046965j -0.00959729+0.0106756j 0.00812967-0.0175342j 0.0254133-0.0137097j -0.0139852+0.0366602j -0.0146961-0.0208489j 0.0161918+0.0121638j -0.000976158-0.00461922j 0.0121268-0.0407489j 0.00658526+0.0340353j -0.00453046-0.0154226j 0.0281747-0.0550502j -0.0247347-0.065509j 
0.00135099-0.0147939j -0.0046832-0.00459711j -0.00839628+0.0057279j -0.000366487-0.000722964j 0.00928423-0.00528204j 0.00934052+0.000705037j -0.00195564+0.0058085j 0.0130128-0.00338028j -0.0139766+0.0019252j -0.000743073-0.000160005j 0.00158774-0.00481866j -0.00733529-0.00354045j 0.00422995-0.00133873j -0.000867006-0.00470189j 0.00382832+0.00221433j 0.000349425+0.00256218j 0.00254604+0.0021884j 0.003849-0.0035918j -0.0029148-0.0138297j 0.00949263+0.00379371j -0.000514764+0.00748777j 0.00198898+0.00401276j 0.0100702+0.00549204j 0.00788844-0.00736311j -0.00630908+0.00705438j -0.000620012-0.00206912j -0.00808373-0.00284678j 0.00306825+0.00426629j -0.005224-0.00733519j -0.0136139-0.00514153j 0.00124725+0.00383698j 0.00978641+0.00280448j -0.00719951+0.0129542j -0.000211546+0.00414118j 0.00298444+0.00232335j 1.51998e-05-0.000193165j 0.00853315-0.00603676j -0.00273132-0.00223463j 0.00108603+0.00155436j -0.00446523-0.00390944j -0.0119734-0.00143185j 0.00862226-0.00496319j -0.00749567-0.00970437j 0.0173626-0.0120656j -0.0111845+0.00860907j 0.0299894+0.006598j -0.00152351-0.0164641j 0.0142838+0.00241926j 0.000759996-0.000152876j -0.00777696+0.00547234j 0.00179795-0.000867471j -0.0166821-0.00570928j 0.0137621+0.0103502j -0.00125755-0.00330654j -0.00126455-0.00135792j 0.00690045-0.000131059j -0.00314662+0.00129786j -0.0164558+0.0163798j -0.00419653-0.00519876j -0.0087272+0.00520901j -0.0299959+0.0106942j -0.0179613-0.00468986j 0.0113171+0.00113508j 0.00305011+0.00415902j 0.00461381+0.00139008j 0.00126531+0.0307874j 0.00944959+0.00417277j 0.0183449+0.0198578j -0.0174179+0.0193527j 0.00100387+0.0473213j 
0.00232648-0.00723342j -0.00433769-0.00125623j -0.00114821-8.84609e-05j 0.00499293+0.00163009j 0.00194328-0.00269046j -0.000496816+0.00650538j -0.00767798-0.000248429j 0.00760227+0.0138992j 0.00171753-0.0142934j -0.00479291+0.00326894j 0.00854316+0.0101203j -0.0093146-0.00327047j -0.000329826-0.00486421j -0.00336185-0.0137401j 0.00614248+0.00917835j -0.00377235+0.00705348j 0.00683548-0.00269798j 0.00213056-0.00899037j -0.00167484-0.00907575j -0.00398411+0.00109606j 0.00782288+0.00460643j 0.0120192+0.000320267j -0.00206256-0.00344307j 0.00546999-0.00724629j -0.00847732-0.00533441j -0.0101107-0.00869363j 0.00623704+0.0030113j 0.00384102+0.00725022j -0.00383402-0.00942955j -0.0153391-0.00455754j -0.00774804+0.0115558j -0.0111644-0.00470962j -0.0102283+0.0116027j 0.0118336+0.00309597j 0.00068351+0.00429042j -0.00102089-0.0119482j 0.0192605-0.00884338j -0.00154045-0.00604045j 0.00871335+0.00420333j 0.00859857+0.00634623j -0.0125424+0.0150606j 0.0263599-0.0104137j -0.00423622+0.00106987j -0.0051467-0.000124523j 0.0112633-0.0111759j 0.01716+0.00620303j -0.000760215-0.00699652j 0.00644847-0.00065245j -0.00607354+0.00243542j 0.00117065+0.0064808j 0.00423015-0.0086525j -0.01825+0.00136702j 0.0121233+0.00060993j 0.00120786+0.00290508j -0.00146078-0.000438966j 0.0133046+0.00808528j -0.00263428-0.00758437j 0.000680514-0.00088631j -0.0105931+0.0102005j 0.0110939-0.00586194j -0.00800572+0.0145377j 0.00288495-0.00378615j -5.93286e-05+0.0117779j 0.000910806+0.0092438j -0.00474195+0.0168854j 0.000517952+0.00549842j 5.9707e-05-0.0122314j -0.00218484-0.00117886j -0.00924454+0.0147218j 0.0113976+0.0236296j 
0.000745504-0.00788486j 0.00544881-0.00518973j 0.000133246-0.00204414j 0.0119701-0.00448339j 0.00158555-0.00210186j -0.0145117+0.0207333j 0.00751031-0.0121041j 0.00766211-0.00022654j 0.0113075-0.0106764j -0.00891555-0.00778112j -0.00472406+0.016964j -0.00827961-0.00891672j 4.92135e-05-0.0188239j 0.00334205+0.00510428j -0.0140443-0.00942395j 0.0077695+0.0017157j -0.00341426-0.00169843j 0.00942305-0.000110211j 0.0177344-0.00591729j -0.00437105+0.000388838j 0.000116054-0.0108015j 0.00351755+0.0079563j -0.00375606-0.000593806j -0.00380731-0.00878986j 0.00437837+0.00809415j -0.00257826+0.00568913j 0.0079911+0.00795683j -0.000719159-0.0044233j -0.00301734+0.00448779j -0.0546312+0.00928669j -0.00636991-0.00681597j -0.000693271-0.00954564j -0.00731999+0.00916212j -0.00855513+0.000533648j -0.0113519-0.00471567j 0.0107222+0.00652878j -0.00630815-0.0175121j -0.00295616-0.00749537j 0.00937891+0.0253765j 0.0288734+0.00957439j -0.0061756-0.0116704j 0.00153445-0.00955748j -0.00376007+0.00305295j 0.00193254-0.007177j 0.0475612-0.0579695j 8.87944e-05-0.0127562j 0.0217225+0.000112222j 0.000267221-0.00365186j 0.0178377+0.00979231j -0.0342166+5.01344e-06j -0.00288521+0.00729626j -0.0316436-0.00960639j 0.0440638-0.00165381j -0.0340165-0.0064239j 0.025387+0.0086027j 0.0411831-0.00155472j 0.0105697-0.00325453j -0.0264561-0.00334177j 0.0232052+0.0316289j 0.00741317+0.0172422j 0.0103863-0.00234078j -8.37686e-05-0.000788721j -0.00359601+0.00201091j 0.0152644+0.0743179j -0.0139223+0.060785j 0.00237927-0.00227469j 0.00149816-0.00717855j -0.00746002-0.000526484j 0.00169505-0.00467245j -0.00192215-0.00973376j 
0.00138729-0.00399104j 0.00185421-0.00236762j -0.0141895+0.00598027j 0.00339008+0.00647062j 0.0110837-0.000342004j 0.0174266+0.00309696j -0.00795474+0.0121046j -9.74602e-06-0.0144437j -0.0272382+0.00206394j 0.00923299+0.00296157j -0.000318408-0.015234j -0.0151044+0.00286587j 0.00539894-0.0130348j -0.00914031-0.0135651j 0.0198565+0.00514025j -0.00285676-0.00269627j 0.00684928+0.00158068j 0.0262757+0.00837107j -0.0195131-0.00190084j 0.00232715-0.00243967j 0.0118181+0.0302609j -0.0069829+0.000683355j 0.00733874+0.0135984j -0.0122035-0.00910398j -0.00191502+0.0131347j 0.0255171-0.00202793j 0.0103594-0.00371832j 0.0027108-0.00525271j 0.0141402-0.0143854j -0.00233425+0.00402101j 0.00572856-0.00130783j 0.0070517+0.00410152j 0.00667227+0.0215762j -0.013339+0.0103913j -0.00980143-0.0047946j 0.0113412+0.00167395j 0.0079667-0.00606048j -0.00959726+0.006269j -0.0168948+0.00951116j -0.0122681-0.0126366j 0.00150065-0.01107j -0.00522731+0.0122657j 0.00346747-0.00155539j 0.0201121-0.0161922j -0.0107312+0.015221j 0.0158538+0.0103774j -0.0244299-0.0222559j 0.00385416+0.00183992j -0.00172965-0.00037548j 0.00828261+0.0034845j 0.00154349+0.0102349j 0.000233535+0.0014953j -0.00354596-0.00333507j 0.00758579-0.00445201j 0.00209152+0.00743054j -0.00566867+0.0158055j -0.000797113+0.00837067j -0.0135717+0.0111645j 0.00366412-0.00896282j -0.0201792+0.00861541j -0.0370324+0.00904377j -0.0338588-0.0200331j 0.00209813+0.00121475j -0.000836484-0.0135539j 0.00476581-0.0132282j 0.0011197+0.0653574j 0.0081918+0.0130559j 0.00787203+0.0219092j -0.0264662+0.0408143j -0.00118741+0.0834655j 
-0.000133234+0.0209384j -0.00167572+0.00617776j 0.0381936-0.0129285j 0.00771855-0.00176224j -0.0512061+0.0141053j -0.0339913+0.00245408j -0.0148473-0.000451669j -0.0433136+0.0020322j 0.0556342-0.00155816j -0.00359046+0.000768263j 0.0220454-0.00237148j -0.000132968+0.00830977j -0.0182392-0.00915739j 0.00680639+0.00526954j -0.0115224-0.00340087j -0.00835991-0.00722019j -0.00698685-0.00663445j -0.0649107-0.0238556j 0.0330694+0.0153299j -0.0176987-0.0240813j -0.0212244-0.0587057j 0.032296-0.011396j 0.0143795-0.0528131j -0.00504852+0.0143129j 0.00165313-0.0241584j -0.0383949+0.00482801j 0.00111967+0.0258169j -0.017595+0.00970067j -0.000914474+0.0335716j 0.00659912+0.00176177j 0.00959592+0.00737582j 0.0118053+0.00906111j -0.00626062-0.0505208j 0.00736949-0.0316325j -0.000191433-0.00635606j -0.0221502+0.00562708j -0.00950091-0.000522961j 0.0506615+0.0121079j 0.0218653-0.0318707j 0.0346349+0.0276888j 0.00596871+0.0461172j 0.000479324-0.0265388j 0.00775874+0.00258226j -0.0650399+0.0742985j 0.0159437-0.0203927j -0.0810782-0.00505323j 0.0506825+0.0940118j -6.17621e-06-0.0115423j 0.00295521-0.00878421j -0.0164184+0.00328507j -0.000199738+0.0146899j 0.00954538+0.00065897j -0.000732835-0.017295j -0.00448573+0.0191719j 0.00933464-0.0314019j 0.00889903-0.0115505j 0.00473541-0.0105256j 0.0266603-0.0375437j -0.0275877+0.0121936j 0.0584866-0.0261427j 0.0927338+0.00667199j 0.106345+0.0633476j 0.00414934+0.00645626j -0.00070103-0.00461608j 0.00050437-0.00742332j -0.0133565-0.200829j -0.0222433-0.0516744j -0.0275054-0.0710444j 0.0770834-0.0864973j 0.0233552-0.234682j 
0.00138883-0.00978843j 0.00206322-0.00441386j 6.19548e-05+0.00119099j 0.0134899-0.00153439j -0.00425629-0.00354165j -0.00714745+0.0295056j -0.0080287-0.00120079j 0.00262058-0.00336776j 0.000750889-0.0096534j -0.00132204-0.00575565j 0.000491943+0.0047856j -0.027951+0.000415733j -0.00669305-0.0199058j -0.00282668-0.00999219j 0.00106295-0.00848493j 0.00368807+0.00390178j 0.000702397-0.00307531j 0.0113247-0.00333415j 0.0152677-0.00491564j -0.00741278-0.00818817j 0.00624576-0.00528109j 0.0120304-0.00304436j 0.00644662-0.00636131j -0.00742976-0.00709952j -0.00867238+0.012586j 0.0124921+0.00183582j -0.000948166+0.00107206j -0.00627032-0.00871891j -0.00715541+0.0011028j -0.0531726+0.00555869j -0.00653059+0.0016765j 0.0059556-0.0104198j -0.00963964+0.00242345j -0.0114439+0.000678205j -0.00481972+0.00255234j 0.00875831+0.0143592j -0.00557584-0.0180464j 0.00863342+0.00127952j 0.00756563+0.0225404j 0.00804511+0.00854722j -0.00444743-0.00607454j 0.00830755-0.00599717j -0.00555247+0.00263209j -0.00107981+0.00104083j 0.0378729-0.0420493j 0.00861608-0.00513158j 0.0191361-0.00215952j -0.00700308-0.00173377j 0.0206997+0.00475973j -0.0306871+0.00606267j 0.00176272-0.00480483j -0.0296841-0.00894848j 0.0275691+0.00324085j -0.0218072-0.0101121j 0.0265147-0.0023316j 0.0303639-0.000542419j -0.00305605-0.00119946j -0.011689-0.00988092j 0.0148584+0.0240497j 0.00645819+0.0183309j -0.00459476+0.0101254j 0.0040527+0.000193813j -0.00127535+0.00741017j 0.00261696+0.0590485j -0.0164775+0.0629406j -9.0382e-05+0.000607737j -0.00613343-0.0148209j -0.00198289+0.000494793j -0.000174511+0.00877638j 0.0105116-0.000166461j 
0.00480202+0.0102293j 0.00183785+0.00393799j 0.00458273+0.00205749j 0.00584914-0.00553969j -0.016267+0.0106272j -0.00292746-0.00684279j -0.00172048+0.00552836j -0.00713571-0.010182j 0.0149665+0.00388146j 0.00254924+0.0013226j 0.00357358-0.00387418j 0.0103254+0.00280429j 0.000631465+0.00277767j 0.00058083-0.00586729j 0.00447672+0.00776096j -0.000628316-0.0084392j 0.000414175+0.00476246j -0.0161182-0.014204j 0.00865016-0.00189226j 0.0113003-0.00818847j -0.0133355-0.0138499j -0.000360522-0.00927434j -0.0011686-0.00914152j 0.00250603+0.00223844j 0.01693-0.00409771j -0.008743-0.00836163j -0.0237611+0.0144046j -0.0156262+0.00304821j -0.00184225+0.0105423j 0.0157326+0.00300083j -0.00843961-0.00356769j -0.0102642+0.0114936j -0.00955729-0.0121275j -0.00333053-0.0116778j 0.00914376+0.00384682j -0.00467118-0.0048684j -0.0171785+0.0123074j 0.00569481+0.000748436j 0.0115429-0.0166712j 0.00852698+0.00249112j -0.00520777+0.0153786j -0.000528708-0.000893481j 0.000805804+0.00470426j -0.0164269+0.0240459j -0.0138269+0.00695171j -0.0178811+0.0105218j 0.0135587+0.0106877j 0.00792271-0.00194471j -0.00682468-0.00513844j 0.00404281-0.000576188j 0.00315977-0.00798759j 0.00564296+0.00412208j 0.000959432-0.0109381j -0.00463312+0.0153008j -1.95925e-05-0.00318948j -0.00593912-0.00923221j 0.00487043+0.00449248j 0.0131814-0.00420389j -0.00235639-0.0106006j 0.0133256-0.00412803j 0.0229957+0.00145817j 0.0253706+0.0226449j 0.00264778+0.000355944j -0.00115152-0.0389167j 0.0143653-0.0445759j -0.00403676-0.0374072j -0.00596448-0.0174171j -0.00679419-0.014677j 0.014444-0.0127286j 0.0107277-0.0523467j 
