0.000408631+0.000963718j -0.00208547+0.00062503j 0.00164003+0.0016685j -0.00465659+0.00169752j -0.0037562-0.000720885j 0.00219774-0.00201006j -0.000676038+0.00157558j 0.00692713-0.0024145j -0.00644313-0.000513328j -0.000264491+0.00179457j 0.00093948-0.00196982j 0.00286083-0.00151618j 0.00741118-0.00303767j -0.00505264+0.00215495j -0.0127234+0.00275519j -0.00313287+6.79458e-05j 0.00371333-0.000588589j -0.00605723+0.00110115j 0.00291475-0.000952296j 0.00952326-0.000810775j -0.00114189+0.000344563j -0.0063376+8.21795e-05j 0.00451803+0.000144281j -0.00472093+0.000465497j 0.00482423-0.000409848j -0.00238826+5.32572e-05j -0.0107317+0.000430125j -0.00379999+0.000557325j 0.00861968-0.000560833j 0.00308348-6.8555e-05j 0.00481059+0.000105211j -0.00851502-2.14673e-05j -0.000453425+3.55562e-05j -0.00163549+5.45571e-05j 0.00216695+0.000469019j 1.47464e-05+8.18088e-05j -0.00126264-0.000276105j -0.000431858+0.00075637j -0.00015925+0.000452403j 0.000261437-0.000192916j 0.00174214-7.02523e-05j 0.000514224-0.000148608j 0.00370868-0.000168806j 0.00252919+0.000153732j 0.00975107+0.000723925j 0.00133109+3.25581e-05j -0.00395597-0.000225705j 0.00343751+0.000350519j 0.0110147+0.00151747j 0.00133721+0.000308246j -0.00619302-0.000470769j 0.00252757+0.000179769j -0.00371413-0.000620713j 0.00240917+0.000510266j -0.0050514-0.000316664j -0.00662467-0.000736831j -4.12059e-05+0.000228896j 0.00751857+0.00114977j -0.00304796-0.00122357j 0.00539931+0.00125625j -0.00223718-0.000342056j 0.00248554+0.000295057j 0.00920352+0.00289778j 0.00404401+0.00246318j -0.00432783-0.00239668j 0.00157994+0.00114194j -0.000123097-0.0016795j 0.000416747-0.00148913j -0.00582474+0.000497313j 0.00586519+0.00225938j -0.00052536-0.00143512j 0.00173596+0.00183946j -0.00344378+0.000716033j 0.00429646+0.0016618j 0.00169411-0.00170355j 0.00212573+0.000675372j 0.000531348-0.00113816j 
-0.000957918-1.26661e-05j -0.000809109-0.00114254j 0.00115979-0.000100041j 0.00169316+0.00119762j -0.00186945-0.000825855j 0.00314544+0.00102381j -0.000185524-0.000893366j -0.00157649-0.000845322j 4.76793e-05+0.00020253j -0.000474712-7.17714e-05j -0.00131969-0.000478434j 0.000831658+6.33863e-05j -0.000503097-0.000443583j -0.000762547-0.000491416j -0.00042325+0.000325035j -0.00124924+0.000100441j 0.000722369+0.000344603j 0.000176458+0.000254588j 0.00056853-0.000119529j -0.000732822+4.13788e-06j -0.00162013-0.000350083j 0.000667087+0.000381058j -0.000350984-4.19951e-06j -0.0012626-0.000857266j 0.000445363+0.00121534j 0.001233+0.000177533j -0.000699204-0.000211036j 0.000782982+0.000917212j -0.00123483-0.000541517j 0.00126268-0.000428801j -0.00153888-0.000492923j -0.0009654-0.000742801j -0.000465789-0.000752548j 0.00179675+0.00047661j -0.0019041-0.00147699j 0.00103017+0.00122549j -0.000122966-3.05413e-05j -0.000172825-0.000220523j 0.000442927+0.000195935j -0.00202469+0.000387737j -0.000668071-0.00130293j 0.000900168+0.000572018j -0.000889156-0.000539494j -0.000227118-0.00125793j 0.00110956+0.00161918j -0.00102738-0.00149314j 0.000301947+0.000416202j -0.000527907+0.000713381j -0.000119241-0.000864886j -0.000464189-0.000493385j -0.000419935-0.00126209j 0.000713132-0.000663377j -7.12227e-05-0.000443314j 0.000509057+0.00139163j 0.000393048+0.000547938j 0.000909351+0.00105908j 0.000133526+0.000196085j 0.000315344+0.000889129j -0.000136709-0.000232072j -0.000268169-0.00104185j -0.00161607-0.000836425j 4.30516e-05+0.000620857j 0.000237771+0.000780492j 0.000270537-0.00026985j 6.27002e-05-5.86054e-05j -0.000346469-0.000180603j 0.000496839+0.00108038j -0.000418202-0.000864949j 0.000145963+6.73764e-05j -0.000863548-0.000979165j -0.000358933+0.00014587j 0.00101544+0.00288005j -0.000618057-0.00163242j -0.000681302-0.00124605j 0.000275616+0.0010939j 0.000218631+3.37544e-05j 3.8071e-05-0.00101354j 
0.000263926+0.000231311j 0.000443937+0.000449673j -0.000314308-0.000317859j -0.000312101-0.000400994j 0.000117202+0.000275683j -0.000767345-0.00137204j -0.000408588-0.000747551j -0.000239067-0.00016012j -0.000338184+4.21596e-05j 0.000564126+0.000911705j 0.000150034+0.00110204j -0.000725808-0.00220856j 0.000779582+0.000794402j 0.00138227+0.00218434j 0.000129451-0.000499017j 0.000607157+0.00155492j -0.0010726-0.00169324j -5.61943e-05-0.000458429j -0.000237282-0.000864055j -7.6639e-06+0.00164745j 0.000721267+0.00165252j 0.000460498+0.00361021j 0.000938801-0.000551507j 0.000510419-0.000587216j 0.000415716+0.000947686j -0.000447388-0.000584309j 0.000148444+0.000993499j 0.000112311+0.00217925j 0.0011725+0.00154436j -0.0007651+0.00104341j 0.000461364-0.00098337j 5.10629e-05+0.000349655j 0.000122264+0.000612555j -0.000563497-0.00266704j -0.000275783+0.00228039j -0.000271832+0.000775758j -0.000410801+0.00151497j 8.61777e-05-0.000415789j 5.02501e-05-0.00170176j 0.000772187+0.0030583j -0.000387302+0.00168484j -0.000466697-0.00226502j 8.84202e-05+0.00206692j -0.000554665+0.000923713j 0.000119172-0.00198429j -0.000267548+0.000459107j -0.00116104+0.00219138j 0.000187244+0.000419824j 0.000127897+0.00134774j -0.00019995+0.00138934j -0.000721629+0.00161028j -0.000174003-0.00116361j 0.00113056-0.00273041j 0.000244349-0.000539647j 0.000496074-0.00162513j -0.000153914-0.00118798j -0.00166626+0.00126743j -2.70943e-05+0.000428935j -0.000326184+0.00171j -0.00113664+0.00235937j -4.64677e-05+0.00137492j 0.000108552-0.000533698j -0.000162521-0.000491072j -0.00034794+0.0012763j -0.000643537+0.00139514j -0.000121156+0.000778631j 0.000390852-0.000579011j 8.74024e-05-0.000238008j -0.000122839-0.00052107j -0.000328479+0.000812443j -0.000253784+0.00098306j 0.000214419-0.000842663j -0.000228565+0.000691095j -0.000155937+0.000938735j 0.0001482-0.000161756j 0.000198289-0.000123714j -0.000182001+0.00048839j 
-7.9302e-06+0.000446197j 2.57294e-05-0.000277321j -0.00020131-0.000778268j 0.000444874-0.00140717j -0.00033307+0.00199684j -7.91213e-05-0.00163482j -5.2496e-05+0.000386064j -0.000436464+0.000966816j -0.000343062+0.00105874j -0.000110066+0.00254567j 0.000106996+0.000106436j 7.51645e-05+0.00252524j -0.000518742-0.000778931j -0.00107744-0.000297478j -0.000192812+0.00113024j 8.13255e-05-0.000949284j 0.0010149+0.00238877j 0.000911224-0.000426239j -0.00110426+0.00174492j -0.00025258-0.00371377j -2.42838e-05-0.00125571j 0.0011897-0.00417954j -0.000298347+0.000575989j -0.000550292+0.00137279j -0.000136447-0.00156253j -9.85511e-05-0.000948874j -0.00034689+0.00017516j 0.000863499-0.0012368j -8.16779e-05+0.000851784j -7.07764e-05-0.00203254j -0.000366946+0.00111177j 0.000215084+7.92229e-05j -0.000445911+0.000958527j -0.000760837+0.000334302j 0.000766449-0.00295727j 0.00104903-0.000548132j 0.000158871-0.00196362j -0.000748304+0.000153906j -0.000844436+0.000487249j 0.000265821+0.000104144j 0.000359998+0.000663817j 0.000342214-0.00262837j -5.06887e-05-0.000530423j 0.000338921-0.00119929j 0.000270303+0.000430613j -0.00108314+0.00051569j 0.00210136-0.00309371j 0.000128045+0.00068478j -7.58845e-05+0.000178189j 0.000267971+0.000570724j -0.000619243+0.000172986j -0.00115915+0.000683276j -0.00318629+0.00489053j -0.000404552+0.00061072j -0.00060099+0.00125493j 0.000535541-0.00109905j 0.00260244-0.00209899j -0.000244343+0.000479439j 0.00113198-0.0021329j 0.000581924-0.00167078j 0.000735784-0.000304389j 0.000907374+0.000936166j 0.0008654+0.00034811j 0.000338695-0.000798076j 0.000124858-0.000724476j 0.000786766-0.000968861j -0.000138996-0.000116385j 0.00126525-0.00128882j 0.000165891-0.000365545j -0.00131371+0.000665191j -0.000201107+0.000286999j 0.00203614-0.00143464j -0.000503345+0.000427835j -0.000788237+0.000905215j 0.00112098-0.000385543j 0.000454598-0.000374015j -3.70706e-05+4.51821e-05j 
0.000139862-9.98227e-05j -1.90257e-05-0.000821958j 0.000450668+0.000407868j -8.4326e-05+0.00111157j 0.000409449+0.00148333j -0.000213038-0.000498655j -0.00017003+0.00030105j -0.000276073+0.000382059j 0.000750435+0.00028794j -0.000538752-0.000103614j 0.000239067+0.00139819j -9.05009e-05+9.62871e-05j -0.000162919-0.000916879j -0.00122475-0.00147694j -0.000524614+0.000785808j -0.000281293+0.000333046j -0.000944294-0.00068887j 0.000108576-0.00238735j -0.000880954-0.000294203j 0.000494748-0.000463716j -0.00079367-0.000379947j -0.000875305-0.00106165j 0.000581977-2.77011e-05j 0.000590564-0.000126281j 0.000764505+0.0023367j 0.000230459-0.000508732j -1.4871e-05+0.000249709j -0.00127215-0.000848827j -0.000660985-0.000794132j -0.000704753+0.000152837j -0.000329155-0.00120125j 0.000455794+5.14753e-05j -0.000609687+0.00054266j 6.99081e-05-0.00157948j 0.000494131+0.00225373j -0.000210031-0.000152934j -0.000395099-0.00089226j 0.000340014-0.000374678j 0.000235202+0.00138855j -0.000170518-0.00161656j -0.000680727-0.00162478j 0.000774645-0.000441458j -6.90515e-05+0.00109855j -0.00019991+0.000991634j -0.00040826-0.00076865j -0.000471265+0.00101601j -9.57575e-05+0.000554051j -0.000547483+0.000698984j 0.000331228-0.000617771j 0.000403252-0.001207j -0.000353604+0.000436705j -0.000159182-0.000860957j 0.000199886-0.000824257j -0.000501767+9.77533e-05j -0.000587039+0.000339091j 0.000153628+0.0013166j 0.000503538-0.00135041j -7.78413e-05+0.00129685j 0.000929451+0.00020065j -0.00101912-0.00063791j -0.000539275+0.00146731j 0.000245995-0.00037203j 0.000807441+0.000602664j 0.000629394-0.00144694j 6.33357e-05-0.00160834j 7.56723e-05-0.00109138j 0.00058898-0.00133076j 0.000197091+0.000707518j 0.000580459-0.000438098j -0.000553588+0.00107791j 0.000300644-0.000330307j 0.000451387-0.000687204j 0.00014267-0.000671118j 6.48622e-05-0.000163665j -0.000272264+0.000221719j -0.000120541-9.19454e-05j 0.000548882-0.000424884j 
-0.000475037+0.000202183j 0.000771745-4.51487e-05j -0.00121732+0.00018377j -0.0014363-0.000436717j -0.000237538+0.000134654j 4.7671e-05-0.000194632j 0.000976564-0.00030225j 0.000313833-0.000551083j -5.60463e-05+0.000729079j 0.000106274+0.000307502j 3.26087e-05+8.47896e-05j 0.000614688+0.000411176j -0.00193735+0.000367136j 0.000780548+9.48292e-05j 0.000216349-0.000435851j 4.38943e-05+0.000213067j -0.000930688-3.59831e-06j -0.00123066-1.15799e-05j -0.00198854-0.000404051j 0.000174352+0.000724657j -0.00177587+0.000416672j 7.45837e-05-0.000556406j 0.00188904-6.43496e-05j -0.000465467+0.000283186j 0.00204793+0.000484506j 0.000988249+0.000709139j 0.00130818+9.28414e-05j -0.000532452-0.000979797j 0.000957447+0.000778351j 0.000126703+0.000473549j -0.00251155-0.000393975j 0.000786401-0.000106936j -9.13239e-05-0.000457239j -0.00151457+0.000322821j 0.000670685+0.000191704j -0.00107944-0.00128324j -0.000996008+0.000117136j -0.000330961+0.000480828j 0.00028003+0.000242256j -0.00130715-9.23239e-05j -0.000884522-1.19722e-05j -0.0012311-0.000268984j 0.00185284+0.000233185j 0.000902388+0.000736875j -0.000150479-0.00139711j -0.000176892+0.000189894j 0.000492629+0.000440974j 0.00116821+9.78833e-05j 0.000265178+0.000319542j -0.00067063-0.000803521j -0.000165225+0.000581561j -0.000768883+0.000211304j -0.00139874-0.000681576j 0.00124889+0.000668476j -4.70222e-05-0.00031139j 0.00052673+0.00111745j -0.00103264-0.000294722j 0.00239876+0.0013553j 0.000331714+0.000200571j -0.000545081-1.32394e-05j 0.000984055+0.00124434j -0.000650119-0.000669868j 0.000283145-0.000128689j -0.00173948-0.0013735j 0.000296262-6.60345e-05j -0.00103269-0.00100553j -0.000649284+0.000159904j 0.000391695-0.000273387j 0.000594093-0.000324206j -0.000455822-0.000323001j -0.000777076-0.000244924j 3.6592e-05-0.000100774j 0.000124415+0.000193988j 0.000666019+0.000914635j -0.000573098-0.000975085j 0.000565505-3.84886e-06j -0.000123559+0.000105402j 
-0.000459361+0.000860238j -0.0008277-0.000387259j 7.4386e-05+0.000279073j 0.00109218+0.000289675j 0.000371096-0.000291381j -0.000572941+0.00125777j 0.000240525-0.000594972j -5.15377e-05-0.000956684j -0.000175531+0.000402041j 0.000809589+0.00172704j 0.00114246-0.000605731j -0.000501661-6.49263e-05j -0.000338582+0.000197896j 0.000277917+0.00049631j 0.000293631+0.000207618j 0.000332148+0.000204915j -0.00117278-0.000159159j -0.000675751+0.000366312j 0.000651694-0.000222587j 0.000418098-0.00127975j 0.000988399-0.00139263j 0.000917292+0.00167478j -0.00069626+0.000771584j -0.000843793-0.000988318j 0.000497326+0.00171863j -1.06472e-05+0.000218356j 0.000639407-0.000257175j 0.000513945+0.00171925j 0.000549305+0.000918314j 0.00155353-0.000394466j -0.000901178-0.001509j -0.000478769+9.06682e-05j 0.000704405-6.17854e-06j -0.00113181-0.00102839j 0.000791898-0.000776736j -8.1734e-05+0.00120271j -0.000284691+0.000415042j -0.00071551-0.00034255j -0.000469661-0.000432988j 0.000226632+0.00107703j 0.000106787+0.00038556j -0.00155793-0.0012804j 0.000836701+0.00142328j 0.000654588+2.53061e-05j -0.000593073+6.17037e-05j 0.000589506-0.000434475j 0.000779369+0.00101121j -0.000461521+0.000899881j 0.00039392+0.000229688j -0.000408595+0.000588338j 0.000637505+0.000518842j -0.000180563-0.000627474j -0.000986846-0.00102807j -0.000143737+0.00121839j -0.000296343-0.000298702j -0.00117618+6.91045e-05j 0.00025979-0.000126677j -0.000842296+0.00153673j -0.000146864+0.000373937j 0.000901766+0.000151919j -0.000104475+0.000631778j -0.000236746-0.000198229j -0.000375414+7.8852e-05j -0.000562799+0.000798899j -0.000182471+0.00100534j 0.000108017-0.000409212j -0.00110493-7.5142e-05j 0.000683338-0.00114343j 1.4976e-05-0.000603626j 0.000622261+0.00029157j -8.69587e-05+0.000235201j -0.000595715+0.000188379j 0.000576924-0.0005428j 0.00038582-9.92961e-05j 0.000305433+0.000418836j 0.000392856-4.32737e-05j -0.00036857-0.000173332j 
-0.000708262-0.000194437j 2.79811e-05+3.79738e-05j 5.88996e-05+0.000588758j 0.0006265+0.000369163j -4.54259e-06-0.00126231j -0.00124665-0.00104774j 0.000319695+0.000737974j -0.000291764+4.14103e-05j -0.00104529-0.00163969j 0.000278747+0.00054032j -0.000502957-9.48433e-05j -0.00207164-0.00147316j -0.00174721-0.000925841j 0.00147586+0.0012317j 0.00204786+0.00158066j 0.00163952+0.00170758j -0.000612753-0.000594443j -0.00123434+9.11393e-05j 0.00114621+0.00109451j -0.000430551-0.00121785j 0.0011069+0.000717156j 0.00289213+0.00524808j 0.000596535+0.000917033j -0.00273727-0.00323878j -0.000588711-0.00190319j -0.00168842-8.42464e-05j 0.000285185+0.00155009j 0.00252446+0.00541558j 0.00248617+0.00340705j 0.00162429+0.00191914j -0.000118285-0.0015099j -0.00154233-0.000193213j 0.00138434+0.00280484j -0.00174682-0.00183164j 0.000372947-0.000719504j 0.00198168+0.000843609j -2.6204e-05+0.000658911j -0.00227504-0.00213104j -0.00032198-0.0046157j 0.000644375+0.00082396j 5.83866e-05+0.00115902j -0.00338652-0.00229435j 0.000248207+0.00182882j -0.000861353+0.000185703j -0.000103778+0.00181715j 0.000382316-4.94486e-05j 0.000261551+0.00190453j 2.8308e-05+0.00142861j 0.000424278+0.00155115j -0.00116624+0.00111199j 0.00017894+0.000671804j -0.00170177+0.000544576j -0.000185688-0.00286588j 0.000382903+0.0014351j -0.00150297-0.000856164j -0.0013078-0.00217677j -0.000865873+0.00219069j 0.00030022-0.000120102j -0.000211942-0.000767293j -2.43389e-05+0.00355908j 0.000298747-0.000382832j -7.97548e-05-0.000198954j -0.000723846-0.00148206j -0.00141949+0.000147091j 9.69729e-05+0.00207355j 0.000310694+0.000406862j -0.000108368-0.000131449j 0.000444262+0.000803379j -0.00070027-0.00113874j 0.00127572+0.000414057j 0.00033467+0.000605526j 0.000122103-0.000250198j -0.000866438+0.000568057j 0.000830213+5.12447e-05j -0.000283565+0.000564816j 0.000306425+0.000789626j -0.00053359-0.000302037j 
2.52523e-05-0.000175002j -0.000641365-3.32909e-05j 5.65645e-05-0.00105822j 0.000358047+0.000767818j -3.138e-05+0.00129164j 0.000589875+0.00115894j -0.000953259-0.0013034j 0.00120391+0.000110789j 0.000987876+0.00181781j -0.00139796-0.00083525j 0.00312441+0.001397j 0.00139229-0.00010742j 0.00294777+0.00278749j -0.000958432-0.000648573j -0.00288037-0.00303392j -0.000972665-0.00159229j -0.00175263-0.000966792j -0.000663496+0.00119332j -0.00135152-0.00294486j 0.00375441+0.00439016j 0.00124075+0.00132072j -0.0026278-0.00431658j -0.00234287-0.00302617j 0.00334642+0.00428905j 0.00222734+0.00369929j 0.00247199+0.000225828j 0.00146533-0.00226498j -0.00287885-0.00639072j -0.00366228-0.00495073j 4.86611e-05-0.000838144j -0.000956419+0.00180485j 0.0015058+0.000403047j -0.00122269-0.0040018j 0.00130661+0.000934981j 0.00188133+0.00439946j -0.00405367-2.70487e-05j 0.000638385+0.00147355j 0.00344793+0.00241533j -0.000168927+0.00521604j -0.000424103+0.0010515j -0.00115759-0.000271323j 0.00468855+0.00332142j 0.000968736-0.000579474j 0.00216661+0.00146142j -0.000545068-0.00428741j 0.000977372+0.000317028j 0.000722104+0.000979885j 0.000452387-0.00298032j -0.000512506-0.00235988j 0.000750738-0.000710537j 0.000611527-0.00010877j 0.00287255-0.00223698j -0.00128852-0.00135916j -0.000464972-0.00314902j 0.00251145-0.000593337j 0.00255219+0.00170151j 0.00113476-0.000632562j -0.000461031-0.00115678j 0.00026155+0.0026599j 0.0019388-0.00181876j -0.000497183+0.00266319j -0.00129924-0.000332768j 0.000244499+0.00153242j 0.000525915+0.0012575j -0.000781007-0.00164418j -0.000696077+0.000558595j -0.0007968-0.00160108j -0.000663526-0.000257672j 0.000807366+0.00186899j -0.00119198+0.000154276j -5.46948e-05-0.000618464j -0.000632486+0.00038024j 0.00171349+9.33615e-05j -0.00130782-0.000606322j 9.71511e-05+0.000192717j -0.000898778-9.29375e-05j 0.000442365+6.98825e-06j 
5.62142e-05+0.00106602j 0.000128163-0.00104021j -0.000197976-0.000308586j 0.000693704+0.000233814j 0.0002219+0.00239479j -0.000454473-0.00029641j -3.32447e-05-0.00327243j -0.00183765-0.00113755j 0.000698826+0.00231287j -0.000148763+0.00261898j -0.000420557+0.00221638j 0.000126977-0.00125246j 0.000375991+0.00368468j -0.00035377+0.00216651j 0.0003253-0.00210102j -0.000195271+0.000187485j -0.00143953+3.37891e-05j 0.00204656-7.79376e-05j -0.00091321+0.000396002j -0.000833795+0.000874724j 0.000730888+0.00195855j 0.000103494-0.000294222j 0.00110342-0.00299397j 4.46081e-05+0.00251893j -0.000446511+0.0020729j 3.29221e-05-0.00181771j -0.000429741-0.00130417j 0.000369367-0.000259473j 0.00195377-0.00109661j -0.000461434-0.00144367j 0.000372114+0.00136828j 0.000820231-0.000266253j 0.000575081-0.00156047j -8.10315e-05-0.00108313j -0.00111529+0.00125568j -5.45629e-05+0.001369j -0.00139056+0.00163755j -0.00126615+0.00228182j -0.00125705+0.00142819j -0.00208538+0.00569588j -0.00100575+0.00256844j -0.00146491-0.00179145j 3.99468e-05-0.000596498j -0.000275279-0.000698633j 0.00145031-0.00355034j -0.00200803+0.000435154j -0.000952307+0.000648316j -0.00103073-0.000174928j 0.001633+0.000255036j -0.000517882+0.00190314j -0.00096777+0.00194724j -0.000702528-0.00194398j -0.000599818+0.00147887j 0.000316014-0.00114478j -0.000637128-0.000790085j -0.000957701-0.0006471j -0.00128016-0.00011596j 0.000370345-0.000567333j -0.000676076+0.00146675j -0.00196063-2.52258e-05j 0.000115799+0.000975641j 0.000297593+0.000572462j 0.000878665+0.000192142j -0.00203062+0.00303114j -0.00156823+0.000475885j -0.000875096+0.00132836j 0.000864968+3.25444e-05j 0.00248851-0.00182356j 0.000387334-0.00185218j -0.00173595+0.00183487j -0.00136869+0.00170011j 0.000912915-0.000462684j -9.27995e-05-0.00063972j 0.000345589+0.00107287j 0.000635225-2.99647e-05j 0.00136692-0.000750303j 0.000269022-0.000340756j 
-0.000556643-0.00194735j 0.000474396+0.00223049j -0.00140236-0.00273653j -0.000673185+0.00127901j -0.000393453+0.000954823j 0.000825227-0.000677843j -0.00059151-0.000111319j 0.00147629-0.000945932j 0.00149269+0.00239706j -0.00147394-0.00110298j 0.00337354+0.00176968j 0.0023991+0.00219837j 0.000546945+0.00140836j 0.00364264+0.00150249j -0.00374194-0.00110858j -0.000920199-0.00278459j 0.00462487+0.00180512j -0.00293893-0.00134678j 0.00244368-0.00172366j 0.00301086+0.002228j 0.00168204-0.00121429j -0.00317708-0.000840257j -0.00365592-0.0049375j 0.000813281+0.00320975j -0.00146695-5.24305e-05j 0.00198104-0.00271835j 0.00256018+0.000645709j -0.000459202-0.0033186j -0.00193956-0.00163344j 0.000854596+0.00364816j -0.000947091-0.000107991j -0.0018425-0.00282728j -0.00176656-0.000258732j 0.00341805+0.000367079j -0.000153431-0.000803973j -0.00606685+0.00233061j 0.00137499-0.000426374j 0.00483626-0.000327972j 0.000691194+0.00239664j 0.00197156+0.00159614j 0.00210429+0.00077978j 0.00288275-0.00398894j -0.00323659-0.000537641j 1.69095e-05-0.00143558j 0.00104585-0.00237209j 0.00301277-7.23102e-05j 0.00145981+0.00124346j 0.00352296-0.00182603j -0.000195216-0.00303178j -0.000861967-0.000257085j 0.00151461+0.0010298j 0.00348674-0.00171143j 0.00130545+0.00175074j 0.00105491+0.00107979j 0.00378186+0.000731348j 0.00188381-0.00238784j 0.00258531+0.000178294j -0.0010444-0.000215877j -0.0010414-0.0031654j 0.00286879+0.00304135j -0.00171984-0.00208711j 0.000497672-0.00110034j -0.00216406+0.000969642j -0.000412783-0.000308692j 0.00111085+0.00154055j 0.0014753+0.00129689j -0.000888613-0.00168733j -0.00173976-0.00274358j 0.00104137+0.0013996j -0.00196198+0.000993954j 0.000869714+0.000556699j -0.00035041+0.00051229j 0.00108526+0.00117004j -0.00232946+0.00138421j -0.00082222-0.000569177j -0.00189155+0.00110949j -0.000334107+0.000101584j 
0.00065228-1.87777e-05j 0.000502333+0.000568897j 0.000315394+6.5152e-05j -0.000248937-7.7592e-05j -0.000520395+0.000243636j -0.000385956-0.000490321j 0.000584802+0.000226014j 0.00021225-0.000457067j -0.00119046-0.000297145j -0.00124413-0.000520238j 8.71354e-05-0.000434068j -0.00100831-0.0007255j -0.000313823+4.10478e-05j -0.0006361-0.000130503j 0.000102304+0.000355768j 0.00137488+0.000455825j -0.00203883+0.000535481j -0.00117085+0.00142179j -0.00195202-8.13201e-05j 0.00171138-0.000163203j -0.000266871+0.00132233j 0.00203014+0.0011466j 0.00118914-0.000216054j -0.000880482-0.000571571j 0.00207021-0.00185099j 0.000660636-0.000582754j 0.000893675-0.000503242j -0.00013601+0.00121748j 0.000203727+0.000984639j 0.000672457+1.72461e-05j -0.00168646+0.00116854j 0.000828911+0.000746851j 2.92356e-05+0.000397642j -0.00144655-0.000253978j 0.00266617+0.000708327j -0.000992332+0.000441491j 0.000421931+0.000374387j -0.000300432-0.00138006j 3.79636e-05-0.00130119j -0.00130111-0.000489697j -0.00153528+0.000719001j 0.0013467-0.000515942j 0.00212459-0.000354369j 0.00180229+0.000127133j -0.000586738+0.000727306j 0.000367714-0.000362741j 0.00145837+0.000906395j 0.000724932-0.000261185j -0.000263817+0.000968834j -0.00101657+0.000132372j -3.52866e-05+0.000210823j 5.98819e-05-0.000686791j -0.00341281-0.00179213j 0.00028464-0.00100678j 3.45687e-06-0.00104443j 0.00232486-0.000472314j 0.000208348+0.00105573j 0.001659-0.000298384j 0.00129336+0.000584412j 0.000701842+0.000695739j 0.0017503+0.00102252j -0.00139393+0.000328282j 0.000143561+0.000350337j -0.000763331-0.00054102j -0.000466937-0.000475558j -0.000937764+0.000662974j -0.000610147-8.43524e-05j 0.000713274+0.00154368j 0.000284015+1.59692e-05j -0.000608643-0.000729326j -0.000578711-0.000374059j -0.000187501-7.96785e-05j 0.000248016-8.15387e-05j -0.000391734-3.08567e-06j 0.000117786+0.000134564j -0.000226743+0.000249179j 0.00041705+0.000608027j 
0.000171923-0.00161767j -0.000888176+0.00232409j 0.000689832-0.00296487j 0.000365637+0.0015224j 0.000998617+0.00131587j -0.00149433+0.00120713j 0.00102784+0.000502818j -6.04589e-05-0.00081558j 0.000352295+0.00386235j 0.00238675-0.00342149j -0.00247701+0.0010105j -0.00319651+0.000927525j -0.00249903-0.000206463j 0.000262168+0.000792491j 0.00516998-0.00170085j 0.00164552-0.00152513j -0.0043884-0.000920423j 0.00447378+0.00143489j -0.000208699-0.00331944j -0.00398416+0.000460085j 0.000750846+0.000756628j 0.00076089-0.00217464j 0.00700775-0.000147357j -0.00330554+0.00342749j -0.00127737+0.000561445j -0.000623858-0.000575603j -0.00117355-0.00214661j 0.00667886-0.00123011j 0.00470056-0.00198788j -0.0036277-0.000488688j 0.00122399+0.00129952j 0.00248489-0.000274009j 0.00392866-0.000102715j -0.00280058-0.0001979j -0.000435332+0.00174694j 0.0028893+0.00300169j -0.000630764-0.00102882j -0.00511245+0.000548944j -0.00491235+0.000813774j -0.000729358-0.00215738j -0.000548274-0.00113217j -0.0030954-0.00192343j 0.00495386+0.000225406j -0.00117131-0.000460265j 0.00602315-0.00159608j -0.00108824-0.00301098j -0.00144969-0.00140632j 0.000545705-0.00302183j 0.0039757+0.000278358j 0.00130216+0.00145296j -0.000978509-0.000224049j -0.00200663-0.00394242j 9.05743e-05-0.000600593j -0.0010097-0.00122581j -0.00515445-0.00293939j -0.00405879-0.00380608j -0.00263743-0.00295081j 0.000797676+0.00126788j 0.00186619+0.0011693j -0.00224497-0.00380334j 0.00148829+0.00157903j 0.00066049+0.000905479j 0.000752418+0.000244779j -0.00110332-0.00129257j 0.00114257-0.000716433j -0.000713095-0.000254492j 0.000931264+0.000393502j 0.000572597+0.00277738j 0.000627284-0.000419301j 0.000721433+0.00304858j 0.00175289-0.00161334j -0.00268049+0.00104811j -0.001056-0.00179632j -0.00139168+0.00277018j 0.000589338-0.000475539j -0.00128603+0.00205725j -9.11097e-05-0.00097817j 
