0.0113208-0.00270756j 0.000472524-0.00524173j -0.00417541+0.00461206j 0.0120505-0.00112491j -0.00307709+0.00184932j -0.00121886+0.00302697j -0.00658871+0.00241974j -0.00781304-0.0012479j -0.00968851+0.00426282j -0.000958788-0.00104829j -0.00172329-0.000378172j 0.00283431-0.00299868j -0.0138861+0.00184057j 0.0096558-0.00245884j -0.00443737-0.000784777j 0.00130434-0.00273987j 0.00120694+0.000706913j 0.00521931-0.000698412j -0.00133423-0.000229334j 0.00739372-0.00243144j -0.00938994+0.00135881j 6.1558e-06-0.00120839j -0.000338764-0.00157876j 0.00648606-0.00114763j 0.00715608-0.00084671j 0.00576548+0.00149704j 0.000217579+0.00702774j -0.00277587+0.000397133j 0.00921517-0.000786012j -0.00176916+0.000862743j -0.0141129-0.000980411j 0.00508799-0.00142543j -0.00496576-0.000212362j -0.00164605-0.00103932j 0.0109348+4.59889e-05j 0.0034258+0.000113235j -0.0113355-0.00248012j -0.00151774-0.000325381j -0.0069402-0.00220687j 0.00176987+0.00190932j -0.00356613+0.00105718j 0.00441381+0.000207696j 0.00334358-0.00124818j 0.0108735+0.00344605j 0.00584323+0.00453171j 0.00497426-0.00045297j 0.00968984+7.08633e-05j -0.00247665-0.0029328j 0.00801725+0.00196114j 0.00395223+0.00496959j 0.008804-0.00219975j -0.00879632-0.00658378j 
-0.000957923-0.000739493j -6.06354e-05+4.22883e-05j 0.000116152+0.00014068j 0.000726952-0.000511393j 6.72425e-05+5.1676e-05j 0.000313673-3.20487e-05j -0.000373877+0.000402011j 0.000503111+0.000933674j -0.00158424-0.00234529j -0.000373884-0.000301644j -0.00156441-0.00260788j -0.000957504-0.00125897j -0.000374046-0.0018976j 0.000605565+0.000294755j -0.00143768-0.00423878j 0.00318271+0.00483449j 0.000648527-0.0010179j 0.00173888-0.00134689j 0.000166244+0.00187074j -0.000389021+0.000949643j -0.000644579-6.76348e-05j 0.000384188+0.000995919j 0.00153546+0.000675166j 0.00159856+0.00601888j -0.00257245+0.00100854j -0.00122647-0.000671697j 0.000125121-0.000639497j 0.00017607-0.00496472j -0.000909417-0.0036967j 0.000559894+0.00575324j 0.00142997+0.00238927j 8.43061e-05+0.0020922j 0.00156864-0.0035755j -0.00185159-0.00183389j 9.80982e-05-0.00225666j 0.000746155-0.00131081j -0.000871501-0.00122894j -0.00136875+0.000533551j -0.000980129+0.0047489j 0.00104931-0.00297574j -0.000867782+0.00304271j 0.000313216-0.00091008j 0.00124038-0.00363125j 0.000530045-0.000276867j -0.000434152+0.00032071j 0.000338596+0.000241482j -0.000509119+0.00104438j -8.06596e-06+0.000711672j -0.000431013-0.00121772j -0.000186089+0.000674201j -0.00032505+0.000995886j 0.000229187-0.00016987j 
5.39972e-05+0.00292424j -4.14701e-05+7.38825e-05j 0.00187225-0.00109368j -0.00144638-0.00406941j 0.000819364+0.00354786j 0.00228549+0.00347511j -0.00115774-0.00459111j 0.000401959-0.000127641j 0.00232054-0.000113703j -0.000234041-0.00921459j -0.000211156-0.00221862j 0.00577132+0.000241993j 0.00241137+0.00608271j 0.00457881+0.0154868j 0.00193701-0.000565769j -3.82104e-05-0.00239633j -0.0029316+0.00344866j -0.00708711-0.0038149j -0.00304063+0.000859208j -0.00015904-0.00534619j 0.00281687+0.00246333j -0.00507448+0.0103558j -0.00269857+0.00698445j 0.00486547-0.00401441j 0.00489326-0.00669298j -0.00208827-0.00521409j -0.0100874+0.0121348j 0.00257125+0.00309194j -0.00670378+0.0176118j -0.000101343-0.00523922j -0.00381841+0.0113808j -0.000294488-0.0102165j -0.00349331-0.000310423j 0.00321651+0.000691368j -0.00290375+0.00333809j 0.00316137+0.00159011j 0.00843066-6.7119e-05j 0.00642734-0.00639114j -0.000782095+0.00220719j -0.00406681+0.0124808j 0.000490596+0.000719421j 0.00480931-0.00643033j 0.00286939-0.0028007j 0.00705677-0.00166959j -0.00042578-0.00182997j -0.000299147+0.00284308j -0.00065995+0.00633896j 0.00175035-0.00495518j -0.00122598+0.00389826j -0.00140919-0.0013987j 0.000887428-0.00202429j -0.00181756+0.00128179j 
0.00144427-0.00397097j 0.000321095+0.00116853j -0.00315354+0.00227397j -0.00114434+0.00111783j 0.00395715+0.000970506j -0.000972211+0.000952034j -0.00348223+0.00694154j -0.00487571+0.00480679j -0.0045058+0.00434857j -0.00425031+0.00109833j 0.00113033-0.00255961j -0.00556037-0.000645031j -0.00204462+0.00231734j -0.00710507+0.0119572j -0.00417161+0.00476312j 0.00795022-0.00157851j 0.00638645-0.00325561j 0.0115137-0.00195808j -0.00033401+0.00895527j 0.0009325-0.00155908j -0.00231217-0.00360266j -0.00361158-0.000500697j -0.00361076+0.00416649j -0.00152372-0.00629696j -0.00177162-9.67529e-05j 0.00102505-0.00398272j -0.00138255-0.00250153j 0.00729888-0.00601524j -0.013103+0.00709126j -0.0034632+0.00307628j 0.00139772-0.000862905j 0.005086+0.00184589j 0.00521271-0.00278501j -0.0118821+0.00261381j 0.00508426-0.00114294j 0.00408611-0.00104553j -0.000389616-0.00568095j 0.00751542-0.00465701j -0.0012263-0.00131005j 0.000397166-0.000300524j 0.000168248+0.00338242j 0.00179085-0.00013416j 0.000602796-0.000363311j -0.00504253-0.00207832j -0.000179348+0.000152795j -0.000788048+0.0010085j -0.00227233-0.000583597j -0.000762458+0.000115938j 0.000309854+0.000291977j 0.000145195-8.81518e-06j -0.00126558+0.000291861j 0.00219214-0.00161052j 
0.000527761-0.00080815j 0.000449336-0.000931734j -0.000615701+0.00096916j 0.00154442+0.00146327j 0.00010605-0.0010832j 0.00162444-0.000493212j -0.000182834+0.000928021j -0.00128736+0.00106863j 0.000706764-0.000187174j 0.00172347+0.00394141j -0.000241528+0.000122433j 0.00219196+0.00349237j 0.00175943-0.00238213j -0.000205128-0.000951407j -0.00582599-0.0021498j 0.00963573+0.00191931j -0.00183984-0.00143566j 8.93767e-06-0.00475441j -0.00487513-0.000140411j 0.000971353+0.00200776j -0.00532452-0.00226283j 0.00375857-0.00057712j 0.00265563-0.00695097j -0.00829434+0.00223526j 0.00287665+0.00450341j 0.00705506+0.00239914j -0.00382956-0.00382307j 0.0148144+0.0020465j -0.00695594-0.00941824j 0.00344794-0.000721824j -0.0053983-0.00506186j 0.000482334+0.00108247j 0.00218938-0.00126479j -0.00948394-0.00284118j -0.00785619-0.00927833j 0.0101751+0.00351213j -0.00182703+0.00455758j 0.00723091+0.0104575j -0.00239807-0.00249984j 0.000213736-0.000302217j 0.000250279-0.00236272j -0.00458199-0.00606996j -0.00258026-0.00724949j 0.00378521+0.00749106j -0.00370622-0.00173921j -0.000490835+6.25906e-06j -0.00024541+0.00349339j 0.000924298+0.00114315j -0.000868836-0.00202779j -0.00116357-0.00173066j -0.00173652-0.00121721j -0.000658149+0.000739208j 
-0.000164552-0.000189774j 0.000798424+0.00251429j -0.000215041-0.00226661j 0.00187841-0.000417282j -0.00269381-0.000920233j 0.00135959+0.00137952j 0.00278891+0.00146012j -7.83862e-05-0.0024071j -0.00186373-0.00273717j -0.00099389-0.00498517j -0.00432087-0.00061658j -0.00401049-0.0101944j 0.000223836+0.00203522j 0.00169366-0.000422331j 0.00494116+0.00173096j -0.00164007+0.00501933j -0.00233558+0.00119884j -0.00166822+0.00848096j 0.00189116+0.0034973j -0.0010497-0.00418671j -0.00437119-0.00598313j 0.000713679+0.00147685j -0.000764231+0.00840331j -0.00632573-0.0055313j 0.00500475-0.00466596j 0.00740097+0.00527867j 0.00324553-0.00742427j 0.00560724+0.00384961j -0.00197586+0.00185838j -0.00209107+0.00515433j -0.00164683-0.00541411j -0.00104142+0.00606346j 0.000771791+0.00437219j 0.000380727-0.00415185j -0.00249655-0.00273961j -0.00132899+0.0011969j 0.00201974-0.0131703j 0.000238116-0.00511027j -0.00318611-0.00297076j 0.00161275-0.00555216j -0.00177902+0.00188499j -0.000524818-0.00486481j -0.00440917-0.0036176j 0.002587-0.00490598j 0.00172868-0.00116407j -4.33607e-05-0.00490162j 0.000656463-0.00364703j -0.000262319+0.00575886j -0.000352469-0.00368154j 0.000933765+0.000375466j 0.00039558+0.000199754j 0.0023593-0.00147353j 
-0.000618312+0.000404057j -0.000134016-0.000369588j 0.000704336+0.000439993j 0.000346026-0.00162047j 0.000733032+0.000806774j 0.000269885-0.000104654j -0.00133665-0.000276747j 0.000265185+0.000302287j 0.00123228-0.000357015j -0.000874775+0.00158024j 0.00101547-0.000785504j 0.00156547+0.00275247j -1.1233e-05-0.00156735j 0.000468596+0.00298914j -0.00178482-0.00346176j 0.00112472+0.000777448j 0.00121063-0.000453146j 0.00197068-0.00534384j -0.00223516+9.45367e-05j -0.00167555+0.000212666j 0.00282983+0.00214099j -0.000750996+0.00132428j 0.00197694-0.00152844j 0.00432169+0.00466061j -0.00381258+0.00013292j -0.00362661-0.00364631j -0.00225474+0.00449649j 6.89453e-05-0.00381936j -0.000417229-0.000579741j 0.000743261+0.000558502j 0.000980858+0.00406354j 7.20927e-05-0.00249633j 0.000759832-0.00319737j -0.00121736+9.82018e-05j 0.00329061+0.000307392j 0.00245432-0.000530836j 0.000136372+0.0037957j -0.000685841+0.00113978j 0.00192937+0.00402065j -0.000406975+0.00162388j -0.00068045+0.000353626j 0.000313338+0.000318426j 0.00405532-0.000659102j 0.0008283+0.00201544j -0.0011109-0.000549801j 0.00085054+0.00247097j -0.000516944+0.00207352j -9.87714e-05-0.0020465j -0.00120543+0.0013551j -0.000782325-0.000596463j 0.00038332+7.37843e-05j -0.000728066-4.88117e-05j 
0.000404707+0.000791912j -0.00101982+0.00125313j 0.000810105-0.00187424j -0.000580846+0.00291986j -0.000350165-0.00404003j 0.000603235-0.00105774j 0.000268407+0.00250741j 0.00238652-0.00335238j 0.00617297-0.00394929j -0.00421855+0.00814818j -0.00369249+0.00926018j 0.000786187-0.00129185j -0.000707242-0.00310625j -0.00284671+0.0020152j 0.00785954-0.00479293j -0.00257217-0.00393642j -0.00809183+0.00507008j 0.00662081-0.00827768j 0.00670683-0.00554807j 0.000921188-0.00266875j 0.000444157+0.00339138j -0.00510658+0.0068009j 0.00206431-0.00223382j -0.00742897+0.00436093j 0.015016-0.00583826j 0.00428839-0.00935006j -0.00607845+0.00337819j 0.00596866+0.000907898j -0.00802901+0.00160752j 0.000997822-0.00116084j 0.002761-0.00236724j 0.00566348-0.00469449j -1.66335e-05+0.00234212j 0.00386551+0.00100697j 0.00239589+0.00143413j 0.00309445+4.70834e-05j -0.00608937+0.00378787j -0.00221451+0.000691224j 0.00156435-0.000762003j -0.00174903-0.000352367j -0.000481988-0.00385979j -0.00326466+0.000451833j 0.000690443+0.001032j 0.00033519+0.00150436j 0.00120842-0.000979415j 0.00206043-0.00157546j 0.00284753-0.00139805j -0.00160993+0.0015849j 0.00170936-0.000911264j 0.000479621-0.000708102j 0.00100403-0.000798987j 0.000316692+0.000360292j 
-0.00190442-0.00169389j -0.00146746-2.11958e-05j 0.000449605-0.000233398j -0.000716341+0.000430946j 0.000831479+0.00236457j -0.000822723-0.00330103j -0.00115094-0.0033443j 0.00356745+0.00118784j -0.00226426-0.00811266j 0.00130935+0.000446358j -0.00361679-0.00218574j -0.00110653-0.00246038j -0.00046758+0.00122943j 0.00194186+0.000856021j 0.00161828-0.0126253j 0.00615686+0.0118114j -0.00514633+0.00101818j 0.00210953-0.00448409j 0.00804004+0.000514625j 0.00277942+0.00522734j -0.00111613+0.000179228j -0.00193356+0.00264385j 0.00213142+0.00313236j 8.28712e-05+0.0128659j 0.00428211+0.00242144j -1.26751e-05-0.00081464j -0.0002085-0.000311288j -0.00443782-0.00865105j -0.00328071-0.0057425j 0.00324209+0.012135j 0.00337438+0.00592747j 0.000781407+0.00145738j 0.000770273-0.00663448j 0.00301309-0.00309658j -0.00393916-0.00749062j -0.0022841-0.00326203j -0.00673365-0.00037912j -0.00658108+0.00273252j -0.00251251+0.00640082j -0.000207806-0.0030347j -0.00176459+0.00962553j 0.00311981-0.00119873j 0.00176552-0.00830002j 0.000840955-0.00208112j 0.000432896+0.00249615j -0.00225279-0.00020361j -0.000960409+0.00312162j 0.00197832-1.23379e-05j 0.000726563-0.00194921j 0.000563177+0.00281307j -0.000654026+0.00274534j 0.000310217+0.0010695j 
-0.00223656-0.0021855j 0.00162186+0.000693479j -8.45484e-05-0.000264039j 0.000817125+0.00108507j 1.57678e-05-0.000811441j 0.00247748-0.000303789j 0.00107733+0.00196918j -0.000890016-0.000282909j 0.00392292-0.00255393j -0.000849544-0.00117495j -0.00237798-2.7941e-05j -0.00151342-0.00580941j 0.000127091-0.000286576j 0.000354242-0.00337509j -0.00726412-0.00382783j -0.000104427+0.00695917j 0.00486818+0.00117687j 0.00643207+0.00410205j -0.0122404-0.00226862j -0.00495157-0.00336947j 0.00318429-0.00358698j -0.000612016-0.00139262j 0.00391625+0.00276542j 0.0111814+0.00622374j -0.006764-0.00676004j 0.000621411-6.68596e-05j 0.00351652+0.000162663j 0.0043055+0.000605065j 0.000958552-0.00802727j 0.00340093+0.00484974j 0.00277389-0.00200828j -0.00202756+0.00646759j 0.000765876-0.00112173j -0.00134942-0.010061j 0.0100192+0.00179388j 0.00578539+0.00347826j 0.00752008-0.001453j 0.0039538+0.00465119j 0.00611246+0.0106803j -0.00175738-0.00440609j -0.00563159+0.000149656j -0.0019085-0.00277211j 0.00255715+0.000782965j 0.00443558+0.00272467j -0.0049428-0.00431509j 0.00342401+0.00571925j 0.000742139-0.000276773j -0.00399119+0.00332891j 0.00169898-0.00085663j -0.00320655-0.00203517j -0.000526048+0.0011159j -0.000808344-0.00431449j 
-0.00198624-0.00244722j 0.000521671+0.00196854j 0.000811923-0.000862821j -0.00162748-0.00370905j 0.00282546+0.00645263j -0.00109483-0.00794712j -0.00133354-0.00442717j 0.000811588-0.000402466j 0.00547907+0.000254277j 0.0039263+0.00205105j 0.00483981+0.00469499j -0.0012147+0.000528494j 0.00427671+0.0142333j -0.000539655-0.00147428j 0.00520124+0.003059j -0.00554455+0.0043513j -0.00295212+0.00173374j 0.00331887+0.00366825j -0.00155594+0.0020984j -0.00263545+0.00282802j -0.00109385-0.0104579j -0.00561742-0.0122547j 0.000527456+0.00613398j -0.00659864-0.0138587j 0.00200879-0.00129204j 0.0108411+0.00719759j 0.00979581-0.00719064j 0.00364083+0.0035163j 0.00362932+0.00152606j -0.00157711-0.00266062j -0.00589086-0.00800563j -0.00278407+0.00375503j 0.000758225+0.00276007j 0.00267777-0.000229475j 0.00493768-0.00662968j 0.00192738+0.00222593j -0.00116571-0.00266721j 0.000369887+0.00191967j 0.00269904-0.0137881j -0.00311636+0.00612226j -0.00607988+0.00398622j 0.00125993+0.00212796j 0.00101664+0.00680978j 0.00226847-0.00025363j -0.000888008+0.00100186j -0.00189333+0.00529858j 0.00154161-0.00270311j 0.00150402-0.00405257j -0.000975905+0.00394615j -0.00193412-0.000142128j -7.23894e-05+0.00061729j 0.000273649-0.00285983j 
0.000195852+5.90064e-05j -0.000576743-0.000551377j -0.000128442+0.000417436j -0.00054429+0.00162471j 0.000118915-7.68006e-05j -0.000884651-0.00163143j 1.61549e-05-0.000611457j 0.000780339+0.000706891j 0.00150922-0.00111157j 0.00133034+0.00404724j 0.000878149+0.00173199j 0.000733348+0.00417523j 0.000364372-0.00332692j -0.00155628-0.00566151j -0.001063-0.000538004j 0.000583265-0.00117548j -0.00190997+0.00039345j 0.00030841-0.0020149j 0.00178477-0.00250322j 0.0027575+0.00257487j -0.000185402+0.00248833j 0.00104912-0.0028596j 0.00170253-0.00674077j -0.00185262+0.00287147j 0.000720604+0.0042719j 0.000445735-0.000459401j -0.000957828-0.00113665j -0.00220117-0.000176541j 0.00252279-0.00653762j 0.00244867-0.00221122j -0.000164383-0.00110005j 0.000163735+6.20516e-05j -0.000498699-7.60828e-05j 5.18716e-05+0.0016342j -0.00163362-0.000864579j -0.000218885-0.000235436j -0.00414167+0.00542033j -0.00172003+0.00439891j 0.000316934-0.00126474j -0.000168242-0.00099611j 0.000591342-0.001043j -0.0015447+0.00281516j -0.000633438+0.000987672j -0.00142768+0.00220569j -0.000549068+0.00142344j -0.000520228+4.01198e-05j 0.0003561+9.72563e-05j 0.000530146-0.000494414j 0.000713997+5.07277e-05j 0.000362611+0.000335211j -0.000191068+3.97676e-05j -0.000535676+0.00101465j 
-0.000605196+0.000319575j 0.00239554-0.00602806j 0.000908477+0.00131959j -0.000242822-0.00125747j 0.00110185-0.00778753j -0.00152053-0.000386252j 0.000794364-0.00175916j 0.00218871-0.00502261j -0.00438942+0.0111585j 0.000420909+0.0042137j -0.00477379-0.00204904j 0.00237826-0.00370593j -0.00846549+0.00928012j 0.00234211-0.00218817j 0.00352397+7.18211e-05j 0.000991924-0.00440798j 0.00568333-0.0136143j 0.00160472+0.000936423j 0.000502232+4.26683e-05j -0.0120991+0.00716557j -0.00104106-0.00465743j -0.00218039-0.00394989j -0.00830206+0.00668751j 0.00027456+0.00152184j 0.000692191+0.00538341j 0.000850798+0.00859664j 0.0108808+0.000350271j -0.000980721-0.00184497j -0.00549454-0.000482102j -0.00627998+0.0059545j 0.00165663-0.00293757j 0.00537141+0.00144787j -0.00175957-0.00293352j 0.0035915+0.00183297j -0.00236183-0.000136196j -0.00188793+0.000164009j 8.64682e-05+0.000305988j -0.000196509+0.00287509j 0.00330541+0.000106605j -0.00185381-0.00284642j 0.00339484-0.00141016j -0.0019937+0.000746797j -0.00135865+0.000547848j -0.00156374+0.00201879j 0.0019478-0.00151255j 0.00156679+0.000409327j -0.00173359+0.000666082j 1.99103e-05+0.00139735j -0.000748658+0.00116535j -0.00160983+0.000126823j -0.00147933+0.00166149j -0.00217703-0.000904778j 
0.00115308+0.000585362j 0.000598884-0.00192409j -0.00060205+3.47077e-05j 0.0035397+0.00315191j -0.000327149-0.00523527j 0.00080287+0.0015005j -0.0019426-0.000253472j 0.00129481-0.0019954j -0.00336061+0.000549529j -0.00437934-8.22739e-05j 0.00287783+0.00145452j 0.00101334+0.000392806j 0.00314957-0.00274611j 0.00880466+0.00146843j 0.00573203-0.00385027j -0.00486182-0.00186531j 0.00569615+0.00365198j -0.00270451+0.000254414j -0.000247876-0.00530763j -0.00624522-0.00445823j 0.00061541+0.00176271j 0.00650013+0.00902591j 0.00357032+0.0025961j -0.00698059+0.00312756j -0.00513137-0.0115469j -0.00573502-0.00338794j 0.00274692+0.00709119j 0.00591537+0.00101322j 0.0107678+0.00744065j -0.00718793-0.00150738j 0.00274808+0.00224491j -0.00366703-0.00435187j 0.0052013+0.00313092j 0.00285311-0.00319094j -0.00111788+0.00434641j -0.000376305+0.000107274j -0.00135124-0.000894897j -0.00663524-0.005378j -0.00457432+0.00129409j 0.00666467+0.00423083j 0.00345992-0.00436634j -0.00184246-0.00294361j 0.00107984+0.00115588j -0.00279229-4.38699e-05j 0.00138425-0.000646843j 0.00151272-0.000665826j 0.000794745-0.000492617j -0.00155547-0.000897979j 0.00069106-0.00557774j 0.00112902+0.00041763j -0.00160254-0.000738642j 0.000409571+0.00253469j 
0.00063936-0.000838121j 0.000392097+0.00138512j -0.000424698-8.94939e-05j 0.000185115+0.000658748j -0.00124704-0.000538185j 0.000770998-0.000717998j 0.00194101+0.00203005j 0.000227052-0.00101535j -0.00475208-0.000299824j 0.00675903+0.00340512j -0.000440395+0.0016933j 0.00106012-0.00293976j -0.00398823+0.00376212j 0.0105759-0.000737084j -0.0124165-0.00218595j 0.0035961-0.00369701j 0.000974288+0.00154884j -0.0144947-0.00390479j -0.000136597-0.00490493j 0.000807027+0.00114958j 0.0037822-0.00340944j 0.0111715+0.00165597j -0.00145883-0.00029854j 0.00979531+0.00144067j -0.000614145-0.00445562j -0.00836039+0.0071078j 0.010113+0.00563409j -0.00770696-0.00357484j 0.00253621+0.00905779j 0.0064848+0.00194451j 0.00665541-0.00527782j -0.00762803-0.00302225j -0.00588895-0.0019264j 6.42978e-05+0.000469231j -0.00428024-0.00317514j -0.0020661-0.00238904j 0.00424254+0.0046125j 0.00110875+0.00417195j 0.00569366+0.000298117j 0.000978723-0.00161525j 0.00219933+0.000757133j -0.00148245-0.00189981j -0.0090267-0.00663957j 0.00124072+0.000640121j -0.000130346-0.000377838j -0.00147362-0.000921017j 0.00383349+0.00124778j -0.000116001+0.000115836j -9.73862e-05+0.000305485j 0.000204034-0.000549742j -0.000552285-0.000338762j 0.0020898-0.0001511j 
0.00157201+0.00197739j -0.000463805+1.25774e-05j 0.000479387-0.000989918j -0.000362905-0.000237829j -0.00131943-0.00253135j 0.00180039+0.00343424j 0.00137807+0.00102424j 0.000965719-7.8632e-05j -0.00112454+0.000917707j -0.00302779-0.00148908j -0.00731805-0.00167267j 0.0023335-0.000705958j -0.00653716-0.00906484j -0.00697563-0.00361891j -0.00175442+0.00580975j 0.00254281-0.00428849j -0.00266607-0.00161362j -0.000721114+0.00365394j 0.000816693+0.00151527j 0.00328342-0.0036076j 0.00194571+0.00442444j -0.000759524-0.000240749j -0.0050365-0.00656019j 0.00562058-0.000430328j 0.00604434+0.00884221j 0.000412568+0.00138343j -0.0058931+0.00114098j -0.00260401+0.00498707j -0.00887418-0.00846657j 0.00210774-0.0025758j 0.00259005+0.00165269j 0.00355675+0.00226259j -0.00326415+0.00155962j -0.00150328+0.00231166j -0.00163211+0.00480494j -0.000866705+0.00127075j 0.00298995-0.000360233j 0.00330892+0.0010413j 0.00328629+0.00461807j -0.00190865-0.00624568j 0.00192705-0.00365826j -0.00153737+0.000684345j -0.00333277-0.00207717j 0.00139984+0.000225008j 0.00113079+0.000353448j 0.00149777-0.00325728j 0.00108582+0.000197981j -0.000275384+0.00246697j -0.000254844-0.000121745j 0.000898357-0.000687657j 0.00097484-0.00104755j 0.000426203+0.000940358j 
0.000231945-0.000988109j -0.000158947-0.000221159j 0.000412208+5.58649e-05j -0.000766694-0.000979424j 0.00204419+0.00265402j 0.00123417-0.0022177j -0.00245069-0.00296687j 0.00113914+0.00100219j -0.000120435+0.000824245j -0.0016409-0.00172759j 0.00111898-0.00217824j 0.00121937-6.73433e-05j 0.00348941+0.0038981j 0.0078856-0.000771371j 0.000957324-0.00143503j -0.00128069+0.00295729j 0.0013187+2.65795e-05j -0.00232856+0.00384458j 0.000170305+0.000923025j -0.00216037+0.00143223j 0.00115579-0.00273571j 0.00360799-0.00192065j 0.00260581+0.00404185j -0.00177936-0.0028324j -0.00421354-0.000206889j -0.000957414+0.00467131j 0.00629364+0.00256945j -1.8573e-05+5.79083e-05j 0.00969012+0.00227021j -0.00212541+0.00127626j 0.00219644+0.00242574j -0.00576407+0.000341432j 0.000981442+4.40095e-05j 0.00196785-0.00152378j -4.71457e-05-0.000696772j -0.00029006+0.000577041j -0.000564856-0.00247334j -0.00409134-0.00131777j -0.000629233-0.000585284j 0.00388017+0.00362489j -0.00037253+0.00176282j 0.000391493-0.00255916j -0.000114778-0.000798413j -0.000501626-0.000912585j -0.000508929+0.000628826j -0.00139085+0.00269217j 0.00129923+0.00197359j -8.14368e-05-0.00332511j 0.000235096+0.000806338j -0.00056187+0.000481875j -0.00119303+0.000229329j 0.000591823+0.000825597j 
-0.00205831+0.00102615j -0.00113443-0.000430065j -0.000278717+0.000190254j 0.00216276+0.00304853j -0.000883179+0.00138985j 0.000692091+2.45023e-05j -0.000479858-0.000468122j -0.00153646-0.00238472j -0.00179129-0.00213052j -0.00640822-0.0067938j -0.00574887+0.00622558j -0.0120141-0.00553756j 0.0066931+0.00468619j -0.00116059-2.55535e-05j -0.00193365-0.000105125j 0.00662709+0.00110197j -0.00470527+0.000607833j 0.00861194+0.00195264j 0.000375115+0.000196997j 0.00228041-0.000465985j -0.00502812-0.000416976j -0.000860494+0.00534328j 0.00943165+0.00734937j 0.00498655-0.00313362j 0.0021159-0.00752704j 0.00552588-0.0044613j -0.00501808-0.00393151j 0.00093656+0.00311583j -0.00416127+0.00496824j 0.00902997-6.38557e-06j 0.00168301-0.0010294j 0.00606784+0.000781818j -0.00240492+0.00167991j -0.00371584-0.00701555j -0.00183942+0.00295075j -0.000212238+0.000176258j -0.00490743-0.00897154j 0.000768273-0.00448079j 0.00479194+0.00252393j -0.00499952+0.00241183j 0.00375146+0.00301929j -0.00295545-0.00549506j -0.00383845+0.0016575j -0.00210814-0.00677634j -0.00156981-0.00110875j -0.000367383-0.00010126j 0.000523914+0.0005155j 0.00243882+0.00410852j 0.00035155-0.0048355j 0.00140745+0.00171622j 0.0022653+0.00279529j -0.00137504-0.000364713j 
-0.000291336-0.00196462j -0.00212218-0.000199702j 0.00304737+0.00166721j 0.000667391+0.00178475j 0.0047724+0.00323627j 0.00418658-0.000268911j -0.00349879-0.00392192j 0.00578908+0.00321713j 0.00440646+0.00222927j -0.00555414-0.00680837j -0.00678344-0.00868639j 0.00780487-0.00327934j 3.05448e-05+0.00311543j 0.00209521-0.00231614j 0.00527881+0.00782588j -0.00189933-0.000631754j -0.00303464-0.00800124j 0.00209821+0.00911614j 0.0011296+0.00467258j 0.00269308-0.00309948j 0.00427653-0.00142806j -0.00322157-0.00602379j -0.00341508+0.00554426j 0.00106189-0.00559863j 0.00553253+0.0112127j 0.0037333+0.00837488j 0.00155002+0.00256777j 7.76939e-05+0.00724611j 0.00180973-0.00590541j -0.00351336-0.000142766j 0.00466343+0.00611504j -0.00272125+0.00419594j -0.000371978+0.00114595j 0.00322172+0.00213702j 0.000157216+0.00432687j 0.00136733+0.00373162j 0.00503599-0.00493579j 0.000850693-0.00447953j 0.000737296+0.00395239j 0.00161334+0.000802436j 0.000347494+0.000454556j 0.00264679-0.00492903j -0.000362584+4.80319e-05j 0.0025563+0.00222872j 5.80509e-05+0.00321557j 0.000244572+0.00584583j 0.00386467+0.00484053j -0.00213028-0.00333768j 0.00263377-0.000359123j -0.000482347+0.000165204j -0.00151375+0.0015319j 0.00152589+0.00244692j 
0.00270108+0.00245948j 0.000571469-0.00186271j -0.00182702-0.00421544j -0.000394993-0.00361196j 0.0021524-4.59393e-05j -0.00150752-0.00243555j -0.00982822-0.00850312j 0.000203163-0.00409251j -0.0147787-0.00348244j -0.00453363-0.00444393j 0.000364636+0.00091183j 0.000230667+0.00139338j -0.00407727-0.00727212j -0.00705553-0.00444826j -0.00155732-0.00618645j 0.00601791+0.00773882j 0.00802836+0.0122221j -0.00102577+0.0115848j -0.00407047-0.000531606j -0.00330139-0.00325693j 0.00362294-0.000174902j 0.0029793+0.000216587j -0.00385125-0.00507656j 0.00554293-0.000715368j -0.00365229-0.00245766j -0.0014582+0.000807307j 0.00433758+0.00587205j 0.00297094+0.00609323j -0.003248-0.0121255j -0.0056668-0.00492446j 0.0043257+0.0074728j -0.00152419+0.00425381j 0.00451315+0.00466858j -0.00214625-0.0103502j -0.0043107+0.00511512j -0.00281271+0.00143134j 0.000699752-0.00156409j -0.00234898+0.00426923j 0.00209714+0.000501403j 0.00262149+0.00295212j 0.00287283+0.00297996j -0.000316219+0.00169025j -0.000736844-0.0017625j -0.000629467-0.00862862j 0.00253376+0.00245592j -0.00027242-0.000139128j 0.000904507-0.00107348j 0.00220159-0.00432113j -0.00185459-0.00224467j 0.000511416+0.00220944j -0.000695812-0.0012587j 0.000563627+0.00411017j 
