0.10298+0.0433661j 0.0363956-0.101177j 0.0758282+0.110199j -0.127693+0.0801116j -0.00188204+0.0397308j -0.00615076-0.041468j -0.0680393-0.0530098j 0.0380561-0.129599j -0.0953984+0.00415435j -0.0391358-0.00539714j 0.0983566-0.0438642j 0.0417303-0.0316009j 0.0599922+0.046194j 0.0443763+0.0514034j 0.00289754+0.0222434j 0.00255005-0.0368336j 0.016364+0.035501j 0.063638+0.0807927j -0.0131805+0.0632735j 0.0257919+0.0333871j 0.00897302+0.0856861j -0.00735734+0.0485482j -0.00443471-0.0776928j -0.00993481-0.0191785j 0.00651727+0.0401429j -0.0132563+0.0199006j -0.0431614+0.00650078j 0.0164768+0.00789641j 0.038144-0.0214362j -0.0757695-0.00945895j -0.0211637+0.00419563j -0.0236263+0.00119016j 0.0193606+0.0311882j 0.0419482-0.00251912j -0.0398747-0.00886586j 0.0223033+0.0322849j 0.0200451+0.0017865j -0.0302131-0.0134921j 0.0654461-0.0203522j 0.0340841-0.0219346j 0.0623607-0.0040079j 0.0269084-0.0259748j -0.0270903+0.0094813j 0.0545399-0.0259485j 0.00578803-0.0214371j 0.0230092+0.0163089j -0.0114247-0.0417815j -0.0250281-0.00656379j -0.0133873+0.056187j -0.00728384-0.018772j -0.0659865+0.0211111j -0.0100043-0.0288153j -0.0387445+0.00581728j 0.0300535+0.00402677j 0.0162466+0.0270915j 0.0199195+0.0141376j -0.0709768-0.0542364j -0.0381002+0.0350569j -0.0287935+0.00259207j -0.0184382+0.0433215j -0.0427162+0.0361081j -0.00678626+0.00177417j 0.000488461-0.0347j -0.005267+0.050911j 0.00604329+0.0117043j 0.0448808-0.010521j -0.0273589+0.00484308j 0.0261323+0.0118164j 0.037032-0.0424492j 0.0279361+0.104122j 0.019432+0.000687105j 0.0241589+0.0692486j 0.0887459-0.0232672j 0.077192+0.0902731j 0.0944084-0.0783893j 0.130301+0.037065j -0.0364029+0.131867j 
0.000171728-0.00151261j -0.00121169+0.000590254j 0.00199604-0.00257056j 0.00354474+0.000763328j 0.00944406-0.00244894j 0.000681279+0.00552688j 0.0013059-0.00216059j -0.00442169-0.00365155j 0.00400475+0.00721004j 0.0109674-0.000272046j -0.00167208+0.00263869j 0.00332722+0.00273617j 0.00146583-0.00430108j -0.0049863-0.0019503j -0.00199542-0.000452819j -0.00360664-0.00835368j -0.00398495+0.00537041j 0.0108083+0.00157226j -0.000616833+0.00397159j 0.000551745-0.00621304j 0.001269-0.00319277j -0.0013088-0.00223636j -0.00834495+0.00350535j 0.00232557-0.000421908j -0.00729396-0.00347796j -0.000910047+0.00127662j 0.00120828+0.00625066j -0.000842258+0.00162589j 0.00431036-0.00108258j 0.00693556-0.00307259j 0.0024175-0.00237322j -0.00348458-0.00639626j -0.0112313-5.68792e-05j -0.00173886+0.00206277j -0.00704907+0.0122332j 0.000341674-0.00208485j -0.00732578-0.000941642j 0.00766559+0.00141106j 0.00539804+0.0033334j 0.00456269+0.00532785j 0.00394927-0.00368332j -0.00215658+0.00504356j 0.00181068-0.0108409j -0.00144181+0.00149447j 0.00236697+0.0116545j 0.0048105-0.00427329j 0.0179087-0.00690005j -0.015124-0.00198258j -0.00549884+0.00347652j -0.0114209+0.0110567j 0.010381-0.00228024j 0.000766385-0.000116143j 0.00461726-0.00839168j 0.0121028+0.00160652j -0.00149942+0.00196066j 0.000275278-0.000473876j 0.00653937-0.000775581j 0.00248562+0.00170695j 0.00339179+0.00159608j -0.000540486+0.00286228j 0.00594846+0.0048409j -0.00938969-0.0141187j 0.0120426+0.00832904j 0.00299493-0.000343106j -0.00249583+0.00350457j 0.00486596+0.00746283j -0.000531942-0.0104138j -0.00209381+0.00428933j 0.000695251+0.00556827j -0.000164164+0.00182592j -7.19572e-05+0.00230231j -0.000323804+0.00162724j 0.00362251-0.00262519j -0.00128771-0.000202265j 0.00180554+0.000331514j -0.00130852+8.95899e-05j -0.000221316-0.000676779j 
0.000302233-0.00131569j -0.00018509-0.000316621j 0.000428452+0.00127059j -0.000483266-0.00282098j 0.000229885-0.00442644j -0.00403726-0.00555848j -0.00329665+0.00685259j -0.00568042+0.00575282j -0.00282881-0.0118376j 0.0109376-0.0101141j -0.00497669-0.00208019j -0.000480801-0.00755741j -0.00217458+0.00729862j -0.00411389+0.0099982j 0.00768598+0.0073991j 0.000912551-0.00624752j 0.00119464-0.0113416j -0.00811946+0.00168658j 0.00283543+0.0111109j -0.00387829-0.00383109j -0.0001198+0.00864031j -0.0105981-0.014243j -0.00613673-0.00213465j 0.0128564-0.000797046j -0.00122665+0.00751837j -0.0059852-0.00107549j -0.00670967+0.0097914j -0.00406806-0.00737951j -0.0103167+0.0138294j 0.00428188+0.00765538j -0.000241594+0.00273359j -0.00449792-0.00286053j -0.00638442+0.0119388j -0.000530734+0.0075671j -0.00702665+0.0106837j 0.00238221-0.00799687j 0.0158487-0.00430291j -0.00753818+0.00452514j 0.00237141-0.000493592j 0.0130748-0.00112282j -0.00341607+0.00613796j 0.0134148-0.00591559j -0.00361828-0.000223672j -0.000518037-0.00985563j 0.0018176-0.00115897j 0.0101274-0.0032304j 0.0069349+0.0146382j 0.00465012+0.00173299j 0.0146292-0.000116308j -0.00262744+0.00925004j -0.0109961-0.00158114j -0.00567835+0.0127192j 0.0019269-0.00365546j -0.00259018-0.00234933j 0.00174109+0.00976532j -0.00610028-0.0132501j -0.0115958+0.000978086j 0.00331988-0.00129074j 0.00210303-0.00756982j 0.00801627+0.00194791j -0.00181588-0.00397799j 0.00325409-0.00102595j -0.00175514-0.00944567j 0.00684316-0.00354113j 0.00744192+0.00609411j -0.000191834+0.00528526j 0.00531417+0.00265248j 0.00303397+0.00390783j 0.00112249+0.00063911j 0.000357058+0.000966052j -7.6247e-05+0.000176245j -0.00247367+0.0021956j -0.000543751+0.00178783j -0.000991397+0.00134432j 0.00103034-0.00094413j -0.00185784+0.000181992j 0.000519361-0.00171666j 
-0.000343361+5.61872e-06j -0.000705335+0.000996629j -9.43636e-05-0.00206305j 0.00124587+0.00103633j -0.00186822-0.000429664j 0.00266329+0.000617088j -0.00156268-0.00133564j 0.00149879-0.00650263j -0.00167333+0.00732645j -0.00740897+0.000991441j 0.00575413+0.000695164j -0.00234239+0.00668725j 0.00137498+0.00180553j 0.00257233-0.00140424j 0.00289556-0.00863999j -0.0108954+0.000147079j -0.00341711-0.00228529j -0.000766179-0.00499311j -0.00270472-0.000503623j -0.0019376+0.00309222j -0.0028784-0.00436691j 0.0107987-0.000204761j 0.00467417+0.000670345j -0.00203223+0.00257706j -0.00204358+5.3186e-05j 0.00361205+0.00416645j 0.00435361+0.00833598j 0.00683404+0.00143863j 0.00422652-0.0041133j -0.00609506-0.000643519j 0.00915437-0.00173319j -0.00218509-0.00190655j 0.0026599-0.0101503j -0.00198702+0.00113395j 0.0126427+0.000514182j 0.000834086+0.00159349j 0.00217471-0.00513281j 0.00353776-0.00241737j -0.00225793+0.00544711j -0.00378673-0.00330276j -0.00358027-0.000315192j 0.00401238+0.00432725j 0.00499304+0.00340378j -0.00161382+0.00498468j 0.00334921+0.00297864j -0.00410882+0.00117533j -0.00889397-0.00291299j 0.00137014+0.00867621j -0.00171914+0.00055862j 0.00965017-0.00492102j 0.00562903-0.0105575j 0.00303543-0.00446769j -0.000962912-0.000345228j -0.000429845-0.0100253j 0.000126613+0.00176891j -0.00712573-0.000940874j 0.00403803-0.00183839j -0.00164512-0.00522444j 0.000498538-0.00195274j -0.00769124+0.00480202j -0.0029717+0.00749467j -0.00637539-0.00236584j 0.0023302+0.0109233j 0.00106878+0.00135058j -0.00456231+0.0028495j -0.00217284+0.00326845j 0.00327583-0.00571122j -0.0128475-0.0064822j 0.00194826-0.000307974j 0.000336578+0.000563296j 0.00308021+0.000775029j 0.000942549-0.00518526j 0.00349762+4.56999e-05j 0.000376209-0.00257081j 0.00218538+0.000404783j 0.000687515-0.000843994j -0.000331874+0.00134188j 
0.000797313-0.00125893j -0.000764502+3.56567e-05j 0.00241667-0.000116715j -0.000221706+0.00139442j -0.00156685-0.0023793j -0.00318822-0.00204591j 0.000438246+0.000793222j -0.00380823+0.000908336j -0.000540533-0.00497003j 0.0024804-0.00307046j 0.00715844-0.00288468j 0.000617501-0.00188381j -0.00431893-0.00316064j 0.000605597+0.000405307j -0.00281659-0.00375878j -0.00940778-0.000822647j -0.00269675-0.000970353j -0.00603297-0.00642453j -0.000712247-0.00204221j 0.000872421+0.000868762j 0.00997094-0.0034626j -0.0045074-0.0027053j 0.00919543+0.00795211j -0.00477774+0.00445543j 5.76384e-05-0.00241643j -0.00855382-0.000482188j -0.00374394-0.00285361j -0.00155903-0.00239517j -0.000982581+0.00036395j -0.00264658+0.0013889j -0.000534079+0.00535023j -0.00572676+0.00212464j 0.00219431+0.00225878j 7.83635e-06+0.00844516j 0.00215008-0.00664904j -0.0124872-0.00384524j 0.00401499+0.00290051j -0.000101874+0.00223602j -0.000769581+0.00337837j 0.00283413+0.00347454j 0.00308554+0.0054197j 0.0019209-0.00218066j -0.00929525-0.00128035j -0.000324092-0.00125586j -0.00761766-0.00218399j 0.000132152+0.00626212j 0.00195383-0.0024034j 0.00221576-0.00053123j 0.00680215+0.00260774j 0.00274634+0.000974967j 0.00436845+0.00972787j -0.000608829+0.0115236j -0.00295082+0.00349638j -0.00548515-0.00210244j 0.00010559+0.00768462j -0.00951885+0.00290723j 0.00220851+0.00158359j -0.00307954+0.00470549j 0.000690661+0.00211624j -0.00530999-0.000953122j 0.0127393-0.00769857j 0.00768486+0.00146103j 4.20872e-05+0.00139747j 0.005496+0.00152636j -0.0059565+0.00479236j -0.00125064-0.00238009j -0.00463168+0.00148011j -0.00707103-0.00437634j 0.00576394+8.74415e-05j 0.00335996+0.00205024j 0.00192348-0.00153203j -0.00261981-0.00212969j 0.00185281-0.000284736j -0.00198205-0.00094745j 0.00296964+0.000214754j -0.00129889+0.000419384j -0.000742698-0.000276343j 
-0.000695933+9.43136e-05j 0.000226169+0.0011498j 0.000910426-0.00156225j 0.00338898+0.000304306j 0.00663346+0.00111171j -0.000549811+0.00139448j 0.000671844+0.00130121j -0.00784655-0.00081691j 0.00585183-9.58936e-05j 0.00858556+0.00408231j -0.00524446+0.000174159j 0.00284473+0.00233564j -0.00243835-0.00281899j 9.27812e-05-0.000725889j -0.000233267+0.00517565j 0.00157618-0.0092901j 0.000715161-0.00205877j -8.32576e-05-0.00113677j 0.00143087+0.00654607j -0.00662161-0.00452667j 0.000619346+0.000920747j -0.00316568-0.00400843j -0.000473122+0.00330364j -0.00322328+0.000276969j -0.000755388+0.000671577j -0.00783697+0.00398579j 0.000498072+0.00487984j -0.00808131-0.00325367j -0.00096759+0.00265133j 0.00594872+0.00249594j 0.00397267+0.00237213j 0.00255913-0.00854034j -0.00702666+0.00680987j -0.00216106+0.00254893j -0.00842843+0.00160091j 0.00112103-0.00227968j 0.00271493+0.00272022j -0.00435264+0.00168723j 0.00295684-0.0003875j 0.00676843+0.00432645j 0.00267825+0.00528343j -0.000477909+0.00304642j -4.66994e-05-0.0106134j 0.00150502-0.000256763j -0.000873059+0.00785726j 0.00527213-0.00294066j 0.00593007+0.0093845j 0.000950595-0.00159763j 0.00291221-0.00224553j -0.00520018+0.00328917j -0.00222471-0.000680424j 0.000158583+0.00508116j 2.96538e-06-0.00281194j 0.000706498+0.0028351j -0.0043283+0.00590194j 0.0018608-0.00494772j 0.000182488+0.000134949j 0.00441007+0.00362654j 0.003964+0.000383374j 0.00230396+0.00320127j 0.00363064-0.00476935j 0.000800274-0.0140145j 0.00382241-0.00162959j 0.00527505-0.000711034j -0.00151069+0.00420367j 0.00394811+0.00203902j -0.00167321-0.00604023j -0.000149725+0.00399061j 0.00141501+0.00442968j -0.00167259-1.52561e-06j -0.0018972+0.00197255j -1.46885e-05+0.00316454j 0.0008205-0.00128027j -0.00169304-0.00118766j -0.00144685+0.00193602j -0.00175224+0.000600965j -0.000441992-0.00167129j 
-0.00239634-0.000100541j 0.000184004+0.00129469j -0.0017006-0.00305744j 0.000219355-0.00231314j -0.00540083-0.00319197j -0.00359623-0.000293198j 0.00612365+0.00479807j 0.00095988+0.0060361j -0.00764735+0.000149891j -0.00214389+8.92118e-05j 0.00016348+0.00258819j 0.00768114-0.00146979j -0.00303726-0.00240264j 0.0105714-0.00752665j 0.00272854-0.000519696j 0.00343247-0.00633839j 0.00596946+0.000679455j -0.00331384-0.00373972j -0.00672662+0.00290333j 0.00395652+0.00544151j -0.00172441+0.000701357j 0.00580685-0.00694975j 0.00531938+0.00734354j -0.00948769-0.00630553j 0.00597434+0.000280449j 0.0065626+0.00370594j 0.00499815-0.0111485j -0.000581933+0.00446325j -0.00629531-0.00691624j 0.000474222-0.00155906j -0.00269751-0.0032555j 0.00882184-0.00499531j -0.00359523+0.0131971j 0.00438039-0.00239125j -0.000360852+0.000190538j 0.00488342-0.00226051j 0.00482955+0.0113012j 0.000605803-0.000425364j -0.00296842-0.0020266j -0.00170064-0.00220904j 0.0055106-0.00382287j -0.0010296-0.00356528j -0.00266192+0.00343293j 0.00273768+0.00122287j -0.00082185-0.0036847j -0.00475177-0.00359969j -0.0126694+0.0045607j 0.0138813+0.00355242j -0.00114098-0.00654594j 0.00187826-0.00705329j -0.00270478-0.00647557j 0.00673671+0.00641847j -0.0097213+0.000612722j 0.00104149-0.00364997j -0.00515077-0.00311581j 0.0109695+0.00363486j -0.00839315+0.00724989j 0.00102373-0.000473512j 0.00105885-0.00195031j 0.00312221+0.000876537j -0.00205581-0.00806042j 0.00992581-0.000851643j 0.0022003-0.00874116j 0.000791093-0.000301179j 0.000964077-0.00112573j 0.00305493-0.00358729j -0.00107214-0.00342221j 0.00522953+0.00466611j -0.00371394+0.00181773j -0.00087546-0.000835847j 0.000580307+0.000223964j 0.00339296+0.0022536j -0.0027047-0.00118455j -9.30613e-05+0.00129016j -0.00252713+0.00191931j -0.00069952-0.000311734j 0.000612149-0.00187109j 
0.000279351-0.00183998j -0.000137509-0.000795448j 0.00355077-0.00321556j 0.00019246-0.00049377j -0.00353825-0.0130125j -0.0046488+0.00264354j 0.00361236+0.00140032j 0.00329259+0.000493355j -0.0209622+0.00555785j 0.00866272-0.0081029j 0.00598302+0.00819874j 0.00839809-0.000793387j 0.0040809-0.00187457j 0.0109985-0.014153j 0.00326261-0.0101557j -0.00505813-0.00251041j -0.00163962+0.00343432j 0.00760557+0.00117676j -0.0096598-0.00345928j 0.0194818+0.00909243j -0.00283467-0.00107898j 0.00928361-0.0127085j 0.00345786-0.00595105j -0.00554492-0.00552603j 0.000722968-0.0140708j 0.0107318-0.00397222j 0.00255639-0.00868976j 0.0169502+0.00673976j -0.00773936-0.0115917j -0.00136922+0.00230113j -0.000702402-0.00359035j -0.00237637-3.12028e-05j -0.0114498-0.00383288j 0.00195311-0.000344348j 0.000974409+0.0106337j 0.0111944-0.00456993j -0.000254051+0.00649317j 0.0149448+0.00559162j -0.00315567+0.00978827j -0.00285057-0.00121338j 0.00748438-0.0158136j 0.000891553-0.00315275j 0.00157048+0.00821038j -0.00236477+0.00595638j -0.00503129+0.00531953j -0.00537231+0.00350318j 0.00325469-0.00507661j -0.00415665-0.00464335j -0.00599945+0.00259079j -0.00460469-0.00158179j 0.00255979-0.00573926j 0.00523351+0.000605784j -0.00370708-0.00654178j 0.00647577-0.00367083j 0.00230542-0.0119269j 0.00243211+0.00404794j 0.00421616+6.49696e-05j -0.00315654-0.00115562j -0.00336293+0.00303674j -0.00596768+0.00197437j 0.000337533+0.00171964j 0.00478907-0.00276162j 0.002474+0.0112159j -0.00396684-0.00684628j -0.0015171+0.00367946j 0.00637043+0.00485212j 0.0043844-0.00343169j 0.00394195+0.00529718j -0.00336442+0.000994741j 0.00150467+0.000539294j 0.00375313+0.00194774j 0.000373882+0.0013587j 7.61744e-05-0.00125673j -0.00355691+0.00288998j 0.00130085+0.00166487j -0.00207259-0.00173393j 0.00271683-0.00235159j 
0.000737643-0.00107785j -0.00135023+7.76745e-05j 0.00196157+0.000265398j 0.0022654+0.00100563j 0.00547673+0.00139118j -0.00112442-0.00235375j 0.00123824+0.00125428j -0.0057843-0.0014426j 0.00274673-0.00538552j 0.0062425+0.00761034j -0.00160308+0.00581669j 0.00377345+0.00469835j 0.000321775-0.00534057j 0.00705795-0.000991544j 0.000106145+0.00376105j -0.00198964-0.0145424j 0.000111375-0.000720079j 0.00167813-0.00480863j 3.62491e-05+0.000259958j -0.00517006+0.00209734j 0.00189061+0.000539406j -0.00317985-0.00110265j 0.00200861+0.00622056j -0.0104089-0.00475726j 0.00468246-0.00168549j -0.00765365+0.00299922j 0.00356304-0.00454637j -0.00505748-0.00411869j -0.00126539+0.000375636j 0.00428857+0.00253608j 0.0022091+0.000813008j 0.00256952-0.00446404j -0.00618155+0.00744817j -0.00209097-0.00125517j -0.00505687-0.00123165j 0.0025456-0.00191799j 0.00193615+0.00312927j -0.00108359-0.00156082j 0.00526899+0.00107531j 0.000110508+0.00342812j 0.00479884+0.0071604j -0.00364348+0.002098j 0.00218147-0.00992123j -0.00137117+0.00190187j -0.00228297+0.00562769j -0.000126049+0.000263312j -0.000124421+0.000929401j 0.00367721-0.00173894j -0.00119516-0.00518092j 0.00298737-0.00344465j 0.00305893+0.00334801j 0.00475175+0.00491777j -0.00458356-0.00178307j 0.00148891-0.000750854j -0.00462997+0.00365177j 0.00277498+0.00305464j 0.00107343+0.00252044j -0.000458105+0.00304274j 0.0035006+0.0014863j 6.51096e-05+0.00136018j 0.00558068-0.00408517j 0.00246762-0.00798211j 0.00420942-0.000751989j 0.00460037+0.00121661j -0.00322943+7.05771e-05j 0.00503647+0.0022766j -0.00180276-0.0061285j -0.0015275+0.0024081j 0.000797959+0.00357554j -0.00136858+0.000340214j -0.00146478+0.0014813j 0.00104039+0.00197317j 0.00272784-0.00128989j -0.000743286-0.00191122j 0.000213517+0.00169973j -0.000225108-0.000763129j 0.000355769+4.29275e-06j 
0.00312451+0.00165113j 0.00280376-0.00283715j 0.00304776+0.00418112j -0.00441193-0.000660965j -0.0023844-0.00475005j -0.0047827-0.00525393j -0.0022981+0.00216676j -0.00193405+0.00307597j -0.00726206-0.00879942j 0.00661332-0.00782726j 0.00453769-0.00236299j 0.00534307-0.00742081j -0.00176168+0.00458102j -0.000311114+0.00191114j 0.000664542-0.00142617j 4.54376e-05+0.00207494j 0.00445464-0.00395513j -0.00519798-0.00117297j -0.00401588+0.00193328j 0.00870011+0.00327853j -0.00110662+0.00383105j 0.000661373-0.0114508j 0.00297824-0.00192514j 0.00665091+0.0019428j 0.000893874+0.000142194j 0.00179916-0.00562364j -0.00703074-0.00416159j 0.00589487-0.00308664j -0.0102615-0.00181357j -0.00536266+0.00504429j -0.00591835+0.00345065j -0.00477744+0.00403654j -0.00555504+0.00320916j 0.00136981+0.00698421j -0.00287096+0.00096579j 0.00126785-0.00308616j 0.00702268+0.00622538j -0.00232806+0.00273615j -0.00271612+0.00191786j 0.0073967-4.57182e-05j -0.00472845-0.00102141j 0.00916328-0.00471306j -0.00665525+0.0067412j 0.000574055-0.00624519j -0.00209726-0.00722318j 0.00384286+0.0054857j -0.00141519+0.00288687j 0.00121776+0.000679107j 0.0106162+0.00891102j -0.00329933+0.00486818j -0.00682446-0.00161798j -0.00883453+0.00670936j -0.00147266-2.67313e-06j -0.00260917-0.00414904j 0.00167572+0.00211965j -0.00361444-0.00441095j -0.00691712-0.00303269j -0.00189466+0.00173598j -0.00382239-0.00148983j -0.00103154-0.00175239j 0.00482796-0.00160258j 0.00678377+0.00931829j -0.001975-0.00391815j 0.00431679+0.000303583j 0.000462021+0.00673113j 6.48733e-05-0.00220409j 0.00160811+0.00592746j 0.000842049-0.000146204j 0.00124556-0.00152271j 0.00194052+0.00349061j 0.00348434+0.00165741j -0.000762126-0.000861315j -0.000663129-0.00123181j 0.000228298+0.00349542j 0.00273297-0.00299474j 0.000853962+0.000908204j 8.97037e-05+0.00114023j 
-0.00168632+0.0006145j 0.000741567+0.000236718j -0.0007326-0.000767919j -0.00285504+0.00245109j -0.00474844+0.00302018j 0.00167156+0.0115714j 0.00290417-0.00289705j 0.00225793-0.00256529j 0.00617414+0.0187258j -0.0105378-0.0100099j 0.0048821-0.0164248j -0.00373122-0.00272933j -0.00642414+0.00276868j -0.0145148-0.00203745j -0.00793048-0.00370044j 0.00182177+0.0140377j -0.00152032+0.00414666j -0.00420261+0.00410319j 0.000828586+0.0135758j 0.00240418-0.0157042j 0.0100616-0.00244882j 0.00758904+0.00096242j 0.00437533+0.0164284j 0.00601175+0.00575561j -0.0108434+0.00412903j 0.00118185+0.000367964j 0.00374056+0.0169732j -0.00728702+0.0182582j 0.0102917-0.000678766j -0.00302458-0.00358107j 0.0083442+0.00284869j 0.00609806-0.0090277j 0.00301557-0.00976753j 0.00594619+0.00836378j 0.000538574-0.00123659j -0.0170638+0.000384256j -0.0147783+0.00789867j -0.0050023+0.0077387j -0.0106441-0.00698719j 0.00542553+0.00646977j 0.00195058+0.00152001j 0.000730288-0.00666751j -0.0127486-0.00536815j 0.00578671+0.00664877j -0.00674192-0.00513946j 0.00463442-0.00821209j 0.00834085+0.00982643j -0.00367007+0.00283364j -0.00113701+0.00478552j -0.01242+0.00691579j -0.00374825-0.00777537j -0.00596064+0.0067524j 0.00406479-0.00256706j -0.00223408+0.00959102j -0.00130501+0.0002993j -0.00471118-0.00142879j 0.00635723+2.14482e-05j 0.00328757+0.00422554j -0.00219328+0.00590686j -0.000366682-0.00119299j 0.00159492+0.000253534j 0.00303136-0.0100373j 0.00287584+0.00221847j -0.00271208-0.0034523j -0.00270902+0.00792606j -0.00247379-0.00575079j -0.00160053-0.00225015j 6.12427e-05-0.000518845j 0.00116417+0.00447015j -0.00080258+0.00115667j 0.00348385+8.77371e-05j 0.0031362+0.000425523j 0.000209212-0.0017907j -0.00110272+8.41189e-05j -0.00147118+0.00196126j 0.000409343-0.000638635j 0.000631736-0.000365448j 
0.00016135+0.00125471j 0.00142587+0.000623449j 0.00364677+0.00136236j -0.000912411+0.00187903j 0.00633216-0.00151286j -0.000701732+0.00357033j -0.00074539-0.00215161j -0.00134246-0.0038042j -0.00145524+0.00432258j 0.00410071-0.000653202j 0.00330297+0.00054593j 0.00119541+0.00331375j 0.00101727+8.25929e-05j 0.00175461-0.00301756j 6.17608e-07-0.00475623j -0.00525242-0.00211666j -0.00491546+0.000449371j 0.00294452+0.00167379j -0.000574561+0.00105818j 0.00190436-0.000169856j 0.00476759-0.00228787j 0.00127562-0.000999267j 0.00268811+0.00262263j -0.00189397-0.00182934j -0.000947623-0.00460883j -0.00128184+0.000302133j 0.00241551+0.00456876j 0.00245539+0.0030977j 0.0048957-0.00164768j 0.000551879-2.16995e-06j 0.00403685+0.00178643j -0.00232286-0.00266561j -0.00302484-0.00525411j 0.000200654+0.00198688j -0.00219457+0.00236794j -0.00139449-0.000207548j -0.00527863-0.000423559j 0.00351043+0.00603695j -0.00134269+0.00363454j -0.000114145+0.00131402j 0.00129233-0.000941904j -0.000759816-0.000353555j -0.000644974-0.00230623j -0.00275106+0.00436481j -0.00374154+0.00434114j -0.00060591-0.000558931j 0.00981374+0.000769145j -0.00478467-0.0048753j -0.00212729+0.000208067j -0.00467591+0.00159178j 0.00224415+0.000319425j 0.00185589-0.000788078j 0.000431001-0.00310016j 0.00158218+0.000673808j 0.00240872+0.000860786j -0.00424043+0.000135433j 0.00677452+0.000466562j 0.00176644+0.000190579j -0.0014224+0.00171066j -0.00385081-0.000305535j 0.00304722+0.00250757j 0.00104669-0.00738511j 0.000498718+0.00716966j 0.00106254-0.00354922j -0.00472225+0.00374933j 0.000649522+0.00322808j 0.000384273-0.00277982j -0.00315718-0.000203739j 0.00094309+0.00162548j 0.00205353+0.000957295j 0.000849162-0.00116311j -0.00139346+1.01278e-05j 0.0019435-0.00202906j 8.64952e-05+0.000155851j 0.00182495-0.00142846j -0.000101566+0.00108095j -0.00114491+0.000414841j 
0.00154461-0.000827069j -0.00203144-0.000738087j 0.000203721+0.0017637j 0.00169841+0.00225932j 0.00422307+0.00911485j 0.000982724-0.000837207j -0.0014867-0.000260747j -0.00577363-0.00564001j 0.0107419+0.00176257j 0.00324047+0.0113974j -0.00134683-0.000263174j -0.00215574+0.00198993j 0.000224904-0.00428385j -0.00471745+0.00311201j -0.00476254+0.00429j -0.00357146-0.0081879j -0.00179772-0.00256519j 0.000748153-0.00207444j 0.00368764+0.00514546j -0.00814698-0.00679632j 0.00196295+0.00220512j -0.0076113-0.000964277j 0.000297902+0.000170562j -0.00464685+0.00249449j -0.00281542+0.000174639j -0.011715-0.00129761j -0.00367661+0.00045343j -0.00549648-0.0105256j -0.00101311+0.00465753j 0.00472268+0.0034823j 0.00306161+0.00339341j -0.00113556-0.00363182j -0.00120685+0.00465704j -0.00486956-0.000834379j -0.00451963-0.00318386j -0.000891761-0.00378386j 0.00507822-0.00512637j -0.00245992-0.00609261j 0.00909665+0.00390191j -0.00189615+0.004486j -0.000376648+0.0131123j -0.00348501+0.00547123j 0.00443212-0.0104198j 0.00066795-0.000361674j -0.00127429+0.00525999j 0.00177947+0.00135794j 0.00496393+0.00294555j -0.00119407-0.00238152j 0.00215731-0.00430753j 0.00235571-0.00213777j 0.00420477+0.00576262j 0.00135325+0.00427657j -0.000345685+0.00127824j -0.000948126-0.000342206j -0.00668669+0.00588855j -0.00242619-0.000166048j 0.0034277+0.00279457j -0.00268029+0.00345999j 0.00389988+0.00257011j -0.00114363+0.00367968j 0.00453359-0.000460273j -0.00273784-0.00874511j 0.00472986-0.00174588j 0.00354472+0.00536104j -0.00200074-0.00115386j 0.00141302+0.00541381j -0.00114857-0.00453062j -0.00434987-3.33118e-06j 0.00188399+0.00209237j -0.00200627-0.000193578j -0.00242973-0.000890101j -0.000849221-1.64617e-05j 0.00357489+0.000735432j 0.000179439-0.00170388j 0.00236865-0.00102877j -0.000520542+0.000336951j -0.00136048+0.000545098j 
