0.000442275-0.0125284j 0.00687528-0.0222963j -0.0590384-0.020629j -0.0147952-0.0099149j 0.00770378+0.013694j 0.00250303-0.0202111j 0.0437353+0.00787499j -0.00727121+0.000711566j -0.0250183-0.0251306j -0.0313611-0.00522487j -0.000914935+0.0245737j 0.0186039-0.0047702j -0.0471617-0.0159409j -0.0158919+0.00863951j -0.0339832+0.0449491j 0.0239739+0.0196309j 0.035922-0.0295956j 0.00595441+0.0220599j 0.0224508+0.0181002j 0.0196043+0.0189184j -0.00441642-0.00813856j -0.00950636+0.00259024j 0.0101001+0.00424403j 0.0103048+6.47816e-05j -0.0227789-0.002316j -0.0228873+0.00401134j -0.00671186+0.00858312j 0.0232405+0.0481213j -0.00244016-0.0201284j 0.00463319-0.0106946j 0.0164918-0.00363986j 0.00668157-0.0178442j -0.00993651-0.00710621j -0.00280838-0.00765851j -0.00853047+0.00106403j -0.00918353-0.00888268j -0.00491745+0.0144479j -0.00233863+0.00283644j 0.010475-0.00709019j -0.00166692+0.00226804j -0.0013055-0.000905583j 0.000256502-0.00045103j -0.000761283-0.0013652j -0.00522186+0.00102944j 0.00243471+0.00177629j 0.00437052-0.00162853j 0.00142315+0.00297197j 0.00382494+0.00231763j 0.0052307+0.0059444j -0.00422601+0.000583314j -0.000543891+0.00196819j 0.00202598+0.00123652j 0.00417767+0.0022036j -0.000367886+0.000837106j 0.000310577+0.00344689j 0.0014402-0.000602981j -0.0104733-0.00608171j 0.0147668+0.0021566j 0.00116773-0.0060323j -0.0137512-0.00439238j 0.00165337-0.00272306j 0.00173338-0.00225124j -0.00324874-0.00353573j 0.00181089-0.00249236j -0.000106292+0.000168609j 0.000992272-0.000119044j -0.00535428-0.00426051j 0.000943744-0.000591924j 0.00225798-0.00105464j -0.00175915+0.000178112j 0.00169372+0.00247027j 0.0010471+0.00261246j -0.000372963+0.00093723j 0.00204602+0.00114738j -0.00518099+0.000897611j -0.00573905+0.00402542j 0.00350868-0.00419434j -0.00447616+0.00283249j 0.00353605-0.000568154j 0.00137783+0.00594366j -0.00188787+0.000976435j -0.0028106-0.00399811j 0.00189429+0.00814129j 0.00182228+0.00297246j -0.000255405+0.000162769j 0.0112092+0.00836896j 0.00387791+0.000919364j 0.000426626+0.0023323j 0.0231089+0.00582507j -0.00469396-0.00219884j -0.00148358-0.00410193j 0.00179038+0.00686482j 0.00462707+0.000686535j -0.00341043+0.00618998j -0.00867178-0.00260119j 
0.0232066-0.0800192j 0.125459+0.0677181j -0.0349024-0.0447866j -0.0553527-0.000252295j -0.0719982+0.133168j -0.115884-0.0449477j -0.000862147-0.0512504j 0.131193+0.0495424j 0.0163327+0.153932j -0.0841829-0.0739038j -0.0457672+0.0218744j -0.0133265+0.131622j 0.0443201+0.0432175j -0.0236746+0.0724526j 0.0075488-0.0308976j -0.0161637-0.093769j 0.0125398+0.103419j -0.149685+0.0072131j 0.0215654+0.0784432j 0.00431719+0.0596506j -0.0251573+0.0145999j -0.0199324-0.0288591j -0.0120404-0.0101871j -0.0150853+0.0044531j 0.0106247-0.00740326j 0.011517+0.00269275j 0.00289836+0.00446051j 0.0643985+0.00681093j -0.0135947-0.00107314j -0.00156819-0.000742707j -0.00564202-0.0118627j 0.00473607-0.00482046j -0.0198912+0.00530246j 0.00690941+0.0123992j 0.00137004+0.00456994j -0.0013774+0.00262099j -0.00426635-0.0127174j -0.0186945-0.00643931j 0.0103497+0.00704912j 0.00836247-0.00798483j -0.00140699+0.00602943j -0.000605143+0.00587097j 0.000232601-0.0213308j 0.0098944-0.0137196j 0.00158416+0.017967j -5.00089e-05-0.0103601j 0.0185365+0.00693642j -0.0165557-0.0100742j 0.0162449-0.000787522j 0.0101455-0.00231138j -0.00399717-0.00575364j -0.000836363-0.0235775j -0.00581537+0.000547435j -0.00637893+0.00580893j 0.0115158+0.000668538j -0.00135242+0.00719158j 0.00251036-0.00137031j 0.000132651+0.00873739j -0.00146104-0.00428346j 0.00709555-0.00773587j -0.00969082+0.00949544j -0.00620394-0.00845844j 0.00573016-0.00983373j 0.00351091+0.00605568j -0.000332425-0.00384198j 0.00410814+0.00164766j -0.0069655-0.0122614j -0.00142708+0.00251653j 0.000196988+0.00461282j -0.00154673+0.000802077j -0.00751456-0.0079106j -0.00215212-0.00799446j 0.0011828+0.00356455j -0.00154733+0.00288369j -0.00613124-0.00588664j -0.00630007-0.00745018j -0.00397667+0.00829082j -0.00404829-0.00950372j 0.00533722-0.000731685j 0.00798921-0.00323211j 0.00261675-0.00172385j -0.000277664-0.00121957j 0.00356169-0.0055242j -0.00261601-0.003278j -0.00753955+0.00283569j 0.013666+0.0060035j 0.00144322+0.00452809j -0.00812808-0.00204131j 0.00305647-0.00777951j -0.00165576-0.00144706j -0.00266658+0.00200051j 0.00137154+0.000824795j 0.00422445-0.00324292j -0.00619299-0.0108439j -0.00603022+0.00448499j 
0.0654345-0.0482755j -0.00265893-0.0777683j -0.0168189+0.0318548j 0.0518344+0.0183315j -0.090124-0.0284455j 0.0283925+0.0258915j 0.154008+0.212693j 0.038055-0.107298j -0.00534731-0.104271j -0.0140891+0.0765477j 0.0711172-0.0517979j -0.0616138-0.0348917j -0.0754216+0.0487114j 0.0291537-0.0258937j -0.0930297-0.0629596j 0.0227488+0.171769j 0.0356227+0.0638552j -0.0709658+0.0135455j -0.0373657-0.0738491j 0.0141471+0.044952j -0.00337827-0.0213262j 0.0124975+0.0225085j -0.0198541+0.0288727j -0.00219915-0.0148124j 0.0164298+0.0189109j 0.00458147+0.00806298j 0.0188844+0.0286673j -0.0360021+0.0265209j -0.00441686+0.00480114j -0.00983268-0.002396j 0.0112771-0.0157177j 0.0201964-0.0220342j 0.00393661+0.0123688j -0.00264138+0.00939095j 0.00807291+0.00193125j 0.0132073-0.00012251j 0.000100466+0.00412903j 0.00634419+0.0198028j 0.00656537-0.00384741j -0.000306284+0.00115162j -0.00153456+0.00430977j 0.00273666+0.00268204j 0.0211248-0.000763034j 0.00916127+0.0141172j -0.00539295+0.00631465j -0.00355583+0.00011582j 0.000682807-0.0023569j -0.00139153+0.00489096j 0.00551715-0.00105188j 0.00267644+0.00358179j -0.00254838+0.00178601j -0.00310118-0.00714919j 0.00304222+0.0079096j 9.68856e-05-0.0196479j -0.00130173+0.00926493j -0.00412383+0.00482388j -0.00404164-0.00546628j 0.00824274+0.00538835j 0.000645412-0.00511903j -0.00317008+0.00494988j -0.00468288+0.00664405j -0.00559704-0.0174172j 0.0041845-0.00844775j 0.00108795-0.00212959j 0.00841331+0.000266487j 0.000994687+0.00436321j -0.00833831-0.00281315j -0.00375717-0.00319709j -0.000773014+0.00620071j 0.00279867+0.00198974j 0.00579739+0.0070712j -0.000205917+0.000562611j -0.0160837-0.0193124j -0.00454863-0.0150407j 0.00114126-0.00279452j 0.00197047-0.0150478j -0.00640785+0.00202563j -0.00926966+0.00408022j 0.00291989+0.00675279j -0.000149835+0.00483286j 0.000153498-0.00185342j 0.00102775-0.00244697j -0.000789255+0.00342606j -0.00272972-0.000491527j -0.00127869+0.0017878j 0.0020278-0.000861844j 0.00116248+0.00458865j -0.00428316+0.00015658j -0.00464982-0.00056552j -0.00311299+0.00763552j 0.00170158+0.00185573j 0.00338957-0.00564169j 0.00082328+0.00367358j -0.000679108-0.00138057j -0.000317978+0.00540259j 
0.180546+0.0271418j 0.0270452-0.0571062j -0.154861+0.0416615j 0.0995958+0.0257994j -0.0292297-0.0335576j -0.0109583-0.0139822j -0.058054-0.056215j 0.00162616-0.15872j -0.0210727-0.107189j -0.00568924-0.31554j -0.0336827-0.0464703j -0.0365662-0.0847744j -0.0242468+0.0270979j -0.0642219-0.163549j 0.0148482-0.00759431j 0.0265456-0.093548j -0.0179085-0.0465509j 0.00342681-0.0204998j 0.00962808+0.0381379j 0.0122536-0.00977775j -0.00492934-0.00633399j -0.000527565-0.0145999j -0.005077-0.0118936j -0.0106309+0.00262055j -0.0168543-0.0151925j 0.00490894+0.0157748j 0.0164478-0.0077516j -0.00633648-0.00437149j 0.00789139-0.0238531j -0.00852728-0.0089556j 0.00430419+0.000475399j 0.004992+0.00332252j -0.00565108+0.00170454j 0.00363858-0.00272129j 0.00147349+0.00122807j 0.0040243-0.00556637j 0.000744393+0.000953359j -0.00417617+0.00362231j 0.00397206+0.00193128j -0.00554445+0.000401529j -0.000490814-0.000341349j -0.000959671+0.00121817j -0.00306102+0.00332151j 0.00392176-0.00503601j -0.0142618-0.00140047j -0.0041873+0.00752123j 0.00533971+0.00319971j -0.0125249+0.0168582j 0.00271763-0.00923904j -0.00389586-0.00570273j 0.00696264+0.00125449j 0.0127887-0.00867322j 0.00209877+0.00497265j 0.00488422-0.0115861j 0.00397902+0.00235043j -0.000993875-0.000673243j -0.00387474-0.0045235j 0.0105198+0.00460418j -0.00317963-0.00396588j 0.000961413+0.00654396j -0.00106687-0.000922154j 0.000317055-0.00438696j 0.00222664-0.00222582j -0.000884341-0.000559999j -0.00231281-0.00228237j -0.000353452+0.00635758j 0.0074166-0.0026021j -0.000244576+0.00446203j -0.0056393+0.00516351j -0.00287558-0.00292323j -0.00651678-0.00315539j -0.00998458-0.00417289j 0.00609721-0.000299594j 0.00195727+0.000571123j -0.00489513+0.00146829j -0.00665396-0.000417902j -0.000502807+0.0087663j -0.000836064-0.00805965j 0.0037037+0.000626885j 0.00376914+0.00334657j 0.00226359-0.000230839j -0.00142179+0.00193106j 0.00483532+0.00364493j -0.000469908-0.000143795j 0.000382825-0.0046165j 0.0018663-0.00383803j 0.00195074+0.00433316j -0.00120947+0.00613479j 0.0054192-0.00462699j 0.0069426-0.00167806j -0.00462169-6.64459e-05j 1.98495e-05+0.000248631j 0.00118922+0.00205217j -0.00143638+0.0019389j -0.00231418+0.000281192j 
0.0682498-0.0116846j 0.0200729+0.0266758j -0.16635+0.017848j 0.0104966-0.0122617j 0.0533945+0.0311896j -0.0214969+0.0344781j 0.078106+0.0688577j 0.0240312+0.0301307j -0.0520411+0.0183187j -0.0387095+0.139029j -0.0385273+0.0990854j 0.091143-0.0565157j 0.108637+0.0635127j -0.0219908-0.178303j 0.00982108+0.0150838j -0.0585136-0.00997064j 0.0377497-0.00124379j -0.0161403-0.0783148j 0.092493+0.0139219j 0.00613291-0.0531233j -0.0272348+0.0276092j 0.00307288+0.00336797j 0.00831219+0.0237091j -0.00941951-0.00310765j 0.0319543-0.0224906j 0.00707917-0.0156139j 0.0205452-0.0189859j -0.0419357-0.00558652j 0.00418356-0.0041824j -0.0312625-0.00384261j -0.00934245+0.0145352j -0.00367165+0.00705055j 0.00740915+0.00994914j -0.0128375-0.0129335j 0.00983099-0.0171289j -0.00900049+0.00324032j 0.0135216-0.00665747j 0.0203171-0.00438465j -0.0191769+0.0105919j -0.000782815+1.97841e-05j 0.00592306-0.00694943j -0.00176041+0.00173898j -0.00621508+0.0166086j -0.0112353-0.00229825j -4.80396e-05+0.00925328j -0.00666981+0.000597303j 0.0114997+0.00625535j -0.00765999+0.00501754j 0.0080252+0.011374j -0.00379072+0.00569986j -0.00148366-0.00802302j -0.000866768-0.0158787j 0.010051-0.00386373j 0.00513682-0.00786409j 0.00475465-0.000591047j 0.00107877+0.000673512j -0.0030107+0.0133731j 0.00059191+0.00824312j -0.00788515+0.0009196j -0.00905697-0.0218805j 0.00337182-0.00460187j -0.0041304+0.0207322j -0.0103672+0.00703767j 0.00298569-0.00275099j 0.00263838+0.00459173j 0.00265939-0.0018044j -0.00829657+0.00261194j 0.003775-0.0125714j -0.000329665+0.00177262j 0.001275+0.00836131j 0.00819871-0.00367304j 0.00946163+0.00356107j -0.00162628+0.000885497j 0.000405132+0.000438948j 0.00459364+0.00599779j 0.00293181+0.0126998j 0.00868837+0.00190724j -0.00871008-0.00418946j -0.00104265-0.00544589j 0.000477461-0.00450903j -0.00197079+0.000967174j -0.00122565+0.00412951j 0.00613277-0.00328673j 0.0024776-0.000827795j -0.000875939-0.00730849j 0.00658411+0.0129943j 0.00212127-0.00486743j 0.0014726-0.000172158j -0.00504041+0.0125438j -0.00170499+0.000206887j 0.00306784-0.00866777j -0.000505102+0.00850223j 0.00828338-0.00190708j 0.00216162+0.0036451j 0.00167672-0.00969382j 
0.00578366+0.015319j 0.0593159+0.0663819j -0.0780176+0.0315984j 0.00362405-0.0231894j 0.00796409-0.0596025j -0.0254521+0.0942368j 0.122906-0.099512j 0.0539919-0.018068j 0.100303+0.0246752j 0.141226-0.090506j 0.0255544-0.0509335j 0.0282807-0.019215j -0.00139695+0.0427723j -0.0795197+0.0729199j -0.0416446-0.0799157j -0.191908+0.0171291j 0.00395128-0.0721306j -0.0661653+0.036438j 0.0624734-0.0626762j -0.0401471-0.0192942j -0.0150363+0.00825517j 0.00622825-0.0228983j -0.00227792-0.00561334j 0.00815853-0.0041445j -0.031831+0.0218882j 0.0216485+0.0172305j -0.00609263+0.00459713j 0.192521-0.00481785j -0.0283904+0.0192507j 0.000774424-0.00435401j 0.00226835-0.00104905j -0.0303599-0.00459317j -0.0115601+0.00276118j -0.0141722+0.00381847j -0.00552303+0.00852972j 0.00697707+0.00372127j -0.0127594-0.0166664j 0.00873858-0.00406872j -0.00526327-0.00936248j -0.00917224-0.00567854j -0.00532709+0.00482246j -0.00252313+0.00144542j 0.0142821+0.0128176j -0.014499-0.0110865j -0.00359174-0.00624778j -0.00198287-0.000526194j 0.00561113+8.37902e-05j 0.0116164-0.00179264j 0.0124585+0.00476777j 0.00314925+0.00223543j -0.00242835-0.00393503j -0.007152+0.00543436j 0.00330043+0.000755718j 0.00590965+0.00593032j -0.00216091-0.00184355j -0.00857195+0.0011399j 0.00193556+0.00997147j -0.000185786-0.00224081j -0.00696223+0.00297146j 0.000882702+0.0150678j -0.00162235+4.94878e-05j -0.00626581-0.00598379j 0.00231612-0.00320104j -0.00420064+0.00418913j 0.00681693+0.00348037j -0.00598073+0.00135656j 0.0200888-0.00245362j -0.0112405-0.0011847j -2.26964e-05+0.00492031j -0.00426554+0.00117105j -0.00553226+0.00766141j -0.00470185+0.0096455j 0.00079246+0.00250884j 0.00212332+0.0040147j 0.00628514-0.00960217j 0.00383301-0.00832596j -0.00494087+0.00769325j 0.00612931+0.00841956j -0.00239037+0.00243223j -0.00648666+0.00452605j 0.00337399+0.00208425j -0.00502332-0.0031454j 0.00563038+0.00306662j 0.00382956+0.00147339j 0.00333322+0.00380798j -0.00244057+0.000628422j 0.0039634+0.000489961j 0.00416901-0.000767086j -0.0014796+0.00516273j 0.00511607-0.000561457j -0.00296143+0.00233478j 0.000291005-0.00454036j 0.00529827+0.00367506j 0.00822795+0.00337741j 0.000475058+0.00243329j 
0.0410389-0.0260077j -0.0414333-0.0425416j 0.0355152-0.019419j 0.0484976+0.0156261j 0.0392258+0.0572568j -0.00718824-0.0436519j -0.150007+0.0576636j 0.0137933+0.00257656j -0.0104339-0.028475j 0.0574007-0.0683937j 0.0211785-0.0253729j -0.00908657+0.0378198j 0.103153-0.134368j -0.0845503+0.0467364j 0.0869458-0.0492026j 0.110878+0.133448j -0.00211791+0.114942j 0.0316057-0.00354854j -0.00769696+0.0268129j -0.000234375+0.0816889j 0.0107209-0.013689j -0.0129878-0.0251771j 0.0343976+0.00890566j 0.0111445+0.0192603j -0.0439522-0.0281908j -0.0482691-0.0236865j 0.00720589-0.0195774j 0.164352+0.0263917j -0.0164735-0.00176332j -0.0058537+0.0015289j 0.0139878+0.020959j -0.00424413-0.00747982j -0.0296078-0.00766608j 0.0053198-0.00715472j -0.0201219-0.0197541j -0.0100735-0.0139143j 0.00941718+0.00496459j -0.0114912+0.0197061j 0.0072427+0.0229391j 0.00189704+0.00148188j 0.00509658-0.00140454j 0.000536535+0.00316833j -0.0155631-0.007911j -0.0023645-0.00777176j 0.00778616+0.0101504j 0.00670106+0.00343453j 0.00441697+0.00779836j -0.00248432+0.00929222j -0.00189247-0.000498719j -0.00464491-0.0118035j 0.00231455-0.00151131j 0.00621296-0.00441257j -0.00605957+0.00106545j -0.00140259+0.00432907j 0.00218062-0.0034442j 0.0035434+0.00164043j 0.00115207-0.0101428j 0.00697897-0.00125579j -0.00281063+0.00741924j -0.00471945-0.0205179j 0.00528228+0.00432676j 0.00941272+0.012387j -0.0052466+0.00390547j -0.00195675+0.00539318j -0.00476121-0.00398092j -0.0093718-0.00362518j 0.00819653-0.00430341j -0.0150305+0.0028466j -0.000463342-0.00547981j 0.000966384+0.00554711j -0.00230246+0.00303086j 0.000851372+0.000755058j -0.00318752-0.00190638j -0.000768336-0.00303293j 0.00499123+0.0153157j -0.00122543+0.0216559j -0.00346557+0.00591027j 0.00684324-0.011764j 0.00645348-0.00819323j -0.00107003-0.00347712j -0.0074141+0.00264042j -0.00287138+0.00853405j -0.00878588-0.00625243j -0.00239502-0.00193906j -0.000972639-0.00120261j 0.000824406-0.0039438j -0.00330442+0.0014235j -0.00824664+0.000872797j 0.00444765-0.00618067j -0.010088+0.00239769j 0.00255829-0.00406279j 0.00283747+0.00713946j -0.00228455-0.00951818j -0.00832077-0.011344j -0.00909527-0.00479816j 
0.145727+0.0223549j 0.144143-0.0614958j -0.200602+0.0460805j -0.0147111+0.0145541j 0.062317-0.0420658j 0.0358246+0.0315093j -0.0178651-0.0192968j 0.181769-0.0342241j 0.00633308-0.0356436j -0.0515426+0.00506143j -0.0328052+0.0383682j 0.10261-0.0284549j 0.155945-0.0674284j 0.011451+0.13036j -0.115318+0.0500735j 0.115448+0.0192721j -0.0170775+0.0190511j 0.0398444+0.0259074j 0.03685-0.0514128j -0.034685+0.00287738j -0.042522-0.0179182j -0.015619-0.00433466j 0.0253388-0.00261409j -0.00849201-0.00255854j -0.0750512+0.01811j -0.060686-0.00466085j -0.0451128+0.00613801j -0.0101369+0.0297331j 0.0102166-0.000833954j 0.0089701+0.000866979j 0.0608917+0.000103299j 0.0218897-0.00442303j 0.000808269-0.0114889j -0.00437985+0.00250601j -0.0178756-0.000156299j -0.00279905-0.00817648j -0.0115805+0.00573351j -0.0218878-0.00133222j 0.0145011-0.0129649j -0.0154239-0.00459473j 0.000461923-0.00265372j 0.0068452-0.00680092j 0.00273049-0.00097767j -0.0121199+0.00211496j 0.00293194-0.000647854j 0.00825778-0.00230818j -0.00152118+0.0105709j -0.0118676-0.0061156j 0.0163415+0.0189722j 0.00615709+0.0102882j 0.00537593-0.00473662j -0.00782659+0.00450157j -0.000674225-0.00452504j -0.00358448+0.0027641j 0.000690639+0.00837898j 0.000186119+0.00433681j -0.0045891-0.00415361j 0.0111347+0.00283785j -1.97282e-05-0.00322132j -0.00346116+0.0112468j 0.00841169-0.00678302j 0.0184827-0.000211899j 0.00646203+0.00500202j 0.00857925-0.00373245j -0.00534495-0.0015475j 0.000866923+0.0073483j 0.00712229-8.84743e-05j 0.00383644+0.00490932j -0.00060603+0.00763442j 0.00675013-0.00433867j -0.00106787-0.00195728j -0.0133012+0.00327605j 0.000868038-0.00121424j -0.00442463-0.00145176j 0.00284298+0.00576625j -0.000193191+0.00392849j 0.00434287-0.00298154j 0.00780746-0.0027733j 0.0010737-0.00168902j 0.00616729+0.00552699j -0.00214295+0.0017192j -0.00945645-0.00403948j -0.00902034+0.00837876j -0.00209623+0.00112195j 0.00625023+0.00108359j -0.00397241-0.000646787j -0.000835482-0.000640379j -0.0104229-0.00175378j 0.0024494+0.00189717j -0.00597107-0.000274757j -0.000295616+0.000180788j 0.00256044-0.000394262j -0.00833596+0.0040123j -0.00520457+0.00100168j -0.00854957-0.00329092j 
0.14633-0.0220702j 0.0481627+0.151901j -0.063375-0.0107928j 0.0916562-0.0842607j -0.0288555-0.03242j -0.0868687+0.0711892j -0.0283442+0.0210779j -0.0557665+0.0489257j 0.0266342+0.0878731j 0.0486057+0.0545376j -0.0909223-0.000500107j -0.0222136-0.0168281j 0.150954+0.0727719j -0.0536186-0.0132119j 0.0310693-0.0972346j 0.0537739-0.0630212j -0.0986313-0.011634j 0.0188066-0.0434983j -0.0578881-0.0334208j -0.0493787-0.00527548j 0.0253854-0.0179263j -0.00806171-0.000865937j 0.00853288-0.0127816j 0.0204043-0.0108202j -0.0323951+0.0396033j -0.0443903+0.0387834j -0.0401197+0.0273192j -0.0147866+0.0201702j 0.0156017-0.00543132j 0.00658757-0.0101906j 0.0566373-0.0419228j 0.0250609-0.00578938j -0.000575579+0.00320787j -0.0159648+0.0205243j -0.0371854+0.00966043j 0.014991-0.00511371j -0.0129269-0.00531404j -0.0281447-0.00569403j 0.0253812-0.0260671j 0.00554636-0.00186002j -0.00465087+0.0177205j 0.00364506+0.000204891j 0.00865104+0.0181726j -0.000798378+0.013022j 0.0123907-0.00794273j 0.00813072+0.00308834j -0.00661074-0.000470215j -0.0119847+0.00334921j 0.00642385-0.00310263j -9.12272e-05+0.0113161j -0.00226528+0.00185142j 0.00950704-0.00117816j -0.00340647-0.00210864j -0.00460053+0.00269648j 7.57158e-05-0.00330834j -0.00292946-0.00724226j 0.00352879+0.0119943j 0.0117667+0.00515129j -0.00248764-0.00798594j -0.00830566+0.0315906j -0.00234998-0.00424556j 0.0182905-0.00896575j 0.0151504+0.00900374j 0.00298535+0.00159788j -0.00297553-0.00202652j 0.00743732-0.00173707j 0.00318659+0.00360255j 0.00812347+0.0107284j 0.00123675+0.00687276j 0.00333712-0.0145902j -0.00208017+0.0014207j -0.00667606+0.00779225j 0.00149484-0.0124262j -0.00414055-0.00409716j 0.00014161+0.00498737j -0.00028048-0.00323886j 0.00628123-0.0177268j -0.00303544-0.00421469j -0.000978085-0.00129452j 0.00972301-0.00654351j 0.00405617+0.00326034j -0.00641091+0.00559673j 0.0019631-0.00303172j -0.00136676-0.00325131j -0.000306655-0.00142724j -0.00871096+0.00698731j 0.00275451-0.00277291j 0.00260185-0.00913284j 0.00306875-0.0001592j -0.00456013+0.00237246j -0.00111356+0.00268895j 0.00337709-0.00697117j -0.0037488+0.00953187j 0.00564871-0.00019777j -0.00735869+0.000323964j 
-0.0145315+0.0699755j -0.0489533-0.0373248j -0.0929195-0.0836613j -0.0290923+0.0320785j 0.0668743+0.0656283j 0.081116+0.00382501j 0.0945335-0.0485469j -0.00193888+0.000922062j -0.0457315+0.00587038j -0.102114-0.0593567j 0.0728623+0.0315124j 0.0366441+0.0349416j -0.191081+0.0318738j -0.0643123-0.0401159j -0.128681+0.0360459j 0.0165585+0.0134129j 0.0419402+0.00734348j 0.0910223+0.0521805j 0.0906241+0.0667941j 0.00354527+0.0279242j 0.0317113-0.000305342j 0.0299097-0.0120875j 0.0471633+0.00697402j 0.0304702-0.00217571j -0.0889824-0.0189299j -0.100226-0.0200836j -0.0672899+0.00200617j -0.0196649+0.0206189j -0.00500139-0.000193937j 0.00376219-0.0055669j 0.0558207+0.0176262j 0.0323238+0.00626498j -0.0177106-0.0128948j -0.0250479-0.00629323j -0.0338593-0.0180825j -0.0052372-0.00491799j 0.0102448+0.0108441j 0.0168671+0.0174982j 0.0132911+0.00990386j -0.00711249+0.000822303j -0.00292371-0.00363221j 0.00369094+0.00941478j -0.00317957-0.00440368j -0.00922289+0.0101973j -0.0157501+0.015772j -0.00584919-0.0013766j -0.00588419-0.00529038j -0.00429527-0.00516353j -0.00458948+0.00110602j -0.000318004-0.00427534j -0.00454818-0.000931854j -0.0132544-0.00281366j 0.00149364-0.000770991j 0.00210704-0.0052557j -0.00460479-0.00258699j 0.00374481+0.00456778j 0.000803483-0.00628939j -0.00281487-0.00530222j 0.000475973+0.0114959j -0.0158729-0.0268463j 0.00820709+4.31342e-05j 0.021148+0.0112831j -0.0114598+0.00205322j 0.00558141+0.00129086j -0.0117222+0.00467739j 0.00788658+0.00250219j 0.000322588-0.00783305j 0.000896914+0.000577695j 0.0098796+0.00783062j 0.00689172+0.00528601j 0.0012591+0.00092583j -0.00924139+0.00513886j 6.33037e-05+0.0121602j 0.00189136+0.00393778j 0.00289218-0.00306851j 0.00830044+0.00371925j 0.00715934-0.00354545j 0.00467874+0.0171685j 0.00101815+0.000352169j 0.013435+0.00614937j -0.00782228-0.000987134j -0.00141804-0.00377718j -0.00815112+0.00784713j -0.00124962+0.00194268j -0.00273395+0.00456545j 0.00381189+0.000412819j -0.00685424+0.0015158j -0.000355477+0.00164619j 0.00131224+0.00271861j 0.00474623-0.00225989j -0.00306788-0.00508897j 0.00249404+0.0077754j -0.00944192-0.00438022j -0.00649692-0.00209463j -0.00802947-0.00528081j 
-0.00867222-0.0790966j 0.116118-0.0685483j -0.0388365-0.0413524j 0.0107307-0.0302036j -0.0263578+0.107309j -0.09013+0.00625522j -0.0117267+0.0838924j -0.0348764-0.0358364j 0.100146-0.0326111j 0.00552942+0.0039489j 0.00879808+0.0380221j -0.0207464+0.0649791j -0.0688007+0.00999297j 0.060772-0.0453528j 0.0165521+0.0372207j 0.0113446-0.00773787j 0.0307682+0.0218287j -0.0295569+0.0469918j -0.048549+0.0972772j 0.0356454+0.0630006j 0.0121881-0.00911707j -0.0250546+0.0117442j 0.0142134+0.00765723j 0.0165785+0.00691119j -0.0442509+0.00458229j -0.0310792+0.0174364j -0.0288774+0.0183603j -0.00447683+0.0630185j 0.012148-0.0150639j 0.0088324-0.00360122j 0.0210074-0.0248186j 0.0138463-0.0196712j -0.00701567+0.00272707j -0.00410482+0.00491153j -0.023707+0.00450723j -0.00967784-0.0114956j -0.0212096-0.00297792j -0.0153672+0.00884068j 0.0317591-0.00663139j -0.00169178-0.00363913j -0.00735599+0.00622634j -0.00239984-0.000309811j -0.00587873-0.00338393j -0.0127885-0.0278294j 3.32618e-05+0.00125173j 0.00704117-0.00216423j 0.00313273-0.000641164j 0.00248413+0.00595272j -0.00154417-0.00345395j -0.00717211-0.00873712j 0.00527103-0.00372637j -0.00683907-0.00166049j -0.00486632+0.00780308j -0.00820179+0.00526917j 0.00137844+0.000790575j -0.000559479+0.00139523j 0.0010848-0.0103087j -0.00233345+0.00764732j 0.0049508-0.000282381j -0.000131643-0.00896739j 0.000509121+0.00312417j 0.00974016-0.00584915j 0.00776642-0.00281721j -0.000375911+0.000901226j 0.00135859+0.00218774j -0.0118499-0.00659938j -0.00501667+0.00394387j -0.00633047-0.00246761j -0.00916779-0.0101735j -0.00171528-0.00241198j 0.00155461+0.0119165j -0.000887667+0.00391098j -0.00551563+0.0044816j 0.0015854-0.00115133j -0.00213382-0.00727923j -0.00729168+0.00280185j -0.00218433-0.0022381j 0.00121892-0.00372868j 0.00284382-0.000416621j -0.00974267+0.00161233j -0.00325721+0.0017914j 0.000604106+0.00431782j -0.00959125+0.00462844j -0.00219485+0.00275088j 0.000286533-0.000242869j 0.00548273+0.00073866j -0.00268527+0.00445459j -0.0116797+0.00417358j 0.00668209-0.00809599j -0.00213842+0.000293059j -0.00198274-0.000134507j 0.00284821+0.00259372j -0.00840177-0.00112628j -0.0146825-0.0021856j -0.00582904+0.00399692j 
