-1.78715e-16-0.00889254j 7.91202e-16+0.0207406j -5.75646e-18-0.00606105j -9.36194e-19-0.00787991j 1.31259e-17-0.00814609j 7.07165e-18-0.004158j -1.79012e-17+0.00728726j -2.18553e-17+0.00495662j -1.45706e-17+0.00334534j 5.1945e-17-0.00935719j 3.36387e-17-0.00153877j -2.828e-17+0.000862615j 1.0178e-18+0.0133097j 1.98749e-17-0.00759461j 3.9049e-16+0.00320286j -4.90301e-15-0.0142237j 1.21745e-16-0.00809799j -5.5548e-17-0.000442243j -1.55372e-17-0.00139647j -6.89445e-17-0.0101301j -2.42268e-17-0.00959449j 4.61052e-18+0.00472299j 1.24294e-15-0.0115098j 1.10934e-16+0.000242356j 4.6719e-17+0.0119075j -1.66972e-17+0.00688649j 4.12682e-17+0.000698783j -6.65061e-16-0.00307254j -3.49206e-14+0.0104113j -1.58024e-16+0.000441843j -1.49413e-16+0.0151243j -8.6997e-17+0.00494478j -1.1761e-16+0.00445313j -4.23769e-17-9.69345e-05j 2.65328e-16-0.015572j 7.84089e-17+0.000552176j 3.40464e-17+0.0031823j 3.42831e-16+0.00393424j -1.13126e-16-0.00500442j -1.30293e-16-0.00974953j 2.59897e-16+0.00857088j 5.97688e-17-0.00382526j 5.81659e-17-0.0061001j 5.33523e-17-0.0120108j -4.41214e-17-0.00857787j -1.32407e-17-0.00171737j 1.37669e-17-0.00166513j 3.76532e-18-0.00181556j -1.91566e-17+0.00468523j -3.27555e-17+0.00821691j -1.24789e-17+0.00550766j 8.81462e-18+0.000548805j 2.41455e-17+0.00218924j 3.5828e-18+0.0143055j -4.17737e-15-0.0196089j -9.0345e-16+0.006681j 
4.33652e-16+0.0328917j -2.12735e-15-0.0498302j -5.21908e-17+0.0278657j 4.74734e-17+0.033383j -2.1317e-17+0.0155239j -2.9002e-17+0.013122j 2.20775e-17-0.00741543j 4.56317e-17-0.0220883j 6.50395e-17-0.0193902j -1.9306e-16+0.0449947j -1.58627e-16+0.00971848j 1.7161e-16-0.00397604j -1.43818e-16-0.0417645j 2.01287e-17+0.0245374j -8.61752e-16-0.00371125j 1.11633e-14+0.0326364j -3.81017e-16+0.024411j 6.53031e-17+0.011155j -1.79219e-16+0.01899j 2.95579e-16+0.0291318j 6.96645e-17+0.0334079j -6.44141e-17-0.00206801j -4.06036e-15+0.0380966j -7.23084e-16+0.00520443j -1.40761e-16-0.0377713j 5.04854e-18-0.0367359j -7.65934e-17+0.00949153j 5.13201e-16-0.00702271j 1.75799e-14-0.00508822j -9.74298e-17+0.0107614j 4.46416e-16-0.0453904j 2.19679e-16-0.0116219j 5.80209e-16-0.022717j 1.26875e-16-0.00402862j -6.53816e-16+0.0422809j -2.7392e-16+7.17891e-05j -2.06996e-16-0.0038307j -1.65467e-16-0.00169567j -4.6992e-17+0.00832456j 5.17903e-16+0.0413292j -3.67855e-16-0.0113142j -1.58998e-16+0.0217589j -1.1548e-16+0.0187963j -1.52654e-17+0.0370236j 1.86512e-16+0.0309928j 3.87018e-17+0.00270767j -9.93538e-18+0.016445j -1.5804e-17-0.000261816j 2.7975e-17-0.0210173j 4.49865e-17-0.0107946j 5.51027e-17-0.022799j 2.61839e-17-0.0165769j -1.48504e-16-0.0122575j -2.4268e-17-0.047708j 9.39592e-15+0.0456636j 2.03422e-15-0.0249107j 
-2.56711e-16+0.00615313j 1.15699e-15+0.0342622j -4.1507e-17+0.00903872j 7.07444e-17+0.0272442j -1.88776e-18-0.0257524j 1.83664e-17-0.00162584j 3.98848e-17+0.0133063j 2.20621e-17-0.0359893j 1.03083e-17-0.0204269j -1.20124e-16+0.0193481j -5.41659e-17+0.0219278j 6.28898e-17-0.000663552j -5.71616e-17+0.0409151j 5.00636e-17-0.0015293j 4.29036e-16+0.00224002j -6.10082e-15-0.0178075j 1.57588e-16-0.0177036j -4.03614e-16+0.0157285j -6.7829e-16+0.0629859j 1.35785e-16-0.00930635j 6.78805e-17+0.0165504j 2.81278e-17+0.0231761j 6.508e-17-0.000981251j -8.04273e-17+0.00101146j -5.40662e-17+0.00339675j -5.68664e-17+0.00410833j 8.72866e-17-0.00182788j -3.54566e-15-0.0577343j -2.07337e-13+0.0624983j -1.54025e-15+0.0360762j -2.42537e-17-0.0102459j 2.31153e-16+0.0127918j 2.16432e-16-0.0180538j -2.35088e-16+0.0303632j 2.59589e-16-0.0115267j -6.84355e-17-0.00489942j 5.43975e-18-0.00474016j 2.15346e-15+0.0204594j -8.09907e-16-0.0283389j 2.69049e-16+0.014755j 8.61185e-16+0.0237238j 9.55892e-17+0.0228904j 1.85852e-16-0.0299013j 2.56853e-16-0.0329528j 6.34591e-17-0.00225109j 2.90958e-17+0.009962j -3.50716e-17+0.0272135j 3.33814e-17-0.00731088j 3.77494e-17-0.0299889j 6.95236e-19+0.0168222j 4.50926e-18-0.0152774j 2.76534e-17-0.0204803j -9.26564e-17-0.0211703j -4.75932e-17-0.00031607j -7.89401e-15-0.0335342j -1.70074e-15-0.00327127j 
6.51768e-16+0.0320181j -7.30178e-16-0.0078862j 5.24188e-16+0.0340456j 7.04172e-16+0.0376794j 7.32415e-17+0.00457617j 1.88264e-16+0.0126465j -7.8478e-17-0.00519606j -6.03363e-16-0.0367895j -3.20071e-16-0.0220992j 3.86727e-16+0.0338326j 9.08627e-17+0.016455j -1.81764e-18-0.0124978j 2.84138e-16+0.0166912j 6.27057e-17+0.00433884j -6.32574e-16-0.00924373j 5.87602e-15+0.0158109j 1.05386e-16+0.0168565j 1.38644e-16+0.0189597j 3.06292e-16+0.050931j 6.50479e-16+0.0188757j 7.14541e-16+0.0355256j 3.11251e-16+0.0175712j -3.13644e-15+0.0356246j -1.59578e-16-0.00462477j -4.72057e-16-0.0199715j -3.74168e-16-0.0220436j -4.95442e-18-0.00105677j -2.17321e-15-0.0407021j -9.21777e-14+0.0282204j -4.21147e-16+0.0182553j -5.96324e-16-0.0581877j 4.74941e-16+0.00890555j 7.01907e-17-0.0199397j 1.63482e-16+0.0112069j 2.06751e-17+0.0253587j -2.69448e-16+0.0011823j -2.20212e-16-0.00150331j 1.26884e-15+0.011066j -6.01755e-16-0.00683229j 1.30664e-15+0.0432714j 3.38332e-16+0.00643806j 3.74702e-16+0.0242626j -1.51101e-16-0.0147541j -1.28099e-16-0.0171435j 4.73428e-16+0.0192147j 2.18093e-16+0.00994422j 1.83164e-16+0.0108462j 3.18865e-17+0.00211585j -5.23929e-16-0.0329011j -1.00393e-16-0.00663101j -4.20321e-16-0.0275327j -3.49683e-16-0.0230523j -4.0932e-16-0.0150434j -7.45916e-16-0.0412456j -1.98244e-16+0.00433595j -5.02457e-16-0.0266371j 
4.7714e-16+0.0218627j -2.00301e-15-0.0537321j 3.63273e-17+0.0133101j 3.51751e-17+0.0235179j -5.08553e-17+0.0215354j -2.18862e-17+0.00844274j 6.99763e-17-0.0240953j 3.6425e-17-0.0195297j 1.52693e-17-0.00744646j -1.03541e-16+0.0235629j -6.76662e-17+0.00164261j 4.34204e-17-0.00286326j 4.38513e-17-0.0234985j -6.5681e-17+0.0132349j -1.05903e-15-0.00801912j 1.34164e-14+0.0389795j -2.96973e-16+0.0184425j 1.65335e-16+0.00315209j 4.05929e-17+0.0068041j 1.97232e-16+0.029081j 1.11977e-16+0.0271701j 9.41654e-18-0.0145203j -3.9478e-15+0.0367642j -2.59523e-16-0.000970159j -1.45491e-16-0.0287967j 7.08478e-17-0.00814778j -7.86902e-17-0.00201817j 1.55367e-15-0.000239033j 8.37897e-14-0.0248102j 4.46093e-16-0.00521222j 4.13242e-16-0.0458377j 2.98006e-16-0.012656j 1.86394e-16-0.00891331j 5.2174e-17+0.00522442j -6.63166e-16+0.0402023j -1.88964e-16-0.00579087j -9.07034e-17-0.0104954j -2.81883e-16-0.00220947j 4.93469e-17+0.0111869j 3.72817e-16+0.0258522j -7.89789e-16-0.025627j -1.17622e-16+0.00739967j -1.33625e-16+0.0123952j -1.2578e-16+0.0194999j 1.00324e-16+0.020661j 3.83474e-17+0.00313441j -2.47869e-17+0.00366915j -1.05883e-17+0.00390753j 3.89632e-17-0.0194724j 1.15434e-16-0.0267188j 1.73608e-17-0.0140886j -5.18731e-17-0.000540399j -9.10088e-17-0.0100362j -3.03318e-17-0.0361555j 1.08745e-14+0.0508583j 2.34513e-15-0.0157301j 
2.7278e-15+0.0120344j 1.20369e-16+0.000534864j 3.92676e-15+0.0172364j -6.1138e-16-0.00226655j 2.20581e-15+0.00973125j 2.45695e-15+0.010775j -4.30504e-17-0.000292014j 1.84157e-15+0.00778453j -3.88745e-16-0.00185078j -7.00197e-16-0.00271434j 8.1754e-16+0.00388131j -1.85091e-15-0.00865182j -2.33822e-16-0.00128606j 8.22428e-16+0.00369789j -2.49233e-15-0.0101683j 2.64263e-15+0.00433706j 3.8526e-15+0.0172845j -2.19692e-16-0.00080227j 1.4436e-17+0.000265306j 4.4964e-16+0.00205103j 7.0419e-16+0.00347798j 2.26653e-15+0.00959271j 5.04986e-17+0.00077729j -1.58878e-15-0.00866931j -9.37306e-16-0.00433208j -4.60544e-15-0.0197935j -1.73538e-15-0.00740324j 3.10032e-15+0.0109594j 2.82197e-14-0.00920404j 2.0122e-16+4.57823e-05j -3.30371e-15-0.0152888j 1.89079e-15+0.00830714j -2.50137e-16-0.00173434j -2.30781e-15-0.0105858j 1.69972e-15+0.0088502j 2.64e-15+0.0119411j 1.43205e-15+0.00637077j -4.90274e-15-0.0158553j 2.16123e-15+0.00741628j 2.27444e-15+0.0097438j 1.39523e-15+0.00500309j 8.36802e-16+0.00384931j -9.15718e-16-0.00400419j 2.04118e-16+0.000923497j 1.20711e-15+0.0052281j 1.54416e-15+0.00668149j -2.94364e-15-0.0129394j 1.96967e-15+0.00868993j 2.20762e-15+0.00935272j -2.14514e-16-0.00106918j -1.46937e-15-0.00659987j -5.76091e-16-0.00262947j 2.81938e-15+0.0120335j -3.52525e-15-0.0157332j -1.72777e-15-0.0021256j -3.33117e-15-0.0135857j 
-1.01586e-16-0.00137978j 3.7379e-16+0.00615499j -2.13898e-18+0.00327545j -1.232e-16-0.0173498j 6.70256e-18+0.0208042j -4.24385e-17+0.00330416j -5.59431e-17-0.0197015j 9.13438e-18+0.0131338j 2.72805e-17+0.0177267j 3.98853e-18-0.0306417j -2.48954e-17-0.0165366j 4.6628e-18-0.0134132j 3.6138e-16+0.0330254j -1.5729e-16-0.0262563j -2.54524e-16-0.0124093j 2.92592e-15+0.00775726j -1.3929e-17+0.0156811j 1.21897e-16-0.00432623j 1.74929e-16-0.0245242j -8.90266e-17+0.0059102j -4.5033e-17-0.0073818j 7.12693e-17-0.00225295j -1.22626e-15+0.0119458j 8.91367e-16-0.0153637j 9.62973e-17+0.0139381j 1.62227e-16+0.0145604j -3.14558e-17-0.0120674j 1.6301e-15+0.0154295j 9.9773e-14-0.0298096j 9.70565e-16-0.0344386j 1.67148e-16-0.0229885j -5.34075e-19+0.0117307j -4.08165e-16+0.0230492j 6.30654e-17-0.0125727j -1.90706e-16+0.000478018j 1.27676e-17+0.00490366j -3.53656e-17+0.00655684j -5.75581e-16-0.00240068j 2.16458e-16+0.0141665j -2.00678e-16-0.00491513j -3.80607e-16-0.00917444j -1.25082e-17-0.0213796j 2.93724e-17-0.0104122j -1.1665e-16-0.0381359j -1.66357e-16-0.0080193j 1.88511e-18-0.0014784j -6.67893e-18-0.039346j -6.45936e-18+0.012577j 3.87362e-17+0.00973254j -1.77721e-17-0.0221705j 3.70724e-17+0.00641316j 3.45123e-17+0.0130498j 1.07114e-16+0.0166066j 9.54378e-17-0.00174858j -1.99236e-15-0.00716299j -3.755e-16-0.00384674j 
-3.53696e-16+0.00545601j 2.85841e-15+0.0543454j 4.22414e-16+0.0251056j -5.10358e-16-0.0254394j 1.06446e-16+0.00962759j 2.09035e-16+0.0128836j 1.61901e-16+0.00731933j 4.0939e-16+0.0266694j 1.1349e-16+0.0103472j -4.44226e-16-0.035938j -7.68983e-17-0.00425636j -1.53638e-16-0.0234523j 9.53089e-16+0.0497779j -3.78682e-16-0.026687j 2.19672e-16-0.0172143j -7.13227e-15-0.0208979j 4.59883e-16+0.023748j -1.0158e-16+0.000257355j -1.13062e-16-0.00852094j -3.84082e-16-0.0134793j -3.83073e-16-0.0149112j 7.34704e-16+0.0313967j 1.04931e-15-0.0112884j 1.03335e-15-0.0226582j 5.52287e-16+0.0253064j -5.2542e-16-0.0170819j -1.68342e-16-0.0148653j 5.02607e-17+0.0122623j 1.12747e-16-0.000196224j 2.5203e-16-0.015543j -9.19505e-17-0.0136597j 3.53013e-16+0.0348234j -1.66197e-17+0.0167061j -2.86129e-16-0.0271458j -3.20169e-16-0.0179914j 4.11933e-16+0.0255771j 3.42181e-16+0.0241765j -1.63009e-15-0.0151784j 5.82336e-16+0.00791951j -1.10726e-16+0.000582648j 1.43016e-15+0.0272236j 2.74037e-17-0.00986203j -2.45429e-16-0.0283161j -5.768e-16-0.0512935j -2.53983e-16-0.0114283j 1.34857e-16+0.00667551j -5.38263e-16-0.0464943j 2.15669e-16+0.0172423j 4.68918e-16+0.0269574j 1.3918e-16+0.00603991j -3.83497e-18+0.000126038j -3.71778e-17-0.00238344j 6.66613e-16+0.0327773j 5.13261e-17-0.0023102j -1.46681e-14-0.0558685j -3.17882e-15-0.0154025j 
5.06296e-16-0.0356052j -8.57902e-16-0.0388229j 3.64749e-16-0.0566826j 2.58925e-16-0.0178735j -1.39498e-16-0.000854303j 9.35247e-17-0.0150213j 2.4985e-16-0.0370383j -1.72472e-16+0.00221642j -3.12085e-16+0.0186692j 5.43294e-16-0.0414468j 4.23077e-16+0.000332483j -3.98148e-16+0.0251715j -5.12354e-17-0.000327044j 1.97002e-17+0.0126868j -6.22182e-16-0.00648208j 7.51683e-15+0.0213231j 2.41496e-16-0.0379936j 2.50199e-16-0.0340105j 8.10102e-16-0.016228j -1.76869e-16-0.0105337j 3.1285e-16-0.0131107j 1.11339e-16-0.0464615j 3.67693e-15-0.0355428j 8.20549e-16-0.00638982j -3.32343e-16+0.00478312j -8.47917e-17+0.0755067j 2.71658e-17-0.0378276j 2.78027e-15+0.0264467j 1.76304e-13-0.0527651j 9.80098e-16-0.00422889j -4.33733e-16+0.0351212j 1.32567e-16-0.0234639j -8.69324e-16+0.0146965j -1.59315e-16+0.0522618j 1.06067e-16+0.00254008j 1.45232e-16-0.0214537j 4.86872e-16-0.0373426j -1.49693e-15-0.024942j 8.38478e-16-0.00265667j -1.62645e-16-0.0545841j -1.16699e-15-0.0453385j 1.92424e-16-0.0194144j -6.88752e-17-0.00562772j -1.35702e-16+0.0139305j 7.43804e-17-0.0241822j -1.18568e-17+0.0128769j 1.43119e-16+0.00584086j -4.19186e-17+0.00466171j -1.42471e-16+0.006239j 2.79685e-16-0.0292915j -2.60443e-16+0.0220172j -4.13971e-16+0.0484639j -1.72668e-17-0.00557733j -2.46843e-16+0.0394986j 1.19694e-14+0.0451963j 2.40545e-15+0.0357917j 
-8.49435e-16+0.0231461j 2.08919e-15+0.0836769j -4.71465e-16+0.0483442j -1.44178e-16+0.0160928j 2.94095e-16-0.0341615j -4.58084e-17+0.0113283j -5.06794e-16+0.0661311j 4.6162e-17-0.00373609j 3.21034e-16-0.031086j -5.29263e-16+0.0383165j -4.00596e-16+0.0241523j 4.36761e-16-0.0148619j -2.06616e-16+0.0133928j 1.35022e-16+0.00183462j 1.4507e-15+0.0110582j -1.93175e-14-0.0566653j 4.35436e-17+0.00969975j -7.13085e-16+0.031179j -1.19212e-15+0.0526911j 2.44607e-16-0.0228563j -2.49391e-16+0.00334044j -3.371e-16+0.0668019j 1.5918e-15-0.0131004j -7.09356e-16+0.0082353j 2.29007e-16+0.00754421j 1.2045e-16-0.0752799j -7.76847e-17+0.0291048j -5.39034e-15-0.0453412j -3.31478e-13+0.0989108j -2.47387e-15+0.0485475j -1.9989e-16+0.00924842j -3.77505e-16+0.0328237j 1.09854e-15-0.0296546j 2.22483e-16-0.0291104j 6.28516e-16-0.0317166j -2.19205e-16+0.0261194j -4.51461e-16+0.0346906j 1.42297e-15+0.0150087j -6.19527e-16-0.023098j 6.33457e-17+0.03761j 2.03513e-15+0.0757916j -1.51398e-16+0.0373794j 2.5034e-16-0.0163973j 3.7066e-16-0.0128551j 2.37305e-17+0.0101493j 2.56258e-17+0.000484015j -1.45309e-16+0.0206628j 9.24771e-17-0.0102907j 6.31831e-18+8.81952e-05j -6.05367e-16+0.065374j 2.17625e-16-0.0222544j 5.57557e-16-0.0554538j -3.80064e-17+0.00253684j 1.33884e-16-0.0129215j -2.04616e-14-0.0863791j -4.32328e-15-0.0247905j 
1.83498e-16+0.0360593j -4.9734e-16-0.0151591j 1.48144e-16+0.0509294j -1.64109e-16-0.00281336j -7.88897e-17+0.0558426j -3.2886e-17+0.0165367j 2.11033e-16-0.0189974j 1.32799e-16+0.0152282j 7.06016e-18+0.0164797j 1.82903e-17+0.00715307j -1.73855e-16-0.0431477j 1.99999e-16-0.0397267j 2.85849e-16+0.00864824j -6.85992e-17-0.047198j -5.83039e-16-0.0084721j 9.14532e-15+0.0274916j -3.3057e-16+0.0711539j 5.89741e-16+0.0234785j 3.14928e-16-0.0549119j 5.08317e-17+0.0479981j -1.32479e-16+0.0105696j 3.86221e-16+0.00851099j -9.09861e-15+0.0869647j 7.82271e-18-0.00837198j 2.07096e-16-0.00412978j -3.25522e-16-0.0440883j 1.38745e-16+0.0299245j 2.14084e-15+0.0185801j 1.30367e-13-0.0386385j 2.06386e-15-0.0762337j 9.16682e-16-0.0871406j 1.20087e-16+0.0152664j -2.32921e-16+0.0262466j 2.53103e-17-0.0778233j -8.02351e-16+0.0280032j 1.00142e-16+0.0148208j -3.6705e-16+0.0370592j 6.23563e-16+0.0271987j -6.83126e-16+0.0431688j 3.61898e-16+0.0515424j -2.76914e-16-0.00763348j 8.23762e-17-0.0253397j -4.81158e-17+0.0233622j 4.02983e-17-0.0390881j -7.76933e-17+0.0257044j 3.11369e-17-0.0276534j 1.07699e-16-0.0664777j -6.40469e-17+0.0121938j 1.71907e-16+3.86306e-05j 2.80007e-16-0.0346177j 5.47851e-17-0.00791231j -8.05691e-17-0.0161417j 1.0246e-16+0.0226246j 5.55845e-17-0.0562237j -9.81541e-16+0.00579294j -1.83015e-16-0.0393263j 
-3.34229e-16-0.0196952j 2.06191e-15+0.0485432j 2.10764e-16-0.000889255j -1.26706e-16-0.049323j 1.14506e-16-0.016484j 1.45409e-16-0.00884549j -2.62006e-17+0.0738058j -2.68675e-17+0.0763497j 1.09632e-17+0.0131873j 3.08639e-17+0.00703825j 5.83555e-17-0.0299342j -1.82659e-16+0.0044429j 9.60095e-17-0.0826357j 5.12688e-17-0.00242715j 1.83606e-15+0.0395478j -2.22329e-14-0.0614671j 2.62061e-16+0.00967125j 4.18558e-16+0.0048702j 7.58331e-16-0.0891951j -4.08578e-16-0.0255884j -4.12212e-16-0.0563401j 2.88758e-16+0.0183272j 3.90855e-15-0.0345731j -1.85076e-15+0.032972j 6.35175e-16+0.0208044j -6.0025e-16-0.0718455j 4.78382e-17+0.0673456j -1.19754e-15+0.0583797j -5.16442e-14+0.0144175j 2.38622e-16-0.0171017j -8.18314e-16+0.0986736j -6.18484e-16-0.00344478j 3.87986e-16+0.00830137j 1.23422e-16-0.0967343j 7.69334e-16-0.0519589j 6.45694e-16+0.0235745j 1.436e-17+0.050257j -3.25755e-16+0.00654455j -1.64914e-16+0.0170162j -3.74683e-16-0.017028j 1.56576e-15+0.0463084j 9.95417e-17-0.0146833j -4.76161e-16+0.0619488j -5.17889e-16+0.0657275j -1.1857e-16+0.00161391j -2.92194e-17-0.0424253j -1.62527e-16-0.0055912j 7.50694e-17-0.0199748j -9.29403e-17+0.0628894j -1.16507e-16+0.0667431j -8.63442e-17+0.028238j -2.03505e-17-0.0217641j 2.87595e-16+0.0318457j -2.81988e-17+0.0339123j -1.09788e-14-0.0492843j -2.45098e-15+0.0119762j 
5.80028e-16-0.00422085j -2.1315e-15-0.072097j 1.84795e-16-0.0159222j -1.30096e-16-0.0250045j -1.92883e-16+0.0382746j -7.53163e-18+0.00425844j 3.40609e-16-0.0337406j 1.4808e-16+0.0340367j -1.01043e-16+0.0226437j 2.30645e-16-0.0221322j 1.45581e-16-0.0202254j -1.11008e-16+0.00556372j -9.302e-17-0.0591124j -3.52017e-17+0.0152517j -1.04142e-15-0.0101012j 1.45321e-14+0.0427907j -2.77447e-16+0.0201221j 5.73329e-16-0.0263591j 8.81844e-16-0.0691179j -2.76318e-16+0.018975j -1.17025e-16-0.00920662j 1.60059e-16-0.0419546j -6.72969e-16+0.00407131j 3.45793e-16-0.00496733j -8.34212e-18-0.0171419j -1.96368e-16+0.00626906j -8.51405e-18-0.0117642j 5.53695e-15+0.0742743j 3.17787e-13-0.0954973j 2.23556e-15-0.0394896j 4.37635e-16+0.000403316j -5.19955e-17-0.0247049j -3.55974e-16+0.0176532j 7.83195e-17-0.0180426j -8.20578e-16+0.0330744j 1.04973e-16+0.000398821j 2.32917e-16-0.00879855j -3.40111e-15-0.0368014j 1.29909e-15+0.0362753j -2.19046e-16-0.0183903j -1.27484e-15-0.0476501j -8.34669e-17-0.0244682j -2.18016e-16+0.0360974j -2.27901e-16+0.0532722j -1.1246e-17+0.00631021j -6.49535e-17-0.0031767j 1.11536e-16-0.0272641j -1.06541e-16+0.0129255j 1.33633e-16+0.029608j 4.10523e-16-0.0363403j -1.70811e-17+0.014775j -2.58943e-16+0.0348521j 1.6487e-16+0.0202787j 1.04811e-16-0.00787045j 1.63131e-14+0.0715977j 3.55705e-15+0.00358181j 
-1.06808e-15-0.0569051j 4.46496e-15+0.092196j -5.01304e-17-0.0310048j -3.36398e-16-0.103413j -1.58649e-16+0.0290752j -1.94719e-16-0.0266343j 2.90557e-17+0.00264984j -1.65443e-16+0.0941563j -3.1143e-17+0.0824226j 4.22263e-16-0.102514j 1.42738e-16-0.100117j -2.72125e-16-0.0273346j 1.09406e-15+0.0756087j -3.99775e-16-0.123291j 1.85536e-15+0.0194936j -1.90856e-14-0.0531007j 2.08275e-16+0.0179813j 8.84368e-16-0.00245399j 1.31037e-15-0.16417j -8.60557e-16-0.0123657j -4.83713e-16-0.0908672j 3.681e-16-0.00541604j -9.39389e-16+0.0114624j 9.04338e-16-0.00452388j 9.48288e-16+0.0936481j 2.86174e-16+0.0431779j 3.86387e-16+0.0403369j 1.90773e-15+0.0648907j 1.70913e-13-0.0513072j 3.21199e-15-0.143348j -5.62373e-17+0.0448115j -6.73073e-16+0.0283771j -1.70693e-15+0.100406j 3.28216e-18-0.108508j 7.45943e-16-0.0829764j 8.14971e-16+0.00891651j -8.08034e-17+0.0596282j 2.20813e-15+0.0522407j -1.20096e-15+0.0415952j -1.40358e-15-0.0578614j -7.3848e-17+0.00815501j 2.86975e-16-0.103625j -7.67366e-17+0.0176125j -5.3885e-16-0.10965j -8.74934e-16-0.0474045j -2.08055e-16-0.0644398j 1.78321e-16-0.119534j -1.2973e-16+0.00326373j -1.42162e-16+0.0644781j 7.93191e-17-0.0111165j 7.69471e-17+0.0669584j -3.03944e-17+0.0284016j 3.13035e-16+0.0577237j 5.04419e-16+0.0720312j -2.04178e-14-0.0923642j -4.09411e-15+0.0329285j 
1.65749e-15+0.1025j -3.74693e-15-0.0649297j 1.35962e-15+0.123974j -3.80337e-16+0.0316337j 4.45951e-16+0.0539089j 9.03963e-16+0.0655157j 9.54872e-16+0.0303304j 1.3631e-15+0.0281953j -2.84732e-16-0.0434814j 2.01884e-16+0.0837015j -2.24901e-17+0.0268767j 5.2855e-16-0.0374491j -2.76776e-15-0.135275j 1.51085e-15+0.0704192j -1.57293e-15-0.0271922j 1.52365e-14+0.0435888j 4.35717e-16+0.118239j 2.17424e-17+0.0199546j -6.14544e-16+0.000748592j 4.26339e-16+0.0453337j -2.26491e-16+0.049701j 9.47947e-16+0.0487837j -5.55009e-15+0.0480305j -8.37866e-16-0.00666946j -8.30351e-16-0.0819459j -3.63425e-15-0.194868j -1.02079e-16+0.0218409j 3.9057e-15+0.0595383j 1.00139e-13-0.0309899j 1.08928e-15+0.0256059j 1.05505e-15-0.0893138j 3.96161e-17+0.00952203j 1.22459e-15-0.0536553j -6.72218e-16-0.0966174j -1.18082e-15+0.0885333j 4.94673e-16+0.0629999j 1.548e-16+0.0434453j -7.60915e-15-0.0702025j 2.56293e-15+0.050321j 1.97779e-15+0.109749j 1.94495e-15+0.028781j 4.07814e-16+0.0574693j 4.73663e-16+0.0506497j 2.33219e-15+0.11924j 1.38409e-15+0.0822765j 4.34412e-16+0.014453j -7.0488e-17-0.0145594j 2.60163e-16+0.0231799j 1.43385e-15+0.0319516j 8.77959e-16+0.018523j -3.58888e-16-0.0583676j -4.46305e-16-0.0569406j 1.01142e-15+0.0408623j -1.21527e-15-0.136839j 7.32634e-15+0.0505755j 4.82644e-16-0.0969006j 
5.50719e-16+0.0190072j 1.76346e-17+0.00508198j 1.0309e-15+0.0390641j -8.7473e-16-0.020546j 4.84034e-16-0.00797214j 8.1955e-16+0.00791899j 8.39823e-16+0.097954j 1.60791e-15+0.0742096j 1.84304e-17-0.0137687j -2.74727e-16+0.0729962j 9.5439e-17-0.0188474j -1.39959e-16+0.00239224j -2.22659e-15-0.172381j 1.16774e-15+0.0386072j 1.20923e-15+0.0479085j -1.72623e-14-0.0451881j 8.9606e-16+0.0434456j 1.78721e-16+0.0207796j -3.54829e-16-0.0849767j -4.79172e-16-0.00209247j -9.30199e-16-0.0310557j 8.2281e-16+0.0284921j 3.27176e-17-0.0070891j -3.5811e-15+0.0515514j 2.51808e-16-0.0242771j -3.0884e-15-0.154846j -2.74225e-17+0.101221j 5.57864e-16+0.0682814j -7.77073e-14+0.021706j 1.65257e-16+0.00521577j 1.90121e-16+0.0802688j -4.41929e-16-0.0182842j 1.14582e-15-0.0263305j -1.11432e-15-0.132959j 4.37661e-16-0.0157298j 1.53714e-15+0.0358625j 4.46379e-16+0.0628532j -2.75955e-15-0.00105525j 5.91484e-16+0.0297885j 3.31098e-16+0.0325203j 2.55277e-15+0.0554584j 2.29154e-16+0.0172676j -5.59205e-17+0.105729j 1.38317e-15+0.146677j 5.59366e-16+0.0441028j 2.21999e-16-0.0485944j -6.90545e-16+0.0217337j 4.39234e-16-0.0274711j 1.55405e-15+0.0600432j 6.93791e-16+0.0854123j -1.20832e-16+0.00463801j -1.44305e-16-0.0552101j 1.36976e-15+0.0274631j -6.23488e-16-0.0177922j -3.60908e-15-0.0112784j -1.49118e-15-0.0186398j 
