-0.0115488+0.0139511j 0.00942212-0.003357j -0.00238481+0.00645454j 0.0146841-0.0104239j 0.00620301-0.00574353j 0.00761539-0.00152721j 0.00906024-0.000683844j -0.00192727+0.00109089j -0.00359205+0.00250267j -0.00956385+0.00763892j 0.00707253-0.00115425j -0.00952694-0.000539064j 0.0165947-0.01109j -0.00970521+0.000965086j -0.00651887+0.00634736j 0.00887518-0.00524755j 0.00324014-0.000621341j -0.0101169+0.000567861j -0.000391408-0.00597243j 0.00721032-0.00466512j 0.00603984-0.00362139j 0.00320687-0.00494015j -0.00364602-0.00362876j -0.000325648-0.00878429j 0.000629809+0.00664829j -0.00750333-0.00575654j 0.00604415+0.0194317j -0.0161875-0.00523935j -0.00719888-0.0204004j -0.0130854+0.00533051j -0.0059442-0.0387175j -0.0393559-0.00382954j -0.0056288+0.00716876j -0.0143331-0.00849207j -0.00107515-0.00182243j -0.0021465-0.00511071j -0.00269931+0.00382473j 0.00618989+0.00367565j -0.00114941-0.00182024j 0.0031705-0.000425456j -0.00162207-0.00113634j 0.00125472+0.00593263j -0.00479981-0.00984166j -0.00784979-0.0127461j 0.00260438+0.00555706j -0.00285291-0.0050851j -0.00769605-0.00655609j -0.00196587-0.0094441j 0.00242444+0.00720246j -0.00717101-0.00800076j 0.00329202+0.00740265j -0.0013058-0.00530309j -9.56895e-05+0.00371587j 0.0019461-0.00908396j -0.00532285-0.00475454j -0.000710922-0.00595311j -0.00269914+0.00267238j 0.00436592-0.0134878j -0.000519906-0.0020365j 0.00150739-0.00365138j -0.0057677-0.00204818j -0.00898707-0.000848576j -0.0095135+0.0145989j -0.00468153-0.00367984j 0.00435765-0.00163963j -0.00312993-0.00470393j 0.000708784+0.00348225j 0.00173142+0.00701746j 0.0018199+0.000710442j -0.00443666+0.00832413j 0.0204188+0.0181717j 0.00935241-0.0348935j 
0.00173912+0.00173769j 0.00115257+0.00236153j -8.62767e-05+0.00676229j 0.00545228+0.0130948j -0.00727469-0.0274645j 0.00168088+0.0135j -0.00258041-0.00703867j 0.000257864-0.00340149j -0.00078571-0.0346015j -0.005131-0.00559896j -0.00727831-0.0165813j 0.00183889+0.0125569j -0.00538128-0.00106076j -0.00550306-0.00369263j -0.00347536+0.047419j 0.0043812-0.0148036j -0.000155177-0.00381821j 0.00487015-0.00765217j -0.00411675+0.0264428j -0.00177859+0.00614847j 0.00130621-0.00767194j -0.00144799+0.0070521j 0.000996216-0.00119893j 0.00295569-0.0095407j 0.00386646-0.00743502j 0.00354568-0.0111206j -0.00065736+0.00437457j 0.000229043-0.00315245j -0.00184819-0.0022496j -0.00257403+0.00371774j 0.000571611+0.00674306j 0.00437717+0.00270738j -0.00247832-0.0018029j -0.00288105-0.00549926j 0.00104376+0.00448274j -8.08207e-05-0.00020473j 0.000527684+0.00188087j 0.00143949+0.00107376j -0.00104127+0.000739271j 0.00132918+0.000322722j 0.00150927-0.00123305j -4.04478e-05+0.00160768j 0.000334049-0.00127294j 0.000323672-0.000587049j 0.000408787+0.00113279j 0.000190801+0.00236346j 0.00109365+0.00256262j 0.00108472+0.000573142j 0.000917912-0.000589682j 0.000865614+8.91277e-05j 0.000868387+0.000628388j 0.00119064+0.00274038j 0.00129877-0.000139193j 0.000776441+0.000186671j 0.000683584-0.00222106j -0.000925525+0.0011285j -0.00142924+0.00113264j 0.000708-0.000321361j 0.000192927+0.00115897j 0.000439232+0.000380737j 0.000501684-0.000561639j 0.00282571-8.75198e-05j 0.00122089+2.25676e-05j -0.00168922+5.37505e-05j -0.000857541+0.00130987j -0.000792944+4.73388e-05j -0.00146919+0.00305753j 0.000305082+0.000661593j 0.00233509-0.00118262j 0.000761+0.00327153j -0.00250202+0.00208762j 0.00170652+0.00344708j 
-0.0005214-0.00620271j -0.00543988+0.00805551j 0.00489913+0.00329021j -0.00529842-0.0016451j -0.00476897-0.00807388j 0.00213592+0.00103384j -0.00117412+0.000872385j 0.00895227+0.0144874j 0.00253801-0.00981044j 0.00140238-0.00387738j 0.000264408-0.019875j 0.00189269+0.00896748j -0.000698286-0.00780657j -0.00228696+0.00538569j 0.000260062+0.0028047j 0.00194616-0.0150968j -0.00116124+0.00282689j 0.00520064+0.0143718j 0.00322329-0.0144813j 0.00354763-0.0121278j -0.00059482-0.000288109j 0.000792291-0.018576j 0.00821279-0.00464564j -0.00152516+0.00648916j -0.00230975+0.00901195j 0.000327732+0.0196591j 0.00729789-0.00476851j -0.0175126+0.0170082j -0.00349681-0.0272136j -0.00849765+0.0237252j -0.00205284-0.0172034j -0.00562802-0.00315137j 0.00242458+0.000482893j -0.000164305-0.00411715j -0.00023294+0.00251095j 0.00241941+0.00316461j 0.000389196-0.00531539j -0.0010236+0.00226685j 0.000219634+0.00509531j 0.00284463+0.00601213j 0.00453657+0.00169595j -0.0026476-0.00444223j 0.000530705+0.00148196j 0.00451316-0.00128938j 0.000613279-0.000212971j 0.00258637+0.00168709j 0.00168175+0.000208254j -0.0030989+0.00238442j -0.00196608-0.00309436j 0.00185525+0.00139864j 0.000747155-0.00303126j -0.00592536-0.00173947j -0.00319907+0.000973983j 0.000178041-0.00374539j 0.00213792+0.00556536j 0.00181797+0.00119616j 0.00354395+0.00186789j 0.00103997-0.00248183j 0.000343346+0.000813859j 0.00125002-0.00384135j 0.00601991-0.0039684j -0.00581753+0.00292575j 7.38143e-05-0.000213685j 0.00726808-0.0039161j 0.000721732+0.00288323j 0.000197038+0.0097043j 0.00346024-0.00660028j -0.00963481-0.0121929j -0.0015048+0.000436012j 0.0018371-0.0185879j 0.00310657-0.02534j -0.0233357-0.00728661j 
-0.00755247+0.00602671j 0.000857988+0.00779708j 0.00111323-0.00961597j 0.00625345-0.004018j -0.00104123-0.0121229j 0.00271027+0.00497258j 0.00432904+0.000899795j 0.00245423+0.00885306j -0.000165109-0.00841246j -0.0051009+0.00517536j 0.0022113+0.00849197j 0.000661075-0.00496174j 0.00368311+0.0178785j 0.000445876-0.00775743j -0.00391327-0.00444141j 0.00529961+0.00720181j -0.00152491+0.00045812j -0.00399962+0.00291404j -0.00026636+0.00577055j 0.00231195+0.0168992j 0.00245133+0.00820735j 0.00369747-0.000513497j -0.00605876+0.0140712j -0.00292662+0.023645j 0.000686164+0.00505078j 0.000988536+0.0120935j -0.0048085-0.0193441j 0.00288175+0.00271115j -0.00137385-0.0117522j -0.00170322-0.0202083j 0.00381968+0.0042592j -0.00446576-0.0200419j -0.00114404-0.00740013j 0.00186721+0.00483479j 0.0026521+0.0028145j -0.00128056+0.00125359j 0.00200455+0.00155172j 0.00316585-0.00226325j 0.0020784+0.00156728j 0.00100398-0.000565204j 0.00091155-0.00359719j 0.00273888-0.00170024j -0.00197472-0.000768477j -6.19541e-05+0.000940596j 0.00162955+0.00248597j -0.000843543+0.00103335j 0.000748821-0.000530498j 0.00122802-0.00614273j -0.000859354+0.0021667j -0.00247987+0.00238653j 0.000121773-0.000309454j -0.00634306-0.00242628j -0.00144107-0.000232528j 0.000127684+5.87618e-06j -0.00433038+0.0002828j 0.00223542+0.0023491j 0.000860972+0.00364046j 0.00111493+0.000546031j -5.12105e-05-0.00400327j 0.0017799+0.0010973j -0.00454889+0.00441666j -0.010747+0.0048339j -0.00846507+0.000481396j -0.00378451+0.000170925j 0.00289062-9.23397e-05j -0.00190038-0.00195061j -0.00511933-0.017393j -0.0077181+0.00703429j -0.0026491-0.0121457j -0.00243755-0.00429586j 0.0234717+0.00826767j 0.00262199-0.0263367j 
0.00105569-0.00342244j 0.00775595-0.00413876j -0.000159371+0.00308493j -0.00197672+0.0130296j -0.00764598+0.0085549j -0.00767118-0.00361765j 0.000485644+0.00696444j 0.00727849-0.0124861j 0.0121848-0.00200427j -0.00114545-0.00443832j 0.0020486+0.0129663j 0.0032562+0.00571872j -0.00494569+0.000453522j 0.0042816+0.00493601j 0.00131574+0.00299899j 0.00444942+0.0108441j -0.00535172-0.0167435j -0.000180592-0.00631871j 0.00973775+0.00508487j -0.000380552+0.00164032j -0.00409174+0.000580183j 0.0168858-0.0121547j -0.00394071-0.00697178j -0.0149032+0.00372852j 0.00321168+0.00148218j -0.00429108+0.00644047j 0.0106643-0.0100663j 0.0269629+0.051245j -0.0137863-0.00140911j 0.00582625+0.0135154j 0.0150798-0.00867641j -0.0027917-0.00492444j -0.0108275-0.00453761j 0.000901424-0.0167022j -0.000953426-0.0145356j 0.00203341-0.000918196j 0.000527669-0.00766879j -0.00847005-0.00949728j 7.87786e-05+0.0064094j -0.00325653+0.00573608j -0.00596627+0.00181708j 0.0010654-0.00695886j -2.52406e-05+0.0023934j 0.00348131-0.000174167j 0.000658231-0.00279682j 0.00420392-0.00115771j 0.00416766-0.000478176j -0.000675793+0.00131677j -0.000133018-0.00330415j 0.00449904+0.00177348j -0.00420922-0.00286713j -0.000218032-0.0124813j 0.00251067-0.00128256j -0.000475188-0.0024844j 0.00300828+0.00307289j -0.00116422+0.00476576j 0.00509157+0.0158152j -0.00290127-0.00610665j -0.00482614-0.0028401j -0.00498635-0.00535986j -0.00566523-0.00831358j -0.0115583-0.00278618j -0.00609416+0.0107492j -0.0102204-0.0080436j -0.00528139+0.00777112j -0.00492756-0.00340672j -0.00480264-0.00043244j -0.00800079-0.00403135j -0.033107-0.00837947j 0.0161448-0.0371022j -0.00815531+0.000419779j 0.00516402+0.00327536j 
0.00852116+0.00438225j 0.00412306+0.00651761j -0.00750799-0.00489468j -0.00742847-0.00818396j -0.0039952-0.0014543j 0.00301684-0.00840375j -0.0103476-0.00629807j 0.0117393+0.00141677j 0.00242076+0.00713448j 0.00686129-0.00145716j -0.012764-0.0110829j -0.0102951+0.00306949j 0.00061012-0.00600636j -0.00550071-0.000355498j -0.0119846-0.00260881j -0.00145506+0.00378754j 0.0120908-0.00350257j 0.0121754-0.00282826j 0.00456193+0.00256149j -0.0089632-0.00189304j 0.0070046-0.00246305j 0.0161077-0.00891716j 0.0151352-0.00939584j 0.00247913-0.00523118j 0.023236-0.00271875j 0.00677795-0.0155634j 0.0244902+0.0295542j -0.00816215+0.0186254j -0.0149213-0.0160439j -0.0253686+0.0128001j -0.0178093+0.0107787j 0.00770669+0.0187459j 0.014116+0.00327669j 0.00115088+0.0201306j -0.00157393+0.00678363j -0.00301275+0.00346147j 0.000102552+0.00657109j 0.0044994-0.000711887j -0.00202638-0.000591527j -0.00166477+0.00171786j 0.000725128+0.00854593j 0.0047844+0.00222712j -0.00285607-0.000110586j 0.00109299+0.00519343j 0.00195468+0.00405727j 0.00244074+0.0016929j 0.00787387+0.0020826j 0.00379861+0.00508439j -0.00244071-0.00418188j 0.00270535-0.00317087j -0.000341764-0.00213124j 0.00701449-0.0139421j -0.00174852-0.000707177j 0.00772675-0.00518266j -0.0017264-0.016938j -0.00735531+0.00985685j 0.000442267+0.0141184j 0.0147567+0.00185758j 0.00705085+0.00362237j 0.00627668+0.0126116j -0.00381195-0.00501358j 0.00192226+0.00587722j -0.00183919+0.00112487j -0.00428585+0.00543404j 0.000779705+0.0165547j -0.0118288-0.00319182j -0.0145964+0.00504552j -0.0208971+0.000395988j 0.0100602-0.0233943j 0.0107465+0.00964572j 0.00841757+0.00576315j -0.00663377+0.00145181j 
-0.00569108-0.00254306j 0.00137816+0.00511725j -0.00418633+0.000281752j 0.00783439+0.00682779j 0.00999419+0.00529223j 0.00116515-0.00622786j -0.00152455+0.00511014j -0.00826172-0.00114031j -0.00576846+0.00475034j -0.00569659-0.00891753j -0.00738686-0.00407962j 0.00167369+0.00707954j -0.000660543-0.00506941j -0.00460398+0.00546634j 0.00442015+0.000592969j 0.00072071-0.00259221j -0.00308048-0.00252762j -0.00141572+0.0041829j -0.00784148+0.00277758j -0.0161809-0.0105564j 0.00711829-0.00854834j 0.0040137+0.0129793j 0.00373944+0.00378151j 0.000854314-0.00976191j -0.00478568+0.0197641j 0.0300033-0.0111861j -0.0118752+0.00865643j 0.00870895-0.00119393j 0.00477188+0.00683476j 0.0164144-0.00815908j 0.00650655+0.0329119j 0.0291943-0.0124674j -0.00538149-0.0116699j 0.0155141+0.000143228j -0.00468772-0.0013454j -0.00602764+0.00657368j 0.0128305-0.00533042j -0.00719442-0.00662534j -0.00226389-0.0040733j -0.004514+0.00514073j 0.00303689+0.00470564j 0.00722181-0.0088044j -0.00361995+0.00403402j 0.00695497+0.00525048j 0.00308099+0.000771684j -0.00106691+0.00491852j 0.00228184-0.000700675j -0.00707093-0.00339223j 0.00401222-0.00114172j -0.000860529+0.00297382j 0.00492707-0.000736912j -0.00702632-0.00456825j -0.00268607-0.000774712j 0.0063853-0.00405767j -0.0184494+0.00343297j 0.0102439+0.00299546j 0.00469169+0.00560942j 0.000897885-0.00484094j 0.000961067+0.000576223j 0.00526104-0.000272784j -0.00497187+0.00687423j 0.0162231+0.00732513j 0.00465765+0.0112373j -0.00578433+0.00105538j -0.00426616-0.0021089j 0.01239-0.000412536j -0.00166732-0.00617262j -0.0151215-0.00588516j 0.00468807-0.0151068j -0.0107607-0.00889265j -0.00559348-0.00342912j -0.0126151-0.0131519j 
0.000648179-0.00231238j -0.00819499-0.000121117j 0.00156063+0.00354038j 0.00586278-0.0022617j 0.00606333-0.00263102j 0.00129649+0.000128083j -0.00142666-0.0019225j 6.85128e-05+0.00189051j -0.00342823+0.00944061j 0.00149744+0.00643658j -0.00488038+0.00455451j -0.00224465-0.00776002j 0.000449819-5.25862e-05j -0.00294596-0.0112256j -0.00741271+0.0097853j -0.00352303-0.00308939j 0.00465486+0.00210944j 0.00437845-0.00374349j 0.0110537+0.0105273j -0.00684713+0.0175294j 0.0147534-0.00307704j 0.0156447+0.0211663j 0.0029639+0.0146327j 0.00686871-0.00194755j -0.00926576-0.00730505j 0.00835554+0.0237265j 0.013741+0.00343434j -0.0253461+0.0133774j 0.0155804-0.015903j -0.0218365-0.00265392j 0.0194861-0.00758228j -0.00629034-0.026454j -0.00951525+0.00465971j -0.0026152-0.00338716j -0.00653454+0.0050855j 0.00890006-0.00126632j -0.00139897-0.00639567j -0.00251032+0.00161779j 0.00419222-0.00476651j 0.00527619-0.00161355j 0.00806345-0.00533054j -0.0130754+0.00110196j 0.00526487+0.00165089j -0.000224655-0.000846248j 0.000196179+0.00360068j 0.000218675+0.00165916j -0.00406807+0.00141753j -0.0084459+0.00784106j 0.00107426+0.000342227j 0.00458959-0.000596016j 0.0017677-0.00431618j -0.00939861+0.00800448j -0.00328553+0.00780323j -0.00077948-0.00792817j 0.00615616-0.00457135j 0.00710963-0.00118716j 0.0129511+0.000652296j 0.000370408-0.00337861j -0.00429802+0.00205687j -0.00633841+0.00499107j -0.00504819-0.00114381j -0.00504259+0.0118427j 0.00448047+0.00512542j -0.0203264-0.00485228j -0.0112317+0.00920244j 4.64481e-05+0.0100697j 0.0120771+0.0117148j 0.00722056-0.000446979j 0.021754+0.00380133j 0.0120435+0.00250609j -0.00784651-0.0117703j 5.82193e-05+0.00178852j 
0.000392964-0.0023644j 0.00223859-0.00153018j -0.00273787+0.00222147j 0.00389371+0.00211549j 0.00802651-0.00211908j 0.0105137-0.00805478j 0.00165015+0.00375907j -0.00358932-0.000877996j -0.00300723-0.000511179j 0.00284621-0.00195879j 0.00278628-0.00114325j 9.66614e-05+0.00656661j 0.00689741-0.0028426j 0.00653227-0.00555125j -6.90545e-05-0.0108274j -0.0260865+0.00624008j 0.000191779+0.0075938j 0.0111089-0.00600367j 0.0123788+0.000702723j -0.00343416+0.00774632j -0.00169125+0.000360915j -0.0125603-0.0140313j 0.0025828-0.00928506j -0.0182211-0.00550123j -0.0248043-0.0269696j 0.0326338+0.00655629j -0.00258766-0.00175442j 0.00531637-0.00760169j -0.00815671+0.0100417j 0.0112791-0.000263166j 0.000959082-0.00655701j -0.00313211+0.0017628j -0.00531934+0.00586139j -0.00269218-0.00322452j 0.00101908+0.00702599j 0.00463952+0.00638163j -0.00250425-0.0117162j 0.000512485-0.0083014j 0.000482977-0.0125053j -0.00362851+0.00471555j 0.00212313+0.000685497j -0.00188921-0.0034706j 0.00339027+0.00669308j -0.000167128+0.0209954j -0.000472363+0.00321338j -0.00164308-0.000465172j -0.00134755-0.00862047j 0.00140011-0.00985659j 0.00240726-0.00311739j -0.0051193-0.00299479j 0.00545742+0.000240275j 0.00791913-0.00199555j -0.00284106-0.00185495j 0.00326542-0.00569987j -0.000351687-0.00568965j -0.00465292+0.00123859j -0.00785613+0.000913004j 0.00640324-0.00841429j -0.00682561+0.00938958j 0.00374284-0.00907451j 0.00145743-0.00107328j -0.00764451-0.00266287j -0.00121152+0.00405431j 0.0145747-0.0144379j -0.00878131-0.00844819j 0.0184438-0.0190486j -0.000328607+0.0165331j -0.0186985+0.00525571j -0.000926914-0.00124074j 0.00239639+0.00435264j -0.00444811-0.00104321j 0.0038419+0.00284938j 
0.000588342+0.00177389j 0.00979544+0.00332395j -0.00250333+0.000646234j -0.009955-0.00151698j -0.00963821-0.00641995j 0.0018677-0.00719315j -0.00159273+0.00261665j 0.0101535+0.00878096j 0.00882695+0.00796052j 0.00195373-0.00205709j 0.000325919+0.0039408j -0.00114197+0.00422487j 0.00343827-0.00149751j 0.00503777+0.00670709j 0.00153864-0.011616j -0.0112588+0.00924058j 0.00363325+0.000453829j 0.00655488-0.0036518j 0.00100125+0.0141591j 0.00974085-0.00477897j -0.0164249+0.00637556j -0.00537983+0.025169j 0.0130326-0.0137534j -0.0219487-0.0137639j -0.0130864+0.0131394j -0.00368006+0.00199682j 0.000455091+0.00854892j -0.0247601+0.0309894j 0.000548747-0.0128101j -0.0074607+0.00127614j -0.00139554+0.00734633j 0.00359912+0.00514649j 0.00285981+0.000249725j -0.00262186+0.00343103j -0.00435255+0.00316813j -0.00235411+0.00565548j 0.000292081-0.00109536j -0.00306241+0.000456791j 0.00790401-0.00693724j 0.000404371+0.00145391j 0.00126455+0.00431403j 0.002515-0.00360708j 0.000418187+0.00264796j 0.00106595+0.00794186j -0.00104227-0.00300154j -0.0024445-0.00491324j 0.00672897-0.00763278j 0.00605304-0.0123396j -0.0025676+0.00197279j -0.00180467+0.00370788j -0.0072+0.00784383j -0.00586865-0.0041795j -0.004085-0.00355223j 0.00131988+0.00782391j -0.00933288+0.00720018j 0.00500483+0.00307866j 0.0231325-0.00859259j -0.000702323+0.00125216j -0.00276225+0.00672323j 0.015094-0.00765322j 0.00582928-0.000223806j 0.00297536-0.00419274j 0.0119928-0.00340092j -0.00247435-0.00308985j 0.00845507-0.00099151j 0.0190088+0.00210372j 0.0105025+0.00144748j 0.00678627+0.0116444j 0.00408092+0.00744984j -0.00839969-0.00758151j 0.00476201+0.00388391j -0.00139435+0.00211201j 
0.00312445+0.00112454j -0.00286319-0.000759076j -0.00156144-0.00397097j -0.00050819+0.00341639j 0.000419046+0.00982896j -2.46865e-05+0.0112386j 0.00401467-0.00670682j -0.00828896-0.00239299j -0.0101755-0.0026577j 4.46321e-06+0.00314537j -0.00322113-0.000486901j -0.00361936-0.00121813j 0.00926656-0.00545164j 0.0228061-0.0100912j 0.0163514-0.00933925j 0.0123736-0.0074476j 0.0151476+0.00134677j 0.0113643+0.00807827j -0.00284663+0.00181283j 0.000709749-0.00471335j 0.0236398+0.00588165j 0.00894408+0.00619825j -0.00579349-0.00276789j -0.0185072-0.00496977j 0.0333186-0.00162052j -0.00119382+0.0255492j -0.00957526+0.00569971j 0.00236955-0.0058333j 0.00267238+0.00162783j -0.00227372-0.00274555j -0.0017768-0.00248307j -0.00275847+0.00151395j 0.00046435-0.0023365j 0.00494762-0.00497094j 0.00384753-0.0072677j -0.00252992-0.00338911j -0.00596742+0.0118432j -0.0024656+0.00381283j -0.00526194+0.0011837j 0.00419656-0.000580756j -8.14128e-05-0.00566955j -0.00497632+0.00503288j 0.002844+0.00307697j 0.00644386-0.00214533j 0.00153224+0.0113848j 0.0022789-0.0137545j 0.00104972+0.00185408j 0.00233682-0.00302586j -0.000732991-0.0212914j -0.00717355+0.0047593j -0.00905467-0.00173325j -0.00478213-0.00682565j 0.00480409-0.00523603j -0.00971073+0.000117165j -0.005806-0.0044943j -0.00040867-0.00742587j -0.00149108-0.00201958j -0.00466137-0.01138j 0.00636957+0.00653657j 0.0140346-0.00805449j -0.00696799+0.00733811j -0.00381278+0.00911981j 0.0175221-0.0108921j -0.000752705-0.0103294j 0.00435618-0.00116069j -0.00420651+0.00471233j -0.0104765+0.00630093j 0.00999353-0.00457186j -0.00616141-0.00114223j 0.000631286+9.599e-05j 0.000109307-0.00195683j -0.000231583+0.000436105j 
0.00278281+0.00123983j -0.00365252-0.00650241j 0.00427456-0.00299148j 0.0055206+0.00277711j 0.00534868+0.00250141j 0.00442918+0.00274664j 0.00327515-0.00364551j -0.00324413-0.0024416j -0.00627693-0.00838512j 0.00614059+0.00356425j 0.0166185-0.00882028j 0.00110862-0.00537625j -0.00181849+0.00154055j -0.00894091-0.00617471j -0.0189016-0.00919416j 0.00170815+0.00775037j -0.00816287+0.0111061j -0.000478217+0.00818241j 0.0141336+0.0105434j -0.00940327-0.0207374j -0.00693138+0.0265889j -0.00504381+0.00729622j -0.0138443-0.00596257j 0.00881449+0.0236218j -0.00500657+0.00930726j 0.00559997+0.0158812j -0.00238007+0.0122308j 0.00150233+0.00128651j 0.0105851+0.00651855j 0.00933249-0.0159637j -0.00154376-0.0105934j -0.0083908+0.00821485j -0.000948376+0.000393736j 0.000342604-0.00767853j 0.00761521-0.000414276j -0.000734765-0.00345279j -0.00608935-0.0014016j 0.0027932-0.00306604j 9.79914e-05+0.00210465j 0.00125641+0.00015227j -0.000464414-0.0002486j -0.00286926+0.0028956j -0.00161636-0.00273374j -0.006347-0.000561105j 0.00279643-0.00591286j 0.00938995+0.00737064j 0.00435195+0.00194122j 0.015267+0.00504728j -0.00892039+0.00741334j -0.0099517-0.00735969j -0.00481109-0.00356171j -0.00785876+0.00187435j 0.00425236+0.0025518j -0.0181802-0.0129714j -0.0101838-0.00216217j -0.0100387+0.00211504j 0.00544231+0.00307766j -0.000982637-0.00136471j -0.00537671-0.0109802j 0.0149783+0.0157185j 0.00187291-0.00318756j 0.00642155-0.00122973j 0.00314635+0.0130595j 0.00709929+0.00175679j 0.0061452+0.00953324j 0.00622944-0.00530108j 0.00830606+0.00293845j 0.00243914+0.00182378j -0.0136618-0.00181325j 0.00234031+4.03896e-05j 0.000725828-0.000926572j 0.00653062+0.00189892j 
0.00125455+0.000801635j 0.00354497+0.00268258j -0.0042774-0.00344889j -0.00241722+0.0001737j -0.000162097+0.00505231j 0.00582283+0.00723038j -0.00321068+0.00127684j 0.000528868-0.00471076j -0.00342137-0.00584772j 0.00275176+0.00119569j 0.0055623-0.00213848j 0.00188904-0.00220665j 0.011951+0.0123564j -0.00774437+0.0213982j 0.00131213+0.00663622j -0.0178492-0.0183318j -0.0103861+0.014456j -0.000318815+0.0136798j -0.00176368+0.0130055j -0.00571934-0.00486816j -0.0208389+0.0113652j -0.0105036-0.0152155j 0.0176816+0.00167065j 0.0106812-0.02423j 0.00374672-0.0137094j -0.00262578+0.0230758j -0.00462844-0.00232051j 0.000617421-0.00306063j -0.00371887-0.00255649j -0.00320945+0.00285927j -0.00185172+0.00222529j 0.000417759+0.000470349j 0.00332745-0.00251902j 0.00184195+0.0036631j 0.00412505-0.00298221j 0.000585694-0.00371433j -0.00571974+0.00129065j -0.00540265-0.000251802j -0.0116365-0.000409464j 0.00220496+0.00117293j -0.00144534+0.00560273j -0.000135902+0.00213221j 0.00228425-0.00443099j 0.0162175+0.00311937j 0.00727674-0.00954765j -0.00444169+0.00974548j -0.00144777-0.00117736j -0.0099727-0.00173444j -0.0155522+0.00529991j 0.00192912+0.00169664j 0.0043699-0.00121795j -0.00435286-0.00327224j -0.0135192-0.00104191j -0.00305343-0.00616014j -0.00545236+0.00142438j -0.00958313+0.0106663j -0.00759047-0.00291276j -0.0162849-0.00309037j 0.00831307+0.00530402j -0.0164723-0.00416887j 0.00406879-0.00864376j 0.00637326+0.00526271j -0.00929777-0.00189509j -0.0106669-0.00798755j 0.00235359+0.00113507j -0.0127214-0.00947408j 0.00596388+0.00505716j 0.00496728+0.00668197j -0.00190658-0.00150638j 0.00197283+0.00126363j 0.000645292-2.07388e-05j -0.00202803+0.00186263j 
-0.000623699-5.82105e-05j 0.00266533+0.00190968j -0.00160515+9.86282e-05j 0.00375316-0.00232267j 0.00405391-0.00033266j 0.00762186+0.000396978j -0.00797279+0.000430974j 0.00800271+0.000374981j 0.0134752-0.00952549j 0.00159762+0.00874874j -0.00156257+0.0138817j -0.0080512+0.0132692j -0.00711404+0.0131506j -0.00290472-0.0280083j -0.000382035-0.0189884j -0.00532511-0.022613j -0.0120226-0.013317j -0.009184+0.00239131j -0.00458815+0.0126283j 0.0112653-0.00821811j -0.00473668-0.0296427j 0.0218551-0.0196679j 0.00860641+0.00521863j -0.00143809+0.00890003j -0.00477695-0.0233188j 0.000784982+0.0104873j -0.00128946+0.00314205j -0.0024148-0.0017309j -0.001864-0.00247405j -0.00120621+0.00272749j 0.000238013+0.00129142j 0.00190939-0.000832389j 0.00211254-0.000564127j -0.00100276+0.00842264j 0.00212173+0.00181777j -0.00062941+0.000168737j -0.00570977-0.00353228j -0.00180155-0.00265921j -0.0085244+0.00798158j -0.00289868+0.00421625j 0.00562725-0.00542537j -0.000272874+0.00126817j -0.00363731+0.00541622j 0.0124355-0.000992195j -0.0130558+0.0079335j 0.0209378-0.00877127j 0.00635809-0.00432698j -0.00543878+0.00324377j 0.0114035+0.0125999j -0.00479151+0.00492462j 0.00420522-0.00445345j 0.000638545+0.00072568j 0.00159268+0.00652639j -0.0134242+0.00567814j -0.000147593+0.0066461j 0.0123437+0.00378942j -0.00456652+0.00745336j -0.00217313+0.00386762j -0.00435763+0.00711377j 0.0117569+0.00430678j -0.0159225-0.00368176j -0.00413122-0.00628095j 0.0127577+0.00303573j -0.0168766+0.00745089j 0.00461119+0.00377403j -0.00658474-0.00738563j 0.000236678-0.00210049j 0.00177522+0.00674761j 0.000301244-0.00320307j 0.00266837+0.000850584j 0.000631088+0.00172828j -0.000915891+0.000480137j 
