0.061153+0.114662j 0.0594232-0.070627j 0.0657317+0.0264654j -0.0138885+0.0150739j -0.0115271-0.0604058j -0.008399+0.000259571j -0.0324645-0.00915311j 0.00936761+0.0471322j -0.0298782+0.0213677j 0.0471055-0.0617866j 0.0211956+0.0146315j 0.0202877-0.00417018j 0.0243315+0.0373045j -0.00367767+0.0162534j -0.0442265+0.0809527j 0.0971027-0.0720274j 0.0802624-0.181494j 0.0733623-0.00322934j -0.131326+0.150294j -0.0612205-0.000681411j -0.0565121+0.0345075j 0.0240179-0.00879567j 0.0183387+0.0322138j -0.0163415+0.0281246j -0.00884327+0.0178505j 0.0643785-0.0600759j 0.00393631-0.0246221j -0.0465173+0.0221904j 0.122728-0.104593j -0.0387949+0.072221j -0.0746903+0.0718759j -0.115967+0.0789684j 0.0699756-0.110481j -0.191656+0.0696047j 0.107309+0.0644236j -0.0312325+0.154539j 0.0210866-0.0406722j -0.0246614-0.0269785j 0.0823065-0.0652674j -0.0306542+0.00389402j -0.03339+0.0958399j -0.0283248-0.0029184j -0.0347932-0.00746255j -0.0129358-0.00768091j -0.00223827-0.0135894j 0.0168948-0.0530895j -0.0339794+0.029989j 0.00161908+0.00138421j 0.0219864-0.0278792j -0.0336747+0.0154425j -0.046593-0.00383237j 0.0139056-0.0247099j 0.00129509-0.0303749j 0.00473767+0.0126042j -0.00935796-0.0092802j 0.061259-0.00854539j 0.0257497-0.0357377j 0.0229415-0.0292127j 0.0570759-0.0263993j 0.0166485-0.0059028j 0.0453292-0.0521716j -0.0284775+0.0376781j 0.00739837+0.023799j -0.0248615+0.0299161j 0.0318895-0.01321j 0.0218307-0.0125492j -0.00206619-0.00808648j 0.00296242+0.0130371j 0.0118341-0.00882023j 0.00549797-0.00367533j -0.00286252-0.00432435j 0.00546642+0.00145941j -0.00132983-0.000444059j -0.00745654+0.020364j -0.0253993+0.000935813j 0.0108743-0.0193313j 0.0127065-0.00620155j 0.013164+0.00191626j 0.000607849-0.00722142j -0.00760941+0.00627142j -0.00891268+0.0166153j 0.00429326+0.00732993j 0.0188588+0.00476181j -0.0213656-0.00730524j 0.00732657+0.00492024j 0.0146632-0.0267056j 0.0285134+0.00452487j -0.0744492+0.110513j -0.0299306+0.0702226j -0.000759968+0.0137014j -0.0256133-0.00941685j 0.0508152-0.0105544j 0.0541867+0.0145278j -0.098279+0.0784715j -0.00302155-0.0566448j 
0.047939+0.0485516j -0.0117483+0.0482912j -0.000702007-0.0262591j 0.00478975-0.1141j 0.106997+0.0216664j 0.0572656-0.0323908j -0.21781+0.0474108j -0.0565934+0.00436422j -0.0307581+0.0317836j -0.0411393-0.0555049j 0.19229-0.0873564j 0.0823172+0.0171532j 0.317008+0.0444183j -0.103196-0.00482631j 0.182691+0.036684j -0.111229+0.0072288j 0.0441919+0.0157616j -0.0276767+0.00217739j 0.0719598+0.0269273j 0.03226+0.00392943j 0.0211287-0.000202911j -0.149687-0.0366627j 0.104473-0.0294367j -0.0515349+0.116006j -0.0431026+0.13532j -0.0914217+0.000949148j -0.0258011-0.124055j -0.0190081+0.00520548j -0.035334+0.102652j 0.040313+0.153884j -0.106238-0.0263209j 0.00233511-0.000697163j -0.0155144-0.0176886j -0.018742+0.017042j -0.0411082-0.0451081j -0.0591553+0.0283577j 0.0147721+0.00243217j -0.00957951-0.000117565j -0.0218364-0.0477476j 0.0421115-0.0296536j -0.0350556-0.00348507j 0.0449175+0.0427354j 0.0374835-0.000416656j 0.0111042+0.0127729j 0.0328141-0.00631739j -0.00688961+0.00313743j -0.0175664+0.00198405j -0.0561598+0.0139172j 0.110885-0.0310873j 0.0389436+0.00783566j 0.0659001+0.00320782j 0.0221495-0.00573548j 0.0118248+0.0103278j -0.011041-0.0144772j 0.0105143-0.00371968j 0.0107008-0.0206757j 0.00488941-0.0032247j 0.0124216-0.00594996j 0.00531708-0.00310098j -0.00202737+0.000716142j 0.0641184+0.00456568j -0.0140008+0.000817796j -0.00420901-0.00876084j -0.024675-0.00531027j 0.0378367+0.00694107j 0.0371664-0.0249396j -0.000791881+0.00167038j -0.00475496+0.00977976j 0.00899228-0.00940108j -0.00463023+0.0159181j -0.0127474-0.00476872j 0.0023534-0.00324947j 0.0101027+0.00786351j -0.00762278-0.00869596j -0.00483096+0.00444612j -0.010656-0.0117051j 0.00857592+0.00441122j -0.0070291+0.00303108j 0.0176809-0.0055789j -0.00616036+0.0011516j 0.00885634+0.00593186j 0.00144189+0.00138728j -0.00257684+0.00420365j -0.00737051-0.0233085j 0.00935423-0.0092653j -0.00551802+0.00566717j 0.012222+0.00158121j -0.00082665+0.00685645j -0.00539056-0.00263318j 0.00817717-0.0138936j -0.00567335-0.00207235j -0.0173342-0.00758658j -0.00142299-0.00251251j 0.00203001+0.012504j 0.0127134-9.09843e-05j 
-0.0208884+0.0357192j 0.0157554+0.0202768j -0.026168-0.00448532j -0.015171-0.0756969j -0.0624144-0.0357399j 0.0814743-0.00473788j -0.22635-0.0208903j -0.0990672-0.0151809j -0.0206902-0.0503871j -0.0244617-0.00804095j 0.083945-0.112081j -0.116314+0.0283013j 0.252461+0.0475888j -0.100417+0.0274947j 0.107091+0.00262669j -0.158199+0.0397767j 0.0539243+0.0144228j -0.00479682-0.0162198j -0.00998605-0.0258589j -0.00702586+0.0851633j -0.0171277+0.0197079j 0.00466062+0.00965771j 0.00370245-0.0188544j 0.112266-0.13409j -0.00796895-0.18153j -0.0221113+0.0271645j 0.0936827+0.087608j -0.0325482+0.00387983j 0.0676127-0.0588033j -0.0757639-0.178735j 0.00642256+0.0206653j -0.00952724+0.0406778j 0.00232953+0.0371612j -0.0515921-0.00894846j -0.043236+0.0263865j 0.0352759-0.0164615j -0.00382274+0.00312962j -0.00462524+0.00720748j 0.0170459+0.0667556j -0.0257948+0.0365515j 0.0280746+0.00675693j -0.0339809-0.0523981j 0.00356786-0.0191517j -0.00233422-0.00963164j -0.0614175-0.00753611j -0.00539296+0.000269967j -0.0221433+0.0176185j 0.0743557-0.0372296j -0.153952+0.0332088j -0.0563304+0.00350749j -0.0938745-0.00190696j -0.0674217+0.00821116j 0.00748903-0.0122642j 0.00920249+0.00919735j -0.0299256-0.000870497j 0.0100033+0.0242259j 0.00614412+0.0147464j -0.0278002+0.0110428j 0.00448637-0.00602423j 0.00468337+0.0072188j -0.0439604+0.00500468j 0.0093238-0.00521042j 0.000609018+0.001131j 0.0172133+0.016897j -0.0163433-0.0027205j -0.0363638+0.02796j 0.00591162-0.0011372j 0.0148744-0.0277589j -0.0186602+0.00269909j 0.00189525-0.0168753j 0.0033748-0.00497047j 0.00293898+0.00106341j 0.00419426+6.45081e-06j 0.0118447+0.00507332j -0.00147007+0.0102472j 0.0135527-0.00142527j -0.00731552-0.00248704j 0.00665016+0.00790542j -0.00460772+0.00652473j 0.00161893+0.00279831j -0.0056673-0.00667538j -0.00845099-0.00433522j -0.000376803+0.0157274j 0.0211613+0.0312867j 0.00557731+0.00980577j 0.00503588-0.00115916j -0.00263627-0.010729j 0.00494034-0.00965077j 0.00430425+0.00758009j -0.00343652-0.00556568j 0.0102564-0.012245j 0.0111804+0.00115687j -0.00234287+0.00168705j -0.00379795-0.00925256j -0.00878623+0.00391887j 
-0.0232268+0.0634294j -0.064563+0.079375j 0.0251756+0.00139003j -0.00416566+0.10569j -0.0485411+0.0291275j -0.0671029+0.0439466j 0.0923933-0.0379173j -0.00775038-0.0451734j 0.0229178-0.0241324j -0.013499+0.0496039j -0.0577625-0.0169887j -0.161191+0.0419237j -0.0691625+0.00676386j -0.0553982+0.0672219j 0.0408394-0.0334326j 0.0228308-0.0269982j 0.0273023-0.0148914j -0.0446146+0.0323337j 0.0713007-0.113223j 0.0104923+0.0408066j 0.0074215-0.023147j -0.0180565-0.0753576j 0.0454088-0.0481039j 0.0645361+0.0707863j -0.0412991+0.100186j -0.144025-0.0127027j 0.157432-0.166673j -0.0286086+0.0118535j 0.0761095+0.18117j 0.00854422-0.0300931j -0.128443-0.0350624j -0.067161+0.192057j 0.0405848-0.039606j -0.0712194+0.0489392j -0.0571362+0.0667021j 0.0758193+0.034701j 0.00026162-0.00691333j 0.00304462+0.00703652j -0.0139595+0.113461j 0.0961943-0.0864779j 0.0607442+0.0144313j -0.00718537+0.0338576j -0.00845111-0.00204945j 0.012938-0.012393j -0.0191725+0.0196604j 0.0217583-0.0550851j 0.0628284+0.0239789j -0.082603-0.0328457j 0.0263033+0.0293523j -0.0845397+0.0242614j -0.148135+0.0251912j 0.0359565+0.00249015j 0.0246093-0.0112681j -0.0533285+0.0211389j 0.0312291+0.00519342j 0.0143781+0.0419028j 0.00959331+0.000588101j -0.00747291-0.00173001j 0.0256665-0.000896517j 0.0192522+0.00876243j -0.0247041+0.00720171j 0.00438641+0.010927j -0.00463209-0.0127656j 0.0460722-0.0172664j -0.00463703+0.00604228j 0.00786971-0.0130263j 0.00166054-0.0107442j -0.00157953+0.0243371j 0.00316691-0.00166904j -0.00379515+0.0140746j 0.0092427+0.00961128j 0.00380145-0.00462268j 0.0188768+0.0104637j -0.00758932-0.00194566j 0.0128114-0.00437786j 0.0220881-0.00333062j -0.0159442+0.00399289j 0.01199-0.00100934j -0.0138771+0.00605709j 0.0175508-0.00122368j 0.0087943+0.00443358j 0.00272072+0.0015697j -0.00166033-0.0053985j 0.0187909+0.0126337j 0.00425619+0.0117503j 0.00261728-0.00921092j 0.0172192+0.00528123j 0.0216144-0.000539814j 0.00817289+0.00518134j 0.0115244+0.00664558j -0.0213029-0.0219278j -0.0259213+0.0155275j -0.00880501+0.0243455j 0.00701853-0.0134024j -0.0193167-0.0180589j 
0.0267839+0.095975j -0.0845876-0.029683j 0.0290856+0.0453277j -0.088077+0.0138574j 0.0513453-0.178226j 0.146139-0.0117895j -0.0509405-0.0541398j 0.0634937+0.0582789j -0.0637052-0.199445j -0.0758084+0.108718j -0.013621-0.0435286j 0.0626917+0.0342039j -0.0447448+0.104693j -0.0269163+0.0274016j 0.0508169-0.0785093j -0.0655596+0.120075j -0.0361619+0.072307j 0.0218952-0.0146472j 0.110112+0.0732244j -0.110957-0.0234936j -0.0849202-0.0281939j -0.0168687-0.0175444j 0.0663234+0.0505885j -0.0236725+0.0360185j -0.0675611+0.0276673j 0.0594602-0.0495703j -0.181887-0.0342351j 0.017518-0.00445492j -0.0589439+0.0195472j 0.0729449+0.060307j 0.0630226-0.00710118j 0.0897254-0.0119263j -0.0292409-0.028597j -0.0843326-0.0304484j 0.0208537+0.0413073j 0.0716223+0.0517034j -0.046788+0.00440137j -0.0151468-0.0278238j 0.0760937+0.00679993j -0.0233975+0.00218436j 0.0947287+0.015533j -0.0285064-0.00348317j -0.0200393-0.0368148j -0.0139792-0.0185712j -0.0550069+0.014723j -0.0177737-0.0234945j 0.0572568-0.0357392j -0.0303177+0.00692122j -0.0413522+0.0295177j -0.0210411-0.0338893j -0.0246071-0.0488331j -0.0125715-0.00420058j -0.00443394+0.00721898j -0.00789178-0.00155903j 0.0126593-0.00605523j -0.0478019+0.0163144j -0.00678327+0.0113165j 0.0112274-0.0101257j 0.0254502-0.0159947j 0.0472221-0.0169585j -0.0721053+0.0294006j 0.102143-0.0180362j -0.0700785+0.035572j 0.030945-0.00693195j -0.0799945+0.0111008j 0.00137404-0.00341997j -0.0183564+0.00111398j 0.00769456+0.0102535j 0.00423032+0.00259395j 0.0176719+0.00551374j 0.0091223+0.00524511j -0.00125954-0.00263477j 0.0153279+0.0033156j 0.0024664+0.00593627j 0.00308008-0.000732326j 0.0240637+0.00572913j -0.0164143-0.000504896j 0.018008+0.00593136j -0.0275723+0.00732776j 0.0169844+0.00654829j 0.0137904-0.00306443j 0.00273283+0.00644298j -0.0297417+0.00682998j 0.00160811-0.00288002j 0.00688656-0.0202779j -0.00904066-0.0104632j -0.0542883+0.0203102j 0.0202973+0.0181458j 0.0294682+0.0235389j 0.00486512+0.00586605j -0.0153522-0.0191209j 0.0299458+0.0101335j 0.000480092+0.0133619j 0.0294812-0.0246087j -0.045949-0.0158108j 
0.0944387+0.0223332j 0.0460225+0.14784j 0.0246332-0.0843193j 0.0775837+0.0506293j 0.0163485+0.0361447j -0.0754037+0.0711965j -0.0171067-0.0177567j -0.022387-0.0692193j 0.0578808+0.0392684j -0.0264954-0.0129753j 0.0446884-0.0479276j -0.0422355-0.0241652j 0.0986839-0.00611147j -0.0406439+0.0125338j 0.0685003-0.0696054j -0.00712065-0.0480534j -0.0624949-0.0514009j -0.0749925+0.0193936j 0.0374074-0.0752004j 0.0164847+0.058707j 0.0160909-0.0880404j 0.184783+0.0639257j -0.0748162+0.0749024j -0.0719119+0.0126966j -0.0159315+0.0232853j 0.293268-0.0854385j -0.120102+0.080053j 0.0725162+0.00465798j -0.235753-0.0991905j 0.0961501-0.0539222j -0.10879+0.047561j 0.0897448+0.0332774j 0.102842-0.156127j 0.124406+0.0152821j 0.112463+0.057101j -0.162412-0.0133767j 0.0174388+0.0157944j -0.0239597+0.0231787j 0.00351602+0.0870889j 0.0438879-0.0349046j -0.0323728+0.0172681j 0.013978+0.0233526j 0.0192448+0.00816017j -0.00701714+0.00497926j -0.00864624+0.000626499j 0.0299061+0.017627j 0.0291245+0.00699155j -0.0166538-0.00465558j 0.00203004+0.0164603j -0.0012602+0.0218852j 0.00982394+0.0288375j -0.0206022+0.00720833j -0.033815+0.00175665j 0.0180277+0.00625535j 0.0289131-0.00464066j -0.0316963+0.00914216j 0.000785324-0.00171724j -0.0171109+0.0137339j -0.0471679+0.0214045j -0.0490538+0.0201617j -0.00278795-0.0194272j -0.0192945-0.00244296j 0.0155792-0.0150464j 0.0275339+0.00148894j -0.020392+0.00245703j -0.000269769-0.0091005j -0.000754922-0.00176689j 0.00277597+0.0161825j 0.0268915+0.00392082j 0.012875+0.0210258j 0.0477725+0.0154769j -0.0397878-0.017422j -0.0181928-0.000116442j 0.0387463+0.00534345j -0.0109305+0.00931942j -0.0101344-0.0166254j 0.0021938+0.00715028j -0.013985+0.00126771j -0.0267028+0.00589856j -0.0062523-0.00102804j 0.00682487+0.0109128j 0.0027658-0.00691751j -0.000652536+0.00275453j 0.0180725-0.00039207j -0.0306805+0.00695063j -0.00724903-0.010173j -0.00128424-0.00214877j 0.00227685+0.00915697j -0.00380807+0.000133746j -0.0129931-0.00457664j 0.0341549+0.00676057j 0.00303083+0.0176725j -0.00461733+0.015053j -0.00618593-0.0050017j 0.0164019-0.00377177j 
0.0166087-0.0219927j -0.0228066+0.000966655j 0.013624+0.0261495j 0.000925506+0.0617706j 0.0358412+0.00509054j 0.000872722-0.091974j 0.0344295+0.0439138j 0.00730893+0.0318983j 0.0384838-0.03288j -0.0138674-0.0155736j -0.00260613+0.0319168j 0.0166414-0.00473128j -0.0607928+0.0354881j -0.0122156-0.0186123j 0.0479408+0.0182525j -0.00899283+0.0592598j 0.0321252+0.0503271j 0.0230104+0.00889785j 0.00263889+0.100621j 0.018068+0.0169866j 0.139926-0.090684j -0.0721592+0.0744539j -0.142198+0.0716811j -0.0789991+0.17796j -0.124107+0.0381763j -0.106721-0.0537351j 0.0908451+0.0545246j -0.093635-0.00770243j 0.0751945-0.0516556j -0.0577661+0.0726867j 0.0363408-0.0125296j -0.0326428-0.00110932j -0.00418598-0.105452j -0.0357508+0.00287969j 0.0446408+0.0308789j 0.0929277+0.0600082j -0.0214644+4.96547e-05j -0.00159271-0.0155504j 0.0766323-0.0113984j 0.00610061+0.00446545j -0.0140885+0.0433725j -0.0203239+0.0614483j -0.0130617-0.00525219j -0.0155615+0.00650581j -0.00189696+0.0253361j -0.0346037-0.0213775j -0.0233719-0.0185561j 0.0477172+0.023168j -0.039885+0.00590795j 0.013656+0.0506201j 0.00927808+0.088188j -0.0252563+0.0223094j -0.0350971+0.0370039j 0.0244702+0.00414929j -0.000892503-0.033077j 0.0417584+0.0410728j -0.00566491-0.00784809j 0.00936605-0.0242168j 0.00124919-0.0145626j 0.0329-0.00272494j 0.0174215-0.0141627j 0.0118193-0.0140922j -0.0211564+0.0191594j -0.0277736+0.0385985j 0.000436798+0.034422j 0.000604599+0.00824902j -0.010348-0.0217792j 0.0121061+0.027808j 0.00543732+0.0102764j -0.00287297+0.0249236j 0.019692+0.00524931j -0.00243225-0.00509023j 0.00549951+0.0125734j 0.0136862-0.0190997j 0.00848109-0.00382791j 0.0147262-0.00607304j -0.0129752+0.00856728j 0.00571355-0.00641721j -0.0136586+0.0137665j 0.000911878-0.00484459j 0.00390575-0.00545178j 0.00971041-0.00175566j 0.00668742+0.0124063j 0.00891762+0.00258758j -0.00882751-0.0302122j -0.0144981+0.000604087j -0.0055184+0.0190029j 0.0211228+0.0121225j 0.0152537+0.00313787j -0.000253017+0.000530751j -0.00287558+4.49483e-05j 0.0112889+0.0106475j 0.0082325+0.00963686j -0.014887+0.0148058j -0.0171907-0.0103642j 
0.0286384+0.0793761j -0.0353602-0.0473557j -0.00103518+0.0242514j 0.0103718+0.0362394j 0.0366922+0.108912j -0.00380138+0.0773892j 0.00452084-0.040866j -0.0574775-0.0932664j -0.0256663-0.0653432j 0.00669142+0.0165736j -0.0278539-0.100854j -0.0920565-0.111302j 0.00199432-0.0386376j -0.0076192-0.0211088j -0.000954068-0.0839111j 0.00359947+0.0194164j 0.0504786+0.0582389j 0.00681644+0.0356191j 0.0493665+0.053731j 0.0249041+0.0311712j -0.0468017+0.099827j 0.0610029-0.016626j 0.135735-0.0142708j -0.011298+0.102231j 0.135563-0.0639669j -0.178727-0.0200204j 0.0393183-0.0359068j 0.0112492-0.00693711j 0.0329339-0.0304838j 0.0552258+0.0927458j 0.0910902-0.148675j 0.00769729-0.0706818j -0.0347641+0.0586624j -0.0174453-0.0120095j -0.0394909+0.0722187j -0.0248116+0.0789423j 0.00413107-0.0154686j 0.0172277-0.0232866j 0.0233505+0.0240802j -0.0403661+0.0211264j 0.00789019-0.0235011j -0.0415111-0.0310495j -0.00837969-0.00841225j -0.00110102+0.0129418j -0.0415908-0.0306448j 0.0111297+0.062843j 0.00639886+0.0234433j 0.0343496-0.00587513j -0.0962409-0.019484j -0.082643-0.0702013j -0.141576-0.108034j -0.059491-0.0246019j -0.0342622-0.0171514j -0.0181349-0.0080108j 0.0157931-0.00641228j -0.0307065-0.0584867j -0.00165337+0.00333638j 0.00299675-0.00784341j -0.0240047-0.0147997j -0.0088478-9.77399e-05j 0.0203495+0.00313326j -0.00249659-0.0227113j -0.00291796+0.0219565j -0.0113157-0.0179921j 0.00454716-0.0149662j -0.000601379+0.00379254j -0.00262325+0.00724492j 0.00166615-0.00343308j -0.0105308-0.00020069j -0.00116218+0.010318j -0.0155445-0.00351826j 0.00809605-0.00253956j -0.00895438-0.0146197j -0.00137343+0.0116287j -0.00432868-0.0169845j -0.00453176-0.016365j -0.000275749+0.0148333j -0.0040263-0.00794658j -0.0144307+0.00855056j -0.0039501+0.00441257j 0.0147832+0.000932181j 0.00490796+0.00548287j -0.00252937+0.00530927j 0.0102965-0.0330531j -0.0246078-0.0125005j -0.00883193-0.0111666j -0.00989508+0.0143614j 0.00736333+0.015831j 0.00553407+0.00324635j 0.00647588-0.00352274j -0.00961374+0.00535671j -0.0168284+0.000824966j -0.00543522+0.00600124j -0.0112459+0.00823235j 0.00902766-0.00136427j 
0.0503056+0.157116j -0.125483+0.0504518j 0.0614667+0.0423032j -0.0263522+0.0960934j 0.195222-0.000448116j 0.150824+0.0726706j -0.0792318+0.0493004j -0.102034-0.0333895j -0.148474+0.0811801j 0.0301557-0.0644906j -0.0648272-0.0343907j -0.0351456-0.0433901j 0.011512-0.0183375j -0.0135483-0.0279883j -0.121367-0.00865613j 0.0407734-0.0259981j 0.0435066-0.0489676j 0.0189809-0.0321808j 0.0616757+0.0207534j 0.00261209-0.0787914j -0.0112025-0.175004j 0.0122559+0.0964015j -0.145429+0.0606978j 0.0305585+0.0106506j 0.183379+0.116304j -0.192832-0.154806j 0.0499504+0.160556j -0.0129017+0.0176808j 0.0741572-0.0766583j 0.122902-0.00452843j 0.0216199-0.0144236j -0.0335027-0.0185823j 0.0478373-0.0963903j 0.0617222+0.0159859j 0.0682738+0.0951201j 0.0342857-0.130374j -0.0265385+0.0386718j -0.0222436-0.017354j 0.022314+0.00720107j -0.0718397-0.0561536j 0.0260043+0.0255983j 0.000395666-0.000845035j 0.00944901-0.0137308j 0.00818123-0.00618171j -0.00324184-0.0340267j 0.0433103-0.0220711j 0.0291528-0.00668712j -0.0307914+0.0765877j 0.0326813-0.145918j -0.00207174-0.0458678j 0.019714-0.0768686j 0.00464397-0.0549424j -0.0111694-0.00918246j -0.0112392+0.0168449j 0.0363096-0.0260593j -0.0341387+0.00935511j 0.00304234+0.00426186j 0.0111772-0.00257418j 0.0085296+0.0108218j 0.00934241+0.00765739j -0.0211661-0.0179401j 0.000841873+0.0156392j 0.0113478-0.00647697j 0.0183919-0.000698851j -0.0255131-0.0250143j -0.00193523-0.0314796j 0.00824879+0.0099854j -0.00971545+0.00346546j -0.0031161-0.0158841j -0.00880966-0.000150815j 0.00453153-0.0223562j -0.000239038+0.0135625j 0.00201579-0.0149917j 0.017787+0.00507074j 0.00309031+0.0017379j -0.00174993-0.0116276j -0.00731537-0.000475767j -0.0032366+0.00774799j 0.000221357+0.0105911j 0.00391433-0.00461026j 0.00133387-0.000106567j 0.00525502-0.0163367j -0.0110307-0.00427541j -0.00624801+0.00916715j -0.0249101+0.00669213j -0.00757834+0.00382807j -0.00300804+0.0161408j 0.0116671-0.00495319j 0.00660711-0.00584938j -0.000255213+0.0082472j 0.00753308-0.0236j -0.00184691+0.00355497j -0.010122+0.0173594j 0.00351934-0.000196781j -0.00306928-0.0179531j 
0.111942-0.0262732j -0.060093+0.0355726j 0.040546-0.0867288j 0.0431827-0.0197168j 0.023557+0.0932309j -0.0148804-0.00759998j -0.0855351-0.0268022j -0.0420944-0.0215086j -0.041994+0.0389326j 0.0255716-0.0309372j -0.0148471-0.0428314j -0.00630392-0.00331254j 0.0337939+0.000844527j 0.0251444+0.0109739j -0.068511-0.027368j -0.00610339-0.000380058j 0.0187889-0.00550897j 0.0111672+0.0649598j -0.0453028+0.0546611j 0.0308739+0.108348j -0.0115273-0.0434167j 0.0672805+0.0931475j 0.0295776+0.0423071j -0.0873106-0.0868232j 0.0593127+0.0359042j 0.00852278-0.102373j 0.0234699-0.0329048j -0.0139581+0.00491613j 0.114678-0.0351119j -0.0102696+0.0273607j -0.0580297+0.0159266j -0.0648863+0.0333579j 0.0532493-0.14651j -0.0700365-0.0891783j 0.0561515+0.021761j 0.091831+0.0836637j -0.00336341-0.00725467j -0.0237793+0.0259623j 0.0421421+0.106781j -0.0382506-0.00636739j -0.00722963-0.00217957j -0.0574395-0.00665889j -0.0224255+0.00274946j -0.00888777-0.000213465j -0.031727-0.019463j -0.00344281+0.0065425j 0.00189594+0.0159645j 0.0207794+0.00983019j -0.063354-0.0444353j -0.0559394-0.00659432j -0.0870665-0.00285433j -0.031176-0.000793454j 0.00068541+0.0369499j -0.0045592-0.0179216j -0.0160864-0.0244354j -0.00806299-0.027384j 0.00339133-0.00856786j -0.00498216+0.00983996j 0.0275687-0.00638264j -0.0123657+0.00535817j 0.0105698-4.81811e-05j -0.0272154+0.00491242j 0.0242566-0.0112326j -0.00240215-0.00210584j 0.016282-0.0186236j 0.0183889+0.00089099j -0.000860597-0.0050899j 0.0012453+0.0032472j 0.0156036+0.00528428j 0.00512919-0.00211531j 0.00296575+0.0110797j -0.00637619-0.00229751j 0.0141202+0.0110099j -0.017661-0.0035259j -0.00509398+0.00726576j -0.00206025+0.0227146j 0.00462101-0.00642201j 0.00393741+0.0077104j -0.0126578-0.0199176j 0.00378764+0.00079677j 0.0253022-0.0123405j -0.00690406+0.00280411j -0.00755464+0.0122392j -0.0076913-0.0140219j 0.00999575+0.031751j 0.00125682-0.00291548j -0.00580223-0.00546452j -0.013238+0.0100128j 0.00467612-0.000529942j 0.00349022+0.00513121j -0.00376479-0.00879128j -0.00576252-0.0155878j 0.00967838-0.0164858j -0.00874446-0.0196751j -0.0165545-0.0104466j 
0.0517707-0.0411243j 0.0679371+0.0232036j -0.0273461-0.051073j 0.0464963+0.00169442j -0.035289-0.108978j -0.0492342+0.0526768j 0.108215-0.082235j 0.0755168+0.0361893j 0.071985-0.0633899j -0.0588205+0.00887648j 0.0169071-0.0194052j 0.00474054-0.0456479j -0.0381937+0.0460412j -0.0482772-0.00526084j 0.0621167-0.0477656j 0.0160607+0.0254897j -0.0494454-0.0502818j -0.043723-0.0230963j 0.114337+0.0260798j -0.0356591+0.118722j -0.102031-0.0799259j -0.0803645+0.0595434j 0.06993-0.113685j 0.00295728+0.0119044j 0.0928784+0.114893j 0.033209-0.0309234j -0.0926184-0.135696j 0.0433781+0.00880228j -0.102604+0.00863022j -0.000374793+0.0367046j -0.0551485-0.0299378j 0.0161513+0.0644124j -0.0549467-0.0457432j -0.0294217-0.0114611j -0.0200291+0.0175063j -0.0771852-0.0264708j 0.0317405-0.00684779j 0.00982063+0.00948563j 0.0127588+0.0548945j -0.0173746-0.0587517j -0.0317933+0.00840529j 0.0108104-0.0104743j -0.00988126+0.00203164j -0.000283608-0.00710074j -0.026364-0.0199589j 0.0400901+0.0104369j -0.0113755+0.0218792j 0.05446+0.0181349j -0.0739727-0.0395169j -0.0366369-0.00804891j -0.0453731+0.00145124j -0.0302306-0.0287815j 0.00796216-0.010863j 0.00970514+0.0275562j -0.0267524-0.0204774j -0.012538-0.00103185j 0.00340897+0.00210954j 0.0155799+0.00573003j 0.0116064-0.00920881j -0.00128179-0.000613108j 0.013664+0.0109389j 0.0210972+0.00175348j -0.0286318-0.000978922j -0.0030479+0.00870764j -0.00409534-0.0269901j 0.00263514-0.0182111j 0.000214838+0.00232656j 0.000445571+0.00323057j 0.00220424-0.00336036j 0.00103202+0.00100004j -0.00911338+0.00734818j 0.0016122-0.00140105j 0.000529612+0.00926145j -0.0133752+0.00737282j 0.0038166+0.00504221j 0.000978443+0.00937264j 0.000235671-0.00280626j 0.00169902+0.00177468j -0.000576215+0.00776839j -0.000770346-0.00215563j 0.0211366-0.00524319j -0.00164806-0.00268491j -0.0111858-0.00854895j -0.00433965+0.0172354j -0.00276824+0.0189465j -0.00681509-0.00224527j -0.00458527-0.00536483j 0.00141655+0.00280943j 0.00437252-0.00016503j -0.00698231-0.00347717j 0.00928069+0.00893554j 0.000897073+0.0143317j -0.00695831-0.00114483j 0.00485747-0.00693341j 0.00273356+0.00284264j 
