-0.0100768-0.0126464j 0.0106464-0.0324446j -0.00886987-0.0495604j 0.00919501-0.0423143j 0.0311598+0.0104647j -0.0425066+0.0303256j 0.00731074-0.00929641j -0.0189504-0.00329432j -0.000341528-0.0084875j -0.00778353-0.0193167j 0.00238014+0.0390214j -0.00561154-0.0182773j -0.000473902-0.00498511j -0.016963-0.00216911j -0.00580113-0.0173492j -0.0143896+0.0196613j -0.0148539-0.00382188j 0.0342578+0.00682318j 0.0156355-0.00120183j 0.0111081-0.0160293j -0.0150329+0.0154352j -0.00716867+0.00583504j 0.0038136+0.00576903j -0.00113051-0.00241492j 9.89863e-05+0.000559337j 0.00292355-0.0012104j 0.00266424+0.00864767j 0.0216387-0.0235984j -0.00120001+0.00727281j 0.0164237-0.0190323j 0.00507207+0.0109374j 0.0120631-0.0124297j -0.0123289+0.00862796j -0.0167049-0.00991038j 0.0100032-0.00405874j -0.0165165+0.00799257j -0.0141307-0.00496098j 0.00813093+0.0223351j 0.0285924+0.00762032j -0.0387612-0.0147124j -0.00893527+0.0220932j -0.0109041-0.0271747j 0.0129641-0.00335421j 0.026436+0.0101898j -0.0399377+0.00810558j 0.028834-0.000274746j -0.00471994+0.0112729j -0.045976-0.0173749j -0.02803+0.0172398j -0.0270567-0.0376569j -0.0308349+0.0281932j 0.03386+0.0214296j 0.0415148-0.0335842j -0.0312323+0.0110805j 0.0158794+0.0422189j 0.00662394-0.027717j 0.0252359-0.0167382j 0.0296539+0.031109j -0.0198098-0.0470107j 0.0043436+0.0161917j 0.0346928+0.0255024j 0.0152592+0.0192978j 0.0413313+0.0267193j 0.0628162-0.0593857j 0.00827246+0.0701795j -0.0432568-0.0225544j -0.0116751-0.0577608j -0.0530899-0.0103387j 0.0157969-0.114654j -0.137932+0.00594566j 0.0262794-0.053482j 0.00739455-0.021396j 
-0.000777125-0.0041445j 0.00681155+0.00337268j 0.0159632+0.0244374j -0.0256122-0.000418845j -0.0269147-0.00554268j 0.00448898+0.0135079j 0.0157406-0.0162019j -0.0232161+0.0109082j 0.00621373+0.0247337j -0.00513187+0.00884663j -0.0195016-0.0210886j -0.00488178-0.00640359j -0.0314477-0.0303893j -0.000580367+0.0031623j 0.00384259-0.0169357j 0.00495579-0.0026264j 0.011787+0.0193683j 0.0170214-0.0156516j -0.00221925-0.00415639j -0.0399854-0.0104997j 0.0066258-0.000606987j 0.00186337+0.0059076j -0.0443498-0.0201436j 0.0204813-0.00635935j -0.0196194+0.0268127j -0.0205642-0.0160552j 0.00457209-0.010987j -0.0297608-0.0122089j -0.026789+0.0132871j -0.00325955-0.00246834j 0.00996126+0.00724507j 0.0436461+0.0486172j -0.0178079-0.0227973j 0.00873983+0.0124621j -0.0166892+0.0310941j -0.00140554-0.00748729j 0.0398891+0.0567068j -0.00761742+0.0230899j 0.0108513-0.00343823j 0.00592146-0.00328791j 0.00629076+0.0406725j 0.060258-0.00597162j -0.0250218-0.0257079j 0.0157037+0.00743479j -0.000232226-0.0126447j 0.00274704-0.00702492j -0.0406852-0.0225969j 0.027039-0.0386625j 0.00298441+0.0482914j 0.0194253+0.0657109j -0.00637445-0.0263143j -0.0321596-0.00440561j -0.0304981+0.0323825j 0.00226216-0.00592481j -0.01722+0.000919441j -0.0154981-0.023953j -0.00700802+0.00850505j -0.0213758-0.0442932j -0.0254244+0.056417j -0.00929185-0.0417691j 0.00911074+0.00279004j -0.0116306-0.0360448j -0.0282161+0.0320234j -0.0168941+0.00689476j 0.0331106+0.00652162j -0.0158931+0.0288174j 0.00691493+0.0100853j 0.0059304-0.00601424j -0.00569754+0.00711093j -0.0225152+0.00189912j -0.00321359-0.00928138j 0.0181299-0.0225482j 
0.00461604+0.00607802j -0.00591317-0.00523527j -0.00252847-0.0222761j 0.0262838+0.00375281j 0.0163686+0.0203204j -0.0334787+0.00609999j 0.0122443+0.0145053j -0.00608823-0.000294041j 0.0228275-0.00633997j 0.0105982-0.00943042j -0.0262919+0.0152181j -0.000993-0.00996679j 0.0225113+0.040145j -0.0398706-0.0153299j -0.00284964+0.0213241j -0.0239586+0.00749711j -0.0125037-0.0176954j -0.00323767+0.0163271j -0.0103706+0.0175769j -0.00109905+0.00367697j -0.0197959+0.0132548j 0.00314556+0.00659271j 0.0070241+0.0165922j -0.0048026+0.00666566j -0.0280073-0.0146437j -0.00654089+0.0222013j 0.00814597-0.00295076j 0.0211104-0.00361015j -0.00301522+0.00370004j 0.00328892+0.0263967j -0.0182521+0.0215922j -0.0213864-0.0212503j 0.014626+0.00430689j 0.00766226-0.025j 0.00335761-0.0256035j -0.0437954+0.00467399j -0.00850999-0.0259089j -0.0018595-0.0204939j -0.0160084+0.0295523j -0.0193749-0.0156649j -0.0152352-0.0424659j -0.0702451+0.0311921j 0.0146789+0.0182342j 0.0212035+0.0344412j -0.00174319-0.0148861j -0.0164537-0.0058662j 0.0102442+0.00243938j -0.0224273+0.0311218j -0.0184987-0.0318565j -0.0168844-0.0322663j -0.0230689+0.00875426j 0.0596748+0.0163624j 0.0174554-0.0242653j -0.00620537+0.0315477j 0.00544891-0.0245584j 0.00577107+0.00447061j 0.00699296-0.0116334j -0.016005+0.0274999j 0.0163882-0.0389611j -0.0292531+0.0358168j -0.00677002+0.0170121j 0.0138667+0.0202825j 0.0306456-0.0171281j 0.0153559-0.0175796j -0.00542173+0.0019688j 0.00472005-0.030233j 0.0145208-0.00185475j -0.0169472-0.0169324j -0.00365789-0.00474924j -0.00601304+0.00331862j -0.0080768+0.0148j -0.0156732+0.0178359j 
0.00412596-0.00441978j 0.00321209+0.00604947j -0.0103458+0.00663774j 0.00981952-0.00258196j 0.00660401-0.000743683j 0.0334922-0.0185238j -0.0270868-0.032098j 0.0442384-0.0101607j -0.00276769-0.0218037j -0.0210353-0.013538j 0.0224696-0.0151203j -0.0379751+0.0131345j 0.0265679+0.0102576j -0.00198933-0.0134389j 0.0071403-0.000116088j 0.00836521-0.00602929j -0.00423475+0.00142861j -0.0110685-0.00454721j 0.013983-0.0120499j -0.000786778+0.025171j 0.0138473+0.00601448j -0.0146655+0.0212912j 0.0174165+0.0160486j -0.00692641+0.00414658j 0.0212902-0.00547784j -0.012405-0.00544966j 0.0146387+0.00610214j -0.0246694+0.00497704j -0.00842527-0.0011198j -0.0230575-0.000799769j 0.00687212-0.00719294j -0.03446-0.0169385j -0.000131503-0.00838349j -0.0178737+0.0115713j -0.0156384-0.0117427j 0.00380461-0.0204489j -0.0396342-0.000226899j -0.0090877-0.00974178j 0.0190638+0.00500427j -0.0245068-0.0120782j -0.00198618-0.0415648j 0.0314352+0.0174227j 0.00911498+0.0220601j -0.0580312-0.0139357j 0.00505765-0.0194871j 0.0123125+0.00652034j 0.00831356-0.0231884j 0.00452757+0.0461869j 0.0226222+0.00664194j -4.74867e-05-0.00302997j -0.00304171-0.00171667j -0.0149042+0.0114451j -0.00477568+0.0225353j 0.0389867-0.0294215j -0.0128479-0.0304249j -0.0269792-0.0239511j 0.0210634-0.00205179j 0.0236392+0.0230177j 0.0207208-0.0028918j 0.0275055-0.0123554j -0.027515-0.0290589j -0.0301541-0.00565441j 0.00285518-0.000135351j -0.0153102+0.0235377j -0.0113189-0.0086755j 0.0124709+0.000808412j -0.0121168+0.0248449j 0.0243544+0.0227795j -0.0271774+0.00975298j 0.0356109+0.0296094j -0.0100309+0.00311202j -0.000947704-0.00626615j 
0.00567642+0.00306149j 0.00167964+0.000757711j -0.00784625-0.00210876j 0.000580699-0.00964627j -0.00633107+0.000937599j 0.00695449-0.00621892j -0.00751577+0.000706243j 0.000275439-0.0114028j -0.00430628-0.00773113j -0.00214383+0.00551564j -0.00411268+0.00769489j 0.010523-0.0099038j -0.00511626+0.00490471j -0.0138306+0.00988919j -0.0119663-0.0046085j 0.0120382+0.000233487j 0.0251414-0.0113642j 0.0160925+0.0178252j -0.0134757+0.0168397j -0.00925129+0.000792222j 0.00764374+0.0099292j 0.00950139-0.0319862j -0.00980292+0.00234696j 0.0114641+0.0168414j -0.00534909-0.00180082j 0.0115599-0.0066879j 0.00452379+0.00769077j -0.00223747-0.0293346j 0.0106028-0.0158742j -0.0133956+0.00710986j -0.0156918+0.0275589j -0.0183417-0.0144447j 0.0234214+0.0149203j 0.008603-0.0181961j -0.0041053+0.00670033j 0.0527134+0.0201518j 0.012855-0.00867597j 0.0083528-0.00647517j 0.000253775+0.0161266j 0.0272926+0.015537j 0.0489292+0.00829196j -0.00864359-0.0170545j -0.0201879-0.0170972j 0.0606584-0.000921596j 0.00324555-0.0144219j -0.00898139+0.0107555j -0.0219416+0.0128316j -0.0195587+0.00175017j -0.0137873+0.0126381j -0.00789511-0.000160241j -0.0157603+0.00668636j 0.0186639-0.00599122j 0.0226618+0.0230617j -0.00410049-0.0118034j 0.0192382+0.0133345j 0.0336974+0.00503156j -0.0217647-0.00720596j -0.0116005-0.0131402j -0.00591788+0.0405858j -0.0731708-0.00892423j 0.0469943-0.00885361j 0.00780431-0.0143982j -0.0296788+0.00652642j 0.00706228+0.0106569j 0.0175965-0.000901915j -0.0118934+0.0038828j 0.0205949+0.0281884j -0.00858116-0.0159499j -0.00302728+0.00517796j -0.00016454+0.00507319j -0.00847156+0.00330648j -0.0019844-0.00747242j 
-0.00493839-0.00668162j 0.00482836+0.00573285j 0.0319395+0.0314747j -0.0364415+0.00202511j -0.0330642-0.0074659j 0.00392377-0.0253876j 0.0224652-0.0143441j -0.0212423+0.0232449j 0.00152827+0.0236708j 0.00672081+0.0139163j -0.0114884-0.0068885j 0.0116769-0.0040856j -0.0267326-0.00859277j -0.0106897+0.0101335j -0.00465107-0.0306087j 0.0129726+0.0030921j -0.00131433+0.012008j 0.0186691-0.00961888j 0.0124174-0.00183632j -0.00529655-0.0206571j 0.0101376+0.0168195j 0.0276417-0.00201747j -0.00752421+0.00249088j 5.64834e-05+0.0184769j 0.0159096-0.01474j -0.0187474-0.0172504j 0.000903155+0.0026754j -0.0097288-0.0189835j 0.00373683-0.00945929j 0.02151-0.0237137j -0.0165824-0.00320722j -0.000323008-0.0249159j 0.0140162+0.00168748j -0.00491074+0.014396j 0.0100331+0.0243617j 0.0178117-0.0152926j -0.0114987+0.0105356j -0.0213174+0.00687778j 0.0129507-0.00886828j -0.0128835+0.00842271j -0.0213788+0.0026837j 0.0564168-0.0226252j 0.0264908-0.0212719j -0.0156967-0.0414197j 0.0207497+0.0271872j 0.0444463+0.0066681j -0.0378087+0.00242472j -0.00245656-0.0170353j -0.02795-0.00830818j -0.0253005-0.033316j 0.0110144-0.0420052j -0.00636785-0.0241487j -0.0272984+0.0449056j -0.00867595-0.040477j 0.0110458+0.0185876j 0.00156224+0.0271596j -0.00207646+0.00587797j -0.00168852-0.00171036j 0.00450383+0.0187628j -0.000993336-0.0177648j -0.0395467-0.0173033j 0.000192058+0.00111249j 0.0309704+0.0319091j 0.0217991-0.00147511j 0.0252026-0.0131037j -0.0376528-0.00226932j -0.00903237+0.0444454j 0.0226214+0.0125864j 0.00525385+0.0254208j 0.0104897-0.00267928j 0.00639484+0.00333196j -0.00647296-0.00803821j 
0.00912538+0.0147808j 0.000789465-0.00535795j 0.0109269-0.0220922j 0.0291356+0.000136734j -0.0145128+0.0321226j -0.0350953+0.0096617j 0.0112371+0.0167333j -0.00886869-0.0105889j 0.0228116+0.0113428j 0.0318139-0.00149061j -0.0118421+0.0133079j 0.0247573-0.0135862j -0.0119669-0.0049222j 0.00793628-0.00824044j 0.0114091+0.00880561j -0.0134518+0.00337199j 0.000395505+0.00798177j 0.016523+0.0179141j 0.0313997-0.00899997j 0.00167295-0.0141589j -0.0226022-0.0114101j 0.0386432+0.00611834j -0.0133081+0.0059056j 0.00442062-0.00477423j 0.0102801-0.0240002j 0.000703101+0.0119315j 0.000525269+0.0151679j 0.00159799+0.0124478j -0.0412537+0.0156608j 0.0187039-0.020745j 0.0134222-0.0211255j 0.0512137+0.0111364j -0.00726392-0.012049j -0.0152391+0.00495457j -0.00687105+0.000880587j 0.00783716+0.0114136j 0.00939845+0.0125649j 0.0065864+0.0167172j -0.0143359+0.00125096j -0.00961953+0.0119041j 0.0118855+0.00683621j -0.0180401+0.0377674j 0.0095812+0.00643139j 0.0287051-0.00653859j -0.0136192-0.0141844j 0.00617048-0.0383028j 0.00133292-0.00130786j -0.0207813-0.00590575j 0.00270145-0.00719299j -0.0374316+0.0298308j 0.00125117+0.00813169j 0.00862584-0.00897138j -0.0380775-0.0483107j 0.00936772+0.0114405j 0.00389142+6.11401e-05j -0.00369257-0.00999153j 0.0324857-0.0440327j -0.0125493-0.00321146j -0.013189+0.01117j -0.0122926-0.0234221j 0.0183617+0.0295692j 0.0235457-0.0113802j 0.0359679+0.0022075j -0.0172458+0.00517354j -0.00941101+0.0041265j 0.00319522+0.0223501j 0.0330888-0.00921116j -0.0311256-0.03069j -0.000775901+0.00611736j -0.0115031-0.00733535j -0.00304154+0.0205221j -0.00918959+0.0130544j 
0.0113968+0.00520844j 0.00906299-0.00158799j -0.00714442-0.00726145j 0.00433513-0.00268149j -0.000310416-0.0129338j 0.00838199-0.0192593j -0.00318065-0.0256842j 0.00756703+0.0016172j 0.0212581-0.0207593j -0.00818159+0.000424629j -0.0110358-0.000352927j 0.00970681+0.0118016j -0.00697064-0.00680574j -0.0175004-0.00449337j 0.000585289+0.0168326j -0.00497125+0.00453009j -0.00848479+0.0124628j 0.0103536-0.0126986j 7.93493e-05+0.0130266j -0.0265567+0.00147567j 0.0205486-0.00806176j 0.0326177+0.00866158j -0.0154417+0.0106765j 0.00478904-0.00291437j 0.0245557+0.0126728j 0.0100743+0.0107951j 0.0145729-0.00667116j -0.0116362-0.00409871j -0.00617607+0.0076003j -0.0105562+0.00897741j 0.0061865+0.0091914j 0.0166398+0.0132856j 0.0263277-0.00981025j 0.00518218+0.0200096j 0.00872729+0.0189739j 0.0133244-0.00430645j -0.0023364-0.00531815j -0.00818159+0.000531084j -0.0249911+0.0166676j -0.012718-0.0122108j -0.0082755+0.0170949j 0.0015567-0.00640384j -0.00182511-0.0139705j 0.00372558-0.0102045j 0.0357761+0.00175454j 0.0140062+0.0021112j 0.0110668+0.0195441j -0.00163987-0.0178558j 0.00306607-0.0256799j -0.023543-0.00199929j 0.024463+0.0131039j -0.0231728-0.0295963j -0.0075572+0.0210816j 0.00535386-0.0122364j 0.00656283+0.00225651j -0.0179697-0.00713925j 0.00425583+0.0305924j 0.00661031+0.00273403j -0.0134323-0.000931669j -0.00131152-0.0277364j -0.0170076+0.0020085j 0.00895235+0.0133653j 0.0186461+0.00759074j -0.00191639-0.0275383j 0.0131974-0.017827j 0.00571065-0.00300351j -0.00707622+0.00726798j 0.00686511+0.0104029j -0.00373875-0.0046828j -0.00731083+0.00281077j 0.00430995-0.00906173j 0.00699767-0.00426587j 
-0.00900671-0.0030878j -0.00027367+0.000242382j 0.0147413+0.00854851j -0.00926131+0.00533978j -0.0061362-8.56505e-05j 0.0198775-0.0124655j -0.00261053-0.00813552j 0.0052534+0.00840103j 0.00167632-0.0134129j -0.0202288-0.00932763j 0.00714067+0.00115083j -0.0280091-0.0216635j 0.0191308-0.016776j -0.00285809+0.00690023j -0.0030171-0.00136188j 0.0120598+0.0119879j -0.00533105-0.00557073j -0.00745224+0.00822278j -0.0132986-0.0272897j -0.0138979-0.0114613j -0.0162184+0.0083401j 0.000122478-0.00552254j 0.030748-0.00661358j -0.0623257+0.000485373j -0.0176615+0.00286201j -0.00788359+1.11144e-05j 0.0185695-0.00168112j -0.00300784-0.0258539j 0.00281335+0.0177839j 0.00798464-0.000624264j -0.0225044+0.00261906j -0.019728-0.00789716j 0.0110896+0.000468649j -0.0127274+0.00553625j 0.0230031-0.00551214j 0.0478877+0.0175418j -0.0493747+0.00110281j 0.0127395-0.0176682j 0.00382734+0.00900884j 0.0207452-0.00275865j 0.0101023+0.00608525j -0.0273253-0.0203572j 0.0173539+0.00631945j -3.54225e-05-0.00659475j -0.0473897+0.0269422j 0.0292145-0.00506731j -0.025757-0.00990408j 0.0157922+0.0149451j 0.00442587-0.0216055j 0.00976348-0.0496258j 0.00614218+0.00272397j 0.0495571+0.0431891j 0.0344682+0.0273425j -0.00222792-0.0116581j -0.00611728+0.00245039j 0.0277741-0.00220322j 0.00334039+0.0176103j -0.00946888+0.0266027j -0.00268403-0.0138199j -0.0387199-0.0321616j 0.000829648-0.0152189j 0.00288916+0.00565234j -0.00818419-0.0232362j 0.003499+0.00187849j 0.0188215+0.00575872j -0.00100298+0.0167096j 0.0261479+0.0224244j -0.00137754+0.0132666j -0.0148412+0.00108619j 0.00898835+0.0203319j 0.00103817-0.00767604j 0.00271749-0.00389429j 
-0.00441696+0.00231029j -0.00422476+0.00406695j 0.00324328+0.00554434j -0.00378626+0.00915757j 0.00105725-0.00746761j 0.0180603-0.0123284j -0.0287952+0.00116871j 0.00505933-0.0130806j -0.00762469-0.00509471j -0.00877226-0.0123667j 0.0160023-0.00872015j 0.0117902-0.00555827j 0.0239659+0.000893378j 0.00775448-0.00528158j 0.000432913+0.0243075j 0.014308-0.00121222j -0.00768162+0.0207795j -0.0123061-0.0111661j -0.0224161+0.00545122j -0.00136882+0.00777571j 0.00542098-0.0173516j 0.00823255-0.00350797j 0.00487036-0.0122097j -0.0282657-0.00963304j -0.010943-0.0111453j 0.00922115+0.00735746j 0.000540647-0.0121378j -0.00597977+0.029683j 0.0173535-0.00281942j -0.00865679-0.00525828j -0.0147978-0.0156528j -0.0152239-0.0174287j 0.0217326+0.00861885j -0.0139459+0.00657622j 0.00448034-0.000546844j 0.0343859-0.0117769j -0.0383177-0.00955657j -0.00865521-0.00467006j 0.0083361-0.0233727j -0.00500971+0.0120103j 0.0339888-0.0174987j -0.00288874+0.0030989j 0.00705896+0.0221887j -0.000762768-0.024858j -0.0261464-0.00573782j -0.018872+0.00637084j -0.00143157-0.00223003j 0.000831816+0.00986367j 0.00580709-0.00276413j -0.00846573+0.000951361j -0.00283735+0.0192183j 0.0119075+0.0143865j 0.0252388-0.0206484j 0.0159493-0.00432048j 0.0152566-0.000852025j 0.00668292-0.0129508j -0.0208958-0.00333209j 0.0116953+0.0100838j 0.00401993-0.00427941j -0.000656932+0.00667946j 0.00948831-0.00920971j -0.00868457+0.0186982j -0.00472068-0.0182739j -0.00211168+0.0166527j -0.020748+0.00695538j 0.0101339+0.010648j 0.0150932+0.00281688j -0.00122235-0.00290695j 0.00705782+0.0028198j 0.0221254-0.0102198j -0.000582249+0.000861025j 0.000713539-0.00063542j 
-0.016396+0.000408138j -0.0014218+0.00755053j -0.00281108+0.0227772j -0.0244707-0.00435436j -0.00437172-0.027585j 0.0309266+0.0174141j -0.00145166+0.00929621j -0.0294098-0.00796746j -0.018191+0.00752179j -0.00426439+0.00263756j 0.00995684-0.0163347j 0.0233103-0.0121837j 0.00568961-0.0155778j 0.0265964+0.00946543j -0.00594105+0.0118678j -0.00398828-0.0215526j 0.000113044-0.00942347j 0.0161936-0.0131156j -0.0158434+0.0115046j -0.00739559-0.00875025j 0.00997048-0.0166972j -0.00424218-0.0118322j -0.0160386+0.00420622j 0.0199533+0.00423667j -0.00572421+0.0182158j 0.00823292+0.0178566j 0.00777527+0.00961288j -0.0189013-0.0017899j -5.03835e-05+0.0164694j 0.00631919-0.00381341j -0.0119569-0.00397482j -0.00504264+0.0131042j -0.0233705+0.0258804j 0.0162708+0.0247461j 0.00754567+0.018081j 0.0129604+0.00667736j -0.000902209+0.00436252j 0.0213433+0.0162948j 0.0204099-0.0217807j 0.0169332+0.00929354j 0.0285682+0.00794409j 0.0147735-0.0227848j -0.0133676-0.0229323j -0.00486093-0.00846149j -0.0185599+0.0166273j -0.00507584-0.0133458j -0.00712194+0.0109988j 0.0145546-0.010928j 0.0236898+0.000430463j 0.0103382+0.019216j 0.000589176-0.0196756j -0.0048971+0.0130828j 0.0163534+0.00716347j -0.0129122+0.0120126j -0.0152241+0.0296991j 0.0197319+0.000981541j 0.00348943+0.0119712j -0.000259318-0.00575768j -0.00916235-0.0017495j 0.0112071-0.00746935j -0.0038123-0.0128264j 0.00114876+0.0154757j -0.0427935+0.00291804j 0.00903724-0.00479277j -0.0104999+0.00902121j 0.00454772-0.00316656j -0.0255994-0.00341678j 0.00468478+0.0179875j 0.0150183+0.00789424j 0.0248306-0.00149039j 0.00655299+0.00418111j -0.00663005-0.00309244j 
0.00274307+0.00384813j -0.00732124+0.000481882j 0.00208495-0.00430651j 0.0090086+0.0114137j 0.0110052+0.00204355j -0.021408-0.00382856j -0.0131064+0.0151977j -0.00599135-0.0155151j 0.00193728+0.00186841j 0.00345017+0.00602495j 0.00687328+0.0089867j 0.0100094+0.0188096j -0.00238073-0.0136058j 0.0304967+0.00555825j 0.0076493-0.00233403j 0.00863882-0.0197625j 0.00786438-0.0222341j 0.00233044+0.0203517j 0.00205207-0.014169j 0.0117406+0.00414129j -0.0183255+0.00755353j 0.0211289-0.0307681j 0.0113657+0.0100532j 0.0233962-0.0110937j 0.00361037+0.0128738j 0.00696047-0.00161139j 0.0161419+0.00257525j 0.00394234-0.0141257j -0.00143187-0.00709122j -0.017609+0.0150249j -0.00681512-0.0047275j 0.0303924-0.0174245j 0.00374595+0.0117316j 0.00246155-0.0268354j 0.0130517-0.0142594j 0.0184202+0.00923396j 0.0137499-0.0180669j 0.0266039-0.0211651j -0.0222279+0.0135025j 0.013063+0.00650251j 0.0163503+0.0121214j -0.0321613+0.00629866j 0.00908033+0.00206295j 0.00717963+0.00101033j -0.00301253-0.00863123j -0.00921409+0.0177559j 0.000402937-0.0134597j -0.0143565+0.000684527j 0.00944453-0.0335154j -0.0171608-0.00649322j 0.00278336+0.0283949j 0.00369722+0.0128611j -0.0184894-0.0183435j -0.00687361+0.0144385j 8.05672e-05-0.0277152j -0.0184407-0.017712j 0.0108023-0.0256393j 0.0253126-0.00747335j -0.0072098-0.016709j 0.00977504+0.00748834j 0.00876119-0.00203456j 0.00140161+0.0227538j 0.025142-0.00497427j 0.0107819-0.0149619j -0.00829865-0.0173273j 0.0142194+0.00703754j 0.0246277-0.0042389j -0.0206633-0.028742j 0.0132488+0.00429113j -0.00436003-0.0141141j 0.00330477-0.00200686j 0.00189551+0.00476085j 
-0.0072199-0.00653424j -0.00714907+0.00546292j 0.00132374+0.00888425j -0.00672306+0.00419428j 0.011849+0.0054632j 0.0115557+0.00739877j -0.0129811+0.000329288j 0.0129237-0.00651678j -7.31431e-05+0.000586425j -0.0166242-0.000394312j 0.0213264-0.00745113j 0.0021118+0.00950815j 0.00293203+0.00133453j 0.013575+0.00782343j -0.0092858+0.000840229j 0.013983-0.00431737j -0.0110341-0.000291341j 0.010058-0.00332555j 0.000802435-0.00802554j 0.0102916-0.00396161j -0.000823495+0.00386291j -0.0368573+0.00640555j -0.00735811+0.0164809j -0.00829202-0.0036541j 0.00850735+0.0135266j -0.0268463-0.00157269j 0.00309753+0.00897431j 0.0052428-0.0168322j 0.0102292+0.0263461j -0.00743147+0.0120493j 0.00171096+0.00239674j 0.00292971-0.00843004j 0.0176924-0.002944j -0.00550402+0.0131295j -0.0107278+0.0164772j 0.0155905-0.0090412j -0.0323467-0.00742534j -0.0114497+0.00956923j -0.000999424-0.00256328j 0.00912374+0.00683839j 0.0123715+0.00897535j 0.0200348-0.00111496j 0.00614535+0.00305532j -0.00665792-0.020999j -0.0401674+0.00743201j 0.00741355-0.023821j -0.0173002-0.0125476j 0.0247146-0.0158496j 0.0171691+0.0237502j 0.0331265+0.0149147j -0.00741295-0.031133j 0.00858815+0.000239208j 0.0122586-0.0178939j 0.0300038-0.0224845j -0.0175672-0.0168703j -0.00149556-0.0248723j 0.00598592+0.000840334j -0.0030232-0.0142343j 0.0313298-0.0130717j 0.0218251-0.00564873j 0.0231412+0.0168454j 0.0108083-0.0329049j 0.0147856-0.00774595j -0.0340029+0.0045226j -0.0315392+0.00370105j -0.0170509+0.0139188j -0.00832016+0.00945172j -0.0103185-0.00548562j 0.000769001+0.0143395j 0.00369673-0.00567499j 0.00465232+0.00207438j -0.00133036+0.00522808j 
0.00106827+0.00512936j 0.00869536+0.00934207j 0.01461-0.00964811j 0.0146793+0.0141702j -0.00615436+0.00613836j -0.00320675-0.00778633j -0.00213334+0.00379504j 0.00609139-0.00130449j 0.00713034+0.0111225j 0.00240688-0.00899913j -0.00540996-0.0242007j -0.00540422+0.00669752j 0.00526381-0.00084128j 0.00691025-0.0255833j -0.0104098+0.00232037j -0.00422325-0.0145748j 0.00626846+0.00599592j 0.00788973+0.00429531j -0.00333971-0.0190774j -0.0097479+0.0121697j 0.0140968+0.00363338j 0.0276188+0.0325884j 0.0104376-0.0113728j -0.0252817-0.000116113j 0.0138092-0.00531703j -0.00662617+0.00722287j -0.00507163+0.0344435j 0.00429557+0.0312813j 0.00309165-0.0101083j 0.00245054+0.00044348j 0.0059157+0.0242114j -0.0133734+0.0106196j -0.00204576-0.0315187j -0.015496-0.00710603j -0.00152679-0.0125932j 0.0163243+0.00682472j -0.00442496+0.0065729j -0.00731198+0.0290749j 0.00764361-0.00578595j 0.0104178+0.00505883j 0.0127554-0.0131119j 0.00878216+0.00831588j -0.0101259-0.0169959j 0.032966-0.00799952j -0.0160842+0.00236464j -0.00384216+0.0113041j -0.00757125-0.0138669j 0.0174629+0.0319981j 0.0107377+0.0139689j -0.000256689+0.0333894j 0.00355905+0.0144242j 0.00812828+0.00335869j -0.0282951-0.0197324j 0.000127021+0.00451802j -0.00432924-0.00736059j 0.000277242-0.00886357j -0.0133345-0.0181799j -0.00694877+0.0163316j -0.00180069-0.0182334j -0.0111645-0.00433896j -0.00852488-0.00762825j -0.0100925+0.0232786j 0.0123666-0.000494371j 0.00834916-0.0211517j 0.00892307-0.00463739j 0.00495375-0.00280931j 0.00902859+0.0126311j 0.00809901+0.00522706j -0.0126566+2.42146e-05j 0.00192484+0.00166033j -0.00132565+0.00713197j 0.00541668-0.00229943j 
0.0059466+0.000803592j 0.00351775-0.00415225j 0.0305644-0.0141138j 0.00797883+0.0049949j -0.0368548+0.0391805j -0.0210984-0.0209366j -0.00272485+0.00646409j -0.000793731-0.00234343j 0.0136069+0.0357671j 0.0133723-0.0111458j -0.0242078-0.0249814j 0.00821336-0.0111452j -0.0295916+0.0156216j -0.0208967-0.0411676j -0.0177049-0.0127167j -0.00173618+0.00377952j 0.0117288+0.00981172j 0.035555+0.00236677j 0.0106339-0.00336962j 0.0167735-0.0185885j -0.0291501+0.00890581j 0.00369171-0.00658795j -0.0149213+0.00331839j -0.00433378+0.0122831j -0.0199257+0.0141256j 0.0136503+0.00598777j 0.0260904+0.0275739j -0.0080872+0.0142254j 0.0052485+0.012516j 0.00122561-0.0157079j -0.015014-0.00980628j 0.0094989+0.0210193j 0.0326772-0.0303766j -0.00875624+0.0399282j 0.00167771+0.00383785j 0.0352526+0.00313645j -0.0123657+0.0290119j -0.0237989+0.0152865j 0.0269476-0.0398373j -0.0351311+0.0050274j 0.0058543+0.00880548j -0.000506014+0.0140067j -0.00242866+0.00819266j 0.0290596+0.00941941j -0.0207052+0.021845j 0.0153199-0.00143464j -0.0240145-0.0184319j 0.0227648+0.00451385j -0.0104471+0.0422883j 0.0159691+0.0298927j -0.0201471-0.0189745j 0.0141762-0.000343285j -0.0200237-0.0312247j 0.00491238-0.0113771j -0.0129655+0.00728354j 0.00427212+0.0301767j -0.0106409+0.00277452j 0.0247347-0.00175431j -0.0182452+0.0325046j -0.0278953+0.0114449j -0.0165193+0.0119758j 0.0151497+0.00501488j -0.0148595+0.00375854j 0.00271361+0.00291611j 0.0111215-0.0139131j 0.020175+0.010989j 0.0161565-0.0131797j 0.00468331-0.0111113j 0.00283642+0.00504223j 0.00261775-0.0193423j -0.0054334+0.015038j -0.0058156-0.00016001j 
