-3.20047e-16+0.0144506j 1.39623e-15+0.0410662j -8.00483e-18-0.0280313j 3.01568e-17+0.00172809j 1.28716e-17+0.004719j 7.42496e-18-0.0139738j -1.50208e-17+0.00352988j 7.88356e-18-0.000119992j -1.9172e-17+0.00650691j 1.51437e-16-0.0257139j 1.89364e-16-0.0151003j -3.27915e-16+0.0211546j 1.61297e-17-0.00813478j 2.10327e-17-0.00157929j 6.42307e-16-0.00229497j -7.64023e-15-0.0224048j 1.07035e-16+0.00502555j -9.75116e-17-0.0157198j 1.10061e-16-0.00138915j -1.73603e-16-0.0366749j -1.30359e-16+0.0181577j -6.27071e-17+0.00478105j -1.83588e-15+0.0164183j -2.57069e-16+0.00354619j 6.42302e-17-0.000746648j 2.73271e-17-0.00310861j -7.31789e-17+0.0222723j 1.72001e-15-0.0163244j 8.54474e-14-0.0250997j -1.58404e-16+0.014457j 1.83037e-16-0.02911j 2.02961e-16-0.0113339j 2.67962e-17-0.00453918j 1.07926e-16+0.00950299j 1.02767e-16-0.000485272j 9.68331e-17-0.0209459j 9.25558e-17-0.00703874j -1.18766e-15-0.0101446j 4.35134e-16+0.0212457j -3.59454e-18+0.00145745j -4.93942e-16-0.0142905j -6.65405e-17+0.00618164j -6.13222e-17+0.00384134j -5.07921e-17+0.018812j 3.52948e-17+0.0072912j 3.44668e-17-0.00673243j 1.68927e-17-0.00646817j 1.00504e-17+0.00571245j 1.07857e-18+0.00915902j -1.24345e-17+0.00507336j 1.03839e-18-0.00796048j -5.83315e-19+0.0166828j -1.38335e-16-0.0357157j -5.82941e-17-0.00413466j -4.54721e-15-0.0122763j -9.56122e-16-0.0339159j 
1.55459e-16+0.00833673j 1.62751e-16+0.00275894j 1.79754e-17-0.00460741j -4.54853e-17-0.00708869j 1.10289e-17-0.00344247j -1.02118e-16+0.0039537j 6.5378e-17-0.00220429j -1.67065e-17-0.0042002j 1.33358e-16-0.00448393j -1.24834e-16-0.00590918j -2.18195e-18-0.00175905j -1.4579e-16+0.00596535j -5.69497e-17+0.00528328j 1.09624e-16+6.96021e-05j 2.15167e-16-0.0045374j -2.81751e-15-0.0084065j -2.80891e-17+0.00364743j 8.5249e-17+0.00680938j 1.38551e-16-0.00626323j -2.35509e-16-0.010558j 1.27967e-17+0.00444381j -3.74291e-17-0.0103424j 1.27638e-16-0.000322647j 8.88353e-17-0.00157268j 2.27734e-16-0.00398809j 2.03376e-17-0.0111514j 4.69337e-17+0.00121651j -1.85693e-16+0.00195327j -6.2852e-15+0.00184304j 4.74095e-17-0.00356312j 2.36969e-17-0.00841154j 9.81525e-17+0.00216438j -6.82911e-17+0.000551273j -7.09932e-17-0.00188826j 2.9384e-16-0.0114444j -1.15561e-16+0.00918966j -7.33066e-17-0.0137723j 3.83702e-16+0.00451868j -3.80425e-17+0.00398227j 9.17219e-17+0.00313359j -4.68649e-16-0.00811843j 4.4744e-17+0.00460791j -3.77557e-17-0.00096292j 1.67849e-16+0.000763709j -1.62604e-16-0.0066973j -6.24341e-17-0.00254233j -1.17776e-16+0.0107285j 1.497e-17+0.00206476j 1.24476e-16+0.00219888j 1.89369e-17+0.000851473j 4.45245e-17-0.00176117j 5.59213e-17+0.00106258j -6.09042e-17-0.00400852j -4.16848e-17+0.00746618j 1.52838e-15+0.00780227j 1.31337e-16-0.00651738j 
-6.97657e-15+0.00898564j -1.55787e-14+0.0214728j 5.81802e-15-0.00782711j -1.17248e-15+0.00153026j 5.98891e-15-0.00822794j 3.19227e-14-0.0422062j -1.07901e-14+0.0142641j -1.53688e-14+0.0200926j -9.13233e-15+0.0116721j 7.40881e-15-0.00998135j -1.45696e-14+0.0192696j 7.32679e-15-0.0096117j 1.55013e-14-0.0206433j -9.42808e-15+0.0123348j -4.42313e-15+0.00602817j -3.41035e-15+0.00800233j 1.40731e-14-0.0185449j -6.28881e-16+0.000582502j -6.0978e-15+0.00801411j 1.84177e-14-0.0241879j -1.92817e-14+0.025309j -6.85662e-15+0.00907892j -1.3012e-14+0.0151352j 5.74135e-15-0.00715287j -3.62135e-14+0.0485374j -1.80504e-15+0.00199426j -7.78004e-15+0.0105108j 9.86609e-15-0.0120126j 4.75159e-14-0.0114225j -2.10773e-15+0.00315745j 1.43582e-14-0.0188447j 8.1588e-15-0.0104823j 1.63068e-14-0.0203572j -2.9073e-15+0.00419111j -2.41263e-14+0.0317108j 4.98757e-15-0.00646639j -7.64527e-16+0.00114192j -1.75938e-14+0.024769j -8.2678e-15+0.00995883j 6.27426e-15-0.00860457j -5.31451e-16+0.000784285j 9.3099e-16-0.00109727j -1.44013e-15+0.00219734j -1.90905e-14+0.0250282j 1.45839e-15-0.00193928j -1.47161e-14+0.0191923j 3.00179e-14-0.0398503j -6.60429e-15+0.00849301j 3.44801e-15-0.00512615j -3.03677e-16+0.000549239j -2.01189e-14+0.0265249j -1.64676e-14+0.0215091j 1.24947e-14-0.0168752j 6.8611e-15-0.00886628j 4.65288e-15-0.0106972j 1.41656e-14-0.0195294j 
-3.16579e-16+0.0160193j 3.39998e-16+0.0129898j 1.11265e-16-0.0025119j 3.19723e-16-0.00472507j 1.9809e-16-0.000974314j 3.00957e-16-0.0166031j 2.21402e-17+0.00153199j -2.54876e-16+0.00174572j 4.98457e-17+0.00848756j -4.08031e-16+0.00970568j -8.41724e-17-0.00378617j -1.94417e-16+0.0084409j -1.67048e-16+0.0075902j 1.73072e-16+0.000702934j 2.81582e-16-0.003993j -3.42456e-15-0.010375j 1.95931e-16-0.00188657j -1.72558e-17-0.000714747j 9.74581e-17-0.00398881j -4.50972e-17-0.013159j -2.8833e-16-0.00183297j -2.9825e-16+0.0222299j -3.29433e-16+0.00430326j 5.43355e-17-0.000823011j -1.43141e-16+0.00336555j 3.41682e-16+0.000724255j 1.33844e-16+0.00375749j 3.48066e-17-0.00191869j 5.13542e-15-0.00153313j 2.02616e-16-0.00228153j 3.42736e-16-0.00252286j 7.07919e-16-0.0257063j 5.22773e-16-0.0114823j 2.15544e-16-0.00712957j -1.26048e-16+0.00806587j -1.57407e-16-0.0117832j 3.40504e-16-0.0141859j -6.27947e-16-0.00887484j 3.98728e-16+0.00804521j 5.25089e-17-0.00675836j -1.82721e-16-0.00459739j 1.43331e-16-0.00185748j 5.34974e-17-0.00852306j 1.86001e-16+0.00060309j -1.46322e-17+0.0102267j -1.58883e-16+0.0031929j -1.4014e-16+0.00239646j -5.59939e-17-0.00501869j 1.5147e-16+0.00437472j 1.2269e-16-0.00613706j -4.40283e-16+0.0150185j -2.63323e-16+0.0103328j 8.65215e-17-0.00954923j -2.20111e-16-0.00461866j -3.81e-16+0.0038083j 1.68608e-16-0.0209862j 
-1.81382e-16-0.00113402j -1.2003e-16+0.00025229j 1.9872e-16-0.00960339j 2.31521e-16-0.00989018j 1.24599e-16-0.0133451j 2.69259e-16-0.0222172j -4.37652e-17+0.00224936j -2.92134e-16+0.023215j -7.10384e-18-0.00799026j -2.17044e-16+0.00889401j -1.50878e-16+0.022526j 9.27225e-17-0.00206435j -1.77702e-17-0.00494492j 7.88353e-17-0.0042169j -2.49079e-16+0.00395457j 3.92523e-15+0.0116056j 1.05064e-16-0.0112937j 1.87663e-16+0.00391652j -2.12698e-17-0.00775595j 2.4765e-16-0.00176123j -3.37693e-17+0.0297103j -3.05866e-16+0.00160067j 2.54259e-16-0.00292664j 3.3767e-16-0.00409633j 2.98383e-17+0.0223363j 1.20709e-16-0.0211081j 5.71817e-17-0.00120403j -1.99241e-16-0.000162347j -1.01527e-14+0.00299778j 2.55512e-16-0.00483019j 5.57961e-16-0.0225649j 5.36268e-16-0.0156193j 5.54492e-16-0.0130195j -6.1961e-17+0.000379917j -3.25838e-16+0.00440462j -2.39467e-16+0.0240258j 2.88593e-17-0.00209568j 1.13759e-15+0.017571j -4.07351e-16-0.000517482j -1.05584e-16-0.00903453j 2.98723e-16+0.00913984j 1.92434e-16-0.00711028j -6.76921e-17+0.0046025j -5.41694e-17+0.000552688j 2.93986e-17-0.00190584j -1.32435e-16+0.0237749j 9.42627e-17-0.0111691j -1.42027e-16+0.0141834j 8.6383e-17-0.0164746j 7.2461e-17-0.00183644j -2.96159e-16+0.0224052j -2.66502e-16+0.0170032j 1.87545e-16-0.00730611j -1.509e-16+0.00963748j -5.04761e-17+5.21445e-05j 2.29933e-16+0.0005801j 
-4.82379e-16+0.00999774j -6.48345e-16-0.00553646j -2.0053e-16+0.0127737j 3.42687e-17-0.0035003j 3.15363e-17+0.00118854j 8.56362e-16-0.00223686j -2.49913e-16-0.000830914j -2.32701e-16-0.00294728j -5.63856e-16+0.00784391j -1.69646e-16+0.0118993j -2.55634e-16+0.00115044j 8.1517e-17+0.00130923j 5.22024e-17+0.0114115j -4.7154e-16+0.00784488j 3.02397e-16-0.00995535j -1.01009e-15-0.0040265j 3.74847e-16-0.00120179j -3.68043e-16+0.0163897j -1.22734e-16-0.00612223j 6.62858e-16-0.00411322j -2.34059e-16-0.00533474j -3.05232e-16+0.00271243j 1.20969e-16-0.00298062j -2.94885e-17+0.00127864j -8.57811e-16-0.00109576j -2.69245e-16+0.00447476j 8.48128e-17-0.00796723j -8.06429e-16+0.00563138j -4.5046e-14+0.01327j 4.67254e-16-0.0134147j -8.29042e-17+0.0116737j 4.07454e-16-0.00702272j 1.22474e-15-0.0135482j 3.60728e-16-0.0136794j -3.57022e-16-0.00473885j 5.11007e-16-0.00180685j 6.29462e-16-0.0191204j 5.82241e-17+0.00979468j -5.49707e-16+0.0033342j 1.33872e-16-0.00128753j -2.14785e-17-0.00445894j 2.98891e-17+0.000582717j 4.6007e-16-0.0152095j -4.42048e-16-0.00204047j -1.09436e-17-0.00062938j -3.65426e-16+0.00471618j 3.59349e-16+0.0118501j 3.64515e-17-0.00444083j -3.65556e-16+0.0107711j 1.95331e-16-0.00685159j -7.88122e-16+0.0111732j -4.4383e-16+0.000902618j 6.44012e-17+0.0118885j 3.86412e-16-0.00433844j 2.06511e-15+0.010568j 1.15188e-15-0.00603947j 
-9.42054e-16+0.012287j -3.01964e-16+0.0131001j 1.00631e-16-0.00119875j 3.93293e-16-0.00563191j 1.24029e-16-0.00210204j 1.28447e-15-0.0336982j -3.25388e-16+0.0066705j -6.77032e-16+0.0211951j -7.25427e-16+0.0161589j -2.55448e-16+0.0125153j -2.87091e-16+0.0106319j 9.40103e-17-0.000602272j 1.15255e-16-0.00427462j -3.4556e-16+0.0057597j 2.02722e-16-0.00405583j 1.16199e-15+0.00253001j 5.83099e-16-0.0141691j -3.35486e-16+0.00632889j -3.62361e-16+0.00342723j 9.8969e-16-0.013923j -5.82646e-16+0.01832j -6.516e-16+0.0217923j -6.71821e-16+0.00359806j -2.67524e-16+0.0048254j -1.00693e-15+0.0284939j -2.66557e-17+0.00179999j 1.11319e-16-0.00246915j -1.48695e-16-0.00461536j -1.69319e-14+0.00505852j 6.27227e-16-0.0100961j 6.30171e-16-0.00887911j 1.01277e-15-0.0258138j 2.01929e-15-0.0313795j 5.1286e-16-0.00966756j -9.57583e-16+0.0199485j 4.79438e-16-0.0111598j 7.69003e-16-0.0117559j 2.86594e-16+0.0161187j -6.71447e-16+0.00605119j 3.51817e-17-0.0102557j 3.01296e-16+0.000689297j 2.14745e-16-0.00790946j 3.63344e-16-0.00916383j -6.48837e-16+0.0107611j 8.89063e-17+0.00712592j -5.29575e-16+0.0205691j 5.31429e-16-0.0146714j -2.44141e-16+0.00660134j -4.06274e-16+0.00464983j 2.50104e-16-0.0074581j -1.16868e-15+0.0303265j -9.09199e-16+0.0226089j 3.28479e-16-0.00627231j 1.96599e-16-0.00797993j -1.44661e-15-0.00112586j 8.63581e-16-0.0200589j 
-2.27368e-16+0.0217831j 6.98524e-16+0.0239417j -1.9188e-16-0.0278893j -4.89471e-17-0.0199539j -9.76599e-17-0.00707495j 3.17147e-16-0.00211665j -7.00166e-17-0.00171028j -2.40795e-16-0.000194217j -3.39385e-16-0.00527349j -1.79009e-16-0.0186588j 3.05825e-19-0.016031j -2.15131e-16+0.0113112j 2.4332e-17-0.00143824j -1.54393e-16-0.0124788j 7.62423e-16+0.00131323j -7.28996e-15-0.0208927j 2.64022e-16+0.00533112j -3.98727e-16-0.0110776j -7.88538e-17+0.0101624j -3.85498e-17-0.0233472j -2.51253e-16+0.00654381j -2.05255e-16+0.0027623j -5.12775e-16+0.00485455j -2.87442e-16+0.00214273j -8.76658e-17+0.00379832j -3.54647e-16-0.0256852j 1.68166e-16+0.0100676j 6.4782e-16-0.00445129j 3.16591e-14-0.00939912j 2.86077e-16+0.00444545j 1.13796e-16-0.0324605j 4.2457e-16-0.00515317j 3.59918e-16+0.0069269j 2.60949e-16+0.00580836j -1.98051e-16+0.00365578j 2.0972e-16-0.00081419j 2.44236e-16-0.0130473j -1.34378e-15-0.0153847j 3.65981e-16+0.000952193j 2.43163e-16+0.00436048j -6.5931e-16-0.0188009j 1.57767e-18+0.00335001j 2.64568e-16+0.0150632j -1.37979e-16+0.00678893j -2.09637e-16-0.00503066j -3.59499e-16-0.0157537j 5.93935e-17+0.00601511j -5.19465e-17+0.00559929j -2.40826e-16-0.00164573j 1.51183e-16+0.00558631j -3.65946e-16-0.00477133j -2.24562e-16+0.0099663j -2.92308e-16-0.0321386j 2.01369e-16+0.0191445j 7.73624e-16+0.00895244j 3.0452e-16-0.0266115j 
4.93855e-17-0.00904932j 3.34835e-17-0.0047295j -2.53735e-16+0.00460215j -8.33285e-17+0.0103382j -6.55733e-17+0.000685632j -8.99004e-18+0.0101346j 3.34121e-18+0.00367143j 7.45404e-17-0.0111028j -1.17614e-16-0.00311763j -5.82953e-17-0.0176906j -8.13212e-17-0.000737381j 2.08754e-16-0.0126776j -7.32611e-17-0.0110618j -1.33003e-16+0.00550376j -8.65938e-17+0.00853174j 1.81125e-15+0.00619789j -3.57277e-17+0.00111074j -2.69919e-16-0.00530541j 3.13639e-18+0.010314j -9.18175e-17+0.00505896j 1.21588e-16-0.012642j 1.31726e-17-0.0139268j -5.27222e-16+0.0056754j 4.24577e-16-0.00733486j -5.07136e-17+0.00482792j -1.96199e-16+0.0101551j 2.30904e-17+0.00515726j 5.53854e-16-0.00209952j 3.08114e-14-0.00917583j -6.02898e-17+0.010913j -4.38414e-16+0.00883369j -2.31998e-16+0.0261393j -4.54052e-16+0.0190621j 1.06347e-16+0.0109119j -1.42391e-16+0.00762169j 1.01039e-17-0.00174514j -1.44095e-17+0.0177008j -1.17717e-16-0.000319713j -1.00475e-16-0.00444227j 1.53226e-16+0.00630418j 3.76929e-17+0.000451273j -6.4747e-17+0.00666201j 1.40192e-16+0.00939644j -2.38824e-18+0.00605761j -1.03036e-16-0.00878087j -1.36192e-16-0.0122344j -1.76742e-17-0.0144079j 7.38765e-17-0.00524519j -1.0968e-16-0.00393253j 6.03899e-17+0.00752185j -4.83656e-17-0.0151945j 8.02799e-17-0.014349j -2.26427e-16+0.00349324j 1.5682e-16-0.00269124j -8.70621e-16-0.00623858j -2.57217e-16+0.0120228j 
-5.45444e-16-0.0156714j 2.31375e-16+0.00036068j 1.96792e-16+0.0030499j 6.28991e-16+0.0135461j 2.57895e-16+0.00653285j -4.68114e-16-0.00880824j 2.09623e-16+0.00298899j 3.82308e-16+0.0116651j 3.57717e-16+0.00552913j -4.07023e-17+0.00401515j 3.92985e-16+0.0103388j -7.90969e-17-0.00063294j -4.88245e-16-0.00863792j 3.42741e-16+0.00431415j -3.07064e-16+9.38165e-05j 4.65019e-15+0.0121716j -3.26263e-16-0.00545465j 1.19867e-16-0.0012366j 4.95096e-17-0.00487422j 9.97251e-17+0.00534189j 6.39552e-16+0.015801j -1.35663e-16-3.34157e-05j -1.69609e-17+0.000891713j -1.23764e-16+0.00468556j 4.27251e-16+0.00316146j 7.4457e-16+0.0125585j 9.17536e-18-0.000146656j -6.26572e-17-0.00541767j 9.32691e-15-0.00272295j 3.29522e-17+0.00204751j 1.45906e-16+0.00267167j 7.78075e-17-0.00215405j -2.51053e-16-0.0124059j 1.0897e-16+0.00190721j 2.25713e-16-0.000668033j -3.39884e-16-0.00479464j 4.16768e-16+0.0125487j 1.29048e-15+0.0125003j -6.38179e-17+0.00512187j -2.75771e-16-0.00407324j 7.94158e-16+0.0124371j -1.36848e-17-0.00464741j -2.23982e-16-0.00471303j 3.57059e-16+0.00433499j 3.10929e-16+0.00730317j 6.21016e-16+0.0159431j -6.85778e-16-0.0128941j 1.90102e-16+0.00679327j 1.37124e-16+0.00123023j -1.92852e-17-0.00111712j 1.60986e-16+0.00291129j 2.16737e-16+0.006146j 2.4506e-16+0.00597772j -6.26251e-16-0.0130732j -3.97047e-15-0.0161345j -4.82874e-16+0.00865633j 
2.23017e-16-0.00823683j -6.60964e-17-0.00510806j -2.57918e-16+0.0229191j -2.86441e-16+0.0219537j -2.59404e-16+0.00830077j -2.21576e-16-0.0065974j -3.87728e-17+0.00905137j 1.75256e-16-0.00662855j -2.1007e-16+0.0156404j 2.53818e-16-0.00416041j -3.67906e-18+0.00806567j 3.45316e-16-0.014893j 1.12748e-16-0.00941305j -2.39811e-16+0.0219818j -2.38116e-16+4.15699e-06j 3.85158e-15+0.0114668j -8.73614e-17-0.0070776j -1.13016e-16+0.00837345j -1.67646e-16+0.00424669j -2.12405e-17+0.000749574j 9.57146e-17-0.0109091j 3.73624e-16-0.00408435j -9.39974e-16+0.00887359j 2.28382e-16-0.00492984j 1.0346e-17+0.0138024j -3.51808e-16+0.0338583j 8.29464e-18+0.000463404j 2.02091e-16-0.00362936j 7.98736e-15-0.00231167j -1.19779e-16+0.00191468j -6.15149e-16+0.0276379j -7.28701e-16+0.0151542j 1.11921e-16-0.00594292j 6.43818e-17-0.00106501j 3.06135e-17+0.0131226j 3.31745e-16-0.0178346j -2.02995e-16+0.0102615j 8.05882e-16+0.0181525j -5.79657e-16+0.00572654j -1.99216e-16+0.000169765j 1.88496e-16+0.00503346j -7.27935e-17+0.00461016j 9.3063e-17-0.0117369j -2.08682e-16+0.0125962j 1.1853e-16-0.00114491j 8.09784e-17+0.00411742j 1.25986e-16-0.0217882j 8.85835e-18-0.00893499j -3.26316e-16+0.0101002j -6.88992e-17-0.00085177j 3.02125e-16+0.00191078j 1.77544e-16-0.00820424j -2.44454e-16+0.0187312j 3.06776e-16-0.0246925j -2.10929e-15-0.0113934j -6.47177e-16+0.00724036j 
2.95921e-17-0.00424473j 4.10483e-16+0.00926083j -2.18935e-16-0.00882365j -2.0776e-16+0.00105562j -1.5741e-16+0.00597603j -4.74187e-17-0.00104928j -1.19888e-16+0.000880953j 3.85861e-17+0.0100984j -2.41877e-16+0.00493368j 3.57993e-16-0.0119435j 1.165e-17-0.000641646j 2.07952e-16+0.00324424j 2.43453e-16-0.0107022j -2.91923e-16+0.000640262j 5.29182e-17-0.00390465j 1.40249e-16+0.000446718j 6.19078e-17-0.0013604j -2.05248e-16+0.000969054j -2.70572e-16+0.00530405j 8.8991e-17-0.00802554j 1.39799e-16+0.0209433j 2.227e-16-0.011821j -2.70784e-16+0.000657779j -6.97542e-16+0.0117906j -1.28419e-16+0.00432893j -3.43925e-16-0.000726842j 2.63639e-17-0.000526442j 1.10625e-16-0.00593481j 2.19816e-15-0.000547605j 7.3263e-17-0.00203418j -1.93411e-16-0.0130209j -5.29986e-16+0.00934506j 3.84666e-16-0.0119068j 3.55217e-17+0.0023713j -6.68339e-18-0.00522615j 2.80325e-16-0.00485912j -1.49024e-16+0.000989348j 5.28067e-16+0.015879j -4.45034e-16+0.00335258j -1.12804e-16+0.00422035j -9.1322e-17-0.00276873j -5.91355e-17-0.000800732j 5.19995e-18+0.00223578j -3.68218e-16+0.0116513j 1.90934e-16-0.00350426j 2.04264e-17+0.00465071j 3.23545e-16-0.00450852j -3.42198e-17+0.0135266j -2.5775e-16+0.00840725j -7.17261e-17+0.00338909j 1.22246e-16-0.00543662j 9.52865e-17+0.0090066j -2.50481e-16-0.00465775j 2.27324e-16-0.000999493j -1.86288e-15-0.00793307j -5.19236e-16-0.00304161j 
9.95075e-17+0.00543753j 2.8927e-17-0.00582292j -5.61246e-16+0.0130951j -2.02403e-16-0.000174588j -3.62628e-16+0.00681225j -4.39714e-16+0.00940371j -5.71937e-17+0.000663948j 2.60604e-16-0.00755958j -4.7784e-16+0.0114326j 4.14002e-16-0.00459061j 1.82437e-16-0.00721323j 4.64159e-16-0.00737316j 2.03933e-16+0.000249563j -4.58055e-16+0.00962164j 2.85917e-16-0.00723563j -7.32123e-16-0.00250102j 4.97917e-18+0.000275053j -6.1866e-16+0.0126928j -7.38763e-16+0.0123393j -1.85032e-17-0.00165271j 3.36853e-16-0.0122776j 6.84047e-16-0.00848152j 2.07385e-16-0.00121479j -6.65898e-16+0.00688554j -2.0343e-16+0.002634j -5.93898e-16+0.012195j 3.91871e-16-0.0090832j -8.5357e-16+0.00323464j -3.91759e-14+0.011481j 4.27315e-16-0.0102238j -8.04525e-16+0.0151101j -1.25265e-15+0.017541j 3.85502e-16-0.00578172j 2.82051e-16-0.00782727j 5.73553e-17+0.00168351j 5.70352e-16-0.0121466j 1.01479e-16-0.00825239j 2.5937e-16+0.0119507j -2.52307e-16-0.00362146j -2.2589e-16+0.00737811j -7.61713e-17-0.00957049j -1.80608e-16+0.00353033j 2.0075e-16-0.00676483j -3.98975e-16+0.0063631j 3.46755e-16-0.0088139j 2.2506e-16-0.00837549j 1.9504e-17+0.00453857j 3.08704e-17-0.0034203j -7.04691e-16+0.016546j -7.34767e-17-0.000482189j 3.15656e-16-0.00400794j 3.21141e-16-0.00680334j -6.08177e-16+0.0135042j 3.08125e-16-0.00460149j 1.50852e-15+0.00709217j 1.66762e-16-0.00120426j 
2.72515e-16+0.0215932j -3.4352e-16-0.00580308j 1.35617e-17-0.00803387j -1.87527e-16-0.030181j -8.30961e-17-0.0190282j -8.33746e-17+0.000134291j -1.33944e-17-0.0031933j -5.15347e-17+0.00272424j -1.69944e-17-0.0128032j 2.9853e-17-0.00117127j -5.20225e-17+0.00458371j 7.05209e-17-0.00415921j 1.24661e-16+0.00769622j -2.71729e-17-0.00632j 2.11198e-16-0.00105491j -2.2856e-15-0.00656252j 2.90266e-17-0.00193411j 2.60687e-17+0.014416j -2.28527e-16+0.00390894j -4.44573e-17-0.00904402j 3.86546e-17+0.00429262j 1.59628e-16-0.0100168j 8.05478e-16-0.00697817j 3.94606e-16-0.00578964j 2.65468e-16+0.0158354j -3.48805e-16-0.0360377j 1.14832e-16-0.00724095j -1.00443e-15+0.0102902j -5.01896e-14+0.0147471j 2.73467e-16-0.01442j 1.72079e-16-0.0205498j -7.9441e-17+0.00147946j 3.72384e-17+0.00248557j -1.95753e-16-0.00601903j -5.30682e-17-0.000299373j -8.80335e-17+0.0297091j -2.02932e-16-0.0249176j 9.44767e-16+0.00959495j -2.89948e-16-0.0104065j 7.33992e-17+0.00260057j -5.91531e-16-0.0137904j -2.52159e-17+0.00195565j -3.34328e-17+0.00871099j -5.81272e-17-0.00309384j -1.89544e-16-0.0198658j -1.07547e-16-0.00313833j 6.59568e-17+0.0132495j -4.44705e-17+0.00556077j -3.55307e-17-0.00946788j -1.29906e-17+0.000575229j 1.06096e-16+0.012641j 3.52798e-17+0.00373264j -7.08407e-17-0.00709831j 7.91904e-17+0.0287463j 6.08615e-15+0.0274696j 1.12307e-15-0.00881906j 
-4.09977e-17+0.017217j 3.36712e-16+0.0119057j 5.99092e-17-0.00133224j 6.2335e-17-0.00501608j -1.60919e-17+0.0021779j -1.64347e-17-0.0126144j 1.0476e-16-0.00197178j -7.83631e-17-0.00319494j 8.25174e-17+0.00947827j -4.03699e-16+0.0238337j 1.07757e-16-0.0152596j -4.59336e-16+0.0130695j -1.95052e-16+0.0165795j 2.22174e-16-0.00816694j 3.85299e-16-0.0018366j -5.07933e-15-0.0150419j 6.34149e-17+0.00268641j 7.55726e-17-0.0128324j 2.91707e-16-0.00244083j -2.60268e-16-0.00199937j -3.80071e-16-0.0206651j -1.08418e-16+0.0452342j 6.76952e-18+0.00170949j -2.38948e-16+0.000684019j 2.08905e-16-0.0115478j 1.56613e-16+0.0054746j 9.51246e-17+0.00339217j 1.86045e-16-1.02395e-05j 9.34625e-15-0.0027941j -3.39714e-17+0.00163887j 1.40954e-16+0.00723653j 6.51022e-16-0.0417275j 2.09945e-16-0.00436666j 1.90607e-16-0.00893499j 1.4037e-16+0.0131878j 1.73284e-17-0.0233914j 2.22014e-16-0.00963997j -2.23849e-15-0.0374194j 1.09249e-15+0.00352929j -2.85082e-17-0.0105143j -8.72975e-17-0.00163389j 7.16396e-17-0.00658535j 1.79415e-16-0.00911744j 3.56302e-16-0.012026j -7.70589e-17+0.0240117j -1.1608e-17-0.00484824j -3.54765e-16+0.0109191j -8.37987e-18-0.0150232j 4.94986e-17+0.00276424j 8.18458e-17-0.00981489j -6.95631e-17+0.0137197j -1.0598e-16+0.00624688j -3.4706e-17-0.0109061j -7.72964e-17-0.00624223j 5.47899e-17+0.00510674j 1.20769e-17-0.0221895j 
-2.02543e-17-0.00551152j -1.69436e-16-0.00380232j 3.30007e-16-0.00688528j 2.85761e-16-0.00487773j 4.97609e-17-0.00351287j 1.13078e-16+0.00213302j 2.21032e-16-0.00454208j -3.21028e-16+0.00722916j 1.96284e-16-0.00986188j -7.57139e-16+0.00784026j 8.0281e-17+0.00485401j -5.8854e-16+0.0067743j -4.28026e-16+0.00446277j 4.85434e-16-0.0090175j 4.50011e-17-5.89717e-05j 9.3727e-16+0.00220586j -1.14753e-16+0.00166074j 3.34395e-16-0.00131185j 5.50573e-16-0.0105766j -1.47687e-16+0.00622136j -1.8478e-16+0.0122087j -7.25804e-16-0.0017087j 8.98026e-16-0.00654306j -2.89173e-16+0.00136317j 5.93799e-16-0.00898683j 4.35941e-16-0.0139517j 7.64999e-17-0.00191628j -2.42189e-16+0.00235151j -8.61991e-15+0.00249072j 1.40309e-16-0.00137656j 4.33069e-16-0.0101165j 1.13839e-15-0.008367j 2.58179e-16-0.000312965j 8.4224e-17+0.000450468j 4.30212e-16-0.0125229j -2.08299e-16+0.0155601j 2.10408e-16-0.000441066j 4.66825e-16-0.00165675j 4.99249e-17-0.00113498j 2.03309e-16-0.00261592j -1.44108e-17+0.00590409j 3.43479e-16-0.00406211j 1.05563e-16+0.00229226j 5.33182e-16-0.0089796j -4.76097e-16+0.00258393j -2.41438e-16+0.0077261j -5.76478e-16+0.0089387j -9.35054e-17+0.00679765j 2.02291e-16-0.00790187j 2.15781e-16-0.000867554j -2.70875e-16+0.00116475j -3.3119e-16+0.00418702j 2.5021e-16-0.00188212j -2.1412e-16+0.00830029j 3.74695e-16+0.000657206j 2.33608e-16+0.00616531j 
