3.00183e-17-0.0382433j 1.33289e-17+0.0738574j 1.16027e-17-0.0311427j -1.26802e-17-0.0113399j -2.00496e-16+0.0158113j -1.74169e-17-0.0397914j 2.26869e-17+0.00197384j -1.0398e-17-0.00696056j 4.13144e-17+0.00683552j 1.74801e-16-0.0180212j 1.69449e-17-0.0070919j 7.74642e-17-0.0461815j -1.06155e-16-0.00596157j 5.38833e-17-0.026882j 2.38164e-17+0.00726753j 2.18532e-17+0.0106297j 2.83119e-17-0.011211j -3.66069e-17+0.00674409j -9.07918e-17+0.00600716j 5.16522e-17-0.00193856j 4.37486e-17+0.0437001j -1.61627e-16-0.020141j 8.78183e-16-0.0190876j -9.22374e-17-0.00412593j -1.34206e-17+0.00163865j 1.88563e-16+0.0315528j 4.11146e-16-0.00479285j -5.01366e-16+0.00760242j 1.05306e-15+0.013575j -8.29958e-16-0.0111976j -6.33793e-15-0.0169946j -3.30578e-16-0.00480525j 8.21699e-20+0.0203296j -1.0547e-16-0.0192025j -8.74649e-16-0.0140155j -2.21839e-16+0.0210742j -1.28297e-16+0.0259571j 7.38138e-16-0.0321355j -4.93196e-16-0.0147445j -3.48351e-15-0.0171489j -2.84009e-15+0.00434019j 3.0343e-14-0.0198894j 3.64071e-17+0.000349419j -2.15698e-17-0.0190636j 1.72194e-16-0.00427024j 9.89694e-18+0.0187815j 4.16329e-16+0.0309852j 9.92196e-17+0.00689683j 7.19715e-17+0.00679251j 7.51889e-17+0.00823249j 1.19428e-16+0.0224637j 1.73741e-16+0.0223056j 1.18921e-15+0.011856j -3.52714e-17-0.0127813j 4.96341e-17+0.00206184j -1.26769e-16-0.00896559j -1.63057e-16-0.010469j 4.85142e-17-0.0505464j -1.04022e-16-0.042955j -1.98218e-16+0.00163071j -2.07201e-16-0.0295961j -5.9802e-17+0.00851608j -1.80661e-17-0.0106323j 2.14931e-18+0.0101428j -6.50688e-18+0.0059933j 2.67639e-18+0.0125178j 2.05436e-18-0.00628366j -8.07419e-17-0.0229317j -2.27095e-17+0.0528381j -4.07095e-17+0.0206169j 4.31783e-17-0.0291103j -7.69358e-17-0.068982j 
3.91022e-17+0.0372059j 5.7236e-17-0.0638459j -9.20239e-17+0.0646614j 6.34104e-17+0.0679996j 5.48513e-16-0.0437935j 4.83576e-17-0.000465604j 2.82063e-17-0.0473069j -2.99605e-17+0.0551632j -4.37316e-17-0.0395487j -2.67677e-16+0.0280176j -2.16395e-16+0.0449417j -1.458e-16+0.0125922j 1.7613e-16-0.00280114j -9.54925e-18+0.0468157j 5.73116e-17+0.019052j -5.19414e-17-0.0432158j -1.01197e-16-0.0113707j 1.69368e-18+0.0306689j -1.51347e-16+0.0288657j -2.55275e-17-0.0494223j -3.73309e-16+0.00357819j 3.41837e-16+0.041458j 8.05849e-16-0.0332568j -5.11767e-16+0.0153654j 3.28488e-16+0.0211953j -4.05964e-16-0.0199901j -5.15166e-16-0.0131012j 1.88267e-15-0.00628323j -3.06328e-15-0.053956j 1.75989e-15-0.0252625j 1.9401e-14+0.0551857j 3.97858e-16+0.0170606j -4.95336e-16-0.0515726j -8.95507e-18+0.0922461j 2.73134e-15+0.0364422j 1.7395e-18-0.0184219j -1.10002e-17+0.0487668j -1.61872e-15+0.0867155j 1.24839e-15+0.0251754j 4.68077e-15+0.0381573j 3.29059e-15-0.0244478j -2.95747e-14+0.0192261j 2.66811e-16+0.0013591j -5.44725e-16-0.036929j -1.64008e-16+0.0122192j -6.12453e-16-0.0911179j 2.00095e-16-0.0107673j -2.54489e-16-0.0188229j -3.92037e-16-0.0616053j 1.13301e-16+0.0263522j -6.7471e-17+0.0188098j 1.0884e-16-0.00925627j 3.89131e-15+0.0391797j 4.75104e-17+0.0553451j -4.5518e-17-0.00560926j -1.18976e-16-0.0296248j 7.10464e-16+0.0492409j -8.37158e-17+0.0276634j 7.68161e-17+0.0189108j 2.50115e-16+0.0323283j 9.22741e-17+0.0211229j 6.14405e-17+0.00456081j 9.13155e-17+0.0170468j 2.63134e-17-0.0447678j -4.70884e-17-0.0686534j 1.0601e-17+0.0351343j 9.04393e-17-0.0146214j 1.69013e-16+0.0358749j 3.92419e-17-0.0943162j 7.6827e-17+0.0371928j 8.76591e-17+0.0429309j 4.22734e-17+0.0531983j 
-1.87599e-17+0.00789754j -1.84602e-18-0.0199527j 6.11869e-18-0.0247857j -8.69746e-18-0.0325311j -5.17092e-16+0.0371194j 8.87727e-18+0.00304992j -1.94962e-18+0.0380906j 6.40716e-17-0.0589384j 3.00285e-17+0.0218292j 1.21093e-16-0.0220648j 2.07015e-16-0.0244954j -2.4969e-16+0.0913149j 4.86522e-16-0.0358866j -3.46064e-16+0.0220015j -9.99743e-17-0.0484416j 1.65722e-16+0.0407197j 1.48618e-16-0.0536531j 5.87128e-17-0.0338937j 3.35698e-17-0.0880839j -1.80078e-16+0.0150189j 5.54558e-16-0.0382531j -6.44275e-16-0.0401052j -3.83884e-15+0.115323j 1.12539e-15-0.0244549j -3.98377e-16+0.00751776j 2.50264e-16-0.0228425j -1.68543e-16+0.0151164j -1.60825e-15+0.0273552j 2.8744e-15+0.080402j -1.33284e-15+0.0586866j -7.00652e-15-0.0198749j 1.2717e-15-0.0515882j 8.17624e-16+0.0403438j 7.49167e-16-0.0966988j -9.37978e-16-0.0100204j 4.19009e-16+0.0388931j 5.43092e-17-0.0908789j -1.45638e-15+0.0414667j 1.11947e-16-0.000225898j -1.64151e-15-0.0462122j -5.76014e-16+0.0499445j -1.23069e-14+0.00851946j 1.52262e-15+0.0587753j 1.01365e-16+0.0823831j 8.51259e-17+0.00814186j 7.91396e-16+0.0631959j -7.06343e-16-0.0291913j -1.89376e-16-0.0206404j 2.31826e-16+0.0405984j -2.33493e-17-0.02078j 2.61911e-16+0.0376994j -3.25857e-16+0.0269j -8.7269e-15-0.0917851j -1.52195e-17-0.0522698j 1.14321e-17-0.00351841j 1.46598e-16+0.00198192j -5.03821e-16-0.0278313j -1.76645e-16+0.0381461j 3.16763e-16+0.06608j 5.43322e-16+0.00982885j 3.75899e-16+0.0461444j 1.40375e-16+0.0134865j -1.30687e-16+0.0284557j 2.64268e-17+0.0122759j -7.6975e-18+0.0525008j -5.54549e-17-0.00625444j 7.35574e-17-0.0214532j -8.40427e-17-0.0115564j 3.44649e-17+0.0167288j -5.78584e-18-0.0308847j -7.29564e-17-0.0058141j -1.32043e-17+0.0189187j 
-1.43131e-16-0.0284796j 4.40871e-17+0.00553538j -1.612e-16+0.0239855j -1.16557e-16+0.0185104j -4.90721e-16+0.0341172j 1.6188e-16-0.0540124j 1.24801e-16-0.0376785j 1.82558e-16-0.021343j -3.17686e-16+0.0694286j 2.99639e-16-0.0519551j -6.57656e-16+0.0775499j -1.68493e-16+0.0448407j 3.21561e-17+0.0216343j -3.69059e-16+0.0538594j -3.08901e-17+0.0151547j 8.29916e-17-0.00872556j -1.07726e-16-0.0386537j -2.46753e-16+0.0314593j -3.2876e-16-0.0340113j 1.08566e-16-0.0720518j -2.77076e-16+0.0854983j -1.07723e-15+0.0127987j -1.37276e-15+0.0323682j 1.99882e-16-0.020971j -1.10336e-17+0.0263267j 7.91649e-17-0.0195271j 5.82602e-16+0.009941j -2.10864e-17+0.0673041j 3.91143e-15+0.0671229j -3.18737e-15-0.0696222j 7.78904e-15+0.026693j 1.10534e-15-0.0141458j 2.56356e-16-0.0747966j 6.08066e-16+0.00411034j -8.0154e-16-0.0266179j -6.52744e-16+0.0576446j -4.0294e-16+0.0223269j -2.71447e-15+0.0845579j 6.61443e-16-0.00451848j 1.52395e-14+0.0238407j 1.31692e-14+0.0419046j 6.13867e-14-0.0403277j 1.28243e-15+0.0588033j -1.05474e-15+0.0231852j 2.05007e-16+0.076449j -4.86818e-17-0.0749245j 2.4295e-16-0.00183452j 3.73638e-16-0.0151677j 2.01406e-16+0.0401065j 6.91956e-17-0.00744102j 2.11311e-16+0.0110829j -9.0897e-17+0.0393633j -2.54478e-15-0.0313036j -2.73004e-16+0.0362838j -1.93651e-17+0.0020983j -2.31174e-16-0.0298781j -5.61599e-16-0.032925j -5.37283e-16+0.0762007j 1.50178e-16-0.0388636j -1.14077e-16+0.0432501j -1.27944e-16-0.0390649j -2.20509e-16+0.00458616j -8.91989e-17+0.025776j -5.29885e-17-0.00967051j -2.64053e-16+0.0494277j -5.73205e-17+0.0238202j 2.30978e-16-0.058199j -8.50491e-18+0.0104495j 2.4035e-16-0.0253881j 5.68559e-17+0.00249899j 3.49738e-17-0.0267737j -1.16042e-16-0.00579824j 
-1.07047e-16+0.0223342j 1.69959e-16-0.0443834j -8.00623e-17+0.00741763j -2.29484e-17-0.00707597j -9.6581e-18-0.000408158j -6.8152e-17+0.042537j 2.74979e-17+0.00780234j 3.31379e-17-0.0168046j -1.49438e-16+0.0402849j -7.43311e-17-0.00387282j -1.47052e-16+0.018376j -5.70791e-17+0.0130404j -5.46147e-16+0.0416991j -7.63049e-17+0.00314258j -9.49922e-17+0.00302753j 6.48064e-17+0.00700418j -2.78067e-16+0.0485509j -5.67715e-17+0.00185315j 3.2191e-17-0.00800655j -4.83017e-17+0.0208771j -1.21195e-17-0.019945j -1.23124e-16+0.030651j -3.42214e-16+0.00601421j 9.36645e-17+0.00572152j 5.11238e-17-0.0128673j 1.34777e-16-0.0307703j 3.37133e-16+0.018202j -5.28604e-16+0.0013333j 1.84062e-15+0.0180397j -1.06399e-15-0.0205122j -1.49641e-16+0.000146833j -5.53675e-17+0.00583056j 2.80684e-16-0.0299977j -1.173e-16+0.00127316j -1.27639e-15-0.0218875j -1.66387e-16-0.0279106j 7.12412e-17-0.0247549j 3.32582e-16-0.0252534j -5.18184e-16-0.0145026j 7.85825e-15+0.033493j 6.72313e-15-0.00440336j 1.81464e-15-0.00132386j -2.31802e-16-0.00329558j -2.04204e-17+0.0307306j -2.37023e-16+0.0110417j -8.37415e-17-0.0237437j -1.83707e-16-0.0171282j 5.27993e-17+0.00148475j -2.33542e-17+0.0327494j 8.51487e-18-0.0331194j -1.93246e-17-0.0739455j -8.8656e-17-0.0325037j -4.05737e-16-0.00227086j -1.24402e-16+0.0201845j -4.39852e-17+0.00343432j 1.08278e-16+0.0382426j -4.61891e-17-0.0144966j -3.28299e-16+0.0565092j 5.68719e-17-0.00703001j -2.48089e-17-0.0150675j -1.10411e-16-0.019393j -1.90446e-17-0.0157475j -1.42724e-16-0.00441075j -2.59854e-17+0.0169632j -1.88114e-16+0.0382259j 1.31876e-16-0.0390773j -4.11696e-17+0.0255607j -2.55292e-17+0.0154829j 1.25331e-16-0.0172765j 1.61049e-16-0.0386258j -1.26973e-16+0.0133221j -1.55133e-16+0.0495141j 
-1.75255e-17-0.0243399j -1.20537e-16+0.0382031j 1.81963e-16-0.0315916j 1.59401e-17-0.0314449j 3.40613e-17-0.00869125j -2.15182e-17+0.0739065j -2.32025e-16+0.0569726j -3.96959e-17-0.0505496j 2.7482e-16+0.0802656j 5.57404e-16-0.0642018j 8.56201e-17+0.0464947j 1.53113e-16-0.117332j -4.45128e-16-0.0160545j 9.24255e-17-0.105565j 1.37021e-17+0.0302066j 1.31924e-16+0.17002j 2.30627e-16+0.0501802j 6.42822e-17+0.00702541j 3.52121e-17-0.0523362j 1.7663e-16+0.0752933j -1.04116e-16+0.0212568j -2.55129e-16+0.062774j -1.46927e-15+0.0358478j 7.09496e-16+0.0644678j -3.73899e-16+0.0375527j 6.57851e-16-0.0702016j 1.09543e-15+0.0495784j -3.27348e-15-0.0264032j 6.23282e-15+0.0832965j -3.1809e-15+0.0246764j -1.65098e-14-0.0462065j 3.51383e-16-0.0460211j 8.43395e-16+0.0707861j 5.51161e-16-0.109995j -3.60846e-15-0.0360612j -5.37075e-16-0.075738j 5.94809e-16-0.0972146j 3.97259e-16-0.0764802j -3.14097e-15-0.104143j -1.41292e-16-0.0116685j 3.03546e-16+0.0130376j -5.4486e-14+0.0362622j 1.34246e-15+0.0510992j -2.09836e-17+0.0798844j -2.73693e-16-0.026713j -1.06998e-15-0.0917427j 6.91315e-18+0.0124572j -3.42739e-16-0.0752566j 1.27749e-16+0.0613057j -5.36149e-17-0.00380868j -3.1929e-16-0.0396645j -1.67554e-16-0.0581732j 2.79918e-15+0.032086j 1.43582e-16-0.0211001j -1.26191e-16+0.0450126j 2.83755e-16+0.0490612j 6.24968e-16+0.0227942j 2.43721e-16-0.0647809j 1.22652e-16-0.0141875j 2.73593e-16+0.0162545j -1.15854e-15-0.130888j -2.36551e-16-0.0299838j -2.38926e-16-0.129852j 2.56253e-17+0.0571818j -5.95997e-18+0.0108625j 2.36379e-17-0.0510948j -1.01217e-16+0.0817368j -4.0213e-17-0.00106067j -1.60885e-16+0.0295214j -5.60833e-17-0.0279001j -1.32118e-16-0.0314899j -1.6163e-17-0.0281953j 
1.38619e-14-0.0755905j -5.36719e-15+0.0284771j -1.16332e-14+0.0604736j 9.96024e-15-0.0522631j 5.06692e-15-0.0247624j 4.48919e-15-0.0233807j 1.26797e-14-0.0664203j 1.30138e-14-0.0712974j -4.30467e-15+0.0252116j -1.1989e-14+0.0583933j -2.53557e-14+0.132885j 1.15701e-14-0.0626638j -2.93553e-15+0.0128172j 9.35155e-15-0.0506343j -1.5054e-14+0.0808621j 9.16974e-15-0.0442809j -1.75713e-14+0.0910879j -7.02767e-15+0.0357644j -1.8935e-14+0.0968422j -2.48801e-14+0.13594j -1.89828e-14+0.0967714j -2.1798e-14+0.117162j 1.99299e-14-0.0885328j -2.67922e-14+0.135429j -1.85468e-15+0.0150884j 1.94013e-15-0.0147218j 9.89901e-16+0.00373137j -3.00913e-15+0.0271357j 8.31776e-15-0.033244j 2.39229e-14-0.139654j -1.95076e-15+0.00306752j 3.60794e-15-0.0230334j 8.64889e-15-0.0462599j -9.47263e-15+0.0455368j 2.4317e-15-0.0326711j 3.48183e-14-0.191224j -1.2313e-14+0.0693506j 3.23344e-16-0.00673706j 2.78793e-14-0.166198j 8.0128e-16+0.0892975j 1.95872e-14-0.0306899j -5.12381e-14+0.0298075j 9.78872e-15-0.0533892j 1.64891e-14-0.0855422j 7.61207e-15-0.0417592j 7.10723e-15-0.0460803j -1.90476e-15+0.0117108j 2.78508e-15-0.0154278j -2.25454e-14+0.124141j -1.23784e-14+0.0638405j -5.7547e-15+0.0318523j 1.99607e-14-0.105145j -4.34834e-15+0.0429615j -1.4041e-14+0.073381j -2.71912e-15+0.0146416j 5.74803e-15-0.0314998j -8.72531e-15+0.0524034j -5.94757e-15+0.0317748j 1.76203e-14-0.0961075j -3.74726e-15+0.0189761j 6.25903e-15-0.0368125j -9.88698e-15+0.0521014j 1.5785e-14-0.0850131j -1.04531e-14+0.0561238j 4.49948e-16-0.00172592j 1.66756e-15-0.00878432j 1.01428e-14-0.0527994j 9.24031e-15-0.0498863j 5.77556e-15-0.0301615j 7.97496e-15-0.0413481j 1.41893e-14-0.0754339j 6.64465e-15-0.0360432j 
-2.22886e-16+0.0284393j 2.12611e-16-0.035104j 1.08115e-16+0.00549628j -8.21164e-17+0.00449824j 2.85376e-16-0.0103531j -1.55628e-16+0.018345j -2.90093e-16+0.0259634j 2.39245e-16-0.11567j 2.83609e-16+0.0207371j -2.09596e-16+0.00449698j -2.42829e-16+0.0664908j -2.11278e-16+0.0273128j 2.64123e-16-0.045101j -4.03184e-16-0.0331486j 5.35015e-17+0.00634267j 4.91726e-16+0.194817j 1.34476e-16+0.00335845j -1.40302e-16+0.0462824j 2.39163e-16-0.154275j -3.49687e-17+0.20931j -9.33594e-17-0.0511061j -5.47981e-16+0.0941343j -4.70035e-15+0.123611j 6.77809e-16+0.108163j -6.93185e-17+0.0929273j -1.30936e-16-0.161304j -1.12623e-15+0.00993068j -3.71586e-15+0.0678575j 1.10753e-14+0.213999j -6.11534e-15+0.0478905j -2.11165e-14-0.0520654j 3.14477e-15-0.175275j 1.65571e-15+0.108237j 9.01298e-16-0.170446j -1.01861e-14-0.119434j -8.84128e-16-0.177745j 1.57595e-15-0.135251j -2.96644e-15+0.0146975j -4.50471e-15-0.216341j -1.07647e-14-0.0401163j -8.10976e-15+0.00272686j -2.04973e-13+0.135828j 4.30501e-15+0.140736j -2.64363e-16+0.148924j -2.02492e-16-0.0464049j -4.75637e-16-0.0729261j -3.16758e-16-0.00233551j -3.4831e-16-0.12147j 6.11382e-16+0.127767j -2.56915e-16-0.0495418j 8.8865e-17+0.093563j 1.60892e-16-0.0832922j 3.06556e-15+0.0346711j -1.3877e-16-0.00326856j -1.57082e-16+0.012708j 2.70707e-16+0.0285162j 1.62877e-15+0.0963425j 3.3229e-17+0.028982j -4.63231e-17+0.0236272j 2.21734e-16+0.0303739j 8.61871e-17+0.00836133j -2.90131e-17+0.0664523j -1.59329e-16-0.00484939j -1.39703e-16+0.0204348j 1.24987e-16+0.0258668j -2.06614e-17-0.00834115j -1.56263e-16-0.00139516j -1.57037e-16-0.0192452j 1.40342e-16-0.0376489j -6.42153e-17-0.00534875j -4.81462e-16+0.0241188j -3.40205e-16+0.0336794j 
1.68682e-16-0.0259007j -1.65119e-16+0.0397119j 1.24594e-16-0.0309726j -1.98963e-17+0.0405117j -1.14704e-15+0.0695041j -1.91869e-16-0.0345363j -2.55673e-16+0.0309292j -5.24032e-16+0.0238834j 1.89303e-16+0.0909386j 1.60657e-15-0.164644j 8.31708e-16+0.00367072j 2.71821e-17+0.0417988j 6.0798e-16-0.0314295j -1.87836e-16+0.048603j -1.06781e-16-0.0242201j -2.68005e-16+0.12588j 5.49502e-16-0.145069j 5.36208e-16+0.00156626j -5.76443e-16-0.142385j 3.07542e-16-0.200229j 9.4756e-16+0.0668669j -1.00268e-15-0.0755244j -4.93116e-15+0.140881j 2.52877e-15-0.115452j -8.07606e-16+0.0586315j 6.1197e-16-0.0353404j -9.40044e-17+0.0234132j -2.29446e-15+0.0494416j 5.78447e-15+0.141197j -3.58658e-15+0.0652481j 8.4193e-16+0.000352823j 1.05193e-15-0.0166068j 5.39971e-16+0.000371634j 1.7662e-15-0.104603j 1.37309e-15+6.50755e-05j -6.22241e-16+0.23098j -9.43141e-16-0.0787503j -2.35019e-15+0.103531j 1.31515e-15+0.101998j -7.10908e-16-0.0908023j 7.41796e-16+0.107602j 8.96865e-14-0.0582793j 3.61026e-15+0.149805j -1.29435e-15+0.127432j 3.58452e-16+0.129594j -1.14235e-16-0.0991625j 1.89862e-16-0.00144724j -4.30005e-16-0.047037j 5.08129e-16-0.0353676j 4.12833e-16-0.0287648j 3.51293e-16+0.0290037j -6.16293e-16+0.137757j -5.88118e-15-0.0692089j 5.78458e-16-0.0549263j -1.31131e-16+0.0232438j -9.50855e-17-0.0294636j -1.11314e-15-0.0743911j 2.50525e-16-0.00941521j 2.32938e-16+0.0393301j 1.10705e-15+0.0582292j -6.17045e-16-0.0907473j 4.65985e-16-0.0646856j -3.50296e-17+0.0151741j 3.81549e-16-0.0454355j 5.61732e-17+0.0419687j -5.26554e-17+0.0382559j -6.21057e-17-0.0161044j -9.77349e-17+0.046665j -2.04602e-16+0.0182641j -1.42475e-16+0.038699j 1.91595e-16-0.0247901j 1.26147e-16-0.0365665j 
-8.34943e-17-0.0145054j -3.0756e-16-0.0322364j 8.19173e-17+0.0328984j -6.03134e-18-0.0445806j 2.2593e-17-0.0180511j 5.06435e-17+0.114797j 9.93207e-18+0.0398631j 5.85375e-17+0.152766j -2.38385e-16-0.166379j 4.71179e-16+0.0383964j 6.58496e-16-0.205193j -9.45388e-17-0.00867467j -1.94822e-16-0.041146j 1.54834e-16-0.07366j -1.7582e-16+0.0328344j -9.55383e-17+0.125624j 4.43811e-16+0.0149587j 2.41017e-16-0.0760467j 1.22128e-15+0.0561394j 2.98132e-16+0.0688028j -2.5771e-16-0.195251j 1.96731e-15-0.0667836j 8.82845e-16-0.0292953j 2.06501e-16-0.0338363j -5.86195e-16+0.0142543j -1.12421e-15-0.0634697j -5.93321e-15-0.0920837j 1.43042e-15-0.0771458j -1.09946e-14-0.0918805j 8.35555e-15+0.23885j -3.55951e-14-0.115522j -3.20271e-15+0.0777237j 6.33208e-16+0.14907j -8.67544e-16-0.0673351j 1.13643e-15+0.0211756j 1.35722e-15-0.023328j 3.39619e-16-0.109689j 4.21893e-15-0.14613j 2.95709e-16+0.0996704j -5.98465e-14-0.194117j -4.81737e-14-0.0334355j -1.8746e-13+0.124248j -2.93556e-15-0.0982541j 1.9265e-15+0.021592j -6.50673e-16-0.0137575j 6.80512e-16+0.0807603j -6.60594e-16-0.0225493j 1.88862e-16+0.0721813j -2.39597e-16-0.0656756j 7.75676e-17-0.0194021j 8.71788e-17+0.0356932j 3.20948e-16-0.0305974j 1.06572e-14+0.112617j -4.22743e-17-0.135903j -2.51944e-17+0.0325198j 8.39921e-17-0.0123474j 9.12587e-16+0.0332116j 1.13847e-16-0.159589j -2.04392e-16+0.118996j -6.28209e-16-0.164974j 2.49193e-16+0.0553706j 2.20618e-16-0.142006j -6.1368e-17-0.0399822j 1.25708e-16-0.0980082j -8.21106e-17-0.111049j -2.0259e-17-0.0281447j -3.25339e-17+0.044013j 7.17759e-18+0.0301232j -1.15136e-16+0.00767218j -4.35285e-17-0.014423j 3.0243e-17-0.0196073j 1.50582e-16+0.00663688j 
-1.03427e-16+0.0138087j 1.59705e-16+0.022397j 8.27351e-17-0.0581693j -2.63803e-16-0.041409j 6.0452e-16-0.0294919j -8.17327e-18+0.034203j -4.03651e-17+0.0478961j -1.34446e-16-0.0541153j 9.73292e-17+0.0422326j -1.21991e-16+0.0105927j -1.89736e-16+0.0269139j 1.92307e-16-0.0694019j 6.18969e-16-0.0483157j 1.27647e-16-0.0350443j 3.08131e-16-0.063375j -3.02809e-16-0.137064j 3.03633e-16+0.00798485j -1.48601e-17-0.0621729j -5.56416e-17+0.0663255j 1.28529e-16-0.0783746j 3.55662e-16+0.0572272j -5.37023e-16-0.0211983j 6.83429e-16-0.0146439j -1.64899e-16+0.0176405j -2.15318e-16-0.0828392j 1.47517e-15+0.149465j 4.64844e-15+0.0902064j 3.04721e-16-0.111392j -4.75835e-15-0.155485j 3.1965e-15-0.0543772j 2.73069e-14+0.0761321j 1.66786e-16+0.0455213j -8.92212e-16-0.025856j 1.40894e-17+0.0781804j 9.17142e-15+0.151363j 1.19122e-15+0.041022j -3.48722e-16+0.0359912j -4.64397e-16+0.0391816j 1.95785e-15+0.0568939j 3.3788e-14+0.112221j 2.63933e-14+0.014144j 1.48134e-13-0.0984375j -2.09443e-15-0.0627533j -1.32181e-17-0.0948977j 1.28435e-16-0.0861403j 7.49617e-16+0.081974j -3.56139e-16-0.0161459j -2.25751e-16-0.0152952j -3.6581e-16-0.0683959j -1.40316e-16+0.11069j -3.05464e-16-0.0607901j -7.11737e-16+0.00796277j -1.36293e-14-0.141304j 9.89313e-17+0.003572j 1.28187e-16-0.00721382j 1.33359e-16+0.0166656j -1.11107e-15-0.0314647j 1.65185e-16-0.027439j 4.01505e-16+0.0394884j 5.61456e-16+0.0871745j -1.40471e-16-0.00874807j -2.80063e-16+0.043988j 1.40967e-16-0.0956232j -1.50509e-17+0.107741j 3.99427e-16-0.0187148j -1.57813e-16-0.0207051j -1.82866e-16+0.060797j -8.53184e-17-0.0291341j 1.01673e-16+0.0401187j -2.45708e-16-0.0304887j -1.75057e-16-0.00137336j 1.77689e-17-0.0103891j 
1.13678e-15-0.043426j -1.68442e-16-0.045191j -1.82691e-15+0.108394j 7.55835e-17+0.0418682j 2.88206e-16-0.0386006j 5.7918e-17+0.0556074j 1.02493e-15-0.0365024j -1.09608e-15+0.0694309j -3.03057e-16+0.0427669j 1.39818e-15-0.0835134j -1.82655e-15+0.133611j 1.23632e-16-0.0515441j 3.74616e-16-0.0682229j -3.74543e-17-0.00300816j -1.64034e-15+0.0722314j -1.15725e-15+0.0831461j 1.36434e-16-0.0550607j -4.33517e-16+0.0115813j -1.253e-15+0.0151339j 8.44306e-16-0.148111j -1.8868e-15+0.0993056j -1.59776e-15+0.076555j -1.12289e-15+0.0250882j -8.44438e-17+0.0367346j -1.45484e-15+0.0879064j 1.54131e-15-0.0795083j 6.44459e-16+0.0321501j 1.06357e-15-0.0297506j -2.61839e-15-0.0478868j 2.10105e-15-0.000255538j 2.0934e-14+0.0557274j 9.16304e-17+0.0339559j 8.79566e-16-0.0507924j 1.07348e-15+0.0358502j 6.90828e-15+0.098005j 8.13428e-16+0.02604j -1.26365e-16-0.0330352j -5.2649e-15+0.17025j 1.95095e-15+0.0396908j 1.33689e-14+0.00648494j 1.08485e-14+0.0527414j -2.96931e-14+0.0193229j 1.47045e-15+0.0568654j -1.21328e-15+0.00954563j -1.65374e-15+0.0732995j 9.84853e-16-0.250932j 1.59288e-16-0.0361612j -2.99947e-16-0.0939278j -1.0771e-15-0.0504883j -2.89003e-16+0.105216j -5.66916e-16+0.0460449j 1.53035e-16-0.000513619j -2.90813e-17+0.00756184j -2.68324e-16+0.0242657j -9.44951e-16+0.0605586j 7.95097e-16-0.0820217j 2.75107e-16+0.0443625j -2.08324e-16-0.0238771j 9.99318e-16+0.066915j 1.17865e-15+0.0966622j 1.91736e-16-0.122793j 1.04322e-15-0.0820923j 1.21243e-15-0.14918j 1.03647e-15-0.0390674j 5.03181e-16-0.10836j -3.20972e-16+0.0344118j 1.176e-15-0.00871394j -3.13021e-16+0.0676296j 1.32359e-15-0.134231j 2.82012e-16+0.0106062j 1.5606e-15-0.0513877j 4.03621e-16+0.0211955j 
-4.06194e-16+0.0788378j -9.20578e-17-0.0499969j 1.37367e-15-0.043158j 7.46427e-16+0.0123168j 3.61494e-16-0.0434223j 6.45821e-16+0.0597765j -6.26372e-16+0.0651846j 1.63023e-15-0.0524459j 4.34448e-16+0.0256593j -1.32379e-15+0.000582157j 9.19737e-16+0.0257657j -1.03011e-15-0.0100401j 7.85599e-16-0.0761247j -2.17594e-16-0.000340126j 1.4836e-15-0.0866716j 1.75002e-15-0.0496164j 3.60092e-17-0.0354752j 6.85026e-16-0.0456285j 2.2866e-17-0.0349253j -1.86838e-15-0.0657162j 1.30801e-15-0.0108436j 2.219e-16-0.00583731j -2.78222e-15+0.073375j 6.69164e-16+0.0162882j 8.80307e-16-0.0356666j -1.17823e-16+0.064419j 3.11499e-15+0.0889513j -1.40485e-15-0.0931784j -1.79063e-15-0.0682643j 2.72929e-15+0.017382j 2.83373e-14+0.0789593j 2.55094e-15-0.0161734j -5.78082e-16+0.0135238j 9.25722e-16+0.0230978j 7.86965e-15+0.130658j 1.73214e-15+0.0320338j -4.54419e-16-0.0420345j -1.3997e-15+0.100458j 2.45016e-15+0.0439839j 2.42819e-14+0.0747583j 1.97936e-14+0.0216234j 5.65377e-14-0.0373562j 1.20912e-15+0.0270199j 1.65118e-16-0.000635264j 1.32259e-15-0.0783152j -2.93535e-15+0.0220063j -7.04589e-16-0.0359361j -1.53522e-15-0.0746923j -1.36362e-15-0.0871758j 3.15447e-16+0.0729846j -2.11107e-16-0.0245745j -6.83263e-16+0.00774063j -1.1433e-14-0.134208j 4.39985e-16-0.00336696j 8.29547e-16-0.00901763j -3.18106e-16+0.0277678j 1.27091e-16+0.0114857j -6.56825e-16-0.00109774j 9.43531e-16+0.110547j 1.51844e-15+0.108633j -1.83759e-15+0.0249272j -1.72189e-15+0.0503219j -1.25076e-15-0.0540538j -1.14126e-15+0.0708741j -9.5009e-16-0.0354573j 1.97698e-16-0.00720208j 5.07308e-17+0.0722945j 1.17328e-15+0.00407374j -1.33187e-15-0.0189894j 3.09662e-16-0.00635866j -6.22918e-16+0.0612821j 1.09278e-16+0.0578598j 
