-0.130971+0.0310587j 0.0809742+0.0187379j -0.0277067-0.382929j -0.111161-0.187067j 0.231513-0.0476285j 0.449675-0.22878j -0.0772197+0.309138j -0.0515236+0.181179j 0.0292268+0.314881j 0.187098+0.649971j 0.427048+0.229346j 0.00726377+0.115399j -1.0644-0.178756j -1.39508+0.0879555j -0.764679+2.16455j -0.174603-0.226886j -0.0236384+0.0822404j 0.395292-0.280932j 0.0886426-0.170722j -0.354969-0.126267j 0.646173+0.0191335j -0.016366-0.0757785j -0.0224361+0.446633j 0.438806-0.118026j 0.141478+0.430828j 0.427809+0.63222j -0.270583-0.0948789j -0.450906-0.141137j -0.276756-0.0932549j -0.653827+0.2315j 0.7107-0.077953j 0.230379-0.177161j -0.490792+0.693187j 0.0473571+0.723124j 0.512574-1.04751j 0.202186-2.76951j 3.80581+0.584731j 0.18131-0.161028j 0.028283-0.225207j 0.408531+0.179975j -0.380891+0.276011j -0.0516902+0.0873734j 0.069096-0.0250408j 0.011672-0.266941j -0.25554-0.309803j -0.327483-0.122938j 0.400478-0.0656744j 0.177086-0.000978073j -0.00178821-0.265049j 0.0309989-0.0404315j -0.210841-0.206405j 0.18337-0.319998j 0.00242479-0.290319j -0.128235-0.387927j 0.204803-0.281738j 0.183054-0.266923j -0.109359-0.144906j -0.108744-0.243686j 0.420308-0.373729j 0.132114+0.439104j 0.168197+0.364903j 0.116933+0.774138j -0.159895+0.120133j -0.327598-0.513267j -0.0105172-0.0649172j -0.353298-0.251321j -0.534328-0.350694j -0.194775-0.0899129j 0.383019+0.23544j -0.742772+0.232065j -0.370854-0.091081j -0.0419559-0.140523j 0.49799-0.420304j 0.169746+0.161824j -0.427458-0.0484034j -0.443906+0.535897j -0.418406+0.125605j 0.0830291+0.134881j 0.330403-0.585773j -0.273997+0.294402j 0.0996135-0.247223j 0.343136+0.485221j -0.205333-0.385499j 0.051299+0.137649j 0.384645+0.192758j -0.0160465-0.0664238j 0.396381+0.216522j 0.172676-0.301122j -0.957005+0.761238j 0.477563-0.335123j -0.505996-2.05241j -0.750262+0.608096j 3.07121+1.0027j 0.267394+1.03766j 1.66828-2.85535j 
-0.108191+0.0136764j 0.977312-0.333014j 0.450613-0.160663j 0.579022+0.875736j -0.99014+0.803885j 1.19754+0.815605j -1.0695+1.14609j -0.677383+0.885099j -1.19369-0.852886j 2.80671+0.145237j 0.24178-0.659958j -0.976759-0.517124j 1.59184+0.118643j -0.319476+1.04076j -0.356331-0.0180034j -0.194784-0.0593283j -0.944055-0.176783j -0.198397+0.301122j 0.219142-0.217466j -0.539435+0.00858532j 0.932836+0.0171877j 0.164633+0.175525j -1.69862+0.793771j -0.84026-0.116556j -1.20263-0.58619j -1.09252+0.852337j 0.174353-0.530069j 0.718286+0.235163j 0.434343+0.00856434j -1.047-0.95248j 0.455942-0.286857j 0.528305+0.751238j 1.09144-0.299259j -0.185597+0.674199j -0.582844+0.668149j -0.373285-0.0103046j -0.146603+0.0699755j 0.409825-0.15574j -0.477378+0.225005j -0.340112+0.205161j -0.371484+0.660126j 1.90593-0.510087j -0.140361-0.550017j 7.10706-1.16985j -1.10569+0.303522j 2.42931+1.05399j -2.2139+1.25609j 9.17659-1.43603j 1.56969-0.201494j -3.01212-1.79299j 0.220246+0.356929j -16.1673+4.73478j -4.59699-4.56451j -13.2478+0.857015j -7.64842+1.45318j -2.59777+0.763654j -4.94976-2.77482j 0.745736-0.938492j -2.63947+1.8597j 15.1011-4.86805j 2.04041-0.0667451j 3.30368+2.30693j -0.293775-5.96507j -18.839+2.99703j -0.667022-0.664024j -10.6311-4.10114j -10.9492+3.98826j -3.54952+0.771964j 8.46819-5.36823j -14.5867-1.20028j -2.56218+1.33775j -0.634834+0.92264j 15.6378+2.16722j -0.410016+0.2379j -8.01813+3.21392j -5.92981-0.135841j -4.81904-0.328876j -3.36847-1.75987j 6.33112+1.27152j -8.22285+4.19471j 1.52056-0.568788j -14.499-0.336314j 5.53209+2.15723j -0.829727+0.680801j -7.23825+0.287401j -4.90637+0.127236j -1.12527-3.00996j -2.11967-0.216616j -2.70087+0.109663j -6.09895-0.975688j 1.44078-0.113222j 2.42614+0.554489j 0.314111-0.0735784j -0.237092+0.0826956j 0.499861+0.0192889j 
0.0468511+0.122788j -0.690858+0.345011j -0.0107446+1.75365j -0.110967-0.193645j -0.937513-1.59361j 0.0420011-2.5067j -0.233785+2.03421j -0.0887476+0.642067j 0.913333-0.583796j -0.455561+1.33555j -0.0723753+1.87785j -1.22767+1.93081j -1.15888-1.53413j 0.691268-0.403571j 0.0887052-0.26626j 0.388709+0.113759j 0.835637+0.189237j 1.69564+0.108741j 0.187184+0.20394j 4.15539-0.516373j -2.58658+0.619483j -1.32312+0.425308j 4.25878-1.08026j 1.88017-0.827971j 2.61692-2.12027j 4.39335-2.64215j -2.61781+1.10268j -0.53077+2.4599j -3.03029+2.13353j -0.222577+1.49871j 1.48157-0.667658j 1.7494-0.669359j -0.910524+1.15246j -1.01183-0.20477j 0.258411-0.812766j -0.128666-0.0570629j 0.0566656-0.171111j -1.64355+0.24056j 0.275825-0.453299j 2.18294-0.0851559j -0.147861-1.56045j -8.91506+1.24474j 1.09647+1.43779j -33.8867+4.24372j 6.33225-0.932309j -8.94977-7.23479j 12.2233-4.59472j -42.1596+4.10701j -6.79844+1.15459j 12.9882+9.1039j -2.24426-2.73106j 76.0602-14.0636j 19.4042+18.7034j 62.7703+0.0892429j 31.4982-5.02502j 9.97849-1.54848j 22.3363+12.3543j 1.30127+5.90045j 15.3538-4.10891j -72.5762+17.7212j -11.4868+0.230699j -15.2151-7.81378j 2.86764+22.5314j 80.1698-1.81082j 2.38057-4.04622j 54.0332+15.0254j 54.1613-16.716j 16.2823+3.78008j -40.4481+20.7497j 65.5323+8.92642j 12.7233-8.35043j 4.97174-3.55998j -70.5829-12.8077j 3.07646-0.107095j 26.5549-14.8234j 25.8737+4.03389j 21.0344+2.70286j 19.6996+10.0107j -33.9453-8.26121j 40.118-18.6727j -11.7776+6.76165j 65.6431+4.6494j -28.1782-14.8812j 2.39782-3.16158j 33.2045+4.51101j 25.0621+2.24617j 2.57964+10.6754j 10.2903+1.38863j 14.4681-0.0622391j 25.8449+5.88069j -7.29967-1.77474j -7.77119-0.563694j -3.15515-0.276536j 1.40775+0.450687j -1.7888-0.210301j 
0.866161+0.280749j 0.138176+0.509749j 0.483485+1.38011j 0.985065+1.70936j -0.857066-3.25011j -1.51954-5.14381j -1.1697+4.03874j 1.90921+0.911713j 1.52823+4.33536j 1.66535+4.63352j 1.83168+1.49686j 1.21589+1.88376j -1.48123-2.87877j 0.324823-0.815885j -1.13628+0.698542j 1.37616+0.316702j 0.532456+0.109003j 6.82174-2.21293j 1.80152+0.270484j 13.4742-3.69305j -11.1187+4.07574j -5.24188+1.60325j 15.9039-8.29728j 2.50065-1.91368j 10.5314-5.14526j 11.1324-6.88817j -7.78288+4.87637j -6.64111+5.00402j -8.35692+6.18285j -6.26553+5.23809j 2.96448-5.74289j 2.63613-4.28081j -2.72064+5.45197j -0.273304-0.135163j -0.899947-3.44914j -0.877318+0.281123j -0.32233+0.26534j -5.59663+0.30833j 0.0228359-1.22586j 7.54169+0.516238j -1.72406-3.7972j -29.2701+3.54756j 5.79847+6.02525j -114.41+13.7754j 22.4028-1.91021j -31.2561-26.6487j 41.9795-13.199j -142.559+14.2756j -23.3102+3.735j 43.6491+33.15j -7.59308-10.2997j 255.136-46.6129j 67.6546+66.9939j 213.845+3.18074j 106.385-16.7642j 33.2623-5.98141j 75.081+43.51j 4.1659+19.9458j 54.7098-9.74871j -244.284+56.6439j -39.0983-1.90983j -50.1526-23.4188j 9.74716+76.9262j 274.902-5.14245j 9.91725-8.31142j 180.966+54.2474j 185.684-55.3124j 54.272+8.30926j -136.605+69.4675j 219.792+32.9068j 43.0817-27.0716j 15.9712-11.5589j -239.314-45.9519j 8.64689+3.3965j 93.1074-47.4174j 87.602+13.8682j 71.6628+9.23584j 66.1778+32.6339j -113.22-30.1182j 134.791-61.92j -39.201+20.9534j 219.881+20.9001j -98.4614-47.6846j 9.21969-9.03194j 112.66+15.1682j 85.5852+7.16748j 10.0494+33.3548j 33.9225+4.60901j 48.8161+1.71763j 88.394+18.9912j -25.8674-5.93909j -24.5568-0.685744j -11.8868-0.912549j 4.20248+1.79559j -5.70721-0.747679j 
0.697435+0.193338j -0.669719-1.13909j -0.231348-1.98106j -0.387885-0.345851j 0.336247+0.143638j -0.948677+1.58696j 1.16721-1.26189j -0.183587-1.36284j -0.155777+0.153271j -0.746599-1.45782j 0.0547067-2.22556j -0.257937-0.300167j -0.209022-0.799819j -0.579029-0.593509j 0.316478+0.074814j 0.167029+0.500147j 0.340484-0.218648j -1.68204-0.318159j -0.917416+0.189993j -2.17794+0.117513j 1.72182+0.25367j 1.08916-0.48687j -1.31857+1.49436j -0.607439-0.0910979j -1.48276+0.0222615j -1.60146-0.619581j 0.36931-0.24307j 1.53168+0.449887j 0.906664-0.481924j 0.232496-1.31835j -0.153721+1.373j -0.233341-0.432941j 0.45304-0.95022j 0.170345+0.363701j -0.389738+1.61805j -0.354639-0.598371j -0.145501+0.218609j 0.510868+0.142253j 0.570049+0.292008j -1.11388-0.198798j 0.121968-0.127624j 3.43517-0.759858j -0.835513-1.12728j 14.1415-2.39892j -3.21796+0.404476j 3.7469+3.73378j -5.61344+1.80043j 17.1792-2.67708j 3.25225-1.21787j -5.88957-4.48286j 0.438579+2.26769j -31.3363+6.87964j -9.29449-8.40995j -26.1053+0.298228j -14.3045+3.14662j -3.39426+0.710395j -10.1516-5.50458j 1.08751-3.17452j -6.64021+2.11494j 30.1487-7.48767j 5.94045-0.104684j 5.91754+3.49962j -0.593888-9.20058j -35.6542+1.65266j -1.05059+0.862833j -21.2723-5.79799j -23.6121+7.80481j -6.82809-0.521177j 17.7666-9.59745j -26.9061-3.31405j -4.33473+3.37442j -1.95886+2.68421j 29.2229+5.11752j -1.19406-0.63883j -11.6901+5.9974j -11.4716-1.43989j -9.02824-1.7422j -8.16322-3.45287j 14.0248+3.30889j -15.8745+8.05445j 5.22492-2.43734j -27.5043-1.66364j 12.6169+5.53751j -0.750423+2.44718j -13.7637-1.19041j -10.4938-0.321162j -2.50857-5.16381j -4.47557-0.95624j -6.4383+0.486325j -11.4826-2.56462j 3.69681+0.528116j 2.83865+0.445031j 1.22715-0.0709943j -0.970895-0.0771654j 0.872124-0.000893194j 
-0.302271-0.490951j -0.17034-0.618272j -0.648532-1.86909j 0.853499-1.69762j 0.532078+2.97997j 0.993734+5.34546j -0.880734-3.61586j -0.461175+0.776502j 0.606631-3.12354j -1.4084-5.00892j 0.0522209-1.10023j 0.109721-2.12796j 0.771329+2.17843j 0.396422+0.182622j 0.866592+0.479306j -0.91847-0.305292j -0.339552+0.0760505j -5.71772+0.832743j -0.169343-0.154734j -10.8441+2.62543j 8.94779-2.79139j 4.10548-1.3564j -14.044+6.80721j -3.63883+0.428948j -8.34304+4.2519j -8.28482+6.15191j 7.63556-3.1761j 5.09001-4.1016j 6.4343-5.41297j 5.32592-5.62501j -2.86015+4.80709j -1.20948+1.48326j 2.12646-5.67204j 0.492244+0.507483j 0.549849+2.49399j 0.690055-0.00289574j 0.303306+0.105047j 4.77511-0.246637j 0.254612+0.836881j -6.46366-0.440316j 1.65026+3.591j 25.4676-2.87607j -4.31475-4.8968j 98.726-10.6429j -19.2865+2.0081j 26.3873+22.0475j -36.7806+11.609j 122.789-10.4005j 19.9712-3.34092j -36.8265-27.6411j 6.43447+8.84865j -220.023+37.6009j -57.3854-57.157j -183.217-4.27818j -92.0988+14.1214j -27.8213+3.84387j -64.4764-37.425j -2.50525-17.5548j -46.5558+6.0776j 210.286-46.6017j 34.4839+1.36045j 43.4273+18.8106j -8.09984-66.4837j -235.652+3.01639j -7.27129+6.18598j -155.457-48.5968j -159.976+45.2367j -47.7168-6.81465j 119.376-58.497j -188.884-29.4087j -36.9611+21.7866j -13.0228+10.4711j 204.108+41.4644j -7.01966-3.14204j -79.181+38.1105j -75.2315-11.8647j -62.0083-8.47057j -57.4893-27.3673j 97.4219+26.0197j -115.204+52.701j 35.1955-17.0961j -189.802-19.5528j 83.664+41.4131j -7.4722+7.34402j -95.8324-13.7672j -73.1103-6.93004j -9.36709-28.2914j -29.2562-3.84924j -42.2525-0.958673j -75.9946-17.0874j 22.0897+5.42608j 21.2928+1.09663j 9.98789+0.851023j -3.94125-1.49877j 4.96354+0.638071j 
0.127072-0.461572j 0.498907+1.11984j 0.246565+0.755819j 0.0679716+1.26892j 1.48802+0.113217j 0.0586529-0.722219j 0.442103-1.69837j 0.88906-0.00882878j -0.602062-0.202129j 0.0218607+1.57224j 0.207231-1.02999j -0.591622-0.552221j 0.13725+0.167641j -0.622157+0.46208j -0.0581448-0.130142j 0.205805-0.0823734j -0.180921-0.815494j -0.100344+0.949213j -0.12782+0.539219j -1.27512+0.529354j -0.353003-0.313692j -0.248929-0.396822j -1.39691+0.0794647j -0.89704+0.357039j 0.030086+0.243397j 1.06401+0.499432j -0.764328+1.00161j 1.73849-0.489242j 0.359195-0.493591j -0.458126-0.969604j 0.0763936+0.35496j -0.369378-0.190835j 0.140201+0.230522j -0.121861-0.476048j 0.00870821+0.374934j 0.188324-0.0432665j 0.054652+0.0507279j 0.141217+0.0933154j 0.0440626-0.218382j -0.328885+0.111053j -0.609201-0.390071j 0.545298-0.19948j -0.27962-0.267033j 2.08553-0.826065j -0.563807+0.212702j 1.12063+1.01102j -0.853838+0.504074j 2.43282-0.380561j 0.86817+0.050593j -1.9951-0.43553j 0.0457542-0.105005j -4.92994+2.65994j -1.40234-2.17234j -5.64423+0.581404j -2.6753+0.0389884j -0.78054-0.900103j -0.148467-0.504793j -0.137665+0.0785569j -1.74448+0.181672j 4.49265-2.08107j 0.933566-1.22176j 0.974111-0.183891j -1.59059-1.74561j -5.18198+1.0316j 0.904506-0.162667j -4.87061-0.779982j -3.79675+0.455385j -2.27451+0.149858j 3.18144-2.75449j -5.02217+1.24578j -1.08045+0.960242j 0.414181+0.204993j 5.00986+0.893028j 0.115845-0.513693j -1.95448+1.92847j -1.8741+0.0068254j -1.87867+0.210684j -1.73597-0.474208j 2.41695+0.913399j -1.73245+1.36372j 0.729919-0.935005j -5.69855+0.326174j 1.74399+0.279469j -0.112725+0.296721j -2.49992+0.139477j -1.53327+0.451048j -0.0176354-1.44022j -0.754989-0.084244j -0.502702-0.296443j -2.19082-0.226312j 0.625892+0.00896778j 0.730141-0.358593j 0.189658+0.11422j -0.194673+0.0965769j 0.148948-0.0393481j 
0.10363-0.508379j -0.0251929-0.221972j -0.232772-1.0954j -0.982505-1.6159j 0.725598+2.16365j 1.19247+4.19084j -0.704599-4.68166j -0.41816-0.360589j -0.75751-1.33508j -1.28945-4.67501j -0.782877-2.398j -1.32954-1.01205j 0.577095+3.29927j 0.342711+0.586081j 0.343085+0.581041j -0.398047-0.0875878j -0.202432-0.12471j -5.03575+1.19639j -0.978529-0.325765j -9.22386+2.88264j 9.52909-3.97051j 3.46476-1.52734j -13.1156+6.3278j -3.40117+2.12484j -9.27662+3.88702j -7.87048+5.13168j 6.8633-3.55964j 6.30088-3.8739j 6.2934-4.00389j 4.91378-4.51636j -3.24725+3.9362j -1.39081+2.11817j 1.56472-4.41603j 0.23259+0.97757j 0.167873+1.89851j 0.53807-0.121107j 0.295081+0.202191j 4.35637-0.0151291j 0.642821+0.444823j -5.84666-0.501378j 1.38536+3.00739j 22.8026-2.51846j -4.49225-4.63458j 89.1004-9.20407j -17.3633+1.30136j 24.1163+19.6539j -32.9869+9.3234j 110.84-8.9199j 17.1539-3.65657j -33.8007-24.4386j 6.90422+9.62862j -198.129+33.8094j -52.5875-52.4618j -165.495-4.5624j -82.5455+13.0083j -26.3815+4.09136j -58.7161-34.4183j -2.86838-16.7934j -42.565+5.73649j 190.051-43.3232j 30.0845+1.59735j 38.7683+17.6416j -7.08427-60.4892j -212.97-0.140755j -7.11398+9.05553j -140.338-42.3439j -144.512+39.9367j -42.5265-9.56336j 106.755-55.0571j -170.458-25.8084j -33.1419+19.9389j -11.9112+9.93528j 185.369+39.2851j -7.23684-3.90267j -72.8982+35.8023j -68.0578-10.7777j -55.8303-8.07489j -50.5892-25.2278j 87.9638+24.9007j -105.96+47.2058j 30.0846-14.3475j -170.787-18.2777j 74.8805+38.0659j -7.49389+6.7084j -86.9755-12.2852j -65.7917-6.84165j -8.25896-25.6337j -26.316-3.59323j -38.6741-0.562325j -68.2047-15.7781j 19.78+4.92961j 19.1095+1.35083j 8.94314+0.809254j -3.59278-1.19179j 4.48283+0.542075j 
0.727878-0.831421j -1.32763+1.13894j 0.162862-0.452649j 0.186725+0.864126j -0.234178+0.72364j -0.176917+1.36413j 0.218487-0.882966j -2.20247-0.0141793j 0.00416254-1.39815j 0.348622-1.30812j 0.112565-1.00599j 0.247357-1.09266j 0.318682+0.945051j 1.60604+1.37393j 0.722597+0.470561j 0.643127-0.481698j 0.553208-0.20996j -2.21374+0.682141j 0.584699+1.33241j -3.23656+0.749864j 2.91906-1.2877j 1.55329-0.78824j -4.60279+3.30914j -0.371201+0.425538j -2.50216+2.03934j -3.26302+1.70963j 1.65107-1.05886j 1.59399-0.649065j 1.69114-1.42146j 1.77223-0.46414j -0.878025+1.69105j -0.982774+0.569347j 0.53761-1.98993j 1.02583-0.81486j -0.159644+0.486884j -0.210598+0.178165j 0.359987+0.368787j 1.77565+0.0782709j 0.528284-0.326514j -2.25147-0.205199j 0.30723+0.598491j 8.44326-1.10484j -0.651566-1.80559j 31.9928-3.35472j -6.35973+0.799265j 8.52121+7.25855j -12.1662+3.72089j 39.6968-3.48783j 6.40385-1.23621j -11.8764-9.21128j 2.18336+3.23141j -71.3494+12.0437j -18.7607-18.6484j -58.6408-1.20187j -29.5452+4.38426j -9.88958+0.124038j -21.8482-12.5602j -1.09696-5.85902j -14.7118+3.72752j 66.9721-14.5451j 10.2351-1.32011j 14.1274+7.68979j -3.30726-20.7321j -77.4182+0.437901j -2.40231+2.29074j -50.2309-14.8897j -51.2241+13.685j -15.2578-2.41621j 39.479-18.4738j -61.9709-8.68141j -12.6877+8.93701j -3.91959+1.99738j 65.6654+13.0954j -3.01223-0.989868j -27.1502+13.2175j -24.1006-5.07241j -20.1505-2.10066j -17.5578-9.25382j 31.1855+8.67065j -37.2233+16.3237j 10.8184-5.83053j -61.088-6.07458j 27.2312+13.5762j -2.03004+2.79136j -31.2449-4.55261j -23.603-2.23444j -3.08208-9.10794j -9.61538-1.25104j -12.9973+0.140988j -24.9249-5.78185j 7.39482+1.70835j 6.93352+0.651935j 3.16813+0.389189j -1.30754-0.112268j 1.5255+0.122073j 
-0.0361161-0.0513966j 0.473704+0.690614j 0.0508851-0.0689268j -0.52817+0.568721j -0.192493-0.656727j -0.229907+2.00121j -0.633731+0.249083j 0.599358+0.326072j 0.424556+1.08403j -0.283158-1.53018j -1.10448-0.272119j 0.218466-1.67907j -0.577268+1.02294j -0.374295+1.49349j 0.273192+0.740348j 0.132006-0.0999687j -0.316536-0.175833j -0.582293-0.29864j -0.205366+0.821094j -1.12971+0.640982j 0.418763+0.310184j 0.680549-0.305889j -0.954845-0.280374j -0.925324+0.479398j -1.90182+0.635661j 0.640353+0.226334j -0.311286-1.56026j 0.699831+0.195375j 1.56155-0.146824j 0.745413-0.203138j 0.287781+0.255993j 0.221964-0.0011733j 1.031-0.169609j 0.0644376-0.653036j 0.237549-0.520173j 0.00594374-0.445833j 0.267631+0.200051j 0.518773+0.0765723j -0.0456331-0.244067j -0.522343+0.0362384j 0.179366+0.487105j 2.62987-0.142501j 0.279787-0.00778073j 8.72198-0.978652j -1.79268+0.0693591j 2.33378+2.99533j -3.44313+0.943566j 10.6454-0.254484j 1.35668+0.14327j -3.53549-2.66227j 1.4317+0.43076j -20.6347+2.17154j -4.18965-4.98844j -15.8595-0.829576j -7.79319+1.13031j -3.37617-0.0550889j -5.95244-4.14126j -0.794688-2.20882j -4.12103+0.772343j 18.454-3.93727j 2.29172-0.353145j 3.78807+2.31992j -0.72478-5.90822j -21.4501-2.50743j -1.64605+0.0819953j -13.6591-4.07769j -15.6909+3.20042j -3.32703-0.256391j 11.6528-4.68519j -16.0793-3.51694j -3.06342+1.61983j -1.19852-0.835164j 17.5393+4.51557j -0.280529+0.554453j -5.99241+3.06105j -6.67813-1.45816j -5.45881+0.0337157j -5.5511-3.17778j 8.84485+2.58163j -11.285+5.02203j 3.96524-1.36143j -16.8034-3.13053j 6.97385+3.77213j -0.423039+0.955274j -8.28579-1.63559j -6.531-0.649226j -0.15051-2.90296j -2.70587-0.593153j -3.82035-0.209394j -6.53843-2.18324j 2.21395+0.51887j 1.3407+0.485669j 1.0589+0.0986513j -0.431081+0.208365j 0.384913+0.0481495j 
0.637516-0.639983j -0.0799618-0.666629j 0.15351-2.257j 0.488151-0.158875j -0.641475+3.14269j 0.991315+3.3715j 0.692563-3.39259j 0.289719-1.45057j -1.29877-2.17931j -0.957009-3.04656j -0.825238-2.24489j 0.693582-0.653811j 1.19602+2.45855j 0.4767+0.187127j -0.0768485+0.403971j -0.174555-0.16798j -0.216609+0.144969j -4.63767+0.678883j -0.584415+0.554891j -9.08431+1.81484j 8.68106-3.47931j 2.99179-3.18651j -12.3469+4.50011j -2.73641+2.12565j -7.2673+4.30043j -7.28191+4.49562j 7.0021-4.29147j 4.75328-3.80594j 6.48712-5.10975j 4.41393-3.47568j -2.13508+4.79129j -1.4757+2.46038j 2.04831-4.21303j 0.866801+0.63988j 0.1532+2.09686j 0.709606+0.0874744j 0.0623079+0.252713j 4.17102-0.0565187j 0.787269+0.50994j -5.50274-0.361366j 1.17535+3.11524j 21.9754-2.28227j -3.64705-3.88913j 84.925-8.71057j -17.024+1.29388j 22.9053+18.8064j -31.6+8.67781j 104.588-8.69433j 17.201-3.16497j -33.5273-24.1361j 5.59272+8.68168j -190.332+32.3931j -47.7125-49.7678j -158.004-4.99068j -78.8129+10.9923j -25.3988+3.71379j -54.3162-31.1396j -3.40939-14.7538j -40.9416+5.54033j 179.643-39.1532j 28.2496+1.31733j 36.7449+16.632j -7.94034-56.9282j -203.615+1.6664j -7.45472+5.25813j -133.864-42.1286j -138.118+38.6543j -39.9858-5.9326j 101.53-50.967j -162.101-25.8553j -32.2189+17.7919j -12.9379+8.62358j 176.657+36.7435j -7.60589-3.39983j -68.7725+33.7998j -64.3899-9.85553j -52.1437-7.33471j -48.3132-23.954j 84.2793+23.4664j -100.373+44.0303j 28.9538-14.8065j -162.206-17.6801j 72.3934+35.2335j -6.70309+7.26349j -83.0235-11.9612j -62.9687-5.70518j -8.25631-24.3641j -25.2953-3.85843j -36.4851-0.565835j -65.3569-15.0197j 18.957+4.76615j 18.3835+1.05027j 8.35857+0.691921j -3.62685-1.42581j 4.38219+0.527328j 
-0.0165016+0.0675412j 0.498431-1.04889j 0.591589-0.691765j -0.149662+0.0835442j 0.0100093-2.17434j 0.37078-0.739598j 0.50959-0.603284j 0.115054+1.4225j 1.14271+1.13832j 1.11602+0.866342j -0.348691+0.00805364j -0.244687+0.106685j 0.14179-1.93221j 0.405447-1.02896j 0.723801-0.178924j -0.304203-0.545529j 0.717067-0.151767j 0.0754869-1.48734j 0.339562-0.690306j 0.597374-0.176519j -1.13519+0.675718j -0.5386-0.845122j 1.88874-0.901264j 0.187149+0.339289j -0.00345129+0.89043j 0.937491+0.770957j -1.21918-0.0977044j -0.398502+0.0439456j -0.871381+0.551025j -1.12242+0.646837j -0.28468+0.576772j -0.355642-0.400458j 0.124794+0.136394j -0.718731-0.355793j -0.556155+0.225909j -0.132803-0.216798j 0.310135-0.371646j -0.328126-0.153567j -0.663377-0.173467j 0.175879-0.0751293j -0.514437-0.430248j -2.40436-0.0140101j -0.00165251-0.592598j -6.99748+0.40841j 1.53061+0.269522j -3.56017-0.456007j 2.71629-0.0456072j -9.64529+1.92288j -1.13921+0.161948j 2.82124+2.30878j -0.904806-0.664533j 16.5595-4.22226j 4.82332+4.69507j 14.4613-0.513201j 7.04501-1.48786j 2.16733+0.628846j 4.78626+3.02518j 0.551418+1.44033j 2.91239-1.09963j -16.6532+4.08957j -2.61188+1.38667j -4.07614-1.33097j 0.00237569+4.71743j 18.5807-1.3097j 0.316207-0.678835j 11.4187+2.86212j 13.7538-4.31126j 4.06416+0.656562j -9.25865+5.76372j 13.5331+1.53845j 3.41714-1.04793j 0.206843-1.01508j -15.828-2.79587j -1.07292-0.522916j 5.97529-2.82141j 5.56511+0.238155j 5.40777+0.385279j 5.22058+2.04588j -7.09788-1.28784j 8.5387-4.3704j -1.95524+1.61385j 14.92+1.32603j -6.65856-1.91112j 1.32561-0.644097j 7.72493+0.680099j 5.61497-0.00181944j 0.619386+1.50513j 2.13146+0.272526j 3.07333+0.13793j 5.82536+0.620034j -1.5365-0.555234j -1.83536+0.626403j -0.483422-0.180632j 0.710141+0.229905j -0.488273+0.0783253j 
1.07816+0.348j 0.565162-0.472843j -0.698804-3.30665j -0.581991-0.699483j 1.21032+4.69202j 1.21108+6.41349j -0.882405-3.81954j -1.57749+0.0776975j 1.43217-2.90922j -1.79476-6.33842j -1.37196-3.32256j -1.351-1.44872j 1.17413+4.59513j 0.768184+0.54244j -0.872315+0.367549j -0.198651+0.462549j -0.49411-0.0225881j -6.3231+0.131054j -1.27204+1.28489j -13.8571+3.54071j 12.1741-3.99755j 5.86138-1.18374j -18.0965+7.91224j -4.4775+1.77431j -10.7425+5.4393j -12.0288+6.55153j 8.51636-4.85709j 7.48594-5.14482j 7.50917-6.38927j 6.83447-5.78553j -4.11485+6.23554j -3.14886+3.62791j 4.00616-5.5565j -0.188944+1.02468j 0.0370401+2.19902j 0.857646+0.0309817j -0.164105+0.529049j 5.76111+0.0511123j 1.64786+0.954788j -7.90342-0.461039j 1.32141+4.74121j 31.3776-2.54046j -5.06599-4.41083j 119.673-11.0359j -23.7827+1.71992j 33.2632+27.647j -44.867+12.7147j 149.251-11.1872j 24.4566-4.12792j -45.2679-35.4391j 7.57555+11.9928j -269.042+42.827j -68.2301-71.8396j -223.293-8.34424j -111.429+15.1114j -35.0373+4.0969j -77.7351-47.5374j -4.50271-21.2064j -57.4614+8.52985j 256.633-52.4725j 41.0207+1.76321j 52.1505+25.4704j -9.12717-80.9856j -287.559+0.262905j -9.00684+8.81532j -188.453-62.0316j -195.098+51.9042j -57.9021-10.6997j 144.355-70.294j -229.764-38.2619j -45.2945+27.4828j -17.2861+13.2839j 249.544+54.4378j -9.54719-3.90825j -97.993+47.188j -91.4391-16.5378j -74.6635-12.2115j -68.403-35.2667j 118.391+34.1885j -143.356+61.573j 41.7777-21.973j -229.284-27.2023j 101.779+51.9904j -10.0514+9.1772j -117.26-18.4818j -89.125-9.10401j -11.1935-36.2925j -35.559-5.44259j -52.4619-1.26784j -91.9998-23.1185j 26.7037+7.1195j 25.7158+2.40929j 11.8193+0.866163j -5.38258-2.17118j 6.27972+0.903636j 
